-0.000273+0.0013213i,0.00044457-0.00073349i,-0.00081564-0.00053804i,-0.0015346+0.00030896i,-0.0010842+0.0010495i,-0.00076275+0.00095297i,-0.0011173+0.00014247i,-0.0010683+0.00035436i,-0.00038668+0.00058914i,0.0002443+0.00043536i,-0.00042578+0.00031607i,-0.00060372+0.00091549i,-0.001233+0.0010269i,-0.0017349+0.00019171i,-0.0013691+3.835e-05i,-0.0008586-0.00032146i,0.00020602-0.000533i,-3.6728e-05+8.1008e-05i,-0.00070764+0.00036645i,3.2247e-05+0.00039914i,7.3934e-05+0.00063805i,0.00033064+0.00036661i,0.00080488+0.00016922i
0.00053332-0.0019573i,0.00057595-0.0019371i,0.0006906-0.0012257i,0.00030235-0.00045285i,-0.00044439-0.00066941i,-0.0011049-0.00079761i,-0.00091983-0.00038856i,-0.00080149-0.00023094i,-0.00075251+4.2161e-05i,-0.00055299-6.2074e-05i,-0.0003753-0.00067568i,-0.00028125-0.00069544i,-0.00029063-0.00017133i,0.00010163+0.00014917i,0.00042376-0.00039199i,-0.00043188-0.00026361i,-0.00081955+0.00042114i,-0.00018783-0.00024647i,-0.00037326-0.00047375i,-0.00065567-0.00012435i,-0.00043033-0.00039952i,-2.1904e-05-0.00020488i,8.1433e-05+0.00029696i
0.0014004-0.00090273i,0.0010024-0.00099393i,-0.00046875-0.0013487i,-0.00054807-0.0011291i,-3.082e-05-0.00034058i,-0.0006815+4.4635e-05i,-0.0012778-0.0004913i,-0.0012347-0.00077518i,-0.00079195-0.00032238i,0.00013828+0.00012483i,0.00020602+0.0001399i,-1.317e-05-7.6195e-06i,0.00020604+0.0001921i,-5.4958e-06+0.00096097i,0.00038751+0.00048501i,0.00030576-0.00035943i,-0.00021969-0.00049588i,-0.00037735-0.00075485i,7.5221e-05-0.00028246i,0.00048206+2.7964e-05i,0.00041919+0.00029773i,-8.0409e-05+0.00055228i,-0.00078822+1.3661e-05i
0.0013129-0.0012418i,0.00096215-0.0021807i,-3.8879e-06-0.0018055i,0.00083049-0.00057947i,0.00068432+0.00083147i,6.9648e-05+0.00034054i,-0.0002803-0.00043837i,-0.00054763-0.00012486i,-0.00068159-0.00049068i,-7.4144e-05-0.0003809i,0.0003429+0.00015603i,0.00013717+0.00037515i,-0.00052425+0.00022676i,-0.00061926+4.5022e-05i,-0.00015989-1.2956e-05i,-0.00044499+0.00013518i,-0.0010426+0.00027361i,-0.0010193-0.00021722i,-0.00070087-0.00041206i,-0.00061008-0.00069353i,2.9785e-05-0.00077895i,0.00090625-0.00069182i,0.00040734-0.00078514i
-0.001885+0.0009353i,-0.00055301+0.00071646i,6.3776e-06+0.00062181i,-0.00064354+0.00056634i,-0.00053208+0.0010906i,-0.00071334+0.00075915i,-0.0009052-0.00022801i,-0.00056497-0.00030867i,-3.1857e-05-1.5616e-05i,-0.0002342+0.0001048i,-8.9585e-05-0.00012957i,0.000163-0.00020913i,-2.0876e-05+0.00038933i,-0.00049306+0.00029584i,-6.0666e-05-0.00045939i,-0.00022876-0.00029503i,-0.00087695+0.00042448i,-0.0010092+0.00049617i,-0.001274+0.00012927i,-0.0013162+0.00044646i,-0.0013418+0.0009832i,-0.00086288+0.00044951i,-0.00020313-0.00015296i
0.0012659+0.00095911i,0.0012774-0.00047092i,0.0013496-0.00079934i,0.00057422-0.00052767i,0.00012162-0.00090488i,-0.00026189-0.0011276i,-0.00081468-0.00061359i,-0.00053429-0.00026039i,0.00011927+0.00010599i,-0.00031669+0.00038669i,-0.00077021-0.00024614i,-0.00032136-0.00042665i,0.0002521+0.00024031i,0.00031933+0.00078886i,0.00024881+0.00088419i,0.00022805+0.00092887i,6.0796e-05+0.00057272i,-0.00067766+0.00035683i,-0.0015947+0.00023802i,-0.0012314-3.2588e-05i,-0.00062303-0.00021008i,-0.00045322-0.00022191i,0.00014272-0.00010961i
0.00061645-0.0010048i,0.00030631-0.0010883i,-0.00017052-0.0018669i,-0.0010301-0.0014669i,-0.000872-0.00010006i,-0.00030212+0.00065452i,0.00044347-2.0636e-05i,0.00027005-0.00097363i,-0.00091824-0.00023431i,-0.0008701+0.00049756i,-0.000446+0.00029331i,0.0002822+0.00016403i,0.00027183+0.00019607i,-0.00045558-0.0004478i,-0.00050715-0.0007483i,0.00015582-0.00029112i,0.00031134+3.9662e-05i,0.00051181+0.00038319i,0.00075386+0.00069769i,0.00058643+0.00057646i,0.00087343+0.00057225i,0.00043431+0.0005553i,-0.00030062-8.1293e-05i
0.0010509-0.0001352i,0.00074385-0.00080828i,0.00010601-0.00092875i,-4.9126e-05-0.0006085i,-0.00046101-0.00066037i,-0.00084618-0.0013673i,-0.00092454-0.00074091i,-0.00062583+0.00011437i,0.00039407-0.00021776i,0.00090445-0.0003513i,0.00058196+0.00018548i,-0.00028161+0.00068041i,-0.0013677+0.00036i,-0.0013648-0.00013757i,-0.00038003-0.00064994i,0.00029632-0.00020566i,0.00024034+0.00010317i,-0.00052135-0.00039822i,-0.00068929-0.0001447i,-0.00061151+0.00076072i,-0.00052067+0.00061921i,0.00019369-0.00042777i,0.00072434-0.00066033i
-0.0004784-0.00095828i,0.00054653-0.0016504i,0.0011414-0.0010763i,0.00037803-0.00014411i,0.00060323-0.00013078i,0.00076712-0.00027477i,-0.0003937-0.00041257i,-0.0015126-7.8179e-05i,-0.00091911+0.00050717i,-0.00015979+0.00060676i,-0.00029928+0.00066498i,-0.0010972+0.00016808i,-0.0011983-0.00058148i,-4.2816e-05+1.9421e-05i,0.00038253+0.00037853i,-0.00041063-0.00013039i,-0.0002006-0.00037681i,-0.00055462-0.00074881i,-0.00078504-0.000651i,-6.8768e-05+0.00019256i,-0.00018785+0.00090407i,-0.00043802+0.00052647i,-0.00040419-0.00032394i
0.0011936-0.00096086i,0.0014401-0.0023441i,8.633e-05-0.0021307i,-0.0010772-0.0017222i,-0.00057518-0.0013602i,0.0002931-0.0019715i,-0.00033104-0.0019722i,-0.0013684-0.00065505i,-0.00058765+3.647e-05i,0.00076048-0.00057448i,0.00050867-0.0011481i,0.00026984-0.0011003i,8.9037e-05-0.00089424i,-0.00026815-0.00059225i,-0.00049827-4.1921e-05i,0.00042551+0.00040941i,0.0010032+0.00034948i,-0.00017943+0.00011618i,-0.00070544-0.00041296i,0.00045049-0.00076962i,0.0011817-0.00033027i,0.0012688+0.00031746i,0.0011866-0.00010576i
-0.00022648-0.000729i,0.00089051-0.000383i,0.00072471+0.0011008i,-0.00032415+0.0015384i,-0.00062269+0.0016545i,-0.00014917+0.0017287i,-0.00018439+7.2088e-05i,-0.00042089-0.0014098i,-0.00070214-0.00080242i,-0.00097169+1.6437e-06i,-0.001065-0.00023144i,-0.00045861-0.00034367i,-5.8861e-05-0.00039856i,0.0003485-0.00036061i,0.00034989-0.00021073i,-0.00070986+2.283e-05i,-0.00058057+0.00037016i,-0.00050255+0.0002424i,-0.00091638-3.2823e-05i,-0.00092874+0.0003405i,-0.00072927+0.00017622i,0.00011721+8.0185e-05i,0.00090305+0.0004215i
0.00060429+0.0003555i,5.9505e-05-0.00073593i,-0.00091592-0.000894i,-0.0007021-0.00064824i,0.0001397-0.00075708i,0.00020543-0.0014281i,-0.00076592-0.0022333i,-0.0010165-0.0016422i,-0.00063713-0.00037803i,-5.7317e-05+0.00047778i,-0.00020957+2.4213e-05i,-0.00078475-0.00055108i,-0.00071548-0.0001214i,-0.00042668-0.00023932i,-0.00025596-0.00065033i,2.1317e-05-0.00027791i,-0.00013501+0.00037528i,-0.00065056+0.00039819i,-0.0010116+0.00010188i,-0.00045257+0.00047099i,-0.00051829+0.00068754i,-0.0010006+0.00032353i,-0.00020828+0.00086156i
-0.00076733-0.00092511i,-0.00028289-0.0013448i,-0.0012509-0.00097584i,-0.0010342+0.0001437i,0.000246+0.0011147i,0.00054952+0.00016114i,-0.0005984-0.0005977i,-0.0015546-0.0010738i,-0.00060219-0.00059358i,-9.9568e-05+0.00090158i,-0.00072577+0.0010641i,-0.00063913+0.00016858i,-5.789e-05-0.00045226i,-0.00032876-0.00063277i,-0.00049222-0.00049491i,-0.00018919-0.00087228i,-0.00048694-0.00056639i,-0.00088903+0.00084971i,-0.00054291+0.0018419i,-0.0007748+0.0010975i,-0.00084763-0.00031379i,-0.00044646-0.00031624i,-0.00051223+0.00017198i
0.0019425+0.0003526i,0.0019613-0.00037604i,0.0018341-0.00089212i,0.0010845+0.00022773i,6.5979e-05+0.00072848i,-0.0003558-0.00018157i,-0.00090179-0.00062869i,-0.0010523-0.00012994i,-0.00045373-9.8309e-06i,-0.00048185+1.1899e-05i,-0.00064459+2.1026e-05i,-0.00041315-6.1061e-05i,0.00043164+0.00048142i,0.00031522+0.00071357i,-3.2378e-05+0.00062941i,-0.00035988+0.00024033i,-0.0011129-6.4951e-05i,-0.00079619-0.00019267i,7.139e-05-0.00034064i,-0.00049368+1.3412e-05i,-0.0010529+0.0007386i,-0.00017051+0.00052262i,0.00077982-0.00018501i
0.0014057+0.0008542i,-2.7648e-05+0.0013255i,-0.00044227+0.00068354i,-0.0003804+0.00062851i,-0.00052556+0.0004025i,-0.001451+0.00059991i,-0.0017276+0.0008061i,-0.00049781+0.00013479i,0.00048572-6.4494e-05i,4.3715e-05-0.00010719i,-0.00048201-0.00023193i,0.00015241+9.3002e-05i,0.00062494+0.00048153i,0.0003121+0.0002175i,0.00020381-0.00014286i,0.00077861-6.1017e-05i,0.000965+1.3645e-05i,0.00064888-0.00023223i,-0.00034032-0.00035029i,-0.001304+6.3016e-05i,-0.0012505+0.00027177i,-0.00039847-0.00010017i,0.00018063+1.4059e-05i
2.2662e-05+0.00057822i,-0.00029612-0.0007351i,-0.00054876-0.00073004i,-0.00074672-0.00029468i,-0.00073674-0.0007759i,-0.0010394-0.0012031i,-0.0010261-0.00051476i,-0.00065157-0.00051052i,-0.00036628-0.00085942i,-3.0477e-06-0.00094467i,-5.3398e-06-0.0011167i,1.587e-05-0.00040979i,0.00013929+7.0321e-05i,-1.8881e-05+2.2013e-06i,-0.00061043-6.5004e-05i,-0.0010103+0.00054141i,-0.00098296+0.00039439i,-0.00029826+3.2249e-05i,4.7941e-05+0.00039306i,0.00011569+0.00063654i,-0.00034731+0.00059735i,-0.00046871+9.3143e-05i,0.0002639+0.00034115i
0.00042081+0.00014629i,0.00048047-0.00034063i,0.0007324-0.00093507i,0.00045248-0.0014676i,-4.1476e-05-0.00066396i,0.00023603-0.000396i,0.0002216-0.00075024i,-0.00064399-0.00043112i,-0.0011776-0.00012801i,-0.0010412+0.00019875i,-0.00092427+0.00043494i,-0.00091309+0.00097997i,-0.00034263+0.001056i,0.00021199-0.00033972i,0.00032476-0.0010368i,-0.00020016-0.00045601i,-0.00043242-0.00054426i,0.00018217-0.00057831i,0.00059738-0.0002438i,0.0013289+2.7716e-05i,0.0011536+0.00022274i,0.00022987+0.00060241i,0.00076271+0.00022163i
0.001382+0.001435i,0.00049412+0.001772i,-0.00026121+0.00099608i,0.0004194-0.00010782i,0.0014338-0.0010835i,3.6337e-05-0.0013162i,-0.0012139-0.00086645i,-0.00015949-0.00091617i,0.00061383-0.00025111i,0.00083568-0.000226i,0.00059277-0.00049071i,-0.00030221-0.00012461i,-0.00060568+0.00036013i,-0.00056748+0.00049359i,-0.0011274+0.00021257i,-0.00056275+0.00011704i,1.0544e-05+0.0007655i,-0.00031269+0.0010916i,8.8671e-06+0.0009117i,4.5351e-05+0.0010275i,-0.00011481+0.0010482i,0.00014612+0.00029871i,0.00031927-0.00062018i
0.0011016-0.00064139i,0.0013808-0.00036476i,0.0012291-0.00073946i,0.00054136-0.0010688i,-1.7716e-05-0.00093119i,-0.0006944-0.00054511i,-0.00089312+0.00036868i,-0.00081931+0.0010285i,-0.00087564+0.00026459i,-0.0010897-0.00017412i,-0.0017932+0.00027759i,-0.0017858+0.00035042i,-0.00055781-4.3204e-05i,0.00011627-0.00032144i,-0.00022872+1.3409e-05i,-0.00077701+0.00030592i,-0.00088426+0.00060586i,-0.00084695+0.000751i,-0.0014532+6.1781e-05i,-0.0016203-0.00013055i,-0.00092375+0.00052474i,-0.00025384+0.00014435i,0.00030089-0.00062647i
0.0027512-0.0012447i,0.0029924-0.0019676i,0.0014761-0.0023321i,-0.00019058-0.00080925i,-0.00034428+5.6185e-05i,2.2539e-05+0.00013535i,0.00019411+0.00013255i,0.00022545-0.00069434i,-0.00017855-0.00043812i,-0.00093424+0.00017565i,6.3679e-05+0.00028524i,0.00049027+0.00057411i,5.274e-05+0.00014889i,0.00020482-0.00043374i,0.00033094-0.00070442i,-0.00049957-0.00035979i,-0.0009503+0.00042477i,-0.0004815+0.00053959i,-0.00010576+0.00042503i,0.0001695+2.6399e-05i,0.00047602-0.0003235i,0.0012343-0.00052208i,0.0011652-0.00016015i
0.00027527+7.9432e-05i,0.0010735-0.0001602i,0.0011647+0.00024391i,8.7371e-06+0.00090416i,-0.00051903+0.0010408i,-0.00055086+0.00012333i,-0.00023818-0.0011625i,0.00082754-0.0013365i,0.0013082-0.00048916i,0.0011861+0.00096248i,0.00080103+0.00081258i,5.1907e-05-1.4758e-05i,-0.00042506-0.00050616i,-0.00039944-0.00016045i,7.1814e-05-2.2151e-05i,0.00034996+0.00014949i,0.00037189+0.00072552i,0.00037429+0.00050589i,-0.00022951+8.4974e-05i,-0.00084173-0.00016586i,-0.00026972+0.00022834i,-6.2424e-05+0.00070946i,-0.00030698+0.0011102i
0.00094438+0.0013684i,0.00024409+2.6391e-05i,1.9257e-05+0.00037398i,3.2568e-05+9.2442e-05i,-0.00057222-0.00099148i,-0.0012911-9.4947e-05i,-0.0014702+0.00095444i,-0.0012299+0.00098634i,-0.00026395+0.0010826i,0.00076771+0.00090918i,0.00063661+0.00040074i,0.00036025-8.5864e-05i,-5.2909e-05-0.00033087i,-0.00089775-0.00058508i,-0.001271-0.00064307i,-0.00053272-0.00051152i,-0.00013164-0.00022905i,-0.00059504-0.00028946i,-0.0005951-0.00044673i,-0.00057316+0.0006128i,-0.00019134+0.00072068i,0.00016376-0.00039456i,-0.00012027-0.00019672i
-0.00048086-0.00097578i,1.6637e-05-0.0019994i,-0.0012774-0.0014827i,-0.0013783-0.00055156i,-0.00032966+0.00032282i,-8.752e-05-6.0891e-05i,-0.00016618-0.00099995i,-0.00041851-0.00073711i,-0.0011161-0.00085743i,-0.00071336-0.00091057i,-0.00055433+0.00031484i,-0.00090539+0.001277i,-0.00053237+0.0010017i,-0.00029343+0.00013066i,-0.00037105+2.8296e-05i,-0.00044883-2.7512e-05i,-0.00010671+8.9743e-05i,0.00030923-0.00014959i,0.00033311+3.18e-05i,-6.7866e-05+0.0011053i,-0.00015114+0.00024862i,0.00044585-0.00078171i,0.0012577-0.00026919i
0.00065271-0.0010482i,0.00083648-0.00057851i,0.00049938+0.00067784i,0.00014964+0.00075944i,0.00021806+4.2022e-05i,0.00011961-1.2431e-05i,-0.00061647+0.000181i,-0.0011383-0.00015832i,-0.00098164-0.00017163i,0.00012185-0.0002062i,0.0002277-0.00089298i,-0.00020637-9.8737e-05i,-5.1803e-06+0.00010985i,-0.00046538-0.00032176i,-0.0006878+0.00032252i,-0.00025445+0.00036516i,4.5184e-05-0.00034975i,0.00011462-0.00091224i,0.00040064-0.00087595i,0.00024714-0.00034954i,-0.00016955-7.0318e-05i,-0.00012563+0.00025134i,0.00025695+0.0001891i
0.0014327+0.0018889i,-6.4322e-05-0.00038708i,-0.00062479-0.0019595i,-0.00043438-0.0017949i,-0.00018651-0.0011917i,-0.00078593-0.00036064i,-0.0015416+0.00018797i,-0.0015833+0.00029168i,-5.5653e-05+0.00058305i,0.0011306+0.00036807i,0.00071141-0.00022607i,-0.0001576-0.00064259i,-0.00014327+4.284e-05i,0.00010141+0.0011743i,-0.00054376+0.0011377i,-0.0010784+0.00024578i,-0.00094884+0.00010482i,-0.00018971+0.00014189i,0.00080149+0.00017301i,0.00044249+0.00010506i,-0.00020075-0.00018817i,0.00014486+0.00015927i,0.0003592+0.00054501i
0.0024566-0.00023877i,0.0017308-0.00011719i,0.00065921-0.00018752i,0.00057108-7.6146e-05i,0.00074619-0.00081824i,-7.4753e-05-0.0014341i,-0.0012777-0.00013727i,-0.00082374+5.8945e-05i,0.00027126-0.00070361i,0.00044186-0.00052949i,0.00038774-4.9267e-05i,0.00031118+0.00045145i,-0.00033234+0.00076065i,-6.4736e-05+0.00043393i,0.0004227-2.1073e-05i,0.00040397+0.0003617i,5.3195e-05+0.00045901i,-0.00022684+0.00034965i,-0.00011015+0.00056868i,0.00028491+0.0007284i,0.00028459+0.00062979i,-0.00017746+0.0005409i,0.00015061-0.0001215i
0.0021089-0.0011414i,0.0016202-0.0020998i,9.1598e-05-0.0021862i,-0.00079448-0.00083957i,-0.00075527+0.00054195i,-0.0006567+0.00058198i,-2.5882e-05-5.6285e-05i,0.00047014+0.00011943i,0.00035851+0.00022236i,2.0791e-05-0.00014202i,-0.00015876-0.00045637i,-5.0105e-05-0.00056928i,-0.0001144-0.00042244i,0.0004934-7.6391e-06i,0.00093095+8.6491e-05i,0.00058295-0.00022919i,-0.00013513-3.3626e-05i,-0.00081425+0.00029717i,-0.00036794-0.00011234i,0.00030435-0.00056334i,0.00011528-0.00056526i,8.4291e-05-0.00074826i,-0.00017904-0.0011972i
0.0011798-0.0011867i,0.00079873-0.0015362i,-0.00059888-0.0011766i,-0.00044032-0.0005726i,-0.00025539+0.00040972i,-0.0012257+0.00088003i,-0.0018381-0.00018842i,-0.0011719-0.0011563i,0.00023447-0.0009078i,0.00015649-0.00025657i,-0.00046258+3.0255e-05i,-0.00085487+0.00025174i,-0.0011168+7.253e-05i,-0.00053678-0.00010509i,0.00029664+0.00051107i,0.00066839+0.001531i,0.00042909+0.0014247i,-0.0001192+0.00056053i,-0.00062347+0.00021805i,-0.0010419+0.00061802i,-0.0012813+0.0012521i,-0.00059099+0.0011369i,2.7974e-05+0.00028302i
0.0014259-0.00029799i,0.0012702-0.0014131i,0.0008009-0.0006159i,-6.6204e-05+0.00018716i,-0.00061421-0.00067675i,-0.0013386-0.0012583i,-0.00059334-0.00047419i,0.00022184+8.1615e-05i,-0.00035993+0.00019917i,-0.0004675+0.00013808i,-0.00033114-0.00068188i,-0.00029785-0.00070256i,-0.0001015-0.00036665i,-0.00094648-0.00039127i,-0.00090265+7.1525e-05i,-0.00029645+0.00061614i,-0.0004551+0.00061741i,-0.00041628+6.5215e-05i,-0.00053198-0.0001114i,-0.00041199+0.00013481i,-0.00025773+0.00019405i,-0.00032235+0.00075681i,-0.00025665+0.00085456i
0.0030319+3.5172e-05i,0.0024899+0.0001833i,0.0010292-0.00093765i,0.0001825-0.0013247i,-0.00069526-0.00064881i,-0.0015279-0.00011346i,-0.00066747-0.00013494i,-0.00018365-0.0004312i,-0.00011335-0.00021925i,-0.00011582+0.00022081i,-0.00044415+0.00026611i,-0.00075643+0.0002082i,-0.0003022-5.4435e-05i,0.00085571-4.5862e-07i,0.00082451+0.0001917i,0.0003305+7.3609e-06i,-0.00017023+0.00010036i,-0.00059388+0.00053117i,-0.00020601+0.0012096i,-8.621e-05+0.0012561i,-0.00016604+0.00067234i,-0.00057791+0.00034194i,-0.00078161+0.00036498i
0.0010028-0.00014949i,0.0011706-0.0005406i,0.0003174-0.0010839i,-0.00041133-0.001067i,-0.00063408-0.0015234i,-0.00023586-0.0016868i,-0.00019307-0.0010845i,4.101e-05-0.00068887i,-0.00033039-0.0002529i,-0.0014348+0.00035746i,-0.0013698+0.00023111i,-0.00030336-0.00045754i,0.00032946-0.00041276i,0.00053688+0.00026204i,0.00028153+0.00013728i,0.00031956-0.00014063i,0.00034861-3.7696e-05i,-1.0431e-05+5.7099e-05i,4.4479e-05-0.00012567i,-0.000559+5.5994e-05i,-0.00093104-5.0684e-05i,-0.00046459-0.00024376i,-0.00046599+0.00025731i
0.0007026+0.00083775i,0.00076702-0.00052734i,0.00077105-0.00063634i,7.1575e-05-0.00047836i,-0.00057464-0.00087118i,-0.001702-0.0011568i,-0.00077319-0.0017322i,0.00064937-0.0015979i,0.00036023-0.00086629i,6.7983e-05-0.00037826i,-0.00038628-0.00013795i,-0.00023659-0.00022496i,0.00028154-0.00021384i,0.00050675-5.4665e-05i,0.00060745+0.00052943i,0.00026789+0.0010143i,-0.0003603+0.00039045i,-0.00071108+0.00022707i,-0.00021879+0.00038483i,-0.00020464+0.00049852i,-0.00030217+0.00095486i,-0.00016887+0.00022933i,-0.00016173-0.00048673i
0.000367-0.0010823i,0.00019836-0.0012399i,-0.0006796-0.00096044i,-0.00065276+0.00035549i,-0.00080014+0.0013527i,-0.00085182+0.0010067i,-0.00050406+0.00098985i,-0.00023276+0.00063722i,-0.00025096-0.00023714i,-6.5288e-05-0.00092832i,0.00017336-0.0011871i,6.3301e-05-0.0011557i,-0.00062572-0.00075588i,-0.0002998-0.00051403i,0.00012693-0.00056864i,-0.0006281+0.00016224i,-0.0007128+0.00025841i,-5.7081e-05-6.3573e-05i,0.00022973-0.00047918i,0.0001435-0.00014267i,1.1761e-05+0.00058489i,0.00056863+2.0897e-05i,0.00075184-0.00040004i
0.00039599-0.00047365i,0.0007454-0.00078467i,-0.00020477-0.0010242i,-0.0006628-0.00024624i,-0.00026854+0.00021714i,-0.00052227-0.0010131i,-0.00047695-0.0014888i,-0.00028035+1.5798e-05i,0.00011609+0.00051411i,0.00059902+0.00040704i,9.7977e-05+0.00063781i,-0.0001637+9.3023e-05i,0.00051129+0.00029446i,0.00048416+0.00030094i,-0.00033398-0.0001166i,-0.00043603-0.00040265i,9.0232e-05-0.00019481i,-6.5286e-05-8.3007e-05i,-0.00043313-0.00013048i,-0.00038616-0.00055092i,-2.3834e-05-0.00048396i,7.8563e-05-0.00018414i,0.00030981-0.00072442i
0.00090254-0.0013739i,0.0017777-0.0012301i,0.0015184-0.0011932i,0.00054668-0.00087557i,-0.00013232-0.00085771i,-0.00083479-0.0014534i,-0.0010605-0.0018859i,-0.00082583-0.0014247i,3.2018e-05-0.00095419i,0.00061872-0.00070532i,0.00061213-5.3961e-05i,0.00050936+0.00028783i,-0.00022944+0.00062698i,-0.0009375+0.0016176i,-0.00048045+0.0014491i,7.7134e-05+0.00050864i,-7.8847e-05+0.00028859i,-0.00031756+0.00060687i,-5.3929e-05+0.00079405i,0.00068734+0.00052587i,0.00085764+0.00025948i,0.00022758-9.0637e-05i,0.0003683-0.00055689i
0.00069849-0.00068401i,0.00035609+9.6647e-05i,9.6087e-05-4.4368e-05i,-0.00063539-0.00029104i,-0.00128-3.7332e-05i,-0.0010576+0.00065805i,-0.00013594+0.00040937i,3.4391e-05-0.00094703i,-0.00029121-0.00099836i,-0.00018506-0.00027072i,-2.4807e-06+0.00011205i,0.00085626+0.00081609i,0.0012876+0.0010649i,0.00035865+0.0003437i,-0.0004008-0.00015421i,-0.0008448+0.00028611i,-0.0013161+0.00075101i,-0.0009441+6.9877e-05i,-2.2213e-06-0.00029797i,0.00043743+0.00041536i,1.6199e-05+0.0013783i,-0.00060459+0.0015541i,-0.00043106+0.00082822i
0.00082749+0.00073322i,0.0005508-0.00042494i,0.00037234-0.00028216i,0.00047745+4.8366e-05i,0.00045095-0.00068958i,0.00031116-0.0011385i,0.00031872-0.00058954i,0.0011039+0.00012006i,0.0011973+0.00063151i,0.00068292+0.00023617i,0.00057364-0.0009017i,0.00061511-0.0011578i,0.00043431-0.00079126i,-0.00028538+2.5623e-05i,-0.00013633+0.00063602i,-0.00034544+0.00071561i,-0.00093061+0.00091992i,-0.0010386+0.0013005i,-0.00090148+0.0009106i,-0.0006808-0.00016467i,-0.00014786-0.00045817i,0.00039075-0.00020687i,3.1779e-05-0.0005741i
0.00020552+0.0016735i,0.00056192-0.00041076i,0.0010919-0.0012356i,0.00094902-0.00033616i,-3.3102e-06-0.00060892i,-0.00075363-0.0017145i,-0.001555-0.00095976i,-0.0017649+0.00033648i,-0.0013413+0.00089148i,-0.00043834+0.001094i,-0.00027185+0.00056142i,-0.0013265+0.00018567i,-0.0014858+2.2082e-05i,-0.001252+0.00037407i,-0.0012653+0.00092182i,-0.00072067+0.0006914i,-0.00064758+0.0013955i,-0.0011905+0.0010201i,-0.0010654-5.3076e-05i,-0.00069003-0.00025293i,-0.00018059+0.00013504i,0.00074763+0.00039537i,0.0012737+0.00024989i
0.00025203-0.0001714i,1.1503e-05+0.00051907i,0.00065373+0.00081444i,0.0011583+0.00077356i,0.00097089+0.00020104i,0.00071353-0.00092451i,0.00030212-0.0010971i,-0.00019127-0.00072775i,-0.00042008-0.00016833i,-0.00038713+0.00015596i,0.00020811+0.00044527i,0.00042532+0.0006953i,0.00014094+0.00016593i,-0.00016267-0.00078596i,-0.00030541-0.00063779i,-8.3528e-05+1.4109e-05i,-0.00049747-0.00022141i,-0.00057002-0.00040079i,-0.00043537+0.00029682i,-0.00054866-0.0001343i,-0.00018214-0.0012385i,-0.0002051-0.0010224i,-0.00072188-0.00011571i
0.00060924-0.00011925i,6.5588e-05+0.00024686i,-0.00028891+0.00012275i,0.00023675+0.00039108i,0.00050177-7.4949e-05i,0.00022047-0.0012977i,0.00017179-0.0011965i,0.00015574-0.00072471i,0.0001065-0.00061156i,0.0003688+9.2668e-05i,-0.00014194+0.00064803i,-0.00027727+0.00030528i,-0.00013593+0.00056974i,-0.00092708+0.00054066i,-0.00096393+0.00025487i,-0.00067841+1.1078e-05i,-0.00059939-0.00042392i,-0.0010602-0.00049976i,-0.00077499-2.2649e-05i,8.198e-05+0.00017992i,0.00050349-0.00020674i,0.00077668-0.00048235i,0.00073221-0.00033136i
5.4996e-05-0.0015633i,0.00030602-0.0025873i,0.0008147-0.0016284i,0.00058836+0.00020362i,-4.0942e-05+0.00085212i,-0.00069974-0.00035491i,-0.0014446-0.0010618i,-0.0010766-0.00078292i,-0.0005088-0.00018649i,-0.00017061+0.00055999i,0.00071287+0.00081368i,0.00042593+0.00061759i,-0.00072806+0.00044341i,-0.00070985+0.00030913i,-0.00060261+0.00068702i,-0.001075+0.00031027i,-0.00080203-9.9597e-05i,-0.00067827+0.00014332i,-0.0010133-0.00017375i,-0.0012529-0.0004739i,-0.000997-0.00034298i,0.00088244+0.00015126i,0.0016837+0.0012103i
0.0016228-0.00014943i,0.0014568+0.00027081i,0.00036735+0.00083555i,-0.00021001+0.0011729i,-0.0007836+0.00078387i,-0.0015337-0.00013789i,-0.001322-0.00047925i,-0.00059793+0.0005918i,-3.2267e-05+0.0017727i,0.00027457+0.0013507i,7.1924e-05-2.0111e-05i,-5.6649e-05-0.00067824i,-9.9147e-05-0.00047242i,-0.00049403+0.00048171i,-0.00043155+0.00068173i,-5.4962e-06-0.00034947i,-0.00036369-0.00069765i,-0.00042102-0.00022904i,0.00031988+0.00021305i,-0.00014854+0.00037331i,-0.00061535+0.00077339i,-0.00013266+0.00060739i,-1.6784e-05-3.0368e-05i
0.00027814+6.5853e-05i,0.00042267+0.0007615i,-0.00033827+0.00015318i,-0.00068226-0.00070386i,-0.00041277-0.00073757i,-0.00018138-0.00022329i,-0.00081254-0.00031423i,-0.0013387-0.0011608i,-0.00068002-0.0010183i,-0.0005707-0.00039773i,-0.00033053-0.00039072i,0.000611-0.00027482i,0.00022951+0.0005195i,-0.00099242+0.00067436i,-0.0014925+0.00051139i,-0.0010459+0.001193i,-0.00080675+0.0012723i,-0.00053335+0.0003909i,0.0002766-7.1667e-05i,0.00091339-0.0002673i,0.00025366+7.4376e-05i,-0.00014292+0.00027556i,0.00033722-0.00048572i
