8.4558e-05-0.0011211i,-0.0016192-0.0016584i,-0.0026462-0.00084101i,-0.0017019+0.00054375i,-0.0018568+0.00063984i,-0.0021009+0.00036485i,-0.0012789+0.00098648i,2.839e-05+0.0011623i,0.0010897+0.00083553i,0.00083072+0.00024449i,0.00082673-4.0039e-05i,0.0012605-0.0001244i,0.0012122+0.00013813i,0.0011732+0.00028877i,0.0008442+0.00023586i,0.00058994+0.00016111i,0.00076411+0.00016254i,0.00077001+0.00017961i,0.00044036-0.000534i,-0.00016233-0.00060352i,-0.00058216+0.00018003i,-0.00053315+0.00029507i,-0.00076725+2.1103e-05i
-0.00042539-0.0055443i,-0.0011383-0.004107i,-0.00013557-0.0012975i,0.0013277-0.00046903i,0.001333-0.0011178i,-0.00016474-0.0007883i,-0.0012342+0.00015752i,-0.00081792+0.0003423i,0.00021557+0.00055205i,0.00079694+5.5522e-05i,0.00031785-0.00068939i,-0.00035452-0.00072453i,-0.00052157-0.00014493i,-0.00052516+0.00038954i,-0.00032535+0.0003272i,0.00010673-8.1041e-07i,0.0002185-0.00016313i,0.00011347-0.00037765i,-4.8435e-05-6.5445e-05i,-7.6351e-05+0.00015076i,-0.00012831-0.00034048i,0.00020479-0.00030087i,2.8235e-05-0.00056975i
-0.0020756-0.0052696i,-0.0027359-0.0030195i,-0.0031551+0.0014193i,-0.0022679+0.0031998i,5.5121e-05+0.00285i,-0.00034733+0.0025369i,-0.0015679+0.0010858i,-0.0011943-0.00015606i,-0.00050258-0.00042186i,-2.911e-05-0.00022969i,0.00019987+0.00035396i,0.00076223-4.0769e-05i,0.00046983-0.00060558i,-0.00014447-0.00050027i,8.7693e-05-0.00030357i,0.000155-0.00016127i,-2.3029e-05-0.00022206i,-0.00024751+5.2992e-05i,-0.00039754+0.0002726i,-0.00083411+0.00036439i,-0.0015055-0.00018293i,-0.0012803-0.00022865i,-0.00011603+0.00038527i
-0.00061681-0.0035664i,-0.0028377-0.0018082i,-0.0029876-5.8271e-05i,-0.0024976+2.0149e-05i,-0.0029513-0.00049012i,-0.0029641-0.00045523i,-0.002265+0.0001856i,-0.00066167+0.00044484i,0.00027685+0.00057202i,-0.00026563+0.00057517i,-0.00035769+0.00034397i,0.00055613+0.00016611i,0.00078223+0.0003148i,0.00025955-0.00022518i,-0.00025714-0.00079287i,-0.00056162-0.0012249i,-0.00036782-0.0017184i,-0.0003029-0.00088798i,-0.00061365+0.00014725i,-0.00082209+0.00015478i,-0.00012702-0.00083401i,0.0011115-0.00096807i,0.00044784-6.1628e-05i
0.0037713-0.0025795i,0.0018946-0.0023158i,0.0013739-0.0013813i,0.00231-0.0013519i,0.0014122-0.00084382i,-0.00093486+0.00012916i,-0.0014351+0.00034594i,-1.2819e-06+0.00025646i,0.0012504-0.00011234i,0.0010722-0.00027428i,1.5728e-05+0.00048288i,-0.00051889+4.6728e-05i,-0.0011546-0.00046249i,-0.0014955+7.2516e-05i,-0.00056826+0.00019407i,-0.00021149+0.00027083i,-0.0001264-0.00016786i,0.00036148-0.00038078i,0.00024086-0.00028159i,0.00022928+0.00037323i,-0.00013273+0.00090851i,-0.00038574+0.00055396i,-0.00041958+0.0002552i
-0.0021954-0.0026014i,-0.0033568-0.00061906i,-0.003224+0.0027637i,-0.00086644+0.0034156i,-0.00012616+0.0017426i,-0.0013281+0.0014644i,-0.00075958+0.00094301i,-0.00038289+0.00064118i,-0.00036871+0.0010706i,-9.8698e-05+0.0010386i,-1.789e-05+0.0011401i,0.00048706+0.00059614i,0.00062709-0.00074157i,0.00031625-0.0019806i,0.0010062-0.0022952i,0.0010396-0.0010587i,0.00026503-0.0003113i,8.4073e-05-6.7098e-05i,0.00057019+0.00021702i,0.0010088+0.00044513i,9.0544e-05+0.00022312i,-0.00062615-0.0002705i,-9.6889e-05+4.3781e-05i
-0.0018439-0.0048307i,-0.0045104-0.0035461i,-0.0055746-0.0017396i,-0.0045443-1.3642e-05i,-0.0024646+0.0011342i,-0.00083847+0.0018411i,-0.0004993+0.0010352i,-0.00082851-0.00043703i,-0.00081466-0.00054237i,-0.00052939+0.00018385i,-6.8339e-05+0.00079099i,0.00061984+0.0012158i,0.0011724+0.0013641i,0.0012465+0.0014787i,0.00082694+0.0012701i,0.00058922+0.00054299i,0.00056033+0.00014997i,0.00021457+0.00040567i,0.00027551+0.00029028i,-0.00014853+0.00017924i,-0.00065425-3.0545e-05i,-0.0011455-0.00025588i,-0.00096673-0.00044498i
0.0022947-0.002689i,0.00070508-0.0019195i,0.00020508-0.00090609i,0.00034695-0.001281i,0.00015373-0.001054i,-0.00011097+0.00022969i,-3.1296e-05+0.0005821i,-0.00011643+0.00014796i,7.021e-05-6.7649e-05i,0.00047671-0.0003326i,0.0008568-0.00015289i,0.00024357+0.00064062i,-2.3261e-05+0.00051321i,-0.00011298-0.00035522i,-0.00050014-2.4392e-05i,-0.00099604+0.00075228i,-0.000793+0.00082975i,-0.00011939+0.00084747i,1.8772e-05+0.00058506i,-8.9826e-05-3.6849e-05i,-0.00045559+0.00013923i,-0.00022154-0.00037045i,0.00034115-0.00054871i
-0.00087779-0.0002971i,-0.0010291+0.0011509i,0.00012716+0.0032978i,0.0010795+0.0032755i,0.0011364+0.0015027i,-0.00038294+0.00021352i,-0.0011217+0.00018873i,-0.00039699+5.3968e-05i,-0.00021407-0.00067555i,-0.00031086-0.0011339i,-0.00059591-0.0010497i,-0.00064206-0.00083946i,-0.00029498-0.00034251i,-0.00071161-0.00012622i,-0.0010489-0.00010346i,-0.00027217+0.00016807i,0.00051894+0.00022911i,-5.8893e-05+0.00067728i,-0.00087256+0.00065917i,-0.00057086+0.00030443i,0.00050849+0.00011874i,0.0013896-0.00044687i,0.0011109-0.00085813i
-0.0029042-0.0011068i,-0.0054129-0.00013256i,-0.0048588+0.0013824i,-0.0028687+0.0019825i,-0.0027825+0.0002893i,-0.0028569-0.00026432i,-0.0019177+0.00051099i,-0.00076481+6.0791e-05i,-0.00032435-0.0007156i,-0.00059858+0.00026384i,7.375e-05+0.00071446i,0.00085878-0.00014801i,0.00044788-0.00052831i,5.2937e-05-0.00045182i,0.00029112-0.000474i,0.00054811-0.00059208i,0.00052884-0.00074647i,0.00060226-0.00079633i,0.00051531-0.0006649i,3.807e-05-0.00032368i,-4.0865e-05+0.00050843i,-7.1808e-05+0.00099317i,-0.00019137+0.00097104i
6.2467e-05-0.0011123i,-0.0018088-0.0015175i,-0.0018453-0.0019728i,-0.0014043-0.0019038i,-0.0016482-0.0014843i,-0.0025605-0.00037384i,-0.0020854+0.00067226i,-0.0002208+0.0011099i,0.00028653+0.00096264i,-0.00085128+0.00017979i,-0.00080335+0.00032743i,-0.00056221+0.00014978i,-0.0010742-0.00026367i,-0.00056926+0.00091487i,0.00021409+0.0014283i,8.3752e-05+0.00089069i,-0.00020264-3.413e-05i,0.00021331-0.00065902i,0.00067123-0.0003524i,-0.00014325+0.0006633i,-0.00064396+0.00059158i,-0.0003658+0.00012942i,-0.00038595+0.00048462i
-0.0039973-0.0012839i,-0.0038827-0.0013641i,-0.0012081+9.9581e-05i,0.00081153+0.001132i,0.00044702+0.00095421i,-0.00078697+0.0012768i,-0.0011785+0.0007028i,-0.0011683+0.00041464i,-0.00045517+0.0004682i,0.00028437+0.00015785i,0.00019943-0.00029819i,-0.00045473-0.0011306i,-0.00069254-0.0010665i,-0.00066212-0.00097705i,-0.00052213-0.0011441i,-7.9438e-05-0.0009768i,7.8725e-05-0.00063831i,0.00014926-0.00076819i,0.00036485-0.0011294i,0.00072238-0.00077845i,0.00076918-0.00038363i,0.00046036-9.4104e-08i,0.00071851-0.00024745i
-0.0040695-0.0054i,-0.0048953-0.0033458i,-0.0036789+0.00010922i,-0.0019527+0.0014623i,-0.0015795+0.00065193i,-0.0017221+0.00098263i,-0.0017695+0.002119i,-0.0012082+0.001521i,-0.0008879+0.00018405i,-0.0012203+4.8925e-05i,-0.00073673+9.6697e-06i,-0.00059302-0.00010319i,-0.00058115-0.00052249i,0.00040173-0.00047905i,0.00054534+0.00035082i,-6.8431e-06+1.7299e-05i,-0.00026186-0.00011751i,-0.00030065+0.00060947i,0.00013928+0.00093739i,0.00058416+0.00076356i,0.00070776+0.00060448i,1.8366e-05+0.00038171i,-0.00060213-0.000236i
0.00052155-0.0039236i,-0.00081159-0.0037312i,-0.00071224-0.0016362i,0.00063337-0.0014171i,-7.3776e-05-0.0014713i,-0.0018185+0.00093286i,-0.0021157+0.0016623i,-0.0011098+0.00089923i,-0.0003051+0.00047936i,-0.00057461-4.5463e-05i,8.059e-05-3.3303e-05i,0.0011418+0.00034895i,0.0010615+0.00055664i,0.00036108+0.00093919i,0.00046811+0.0011404i,0.00091493+0.00074764i,0.00082965+0.00061132i,0.0008586+0.00056911i,0.00033151+0.00062231i,-0.0006945+3.0792e-05i,-0.0004277-0.00032636i,-0.00012048-0.00023315i,-0.00024036-0.00026659i
0.0017443-0.0019078i,-0.00040841-0.00062662i,-0.00014401+0.00081054i,0.0009604+0.00052811i,5.775e-05+0.00015513i,-0.0019973+0.00024316i,-0.0022239+0.00032222i,-0.0010462+0.00032075i,0.00032837+0.00046225i,0.00087537+0.00053231i,0.00020866+0.00028753i,-0.00017806+0.00019856i,5.831e-06+4.1647e-05i,-0.0002698-4.1308e-05i,-0.00055218+0.00017472i,-0.00051588+0.00047173i,-3.9297e-05+0.00042291i,0.00091667+0.00025013i,0.00092121+0.00029476i,-0.00018938+0.00030025i,-0.00072781-0.00016431i,-0.00080932-0.00026699i,-0.00076534+0.00013234i
0.00079252-0.00036536i,-0.00090973+0.00072122i,-0.00031245+0.0020436i,0.00082607+0.0018173i,0.00056039+0.00021464i,-0.00086472-0.00040209i,-0.0013564+5.0699e-05i,1.1265e-05+0.00038799i,0.0010819-0.00036657i,0.00093924-0.0010751i,-0.00023835-0.0007343i,-0.00059138-0.00038857i,-0.00018185-1.087e-05i,0.00012917-0.00034555i,0.00029013-0.00052038i,0.00010774-5.5775e-05i,0.00034997+3.6945e-05i,0.0010706+9.9656e-05i,0.00085779+0.0003052i,-0.0003329+0.00047414i,-0.0012397+0.00029672i,-0.00087167-6.2784e-05i,-0.00027133-2.4615e-05i
-0.0016228-0.00012156i,-0.0035998+0.0005395i,-0.003677+0.0026579i,-0.0022052+0.0028426i,-0.0019071+0.0017163i,-0.0028009+0.00065826i,-0.0024266-0.00027281i,-0.0012365-0.000865i,0.00020279-0.00076192i,0.00065834-0.00043623i,-0.0001876-0.00037636i,-0.00066459-0.00079202i,-0.00094201-0.00021306i,-0.00090187+0.00014499i,-0.0001878-0.00062811i,0.00047227-0.00092103i,0.00046523-0.00054274i,0.00027023-0.00028584i,-0.00014926-0.00031767i,-0.00047194-0.00017387i,-0.00059201+0.00031989i,-4.9924e-05+8.8147e-05i,9.2104e-05-0.00047521i
-0.0030796-0.002802i,-0.0038827-0.0019043i,-0.0016492-0.00080698i,-0.00054795-0.00063766i,-0.00096494-0.00081458i,-0.0012109+2.7092e-05i,-0.0011096+0.0012624i,-0.00098866+0.0010221i,-0.0001943+9.4472e-07i,0.00015467-0.00030555i,0.00031146-4.6463e-05i,0.00049402+0.00024194i,0.00014058-4.8583e-05i,-0.00046011+6.3938e-05i,-0.0011771+2.1352e-05i,-0.0010291-0.0004387i,-0.00051691-0.00021231i,-0.00012081+0.00075589i,0.00029548+0.00042771i,0.00018249-0.00021557i,0.00023445-0.00055451i,-0.00011066-0.00081398i,0.00012035-0.00056442i
-0.0019178-0.0025164i,-0.0025711-0.001447i,-0.00035705+0.0012633i,0.0011847+0.0023971i,-0.00041275+0.0012035i,-0.0013829+0.00014601i,-0.0014352-0.00049791i,-0.0012996+3.0542e-05i,-0.00043331+0.00040443i,5.9168e-05+0.00061008i,0.00042549+0.00056289i,0.00044717+4.4966e-05i,-0.00018111-0.0005069i,0.0005478-0.0008488i,0.001766-0.00090022i,0.0013194-0.00072592i,0.00036568-0.00072027i,0.00012937-0.00031808i,-4.5837e-05+0.001156i,-0.0002707+0.0015465i,-0.0002593+0.00029003i,0.00050955-0.00020306i,0.00040692-2.8091e-05i
-0.0027714-0.0029775i,-0.0049818-0.00081772i,-0.004472+0.0017711i,-0.0022062+0.0020973i,-0.0015248+0.00077447i,-0.0018104+0.00031152i,-0.00046998+0.00088939i,0.00059079+0.00088269i,0.00060902+0.00076485i,0.0015133+0.00087547i,0.0018914+0.00051096i,0.0005933-0.00015207i,-0.00017586-0.00040527i,0.00056868-0.00037018i,0.0013402-6.2526e-05i,0.0013355-0.00011486i,0.00083751-0.00047795i,0.00073229-0.0003472i,0.00062331-0.00023583i,-0.0002586+3.8147e-06i,-2.3926e-05+0.00044706i,7.5646e-05+0.00043452i,-0.00045972+0.00033416i
-0.0025036-0.0037338i,-0.0044558-0.0014963i,-0.0047754+0.00099507i,-0.0026916+0.0018258i,-0.00077062+0.0023099i,-0.00057083+0.00184i,-0.0010188+0.00041494i,-0.00055548-0.00055598i,-5.467e-05-0.00026358i,-3.7578e-06+0.00031752i,0.00045008+0.00086829i,0.00032696+0.0011131i,0.00024917+0.00058888i,0.00029157-0.00031291i,0.00072452-0.0004497i,0.00086006-9.4218e-05i,0.00014059-0.00015171i,0.00035906+0.00017498i,0.00046447+0.0001741i,-0.00060042+0.00074312i,-0.00077839+0.0012578i,0.00023072+0.00063072i,0.00093967+0.00031842i
-0.00028822-0.0030134i,-0.0022874-0.0020841i,-0.0028249-0.0013398i,-0.0018902-0.00045791i,-0.0021537-0.0001198i,-0.0024135+0.0004584i,-0.0018666+0.0013283i,-0.0011001+0.0013259i,-0.00044513+0.00066433i,-0.00017797-0.00015409i,-4.5869e-05-0.00018408i,0.000257+0.00012006i,0.00025841+0.00048764i,-0.000528+0.00063436i,-0.0007491+0.00098511i,-0.00069804+0.00062403i,-0.00058298-2.9416e-05i,-2.1991e-05+0.00024021i,0.00093073+0.0002007i,0.0016124-0.00036094i,0.0012356-0.0004211i,0.00088645-8.514e-05i,0.00059702+0.00025125i
-0.00187-0.0019696i,-0.0028922-0.00054539i,-0.0028608+0.0020836i,-0.001647+0.0030343i,-0.00012348+0.0022244i,0.00080242+0.0018316i,0.00048021+0.0011582i,0.00030959-0.00047569i,0.00041273-0.00035625i,0.00017045+0.00088601i,0.00020231+0.0015769i,1.7785e-07+0.00073867i,-0.00017191-0.00021366i,-0.00015874-0.00052143i,-1.4715e-05-0.00062157i,-0.0001019-0.00028603i,3.7099e-06-0.00055789i,-4.7444e-05-0.00079441i,6.4587e-06-0.00037491i,0.00065333+4.3329e-05i,0.0008201-0.00040142i,0.00016084-0.00057331i,1.6731e-05+0.00015989i
-0.0031452-0.0024232i,-0.0057914-0.00073522i,-0.0048918+0.0016519i,-0.0018025+0.002336i,-0.00078149+0.0018531i,-0.0013114+0.0011338i,-0.00090275+0.00070831i,-0.00035116+0.00048981i,0.00065731+0.0010041i,0.0011457+0.0012909i,0.00062937+0.00066267i,0.00025885-7.8415e-05i,0.00068407-0.00099965i,0.0013353-0.0009422i,0.00086058-0.00037041i,0.00023424-0.00069186i,-0.00014144-0.00073414i,-0.00012893-0.00021432i,-0.0002574-6.7118e-06i,-0.00064541+0.00020777i,-0.0010625-7.8877e-05i,-0.0005989-0.00044227i,0.00022913-0.00019702i
-0.001271-0.004802i,-0.0029927-0.0034507i,-0.0036745-0.00023665i,-0.0019114+0.0016584i,-0.00045643+0.00073135i,-0.0013476-0.00051903i,-0.0018221+7.1573e-05i,-0.00067835-5.774e-05i,0.00042539-0.00075954i,0.00036794-0.00056261i,5.4149e-05-0.00042608i,0.00065035+0.00036215i,0.00078101+0.00061925i,0.0003107+8.8872e-05i,0.00032763-0.00019198i,0.00075076-0.00067341i,0.00047382-0.00084231i,0.00040127-0.0005036i,0.00082789-0.00041342i,0.00029901-0.00053206i,-0.00029433-0.00056342i,-0.00044855+5.6452e-05i,-0.00052547+0.00022517i
0.00014286-0.0014513i,-0.00010923+9.0894e-05i,-0.00055868+0.0011641i,0.00036603+0.0014319i,0.00077917+0.00085491i,0.00011542-0.00041167i,0.00039633+0.00015586i,0.0012506+0.00060631i,0.0015348+9.2586e-05i,0.00069952+0.00091742i,0.00013058+0.00085688i,7.6895e-05+0.0002361i,-0.00068499+0.0005731i,-0.00088877+0.00064838i,7.6266e-06+0.00015569i,0.00080029-0.00052492i,0.00042422-0.00023206i,6.7894e-05+0.00069483i,0.00038628+0.00093961i,-3.3706e-05+0.00083774i,-0.00033047+0.00097428i,-0.0001159+0.0010544i,-0.00015693+0.00099393i
-0.0021065+0.0001946i,-0.0033608+0.00072689i,-0.0033078+0.0017286i,-0.0015652+0.0026433i,-0.00046582+0.0016597i,-0.00073971+0.00015882i,-0.0017054-0.00022287i,-0.0015581-0.00053121i,-0.00026839+0.00013334i,0.00019647+0.0011346i,-0.0004788+0.00082094i,-0.00089352+0.00013461i,-0.00024304-0.00062633i,0.00024127-0.00061875i,0.00026344-0.00040108i,0.00045614+0.00012568i,0.00057041+0.00083418i,-7.311e-05+0.00091366i,-0.0012963+0.00049792i,-0.00082661-0.00057384i,0.00023751-0.00065445i,0.00012698+0.00020222i,-0.00043941+0.00039022i
-0.00049983-0.0011416i,-0.0013439-0.0011173i,-0.0013669-0.00072796i,-0.0017218-0.00027091i,-0.0023762+0.0003566i,-0.0027088+0.0008873i,-0.0019504+0.0010854i,-0.00094863+0.001103i,-0.00058833+0.0013071i,-0.0003063+0.00096933i,-0.00014763+0.0010056i,0.00011037+0.0013773i,0.00015675+0.0011544i,2.7171e-05+0.00063729i,-0.00029066+9.4505e-06i,0.00046418+0.00044701i,0.0009614+0.0012512i,0.00036144+0.0013134i,0.00047454+0.0010137i,0.00054181+0.00058322i,0.00057205+0.00048601i,0.00057624-0.00084728i,0.00074398-0.00091444i
-0.0024144-0.00094193i,-0.003202+0.0006859i,-0.0025001+0.0027075i,-0.000411+0.0020037i,0.00054495+0.0012926i,-0.00032384+0.0014174i,-0.0013301+0.0011192i,-0.0012823+0.00042799i,-0.0010441-0.00011521i,-0.00075193-0.00082275i,-0.00051468-0.00088474i,-0.00033151-0.00036447i,0.00063843-0.0011239i,0.00098056-0.0012808i,0.00045425-0.00028756i,0.00034314-0.00022716i,0.00073064-0.0003857i,-0.00018458-0.00010022i,-0.0013811-0.00028261i,-0.0008046-1.1194e-05i,-0.00074758+0.00031996i,-0.0012725+0.00046912i,-0.00083907+0.00038613i
-0.0028754-0.0004437i,-0.0035289+0.0018122i,-0.0021809+0.0037906i,-0.00054775+0.0032621i,-0.00014537+0.0010737i,-0.0012064-0.00013228i,-0.0013067+0.00013764i,-0.00063312-0.00011094i,8.4797e-05-0.00056033i,0.0012558-0.00018232i,0.0015638+0.00021435i,0.00086163-7.8263e-05i,0.00076667+8.8803e-05i,0.00043625-0.00012141i,-0.00035644-0.00078058i,-0.00052031-0.00071301i,-5.4912e-05-0.00039523i,0.00024537-0.00047006i,5.9096e-05-0.00094949i,-6.0442e-05-0.00047624i,-3.5085e-05+0.00086207i,-8.3516e-05+0.0006467i,-0.00021755-0.00013716i
-0.0016601-0.0017585i,-0.0045215-0.00029134i,-0.0039012+0.00064349i,-0.0019046+0.00067275i,-0.0013818+0.00051935i,-0.0015054+0.00025271i,-0.0013303+0.0002474i,-0.00076845-8.5284e-06i,-0.00034366-6.7904e-05i,0.00040793-7.06e-05i,0.00064565-0.00014233i,0.00019875-0.00018627i,0.00031879+0.00020173i,0.00054769+0.00049124i,0.00076998-0.00031511i,0.00025013-0.00098407i,0.00023372-0.00072933i,0.00047507+1.4483e-05i,0.0001504+6.0393e-05i,-3.7387e-06+0.00024796i,-9.7878e-05+0.0003488i,0.00033595+0.00023937i,0.00040162+0.00090298i
-0.0031672-0.0022342i,-0.0047315-0.0018665i,-0.0017502+0.00015572i,0.0010525+0.0005353i,-1.1475e-05-0.001157i,-0.0015096-0.00098897i,-0.0018631-0.00011718i,-0.0013819-0.00028733i,-0.0011439-3.194e-05i,-0.00046142-0.0003646i,0.00041845-5.386e-05i,0.0010967+0.0005943i,0.00067466+0.00059757i,6.9673e-05+0.00039888i,0.00038801+0.00021635i,0.00011091-0.00065529i,0.00021603-0.0005573i,0.00079428+0.0004328i,0.00078507+0.00082012i,0.00043984+0.0011188i,0.00025662+0.00043088i,0.0004946-0.00050715i,0.00043627-9.4158e-05i
-0.0036017-0.0047374i,-0.0049313-0.0034473i,-0.0044937+0.00020737i,-0.0019105+0.002646i,-0.00058846+0.0020852i,-0.00096267+0.0013037i,-0.00094498+0.0010072i,-0.00014445+0.00047897i,0.00021855+0.00029412i,0.00080601+0.00046018i,0.001318+0.0008536i,0.0012442-8.7688e-05i,0.0012642-0.0012979i,0.0014845-0.0014338i,0.0014009-0.0013143i,0.00068163-0.00038069i,0.00061299+0.00065767i,0.001022+0.00040598i,0.00045263-9.9023e-05i,3.5733e-05-0.0005202i,0.00048352-0.00069255i,-0.00011936+0.00022238i,-0.00029811+0.00073196i
-0.0026281-0.0056066i,-0.004341-0.0045765i,-0.0047265-0.0012973i,-0.0028021+0.00163i,-0.0012567+0.0025595i,-0.00052471+0.0019015i,0.00025124+0.0002608i,0.0001819-0.00045647i,-2.026e-07-2.7107e-05i,-0.00015046-2.6196e-05i,-0.00021115+0.00025341i,-0.00054699+0.00037139i,0.00018244-3.2594e-05i,0.0010859-3.7877e-05i,0.0012023-0.00033641i,0.00049674+4.833e-05i,-0.00032506+0.00037184i,-0.00060391-5.8763e-07i,-0.00032133-0.00055753i,0.0005512-0.00050929i,0.00072098+4.3624e-05i,0.00010017+9.6218e-05i,0.00031841-0.0005693i
-0.0031796-0.0045728i,-0.002892-0.0021755i,-0.0018472+0.0012341i,1.8104e-06+0.0017841i,-0.00035676+0.00076232i,-0.0013473+0.00033198i,-0.00010596+0.00048789i,0.0001783+0.00074642i,-0.00033311+0.00090486i,-0.00010672+0.00068146i,0.0003872+0.00062421i,0.00071289+0.00091655i,0.00036058+0.00062391i,0.00038134+0.00039492i,0.0007691-0.00037766i,0.00056772-0.00098836i,-0.00015718-0.0011294i,-0.00011639-0.00046539i,-2.2202e-05-0.00033082i,-7.3162e-05-0.00084578i,-0.00019203-0.0008925i,-4.6423e-05-0.0010198i,0.00028496-0.00097328i
0.00032414-0.0046481i,4.8314e-05-0.0037703i,6.4417e-05-0.0013844i,0.00060103-0.00031146i,-8.7326e-05-0.00055055i,-0.0016261+0.00011567i,-0.0021113+0.00091154i,-0.0013377+0.00058915i,-0.00042886+0.00043932i,-0.00027771+0.00057842i,-0.00010154+0.00024873i,0.00029238-0.00013665i,0.00014226-0.00058585i,-0.00055258+0.00021265i,-0.0010087+0.0010496i,0.00036804+0.00042874i,0.0014478+9.2772e-05i,0.00069801+0.00050632i,-0.00035747+0.00063574i,-0.00038971+0.00048692i,0.00020154+0.00026657i,-2.1389e-05+4.8168e-05i,-0.0001394-0.00045009i
0.0034753-0.0036067i,0.0012258-0.0019707i,8.0858e-05+0.00077036i,0.00022277+0.0015252i,-0.00074809+7.6706e-05i,-0.0021134-1.7251e-05i,-0.0016238+0.0011056i,-0.00045997+0.001135i,-0.00025491+0.0006911i,0.00029998-0.00010922i,0.0009533-0.00088632i,0.00081039-0.00040615i,0.00040511-4.4136e-06i,0.00046853-8.4446e-05i,1.5568e-05+0.00022355i,1.0961e-05-0.0001163i,0.00064553-0.0009798i,0.00081966-0.00052591i,5.8985e-05+0.00019159i,-0.00063188+0.00046951i,-0.00010938+0.00035034i,-0.0001488-2.5127e-05i,-0.00027429-6.5644e-05i
0.0022862-0.0019978i,0.00032373-0.00035963i,-0.0019402+0.0012065i,-0.0018393+0.0015479i,-0.001747+0.0011967i,-0.0024487+0.0012187i,-0.0018869+0.00050623i,-0.00031391-0.00060727i,0.00058609-0.00094144i,1.3056e-05-0.0002372i,-0.00052566+6.2915e-05i,-0.00020322+0.00027799i,0.00010846+4.4371e-05i,0.00014703-0.00040534i,0.00019573-0.00066741i,0.00077867-0.00017181i,0.0009737+0.00040171i,0.00029919-4.6811e-05i,-0.00025613-0.00062592i,0.00015258-0.00064085i,0.00024025-0.00089287i,-0.00016689-0.00049838i,-0.0009948+0.00033427i
0.00040046-0.00054032i,-0.0009861+0.00080324i,-0.00092745+0.0011934i,-0.00065844+0.00051597i,-0.0005241+0.00049238i,-0.00020814+0.00067837i,-0.00018622+4.5685e-05i,0.00025094-0.00026232i,0.00071497+0.00036007i,0.0011189+0.0012571i,0.00089051+0.0011939i,0.0004495-6.7204e-05i,0.0006341-0.00074145i,0.00078042-0.00012439i,6.4802e-05+0.0003443i,-0.00040233+0.00011593i,1.2725e-05-0.00017804i,-3.9727e-05-9.5907e-05i,-0.00042373-0.0003097i,-0.00052597-0.00045237i,0.00042567-0.00062338i,0.00046066-0.00044358i,6.8416e-05-2.6897e-05i
-0.0021275+0.00077161i,-0.0023616+0.0025363i,-0.0019982+0.0031258i,-0.0014528+0.0030807i,-0.0013404+0.0021985i,-0.0014186+0.001036i,-0.0018821+0.00044735i,-0.0014699-0.0002615i,-0.0012261-0.00020486i,-0.00067472-9.73e-05i,-5.9806e-05+8.9349e-05i,0.00033195-0.0001562i,0.00031071-0.00099087i,-0.00070281-0.00094125i,-0.00062028-0.00062151i,0.00015404-0.0010173i,0.00035141-0.0011085i,0.0003331-0.0006265i,0.00025804-0.0001093i,-0.00011524-6.069e-05i,-0.00025257-0.00025115i,0.00064251-1.6543e-05i,0.00080364-0.00034629i
-0.0042164-0.00054243i,-0.0057845+0.00060818i,-0.0043571+0.0022122i,-0.0024414+0.0020534i,-0.0021833+0.0025008i,-0.0023858+0.0029319i,-0.0016232+0.0014973i,-0.00064005+0.000241i,0.00027269+9.3732e-05i,0.00081157+0.00048656i,0.00016512+0.00035371i,-7.2719e-05-9.378e-05i,0.00033924+0.00031779i,0.00095413+0.00027171i,0.0011866+5.4725e-05i,0.00072557-0.00011497i,0.00021936+9.4899e-05i,7.2964e-05+0.0002105i,0.00047452-0.00024595i,0.00071062-0.00053301i,0.00032746-0.00048268i,0.00062387-0.000973i,0.00076604-0.0013423i
-0.00439-0.00032463i,-0.0057696-0.00027111i,-0.0043141+0.0003326i,-0.0022537-0.00067845i,-0.0016947-0.00070858i,-0.0011957+0.00033513i,-0.00064963-0.00020125i,-0.00068612+4.1799e-05i,-0.00069528+0.00058276i,-0.00077535+0.00048963i,-0.0010289+0.00044561i,-0.00043808+2.9739e-05i,6.8688e-05-0.0003214i,-0.00013368-0.00042984i,0.0002544+0.00016183i,0.00089753+0.00018997i,0.00064614-0.00063193i,-2.5611e-05-0.00049353i,0.00024599+0.00023213i,0.0012409+0.00061456i,0.0011205+0.00077251i,4.2443e-05+0.00016875i,-9.284e-05-0.00085201i
-0.0043532-0.0031619i,-0.0049671-0.0025941i,-0.0028085-0.0002309i,-0.00070835+0.0008385i,-0.00099337+0.00058902i,-0.0017417+0.00076357i,-0.00085744+0.00050176i,-0.00013351+7.9557e-05i,-0.00034646-0.00022975i,-0.00042198-0.00064144i,0.00020741-0.000337i,0.00073027+1.5457e-05i,0.0002678-0.00043839i,-0.00064718-0.00012874i,-0.00032982+0.00017941i,0.00053251-0.00024501i,0.00068283-0.00056065i,0.00042699-0.00046514i,-0.00018061+4.3652e-05i,-0.00018541+0.00025387i,0.00032701-0.00025039i,3.2443e-05-0.00037255i,2.3973e-05+8.207e-05i
