-0.00071665+0.0012323i,1.5474e-05+0.0017801i,-8.0538e-05+0.0017366i,-0.00078623+0.00088294i,-0.001168+0.00079974i,-0.0011041+0.0013047i,-5.0491e-05+0.0016351i,2.0345e-05+0.0018587i,-0.00025068+0.0016554i,-4.0572e-05+0.00092589i,0.00024286+0.00063877i,-6.1009e-05+0.00048408i,-0.00022369-0.00085348i,-0.00078224-0.0016334i,-0.00073025-0.0010951i,5.5318e-05-0.00026929i,-0.00042705-0.00038958i,-0.0012694-0.00011984i,-0.0007834+9.6845e-05i,0.00019897-0.00033462i,0.00026417-0.0010269i,-0.00014184-0.001017i,0.00027567-0.00043604i
3.7474e-07-0.00048626i,-0.00040714-0.00059863i,-0.00083595+0.0001323i,-0.0012968+0.00059799i,-0.00068445+0.0004402i,-0.00024919+0.00030102i,-0.00070846+0.00023729i,-0.00036593-0.0003595i,-1.4338e-05-0.00078656i,-0.00021976-0.00054264i,0.00020053-0.00030343i,0.00037717+3.6618e-05i,0.00040996+0.0001469i,0.00050581-0.00038986i,0.00043021-0.00040695i,0.0011334-0.00094718i,0.00056965-0.0016021i,-0.00080103-0.0010067i,-0.00044477-0.00038255i,-0.00020144-2.5017e-06i,-9.3516e-05+0.0003674i,-0.0006408+0.00023346i,-0.0012065-0.00087692i
-0.0015757+0.0013926i,-0.0017712+0.00088918i,-0.0015584+0.0012696i,-0.00013427+0.00061055i,0.00081608+0.00058047i,0.00037037+6.7767e-05i,-3.0651e-05-0.00094734i,0.0001401-0.00079778i,-6.8707e-05-0.00010245i,-0.00046728-0.0001028i,-0.00071239-0.00079102i,-0.00073083-0.00083388i,-0.0011472-0.00031418i,-0.0012927-0.00049154i,-0.0010875-0.00077869i,-0.00025905-0.00062187i,0.00017321-0.00032752i,0.00025526-0.0002724i,0.00078277-1.1569e-05i,0.00088535+0.00064067i,-0.00012483+0.00051373i,-0.00069336-0.00025703i,-0.00039242-0.00078202i
6.8358e-05+0.00081747i,0.00097923-0.00024864i,0.0015267-0.00026076i,0.0014221+5.3069e-05i,0.00089185-0.00027756i,0.00026501-0.0010888i,7.9799e-05-0.0013487i,-0.00041816-0.00022833i,-0.00039778+0.0003586i,0.00033577+8.8248e-05i,0.00090691+4.3389e-05i,0.00057799-0.00066494i,0.00048064-0.0013502i,0.00043692-0.00053027i,3.8521e-05+0.00093598i,0.00025092+0.00066942i,0.00059269+3.9241e-05i,0.00035447+0.00018051i,0.00057056+0.0006013i,0.00027439+0.0010065i,-0.00016156+0.00073208i,6.4517e-05+1.1916e-05i,-3.4588e-05-1.9064e-05i
0.00029163+0.00015493i,3.2275e-05+0.00047845i,-2.9997e-05-0.00036238i,0.00027103-0.0007033i,0.00019425-0.00054949i,-0.00044852-0.00026044i,-0.00059432-0.00024761i,9.2902e-05+0.00013511i,0.00025529+0.0012696i,-0.00044149+0.0014088i,-0.0009201+0.0010877i,0.00011223+0.0011747i,0.00066415+0.0010293i,0.00012143+0.00078032i,-0.00048046+1.5585e-05i,-0.00061564-0.00042456i,-0.00030744-0.00019856i,-0.0001098+0.00068897i,0.00034512+0.0009474i,0.0004065+2.5175e-05i,0.0002573-0.0003634i,0.00036531-1.5769e-05i,0.00032441+0.00019671i
0.00055661+7.1432e-05i,-0.00067299-0.00060019i,-0.00052871-0.00084409i,0.0003165+7.8738e-05i,0.00046827-4.1e-05i,0.0002081-0.00061549i,0.00026924-8.1032e-05i,-7.9745e-06+0.00035573i,-0.00022998+7.5488e-05i,-0.00054945-3.7091e-05i,-0.00032126+0.00042974i,0.00044927+0.00071731i,-0.00016094+0.00039083i,-0.00099479+0.00024412i,-0.00032763-0.0003131i,0.00042221-1.3041e-05i,0.00066655+0.0002912i,0.00057305+0.00064338i,0.00012697+0.00028141i,-0.00033935-0.00027162i,-0.00017303+9.3317e-05i,8.4366e-05+0.00048521i,-0.00023619+0.00036445i
0.00036942+0.00035751i,0.0006955-0.00029535i,9.2221e-05-0.0010603i,-0.00013957-0.00085034i,2.5425e-05-0.00028123i,0.00016361-0.00021483i,0.00040079-0.00024752i,-0.00016064+0.00015445i,-0.00055014+0.0010578i,-0.00024168+0.0011011i,-0.00015654+5.1926e-05i,-0.00020548-4.2776e-05i,-0.00070558+0.00016288i,-0.00074097-7.5117e-06i,-0.00023708+9.2943e-05i,0.00023924-0.00021015i,0.00014168-0.00042078i,-0.00015476-0.00041462i,-0.00022673-3.324e-05i,-3.2895e-05+0.00032329i,0.00080281+0.00010071i,0.00045707-4.6933e-05i,0.00033319-0.00010098i
0.00066128+8.7715e-05i,0.001554-0.0010861i,0.0015489-0.0021685i,0.001421-0.00197i,0.0008476-0.0013154i,0.00055211-0.0011703i,0.0005188-0.00095603i,0.0001313-0.0012222i,0.00034747-0.0012156i,0.00041184-0.00084241i,0.0001121-0.00060567i,2.6275e-05-0.00071078i,-0.00019448-0.00049178i,-7.7108e-05-0.0010005i,-0.0002765-0.001433i,-0.00032159-0.001008i,8.783e-05-0.00031153i,0.00050324-0.00031995i,-0.00019345-2.653e-05i,-0.00046248+0.00055638i,-0.00056125+1.9351e-05i,-0.00081358-0.00025378i,-0.00074742+0.00028952i
0.0015857-8.6779e-05i,0.002304-0.00027397i,0.0019511-0.00079687i,0.0015933-0.00047971i,0.0012699+0.0003363i,0.00040253+0.0005439i,-0.00046067+0.00030112i,-0.00069234+8.2551e-05i,-0.00036272+0.00022104i,-0.00038593+0.0010405i,0.00034455+0.0010395i,0.00053553+0.0004164i,-0.00037709+0.0002108i,-3.9559e-05-0.00042455i,0.00050448-0.00035172i,0.00050384+0.00035772i,0.00057816+0.00089732i,0.0006793+0.00038415i,0.00018049-0.00052391i,3.6418e-07-0.0010146i,0.00049096-0.00072478i,0.00077309+0.00021475i,0.00075592+0.00030749i
0.0010398-0.00014807i,0.0014703-0.00095413i,0.00054098-0.0022399i,-0.00047544-0.0023918i,-0.00054525-0.0018116i,-0.0014723-0.00091609i,-0.0017159-0.00034156i,-0.0009207-0.00020426i,-0.00088039-0.00049872i,-0.00054997-0.00066832i,0.00018695-0.00038322i,0.000275+0.00014871i,-0.00029854+0.00029172i,0.00043195+0.00013641i,0.00080795+0.00039786i,0.00047372+0.00029474i,-0.00020068-0.00018127i,-0.00083033-0.00054257i,9.1059e-05-0.00081467i,0.00094348-0.00095281i,0.00050022+0.00023206i,9.0841e-06+0.00093795i,-0.00056987+8.9113e-05i
-0.00093959-0.00041025i,-0.0011705-0.00037368i,-0.00088373-9.6222e-05i,0.00011967+0.00035044i,0.00067236+0.00085186i,4.2972e-05+0.0011569i,-0.00048529+0.00050239i,-0.00047203-0.00067076i,-0.00075511-0.00056694i,-0.0010003-0.00040903i,-0.00016951-0.00015222i,0.00035166+0.00019818i,-0.00028042-0.0005482i,-0.00050364-0.0010065i,-0.00017292-0.00018592i,7.7618e-05+3.2638e-05i,-0.00014971-0.00019204i,-0.00031508+4.2601e-05i,-0.00055663+0.00026661i,-0.00061286+0.00041475i,-0.0005526+0.00089146i,-0.0007895+0.00066561i,-0.00063174-0.00049638i
0.00062117+0.0017002i,0.0019088+0.0010032i,0.003092+0.00027694i,0.0027877-0.0015701i,0.0015564-0.0029876i,0.00026823-0.0025542i,-0.00052774-0.0013967i,-0.00063057-0.00080572i,4.0613e-05-0.0004053i,0.0004287+0.00021689i,0.00030517+0.0003811i,0.00039034+0.00044086i,0.00049983+0.00054728i,0.0004332+0.00032402i,0.00039039-0.0002744i,0.00074936+0.00038623i,1.3498e-05+0.0013302i,-0.00056307+0.00092363i,-0.00048338+0.00038841i,0.00020247+0.00050901i,0.0011568+0.0011095i,0.00090219+0.00090681i,3.0715e-05+0.00064357i
0.00074458+0.00086073i,0.00082546-0.00058785i,0.0012475-0.00062862i,0.00071599-0.00028928i,-0.00029562-0.0012274i,-0.00017017-0.0012808i,-0.00023932+8.3363e-06i,-0.00054292+0.00067212i,-0.00035298+4.0217e-07i,0.00070625+2.2222e-05i,0.0012889+0.0012172i,0.00097455+0.0013838i,0.00068523+0.00085245i,0.00063824+0.00039714i,0.00047066+0.00025259i,0.00040631-4.1299e-05i,0.00098725+8.7499e-05i,0.00085477-0.00040443i,0.00073924-0.0010008i,0.00054119-0.00011407i,0.00024611+5.8314e-06i,0.00034267+0.00024996i,-0.00037919+0.00080692i
0.0018323+0.0010906i,0.0018798+3.0782e-05i,0.0010855-0.0003007i,0.00087333+0.00016245i,0.00078901-4.5818e-06i,-4.1173e-05-0.00044634i,-0.0010548-0.00042658i,-0.00073804+0.00018246i,-6.2231e-05+0.00054661i,0.00065173+0.00051333i,0.00071872-3.3124e-05i,3.3416e-05-0.00095977i,-0.00065267-0.0010626i,-0.00062257-0.00055124i,2.9476e-05-0.00037332i,0.00025959-0.00070968i,-0.00010679-0.00038986i,-0.00047883+0.00022431i,-0.00018544+0.0003831i,0.00011443+0.00025627i,-5.6705e-05+0.00047928i,-0.00036213+0.00090155i,-0.0009732+0.00063446i
-0.0017952+0.0002206i,-0.0021571+0.00047407i,-0.0016841+0.00030159i,-0.00039967+0.00031661i,0.0003526+0.00026093i,0.00030413+0.0005173i,7.4495e-06-0.00023857i,-0.00016833-0.0014121i,0.00028753-0.000666i,0.00086012+0.00029517i,0.00070855+7.5202e-05i,-0.00014367-8.8875e-05i,-0.00072887-0.00032313i,-0.00028018-0.00056292i,0.00029052-0.00041874i,0.00027866-0.00021861i,0.0002102-5.594e-05i,0.00033518+0.0005044i,-0.00041833+0.00089105i,-0.00047727+0.00061088i,2.1253e-05+8.0267e-05i,-0.00048634-0.00071642i,-0.00055439-0.00080924i
0.00015226-0.00043757i,0.00019042-9.1332e-05i,0.0014619-0.00029438i,0.0023611-0.00014085i,0.0017539+7.7058e-05i,0.0007451-0.0010729i,0.00019828-0.0014588i,0.00031235+2.596e-05i,0.00040753+0.00077912i,0.00019585+0.00092879i,-8.5328e-05+0.00060476i,-0.00060699+0.00053392i,-0.00030773+0.00039918i,-0.00050681+0.000522i,-0.00056561+0.0006635i,0.00066339+0.00037179i,0.001091+0.00078235i,0.00092114+0.00088853i,0.0012085+0.00063365i,0.0013684+3.6092e-05i,0.00081452-0.00051136i,0.00033385-0.00019577i,-0.0002317+9.3727e-05i
-0.00020069+0.00074532i,0.00021268+0.00097087i,0.001015+0.000223i,0.0011623+0.00021212i,0.0006086+0.00026824i,2.3587e-05-2.2455e-05i,-0.00039755+0.00039132i,-0.00093104+0.0003207i,-0.00064775-0.00056796i,0.00037325-0.00095459i,0.0008725-0.00022834i,0.00067293+0.00055756i,0.00036703+0.00019289i,0.00028014-1.7426e-05i,0.00064277+0.00079508i,0.00036808+0.0013139i,0.00046263+0.00075026i,0.00082497+0.00024987i,0.00069259+0.00059822i,-8.4776e-05+0.0012406i,0.0001057+0.00081824i,0.00074596-0.00039764i,0.00060465-0.0005605i
-0.00077094+4.793e-05i,0.00025117+0.00020526i,0.0002617+0.0012172i,-3.2888e-06+0.0010066i,-0.00049978+0.001207i,-0.0005395+0.00021153i,-0.00023297-0.00065471i,-0.00041669-0.00022034i,-0.00053828+0.00010889i,-0.00020767+7.9843e-06i,0.00012673+0.00014187i,0.00065552-0.00044252i,0.00045532-0.00103i,-0.00040134-0.00081047i,-0.00047836-0.0012137i,-0.00034445-0.00044928i,-0.00025947+0.001287i,0.00041067+0.0013528i,0.00082937+0.00044936i,0.00040145-0.0003795i,-2.0873e-05-0.00087273i,2.5487e-05-0.00031212i,-0.00023808-9.3624e-05i
0.00054305-0.00068617i,8.8153e-05-7.7678e-05i,-5.0606e-05+2.8479e-05i,6.5728e-05-0.00079759i,0.00056408-0.00051512i,2.1419e-05+0.00011775i,-0.00047895+0.00010258i,9.6766e-05+0.00023332i,0.00013287+0.00036862i,-0.00082771-0.00029968i,-0.0010988-0.00039223i,-0.00038417-0.0004153i,-0.00019255-0.00022727i,1.5884e-05+0.00010153i,0.00063863+0.00016672i,0.00069791+4.951e-05i,0.00064215-0.00021283i,0.0003218-3.3899e-05i,-6.0404e-07+0.00094051i,0.00031065+0.0012211i,0.00027874+0.00035549i,-0.00024738-0.00084579i,-1.1577e-05-0.0010283i
-1.5274e-05-0.00046572i,-0.0001466-0.00068873i,0.00095067-0.0003445i,0.0014978-0.0005755i,0.0011272-0.00075771i,0.00047505-0.00074987i,-0.00077809-3.7169e-06i,-0.00085556+0.00018904i,-8.7907e-05-0.00016126i,-0.00030599+6.1624e-05i,-0.00040514+0.00020375i,0.00032628+4.9083e-05i,0.00058829-0.00043173i,0.00068902-0.00032451i,0.0010003+7.947e-05i,0.00066196+8.7296e-05i,-0.00014955+1.584e-05i,-0.00051552+0.00026306i,-0.00017007+0.0010204i,0.00032504+0.0011215i,-7.7892e-05+0.0010448i,-0.00085265+0.0002485i,-0.00068327-0.00032675i
0.0006331+0.00059301i,0.0016788+0.0002192i,0.0020368-0.00044782i,0.00097564-0.0010136i,-7.702e-05-0.00082913i,-0.00031158-0.0010158i,-0.00061204-0.0005838i,-0.00089594+0.00028379i,-0.00049267+0.00058142i,-2.8393e-05+0.00026773i,-0.00055421+1.9985e-05i,-0.00022481-0.00020156i,0.0009556-0.00058216i,0.0012031-0.00052594i,0.00095622+0.00038623i,0.0010723+0.00056629i,0.00092499+0.00010209i,0.00084682-0.00045682i,0.00078136-0.00095818i,0.00029518-0.0010421i,-0.00035751-0.0011572i,-0.00045959-0.0011808i,-2.8391e-05-0.0010102i
-0.00055338+0.00050177i,-0.00063539+0.00069474i,1.9092e-05+0.0022631i,0.00066384+0.0026327i,0.00023376+0.00084159i,-0.0010168+0.00079923i,-0.00052625+0.0012847i,4.0798e-06+0.0005928i,-0.00037367+0.00016414i,0.00027874+0.00073079i,0.00075192+0.00045189i,-9.7079e-05-0.00017363i,-0.0004914-0.00060998i,-0.00019996-0.0014661i,-0.00013146-0.00088174i,-0.00013084+0.00036532i,-0.00014823+0.00064141i,0.00042049+0.00045643i,0.00058882+0.00011134i,8.1221e-05+0.00018489i,6.7743e-06+0.00073515i,0.00053664+0.00012179i,-0.00011168-0.00096214i
0.00039809+0.00060987i,0.00010556+0.00015126i,-7.5083e-05+0.00025758i,-0.00055263+0.0005861i,-0.00090516+0.00041492i,3.8232e-05+0.00032917i,0.00051632+2.7211e-05i,0.00042462-0.00045061i,-9.941e-05-0.0001491i,-0.00071525+0.00016731i,2.7511e-05+0.00015914i,0.00046993+0.00053319i,0.00090902+0.00046012i,0.0008633-0.00025541i,-0.00013312-0.0009924i,-0.0006035-0.00067015i,-0.0001877+0.00035543i,0.00049911+0.00010297i,0.0008098-0.00048163i,0.0004448-0.0002898i,-0.0003461-0.00026553i,-0.00062529-0.00046644i,0.00034673-0.00027246i
0.00032682-5.4955e-05i,0.00027126-0.00029884i,-0.00027811+0.00036057i,-0.0011894+0.00088022i,-2.4113e-05-0.00031033i,0.0010466-0.0010383i,0.00062567-0.00061475i,-0.00034231-0.00027583i,-0.00075258+0.00055547i,-0.00032223+0.0011592i,0.00027977+0.00066674i,0.00043756-0.00018883i,-0.00036993-0.00050124i,-0.00080047-0.00068265i,-0.00051563-0.00040725i,-1.7546e-05-0.00057619i,0.00014589-0.00090632i,0.00043173-4.7194e-05i,0.00088601+0.00037854i,0.00089498+0.00014213i,-9.7764e-06-0.00036095i,-0.00029114-0.00082222i,-9.5774e-05+3.8851e-05i
0.00041437+0.00010097i,-0.00092035+0.00017399i,-0.0013599+0.00012089i,-0.0017072-0.00023945i,-0.0018853-0.00061524i,-0.0012251-0.0013899i,-0.0005677-0.00088694i,-0.00036415+0.0013058i,-0.00031663+0.0017805i,0.0001863+0.00078035i,0.00061321-0.00025713i,0.00055153-0.00059772i,4.7974e-05-0.00061464i,0.0003996-0.00024092i,0.00087616-0.000364i,0.0010759-0.00054406i,0.0001752-0.00025004i,-0.00063004-0.0003955i,7.854e-05-0.00011047i,0.0011007+0.00041606i,0.00065739+0.00057379i,-0.00062608+0.00063087i,-0.0011873+0.00039738i
-0.0012223+0.00077114i,-0.0012276-2.1926e-06i,0.00027275+0.00079122i,0.001339+0.0012162i,0.00096924+0.0010267i,-0.00040572+0.00083328i,-0.00025753-0.00020874i,0.00061878-0.00092169i,0.00048625-3.4972e-05i,0.00048375+0.0010032i,-0.00010211+0.00091781i,-0.00090441-0.00043492i,-0.00079931-0.0010869i,-0.00024919-0.0010892i,0.00055539-0.00085255i,0.00084048+0.00049303i,0.00049177+0.00086433i,-0.00010346+0.00013585i,-0.00046233-0.00029624i,-0.00018833-0.00062576i,0.00015674-0.00063949i,0.00044581-0.00044019i,0.00057232-0.00045596i
-0.00060564-0.00065117i,0.00024634-0.00054411i,7.8332e-05-0.00038588i,-0.00095879+0.00010945i,-0.00099182+0.00065757i,0.00022697+0.00025541i,0.00067452-0.00067527i,0.00048681-0.0010521i,-5.2237e-05-0.00061596i,-0.00042335-0.00061509i,-0.00036676-0.0013661i,-0.00014589-0.0010325i,0.00014505-0.00088711i,0.00034553-0.00091859i,0.00023755-0.0011738i,0.00018882-0.00042021i,-9.0992e-05+0.00012864i,9.7929e-05+0.00013165i,0.00030567+7.2877e-05i,-5.1424e-05+0.00023094i,-0.00031149+0.00046848i,-7.7682e-05+0.00045846i,-3.8014e-05+0.0003595i
0.00042855-0.00027613i,-0.00044678-0.00012011i,-0.00070597-0.0007936i,-0.00028331-0.00085427i,-0.00031028-0.00099416i,-0.00064445-0.00079008i,-0.00051909-0.00051652i,-0.00075779-0.00046253i,-0.00085559+0.00016895i,-0.0004419+0.00067601i,0.00046199+0.00036987i,0.00078172+0.00043521i,0.00050246+0.00027336i,0.00047491-0.00012466i,0.00063186-0.00033297i,0.00026093+2.9595e-05i,-7.3032e-05+0.00027811i,-0.00035439-6.5215e-05i,-0.00034751-0.00023355i,-0.00080263-0.00033473i,-0.0010914-0.00030886i,-0.00048826-8.7827e-05i,-0.00042375+6.8832e-05i
-0.00043572-0.00057381i,-0.00079478-0.0016297i,-0.00030903-0.0013073i,-0.00064045-0.0005641i,-0.0015607-0.00065811i,-0.00061473-0.00032869i,0.00054038+0.00048671i,0.00034357+0.00083419i,-0.00030523+0.000577i,-0.00059146+0.00058888i,-0.00029196+0.00019299i,-0.00083289-0.00043552i,-0.00060195-0.00023193i,0.00058443-0.00021593i,0.00081626-0.00042467i,0.00032078-0.00068645i,0.00018242-0.00036553i,0.00025757+0.00071803i,-5.9611e-05+0.00053847i,-0.00054477-0.00030536i,-0.0012066-0.00039803i,-0.0017058-0.00037017i,-0.00094655-0.0005784i
-0.00040023-0.00015896i,0.00067981-0.00085565i,0.0011223-0.00060332i,0.00087555-0.00067756i,0.00021251-0.00098925i,-1.4063e-05-0.00019115i,0.00044787+0.00017839i,0.00026947-0.00040336i,0.00011179-0.00054905i,0.00034428+0.00065727i,0.00064655+0.0011113i,0.00080744+2.7981e-06i,0.001145+0.000106i,0.00064342-1.0998e-05i,-0.00011385-0.00066935i,-0.00025985+0.00019456i,7.8264e-05+0.00058092i,0.00040602-4.7639e-05i,-7.0774e-05-0.00032997i,-0.00051973-0.0003603i,-0.00047751-0.00020134i,-7.2104e-05-0.0005436i,-0.00038413-0.00062688i
0.00066273+0.00070624i,0.0013475+0.0019933i,-3.4699e-05+0.0020403i,-9.5193e-05+0.0014246i,0.00039607+0.0017356i,0.00031392+0.0010146i,-0.00031398+0.00029686i,-0.000548-5.791e-05i,-0.00013685+0.00025856i,0.00018686+6.9937e-05i,0.0009013-0.00091036i,0.00060258-0.00089399i,-2.7907e-05-0.00048235i,0.00010952-0.00048591i,0.00015451+0.00061446i,-8.2513e-05+0.0010438i,-0.00020276+0.00078402i,0.00013125+0.00077002i,0.00031662+0.00055011i,-0.00016386+0.00026748i,-0.00054069+0.00029838i,2.719e-05-4.6321e-06i,0.00033398-0.00095206i
-0.0020689-0.00022422i,-0.0019139-0.0001181i,-0.0012785+0.00070984i,1.9469e-05+0.00087298i,0.0006925+0.00031983i,0.00075408+1.0824e-05i,0.00031622-0.00047809i,-0.00011427-0.00076678i,-0.0002128-0.00071933i,-0.00014586+0.00036408i,-0.00026098+0.0016761i,-4.4419e-05+0.0012925i,3.6122e-05-0.00035846i,-0.00037566-0.0012033i,-9.0204e-05-0.00041255i,-6.7406e-06+0.00035296i,-0.0003629-8.5881e-05i,-0.00035983+0.0003787i,-0.00064892+0.00098445i,-0.0001727+0.00060776i,0.00053334-3.9443e-05i,0.00014624-0.00034346i,-0.00020513+0.00016563i
0.0012664+0.00089685i,0.00079441+0.00031197i,0.0010304+0.00046621i,0.00099177+0.00036646i,0.0010685-0.00015363i,0.00015356-0.00047394i,-0.00057097+3.4446e-05i,-0.00028804+0.00061328i,4.3682e-05+0.0002176i,-0.00038187+0.00032275i,-0.000247+3.4125e-05i,0.00078964-0.00065952i,0.00091157-0.00038676i,0.00054218+3.2392e-05i,0.00018918+7.6326e-05i,6.094e-05-4.9899e-05i,-0.00026925-0.00068399i,-0.00032091-0.0007589i,-0.00013615+2.8284e-05i,-0.00045974-0.00039803i,-0.00054114-0.00035169i,-0.00027789-0.00010075i,0.00037491-0.00078557i
-0.00090077+0.0016786i,-9.4828e-05+0.00093062i,0.00025365+0.00054619i,-0.0003025+0.00043573i,-0.00049768+0.00091874i,-0.00053656+0.00080503i,-0.0011755-0.00098239i,-0.0011689-0.0013378i,-0.0011184+0.00014108i,-0.0003736+0.00078778i,0.00067906+0.00065847i,0.00076893+0.00056944i,0.00032585+0.00033111i,0.00053541-0.00065871i,0.0007425-0.00098017i,-0.00052927-5.793e-05i,-0.0013009+0.00076376i,-0.00052915+0.00016906i,-0.00015247-0.00066885i,-0.00081552-0.00048475i,-0.001263+0.00016437i,-0.0009126+0.00056383i,-0.00067591-0.00064163i
-0.0019428-0.00030732i,-0.0021589-8.3897e-07i,-0.0019906+0.0015467i,-0.0011661+0.0029547i,-0.00022599+0.0023511i,-0.00015681+0.00052205i,-6.8555e-05-0.00089324i,0.00057795-0.00052781i,0.00013685+0.00044713i,-0.00034048+0.0011543i,0.00016946+0.0011969i,0.00047001+0.00039916i,0.00015385-0.00055879i,0.00064276-0.001228i,0.00073342-0.0011736i,0.00020058-0.00080952i,7.7155e-05+0.00017585i,0.00056763+0.00029197i,0.00043628-0.00033636i,-0.00090607-0.00090984i,-0.00096354-0.0003498i,0.00020433+0.00010548i,0.00033596-0.00047828i
-0.00069546-0.0011395i,0.00037715-0.00090891i,0.00037279-0.0003799i,-0.0004764-1.3329e-05i,-0.00011677-0.00018469i,4.3505e-05-6.7887e-05i,-0.0010808-0.00035977i,-0.0015864-0.00035985i,-0.0017992+0.00022443i,-0.0015841-3.7223e-06i,-0.00055118-0.00029794i,0.00051257-0.00043574i,0.00025478-0.00028708i,-2.7263e-05-0.0006497i,0.00030495-0.00091913i,-0.00010549-6.1344e-05i,7.2331e-05+0.00051066i,0.00052863+0.00052932i,0.00074109+0.00013109i,0.00060074-0.00051565i,0.00049884-0.00068182i,0.00045088-0.00092386i,0.00046751-0.00082178i
-0.00099588+0.0015345i,-0.0012034+0.0015944i,-0.0011704+0.0018195i,0.0004096+0.0020432i,0.0017379+0.00096959i,0.0015239-0.00085185i,0.00044081-0.00091638i,-0.00062074-7.7834e-05i,-0.00062154+0.00086567i,-0.00012638+0.00056919i,0.00092428-8.1174e-05i,0.0013651-0.00016213i,0.0011087-0.00028286i,0.00074168+0.00028256i,0.00016032+0.00055306i,0.00022206+0.00080613i,0.00041269+0.0005297i,0.00026207+0.00011118i,0.0004761-0.00022661i,0.00018595-0.00081165i,-0.00067644-0.00083998i,-0.0005977-0.0005795i,0.00013511-0.00048115i
0.00098623+0.00081463i,0.0016093-0.00062793i,0.0020543-0.00089034i,0.0019127-0.00065482i,0.00080846-0.0001935i,0.00065214+0.0001025i,0.00066274+0.00014859i,0.00019386+0.00026148i,-0.00035354+0.0011101i,-0.00016714+0.0014707i,0.00010695+0.00052884i,-2.6483e-05-0.00021107i,-0.00047697-0.00031443i,-0.00039392-0.00052838i,-0.00028948-0.00015491i,-4.6148e-05+0.00033452i,0.00028371+0.00040139i,3.5122e-05+0.00026312i,0.00063211+0.00026811i,0.0011915+0.00063165i,0.00087597+0.00032218i,0.00052301+0.00033248i,-0.00025061+0.00024553i
-0.00029638+0.00018769i,-0.00039927+0.00058276i,0.00034358+0.0017562i,0.00044834+0.0021013i,-0.00010567+0.00067212i,-0.00066075+0.00027141i,-0.00091693-7.2053e-05i,-0.00084459-0.00012248i,-0.00015283+0.0004175i,0.00061546+0.00018009i,0.00060917-0.00025427i,0.00015248+0.00023804i,6.0724e-06+0.00045718i,-0.00029412-0.00010721i,-1.8449e-05-0.00041512i,0.00074316-0.000228i,0.00046613+0.00023479i,-0.00018777+0.00065081i,-0.0002428+0.00033504i,6.2817e-05+0.00011279i,0.00010338+5.207e-05i,-0.00011499-9.2231e-05i,-0.00085033+8.1043e-05i
0.00032197-0.0003429i,1.4515e-05-6.5444e-05i,0.00010392-0.00011683i,-0.00051115+0.00012172i,-0.0018919+6.4687e-05i,-0.0012268-0.00051631i,-0.0006-0.00034121i,-0.0003415+0.00011804i,0.00059872+6.9496e-05i,0.00066499+0.00025165i,0.00012148+0.00030099i,0.00056276+1.8877e-05i,0.001732+0.00031044i,0.0027387+0.00020018i,0.0022448-0.00051915i,0.0011725-0.0008022i,0.00081613-0.00067699i,0.00014721-0.00014848i,-0.00054194-1.1787e-05i,-0.00048717-0.00027073i,-0.00058743-0.00020738i,-0.0011093+0.00057168i,-0.0010667+0.00055607i
0.00068722+0.00020839i,-0.00019233-0.00093927i,-0.0018184-0.0028452i,-0.0019285-0.0027246i,-0.0018864-0.001838i,-0.0018986-0.0013784i,-0.0014477-0.00024991i,-0.00037817+0.00037839i,-8.955e-05+3.1156e-05i,-0.00056597-0.00017108i,-0.00025449+0.00022145i,0.00059442+8.4179e-05i,0.0013704-0.00021754i,0.0012996-0.0006155i,0.00054004-0.00037182i,0.00049011-0.0001455i,0.00027303-0.00024324i,-4.5022e-05+0.00026975i,-2.2639e-05-5.6611e-05i,0.00018651-0.00098395i,0.00014411-0.00061234i,0.00019591-0.00086029i,0.00014518-0.00079269i
-0.00062553-0.0023013i,0.00021081-0.00063992i,-8.5714e-05+0.00042567i,-0.00072592+0.00053172i,-0.00022214+0.00017493i,-0.00022541+6.443e-05i,-0.00026768+0.00022825i,0.00021001+8.9932e-06i,0.00023265+0.00012714i,0.00033154+0.00033276i,0.00055597-0.00040753i,0.00020211-0.00042111i,-0.00020684-0.00012518i,0.00027338-0.00038731i,0.00073269+9.8714e-05i,0.00039269+0.00048593i,0.00034219+4.6479e-05i,0.00092461+0.00024319i,0.00091459+0.00051448i,0.00031575+0.00055151i,-0.00017722+0.00011998i,-0.0006789-0.00055444i,-0.00053222-0.00060233i
-0.0009661-0.0004832i,-0.00059468-0.00066488i,-0.00015237+0.00019719i,-0.00071534+0.00067114i,-0.00061702+0.00078399i,0.00018905+0.00077912i,0.00038915+2.8933e-05i,-5.2274e-06-0.0006516i,-0.00044409-0.00050932i,-0.00088445+0.00027661i,-0.00046749+0.00063242i,0.00077014+0.00022871i,0.0010931+0.00025055i,0.00059582-0.00018795i,0.00018555-0.00072219i,-0.00016323+0.00073683i,-0.00067391+0.0011476i,-0.00016649+0.00044561i,0.00048505+0.00077869i,0.00016132+6.833e-05i,0.00026952-0.00027674i,0.00059351+0.00026129i,0.00069695-2.1758e-05i
