-0.00029669+0.00043043i,0.0001576-0.00077983i,-0.00058841-0.0017729i,-0.0018302-0.0019173i,-0.0026892-0.0016227i,-0.0025272-0.0012384i,-0.0013504+0.00084632i,8.2043e-06+0.0026296i,0.00115+0.0018663i,0.0021404+0.00087655i,0.0018976+9.8082e-05i,0.00076075-0.0011313i,-0.00034932-0.0010235i,-0.00079999-5.0198e-05i,-0.00040504+0.00059642i,-0.00052839+0.00093825i,-0.00059167+9.6819e-05i,-0.00051477-0.00068575i,-1.1834e-05+0.00031103i,7.6406e-05+0.00052663i,-0.00056104+0.00011702i,-0.001032-0.00041235i,-0.0012678-0.00098985i
0.00014871-0.00024741i,0.00040301-5.6878e-05i,-8.2012e-05-0.00069487i,-0.0010188-0.0006086i,-0.0022253-0.00041125i,-0.0022185-0.00013075i,-0.0013974+0.00058338i,-0.00067248+0.00054295i,0.00023667-5.3723e-05i,0.00091735-0.00094975i,0.0011679-0.00055107i,0.0010513+5.2447e-05i,0.001002+0.00020695i,0.001054+7.749e-05i,0.00097406-0.00021735i,0.00052743-0.00077539i,-0.00021026-0.0010405i,-0.00044358-0.00031272i,0.00036933+0.00041261i,0.0011724+0.00050027i,0.00098098+7.8364e-05i,-7.7706e-06-0.00041643i,-0.0004479-0.00071655i
-0.0023852-0.0020185i,-0.0018272-0.00060976i,-0.0015625-0.00010867i,-0.0029785-0.0003117i,-0.004138+0.00035211i,-0.003053+0.00071353i,-0.0015117+0.00064176i,-0.0013649+0.00021165i,-0.0011164+0.00020475i,-0.00012396-0.00021804i,0.00032481-0.0010058i,0.00061555-0.00015812i,0.00059354+0.00088116i,2.8392e-05+0.00045884i,0.00028128-7.9626e-05i,0.00046916+0.00014797i,-0.00033375-8.3089e-05i,-0.00088262-0.00028719i,-0.00047608+0.00023766i,6.8982e-05+0.00087307i,0.00024182+0.0014496i,-8.0422e-05+0.00097956i,2.7019e-05+0.00033886i
0.0023886-0.0011128i,0.0020682-0.0017325i,0.0012152-0.0033117i,-0.0010298-0.0033057i,-0.0033095-0.0027793i,-0.002919-0.0012662i,-0.001624+0.00083615i,-0.00091588+0.0011492i,-0.0002328+0.00065814i,0.00040238+0.00036169i,0.00063727+3.2628e-05i,-0.00018409-8.0802e-05i,-0.00012412+0.00031042i,0.0010235+0.00058626i,0.00053502+0.00049584i,-0.00088442+0.00019752i,-0.0010175+0.0001251i,-0.00051431+0.00071644i,-0.00031655+0.0009i,-0.00018357+0.00062235i,0.00033958+0.00051607i,0.00072913+0.0003847i,-1.389e-05+0.0001645i
0.00037913-0.00018849i,0.00044248-0.00065014i,0.00033486-0.0014753i,0.00039435-0.0020237i,-0.00023661-0.00184i,-0.00094623-0.00078783i,-0.0013857+0.00044647i,-0.0015414+0.0011707i,-0.0006854+0.00077302i,4.634e-05-0.00027216i,0.00056201-0.00049799i,0.00091264+0.00025095i,0.00045747+0.00069162i,-0.00013757+0.00090691i,-0.00073288+0.00063192i,-0.0010458+0.00050161i,-0.00089191+0.00099253i,-0.00094396+0.00060336i,-0.00039646-0.00030634i,0.00051793-0.00034683i,8.0512e-05-0.00056878i,-7.7192e-05-0.0002415i,0.00021565+0.0001333i
-0.00035935+0.00015972i,0.00039851-0.00050925i,-0.0001976+4.3194e-05i,-0.0019796-0.00015929i,-0.0026398-0.00027588i,-0.0023036+0.00025898i,-0.0015844+0.00082615i,-0.00047802+0.00094795i,0.00020582+0.00072571i,0.00062192-0.00018099i,0.00063563-0.00088596i,0.00081493-0.00079312i,0.00063345-0.00057294i,0.00016662-0.00070455i,0.00015193-0.00043267i,0.00018285-0.0002455i,-0.00041416+9.7711e-05i,-0.00079922-8.0986e-05i,-0.00038313-0.00013274i,-8.5307e-05+0.00056952i,0.00041574+0.00071371i,0.00085646+0.00029273i,0.0007303+0.00041344i
-0.001289+0.0014321i,-0.0014583+0.0012548i,-0.0014418-0.00025257i,-0.00078379-0.0012852i,-0.00073853-0.0021102i,-0.0011386-0.0018243i,-0.0007674+1.0755e-05i,-0.00046248+0.00032154i,6.5166e-05+3.1097e-05i,0.00081323+0.00024541i,0.00091864-0.00040701i,0.0010046-0.00041221i,0.0007645+0.00014002i,-0.00075263-0.00018693i,-0.0020835-0.00031436i,-0.0013052+0.00021896i,-1.645e-05+0.00064883i,0.00071654+6.5941e-05i,0.0010389-0.00030878i,0.00052841+0.00015496i,0.00092421+0.00036012i,0.00080309-0.00018567i,0.00039637-0.00011684i
-0.0015343-0.0012085i,-0.00096335-0.0011088i,-0.0013121+0.00056259i,-0.0020697+0.0010588i,-0.0031916+0.00011133i,-0.0024659+0.00010864i,-0.00071786+0.00013114i,2.0379e-05+0.00043984i,0.00013253+0.00057978i,0.0016534+0.00047003i,0.0019554+0.00048249i,0.0010115+7.3055e-05i,0.00081403-0.00014659i,0.00076633-4.608e-05i,0.00021967+0.00010221i,-0.00063711-0.00012509i,-0.0011857-0.00056762i,-0.0016252-0.00055225i,-0.00085617+9.9496e-05i,6.3022e-05+0.00026957i,0.00050082+0.00024096i,0.00047557+8.1871e-05i,-0.00030852-0.00046865i
0.0019937+0.00057253i,0.0023165+0.00029194i,0.0011989-0.00026735i,-0.00098469-0.0012209i,-0.0022601-0.0021216i,-0.0018078-0.0014114i,-0.0010419-4.9059e-05i,-0.00041631+6.2506e-05i,0.00050359-6.3496e-05i,0.00088139-0.00018861i,8.8551e-05-0.00079865i,-0.00072641-0.0013364i,-0.0010775-0.00063974i,-0.00072671-0.00026384i,-0.00043947-0.00030011i,-0.00046938+0.00029789i,-0.00062722-0.00038256i,-0.00087481-0.00055827i,-0.00033094+0.00046312i,0.00080035+0.00043769i,0.0012641+0.00046786i,0.00024207+0.0013168i,-0.00024175+0.0011673i
-0.0011215+0.00072933i,-0.0023836+9.8238e-05i,-0.0027101-0.0018485i,-0.0018026-0.0023345i,-0.00073179-0.0013563i,-0.0001012-0.00093153i,2.3454e-05-0.00073448i,-0.00086858+0.00029583i,-0.00042388+0.001748i,0.00080093+0.0016678i,0.00057016+0.00092253i,6.1404e-05+0.00088866i,0.00032135+0.0011685i,0.00041026+0.0009138i,0.00021292+0.00060626i,-0.00021028+0.00018556i,-0.00013639-0.00061984i,-0.00018813-0.00045855i,-0.00049127-0.00014654i,0.00017162+0.00012094i,0.00079015+2.5291e-05i,0.00019551-0.00020972i,-0.00014176-4.185e-05i
0.00052007-0.0012354i,0.00094043-0.0010829i,0.00052344-0.0012163i,-0.0010868-0.0018273i,-0.0030756-0.0018797i,-0.0033906-0.00077894i,-0.002202+0.00056515i,-0.00031659+0.0007467i,0.00075337+0.0012343i,0.00080805+0.0010967i,0.00082394+0.00038979i,0.00071469-0.00012384i,8.662e-05-0.00045042i,0.00018559+0.00053726i,0.00022886+0.00091033i,-0.00025405+0.00010176i,-0.00064748+0.00013695i,-0.00085488+7.0134e-05i,-0.00064889+0.00020059i,-0.00034338+0.00078071i,5.1377e-05+0.00017898i,0.00040024-0.00069271i,0.00023404-0.00078386i
0.0014743-0.0002828i,0.0022207-0.00080487i,0.0010703-0.002086i,-0.00043532-0.0021512i,-0.0021243-0.0015693i,-0.0027548-0.00069927i,-0.0014901+0.00071714i,-0.00082073+0.00097077i,-0.00035338+0.00067079i,7.8534e-05+0.00097059i,0.00040718+0.000413i,0.00087092+5.4441e-05i,0.00094325+0.00044163i,0.00059251+0.00072754i,0.00018273+0.00060528i,4.5776e-05-0.00022065i,-9.3302e-05-0.0006818i,-0.00049848+0.00017376i,-0.00064769+0.00091111i,0.0001765+0.00084351i,0.00060685+8.3681e-05i,0.00024561-0.0009987i,0.00022597-0.00048122i
-0.00060814-0.002125i,-0.00049828-0.0017785i,-0.0013687-0.0021271i,-0.0023263-0.0020791i,-0.0026159-0.0015961i,-0.0021712-0.00050006i,-0.0014006+0.00066599i,-0.0004159+0.0014071i,0.00062118+0.0015192i,0.00071241+0.00024478i,0.00032069-0.00076802i,9.634e-05-5.9744e-05i,6.9912e-05+0.001164i,0.00013871+0.0012674i,0.00031619+0.0003937i,0.0003035-0.00026564i,-0.00017653+0.00014243i,-0.00046119+0.00039386i,1.4473e-05+0.00014712i,0.00048169-0.00043663i,0.00067328-0.00012419i,0.00049242+0.00064867i,4.7925e-05+0.00084916i
0.0011533-0.0018476i,-0.00035899-0.0012675i,-0.0012155-0.0016814i,-0.0019354-0.0026591i,-0.0034973-0.0023936i,-0.0031799-0.00058024i,-0.0011625+0.00022488i,4.1399e-05+0.00041137i,0.00019894+0.00029747i,0.00033399+0.00022393i,0.00019008+0.00065929i,0.00052054+0.00097084i,0.00054763+0.0010982i,0.00094097+0.00081117i,0.0008052+0.00010526i,0.00024352-0.00046678i,0.00015422-0.0009631i,-4.4179e-05-0.00045162i,0.00017811+0.0007149i,4.8676e-05+0.00071907i,0.00018451-6.3547e-05i,0.00048871-0.00010244i,0.00041529+0.00034843i
-0.00075094+0.0014333i,-0.0010497+0.0014282i,-0.0013306+0.00011242i,-0.0017009-0.00061178i,-0.001587-0.00059362i,-0.001927-0.00012322i,-0.0016318+0.00058333i,-0.0009536+0.00069005i,-0.00019007+0.00051369i,0.00028314+0.00080404i,0.00024989+2.7011e-05i,0.00052809-0.00099674i,0.0003804-0.00065572i,-0.00062933+9.0097e-05i,-0.00077039+0.00068011i,-0.00080303+0.00065524i,-0.0004878+0.00053933i,-0.0002925+0.00032776i,-0.00064849-6.7362e-06i,-0.00096003+0.00012331i,-0.00055863+0.0005316i,0.00017067-0.00019098i,0.00035445-0.00058597i
-0.0016489+9.2222e-05i,-0.0010492-0.00025249i,1.7318e-05+3.4953e-05i,-0.00027643+0.0004781i,-0.0014955+0.00068833i,-0.0011183-6.2172e-05i,-0.00056316-0.00091572i,-0.00039641-0.00049857i,0.00074436-0.0002076i,0.0014447+1.5916e-05i,0.0012384+4.2419e-05i,0.00071517-0.0001645i,-0.00051349-0.000181i,-0.00012899+0.00015279i,0.00068678+0.00089755i,0.0004431+0.00048416i,0.00019871-0.00011866i,-0.00024363-0.00026451i,-0.00062672-0.00034402i,-0.00069067+0.000509i,-0.00034416+0.0010221i,0.00027749+0.00076122i,0.00073134+0.0009675i
-0.0020137-0.00098197i,-0.0021118-0.00032946i,-0.0024894-0.00048801i,-0.0018455-0.00044029i,-0.0024062-0.0002842i,-0.0015578-0.00069719i,-0.00032417-0.00082026i,-0.00047968-0.0010592i,-0.00025747-0.00032492i,6.4061e-05+0.00079092i,0.00082117+0.00078547i,0.00081972+0.00049433i,0.00083816-0.00011752i,0.00076026-0.00064567i,0.00019534-0.00014921i,-0.00032037+0.00059089i,-0.0010269+0.00017824i,-0.00035242-0.0004759i,0.00081853-0.00038958i,0.00071328+0.00014847i,1.9679e-05+0.00074513i,-6.2999e-05+0.00081404i,9.4715e-05+0.0011663i
0.00093158-0.0013515i,0.00034754-0.0014465i,-0.0010381-0.0010558i,-0.0020049-0.00092276i,-0.0029896-0.0010816i,-0.0028751-0.0006278i,-0.001133+5.3803e-05i,0.00038603+0.00016463i,0.00058112-5.9098e-05i,0.0004223-0.00060055i,0.00091999-0.00051983i,0.0013591-0.00021685i,0.00073457-0.00023346i,0.00041734-0.00061536i,0.00036439-0.00063915i,6.5234e-05-0.00049483i,0.00041848-0.00068738i,-9.2214e-05-0.00018215i,-0.000749+0.0003702i,-0.00060029+7.4055e-05i,-0.00039694-0.00033586i,-0.00029195+0.00023012i,-0.00010999+0.00058872i
0.0015426+0.0014593i,0.0021334-0.00012167i,0.0022124-0.0018465i,0.00076605-0.0025796i,-0.00084879-0.0023633i,-0.0021006-0.0017985i,-0.0019921-0.00038746i,-0.00032862+0.0012324i,0.00099253+0.00094951i,0.0012915-0.00023811i,0.00085942-0.0004591i,0.00035391-0.00038226i,0.00022359-6.6065e-05i,-0.0001279+0.0013159i,-8.1421e-05+0.0012718i,0.00044176+0.000536i,0.00020179+0.00078556i,-0.00047217+0.001343i,-0.0008688+0.0015785i,-0.00061998+0.0010424i,0.00073846+0.00059698i,0.0013817+0.00069207i,0.0008675+0.0006267i
-0.00036872+0.00055062i,-0.001969-6.657e-05i,-0.0029872-0.0006901i,-0.0026626-0.0014717i,-0.0035918-0.0015786i,-0.0032175-0.00053297i,-0.0020677+0.00048885i,-0.00076459-0.00017674i,0.00035206-0.00055451i,0.00063526-0.00027138i,0.00075388-0.0005805i,0.0004434-0.00050605i,0.00015159+1.675e-05i,0.00033522-0.00056128i,0.00047588-0.00094003i,7.5976e-05-0.00087955i,0.00022912-0.0012816i,0.00039369-0.00057389i,1.27e-05+0.00026868i,0.00070385+0.00016994i,0.0014807+9.8331e-05i,0.0014549-4.2282e-05i,0.0011501+1.7714e-05i
0.00093311-0.00097388i,0.0014357-0.0017336i,0.00070322-0.0011361i,-0.00069463-0.00064851i,-0.0011407-0.00011393i,-0.0010988+0.00052679i,-0.00053076+0.000541i,-0.00018176+0.00071843i,5.7585e-05+0.0011502i,0.0003135+0.00099071i,0.00046158-0.00027862i,0.00040005-0.00055482i,0.00027125-9.3595e-05i,0.00048406-0.0004359i,0.00038081-0.00065553i,0.00026489-0.00054463i,-3.311e-05-0.00028638i,-0.000264+0.00056811i,0.00026393+0.00080535i,0.00070283+0.0001149i,0.00071094-0.00069609i,0.00036538-0.00060898i,0.00018014-0.00028339i
0.00065117+0.00081311i,-0.00075081+0.001892i,-0.0028109+0.0013789i,-0.0028655+0.00032926i,-0.0036056-0.00037207i,-0.0033289-0.00048439i,-0.0014856-9.698e-05i,-0.00021354+0.00037608i,-0.0002539+0.0003144i,-0.00018189+0.00046654i,0.00064387+0.00037119i,0.00087458-0.00029928i,0.0012435-0.00074247i,0.0011005-0.00079772i,0.00035886+0.0002328i,-8.7364e-05+0.0008327i,-1.5599e-05+0.00077166i,4.5699e-05+0.0003647i,0.00027361-0.00010621i,0.00060737+6.6676e-06i,0.0011488-0.00021082i,0.00042525-8.0527e-05i,-0.00072095+0.00077732i
-0.00020778-0.0024462i,-0.00038751-0.003756i,-0.0005032-0.0049228i,-0.0018886-0.0041916i,-0.003841-0.0028781i,-0.0042227-0.0013751i,-0.0023169-0.00097459i,1.8998e-05-0.00062899i,0.00098496-4.0514e-05i,0.00031804-0.00057487i,-0.00026533-0.0001523i,-0.00071666+0.00010108i,-0.00070095-0.0007428i,0.00039181+0.00021943i,0.00038071+0.0011643i,-0.00070255+0.00090467i,-0.0010719+0.00095871i,-0.00057175+0.00058443i,-0.00041619+0.00011313i,-0.00010896+0.00033755i,0.00075415-9.9688e-05i,0.0008947-0.00042274i,0.00065361-0.00030391i
0.00013836-0.00095807i,-0.00017103-0.0010336i,-0.00060827-9.5753e-05i,-0.00058033-0.00052551i,-0.00071231-0.0014199i,-0.0012615-0.00081049i,-0.0014055+0.00031445i,-0.00085814+0.00062985i,-0.00033111+0.0011422i,0.00029164+0.0010462i,0.00057154-0.00010037i,0.00036874-0.00089569i,0.00016948-0.001036i,9.9729e-06-0.00040475i,-0.00030188+0.0003387i,-0.00062651+0.00018925i,-0.00098367+0.00039424i,-0.0012248+0.00065813i,-0.0011305+0.00070091i,-0.00049037+0.00042753i,0.00027213+1.8808e-05i,0.00067784-0.00011161i,-0.00012068+0.00014907i
0.0014031+0.0013558i,0.00050398+0.0004131i,-0.00073597-0.0012386i,-0.0021309-0.0026094i,-0.0023262-0.0024182i,-0.0022107-0.00082448i,-0.0017688-9.0127e-05i,-0.00091012+6.764e-05i,-1.1403e-05+0.00044714i,0.00044137+0.00042069i,0.00070941-0.00075348i,0.00064682-0.00088229i,-0.00025289-0.00046647i,-0.00047256-0.00021239i,0.00010786-0.0005217i,0.00039938-0.00076695i,-7.4817e-06-4.6696e-05i,-0.00048628+0.00015629i,-0.0011584+0.00083681i,-0.0010158+0.0011268i,0.00042607+0.00043366i,0.00077711-0.00025704i,0.00035382+0.00023844i
-0.0024101-0.0013557i,-0.0030299-0.0007408i,-0.002309-1.2811e-05i,-0.0020121+0.00052427i,-0.0022817+0.00019165i,-0.0010854+0.00017549i,-8.1689e-06+0.00086999i,-0.00048301+0.00034968i,-0.00011266-0.00020486i,0.0011768-0.00035464i,0.00058461-0.00035507i,-0.00058374-0.00080133i,0.00010161-0.00075148i,0.00025829+0.00049587i,-0.0011334+0.0005083i,-0.00046961-0.0004492i,-0.00048599-3.7443e-05i,-0.00098736+4.9027e-05i,-7.438e-05-0.00028213i,0.000839+0.00057649i,0.001154+0.0010949i,0.00072769+5.1816e-05i,-6.1564e-05-6.5124e-05i
-0.0001469-0.0014901i,-0.00027236-0.0021258i,-0.0014488-0.0028577i,-0.002495-0.0038131i,-0.0031724-0.0034116i,-0.0032955-0.0015875i,-0.0017373-0.00010844i,-0.00022353+0.00040288i,0.00021313+0.00025483i,0.00045989+0.00055883i,0.00088256+0.00027094i,0.0011384-0.00018556i,0.00022912-0.00014879i,-0.00092709-0.00016009i,-0.00071681-0.00021104i,-4.4238e-05-0.0002512i,0.0002391+0.00032286i,0.00010704+0.00035943i,-9.7025e-05+7.674e-05i,-0.00015971+0.00017594i,8.2222e-06+9.8432e-05i,0.00042093+0.00020514i,-1.42e-06+0.00054797i
0.00079913+0.00041902i,0.0019299+0.00049738i,0.001853+0.0009529i,-0.00025122+0.0007594i,-0.0014334+7.6243e-05i,-0.00096245-0.00069655i,-0.00040038-4.2458e-05i,-0.00024926+0.00010978i,-8.1439e-05-0.00019025i,0.00049781+0.00027166i,0.00065579+0.00084174i,0.00068526+0.00059325i,0.00084392+0.00011645i,0.0010126+7.7124e-05i,0.00078924-0.00031409i,5.506e-05-0.00078349i,-0.00089348-0.00078713i,-0.00068628-0.00014989i,0.00022218+0.00048604i,0.00069529+0.00037982i,0.00086143-8.0292e-05i,0.00075319+5.1526e-07i,0.00044455-0.00014472i
4.7503e-05+0.00093936i,0.000511+1.0088e-05i,0.00079442-0.00064612i,-5.1666e-06-0.0023396i,-0.00098379-0.0031999i,-0.0021916-0.0022949i,-0.0022982-0.0011183i,-0.0010692-2.3093e-05i,0.00021044+0.00016645i,0.0012843-0.0001397i,0.0012949-0.00015181i,0.00052426-0.00031737i,4.1736e-05-0.00039182i,0.00023842-0.00036703i,0.00050023+0.00039886i,0.00040146+0.00037128i,0.00059335-0.00014473i,0.00086987+0.00053369i,0.00023431+0.00096632i,-0.00078531+0.00094083i,-0.00050691+0.00092111i,-2.37e-05+4.1214e-05i,0.00017512-0.00082221i
-0.00077583-0.0013576i,-0.00064731-0.0018479i,-0.00084155-0.0019157i,-0.0017339-0.0011706i,-0.0017476-0.001176i,-0.0018242-0.00085665i,-0.00161+0.00025394i,-0.0013849+0.00030578i,-0.0008415+0.00050561i,0.000159+0.0016086i,0.00033013+0.00066025i,0.00041703-0.00019435i,0.0008612-0.00033768i,0.00085109-0.00043647i,0.00087212-0.00017286i,0.00086399-0.00053948i,-0.00041608-0.00079401i,-0.00085322-0.00038095i,-0.00057819-0.00012936i,5.3645e-05-0.0004958i,0.00026574-0.00044887i,-0.00020751-4.3033e-05i,-0.0011121+5.5724e-05i
0.0018582+0.00053736i,0.0015993+0.00099303i,0.0010918+0.00074265i,-0.0008423-0.00049062i,-0.0022632-0.0015555i,-0.0028305-0.0016375i,-0.0019984-0.00053469i,-0.00012772+0.00068517i,0.00059923+0.00059198i,0.00053497-0.00016941i,0.00032274-0.00030536i,0.00044508-0.00021932i,0.00043879-0.00010399i,-0.00062155+0.00032188i,-0.00077919+0.00013814i,-0.00058942-0.00021661i,-0.0008581+0.00051951i,-0.0004666+0.00049895i,0.00037569+0.00023479i,0.0005085+0.0010974i,0.00026638+0.0015492i,0.00024457+0.00041832i,7.2766e-05-0.00036144i
-0.00075454-3.1711e-06i,-0.00027347+0.0009109i,-0.0017689+0.00049998i,-0.002775-0.00079635i,-0.0011194-0.0012557i,1.396e-05-0.00080036i,-8.3469e-05+0.00012331i,-0.00024464+0.00039694i,-0.00018932+0.00031595i,-0.00015944+0.0006445i,-0.00033037+0.0010225i,-0.00055843+0.00067179i,-0.00039367+7.384e-05i,-0.00027008+0.00032513i,-0.0002346+0.00064214i,-0.00057271+0.0010449i,-0.00077313+0.00091194i,-0.000172+0.0003824i,0.00024945+0.00066969i,-8.442e-05+0.0010805i,-0.00056803+0.00062337i,0.00010284+0.00011802i,0.00072338+0.00031941i
7.3316e-05-0.003507i,6.2962e-07-0.0027138i,-0.00089129-0.0017084i,-0.0020154-0.001418i,-0.0032582-0.0020835i,-0.0031842-0.0010757i,-0.0023075+2.646e-05i,-0.00029544+0.00016577i,0.00070807+0.00016532i,0.00030422+0.00047421i,0.00055692+0.00014235i,0.00058152-0.00043787i,0.00058867+0.00017234i,-0.00014955+0.0003304i,-0.00030189+0.00017607i,8.4703e-05+0.00020905i,-1.3607e-05-0.00029758i,4.5616e-05-0.00026424i,0.00015274+6.4656e-05i,9.9528e-05+0.00020134i,0.000134+0.00028729i,0.0007884+0.00054141i,0.00097602-2.4839e-06i
0.002947+0.001708i,0.0038658+0.00013345i,0.0038913-0.00261i,0.0010941-0.0026768i,-0.0014747-0.0021302i,-0.0014464-0.0020439i,-0.0010711-0.00061958i,-0.00042811+0.00046877i,0.00010306+0.0011384i,0.0002197+0.0004306i,0.00010619-0.00090758i,0.00026306-0.00088928i,0.00077018-0.00027125i,4.3137e-05+0.00063576i,5.5442e-05+0.00080559i,0.00044261+0.00073208i,9.9917e-05+0.00052349i,-0.0001751+0.00018974i,0.00011903+0.00058972i,-0.00011849+0.00039618i,-0.00048527+0.00025848i,-0.00051175+0.00028459i,-0.00030425+9.4187e-05i
0.0017667+0.0021452i,0.0031558+0.0015744i,0.0049548+0.0013281i,0.0037618-0.00046894i,0.00095534-0.0015637i,-0.00041897-0.00029428i,0.0016139+0.0021815i,0.0057145+0.0023465i,0.0078499-4.2102e-05i,0.0071888-0.0031156i,0.0041502-0.0050524i,0.00063883-0.0047669i,-0.0014343-0.0036747i,-0.0024606-0.0013713i,-0.0017408+0.00060842i,-0.00052713+0.00095034i,0.00055203+0.0008767i,0.00094514+0.0011979i,0.00015792+0.001388i,-3.2911e-05+0.00076429i,3.7917e-05+0.00019987i,0.00030736-0.00011514i,0.00073915-0.00021417i
-0.0006236-0.0016594i,-0.0014146-0.00046456i,-0.0026926-0.00055217i,-0.0031194-0.00048609i,-0.0029734-0.00059504i,-0.0011911+4.0925e-05i,-0.00026632-0.00010849i,-0.00049415-0.00045602i,-0.00034924-0.00079968i,-0.00018334-0.00020343i,0.00025759+0.00099446i,0.00078465+0.0010495i,0.0011361+0.00039448i,0.00026568+0.0002227i,-0.00077104-0.00012281i,-0.00043019-0.00039741i,0.00020769-0.00028267i,0.00033707-0.00013156i,0.00035085+0.00022399i,4.2206e-05+0.00020905i,-0.00021744-6.675e-05i,-0.00021863-0.00041766i,-0.00022252-0.0010384i
-0.0002093+0.0013837i,-0.00049217-4.0843e-05i,9.8939e-05-0.00033608i,-0.0001014-0.0013267i,-0.00070563-0.002643i,-0.00092433-0.00177i,-0.0011027-0.0008671i,-0.00077499-0.00041442i,-0.00054685+0.00041532i,0.00041125+0.00041953i,0.0012014+0.00067119i,-6.533e-05+0.00047439i,-0.00069997+0.00066677i,-0.00050205+0.00071058i,-0.00051251+0.00041069i,-0.00080694+0.00070849i,-0.001106+0.0001542i,-0.00063684+0.00059108i,0.00050954+0.0018589i,0.0010512+0.0018206i,0.00046442+0.0010146i,3.3789e-05-6.2695e-05i,0.00023718-0.0008028i
0.00074474+0.0026017i,0.0011835+0.0014599i,0.0024735+0.00089709i,0.0012643-0.00024825i,0.00017945-0.0015701i,-0.00081355-0.0020789i,-0.0014021-0.0016934i,-0.00057748+1.0199e-06i,0.00018112+0.00097211i,0.00034611+0.0010305i,0.00032803+0.00076939i,1.1509e-05+0.00038648i,-0.00034809+0.00042983i,-0.00055419+0.00095035i,-0.00061584+0.0013484i,-0.00099915+0.00093885i,-0.00088679+0.0005874i,-0.00014183+0.00024997i,0.00077212-0.00014519i,0.0012687+7.0358e-05i,0.0010473+0.00014172i,-0.00025914+0.000179i,-0.00068152+0.00027923i
0.0012495-0.0011771i,0.00068311-0.00097879i,-0.00064042-0.0017936i,-0.0016132-0.0026801i,-0.0020306-0.002336i,-0.0023526-0.0014117i,-0.0020362-0.00042168i,-0.0014375+0.00065955i,-0.00074789+0.00077982i,0.00061363+0.0010073i,0.00062579+0.00092621i,-6.1205e-06+0.00082767i,9.8273e-05+0.00044427i,0.00029557-0.00014187i,0.00041779-0.00043792i,0.0003163+0.00036587i,0.00066474+0.00073486i,0.00034685-0.00011278i,-0.0003826-0.00017538i,-0.00018615+0.0001597i,0.00090894+3.9577e-05i,0.0011481+0.00028326i,0.00047462+0.00057437i
-0.0003368-0.001063i,-0.00061751+0.00012951i,-0.00012998+0.00039285i,-0.0010457-0.00024934i,-0.0026304-0.00095198i,-0.0021912-0.00058111i,-0.0007209+0.00015265i,-0.00016625+0.00071088i,-9.5774e-06+0.0012946i,0.00053445+0.00068016i,8.0429e-05+0.000476i,-0.00030395+0.00037417i,0.00019644-0.00043896i,0.00024791+3.4532e-05i,0.00017978+0.00067318i,-0.0002943+0.00016586i,-0.00072006-0.00044507i,-0.00096686-0.00037717i,-0.00044083-0.00019002i,-9.3733e-05-0.00018798i,-0.00015113-0.00011654i,-7.3042e-05+0.00025891i,-0.0001587+4.6987e-05i
6.2615e-05-0.0013242i,0.00014869-0.0011869i,0.00010304-0.001415i,-0.00089413-0.002257i,-0.002856-0.0018532i,-0.0028874-0.00087129i,-0.0019258-0.00041274i,-0.0010046+0.00027792i,8.6699e-05+0.00073443i,0.00097852+0.00039213i,0.0010713+0.00048262i,0.00068569+0.00059412i,0.00021907+0.00010437i,6.708e-05+0.00028324i,0.00020076+0.00075332i,-0.00032633+0.00054574i,-0.00047227-0.00016589i,-0.00034447-0.00032574i,-4.332e-05+3.8603e-05i,6.5127e-05+0.00046511i,-0.0002189+0.00056547i,-0.00071772+0.00065037i,3.1725e-05+0.00024238i
-0.0016192-0.00028476i,-0.0015413+4.6726e-06i,-0.00171-0.00041218i,-0.0013692-0.00025874i,-0.0011523-0.00031718i,-0.00096371-0.0001389i,-0.00076102-0.00047358i,-0.0011132-0.00023093i,-0.00079512+0.00040557i,-0.0004223+0.00035714i,-0.00072516-0.00023459i,-0.00078244-0.00085787i,0.00040879-0.00056751i,0.0010988-0.00030988i,0.00019358-0.00045356i,3.7477e-05-0.0010414i,0.00032123-0.001044i,7.6482e-05-4.2076e-05i,-0.00021769+0.00040438i,-0.00010501-0.00018451i,-0.00020503-0.00069543i,-0.001098-0.00037636i,-0.00053632-0.00024513i
-0.00071642-0.00044034i,-0.0011241-0.00042655i,-0.0020723-0.00084124i,-0.00239-0.00086122i,-0.0024982-0.00016412i,-0.0019284-6.2119e-06i,-0.0013647-0.00031947i,-0.00075212+0.00015657i,-0.00010026+0.00060488i,0.00025009+0.0004409i,0.00024084-2.5955e-05i,-0.0001804-0.00032375i,-1.0644e-05-0.00041325i,2.7435e-05+0.0002965i,-0.00036975+0.00037223i,-0.00068393-0.00016949i,-0.0008777-0.00060953i,-0.00063597-0.00017012i,-0.00013772+0.00033348i,0.00020099+0.0003445i,0.00051164+0.00035442i,0.00095022+0.00027981i,0.00080119+0.00029324i
