-2.7816e-05+0.00097167i,0.0011768-0.00038129i,-0.00020933-0.0013263i,-0.0011671+2.3877e-05i,-0.0020845+0.0018474i,-0.002147+0.0015495i,-0.00059216+0.0014565i,0.00090236+0.0013073i,0.0015174+0.00051766i,0.0011642+0.00018986i,0.00064466-0.00014487i,0.00038442-0.00042124i,0.00012414-0.0007542i,-0.00055764-0.0010996i,-0.0013245+9.4398e-05i,-0.001046+0.00080094i,-1.8816e-05+8.4253e-05i,0.0004359-0.00037795i,0.00017317-0.00035214i,-0.00015154+0.00014329i,-0.00076051-1.5904e-05i,-0.00088647-0.00022941i,-0.00046316+1.992e-05i
-0.0067397-0.0082388i,-0.020646-0.0212i,-0.038762-0.044695i,-0.050484-0.056258i,-0.049958-0.034796i,-0.036959-0.0098292i,-0.022192-0.0021047i,-0.0049084+0.00011255i,0.009114-0.0022057i,0.0054314-0.004128i,-0.0020921-0.0017497i,-0.00512-0.0021611i,-0.0067187-0.0024609i,-0.0025542+0.0015961i,0.0051324+0.005067i,0.010351+0.0055555i,0.013526+0.0033114i,0.014207+0.00062482i,0.011903-0.00020735i,0.0095572-8.1238e-06i,0.0074751-0.00090293i,0.004709-0.0036271i,0.0027819-0.0055501i
-0.013399-0.0019131i,-0.055516-0.011605i,-0.12214-0.021909i,-0.16091-0.014704i,-0.12985+0.0013664i,-0.071207+0.0074045i,-0.027237+0.0080007i,0.0013438+0.0043918i,0.011072-0.0060288i,0.0075633-0.014106i,0.004246-0.016212i,0.0051135-0.013765i,0.0069626-0.0059547i,0.0072453+0.0024188i,0.0063678+0.0063009i,0.0055893+0.006257i,0.0049125+0.0049755i,0.0044028+0.0043188i,0.0072775+0.002318i,0.010547-0.0038163i,0.0081354-0.0078644i,0.002171-0.0064613i,-0.00096001-0.003463i
-0.015205+0.0025384i,-0.033302+0.011785i,-0.055967+0.028493i,-0.065505+0.040578i,-0.050093+0.032082i,-0.020324+0.015043i,8.3086e-05+0.00877i,-0.0011574+0.0075444i,-0.0061561+0.0038854i,-0.00064791-0.0010892i,0.0064344-0.0046841i,0.0077099-0.0024829i,0.0080716+0.0012649i,0.0042961+0.0011644i,-0.0034677-0.00042845i,-0.0073836-0.0015427i,-0.0098494-0.00063331i,-0.011829+0.003135i,-0.010145+0.0079541i,-0.0060272+0.0126i,-0.0034552+0.012956i,-0.0028273+0.0086689i,-0.0013989+0.0061314i
0.011675-0.0026914i,0.039809+0.009781i,0.085028+0.03281i,0.11278+0.041065i,0.094534+0.024222i,0.051504+0.0080953i,0.015107+0.0040135i,-0.0094259+0.0060901i,-0.01856+0.014454i,-0.010036+0.019458i,-0.0010651+0.015947i,-8.3904e-05+0.012355i,-0.0013969+0.0067068i,-0.0040086-0.0029812i,-0.0061151-0.0085327i,-0.0072046-0.0077234i,-0.0090173-0.0043444i,-0.010251-0.0034886i,-0.0099831-0.0058688i,-0.0074931-0.0075591i,-0.0030908-0.0070646i,0.00043367-0.0054452i,0.00079537-0.0039302i
0.026885-5.0124e-05i,0.071186-0.0020403i,0.1286-0.0095222i,0.15133-0.021727i,0.11063-0.024835i,0.049-0.010273i,0.010314-0.0037897i,-0.00514-0.0079709i,-0.0064947-0.0014733i,-0.004898+0.0080211i,-0.0052925+0.0098157i,-0.0043987+0.0045456i,-0.0050593-0.0032971i,-0.0040555-0.0062477i,0.00089831-0.0059868i,0.0027214-0.0053485i,0.0031307-0.0032606i,0.0068911-0.0027982i,0.0081106-0.0028076i,0.004639-0.00093229i,0.0009078+0.00067794i,-0.0012854+0.0016987i,-0.0026719+0.0025193i
-0.001108+0.0045031i,0.0037773-0.0072918i,0.0096843-0.03844i,0.0020258-0.06119i,-0.012227-0.045861i,-0.015058-0.022709i,-0.0069962-0.018302i,0.0055714-0.018488i,0.013985-0.018256i,0.0092604-0.017523i,0.00018964-0.011818i,-0.0020808-0.0075912i,-0.00057288-0.0043233i,0.0020751+0.0023028i,0.0039378+0.0062751i,0.0029505+0.005024i,0.0030708+0.0016538i,0.0049-0.00098288i,0.0044053-0.0037212i,0.00077131-0.0060199i,-0.0024502-0.0045171i,-0.0021021-0.00085081i,0.00044608+0.00045204i
-0.015603-0.0086087i,-0.054854-0.017485i,-0.11167-0.022821i,-0.14252-0.019814i,-0.11779-0.021101i,-0.070182-0.026078i,-0.030478-0.018915i,-0.0010008-0.0068184i,0.0099901-0.0077375i,0.0041991-0.013945i,-0.0038678-0.01284i,-0.0068892-0.0057013i,-0.0030441+0.0027833i,0.00087264+0.0077909i,-0.00075543+0.0081965i,-0.0032857+0.006081i,-0.0046793+0.0036919i,-0.0055563+0.0063886i,-0.001663+0.013521i,0.0044366+0.015739i,0.0051603+0.01149i,0.0028991+0.0053959i,0.0019106+0.00072075i
-0.015352+0.005054i,-0.050214+0.020334i,-0.10079+0.044294i,-0.11547+0.060922i,-0.078523+0.050583i,-0.032505+0.021449i,-0.0082997+0.011323i,-0.0031575+0.019146i,-0.0053527+0.018393i,-0.0056732+0.011698i,-0.0040786+0.0062828i,-0.0043382+0.0045323i,-0.0024884+0.0053222i,-0.0011162+0.0011692i,-0.0027606-0.0037096i,-0.0028739-0.0035285i,-0.002151-0.00082021i,-0.0040108+0.00069508i,-0.0065145-0.0021241i,-0.0056369-0.0089801i,-0.0040242-0.014596i,-0.0046832-0.013774i,-0.005117-0.0083065i
-0.0029518+0.0041762i,0.0059795+0.022135i,0.029156+0.048224i,0.056035+0.0631i,0.07041+0.051964i,0.061777+0.038519i,0.038391+0.032656i,0.012174+0.022096i,-0.0045885+0.017168i,-0.0037602+0.017711i,0.0050896+0.013549i,0.0094185+0.0062374i,0.0084393-0.001534i,0.0053586-0.0072242i,0.0044226-0.0090058i,0.005425-0.0071425i,0.0051239-0.005329i,0.0058543-0.0051942i,0.0064841-0.0040006i,0.0057832+0.0013022i,0.00561+0.0071396i,0.0058123+0.0088441i,0.0055486+0.0085739i
0.014354-0.0085359i,0.0576-0.016498i,0.12542-0.020594i,0.15535-0.025209i,0.11526-0.015298i,0.061916+0.0092597i,0.028036+0.015963i,0.0069259+0.0044037i,0.00091983-0.00035933i,0.0052801+0.0037439i,0.010376+0.0069118i,0.012822+0.0049956i,0.0090766-0.00040299i,0.0057095-0.0016169i,0.0062884+0.0012275i,0.0060927+0.0028251i,0.0063908+0.0025824i,0.0074782-0.00054118i,0.0039684-0.005395i,-0.0017364-0.0058231i,-0.00053106-0.0026805i,0.0044173-0.00064469i,0.0047054-0.00086314i
0.027085-0.0087782i,0.05844-0.026093i,0.078479-0.060971i,0.058574-0.083975i,0.0088051-0.065747i,-0.032939-0.031789i,-0.036386-0.018358i,-0.015453-0.018057i,7.3973e-05-0.01567i,0.00068619-0.010798i,-0.0034407-0.004664i,-0.003834-0.0014544i,-0.0020668+0.00059319i,-0.0011841+0.0055409i,-0.0026899+0.0084915i,-0.00371+0.0073493i,-0.0015075+0.0051085i,0.0025049+0.0050802i,0.0078175+0.0074941i,0.01037+0.0069297i,0.0068701+0.0048436i,0.002143+0.0036726i,-0.0001095+0.0018532i
-0.012095+0.0087004i,-0.041347+0.0035603i,-0.079874-0.018947i,-0.10703-0.036555i,-0.10647-0.039052i,-0.077847-0.042876i,-0.041864-0.046554i,-0.015767-0.035731i,-0.0035001-0.020436i,-0.0046873-0.013304i,-0.011693-0.011955i,-0.015473-0.0083494i,-0.013457-0.002181i,-0.011764-0.0014418i,-0.0134-0.0051211i,-0.013724-0.0056399i,-0.012602-0.0033142i,-0.01393-0.0013816i,-0.017952-0.0014092i,-0.019753-0.0052988i,-0.018741-0.0091783i,-0.016081-0.0077187i,-0.0111-0.0039833i
-0.032322-0.00082308i,-0.078396+0.0055114i,-0.12896+0.027648i,-0.13076+0.042821i,-0.067407+0.018114i,-0.0045761-0.0322i,0.011375-0.047886i,0.0043273-0.022177i,0.00035992-0.0023403i,0.0018978-0.0026057i,0.00039761-0.0073378i,-0.003502-0.0068092i,-0.0033769-0.0036523i,-0.0011574-0.0069461i,-0.0017125-0.011473i,-0.0052136-0.0090437i,-0.0096952-0.0052554i,-0.011384-0.0023758i,-0.0042022+0.002652i,0.010618+0.0070549i,0.018201+0.0062213i,0.013441+0.0020102i,0.0066353-0.0017632i
0.0086417-0.0061901i,0.0073698+0.015757i,-0.0031739+0.061546i,0.0037149+0.088932i,0.029745+0.061482i,0.039476+0.032291i,0.029395+0.032089i,0.01467+0.030964i,0.0049677+0.021435i,0.0050381+0.012751i,0.01088+0.0075207i,0.013317+0.0041275i,0.013333+0.0011497i,0.014732+0.0010443i,0.017627+0.0030738i,0.017945+0.0026485i,0.014+5.7701e-06i,0.010363-0.0033057i,0.0054582-0.0073446i,-0.0022905-0.010156i,-0.0032589-0.01029i,0.00026737-0.0089771i,-0.0013568-0.0066783i
0.02143+0.017223i,0.054087+0.031217i,0.11068+0.034515i,0.13431+0.034533i,0.086868+0.062787i,0.033354+0.099971i,0.013076+0.10013i,0.0054278+0.060559i,-0.0012656+0.023286i,-0.0039431+0.010539i,-0.00018561+0.0080842i,0.0060574+0.0054407i,0.0077318+0.0032089i,0.006985+0.0061488i,0.008241+0.010693i,0.010875+0.0079332i,0.013955+0.0013069i,0.018838-0.002079i,0.021204-0.0011591i,0.018108+0.0038608i,0.011952+0.0092201i,0.0060344+0.011192i,0.0043262+0.0099881i
-0.0030046-0.010058i,0.030069-0.037456i,0.078138-0.072588i,0.088128-0.08373i,0.046802-0.051277i,-0.003694+0.0045517i,-0.020895+0.027175i,-0.011913+0.012462i,-0.006738-0.0017616i,-0.012667-0.0016838i,-0.016389+0.0055591i,-0.012037+0.0064036i,-0.009862+0.0024071i,-0.014583+0.0011681i,-0.019243-0.0002147i,-0.017706-0.00026585i,-0.011797+0.0039646i,-0.010959+0.009325i,-0.017645+0.01221i,-0.023491+0.010465i,-0.022095+0.0083847i,-0.014033+0.0083287i,-0.006814+0.0069124i
0.0057897-0.023775i,-0.001835-0.048877i,-0.029053-0.086979i,-0.061415-0.12026i,-0.073351-0.12861i,-0.059469-0.12455i,-0.0393-0.10682i,-0.021371-0.064327i,-0.0044833-0.023529i,1.7736e-05-0.0035289i,-0.0043583+0.003651i,-0.0090671+0.0066483i,-0.011057+0.0060501i,-0.010553-0.0019729i,-0.011911-0.01051i,-0.014789-0.0087188i,-0.015904-0.00034267i,-0.013208+0.0048081i,-0.0037021+0.0044564i,0.0099151+0.0002257i,0.014415-0.0047682i,0.0092802-0.005694i,0.0061288-0.0035273i
-0.0054502+0.018762i,-0.051558+0.027222i,-0.12323+0.028292i,-0.14978+0.025556i,-0.094685+0.0014429i,-0.028662-0.054994i,-0.0067748-0.082814i,-0.0026034-0.054018i,0.0043764-0.019033i,0.01068-0.0066164i,0.0099148-0.0050776i,0.0052567-0.0028517i,0.0064111+6.0826e-05i,0.012262-0.0012954i,0.015944-0.0044941i,0.013665-0.0059845i,0.0086592-0.009456i,0.0021353-0.013844i,-0.0071395-0.015503i,-0.016411-0.014321i,-0.019074-0.011995i,-0.014708-0.0097119i,-0.010354-0.0066595i
-0.03246+0.010969i,-0.048096+0.035918i,-0.044452+0.092945i,-0.010446+0.13953i,0.038126+0.11817i,0.068774+0.073584i,0.063465+0.043616i,0.031981+0.018241i,0.0089859+0.0017196i,0.007211-0.0094653i,0.0096754-0.01789i,0.0074628-0.01731i,0.0076078-0.010713i,0.010844-0.00099301i,0.014254+0.010317i,0.015804+0.01124i,0.012865+0.0021056i,0.012575-0.0045069i,0.020866-0.0065248i,0.031329-0.0048135i,0.034822-0.00068461i,0.026829+0.00051982i,0.015341-0.0014989i
0.020327-0.024537i,0.060484-0.0035811i,0.11617+0.032886i,0.14127+0.047514i,0.10826+0.053972i,0.058657+0.067565i,0.030001+0.07296i,0.014006+0.053304i,0.0024862+0.026699i,0.00071881+0.012592i,0.002943+0.0043446i,0.00428+9.6023e-05i,0.0030268-0.0018254i,-0.0042095+0.0022i,-0.0086083+0.010055i,-0.0048427+0.013396i,0.0023707+0.015015i,0.0066997+0.01704i,0.002706+0.017511i,-0.007358+0.012756i,-0.013782+0.0055432i,-0.010036+0.0020683i,-0.0049466-0.00035015i
0.050935+0.019799i,0.086369+0.011324i,0.10721-0.032165i,0.085951-0.077071i,0.0081506-0.067846i,-0.068981-0.0029934i,-0.070649+0.044386i,-0.02823+0.039708i,-0.0070873+0.023645i,-0.0068308+0.024894i,-0.0019478+0.028804i,0.0064855+0.019415i,0.0038551+0.0056026i,-0.0057844-0.0056663i,-0.012928-0.015351i,-0.015392-0.017383i,-0.014103-0.011447i,-0.0099244-0.0044587i,-0.0020376-0.0039371i,0.0039051-0.0076966i,0.002991-0.0074758i,0.00082241-0.0038676i,0.0012773-0.002166i
-0.039845+0.023141i,-0.06469-0.005153i,-0.074123-0.074949i,-0.086682-0.11563i,-0.10233-0.083048i,-0.088244-0.034648i,-0.053509-0.018273i,-0.026168-0.01466i,-0.011931-0.010726i,-0.010403-0.004058i,-0.0096924+0.0027052i,-0.0059884+0.0041441i,-0.0040177+0.0020252i,-0.0017006-0.0051898i,-0.0020805-0.0155i,-0.0061415-0.019415i,-0.011677-0.017245i,-0.020667-0.013774i,-0.032401-0.0034403i,-0.036995+0.0095916i,-0.031407+0.012442i,-0.023959+0.0093301i,-0.014693+0.0088771i
-0.048181-0.062139i,-0.092835-0.083895i,-0.14115-0.055752i,-0.13648-0.0055815i,-0.046324-0.013979i,0.028256-0.075314i,0.019323-0.10066i,-0.0058407-0.068679i,-0.0054899-0.038609i,-0.0042567-0.034804i,-0.013467-0.030201i,-0.019113-0.015427i,-0.011149-0.0015623i,0.0045189+0.0070343i,0.013097+0.011195i,0.013075+0.012473i,0.011377+0.0085577i,0.010382+0.0025583i,0.015775-0.0042107i,0.027415-0.01261i,0.034471-0.016678i,0.030086-0.013792i,0.017878-0.0077937i
0.056652-0.014491i,0.059429+0.0042165i,0.024454+0.054427i,0.00093628+0.084797i,0.017152+0.042276i,0.040258-0.028475i,0.028776-0.055699i,0.0069502-0.036653i,0.0071793-0.010724i,0.013475-0.0024311i,0.0076166-0.0034268i,-9.3191e-05+0.00091128i,0.0021131+0.0087911i,0.0048816+0.015779i,0.0052643+0.021357i,0.0082884+0.01947i,0.015655+0.012149i,0.020675+0.0060643i,0.011896+0.004618i,-0.009214+0.011831i,-0.022038+0.018291i,-0.017335+0.015238i,-0.009044+0.0085715i
0.017712+0.062305i,0.059309+0.10064i,0.11835+0.1067i,0.139+0.098376i,0.094189+0.11154i,0.049+0.12649i,0.048101+0.099462i,0.041091+0.050232i,0.017577+0.030591i,0.013139+0.031191i,0.017104+0.021309i,0.015965+0.0059072i,0.0081517-0.0072231i,-0.0063161-0.012338i,-0.015394-0.009615i,-0.017969-0.007046i,-0.018862-0.0033849i,-0.011537-0.00077862i,0.0034704-0.0060647i,0.017252-0.014696i,0.021523-0.014452i,0.01508-0.0087307i,0.0070913-0.0071739i
-0.020632-0.0027464i,0.0086033+0.00018578i,0.0807-0.012509i,0.12108-0.038086i,0.084508-0.017352i,0.03905+0.047911i,0.037164+0.072428i,0.032258+0.045098i,0.0076538+0.01641i,-0.0043787+0.0050641i,-0.0015313-0.00040904i,0.0024456-0.0075012i,0.0011217-0.014236i,-0.0032151-0.019076i,-0.0026405-0.017583i,0.00036349-0.0092405i,-0.001901+0.0012885i,-0.0071971+0.011683i,-0.011453+0.021286i,-0.013728+0.023553i,-0.013862+0.014304i,-0.011101+0.0045342i,-0.0070889+0.0028904i
0.013301-0.016205i,-0.013042-0.030151i,-0.065722-0.074663i,-0.10282-0.14371i,-0.10525-0.18061i,-0.09955-0.15336i,-0.089164-0.080392i,-0.053913-0.023941i,-0.024263-0.016962i,-0.020732-0.021492i,-0.016526-0.012414i,-0.0079125-0.00040002i,0.00025312+0.0078704i,0.013834+0.0078619i,0.020925+0.0008471i,0.019053-0.0055675i,0.016318-0.0090903i,0.012957-0.01272i,0.012269-0.02094i,0.014622-0.032192i,0.014066-0.035508i,0.011861-0.027579i,0.010081-0.015957i
-0.042677+0.025902i,-0.11369+0.0099584i,-0.19412-0.013834i,-0.22245-0.010511i,-0.18685-0.025443i,-0.15199-0.05403i,-0.13235-0.043313i,-0.085314-0.014748i,-0.031646-0.0044829i,-0.01197+0.0032885i,-0.005688+0.017231i,0.00077919+0.021368i,0.0037083+0.021025i,0.002982+0.021694i,-0.0041674+0.017976i,-0.011474+0.010731i,-0.011903-0.00036882i,-0.011729-0.0060575i,-0.01699+0.0047106i,-0.023093+0.027617i,-0.020285+0.042287i,-0.011924+0.037807i,-0.0080225+0.024682i
-0.050923-0.083381i,-0.056481-0.11519i,-0.015274-0.043829i,0.035609+0.1059i,0.067846+0.19693i,0.080471+0.15513i,0.053023+0.067057i,0.015794+0.025483i,0.0090643+0.023931i,0.013032+0.022361i,0.0031275+0.015009i,-0.0062718+0.007268i,-0.012051-0.00081393i,-0.020671-0.0028066i,-0.023834+9.9143e-05i,-0.020439+0.0060943i,-0.016617+0.01537i,-0.0093632+0.017512i,0.0041388+0.0041127i,0.016795-0.020589i,0.019781-0.03475i,0.013084-0.028797i,0.0053111-0.018273i
0.13612-0.053823i,0.24454-0.041533i,0.28171+0.021781i,0.25411+0.0731i,0.22161+0.070774i,0.19001+0.045076i,0.1486+0.0092166i,0.089628-0.0089942i,0.038975-0.00066461i,0.020801-0.0030528i,0.012376-0.015663i,0.0044657-0.017559i,0.0034438-0.016651i,0.0038283-0.016198i,0.0085824-0.013574i,0.018379-0.012398i,0.027039-0.011695i,0.02614-0.0066062i,0.013794+0.0070699i,-0.0019421+0.02632i,-0.012531+0.034158i,-0.013726+0.024902i,-0.0066912+0.011654i
0.076556+0.16776i,0.10919+0.23844i,0.10468+0.12056i,0.040906-0.10605i,-0.049177-0.19299i,-0.064235-0.12727i,-0.0029278-0.059112i,0.023013-0.039458i,0.0042078-0.029646i,0.00025112-0.018251i,0.010754-0.018024i,0.01392-0.015469i,0.016585-0.0066569i,0.022917-0.0040621i,0.023519-0.0061167i,0.013372-0.012422i,-0.0016308-0.02162i,-0.010292-0.028956i,-0.012054-0.036231i,-0.007117-0.040658i,0.0028132-0.036531i,0.0074236-0.026396i,0.0057105-0.017156i
-0.19435+0.069878i,-0.29682+0.07366i,-0.2763+0.015759i,-0.19572-0.073721i,-0.15965-0.10742i,-0.1347-0.053237i,-0.080668+0.0018859i,-0.034355+0.00014918i,-0.021213-0.010922i,-0.012646-0.0010112i,-0.0018082+0.008041i,0.00049336+0.0073506i,-0.0034842+0.0089751i,-0.0041671+0.014834i,-0.0020761+0.020665i,-0.0040826+0.024532i,-0.0093613+0.022075i,-0.011855+0.018382i,-0.0087547+0.022849i,-0.0031756+0.033252i,0.0023286+0.037546i,0.004406+0.032746i,0.002301+0.02679i
-0.06074-0.20453i,-0.10301-0.26373i,-0.12709-0.14267i,-0.066855+0.055386i,0.049592+0.10635i,0.074123+0.03612i,0.002888-0.00073117i,-0.026742+0.015995i,-0.0064191+0.017148i,-0.0075803+0.0049178i,-0.017538+0.0077043i,-0.018735+0.012315i,-0.017707+0.0098347i,-0.015753+0.0017302i,-0.013551-0.0057842i,-0.005254-0.0034235i,0.009224+0.0082778i,0.019826+0.016862i,0.021761+0.0012133i,0.011743-0.034205i,-0.0057423-0.053938i,-0.015315-0.04533i,-0.013321-0.027508i
0.17063-0.029498i,0.20312-0.022616i,0.12273+0.033922i,0.034946+0.12726i,0.024439+0.14845i,0.014524+0.055637i,-0.032775+0.0028469i,-0.039212+0.023215i,-0.0068652+0.023027i,0.0014152+0.0021877i,-0.0036982-0.0019943i,0.0057562+0.00076972i,0.016404-0.0059081i,0.0088193-0.017299i,-0.0093665-0.022363i,-0.020039-0.020073i,-0.019453-0.016286i,-0.013892-0.0068935i,-0.0054007+0.018859i,0.0077264+0.051002i,0.018774+0.06134i,0.02074+0.044727i,0.015889+0.021023i
0.010128+0.11708i,0.048089+0.09384i,0.094467-0.0086861i,0.05782-0.066091i,-0.062257-0.014124i,-0.10795+0.068361i,-0.048862+0.07443i,-0.0077851+0.031237i,-0.0096135+0.011379i,-0.0049951+0.0087389i,0.0028107+0.0022827i,0.0066231-0.0050352i,0.0076637-0.0087106i,0.0039224-0.0029774i,-0.0023573+0.0063184i,-0.013747+0.012906i,-0.027933+0.017837i,-0.03468+0.014473i,-0.032844-0.0040011i,-0.025403-0.029539i,-0.013721-0.042734i,-0.0044177-0.0372i,-0.0017077-0.024798i
-0.050661-0.043244i,0.010301-0.063616i,0.10971-0.12538i,0.13459-0.21569i,0.091718-0.19185i,0.070228-0.071689i,0.078704-0.01938i,0.052012-0.028908i,0.013557-0.017787i,0.0055219+0.0023287i,0.0011735+0.0076835i,-0.014053+0.010518i,-0.025365+0.017733i,-0.017211+0.026189i,0.010381+0.026199i,0.037211+0.012503i,0.04643-0.0051728i,0.038732-0.01484i,0.026126-0.0055583i,0.018357+0.018044i,0.012358+0.034122i,0.0064249+0.0363i,0.0042505+0.030052i
0.089234+0.033642i,0.097363+0.11802i,0.073477+0.14748i,0.083531+0.031367i,0.12733-0.13861i,0.11922-0.19872i,0.056904-0.1415i,0.021004-0.068102i,0.012672-0.026577i,0.0038764-0.0086772i,-0.0022419-0.0023476i,-0.006137+0.0011223i,-0.0055949+0.0072728i,-0.00029924+0.0055243i,-0.00019048-0.0072433i,0.00087777-0.020768i,0.012503-0.029457i,0.02494-0.035555i,0.01994-0.046694i,-0.0068849-0.057075i,-0.032027-0.049654i,-0.037182-0.02954i,-0.026354-0.015726i
-0.13028+0.14611i,-0.2786+0.2331i,-0.37387+0.31024i,-0.35702+0.34046i,-0.28362+0.24795i,-0.19127+0.095173i,-0.10671+0.01843i,-0.0498+0.0082159i,-0.018401+0.0026078i,-0.0052865-0.00020777i,0.0077159-0.0033401i,0.020458-0.010831i,0.025727-0.017704i,0.018097-0.019845i,0.0024814-0.0053437i,-0.011258+0.019521i,-0.02392+0.032544i,-0.026133+0.035904i,-0.0061183+0.043707i,0.027626+0.05198i,0.050995+0.044453i,0.049136+0.021916i,0.031382+0.0064149i
-0.1392-0.21878i,-0.17617-0.3412i,-0.14698-0.25075i,-0.095833+0.036587i,-0.071987+0.25011i,-0.058317+0.26023i,-0.025165+0.16162i,-0.0097315+0.069897i,-0.013301+0.028795i,-0.0099606+0.015151i,-0.0073385+0.0063612i,-0.0033587+0.0035151i,0.0043526+0.0019882i,0.012179-0.00088614i,0.016669-0.0032009i,0.012927+0.00016156i,0.0054144+0.015808i,-0.0033113+0.027663i,-0.018829+0.014632i,-0.040021-0.013752i,-0.050075-0.03072i,-0.040034-0.028876i,-0.025765-0.019672i
0.29802-0.15993i,0.45677-0.26661i,0.45767-0.35771i,0.37685-0.37625i,0.3273-0.27028i,0.23885-0.12678i,0.11356-0.029967i,0.047482+0.014078i,0.027076+0.013002i,0.011943+0.0018647i,0.0019376+0.0041559i,-0.0025282+0.012178i,-0.0048911+0.014744i,-0.0065044+0.0068159i,-0.0048305-0.011766i,-0.0011739-0.035697i,-0.0007704-0.052656i,-0.0025949-0.048342i,0.0068577-0.020538i,0.030992+0.011915i,0.046981+0.029876i,0.042353+0.032456i,0.027981+0.024166i
0.11198+0.33913i,0.16967+0.4187i,0.20257+0.17803i,0.16192-0.20885i,0.061656-0.38398i,0.0025465-0.29026i,-0.0059455-0.13109i,0.0015619-0.043669i,0.0087017-0.021466i,0.0032415-0.017456i,0.0018021-0.01098i,0.0053123-0.009619i,0.0021213-0.010786i,-0.0093999-0.0074083i,-0.026793-0.00034623i,-0.039026+0.0081256i,-0.035177+0.013634i,-0.021863+0.0038079i,-0.021193-0.019153i,-0.037119-0.033455i,-0.046331-0.031078i,-0.03924-0.020694i,-0.025241-0.009825i
-0.40598+0.059177i,-0.58174+0.1213i,-0.58216+0.2171i,-0.52239+0.28071i,-0.4593+0.24311i,-0.31044+0.14801i,-0.13653+0.043552i,-0.048716-0.013685i,-0.011751-0.0099608i,0.011444-0.0022981i,0.011137-0.0022105i,0.0025272-0.0009621i,-0.0052984-0.0027087i,-0.0055108+0.0009475i,0.0099001+0.014769i,0.030656+0.032246i,0.037915+0.040235i,0.028456+0.039921i,0.026194+0.04003i,0.042088+0.034182i,0.050635+0.017087i,0.038407+0.0017146i,0.023562-0.00061982i
0.057979-0.39026i,0.090947-0.43417i,0.092508-0.14744i,0.09072+0.24075i,0.10606+0.39042i,0.094747+0.25837i,0.044734+0.079425i,-0.0013864+0.017933i,-0.0092646+0.024464i,-0.0017934+0.02209i,-0.007381+0.012131i,-0.014059+0.013373i,-0.0088884+0.019386i,0.0027627+0.016273i,0.0082229-0.0042469i,0.0043073-0.030636i,0.0043169-0.042828i,0.0070628-0.037234i,-0.0066607-0.02441i,-0.037326-0.012149i,-0.057209+0.0018112i,-0.047643+0.010072i,-0.026553+0.0056499i
0.39521+0.1466i,0.53058+0.20985i,0.5005+0.16424i,0.46799+0.010599i,0.43995-0.15262i,0.2859-0.19079i,0.10796-0.1009i,0.03314-0.024306i,0.0066135-0.0092019i,-0.0052507-0.00095146i,0.0058023+2.7485e-06i,0.013542-0.010084i,0.01345-0.010788i,0.0054681-0.0049083i,-0.0064389+0.0044414i,-0.01458+0.0079489i,-0.02356-0.0010822i,-0.02084-0.0072412i,0.0067512-0.0063393i,0.044704-0.0081489i,0.064393-0.014156i,0.056127-0.015662i,0.03583-0.013802i
-0.23302+0.33425i,-0.28555+0.38048i,-0.16963+0.1442i,-0.040423-0.18899i,-0.0498-0.32159i,-0.099914-0.21976i,-0.070412-0.078742i,-0.023539-0.039201i,-0.028193-0.040581i,-0.034426-0.022706i,-0.023095-0.017043i,-0.012141-0.022288i,-0.002618-0.023537i,0.00053579-0.019831i,0.0015523-0.0055945i,0.008441+0.015684i,0.016983+0.034577i,0.0155+0.031866i,-0.0077281+0.012546i,-0.039965+0.0063908i,-0.053579+0.011197i,-0.048029+0.011635i,-0.035863+0.010704i
-0.31007-0.33741i,-0.50012-0.49582i,-0.63042-0.44622i,-0.68555-0.20599i,-0.58572+0.048397i,-0.336+0.15586i,-0.13767+0.11255i,-0.061567+0.060515i,-0.015675+0.041768i,0.0088955+0.017108i,0.0042879+0.0091163i,-0.004183+0.01848i,-0.0083029+0.019734i,-0.00060175+0.0095192i,0.012037-0.006948i,0.013671-0.018688i,0.0054041-0.016811i,0.00011928-0.0023296i,0.013089+0.011102i,0.035158+0.0059751i,0.042287-0.007514i,0.032802-0.0073757i,0.020397+0.00082664i
0.37145-0.19383i,0.50583-0.25892i,0.39367-0.17209i,0.19122+0.05611i,0.12588+0.22954i,0.13591+0.19795i,0.092158+0.093921i,0.037177+0.064907i,0.022882+0.054795i,0.0067328+0.030711i,-0.013448+0.026515i,-0.009375+0.027197i,-0.00027622+0.022125i,-0.0057111+0.015897i,-0.027165+0.005517i,-0.05435-0.0017634i,-0.061092-0.0067685i,-0.047621-0.0090762i,-0.036661-0.0053034i,-0.034236+0.0061329i,-0.031465+0.01898i,-0.01912+0.01665i,-0.0052811+0.0042765i
0.080054+0.39808i,0.13601+0.56172i,0.22438+0.46219i,0.29883+0.17543i,0.2713-0.059941i,0.16922-0.12489i,0.10927-0.083544i,0.094573-0.065644i,0.056408-0.070342i,0.021159-0.044154i,0.020363-0.015691i,0.020662-0.0070475i,0.0087221-0.00056833i,0.0053738+0.01327i,0.024547+0.029386i,0.055155+0.034322i,0.068005+0.02632i,0.055836+0.016112i,0.042293+0.0086322i,0.039624-0.0072076i,0.037068-0.027246i,0.026013-0.031914i,0.013035-0.026159i
