-0.00247+0.0011034i,-0.00067857+0.00087804i,-0.00031691+0.00014872i,-0.00026678+7.0114e-05i,-0.0014704+0.00083937i,-0.0027871+0.0004125i,-0.0017408+0.0013593i,-0.00030015+0.0024874i,0.00082423+0.002053i,0.001301+0.00073182i,0.0010388-0.00043096i,0.00058159-0.00090704i,-4.5931e-05-0.00044516i,-0.00043224+9.0635e-05i,-0.00081492+0.00032677i,-0.00017221+0.00073228i,0.001063+0.00089481i,0.0011564+0.001046i,0.00096493+0.00088216i,0.0010166+0.00050442i,0.00094483+0.00080562i,0.00076215+0.0010477i,0.00087623+0.001379i
0.0015035-1.0465e-05i,0.0024487-0.00016349i,0.0029658-0.00075337i,0.0011888-0.0015094i,-0.00069903-0.0019216i,-0.0019169-0.000281i,-0.0022332+0.00098677i,-0.0011506+0.00089335i,8.5156e-05+0.00010791i,0.00048948-0.00023125i,0.00021975-6.3518e-05i,0.00013263+0.00042793i,0.00019873+0.00075493i,0.00029943+0.00032068i,0.00013846-0.00027483i,0.00041665-0.00036666i,0.00033133+5.4401e-05i,-0.00051404+0.00012364i,-0.00039442+8.3719e-05i,0.00031229-0.00062846i,0.00070555-0.0010685i,0.00066852-0.00079978i,-1.3456e-05-0.00037029i
0.0017163-0.00046311i,0.00015898-0.00049063i,-0.00053233-0.0016247i,-0.00019529-0.0024049i,-0.0017324-0.0010062i,-0.0029178+0.00097978i,-0.0016273+0.001683i,0.00020679+0.0016683i,0.0013445+0.00088101i,0.00159+0.00023046i,0.00088283+0.00030977i,-0.00013696+0.0011033i,-7.4225e-05+0.0013802i,0.00025581+0.00093018i,0.000707+0.00058419i,0.00080849+0.00031301i,3.1672e-05-5.1406e-05i,-0.00083863+0.00074206i,-0.000797+0.0013547i,0.00035398+0.00064949i,0.00050504-0.00063967i,-0.0001983-0.00074767i,-0.00081594+0.00022002i
-0.00098594-0.00070514i,-0.0022389+0.00031424i,-0.0023141+0.00060666i,-0.0016965+0.00072667i,-0.0018927+0.00064193i,-0.0022374+0.00077561i,-0.0012029+0.00074419i,0.00019518+0.00044565i,0.00016838+0.00044543i,-0.00011315+3.0474e-05i,0.00020838-3.503e-05i,2.3781e-05+0.00048503i,-0.00053213+0.00013403i,-0.00075091+0.0001088i,-0.00053148+0.00016541i,1.3484e-05-3.1026e-05i,0.00086401-0.00034826i,0.0013217-0.00046877i,0.0010917-0.00090109i,-0.00011878-0.00053868i,-0.00032233+0.00048825i,0.00034433+0.00071421i,0.00045869+0.00091917i
0.0018333-0.00097891i,0.0020172-0.0018192i,0.0012683-0.0019152i,-0.00082273-0.0020811i,-0.0023644-0.00071283i,-0.0026172+0.0010459i,-0.0019646+0.00058465i,-0.0016265-0.00068092i,-0.00091102-0.00027524i,-0.00031221+0.00080185i,-0.0009895+0.0009588i,-0.0017632+0.00027315i,-0.0018488+0.00036449i,-0.0016179+0.00079495i,-0.0013094+0.00035576i,-0.0008277-0.00065751i,0.00017933-0.00093967i,-0.0001879-0.00032309i,-0.00046705-0.00038994i,0.00026304-0.00063811i,0.00015178-1.781e-05i,0.00047991+1.074e-05i,0.00099812-0.00070567i
0.00095587+0.001347i,0.0012963+0.0019583i,0.00096005+0.0010856i,-0.00061062+0.00018196i,-0.0021701+0.00030771i,-0.0029609+0.00020312i,-0.0020538+0.00034955i,-0.0015002+0.00046312i,-0.00083512+0.0001365i,-4.6946e-05-0.00067529i,0.00030587-0.00096266i,-0.00021327-9.886e-05i,-0.00042116+0.00044256i,-0.00043774+0.00011551i,-0.00040685-0.00019609i,0.00066015-0.0003211i,0.00080986-0.00031247i,-0.00010423-0.00050633i,-0.00041408-1.0028e-05i,-0.00033013+3.4261e-05i,-0.00017943-0.00058693i,1.3061e-06+3.2364e-05i,-4.7784e-05+0.00081831i
0.00083986-0.00030589i,-0.0003117-0.0016719i,-0.00087326-0.0021055i,-0.0009251-0.0023492i,-0.0025064-0.0017495i,-0.0030758+0.00044194i,-0.0016674+0.0010931i,-0.00035402+0.00025651i,0.00027732-0.0010648i,0.00055801-0.0013868i,-0.0002029-0.0010205i,-0.00065957-0.00085052i,2.6372e-05-0.00010675i,0.00061677+0.00021048i,-0.00069039-0.0004635i,-0.0011657-0.0010555i,-0.00046605-0.00012804i,-0.00050633+4.3023e-05i,-0.00051145-0.00046444i,-6.9656e-05-0.00043132i,-5.5201e-05-0.00087556i,-0.00070277-0.0004184i,-0.00060748-0.00020472i
-0.00039877+0.0017016i,0.00058018+0.0014316i,0.0011638+0.0017297i,0.00041742+0.00047776i,-0.00071962+5.9147e-05i,-0.0019785+0.00035811i,-0.0019674+0.00061519i,-0.00079771-0.00012532i,0.00062003-0.00065072i,0.001422-0.00013433i,0.001094+0.00019841i,0.00068939+0.00011513i,0.000959-0.00026242i,0.0015899-0.00066052i,0.0013901-0.00031624i,0.0002855-0.00026469i,4.7296e-05-0.00062519i,0.00024648-0.00012414i,0.0001761+0.00051829i,-0.00010529+0.0005646i,-3.3634e-05-1.9669e-05i,5.7031e-06-0.00080426i,-2.0448e-05-0.0013363i
0.0015485+0.0003395i,0.0020721-0.00029349i,0.001918-0.0019002i,-0.00018576-0.001743i,-0.0021502-0.0010804i,-0.002609+6.2219e-05i,-0.0019084+0.00088812i,-0.00079267+0.00027546i,-0.00025412+0.00011112i,0.00019222+4.2142e-05i,0.00058591+8.3378e-05i,0.00076444+9.4506e-05i,9.5323e-06-0.00010211i,-0.00053537+0.00040589i,-0.0003891+0.00083699i,-0.00056646+0.0001228i,-4.191e-05-0.00063657i,-0.00037364-0.00042136i,-0.00051192-4.2211e-05i,-8.4786e-05-0.00013954i,-0.00028184-0.00087539i,-4.6306e-05-0.00083781i,2.5616e-05+1.693e-05i
0.00020585+1.8301e-05i,0.00030134+0.0012194i,-0.00071783+0.00075811i,-0.0012617+7.2041e-05i,-0.0020056+0.00023023i,-0.0019893+0.00082621i,-0.0010733+0.001359i,-0.0010926+0.00073816i,-0.00073987-7.7023e-05i,0.000344-0.00044504i,0.0012407+1.3537e-05i,0.0013938+0.00077904i,0.0011963+0.00043293i,0.00081162-0.0006419i,0.00096207-0.0006295i,0.00053048-0.00060723i,-0.00018146-0.00027349i,-0.00053052+3.921e-05i,0.00010327-0.00051749i,0.00071249-0.00095938i,-4.988e-05-0.00069464i,-0.0006722-0.00018938i,-0.00037315-0.00011302i
0.00023969-0.00067225i,-0.00067488-0.0010794i,-0.0014096-0.00080654i,-0.001019-0.00087154i,-0.0013632-0.00056945i,-0.0022137+0.00034872i,-0.0013975+0.0010259i,0.00013488+0.00085701i,0.00038604+0.00036379i,0.00040823+0.00047773i,0.00038007+0.00086833i,-0.00047004+0.00088962i,-0.00067342+0.00053008i,-0.00066122-5.2853e-05i,-0.00090493-0.00034113i,-0.00083894+8.6963e-05i,-0.00052762+1.1962e-05i,-0.0001458-0.00085435i,0.00016614-0.00057396i,0.00025452+0.00020333i,0.00012149-0.0004509i,0.00035393-0.0014701i,0.00068952-0.0011116i
-0.0002616-0.00022582i,0.00080146+0.00017409i,0.0012842+0.00075399i,0.00046869+0.00064347i,-0.00099748+0.00017295i,-0.0015337-0.00011708i,-0.001193+0.00040065i,-0.0010396+0.00057828i,-0.0003611-0.00012635i,0.00077199-0.0006015i,0.0012176-0.00046208i,0.0004132-0.00016292i,-0.00041179-6.811e-05i,-0.00068658-0.00035206i,-0.00079166-0.00069035i,-0.00023209-0.00038192i,0.00023968-0.000167i,-0.00013495-0.00048443i,-0.00053047-0.0014568i,-0.00028765-0.0011375i,0.00036564+0.00017622i,-7.1863e-05+0.00044268i,-0.00060543+0.0010332i
-0.00041215+0.00011593i,-0.00065824-0.0010253i,-0.00060435-0.0013641i,-0.00012631-0.0013504i,-0.0012377-0.0013823i,-0.0018324-0.00061747i,-0.0012723+0.00049959i,-0.00080674+0.00043009i,-0.00030405-1.9154e-05i,-0.00051268+6.7878e-05i,-0.00040884-0.00057587i,-0.00010271-0.00092659i,-0.00067195-0.00089024i,-0.0011043-0.0012007i,-0.00080445-0.0014464i,-0.00021798-0.0012614i,8.6869e-05-0.00039351i,-2.0598e-05-8.2822e-05i,4.4027e-05-0.00035182i,0.00034342-0.00067943i,0.00091931-0.00070416i,0.00090741-0.00071358i,-0.00013913-0.00053669i
-0.00072654-0.00016114i,-0.00017039+0.00014052i,0.00051014+0.00079595i,0.00041241+0.0022227i,0.00013002+0.0021841i,-0.00060704+0.00092884i,-0.00077097+0.00016228i,-0.00029077-0.0001684i,0.00012469-0.00018991i,0.00017597-0.00055958i,-0.00042393-0.0010942i,-0.00095761-0.0010897i,-0.0011081-0.00042889i,-0.00052454+0.00011789i,0.00012902+0.00030696i,0.00072498-6.9397e-05i,0.00079013-0.00011316i,0.00069799+9.1337e-05i,0.00072443-0.00016058i,-0.00014178-0.00030596i,-0.00055143-0.00015898i,-0.00013522+0.00036368i,9.9831e-05+0.00042388i
-0.00070497-0.00089514i,-0.00011359-2.5995e-05i,0.00014924+0.00065406i,-0.0013873+0.00019394i,-0.0030603+0.00048769i,-0.0027293+0.001888i,-0.00095473+0.0011436i,0.00076632+0.00011417i,0.00081056-0.00023898i,0.00063651-0.00082383i,0.00021872-0.0015996i,-0.00025465-0.0020994i,-0.00022254-0.00089652i,-0.00072812+2.2284e-05i,-0.0010291-1.9059e-05i,-0.00078036+0.00020493i,-0.00044658+0.00026734i,-0.00096197+0.00048432i,-0.0011646+2.8409e-05i,-0.00053719-0.00040691i,4.5444e-05-1.1075e-05i,0.00032962+5.192e-05i,0.00029151+1.3522e-05i
-0.0031996-0.00061635i,-0.0024984+0.00074222i,-0.001278+0.0016482i,-0.0013205+0.0015343i,-0.002439+0.0010423i,-0.0028882+0.00070593i,-0.0019329+0.00026704i,-0.00094401-0.00071752i,-0.00056212-0.00052603i,0.00075678-8.4738e-05i,0.0014615-0.00048488i,0.0011647-0.00035561i,0.00073816-9.4995e-05i,0.00074966-0.00087978i,0.00080409-0.0016481i,0.00087491-0.0012479i,0.00032806-0.00050637i,-0.00030305-0.00058934i,-0.00022517-0.0011169i,-0.00021235-0.00076683i,0.00013824-8.0638e-05i,0.00047369-0.00025373i,-6.5051e-05-0.0001765i
-0.0014132-0.0026892i,-0.0029802-0.0015165i,-0.0034508-0.0012758i,-0.0028704-0.0017242i,-0.0020631-0.00056189i,-0.0010202+0.0014275i,-9.0707e-05+0.0021231i,4.7998e-05+0.001335i,0.00033621+0.000418i,0.00042275+0.0002587i,0.00037424+0.00049602i,0.0012685+0.00019706i,0.0021183-9.6399e-05i,0.0015746+2.1499e-05i,0.00059183+3.1665e-05i,5.8974e-05-0.00037041i,-5.5295e-05-0.00050541i,-0.00045151+1.0229e-05i,-0.001139+0.00041149i,-0.0014031+0.0002806i,-0.00070976+0.00011232i,-3.1032e-05+0.00047872i,-0.0006421+0.00044665i
0.0025089+0.00046187i,0.0031065-0.00034335i,0.0031296-0.0014127i,0.001543-0.0022183i,-0.00086702-0.0016486i,-0.0023168+0.00022135i,-0.0018787+0.00093472i,-0.0005621+2.9989e-05i,0.00066342-0.00041594i,0.00072535-0.0002539i,-0.00053251-0.00036364i,-0.00070765+8.8701e-06i,0.00031284+0.0004434i,0.00081027+0.00054806i,3.1016e-05-6.1951e-07i,-0.00075748-0.0010877i,0.00012667-0.0012872i,0.00026331-0.000748i,-0.0001096-0.00058523i,-0.00056503-0.00043772i,-0.00043091-0.00022728i,9.1551e-05-0.00030409i,-0.0001628-0.000378i
0.00031691+9.9701e-05i,0.00053441+0.0010518i,-0.00014167+0.00065094i,-0.0013414-0.00035765i,-0.0029077-0.00035515i,-0.003163+0.0010766i,-0.0013637+0.0027934i,0.00061032+0.0019694i,0.00094901+0.00027276i,0.00026979-0.00031439i,-0.00033896-0.00043466i,-0.00034246-0.00077135i,0.00022103-0.0006206i,0.00080169-0.00035396i,0.00057019-0.00029385i,-0.00043291+0.00042122i,-0.00056228+0.00087048i,9.8765e-05+0.00054773i,0.00046757-3.5581e-05i,0.00036406-0.00062499i,0.00031745-0.00086738i,0.00020142-0.00054056i,5.6373e-05+0.00014189i
-0.0011147-0.00010736i,-6.9691e-05+1.7807e-05i,-0.0002758-0.00059751i,-0.0017722-0.0013321i,-0.0024102-0.0012294i,-0.0024293-0.00066517i,-0.0012483-0.00056918i,0.00015063-0.00072952i,0.00094216-0.0012164i,0.00042164-0.0014143i,-0.00032566-0.0011925i,-0.00051727-0.00025365i,-0.00067694+0.00022502i,-0.00076527-0.000266i,-0.0004082-0.00025745i,-0.00047791-0.00017638i,-0.00082252-0.00096724i,-0.00031733-0.00087687i,0.00031157-0.00075494i,0.00029411-0.0010828i,-0.00015181-0.00084333i,-0.00045068-0.00050964i,-0.00083549-0.00050681i
-0.00013023+0.00089778i,5.1888e-05+0.0014451i,0.0011142+0.00165i,0.0012527+0.0013113i,-0.00072088+0.00109i,-0.0018201+0.0013618i,-0.0010381+0.001667i,0.00031444+0.0010364i,0.00015216+0.00030695i,-0.00052048+0.00015914i,-0.00088538-0.00050572i,-0.0011391-0.0010698i,-0.001187-0.00050495i,-0.0012723-0.00014638i,-0.00094551-0.00014385i,-0.00034564-3.2365e-05i,-0.00023524+8.4565e-05i,0.00015846-0.00034972i,0.00050775-0.00050201i,3.4667e-05+0.00015375i,-0.00021611+0.00038807i,4.8977e-05-0.00027552i,0.00020788-0.00054728i
0.0010032+0.00053571i,0.0008245-0.00037164i,-1.1745e-05+0.00017104i,-0.00014371+0.00025459i,-0.00076299-0.00046166i,-0.0021289+0.00060273i,-0.0020787+0.001175i,-0.00050546+0.00033203i,0.00012829+7.0167e-05i,-0.00032367+0.00027322i,-0.00066059+0.0002308i,-0.00098814+0.00012715i,-0.00030946-3.3135e-06i,-0.00015013+3.6979e-05i,-0.00033188-0.00049791i,-0.00054751-0.00091075i,-0.00071026-0.000951i,-0.00033773-0.0010551i,-2.6873e-05-0.001004i,-0.00037093-0.00055801i,-0.00076645-0.00029007i,-9.2236e-05-6.738e-05i,0.00069082+0.0002779i
0.00057451+0.00097691i,0.0010066+0.00067144i,0.00069466-0.00020188i,-0.00015066-0.001405i,-0.0014618-0.0011397i,-0.0020144-0.00018682i,-0.0010533+0.000487i,0.00013902+0.00040875i,0.00052943-0.00061283i,0.00077613-0.000996i,0.00063158-0.0001885i,-0.00011815+0.00011657i,-0.00030232-0.00048453i,-0.00037165-0.00076966i,-3.5253e-05-0.0007201i,0.00024991-0.00025045i,0.000287+0.00018967i,0.0002989-6.7286e-05i,0.0010752-6.6347e-05i,0.0016468+0.00026009i,0.0010725+8.4993e-05i,0.00078996+0.00037899i,0.00039543+0.00059543i
-0.00051695+0.0028129i,0.00084945+0.0020838i,0.0017116+0.0022158i,0.0021283+0.0022911i,0.0014464+0.001917i,-0.00016689+0.0011379i,-0.00063934+0.00012218i,-0.00013969-0.00064249i,-0.00037826-0.00050027i,2.013e-06-0.00040725i,0.00061729-0.00019836i,0.00056117-0.00058654i,0.00052692-0.0010598i,3.7071e-05-0.00088158i,-9.0907e-05-0.00027764i,-0.00020721-0.00013209i,-0.00022288-2.373e-05i,6.7403e-06+0.00033037i,6.815e-05-0.00019605i,0.00019449-0.00043328i,-0.00028413+0.00014792i,-0.00087355+0.00072138i,-0.00033139+0.00049345i
-0.00084165-0.00014024i,-0.0010567-0.00019169i,-0.00088398-0.00068278i,-0.00085399-0.00029101i,-0.0024542+0.00036384i,-0.0041957+0.00072246i,-0.0029197+0.00040028i,-0.001453+0.00022236i,-0.0012371+0.00060837i,-0.00033025+0.00028228i,0.00042399-0.00048867i,-0.00024828-0.00062872i,-0.0010485-0.0013158i,-3.9136e-05-0.0011948i,0.00048539-0.0003604i,0.00026601-0.00037436i,0.00015062-0.00091742i,0.00019338-0.00059487i,0.00044463-0.00026892i,0.0004508-0.00033025i,0.00014269+0.00041089i,0.00014822+0.0011994i,8.283e-05+0.00067874i
-0.00073657-0.0015479i,-0.00053076-0.0016559i,-0.00032187-0.00081151i,-0.0007732-0.00056191i,-0.0014031+3.352e-05i,-0.0015+0.0014188i,-0.0014052+0.001101i,-0.0010138+0.00020949i,-0.00030281-0.0002111i,0.0003363-7.2378e-05i,0.00084-0.0002717i,0.00093835-0.00078978i,0.00068578-0.00046494i,0.00099078+7.0748e-05i,0.000192+0.00052647i,-0.00026089+0.00078781i,0.00019586+0.00057463i,-0.00013809+0.00059065i,-0.00021526+0.0002849i,-4.0622e-06-0.0007365i,0.00025395-0.00089484i,0.00013364-0.00015275i,0.00037377-0.00010741i
0.0012581-0.0017825i,0.002556-0.00087328i,0.002217-0.00052959i,0.00028508-0.00119i,-0.0006026-0.0006778i,-0.0016756+0.0015167i,-0.0019587+0.0019431i,-0.00060799-7.9164e-05i,-0.00033663-0.0015004i,-0.00032572-0.00077447i,0.00044261-0.00019205i,0.00054017-0.0003978i,-0.00035963-0.00043259i,-0.00010585-0.00056941i,-6.7812e-06-0.00055131i,-0.00029594-0.00096342i,0.00035249-0.00082148i,0.00063066-0.00024977i,0.00058035-0.00062967i,0.00019192-0.00082733i,-9.7518e-05-9.309e-05i,2.2506e-05+0.00010685i,-0.00048301-0.00039773i
0.0002609-0.0011509i,-0.00088064-0.00082197i,-0.0026691-0.00016929i,-0.0034384+0.0005648i,-0.0034179+0.00039785i,-0.0020632+0.00098193i,-0.00015188+0.0018516i,0.00093017+0.0012299i,0.00061768+0.00019004i,-7.42e-05-5.7665e-05i,-0.00054746+0.00019292i,-0.00046845-4.5001e-05i,-0.00018188-0.00018157i,-0.00034441+1.5426e-06i,0.00038992+0.00020144i,0.0010046+0.00050884i,0.00092872+0.0010902i,0.0011343+0.00098784i,0.00071792-0.00094383i,-0.00043431-0.0011521i,-0.00050746-0.00047179i,-0.00028327-0.00053256i,-0.0001918-0.00010374i
-0.0004901+0.0019496i,-0.0014499+0.0025944i,-0.00093575+0.0018605i,-0.0016286-0.00043804i,-0.0032055-0.0017142i,-0.003151-0.00016031i,-0.0014266+0.0012409i,-1.026e-05+0.0012169i,0.0007578+0.00038556i,0.00083548-0.00023289i,4.3145e-05-0.00028837i,-0.00050202-0.0007153i,-0.00013755-0.00049471i,0.00020482-0.00042655i,-0.00012201-0.00054748i,-0.0002373-1.3061e-05i,0.00034858-0.00016883i,0.00068232-0.00037833i,0.00022707+4.7082e-05i,0.00019285-0.0002681i,0.00081427-0.00087074i,0.00033248-0.00075281i,-0.00024832-0.00060026i
-0.00054274+0.001712i,0.00011262+0.00081361i,0.001564+0.0012693i,0.00089021+0.00075769i,-0.00051142-0.00012115i,-0.0017627+9.7713e-05i,-0.0022215+0.0021033i,-0.00085551+0.0022684i,0.00012773+0.00079687i,0.0003995+4.7643e-05i,-5.3249e-05-0.0002968i,-0.000317-0.00030683i,0.00028912-0.00096589i,0.00051909-0.0019135i,0.00024211-0.0014271i,0.00045975-0.00034945i,-0.00019684-0.00042367i,-0.00047335-0.00025229i,0.0002507+9.0395e-05i,0.00030148-0.00010262i,0.00057198-0.00040508i,0.0011282-0.00049226i,9.8369e-05-0.00068259i
0.0012197-0.001781i,0.00074024-0.0024003i,-0.0004165-0.0028767i,-0.0011998-0.0028867i,-0.0019989-0.0015648i,-0.0025663+0.00027694i,-0.001703+0.0013823i,-9.4157e-05+0.0007758i,0.001192-6.2749e-05i,0.001301-0.00030125i,0.00021665-0.00050578i,-0.00082199-0.00051591i,-0.00040845+8.1002e-05i,0.00079525+0.00042987i,0.00038075+0.00043757i,2.7459e-05+0.00015405i,0.00082349-7.4124e-05i,0.00087362+5.5672e-06i,0.00053592-0.00023204i,0.00036947-0.00058068i,-0.00032675-0.00058314i,-0.00074321+7.3897e-05i,-0.00032359+0.00060624i
0.0013098+4.533e-05i,0.0014046+0.00063247i,0.0011168+0.00052033i,-5.4444e-05-0.0001226i,-0.002097-0.00064518i,-0.0021631+0.00089696i,-0.0011375+0.0015843i,-0.00037569+0.00016172i,-1.5846e-05-0.00060606i,0.00016095-0.00086489i,9.9612e-05-0.0015961i,-2.7416e-05-0.0016563i,-0.00013487-0.00038849i,-2.4118e-05+0.00040469i,1.3041e-05+0.00071385i,4.0364e-06+0.00018873i,-0.00012984-9.6901e-08i,-0.00028348+4.2169e-05i,0.00046704-0.00020015i,0.00082008-0.00025995i,0.00085432-0.00045671i,0.00074+0.00016803i,0.00018514+0.00083496i
-0.0010477+0.00052394i,-0.0012423-0.00010454i,-0.00085973+0.00042006i,-0.00070273+0.0010827i,-0.0015143+0.0008941i,-0.002084+0.00078769i,-0.0013323+0.00074423i,-0.00060426-5.598e-05i,-0.00024755-0.00013576i,0.00041401+8.2701e-06i,0.0008818-0.00012844i,0.00018422+0.00046789i,-0.00013535+0.00049513i,7.4909e-05-0.00055821i,-5.2413e-05-0.00074159i,-3.1482e-05-0.00019327i,0.00027611+0.00056186i,0.00033197+0.00057739i,0.00025816-0.00010036i,9.1386e-05+0.00025232i,0.00020512+0.00073123i,0.00076296-0.00049772i,0.0013053-0.00075246i
-0.0021479-0.0009935i,-0.0021465-0.00072045i,-0.002401-2.3844e-06i,-0.0023706+0.00010976i,-0.0022481+0.00059013i,-0.002314+0.0011594i,-0.0018891+0.00047224i,-0.0010196-3.9931e-06i,-0.0010136-0.00056532i,-0.00071107-0.00098772i,-7.3985e-05-0.0011108i,3.2504e-05-0.00055218i,-0.0005636-0.00056142i,-0.00066763-0.0014793i,-0.00021595-0.00082098i,-0.00054886-0.00020045i,-0.00075242+0.00014253i,-0.0007145+0.00065137i,-0.00078718+0.00016232i,-0.00023797-7.727e-05i,0.00027798+0.00052093i,0.00020959+0.00072353i,0.00070027+0.0007521i
-0.0011245-0.00055802i,-0.00089075+0.00043757i,-0.0012519+0.001232i,-0.0019791+0.00016457i,-0.0025666-0.00054797i,-0.0026024+0.00085817i,-0.0019996+0.0017766i,-0.0010192+0.0013292i,-0.00041844+0.000965i,-8.9224e-05+0.00014069i,0.00070563-0.00054435i,0.00078486-0.00017795i,0.00059771+0.00010231i,0.00052934-0.00029601i,0.00069239-0.0010502i,0.00048911-0.0013049i,0.00012061-0.00088893i,6.4633e-05-0.00016506i,-0.00029871-0.00010908i,-0.0004849+0.00031181i,-0.00048837+0.0010219i,-0.00066983+0.0011356i,-0.00038623+0.0009448i
0.0015313-0.00088863i,0.0014959-0.0014396i,0.00031446-0.0017029i,-0.00084065-0.0016113i,-0.001238-0.00088997i,-0.0020024+0.00025416i,-0.0020988+0.00079688i,-0.0010551+0.00068751i,-3.8968e-05+0.00077693i,0.00029709+0.00012322i,-6.3841e-05-2.2115e-05i,-0.00070091+0.00040269i,-0.00054939+0.00056009i,-0.00019755+0.00032902i,-0.00028186-0.00023485i,-0.00018216-0.00096207i,0.00011356-0.0010579i,6.5819e-05-0.00037805i,-0.0002533+0.0002059i,-0.00014141+0.00010124i,-0.00044069-0.00023634i,-0.00087974-0.00010546i,-0.00031516+0.00012257i
-0.00051266+0.00039235i,-0.00076236+0.00068321i,-0.0016412+0.001931i,-0.0011693+0.0022984i,-0.00026747+0.00071619i,-0.00062859-7.5163e-05i,-0.00076676+0.00055539i,9.3184e-05+4.7163e-05i,0.00068976-0.00033104i,0.00098169-0.00029771i,0.00084499-0.00014439i,-4.6284e-05+1.2128e-05i,3.9621e-06-0.00073891i,0.00024191-0.001075i,0.00013388-0.00082826i,0.00021155-0.00046564i,-0.00011197-0.00043852i,-0.00066301-0.00042485i,-0.00016698-0.00055315i,-0.00011976-0.0007535i,-0.00083085-0.00071414i,-0.001233-0.00076821i,-0.0016411-0.00013966i
0.00079473+0.00093223i,0.0025787+0.0016725i,0.0036533+0.00010317i,0.0020644-0.0017736i,-0.0010862-0.0018186i,-0.0030891-0.00028537i,-0.0027019+0.00063563i,-0.0014892+0.00097883i,-0.00086282+0.0014916i,-0.00017944+0.00068719i,-0.00010754-8.4167e-05i,-0.00058367-0.00029842i,-0.00033833-0.00033406i,-0.00018375-0.00056543i,0.00014234-0.00038376i,0.00092356-0.00018675i,0.0013187+0.00036862i,0.0012517+0.00046155i,0.0007852+0.0003972i,0.00025089-4.4675e-05i,9.155e-05-0.00017081i,-0.00017188-3.0638e-05i,-0.0006765-0.00040739i
-0.00060949+0.00039376i,-0.0004276-0.00044169i,-0.0013015-0.00033101i,-0.0013419+0.00047259i,-0.00095267+0.00074708i,-0.00094522+0.00042175i,-0.00049935+0.00045723i,-7.4171e-05+0.00081218i,0.00015504+0.00083089i,-0.00033246+0.00055191i,-0.00051324+0.00034192i,-0.00027202+0.00039581i,-0.00015405-0.00015366i,-0.00027291-0.00031324i,-0.000571-0.00026358i,-0.00022363-0.0005174i,0.00018195-0.00026062i,0.00029873-0.00017936i,-2.3332e-05+3.7961e-05i,-0.0002815+0.00087668i,-0.00011269+0.0010443i,-4.0272e-05+0.00067428i,-0.00029639+5.7022e-05i
0.0020303-0.0014607i,0.0015337-0.0026034i,0.00059937-0.0036317i,-0.0015182-0.0032094i,-0.0032528-0.0013629i,-0.0036661+0.00058909i,-0.002646+0.001348i,-0.00088095+0.0011998i,9.5781e-05+0.00037561i,0.00072316+0.00013523i,0.0010192-0.00039284i,0.00076249-0.00036963i,0.00053707-4.879e-05i,0.00034181-0.00048891i,0.00028704-0.00097603i,0.0010125+6.8027e-05i,0.0012462+0.00092028i,0.00092785+0.00013908i,0.00090415+7.6163e-05i,0.00091437+1.2091e-05i,0.00038319-0.00036865i,-0.00015818-0.00049425i,0.0006219-0.00019701i
0.0022693+0.00041041i,0.0025757+0.0011056i,0.00076162+0.00011712i,-0.00099565-0.00047339i,-0.0015423+0.00013709i,-0.0017624+0.0016744i,-0.00085376+0.001739i,-0.00019717+2.4695e-05i,-0.00011732-0.00070893i,-0.00014503-0.00029629i,4.7242e-05+0.00022786i,0.00077784+0.00069652i,0.0011762+0.00061776i,0.0014281+0.00026449i,0.0013435+0.00024176i,0.00069835+0.00027048i,0.00022364-0.00054861i,0.00021773-0.0010809i,-1.3707e-05-0.00051714i,-0.00053268-0.00037442i,-0.00077983-0.0011526i,-0.00031043-0.00084019i,0.0005685-0.00011329i
0.0021291+0.0014224i,0.0017587-0.0010314i,0.0018334-0.0031786i,0.00024278-0.0034801i,-0.0017679-0.00248i,-0.0031068-0.00015129i,-0.0023506+0.0014532i,-0.00039793+0.0010446i,0.00020746+0.00018542i,0.0001329-0.0009057i,-0.00040027-0.0012907i,-0.00086528-0.00088047i,-0.00094318-0.00067621i,-0.00080658-0.00043865i,-0.00036634+0.00032788i,0.00013609+0.00072063i,0.00016087+0.00031069i,-4.1093e-05-0.00020979i,-7.9307e-05-0.00051354i,-0.00059505-0.00077043i,-0.00071181-0.00090353i,-0.00040493-0.00035922i,-0.00030419-0.00023061i
-0.0014718-0.00036536i,-0.0016187+0.00034057i,-0.0023876+0.00010245i,-0.0033448+0.00019664i,-0.0029474+0.0015697i,-0.0012922+0.0019614i,-0.00021669+0.00023754i,0.00023546-0.00081987i,0.00030827-0.00083275i,5.3044e-05-0.0003461i,-0.00036186-0.0001601i,-0.00084693-0.00037401i,-0.00061327+0.00018085i,-0.00026998+0.00034016i,-0.00013653-0.00021378i,-0.0004811-0.00063317i,-0.0010774-7.7126e-05i,-0.0010828+0.00019825i,-0.00042256+0.00030485i,9.2086e-06+0.00013725i,-2.1437e-05-0.00033836i,-8.1838e-05-0.00014798i,0.00017444+0.00044058i
