-0.00038582+0.00057854i,0.0012097-0.0004227i,0.00026399-0.0012995i,-0.00078061-0.00072894i,-0.0011097+0.0013028i,-0.0010804+0.0029474i,-0.001152+0.0031419i,-0.00051154+0.0022387i,0.00068948+0.0015551i,0.0019089+0.0012311i,0.0021145+0.0006532i,0.0011212+0.00040221i,1.7925e-05+0.00056688i,-0.00048189+0.00047445i,-0.00050735+0.00020892i,-0.0003838-0.00023743i,6.6221e-05-0.00014664i,0.00045046-0.00013144i,0.00044173-0.00071648i,0.00025602-0.00065258i,0.00051182-0.00040516i,0.00036076-0.00012739i,-8.8296e-06+6.6474e-05i
-0.00049578+0.0018231i,0.0008863+0.001132i,0.00083052+7.9739e-05i,1.6515e-05-0.00058524i,-0.00038758+4.066e-05i,-0.0014285+0.00028852i,-0.001621+0.00018453i,-0.00087341+0.00050414i,-0.00093093+0.00057019i,-0.00030405+4.4654e-06i,-7.2715e-05+9.8921e-05i,-3.66e-05+0.00012262i,-0.00011347+1.4163e-05i,-0.00015943+0.0002872i,-0.00036336+0.00055607i,-0.00025265+8.398e-05i,0.00037259-0.000367i,-1.8104e-05+0.00012834i,-0.00038815+0.00023441i,-0.00047901+0.00028537i,-0.0014148+0.00070341i,-0.0013449+0.00094045i,-0.00058658+0.00070249i
-0.00010992+0.0022937i,-0.00090701+0.0024037i,-0.00031594+0.0015976i,3.1773e-06+0.0016122i,-0.00017041+0.0018985i,-0.00074678+0.0019807i,-0.00049827+0.0014605i,0.00043126+0.00099207i,0.00035888+0.00058054i,0.00018856-0.00048701i,0.00049719-0.0010407i,0.00035481-0.00040758i,0.00019034+5.3008e-05i,0.00026589-4.7698e-05i,-0.00037631-7.8584e-05i,-0.0010668-0.00039829i,-0.00094675-0.00048424i,-0.0003186-0.00064293i,-0.00031392-0.00085736i,-0.00069386-0.00015855i,-0.0003335-0.0002551i,1.1284e-05+0.00033282i,1.0768e-05+0.0010242i
-0.0010851+0.00043809i,-0.0001841-0.00041602i,-8.2507e-05+6.7438e-05i,-0.00024758+0.00037028i,0.0006539+8.5339e-05i,0.0014164-0.00020359i,0.0011389+9.6873e-05i,0.00042451+0.0002021i,5.6558e-05+0.00012644i,0.00026655+0.00056043i,0.00044989+0.00089419i,0.00043577-5.9504e-05i,0.00058296-8.4693e-05i,0.00028452-4.5805e-05i,1.8737e-05-2.4452e-05i,-0.00024688+0.00039866i,0.00012112-4.6017e-05i,0.00043228-0.00014508i,0.00037628+0.00029154i,-4.2658e-06+0.0003529i,-0.00082458+0.00016017i,-0.00072428+0.00014283i,-0.00043491-0.00083698i
0.0016495+0.0018956i,0.00088852-2.5363e-05i,0.00089575-0.0012908i,0.00038586-0.0014581i,-0.00023482-0.00040951i,-0.0015952+0.0017239i,-0.0011338+0.0022265i,0.0002697+0.0017029i,-0.00017889+0.0011283i,-0.00020416+0.00021734i,0.00020653+0.000199i,-0.00023268+0.00033763i,-0.00033692+0.000375i,0.00011253+1.1917e-05i,0.0005968-0.00040794i,0.00072002+0.00012319i,0.00081772+0.00015054i,0.00085399+0.00019205i,0.0007767+0.00071653i,0.0010642+0.0010318i,0.00076973+0.0013711i,0.00010547+0.00064118i,0.0004766-0.0001486i
-0.0010872+0.0022381i,0.00014349+0.0019085i,0.00039588+0.0014093i,0.00032569+0.001409i,0.00049184+0.0012491i,0.0004763+0.00062436i,-0.00012716+0.0002776i,-0.00062301+0.00038775i,-0.00053699+0.00098997i,0.00021373+0.00074641i,0.00014236+0.00051629i,-0.00035954+0.00054616i,-0.00051672-9.1869e-05i,-0.0008638-0.00042906i,-0.00058415-0.00074116i,0.0001452-0.00066519i,0.00034058-0.00027324i,-0.0002316+2.717e-05i,-0.00080111+0.0004407i,-0.00068907+0.0011694i,-9.7531e-05+0.001213i,0.00048473+0.00043667i,0.00070261+0.00025499i
-0.0010854+0.0010301i,-0.00071933+0.001282i,-0.00073838+0.00084212i,-0.00042023+0.00062843i,0.00046294+0.00063554i,0.00032277+0.00034094i,-0.0012191+0.0010391i,-0.0013599+0.0014634i,-0.00052032+0.00079879i,0.00059714-0.00045072i,0.0010704-0.00088329i,0.00063409-0.00039771i,0.0002964+5.9903e-06i,0.00024817+0.0006705i,0.00063908+0.00041567i,0.00067321-0.00044765i,0.00020249-0.00042942i,-0.00012209+1.6995e-05i,-0.0004393+0.00016192i,-0.00086971+0.00041616i,-0.0005425+0.00060076i,0.00020315+0.0001201i,0.00032848-6.1175e-05i
5.2222e-05+0.00054274i,0.00027197+0.00035978i,0.00091168+0.00052853i,0.001038+0.00032891i,0.00048424+0.00055473i,0.00039066+0.001064i,-0.00038504+0.0013397i,-0.0014185+0.00073308i,-0.00061523+0.00038312i,0.00084915+0.00055071i,0.00067118-0.00019884i,8.632e-05-0.00038065i,-0.00053233+0.00053743i,-0.00066349+0.00079018i,0.00032263+0.00050913i,0.0008618+0.00049128i,0.0013992+0.00041596i,0.0011777-8.0094e-05i,0.00013555+0.00058459i,-0.00064574+0.0012723i,-0.00072766+0.00020569i,-0.00053126-0.00037516i,-9.8092e-05+0.00081194i
-0.00093317+0.0022928i,-0.00019915+0.0020259i,-0.00025215+0.0014995i,-0.00048642+0.00053776i,-0.0004617+0.0011783i,-0.00056159+0.0014211i,-0.0011443+0.0012823i,-0.00038737+0.0018263i,0.00038348+0.0014734i,0.00031957+0.00083047i,0.0010395+5.8506e-05i,0.0013387-0.00095541i,0.0010369-0.0010556i,0.0005136-0.0004089i,0.00012183+2.7688e-05i,-0.00016413+0.00063489i,6.4469e-05+0.00077812i,-7.8053e-05-0.0001368i,-0.00085807-0.0008048i,-0.000962-0.00039914i,-0.0005374+0.00017283i,0.00063558+0.00044971i,0.0010874+0.00088678i
-0.00098871+0.0019132i,-0.00028917+0.0018379i,0.0013092+0.0014728i,0.0017453+0.00048148i,0.00087472+0.00032385i,-0.00077183+0.0011145i,-0.0018396+0.0013656i,-0.0011294+0.0013631i,-6.7531e-05+0.0013092i,0.00037904+0.00059299i,0.00010118-0.00018406i,-0.00036903+3.3397e-05i,-0.00054965+0.00038167i,-0.00048749+0.00029651i,-0.00019406+8.9493e-05i,-1.102e-05-9.0993e-05i,0.00048349-0.0005186i,0.00060584-0.00097342i,-0.00024934-0.00065883i,-0.00039915-3.7345e-05i,0.00017538+0.00040245i,0.00017289+0.00021717i,5.3491e-05-1.0061e-05i
8.6071e-06+0.00099641i,-2.4376e-05+0.00078904i,0.00028067-0.00074392i,0.00010673-0.00018977i,0.00033724+0.00088876i,0.00036744+0.001423i,0.00036233+0.0014554i,6.3061e-05+0.0010938i,0.00011412+0.00077991i,0.00079503+0.00046459i,0.00082852+0.00046834i,0.00030977+0.0002331i,0.00010446+0.00010097i,0.0004743+4.3824e-05i,0.00072738-0.00034432i,0.00037657-0.00038395i,-0.00016375-8.6134e-05i,-0.00044575+0.00032015i,-8.7593e-05+0.00020309i,0.00023794+0.00018008i,0.00031781+0.0010073i,0.00021421+0.00079372i,0.00077924-8.8132e-05i
0.00035598+0.0017997i,0.0010315+0.0012523i,0.00089298+0.00095693i,4.9063e-07+0.00070035i,-0.00093059+0.001346i,-0.0017861+0.0022097i,-0.0012187+0.002197i,-0.00020093+0.001228i,0.00044284+0.00041801i,0.00036052-0.00014531i,0.00050911-0.00070191i,0.00075929+4.5923e-05i,0.00074069+0.00073761i,0.00051154+0.00024844i,0.00012147+6.6117e-05i,0.0005949-0.00028416i,0.0014962-0.00054224i,0.00058122+0.00018596i,-0.00044125+0.00070189i,-0.00043742+0.00038164i,-1.4565e-05-0.00016686i,-4.2728e-05-0.00033608i,1.8051e-05-0.00043536i
-0.00027228+0.0016375i,0.000764+0.0013231i,0.0016635+0.00066156i,0.0018803+0.00026169i,0.0012308+0.00083949i,-0.00028117+0.0012568i,-0.0013364+0.00095183i,-0.0011674+0.0010632i,-0.00093487+0.0011344i,-0.00015617+0.00068932i,0.00064077+0.0011129i,0.00041578+0.0012652i,0.00066792+0.00080442i,0.0010284+0.00077742i,0.00028558+0.00099628i,-0.00013545+0.00063594i,1.6182e-05+0.00014903i,0.00030377+0.00016514i,9.2257e-05+6.6559e-05i,-2.9314e-05+0.00021599i,-0.00024378+0.00026657i,-0.00022445-0.00036106i,0.00021565-0.00048481i
-0.00029152+0.00059971i,-0.00070528-0.00028349i,-0.00054509-0.0008237i,-0.00031794+0.00042242i,0.00030822+0.0014073i,0.00072034+0.0017299i,0.00028178+0.001644i,0.00020026+0.0014392i,0.00053737+0.001059i,0.00056803+0.00020672i,0.00034474-0.00027476i,0.00042759+0.00041928i,0.00054714+0.00089073i,0.0001225+0.00036202i,-0.00011605-0.00019009i,-0.00011837-0.00021878i,0.00014044+0.00037618i,0.00040548+0.00070901i,0.00028889+0.00056697i,-0.00010057+0.00023828i,-3.778e-05-0.00075395i,0.00088663-0.00057304i,0.00046756+0.00033052i
0.0011824-0.00034463i,0.00070291+0.00053101i,3.0609e-05+0.0011513i,-0.00012515+0.0016205i,0.00022897+0.00251i,-0.00035735+0.0023713i,-0.0016791+0.0017612i,-0.00067632+0.0018787i,-0.00019073+0.0017497i,-0.00074979+0.00076811i,0.00062837-0.00044697i,0.0015129-0.00060833i,0.00068481-0.00036214i,0.00011373-0.00031652i,-0.00013207-0.00035452i,3.3746e-05-0.00013275i,-7.6789e-05+0.00034658i,-0.00013548+0.00068366i,-0.00052614+0.00022853i,-0.0010832-0.00050515i,-0.00049075-0.00062099i,-6.5391e-05-0.00037806i,-0.00012989-4.5176e-05i
0.00047067+0.00076178i,0.0015802+0.0012877i,0.0019143+0.0013423i,0.00029507+0.0011061i,-0.00077019+0.0012226i,-0.00096336+0.0010886i,-0.00066969+0.00047939i,-0.00024902+9.1355e-05i,-0.0007243+0.00032971i,-0.00085753+0.00045793i,-0.00049431+0.00030099i,2.6817e-05-0.00023249i,0.00034454-8.1908e-05i,0.00033542-0.00033768i,-0.00011134-0.00069384i,-0.00025786-0.00035018i,0.00038313+0.00035027i,0.00053839+0.00093977i,-0.00032023-0.0001307i,-0.00056538-0.001461i,0.00029945-0.00058173i,0.00094773+0.00013576i,0.00020163-0.00068224i
-0.00051802+0.0018615i,0.00021614+0.001555i,0.00016287+0.00084469i,-0.00064659+0.00094861i,-0.0004681+0.0021282i,-0.00026562+0.0021674i,-0.00037391+0.00098028i,-0.00015302+0.00014767i,3.1773e-05+6.4266e-05i,0.00023489+0.00053339i,0.00037548+0.00082594i,0.00044284+0.00038313i,3.0675e-05-0.00013744i,-5.1002e-05-0.00021788i,0.00021269-0.00033072i,4.8827e-05-0.00080808i,-0.00023808-0.0006802i,-0.00042697+0.00019866i,-0.00085089+0.00040773i,-0.00065527+0.00035194i,-0.00036076-0.00030527i,-0.00094248-0.00087049i,-0.0008766-0.00073251i
0.00038674+0.0013393i,-7.917e-05+0.00062578i,2.2724e-06+0.0002432i,-0.00032041+0.00052963i,-0.00074121+0.0012881i,-0.0010099+0.001222i,-0.0012414+0.000692i,-0.0014386+0.00077766i,-0.0010519+0.0014199i,-0.00042828+0.0014316i,0.00026105+0.00068885i,0.00042336+0.00063636i,-6.2218e-05+0.0009788i,5.237e-05+0.0013517i,0.00065561+0.0010319i,0.00063138+0.00030642i,0.00016807-0.00051532i,-0.00017809-0.0011413i,5.0922e-05-0.00084952i,-0.0001781-0.00018554i,-0.00036632+0.000132i,-0.00028004+0.00037812i,-4.128e-05+0.00051847i
0.0015168+0.00073581i,0.00073508+0.00090961i,-3.3235e-05+0.00011786i,-0.00057381-1.2639e-05i,-0.00094105+0.00098369i,-0.0004274+0.0019569i,0.00038941+0.0022477i,0.00048291+0.0018205i,0.00052561+0.00078638i,0.00031349-0.00015525i,-0.00021052-0.00043463i,-0.00010977-0.00065149i,0.00097455-0.0006907i,0.00074284+0.00025873i,0.00026125+0.00052067i,7.7097e-05-0.00067634i,0.00014396-0.00062032i,-0.00036198-0.0002538i,-0.0010945-0.00018431i,-0.00096126+0.00059117i,-0.0010314+0.00088592i,-0.000977+0.00083131i,-0.00014569+0.0006998i
0.00089195+0.0016011i,0.00082495-7.373e-05i,0.00030723-0.00039556i,-0.00017311+0.00010943i,-0.00037938+0.0014829i,-0.00091609+0.0019981i,-0.0011224+0.0018188i,-0.00067201+0.0019665i,-0.00020899+0.002084i,-6.1645e-05+0.00082163i,-8.3664e-06-0.00023264i,0.00028923+0.00039017i,0.00077457+0.00044674i,0.00040281+0.0002491i,-5.2956e-05+0.00014875i,-0.00046912-0.00047404i,-0.00074632-0.00034529i,-0.00054705+3.595e-05i,-0.00019457-0.00036212i,-0.00022724-0.00093513i,-8.5191e-05-3.5785e-05i,9.4079e-05+0.0010415i,0.0008699+0.00046186i
2.0462e-05+0.0023474i,0.00075203+0.0020575i,0.00044341+0.0014285i,0.00036521+0.0014627i,0.00022106+0.0016164i,0.00028891+0.0015718i,0.00020266+0.001713i,-0.00040781+0.0013639i,-0.0007958+0.0001809i,-0.00023628+0.00049574i,-1.7275e-06+0.00036632i,-0.00049734-0.00078645i,-0.00039656-0.00055457i,-0.00068609-0.0010082i,-0.00077156-0.0013308i,0.00020354-0.00025317i,0.00035686-0.00020187i,-0.00033009-0.00055994i,-0.00046559-0.00012611i,-3.0716e-06+0.00042171i,3.1856e-05+6.3193e-05i,-5.9786e-05-0.00019407i,0.00037731+0.00064629i
0.00020329+0.0012452i,4.4055e-05+0.0010492i,0.00013747-0.00032262i,0.0004494-0.00034576i,0.00051817+0.00061358i,-0.00010203+0.0015648i,-0.00087078+0.0012518i,-0.00055761+0.00025187i,0.00019572+0.00041166i,0.0005485+0.00078865i,0.00049451-0.00036942i,0.00028876-0.00099504i,0.00038027-0.00038769i,5.4865e-05+0.00036206i,-0.00023043+0.00031252i,0.00018125-3.1261e-05i,0.00027383-4.6288e-05i,5.1374e-05-2.4579e-05i,-0.0002857-0.00013419i,-0.00034678-6.9996e-05i,-0.00018077+7.6333e-06i,0.00048772+0.00018231i,0.00039668+0.00014425i
-0.0015093+0.0014225i,-0.0013896+0.0016108i,-0.0010119+0.0015666i,-0.0010182+0.001377i,-0.0017276+0.0017047i,-0.0011312+0.0014401i,-0.00054573+0.00060172i,-0.00030967+0.0012213i,0.00022959+0.00095858i,0.00054923+0.00026534i,0.00055271-9.2555e-05i,0.0012863-0.00045304i,0.00095055+0.00020169i,7.8461e-05+0.00080192i,5.8523e-05+0.00057887i,-2.6449e-05+0.00092825i,-0.00015111+0.00079372i,-0.00039175+0.00083071i,-0.00030175+0.0011297i,0.00015567+0.00082118i,0.00030455+0.00070865i,-0.00010267+0.0010586i,-0.0004067+0.00060055i
0.00056733+0.0021644i,0.00053347+0.0012442i,0.0013403+0.00028481i,0.00065859+3.0659e-05i,-0.0012761+0.0010635i,-0.0017147+0.0016168i,-0.00037828+0.002073i,-0.00031641+0.0022693i,-0.00060873+0.0014338i,0.00036491+0.00099886i,0.00081695+0.0006031i,0.00041115+0.00049121i,-0.00027673+0.00031617i,-0.00019039+3.9665e-05i,0.00051735+0.00020026i,0.00070591+0.00034979i,-6.1018e-05+0.00026166i,-0.0016074+0.00025257i,-0.002226+0.00054539i,-0.0011387+0.0007877i,9.9953e-08+6.3099e-05i,1.7272e-05-0.00039914i,-0.00057212+0.00019351i
-0.00027566+0.00048501i,0.0011465+0.0011072i,0.00040898+0.0011922i,-0.00040866+0.00085805i,-0.00038158+0.0012845i,0.00034214+0.0018071i,-5.571e-05+0.00082972i,-0.0010493+4.9139e-05i,-0.00097858+0.00015681i,-0.00024946+0.00046207i,6.0533e-05+0.00084904i,0.00010337+0.00068528i,-5.1262e-05+0.00078904i,-0.00013687+0.00096355i,-1.8173e-05+0.00042687i,0.00038705-0.00054876i,-8.5262e-06-0.00068973i,-0.00055074+0.00034858i,-0.0001715+0.00034247i,0.000155-0.00014382i,-0.0008182+0.00017782i,-0.0011693+0.00031467i,0.0002311+0.00065822i
-0.0011703+0.00084125i,-0.00052739+0.00039069i,2.2993e-05+0.00063117i,-0.00014183+0.00042661i,-0.00052003+0.00097961i,-0.00042263+0.0017047i,-0.00073175+0.0012005i,-0.0011747+0.001359i,-0.0011059+0.0015919i,-0.00074161+0.00090413i,-0.00037578+0.00067079i,0.00022802+0.00069541i,0.0002+0.0010482i,-0.00023727+0.00054779i,0.00044045-0.00016993i,0.00058795+0.00023336i,2.9039e-05+3.4249e-05i,-0.00042342-0.00082178i,-0.00091757-0.0014016i,-0.00089909-0.00088905i,-0.00054166+9.6332e-05i,-0.00024733+0.00029665i,-0.00037857+0.00034798i
-0.00074147-0.00079447i,0.00031824-0.00040977i,0.00017887-0.00048481i,-0.00066644+9.9023e-05i,-0.00096363+0.0017489i,-0.0011682+0.0026277i,-0.00087419+0.0020893i,-0.00091801+0.0011769i,-0.0010631+0.0013283i,-0.00033321+0.0011527i,0.00040547+0.00042647i,0.0010952+9.8344e-05i,0.0012147+7.2114e-05i,0.00081615+0.00021685i,0.00016662+0.00026785i,0.00047856+0.00011714i,0.00070087-0.00027408i,0.00017274-0.00024926i,-2.2219e-05-0.00020982i,0.00044077+0.00030558i,0.00043548+0.00077096i,-0.00026698+0.00099525i,-0.00053675+0.00073755i
-0.00067097+0.0016895i,-0.00025268+0.0018383i,-7.2607e-05+0.00074268i,-0.00049937+5.5791e-05i,-0.00045297+0.0009935i,-0.00026398+0.0012994i,-0.00034107+0.0012651i,-0.00056415+0.0011762i,-0.00076602+0.00070279i,-0.00066068+5.8288e-05i,-0.00026543-0.00057008i,-0.00021376-0.00076328i,0.00062145-0.0001093i,0.0011578+4.2659e-05i,0.00027129+6.8197e-05i,-0.00025843-0.00037794i,0.00043096-0.00087984i,0.0004825-0.00047924i,-0.00054574+0.00022889i,-0.00052197+0.00044195i,0.00021045+0.0005069i,0.00046079+0.00091147i,0.00045684+0.00033782i
-0.00086308+0.0010658i,-1.3994e-05+0.0014415i,1.3236e-05+0.0009451i,-0.00023004+0.00078396i,-0.00022893+0.0010815i,9.7669e-05+0.0010392i,0.0005896+0.00094902i,-0.00015233+0.0010616i,-0.00087379+0.0010536i,-0.00031129+0.00098611i,0.00014182+0.00060368i,-1.3685e-06-0.00011332i,-0.00058362-0.00049431i,-0.00048929-0.00036971i,-4.022e-05-0.00035045i,0.0001694-0.00036475i,0.00033949-0.00027997i,0.00011408-0.00021706i,0.00021357+0.00029858i,0.00017598+0.00035371i,-0.000497+0.00030929i,-0.00040433+0.00035289i,0.00059515+0.00054706i
0.00066529+0.00097235i,0.00016876+0.00048762i,-0.00060411-0.00055247i,-0.00066058+0.00010093i,-0.00081984+0.0018058i,-0.00029229+0.0019519i,1.5186e-05+0.00050519i,0.0002011+0.00026669i,0.00045249+0.00061714i,0.00033953+0.00025656i,0.00066234-0.00019351i,0.00098188-0.00035918i,0.00088127-0.00024053i,0.0008561-0.00023069i,0.00098298-0.00062292i,0.00027713-0.00052455i,-0.00041949-0.00065663i,-9.1208e-05-0.0004141i,-0.00012646+0.00042075i,-0.0005865+0.00015241i,-0.00019982-0.00074906i,-0.0005169-0.0010562i,-0.00097218-0.00047186i
0.00050618+0.00050016i,0.0013658-0.00017244i,0.00029073-0.00067478i,-0.0010466-0.00027931i,-0.0015054+0.0010507i,-0.00066113+0.0019134i,-0.00020981+0.0013106i,5.6049e-06+0.0010565i,-0.00012758+0.0014002i,-0.00076964+0.00098135i,-6.2899e-05-4.862e-05i,0.00065372-8.4193e-05i,0.00043904+0.00057785i,0.00016937+0.00065178i,-4.0474e-05+0.00027778i,5.4063e-05-0.00018811i,0.00026749-0.00042026i,-0.00038858+0.0003232i,-0.001429+0.00015537i,-0.0012833-0.00042628i,-0.00062003-0.00021401i,-0.00090523+0.00019341i,-0.0012213+0.00060906i
-0.0001013+0.0030347i,0.00058951+0.0025844i,0.0014712+0.0011398i,0.0012337+0.00034451i,6.5695e-05+0.00067893i,-0.0011985+0.0010264i,-0.00088079+0.001106i,-0.00015658+0.0012743i,-0.00071522+0.00080531i,-9.1859e-05-0.00010553i,0.00082928-0.00054849i,0.00061532-0.00043136i,7.0674e-06-0.00047818i,-0.00040341-0.00013988i,0.00027229-0.00021565i,0.00043554+0.00016603i,-4.4273e-05-0.00025588i,-0.00017878-0.00071904i,-0.00048147+4.6861e-05i,-0.00052186+0.00014785i,-0.00029486-0.00060055i,0.00058297-0.00062909i,0.00046849+0.00039615i
-0.0012727+0.0015463i,-0.0016282+0.0015622i,-0.00062281+0.00099291i,0.00054248+0.001189i,0.00016256+0.001786i,-0.0005816+0.001838i,-0.00043856+0.0015596i,-0.00076044+0.0009784i,-0.001341+0.00047015i,-0.00060155+0.00068952i,0.00075203+0.00037816i,0.00071102+9.4338e-05i,-0.0001787+4.2784e-05i,-7.465e-05-0.00081707i,0.00023718-0.00065505i,-0.00024374+0.00026622i,-0.00045157-0.00010037i,-2.7233e-05-0.00086253i,-0.00024387-0.00076786i,-0.0006839+0.0002716i,9.9046e-05+0.00013628i,0.00044766-0.00050962i,0.00017976-0.00010692i
-0.00048359+0.0017055i,-0.00039008+0.0006435i,0.00051155+0.00036236i,0.00047139-0.00032819i,-0.00020451+0.00045539i,-0.00020531+0.0014381i,-0.00036057+0.0011859i,-0.00053212+0.00068596i,-0.0003798+0.00033236i,0.00024866+0.00044263i,-0.00027629+0.00041211i,-0.0012181+0.00043506i,-0.00052511+0.00045701i,0.00020544+0.00034304i,-0.00031376-0.00011269i,-0.00038167-0.0010486i,-1.7319e-05-0.0010309i,2.2874e-05-0.00053246i,-6.7969e-05+0.00013561i,-0.00047552+0.00060437i,-0.00061083+0.00049038i,-0.00048319+0.00093297i,8.4185e-05+0.00099318i
0.00067144+0.0020307i,0.00061974+0.0022833i,0.00046658+0.00074815i,-0.00033132-0.00056416i,-0.0013732+0.00022105i,-0.0011774+0.0012583i,-0.00053421+0.0012421i,-1.0316e-05+0.0013242i,0.00049082+0.0014304i,0.00021445+0.0013858i,-6.0578e-05+0.0013798i,-0.00025726+0.00064928i,-0.00051308+7.0337e-05i,-0.0003324-0.00029367i,0.00037758-0.00028195i,0.00021928+8.4301e-05i,-3.2619e-05+0.00050967i,-0.00032007+0.00044987i,-0.00082984-0.00035857i,-0.00062596-0.00083394i,-0.00094335+9.8095e-05i,-0.0012936+0.00079736i,-0.0008629+7.9201e-05i
-0.00014647+0.0022623i,-0.00051542+0.0015505i,-0.00058939+0.00056564i,-0.00067265-5.975e-06i,-0.00051815+0.00062698i,-0.00059814+0.0023536i,-0.0010881+0.002827i,-0.00088992+0.0018394i,0.00010577+0.00023655i,7.9829e-05-0.00044619i,0.00023081-1.9055e-05i,4.3692e-05-0.00017421i,-0.00054094-0.00014095i,0.0005543-9.0224e-05i,0.0014072+0.00032079i,0.0015016+0.00059734i,0.00077048+0.00032937i,-0.0004106+0.00056495i,-0.00073384+0.00055233i,-0.00057861+0.00063189i,-0.00030441+0.00033838i,0.00013959+0.00025374i,-0.00031215+0.00090748i
0.00035963+0.001003i,0.00027354+0.00087276i,0.00050335+0.00013683i,0.00019229+0.00052712i,-0.00054073+0.0014726i,-0.00075813+0.0014806i,-8.1646e-05+0.00068572i,0.00055399+0.00078474i,0.00018903+0.00038394i,0.00018271-8.536e-05i,0.00072631-9.793e-05i,0.0012489+0.00043993i,0.0006699+0.00080876i,-0.0001412-0.00046714i,-5.0539e-05-0.0013042i,0.00012173-0.0010067i,0.00018681-0.00081078i,0.00031655-0.00079706i,0.00011607-0.00084329i,0.0004454-0.00029201i,4.1013e-05+0.00023709i,-0.00036331+0.00016304i,0.0001949-9.4836e-05i
0.00099886-0.0002906i,0.00077654+0.00099749i,0.00010592+0.0011643i,-0.00031569+0.0011391i,-0.00015873+0.0011717i,0.00020157+0.001682i,0.00035082+0.0017165i,0.00096378+0.0010041i,0.0014116+0.00054415i,0.0012351+0.00056893i,0.00063154+0.00058662i,0.00038411+0.00026687i,0.00046991+0.00016947i,0.00030723+3.5477e-05i,-1.4529e-05-0.00021631i,-0.00062517-0.00011104i,-0.00080647-0.00022645i,-0.00026669-0.00063205i,7.1203e-05-0.00030547i,-0.00018648+0.00022294i,-0.00031888+0.00064714i,-7.0168e-05+0.00055088i,-0.00030647-0.00031577i
-0.00038756+0.00021533i,0.00068107-8.0603e-06i,0.00050657-2.2372e-05i,-0.00061003+0.00044801i,-0.0010655+0.0013658i,-0.00062908+0.0011486i,-0.00050954+0.0010813i,-0.0013974+0.001028i,-0.0012387+0.00012298i,0.00022087-9.2394e-05i,0.0007259+0.00024875i,0.00085712-0.0001274i,0.0012375-8.0674e-05i,0.0010481-0.00011712i,0.00047645-0.00022519i,2.4498e-05+5.3184e-06i,-0.00055399-0.00016215i,-0.00049409-0.0003469i,0.0002032-0.00028968i,0.00027367-0.00013528i,0.00010901+9.4686e-05i,0.00046719+0.00034728i,0.00075668+0.00045452i
-9.61e-05+0.00068556i,0.0014765+0.00080829i,0.00099683+0.00087799i,-0.0008697+0.0010612i,-0.0013307+0.0010296i,-0.00038855+0.001599i,-0.00051216+0.0014723i,-0.0010757+0.00074322i,-0.00054336+0.00077623i,-0.00051115+0.0012582i,-0.00013761+0.00087244i,0.00010628+0.0001669i,-0.00038534-0.00036702i,0.00013412-0.00075228i,0.00062766-0.00040538i,-6.2569e-06-0.00012909i,-0.00094097-8.3998e-05i,-0.0010254+8.0541e-05i,-0.00067788-0.0002509i,-0.00076518-0.00033051i,-0.00048023-0.00013415i,-0.00026036+0.00010537i,-0.00017788+0.00056125i
-0.00010237+0.00031535i,6.8952e-05+0.00024699i,0.00046296+0.00022111i,0.00047257+0.00074876i,-0.00017614+0.0016811i,-0.00087234+0.0017372i,-0.00044468+0.0013337i,-8.0848e-05+0.0013791i,-0.00046891+0.00087711i,0.000286+0.00064592i,0.0012233-6.8169e-05i,0.001096-0.00064221i,0.00031687-0.00043845i,-0.00010617-0.00063509i,-3.2365e-05-0.00060154i,0.0010099+2.98e-05i,0.00092259-0.00016709i,6.4028e-06+1.9038e-05i,-0.0010473+0.0011112i,-0.0012558+0.00096781i,-0.00088664+3.5044e-05i,-0.00057009-0.0006252i,0.00022548-0.00023898i
-0.00016584+0.00078114i,0.0004351-1.9282e-05i,0.00040955+0.00035663i,0.00027455+0.0012652i,0.00040991+0.0018293i,0.00025059+0.0016425i,-0.0004551+0.0013685i,-0.001286+0.0012838i,-0.00089509+0.00081827i,0.00033782+0.00029046i,0.00070849+0.00073931i,-5.1334e-05+0.00058823i,-5.2111e-05-0.00059928i,0.00023752-0.00074175i,2.4379e-05-0.00029021i,-0.00052011+1.0401e-05i,-0.00063658+0.00024166i,-0.00028205+0.0009202i,-0.00020294+0.001092i,-0.00053867+0.00027052i,-0.00091536-0.00028576i,-0.00043485-0.00027375i,0.00056818-0.00028494i
-4.2368e-05+0.00076992i,0.0013903+0.0010716i,0.00061935+0.00063646i,-0.00042193+0.00089102i,-0.00082757+0.0015437i,-0.0011133+0.0018813i,-0.00067367+0.0017421i,-0.00028925+0.0014106i,-0.00035486+0.0016928i,-0.00041073+0.0017195i,-0.00029469+0.00090706i,3.5206e-05+0.00032817i,0.00044905+0.00036674i,5.1454e-05+0.0007493i,-0.00069443+0.00030117i,-0.0007457-0.00029183i,-0.00027001-0.00028962i,-7.9424e-05-0.00082632i,-0.00018685-0.00081807i,-0.0003637+0.00040891i,-0.00050239+0.0010867i,-0.00067844+0.00087873i,-0.00033335+0.00016801i
