0.00039867+0.00087347i,0.00078486-0.001017i,0.00013545-0.0029949i,-0.00054196-0.0038663i,-0.0019515-0.0015165i,-0.0025591+0.0014657i,-0.0011752+0.0021223i,0.00077166+0.00096108i,0.0013614-0.00019162i,0.0010504-0.00072145i,0.00083665-0.0007986i,0.00036581-0.00069107i,-0.00091562-0.00022935i,-0.00099514+0.00033212i,0.00065442+0.00054493i,0.00094587-0.00029746i,-7.9518e-05-0.00038322i,-0.00033583-4.5623e-05i,-1.125e-05-0.00056147i,-0.00040065-0.00070846i,0.00017546-0.00047836i,0.00089776-0.0003548i,0.00017634-0.00017457i
-0.23078-0.026358i,-0.27915-0.01303i,-0.20056-0.0082108i,-0.15772-0.054165i,-0.24554-0.1205i,-0.30582-0.12398i,-0.23154-0.069621i,-0.11044-0.025912i,-0.034761-0.018859i,-0.016817-0.02452i,-0.023257-0.017573i,-0.031988-0.0041627i,-0.038329+0.003168i,-0.036187+0.010105i,-0.025742+0.01967i,-0.012694+0.026501i,-0.0075687+0.021458i,-0.014161+0.01552i,-0.015449+0.028811i,0.0040775+0.049354i,0.0265+0.049936i,0.028046+0.035214i,0.019604+0.022092i
-0.077293-0.12549i,-0.12682-0.11272i,-0.11092-0.017514i,-0.025327+0.088807i,0.027467+0.17365i,-0.012758+0.21666i,-0.052151+0.19536i,-0.034322+0.12253i,-0.010006+0.048522i,-0.0061823+0.010666i,-0.0092704+0.0010973i,-0.0097648+0.003466i,-0.0029608+0.002248i,0.011771-0.013021i,0.025261-0.037872i,0.030925-0.059301i,0.034183-0.062206i,0.035162-0.051037i,0.025038-0.048726i,-0.0002417-0.057638i,-0.023307-0.059368i,-0.022909-0.051664i,-0.010687-0.042871i
0.046727+0.030278i,0.016311+0.11811i,0.021667+0.18504i,0.15471+0.12957i,0.32658+0.0026587i,0.3757-0.065196i,0.26762-0.048337i,0.12693-0.013337i,0.052483+0.0023579i,0.028534+0.0073072i,0.027586+0.0085385i,0.027465-0.0049213i,0.013079-0.018177i,-0.0074401-0.015734i,-0.027664+0.0010945i,-0.040182+0.021425i,-0.04006+0.025137i,-0.02711+0.01851i,-0.0037435+0.020663i,0.022049+0.028158i,0.036471+0.032588i,0.031597+0.03229i,0.020414+0.030233i
-0.0064862-0.025568i,-0.045982-0.043903i,-0.080265-0.035402i,-0.083885-0.057716i,-0.078213-0.16518i,-0.071345-0.23957i,-0.029012-0.20242i,0.0070912-0.12241i,-0.0013644-0.054353i,-0.010548-0.0079538i,-0.0069317+0.003413i,-0.0050449-0.0036232i,0.0021994-0.0032043i,0.014639+0.0065554i,0.02907+0.0188i,0.047171+0.034975i,0.062494+0.049735i,0.06127+0.047455i,0.038798+0.029981i,0.01034+0.016684i,-0.0077148+0.0090565i,-0.015053+0.00066322i,-0.017368-0.00221i
0.019624-0.20244i,-0.028921-0.34794i,-0.12716-0.29033i,-0.21691+0.0052238i,-0.25012+0.26847i,-0.21111+0.28596i,-0.12761+0.14923i,-0.06715+0.040189i,-0.036735+0.018942i,-0.0067427+0.020525i,0.0033727+0.0078007i,-0.0028073+0.010755i,0.00073662+0.020442i,0.0061573+0.020129i,0.0092594+0.012085i,0.011949-0.0069703i,0.013778-0.022291i,0.018976-0.018387i,0.030701-0.011647i,0.036986-0.020652i,0.024491-0.032855i,0.0090777-0.028975i,0.0034468-0.01797i
0.13314-0.01789i,0.13402-0.10885i,0.029632-0.17671i,-0.017208-0.12369i,0.076352-0.019624i,0.12985+0.03164i,0.05783+0.051956i,-0.00040221+0.072327i,0.0057578+0.06456i,0.0050673+0.035452i,-0.0098012+0.02065i,-0.011522+0.014888i,-0.0088265+0.0050256i,-0.016635-0.0044737i,-0.035845-0.011243i,-0.060049-0.010146i,-0.074556-0.0043279i,-0.074552-0.0062577i,-0.0771-0.0061293i,-0.077688+0.01535i,-0.055715+0.042283i,-0.027308+0.044045i,-0.014777+0.028529i
0.048928+0.31716i,0.1388+0.45547i,0.19829+0.3322i,0.14886+6.3686e-05i,0.024561-0.23883i,-0.061788-0.22394i,-0.054456-0.064207i,0.0039777+0.023497i,0.017814+0.0057746i,0.00050095-0.003403i,0.0064745+0.0034971i,0.012479+7.3709e-05i,0.011944+0.0032736i,0.024415+0.0075443i,0.040064+0.0084749i,0.050014+0.01092i,0.045562+0.013282i,0.029478+0.014611i,0.023708+0.010819i,0.030852-0.0043905i,0.034687-0.023969i,0.034758-0.03216i,0.034388-0.029656i
-0.13335+0.12942i,-0.046438+0.21257i,0.10182+0.1465i,0.067634+0.0082077i,-0.096865+0.014815i,-0.10567+0.10702i,0.013425+0.072795i,0.037953-0.022054i,-0.0078371-0.043997i,-0.019274-0.0267i,-0.011045-0.015839i,-0.0060863-0.0087893i,-0.0014696-0.016196i,-0.009364-0.040199i,-0.025114-0.057441i,-0.035031-0.062316i,-0.035029-0.064263i,-0.027757-0.059047i,-0.024479-0.042733i,-0.027334-0.020297i,-0.027894+0.00034008i,-0.026192+0.012729i,-0.023301+0.012881i
-0.094687-0.29471i,-0.115-0.41392i,-0.0091999-0.31659i,0.16809-0.051055i,0.31173+0.11631i,0.32597+0.051303i,0.18066-0.081993i,0.034302-0.098416i,-0.00052043-0.055117i,-0.0030642-0.046643i,-0.015459-0.040103i,-0.012222-0.024622i,-0.0038649-0.008226i,0.010223+0.01777i,0.029845+0.038225i,0.035584+0.046241i,0.029829+0.047742i,0.026354+0.037333i,0.025698+0.014591i,0.019273-0.0040791i,0.0067335-0.0062211i,-0.0020637-0.00037088i,-0.0050291+0.0080643i
0.040446-0.24708i,-0.083544-0.36378i,-0.26296-0.30266i,-0.26717-0.15879i,-0.11607-0.16123i,-0.08001-0.23252i,-0.13494-0.16153i,-0.090059-0.042186i,-0.015785-0.015316i,-0.0086676-0.0080889i,-0.014195+0.01762i,-0.010863+0.023351i,-0.013785+0.02637i,-0.017944+0.039046i,-0.017685+0.045849i,-0.0018177+0.042241i,0.023545+0.028065i,0.032789+0.017758i,0.028956+0.020254i,0.026325+0.014168i,0.01901-0.0046716i,0.0084913-0.011912i,0.0083576-0.004521i
0.10112+0.164i,0.10282+0.29232i,0.047373+0.3089i,-0.039508+0.16624i,-0.1878+0.054505i,-0.26701+0.11383i,-0.14844+0.18244i,-0.026757+0.11915i,-0.023012+0.045923i,-0.031533+0.033801i,-0.0099982+0.017706i,-0.00031457-0.004531i,-0.0025479-0.01558i,0.0021101-0.025617i,0.00026616-0.035514i,-0.01301-0.03816i,-0.019652-0.030853i,-0.0081216-0.02195i,0.0082149-0.02412i,0.0080302-0.026959i,-0.0031241-0.010254i,-0.0086183+0.0044904i,-0.010216-0.0022707i
0.051296+0.22859i,0.13961+0.38035i,0.20655+0.37547i,0.13729+0.26419i,0.050161+0.25616i,0.11361+0.28831i,0.18952+0.19214i,0.12014+0.078493i,0.03336+0.054306i,0.019488+0.038311i,0.016381+0.018219i,0.0085946+0.019033i,-0.0064146+0.02183i,-0.031199+0.034142i,-0.037458+0.061176i,-0.025907+0.081632i,-0.015436+0.084535i,-0.0078579+0.071173i,-0.0035901+0.060184i,0.0011302+0.055013i,0.011967+0.034482i,0.018281+0.0068732i,0.011278-0.0026511i
0.032584-0.052561i,0.16263-0.2002i,0.33199-0.31011i,0.41252-0.31718i,0.36963-0.2929i,0.27862-0.27092i,0.15756-0.21839i,0.077475-0.12852i,0.054934-0.067601i,0.033326-0.0516i,0.006438-0.044464i,-0.0021075-0.034797i,0.012221-0.032338i,0.033747-0.051928i,0.040421-0.087708i,0.029144-0.10941i,0.014759-0.10345i,9.3669e-05-0.08057i,-0.0131-0.057264i,-0.017849-0.040272i,-0.015239-0.024673i,-0.0083479-0.012513i,-0.0014223-0.012261i
-0.059599-0.13726i,-0.12076-0.24474i,-0.26679-0.24556i,-0.34125-0.11876i,-0.25046-0.082672i,-0.20612-0.15916i,-0.22267-0.14162i,-0.14409-0.057669i,-0.033156-0.032198i,0.011325-0.030943i,0.022053-0.019689i,0.02315-0.0118i,0.020355-0.0051533i,0.014766+0.013981i,0.007508+0.044654i,0.0036765+0.05576i,-0.0073742+0.036946i,-0.021179+0.019142i,-0.019493+0.019215i,-0.0082236+0.026571i,-0.0046288+0.029125i,-0.006705+0.024402i,-0.0062377+0.01774i
-0.072592+0.05829i,-0.12997+0.19532i,-0.1275+0.25334i,-0.068293+0.15874i,-0.074753+0.081843i,-0.14463+0.10809i,-0.14837+0.15518i,-0.083546+0.13874i,-0.030705+0.077112i,-0.016352+0.028723i,-0.025011+0.0045974i,-0.038304-0.0097541i,-0.047032-0.021636i,-0.053001-0.035492i,-0.059528-0.047053i,-0.050731-0.039741i,-0.017917-0.021775i,0.014406-0.017213i,0.02293-0.029617i,0.012865-0.046294i,0.0013957-0.049796i,-0.004824-0.034412i,-0.0045373-0.012509i
-0.072104+0.14786i,-0.1028+0.38974i,-0.0017936+0.57806i,0.13874+0.54537i,0.17487+0.38281i,0.16955+0.24442i,0.17293+0.13432i,0.13452+0.051832i,0.074514+0.023863i,0.042366+0.022381i,0.042009+0.024986i,0.052236+0.027087i,0.058003+0.029331i,0.066318+0.033985i,0.076991+0.033198i,0.076859+0.018766i,0.066076-0.0030603i,0.057519-0.017388i,0.053005-0.018069i,0.038459-0.00984i,0.0081309+0.0064564i,-0.015811+0.021448i,-0.015154+0.021659i
-0.0051035-0.12399i,-0.01277-0.29468i,0.00035871-0.44594i,0.013732-0.47716i,0.042464-0.38549i,0.12049-0.27582i,0.14502-0.25686i,0.047993-0.2387i,-0.036885-0.13974i,-0.035561-0.042528i,-0.021429+0.0042022i,-0.019723+0.026113i,-0.024263+0.024619i,-0.049132+0.0073604i,-0.087025+0.00054459i,-0.10684+0.017377i,-0.089729+0.039619i,-0.059846+0.043328i,-0.044168+0.030832i,-0.037868+0.017217i,-0.023779+0.0047686i,-0.0096143-0.0095328i,-0.016303-0.019404i
0.10015-0.1458i,0.072401-0.26449i,-0.077155-0.22245i,-0.18932-0.049617i,-0.16276-0.0086194i,-0.14344-0.11477i,-0.16983-0.1146i,-0.12981-0.022089i,-0.05682+0.012309i,-0.026198-0.0099837i,-0.016103-0.033261i,-0.0027543-0.039728i,0.01139-0.03105i,0.04493-0.019188i,0.10341-0.024373i,0.13438-0.045967i,0.10649-0.053269i,0.060194-0.034971i,0.033025-0.011922i,0.026493-0.0039631i,0.022995-0.0059626i,0.016463-0.0028491i,0.017896+0.0024672i
0.14791+0.064653i,0.19979+0.036474i,0.094868-0.049667i,-0.080971-0.09897i,-0.15807-0.02365i,-0.12879+0.12493i,-0.040967+0.20032i,0.03319+0.16874i,0.026714+0.11015i,-0.018948+0.086583i,-0.042608+0.076483i,-0.051712+0.055149i,-0.058862+0.03815i,-0.078233+0.036375i,-0.10553+0.056061i,-0.097814+0.0763i,-0.055612+0.065972i,-0.023348+0.033087i,-0.016721+0.01012i,-0.016693+0.0095864i,-0.012306+0.009043i,-0.0097518-0.0036235i,-0.0089506-0.012537i
-0.0856+0.24225i,-0.010083+0.42663i,0.23521+0.46599i,0.45241+0.3615i,0.45039+0.23847i,0.34+0.14483i,0.24652+0.055815i,0.15946-0.033105i,0.081661-0.073933i,0.050341-0.07162i,0.041435-0.07762i,0.020052-0.079178i,0.017029-0.066797i,0.043547-0.070701i,0.056593-0.086683i,0.04197-0.086533i,0.022589-0.065882i,0.016646-0.041572i,0.022185-0.028255i,0.026701-0.026243i,0.026446-0.023933i,0.023134-0.014028i,0.021199-0.0050215i
-0.32559-0.15054i,-0.55661-0.30163i,-0.65059-0.41747i,-0.56722-0.40154i,-0.37424-0.31275i,-0.2047-0.25652i,-0.16616-0.21784i,-0.18261-0.12336i,-0.13969-0.020693i,-0.06715+0.029707i,-0.0098999+0.056137i,0.03036+0.064943i,0.039619+0.061454i,0.028225+0.077943i,0.021329+0.10509i,0.022904+0.10831i,0.026934+0.08046i,0.028691+0.050407i,0.02239+0.039056i,0.0085248+0.040516i,-0.0043849+0.042349i,-0.008993+0.036418i,-0.0056741+0.025167i
0.17091-0.29321i,0.24871-0.37228i,0.28049-0.23225i,0.27835-0.022175i,0.22438+0.061198i,0.11297+0.073182i,0.068038+0.11618i,0.11336+0.1077i,0.12237+0.030505i,0.066689-0.019187i,0.0045225-0.03286i,-0.040133-0.035991i,-0.05264-0.033424i,-0.046133-0.058634i,-0.056164-0.1082i,-0.08125-0.11619i,-0.083575-0.069105i,-0.052675-0.022636i,-0.014616-0.011658i,0.0017628-0.017346i,-0.00026096-0.018411i,0.00085149-0.025164i,-0.0038295-0.038279i
0.36635+0.086726i,0.46359+0.12671i,0.27748+0.1123i,-0.0084829+0.049909i,-0.047253-0.021087i,0.11936-0.10195i,0.19946-0.14712i,0.16609-0.10296i,0.12529-0.048424i,0.081505-0.033743i,0.062017-0.0082003i,0.076906+0.019909i,0.068116+0.031712i,0.049417+0.067635i,0.073079+0.11741i,0.11268+0.11699i,0.1098+0.067293i,0.069742+0.016952i,0.024378-0.013693i,-0.0079276-0.029812i,-0.024878-0.030655i,-0.036488-0.010689i,-0.034877+0.014914i
0.081167+0.30516i,0.29923+0.33212i,0.58481+0.090424i,0.61893-0.1897i,0.29848-0.21832i,-0.025112-0.065485i,-0.098757-0.0081107i,-0.083208-0.081257i,-0.11842-0.11986i,-0.14424-0.083765i,-0.13682-0.054182i,-0.11715-0.047868i,-0.087064-0.05449i,-0.074043-0.07761i,-0.090883-0.091623i,-0.099234-0.06712i,-0.064918-0.021208i,-0.0092866+0.0039085i,0.027209+0.0043404i,0.036098+0.0033798i,0.030374+0.0030952i,0.023866-0.001003i,0.019677-0.004589i
-0.57486-0.051327i,-0.97827-0.066922i,-1.1273-0.047376i,-0.9489+0.064529i,-0.59315+0.20768i,-0.2443+0.28692i,-0.053954+0.28845i,-0.00073727+0.22199i,0.026255+0.12739i,0.05341+0.042829i,0.0572-0.018865i,0.031733-0.040482i,0.01925-0.01852i,0.048514+0.0095981i,0.07977+0.014147i,0.076643-0.0086901i,0.043195-0.042548i,0.0074976-0.05244i,-0.0061771-0.034418i,-0.0086433-0.015473i,-0.013053-0.0019904i,-0.011522+0.011622i,0.0018466+0.021015i
0.061676-0.46076i,0.14596-0.63388i,0.25588-0.55659i,0.34061-0.41993i,0.30368-0.4103i,0.11433-0.39883i,-0.02003-0.26716i,-0.0094975-0.11775i,0.019057-0.035589i,0.0093348+0.022848i,0.00035347+0.091708i,0.016969+0.12942i,0.01743+0.11118i,-0.025464+0.086081i,-0.061281+0.094282i,-0.052785+0.11249i,-0.025314+0.10912i,-0.0072886+0.083798i,0.0009023+0.051953i,0.007531+0.027775i,0.011092+0.01758i,0.0080129+0.013744i,-0.00014621+0.0042225i
0.51742+0.19571i,0.79925+0.45028i,0.73751+0.70759i,0.39592+0.7685i,0.092704+0.58883i,-0.048403+0.31745i,-0.080172+0.13755i,-0.008895+0.089298i,0.086853+0.052068i,0.1139-0.0049553i,0.10097-0.068765i,0.065302-0.11192i,0.043029-0.093921i,0.062516-0.076568i,0.066383-0.10423i,0.02462-0.12038i,-0.024414-0.093301i,-0.049062-0.048751i,-0.054303-0.017346i,-0.058817-0.00036634i,-0.053869+0.0079327i,-0.029899+0.0036902i,-0.0085201-0.0079561i
0.013073+0.16161i,-0.006132-0.031887i,-0.02857-0.48924i,-0.037385-0.69299i,0.013207-0.39008i,0.10699-0.051565i,0.089529-0.011558i,-0.069429-0.064083i,-0.1898-0.02796i,-0.20081+0.032023i,-0.16254+0.080468i,-0.10075+0.093012i,-0.073475+0.05643i,-0.090629+0.04862i,-0.083426+0.089006i,-0.031987+0.11085i,0.019878+0.078255i,0.034919+0.018788i,0.023389-0.021057i,0.017992-0.036029i,0.013813-0.041928i,-0.0045616-0.037422i,-0.019704-0.020165i
-0.42669+0.13045i,-0.7444+0.35927i,-0.85303+0.69202i,-0.63141+0.86826i,-0.25537+0.67374i,0.037013+0.3393i,0.17453+0.14012i,0.18826+0.039337i,0.13687-0.023872i,0.082304-0.04903i,0.034047-0.056848i,0.0063405-0.043447i,0.020135-0.027478i,0.051731-0.042326i,0.06703-0.080203i,0.044007-0.10766i,0.0044995-0.10091i,-0.0066093-0.061856i,0.011633-0.013673i,0.027652+0.020119i,0.031032+0.036239i,0.039842+0.032359i,0.050248+0.0076311i
-0.099102-0.39611i,-0.07091-0.62644i,0.14332-0.73262i,0.3704-0.83787i,0.35822-0.91048i,0.1487-0.73128i,-0.013903-0.40489i,-0.036037-0.18359i,-0.024944-0.10851i,-0.040802-0.092929i,-0.047062-0.07034i,-0.031384-0.047688i,-0.024955-0.022945i,-0.032956+0.013832i,-0.045011+0.03677i,-0.046817+0.039822i,-0.025898+0.033137i,0.000743+0.0078124i,0.0071081-0.028211i,-0.0093986-0.04494i,-0.028299-0.035957i,-0.037596-0.014698i,-0.03359+0.0055288i
0.51914+0.1222i,0.94556+0.17937i,1.095+0.19005i,0.82586+0.18757i,0.38522+0.1624i,0.01863+0.02306i,-0.18736-0.088928i,-0.17475-0.061096i,-0.066181-0.00072385i,-0.017201+0.069034i,0.011862+0.12349i,0.030422+0.12182i,0.025513+0.090881i,0.017442+0.051824i,0.0058741+0.041025i,0.015049+0.067368i,0.038465+0.077028i,0.034267+0.059847i,0.0068321+0.053211i,-0.0070505+0.065979i,0.0032685+0.074414i,0.018529+0.062623i,0.027018+0.041769i
-0.42914+0.20395i,-0.96767+0.36712i,-1.4059+0.41017i,-1.2507+0.40551i,-0.58125+0.42515i,0.029849+0.3394i,0.21023+0.15883i,0.08285+0.091252i,-0.008025+0.11109i,0.019067+0.062628i,0.042563-0.013482i,0.041065-0.040762i,0.034069-0.034372i,0.024715-0.030376i,0.024368-0.053217i,0.0019328-0.089295i,-0.04361-0.086098i,-0.038409-0.052056i,0.021468-0.057903i,0.037035-0.096012i,-0.0075143-0.10084i,-0.036171-0.073543i,-0.033848-0.040908i
0.15896-0.071444i,0.31574-0.060918i,0.51627+0.1764i,0.51593+0.36247i,0.2392+0.20852i,-0.064198-0.039955i,-0.13963-0.12486i,-0.087591-0.14654i,-0.13893-0.14761i,-0.2451-0.09148i,-0.26061-0.033519i,-0.20531-0.015096i,-0.14863-0.0066659i,-0.089197+0.0080364i,-0.029227+0.01273i,0.019353+0.0047841i,0.056394-0.010901i,0.064845-0.031479i,0.040659-0.035892i,0.016062-0.022145i,0.0089554-0.0089713i,0.013856+0.0085031i,0.017536+0.024116i
-0.018544-0.22494i,-0.17309-0.52277i,-0.38424-0.76811i,-0.40358-0.63081i,-0.10877-0.042034i,0.27533+0.47916i,0.3912+0.45535i,0.20051+0.14056i,0.025591-0.076488i,0.0067282-0.18988i,-0.0052226-0.2078i,-0.036989-0.13187i,-0.039614-0.063638i,-0.041481-0.038912i,-0.057165-0.025575i,-0.068091-0.0063051i,-0.071063+0.018411i,-0.068568+0.05014i,-0.034645+0.08556i,0.026128+0.101i,0.062487+0.087106i,0.058596+0.057639i,0.045271+0.029705i
0.11364-0.077551i,0.12322-0.10054i,0.077497+0.062093i,0.22983+0.31487i,0.3982+0.19088i,0.16394-0.19858i,-0.16743-0.28973i,-0.17509-0.17117i,-0.096023-0.11916i,-0.094518-0.034128i,-0.037732+0.053877i,0.048986+0.052872i,0.091543+0.00020047i,0.10416-0.061839i,0.096988-0.12281i,0.044321-0.1728i,-0.050449-0.18119i,-0.12093-0.13481i,-0.11879-0.067579i,-0.08698-0.022657i,-0.06932-0.00025118i,-0.040784+0.01492i,-0.0081606+0.017991i
-0.36783+0.64688i,-0.29853+1.3276i,-0.068259+1.6622i,0.17289+1.4367i,0.41593+0.94183i,0.64965+0.37297i,0.606-0.14326i,0.28531-0.3462i,-0.00029711-0.30361i,-0.16657-0.19157i,-0.18178-0.029486i,-0.085478+0.074884i,-0.038688+0.086927i,-0.032571+0.066633i,-0.013757+0.029227i,0.02025-0.0068963i,0.064225-0.053321i,0.065316-0.10843i,0.014938-0.11874i,-0.02029-0.070772i,-0.01493-0.0085191i,-0.013621+0.029057i,-0.027728+0.046202i
0.068473+7.8242i,2.5162+6.1445i,6.1872+4.6788i,7.5819+1.6007i,6.4024-1.5381i,3.4346-3.0673i,0.64496-2.0932i,-0.45324-0.382i,-0.053887+0.49444i,0.63385+0.18267i,0.39004-0.61204i,-0.51714-1.0308i,-1.3479-0.96129i,-1.7492-0.50133i,-1.5068+0.044351i,-0.91474+0.32646i,-0.39737+0.25911i,-0.081315+0.035441i,0.11101-0.12654i,0.20592-0.20801i,0.21919-0.2712i,0.17865-0.25993i,0.14142-0.12653i
-0.08268+0.0085531i,-0.14166+0.19201i,-0.32029+0.37911i,-0.42994+0.39464i,-0.28446+0.3142i,-0.064541+0.24933i,0.04708+0.17713i,0.029785+0.10135i,-0.034215+0.079722i,-0.036499+0.073614i,-0.0055494+0.025352i,-0.015689-0.012654i,-0.031037-0.021758i,-0.025465-0.027494i,-0.026614-0.009107i,-0.035222+0.024474i,-0.063542+0.040289i,-0.096925+0.06152i,-0.083193+0.077631i,-0.03608+0.045438i,0.0012026+0.0035673i,0.019577-0.0060516i,0.027129-0.0030332i
0.26278-0.10646i,0.4145-0.25744i,0.61975-0.23773i,0.85912-0.1182i,0.85643-0.12585i,0.55955-0.24219i,0.19062-0.30232i,-0.089326-0.22329i,-0.17848-0.071087i,-0.13898+0.021338i,-0.10086+0.068355i,-0.042187+0.10401i,0.009291+0.080783i,-0.01985+0.011144i,-0.092412-0.049611i,-0.13746-0.061825i,-0.11761-0.040049i,-0.062586-0.023702i,-0.019906-0.0080387i,0.020839+0.018386i,0.062541+0.034313i,0.076125+0.024696i,0.06582+0.0099744i
0.22893+0.18631i,0.2597+0.0082492i,-0.028764-0.19336i,-0.33882-0.12363i,-0.27483+0.002178i,-0.079148-0.12378i,-0.097428-0.23037i,-0.17145-0.072953i,-0.12191+0.1043i,-0.014923+0.14517i,0.070463+0.10719i,0.10404+0.05164i,0.08033+0.032704i,0.046412+0.075808i,0.053832+0.12488i,0.073091+0.12386i,0.068151+0.094556i,0.036154+0.059532i,-0.020907+0.022102i,-0.072011-0.011033i,-0.089075-0.038926i,-0.0764-0.049872i,-0.049398-0.033158i
-0.34117+0.36081i,-0.44886+0.72694i,-0.40979+0.84362i,-0.45043+0.58941i,-0.62827+0.28641i,-0.64331+0.21563i,-0.36248+0.23819i,-0.059808+0.16141i,0.058531+0.078197i,0.047792+0.050711i,-0.0082718+0.040719i,-0.037863+0.045283i,-0.021434+0.030745i,0.0021827+0.012992i,0.030736+0.018749i,0.05202+0.02309i,0.042997+0.040024i,0.027802+0.065433i,0.027658+0.064046i,0.038322+0.035004i,0.040894-0.0072378i,0.012716-0.036018i,-0.026932-0.031774i
-0.39544-0.092942i,-0.46024-0.065113i,-0.27206-0.13979i,-0.084276-0.2562i,-0.00054572-0.12058i,0.12675+0.1452i,0.23865+0.18974i,0.20318+0.087023i,0.13745+0.031232i,0.10651+0.015967i,0.061975-0.0018593i,0.010661-0.024166i,-0.0052275-0.032575i,0.0087453-0.046362i,-0.0070406-0.082755i,-0.059229-0.10009i,-0.087896-0.08988i,-0.077564-0.060112i,-0.054148-0.013184i,-0.037637+0.029621i,-0.026972+0.062554i,-0.00091454+0.071284i,0.025418+0.047467i
0.14533-0.62511i,-0.0055325-0.75142i,-0.097332-0.44024i,0.059489-0.019172i,0.28437+0.075966i,0.30292-0.08324i,0.14623-0.14546i,0.012595-0.065552i,-0.060137-0.001378i,-0.095472+0.026885i,-0.072547+0.066894i,-0.015728+0.095074i,0.021173+0.075207i,0.020906+0.030645i,0.0044289+0.014594i,-0.001411+0.026046i,-0.0092099+0.017433i,-0.028434-0.0081854i,-0.035929-0.011304i,-0.018337-0.0051681i,-3.3372e-05-0.022008i,-0.0037707-0.036923i,-0.01611-0.020119i
0.7076+0.19647i,0.93679+0.14262i,0.73932+0.042628i,0.3043-0.064701i,-0.01388-0.13012i,-0.085402-0.04739i,-0.027917+0.074001i,0.007148+0.10359i,0.0090735+0.10032i,0.024363+0.080635i,0.04754+0.036136i,0.046515+0.020303i,0.016685+0.047925i,-0.0043644+0.095936i,0.028743+0.13441i,0.085901+0.12494i,0.095291+0.094792i,0.066076+0.076666i,0.043956+0.051687i,0.030862+0.024988i,0.020903+0.012413i,0.012839+0.01472i,0.014405+0.021831i
-0.044688+0.39981i,0.077739+0.2054i,0.10414-0.21348i,0.0073859-0.29236i,-0.0034653-0.045436i,0.049795+0.048699i,0.03028-0.0013235i,-0.0015296-0.010076i,0.021958-0.0045251i,0.04643-0.027302i,0.0055983-0.071637i,-0.048121-0.09096i,-0.036633-0.076228i,-0.0022444-0.073931i,0.0049874-0.092609i,-0.0031077-0.10441i,-0.0028732-0.089189i,0.00669-0.064483i,0.0081815-0.055231i,0.00028403-0.050523i,-0.0045192-0.038847i,0.0019426-0.032408i,0.0081162-0.036908i
-0.63859+0.15412i,-0.7684+0.4563i,-0.60219+0.55596i,-0.47384+0.29391i,-0.50119+0.054381i,-0.45199+0.041794i,-0.27336+0.030055i,-0.1101-0.028825i,-0.029273-0.059519i,0.0023633-0.035782i,0.042028-0.00053882i,0.052869-0.013809i,0.028701-0.033083i,0.034784-0.030579i,0.043535-0.044683i,0.020849-0.071734i,-0.0056414-0.093654i,-0.025231-0.09116i,-0.035732-0.054853i,-0.031792-0.014293i,-0.018561+0.011112i,-0.0065072+0.026962i,0.00074959+0.031201i
-0.089719-0.8362i,-0.27124-1.1388i,-0.21009-0.93906i,0.1612-0.45009i,0.39257-0.087285i,0.30284+0.055795i,0.13613+0.070102i,0.0097651-0.0030991i,-0.081584-0.05915i,-0.11294-0.055825i,-0.11973-0.0089491i,-0.10906+0.055435i,-0.08939+0.065814i,-0.10828+0.033481i,-0.1463+0.038893i,-0.14912+0.085004i,-0.11096+0.10594i,-0.06079+0.080574i,-0.022603+0.039167i,-0.0090662+0.0079401i,-0.017548-0.0031468i,-0.026435-0.00072703i,-0.025852+0.01069i
0.75261+0.19283i,0.87266+0.14601i,0.34234+0.025686i,-0.36063-0.011677i,-0.5171-0.0096206i,-0.23465-0.097152i,-0.023228-0.16732i,0.03552-0.11502i,0.060882-0.036888i,0.075473-0.013185i,0.094937-0.032511i,0.11226-0.061644i,0.10387-0.057855i,0.10935-0.015404i,0.16372+0.018738i,0.20702+0.01425i,0.17558+0.0097198i,0.099266+0.024159i,0.040579+0.030562i,0.015914+0.022947i,0.0096437+0.01135i,0.0092854-0.0014065i,0.0090319-0.014376i
-0.2918+0.67922i,-0.25101+0.94917i,0.10517+0.81699i,0.4916+0.3604i,0.45986-0.02091i,0.13918-0.042652i,0.012766+0.079362i,0.052115+0.053892i,0.029308-0.025119i,-0.0098266-0.032041i,-0.030825-0.026093i,-0.054177-0.026508i,-0.064654-0.019559i,-0.080675-0.018979i,-0.10583-0.035076i,-0.10712-0.059361i,-0.066226-0.079618i,-0.013838-0.093849i,0.0074901-0.091582i,0.014221-0.069267i,0.036054-0.044398i,0.051893-0.032543i,0.040296-0.026851i
-0.499-0.32768i,-0.7061-0.44888i,-0.72912-0.33168i,-0.61799+0.0045107i,-0.34728+0.24299i,-0.042142+0.15663i,0.01803-0.026391i,-0.052661-0.024607i,-0.032245+0.05104i,0.010522+0.048757i,0.0073522+0.020824i,-0.0069315+0.011619i,-0.0039468+0.018094i,0.017198+0.024786i,0.015174+0.026841i,-0.021382+0.043706i,-0.0564+0.066942i,-0.066132+0.079106i,-0.056691+0.082066i,-0.051876+0.081015i,-0.060042+0.07544i,-0.064354+0.065422i,-0.052071+0.055517i
