-0.0055455-0.000246i,-0.0030152-0.00056221i,-0.0031048+0.00015812i,-0.0028489+0.0013603i,-0.0026372+0.0028681i,-0.001996+0.0018215i,-0.00086537+0.00092625i,-0.00016831+0.0015556i,0.00015999+0.0020122i,0.00060838+0.0016194i,0.00027511+0.00078977i,-0.0001238+0.00042982i,-0.00024306+0.00022058i,-0.0011411-0.0001496i,-0.0013199+0.00014207i,-0.00072386+0.00024818i,-0.00067351-0.00025418i,1.0039e-05+0.00024651i,0.00061804+0.00057127i,0.00040136+0.00037685i,0.00017237-0.00041104i,0.00027976-0.00043925i,0.00031631+0.00020926i
-0.00050267+0.0001979i,-0.00042635-0.00030498i,-7.8429e-05-0.00034229i,-0.00056204+0.00056416i,-0.00071125+0.00032548i,-0.00063636-0.00076815i,-0.0012552-0.0010766i,-0.0014065-0.00051454i,-0.00073266+0.00056922i,-3.3511e-05+0.00015585i,0.00072487-0.00065619i,0.00076065-0.00074539i,0.00023954-0.00062139i,0.00018374+3.9406e-05i,0.00032764+0.00081126i,-0.00020153+0.00071918i,-0.00062961+0.00023778i,-0.00060797+0.00032518i,-0.00076766+0.00032989i,-0.00060611-0.00050934i,4.9628e-06-0.001059i,-0.0001299-0.00053299i,3.797e-05-0.00012077i
0.00045493+0.002522i,0.00039896+0.0010004i,0.0017861+0.00063965i,0.0021632+0.00064328i,0.0011171+0.00058848i,0.00053857-0.00020882i,-0.00037161-0.00030281i,-0.0012157+8.5493e-05i,-0.0010955-0.00016426i,-0.00020622-0.00013324i,0.00038306-5.1088e-05i,0.00030994+1.6358e-05i,-7.7809e-05-1.8712e-05i,-0.00127+0.00035511i,-0.0015233+0.00085874i,-0.00042022+0.0005499i,-0.00027945-0.00022814i,-0.0011185-0.00092779i,-0.00037718-0.0013348i,0.00083589-0.0012763i,0.00079485-0.00075665i,-0.0001278-0.00023634i,-0.00039138+0.00017531i
0.00025693+0.00099625i,0.00015774+9.3342e-05i,-0.00069205-0.00012681i,-0.0019017-0.00069488i,-0.0021688-0.00094685i,-0.0019274+2.7638e-05i,-0.0021002+0.00058888i,-0.0015574+0.0011638i,-0.00055827+0.001704i,0.0004171+0.0014297i,0.0010495+0.00063474i,0.00060695+8.9648e-05i,0.00015355+0.00056415i,0.00025824+0.00034367i,-3.862e-05-3.3548e-05i,0.00030052+5.4446e-06i,0.001188-3.3374e-05i,0.00034905+0.00015242i,-0.00044517+0.00027541i,-0.00049411+0.00059252i,-0.00023242+0.00096976i,3.2883e-05+0.00059899i,-0.00062914+3.558e-05i
-0.0012843+0.0010827i,-4.041e-05+0.0020232i,-0.00024375+0.0018209i,-0.001514+0.00090156i,-0.00090984-0.00015166i,-0.00021161-0.00083504i,0.0001842-0.00097825i,-0.0003973-0.00010342i,-0.0013818+0.001012i,-0.001063+0.00096723i,-0.00049864+7.1363e-05i,-0.00062896-0.00022728i,-0.00085653+8.4923e-05i,-0.0010067+0.00013904i,-0.00061625+0.00040186i,0.00024418+0.00072416i,-7.2253e-05+8.7795e-05i,-0.00090374-0.00030694i,-0.000619-1.1625e-06i,-8.4983e-05+0.00019647i,-9.3838e-05+3.7501e-05i,-0.00011129+0.00010277i,-0.00039299+0.00055551i
0.0021784-0.00093796i,0.00077536-0.0011923i,-1.6832e-05-0.0015314i,-0.00083237-0.0014142i,-0.0018489-0.00043842i,-0.0020908+6.2569e-05i,-0.001282+0.00035651i,-0.0010496+0.00045842i,-0.00094608+0.00076948i,-0.00035937+0.0010244i,-0.00056138+0.00010976i,-0.0016688-0.00071629i,-0.0017286-0.00044744i,-0.0005733+0.00048773i,4.9851e-05+0.000792i,-0.0002317+0.00083197i,-0.001187+0.00018742i,-0.00091655-0.00069383i,-0.00016058+6.6579e-05i,0.00015009-0.00031341i,0.00075496-0.0014838i,0.00094284-0.00075703i,0.00034768+0.0010447i
0.0028686+0.0016592i,0.0026213+0.00091526i,0.00235-0.00027574i,0.002161-0.0011361i,0.00065084-0.0014932i,-0.00086642-0.0014145i,-0.0015332-0.0012061i,-0.0014602-0.00097228i,-0.0001373-0.00078859i,0.00052258-1.4896e-05i,7.2436e-05+0.00031896i,-0.00033251-0.00063647i,-0.00010922-0.0010843i,4.9329e-05+0.00015157i,0.00061891+0.00059262i,0.00070688+0.00016677i,-0.0006285-0.00057471i,-0.0012055-0.00096408i,-0.00077202-0.00078494i,-0.0002617+0.00013941i,0.0001539+0.001052i,0.00028977+0.0010863i,-4.0504e-05+0.00082705i
-0.00046425-0.00082288i,-0.0015641-0.0024545i,-0.0022426-0.002355i,-0.0024944-0.00013988i,-0.0027191+0.0011456i,-0.0023259+0.00091804i,-0.0014283+0.00052558i,-0.00054691+0.00047319i,-0.00056398+0.00016886i,-0.00033715-0.00034664i,2.7742e-05+6.8027e-05i,-0.00042198+0.00026185i,0.00040839+0.00023623i,0.0014746+0.00052303i,0.00043403+0.00020928i,-0.00075704-0.000131i,-0.00031178+0.00043865i,0.000386+0.00036602i,-0.00027204-0.00061521i,-0.00069143-0.0009346i,-0.0003019-0.00049508i,-0.00090299-0.00029367i,-0.00052284-5.6975e-05i
0.00062832+0.00089115i,0.0011374-4.683e-05i,0.00033585+0.0002042i,-0.00050728+5.8321e-05i,-0.00035428-0.0010126i,-0.00091696-0.0012855i,-0.0014478-0.00013845i,-0.00089751+0.00055804i,0.00023071+0.00087143i,0.00092938+0.00063494i,0.0010394+4.3117e-05i,0.0010255-0.0004452i,0.00075481-0.00022274i,0.00045409+5.8315e-06i,0.00024137-3.8404e-05i,-0.000182-0.00034256i,-4.0386e-05-0.0010649i,-0.00015179-0.00098054i,-0.00032158-0.00051213i,0.00010646-0.00066747i,0.0010544-0.0010222i,0.0012044-0.00081547i,0.00034787-0.00050332i
-0.00029608-0.00084525i,-0.00043161-0.00073607i,-0.00098493-0.00061423i,-0.0017578-0.00097927i,-0.0018865-0.0010988i,-0.0014034-0.00030718i,-0.0012446-0.0002211i,-0.00047047-0.00088652i,-6.8725e-05+7.0612e-05i,0.00010451+0.00082457i,0.00022859+0.00089734i,0.00054859+0.00078669i,0.0001337+0.00085239i,-0.00029843+0.00087471i,0.00015662+0.00086718i,0.0002552+0.00055408i,0.00042508+0.00057182i,0.00059283+0.00084044i,0.00095727+0.00021872i,0.0013042-7.7499e-05i,0.00099032-8.7098e-05i,0.00077776-0.00013333i,0.00040198-4.8075e-05i
-0.0018188-0.0018895i,-0.0011161-0.00093412i,-0.0014456-0.00046228i,-0.0019523+0.00016894i,-0.0026016+0.0015675i,-0.002007+0.001757i,-0.0011832+0.0013601i,-0.0016896+0.0011195i,-0.0015429+0.000647i,-0.00042909+0.00019662i,0.00054001+2.932e-05i,0.00046202+0.00011067i,-0.00010085+0.00010006i,-0.0004649-4.126e-05i,-0.00055615-0.00068798i,-0.00082019-0.00038264i,-0.00088531+0.00029202i,-0.00046394+0.0001323i,2.6605e-05+0.00029087i,-0.00020114+0.00017195i,-0.00051837+8.2192e-06i,-0.00020648+0.00013781i,0.00043173-2.483e-05i
-0.0019242-0.00070816i,-0.0026724+0.00013962i,-0.0024139+0.0011266i,-0.0022739+0.0018611i,-0.0018374+0.0014514i,-0.00069222+0.0004817i,-0.00030461-0.0007245i,-0.000759-0.00031152i,-0.0011233+0.00040228i,-0.00032544+0.001322i,0.00023421+0.00048356i,0.00047237-0.00063612i,0.00066531-0.00046921i,0.00056088+0.000267i,0.00042508+0.00075975i,0.00083597+0.00074928i,0.00057006+0.0010615i,-0.00042674+0.00076193i,-0.00015758-3.5843e-05i,0.00022881-0.00021526i,-0.00048759+0.00059639i,-0.00071049+0.00059135i,0.00020692+0.00012202i
-0.00069682-0.0017348i,-0.0013402-0.0023644i,-0.0016295-0.0022084i,-0.002136-0.00096005i,-0.0021245-0.00018152i,-0.00091827-0.0003342i,-0.00036864-0.00018297i,0.00013103+0.00012081i,0.00083738+0.00025701i,0.001186+0.00013904i,0.0012914+0.00018055i,0.00036936+0.00091625i,-0.00066618+0.00050802i,-0.00010081+0.00010198i,0.00034081+0.0002965i,0.00033139+0.0001863i,-0.00015048-0.00027958i,-0.0010561-0.0005737i,-0.00035587-0.00045065i,0.00077191+0.00047559i,0.00041739+0.00064579i,9.6393e-05-0.00010914i,0.00032875-6.6819e-05i
0.0022083-0.00040624i,0.001573-0.0013081i,0.0012876-0.0017488i,0.00033294-0.0014419i,-0.0015725-0.0013458i,-0.0023013-0.001511i,-0.0018673-0.0008453i,-0.0016992+0.00010966i,-0.00099113+0.0003705i,-0.00019706+0.00022765i,-3.3614e-05-9.382e-05i,-0.00037836+5.5455e-05i,-0.00076091+0.00053857i,-0.00060893+0.00053698i,-0.00051421+0.00092063i,-0.00044454+0.0011926i,-0.00073968+0.00069872i,-0.00092809+0.00077149i,-0.0003338+0.00066946i,0.00070003+0.00015164i,0.0014036-0.00040601i,0.00086906-0.00049554i,6.6165e-05-0.00032931i
-0.0017244-0.00032354i,-0.0014252+0.0001127i,-0.00060589+0.00055749i,-0.00039605+0.0007431i,-0.0013572+0.0003681i,-0.00062936-6.4439e-05i,-0.00012042-0.0002033i,-0.00070466+0.00039255i,-0.00039975+0.00082026i,3.4666e-05+0.00077948i,6.6274e-05+0.00079589i,0.00016691+0.00077054i,7.1685e-05+0.00094716i,0.00064212+0.00060683i,0.00088003+0.00016051i,9.2679e-05-6.184e-05i,-0.00023807-0.00070541i,0.00021201-0.00028414i,0.00079431+0.00055059i,-6.8904e-06+0.0010429i,-0.0010874+0.00095447i,-0.0010388+0.00073522i,-0.00064252+0.00072268i
-0.00035112-0.0026057i,-0.001382-0.0034004i,-0.0013909-0.0030252i,-0.0014843-0.0020407i,-0.002622-0.00068552i,-0.0028776+0.00038958i,-0.0015102+0.00091831i,-0.0007059+0.0010612i,-0.00017865+0.00063609i,0.00039431+0.00027806i,0.00042244+0.0002276i,0.00059237+0.0005936i,0.00043358+0.00063588i,0.00020479+3.2545e-05i,0.00069317-0.00020045i,0.00045705-0.00013345i,0.00027829-0.00016841i,0.00065782-0.00029646i,0.00079042+0.00057567i,0.00039465+0.00074903i,2.5579e-05-5.862e-05i,7.9714e-05-0.00064285i,0.00013566-0.00058171i
0.0022255-0.00064683i,0.0014451-0.0011682i,0.0013425-0.0017217i,-9.0306e-05-0.0015871i,-0.0018459-0.0019351i,-0.0026932-0.0012789i,-0.0023184+0.00035253i,-0.00095388+0.00022425i,0.00030604-4.2615e-05i,0.00050248-5.8539e-05i,0.00061218+7.8401e-05i,0.00080503+0.00086891i,0.00029602+0.00044594i,-0.00034381+9.5332e-05i,-0.00014934+0.0004362i,0.00030567+0.00060629i,0.00026063-0.00022879i,0.0001964-0.0006095i,7.1013e-05-5.143e-05i,-0.00011131-0.00024245i,-0.00037856-0.00078074i,-0.00032057-0.00037821i,0.00018006+0.0010174i
-2.351e-05+0.00064129i,0.00044766-0.00042984i,0.00035493-0.0011871i,0.00033372-0.00050307i,-0.00033343+0.00050684i,-0.00086668-3.4488e-05i,-0.0014347-0.0005613i,-0.00061211-1.9207e-05i,5.0661e-05+0.00069248i,0.00034311+0.00072431i,0.00024239+0.00086832i,-3.6881e-05+0.00067624i,0.0001253+0.00022269i,0.00061819+0.00038521i,0.00068744+0.00044811i,-4.2663e-05+0.0001591i,-0.00025584+0.00038007i,-0.00028034+0.00026831i,-3.0867e-05+0.00024776i,0.00021937+0.0006373i,-0.00028547+0.00053965i,-0.00013781+5.5294e-05i,0.0002877+0.00019151i
-0.0012113-0.0016614i,-0.0014108-0.00058073i,-0.0023853+7.4789e-05i,-0.0031365+0.0019229i,-0.0030459+0.002812i,-0.0018611+0.0024973i,-0.00098333+0.0018799i,-0.0008041+0.00091741i,-0.00061226+0.00011561i,-0.00098882+0.00016094i,-0.0002892+0.00075053i,0.0010518+0.00039835i,0.0014013-0.00032611i,0.00094085-0.00011634i,0.00059771-0.00030412i,0.00061675-0.00057649i,9.5472e-06-0.00065881i,-0.00017986-0.0012048i,-0.00010664-0.0010104i,-0.00054916-0.00022452i,-0.00024268-5.937e-05i,-2.9056e-05+8.4289e-05i,0.00020687+0.00077966i
0.00011596-0.00063796i,-0.00019401-0.00039618i,-0.0012504-3.1303e-05i,-0.0018082+1.2232e-05i,-0.0017222-0.00023381i,-0.001475-0.0014658i,-0.00085933-0.0011696i,-0.0008501+0.0003646i,-0.0013483+0.0012442i,-0.00059767+0.001893i,0.0003+0.00096108i,0.00030498+5.5923e-05i,-5.3094e-05+0.00070585i,-6.8473e-05+0.00052452i,-0.00038784+0.0002666i,-0.00035719+0.00049482i,-2.4863e-05+0.0010284i,0.00010198+0.00078643i,0.00040553-0.00046993i,0.00036774-0.0013117i,7.5623e-05-0.0010845i,7.4114e-05-0.00072842i,5.3887e-05-0.00052841i
0.00060144+0.00059785i,0.00099316+8.8045e-05i,0.0012656-0.00012215i,0.00036548+0.0012903i,-0.00086211+0.0012502i,-0.00079881-0.00037429i,-0.00039248-0.00049276i,-0.00046284+0.00012247i,-0.00031475+0.00066047i,-7.1242e-05+0.0011706i,0.00011071+0.0005663i,0.00035348-4.2381e-05i,-0.00016611+0.00047509i,-0.0007191+0.00056177i,-0.00072612-7.3826e-05i,-0.00027796-0.00030116i,8.0065e-05-0.00032511i,0.00025527-0.00040074i,0.001177-0.00015078i,0.0014392+3.6488e-05i,0.00064307+3.1899e-05i,-0.00021329+0.0005764i,-0.00037812+0.00066987i
0.00082671+0.001627i,-0.00025954+0.00085884i,9.4145e-05-0.00050995i,0.00062575-0.00095475i,0.00027225-0.0010084i,-0.00048163-0.00070021i,-0.00039186+6.0237e-05i,-0.00015852+0.00037143i,-0.00016526+0.00069262i,-0.00019055+0.00044096i,-1.2749e-05-0.00048543i,-0.00031063-0.00063503i,-0.00039339-0.00034238i,-0.00031016-9.4543e-05i,0.00020823+2.7924e-05i,0.00032014+0.00021254i,-0.00028965+0.00035863i,-0.00029256+0.00022528i,0.00063487-0.00064734i,0.00044195-0.0013118i,0.00028361-0.0005962i,0.00051813+0.00021395i,0.00039152+0.00041797i
-0.0014864+0.0011193i,-0.0010236-0.00012994i,-0.00062484-0.0014302i,-0.00054088-0.0012821i,-0.00071021-0.00074737i,-0.0010264-0.00025314i,-0.0013666-6.2122e-05i,-0.0012396-0.00064989i,-0.00087525-0.00040327i,-0.00066352+0.00041141i,-0.00028268+0.0004779i,-0.00019828+3.7705e-05i,-0.00036524-0.00030782i,-0.0010346+6.2184e-05i,-0.0010021+0.00062869i,-0.00033967+0.00046914i,0.00034257+0.00030272i,0.00053685+0.0003759i,0.00042848+6.0047e-05i,-0.00025319-0.00026957i,-0.00035907-0.00055351i,0.00013976-0.00020835i,0.00073914+0.0004969i
0.0016-0.00040288i,0.00065555-0.0011841i,-0.00024945-0.00099314i,-0.00065321-0.00027049i,-0.0010634-7.935e-05i,-0.0013632-2.6098e-05i,-0.00078536+0.00010811i,-0.00056835+7.772e-08i,-0.00056869+0.00045135i,7.7693e-05+0.00052516i,0.00034234+1.1631e-05i,-6.8413e-05-5.8216e-05i,-0.000194-1.4386e-05i,-0.00037086+0.0002718i,-0.00034339-0.00027247i,0.0001183-0.00053164i,0.00021103-4.9803e-05i,-0.00055128-4.2854e-05i,0.00010052-0.00024462i,0.00090268-0.00062223i,0.00037056-0.00065692i,0.00036979+0.00030122i,0.00027183+0.0010774i
0.0022791-6.9383e-05i,0.0025595+0.00071173i,0.0011455+0.00079306i,-0.00063946+0.00024036i,-0.001436-0.00032033i,-0.0010727-0.00084781i,-0.00046349-0.00083774i,-0.00069008-0.00062143i,-0.0010551+7.7094e-05i,0.0002967+0.00096568i,0.00066015+0.00087382i,-0.00010741+0.00011421i,-0.00035217-0.00021645i,-0.00048467-0.00020756i,-0.00073696-0.00034675i,-0.00058573-0.00046351i,-0.00032981-0.00067319i,-0.0012456-0.00068155i,-0.0016604+0.00024085i,-0.00064899+0.00060953i,5.2654e-05-0.00027082i,-0.00010887-0.00068214i,-0.00049507-8.5745e-06i
-0.00083823+0.0006523i,-0.0014668+0.0016975i,-0.0016438+0.00029637i,-0.0008833-0.00075899i,-0.00094294-0.00030129i,-0.0015241-0.0001196i,-0.0021724-0.00039602i,-0.0015128-0.00025402i,-0.0003947-5.6103e-05i,-0.00074367+0.00063652i,-0.0012989+0.0013401i,-0.00037694+0.0012106i,-9.5908e-05+0.00024322i,-0.00019251-0.00049013i,0.00025267-0.00049189i,-2.2367e-05-0.00033399i,-0.00030961-0.00032224i,8.921e-05-0.00076515i,0.00024283-0.0010994i,-9.9921e-05-0.00043765i,0.00015046+0.00025028i,0.00094419-0.00020685i,0.0011521-0.00085121i
-0.0015316-0.00019282i,-0.0022974-0.00054705i,-0.0016864-0.00097158i,-0.00059232-0.00074271i,-0.00058753-0.00052123i,-0.0011905-0.00037746i,-0.0015951-0.00061981i,-0.001444-9.3435e-06i,-0.00086776+0.00051405i,-0.00072208+0.00036491i,-0.0005859+0.00030061i,-0.00039272-0.00021979i,-0.00084125-0.00011671i,-0.0010319-7.9106e-05i,-0.00094534-0.0002341i,-0.00029395-0.0001196i,-0.00017427-0.00048516i,7.5918e-07-0.0006465i,0.0013438+3.957e-05i,0.0013421+0.00023954i,0.00026669-0.00026166i,-0.00013893+7.7752e-05i,-0.00058501+0.00069585i
0.0015073-0.0014548i,0.00065576-0.0020736i,-0.001157-0.0020723i,-0.0023987-0.0022035i,-0.0021948-0.0013285i,-0.0022849-0.00013172i,-0.0016105-0.00011149i,-0.00097132-0.00067077i,-0.00013859-0.00056942i,0.00053251-0.00014061i,-0.00025397+0.00052473i,-0.0011202+0.00031044i,-0.0010248-8.3982e-05i,-0.00083648-0.00018349i,-0.00044209-8.5064e-05i,-0.00012598+0.00026043i,0.00013428+0.00012325i,0.00081636-0.00061606i,0.0002368-0.00083447i,-0.00027167-0.00061208i,6.5686e-06-0.00041665i,0.0005516-0.00010306i,0.00064536+0.00015917i
-0.00019329+0.00036546i,5.3187e-05+0.00057477i,-0.00076746+0.0004463i,-0.0010491+1.8235e-05i,-0.001103+0.00022264i,-0.00093892+0.00048875i,-0.00083473+0.00024298i,-0.0010113+0.00012655i,-0.00044714+0.00042852i,0.0001774+0.00029037i,7.0664e-05+9.8863e-05i,1.6911e-05-8.0383e-05i,0.00039684-4.6515e-05i,0.00074283+0.00018084i,0.00010526+0.00039033i,-0.00024911+0.00017567i,0.00029038-0.00016745i,0.00071402+0.00042599i,0.00031254+0.00043692i,-0.0007399-0.00028351i,-0.00097869-0.00012919i,-0.0002748-8.6267e-05i,0.00026137-0.00048839i
-0.0011714+0.0014289i,-0.00074515+0.0024487i,-0.00069331+0.0030833i,-0.0017196+0.0020899i,-0.0022876+0.00079322i,-0.002159+5.5697e-05i,-0.0017848-0.00055451i,-0.00092119+0.00028406i,-0.00065749+0.00094425i,-0.00038831+0.00074652i,0.00082702+0.00094304i,0.0013431+0.00041243i,0.0004286-0.00023217i,-0.00056841-0.00043938i,-0.00081362-0.00038675i,-0.00068392+0.00048835i,-0.00078456+0.0004236i,-0.00086589-0.00048984i,1.6676e-05-0.00056276i,0.00016993-0.00023981i,-8.7895e-05+0.00042501i,0.0003479+0.00076985i,0.0003108+0.0010823i
-0.0031817+0.0014974i,-0.0025601+0.0017036i,-0.0017203+0.0016303i,-0.00055286+0.0011514i,0.0001479+0.00077766i,0.0010023+0.00083841i,0.0012614+0.00062238i,0.00018932+1.1942e-05i,-0.00086306-0.00030662i,-8.9922e-05-3.7309e-05i,0.00048906+0.0003106i,0.00058566+0.00028335i,0.00089786+0.00030366i,0.00056692+0.00021587i,-0.00043477+0.00034668i,-0.00098392+0.00049973i,0.0001081+0.00011376i,0.00083461-0.00048794i,0.00020853-0.00063146i,-1.3522e-05+0.00027525i,0.00028495+0.00024897i,0.00083951-0.00051176i,0.00070771-0.0008529i
-0.00012746-0.0012354i,-0.0012239-0.0023016i,-0.0018864-0.0026039i,-0.0021481-0.0014553i,-0.0023811-0.00025045i,-0.0021553-0.00013612i,-0.0019358-6.6947e-05i,-0.0013089+0.00038558i,-5.4162e-05+0.00077242i,5.3918e-05+0.00022063i,-0.0004834-0.00058934i,-0.00013318-0.00054172i,0.00077318+0.0001587i,0.0010089+0.00027256i,1.9367e-05+0.00038245i,-0.00027835-0.0002514i,-0.00050608-0.00018623i,-0.0008077+6.5689e-05i,-0.00029584-0.00014901i,0.00010669-0.00011858i,-0.000359-0.00028495i,-0.00064365-0.00044586i,-7.1188e-05-0.00014481i
-0.00011438+0.0014828i,0.00067703+0.0014108i,0.0010573-0.0007248i,-0.00023793-0.001227i,-0.00082767-0.00069539i,0.00016581-0.00088669i,0.00026564-0.00070311i,-0.00069317-0.00043993i,-0.0013272-0.00021938i,-0.00076388+0.00013383i,0.00039652+0.00031835i,0.00067224+0.00033115i,0.00020621+0.00051286i,-0.00041533+0.00081655i,-0.00057606+0.00064108i,2.5307e-05+0.0003817i,0.00098051+0.00043694i,-0.00011488+0.00037918i,-0.0009065-0.00011185i,-6.9962e-05-7.7936e-05i,-0.00012124+0.00055841i,-0.00028355+0.00058433i,-0.00032721+0.0007895i
-0.0017+8.0997e-05i,-0.0016759+0.00021048i,-0.0013678+0.00064602i,-0.00095476+0.0011941i,-0.0011066+0.0012656i,-0.0012592+0.00052259i,-0.0019578-0.00036856i,-0.0022682-0.000781i,-0.0013833-0.00034942i,-0.00021225+8.0448e-06i,0.00031123-2.3664e-05i,0.00056224-0.00022076i,-2.1209e-05-0.0005188i,-0.00069361-0.00045278i,-0.00033559-0.0007771i,3.2916e-05-0.0011463i,0.000172-0.00073784i,-2.4875e-05-0.00052737i,4.772e-05-0.00074084i,-3.977e-05-0.00081844i,-0.00026294-0.0005056i,-8.8003e-05-0.00032023i,-0.0002618-0.000415i
0.00046019+0.00023353i,-0.00020843-0.00061152i,0.00018247-0.00058091i,0.0001385-0.00058865i,-0.0010843-0.0005339i,-0.0016101-0.00029628i,-0.0016277+0.00029712i,-0.0013434+0.00070676i,-0.00058881+0.00033063i,0.00040586+0.00059498i,0.00027831+0.00081353i,-0.00044143+0.0011416i,-0.00043316+0.0008929i,-0.00010177+0.00032014i,-0.00011034+0.00018662i,0.0001891+1.9647e-06i,-0.00016726-0.00011135i,-0.00017495-0.00012438i,-1.1414e-05+0.00039075i,0.00012322+0.0007757i,0.00011882+0.00066765i,9.8276e-05+7.792e-05i,0.00038522+0.00033846i
3.2656e-05-0.0011196i,0.0012841-0.00051696i,0.00059293-0.00021484i,-0.00086407-0.00093844i,-0.0012779-0.0012337i,-0.0016651-0.0013985i,-0.0010161-0.0013075i,-0.0008549-0.00097989i,-0.00083861-0.00039057i,-0.00023076+0.00037039i,-0.00018328+0.00057222i,-0.00044408+0.00065001i,-0.0010489+0.00089589i,-0.0010836+0.00060959i,-0.00097151+0.00039611i,-0.00085243-1.6689e-05i,-0.00030072-0.00071392i,0.00034416-0.00050734i,0.00063224+0.00026991i,0.00062375+0.00042888i,-6.3531e-05+0.000546i,-0.00089407+0.00037969i,-0.00036772-9.7945e-06i
0.00025196-0.0012515i,-0.00073119-0.00091302i,-0.0018054-0.0012228i,-0.0024031-0.00088518i,-0.0023251-9.2526e-05i,-0.0010907-0.00048644i,-0.00037719-0.00094174i,-0.0010499-0.0011209i,-0.0012434-0.0008057i,-0.00069214-0.00053208i,-0.00056201-0.00037777i,-0.00032193-0.00012393i,0.00019626+0.00019871i,-0.0001197+0.00049296i,-0.00048866-0.00031462i,0.00016711-0.0005527i,0.00037245-0.00060999i,4.3075e-05-0.00099575i,0.00064221-0.00047397i,0.00026532+0.00065753i,-0.00027392+0.00049496i,0.00021593-8.9734e-05i,0.00060781+0.00031645i
0.0012174+3.5577e-05i,0.0011688-0.0013904i,0.0020052-0.0018402i,0.00099667-0.0020333i,-0.00081016-0.0022855i,-0.0018349-0.0018151i,-0.0019848-0.0017204i,-0.0014841-0.0013793i,-0.00042943-0.00034699i,0.00022458+0.00020937i,0.00018415-0.00046553i,0.00082211-0.00022594i,0.0012044+0.00032239i,0.00075256-0.00020852i,0.00042822-0.00026493i,0.00059632-7.7232e-05i,-0.00025342+0.00033732i,-0.00082849+0.00087107i,1.9083e-05+0.00080689i,0.00045594+0.00061733i,0.00017152-0.00028847i,-9.4002e-05-0.00084979i,-4.2614e-05-0.00056064i
-0.000993-0.0006382i,-0.00080151-0.00034219i,-0.0022563+0.00021453i,-0.0031806+0.0014656i,-0.0024859+0.0024375i,-0.0017502+0.0015232i,-0.0009348+0.00031379i,-0.00077608+2.5548e-05i,-0.00092885+0.00035583i,-0.00049106+0.00057569i,-0.00018498+0.00045259i,0.00026655-0.00017421i,0.00018585-0.0004973i,-0.00091453-0.0010534i,-0.0013214-0.001305i,-0.00049754-0.00038692i,-0.00020807-0.00023004i,9.7353e-05-0.00086235i,0.0010459-0.00015967i,0.0010102+0.00087466i,0.00070181+0.00068704i,0.00027967+0.00054204i,0.00050805+0.00011382i
0.0019683-0.0017702i,0.0030441-0.001175i,0.0023333-0.0011739i,-0.00021731-0.0010763i,-0.0020951-0.0014074i,-0.0024649-0.0011954i,-0.0020743-0.00062262i,-0.0015825-0.00025777i,-0.0011191+0.00050979i,-0.00057207+0.00072486i,-5.7325e-05+0.00018746i,0.00013538-0.00015008i,0.0003991-0.00030691i,0.00081298-0.00011758i,0.00089854-8.5985e-05i,0.00083131-0.00044884i,0.00039191-0.00056671i,0.00017664-0.0004486i,0.00027013+0.00023698i,4.7532e-05+0.00040526i,3.61e-05+0.00021344i,0.0006989+0.00011032i,0.0011108-0.00018371i
0.0001461+0.0015508i,-0.00028298+0.0025893i,-0.0011994+0.0015214i,-0.0021941+0.00085212i,-0.0020396+0.001547i,-0.0020684+0.00064465i,-0.0017622-0.00024774i,-0.00082276+0.00039169i,-0.00052461+0.001051i,-0.00020732+0.0007211i,0.00034533-5.2905e-05i,0.00051863-0.00051719i,0.00065942-0.00082347i,7.0017e-05-0.00031806i,-0.00088338+0.00014874i,-0.00079852-0.00014202i,-0.00042592-1.4807e-05i,-0.00038149+6.3236e-05i,-6.3833e-05-0.00017853i,0.00021293-9.867e-05i,-0.00019739+0.00024602i,-0.00037142-4.322e-05i,9.2851e-06+3.9286e-05i
0.0010772+0.0014342i,1.1715e-05-0.00093017i,-0.00044992-0.0025198i,-2.7482e-05-0.0025142i,0.00033563-0.0022836i,-0.0011133-0.0014507i,-0.0019879-0.00066769i,-0.00071621-0.00066659i,0.00051004+5.7131e-05i,2.0793e-05+0.00014511i,-0.00053747+3.4017e-05i,-0.00016005-7.1879e-05i,-0.00016331-0.00045118i,0.00027548-0.00021246i,9.6844e-05-4.721e-05i,0.00020456-0.00022058i,7.8568e-05+0.00012037i,-0.0001925+0.00084651i,-0.00061823+0.00086749i,-0.0010643+0.00045425i,-0.000865-6.7242e-05i,-0.00049086-0.00023781i,-2.0772e-05-0.00013428i
0.00073325-0.0016656i,0.00077453-0.0014705i,6.8576e-05-0.00095214i,-0.00027614-0.0005405i,-0.0007802-0.0006911i,-0.0019925-0.00075389i,-0.0018056-0.0009899i,-0.0012611-0.00107i,-0.0013655-0.00062994i,-0.0013531+9.002e-05i,-0.00095229+9.5772e-05i,-0.00059009+0.00010816i,0.00011578+0.00074018i,0.00017026+0.00062011i,-0.00018663+0.00030891i,-0.00033817+4.2563e-05i,-0.00061835-1.8782e-05i,-0.00016823+0.0006481i,0.00036954+0.00056267i,0.00016229-0.00032484i,0.00019552-0.00059673i,2.8441e-05-0.00018316i,-0.00031042-0.00015998i
