-0.0031917+0.00095127i,-0.0032338+0.0016963i,-0.0044071+0.0028225i,-0.0049321+0.0032093i,-0.0044752+0.0024872i,-0.0020595+0.0019464i,0.00038391+0.001007i,0.00085621+0.00040944i,0.00058438+0.00028387i,0.00033311+0.00031546i,0.00063104+0.00089339i,0.00043537+0.0009348i,-0.00041544+0.0008185i,-0.00014604+0.00018975i,0.00084908+0.00017704i,0.0015834+0.00042209i,0.0015142-2.6263e-05i,0.0003811-0.00012914i,-0.00022957+0.00057429i,-0.0003295+0.0011707i,9.8907e-05+0.0010231i,0.00076927+0.00034439i,0.00084831+2.5465e-05i
0.02489+0.026465i,0.10334+0.038301i,0.19218+0.033505i,0.19826-0.0089435i,0.14185-0.092309i,0.11076-0.15977i,0.10936-0.16712i,0.08687-0.13155i,0.036879-0.07714i,0.007212-0.029816i,0.0074171-0.0098558i,0.01362+0.00058904i,0.016226+0.010167i,0.016139+0.016511i,0.023766+0.027051i,0.040917+0.031608i,0.050627+0.024948i,0.039527+0.017386i,0.014426+0.019172i,-0.0043811+0.033893i,-0.0084566+0.041536i,-0.0078317+0.030489i,-0.0080719+0.015738i
0.0020014+0.01776i,0.056099+0.071831i,0.14309+0.13196i,0.18128+0.094472i,0.12681-0.039766i,0.028941-0.13085i,-0.05376-0.1302i,-0.073417-0.084863i,-0.02945-0.045537i,0.0064686-0.032294i,0.015791-0.018431i,0.025888-0.0091817i,0.026123-0.017837i,0.012981-0.022713i,0.0071466-0.018556i,0.01331-0.018643i,0.024767-0.024101i,0.035019-0.02334i,0.038454-0.019715i,0.03083-0.026334i,0.018305-0.028982i,0.008987-0.015274i,0.0036287-0.0010969i
-0.0038996-0.022647i,-0.038024-0.0071433i,-0.10165+0.0055503i,-0.1329+0.01481i,-0.096307+0.071827i,-0.060812+0.14069i,-0.062534+0.17326i,-0.052407+0.15976i,-0.015034+0.099264i,0.0075455+0.037095i,0.0073363+0.011463i,0.0013129+0.00094119i,-0.014222-0.0097388i,-0.032678-0.011918i,-0.044802-0.0031394i,-0.05337+0.011372i,-0.055093+0.020971i,-0.041064+0.02032i,-0.017577+0.018491i,-0.0017383+0.024376i,0.0020111+0.026442i,0.0010951+0.014825i,-0.0009843+0.0029886i
0.0084197+0.010176i,-0.048672+0.0044241i,-0.15627-0.0052897i,-0.19542+0.034072i,-0.11231+0.11447i,0.017152+0.15312i,0.10475+0.12483i,0.11379+0.085142i,0.07334+0.057181i,0.030497+0.029506i,-0.0045983+0.0093303i,-0.02472+0.0045294i,-0.022635+0.008115i,-0.013589+0.0096959i,-0.0048665+0.011789i,0.0058952+0.023031i,0.016203+0.041483i,0.022448+0.047698i,0.022429+0.025019i,0.015492-0.011132i,0.0088099-0.029554i,0.0063819-0.028678i,0.003195-0.025373i
-0.024404+0.062866i,-0.035389+0.080682i,-0.0073668+0.074021i,0.042908+0.067426i,0.05322+0.042843i,0.036344-0.029601i,0.035032-0.099736i,0.042422-0.10881i,0.033676-0.072477i,0.010557-0.035479i,-0.0061046-0.012794i,-0.0020443+0.0054049i,0.020345+0.011408i,0.035903-0.0010423i,0.03012-0.017298i,0.017954-0.031899i,0.0057057-0.0447i,-0.0091569-0.038791i,-0.016909-0.0095296i,-0.011355+0.021228i,-0.0034767+0.031381i,-0.0024195+0.026022i,-0.0022346+0.02011i
-0.078408-0.018098i,-0.063623-0.028191i,0.052723-0.029679i,0.17254-0.057291i,0.16578-0.13051i,0.048568-0.13818i,-0.036945-0.06299i,-0.034473-0.028274i,-0.018384-0.034516i,-0.014778-0.021767i,-0.0012936-0.0029045i,0.015387+0.0024435i,0.019948-0.0049369i,0.0074809-0.016774i,-0.014983-0.021706i,-0.035955-0.016215i,-0.049562-0.009428i,-0.052685-0.0066839i,-0.049383-0.0077604i,-0.049247-0.015975i,-0.050003-0.01815i,-0.033194-0.0084895i,-0.0050151-0.0048397i
-0.0031557-0.12279i,0.0068798-0.21248i,0.0013672-0.2274i,-0.025283-0.18978i,-0.022339-0.12433i,0.039731-0.035926i,0.07634+0.028577i,0.043051+0.051276i,0.0068406+0.049432i,0.0069331+0.040649i,0.012998+0.027715i,0.003119+0.018879i,-0.0051471+0.017815i,-0.0041486+0.019008i,-0.0027909+0.02693i,0.0012676+0.042726i,0.0086731+0.051993i,0.0081946+0.047233i,0.0046699+0.03709i,0.011664+0.028255i,0.017902+0.020927i,0.01135+0.01335i,0.0051348+0.0069101i
0.14836-0.038119i,0.19884-0.063669i,0.072841-0.065544i,-0.12375+0.0073394i,-0.14265+0.10753i,-0.033518+0.088768i,0.010725-0.020539i,-0.02068-0.050225i,-0.029775+0.0030692i,-0.0045207+0.025096i,-0.0014017+0.011876i,-0.014677+0.010896i,-0.012656+0.019953i,0.00077245+0.017425i,0.017882+0.0010842i,0.038104-0.023154i,0.053247-0.045953i,0.052074-0.059077i,0.030265-0.060356i,0.0042222-0.055145i,-0.0093596-0.049926i,-0.011281-0.036277i,-0.0080368-0.017673i
0.066869+0.19324i,0.10429+0.32722i,0.096594+0.35225i,0.034361+0.30619i,-0.057224+0.28522i,-0.1172+0.22279i,-0.13692+0.10049i,-0.12754+0.026256i,-0.085767+0.012007i,-0.043805-0.0013342i,-0.02352-0.011208i,-0.012172-0.009833i,-0.0043898-0.005901i,0.005055-0.0028204i,0.0088685-0.012717i,-0.010771-0.030352i,-0.041818-0.03796i,-0.054425-0.030805i,-0.031033-0.013231i,0.012309+0.00070705i,0.039581-0.00060433i,0.037783-0.0063976i,0.026335-0.0012786i
-0.18572+0.14329i,-0.25147+0.25222i,-0.11264+0.26675i,0.096729+0.1223i,0.10385-0.031736i,0.0091197-0.013515i,0.02074+0.091998i,0.06508+0.0968i,0.041253+0.026946i,0.0035035-0.011739i,-0.0018542-0.026774i,-0.0031944-0.031267i,-0.013619-0.019636i,-0.021009-0.00069307i,-0.017467+0.019046i,-0.0072305+0.034612i,0.0016653+0.047371i,0.0097029+0.047985i,0.0042392+0.031523i,-0.016118+0.021616i,-0.025141+0.021325i,-0.018589+0.011496i,-0.013319+0.0005458i
-0.18321-0.20247i,-0.30493-0.32391i,-0.30494-0.33027i,-0.16651-0.30551i,-0.030853-0.34625i,0.011359-0.2832i,0.067206-0.11671i,0.12929-0.049137i,0.10508-0.056024i,0.046687-0.03995i,0.014728-0.016832i,0.0037437-0.0072833i,0.0022342-0.0031301i,0.0012075+0.0034495i,0.0081+0.011494i,0.031768+0.014059i,0.058317+0.0057647i,0.06612-0.0088436i,0.052921-0.018469i,0.038169-0.019365i,0.026557-0.0092683i,0.014635+0.0079873i,0.0098075+0.01979i
0.17065-0.25759i,0.1998-0.45363i,0.069521-0.49291i,-0.090357-0.3327i,-0.089594-0.16324i,-0.021338-0.14279i,-0.041033-0.14817i,-0.055654-0.094965i,-0.017631-0.055739i,0.00019831-0.027979i,0.00026716+0.0071318i,-0.00070373+0.017569i,-0.01293+0.0083452i,-0.024414+0.0051084i,-0.02833+0.0082945i,-0.025654+0.00070419i,-0.023207-0.023961i,-0.025622-0.044639i,-0.029726-0.043827i,-0.038636-0.026523i,-0.041821-0.0059201i,-0.027684+0.0040608i,-0.01452+0.0023034i
0.2914+0.15256i,0.48491+0.18115i,0.44352+0.13998i,0.21174+0.16065i,0.065895+0.25009i,0.047269+0.24489i,0.0079537+0.14375i,-0.044164+0.083272i,-0.04799+0.061823i,-0.029839+0.040376i,-0.0077447+0.024605i,0.0084741+0.0095076i,0.0083503-0.0028113i,0.0031829-0.0092474i,-0.0021666-0.0062381i,-0.014348+0.016116i,-0.025031+0.051752i,-0.01819+0.069476i,0.0041698+0.046991i,0.020132+0.0064518i,0.019766-0.020836i,0.013288-0.030004i,0.0055044-0.029344i
-0.10028+0.35423i,-0.04012+0.61194i,0.14063+0.61583i,0.24351+0.36032i,0.17976+0.1525i,0.12657+0.075135i,0.14499+0.0091934i,0.11654-0.029616i,0.049179-0.00987i,0.013588+0.0021416i,0.0073793-0.010713i,0.011557-0.015835i,0.016548-0.016534i,0.013543-0.01873i,0.0052767-0.012077i,0.0053711+0.0022865i,0.016546+0.014939i,0.02785+0.025124i,0.030545+0.036197i,0.028697+0.045966i,0.023728+0.04295i,0.010179+0.028475i,-0.0057847+0.013955i
-0.35804-0.0643i,-0.5845+0.0096557i,-0.51054+0.11227i,-0.2148+0.056856i,-0.063173-0.091209i,-0.081352-0.12311i,-0.078146-0.080727i,-0.043938-0.071491i,-0.012941-0.065544i,0.0080164-0.049938i,-0.0016229-0.027627i,-0.0058442+0.00031388i,0.010521-0.0017468i,0.0092028-0.023172i,-0.0083568-0.030943i,-0.019713-0.03098i,-0.025886-0.030293i,-0.025397-0.023478i,-0.015866-0.012063i,-0.0077521-0.011475i,-0.0046222-0.013667i,0.0027645-0.0046711i,0.011975-0.0010401i
0.013834-0.37308i,-0.10442-0.61766i,-0.25575-0.55381i,-0.20318-0.26422i,6.9729e-05-0.12367i,0.049482-0.090639i,-0.040101+0.018006i,-0.055375+0.095181i,-0.0059842+0.066499i,0.025671+0.023172i,0.029556+0.013264i,0.018353+0.015462i,0.0075177+0.023618i,0.0026575+0.037202i,0.0020259+0.04442i,0.00072828+0.035021i,-0.010785+0.015186i,-0.027746+0.0082921i,-0.029283+0.012601i,-0.020968+0.013132i,-0.019187+0.013203i,-0.014148+0.012412i,-0.0026263+0.0073025i
0.35851-0.023013i,0.54061-0.17097i,0.41438-0.30413i,0.12103-0.18265i,0.040844+0.069049i,0.12424+0.12211i,0.14141+0.063385i,0.1118+0.076784i,0.092356+0.097703i,0.063739+0.071371i,0.032144+0.033741i,0.010806+0.016282i,0.0070181+0.015333i,0.01254-5.0344e-05i,0.010956-0.024029i,0.0088008-0.036976i,0.017196-0.046649i,0.02512-0.060334i,0.01301-0.065337i,-0.013484-0.053487i,-0.031212-0.039119i,-0.030093-0.031844i,-0.014778-0.028025i
0.049024+0.34317i,0.21198+0.50877i,0.3411+0.40271i,0.21658+0.1528i,-0.02064+0.052667i,-0.068795+0.024739i,-0.0079537-0.087118i,-0.0017283-0.1427i,-0.014555-0.077792i,-0.01824-0.016321i,-0.021271-0.0013755i,-0.014844-0.00051173i,-0.0031255-0.0014955i,0.0064555-0.00048122i,0.011001+0.00062429i,0.0035768+0.00055037i,-0.015584-0.0020568i,-0.03051-0.0079163i,-0.022973-0.0066622i,0.0065666-0.0018539i,0.031508-0.002159i,0.031347+4.3165e-05i,0.019515+0.0053903i
-0.31993+0.078985i,-0.44962+0.26498i,-0.34633+0.39213i,-0.19581+0.28686i,-0.23156+0.16277i,-0.27831+0.20414i,-0.20187+0.21158i,-0.15584+0.099581i,-0.1537+0.013636i,-0.11603+0.0013099i,-0.074256+0.015187i,-0.048232+0.030295i,-0.033275+0.029866i,-0.028128+0.013424i,-0.023205-0.003732i,-0.0080341-0.00084406i,0.015781+0.025534i,0.024733+0.047383i,0.005568+0.048274i,-0.018559+0.038827i,-0.021138+0.024665i,-0.0080469+0.010068i,0.002836+0.0045402i
-0.050986-0.292i,-0.18758-0.37732i,-0.24718-0.23015i,-0.076335-0.040057i,0.1314-0.029386i,0.18276-0.021044i,0.18739+0.090822i,0.16471+0.12899i,0.076462+0.078359i,0.019692+0.032816i,0.015475-0.0010087i,0.0025176-0.013268i,-0.0046207+0.0086199i,0.019549+0.031716i,0.050917+0.027829i,0.064288+0.00079345i,0.065701-0.017516i,0.065732-0.010541i,0.0607-0.0013398i,0.045851-0.0086975i,0.023865-0.02084i,0.0078712-0.01743i,0.0095281-0.0017123i
0.2505-0.041077i,0.29874-0.18467i,0.15737-0.29323i,0.026273-0.21042i,0.066784-0.095659i,0.11041-0.14192i,0.095836-0.19708i,0.12171-0.1573i,0.12415-0.098111i,0.066955-0.054546i,0.012577-0.033972i,-0.020462-0.028103i,-0.039022-0.023973i,-0.059257-0.020035i,-0.083075-0.003468i,-0.091691+0.013526i,-0.085929-0.00076149i,-0.068806-0.034964i,-0.04496-0.049427i,-0.027583-0.030661i,-0.019646-0.0011511i,-0.015631+0.012176i,-0.015399+0.0068889i
-0.0041695+0.21107i,0.092202+0.19921i,0.15474-0.011422i,0.039021-0.22435i,-0.13171-0.26441i,-0.1952-0.22034i,-0.21838-0.20324i,-0.20326-0.19808i,-0.12801-0.17013i,-0.062278-0.1075i,-0.0198-0.049266i,0.0058856-0.033463i,0.0065091-0.026177i,0.014362+0.0055899i,0.044145+0.047121i,0.069312+0.082094i,0.066113+0.10835i,0.040389+0.10415i,0.022734+0.056061i,0.018834-1.031e-05i,0.021102-0.022412i,0.027331-0.013325i,0.025974+0.0016618i
-0.19956-0.039774i,-0.23559+0.040866i,-0.17017+0.14579i,-0.16072+0.14107i,-0.23939+0.11834i,-0.23043+0.21237i,-0.12964+0.27983i,-0.10245+0.226i,-0.11541+0.13572i,-0.078562+0.073215i,-0.029173+0.047887i,-0.0020818+0.043375i,0.0039771+0.032343i,-0.01113+0.0084544i,-0.024415-0.013583i,-0.0060246-0.029276i,0.034368-0.03925i,0.055694-0.031103i,0.03924-0.00079074i,0.018993+0.03287i,0.015199+0.038393i,0.0078306+0.014951i,-0.0032055-0.0026309i
0.14627-0.16613i,0.18679-0.15066i,0.21704-0.020185i,0.30857+0.049306i,0.38447-0.028662i,0.34217-0.10764i,0.28595-0.060914i,0.26489+0.03654i,0.21725+0.079874i,0.15241+0.050587i,0.10066+0.00049854i,0.063122-0.02552i,0.041951-0.036229i,0.034767-0.048503i,0.023393-0.062195i,-0.017954-0.070601i,-0.066618-0.062892i,-0.070023-0.045756i,-0.035971-0.040629i,-0.021274-0.051434i,-0.042623-0.051204i,-0.058201-0.026694i,-0.045925-0.0066792i
0.13853+0.22321i,0.13314+0.28644i,0.059542+0.2533i,0.054568+0.18707i,0.088684+0.1162i,0.040686+0.010774i,-0.043104-0.060762i,-0.013611-0.061778i,0.069589-0.056307i,0.06326-0.056516i,0.0064602-0.034564i,-0.02153-0.015158i,-0.042651-0.017662i,-0.086256-0.0023085i,-0.12981+0.050473i,-0.13905+0.10333i,-0.12579+0.11517i,-0.10551+0.089447i,-0.072495+0.056047i,-0.029526+0.034438i,0.0090484+0.029575i,0.023901+0.029051i,0.01742+0.026101i
-0.279+0.10676i,-0.36519+0.049597i,-0.292-0.13045i,-0.16303-0.25841i,-0.068846-0.23992i,-0.036219-0.13759i,-0.080007-0.037648i,-0.12363-0.0096579i,-0.11111-0.046453i,-0.073241-0.058683i,-0.028945-0.037117i,0.0069705-0.02934i,0.036559-0.026767i,0.080607-0.027209i,0.12741-0.044335i,0.14933-0.060295i,0.13955-0.049947i,0.10272-0.018769i,0.056924+0.0076463i,0.022497+0.011066i,0.0086013-0.0055432i,0.014242-0.023275i,0.024651-0.031863i
-0.12949-0.35731i,-0.20539-0.46783i,-0.23556-0.31545i,-0.23364-0.037731i,-0.16632+0.13545i,-0.029294+0.18939i,0.098624+0.18554i,0.11291+0.1619i,0.041452+0.14466i,-0.0046228+0.12071i,-0.016209+0.097842i,-0.013467+0.095811i,0.0074013+0.080223i,0.0033435+0.038672i,-0.033885+0.0036117i,-0.056793-0.025354i,-0.056855-0.062462i,-0.048878-0.076274i,-0.024441-0.043176i,0.016555-0.0049937i,0.036788-0.0041574i,0.016755-0.022367i,-0.0097973-0.028352i
0.47578-0.10774i,0.7375-0.17621i,0.75911-0.18346i,0.60551-0.16536i,0.45105-0.17728i,0.31687-0.23303i,0.20613-0.27158i,0.15247-0.22819i,0.12721-0.12384i,0.099707-0.041637i,0.063304-0.018017i,0.029596-0.017744i,0.01388-0.021605i,0.017234-0.035452i,0.02329-0.048942i,0.0093248-0.041004i,-0.014828-0.010464i,-0.025651+0.004658i,-0.031145-0.011574i,-0.050002-0.017096i,-0.062947+0.012862i,-0.045956+0.045047i,-0.022314+0.048001i
0.060621+0.56823i,0.090567+0.88627i,0.022067+0.87776i,-0.11009+0.62723i,-0.1885+0.44424i,-0.16827+0.33429i,-0.13726+0.17675i,-0.1348+0.053953i,-0.093584+0.01246i,-0.048782-0.0008909i,-0.042193+0.0038562i,-0.03863+0.019332i,-0.043906+0.034604i,-0.064495+0.072735i,-0.066887+0.12332i,-0.032499+0.13074i,0.011027+0.077482i,0.027642+0.009723i,0.015342-0.028069i,0.0062616-0.037706i,0.019029-0.038177i,0.031143-0.030573i,0.034441-0.012093i
-0.57478+0.0078434i,-0.83398+0.0032409i,-0.68345-0.074752i,-0.30961-0.15702i,-0.082401-0.14484i,0.0055253-0.06061i,0.012669+0.0044304i,-0.074527+0.034699i,-0.13414+0.044762i,-0.099076+0.011222i,-0.047779-0.036364i,-0.01848-0.057645i,0.020531-0.059693i,0.077713-0.082999i,0.10503-0.13718i,0.083271-0.16417i,0.056917-0.13573i,0.052556-0.091357i,0.053164-0.057761i,0.038625-0.034807i,0.0048101-0.019991i,-0.023733-0.01281i,-0.030775-0.014039i
-0.028765-0.61458i,-0.16292-0.86289i,-0.27643-0.62247i,-0.22525-0.11387i,-0.078055+0.14974i,-0.00080142+0.16194i,0.071997+0.15114i,0.17702+0.12971i,0.194+0.08404i,0.12625+0.048835i,0.067596+0.037043i,0.052984+0.052282i,0.055178+0.066299i,0.031437+0.073055i,0.0038374+0.092827i,0.011048+0.097294i,0.032536+0.064293i,0.035262+0.028268i,0.021607+0.010926i,0.0080224+0.0047588i,-0.00064638-0.00098544i,-0.0049374-0.007655i,-0.0065023-0.0098309i
0.67896-0.013543i,1.0814-0.21744i,1.0534-0.48751i,0.67013-0.6086i,0.34357-0.52087i,0.16894-0.37213i,0.057902-0.25591i,0.020966-0.19955i,0.019115-0.1615i,0.034469-0.082516i,0.055611-0.033005i,0.0395-0.027265i,0.010684-0.017722i,-0.00013751-0.021583i,0.0035836-0.038835i,0.013666-0.045154i,0.020037-0.036077i,0.026194-0.023667i,0.024201-0.010007i,0.017256+0.015497i,0.032577+0.034738i,0.052894+0.023808i,0.044826+0.0012781i
-0.10035+0.73943i,-0.086132+1.24i,-0.11812+1.3129i,-0.27662+0.97622i,-0.38374+0.65286i,-0.25886+0.48623i,-0.058262+0.32438i,-0.0017152+0.17007i,-0.01508+0.079502i,-0.023074+0.020671i,-0.053359+0.0042912i,-0.081056+0.038359i,-0.08469+0.0815i,-0.075603+0.12709i,-0.049854+0.1712i,-0.020645+0.17271i,-0.019777+0.13421i,-0.036936+0.090171i,-0.043605+0.046415i,-0.04475+0.0016726i,-0.053866-0.030876i,-0.053803-0.036223i,-0.023587-0.028191i
-0.62989-0.2031i,-0.93239-0.28052i,-0.72391-0.35837i,-0.25902-0.4595i,-0.065815-0.44084i,-0.048106-0.26329i,0.012201-0.083952i,0.017489+0.035798i,-0.058497+0.12113i,-0.096299+0.1337i,-0.071497+0.098462i,-0.030302+0.068681i,-0.0036626+0.026645i,-0.0027129-0.048191i,-0.021897-0.11127i,-0.032198-0.099305i,0.0035612-0.02823i,0.056232+0.031384i,0.076993+0.029458i,0.055953-0.01489i,0.010518-0.025824i,-0.012244+0.015632i,-0.00011221+0.049258i
0.20877-0.5364i,0.14869-0.7397i,-0.016723-0.40161i,-0.028186+0.15798i,0.083185+0.3459i,0.071124+0.27062i,0.019012+0.20627i,0.021455+0.096186i,-0.014033-0.018021i,-0.046947-0.027515i,-0.02342-0.0098545i,-0.00053033-0.031103i,0.0019728-0.043255i,0.010575-0.011057i,0.038337+0.036408i,0.07061+0.046724i,0.077111+0.018478i,0.057152-0.0022551i,0.037642+0.0030397i,0.024589+0.0028631i,0.0085032-0.023198i,-0.012723-0.046702i,-0.021906-0.039067i
0.56898+0.19278i,0.92896-0.01884i,0.84989-0.51426i,0.38824-0.81555i,0.062686-0.68248i,-0.0005286-0.4298i,0.0047985-0.26996i,0.044493-0.19272i,0.094981-0.18222i,0.09127-0.17651i,0.03397-0.14408i,-0.029259-0.10401i,-0.059974-0.08111i,-0.086521-0.06922i,-0.12149-0.032528i,-0.13664+0.014782i,-0.14155+0.028352i,-0.13713+0.0042061i,-0.10393-0.025019i,-0.05037-0.030919i,0.0073776-0.020024i,0.044746-0.019188i,0.040707-0.028278i
-0.36472+0.54024i,-0.46295+1.0427i,-0.33981+1.2526i,-0.18423+1.016i,-0.11415+0.64482i,0.0097023+0.39019i,0.19035+0.24144i,0.31158+0.14902i,0.34482+0.093187i,0.26853+0.040017i,0.12764+0.019094i,0.01767+0.076054i,-0.015862+0.15354i,0.0052121+0.15898i,0.018912+0.11918i,0.017478+0.1023i,0.033817+0.10174i,0.040607+0.089634i,0.010583+0.061913i,-0.019822+0.043178i,-0.021183+0.043838i,0.002941+0.049967i,0.038603+0.042714i
-0.34562-0.49937i,-0.57529-0.78458i,-0.47647-0.86508i,-0.13627-0.78356i,0.023476-0.60783i,-0.060138-0.29962i,-0.15504+0.035493i,-0.22174+0.20677i,-0.27858+0.21369i,-0.23619+0.17386i,-0.11209+0.13507i,-0.010972+0.082641i,0.0065817+0.002534i,-0.050956-0.077266i,-0.10715-0.10217i,-0.11751-0.082431i,-0.11881-0.070346i,-0.12666-0.069293i,-0.097199-0.064334i,-0.03532-0.07066i,-0.010829-0.09241i,-0.027733-0.082315i,-0.021407-0.025228i
0.46465-0.13246i,0.63078-0.1318i,0.48819+0.098101i,0.19365+0.30547i,-0.018325+0.22961i,-0.11791+0.054907i,-0.14436-0.099092i,-0.19611-0.28006i,-0.25622-0.36898i,-0.20336-0.32881i,-0.092078-0.29928i,-0.035502-0.32049i,-0.028608-0.30133i,0.0015453-0.20101i,0.035691-0.10631i,0.0012912-0.060157i,-0.05692-0.019887i,-0.05986+0.025228i,-0.016848+0.056098i,0.020748+0.058462i,0.040801+0.049445i,0.053233+0.038545i,0.047381+0.00223i
0.091144+0.39774i,0.20355+0.37733i,0.11246-0.012177i,-0.15505-0.27021i,-0.22335-0.11424i,-0.055211+0.07254i,0.091473+0.1487i,0.20205+0.20789i,0.26338+0.16793i,0.17631+0.075162i,0.037308+0.080037i,-0.038083+0.14883i,-0.051724+0.16537i,-0.050697+0.12373i,-0.048765+0.11734i,-0.013292+0.16131i,0.026036+0.17572i,0.015994+0.12764i,-0.011142+0.045249i,-0.020457-0.014012i,-0.033525-0.025072i,-0.038942-0.00075165i,-0.0079985+0.03858i
-0.48181+0.12087i,-0.65523+0.35334i,-0.40019+0.58409i,0.067911+0.51343i,0.24604+0.21144i,0.13433+0.032722i,0.046718+0.032784i,0.037292+0.032661i,0.038944+0.035984i,0.056563+0.058976i,0.052902+0.058555i,0.025309+0.064639i,0.019195+0.0605i,-0.0099421+0.013768i,-0.090108-0.03842i,-0.12937-0.074124i,-0.075751-0.12703i,-0.019005-0.18133i,-0.04671-0.1656i,-0.094619-0.06983i,-0.059426+0.013645i,0.011205+0.011215i,0.028752-0.03473i
-0.16876+8.372i,1.7175+7.5668i,4.8211+8.0462i,6.383+5.5568i,5.8095+1.7421i,3.3529-1.4407i,0.72344-1.9232i,-0.20886-0.74709i,0.17464+0.3358i,1.0385+0.74679i,1.6015+0.3473i,1.6709-0.33185i,1.5195-0.78848i,1.1412-0.78375i,0.81479-0.52545i,0.57082-0.38334i,0.16319-0.3098i,-0.15042-0.062137i,-0.031764+0.19463i,0.28947+0.1531i,0.47063-0.080572i,0.4578-0.24031i,0.33108-0.25417i
0.47451+0.34509i,0.74197+0.54501i,0.69987+0.64449i,0.38047+0.59063i,0.10355+0.37654i,-0.021821+0.050949i,-0.11287-0.2416i,-0.22515-0.40349i,-0.28597-0.40006i,-0.22341-0.22683i,-0.052213-0.040441i,0.080933-0.0098806i,0.045612-0.04439i,-0.067378+0.02775i,-0.097217+0.15752i,-0.024577+0.19555i,0.056433+0.14462i,0.10053+0.096248i,0.10181+0.06907i,0.056686+0.053937i,0.02138+0.050498i,0.010874+0.028199i,-0.0010471-0.0016852i
-0.37156+0.27798i,-0.55798+0.40765i,-0.56533+0.27305i,-0.50218+0.0060018i,-0.48543-0.1099i,-0.46267-0.15046i,-0.47616-0.2318i,-0.51446-0.18671i,-0.40129-0.016794i,-0.18805+0.094716i,-0.038804+0.13591i,0.048052+0.10599i,0.081445+0.0078087i,0.085869-0.051417i,0.10669-0.058434i,0.11091-0.069789i,0.07124-0.062626i,0.024179-0.028066i,-0.0029837+0.0028424i,-0.015996+0.02312i,-0.033234+0.041909i,-0.045444+0.055943i,-0.037318+0.040278i
-0.20433-0.40364i,-0.35409-0.52769i,-0.28797-0.37465i,-0.050396-0.15522i,0.077145-0.085684i,0.054321-0.092624i,0.0011149-0.13053i,-0.045468-0.19943i,-0.017742-0.18302i,0.093973-0.067852i,0.15556+0.022104i,0.12128+0.041694i,0.030478+0.025981i,-0.061468+0.031554i,-0.091293+0.062104i,-0.078093+0.052225i,-0.08748-0.0010625i,-0.12391-0.028545i,-0.13388-0.001769i,-0.094897+0.035347i,-0.045837+0.039926i,-0.0097419+0.028314i,0.016523+0.023005i
0.46898-0.090764i,0.6327-0.23817i,0.40265-0.21276i,0.062526+0.080123i,0.036618+0.27546i,0.1684+0.1227i,0.1506-0.10577i,0.077916-0.13899i,0.075129-0.099359i,0.081606-0.11093i,0.085526-0.10236i,0.11943-0.043644i,0.14875-0.0020539i,0.12626-0.0059538i,0.091169-0.023905i,0.059298-0.044171i,5.229e-05-0.053155i,-0.057568-0.017422i,-0.063728+0.032613i,-0.016991+0.053711i,0.04239+0.047458i,0.068307+0.010846i,0.056027-0.026476i
-0.056267+0.46073i,0.036525+0.67202i,0.19377+0.51657i,0.30927+0.15678i,0.32244-0.083171i,0.19732-0.22263i,0.046905-0.26482i,0.054349-0.1819i,0.14731-0.078547i,0.1432-0.0072149i,0.093194+0.061126i,0.11517+0.098872i,0.16123+0.077696i,0.13403+0.052745i,0.05757+0.065441i,0.017572+0.10572i,0.036842+0.15325i,0.084071+0.16168i,0.092521+0.11603i,0.044701+0.056358i,-0.00066061+0.018972i,-0.014364+0.0053224i,-0.019619-0.0084757i
-0.38435-0.14075i,-0.57563-0.071823i,-0.43079+0.090579i,-0.1636+0.093298i,-0.13328-0.024591i,-0.19714+0.015263i,-0.16901+0.10038i,-0.14637+0.055614i,-0.13181-0.014167i,-0.086484-0.060239i,-0.082496-0.1092i,-0.10975-0.12545i,-0.095678-0.095856i,-0.035304-0.073388i,0.015202-0.083949i,0.033036-0.09811i,0.041073-0.10155i,0.037678-0.099244i,0.032604-0.085921i,0.038908-0.055534i,0.047903-0.021079i,0.043934-0.0033342i,0.0068058+0.0037053i
0.25413-0.38643i,0.23167-0.67088i,0.0063211-0.68745i,-0.15458-0.41925i,-0.13441-0.1833i,-0.14201-0.079928i,-0.17668+0.052448i,-0.10348+0.18925i,-0.028394+0.21654i,-0.0054728+0.17603i,0.021556+0.10876i,0.010144+0.046825i,-0.039567+0.045957i,-0.047194+0.072881i,-0.0066751+0.060864i,0.027913+0.00013781i,0.034294-0.070898i,0.013626-0.09238i,-0.015476-0.049356i,-0.023314+0.0038393i,-0.0081372+0.018734i,0.0050615-0.00076106i,0.0161-0.018354i
0.29628+0.42005i,0.61486+0.64855i,0.75901+0.66155i,0.5798+0.51523i,0.27469+0.36885i,0.081875+0.25963i,0.0022085+0.18125i,-0.027928+0.15904i,-0.027589+0.14954i,-0.034133+0.13331i,-0.024745+0.12068i,0.00070407+0.090324i,0.015964+0.059163i,0.024048+0.042518i,-0.00051062+0.022396i,-0.071848+0.016809i,-0.1364+0.038802i,-0.12802+0.054299i,-0.066855+0.035873i,-0.034242-0.0017111i,-0.046524-0.021076i,-0.0572-0.012929i,-0.053011-0.0097342i
