-0.00017397+0.00024161i,0.0017711-0.00037893i,0.0015236-0.00093934i,-0.00055145-0.0011763i,-0.0023487-3.9624e-05i,-0.0018859+0.0012742i,-0.00042171+0.0016419i,-0.0002701+0.0017124i,0.00062646+0.0017011i,0.00064329+0.0011411i,0.0005795+0.00040092i,0.00023419-0.00066874i,-0.00061518-0.0011616i,0.00022552-0.00062918i,0.0010732+0.00019207i,0.00080719+0.00075411i,0.00049567+0.0004752i,0.00053789-0.00031547i,4.0038e-05-9.2417e-06i,-0.00055365-4.6368e-05i,-0.00040467-0.00034037i,-0.00010351+0.00066937i,0.00018043+0.00049626i
0.0023442+0.001501i,0.001177+0.00033739i,0.0014299-0.00054652i,0.0015296-0.0010277i,0.00095625+0.00011137i,0.00061956+0.0017533i,-0.00025131+0.0012884i,-0.00058389-0.00039753i,-0.0013058-0.00071051i,-0.0020533-0.00081505i,-0.0013644-0.00065262i,-0.00073345-0.00036591i,-0.00076947-0.0009132i,-0.00093203-0.0012513i,-0.0012833-0.0004673i,-0.0013718+0.00011219i,-0.00084309-0.0002629i,-0.00024513-0.00037536i,-3.9765e-05+0.00035065i,-0.00022138+0.00045742i,-0.00055763+0.00024532i,-0.0010371+0.00035867i,-0.0016241-4.8152e-06i
0.00097167+0.00049722i,0.00029808-0.00020792i,-0.00035225-5.2187e-05i,-0.001597+0.0014079i,-0.0022087+0.0018795i,-0.0011061+0.0012569i,0.00043752+0.00021116i,0.00065802-0.0013171i,0.00060686-0.0018555i,0.00065045-0.0022235i,-0.00027513-0.0021144i,-0.00040044-0.0010518i,0.00035242-0.00062422i,0.00053558-0.00062845i,0.00084676-0.00031329i,0.00083637+0.0006567i,0.00027113+0.00018285i,-0.00085286-0.00091978i,-0.0018526-0.00086971i,-0.0015975-0.00029616i,-0.001057-2.6625e-05i,-0.0003047-0.00061574i,0.00012151-0.0001993i
-9.4861e-05+0.00016918i,-0.00054329-0.00011478i,-0.00017935+0.00062147i,0.00082452+0.0016029i,0.00069313+0.0022257i,0.00041808+0.0021062i,0.0013093+0.0015808i,0.0017835+0.00087094i,0.0024154+0.00017104i,0.0030043-0.00035121i,0.001493-0.0004531i,0.0005247+0.00014725i,0.0011768+0.00086254i,0.001072+0.00058363i,0.00078336+0.00050188i,0.00038127+0.0001226i,-0.00022752-0.00029535i,-0.0005684-0.00043918i,-7.1429e-05-0.00059467i,0.00083743-0.00053124i,0.0013507-0.00014149i,0.001602+0.00022406i,0.00049474-9.0022e-05i
0.00037213+0.00027304i,0.00034764+3.8379e-05i,-0.00036784+0.00078528i,-0.00084803+0.0011372i,0.00067808+0.00098192i,0.0011964+0.00035687i,0.00098829+0.00045584i,0.0026345+0.0011556i,0.0037354+0.002353i,0.0034236+0.0030819i,0.0020455+0.0017893i,0.0013615+0.00050482i,0.0012787+0.0012457i,0.00090468+0.002003i,0.00060116+0.0016565i,0.00073632+0.00054971i,0.00097567-0.00052257i,0.00094419-0.00037585i,0.00078356+0.00029215i,0.00092966+0.00013469i,0.00045697-0.00017905i,-0.00088183-0.00067185i,-0.0012539-0.00082577i
0.0012315+0.00027307i,0.0024603+0.00014483i,0.0029215+0.00071212i,0.0021378+0.0018836i,0.00051574+0.0022686i,-0.00078216+0.001509i,-0.00079179+0.00064278i,0.00013316+0.00098813i,0.00086156+0.0021512i,0.00045406+0.0021619i,8.875e-05+0.0011692i,-7.7922e-05+0.00052417i,-0.0007778+0.00051733i,-0.00085722+0.00046444i,-0.00031151+0.00046861i,0.00041443-3.936e-06i,0.00072886-0.00016i,0.00077148+0.00026867i,0.00053385+0.0013265i,1.9279e-05+0.0010675i,0.00019319-0.00027109i,0.00096993+5.1701e-05i,0.00049393+0.00062506i
-0.0018258-0.0018957i,-0.0022116-0.00096434i,-0.0023395-0.0002035i,-0.0024054+0.0010868i,-0.001629+0.0020257i,6.3786e-05+0.001847i,-2.95e-05+0.00096149i,-0.0016819+0.00071727i,-0.0024913+0.0011489i,-0.0031062+0.0015549i,-0.002556+0.00056352i,-0.00079874-0.00061402i,-0.0005516-0.00027161i,-0.0011413+0.00018623i,-0.00041694+5.0694e-06i,0.00011901-0.00033407i,-9.0315e-05-0.00032987i,-0.0002323-0.00028701i,-0.0005439+0.0001525i,-0.0007238+0.00055008i,-0.00042254+0.00037512i,-0.00028759+0.00044158i,-0.0010735+1.7276e-06i
0.00034573+0.00067617i,0.0020109+0.0024585i,0.0020924+0.003551i,0.0017032+0.0030984i,0.0016091+0.002712i,0.0015753+0.0012259i,0.0018414-0.0005152i,0.0016135-0.0016264i,0.00018599-0.0018706i,-0.00051016-0.0011859i,-0.00088862-0.001431i,-0.00055984-0.0013059i,0.00089237-0.00075282i,0.00069454-0.0010699i,-0.00042946-0.00077452i,-0.00025091-0.00073818i,0.00036352-0.0002154i,0.00028876+0.0010759i,-0.00026504+0.00068737i,5.6632e-05-0.00026262i,0.00022264-0.00033787i,0.00039145-0.00032928i,0.00093159-0.00024711i
0.0004326-0.00064201i,-0.00097906-0.0009465i,-0.0018833-0.00039219i,-0.0013068+0.00024534i,-0.00073957+0.00010184i,-0.00033737+0.00069529i,0.00028192+0.0010927i,0.0014976-8.7908e-05i,0.0020188-0.0023857i,0.0017737-0.0032267i,0.000955-0.0021171i,2.8486e-05-0.0010782i,0.00051247-0.00059896i,0.00092232-0.00051777i,0.00015278-0.00055854i,-0.0004332-0.00032976i,-0.00021234-0.00016692i,1.5596e-05-0.00025768i,-0.00025577-0.00035974i,-0.00042894-0.00046804i,-0.00015079-0.00034009i,0.00046718-0.0006448i,0.00041351-0.00095653i
-0.0010485-0.0015919i,-0.00019479-0.00052955i,-0.00055066+0.00084938i,-0.0016332+0.0023107i,-0.0017766+0.0035448i,-0.00082156+0.0034607i,0.00054088+0.0019548i,0.0015078+0.0015112i,0.0022568+0.0012692i,0.0021963+0.00017914i,0.00077774-0.00048372i,-0.00017958+0.0002373i,0.00019698+0.00086015i,0.00032302+0.00033338i,-0.00023533+8.6577e-05i,0.00029413+0.00013923i,0.00092689+0.00014324i,0.00081525+1.2199e-05i,0.0011125-0.00018824i,0.0012138-3.6263e-05i,0.00024239+0.0001368i,-0.00039559-1.5487e-05i,-7.7629e-05+4.7384e-05i
0.00014716+0.00033486i,0.0010935+0.0004359i,0.0012824-0.00010312i,0.00079652+0.00011472i,0.0006448+0.00012354i,6.4247e-05-0.00054945i,0.00017463+0.00066573i,0.00073679+0.0018112i,0.0011153+0.0015141i,0.0015726+0.00098991i,0.0014229+0.00088047i,9.8658e-05+0.0015539i,-0.0012356+0.0017315i,-0.0011943+0.0013751i,-0.00028317+0.0014642i,6.2015e-05+0.0010764i,0.00070087+0.00030949i,0.00069674+0.00036708i,-0.00053975+0.00019333i,-0.00029964-0.00048616i,0.00057248-0.00045064i,-7.8858e-05-0.00037368i,-0.00059447+0.00015024i
-0.0015509+0.0016871i,-0.0013423+0.003075i,-0.0010211+0.0035982i,-0.00015822+0.0029003i,0.00084792+0.002656i,0.00097407+0.0021481i,5.9338e-05+0.00087065i,-0.0010312+0.00040217i,-0.0012466+0.0011984i,-0.00043787+0.0020419i,0.00013882+0.0018817i,-0.00010326+0.00062146i,-0.0014291-0.0004582i,-0.0024316-0.0007363i,-0.0016065-0.0015311i,0.00021404-0.0015093i,0.00065028-0.0001484i,0.00034191+0.00034647i,-6.0815e-05+0.00015837i,-0.0010649+7.144e-05i,-0.0011376-0.00014984i,-0.00082835-0.00011034i,-0.00020018-0.00011881i
-0.0012339-0.00088991i,-0.001095+0.00075319i,-0.0016049+0.002886i,-0.0016227+0.0043696i,-0.00097019+0.0041715i,-0.0003525+0.0019064i,4.8063e-05-3.5738e-05i,-0.00071814-0.00015477i,-0.0019248+0.00060396i,-0.0021625+0.0009547i,-0.0013701+0.00075731i,-0.0003788+0.00037429i,-0.00041764-5.6257e-05i,-0.00069168-0.00066189i,-0.00044087-0.00037308i,0.00011399+4.3441e-05i,0.00040794-3.5824e-05i,0.00034293-5.9502e-05i,-0.00033055-0.00043493i,-0.00078534-0.00069434i,-0.00074271-0.00096695i,-0.00032198-0.00096843i,7.4359e-05+0.00026071i
0.0024033+0.0016503i,0.0035006+0.00063294i,0.0030129-0.00017931i,0.0024379-0.00062687i,0.0021721+0.00063169i,0.0008465+0.00085811i,0.00035059+0.00039569i,0.001044-0.00013432i,0.0009418-0.0015488i,0.00075644-0.0019034i,0.00064669-0.0012436i,0.00020337-0.00098264i,-1.4319e-05-0.00078516i,-5.9185e-05-0.00024625i,0.00035251+0.00029788i,0.00062384+0.00040007i,0.00089932-0.00011354i,0.0012982-0.00055683i,0.0007804-0.00046502i,0.0006658+0.00047037i,0.00079278+0.00062531i,-0.00026484+0.00017382i,-0.0009714+0.00010073i
-0.0013693+0.00026267i,-0.00090983+0.0015923i,0.0001018+0.0024922i,-0.00023776+0.003239i,-0.0010089+0.003353i,-0.00059214+0.002048i,0.00048324+0.00079393i,0.0015416+0.00046573i,0.0017092+9.7325e-05i,0.0015439-0.00033591i,0.0011858-0.0008633i,0.0014136-0.0010106i,0.0018766-0.00027676i,0.00047941-3.6161e-05i,-0.0004423-0.0004119i,7.8871e-05-0.00034395i,0.00049577+5.0014e-05i,0.00076758-0.00043055i,0.00071318-0.0011975i,0.0011067-0.00073276i,0.0015387-0.00026333i,0.00034375-0.00046892i,-3.4638e-05+0.00015127i
0.0003868+0.00063253i,0.0009897-0.00014489i,0.0009657-0.00074608i,0.00084757-2.772e-05i,0.0013342+0.0012622i,0.0014174+0.0010821i,0.00065951+0.00048507i,0.00056937+0.0012118i,0.0011545+0.00168i,0.0019159+0.0010107i,0.0012631+0.00065356i,-0.00033422+0.0006175i,-0.00018913+0.0008308i,0.00064761+0.0011517i,0.00056609+0.0010279i,0.00030436+0.00084314i,-6.4065e-05+0.00062844i,0.00019643+0.00050021i,0.00069739-0.00013537i,0.00095479-0.00064592i,0.00018615-0.00072185i,-0.00075042-0.00070875i,-0.00058212+9.4357e-05i
0.00057132-0.0011009i,0.00063344-0.0010362i,-0.00069286-0.00027889i,-0.0011546+0.00014972i,-0.00041773+0.00070361i,0.00056476+0.0012505i,0.00014345+0.0015251i,-0.00024156+0.0014623i,0.00033722+0.0017235i,0.00036372+0.0012261i,-0.00029205+3.8122e-05i,-0.00014658+5.5316e-05i,0.00063063+0.00066543i,0.00023995+0.0011602i,-0.00099024+0.00048542i,-0.0011031-2.2393e-05i,0.0002828+0.00041512i,6.4091e-06+0.00062079i,7.6837e-05+0.00036296i,0.00027546-2.5163e-05i,0.0003732-0.0006151i,0.00063999-0.00088245i,0.00050125-0.00039558i
-0.0019393+0.0018195i,-0.00085675+0.0024298i,0.00010075+0.0044793i,0.00065743+0.0056105i,0.00064173+0.0051158i,-0.00023162+0.0033241i,-0.00079741+0.00141i,-0.001378+0.0007921i,-0.0017585+0.001254i,-0.00070229+0.0013999i,0.00032932+0.0011979i,0.00026481+0.0002555i,-4.3271e-05-0.00040775i,-0.0007391-0.00024404i,-0.001-0.00014423i,-0.0003743+0.00040787i,0.00045942+0.0014388i,0.00061519+0.0010305i,-0.00010973+0.00030296i,-0.0012473+0.00020497i,-0.0013219-0.00012658i,-0.00061816-0.00032004i,2.712e-05+0.00018502i
-0.00075528-0.00051147i,0.00019268-0.00028482i,0.00030402+0.00010647i,-5.4002e-05+0.00086741i,0.00063747+0.0014074i,0.0010128+0.00035072i,0.00027891-0.0010489i,8.2001e-05-0.0023755i,0.0003792-0.0023379i,-0.00076885-0.00089626i,-0.0010569+1.4465e-05i,-0.00024102+0.00021615i,0.0001761-0.00034672i,0.00031597-0.00096558i,-0.00017264-0.00084319i,-5.9898e-05-0.00086736i,0.00063452-0.00061355i,8.324e-05-0.00050229i,-0.00060711-0.0004172i,-0.00054456+0.00026217i,-0.00079628+0.00069803i,-0.00066434+0.00063362i,-0.00028824+0.00034856i
0.0011911-0.00018181i,0.0010619-0.0011748i,5.5616e-05-0.00077846i,-0.001074+0.00044126i,-0.0011411+0.001624i,-0.00050585+0.0016481i,0.00048376+0.00051616i,0.0019708+0.00017896i,0.0028201-0.00020932i,0.0015571-0.00078852i,0.00013426-0.0011276i,-0.00022429-0.00089759i,-0.00012101-9.5217e-05i,-0.0002185-0.00020242i,0.00034983-0.00075293i,0.0010334-0.00087416i,0.00091285+6.3545e-05i,0.00097848+0.00077821i,0.00063294+0.00044164i,0.00023191+0.00016485i,8.908e-05+0.00094996i,-6.3655e-05+0.00046712i,0.00051927-0.00099608i
0.00071984+0.0014596i,-0.00049581+0.0019907i,-0.00018915+0.0022972i,0.00069999+0.001515i,0.00095606+0.00094024i,-8.1969e-05+0.00028078i,-0.00052962+0.00023984i,-0.00030681+0.00090817i,0.00053281+0.00056542i,0.0015201-0.00010976i,0.0010814+6.6168e-05i,3.9055e-05+0.0010868i,0.00027313+0.0016187i,0.00070882+0.0013548i,0.001259+0.00043772i,0.00091098-5.6007e-05i,0.00039668-0.00029311i,0.0007781-0.00077609i,0.001261-0.00057225i,0.0012657+0.0001043i,0.00060259+0.00077541i,0.00016593+0.0012055i,0.00028592+0.0011527i
0.00012967+0.0018138i,0.00091274+0.0027693i,0.0014899+0.0027617i,0.0016529+0.0026228i,0.0017056+0.0025377i,0.0015154+0.0006778i,0.00093388-0.00020905i,0.00071948+0.00044889i,0.0010607+0.0014919i,0.0010669+0.0018224i,0.0008821+0.0010835i,-0.00011676+0.00058157i,-0.00046492+0.00028927i,-0.00067011+0.000306i,-0.0010661+0.00025318i,-0.00025158-0.00050416i,0.00052887-0.0011953i,0.00079471-0.00082614i,0.0011233-0.00025945i,0.00076262-0.00028163i,0.00028276-9.6553e-05i,0.0004609-0.0001444i,0.00096321-0.00051864i
-0.0022129-0.001722i,-0.0029485-0.00084558i,-0.0027181+0.00072384i,-0.0018612+0.0028888i,-0.0013118+0.0041704i,-0.0006223+0.0038359i,-2.6341e-07+0.0019985i,0.00061153+0.00061529i,0.00040611+0.00097735i,-0.00041205+0.0015429i,0.000285+0.00093832i,0.00025837+0.00038249i,-0.0008471-1.9906e-05i,-0.00068754-7.6616e-05i,-0.00028097-0.00019736i,-5.4578e-05-0.00036658i,0.00016191+0.00021215i,-6.6198e-05+0.0010171i,-0.00039354+0.0010156i,-0.0007596+8.5635e-05i,-0.00054989-0.00060495i,0.00030913-0.0005445i,-7.2554e-05-0.0006048i
0.0017521+0.0023331i,0.0021903+0.0015671i,0.0015507+0.0003304i,0.00049667-0.00082604i,0.00058461-0.0002325i,-0.00023717+0.00070473i,-0.00050914+0.00083866i,-8.2814e-05+0.00083807i,-0.00014951-0.00014959i,-0.00079479-0.0010463i,-0.0014685-7.5587e-05i,-0.0011215+0.0005964i,-0.0010757+0.00017021i,-0.0012546+9.9583e-05i,-0.00072309+0.00048486i,-0.00010709+0.0011535i,0.00016421+0.00032213i,0.00021851-0.00023761i,-0.0003269+0.00039551i,6.0122e-05+0.00051538i,0.00036129+0.00045466i,0.00017369+0.00037249i,-0.00023581+4.5233e-05i
0.00053632-0.0003447i,-0.00063813-0.00098236i,-0.00053973-8.1774e-05i,-0.00084568+0.0009216i,-0.0010358+0.0018451i,-0.0006174+0.0014393i,-0.0005028-0.00010289i,5.7209e-05-0.00032567i,0.0011679-0.00063731i,0.0011943-0.0011813i,0.00099448-0.00090363i,0.0008057-0.00044632i,0.00027822-7.5744e-05i,0.00038765+0.00080411i,0.00042289+0.00080834i,0.00044752+0.00019538i,-4.9163e-05-0.00016546i,-0.00091263-0.00047776i,-0.00070692-0.00051109i,-0.00019905-8.3505e-05i,0.00010872+0.00026076i,5.7546e-05-8.4012e-05i,0.00048707-0.00023744i
-0.0002698+0.00011728i,0.00072892-0.00022394i,0.00082274+4.8554e-05i,0.00062961+0.0017363i,0.00047235+0.0028084i,0.00068252+0.002816i,0.00088775+0.0013939i,0.00083491+7.825e-05i,0.0011292+0.00010483i,0.00084645+0.00019943i,-0.00054582-1.6588e-05i,-0.0010686-0.00018756i,-0.00062272+9.1433e-05i,-0.00093551-1.2516e-05i,-0.0016572-0.00025164i,-0.0010044-0.00031566i,0.0005349+0.00012997i,0.0010008-4.5164e-05i,0.00089673-0.00039265i,0.00017156-0.00011149i,-0.00043712+0.00028615i,-0.00066303+0.00027259i,-0.00065613+0.00011132i
0.00064724-0.0015392i,-0.00021231-0.0012786i,-0.00060544-0.00093478i,-0.0012629-0.00065712i,-0.0017199+0.00047239i,-0.0009283+0.0021016i,-0.00035916+0.0021432i,0.00029373+0.0012721i,0.0014194+0.00076521i,0.0016594+0.0006734i,0.00074798+0.00015399i,-3.2351e-06-0.00054949i,-0.00011075-4.1271e-05i,-6.3331e-05+0.00067364i,-0.00023295+4.0002e-06i,-0.0001288-0.00082893i,0.0010653-0.00081111i,0.0011623-2.7003e-05i,0.00047318+0.00084116i,0.00038969+0.0011692i,0.00069116+0.0010588i,0.00044308+0.0011202i,0.00036527+0.00093366i
0.001095+0.00034i,0.00036932-0.00081008i,-0.00039862-0.00091375i,0.00021086+0.00034715i,0.00090466+0.00077418i,0.00070313-0.00014298i,0.00037696+0.00053675i,0.0004775+0.00097144i,0.00082913+0.0002108i,0.00014748+0.00026717i,-0.00023292+0.00016821i,-9.7552e-05-0.0004027i,-0.00090014+0.00040788i,-0.0012243+0.00027584i,-0.00042471-0.00021455i,0.00018953-4.4973e-05i,0.00054958-0.00038719i,8.4838e-05-0.00070256i,0.00017567-0.00035779i,0.00052817+0.00045983i,0.0003403-0.00032153i,0.0010631-0.00072549i,0.00090864+0.00017535i
-0.0017993-0.00020005i,-0.0010977-0.00010495i,-0.0016715+0.00095643i,-0.0023252+0.0017642i,-0.001701+0.001196i,-0.0011508+0.00087497i,-0.00042021+0.00036247i,-0.00034679+2.1297e-05i,-0.00070574+0.00013273i,-0.00033844+0.00017711i,0.00010874-0.00019878i,0.00018106-0.00057178i,0.00046455-0.00057135i,7.3986e-05-0.00047483i,0.00042861-0.00010554i,0.00082193-6.0903e-05i,0.00015986-7.405e-06i,6.7834e-06-0.00013493i,0.00055905-0.00014029i,0.00057484+0.00036339i,0.00027891+0.00023934i,0.00060868-4.8831e-05i,0.00064964+0.000344i
0.00074937-6.8389e-05i,0.00047871-0.00013347i,0.0009293-9.9172e-05i,-0.00031642+0.00041184i,-0.0013704+0.0017902i,-0.001151+0.0018687i,-0.00038737+0.00096619i,9.1819e-05+0.00029396i,-0.00026168-0.00014513i,2.157e-05+1.0205e-05i,7.7553e-05+1.4569e-05i,-0.0001364-0.00022274i,1.5609e-05+0.00055639i,-0.00021329+0.0008741i,-0.00010886+0.00077497i,0.00039181+0.00059299i,0.00050784-0.00033615i,0.00040003-0.00068493i,0.00029923+4.9311e-05i,-0.00013566+0.0007224i,-0.00085183+0.00077502i,-0.00014613+0.00052149i,0.00017343-2.9946e-05i
0.001046-0.00013838i,0.00049445+0.00034531i,0.00093489+0.00066249i,0.0016159+0.00098923i,0.0016629+0.00095386i,0.0015066+0.00010627i,0.0015311-0.00047834i,0.0010837-0.00017754i,0.00057486-0.00033059i,0.00054171-0.00065719i,-5.6663e-05-0.00074839i,-0.00050594-0.00038817i,-0.00061082-0.00017797i,-0.00064436+0.00069481i,-8.2395e-05+0.0013589i,0.00033324+0.00083486i,0.00091619+0.00011096i,0.00078343-0.00013076i,0.00046978-0.0001105i,0.00030441+0.00063113i,-0.00057554+0.00032606i,-0.0012109-0.00090379i,-0.00032784-0.0010585i
0.0017478+0.00072302i,0.0026338+0.00034614i,0.0025279-0.00040619i,0.0012276-0.00035346i,-0.00043433+0.00084145i,-0.00082029+0.00074281i,-0.00035522-0.00058621i,0.00055564-0.00054664i,0.0009696+0.00030398i,0.00072978+0.00084197i,0.00030651+0.0004141i,-0.00071773-5.0033e-05i,-0.001204-4.3717e-07i,-3.8111e-05-0.00018333i,0.00063834-1.388e-05i,2.546e-05+0.0003012i,-0.00021737+0.00037229i,0.00021636-0.00012863i,0.00045265-0.00028805i,0.0007681-0.00064894i,0.00067307-0.00032277i,4.7648e-05+0.00019337i,-0.00014706+0.00019189i
-9.4592e-06-0.00082194i,-0.0010058-0.00027593i,-0.0012613-0.00092131i,-0.0005727-0.00036991i,-0.00058975+0.0011095i,-0.00071513+0.0018085i,0.00017555+0.0015442i,0.00083275+0.0011491i,0.00032239+0.00077401i,-0.0002337+6.1698e-05i,-6.3563e-05-0.0013094i,0.00018564-0.0015772i,0.00066784-0.00037729i,0.0011119+0.00058993i,0.00072447+0.00084156i,0.00059503+0.00011809i,0.0012655-7.4954e-05i,0.00089885-3.892e-05i,0.00029619+0.00012797i,0.00037442+0.00018557i,0.00094221-0.0001232i,0.00063565-0.00038995i,-0.00014251+0.00047004i
-0.00020756+0.0025287i,0.00092981+0.001631i,0.00092314+0.0020779i,0.0014701+0.002679i,0.001631+0.0026078i,0.00048319+0.00085927i,0.00069243-0.00016619i,0.0014256+0.00038275i,0.0009441+0.00056227i,0.00024024+0.00049734i,-0.00023913-6.5688e-05i,-0.00019152-0.0004894i,-0.00060092-0.00024524i,-0.00090886+0.00038371i,-0.00075389+0.0007636i,-0.00029864+0.00013447i,0.0003852-0.00041157i,0.00021507+0.00015596i,-0.00061702+0.00046084i,-0.0010049+0.00036958i,-0.00096336+0.00023166i,-3.5989e-05-0.00011021i,0.00055395+0.00013955i
-0.0021178-0.0030225i,-0.0019941-0.0016338i,-0.0027334-0.00034985i,-0.003208+0.0013272i,-0.0032525+0.0028859i,-0.0013683+0.0021898i,0.00051139+0.00059916i,0.00015944-0.00032323i,-0.0010606-0.00075588i,-0.0018522-0.00061791i,-0.0013882-0.0002913i,-7.4488e-05-0.00045394i,0.00082236-0.00026706i,0.00042746-0.00091055i,-0.00035864-0.00077873i,-0.00041-0.00054587i,-0.00056947-0.00058876i,-0.00043166+5.7005e-05i,-0.00026187-6.963e-05i,-0.00023704-0.00031684i,-1.8799e-05+0.00034461i,-4.4888e-05+0.00095103i,3.5607e-05+0.00039434i
0.0001415-0.00092286i,-0.00045912-0.001389i,-0.00043856-0.0015941i,-0.00038945-0.00039279i,-0.00059457+0.0012743i,0.00022971+0.0014829i,0.0007398+0.00042071i,0.00072493-8.5525e-05i,0.00078564+0.00019968i,0.0002829-0.00031589i,4.5084e-05-0.0008243i,-4.1625e-05+0.00014879i,-0.00019065+0.00039493i,-3.0139e-05+0.0003168i,-0.00029849+0.00060508i,1.4799e-05+0.00010547i,0.00050583-6.852e-05i,5.6966e-05-0.00016874i,-0.00023874-0.0001508i,0.00024862+0.00015302i,0.00079498-0.0004181i,0.0009105-0.00074085i,0.00068618-0.00029231i
0.0019233-0.00056511i,0.0017479-0.00077754i,0.00069437+0.00014408i,-0.0009674+0.001037i,-0.0013827+0.00076337i,-0.0016459+0.00028716i,-0.00090791+0.00054067i,0.0013286+0.0010321i,0.0020563+0.00039501i,0.00062709-0.00057672i,-0.00052169-0.00087653i,-0.00056131-0.0012479i,-0.0005075-0.00013832i,-0.00047112+0.00049428i,-0.00016857-0.00025161i,0.00017486-0.00021504i,0.00016967+6.1594e-05i,0.00042589-0.00028587i,0.00066126-0.00029141i,0.00017714-0.00037911i,-0.00090601-0.00061788i,-0.0015112-0.00059695i,-0.00069475-3.7782e-05i
-0.0022276+0.00038574i,-0.0017393+0.0013071i,-0.0019172+0.002182i,-0.001532+0.0034254i,-0.00083413+0.0034915i,-5.5207e-05+0.002076i,0.00042501+0.00038924i,0.00065278-5.0637e-05i,-5.8152e-05+0.00080854i,-0.00027383+0.00095964i,0.00053973+0.00015371i,-6.7602e-05-0.00033568i,-0.0008886-0.00042955i,-0.00048489-0.00050455i,-0.00011742-0.0010586i,-0.00037033-0.0010924i,-9.1069e-06+9.5744e-05i,0.00088205+0.00035533i,0.00060375-0.00057278i,0.0004771-0.0010304i,0.00037558-0.00042269i,-3.7096e-05-7.9299e-05i,-0.00025175-0.00029007i
-0.00071043-0.0001383i,-0.00065427-0.00091034i,-0.0010468-0.00016602i,-0.0010822+0.00094577i,-0.00072251+0.0011344i,0.00067618+0.001302i,0.0011908+0.0012275i,0.00068122+0.00084581i,0.00098477-0.00012878i,0.0016825-0.0006174i,0.0014051-0.00035128i,0.00067347-0.00051891i,-0.00012297-0.00036414i,-0.00063335-0.00062009i,-5.6425e-05-0.00058738i,0.0003548-0.00080432i,-0.00010615-0.00053911i,-0.00024588+0.00043295i,-0.00018479+0.00017189i,-4.4169e-05-0.00046661i,0.00035877-0.00022933i,0.00086699+0.00054394i,0.00022772+0.00090973i
0.0026238+0.00066923i,0.0034339-0.0002063i,0.0039485-0.00096204i,0.0022792-0.00070721i,0.00037241-0.00030988i,-7.0585e-05+1.2646e-05i,-3.5649e-06+0.0012611i,-0.00055646+0.0013551i,0.00039076+0.00081464i,0.0013024+0.00066262i,0.00045712+1.4764e-06i,-0.00011948-0.00055201i,-0.00031792-0.00067505i,-0.00044774-2.8812e-05i,-0.00046872+0.00060963i,0.0001586+0.00035129i,0.0003046-0.0006523i,-0.00043438-0.00079801i,-0.00067341-0.000104i,-0.00030179+0.00017829i,-0.00013407+0.00030639i,-0.00050655+0.00031902i,-0.00022071-0.0002384i
-0.00024776+0.0027978i,-0.00021382+0.0011598i,-2.5502e-05+0.00065297i,-0.00035521+0.0019192i,-0.00059162+0.0025781i,-0.00024779+0.0016518i,0.0001907+0.00073997i,0.00090005+0.00045768i,0.00093665+0.00034213i,0.00021194+0.0011368i,-5.3765e-05+0.0016746i,-0.00013511+0.0008009i,-8.051e-06-0.00050699i,0.00012138-0.00091406i,0.00040407-0.00059519i,0.00017122-0.00072758i,0.00028153-0.00064084i,0.00073229-0.00028944i,-0.00017818-0.00043746i,-0.00077799-0.00025346i,-0.00073903+0.00014589i,-0.0006707+2.1905e-05i,-0.00065627-0.00042905i
-0.00021613-8.5039e-05i,-0.0002176-0.00029233i,-0.00031166+0.00013987i,-3.9595e-05+0.0016447i,6.0183e-06+0.002351i,0.00010216+0.0007839i,0.00025483-0.00069584i,0.00066609-0.00053845i,0.0011336+9.6453e-05i,0.0013881+0.0002291i,0.0012891+0.00040622i,0.00020347+0.0010448i,-0.00010107+0.00081384i,0.00019718+0.00043723i,-0.0005078+0.00070299i,-0.0011889+0.00062006i,-0.00085746-0.00031571i,-5.7353e-05-0.0011648i,0.00030594-0.0009108i,0.0002926-0.00047672i,-0.00022848-0.00069833i,-0.00072544-0.0011517i,-0.00037056-0.0011176i
0.0033664-0.0006887i,0.0029231-0.0015202i,0.0025336-0.0018072i,0.0027015-0.0015797i,0.0019343-0.00060302i,0.00014709-0.00020857i,-0.00064913-0.00021005i,0.00039375+0.00019346i,0.0012096+0.00054697i,0.00076336-4.3412e-05i,0.00046008-0.00067944i,0.00034536-0.00018439i,0.00010248+0.00034201i,0.00051216+0.00065676i,0.0010575+0.00093503i,0.0012109+0.00066928i,0.00087551+6.8741e-05i,0.00035337-0.00035301i,0.00065245-9.884e-05i,0.0010255-7.4184e-05i,0.00052332-5.6843e-05i,0.00066964+0.00029149i,0.00097674+0.0002619i
-0.0012552+0.0023786i,0.0001835+0.003185i,0.00049184+0.0028157i,-0.00026645+0.0026688i,-7.3487e-05+0.0022352i,0.0004301+0.0017088i,0.00022221+0.00093126i,0.0003689+0.00050624i,0.0010411+0.00075089i,0.0011477+0.0001637i,0.0012473+9.6814e-05i,0.0011322+0.00017485i,0.0001143-0.00059274i,-0.0011558-0.00091626i,-0.00093668-0.00054877i,0.00084372+7.4725e-05i,0.0018022+0.00024814i,0.00080808+0.00043912i,4.4384e-06+0.0002356i,-1.3954e-05+8.5687e-05i,0.00029218+0.0004148i,-8.4657e-05+0.00040103i,-0.00029557+0.00012618i
