-0.0016956+0.0016275i,9.409e-09+0.0011195i,-0.00057986+0.0010373i,-0.0011264+0.00154i,-0.0010366+0.0028092i,-0.0001074+0.0033172i,0.00057264+0.0028911i,-0.00015509+0.00161i,-6.6367e-05+0.00022689i,-0.00019973+0.00017963i,1.8297e-05+0.00048553i,7.2033e-05+0.00019898i,-0.0003729+0.00015054i,-0.00093424+0.00028532i,-0.00072301+0.00052094i,-0.00017492+0.00059846i,6.65e-05+0.00057651i,-1.6941e-05+0.00024552i,0.0003358-0.00020204i,0.00036398-0.00019527i,-0.00034951-0.00041481i,-0.001065-0.00032367i,-0.001184+0.00045284i
0.00039627-0.0018725i,-0.00058326-0.0023637i,-0.0013879-0.0020074i,-0.0021658-0.00012259i,-0.0023015+0.0016626i,-0.001236+0.0023047i,4.4063e-06+0.00080536i,-0.00014909+0.00038986i,-0.001149+0.00066271i,-0.001151+8.6448e-06i,-0.00050061+0.00024163i,-0.00056624+0.0010769i,4.7548e-05+0.00093974i,0.00075356+0.00012458i,0.00063945-0.00064848i,0.00063917-0.0008i,0.00048196+7.0411e-06i,-6.5128e-05+6.6946e-05i,-0.00034757-0.00024117i,-0.00046636-0.00027941i,-0.00021875-0.00019946i,-0.00025972-0.00018857i,2.649e-05+0.00014515i
-0.00021701+0.0012392i,0.00080372+0.0022576i,0.0010217+0.0018277i,0.0014502+0.0010831i,0.0016917+0.0012772i,0.0011192+0.0011674i,0.00023664+0.001355i,-2.8744e-05+0.0014985i,-9.6487e-05+0.0010808i,-0.00065455+0.00091229i,-0.00039466+0.00069376i,-0.0001243+0.0004581i,-0.00090709+0.00028793i,-0.00060461-0.001013i,0.00021893-0.001174i,0.00011188-0.00024353i,7.8022e-05-0.0001348i,-0.00029647-0.00042024i,-0.00019447-0.00030321i,0.00015458+6.1576e-05i,1.8278e-05-0.00025969i,-0.00061943-0.00052911i,-3.4191e-05-9.3894e-05i
0.00063559+0.0029673i,0.0013104+0.0021172i,0.0018029+0.0023177i,0.0014088+0.0031675i,0.0016159+0.0029202i,0.0020262+0.0016229i,0.00095973+0.00011127i,-0.00060524+3.617e-05i,-0.001629+0.00080488i,-0.0015664+0.0012237i,-0.001309+0.00079873i,-0.0019123-1.6846e-05i,-0.0022212-4.2634e-05i,-0.0012208+0.00030238i,-0.00021923+0.00087395i,-0.0002089+0.00065581i,-0.00011351-0.00010546i,-0.00015358-0.0001958i,1.0168e-05-6.898e-05i,0.00055328-0.00015777i,0.00026937+0.00023261i,-0.00020154+0.0002757i,-0.00022846+0.00054637i
-0.00085253-0.00089371i,-0.0011422-0.00050708i,-0.00066622+0.00021487i,-0.00026317+0.0010781i,-0.00099837+0.0021567i,-0.00034039+0.0030873i,0.00055294+0.0023566i,-0.00020937+0.0011818i,-0.0016324+0.00045382i,-0.0019477+1.02e-05i,-0.0011124+0.00049472i,-0.00035246+0.0010389i,-0.00011375+0.0011571i,-0.00038606-3.7508e-05i,-0.00025357-0.0014438i,-0.00030887-0.00082744i,0.00021587-0.00020362i,0.00054471+0.00019658i,-7.5985e-05+0.00089055i,-0.00047727+0.0010334i,-0.00023812+2.5427e-05i,-0.00048209-3.8027e-05i,-0.00087434+0.00088922i
-0.0010577+6.8053e-06i,-0.00071182+3.3138e-05i,0.00032767+0.00070608i,0.00035857+0.001673i,0.0001906+0.0018722i,0.00074948+0.0017475i,0.00062403+0.001733i,-0.00017057+0.00055815i,-0.00040961-0.00031796i,-0.00041712+0.00026526i,-0.00083104+0.0012311i,-0.00074745+0.0007449i,-0.00055565-0.00049399i,-0.00054288-0.00073482i,5.1153e-05+0.00013452i,0.00049121+0.00093759i,-0.00057154+0.0011406i,-0.0017195+0.00017827i,-0.00095492-0.00035908i,0.00061841+7.35e-05i,0.0011179+0.00042178i,0.00037155+0.00054803i,-0.00028766+5.7631e-05i
0.00035113-0.0014568i,-0.0003491-0.001573i,-0.001296-0.0015275i,-0.001375-0.00063838i,7.621e-05+0.0023017i,0.0012954+0.0027358i,0.0012497+0.0013297i,-0.00051402+0.00076913i,-0.001506+0.00041553i,-0.0015998+0.00048618i,-0.00089687+0.00079578i,-0.00026715+0.0015305i,0.00045889+0.0019758i,0.00101+0.0016889i,0.00066221+0.00041559i,0.00064881-0.00010489i,0.00080231+0.00065748i,-0.0001779+0.0011669i,-0.0012904+0.00060461i,-0.0013794+5.8149e-05i,-0.0010148+3.1072e-06i,-0.00094197-0.0001279i,-0.00029982-0.00054707i
0.00056651+0.00067615i,0.00081379+0.00072606i,0.00085508+0.00090068i,0.0010358+0.0011457i,0.00073566+0.0020681i,0.00064734+0.0022667i,0.00081791+0.0012302i,0.00030808+0.00036398i,-0.00031498+0.0002956i,-0.00032182+0.00052625i,3.6161e-05+0.0011643i,-0.00079433+0.0012462i,-0.0019677+0.00050754i,-0.0011155+1.728e-05i,-0.00022363+0.00043787i,-0.00011882+0.0014055i,-0.00048273+0.0013592i,-0.00040111-6.2628e-05i,-0.00019522-0.001128i,-0.00027094-0.00091923i,-0.0003682-0.00053187i,-0.0005611-0.00039775i,-0.00038445-0.00057832i
-0.0010032-0.00051737i,-0.0010603-7.3164e-05i,-0.00093119-0.00015936i,-0.0013669+2.0132e-06i,-0.0018331+0.0010295i,-0.002184+0.0014931i,-0.0011108+0.00089325i,2.9124e-05+0.00031576i,-0.00053129+0.00014146i,-0.00075318+2.8241e-05i,-0.00027836+9.3901e-05i,1.1625e-05+0.00034063i,0.00011647-0.00043862i,0.00070308-0.0006882i,0.00089571-0.00017062i,0.00011579-0.00021113i,-0.00016645-9.1288e-05i,2.1306e-05+0.00029349i,-0.00063441+0.00037681i,-0.00068186+0.00050732i,-0.00019962+0.00053524i,0.00028884+0.00011021i,0.00089123+7.2359e-05i
-0.0015292-0.001959i,-0.0013847-0.0011147i,-0.00086522+0.00029515i,-0.00022445+0.0019402i,-0.00030599+0.0031261i,0.00035322+0.0031077i,0.0008703+0.0017349i,0.00050152+0.0007077i,-0.00030568+0.0008211i,-0.0010311+0.00092047i,-0.00052081+0.00078259i,6.8525e-05+0.00020691i,0.00038018-0.00024995i,0.00085167-0.00050502i,0.0005775-0.00075804i,0.00050458-0.00029103i,0.00044436+0.00042056i,-0.00024406+0.00042145i,0.00022698+0.00011989i,0.0010782+0.0004698i,0.00078842+0.00090683i,-8.6765e-05+0.00036742i,-0.00035946-0.0001271i
0.0032644+8.7554e-05i,0.0026182-0.00031123i,0.0018286-0.0011519i,0.0016702-0.00090138i,0.00094841+0.00053727i,0.00013101+0.0017004i,-0.00032721+0.0019617i,-0.0002259+0.0016469i,-0.00058805+0.00096782i,-0.0011613+0.00060816i,-0.00048049+0.0007594i,0.00043727+0.0010008i,0.00022999+0.0009053i,6.2012e-05+0.00052259i,-0.00011906+0.00049634i,-0.00051734+0.00014415i,-0.00042412-0.000402i,-0.00011197-0.00093014i,0.00014837-0.0004868i,0.00035786-2.7762e-05i,0.00055876-0.0003321i,0.00015572+0.00037069i,-0.00076534+0.00096817i
0.0011169+0.0013036i,0.00077326+0.0024223i,5.0097e-05+0.0021164i,0.00041554+0.0010271i,0.0017052+0.00041844i,0.001785+0.00014861i,0.00079479+4.3763e-06i,0.00068124+0.00031284i,-0.00029474+0.00099332i,-0.00097532+0.0008345i,-0.00041496+0.00019452i,-6.4753e-05+0.00053665i,-0.00028157+0.00042985i,-6.8588e-05+0.00050642i,0.0002885+0.00096199i,0.00020149+0.00027052i,0.00055579-0.0003055i,0.00091117-0.00016962i,0.00024795+0.00012659i,-0.00033811+0.00016798i,-0.00078074-0.00019252i,-0.00060749-0.00032269i,-7.9673e-05-0.00021866i
-3.9851e-05+0.00069451i,0.00035524+0.00048133i,0.00028366+0.00030565i,0.00057422+0.00045071i,0.00080919+0.0014804i,0.00024099+0.0019125i,-4.3361e-05+0.0011131i,-0.00059308+0.00044877i,-0.0013256+9.1132e-05i,-0.0011713-0.00012627i,-0.00066013+7.6045e-05i,-0.00044921+0.00043127i,-0.00069567+0.00025268i,-0.00052336+0.00036808i,-0.00023332+0.00026487i,-0.00011975+0.00028729i,0.00033482+5.0982e-05i,0.00028763+9.6412e-05i,-0.0010384+0.00025575i,-0.0016553-0.00016284i,-0.00071463-0.00040714i,8.8457e-05-0.00020454i,-0.00050331+0.00051688i
2.2138e-05+0.0021867i,0.00058365+0.0021023i,0.0021013+0.0017004i,0.0026327+0.00080205i,0.0017024+0.0010925i,0.00055271+0.0017602i,-3.8183e-05+0.0012022i,-0.00036437+0.00053664i,-0.00032243+0.0005761i,-0.0003471+9.3145e-05i,-0.0008748-0.0003583i,-0.00096708-0.00056737i,-0.00065031-0.00042152i,-0.00049537-8.3054e-05i,-0.00074747-0.00040455i,-0.00075029-0.0008407i,-0.00017484-0.00057958i,-0.00013199+0.00010084i,-2.1874e-05+0.00069523i,0.00045961+0.00047627i,4.5144e-05+4.6327e-05i,-8.6745e-05-0.00031407i,0.00050177-0.00054918i
-0.00073456+0.00032233i,-0.00023018+0.00080909i,0.00043594+0.00089821i,0.00018862+0.00062082i,-0.00037758+0.0015409i,0.00026461+0.0022714i,0.0010683+0.0013977i,0.00078809+0.00094224i,-0.00038679+0.00048267i,-0.0013852+7.6003e-05i,-0.0011433-0.00025359i,-0.00046609-0.00028268i,-0.00017175-0.00021429i,2.1019e-05-8.2284e-05i,-0.00043062+0.00019818i,-0.0002057-0.00050465i,2.7724e-05-0.00074693i,-5.2938e-05-0.00095747i,0.00018492-0.0011665i,0.00029504-0.0011031i,3.0436e-05-0.00073096i,-0.00010621+0.00021597i,-0.0004417+0.00044615i
-0.0014019+0.001378i,-0.00081387+0.0025576i,6.1332e-06+0.0035728i,0.0011734+0.0024192i,0.0017273+0.0016686i,0.0014985+0.00055427i,0.00134-0.00083656i,-9.4091e-05-0.00025592i,-0.0015074+0.0011475i,-0.00079854+0.0012845i,-0.00051728+0.0007668i,-0.00068392-0.00010731i,-0.00050928-0.00044368i,-0.00040224+0.00015794i,-0.00014182+0.00041737i,-0.00052697+0.00076109i,-0.00034845+0.0011805i,-0.00018239+0.00049595i,-0.00038166-0.00012273i,-2.6959e-05-0.00014904i,1.3871e-06-0.00046139i,0.00024339-0.00025251i,1.8715e-05+0.0003474i
6.6039e-05+0.00029774i,0.00033688+0.00082732i,0.00026737+0.0012902i,-0.00013738+0.0015973i,-0.00089555+0.0015831i,-0.0012554+0.0019431i,-0.0010019+0.0012255i,-0.0004017-0.00031893i,-0.00046103-0.00095119i,-0.0010206-0.00044415i,-0.0011599-0.00038517i,-0.00037073-0.00043452i,0.00053807+0.00016998i,0.00038486+0.00059293i,-0.00011178+0.00072819i,-8.9932e-05+0.00035837i,6.3498e-05+0.00035916i,-0.00055545+0.0002898i,-0.0011219+0.00020665i,-0.00080708-1.3845e-05i,0.00015557-0.00016277i,0.00049882-0.00017971i,-0.00031652-0.0005186i
-0.0018277-0.0008982i,-0.001361-0.00091285i,-0.00051099+0.00030658i,-0.0010053+0.0019338i,-0.0016752+0.0029013i,-2.3132e-05+0.0030078i,0.0010197+0.001646i,0.00072253+0.0011557i,0.00025192+0.0010791i,9.3281e-05+0.00086957i,-0.00028475+0.0011303i,-0.0005844+0.0012423i,-8.2305e-05+0.0010356i,0.00015598+0.00034782i,0.00051397-0.00011242i,-1.3792e-05+1.3702e-05i,-0.0011457-0.0001388i,-0.0010477+0.0001561i,-0.00044455+0.00044401i,2.5349e-05+0.00012661i,0.0010541-3.6777e-05i,0.00097621+0.00025464i,-0.00035113+0.00052587i
0.0007809-0.0015564i,0.00094385-0.00077828i,0.00070873-0.00029882i,-0.00021212+0.00036397i,-0.00086326+0.00091601i,0.00012953+0.0012656i,0.00079048+0.00065614i,-0.00072358-2.2687e-05i,-0.0018583+0.00019785i,-0.0019616+0.00068851i,-0.0012923+0.00037787i,-0.00024268-0.00026219i,-0.00014832-0.00053993i,-0.00014991-0.00081627i,-0.00013191-0.00054334i,-0.00042207-6.1991e-05i,-0.00021003-0.00021748i,-1.6465e-05+0.0001981i,-0.00031567+0.00058936i,-0.00011753+0.00011357i,0.00028057-0.00040588i,0.00071017-0.00076252i,0.0011904-4.4445e-05i
0.00082139+0.00089249i,0.00038496+0.00147i,7.0018e-05+0.0022926i,0.00024103+0.0016826i,0.00060238+0.0013787i,0.00017642+0.0018183i,-0.00028861+0.0019931i,-0.0011102+0.0016024i,-0.0019775+0.00083049i,-0.0015356+0.00017652i,-0.00086128+0.00088306i,-0.00082589+0.0012337i,-0.00061158+0.00062592i,-0.00025206+0.00052226i,0.00052053+0.00076905i,0.0010225+0.0005652i,0.0009781+0.0005982i,0.00031809+0.00065652i,-0.00032481-0.00044024i,-0.00011607-0.0010251i,1.4619e-05+7.9238e-06i,0.00025451+0.00033842i,0.00070226-0.00012902i
-0.0025752-0.00087915i,-0.0027466-0.0012215i,-0.0016236+0.00011624i,-0.0012381+0.0014883i,-0.00094797+0.002252i,0.00014362+0.0020127i,0.00034502+0.00099568i,-7.2102e-05+0.00015709i,-0.00053912+5.1732e-05i,-0.0010596+0.00019492i,-0.0010241+0.00061308i,-0.00047062+0.00072753i,0.00034861+0.00044464i,0.0010346+0.00039102i,0.0008745-9.0533e-05i,0.00056678-0.00029774i,0.0010357+0.00038763i,0.00065957+0.00063334i,-0.000137+8.0987e-05i,-0.00039875-7.3901e-05i,-0.00035272+0.00047343i,7.7036e-05+0.0011681i,0.00023014+0.0015637i
0.00057126+0.0010938i,0.0010209+0.001501i,0.0018474+0.0019098i,0.0013065+0.0021041i,0.00092446+0.0015644i,0.00070875+0.00077568i,0.00019948+0.00055532i,-0.00056448+0.00042868i,-0.0014699+6.0098e-05i,-0.00040352+0.00062008i,-0.00010108+0.0011779i,-0.00051861+0.00064889i,-0.00078884-0.0004845i,-0.00084783-0.00080444i,-0.00098015-0.00010726i,-0.00067516-0.00017653i,0.00021833-0.00051764i,0.00070565-0.00067583i,0.00016162-0.0011285i,-0.00038954-0.00075853i,-0.00025227-0.00016432i,-5.9336e-05-0.0011832i,0.00037677-0.0018561i
0.00033885-0.00069434i,0.00056258-0.00058073i,0.00078711-0.00080142i,0.00084538-0.00011744i,0.00099306+0.00097036i,0.0017851+0.0013596i,0.0012042+0.0016477i,-0.00049445+0.0016411i,-0.0017833+0.00076061i,-0.0015014+0.00034515i,-0.0010791+0.00097413i,-0.00082496+0.00046601i,-0.00036366-0.00033948i,-0.00041237-0.00014705i,-3.9063e-05-0.00044192i,-0.00029943-0.0010137i,1.9555e-05-0.00059222i,0.0010706+0.00014875i,0.0010549+0.00064255i,0.00053437+0.00054029i,-0.00039585+0.00036623i,-0.0010737-7.9856e-05i,-0.00055897-0.00058519i
0.0010384+5.627e-05i,-0.00047687+0.00011746i,-0.0010534-0.00012243i,-0.0015276-0.00018496i,-0.0017946+0.00085746i,-0.0016448+0.0013546i,-0.00012134-0.00012229i,0.00019355-0.0011056i,-0.00087193-0.00089404i,-0.0011779-0.00036728i,-0.00063322-9.2972e-05i,-4.3993e-06+0.00051765i,-0.00049035+0.00081764i,-0.00047434-0.00019862i,0.00023464-0.0010128i,0.00036353-0.00024191i,2.4654e-05+0.00072589i,-0.00095987+0.0011033i,-0.0010326+0.0012905i,-3.969e-05+0.0010415i,-0.00027181+0.00078009i,-7.1274e-05+0.00028918i,0.00033386+0.00060153i
0.0003948+0.00067974i,-0.00031855+0.0005948i,0.00042847+0.0011482i,0.0010544+0.0010328i,0.00070661+0.0010987i,-4.2835e-05+0.0011751i,-0.00046255+0.00048403i,-0.00066254-0.00034622i,-0.0015601+0.00023342i,-0.0018275+0.00058393i,-0.00086101+0.00044475i,-9.0345e-05-0.00038561i,-0.00030473-0.0007607i,-0.0006357-6.191e-05i,-0.00077507-0.00048251i,-0.00070094-0.00092097i,-0.00016887-0.00052768i,-2.6555e-06-0.00045761i,0.0003103-0.00014845i,0.00054694+0.00060767i,0.00010149+0.00053633i,2.2724e-06+0.00037281i,-0.00024381+6.8803e-05i
-0.00016326+0.0018222i,0.00088826+0.0016361i,0.0019729+0.0016978i,0.0026201+0.00064315i,0.0017777-0.00027032i,0.00019802+0.00028532i,-0.00022267+0.00069579i,-0.0006821+0.00043792i,-0.0016938+0.00063809i,-0.0013933+0.0010381i,-0.00061915+0.00076777i,-0.00043072+0.00019692i,-0.00037336-4.6915e-05i,-0.00046121-0.00010061i,-0.00046669+0.0002726i,-0.0002472+0.00073082i,-0.00010077+0.0010616i,-0.00013427+0.00054064i,-0.0003912+8.9265e-05i,-0.00016006+0.00079834i,0.0002711+0.00060151i,5.3917e-05+2.6962e-05i,-0.00034355-0.0002625i
0.0013438-0.0018554i,0.00074249-0.0018157i,-0.0020638-0.0019965i,-0.0034439-0.00056818i,-0.0026413+0.0019831i,-0.001718+0.0026806i,-0.00084568+0.0011236i,-0.001399+0.00045628i,-0.0022034+0.00021674i,-0.0013483+0.0001542i,0.00013819+4.0063e-05i,0.00020696-0.00037979i,-0.00051722-0.00046786i,-0.00015001-0.00036675i,0.0011581-0.00040089i,0.0013485-0.00026048i,0.00024111-0.0006666i,-0.00051041-0.00057737i,-0.00057053+0.00023009i,-0.00044109+0.0010094i,-3.3922e-05+0.00098238i,-5.2144e-05-0.00015301i,-4.5988e-05-0.00060632i
0.0012391+0.00083573i,0.0016573+0.0014067i,0.0015551+0.001767i,0.0012946+0.001219i,0.00070982+0.00091682i,0.00037723+0.0012118i,0.00053207+0.00055122i,-0.00027113-0.00033772i,-0.00098719-0.0004i,-0.0013039+4.8046e-05i,-0.0012451+0.00060013i,-0.00091818+0.00045459i,-0.0012993+0.00036099i,-0.00077897+0.00099463i,-0.00016044+0.00065465i,-0.00012822-0.00024581i,0.00011427-0.0004934i,-7.91e-05-0.00054439i,-6.024e-05-2.4064e-05i,-0.00011629-0.00016799i,-0.00028172-0.00058905i,-0.00013988+0.00016018i,-0.00021359+0.00035296i
0.00046039-0.00062564i,-0.00018073-0.00030801i,-0.0012359-0.00089514i,-0.0018777-0.0010433i,-0.0013716+0.00022625i,-0.00020411+0.0012752i,0.00063726+0.0017537i,0.00047969+0.0011582i,-0.00041663+0.00012243i,-0.00065618+0.00040387i,-0.0006986+0.00061524i,-0.00074405+0.00017954i,-0.00056015+0.0004478i,-0.0003272+0.00078389i,-0.00015191+0.00037656i,-0.00025823-0.00021507i,-1.643e-05-0.00066767i,-0.0003312-0.00075681i,-0.00036995-0.00036896i,0.00061589+0.0001408i,0.00040565+0.00010811i,-0.00022003-0.0004716i,-0.00040054-0.00049241i
-0.00038713-0.00056622i,-0.0011305+0.00078405i,-0.0019736+0.0026639i,-0.0017022+0.0029566i,-0.0005391+0.0023805i,0.00082873+0.0021825i,0.00027491+0.0019409i,-0.00078507+0.00099655i,-0.00080686+4.437e-05i,-0.00063956+4.8171e-05i,-0.0003953+0.00070656i,-0.00055198+0.00081322i,-0.00021713-0.0002804i,0.0009223-0.00052476i,0.00097073-0.00032613i,0.00022419+7.8732e-05i,-0.00021848+0.00036084i,-0.00049514+5.5193e-05i,5.3459e-05-0.00016394i,0.00091505-9.4031e-05i,0.0013303+0.00041157i,0.00034897+0.00064985i,-0.00021098+0.00074983i
0.00068802-0.00027934i,0.0010462-0.00071563i,0.00049839-0.0005103i,-0.0001725+0.00022225i,-0.00019011+0.0012994i,0.00016757+0.0019141i,1.2329e-05+0.00097446i,-0.00016617+0.00012513i,-0.00078326+0.0005101i,-0.0012339+0.0010706i,-0.0012581+0.00065174i,-0.0013531-0.00018366i,-0.00050147-0.00030918i,9.0886e-05+0.00017858i,0.00019315+0.00024328i,-0.0002988+3.7317e-05i,-0.00072637+0.00017692i,-0.00030169-0.00020747i,-0.00014112+0.00025201i,7.1727e-05+0.00011893i,0.00060117+0.00015792i,0.00023419+0.0010407i,0.000188+0.00021068i
-3.3095e-05+0.0010809i,0.00017268+0.0014249i,0.000567+0.0016999i,0.00056926+0.001298i,7.4019e-05+0.001158i,1.1461e-06+0.00091893i,-0.0002042+0.00035215i,-0.00074035+0.00019777i,-0.00092692+0.00057531i,-0.00086149+0.0014571i,-0.00062591+0.0012708i,-0.00022631+0.00014072i,-0.00060546+0.00012455i,-0.00095387+0.00082563i,-0.0015219+0.001209i,-0.0012604+0.0012018i,-0.00081336+0.00069789i,-0.0006319+0.00029639i,-0.00048353+0.00039364i,-0.00090914+0.0011171i,-0.0010265+0.0012362i,-0.00073168+0.00052653i,-9.2723e-05+0.00030231i
0.0015443-0.00048675i,0.0010767+0.000329i,0.00025816-0.00053144i,-0.00033627-0.00047146i,-9.2742e-05+0.00069267i,0.00034186+0.0018168i,0.00039064+0.0012689i,-1.2194e-05+0.00010346i,-0.00080154+0.00055236i,-0.0012871+0.00097307i,-0.00065374-8.705e-05i,0.00016651-0.000481i,0.00010985-6.0005e-05i,-2.4017e-05+0.00057834i,-0.00020943+0.00079923i,2.1303e-05+0.00017588i,0.00063192-0.00021513i,0.00063691-0.00021682i,2.9043e-05-0.00037543i,7.8841e-05-0.00029241i,0.00036754-0.00060222i,0.00017591-0.00067183i,0.00012176-0.00038688i
0.0012729+0.00052079i,0.0012282-3.1621e-05i,0.0006891+0.00049109i,3.5473e-05+0.0011392i,0.00021659+0.00099315i,8.7488e-05+0.00091207i,-0.00046457+0.0010007i,-0.00080503+0.00011823i,-0.001252-2.6065e-05i,-0.001568+2.0803e-05i,-0.0014194+0.00013229i,-0.0010707+0.00088135i,-0.0009022+0.00066659i,7.6309e-06+0.00041007i,0.0008951+0.00061467i,0.00031232+0.00022565i,-0.00091097-0.00067101i,-0.0014072-0.00069059i,-0.0011145-8.4231e-05i,-0.00074467-0.00018319i,-0.00032577-7.3017e-05i,-0.00022685+0.00018064i,-0.00085386+3.5793e-06i
0.00015603+0.0016139i,0.0021361+0.0016081i,0.0022388+0.00091693i,0.0021902+0.00061162i,0.001684+0.00018956i,9.0934e-05+0.00020868i,-0.0010476+0.0005956i,-0.0010212+0.00081441i,-0.0010102+0.00032793i,-0.0011782-0.00043909i,-0.0012894-0.00058583i,-0.0012796-0.00071282i,-0.00042726-0.00054421i,0.00078517+0.0004033i,0.0013549+0.0013743i,0.00060767+0.00083264i,-0.0001467-0.00018168i,-3.0925e-05-0.00012359i,-0.00057859+0.00057593i,-0.0013426+0.00038017i,-0.0011816+0.00011531i,-0.00050611+0.00029997i,-0.00036672-2.5314e-05i
-8.928e-06+0.00054953i,-0.00039112+0.00093136i,0.00012279+0.0010735i,0.0010017+0.00095076i,0.0011216+0.00085332i,0.00057636+0.00098025i,0.00016881+0.0010535i,1.1961e-05+0.001205i,-0.00078066+0.0010667i,-0.00097363+0.00074664i,-0.00054369+0.00028738i,-7.7108e-05-0.000241i,0.00025005-0.00062579i,-0.00040143-0.00057427i,-0.00087833-0.00011156i,-0.00076112+0.00055451i,-0.00060205+0.00093376i,-0.00043364+0.0013031i,-0.00022512+0.00090939i,2.8543e-05+0.00040436i,0.00014417+0.0003275i,0.00039704+1.1359e-05i,0.0003481+8.4471e-05i
-0.0013672+0.00036752i,-0.0010512+0.00054061i,-0.00062088+0.00076582i,0.00018476+0.0018313i,0.00060974+0.0027784i,-6.6642e-05+0.0016886i,-0.00028296-0.00011453i,0.00019645-0.00076243i,0.00014159-0.0001345i,-0.0005172+0.00080381i,-0.00031809+0.00045477i,0.00042261-0.00026404i,0.00024297-0.00029149i,0.00023735+9.9755e-05i,0.00039941+0.0003661i,-1.5712e-05+0.00029865i,-6.5533e-05-3.8408e-05i,-0.00011333-0.00051466i,-0.00026709-0.00057892i,0.00031413-0.00023569i,-0.00021482-0.00012984i,-0.00080139+6.8069e-05i,-0.00081902+0.00050066i
-0.0021872+0.00098144i,-0.00088356+0.0014278i,-0.00040582+0.0024535i,1.3015e-05+0.0032871i,0.00052879+0.0030947i,0.00094131+0.0022262i,0.0013239+0.00092063i,0.0010672+0.00065347i,-0.00033461+0.0013132i,-0.00076538+0.0017739i,-5.0116e-05+0.0010285i,0.00045023-0.00023201i,-3.8693e-05-0.00065844i,-0.00075151-0.00030502i,-0.00018497-0.00033418i,-6.7981e-05-5.161e-05i,-0.0010303+0.00028736i,-0.0010992-6.5765e-06i,-0.00070033-0.0004404i,-0.00021887+0.00050364i,0.00060281+0.00086243i,0.0010084+5.7482e-05i,0.00063045-6.4218e-05i
0.0018663+0.00021139i,0.0015567+0.00048517i,0.00045824+0.00061973i,7.1902e-05+0.00082659i,-0.00032232+0.0012242i,-0.00019666+0.00090712i,0.00041758-8.4116e-05i,0.00011389-0.00049606i,-0.00035506+3.0079e-05i,-0.00033634-3.6895e-05i,-0.00081279-6.862e-06i,-0.00036166+0.00061406i,0.00031826+0.00019772i,-0.00043499+0.00039387i,-0.0010984+0.00037131i,-0.00057882-0.00019774i,-0.0003305+0.00033384i,-0.00032401+0.00073111i,-0.0002766+0.00096688i,-7.7395e-05+0.00079841i,0.0003526+8.321e-05i,0.00031662-0.00053461i,-1.1774e-05-0.00021409i
-0.00059667+0.00078212i,-0.0013279+0.001498i,-0.0012169+0.0013792i,0.00026533+0.0012335i,0.0005462+0.0022138i,0.0006214+0.0020762i,0.00038858+0.0011312i,-0.00020903+0.00067282i,-0.00014099+0.00086906i,0.00019435+0.0010799i,-0.00017226+0.0012159i,-3.1278e-05+0.00074795i,-0.00011831-0.00041249i,-0.00022756-0.00037699i,0.00032544-0.00018093i,0.00071607-0.00016815i,0.00051646-0.00031422i,-0.00011703-0.00055073i,-0.0003647-0.00017006i,2.2144e-05+0.00063886i,4.4707e-06+0.00079649i,-6.8465e-05+0.00036729i,-0.00043845-0.00014437i
-0.0018483+0.0010332i,-0.0014517+0.0014943i,0.00013329+0.0023893i,0.00097439+0.0025012i,0.0010301+0.0027227i,0.0016566+0.0019386i,0.0017944+0.00087763i,0.00092957+0.00096057i,4.3185e-05+0.00074956i,-0.00075649+0.0001851i,-0.00081624+0.0001662i,0.00012358-6.3577e-05i,0.001163-0.00020107i,0.00089239+0.00014016i,-6.6477e-05+0.00024651i,-0.00033208-0.00010829i,-4.4717e-05-0.0003876i,-4.9091e-05-0.00012482i,-0.0002637+0.00010632i,-0.00034714-0.00054027i,-0.00014023-0.00067528i,3.523e-05+0.00029495i,0.00033938+0.00085001i
0.00077559-0.00023086i,0.0016686-0.00060465i,0.0011945-0.00027622i,-0.00027601+0.00099517i,-0.0014181+0.0006i,-0.0013084-0.00043737i,-0.00093341-0.00028934i,-0.00035643+0.00011053i,-0.0010745-4.377e-05i,-0.0023956+8.5329e-05i,-0.0026852+0.00080347i,-0.0019383+0.00052851i,-0.00084012-0.00039179i,-0.00046361-0.00059848i,0.00010751-0.00054512i,5.4958e-05-0.00062292i,-0.00031563-0.00076295i,0.0001097-0.00074588i,0.00064895-0.00051531i,2.6259e-05-0.0002838i,-0.00064244+0.00022386i,-0.00059015+0.00059777i,-5.2636e-05+0.0011031i
0.00010533+0.00060843i,0.00010711+0.00048968i,0.00020175-2.4901e-05i,0.00018447-3.0172e-05i,0.0004206+0.0003428i,0.00076144+0.0010688i,0.00048112+0.0017296i,0.00017458+0.0012911i,-0.00051503+0.00084053i,-0.0010447+0.0006782i,-0.001606+0.00035784i,-0.0012487+0.00042015i,-0.00073832+0.00017913i,-0.00016789-4.8581e-05i,6.2275e-05+2.2091e-05i,-1.6537e-05+7.2938e-05i,0.00011849+0.0001152i,0.00023514-0.00042627i,0.0002948-0.00055692i,0.00055194-0.00071768i,2.6091e-05-0.001083i,-0.00059081-0.00072622i,0.00026253-0.00024891i
