-0.001129-0.0019973i,-0.00092222-0.0025241i,-0.0019129-0.00080697i,-0.0012617+0.00084765i,-0.00046699+0.0011457i,-0.00054566+0.0012139i,-0.0003692+0.0016278i,-0.00066511+0.0015649i,-0.00039109+0.00039851i,2.7073e-05-0.00070851i,7.0397e-05-0.0012083i,0.00050264-0.00061568i,0.00046521-0.00011493i,0.00071004-0.00015772i,0.0011603+0.00023668i,0.00026479+0.00089559i,-0.00016174+0.00094876i,-9.707e-06+0.00074615i,-2.5625e-05+0.00054313i,-0.00042909+0.00036912i,-0.00016123+0.00031823i,7.8428e-05+9.4863e-05i,-0.0010197-0.00038819i
0.00013781-0.0021101i,-0.0002711-0.0015447i,-0.00046287-0.0008315i,-0.00042666-0.00061483i,-0.00059556-0.00081336i,-0.00055508-0.00086949i,-0.0002287-0.0010647i,-0.00016289-0.00098621i,0.00020307-0.00077272i,-0.00013149-0.00012261i,-0.00094329+0.00044057i,-0.00079312+0.00093464i,-0.00026497+0.0010443i,-8.4997e-08+0.00034331i,0.00031693-0.0003434i,3.8637e-05-0.00041248i,-0.00051095-0.00082305i,-0.00029176-0.0014902i,0.00043267-0.0006356i,0.00057367+0.00066578i,-0.00045043+0.0002997i,-0.0014587-0.0003515i,-0.0011669-0.00054056i
-0.00062039+0.0012331i,0.00041941+0.0012579i,0.0010942+0.0013366i,0.0018148+0.0014127i,0.0018424+0.0012219i,0.00096953+0.00040191i,0.00017468-0.00018034i,-0.0004477-5.3587e-05i,-0.00072306+0.00056201i,-0.00023669+0.00088671i,0.00030843-0.00030898i,0.00049603-0.00105i,0.00040238-0.0011939i,6.1985e-05-0.0014864i,-0.00042657-0.0010209i,-0.00022581-0.0007236i,0.00053461-0.00084837i,0.00069513-0.00033775i,0.00032548+3.1937e-05i,1.5182e-05+0.00035301i,-0.00057588+0.00060911i,-0.00058543+0.00056641i,-0.00028756+0.00019878i
-0.0019109+0.0021495i,-0.0011898+0.0029658i,-0.00037148+0.0032397i,0.00048343+0.0025613i,0.00051228+0.0014781i,0.00060364+0.0011406i,0.00022795+0.0010827i,-0.0012036+0.00056418i,-0.0013427-6.9279e-05i,-0.00033474+0.00078842i,0.00031406+0.0017165i,0.0002799+0.0012042i,0.00047047+0.00040614i,0.00035551-0.00083222i,-9.0991e-05-0.0015929i,0.00020021-0.0012978i,0.00015235-0.00092401i,-0.00013255-0.00068048i,-0.00057119-0.00090871i,-0.00012045-0.0010893i,8.9279e-05-0.00070962i,-0.00063684-0.00024342i,-0.00039644+0.00011073i
-0.0006899+3.9412e-05i,-0.0012383+0.00018526i,-0.00065301+2.0697e-05i,-0.00076694-0.00058596i,-0.001312-0.00095702i,-0.0011093-0.0011582i,-7.5695e-06-0.00034954i,0.00076398+0.00048437i,0.00075713+0.00055139i,0.00071527+0.00027907i,0.00029163+0.00013642i,-0.00049248+7.479e-05i,-0.0007258-0.00031263i,3.0032e-05-0.00042622i,6.7597e-05+1.9917e-05i,0.00017465-9.0205e-05i,0.00014231-0.00067067i,-0.00032968-0.00049305i,5.7478e-05+2.3775e-05i,0.00062125-0.00021356i,0.00058979-0.00047437i,0.00033227-0.00030673i,0.00031852-0.00027167i
0.0010094+0.0012726i,0.0011595+0.0012279i,0.0013426+0.00079314i,0.0011463+0.00048376i,-0.00014413-0.00071723i,-0.00095872-0.00047541i,-0.0011509+3.7379e-05i,-0.00059399-0.00055539i,0.00065047-0.00051965i,0.00051825-0.00041186i,-0.00046956-6.9167e-05i,-0.00071912+0.00079634i,-0.00036504+0.00086368i,-0.00012817+0.00019274i,-0.00059112+0.00057921i,-0.00031017+0.00075398i,-0.0004047+0.00029595i,-0.00058745-0.00031325i,3.0247e-05-0.00050764i,-0.00021257-0.00012406i,-0.00031273-0.00021864i,-0.00016417-0.00026617i,0.00024019-0.00038569i
-0.001864+0.00052143i,-0.0012589+0.00060865i,-0.0013001+0.0019585i,-0.00027262+0.0015856i,0.00084169+0.00011984i,0.00035313-0.0009153i,-0.00079959-0.0016309i,-0.0017753-0.001521i,-0.0015337-0.00068376i,-0.00027154-0.00024149i,1.3448e-05-0.00022897i,-0.00034307+0.0001807i,0.0006148+0.00041376i,0.0011796-0.00031207i,0.00072247-0.00098644i,0.00026594-0.0005689i,-0.0010735+0.0001726i,-0.0014611-0.00048635i,-0.0009302-0.00083504i,-0.00053486-0.00043881i,-0.0005914-0.00019305i,-0.0007016-8.5942e-05i,-0.00040689+8.2388e-05i
0.00045514+0.0016326i,0.00081753+0.0012943i,0.0014914+0.00057937i,0.0016861+0.0010421i,0.00073555+0.0009958i,0.00043299-0.00021613i,0.00010743-0.00077856i,-0.00027986-0.00027125i,-0.00051798+0.00036797i,-0.00021911+1.7307e-05i,0.0002882-0.00043956i,-0.00013357-0.00033115i,0.00013737-0.00013175i,0.0003662-4.4335e-05i,0.00055438-0.00043728i,0.00084889-0.00078751i,0.00048727-0.0003357i,0.00043401+0.00011413i,0.00012764+0.0006878i,0.000776+0.0002444i,0.00091831-0.00072103i,-0.0001728-0.0011047i,-0.00072099-0.0004876i
0.00090135+0.001577i,0.0010764+0.0020965i,0.0016502+0.0014645i,0.0013125-0.00013805i,-0.00020581-0.0014865i,-0.0016712-0.0010338i,-0.0025465-0.00034347i,-0.0023911-0.00025843i,-0.0013752-0.00015128i,-0.00020645+0.00014948i,0.00055155+0.00043243i,0.00017091+0.00022257i,-0.00032039+0.00033237i,-0.00038108+0.00056205i,-0.00030852-0.00074953i,-8.9934e-05-0.0009529i,-3.8967e-05-0.00043056i,-0.00043403-0.00038946i,-0.00051003-2.8721e-06i,-0.00056794+8.2345e-05i,0.00012369+0.00038638i,0.00065391+0.00083502i,0.00018963+0.00024857i
7.861e-05-0.00084311i,0.00012559-0.0010587i,-4.1419e-05-0.00069143i,-0.00039638-0.00045247i,-0.00032184+2.3594e-05i,7.0894e-05+0.00088111i,0.00014463+0.00060482i,0.00037188-6.0448e-05i,0.00022334-9.6179e-05i,-0.0008344+0.0002854i,-0.0006511+0.00060414i,-0.00034608-3.4913e-05i,-0.0002574+2.3834e-05i,-9.5582e-05+0.00015695i,-0.00037531+0.00010837i,-0.00062864+0.00047438i,-2.9381e-05-5.2149e-05i,0.00071122-0.00040583i,0.00040974-3.696e-05i,0.00056023-9.2055e-05i,0.00087405-0.00017263i,0.00063255+1.3522e-05i,0.00080669+0.00012928i
-0.00073033-9.8713e-05i,-0.0011138-0.00045256i,-0.00064766-0.00033701i,0.0001434+0.0001386i,0.00035688+0.00041515i,0.00033671+0.0010109i,-0.00044356+0.0010564i,-0.00074486+0.00017235i,-0.0006327-0.00049393i,-0.00028442-0.00058456i,0.00018676-0.00027255i,0.00030854+0.00017832i,5.2411e-05-0.00012623i,-0.00016742-0.000145i,0.00028865-8.7843e-05i,0.00037591-0.00056077i,0.00026524-0.00097637i,6.3695e-05-0.00095696i,-0.00039457+0.00011442i,-0.00051094+0.00058735i,-0.00010347+0.00043258i,-0.00026025+0.00058106i,-0.00093648+0.00049162i
-2.6621e-05+0.00037819i,0.0013012+4.1114e-05i,0.0025508+0.00029025i,0.001915+8.8284e-05i,0.0010969-0.00059926i,0.00050403-0.00028421i,6.0852e-05+0.0011347i,9.0237e-05+0.0012468i,0.00023735+0.00051462i,-0.00027944+0.00012344i,-0.0010492-0.00021936i,-0.0011604-0.00031793i,-0.00071818-0.00016204i,-0.00023723-0.00038683i,-2.3982e-05-0.0004683i,-0.00024771-0.00027298i,-0.00017787-0.0004909i,-0.00025524-0.000272i,-0.00033991+0.00030387i,-0.00029815-0.00037326i,3.4589e-05-0.0013396i,0.00045295-0.0012749i,-3.6928e-05-0.001206i
0.0007781-0.00091643i,0.0002702-0.00047866i,-0.00050872-0.00047115i,-0.00079805+0.000679i,-0.001138+0.0012471i,-0.0014445+0.00071282i,-0.0013449+0.00035978i,-0.00050231+0.00072504i,0.0002418+0.00073937i,0.00066002+0.00044716i,0.00096445+0.00072873i,0.00066283+0.00058089i,0.00085873+0.00038635i,0.00065864+0.00038088i,0.00038718+0.00021742i,0.00056062+0.00024963i,-1.5903e-05-7.0985e-05i,0.00040217-0.00038402i,0.00079448-0.00050243i,0.00065952+0.00013295i,0.00067516+0.00078987i,0.00061953+0.00037127i,-0.00036597+0.00053097i
0.0011796+0.00046521i,0.0014914+0.0010908i,0.0019258+0.0014395i,0.0013076+0.00014884i,0.00020161-0.00088463i,2.0291e-05-0.00081363i,-0.00029501+7.5864e-05i,-0.0012836+0.00083294i,-0.00080321+0.00085975i,-0.00019886+0.0008764i,-0.0004152+0.00056799i,-0.00028397+0.00026087i,-0.00056825+0.00036697i,-0.0012098+0.00051299i,-0.0011727+0.00058021i,-0.00091651+0.0008806i,-0.00040153+0.0012068i,0.0005586+0.00021852i,0.00099021+0.00015796i,0.00089869+0.00076253i,4.1106e-05+4.4171e-05i,-0.00058835-0.0002075i,-0.00114-0.00016172i
-0.002855+1.7031e-05i,-0.0031517-0.00012324i,-0.0031113+0.00034334i,-0.0022548+0.0014438i,-0.0011577+0.00054755i,-0.00028836-0.0010976i,-0.00012501-0.00090224i,-0.00043779+0.00025087i,-0.0010031+9.4806e-05i,-0.00091582+0.00061233i,-0.00024162+0.0012563i,-6.8197e-05+0.00046573i,6.2224e-05-0.00034783i,9.3711e-05-0.00094391i,-6.6826e-05-0.0015992i,-0.00016583-0.0016709i,-0.00048182-0.00058605i,-0.00040296-0.00061127i,0.0005004-0.0014225i,0.00085321-0.0012156i,0.0010178-0.00043374i,0.00055077+0.00021954i,-0.00019317+0.00012142i
-0.0012345+0.0015585i,-0.001418+0.0012587i,-0.0006715+0.00041568i,-7.106e-05+5.0172e-05i,0.00052786-0.00030054i,-2.1786e-05-0.00073414i,-0.00079208-0.00092078i,-0.00031813-0.00095969i,0.00033527-0.00092651i,0.00017242-0.00024644i,0.00022274+0.00024163i,0.00025641+0.0005051i,-0.00040066+7.1757e-05i,4.5088e-05-0.00077473i,0.00092648-0.00021086i,0.00076887+0.00049826i,0.00012364+0.00094117i,-0.00050938+0.0012799i,-0.00096773+0.0003753i,-0.00063533-0.0004865i,-0.00018789-0.00026748i,-5.119e-05-0.00049979i,-9.3336e-06-0.00067332i
0.00043191-0.00068019i,0.00043951+0.0001775i,0.0016512-3.6564e-05i,0.00098718-0.0014224i,0.00050243-0.0018122i,0.00021372-0.00025288i,-0.00079757+0.0010731i,-0.00037083+0.00087792i,-6.134e-05-5.8757e-05i,-0.00078891-0.00059439i,-0.00035279-0.00039232i,-0.00022347+0.00021573i,-0.00062524+0.00052224i,-0.00026136+0.0006292i,-3.1377e-05+0.00045087i,0.00022545+0.00019551i,0.00041616+0.00032927i,0.00031815+0.00047586i,-0.00027398+0.00062317i,-0.00057989+0.00049042i,-0.00020772+0.00031469i,2.7341e-05-0.00010006i,0.00015467-0.00012725i
-0.00084916-4.0836e-05i,-0.00077897-0.00036277i,0.0003537-0.00030092i,-0.00019139-4.5277e-05i,-0.0011283+0.00015486i,-0.0018171+0.0008428i,-0.0016982+0.00088078i,-0.00050923+0.00083807i,0.00024551+0.00074122i,0.00057051+0.00051076i,0.00015144+0.0010774i,-0.00066818+0.00097616i,-0.000889+0.0010859i,-0.00064527+0.001677i,-9.058e-05+0.0013444i,0.00046122+0.00091036i,1.1817e-05+0.0001677i,-0.00090945-0.00035034i,-0.0005127-0.00012729i,-9.3172e-05+4.9941e-06i,0.0003205-1.4684e-05i,0.00049064-0.00031152i,-0.0003163-5.736e-05i
-9.8995e-05+0.00066316i,0.00032323+0.00079748i,0.0017231+0.0016367i,0.0019995+0.00076555i,0.0011373-0.00031011i,-0.00051481-0.0006551i,-0.00092165-0.00028998i,0.00019128+0.00061232i,0.00071505+0.00082632i,0.00070584+7.9003e-05i,0.00022556+0.00017732i,-9.7157e-05+0.00012075i,-0.000296-0.00031615i,-0.00062275-0.00038962i,-0.00087228-0.00022206i,-0.0009192+0.00022475i,-6.9571e-05-0.00020829i,0.00012762-0.00057826i,-0.00043895-0.00026012i,-0.00014095+0.00021573i,0.00027445+0.00023154i,0.00061469-0.00019134i,0.00034673-0.00035058i
-0.00026072+0.0011578i,0.00093234+0.0017134i,0.0019745+0.0016337i,0.0013438+0.0010491i,0.00044095+0.00041044i,0.00033509+0.00026345i,-0.00033158+0.00053957i,-0.00053558+0.00032721i,0.00032172+7.3187e-05i,0.00043453-5.7235e-05i,0.00022854-0.00027725i,-0.0002817-0.00050783i,-0.00063101-0.00033776i,0.00014692-0.00019066i,-5.0674e-06-0.00029183i,-7.811e-05-3.3647e-05i,0.00029143-0.00024929i,0.00027013-0.00085014i,0.00086368-0.00103i,0.0013168-0.00087089i,0.00056405-5.1134e-05i,-0.00056209+0.00062256i,-0.00065149+9.337e-05i
0.00059161+0.00083643i,0.0019145+0.0012111i,0.0015819+0.0015279i,0.00045503+0.00094719i,-0.00021283-5.6765e-05i,-0.00055083-0.00055995i,-0.00093481-9.5049e-05i,-0.00056399+0.00016859i,0.00029287+6.9535e-05i,0.00066126+0.00019669i,0.00084856+0.00029847i,0.00078552+3.1675e-05i,0.00025353+0.00020685i,1.9209e-07+0.00016851i,-0.00044804-7.7902e-06i,-0.00074536-0.00068934i,-2.5347e-05-0.00070434i,-0.00022544-2.8494e-05i,-0.00060846+0.00023864i,-0.00023533+0.0005488i,8.5406e-05+0.00063084i,0.00046565+0.00065505i,0.00047299-0.00019548i
-0.0002516-0.00078687i,-0.0012099-0.0015925i,-0.0019282-0.0024867i,-0.0021446-0.0023797i,-0.00059598-0.0012268i,9.5277e-05-0.0005089i,-0.00076561+5.3046e-05i,-0.0012953+0.00062267i,-0.0010196+0.00056856i,-0.00061+6.2204e-05i,0.00036074-0.00026207i,0.00029568-1.3494e-05i,-0.00032523+0.00064439i,-0.00041835+0.0014845i,-0.00024843+0.0011471i,-1.9924e-05-6.304e-05i,7.1933e-05-0.00091664i,0.00010713-0.00068995i,0.00019562-0.00048898i,-0.00018532-0.0004182i,-0.00050719+0.00017174i,-0.00017746+2.0776e-05i,-0.00013321-0.00018702i
0.0012334+0.0012468i,0.0010399+0.0010911i,0.0012274+0.0011528i,0.0012746+0.00061566i,0.00096285-0.00030811i,0.00078293-0.00058007i,0.00010698-0.00027481i,-3.0333e-05-0.00042978i,0.00077773-0.00069338i,0.0012027+0.00016534i,0.00069817+0.00098803i,0.0004883+0.00073102i,0.00017595+0.00053242i,0.0004313+0.00041983i,0.0012014-0.00047894i,0.00024497-0.00035077i,-0.0010464+0.00059792i,-0.00046709+0.00047259i,-0.00046886+0.00014075i,-0.0008635+0.00055079i,0.00014653+0.00033318i,0.0013001+4.162e-05i,0.0010363+6.7342e-05i
-0.00040585+0.0011906i,-0.00033465+0.0016408i,-0.00073496+0.0020957i,-0.00049963+0.0015331i,-0.0003307+0.00018439i,0.00010846-8.2252e-05i,0.00025266+0.0004466i,-0.00023491+0.0006405i,-0.00020312+0.00057526i,-8.1692e-05+0.00075238i,0.0008439+0.00022482i,0.0011243-0.00021882i,0.00074086-0.00038502i,0.00088938-0.00010753i,0.00040105-0.00013814i,1.987e-05-0.00035403i,0.00018869-0.00043137i,0.00051965+0.00015618i,4.6927e-05+0.00075383i,-0.00053778+0.00038714i,-0.0008833+6.4872e-05i,-0.00068498-0.00048574i,0.0005542+7.208e-06i
0.0011059+0.00023117i,0.0011745-1.8372e-05i,0.00067116-0.00069021i,-0.00013793-0.0013714i,0.00062349-0.00070897i,0.00079834-0.00072692i,8.7298e-05-0.0010581i,0.00011119-0.00060286i,0.00022224-0.00057547i,-0.00038622-0.00018958i,-0.00037715-5.2589e-05i,0.00042678+0.00018457i,0.00044675+0.00062356i,-0.00026062+0.0006004i,-0.00035586+0.00097745i,-0.00022424+0.00061533i,-0.00048481+0.00017559i,-0.00058049+0.0004711i,-0.00095758+0.001029i,-0.00091553+0.00069997i,-0.00030466-0.00039417i,0.00026086-0.00037588i,-0.00028304-7.1599e-05i
0.0017904+2.4288e-05i,0.0026448-8.3174e-05i,0.0034167+1.1693e-05i,0.0014924-0.00051409i,-0.00095458-0.0005507i,-0.0018572+0.0002659i,-0.0016702-0.00057495i,-0.00096758-0.00013303i,0.00022037+0.00097417i,0.00028108+0.00050772i,-0.00039724+0.00029795i,0.00028327+5.7397e-05i,0.00062763-0.00058912i,0.00044911-0.00043314i,-0.00048413+0.0005532i,-0.0010186+0.00028421i,-0.00098384-0.00021382i,-0.00084663-4.5032e-05i,-0.00035887+8.2187e-05i,0.00015972-0.00020909i,0.00064578-0.00037868i,0.00046753-0.00082535i,-6.5714e-05-0.00049279i
0.00099079+0.001264i,0.0012477+0.00087209i,0.0012005+0.0010772i,0.00095993+0.00019015i,0.00027584-0.00072502i,-0.00069808-0.00078778i,-0.00082858-0.00059113i,-0.00032273-0.00017685i,-0.00014609+0.00041206i,-0.00040226+0.00044778i,-0.00045372+0.00021545i,1.0286e-05+0.00033156i,-0.00036739+7.0396e-05i,-0.0014984+8.4993e-05i,-0.0013133+0.00027491i,3.7437e-05+0.00046103i,0.00062688+0.00041577i,0.00072419+0.00023485i,0.0003866+0.00033915i,0.00011334+0.0011324i,-0.00049438+0.0010569i,-0.00075744-0.0003213i,-0.00024159-0.00047046i
-0.00078244+0.00062856i,-0.00064601+0.00053303i,-0.00030594-0.00024144i,8.1753e-05-0.00039233i,-0.00011721+3.5285e-05i,9.3808e-05+6.5538e-05i,-1.2032e-05+0.00034322i,-0.0005958+0.00074655i,-0.00046493+0.00095452i,1.0995e-05+0.00031565i,-1.2672e-05+5.4373e-05i,0.00062914+0.00036116i,0.0016355-1.2629e-05i,0.0014546+0.0002126i,0.00070677+0.00062263i,0.00036988+0.00043668i,0.00046009-5.1623e-05i,0.00030263-9.9482e-05i,-0.00018069+0.00060284i,-0.00029715+0.00061086i,-0.00016082+0.00023534i,0.00012676+6.1937e-06i,9.2271e-05-0.00027095i
0.00095266+0.0012087i,0.0016637+0.0006105i,0.0018829+0.0007215i,0.0014951+0.0010305i,0.00073274+0.00060108i,0.00071754+5.0116e-05i,0.00064909-0.00022729i,0.00071524-0.00028158i,0.00032163+0.00013891i,0.00049722+0.00090101i,0.00095935+0.00066007i,0.00044053-9.5106e-05i,-5.2304e-05-0.00047511i,0.00026232-0.00020543i,0.00069004-0.00055612i,3.9861e-05-0.00037433i,-0.00093129+0.00011775i,-0.00090755+0.00012186i,-0.00069798-0.00048025i,-0.00051822-0.00058861i,-0.00039126-0.00095042i,-0.00038712-0.00051044i,-0.00062806+7.1753e-05i
-0.0024373-0.00011769i,-0.0030537+0.0008972i,-0.0025236+0.0011948i,-0.0013191+0.00087814i,-0.00054251-0.00049774i,-8.3162e-05-0.00076456i,-0.00028224-0.00070688i,-0.00056641-0.00088482i,-0.00033787-0.00015418i,-0.00039244+0.00065853i,-8.8275e-05+0.00047044i,0.00038343-0.00012629i,0.00045749-0.00080585i,0.00080908-0.00054072i,0.00020085-0.00016426i,-0.00072758+9.5134e-05i,-0.00064905+4.1668e-05i,-0.00015687-0.00028114i,-0.00014212+6.1497e-05i,-0.00047158+0.00053432i,-0.00040163+0.00097659i,-0.00019391+0.0011545i,0.0001924+0.00060956i
-0.00036818-0.0011241i,0.00051569-0.0013549i,0.00091006-0.0014412i,0.00024617-0.0007042i,-0.00079087-0.00053369i,-0.00058607+0.00020422i,-0.00028512+0.0012492i,-0.000408+0.00072985i,-0.00040244-0.00061252i,-6.5571e-05-0.00082032i,0.00033559-0.00046708i,0.00057317-6.0655e-05i,0.00097375-0.00012914i,0.00035002-0.00056434i,-0.00085907-0.00056931i,-0.00044552-0.00029859i,0.00012098+0.0002787i,6.7629e-05-7.2786e-05i,-0.00033371-0.00088664i,-0.00039751-0.00044731i,0.00025028-0.00020733i,0.00014092-5.6897e-05i,-0.00035696+6.4687e-05i
0.00040871+4.5491e-05i,0.00046566+0.00054459i,0.00047285+0.00076494i,0.00083213+0.0001998i,0.0013359-3.1141e-05i,0.00088886+0.00032859i,-0.00078047-8.5558e-06i,-0.00088068-0.00015151i,0.00051654+0.0002236i,0.00063191-2.654e-05i,0.00015474+7.7336e-05i,-7.5238e-05+0.00012454i,-0.00078531+0.00017625i,-0.00085312+0.0005067i,-0.00078105+0.00021281i,-0.00081012+0.0004619i,-6.802e-05+0.00072171i,4.2553e-05+0.0005397i,-0.00035307+0.0004264i,1.6815e-05+0.00029153i,-0.00036058-0.00023684i,-0.00064293-0.00031957i,-3.0004e-06-0.00050819i
0.0017538+0.0023293i,0.0010769+0.0013127i,0.0011347-0.00023306i,0.0012441-0.00093244i,0.00096725-0.0011872i,-0.00043482-0.0012277i,-0.0017175-0.00057265i,-0.0013784+1.4243e-05i,-0.00019663-0.00010529i,0.0007297-0.00034427i,0.00053825-0.00030917i,-0.00029419-0.00012621i,-0.001009+0.00015533i,-0.00076779+0.00035964i,-0.00062662+0.00041777i,-0.00094971+7.5625e-05i,-0.00077562+0.00016799i,-1.7003e-05+0.00040341i,0.00056461-9.9394e-05i,0.00035339+0.00010605i,-0.00029734+0.00027413i,-0.00012924-0.00024078i,0.00049737-0.00053065i
-0.0024756-0.00038255i,-0.0026917+0.00045523i,-0.0021221+0.00038436i,-0.00095742-0.00011377i,-0.0002221+0.00023627i,0.00041256+0.0011646i,0.00021174+0.0012026i,0.00019569+0.00066599i,-0.00010264+0.0010548i,-0.00051158+0.0012501i,-0.00033912+0.00084074i,0.0003924+0.00062824i,0.00067446+0.00066429i,0.00026845+0.0003629i,2.1271e-05-0.00021604i,-5.7657e-05-0.00095108i,0.00028193-0.00034121i,0.0010175+0.00085917i,0.00063573+0.00078585i,0.00011408+0.00065842i,-9.6427e-05+0.00042902i,0.00010744-0.00033516i,-0.00014241-0.00015298i
0.00010823-0.0011376i,0.0002722-0.0006635i,0.00081688+0.00025616i,0.0012657+0.00092626i,0.00018028+0.00072186i,-0.00057606-0.00010007i,-2.9327e-05-0.00011137i,-0.000302-0.00018254i,-0.001273-0.00042947i,-0.0011544+5.8062e-06i,-8.7851e-05+0.00017971i,0.0001236-0.00018586i,-0.00027443-0.00033469i,-0.00059507-0.00070503i,-0.0008032-0.00056439i,-0.00078808+0.00045622i,0.00023733+0.0007589i,0.0011362+0.0007268i,0.00069589+0.00064737i,-0.00054814+0.00038284i,-0.0014489-0.00011366i,-0.00030387+2.7591e-05i,-2.2605e-05-0.00023492i
0.001134+3.8249e-05i,0.00058596+0.00057653i,-7.1726e-05+0.00032893i,-0.00068016+0.00014857i,-0.0012278+0.0001227i,-0.0021628+0.00012327i,-0.0015808-4.1788e-06i,0.00021427-1.8154e-05i,0.00081665+4.4628e-05i,0.00019905+0.00033792i,-1.988e-05+0.00057565i,6.5654e-05+0.00061796i,-0.00028166+0.0011073i,-0.00092033+0.00057908i,-0.00083256-0.00017161i,-0.00055082-1.9247e-05i,-0.00046247-0.0001246i,-0.00031134-0.00026853i,-0.00012377-0.00062756i,0.00021353-0.00094293i,-0.00049245-0.00016094i,-0.00049957+0.00016166i,0.00066491-0.00011115i
0.00017704+0.00038586i,-0.00076329+0.00051246i,-0.00020697-0.00067994i,0.00042712-0.0012586i,-0.00024499-0.00079132i,-0.0009717-0.00014289i,-0.00082176+0.00027072i,0.00026667-1.5707e-05i,0.00059861-0.0003275i,0.00055897-0.00048815i,0.00041898-0.00034682i,-0.0002434-1.9026e-05i,-0.00031833-0.00037608i,-0.00012078-0.00068035i,0.00012061-0.00016027i,2.501e-05+0.00020551i,-0.00027886+0.00025155i,-0.00034125+0.00026688i,0.00029342+0.00054754i,0.00066893+0.00034922i,-0.00010227-0.00020714i,-0.00042282-0.00038001i,0.00040199+0.00032104i
-0.00065604+0.001066i,-0.0015751+0.0019259i,-0.00064943+0.0018544i,0.00050562+0.00029527i,0.00051285-0.00085393i,-0.00032418-0.00075669i,-0.00078331+4.275e-05i,-0.00034219+0.00050499i,1.4241e-05+0.0010246i,-0.00010243+0.0011553i,-0.00019571+0.00082075i,-0.00070843+0.00074691i,-0.00069644+0.00017602i,-0.00046826-0.0007456i,-0.0010721-0.0012396i,-0.0015683-0.00067988i,-0.0015326-0.00014995i,-0.00068486+2.7623e-05i,-0.00016634+0.00053176i,0.00013828+0.00041556i,0.00031693-0.00029444i,0.00059295-0.00035182i,0.00035898+2.9906e-05i
0.0013139-0.00058302i,0.0015464-0.00052079i,0.0010608-0.00066139i,0.00034581-0.00035633i,-0.00096436+0.00066212i,-0.0011466+0.00057192i,-0.00077853-9.6596e-05i,-0.0012136-0.00010426i,-0.0014367+0.00023821i,-0.00077496+8.0873e-06i,-0.00039049+0.00053541i,0.00032602+0.0013117i,0.00051743+0.00064684i,0.00016964-0.00047892i,0.00048736-0.00057338i,0.00064722-0.00078927i,0.00036067-0.00099918i,0.00028816-0.00056609i,-0.00020862-0.00029468i,-0.00043146-0.00067163i,-0.00061579-0.00072249i,-0.00049386-0.00038429i,-0.00012022-0.00034227i
0.00022251+0.0028895i,0.0010375+0.0025271i,0.00080959+0.0015479i,0.00064589+0.00047577i,0.00051439-0.00060476i,0.00022575-0.0011263i,0.00016982-0.00057291i,0.00015975+0.00050661i,-0.00012565+0.0006272i,-0.0004904-0.00029117i,-0.00065775-0.0010153i,0.00035846-0.00083908i,0.00091127-0.00050268i,5.3962e-05-0.0010055i,-0.00075936-0.0003296i,-0.0008749+0.0003373i,-0.00067113+0.00017738i,-0.00049295+0.00015912i,-0.00070741+0.00043701i,-0.00018062+0.00012686i,0.00048087-0.00020256i,0.00071961+2.6195e-05i,0.00054433-0.00021852i
-0.0020766+0.00054418i,-0.00023295+0.00015319i,0.0013308-0.00023428i,0.00030155-0.00039663i,-0.00075215-0.00085957i,-0.0017026-0.0004002i,-0.0018626+0.00024665i,-0.00086659-0.00028517i,3.0405e-05-0.00055648i,0.0009315+8.1434e-05i,0.00040917+0.00071111i,-0.00026635+0.00045076i,-0.00027372+0.00079914i,-0.00030198+0.001413i,-0.0003238+0.00074869i,0.0002194+5.7082e-05i,0.00055718-0.00014151i,9.1148e-05-0.00034602i,5.8077e-05-0.00036953i,-5.7816e-05-0.00058891i,-4.9205e-05-0.00051702i,0.0002728-0.00061655i,6.4059e-05-0.00085466i
0.00075647-7.8286e-05i,0.001129+0.00036266i,0.00075521+0.0019778i,0.00036526+0.0010269i,0.00066783-0.00015425i,0.00088797-0.00040358i,0.00026098-0.00090477i,-0.0002944-0.00022719i,-0.00066106+0.000602i,-0.00083216+0.00084372i,-0.0010523+0.00091316i,-0.00081639+0.00033538i,-0.00023296-0.00039396i,-0.00055045-0.0002815i,2.051e-05-0.00046247i,0.00094861-0.0004531i,0.00043312-0.00018923i,-8.6848e-05-0.00036364i,-0.00011128-0.00043634i,7.4811e-05-0.00024028i,0.0005166-6.9142e-06i,0.00030631+2.5819e-05i,-0.00061957-9.1564e-05i
-0.00048586+0.00088695i,-0.00013482+0.00069977i,-0.00052991+0.00035376i,-0.00077179+0.00040009i,-5.856e-05+0.00042731i,-3.3783e-05+6.8484e-05i,-0.0005825+0.00014957i,-0.0011891+0.00025411i,-0.0015792-0.00010228i,-0.0007253+0.00023761i,8.742e-05+0.0016151i,0.0004602+0.0013552i,0.00060475+0.0005892i,-0.00049626+2.3932e-06i,-0.0010795-0.00095777i,-0.00062022-0.00068028i,-0.00029911-3.2282e-05i,0.00024656+0.0001191i,7.5798e-05+5.6073e-05i,-0.00065279+0.00027829i,-0.00031359+0.00016543i,0.0004278-0.00040969i,0.00032779-0.00044946i
