0.00079249+0.00026907i,0.00038675+0.00029463i,-1.298e-05-0.0014243i,-0.00075632-0.0015521i,-0.0021783-0.00025592i,-0.0023021+0.00066768i,-0.00042181+0.00044226i,0.00099603+0.00036652i,0.00077757+0.00068653i,0.00049397-1.3218e-05i,0.00035318-0.00041132i,-0.00035504-8.5542e-05i,-0.00023578+2.7259e-05i,-0.00014739+0.00018946i,-0.00043679+0.00031857i,-0.0005374-0.00017844i,-0.00064016-0.00049997i,-0.00051103-5.9918e-05i,6.0596e-05+0.00027462i,-0.000159+0.0002955i,-5.1714e-05+0.00076653i,-0.00031038+0.00097058i,-0.00032491+0.00061084i
0.00139-0.0011647i,0.0017521-0.0027781i,0.0019878-0.0022524i,0.0020466-0.0011642i,0.001181-0.0013407i,6.0756e-05-0.0013352i,-0.00063645-0.00093322i,-0.001063-0.00024123i,-0.00087891+0.00085407i,-0.00016764+0.00069356i,9.8797e-05+0.00046231i,0.00024817+0.00094642i,0.00010378+0.0010901i,-0.0012621+0.00024853i,-0.0015927-0.00069477i,-0.00084495-0.00047942i,-0.00046124+0.00019647i,0.00019491-0.00023459i,0.0008383-0.00062211i,0.0010874-0.00032506i,0.00092333-0.0011598i,0.00097368-0.001138i,0.00054244-0.00030219i
0.004294+0.0022636i,0.0046888+0.0023481i,0.0033098+0.0008912i,0.00064389-0.00031842i,-0.00081551+0.00013035i,-0.00074879-0.00052436i,-0.00089936-0.0018943i,-0.0011538-0.0013418i,-0.00076235+3.7642e-06i,-0.0009205+0.00041791i,-0.00061531+0.00052368i,-0.0003242+0.00051948i,7.9603e-05-5.9926e-05i,0.00048222-0.00032547i,-0.00020184+4.7909e-05i,-0.00059853+0.00055215i,-0.00044656+0.00062722i,-0.00080686-9.7958e-05i,-0.00099605-0.00039893i,-0.0006243-0.00052212i,-0.00071745-0.00017316i,-0.00040768-0.00029243i,0.00047023-0.00030716i
0.0014269+0.0031864i,0.00069349+0.0036763i,0.00093101+0.0024952i,0.00047989+0.00086693i,-0.0015672-0.00018756i,-0.001417-0.00089562i,-0.00054582-0.0024123i,-9.417e-05-0.0027591i,0.00027412-0.0013979i,0.00025461-3.8134e-05i,-0.00034587+0.00097781i,-0.00020619+0.0021426i,0.0001279+0.0026568i,-0.0011679+0.0018073i,-0.0016531+0.0013518i,-0.0015031+0.0017116i,-0.00073777+0.0014373i,0.00027843+0.00057445i,0.00077886+0.00049341i,0.00077353+0.00088169i,9.5038e-05+0.00068743i,-0.00035127-0.00012386i,-0.0002274-0.0002259i
-0.0032263-0.0044877i,-0.0034949-0.0047341i,-0.0035442-0.003598i,-0.0030021-0.0020371i,-0.0019811-0.00092122i,-0.0016087-0.0012687i,-0.0020414-0.0024285i,-0.0024211-0.0015876i,-0.0016863+0.00051036i,-0.00033256+0.00051488i,0.00040195-1.4703e-05i,0.00087258+0.0013732i,0.00086406+0.0018975i,0.00073934+0.0016803i,0.00015958+0.0013656i,-9.9669e-05+0.0010625i,-9.9544e-06+0.00095404i,-0.000145+3.0666e-05i,-0.00051786-0.0012604i,-0.00052261-0.00098684i,-0.0002603-0.00022621i,-0.00022629-9.3018e-06i,-0.00044633-0.00016718i
0.0036338-0.0003162i,0.0053143-0.00051843i,0.0046059+0.00014538i,0.002722+0.0013833i,0.0012177+0.00032614i,-0.00044476-0.0015185i,-0.0017389-0.001987i,-0.0022124-0.00094515i,-0.0023579+0.00027252i,-0.0016019+0.00020726i,-0.00086746+0.00057669i,-0.00080649+0.0010184i,-0.00067536+0.00095791i,0.00018161+0.00094964i,0.00045929+0.00060616i,-0.00058299+0.00013744i,-0.00027865-0.00040092i,0.00054833-7.618e-05i,0.00028372+0.00076202i,-0.00056579+0.00018116i,-0.00093066-5.9039e-05i,-0.00071162+0.00035418i,-0.00065969-0.00044718i
-0.00033183+0.005905i,-0.00067322+0.0060925i,-3.3716e-06+0.002853i,-0.00056849-0.00071002i,-0.0020247-0.0023674i,-0.0023919-0.0026292i,-0.0019916-0.0017955i,-0.0016432-0.00085419i,-0.00081011-0.00012991i,4.8977e-05-0.00020327i,-8.5344e-05-0.00024523i,-0.00041818+0.00039505i,-0.00077269+6.7736e-05i,-0.0012804-0.00044881i,-0.0013168-0.0005616i,-0.00061563-0.00079869i,6.8472e-06+0.0002087i,-0.00020751+0.00079288i,-0.0004017+0.00042876i,-0.00012478+0.0012981i,-0.00011226+0.0017086i,0.00019261+0.00025339i,0.00070401-0.00055679i
-0.001393-0.00095081i,-0.001848-0.00036466i,-0.0009563+0.00098757i,0.00027046+0.0014107i,0.0011473+0.00044964i,0.0012655-0.00086845i,0.00035742-0.0019476i,-0.00032937-0.0010262i,-0.00062236+0.00055744i,-0.00051187+0.00070572i,-0.00033397+8.918e-05i,-0.00036977-5.6213e-06i,-0.00035514+0.00037379i,-0.00088365+0.00034643i,-0.0012664+0.00034631i,-0.0011692+0.00093127i,-0.00037326+0.0010874i,0.00045247+0.00085348i,0.00042284+0.00036034i,0.00056306-4.1787e-05i,0.0012553+8.1805e-05i,0.0014239+0.00042767i,0.0011073+0.00066739i
0.002656-0.0022607i,0.002932-0.0019227i,0.0017195-0.0022453i,-0.00066466-0.0020218i,-0.002049-0.0012222i,-0.0012352-0.0017044i,-0.001218-0.0020525i,-0.0019055-0.0014641i,-0.0012056-0.00084463i,-0.00016862-0.00012837i,0.00024324+0.00075658i,0.00028635+0.0010672i,0.00045385+0.00028259i,2.3097e-06-0.00010704i,-0.00067174+0.00053181i,-0.00019336+0.00072232i,-5.3528e-05+3.8323e-05i,-0.0002356-0.00057246i,0.00047265-0.00038829i,0.0009754-6.2392e-05i,0.00073192+3.2438e-05i,0.00055062+0.00035787i,0.00015461+0.00058019i
0.002209+0.0047039i,0.0018933+0.0058723i,0.0022448+0.0051561i,0.0024518+0.0024179i,0.0011465-0.00047103i,0.00039233-0.0022241i,-0.00086689-0.0017562i,-0.0017284-0.00012782i,-0.00079172+0.00099666i,-0.00013583+0.0012154i,-0.00010394+0.00065909i,-0.00046134+0.00046452i,-0.00093392+0.00085429i,-0.0007158+0.0005498i,-0.0002296+8.7222e-06i,-0.00084071-5.5211e-05i,-0.0011521-0.00031894i,-0.00014799-0.00047362i,0.00050873-0.00027311i,0.00050799-0.00029614i,0.00079033+9.5854e-05i,0.0011885+7.8274e-05i,0.00083859-7.6021e-05i
-0.0040887+0.0010521i,-0.0043382+0.001729i,-0.0026359+0.00084953i,-0.00019325+6.9682e-05i,0.0010109-0.00015582i,6.5471e-05-0.0017584i,-0.00097286-0.002768i,-0.0011673-0.0018334i,-0.00091025+0.00013701i,-8.5267e-05+0.00056245i,0.00032342-8.3151e-05i,0.00033801-0.00040628i,0.00064633-0.00034191i,0.00087797+0.00028913i,0.00089377+0.00036458i,0.00028419+0.0001115i,-0.00050278+0.00018052i,-0.0007837-9.8547e-05i,-0.0009002-0.00040584i,-0.00080301-0.00057086i,-0.00072168-4.08e-06i,-0.00099751+0.00051897i,-0.00078109+0.00011774i
0.00021934+0.00075454i,0.0006776+0.0017415i,0.0008943+0.0021356i,0.00043459+0.0010947i,0.00054838-0.0004652i,0.0008936-0.00091963i,0.00034211-0.0006966i,-0.0009126-0.00082113i,-0.0010209-0.00066642i,-0.00016618+0.00017022i,0.00051021+0.00084798i,0.00065825+0.0013369i,0.00016859+0.0010203i,-5.9621e-05+0.00017487i,-0.00073336-0.00034786i,-0.001421+0.00034971i,-0.00080941+0.00057631i,4.8988e-05+7.5319e-05i,-6.792e-05+7.4103e-05i,-0.0002247+7.3822e-05i,6.9404e-05+0.00049163i,0.00024535+4.7892e-05i,0.00021463-0.0010574i
0.0022335+0.001824i,0.0032076+0.0021524i,0.0039194+0.00040295i,0.0032003-0.00087843i,0.0009126-0.00078633i,-0.00061736-0.0023034i,-0.0014139-0.003016i,-0.0023187-0.0012729i,-0.0017571+3.24e-05i,-0.00013593-0.00023219i,8.4638e-05-0.00036859i,-0.00065797+0.00046529i,-0.00032614+0.00063503i,5.6597e-05+0.00018731i,0.00032512+1.9995e-05i,0.00029875-0.0003747i,0.00028933-0.0010403i,0.00025693-0.0011556i,-0.00030696-0.00061063i,-0.00036459+0.00043734i,0.00012012+0.0005967i,-8.1688e-05-0.00024678i,-0.00041619-0.0008011i
-0.0016445+0.00087602i,-0.0021007+0.0019174i,-0.0024637+0.0021043i,-0.0015279+0.0019864i,-0.00075924+0.0011191i,-0.00055865-0.0013672i,-0.00012353-0.0024499i,-0.00024772-0.0009091i,-9.5978e-05+0.00028706i,0.00023782+0.0002731i,-3.8529e-05+4.8632e-05i,-0.00043729+0.00030217i,-0.00085996+0.0003016i,-0.0003358-0.00017348i,-6.5267e-05+0.0002435i,-0.0002741-9.4455e-06i,-0.00026061-0.00074644i,-0.00048911-0.00028019i,-0.00061743+0.00013808i,-0.00010341+0.0001566i,0.00017362+0.00036592i,0.0010053+9.0822e-06i,0.00089759-0.00041809i
-0.00062009-0.0026801i,-0.0010513-0.0023411i,-0.00043939-0.0011158i,-0.00028047-2.2648e-05i,0.00039919-0.0006155i,0.0011843-0.0018546i,0.0010735-0.0027138i,-8.7803e-05-0.0020118i,-0.00092221-0.00067051i,-0.00041127+0.0005078i,-0.00040176+0.00083602i,0.00022916+0.00085057i,0.0011767+0.001249i,0.00088327+0.0011935i,0.00047094+0.0005529i,0.00031931+0.00046349i,-7.4435e-05+0.00092623i,0.00030977+0.00060251i,0.00038984-0.00082416i,-0.00029047-0.0012637i,0.00027383-0.00041954i,0.00026706+0.0003186i,0.00041054+0.00039869i
0.0034731-0.00094764i,0.0041066+0.00029541i,0.0024266-0.00066036i,0.00057045-0.0021936i,-0.000714-0.0020989i,-0.0013485-0.001642i,-0.0014728-0.0013404i,-0.00056608-0.0004851i,0.00024315-0.00052051i,-0.00041215-0.00077173i,-0.0010348+2.2506e-05i,-0.00074718+0.00050839i,-0.0001229+0.00037162i,-0.00024907+0.00045305i,-0.0012885+0.00047275i,-0.001617-0.00017846i,-0.0012997-3.6083e-05i,-4.0461e-06+0.00071685i,0.00064479+0.00046327i,0.00057525+0.00022217i,0.00016384-0.00016349i,-2.4638e-05-0.00055097i,-0.00073762-0.00030971i
-0.0012411+0.000772i,-0.0022662+0.0022857i,-0.0025724+0.0017524i,-0.0017008+0.00099344i,-0.00061216+0.00097827i,0.00031747+0.00043392i,-7.9959e-06-0.0014446i,-0.00095353-0.0021731i,-0.00065131-0.0012288i,0.00022553-0.00040514i,0.00056673+0.00087499i,0.00059966+0.0014733i,0.001005+0.00087805i,0.00054302+0.00045647i,-0.00057378+0.0014459i,-0.00042262+0.0018019i,0.00055371+0.0009645i,0.0011941+0.00034747i,0.0013914-6.7293e-05i,0.00068167-0.00070221i,-0.0004812-0.00094688i,-7.5726e-05-0.00066063i,0.00083961+0.00016234i
0.00035376+0.002821i,0.0012176+0.0018616i,0.0034743+0.00070347i,0.0029283-0.00037693i,0.00052051-0.0013229i,-0.0012763-0.0018939i,-0.0021871-0.0020596i,-0.001571-0.0016588i,-0.00026011-0.00042094i,0.00039341+0.00051736i,-0.0003367+0.00060644i,-0.00071552+0.00034875i,-0.0011103-0.00035139i,-0.0019964-0.001048i,-0.0019035-0.00042162i,-0.00079532-3.1034e-05i,-0.00048935-0.0009536i,-0.00078997-0.0011646i,-0.00068048+0.0001443i,-0.0004734+0.00031194i,-0.00056338-6.6785e-06i,-0.00038295-0.00033146i,-0.00049946-0.00062329i
0.0022356+0.0008928i,0.0016741+0.00062065i,0.0015838+0.0010856i,-2.5384e-06+0.0019378i,-0.0012988+0.0010442i,-0.00069176-0.00055008i,0.00050193-0.001777i,0.00030678-0.0018751i,-0.00054987-0.0007991i,-0.00064107-0.00018563i,-0.00018305-2.5666e-05i,-4.5996e-05+0.00043546i,-0.00033947+0.00047042i,-0.00072142-0.00069509i,-0.0013846-0.0015148i,-0.0012239-0.00058329i,-0.00080533+0.00073165i,-0.00023018+0.00061192i,0.00057006-0.0003022i,0.0012575-0.00046719i,0.0009094+9.1295e-05i,0.00036956+0.00014235i,0.00040968+0.00044894i
-0.0024427+0.001414i,-0.0017404+0.003269i,-5.2797e-05+0.0026298i,0.0012857+0.001444i,0.0016789-0.00043038i,0.0016715-0.0021256i,-4.1892e-05-0.0029397i,-0.0015815-0.0028554i,-0.00093671-0.0019169i,-0.00071689-0.00050831i,-0.000881+0.00051838i,-0.00029924+0.00057039i,0.00027591-0.00027287i,0.0006295-0.00065946i,0.00039584-0.0002982i,-0.0002204+0.00027973i,-0.00017277+0.00047925i,-0.00056974+0.00015941i,-0.000762-0.00033149i,-0.00019048-0.00031996i,0.00021669+0.00083036i,0.00017036+0.0017288i,0.00015872+0.00099557i
-0.0011455+0.00085193i,-0.0017321+0.00041305i,-0.00085221+0.00062704i,-0.00045536+0.0011487i,-0.00061019+0.00021337i,-0.00066181-0.0015333i,-0.00038713-0.0023267i,-0.00030261-0.0015823i,-0.00041708-0.00026372i,0.00011972+0.00079765i,0.00044501+0.0016434i,-0.00024768+0.002133i,-8.2799e-05+0.001331i,0.00031094+0.00029535i,-0.00015918-0.000455i,-0.00020582-0.00046619i,3.8083e-05+0.00021398i,0.00029571-5.451e-05i,0.00019893-0.00026801i,0.0001508-0.00014281i,0.0001531-0.00081391i,-0.00022804-0.001205i,4.2801e-06-0.00060161i
0.0015002+0.00016914i,0.0019156+0.00015173i,0.0023921+7.6947e-05i,0.0012814-0.00050932i,-0.00066238-0.00064774i,-0.0010739-0.0010194i,-0.0010813-0.0013461i,-0.0019287-0.0004623i,-0.0016324-3.7998e-05i,-0.00071384-0.00026473i,-0.00083624-7.3052e-05i,-0.00099804+0.00025061i,-0.0008886+5.7387e-05i,-0.00062591-0.00010705i,-0.00091776-0.00029434i,-0.0011834-0.00051947i,-0.00038445-0.00060617i,0.00049183-0.00044309i,0.00084851+0.00011384i,0.00027586-8.4881e-05i,-0.00062592-0.00060326i,-0.00074699-0.0004926i,0.00039856+0.00042762i
6.6325e-05+0.00089079i,9.7941e-05+0.0018436i,-0.0006133+0.0013245i,-0.001304+0.00070521i,-0.0008536+6.1357e-05i,-4.1904e-05-0.0011153i,0.00038697-0.0020395i,-7.7759e-05-0.0021209i,-0.00050925-0.00053856i,-0.00079131+0.00099713i,-0.00077877+0.00058739i,-0.0004579+0.00016495i,-0.00096786+0.00029169i,-0.0011556+0.00040088i,-0.00052348+0.00015366i,-0.00024819-0.00018438i,-0.00031542+0.00044995i,-0.00026852+0.00065464i,0.00017065+0.00049744i,0.00043185-0.0001277i,0.00052642-0.00049716i,0.00021367-0.00030059i,0.00030337-0.00033704i
0.0006408+0.00067397i,0.00040701+0.0014114i,0.0011718+0.00096055i,0.0017979-0.00097745i,0.001316-0.0024821i,0.00038558-0.0033753i,-0.00043354-0.0027336i,-0.0011421-0.0015122i,-0.00075429-0.00043275i,-0.00010887-0.00023316i,-0.00037219-0.00035598i,-0.00035751+0.00014444i,-8.8811e-05-0.00023601i,7.5504e-05-0.00029436i,-0.00021749-0.00015533i,-0.00072367-0.0002542i,-0.00084888+7.923e-06i,-0.00063026-0.00051609i,-9.3424e-05-0.00052935i,-0.00015565+0.00010368i,0.00024091+0.0005181i,0.00034763+8.8884e-05i,-0.00051454-0.00012775i
0.0013092+0.0012973i,0.00075074+0.0015917i,0.0010253+0.0010711i,0.0011531+0.00098849i,0.00073237+0.0010198i,0.00059368-3.8366e-05i,0.00030914-0.00088733i,-0.00062382-0.00090674i,-0.00099245-0.00047572i,-0.0011196+0.00030412i,-0.0011171+0.00017483i,-0.00011887-0.00011979i,0.00019161-0.00017613i,0.0001902-4.9707e-05i,0.00015212+0.00052574i,0.00059914+0.00080044i,0.0005265-0.00023888i,-0.00026975-0.00066977i,-0.0012785+0.00057789i,-0.0010301+0.00072734i,0.00028992+0.00026331i,6.2328e-05+0.00019456i,6.8082e-06+0.0003291i
-0.0011746+0.0015205i,-0.00035642+0.0021912i,0.00086482+0.0019423i,0.001407+0.001411i,0.00075125+0.00048665i,-0.00034546-0.0017615i,-0.00103-0.0034208i,-0.0013719-0.0021618i,-0.0013211-0.00069498i,-0.00056828-0.00041094i,0.00054719-7.1832e-05i,0.00074894+0.00017062i,-0.0002122-0.00048524i,-0.0012777-0.00054835i,-0.0010739+0.00025156i,0.00017382+0.00072539i,0.00058769+0.00088286i,0.00022393+0.00042495i,-6.2007e-05-6.5317e-05i,0.00011993-0.00026986i,0.00024135-0.0002055i,-0.00028347+0.00027905i,-0.001094-0.00038738i
-0.00031433+0.0022621i,0.00058723+0.0030069i,0.00066781+0.002927i,0.00091988+0.00066229i,0.0011792-0.0015424i,0.00089328-0.0024203i,-0.00052068-0.0023421i,-0.0016541-0.0015875i,-0.0015516-0.00061326i,-0.00044831+0.00023498i,0.00051582+0.0011187i,0.00090248+0.00093772i,0.00048933-0.000188i,-0.00015441-0.00095508i,-0.00037838-0.0010499i,-0.00095314-0.00061331i,-0.00069348-0.00031444i,0.00043638-0.00022416i,0.00069652-0.0002862i,0.00059649-0.00019457i,2.5721e-05+0.00034281i,-0.00038618+0.00053981i,0.00020951-0.00013921i
0.0010214+0.00063778i,0.0015684+0.00060804i,0.0025067+0.00051082i,0.0023351+0.00081262i,0.0010287+0.00051086i,0.00014305-0.00074894i,7.6565e-05-0.0016392i,-0.00012041-0.00084596i,-0.0006058+0.00070452i,-0.00065126+0.00076805i,-0.00037227+0.00035059i,-0.00012125-0.00021331i,2.0909e-05-1.1965e-05i,-0.00016299+0.00039564i,-0.00027885-0.00031646i,-0.00055519-0.0005333i,-0.00024557-0.00026275i,0.00038464+0.00016945i,0.00050893+0.00014263i,0.00027576-0.00030674i,-0.0001807-0.00031331i,-0.00056326-0.00020808i,-0.00051821+5.5034e-05i
0.00037003+0.0013298i,-0.0003075+0.0016615i,-0.00044972+0.00041499i,-0.00042394-0.00080247i,0.0005333-0.0013798i,0.00021227-0.0018371i,-0.00051793-0.0021768i,-0.00074573-0.0011946i,-0.00080982-5.8489e-05i,-0.00044088+0.00010495i,-0.00049341+0.00082217i,-0.00090489+0.0012788i,-0.00093293+0.00062733i,-0.00075048+0.00085958i,-0.00091129+0.0013539i,-0.00030125+0.00079083i,-2.5805e-05-4.388e-05i,-0.00032778-0.00015371i,-0.00025751+0.00027083i,0.00027059+0.00030786i,0.00030419+0.00057234i,0.00016101+0.0011156i,0.00043272+0.0016317i
-4.2583e-05+0.001143i,0.00049618+0.00072888i,0.00055363-0.00098548i,0.00068782-0.0018205i,0.00085071-0.0012651i,0.00052802-0.0011533i,-0.00021204-0.0017007i,-0.0013706-0.0013872i,-0.00087062-0.00069565i,-1.3547e-05-0.00040882i,-3.3687e-05-0.00044384i,-0.00047742-0.00015773i,-0.00086769+0.0004769i,-0.0012203+0.00061266i,-0.00090227+0.00052037i,-0.00078866+0.00047844i,-0.0006901+0.00063809i,1.3235e-05+0.0007267i,0.00068686+0.00076301i,0.00034791+0.00089915i,-0.00015325+0.00034178i,0.00033725-0.00049834i,0.00021075-0.00052742i
-0.0010715-0.0010583i,-0.0025001-0.0007613i,-0.0015257-0.0010228i,-8.9472e-05-0.00059459i,-6.5995e-05-0.00047188i,-0.00011878-0.0011615i,-0.00052077-0.0013992i,-0.0017179-0.00047565i,-0.001458+0.00048218i,-0.00070638+0.0008106i,-0.00049871+0.00052841i,-7.6091e-05+0.00022462i,0.00037801+0.00022265i,-0.00029582+0.0001276i,-0.00064803-6.3561e-05i,-0.00038393-0.00035639i,-0.00082447-9.427e-05i,-0.00075504+0.00038818i,-0.00054553+0.00025096i,0.0001418-0.00042591i,0.00037953-0.00015927i,4.3088e-05+0.00071382i,3.6261e-05+0.00037792i
0.00075478-0.00061084i,0.00082506-0.00066007i,0.00051028-0.00051443i,-0.00028675+0.00048801i,-0.00068875+0.00022125i,-0.0004291-0.0010247i,-0.00068542-0.0020074i,-0.00065957-0.0016256i,-0.00049422-0.0012961i,-0.00043051-0.0015887i,-0.00051332-0.0010775i,-0.00061691+0.00014942i,-0.00089293+0.00059731i,-0.0010335+0.00067815i,-0.0010262+0.0013309i,-0.00082022+0.0013015i,-0.00081452+2.7647e-05i,-0.00061482-0.0007109i,-7.2024e-05-0.0010558i,0.00037056-0.00086053i,0.00019766-0.00014329i,-3.8412e-05-0.00031833i,0.00062457+0.00039304i
0.00070727+0.0020411i,0.00062705+0.0021268i,0.00089876+0.0019958i,0.0018995+4.9241e-05i,0.0020588-0.0019128i,0.0014373-0.0023017i,0.00094575-0.0020678i,-8.5508e-05-0.0015731i,0.00013404-0.00087812i,1.907e-05-0.00026411i,-0.00050216+0.0002253i,-0.00049238+0.00047869i,-0.00034333+0.00025992i,6.0985e-06-0.00023931i,-0.00055321-0.0002622i,-0.00061783-0.00048765i,-0.00025215-0.00056094i,-0.00079388-0.00057634i,-0.00066534-0.00087097i,-0.00027329-0.00060643i,-2.5249e-05-0.000296i,0.0004742-0.00028621i,0.00027123-5.4227e-05i
0.00042595+0.0025028i,0.00096928+0.0012907i,0.000914+0.00058604i,0.00018672+0.00087184i,-0.0006413-3.026e-05i,-0.001398-0.0014652i,-0.0011875-0.0018831i,-0.0010525-0.0012112i,-0.00062324+6.7304e-05i,-0.00028947+0.0011622i,-0.00044695+0.0010362i,-0.00033447+0.00086334i,-0.00056286+0.00076784i,-0.00090389+0.0002295i,-0.0011667-0.00036368i,-0.00059081+9.2166e-05i,0.00047793+0.00058196i,0.00046149+0.00021438i,-8.661e-05-5.0815e-05i,-0.00099786+0.00043486i,-0.0012002+0.00010425i,-0.00022174-0.00036958i,-0.00032469-0.00071712i
-0.0021031-0.00032513i,-0.0018395-8.0681e-07i,-0.00088054+0.00034758i,0.00069299+0.00010073i,0.0021951-4.295e-05i,0.001489-0.0014614i,7.7048e-05-0.0029798i,-0.00056934-0.0021489i,-0.00045072-0.0006257i,0.00015632-0.00018024i,0.00048489-0.00016993i,0.00044149-0.0001498i,0.00043559-4.6657e-05i,0.00031216+0.00010821i,-0.00015761+0.00031637i,-1.836e-05+0.0011292i,-3.9453e-05+0.0013644i,0.00012954+0.00059775i,0.0004144+0.00012342i,-0.00039922-0.00023442i,-0.0008381+0.00020362i,6.9591e-05+0.00074949i,0.00044491+0.0010437i
0.00090309+0.0012159i,0.0014225+0.0016316i,0.0015846+0.0021728i,0.00066117+0.0008527i,-0.00046274-0.00064077i,-0.00071369-0.00095975i,-0.0007421-0.0007947i,-0.00023682-0.00032267i,0.00021162+4.8335e-05i,-0.00010347-0.00014296i,9.5476e-06+0.00020312i,-0.00012193+0.00096449i,-0.00052846+0.00045536i,-0.00074415-0.00040758i,-0.00052026-0.00065045i,3.1401e-05+6.4875e-05i,-0.00027539+8.9091e-05i,0.00044021-0.00045618i,0.0011923+3.8901e-05i,0.00017578+0.00027949i,-0.00027274+0.00024843i,-0.00024588-2.6621e-05i,0.00023222-0.00050727i
-0.00075898+0.0022867i,0.00063043+0.0030272i,0.0016014+0.0019684i,0.0022038+0.00074006i,0.0014754-5.5306e-05i,0.00035109-0.0019567i,-0.00052509-0.0025715i,-0.00064497-0.0011405i,-0.00072269+7.8148e-05i,-0.00061435-0.00021759i,0.00015015-1.4349e-05i,0.00019736+0.00050238i,-0.00011721+0.0004413i,-0.00070924-7.519e-05i,-0.00070019-0.0006415i,0.00014857-0.00050079i,4.1344e-05+0.00018516i,-0.00061096+0.00050261i,-0.00057288-0.00045216i,-0.00012966-0.0011957i,-0.00044421-0.001121i,-0.00075534-0.00046779i,-0.00010335+0.00030792i
-0.00054651+0.00065589i,-0.00081439+0.0004916i,-0.0017781+4.2277e-05i,-0.0014195+0.00089253i,-0.00069222+0.00072069i,2.7439e-05-0.0005578i,0.00069076-0.00089164i,0.00016101-0.0011707i,-0.00052895-0.0011643i,-0.0010912-0.00031511i,-0.00080772+0.00097819i,-0.00010441+0.0013719i,-7.2156e-05+0.00078965i,0.00021439+0.00069111i,0.00050776+0.00098245i,0.00053032+0.00069877i,-8.0051e-05+0.00075248i,-0.00051492+0.00086786i,-0.00017815+0.0006604i,-9.6867e-05+0.00050986i,0.0003068-0.0002917i,0.00046483-0.00029599i,9.5423e-06+0.00033807i
-0.0011435+0.0011932i,0.00047098+0.0013907i,0.00063141+0.0014243i,-2.5199e-05+0.0011091i,0.00077292-0.00020897i,0.00062854-0.0020223i,-0.0010525-0.0032185i,-0.0020031-0.0025662i,-0.0011584-0.00074938i,8.974e-06+9.2533e-05i,0.00023163+0.00073105i,0.00016423+0.0012304i,-0.00048438+0.00044259i,-0.00032872-0.0005295i,7.523e-05-0.0010627i,-1.8938e-05-0.00072124i,-0.00054881+1.8311e-05i,-0.0010919+0.00072033i,-0.00081031+0.00062611i,-0.00038056-0.00015019i,-0.00034513-0.00023659i,9.7773e-05+0.00042161i,0.0008801+0.00078552i
0.00044155+0.00022569i,-0.00021063+0.0011372i,-0.0014197+0.00048303i,-0.0019024-7.5818e-05i,-0.0012548+0.00018847i,0.00032216-7.3225e-05i,0.00064453-0.001409i,0.00052602-0.0019241i,0.00011375-0.0011892i,-7.9863e-05-0.0003419i,0.00023549+8.2562e-05i,-2.2884e-05+0.00096336i,6.9882e-05+0.00085659i,0.00032859+0.00015186i,-0.00033271+0.00062654i,7.1951e-06+0.00051775i,0.00064642+0.00016715i,0.00019909-4.2912e-05i,-0.00022237+0.00013972i,-0.00069271+0.00041049i,-0.0010028+0.00014677i,-0.00072907+0.00021119i,-0.00099882-7.8339e-05i
-0.0022401-0.0016745i,-0.0026277-0.00061618i,-0.0020098+0.00040794i,-0.00070972+0.00097401i,0.0010665+0.00022151i,0.001877-0.0014222i,0.0010726-0.0030339i,0.00065191-0.0024486i,0.00032313-0.00047884i,-4.8793e-05+0.00056047i,0.00023846+0.0014716i,0.00054465+0.0015311i,0.00045549+0.00090974i,-4.6988e-05+0.00088917i,-0.00012285+0.0010247i,0.00011583+0.00044602i,-0.00020512+3.3112e-05i,-0.00029261+0.00043117i,-0.00019501+0.00073386i,-1.8851e-05+0.00043895i,-0.00051766+0.00024336i,-0.00070643-0.00041155i,-0.00015316-0.00086952i
0.002941+0.0018656i,0.001914+0.0019128i,0.0015896+0.00035156i,1.717e-05-0.0011534i,-0.00049776-0.001699i,1.608e-05-0.0018095i,-0.00023657-0.0019542i,-0.00091256-0.0016517i,-0.00089068-0.00060869i,-0.0011234+0.000216i,-0.0010971+0.00052264i,-0.0004391+0.00043496i,-0.00080508+0.00020017i,-0.0009078+0.00015989i,-0.00049353+0.00017886i,-0.0002489+0.00025344i,-0.00032416-0.00016949i,-0.00067586-0.00030914i,-0.00059711-0.00036976i,0.00018549-0.00020615i,0.0006064+0.00056127i,-4.5845e-06+0.00063607i,0.00018845+5.6848e-05i
0.00035333-4.6418e-05i,0.00060434-0.00032284i,-0.00012024-0.00010103i,-0.0015937+0.00017907i,-0.0013257+9.9168e-05i,-0.0011406-0.00076286i,-0.0016014-0.0013749i,-0.0015972-0.00083339i,-0.0010586-0.00025037i,-0.00047248+0.00013976i,0.00018407+0.0001955i,0.00022697+0.00078845i,-0.00050383+0.0016158i,-0.00073824+0.0008209i,-0.00043683+0.0011804i,-0.00050423+0.0018466i,-7.6804e-05+0.0016347i,0.00032235+0.00061239i,0.00014212-0.00049882i,0.00015426-0.00030433i,0.00072614-0.00011001i,0.0004+0.00015945i,-0.0010306+0.00038746i
