0.00024828+0.0012423i,0.00017406+0.00088281i,-0.00031051+0.00062521i,-0.0018348+0.0011171i,-0.0022844+0.0009932i,-0.0013692+0.0015448i,-0.00090554+0.001318i,-0.00011635+0.00092089i,0.00012623+0.00036436i,9.1635e-05-5.7572e-06i,0.00052546+0.00064226i,-0.00018646+0.00053421i,2.8217e-05-0.00011528i,0.00039295+0.00053113i,-0.00045255+0.00086642i,-0.00068543+0.00012707i,-0.00051615-0.00078132i,-0.00030382-0.00046365i,0.00066632-0.00043241i,0.0010368+4.5131e-05i,1.7261e-05+0.0004736i,-0.00021019+3.0145e-05i,-5.3137e-05+0.00021817i
0.0031288+0.00026258i,0.0018456-0.0011632i,0.00055741-0.0014335i,0.00021299-0.0010012i,-0.00061679-0.00071127i,-0.0010366-0.0002645i,-0.0010153+0.00073599i,-0.00079816+0.00058536i,-0.00045303+0.00017406i,-6.5762e-05+0.00028914i,-0.00024866+0.00013184i,-0.00038411+0.00018851i,-0.00043409+0.00036699i,-0.00035036+9.8623e-06i,4.7312e-05+0.00025746i,-0.00049931+0.00030195i,-0.00082319+3.0072e-05i,-0.00080287+0.00051062i,-0.00068594+0.00019222i,-3.4352e-05-0.00037779i,0.00029364-0.00013934i,3.2424e-06-0.00029706i,-0.0001138-6.9591e-05i
-0.00052141+0.0010757i,0.00041744+0.0012491i,0.00098257+0.0021663i,0.00063641+0.0017562i,0.00093468+0.0011865i,0.00081852+0.0012252i,-0.00010666+0.00072081i,-0.00020739+0.00012545i,-5.4944e-05+2.0732e-05i,-0.0012976+0.00010605i,-0.001599+3.3674e-05i,-0.0013013-5.6736e-05i,-0.0011465-0.00015792i,-0.00075074+0.00040809i,-0.0003102+0.00073006i,0.00010741+0.0005551i,-4.0247e-05+0.00060267i,-0.00021945+0.0004512i,-2.3199e-05+0.00041079i,9.0045e-06-0.00026854i,-0.00033698-0.00090763i,-0.00012649-0.00049499i,-0.00028107-0.00027589i
-0.002994-0.0016955i,-0.0030437-0.0004839i,-0.0023547-0.00022941i,-0.0012304-0.00017994i,-0.00011555+0.00067218i,0.0011098+0.00086757i,0.0012135-5.0227e-05i,0.00058803-0.0011179i,0.00011712-0.0012101i,-0.00095956-0.00052192i,-0.00036147+1.593e-05i,0.00034001-0.00039709i,0.00023334-0.00094504i,0.0004102-5.8693e-05i,0.00030351+0.00067606i,-8.2053e-05+0.00031634i,-0.00066272+0.00055518i,-0.0010153+0.00041183i,-0.00079774-0.00033762i,-0.00010664+9.8748e-05i,0.00070655+0.00094658i,0.00069733+0.0010119i,0.00044186+0.00076141i
0.0015519-0.0020655i,0.0014086-0.0013202i,0.0005633-0.00039507i,0.00090801+0.00020605i,0.0011947+0.001717i,0.00085314+0.0024021i,0.00050006+0.0011543i,0.00071154-0.00012325i,0.00064582+3.4865e-05i,9.5984e-05+9.1975e-05i,-1.2171e-05+0.00022686i,-0.0003986+0.0009487i,-1.3547e-05+0.00095845i,-0.0001226+0.00084248i,-0.0010794+0.0012148i,-0.00073469+0.0016347i,-0.0005945+0.0010185i,-0.00035637+0.00047131i,-0.00012924+0.0011999i,0.00010665+0.00093207i,0.00067317+0.00034129i,0.00068997+0.00044249i,-0.00033364+0.00023269i
0.0029379+0.0035874i,0.0036525+0.0015182i,0.003143-0.00019489i,0.0032384-0.00089992i,0.0028685-0.00084885i,0.00094951-0.00073495i,0.00035204+0.00035473i,0.00032875+0.0012668i,9.962e-05+0.0010684i,-4.5547e-05+0.00028075i,-0.00080996+0.00034487i,-0.0016359+0.00092751i,-0.0021676+0.00084934i,-0.0016391+0.0012632i,-0.00058427+0.0019542i,-0.00048965+0.0012207i,0.00024729+0.00013722i,0.00048833-0.00049678i,0.00038332-0.0013068i,0.00049556-0.00078084i,0.00020916-0.00045556i,0.00050904-0.00014951i,0.00054729+0.00027627i
-0.0023568-0.00069252i,-0.0022764+6.1254e-05i,-0.002069+0.00025391i,-0.0013507+0.00083899i,-0.00082862+0.0017977i,-0.0005782+0.0020579i,0.00025931+0.0015076i,0.00059328+0.00017088i,0.00028757-0.0010428i,-0.00018256-0.00043313i,-0.00069226+0.00035602i,-0.0013573-4.8508e-05i,-0.00082997+1.6238e-05i,1.1361e-05+0.0001163i,-0.00026573+0.00025751i,-0.0010166+0.00036777i,-0.0013713-0.00039693i,-0.00087944-7.9652e-05i,0.00042887+0.0011326i,0.0010335+0.001163i,0.00084581+0.00048649i,-0.00013904+0.0002614i,-0.00070037+0.00011938i
-0.0002542-0.0022813i,-0.0003079-0.0020218i,-0.00070137-7.9638e-05i,0.00025896+0.00094227i,0.0013564+0.00076744i,0.0014519+0.00012994i,0.00075871-0.00050983i,-0.00010842-0.0010141i,-0.0010556-0.0013422i,-0.00098225-0.00048054i,-9.1055e-05+0.00032565i,0.0004977+0.00060602i,0.0005429+0.00064569i,0.00074304+0.00016544i,0.001056-0.00049788i,0.00016274+0.0001258i,2.2621e-05+0.0013424i,0.00072163+0.0013516i,0.00071489+0.0007929i,0.00040412+0.00089046i,8.6068e-05+0.00064764i,4.681e-05+1.4668e-05i,-7.7495e-05-0.00019289i
0.0051838+0.00053952i,0.0052964-0.00070217i,0.005112-0.0019727i,0.004176-0.0022951i,0.002046-0.0014943i,-0.00074254-0.00031625i,-0.0018958+0.00067378i,-0.00089951+0.00032486i,-5.4281e-05-0.0001918i,-0.00054654+0.00031377i,-0.0010792+0.00084209i,-0.00059765+0.00027142i,-0.00010556-0.00020465i,-0.00026315+0.00017764i,-0.00042225+0.00028873i,0.00051109-0.00029032i,0.00076417-0.00058559i,9.2713e-05-0.00052176i,-0.00011714-0.00042451i,8.5763e-05+6.8296e-05i,0.00076958+0.00060393i,0.00089336+0.00051006i,0.00031089+0.00024291i
-0.0012791+0.0035101i,-0.00060444+0.0031787i,0.00034675+0.0034053i,0.0010567+0.0039176i,0.0012941+0.0031805i,0.0015671+0.0017035i,0.0016625+0.0001135i,0.0014143-0.00064316i,0.00047719-0.00041648i,-7.6241e-05-0.00069152i,0.00022189-0.00059917i,8.7413e-05-0.00048678i,0.00011048-0.00083222i,0.00093958-5.6002e-05i,0.0011693+0.00091014i,-6.4023e-06+0.0005428i,-0.00026168+6.7261e-05i,0.00075717+7.2107e-05i,0.0011669+6.3454e-05i,0.0009688+0.00034056i,0.00070126+0.00049314i,6.6065e-05-0.00020096i,-0.00015154-8.0555e-06i
-0.00028424-0.00096547i,0.00025857-0.0008256i,0.0008108-9.9201e-05i,0.0016547+0.00061227i,0.0016908+0.00041171i,0.0011064-0.00018505i,0.00073529-4.0225e-05i,-2.8569e-05-0.00033072i,-0.00032005-0.0009946i,0.00018399-0.00010344i,-0.00035258-4.704e-06i,-0.00025077-0.00011522i,-0.00058647+0.00014741i,-0.0015495-0.00071776i,-0.0011645-0.00067711i,-0.00055738-1.4059e-05i,0.0003164+0.00040292i,0.00043689+0.00078698i,0.00043919+0.00035751i,0.0011502-0.00035615i,0.00063879-0.00050391i,-0.0004734-0.00095237i,0.00012117-0.00086258i
0.0016564-0.0018848i,0.001343-0.0022634i,9.2668e-05-0.0017467i,-0.00077572-0.0010804i,-0.00053975+0.00037431i,-0.00026336+0.001937i,-8.4543e-05+0.0024687i,0.00050215+0.0012802i,0.00073004-0.0002908i,0.00072575-0.0009459i,0.00042657-0.00070351i,0.00025368-0.00018739i,0.000139+6.8258e-05i,-0.00025085-0.00044329i,5.9904e-07-0.00041059i,0.00026541+8.472e-05i,0.00032449-0.00019535i,-0.00018899-0.0004924i,0.00013398-0.00087405i,0.00056238-0.0010886i,0.00043458-0.00079724i,-6.9612e-06-0.0007598i,-0.00026363-0.0010126i
-0.00096218+0.0028046i,4.4135e-05+0.0025333i,0.0011968+0.0018661i,0.0021618+0.0011328i,0.0023322+0.00089572i,0.0010028-0.00053995i,0.00046332-0.0016525i,-0.00023128-0.0010932i,-0.00041183-0.0010171i,-0.00023467-0.00075437i,-0.00059759+3.9677e-05i,-0.00045233+0.00079171i,-0.0003135+0.00069055i,-2.3311e-05+8.6298e-05i,9.1907e-05-2.0823e-06i,-0.00039038+9.8609e-05i,-0.00061775-0.00015965i,-0.0007202-0.00013988i,-0.00075697-1.0966e-05i,-0.00025653-0.00063279i,0.0004743-0.00071568i,0.00090303-0.00043882i,0.000503-0.00030261i
0.00019464+0.00075642i,0.0010677-0.00063235i,0.0027721-0.0012478i,0.003425-0.00081833i,0.0031174-0.00038062i,0.0017851-0.0003002i,0.00017804-0.0006818i,-5.371e-05-0.00080925i,0.0002772+0.00023674i,0.00017657+0.0010818i,0.00042082+0.00085853i,0.00093903+0.00050186i,0.00054378+0.00020577i,-0.0003931+0.0002393i,-0.00053397+0.00020192i,-6.1655e-05-7.3962e-05i,-0.00035996+0.00030896i,-7.2252e-05+7.6891e-05i,0.00062689-0.00070991i,-0.00023591-0.00064712i,-0.00016776-0.00060938i,0.00031647-0.00083772i,0.00010941-0.00075782i
0.0007682-0.00052033i,0.00049892-0.00074758i,-0.00047977-0.00012903i,-0.00019642-0.00084782i,0.0010818-0.0012595i,0.00076652-0.00046057i,-0.00021932-0.00016297i,-0.00020157-0.00048436i,-0.00026724-0.00054328i,-0.0006301-3.4895e-05i,-0.0010045+0.00048196i,-0.00042387+0.00014439i,3.5914e-05-0.00060525i,-0.00024683-0.0001334i,0.00017895+0.00029483i,0.00034423+7.1229e-05i,8.8806e-05+0.00027116i,8.8641e-05+0.00031533i,-0.00072417-0.00016881i,-0.0010634-0.00010148i,-0.0005086+0.00017899i,-0.00019701-0.00037525i,7.697e-05-0.00021735i
0.0027298-0.00060608i,0.0020977+4.8258e-05i,0.0016734-0.00035043i,0.0014318-0.00041216i,7.7087e-05+0.00023739i,-0.00083213+0.00035119i,-0.00031544+0.00038838i,0.00051505-0.00085653i,-1.6248e-05-0.0018757i,-0.00015002-0.00090266i,0.00027617-7.5988e-05i,0.00069289-9.4035e-05i,0.0014803+1.0709e-05i,0.0017066+0.00031868i,0.0011439+0.00044939i,0.000281+0.00042996i,0.00027481+0.00051746i,0.00079548+0.00065054i,0.0011034+0.00059177i,0.00079485+0.00017534i,0.00043276-0.00028755i,0.00028452-0.00078788i,0.00012365-0.0013709i
-0.00066894+0.0029023i,-0.00064868+0.0020973i,-0.00040073+0.0013487i,0.0003084+0.00024176i,0.0010129-0.00013137i,0.00024088+0.00035718i,-0.00051966+0.00063079i,-0.00020322+1.8635e-05i,-0.00015713-0.00070732i,-0.00041468-0.00049003i,-0.00069423-0.00038503i,-0.0014366-0.00014594i,-0.0011985+0.00047413i,0.00022571+0.00075131i,0.0003073+0.00092104i,5.864e-05+0.00044378i,2.2776e-05-0.00024866i,-0.00034858-0.00041442i,-0.00023012+0.00016458i,0.00067288+0.00050327i,0.00036567+0.00069693i,-3.3474e-05+0.00060993i,0.00051539+0.00026316i
-0.00095994+3.8477e-05i,-4.1191e-05+0.00032616i,0.0017469-0.00021765i,0.0012833-0.0004639i,0.00037908-0.00034897i,0.00076455-0.00011833i,0.00085824-6.2408e-05i,0.00066296-0.00081768i,7.0523e-05-0.0017596i,-0.0012747-0.0014132i,-0.0017181-0.00074958i,-0.0010965-0.00044113i,-0.00040743-0.00018608i,-0.00040025+0.00010423i,-0.00028508+0.00035377i,-0.00036814+0.00030793i,-0.0007251-1.4096e-05i,-0.00017736-0.00030905i,0.00037722-0.00013749i,0.00037855-0.00062217i,0.00091986-0.00095027i,0.00093755+0.00011626i,0.0004714+3.9408e-05i
-0.00042711-0.0019542i,-4.0162e-05-0.00099003i,-0.00032735-8.7681e-05i,0.00052945+0.0014832i,0.00058008+0.0020084i,8.2555e-05+0.0014141i,-0.0001428+0.0006125i,-0.00056541-0.00049093i,-0.00056261-0.0010249i,-0.00089937-0.0004563i,-0.0009221-0.00030623i,-8.4486e-05-0.00068402i,0.00059164-0.00025371i,0.00041718+0.00052332i,-0.00063316+0.00034468i,-0.00085639-0.00015663i,-0.0005582+0.00018157i,-0.00089916+0.00098339i,-0.00059513+0.0010322i,-2.2125e-05+0.00072613i,0.00023967+0.00040555i,0.00049728+0.00036178i,-5.7217e-05+0.00076557i
0.00031888+0.0010373i,0.00010813+9.1407e-06i,-0.00036445+0.00088609i,-0.00031722+0.00083056i,-1.4836e-06+0.00065746i,-5.892e-05+0.0006746i,-1.6819e-05+0.00044244i,0.0005912+0.00061232i,0.0011007+0.00070382i,0.0013784+8.9089e-05i,0.001218-0.00010703i,0.00080321+0.00063651i,0.00079789+0.0011115i,0.00080391+0.00056124i,0.00023786+6.2543e-05i,-0.00011117-9.9285e-05i,0.00034627-0.00038336i,7.23e-05-0.00056002i,-0.00022561+0.00013693i,9.1031e-05+0.0003041i,6.8012e-05+0.000254i,-0.00010571+0.00052093i,0.000341-0.00013952i
0.00064168-0.0019752i,0.00068939-0.0020916i,0.00028146-0.0017521i,-0.00054029-0.00081741i,-0.0011023-0.00065639i,-0.00063192+0.00040798i,0.00054546+0.0015685i,0.0010703+0.00063848i,0.00057709-0.00056128i,-0.00053075-0.00026911i,-0.00061479+0.0010678i,-0.00054521+0.0012788i,-0.00033291+0.00078284i,0.00038412+0.00038126i,0.00033877-0.00052999i,0.00058617-0.0010016i,0.00095772-0.00059049i,0.00081463+0.00039871i,0.00041663+0.00078035i,-5.612e-05+0.00037791i,0.00016756-0.00016205i,0.0002459-7.2453e-05i,0.00024186+0.00026827i
-0.0002526+0.00093516i,0.00062689+0.00085207i,0.0014452+0.0011555i,0.002006+0.0012071i,0.0018504-1.2104e-05i,0.0013613-0.001016i,0.00058452-0.0010317i,-0.00015642-0.0010483i,-0.00077506-0.0010061i,-0.0010373-0.0011465i,-0.00015185-0.0014567i,0.0001102-0.00046636i,0.00013782+0.00013084i,5.7851e-05+0.00012214i,9.7907e-05+0.00065722i,0.00052507+0.00087372i,0.00072627+0.00064254i,0.00090297+0.00039172i,0.00057637-0.00022899i,0.00034402-0.00022376i,0.00082979+9.3921e-05i,0.00068683+9.7704e-05i,-0.00028082+3.4313e-05i
-0.0021438-0.00078721i,-0.0026993-0.0016799i,-0.0013401-0.0018909i,-0.00071689-0.00051662i,-0.00087516+0.00013263i,-0.0004594+0.00042452i,0.00059165+0.00074149i,0.00088414-0.00033027i,0.00032786-0.0013318i,0.00033265-0.00063724i,0.00018479+0.00024337i,-7.6788e-05+0.00025533i,-0.00033132+0.0001392i,-0.00078233+0.0006356i,-0.00020285+0.0012476i,0.00028053+0.0016082i,-0.00013176+0.0013203i,-0.00022423+0.00033955i,0.00032078-0.00026506i,0.00026489+1.024e-05i,0.00014476-0.00029594i,0.00047278-0.00011038i,-4.2214e-05-0.00018402i
0.0023599-0.0017654i,0.0023155-0.0021294i,0.0014489-0.0020549i,0.00070708-0.0014957i,-0.00028412-0.00057906i,-0.0011891+0.00091767i,-0.00023986+0.0014742i,0.00019784+0.0004708i,1.9532e-05-0.00037043i,0.00029221-0.00068163i,0.00045504-0.00056308i,0.00010632-0.00067878i,0.00048712-8.0906e-05i,0.00046783-0.00017769i,0.0002635-0.001083i,-0.00024092-0.00096928i,-0.00085836-0.00048513i,-0.0002138-0.00078228i,-1.8574e-05-0.00046856i,0.00012547+6.563e-05i,0.00071294-0.00066583i,0.00046984-0.00054007i,7.9819e-05+0.00040247i
0.0012955+0.0030381i,0.0020282+0.0036206i,0.003114+0.0035487i,0.0035618+0.0028759i,0.0027977+0.0015982i,0.001866+0.00044826i,0.0012677+0.00063333i,0.00060526+0.00031333i,-0.00025898-0.00071247i,-0.00027897-0.00078568i,-0.00037356-0.00031102i,-0.00042474+0.00023251i,-0.00052338+0.00051527i,-0.00081942+0.00027212i,-0.0004164+0.0001452i,-0.00031306+0.00033239i,-0.00042183+0.0007497i,9.8729e-06+0.00093084i,0.00077734+0.00087773i,0.00087681+0.00062906i,3.7291e-05+6.3894e-05i,-0.00020416-0.00017653i,0.00045466-1.5307e-05i
-0.00027816+0.00016288i,-0.00022591-0.00055695i,0.00032472-0.0013058i,0.00096398-0.00079204i,0.0012592+0.00033259i,7.3335e-05+0.00056817i,-0.0003519+0.00084572i,0.0010371+0.00021074i,0.0010945-0.0014115i,-3.2642e-06-0.0015901i,-0.00056843-0.00020167i,-0.000167+0.0010682i,0.00014163+0.0013914i,0.00032001+0.00060251i,0.00047826+0.00052669i,-7.3165e-05+0.00055779i,-0.00042579-0.00027918i,-0.00041996-0.00058531i,7.3609e-05-7.7814e-05i,0.00027037+0.00071385i,0.00049249+0.00053312i,0.00059993+0.00014i,0.00019404-0.00022178i
0.0014087-0.0014247i,0.0013293-0.001124i,0.0018499-0.0031007i,0.00023564-0.0033771i,-0.0010634-0.001198i,-0.00054203+0.00086448i,0.0020419+0.0011821i,0.0037227+0.00012597i,0.0031637-0.0024333i,0.0017376-0.0040406i,8.8499e-05-0.0036392i,-0.00053171-0.0022682i,1.0343e-05-0.00066814i,0.00023298+0.00068043i,0.00018753+0.00095757i,0.00072896+0.00035985i,0.0010743-0.00047951i,0.0002037-0.00065785i,-0.00055837-0.00024641i,-4.8131e-07+3.5595e-05i,0.00031074-0.00015266i,-0.0001325-0.00031742i,0.00045569+6.0914e-05i
0.00013186+0.00052983i,0.00043657+0.00024899i,-9.4292e-05+0.0012863i,0.00050706+0.0019351i,0.00065866+0.0014384i,-2.2562e-05+2.4197e-05i,-0.0022788-0.0015066i,-0.0046207-0.00089313i,-0.0048844+0.0011971i,-0.003455+0.0029102i,-0.0013357+0.003645i,0.00044924+0.0029929i,0.0015823+0.0017388i,0.00077483+0.00073597i,-0.00028726-0.0001788i,-0.00055666-0.0006534i,3.2256e-05-0.00062461i,0.00064171-0.00017618i,0.00070186+0.00013542i,0.00042843+0.00040437i,-0.0002992+0.00083786i,-0.00030437-8.9544e-05i,6.6827e-05-0.00071651i
-0.0010251-3.1289e-05i,-0.00093176-0.00035777i,-0.001748-0.00077846i,-0.0024521+7.8583e-05i,-0.0021452+0.00038992i,-0.0013365-0.00037135i,-0.0014556-0.00080366i,-0.0017121-0.00058629i,-0.0018191+0.00019343i,-0.0018525+0.0011348i,-0.0010546+0.0021983i,-6.1678e-05+0.0022724i,0.00069304+0.0011424i,0.0010889+0.00011825i,0.00045129+0.00041911i,-0.0001089+0.00091804i,-2.4574e-05+0.00017936i,-6.5494e-05-0.00015307i,0.00020941-0.00010706i,0.00044825-0.0005871i,6.5317e-05-0.0015297i,0.00017206-0.0012983i,0.00040192+9.4354e-05i
0.0002645-0.00097131i,-0.00079074-0.0011145i,-0.00087798-0.0010863i,-0.00069511-0.00060516i,-0.00032144+0.00046822i,-4.9215e-05+0.0010597i,-0.00046612+0.00023906i,-0.00015377-0.00010326i,-0.00057618+0.0001963i,-0.0011535+0.00061067i,-0.00065932+0.00044633i,-0.00058075+0.00028136i,-0.00082704+5.2782e-06i,0.00029184+3.1527e-06i,0.00058576-3.3968e-05i,-0.00016545+8.6272e-05i,-0.00026016+0.00074293i,0.00062441+0.0011811i,0.00097428+0.00063106i,0.00083103+0.00029817i,0.00052337-6.7545e-06i,-0.00053302-0.00061377i,-0.00084922-0.00088318i
0.001254-6.5503e-05i,0.0012035+2.5049e-05i,0.0013356+0.0016331i,0.0014427+0.0021686i,0.0014093+0.0011116i,0.0015788+0.0001501i,0.00039692-0.00081288i,-0.00049284-0.0011962i,-0.00058753-0.00041811i,-0.00123+0.00052572i,-0.0010908+0.00089252i,-0.00034973+0.00069736i,0.00022747+0.00039582i,0.00036065-4.8738e-05i,0.00065136-0.0001965i,0.00040238-0.0001238i,-0.00022156-6.0735e-05i,-0.0010615+0.00014908i,-0.00070933-6.1397e-06i,9.8386e-05-0.00048088i,-1.2686e-05-0.0010401i,-0.0004845-0.00081199i,-0.00083927-0.00054778i
0.0019055+0.0018074i,0.0025119+0.0015015i,0.0012065+0.0014117i,0.00024767-0.00016046i,0.000809-0.001472i,0.00097055-0.00082078i,-4.5937e-05+0.0007038i,-0.00041865+0.0005815i,-0.00011228-0.00090975i,0.00024267-0.0017206i,6.6398e-05-0.00102i,-0.00018866-0.00014937i,0.00040069+0.00079694i,0.00042478+0.00092517i,-0.0001867+0.0002533i,-0.00074673-0.00020892i,-0.0013443-0.00043517i,-0.00029629-0.0007235i,0.00057677-0.00039564i,-0.00013423+0.00070173i,6.3897e-05+0.00063714i,0.00057979+0.00010989i,0.00088842+0.00063268i
4.507e-05-0.0017761i,0.00028781-0.00060963i,5.6612e-05-0.00026455i,-0.0001883+0.00041987i,-0.00058284+0.00068294i,-0.00026623+0.00049402i,-2.3418e-05+0.00042349i,0.00041313-0.0006229i,-0.00026405-0.00057394i,-0.00038158-8.1777e-05i,-2.2745e-05+0.00024045i,-0.0005375+0.0005158i,-0.0010679+7.5743e-05i,-0.00031783-0.00012262i,0.00065597-0.00030807i,0.0010057-0.00084624i,0.00092396-0.00031837i,8.4459e-05+0.00051786i,-0.00047708+0.00083906i,-0.00061481+0.00067463i,-0.000945-0.00050924i,-0.0005273-0.00088692i,-1.84e-05-0.00023229i
0.00084604-0.0012078i,0.0014734-0.001281i,0.0013322+0.0006831i,0.0013503+0.0013808i,0.0015453+0.0011214i,0.0014049+0.00092092i,0.00074726-0.00018168i,0.00019856-0.0017788i,-1.2602e-06-0.0017897i,-0.00058977-0.00051094i,-0.0005357+0.00032969i,0.00015816+0.00041116i,0.00082035-0.00039081i,0.00098093-0.00040775i,0.00059291-4.0642e-05i,-0.00062138-5.4375e-05i,-0.00094019+0.00059351i,-0.00021903+0.00042887i,-0.00029831-0.00032831i,-0.0005365-0.00014858i,-0.00084608+1.2787e-05i,-0.0013317-0.00026091i,-0.00093124-0.00035872i
0.0006617+0.00082334i,-0.00024587-0.000404i,3.7371e-05-0.00070358i,0.001157-0.00029083i,0.00091441-0.00025189i,0.00031793-0.000794i,0.00036521-0.00059692i,-3.7083e-06-0.00051361i,-0.00043538-0.00056206i,-0.00062308-5.511e-05i,-0.0010608+0.00030769i,-0.0002429+0.00014983i,-7.0838e-05+0.0008604i,-0.00028396+0.00053562i,-0.0003546-0.00027781i,-0.0010407+0.00023524i,-0.00095294+0.00025505i,-7.0545e-06-0.00014747i,0.0013346+0.00075857i,0.0017748+0.0014739i,0.0010611+0.00067698i,0.00038908+0.00037901i,0.00079368+0.00038386i
-0.002418-0.00011856i,-0.0013257+0.00048714i,-0.0013944+0.0013097i,-0.0011598+0.0024293i,-0.00030302+0.0026109i,0.00037611+0.0021818i,0.00027515+0.00081318i,-0.00034923-0.00048761i,-0.00076257-0.00062979i,-0.0010505-0.00034283i,-0.00064448+7.1009e-06i,0.00043768+0.0002264i,0.00086605-0.00026597i,0.00016273-0.00065016i,-0.00092071-0.00076162i,-0.0014156-0.00067046i,-0.00097665+0.00047793i,-0.00017277+0.0012623i,-0.00039279+0.00044582i,-0.00056587-0.00021985i,-0.00049176-0.00010733i,-0.00030103-0.00047779i,0.0001328-0.00068815i
-0.00013667-1.1511e-08i,-0.0003688+0.00028304i,0.0017253+8.6479e-05i,0.0018418-0.0013728i,0.00096186-0.0017583i,-7.2047e-05-0.0014628i,-0.0010803-0.00062185i,-0.0010839+0.00017102i,-0.00058313-0.00024964i,-0.00019033-0.00017844i,0.00045504-3.6066e-05i,0.00047987+0.00045625i,-0.00017739+0.0011223i,-0.00016825+0.00068406i,0.00019978+0.00033084i,0.00012134-2.2401e-05i,-0.00033566-0.00069224i,-0.00066974-0.00010641i,-0.0012932+0.00039864i,-0.0015323+0.00080208i,-0.00066468+0.00054525i,-0.00027774+5.4106e-05i,0.00030844+0.00011i
-0.00057464-0.002162i,-0.0017426-0.0022638i,-0.0028942-0.00012379i,-0.0016366+0.002096i,-5.9697e-05+0.0024984i,0.0011842+0.0015558i,0.0013013+0.00023039i,0.00045564-0.0011682i,0.00038153-0.0013928i,6.0197e-05-0.00026121i,-0.00032904+0.00060956i,0.00041523+0.00052173i,0.00063857+0.00028495i,-0.00024149+0.00029828i,-0.00024075-0.00062566i,0.00059186-0.00061421i,0.00075796+0.00033168i,0.0015349+7.7514e-05i,0.0015438+0.00035657i,0.0004238+0.0004013i,0.00010858+2.5125e-05i,0.00028486+0.00013738i,0.00021224+0.00055755i
-0.00010903+0.0013394i,0.0013165+0.00086582i,0.0017738+0.00013822i,0.0017648+0.00034005i,0.00093548+0.00043361i,0.00012822+0.00019705i,-0.00063845+0.00023107i,-0.0012017-9.9383e-05i,-0.00068412-0.00024925i,-0.00015614-0.00055776i,-0.00032788-0.0001765i,-0.00064617-0.00010088i,-0.0003654-0.00057573i,-0.00016969-0.00024509i,-0.00034024-8.0275e-05i,-0.00028929-5.4401e-05i,0.00028107-0.00022099i,0.0011581-0.00021544i,0.00090936-6.1767e-05i,-0.00019734-0.00063276i,-0.00042625-0.00077632i,0.00071395-0.00078257i,0.00055639-0.00027074i
-0.00076637-0.00087653i,-0.00089798-0.00016553i,-0.00083386-0.00043045i,-0.00071056-0.00113i,-0.00061735-0.00024451i,-0.00052752+0.0010717i,0.00023913+0.0011698i,-9.6823e-05+0.00069877i,-0.0015364-0.00011841i,-0.0022784-0.00019438i,-0.0015808+0.00016778i,-0.0009059+0.00061215i,-1.7456e-05+0.00074265i,0.0009498+0.0006216i,0.00068008+0.00030628i,0.00040228+0.00055121i,0.00015428+0.00068362i,-9.6005e-05-0.00017371i,-0.00024548-0.0002245i,0.0003587-0.00016866i,0.00021594-9.7652e-05i,-7.4804e-05+0.00034626i,0.00024448+0.00072337i
0.0031361+0.00016499i,0.0021112-0.00021442i,0.00090444-0.0010237i,0.00061972-0.0015699i,0.0013863-0.0013939i,0.0015366-0.001555i,0.00042438-0.0012103i,-0.00062483+0.00020823i,-0.00072887+0.00074932i,-0.00042895-7.0029e-05i,0.00034185-0.00027094i,-0.00016462+0.00016723i,-0.0013506-0.00032465i,-0.0010598-0.00065611i,-0.00031639-0.00064348i,-0.001037-0.0010298i,-0.0016698-0.00051715i,-9.8278e-06-0.00055075i,0.0011059-0.00084036i,0.00068445-0.00019822i,0.00053302+0.00018353i,0.00055761+0.00013652i,0.00085979-0.0006232i
0.0012254+0.0022854i,0.00070361+0.00030537i,0.00091269-0.00052417i,0.0010419-3.9053e-05i,-0.00055566+0.00018025i,-0.00094338+0.00043931i,-0.00049854+0.00076933i,-0.00023919+9.9326e-05i,-0.00011474-0.00014119i,-0.00032896-0.00033336i,-0.00044034-0.00033947i,3.9896e-07+7.079e-05i,9.7459e-05+0.00062214i,-0.00013499+0.00031648i,0.00024265-0.00048341i,0.00047284-0.00011512i,0.00033781+4.1815e-05i,0.00012495-0.00022989i,-0.00029286-0.00031225i,4.7219e-05-0.00054014i,5.4066e-05-0.00025155i,6.6784e-05+0.00010576i,0.00024385-0.0001975i
-0.0024875-9.9061e-05i,-0.0015572-0.00040906i,-0.0017289+0.00024266i,-0.0020875+8.9512e-05i,-0.0015057-0.00027085i,-0.00050054-0.00018674i,-0.00030767+8.3196e-05i,-0.00029457+0.00020583i,-0.00054413-0.00040125i,-0.0010014-0.00048777i,-0.0010577+0.00026188i,-0.00027022+0.00048934i,0.00017982+0.00079955i,0.00023159+0.00027926i,0.00036229-0.00093549i,0.00019809-0.00085439i,0.00029068-9.6615e-05i,0.0002962+2.6081e-05i,-0.00014438-0.0002187i,-0.00044398+0.00027852i,-0.00033666+0.00046027i,-5.4579e-05+0.00030663i,0.00031103+0.00058965i
