0.00035545+0.00073394i,-0.0006822+0.00067315i,-0.0017904-0.00063748i,-0.00228-0.0018479i,-0.0025964-0.0015004i,-0.0028066+0.00023143i,-0.0027937+0.0013879i,-0.0014815+0.00064135i,0.00021302-0.0003985i,0.00053255-0.00066511i,0.00010442-0.00072734i,0.00010351-0.00046615i,0.0010083+0.00031696i,0.00095628+0.00060215i,9.4903e-05+0.00033025i,-0.00024651-0.0001607i,-0.00052364-0.00020098i,-0.00063667-0.00023179i,-0.00071518-0.00054537i,-8.2604e-05-0.00032204i,0.00098985+0.0001088i,0.00034954-0.00011486i,-0.00038223+4.6129e-05i
0.0035538+0.0014701i,0.0033562+0.0026418i,0.0023595+0.0018876i,0.00085952+0.0013176i,-0.0003034+0.00079341i,-0.00041371+3.6954e-05i,-0.00012384+0.0004297i,-0.00027703+0.00065121i,-0.00086168+0.00024532i,-0.00095585+0.00078781i,-0.00064378+0.0015701i,0.00015129+0.0015222i,-6.869e-05+0.00089653i,-0.00059557+0.00034117i,-0.00034623+0.00068946i,-0.00022877+0.00078091i,-3.0687e-05+5.4819e-05i,0.00071025-0.00033234i,0.00048646+0.00044459i,-0.00032216+0.00094372i,0.0006136+0.00047028i,0.0012856+0.00041048i,0.000785+0.00052948i
-0.0032379+0.0014457i,-0.0020328+0.00097339i,-0.00031112-0.00029605i,0.0011293-0.0022049i,0.0011238-0.0022703i,-3.9515e-05-0.0013515i,-0.00091823-0.00085072i,-0.0013497-7.4961e-05i,-0.00063988+0.00071315i,0.0005883+0.00093455i,0.0006108+0.0006004i,0.00016367+0.00036988i,3.5672e-06+0.00019136i,-0.00045596-0.00011971i,-0.00090657+1.2186e-05i,-0.00078147+0.00022756i,-0.00059565-0.00044621i,-0.00055631-0.00026121i,-0.00035263+0.00028946i,-0.00027924-0.00034069i,-0.00046409-0.00023368i,-0.0005831+4.4928e-05i,-0.00035378-0.00027477i
3.3226e-05-0.0042215i,0.00043166-0.0033492i,0.0010646-0.0011734i,8.3238e-05+0.0012281i,-0.00073881+0.0025693i,-0.00047462+0.0021026i,-0.00061313+0.0012669i,-0.00075904+0.00033725i,-0.0017696-5.7573e-05i,-0.0020252+5.8812e-05i,-0.00088985+6.1102e-05i,1.6965e-05+2.5708e-05i,4.6229e-05-5.7423e-05i,6.1009e-05-0.00070952i,-0.00038172-0.0014258i,-0.00055999-0.0014111i,-0.00035568-0.0015707i,-0.00093381-0.00079921i,-0.00062101+0.00045001i,-9.2612e-05+0.0010395i,0.0002182+0.00072624i,-4.1486e-06+0.00029778i,-0.00056428+0.00036195i
0.003078+0.0025292i,0.0023572+0.00090349i,0.0011468-0.00027667i,0.00032471+6.7121e-05i,0.00017294-0.00018644i,-0.00079315-0.0007445i,-0.0014236-0.00033578i,-0.0011223+0.00036532i,-0.00077915+0.00030862i,-0.0013589-0.0002836i,-0.0013474-0.0003297i,-0.00038929+8.6597e-05i,-0.00019595+0.0007093i,3.5862e-06+0.00052293i,0.00025898-8.1194e-05i,-1.4534e-05-0.00018912i,-0.00049851-0.00020366i,-0.00083351-0.00064348i,-0.00071617-0.00094304i,3.2539e-05-0.00028543i,1.7939e-05+0.00024774i,-0.00013176+9.1607e-05i,-0.00040329+0.00019676i
-0.0033191+0.0013421i,-0.0022399+0.0022956i,-0.00090069+0.0030032i,-0.00033224+0.0031642i,0.00010058+0.0028826i,0.00011196+0.0010751i,-0.00072778-0.00057126i,-0.0015409-0.00050513i,-0.0011403-0.00012377i,0.00048259+0.00040386i,0.0015614+0.00064123i,0.0015215+0.0006356i,0.0012439+0.00076958i,0.00083705+0.00028762i,0.00041696-0.00047216i,0.00082623-0.00049053i,0.00096175+0.00056506i,0.00029489+0.00080532i,2.639e-05+0.00046254i,0.00027263+0.00018932i,-9.9877e-05-2.9764e-07i,-0.0010166-0.00018963i,-0.00057789-0.00046479i
-0.0011732-0.0021366i,-0.0013305-0.0019051i,-0.0019417+0.00027124i,-0.0012412+0.0024179i,-0.00042384+0.002001i,0.0002471+0.00050265i,-0.00011332-6.5553e-05i,-0.00042024-0.00054693i,-0.00056389-0.00070834i,-0.00085503-0.00031933i,-0.00041158+0.00064005i,0.00052999+0.0010466i,0.00087809+0.00085654i,0.00014397+0.0012696i,-0.00091393+0.0011109i,-0.0010653-0.00029587i,-9.4861e-05-0.00091259i,-3.0389e-06-0.00050813i,-0.00015263-0.00071677i,0.00051133-0.0011881i,0.00039768-0.001178i,-0.00031534-0.00016838i,0.00021156+0.00066696i
0.002248+0.0012994i,0.003745+0.0013433i,0.0044644+0.0016364i,0.0028133+0.0010108i,0.0014771+0.00012421i,0.0013329-0.00098234i,0.00070765-0.0018932i,-0.00013001-0.0017341i,-0.00055856-0.00069343i,-0.00078797+2.3628e-05i,-0.00083999+0.0002406i,-0.00089221+0.00030222i,-0.0011431+0.00025356i,-0.00061566+0.00048637i,-0.00034373+0.00076361i,-0.00012441+0.00050966i,-4.9962e-05+0.00034443i,-0.00058065-0.00011606i,-0.000632+4.8456e-05i,-0.00012351+0.00033744i,0.00039748+0.00022519i,0.00050595+0.00045132i,-9.7115e-05+0.00044283i
-0.0033903+0.0029452i,-0.0026469+0.0039453i,-0.00090909+0.0039766i,-0.00011161+0.003061i,0.00079116+0.0012669i,0.00085519+0.00034525i,-0.00017935+0.00022035i,-0.0010843+0.00060869i,-0.00086593+0.00077861i,6.5546e-05+0.00088608i,0.00032823+0.00077579i,-0.00079921+0.00020217i,-0.00088744-0.00030999i,-0.00049022-0.0006827i,-0.00030701-0.00012149i,-1.3686e-05+0.00048449i,-4.6184e-05+0.00070011i,-7.1918e-05+0.00081516i,5.3951e-05+1.5756e-05i,1.6357e-05-0.00031173i,0.00019996-3.0847e-05i,-1.2044e-05-0.00031376i,5.6496e-05-0.00014591i
0.0011987-0.0014308i,0.0014625-0.00094785i,0.0021254-0.00053962i,0.0029699-0.00078544i,0.0022793-0.0004798i,0.0013635+0.00029543i,-0.00020365+0.00087582i,-0.0010366+0.00027145i,-0.00033539-0.00018088i,-6.6883e-05+0.00024598i,0.00023719-6.3948e-06i,0.00034484-0.00043508i,-6.1642e-05-3.869e-05i,0.00038874+0.00052686i,0.00070456+0.00045878i,0.00050398-0.00084419i,-0.00027307-0.0013699i,-0.00062972-0.00043073i,-0.00027004-0.00029091i,0.00085103-0.00050958i,0.0012022-0.00051898i,0.00046486-0.00041069i,-3.8353e-06-0.00031333i
0.0010005-0.00071302i,0.00055474-0.00063662i,4.1607e-05-0.00035402i,-0.00039072+0.00072086i,-0.00075086+0.0010838i,-0.00086896+0.00071285i,-0.00077033+0.0005385i,-0.00031232+0.00013046i,-0.00092726+4.2792e-05i,-0.0012082+0.00081134i,-0.00084657+0.0010994i,-0.0004294+0.00082814i,0.00057342+0.0011375i,0.00094812+0.0012375i,0.00079288+0.00050421i,0.00017609-0.00026141i,-0.00064919-0.00046687i,-0.0012122-0.00030538i,-0.00092148+0.00039297i,0.0002429+0.0012478i,0.00081779+0.00095828i,-0.00035809+0.00082573i,-0.00052671+0.00054644i
-0.0018898+0.002461i,-0.0015317+0.0031113i,-1.7023e-05+0.003195i,0.0014212+0.0025911i,0.0017356+0.0023355i,0.00030977+0.0010101i,-0.00080794-0.00024005i,-0.0006278+0.00016932i,-0.00063811+0.00033041i,-0.00076798+0.00041146i,-0.00026304+0.00069683i,1.6415e-05+0.0013966i,-0.0004721+0.00098643i,-0.00094753-0.00020009i,-0.001179-0.00031074i,-0.00059483-6.0142e-05i,-0.00031528-0.00024982i,-0.000189-0.00069689i,-0.00030401-0.00013287i,-0.00014484+0.00067536i,8.3029e-05+0.00093037i,-0.00018647+0.00044424i,-0.00066137+0.00047525i
-0.0014748+0.00032988i,-0.0018701-1.2825e-05i,-0.0016879+0.00023378i,-0.00020556+0.0014614i,0.0010102+0.0016522i,0.0011629+0.00055654i,0.00021438-0.00090873i,-0.0013341-0.0011244i,-0.0014011-0.000587i,-0.00025137-0.00028082i,-0.00019493-0.00045891i,-0.00048094-0.0012554i,-6.1013e-05-0.00097147i,-5.6676e-05+0.00014788i,0.00020348+0.00059963i,0.00050227+0.00033864i,-5.788e-05-0.00043973i,-9.5649e-05-0.00086587i,0.00033932-0.00043239i,0.0002179+6.1118e-05i,0.00036228-0.00076089i,0.00075399-0.0010238i,0.00074229-0.00012989i
0.00082364-0.0014564i,-0.00064952-0.00063776i,-0.0018867+0.00054799i,-0.0023043+0.00092926i,-0.0013732+0.0013104i,-0.00058547+0.00076387i,-0.00071486-0.00035345i,-0.00076089-0.00044777i,-0.00024113-0.00024208i,6.7828e-05+0.00044266i,0.00015746+0.00070528i,-0.00023853+0.00063498i,-0.00049589+0.00019232i,-0.00049029-0.00047208i,-0.00046527-0.00040855i,-0.00068936+0.00050201i,-0.0014446+0.0004696i,-0.0011261-0.00032674i,-0.00044207-0.00088333i,-0.00013415-0.00094418i,0.00030731+2.8415e-06i,0.00028338+0.00027425i,-0.00044093+0.00024499i
-0.00015858-0.00048138i,0.00067264-0.00062777i,0.00076319-0.00046524i,0.00087739-0.0010842i,0.00089739-0.0011629i,0.00050684+0.00049122i,-0.00064124+0.0013464i,-0.0015342+0.001358i,-0.0019825+0.00067643i,-0.0020299-8.9389e-05i,-0.00096875+0.00019562i,-5.0496e-05+0.00044373i,0.00053484+0.00071175i,0.0011025+2.194e-05i,0.0002282-0.00092037i,-0.00092746-0.0004952i,-0.00033201-0.00087487i,-0.00036759-0.0010313i,-0.00055829-0.00032382i,-0.00033209+2.5265e-05i,-0.00057207-5.8964e-05i,-0.00050466-0.0002529i,-0.00016625+0.00069806i
0.00057253+0.001385i,0.0013117+0.0019551i,0.0019289+0.0020678i,0.0017612+0.00076699i,0.0017919+6.3825e-05i,0.00067368-5.7192e-05i,-0.00054065+0.00019594i,-0.00041696+0.00028779i,-0.0004579+0.0003011i,-0.00071848+0.00076963i,-0.00029649+0.00068314i,-5.8873e-05+0.0006443i,-0.00011766+0.00058862i,0.00017325+0.00091191i,0.0010756+0.00068286i,0.00077137+0.00042821i,2.9624e-05+0.00032398i,0.00013942+7.0119e-06i,-0.00028489+0.00011907i,-0.00040186+0.00015799i,-2.4763e-05+0.00025661i,-6.2015e-05+0.00054409i,-0.0008569+0.00081725i
0.0025922-0.0010685i,0.0031232-0.001257i,0.0022048-0.0019387i,0.00047259-0.0014952i,-0.00093788-0.00035416i,-0.0011421+0.00097206i,-0.00091138+0.001272i,-0.00091562+4.5077e-05i,-0.00090141-0.0010447i,-0.00089417-0.00058309i,-0.00028641+0.00085451i,0.0003751+0.00059552i,0.0010355-0.00014598i,0.0014539+0.00024206i,0.00079827+0.00013254i,0.00015961-0.00031135i,3.5658e-05-0.0009889i,-0.00041116-0.00164i,-0.00045089-0.00088516i,0.0002551+0.00042195i,0.000401+0.0013307i,-4.9168e-05+0.0012499i,-0.00026748+0.00073474i
-0.0014861+0.0015208i,-0.0020047+0.0021719i,-0.0016793+0.0021514i,-0.00067762+0.0011139i,0.00051193+0.0013786i,0.00056214+0.0021268i,-0.00027054+0.0014206i,-0.0007935+0.00013413i,-0.001469-0.00028188i,-0.0012889-0.00044865i,-0.0001235-0.00067252i,0.00034172-0.00047993i,0.00014005-8.676e-05i,-3.9138e-05+0.00016406i,-0.00064781-4.5004e-05i,-0.00063363+8.0226e-05i,0.00032634+0.00076471i,0.00081484+7.5349e-05i,0.0014408-0.00019597i,0.0012384+0.00013285i,0.00063612-0.00027081i,0.00063584-0.00048755i,0.00069239-0.00032804i
0.00064681-0.0012725i,0.00035094-0.00055456i,0.0017428-0.00018897i,0.0014432-0.00035509i,-0.00060169-0.00039953i,-0.0015098-0.00027959i,-0.000817-0.00035597i,-0.0009045-0.00054978i,-0.00078628-0.0001119i,5.753e-05+2.1612e-05i,0.00015846-0.00053668i,-0.00053258-0.0003592i,-0.00026781-0.00012987i,0.00062963-0.00096169i,0.00040262-0.00086365i,-0.00041022+0.00013287i,-0.00038088-0.00015332i,-0.00069921-0.0010728i,-0.0010376-0.0015894i,-0.00080452-0.0015182i,-0.00053757-0.00023704i,-0.0002296+0.00014507i,9.1985e-06-8.5486e-05i
-0.00046035+0.00079282i,-0.0012142+0.0012128i,-0.00054628+0.00063586i,0.00099921+0.0012664i,0.0018768+0.001857i,0.0001994+0.0008925i,-0.0021971-3.9493e-05i,-0.001887-0.00035922i,-0.00012405+4.007e-05i,0.0009927+0.00076563i,0.00096828+0.0013502i,0.00014124+0.00046966i,0.00013222-0.0012955i,0.00069409-0.00084706i,0.0010532+0.00016753i,0.00074194-0.00031773i,4.3216e-05-0.00025355i,-3.8719e-06+2.6458e-05i,0.00044257-4.5542e-06i,0.00064197+0.00032618i,8.0259e-05+0.00046589i,-0.00026726-0.00020798i,-0.00066066-0.0011376i
-0.00076913-0.00155i,-0.00092438-0.0010328i,-0.00049213-0.00020389i,-0.00056282+0.0009133i,-0.0010755+0.0017907i,-0.00085642+0.0019297i,-0.0002825+0.00057025i,8.7412e-05-0.00051919i,0.00015402-0.00023111i,-0.00013727+0.00051119i,7.1812e-06+0.00083028i,0.00029173+0.00073012i,0.00082366+0.00029219i,0.0010617-0.0005206i,0.00063559-0.00087327i,0.00058491-0.00080179i,0.00027917-0.00102i,-0.00035671-0.00068683i,0.00026072+0.00016402i,0.0005495+0.00062571i,-0.00014963+0.00045711i,-0.00054972-4.2359e-05i,-0.00047417-0.00027094i
0.0011094+0.0017793i,0.0010196+0.0015751i,0.00051878+0.0010788i,0.00098068-0.00075685i,0.00055603-0.001814i,-0.00063167-0.0015807i,-0.0017027-0.0013517i,-0.001412-0.00064853i,0.00017149+0.0005227i,0.00065121+0.0013404i,-8.2117e-05+0.0014565i,-0.00028289+0.0013905i,0.0004551+0.00097436i,0.00030411+0.00056083i,0.00014247-0.00034775i,0.000264-0.00077646i,-0.00014835-3.0677e-05i,-0.00051136+0.00051094i,-0.00044932+0.00038368i,-0.00019569+0.00025017i,-0.00013197+0.00066292i,0.00022722+0.00089623i,0.0007+0.00098064i
0.0019593+0.00044048i,0.0023653+0.0019414i,0.0016681+0.0018624i,0.00085583+0.0016634i,0.00090037+0.0023072i,0.0013017+0.0015572i,0.00054316+0.0010047i,-0.00018713+0.00075494i,-0.00031852+0.00022513i,-0.00098811-6.1111e-05i,-0.0010035-0.00063874i,-0.00069688-0.00035669i,-0.00068175+0.00064096i,-0.00019655+0.00040985i,-0.00046402-0.00036995i,-0.0010791-0.00076031i,-0.001014-0.0011219i,-0.00077907-0.0012448i,-0.00058415-0.00033049i,-0.00036538+0.00057561i,2.5316e-05+0.00057288i,-0.00013047+0.00023571i,-0.00041785-0.00030451i
-0.0024855+0.0017474i,-0.0021033+0.0014992i,-0.0017784+0.0022995i,-0.00077253+0.0015403i,0.0005651+0.00032887i,-0.00015044-0.00047058i,-0.0010976-0.00070941i,-0.0011772-0.00065751i,-0.0013481-0.0003575i,-6.7072e-05-8.6906e-05i,0.00078669-0.00013907i,-4.8336e-05-0.00032341i,-0.00053277-0.00041953i,-0.00074049+3.4729e-05i,-0.00090126+0.00021181i,-0.00027926-0.00063953i,-2.3079e-07-0.00085382i,-0.00042623+0.00051113i,-0.00078127+0.00058974i,-0.00087376+0.00013035i,-0.00046436+0.00015276i,-0.0001691+0.00038445i,-0.00070988+0.00059402i
0.00032523-0.0025553i,0.000161-0.0028623i,-0.00025011-0.0022466i,-6.592e-06-0.0012519i,-0.00019137-0.00079473i,-0.00069436-0.00017665i,-0.0011729+0.00087233i,-0.0013226+0.00077165i,-0.00088418+0.00038222i,2.609e-05+0.00056379i,0.00036283+0.0010893i,0.0003822+0.001334i,0.00037664+0.00066832i,0.00023793-0.00068023i,0.00024873-0.0010511i,0.00038915-0.00032497i,-0.00060957-0.00059913i,-0.00061229-0.0011799i,0.00044574-0.00091473i,0.00042583-0.00068718i,0.00019552-0.00028607i,0.00020644-0.00055337i,0.00095283-0.00088572i
-0.001138-0.00026409i,-0.0010795-0.00051193i,-0.00079754+8.8099e-05i,-0.00078489+0.0015874i,-0.00079881+0.0015553i,-0.001147+0.00082949i,-0.00063656+0.00069742i,-8.2697e-05-0.00027685i,9.2692e-05-0.0011302i,-0.00036511-0.00062765i,-0.00049361+0.00045838i,-0.00049316+0.00070538i,0.00038022+0.0004662i,0.00084393+0.00038459i,0.0013476+0.00082471i,0.0014316+0.00077394i,-8.5184e-05+0.00021445i,-0.00084798-0.00019166i,-0.0010474-0.00053539i,-0.0006765-0.00030392i,-0.00062325-0.00056148i,-0.00050059-0.001439i,7.8139e-05-0.0016441i
-0.0017928-0.0011533i,0.00014894-5.7973e-05i,0.0016082+0.0015525i,0.0016827+0.0015331i,0.0015736+0.0013819i,0.00059746+0.0014176i,-0.00063035-1.4842e-05i,-0.00067656-0.0011059i,-0.00066235-0.00033398i,-0.00083558+0.0001028i,-0.00042493+4.1957e-05i,7.4191e-05+0.00072253i,-0.0002478+0.0010605i,-0.00059084+0.00019779i,0.00011807-0.0004755i,0.0010354-0.00095748i,0.00095504-0.0017158i,0.0005538-0.0014252i,0.00028155-5.2804e-05i,-9.3249e-05+0.00082683i,0.00028498+0.00052546i,0.00015159-2.6056e-05i,8.0092e-05-0.00014015i
-0.0020781+9.1776e-05i,-0.0028175+0.00084783i,-0.0030854+0.0022881i,-0.0028589+0.0033513i,-0.0011286+0.00346i,0.0010834+0.002183i,0.0012837+0.00091501i,0.00059784+0.00042371i,-0.00024192-5.1353e-05i,-0.00093542-0.00017066i,-0.00060106+0.00018676i,0.00012716+0.0002635i,9.5259e-05-0.00022564i,-0.00014177-0.00074096i,-0.00036864-0.0005433i,-0.0010756-0.0003784i,-0.0012663-0.00041473i,-0.0010492+0.00024224i,-0.00092588+0.00012375i,-9.8596e-05-0.00026427i,0.00032599+0.00049238i,-0.00074967+0.0010617i,-0.00082072+0.0010013i
0.00044521+0.0020083i,0.0021349+0.00017577i,0.0024244-0.00018748i,0.0015234+0.00033657i,0.001017-0.00024759i,0.00056836-0.00056568i,-0.00074036-0.00049499i,-0.0012319-0.00047384i,-0.00041066-0.00029534i,-0.00057315-0.00028814i,-0.00077116-0.00045949i,8.6147e-05-0.00068041i,0.00054216-0.00021225i,-0.00014256-0.00028485i,-0.00039676-0.00061151i,0.00017358-0.00027279i,0.00017044-0.00037709i,-3.408e-05-0.00029764i,6.5171e-05-0.00015005i,-0.0003089+0.00020066i,-0.00079601+0.00024094i,0.00011843+0.00050591i,0.0008443+0.00090261i
-0.00016467+0.00040564i,0.0007501+0.00068975i,0.00083264+0.0018041i,0.00061997+0.0016879i,0.0013092+0.0015559i,0.00043338+0.0018002i,-0.00045292+0.0014851i,-0.00059861+0.00088161i,-0.00052628+0.0004218i,-0.00056736+0.00054642i,-0.00068071+0.00088888i,-0.00034822+0.00081997i,-0.00027143+0.00035279i,4.1408e-05-0.00050871i,-0.00016419-0.00095105i,-0.00073112-0.001361i,-0.00063501-0.0012115i,-0.0010124-0.00027893i,-0.0010522-0.0002693i,0.00036053-0.00053616i,0.0012701+0.00015649i,0.00099879+0.00040374i,0.00025872-0.00035747i
0.0027987+0.00050904i,0.0026226-0.00063605i,0.0026005-0.0013354i,0.0017616-0.0010387i,0.0005764-0.0011156i,8.1174e-05-0.0010593i,4.4535e-05+9.0424e-05i,0.00013855+0.0009283i,0.00055844+0.00019961i,0.0003283-9.305e-05i,-0.00017043+0.00053201i,-0.00019608+0.00041218i,-7.5958e-05+1.3447e-05i,0.00028518-0.00025105i,0.00057876-1.2779e-06i,0.00035469-0.00055902i,-0.00011815-0.0012998i,-0.00055107-0.00081382i,-0.00053062+1.7702e-06i,0.00011706+0.00064595i,0.00079254+0.00050505i,0.00032748+0.00011053i,-0.00041536-0.00021777i
0.00011748-0.00028347i,0.0011426-2.3581e-06i,0.0013383-0.0008108i,0.00071421-0.0018374i,-0.00020705-0.0013551i,-0.0011201-0.00011879i,-0.0012831+0.00053589i,-0.0010072+0.00034694i,-0.0011205+7.705e-05i,-0.00088306+0.0004722i,-0.00076835+0.00068648i,-0.00049946+0.00053689i,-4.0786e-05+0.00026305i,0.00013337+0.00011326i,-0.00026748+0.00072349i,-0.00045341+0.00064157i,-0.00012503-7.4883e-05i,-0.00037923-0.00058977i,-3.5589e-05-0.00067407i,4.2081e-08-0.00026183i,-0.00026502-0.00031029i,-0.00068084-0.00060223i,-0.00026079-0.00094418i
-0.0013272-0.001798i,-0.0011211-0.0013256i,-0.0015039+0.00056821i,-0.00043249+0.0014366i,0.00046158+0.0014396i,0.0005157+0.0011786i,-0.00029296+0.00077519i,-0.0010941+0.00038597i,-0.0010024+0.00048815i,-0.0010835+0.0012772i,-0.00011132+0.00098396i,0.00084861+0.00019144i,-0.00015684+6.9663e-05i,-0.0014483-0.00032469i,-0.00099063-0.00091906i,-0.00032539-0.00032754i,-0.00034694+0.00018092i,0.00016459+9.2465e-05i,0.0010098-0.00047578i,0.00096742-0.00017077i,-0.00027534+0.0003158i,-0.00073465+0.00023041i,0.00010887-0.00024648i
0.00042408+0.00021087i,0.00034283+0.00067455i,5.2241e-05+0.00088324i,-0.00010417+0.00043001i,-2.5922e-05+0.00017384i,0.00010694+0.00067366i,6.0402e-05+0.00042417i,-0.0010081-0.00018372i,-0.0013097-0.00032863i,-0.0012803-0.0003394i,-0.00095394-0.0005704i,-0.00024267-0.00036972i,0.00014762+0.0001333i,-5.8683e-05+0.00046122i,-0.00019154+0.00097021i,5.9832e-06+0.00048361i,0.00055167-0.00043401i,0.00035688-0.00059622i,0.00046047+0.00052095i,0.0004499+0.0014549i,6.065e-05+0.00073375i,0.00054172-0.00025686i,0.00032702+6.0254e-06i
0.00043154-0.00026842i,0.00020109-0.00090507i,-0.00082442-0.0011961i,-0.0012742-0.00074552i,-0.0010667-0.0008041i,-0.0014231-0.0006926i,-0.0011792+0.0001274i,-0.00018108+0.00042879i,0.00033965+0.00048785i,0.000418-1.6799e-05i,2.218e-05-0.00072021i,-0.00060948+0.00023145i,-0.0010193+0.0011988i,-0.00023434+0.00084492i,0.0006566+8.3524e-05i,0.00078852-1.5424e-05i,0.0011526-1.7986e-05i,0.00059715-0.00031305i,4.0815e-05-0.00013895i,0.00072216+0.00031924i,0.00032524+0.00018598i,-0.0002926+0.00048163i,0.00026431+2.0762e-05i
-0.001306+0.00025769i,-0.0013131+0.00089554i,0.00014231+0.00095867i,0.0011584+0.00014822i,0.0013352-0.00043637i,0.00144-0.00060909i,0.0010724-0.00048696i,0.00011715-0.00045644i,-0.00050555-0.00059663i,-0.00062842-4.0627e-05i,-0.00063822+0.00079263i,-7.8908e-05+0.0010234i,0.00044359+0.00035488i,0.00039172-0.00034304i,-0.00025501-0.00043077i,-0.00080817-0.00020778i,-0.0013027-0.00036022i,-0.0011778-0.00055501i,-0.00058182+4.3851e-06i,-0.0004405+0.00026768i,-0.00072629-0.0002075i,-3.7954e-05-0.0004352i,0.00028408-0.00036899i
0.0025201-0.00077315i,0.00188-0.0013958i,0.0015572-0.00089723i,0.0013554-0.00056727i,0.00082024-0.0012488i,-0.00089811-0.00082574i,-0.0018553-0.00051226i,-0.0012163-0.00023391i,0.00030484+1.5667e-05i,0.0011765-0.00015049i,0.00069739+0.00014348i,-0.00019076+0.00021879i,-0.00018485+0.0006238i,0.00055019+0.0011531i,0.001359+0.0010966i,0.001218+0.00066757i,0.00034227-2.1721e-05i,-7.4777e-05-0.0010202i,-0.00010838-0.00074705i,-0.00010573-0.00010776i,-0.00025621+0.00045888i,-0.00056286+0.0004109i,-0.00066156-0.00043016i
-0.0011872+0.003233i,-0.0014454+0.0037064i,0.00034412+0.00354i,0.0018319+0.0029387i,0.0012604+0.0017772i,0.00067148+0.0014956i,1.025e-05+0.0011269i,-0.00087819-1.62e-05i,-0.00098219+8.7871e-05i,-0.00042167+0.00066024i,-0.0005262+0.0010371i,-0.00049199+0.00068539i,-0.00026698+0.00037667i,0.00020405-2.8225e-05i,0.00068141-0.00095853i,0.00029334-0.000827i,-0.00034659-0.00034149i,-0.0009371-0.0001775i,-0.00056282+0.00071458i,-0.00013737+0.00065097i,-8.6863e-05-0.00018867i,-0.00019752-0.00024388i,-0.0001859-0.00027661i
-0.00068052+0.0003476i,-0.00027275-0.00081827i,0.00024194-0.00045768i,0.0013406+0.00059991i,0.0014983+0.00051627i,0.00024537-3.1753e-05i,-0.00082949-0.00027056i,-0.0013688-0.00033235i,-0.0016076+0.00058289i,-0.00032564+0.0010868i,0.00036456+0.00029876i,0.00013402-2.4957e-05i,-0.00018824+0.00025476i,-0.00054605-1.7175e-05i,-0.00065761+4.1315e-05i,-0.001053-0.00025577i,-0.00068767-0.00086189i,0.00026214-0.00045646i,0.00033+0.00013189i,-0.00049713+0.0007822i,-0.0011918+0.00059222i,-0.00092679+0.0001472i,-0.00068101+0.00055293i
0.0017737+4.2215e-05i,0.001668+0.0013439i,0.0016502+0.0010776i,0.0016062+0.00058744i,0.0010064+0.0013218i,0.00069998+0.0022423i,-0.00062968+0.0016397i,-0.00089571+0.0001398i,-0.00089971-0.00038721i,-0.00092561+0.00023803i,-3.1798e-05+0.00056924i,0.00085365+2.6626e-05i,0.00081934-0.00037884i,1.3523e-05-0.00011831i,1.1259e-05-0.00017986i,0.00074151-0.00066405i,0.00017875-0.0002233i,-0.00013189+3.0394e-05i,9.1495e-05-0.00043521i,2.398e-06-0.00085973i,0.00026774-0.00065908i,0.0010848+0.0001462i,0.00056089+0.00051928i
0.00031664+0.00097661i,0.00042489+0.0012686i,0.00017572+0.001206i,-0.00035181+0.00090758i,-0.00026097+0.00031084i,-0.00029305+0.00020277i,-0.00068293+0.00014093i,-0.00064914+8.805e-05i,-0.00034048-0.00042473i,-0.00057714-0.0010627i,-0.00066945-0.00062877i,-0.00071-6.7964e-05i,-0.00071345-0.00016913i,-0.00060708-0.00040643i,3.884e-05-0.00050749i,-0.00013666-0.00080333i,-0.00076699-0.00038253i,-0.00063087+0.00040416i,-0.00036672+0.00049524i,0.00010549+0.00030535i,-8.7217e-06+0.00042306i,0.00024186+0.0003281i,0.00066075-0.00052996i
-0.00082231-8.1194e-06i,1.2074e-05+0.00062828i,0.0010771+0.0010158i,0.0018298-1.1544e-05i,0.0023478-0.00048412i,0.0010761+0.00028483i,-0.00053419+0.00025185i,-0.00096255-0.00023456i,-0.00022073-0.00019663i,0.00041616+0.00025952i,0.00057422+0.0010589i,0.0007363+0.00091508i,0.00094852-4.235e-06i,0.00075571-0.00022696i,7.2354e-05+0.0002558i,6.2009e-05-8.9502e-05i,-1.7297e-05-0.00040534i,-0.00067824-0.00052446i,-0.0014454-0.0010488i,-0.0011143-0.00092636i,-0.00015914-0.00052154i,0.00056858-0.00033732i,0.00063325+0.00030684i
0.00071351-0.001757i,0.00086454-0.0012965i,0.0005723-0.0010093i,0.00059337+0.00012315i,0.00064044+0.0017548i,0.00036678+0.0019919i,7.9635e-05+0.0012796i,0.00011334+0.00060149i,8.8474e-05+0.00024776i,-0.0011782+0.00043311i,-0.0013385+0.00079865i,-0.00020224+0.00077861i,0.00035524+0.0011566i,0.00053778+0.00072939i,0.00027818-0.00038446i,0.00031934-0.00089852i,1.3655e-05-0.00067768i,-5.2184e-05-0.00013155i,-0.00026696+0.00018109i,-0.00055436+0.00027214i,-2.57e-05+0.00045946i,-6.6603e-05+0.00012676i,-0.00036017-0.00063539i
