-0.0012254+0.0003457i,0.00044259+0.00017873i,0.00064704+0.00098938i,0.0002776+0.0010746i,-0.00075516+0.0011525i,-0.00047968+0.0013258i,-4.3775e-06+0.0012864i,-0.00020541+0.001161i,0.0007896+0.00042348i,0.0017123-0.0005487i,0.0012208-0.00062127i,0.00077286-0.00029377i,0.00041747-0.00067818i,0.00039306-0.0013665i,0.00068434-0.0011734i,0.0009512-0.00090664i,0.00066363-0.00073993i,0.00047372-0.00040509i,0.00052671-0.00025316i,0.00033892-0.00013368i,0.00016696-0.00082713i,-0.00010528-0.00036188i,-0.00030479+0.00028834i
-0.00084906-0.0014944i,-0.0021431-0.0016643i,-0.0018503-0.0015427i,-0.001346+0.00010876i,-0.00096583+0.00044202i,-0.0003681+0.00047224i,-0.0002157+0.00050053i,6.2815e-05+6.9945e-05i,6.5564e-05-0.00040763i,7.1489e-05-0.00045761i,0.00042558+0.00030164i,0.00098915+0.00033255i,0.0011463+0.00011881i,0.0013063-0.00016839i,0.0012511-0.00026588i,0.00057805-0.00022639i,-0.00056629-0.00025498i,-0.00079748+0.00018997i,-0.00075031+0.00036276i,-0.00017106+0.0006717i,0.00070142+0.00093726i,0.00040151+0.00062027i,-0.00021152-4.8925e-05i
5.9511e-05-0.001037i,0.00017557-0.00063373i,-0.00077431-0.00075596i,-0.00094636-0.00031385i,0.00047794-0.00041173i,0.00097463-0.00072725i,0.000537-0.00022636i,0.00045203+0.00053082i,0.00061169+0.00049169i,0.00011197+0.00017387i,-0.0003306+0.00021385i,-0.00033323+0.00045963i,0.00019741-1.7343e-05i,0.00077147-0.00015189i,0.0005409+4.6498e-05i,0.00034607-0.00045715i,0.00042085-0.0001262i,0.00051467+0.00085865i,0.0005301+0.00025074i,0.00023375-0.00015576i,-0.00042646+0.00082816i,-0.00073717+0.00061313i,-0.00012873-0.00052443i
-0.0009663+0.0020952i,-0.00098386+0.00088594i,-0.0010081+0.00017518i,-0.0010552-1.4962e-05i,-0.00021591-0.0013088i,0.00022365-0.002153i,9.7602e-05-0.00085362i,2.8378e-05+0.0011619i,0.00052165+0.00057797i,-7.6718e-05-0.00099119i,-0.00046956-0.0008332i,0.00079037-0.00012484i,0.0016342+6.2118e-05i,0.0012886-0.00030201i,0.00097101-0.00013796i,0.0010898+0.00041176i,0.00099304+3.4616e-05i,0.00098221+0.00024409i,0.00016869+0.00056671i,-0.00085187-0.00021961i,-0.00085537-0.0002245i,-0.00083572+0.0011152i,-0.00083158+0.0015511i
-0.00028793-0.0010966i,0.00019204-0.00026146i,0.00046782+0.00041839i,0.00033879+0.00031745i,-8.3205e-05+0.00085968i,5.349e-05+0.00078377i,0.0011944+0.0006598i,0.0018915+0.0006602i,0.0014504+7.7617e-05i,0.00078426+0.00022068i,0.00046873-9.1745e-05i,0.00081807+0.00057644i,0.0010768+0.0013707i,0.00032358+0.0010962i,0.00019372+0.0010311i,0.00067046+0.00053608i,-7.1921e-05+1.2107e-05i,-0.00056234-2.5688e-05i,-0.00025234-8.3088e-05i,-0.00069047+0.00068786i,-0.0014138+0.000995i,-0.0013287-0.00010065i,-0.00093034+0.00012079i
0.00072551+0.00023689i,0.00045505+0.0003208i,-0.00019503+0.00072327i,-0.00012028+0.0004943i,4.887e-05-0.00025498i,1.2212e-05-0.0005984i,0.00032016-0.00018495i,0.00082547+0.00044395i,0.00074646+0.00034033i,-1.791e-05-0.00028892i,-0.00036861-0.00065692i,0.00028018-0.00032832i,0.00079123-3.1909e-05i,0.00031203-0.00011105i,0.00022336-0.00049578i,0.00075785-0.00071043i,0.00044883-2.5939e-05i,-0.00030255+0.00062876i,-0.00019713+0.00093293i,2.9501e-05+0.00090189i,-8.7596e-05+0.001662i,0.00057204+0.0018695i,0.0010241+0.0011516i
-0.00036361+0.00045757i,-0.00013331+0.00060317i,0.0002373+0.00070536i,0.00035107+0.0010387i,-6.9595e-05+0.00033458i,-0.0003015-0.00021981i,-0.00071937-0.00037527i,-0.00082589-0.00035421i,-9.926e-05-0.00030561i,3.8718e-05-0.00054702i,0.00012512-0.00030033i,-8.8561e-05-0.00011331i,-0.00045846-0.00021466i,-0.0004225+0.00016928i,-0.00073414-8.2182e-05i,-0.0001998+1.9891e-05i,0.00054494+0.0004017i,-0.00010945+0.0004183i,-0.00013486+0.00067434i,-0.00012623+0.00018118i,-0.00094629-0.00048131i,-0.0011153-0.00093983i,-0.00075177-0.0011232i
-0.0017369+0.00066158i,-0.0016426+0.00039049i,-0.00076365+0.00076162i,0.0011893+0.0016995i,0.0025646+0.001591i,0.0015725+0.00059193i,0.00080592+0.00032229i,0.00030866+0.00067203i,-0.00046804+0.00085335i,-0.00073164+0.00022194i,-0.00074036+0.00024983i,-9.2269e-06+0.00035349i,0.00072699-0.00036462i,0.00068546-0.00077657i,0.00082179-0.00085925i,1.726e-05-0.00046692i,-0.0010154+0.0002887i,-0.00021703+0.00024156i,4.7872e-05+0.00025237i,-2.8145e-05+0.00039217i,-0.00025004+0.00037611i,-0.00097296-0.00018913i,-7.1621e-05-0.00017053i
-0.0020209-0.00050062i,-0.0013121+0.00095877i,-0.0012195+0.0030751i,-0.00028327+0.0027117i,0.00035494+0.0014269i,0.00088075+0.00070544i,0.00026794+0.00023845i,-0.00050488-0.00043779i,-0.00054859-0.00049527i,-0.00056371+0.00055037i,8.0904e-05+0.00036195i,0.00050169-0.00030379i,0.0006252+0.00036293i,0.00072937+0.00073641i,0.00049882-0.00027709i,0.00042401-0.0005685i,0.00084694+0.00010297i,0.00096305+0.00015324i,9.3069e-05+0.00014027i,-0.00090416+8.1484e-06i,-0.00074586-0.00024887i,-7.7009e-06-0.00018873i,-0.00014362+0.00057736i
0.00041141+0.00082859i,0.00052069+0.0010835i,0.00084765+0.0009993i,0.0022714+0.00049461i,0.0025259-0.00021659i,0.0011458-0.0002424i,0.0002154+0.00088087i,0.00056416+0.00085068i,0.00078828-1.2662e-05i,0.00040023-0.00039007i,-0.00013307-0.00012199i,1.6434e-05-0.00019727i,0.00028603-0.00046404i,-8.572e-05-0.00082383i,-0.00050287-0.00082333i,-0.00013542-0.00079176i,0.0002991-0.0014373i,6.1885e-05-0.00053301i,0.00071387-3.6412e-05i,0.0013037-0.0003833i,0.00060451-0.00015373i,-0.00022206+2.3728e-05i,-0.00021435-0.00059588i
-0.0023877+6.2006e-05i,-0.0020684+0.0012084i,-0.0015831+0.0017879i,-0.0013353+0.002267i,-0.0006322+0.0019938i,0.00015147+0.00072992i,0.00024886-1.0693e-05i,3.6979e-05+0.00068118i,0.00058651+0.0005654i,0.00086591+0.00056721i,0.00061653+0.00058198i,0.00080814+5.9427e-05i,0.00098172+0.0003007i,0.00041607+0.0002985i,0.0002378-0.00069655i,-0.00010393-0.00086543i,-0.00050456-0.00024862i,6.5784e-05-0.00015817i,0.00055363-6.7949e-05i,2.672e-05+0.0002158i,-2.4244e-05+0.00032775i,0.00025984-0.00030895i,0.00041927-0.00048626i
-0.00065489+5.0965e-05i,0.0009876+0.00092387i,0.00096181+0.0012387i,0.0011466+0.0012698i,0.0020566+0.00029963i,0.0020289-0.0010599i,0.001021-0.00019686i,0.00036059+0.00053666i,0.00033253+0.00044419i,0.00024635+0.00041353i,-0.00015464+0.00042552i,-0.00041459+0.00028368i,-0.00052303-0.00040505i,-8.7418e-06-0.00088307i,0.00011919-0.00069975i,-0.00036058+0.00027083i,-0.00040285+0.00017909i,-0.00020482+0.00038585i,-0.00031295+0.00043304i,-0.00082092+4.1263e-06i,-0.00069672-1.306e-05i,0.00053116-0.00014736i,0.000145-0.00035991i
0.00035157-0.0013669i,-0.00033931-0.00091262i,-0.00043239-0.00053709i,-0.0003655-0.0004431i,-0.0006713-0.0010125i,-0.00023648-0.0009006i,0.00016154-3.5178e-05i,0.00025569+9.4856e-05i,0.00062681-0.00011296i,0.00062859+3.5204e-05i,-0.00012405+0.00030493i,-0.00082325+0.0010774i,-0.001047+0.00093833i,-0.00010758-0.00013474i,0.00094948-0.00029173i,0.0012855+0.00018988i,0.00095811-0.0003471i,-0.00015215-0.00068549i,1.9067e-05-0.00018883i,0.00058544-0.00022685i,4.4627e-05-0.00032103i,-0.00035919-0.00048893i,-8.1027e-05-0.00025664i
-0.00029035+0.0004552i,0.00032891+0.00069034i,0.0011793+0.0010066i,0.0012878+0.00058486i,0.00089684-3.9054e-05i,0.0011858-0.00092615i,0.0013032-0.0011009i,0.00092059-0.00034918i,0.00070002-0.00033508i,0.0008028-0.00037572i,0.00021816-0.00018807i,0.00068445-1.0191e-05i,0.00041276+0.00046192i,-0.00040746+0.0006313i,-0.00046423+8.7626e-05i,-0.00021056-0.00064735i,0.00060278-0.00057563i,0.00063715+5.7127e-05i,-0.00026825+0.00023947i,-0.00039551-0.00050977i,-0.00026492-0.0012347i,-0.00086183-0.00092491i,-2.5079e-05-0.00058406i
0.00050741+0.0011626i,0.00057588+0.00086501i,0.0013798+0.00053026i,0.0023315-0.00011813i,0.0024132-0.00045484i,0.0020541-0.00068139i,0.0012155-0.00076063i,0.00063322+0.00037414i,0.00056317-0.00026577i,0.00075932-0.0010527i,0.00088151-9.0846e-05i,0.00095863+0.00098106i,0.0010149+0.0010217i,0.00067188+0.0003973i,-8.6911e-05+0.00026907i,-0.00044316+7.4945e-05i,0.00061588+0.00020035i,0.0013001+0.00066474i,0.00079613+0.00026605i,0.00016524-0.00050131i,-0.00062052+7.1243e-05i,-0.0014441+0.00034335i,-0.0010171+0.00031008i
0.0012985+0.00026852i,0.002289+0.001361i,0.0027167+0.0001934i,0.0017295-0.00094274i,0.00080271-0.0013575i,-0.00035475-0.0015302i,-0.0012259-0.0009362i,-0.0011201+0.00057062i,-0.00083392+0.00085593i,-0.0003837+0.0001923i,0.00016637-0.00073527i,4.3882e-05-0.00065493i,-0.00031387+2.6339e-05i,-0.00020151+0.00059212i,0.00054186+0.0006632i,0.00047922+0.00078826i,-0.00016122+0.00077092i,-0.00076082+0.00029809i,-0.00059291+0.00058284i,-4.1651e-05+0.00032765i,-0.00040649-0.00063613i,-0.00015588-0.00030958i,-5.1668e-05+3.2831e-05i
0.0010461+0.00059597i,0.00066418+0.00079706i,0.00038716+0.00085387i,0.00027896+0.00033319i,0.00032057-0.00067831i,0.00023379-0.0011996i,0.00042324+0.00031526i,0.0007122+0.0012589i,0.00038972+0.00038323i,0.00027724-0.00037401i,0.00034581-0.000375i,0.0005574+2.0277e-05i,0.00049992+0.00032468i,0.00030182+0.00044652i,0.00014778+0.00012934i,0.00013763-0.00051675i,0.00038148-2.8538e-05i,0.00057213+0.00054657i,0.00037279+0.00018053i,-0.0002997-0.0002287i,-0.00077334-0.00079721i,-0.00071503-0.00070983i,-0.00031866-0.00064551i
-0.00079075+0.0003625i,-0.0007306+0.00087898i,0.00043372+0.00099473i,0.0014108+0.0013097i,0.0023121+0.0013548i,0.0027205+0.00067511i,0.0010671-0.00014787i,0.00037578+5.0491e-05i,0.00091272+0.00050565i,0.00025016+0.00070974i,-0.00033022+0.00019264i,-1.517e-05-0.00093521i,5.8433e-05-0.00080918i,-1.0056e-05-0.00012138i,0.00022238-0.00033186i,0.00068262-0.00077911i,0.00079016-0.00032357i,0.00045487+0.00079205i,-0.00015078+0.00075619i,-0.00072981-0.00033514i,-0.0012314-0.00050242i,-0.0010793+4.7206e-05i,-0.00056572+0.00014504i
0.00074386-0.00046715i,0.0013248-0.00038837i,0.0025215-0.00098484i,0.0016023-0.0015578i,0.00090591-0.001875i,0.0007854-0.0012845i,-0.00011446-0.00010884i,-0.00094799-4.7816e-07i,-0.00083377-0.00060561i,-0.00023886-0.00086323i,0.00010538-5.1617e-05i,-0.00025633+0.0010975i,-0.00024633+0.00064385i,-5.1211e-05-0.00014392i,-0.00028602-0.00051376i,3.2683e-05+0.00021177i,0.00049258+0.00032685i,0.00065075+0.00026755i,0.00083111+0.00012856i,9.2798e-05-0.00058982i,-9.0762e-05-0.00074269i,0.00029879-0.00029557i,2.63e-05-8.9196e-05i
0.0028944+0.00012172i,0.0035113-0.00032813i,0.002525-0.0011899i,0.0011887-0.001116i,0.00064232-0.00075629i,0.00059684-0.001637i,0.00024111-0.00098638i,0.00053523+0.00040742i,0.00065134+0.00024294i,-1.6525e-05-0.00049748i,-0.00058169-0.00056252i,-0.00048351-0.00017305i,-0.00034379-0.00010386i,-0.00026893-0.00022841i,0.00017418-8.6425e-05i,0.00024318+6.9741e-05i,0.00059383+0.00074846i,7.8973e-05+0.00055983i,-0.00061743+0.00043743i,-0.00029114+0.00043496i,-0.00058675-0.00031341i,-0.00055612-0.00034286i,0.00088968-0.00021164i
-0.00057181-3.7481e-05i,-0.00056893-6.386e-05i,0.00043481+0.0010002i,0.0015635+0.001491i,0.0022698+0.00016889i,0.0021229-0.0019906i,0.0013194-0.0021412i,0.00063014-0.0012915i,0.0001353-0.0014902i,-0.00062304-0.0017987i,-0.0016116-0.0010067i,-0.0012657+0.00042277i,0.00044421+0.0007146i,0.0011481+0.00028329i,0.00072487+4.5605e-05i,-0.00021609+6.8388e-08i,2.2989e-05+0.0002412i,0.00048651-0.00036191i,0.00050251-0.00046899i,0.00040935+0.00037711i,-0.00021405-0.00047429i,-0.00048301-0.00096374i,-0.00072771-0.00042304i
-0.00096065-0.0016859i,-0.0011466-0.0021294i,-0.00075997-0.0017029i,-0.00044764-0.0013689i,-0.0001731-0.00044231i,-0.00060198+0.00047038i,-0.00016626+0.00058344i,0.00058993+0.0008124i,-1.0667e-05+0.0002574i,-0.00055913+0.00042993i,-0.00014191+0.00074535i,0.00060227-5.6676e-05i,0.0013883-0.0006252i,0.0017219-0.00060055i,0.001765-0.00082101i,0.0014232-0.00051398i,0.00083037+0.00020066i,0.00037023+0.00025913i,0.0002343+0.00026936i,0.00016677+0.00028543i,0.00033023+0.00017515i,0.00032693+0.0003453i,0.0001555+0.00057137i
0.00020415-0.000568i,0.00073481-0.0013925i,0.00039541-0.0011132i,9.2187e-06-0.00058664i,0.00054991-0.00066518i,0.001061-0.00041962i,0.0012434-0.00053723i,0.00018004-0.00069888i,-9.0189e-05-0.00061282i,0.00021874-0.000649i,-0.00042683-0.00049218i,-0.0010972+7.1855e-07i,-0.00079154-0.0002366i,-0.00023117-0.00029808i,0.00055561-0.00017825i,0.0011343-0.00053126i,0.00047699-0.00043933i,-0.00031919+0.0002068i,-0.00025273+0.00061035i,-0.00064653+0.00040452i,-0.0012344-9.0239e-05i,-0.00044484-0.00016788i,0.00062531-2.7779e-05i
-0.00083533-0.00048246i,-9.4443e-05+0.0015869i,-2.1431e-05+0.0023375i,0.00058873+0.0010863i,0.0013945+0.00016606i,0.001401-0.00048127i,0.00040936-0.00096758i,-2.401e-06-0.00034044i,4.6579e-06+0.00035116i,-3.0411e-05+0.00067819i,-0.00017566+0.00049456i,-0.00022768+0.00015995i,-0.00079382+9.9116e-05i,-0.0011414+0.00011367i,-0.00031301-0.00045964i,-2.4889e-06-0.00032029i,-2.542e-05+0.00017665i,-0.00044427-4.2113e-05i,-0.00083823-0.00033544i,-0.0012152+8.1276e-05i,-0.0014533+0.00082631i,-0.00072746+0.0005834i,-0.00041813-0.00018308i
0.0017164+9.6374e-05i,0.00090172-0.00079708i,0.0009428-0.0014908i,0.00056119-0.0015266i,0.00047257-0.0019505i,0.00012937-0.0012834i,1.9448e-05-0.00016641i,0.00047834-0.00032164i,0.0011597-0.00019166i,0.00042403+0.00027037i,-0.00050601+4.9961e-05i,-0.00022025-0.000119i,1.8692e-05-0.0006406i,0.00014641-0.0012455i,0.00040442-0.00066384i,0.00021648-2.0327e-05i,0.00020502-0.00023557i,0.00033001-0.00019298i,0.00024529+0.00074568i,-0.00023426+0.00047556i,-0.0002907-0.00077465i,-0.00011712-0.00084136i,-0.00047069-0.00017736i
0.0017211-0.00021464i,0.0013805-0.0021587i,0.0012158-0.0028568i,0.0012162-0.0021904i,0.00084365-0.0015021i,0.00046374-0.0013339i,0.00012538-0.0010657i,4.6408e-05-0.00013992i,-3.916e-05-0.00023736i,-7.8867e-05-0.00025275i,-0.00050928+0.00045423i,-0.00073087+0.0003691i,-0.00048506+7.1352e-05i,-0.00072713+0.00033607i,-0.00045311+0.00035516i,-0.00019136-0.00021207i,0.00039173-0.00037065i,0.0010773+0.00065761i,0.00033831+0.0011222i,-0.00074461+0.0005261i,-0.00026048+0.00044718i,0.00062025+0.00052925i,0.00072633-0.00057407i
-0.00018854+0.001607i,0.00042726+0.0015477i,0.0010174+0.0011492i,0.00077702+0.0015189i,0.0012341+0.00091093i,0.0015127+4.4214e-05i,0.00015099+2.1773e-05i,-0.00052984+0.00046962i,-0.00019253+0.00058117i,-0.0005297-2.3704e-05i,-0.00023193-0.00038301i,5.5516e-05+0.00038318i,-3.4254e-05+0.00028003i,-8.2655e-05-0.00076445i,-0.00030836+0.00012418i,-0.0002394+0.00080417i,-0.00039876+0.00040626i,-0.00057475+4.4123e-05i,-0.0006369-0.00011523i,-0.00024839+0.00037165i,0.00017471+0.0005654i,-0.00018252-8.325e-05i,-0.00069394-0.00077158i
0.00099742+0.0019999i,0.0019968+0.00057636i,0.004292+0.00023409i,0.004383+8.9027e-06i,0.0025686-0.001202i,0.0013518-0.0018268i,0.0009284-0.00069228i,0.0008808+0.00023284i,0.00064918-0.00019158i,0.00038578-0.00092212i,0.00056425-0.00062084i,0.00026103-0.00071003i,-0.0001911-0.00086207i,8.0503e-05-0.00020948i,0.00070123+0.00013701i,0.0013888+0.00033253i,0.0014594+0.00050675i,0.0015468-0.0001153i,0.00096971-0.00077815i,2.3195e-06-0.00080595i,7.0923e-05-0.00075407i,-0.00040053-0.00038989i,-0.00015654+0.00023757i
-0.00079114-0.0021636i,-0.00025629-0.00097801i,-0.00053464-0.00040933i,-0.0012672+0.00094365i,-0.0011549+0.0011713i,-0.00028683-0.00059735i,0.00015658-0.00098491i,9.7643e-05-0.00016967i,7.6939e-06+0.0002317i,-0.00020649+2.2929e-05i,-0.00071445-0.00018247i,-0.00064384-0.00068723i,-0.00035682-0.00099496i,-7.1929e-05-0.00055705i,0.00062979-0.0001055i,0.0011194-0.00050342i,0.00092356-0.0014198i,0.00057174-0.00071186i,0.00070986+0.00061661i,0.00045231+0.00083138i,7.2018e-05+0.00087658i,0.000212+0.00019402i,0.00020055+3.183e-05i
0.00054582+0.00019944i,0.00044604+0.0007526i,0.0012285+0.00067979i,0.0013295+0.00055322i,0.0013721-0.00047991i,0.0013229-0.0012745i,0.00047539-0.00033322i,0.00046263+0.00076131i,0.00070175+0.00036069i,0.0008454-0.00022638i,0.00045828-0.0006346i,6.4136e-06-0.00022697i,8.1132e-06+2.7691e-05i,0.0001891-0.0007335i,0.00042833-0.0015464i,-0.0001412-0.00057363i,-0.00037204+0.0008781i,0.00042761+0.0006673i,0.00036956-0.00036907i,0.00015326-0.00097096i,-4.9258e-05-0.00046648i,-0.0001482-0.00012719i,-3.8128e-05-0.00021354i
-0.0011381-0.00052986i,-0.00087542-8.1687e-05i,-0.0016975+0.00065641i,-0.0018776+0.0010203i,-0.00071428+0.0002062i,0.00027923-0.00044555i,0.00043368-0.00024047i,6.0335e-05+0.00059778i,-0.00032562+0.00041404i,-1.6008e-05-0.00044485i,0.00011397+1.328e-05i,-0.00057011+0.00057934i,-0.00058093-2.5198e-05i,0.00045722-0.0011849i,0.0010432-0.0016887i,0.00081476-0.0012053i,0.00084043-0.00062009i,0.00058818-0.00014978i,-0.00038415+9.785e-05i,-0.00076028+0.00028898i,-0.00080389+0.00077787i,-0.00045824+0.0005224i,-0.00033438+0.00033736i
-0.0012061+0.00032i,-0.00065847+0.0012482i,0.00057504+0.0022814i,0.0014595+0.0024329i,0.0017689+0.0013717i,0.0010681-0.00012247i,-0.00014811-0.00043941i,-0.00065287+0.00042006i,-0.00035149+0.0010226i,-0.00037148+0.00051821i,-0.00097202+1.5787e-05i,-0.00080672-0.00028334i,-0.00026116+0.0002206i,0.00032002+0.00037754i,0.00078067-0.00053699i,0.0005221+1.7061e-05i,0.00028304+0.00044049i,-8.9754e-05-0.00015866i,-0.00044832+0.00011315i,-4.2705e-06-0.00016949i,5.8774e-05-0.00047392i,-0.00044357+0.00021079i,-0.00016242+0.00020814i
-0.00012634-0.0019987i,-0.0011362-0.0018395i,-0.001712-0.0010691i,-0.002019-0.0011846i,-0.002139-0.0012238i,-0.0012485-0.0010005i,-0.00051425-0.0011319i,-9.5889e-05-0.0008061i,-0.00043839-0.00019023i,-0.00063023-3.1591e-05i,0.00013119+0.00088905i,-8.4614e-06+0.001412i,-0.00067058+0.0008897i,-0.00060459+0.00098705i,-0.00060726+0.00067198i,-0.00035499+0.00078405i,-3.7552e-05+0.0015266i,-0.00052908+0.00072306i,-0.0011757-0.00014173i,-0.0011647+0.00043852i,-0.00049117+0.0013474i,0.00024487+0.0011756i,-2.261e-05+0.0004973i
0.00037795-3.8678e-05i,0.00076395+0.00020584i,0.00059731+0.00083729i,0.00038545+0.0011408i,0.00080718+0.00096319i,0.0015225+0.0003178i,0.00077278-0.00075563i,-0.00020387-0.00039384i,-0.00015487+0.000269i,0.00010338-0.0004245i,0.00056264-0.00066962i,0.0010672+8.2664e-05i,0.0010192+0.00047371i,0.001078-0.00017616i,0.0011283-0.00095294i,0.00049445-0.0012292i,-0.00040926-0.00038101i,-0.00015458+0.00017597i,0.00047881+0.00061435i,0.0001861+0.00063062i,0.00022384+0.00030649i,6.1953e-05-0.00010251i,-0.00023497-0.00052898i
-0.00029129-3.8293e-05i,-0.00032492-0.00043145i,-0.0012105-0.00038031i,-0.0014343-0.00097034i,-0.00079843-0.0009105i,-0.00088008+0.00030561i,-0.0010805+0.00050578i,-0.00056739+9.1579e-05i,0.00040681+0.00020427i,0.00019156+9.3801e-05i,-0.00013471+0.00041944i,0.00033632+0.00050708i,0.00047241+0.00066256i,0.00088298+0.00011428i,0.00074241-0.00070402i,0.00027134-0.00069897i,-0.00052043-0.0005729i,-0.0011495-0.00031793i,-0.00040422+0.00027944i,0.00014+0.001389i,0.00035406+0.0011793i,0.00024087+0.00011589i,-0.00042384-0.00098033i
-0.0020958-0.001814i,-0.0017467-0.0011282i,-0.001797+0.0005404i,-0.0021199+0.0019458i,-0.00024484+0.0021541i,0.0015831+0.00080806i,0.001156+5.967e-05i,-0.00035477+0.0002687i,-0.00055367+7.2831e-05i,-6.7963e-06+0.00040129i,0.00026064-5.7481e-05i,0.00087676-0.0011037i,0.00116-0.00082157i,0.00094382-0.00030488i,0.0012121-0.00033231i,0.0010107-0.00073428i,0.00042771-0.00061643i,0.00051294-0.00030594i,0.00084957-0.00043379i,0.00026075-0.0005368i,-0.00029535-0.0005266i,-0.00011759-0.00021168i,-0.00015447-0.001132i
0.0002342+0.00016202i,0.00044183+0.00021103i,0.00023657-0.0001072i,-0.00017736-0.00093415i,-0.00037213-0.0012953i,-0.00072651-0.0016821i,-0.00062267-0.0021015i,-0.00018898-0.00082i,-0.00022298+8.1804e-05i,-0.00010561+0.00023921i,0.00025643+0.00016425i,0.00019455+0.00049333i,-2.6832e-05+0.0010629i,-3.8467e-05+0.00055583i,0.00025361+0.0004255i,0.00015608+0.00089837i,-0.00032452+0.00038627i,-0.00032461-0.00057319i,-6.2327e-06-0.00047296i,-0.00027669-0.00049169i,2.7751e-06+0.00029067i,0.00066047+0.0012066i,0.00024495+0.00071449i
-0.00020306+3.9381e-05i,0.00033995+0.0015598i,0.0011765+0.0020684i,0.0012691+0.0013301i,0.0011249+0.0006193i,0.00065038+0.00026523i,-0.00017728+0.00041674i,-0.00014339+0.00057853i,0.00016249+1.9048e-05i,0.00016244-0.00075203i,0.0003224-0.00060222i,0.00038999-0.000319i,0.00045969-0.00028344i,0.00044641-0.00024043i,0.00030767-0.000506i,-0.00024418-0.00021822i,-8.424e-05-0.00058944i,0.00076553-0.00097197i,0.00040833-0.00078039i,0.00030188-0.00066894i,0.00024845-9.4045e-06i,-0.00021113-0.00081307i,-0.00023643-0.0017191i
0.00073778-0.00091995i,0.0003633-0.0017376i,0.00047775-0.002359i,0.00053437-0.0020212i,0.00031812-0.0018733i,0.00019785-0.0015532i,6.993e-05-0.00073056i,-0.00029397+0.00027776i,0.00029043-2.9915e-05i,0.0004673-0.00084352i,0.00015366-0.00075472i,-0.00032731+0.00035765i,-0.00033715+0.00054608i,0.00039263-0.00037279i,0.001431-0.00040007i,0.001331-0.00014075i,0.00068034-0.00021118i,0.00025098-0.00010939i,-4.8593e-05+0.00014878i,0.00018017+0.00029164i,4.5771e-05+0.00032321i,-0.0009608+0.00045565i,-0.0015572+0.00075582i
0.0009284+0.0011126i,0.00021564+0.00085624i,0.00012031+0.00092327i,0.00099466+0.00054267i,0.0015636+2.8407e-05i,0.0014603-0.00066259i,0.00039948-0.00091156i,-0.00021152-0.00069503i,0.000403-0.00049814i,0.00052223-0.00031824i,0.00031378-6.3153e-05i,0.00021983+4.7078e-05i,-0.00013946-0.0002108i,2.1538e-05-0.00011106i,0.00022802+0.00050212i,0.00050339+0.00046787i,0.0006979+0.00019359i,0.00080545+0.00063091i,-1.1448e-05+0.0005483i,-0.0007475-0.00042996i,-0.0010047+7.3625e-05i,-0.00075861+0.00071025i,-0.00045455-2.0112e-06i
0.0013233+0.00058942i,0.0010692+8.024e-05i,0.0011522-0.00045308i,0.0011626-0.0013161i,0.0011201-0.0016446i,0.00065826-0.0011205i,-0.00012361-0.0014348i,0.0001789-0.00095856i,0.0011127-0.00089519i,0.0010017-0.0016392i,-0.00011148-0.00080043i,-0.00013453+0.00015636i,-8.0681e-05+0.00012682i,0.00022152+0.00050928i,0.00064256+0.0010106i,0.00062101+0.0013029i,0.00018877+0.0010901i,0.00016886+0.00041158i,0.00036235+0.0001568i,0.00020103-0.00048403i,-0.0003564-0.0009495i,-0.00053935-0.0001046i,-0.00061635+0.00041724i
-0.00025975-0.001522i,-0.00035567-0.0010399i,-0.00036481-0.00053674i,-0.00051266-2.0648e-05i,-0.00044173+0.00051588i,0.00024063+9.2438e-05i,0.00010352-0.0005099i,0.00015363+9.6325e-05i,0.00051183+0.00037525i,0.00059425-0.00014809i,0.00022584-0.00044819i,0.0004634-0.00067124i,0.0010112-0.00017606i,0.001294+0.0001571i,0.0012673+4.2292e-05i,0.00017145+3.4244e-05i,-8.7058e-05-0.00044512i,0.00060794-0.00062342i,0.00047105-0.00093194i,-0.00012441-0.0011325i,-0.00031213-0.00089816i,-0.00021504-0.00068428i,-0.0002422-0.00064101i
0.0015279+0.00054741i,0.0016549+8.7653e-05i,0.001344-0.00092686i,0.0012559-0.0014117i,0.0016561-0.0013033i,0.0012173-0.0015072i,0.0013166-0.001164i,0.0016767-0.00056221i,0.00098881-0.00016512i,0.00049257-0.00087774i,0.00020791-0.00058162i,-0.00048267+5.9756e-05i,-0.00013292-0.00016614i,0.000363-0.00030236i,0.00033674-0.00017482i,-8.3284e-05+0.00055121i,-0.00041081+0.00082206i,-0.0003839+4.6845e-05i,0.00014703-0.00010986i,0.00037912-1.7977e-06i,-0.00088486-0.00025412i,-0.0012667-0.00035429i,0.00016759-5.7368e-05i
0.00025149-0.0012963i,0.00094931-0.00049252i,0.0010378-0.00035176i,0.00067465-0.00029096i,-0.00023023-0.00082713i,-0.0011499-0.00060684i,-0.0016059-0.00023009i,-0.0015123+0.00031924i,-0.0013594+0.00048669i,-0.0015721+0.00020088i,-0.0010079+0.00015671i,-0.00030513-0.00022415i,0.00031726-0.00061274i,0.0010344-0.00055035i,0.00084108-0.00021273i,0.00034021+0.00045951i,0.00023125+0.00026801i,0.00046672+0.00037755i,-3.3851e-05+0.00097246i,-0.00080651+0.00022005i,-0.0005105-7.6552e-05i,-0.00052225+8.5984e-06i,-0.00059072-0.00023922i
