-0.004728+0.00092218i,-0.00085425+0.0011974i,0.0004956+0.0014206i,0.0014772+0.0024027i,0.0023824+0.0026839i,0.0023022+0.0017708i,0.0012726+0.0012877i,0.00073376+0.00098255i,0.00024627+5.3375e-05i,0.0001157-0.00049223i,0.00065429-0.00074333i,0.0012668-0.00072616i,0.00091675-0.00078637i,-0.00021001-0.0011899i,-0.00081379-0.00092591i,-0.00012415-0.00084981i,0.00062352-0.00042404i,0.00048275+0.0002526i,0.00071704+0.00020154i,0.00057014+0.00020709i,-0.00032277+0.00046976i,-0.00033499+0.00066129i,6.1913e-05+0.0008209i
-0.00032748-0.0012342i,-0.00047928-0.0012761i,-0.00033602-0.00054602i,0.00071758-0.00057873i,0.0015448-0.00080156i,0.0015276-0.00086553i,0.00095091-0.0011174i,0.00074925-0.0016691i,0.00011522-0.0012097i,-0.00041986-6.5759e-05i,-2.8896e-05-9.827e-06i,0.00063343-0.00013611i,0.00052435+0.00050956i,0.00013391+0.00030091i,0.00087114-0.00038071i,0.00097619-0.00075556i,0.00020454-0.00052768i,0.0001503+0.00048647i,0.00016715+0.00062599i,0.00029607-0.00029864i,0.00072443-0.0007422i,0.00093646-1.5855e-05i,0.00036903+9.3833e-05i
0.00063853+0.0010086i,0.0015727-0.0014031i,0.0035009-0.0022755i,0.0045225-0.0032081i,0.0040405-0.0045864i,0.001771-0.0054303i,0.0005431-0.0039086i,0.00018125-0.0012569i,-0.00034868-0.00027976i,7.3106e-05-0.00037532i,0.00014739+0.00016044i,-0.00021834+1.5596e-05i,-0.0003919-0.0002819i,-0.00083949+0.00012654i,-0.0010105-4.9494e-05i,-0.00055797-0.0012236i,-1.0683e-05-0.0010641i,0.00076738-0.0002296i,0.0010019-0.00026166i,0.00059566-0.0004589i,0.00063268-0.00085273i,0.00095933-0.00094352i,0.0012977-0.00031058i
0.0021826+0.0018933i,0.0029803+0.001425i,0.0030429+0.00126i,0.0035582-0.00069937i,0.0041302-0.0030887i,0.0027414-0.0031468i,0.00086283-0.0012204i,0.00077648+0.00011762i,0.00046597+0.00076553i,-0.00036337+0.00060261i,-0.00041489+0.00029771i,-0.00065686+7.9924e-06i,-0.00079595-0.00035497i,-0.0010144-0.00066085i,-0.00098901-0.00040326i,-0.00012193+0.0005809i,0.00012536+0.00039946i,-0.00035745+0.00018962i,0.00038643+0.00033569i,0.0007922-0.0003441i,0.00041233-0.0011062i,0.00046603-0.00079249i,0.00059224-0.00016427i
-0.0034701+0.0010941i,-0.00071259+0.0029745i,0.0014828+0.0033366i,0.00317+0.0020566i,0.0045746+0.0013772i,0.0045088+0.00014862i,0.0026355-0.00050898i,0.001121-0.00021197i,0.00013688+0.00016022i,1.5731e-05+1.1017e-05i,0.00064194+0.00070152i,0.0007482+0.0011247i,0.0010135-0.00016702i,0.00092115-0.001037i,-0.00052409-0.0014447i,-0.0013227-0.0020814i,-0.00064465-0.0012384i,3.8641e-06-1.0514e-06i,0.00042312-0.00035809i,0.0007025-0.00060737i,0.00078584-0.00070213i,0.00065949-0.00071683i,0.00076382-0.00015192i
-0.0010311+0.0006071i,-0.0008339+0.00092034i,0.0018347+0.0012742i,0.0048873+0.00049256i,0.0045861-0.0011198i,0.0023371-0.0021256i,0.00062294-0.0019094i,3.5992e-05-0.00046737i,0.00011648+0.00018004i,5.9777e-05+0.00030905i,-0.00037814+0.00025196i,-0.00014033+0.0003352i,-0.00055073+0.00051842i,-0.00085735-0.00045413i,-0.00092127-0.00093764i,-0.0011888-0.00052847i,-0.0010237+3.3318e-05i,-0.0001978+0.00090398i,0.00091873+0.0010792i,0.00070598+0.00035483i,-9.1531e-05-0.00044425i,0.00032911-0.00064253i,0.001009-0.00013151i
0.0012499+0.0016047i,0.0026654+1.7972e-05i,0.0028008-0.001362i,0.0024448-0.0025248i,0.0025998-0.0030879i,0.0017115-0.0033751i,0.00038116-0.0026969i,0.00045074-0.00087072i,0.00079372+0.0003644i,0.00044915+0.00040404i,-6.9264e-05+0.00029836i,-0.00047724+0.00049419i,-0.00062656+2.1986e-05i,-0.00085397-0.00028356i,-0.00035354+0.00027156i,0.00036185+0.00069595i,-9.8779e-05+0.00027248i,-0.00042808-0.00054716i,-0.00027608-0.00050531i,0.00037886-0.00022664i,0.00041416-0.0003631i,-0.00032997-0.00048235i,-0.00029692-0.00054812i
0.0027608+0.0015263i,0.0032088+0.00027602i,0.0051863-0.00024226i,0.0052548-0.0015998i,0.0030461-0.0036941i,0.001123-0.0039296i,0.00041948-0.0024331i,0.00068453-0.0006805i,0.0011079-0.00036104i,0.00081833-0.00039274i,5.8057e-05-0.00011565i,-0.00054036-0.00059461i,-0.00065084-0.00031546i,-0.000427+5.0658e-05i,-0.00037009-0.00036272i,-0.00050207+8.8136e-05i,-8.0532e-05+0.00085654i,8.2498e-05+0.00052281i,-0.00023597-0.00018093i,6.0879e-06-0.00069962i,0.00035827-0.0006048i,-0.00021014-0.00026709i,-0.00028108-0.00011741i
-0.0010355-0.00098095i,-0.00013695+0.0011722i,0.00094697+0.0017449i,0.0021629-3.4871e-06i,0.0019922-0.0017575i,0.0016887-0.0015539i,0.0012089-0.00072744i,0.0011636-0.00032204i,0.00071426-0.00032211i,0.0002724-0.00024473i,0.00038702-0.00053871i,0.00062439-0.0010315i,0.00047067-0.0017739i,0.00018506-0.0013845i,0.00046466+1.3935e-05i,0.00071513+0.00034601i,0.0003174-0.00057251i,4.6704e-05-0.00077699i,0.00035577-5.6594e-06i,0.00086999+0.0002789i,0.00081005-4.5427e-06i,0.00033998-0.00040696i,0.00016005-0.00017958i
-0.00050011-0.0013778i,-0.0010179-0.00069077i,-0.00040436-0.00044979i,0.0024873-0.00088638i,0.0036356-0.0016846i,0.0027315-0.002136i,0.00078206-0.0011605i,-0.00027732-0.00041744i,-5.1697e-05-6.8753e-05i,-0.00031326+0.00024037i,-0.00045825+0.00012422i,-3.4092e-06-0.0002497i,0.00026941-0.00081733i,0.00028659-0.0014023i,0.00042986-0.0014197i,0.00021116-0.0002692i,-0.00044454+0.0001329i,-0.00026345-0.00038223i,0.00055171-0.00084905i,0.0010575-0.001003i,0.00030867-0.00064155i,3.6361e-05-0.0002901i,0.00045026-0.00024162i
0.0015451+0.00023318i,0.0017192-0.00011404i,0.0031063-0.0010422i,0.0034527-0.00090629i,0.0020024-0.00028548i,0.00075557-0.0001795i,0.00042714+9.3609e-05i,0.00031373-0.00021149i,0.00036345-0.00073508i,9.1115e-05-0.00042691i,-2.5646e-05-0.00012941i,0.0006524-0.00048322i,0.00072186-0.001029i,0.00055919-0.00040403i,0.00037022+0.00056745i,-0.00033603+0.00043474i,-0.00041722+0.00027559i,-0.00037665-0.00039898i,0.0003508-0.00070675i,0.00081995-5.3114e-05i,0.00040824-0.0001306i,0.00022571-0.00030617i,0.00017151+8.4379e-05i
0.00027452+0.00018383i,0.00049152+0.00026198i,0.0010657+0.000165i,0.0015602-0.00080459i,0.0025314-0.0018843i,0.0025816-0.0017729i,0.0020927-2.7862e-05i,0.00052524+0.00092021i,-0.0010498+5.4365e-05i,-0.0017435-0.00069378i,-0.0011389-0.00036794i,-0.00036496+5.9491e-05i,-0.00059804+0.00068987i,-0.00078934+0.00028741i,-0.0011971-0.00095i,-6.7699e-05-0.00086472i,0.00056174+2.032e-05i,0.00012688+0.0005414i,0.00012146+0.00017638i,0.00064808-0.00015806i,0.0010599+0.00013221i,0.0014436+0.00042102i,0.0010322+0.00043897i
0.0018814-0.0021467i,0.0012977-0.0028355i,0.0018519-0.0043967i,0.001529-0.0048177i,0.00016905-0.0035031i,-0.00083006-0.0021056i,-0.00066849-0.0012783i,-6.7778e-05-0.00090719i,-0.00027173-0.00075758i,-0.00089059-0.00066005i,-0.00088078-0.00013763i,-0.00057113+0.00056405i,-0.00050182+0.0010561i,-0.00050592+0.00078557i,-0.00030885-0.00025722i,-0.00011166-0.00049846i,0.00015447-8.1436e-05i,0.00038909+0.00025932i,0.00074996+0.00064692i,0.00077853+0.00030225i,0.00047513-0.00026205i,7.188e-05-0.00022763i,7.8286e-05-0.00020208i
0.0017658-0.0015608i,0.0013795-0.0015784i,0.00045283-0.0023866i,0.00049923-0.0033275i,0.00078331-0.0031695i,0.00068969-0.0016139i,-0.00030661-0.00054986i,-0.00033712-0.00039752i,-0.00075926-0.00050568i,-0.00061184-0.00049681i,6.4372e-05-0.00026998i,-0.00024523-0.0004834i,-0.00024727-0.00043466i,0.00013281-0.00012766i,0.00050045+2.3402e-05i,0.00014734+0.00030892i,0.00045864+0.00028975i,0.00067313+0.00011043i,0.00065566-0.00037099i,0.00047252-0.00020832i,-0.00015896+0.00071544i,3.403e-05+0.0010435i,0.00022188+0.00024907i
0.00037634-0.0022514i,0.00011566-0.0021077i,0.00047566-0.0018972i,0.00075081-0.0017661i,0.0015842-0.0015633i,0.0010191-0.00097094i,-0.00029223-0.00069512i,-0.00022756-0.00096256i,-0.00029953-0.00082059i,-0.0010574-0.0005133i,-0.0010499-0.00053932i,-0.00026555-0.00070181i,0.00028436-0.00068285i,0.00048329-0.00062246i,0.00027591-0.00045896i,-9.5448e-07-0.00010634i,0.00057364+0.00015377i,0.00092473-0.00016098i,0.00052966-0.00056729i,0.00014505-0.00040712i,0.00012089-4.6953e-05i,-0.00044608+0.00036973i,-0.00095176+0.00062022i
-0.00074293-0.00038407i,0.00073517-7.8331e-05i,0.0018387-0.00073569i,0.0033741-0.0010741i,0.0038446-0.0011473i,0.0031896-0.0018411i,0.002187-0.0014441i,0.0015096-0.00088881i,0.00090457-0.00085889i,0.00056085-0.0005333i,0.00074856-0.00022825i,0.0014747-9.3734e-05i,0.001796+0.0001976i,0.0011163+7.056e-06i,-0.00010278-0.00017884i,-0.00096837-0.00018532i,-0.0014434+0.00010532i,-0.0011167+0.0007525i,3.8335e-05+0.00098289i,0.00045347+0.00079141i,0.0004051+0.00047701i,-0.00023396+0.00013991i,-0.00031995-0.00076182i
0.00117-0.00065755i,0.0023933-0.00040743i,0.0031378-0.00058001i,0.002675-0.0014984i,0.0015389-0.003089i,0.0013415-0.0026767i,0.001247-0.00079616i,0.0007647+0.00019708i,0.00037388-0.00028722i,0.00025914-0.00079373i,0.00031824+0.00039909i,0.0001924+0.0014251i,-0.0002476+0.00041168i,-0.00037797-0.00054475i,-0.00036555+0.00053265i,-0.00058123+0.00066177i,-0.00022191+0.00078936i,-8.8192e-05+0.001086i,-0.00012291+0.00043119i,-0.00042232+0.00092493i,0.00012502+0.00072307i,0.00039775+0.0002732i,0.00055103+0.00052428i
0.0013366+0.00049877i,0.0022228+0.00045254i,0.0028585-0.00082541i,0.0031977-0.0019346i,0.0030666-0.001838i,0.0014203-0.0019109i,-0.00036645-0.0011906i,-0.00088271-0.00051506i,-0.00015047-0.00026951i,-0.00012964+0.00029039i,-0.00090895+0.00039377i,-0.0012533+0.0003532i,-0.00073101+0.0002274i,-9.1681e-05-0.00019437i,0.00013367-0.00026478i,0.00035194-8.9576e-05i,0.00031374+2.706e-05i,2.5683e-05-1.4131e-05i,-2.6974e-05+0.00056125i,6.1116e-05+0.00085986i,-9.733e-06+0.00011641i,-0.0002643+7.8986e-05i,-5.617e-05+0.00026398i
0.0022887+0.00011172i,0.0025293-0.00087042i,0.0036438-0.0021692i,0.0040176-0.0029677i,0.0030723-0.003361i,0.00097976-0.0037312i,-5.9456e-05-0.0023678i,0.00043542-0.00054188i,0.0010028-1.9813e-05i,0.0015383-1.3831e-05i,0.0014042+7.3691e-05i,0.00049413+4.927e-05i,-0.00016262-0.00016316i,-4.1089e-05-0.00052466i,-1.7138e-05-0.00047945i,-0.0001165-0.000616i,-0.00034216-0.00023293i,0.00051139-5.5506e-05i,0.0013187-0.00024285i,0.00086873+0.00091568i,0.00032582+0.0013217i,-0.00020165+0.00068784i,-0.00022941+0.0009111i
-0.0011568+0.00070798i,-0.00048139+0.0012766i,0.0011695+0.0011281i,0.003285+0.00076694i,0.0041323-0.00079377i,0.0030703-0.0027504i,0.00082667-0.0021308i,-0.00021915-0.00046289i,-0.00032507-0.0003091i,9.8226e-05-0.00035869i,0.00030522-0.00041071i,0.00030836-0.0012256i,0.00042057-0.0018053i,0.00022199-0.0020355i,-0.00020911-0.001918i,-0.00092236-0.0014985i,-0.0010775-0.00080699i,-0.00029352-0.00024891i,0.00074943-0.00028874i,0.0013536+7.9018e-05i,0.0013381+0.00060483i,0.0011252+0.00039614i,0.00066777+0.00035339i
-0.00024922+0.0012129i,0.0018819+0.0015163i,0.0035245+0.00013414i,0.0038297-0.0019117i,0.0038309-0.0025306i,0.0038796-0.0018628i,0.0027202-0.0010758i,0.0014255-0.00075237i,0.00077937-0.00042739i,0.00026118-0.00012438i,0.00053024+4.945e-05i,-4.8706e-05+0.00041844i,-0.00083029+0.00043432i,-0.00078507-9.4513e-05i,-0.0003791-0.00048523i,-1.1747e-05-0.00025928i,6.3919e-05-0.00037887i,0.00019774-0.00039517i,-0.00033027-0.00066826i,-0.0011517-0.00084882i,-0.00096631-0.0001827i,-0.0011197+0.00070303i,-0.0011784+0.00030085i
-0.00051623+0.00044717i,1.9534e-05+0.0013995i,3.6671e-05+0.0020901i,0.00078712+0.0018589i,0.0016963+0.00033231i,0.0016324-0.00075087i,0.00055078-0.0013196i,0.00049148-0.0013726i,0.00031677-0.00086307i,-0.00027216-0.00053112i,-0.00043228+7.0708e-05i,-0.00026504+0.00060214i,0.00059011+0.00026187i,0.00077905-0.000691i,-0.00060625-0.0010527i,-0.0010165-0.00061171i,0.00018076-0.00030202i,0.0009071-5.5907e-05i,0.00087879-6.8694e-05i,7.1448e-05-9.5405e-05i,-0.00061528+0.00010887i,0.0004051+0.00023932i,0.00028809+9.3778e-05i
-0.0014554+9.5541e-05i,7.4497e-05-0.00023944i,0.0016736+0.00015963i,0.0022879+0.00017886i,0.0019086-0.00097815i,0.0020297-0.0017383i,0.0010094-0.0011154i,-0.00012352-0.00048254i,0.00019178-0.00017935i,0.00021659+6.933e-05i,0.00021646+0.00075085i,0.00034991+0.00040609i,0.0002593-0.00045396i,-0.00030731-0.00080355i,-0.001253-7.8482e-06i,-0.0013437+0.00038519i,-0.00067984-1.1198e-05i,-0.00043022-0.0001828i,-0.00027376-0.00067339i,0.00029134-0.0009089i,0.00059052-0.00096589i,0.00037813-0.00024806i,-9.2954e-05+0.00029774i
-0.00032749+0.00093617i,0.0019261+0.0014127i,0.0031413+0.00044027i,0.0033255-0.00046704i,0.0033689-0.00091806i,0.0024068-0.0015403i,0.0010918-0.0012547i,0.00026528-5.9314e-06i,-0.00032606+0.00018542i,-0.00043984+0.00043689i,-0.00033349+0.00044083i,-0.00017753-0.00058216i,-0.00082597-0.0011403i,-0.00096963-0.0009459i,-0.00072587+8.3487e-05i,-0.00094412+0.00023945i,-0.00073555-0.00027333i,-0.00053059+0.00012627i,0.00038516+0.0002688i,0.00083347-1.7859e-05i,0.00029084+0.000159i,-0.00036122+0.00043782i,-0.00035772-0.0001182i
0.00030066+0.00011943i,-0.00055206-0.0017264i,0.00072416-0.0020201i,0.0019178-0.0020216i,0.0018402-0.0033189i,0.00090707-0.0040427i,-8.5851e-05-0.0030811i,-0.00029829-0.0015295i,-0.00039755-0.00052799i,-0.00036407-0.00029713i,-0.00038154+7.8454e-05i,-0.00043099+0.00035802i,0.00015318-8.8309e-05i,0.00076384-0.00016363i,-7.4328e-05-0.00041395i,-0.00067866-0.00084871i,-0.00049591-0.00090603i,0.00041743-0.00055419i,0.0012636+8.4956e-05i,0.00095961+0.00077391i,0.00052036+0.00055973i,0.0002771+6.1422e-05i,-0.00019733-3.8937e-05i
-0.0016442+0.0011844i,-4.5371e-05+0.0026511i,0.0025475+0.0036343i,0.0038145+0.0023058i,0.0038832-3.1301e-05i,0.0026928-0.0016009i,0.0013371-0.0018825i,0.00057184-0.00084708i,9.4936e-05-5.45e-05i,0.00046774+0.00070847i,0.00066076+0.00076048i,0.00065955+9.6084e-05i,-0.00030808-0.00016256i,-0.001065-0.00018329i,-0.00067938-0.00031314i,-0.00043739+0.00030445i,-0.00035117+0.00021913i,0.00012988-0.00023422i,0.00069842-0.00014044i,0.0011221-8.0459e-06i,0.00083568-0.00026687i,-0.00010304-0.00037468i,-0.00032322+0.00015193i
-0.00055688-0.0016394i,-3.1573e-05-0.0016204i,-0.00014909-0.0024653i,-0.0003879-0.0026811i,4.3894e-05-0.0021681i,0.00091767-0.00082983i,0.0013092+0.00073888i,0.00092152+0.0015266i,-0.00011774+0.0010825i,-0.00085579+0.00047237i,-4.9387e-05+0.0002272i,0.001087+0.0001364i,0.0010701+0.00027279i,0.00034955+7.5766e-05i,-3.0575e-05+3.1998e-05i,0.00032664+0.00019651i,0.0010394+0.00030766i,0.0010228+0.0001845i,-5.1901e-05-5.3575e-05i,5.4784e-05+0.00054956i,0.0011356+0.00062049i,0.00093779+0.00016197i,3.7102e-05-6.8638e-05i
-0.00012391+0.00054172i,0.00050877+0.00080854i,0.0019309+0.0016052i,0.0026785+0.00068718i,0.0025016-0.002072i,0.001994-0.0036962i,0.0016295-0.0027669i,0.0011851-0.0014022i,0.00090287-0.00052723i,0.0004676-0.00050207i,-1.2376e-05-0.00056313i,-0.00039776+9.3464e-05i,-0.00045838+0.00020915i,0.00044038-0.00015031i,0.00051759-1.088e-05i,0.00022417+0.00024711i,0.00044941-1.7902e-05i,0.00072859-0.00023749i,0.0004598+0.00021374i,0.00034306-0.0001386i,0.00027645-0.0002745i,0.00040482+0.00039845i,0.00012759+0.00088422i
0.00029513-0.00091526i,0.00012394-0.00010973i,0.00052769-0.0010777i,0.0017099-0.0034625i,0.0025642-0.0037298i,0.0018708-0.0021721i,0.00076851-0.00087967i,0.00091088+0.00029628i,0.0010271+0.000306i,0.00026436-0.0005526i,5.3481e-05-0.00058248i,0.00022443-0.00012091i,-9.0178e-05+0.00011822i,6.4357e-05+0.00017778i,0.00071219+0.00054349i,0.00028709+0.00027711i,-0.00010866-0.0005448i,0.00024567-0.00063279i,0.00062795+0.00055972i,0.0005899+0.0011885i,1.804e-05+0.00037927i,-0.00016425-0.00012653i,-8.2531e-05+0.00028987i
0.00060924+0.0019827i,0.0020502+0.0010437i,0.0047809-0.00035202i,0.0056431-0.0017063i,0.0045575-0.0024104i,0.0029435-0.0021133i,0.0019493-0.0015967i,0.00087178+0.00013653i,-8.9152e-05+0.00091251i,9.6629e-05-4.3373e-05i,0.0002154+3.6368e-05i,-4.4874e-05+0.00049372i,-0.00054692+0.0008429i,-0.00063267+0.00079006i,7.1973e-05+0.00028454i,0.00066324+0.00025244i,0.0004275+0.000538i,-0.00021984+0.00064242i,0.00031471-6.2678e-05i,0.0015071-0.00059301i,0.00118-0.00036644i,0.00096948-0.0002597i,0.0011238-0.00022932i
0.0002553-0.00067739i,0.00071109-0.00042932i,0.00085473-1.3715e-05i,0.00046752+0.00021902i,0.001098-0.00067189i,0.0018025-0.0015853i,0.00076287-0.0013164i,-0.00071959-0.0010115i,-0.00056901-0.0010012i,0.0002152+9.9937e-05i,0.00076298+0.0010809i,0.0011857+0.00057927i,0.00058543+0.00017211i,-2.2481e-05+0.00062326i,-4.8071e-05+0.00065825i,-0.0002228+0.00028856i,6.4191e-05+0.00021212i,0.00028794-0.00064446i,0.00024593-0.0011268i,-9.2774e-05-0.00055544i,-0.00055353+0.00047158i,-0.00033317+0.00083788i,-0.00071922-0.00017836i
3.883e-05+0.0011884i,0.00092016+0.0015858i,0.0031007+0.0014338i,0.0047947+9.7708e-05i,0.0038425-0.0010765i,0.0021445-0.001981i,0.00090088-0.0020571i,-0.00041126-0.0021226i,-0.00097436-0.0016048i,-0.00040397-0.00052734i,0.00043453-0.00016101i,0.00077763-0.0001827i,7.7723e-05+0.000104i,-0.00065435+0.00014217i,-0.0012987-0.00054645i,-0.00047443-0.0010426i,0.00017652-0.00030235i,9.7516e-05+0.00035239i,-0.00015285+0.00016525i,-0.00049605-1.2494e-05i,-1.6424e-05-0.00024499i,-0.00036655+2.2296e-05i,-0.00097745+0.00097915i
-0.0016445-0.0013536i,-0.0020548-0.00059892i,-0.0014163-0.00043692i,-2.7666e-05-0.00095101i,0.00087408-0.0012715i,0.0013425-0.001719i,0.00091916-0.0021454i,0.00013296-0.0017261i,-0.00017456-0.00040544i,-6.9646e-05+0.00045542i,0.00028456+0.00032037i,0.00041319-6.3589e-05i,0.00081074-0.00063304i,0.00069653-0.00078893i,0.00020434-0.0011382i,0.00022058-0.00040168i,0.00016389+0.00031658i,0.00039249+5.1983e-05i,0.0008242+0.00042785i,0.0012228+0.00086635i,0.00072282+6.5732e-05i,-0.00013433-0.0012172i,-0.00063095-0.0013503i
0.00057421+0.00041891i,0.0028277+0.0006398i,0.0039937+0.00024913i,0.0036502-0.0012972i,0.003197-0.0026924i,0.0021961-0.0022624i,0.0019372-0.0011012i,0.0016972-0.00084803i,0.00094754-0.00052273i,-0.0001192+4.5492e-05i,0.0001426+0.00026008i,0.00057363+0.00049943i,-6.3236e-05+0.00016011i,-0.00025181-0.00037875i,-0.00050653-0.00056462i,-0.00050611+0.00034178i,-4.2369e-05+0.0005834i,0.00030644+7.4133e-05i,0.00033452+0.0003461i,0.00040972+0.00072166i,0.00082026+9.3688e-05i,0.00058918-0.00030255i,0.00010262+7.5488e-06i
-0.00054234+0.0013096i,-0.00034253+0.0016075i,0.00011733+0.0022619i,0.0011723+0.0013252i,0.0025685-0.00053723i,0.0023164-0.0014695i,0.0009315-0.0010193i,-0.00013361-0.00060385i,-0.00041631-0.00025259i,0.00018942-1.0349e-05i,0.00016268-0.00085991i,0.00056871-0.0013461i,0.0011038-0.000934i,0.00023549-0.00033488i,-0.00081548-0.00022722i,-0.00071587-0.00049644i,-0.0003395-0.0008831i,-0.00022534-0.00034629i,-0.00031602+0.00017699i,-0.00033528-0.0002997i,-0.00050886-0.00084264i,-0.00072652-0.00062714i,-0.00059804-0.00072144i
0.00030176+0.0015704i,0.0020916+0.0020494i,0.0041571+0.0014216i,0.0055897-0.00077633i,0.0051814-0.0022057i,0.0025027-0.0028195i,-6.8878e-05-0.0021394i,-0.00076167-0.0014315i,0.00031981-0.0010651i,0.00084223-0.00046738i,0.00058185-0.00018651i,3.2689e-05+1.3663e-05i,-0.0011316-0.00012484i,-0.0014371-0.0008344i,-0.00094994-0.00060201i,-0.00063502-0.00014446i,-0.00025259-0.00041987i,0.00035424-0.00031843i,0.00030672+0.00026488i,0.00040478-5.6741e-05i,0.00067991-0.00047601i,0.0011602-0.00037192i,0.00083233-0.00011861i
0.0002711+0.00085318i,0.0008692+0.00097507i,0.0019831+0.00024385i,0.0020677-0.0017161i,0.0013881-0.0033324i,0.00069401-0.0029608i,-0.00015815-0.0018178i,4.4038e-05-0.00046865i,0.00031189+7.5747e-05i,0.00011498+0.00010152i,0.0001788+0.00022946i,0.00042374+0.00019915i,0.00062398+0.0005219i,0.00063765+0.00065507i,0.00054462+7.7196e-05i,0.00061687+0.00023606i,0.00033851+0.00083899i,-2.7103e-05+0.00053043i,-0.00024281+0.00017205i,0.00022187+0.0002172i,0.00060342+9.8075e-05i,0.00048927-0.00071243i,0.00026621-0.0011711i
-0.0017741-0.0004155i,1.0854e-05+0.00034434i,0.0013681+0.0016649i,0.0022976+0.0022086i,0.002432+0.00084751i,0.0023349-0.0011966i,0.0021296-0.0013942i,0.0013656-0.00054641i,0.00070021+1.1098e-06i,0.00027448+0.00010267i,0.0005732-0.00042774i,0.00083816-0.00038211i,0.0006249-0.00051875i,2.7663e-05-0.0010152i,-0.00072499-0.00094972i,-0.00090083-0.00067293i,-0.00091613+0.00014655i,-0.00051718+0.00068569i,0.00049061+0.001013i,0.0010366+0.0012573i,0.00041342+0.0010977i,-0.0001535+0.00066779i,0.00020566+0.00036062i
-0.002642+0.0011596i,-0.0013139+0.0013525i,1.4304e-05+0.0023635i,0.0021491+0.00198i,0.0039579+0.00068899i,0.0031321-0.00074328i,0.00064911-0.0012655i,0.00017907-0.00043807i,0.00038812+0.00047778i,0.00030997+0.00076432i,0.00033539+0.00074179i,-0.00017627+9.6804e-05i,-0.00010834-2.2374e-07i,-0.00022013+0.00025513i,-0.00093243-0.0010346i,-0.00035603-0.0015634i,0.00050699-0.0005056i,0.0010071-0.00029513i,0.0010827-0.00040899i,0.00055246-0.00020341i,5.4192e-05-0.00033813i,0.00039873-0.00035552i,0.0006321+9.7922e-05i
0.002229-0.00057165i,0.0038471-0.0015219i,0.00484-0.0022013i,0.0037487-0.0031933i,0.0024198-0.0042911i,0.0010081-0.0031535i,-0.00015512-0.0012561i,-0.00066444-0.00055328i,-0.00058231-0.00061805i,-0.00052405-0.0010637i,-0.00087343-0.00070743i,-0.0011056+0.00023943i,-0.00065203+0.00062678i,-0.00018979+0.00095403i,0.00019411+0.0010688i,0.00071826+0.00085771i,0.00068916+0.00031203i,0.00084634-0.00050918i,0.00071652-0.00011719i,4.1272e-05+0.00018281i,-0.00039703-0.00020351i,-8.2446e-05-0.00054619i,0.00040714-0.00031713i
0.0011608+0.0016054i,0.0027277+0.0025056i,0.003407+0.0027325i,0.0035337+0.00079948i,0.0034251-0.0019516i,0.0023742-0.0024726i,0.0012996-0.0012071i,0.0015791-0.00025637i,0.00096338+0.00040429i,-0.00025387+0.00041512i,-7.9253e-05+0.00046759i,0.00072402+6.0469e-05i,0.00057454-0.00059298i,-0.00051604-0.00096746i,-0.00089059-0.00064758i,-0.00095851-0.00012741i,-0.00031608+0.00024017i,-5.3634e-06+0.00093136i,-0.00017228+0.00028977i,-6.6224e-05-0.0002907i,-0.00062382-0.00022506i,-0.0007592-0.00065535i,0.00032111-0.00021955i
0.00062137+0.00031082i,0.0016945-4.2325e-05i,0.0028565-0.00077027i,0.0026456-0.0013651i,0.0021342-0.0014971i,0.0012671-0.0016264i,0.00062123-0.00088173i,0.00030768-0.00067416i,-0.00036247-0.00048736i,-0.00023008-0.0003877i,0.00016571-0.00019416i,0.00029778-0.00012856i,0.00053566-0.00022839i,0.00032653-0.0010257i,-3.2491e-05-0.0017394i,0.00036788-0.0010452i,0.00027874-0.00069829i,-0.00025818-0.00058092i,-0.0002517+0.00015145i,0.0001469+0.00023305i,0.00020253-9.18e-05i,-1.5943e-05-0.00044233i,9.1231e-05-0.00049677i
0.00086539+0.00052868i,0.0013172-6.2417e-05i,0.0023109-0.00071607i,0.0025564-0.0015217i,0.002481-0.0025832i,0.0023955-0.0027007i,0.00089322-0.0018901i,0.00017251-0.00090762i,0.00054758-0.00071017i,0.0002842-0.00088095i,4.0114e-06-0.00095882i,-0.00048596-0.00062283i,-0.0010892-0.00036617i,-0.0011917-6.7218e-05i,-0.00040175-0.00020694i,0.00089865-0.00063886i,0.00087946-0.0011711i,0.00044804-0.00023643i,-0.00014895+0.00096089i,1.4255e-05+0.00011746i,0.00077205+0.00012978i,0.00014141+0.0012434i,-0.0003109+0.00094322i
0.0010735-0.0013418i,0.00038674-0.001434i,0.00025834-0.0014758i,0.00076696-0.0024897i,0.00094037-0.0031595i,0.00059993-0.0025028i,0.00015933-0.0015188i,0.0003818-0.00086019i,9.7747e-05-0.00059648i,-0.00039039-0.00064087i,0.00051769-0.00011911i,0.00069702+0.00080635i,0.00063804+0.00078425i,0.00081234-0.00022946i,8.3764e-05-0.00067485i,-0.00032163-0.00056776i,0.00012401+4.3934e-05i,-0.00012814-0.00030785i,0.00044903-0.00045288i,0.00064987-4.1747e-05i,0.00042916+0.00016896i,0.00053844+0.00027183i,-0.00040335+0.0008836i
