-0.00060644+0.00056465i,-0.00013917-0.00055974i,-0.0013494-0.00068946i,-0.0026896+3.1526e-05i,-0.003704+0.0010985i,-0.0026932+0.0017326i,-0.001374+0.0019139i,-0.00083727+0.0011797i,0.00068378+0.00036864i,0.0010858-0.0003267i,0.00048356-0.00089783i,-0.000157-0.00088429i,-0.00070556-0.00047012i,-0.0012974-0.00055127i,-0.0012254-0.0004607i,-0.00037661-2.504e-05i,0.00076872+0.00012526i,0.00044677-0.00011264i,-0.0005809+0.00011607i,-0.00044425+0.00017297i,0.0002443+0.00032322i,0.00031982+0.0004109i,0.00020482+0.00057066i
0.00053446+0.00071752i,0.00096912+0.00024367i,0.0013028-0.0010736i,-0.00028745-0.0010843i,-0.0018084-0.0003526i,-0.0018758+0.00050234i,-0.0016525+0.00048526i,-0.0010383-0.00040941i,-0.00051341-0.0008088i,-0.00023554-0.00073304i,0.00069094-0.00029488i,0.00072013-0.000149i,-0.00017352-0.00072265i,-0.0007004-0.00060726i,-0.0013725-0.00029852i,-0.0011853-1.5017e-05i,7.325e-05-0.0002238i,0.00030271+0.0001016i,-0.00068085+0.00032126i,-0.0014556-6.9958e-05i,-0.001546+0.00037615i,-0.0011831+0.00035189i,-0.00046568+0.00027847i
-0.00037872+0.0012279i,0.0006552+0.0014404i,0.00042585+0.0026404i,0.00011086+0.0023187i,-0.0010529+0.0015772i,-0.0011073+0.0013287i,-0.0004969+0.0010761i,-0.00040542+0.00099502i,-0.00017008+0.00049733i,-9.4024e-05+0.00016732i,-0.00033187-7.1928e-05i,-0.00043848-0.00038298i,-0.00055458-0.00058562i,-0.00038212-0.00054958i,1.737e-05-0.00040796i,0.00011863-0.00032559i,0.00019637-0.00016782i,0.0003185-5.5034e-05i,0.00094245+0.00013283i,0.0012769-0.00016235i,0.00077666-0.00044644i,0.00050973-2.8706e-06i,0.00073746+4.3611e-05i
0.0010215+0.00028258i,-0.00027445-0.00045083i,-0.0025416-0.00087353i,-0.0038357+0.00021484i,-0.0037615+0.0010666i,-0.0025511+0.00052726i,-0.001114+0.00028284i,-0.00026796+0.00055989i,3.1013e-05+0.00084322i,0.00084347+0.00073395i,0.001192+0.00065119i,0.0010447+0.00020591i,0.00039321-0.00090578i,-0.00063224-0.0013043i,-0.00074258-0.00070989i,-0.00097754+3.0755e-05i,-0.00076485+0.0004316i,0.00010776+0.00034507i,0.00070322-0.00024203i,0.00069416-0.000186i,-0.0003866+0.00026187i,-0.00049134+0.0004038i,-0.00030033+0.00018968i
-0.0004542+0.0011395i,0.00018316+0.0023737i,-7.4958e-06+0.0018703i,-0.001032+0.00014849i,-0.0016422-0.00017023i,-0.0014828+0.00050771i,-0.0016592+0.00066862i,-0.0013773+0.00088997i,-0.00037919+0.00065809i,0.00066526+0.00075232i,0.00036284+0.0013572i,0.00012688+0.00070902i,0.00079698+0.0004813i,0.00019586+0.00047053i,-0.00046821-9.3759e-05i,-0.0005006+0.00013926i,-0.00089172+2.4707e-05i,-0.0010879-0.00070522i,-0.00044888-5.0687e-05i,0.00013459+0.00060719i,-0.00073533+0.00043159i,-0.00086985+0.00022187i,0.00036207+0.0002002i
-0.0014646+0.00030004i,-0.0012751+7.8942e-05i,0.00046074+0.0010264i,0.00056057+0.0022921i,-0.00094538+0.001652i,-0.0016877+0.00024633i,-0.0014658-1.4436e-05i,-0.00064727+0.00042815i,0.00072079+0.00049214i,0.001304-2.1803e-05i,0.0011998-0.00021392i,0.00048392-0.000492i,-0.00041982+0.00018508i,-0.00076023+0.00078715i,-0.00016348+0.000197i,0.00016588-5.1745e-05i,-0.00076693+0.00044395i,-0.00082236+0.00056972i,0.00012744+0.00013238i,0.00063391-0.00046352i,0.00019106-0.00037662i,-9.0116e-05-0.00037242i,0.0010558-0.0012175i
-0.000861-0.0011062i,0.0001079-0.001373i,0.00045948-0.00064799i,-0.0010689+0.00057934i,-0.0020675+0.00069896i,-0.0019883+0.00060257i,-0.00084689+0.00049796i,-4.2148e-05+0.00069887i,0.00014542+0.0008358i,0.00039058+0.00032241i,-4.339e-05-0.00062315i,-0.00028569-0.00085513i,-0.00018682-0.0011555i,-0.0005465-0.0014547i,-0.00030474-0.00078616i,0.0003318-9.3015e-05i,-0.00032074+0.00024458i,-0.00042572+0.00017005i,-3.8728e-05-0.00021419i,-0.00028012-0.00023795i,-0.0008364+0.00042157i,0.00024858+0.00060325i,0.00066223+0.00034867i
0.00042282+0.0018293i,0.0010582+0.0014383i,0.00072854+0.00022792i,0.00089075-0.00034611i,1.5997e-05-5.3132e-05i,-0.0012876-3.7093e-05i,-0.00092855-1.1274e-05i,-0.00041305+0.00025168i,-0.00057811+0.00020102i,-0.00052235-0.0003251i,0.00046847-0.00025158i,0.00051648-8.8707e-05i,4.7287e-05-0.00035109i,-0.00012052-0.00022646i,-0.0003864+7.2412e-07i,6.5396e-05+6.5595e-05i,0.00039992+0.00065303i,-0.0001479+0.00024144i,-0.00022811-0.0003241i,8.3482e-05+0.00019445i,-0.00025103+3.7787e-05i,-0.00021685+0.0002782i,0.00050379+3.4618e-05i
-0.0010813+0.00021403i,-0.0014024+0.00070293i,-0.00215-0.00053433i,-0.0028095-0.00051795i,-0.0025856+0.0013942i,-0.0021705+0.0014352i,-0.0021505+0.00083175i,-0.0022104-5.4551e-05i,-0.0015176-0.00028038i,-0.00057875+0.00059793i,0.00028982+0.00079495i,0.00037801+0.0002148i,-0.00040462-3.5203e-05i,-0.00058273-0.00068455i,5.4284e-06-0.00069845i,-0.00011075+7.2636e-05i,-0.00048474-6.3377e-05i,-0.00045699-0.00037744i,-0.00030314-0.0001644i,-0.00043655+6.2819e-05i,-0.00046571-0.00035811i,-0.00016259-0.00044107i,0.00038951-0.00055286i
0.00027322-0.00040873i,0.00086246-0.00087075i,0.0020932-0.0013274i,0.0017578-0.0020311i,-0.00029293-0.0017483i,-0.0013411-0.00063504i,-0.00091121+0.00018336i,-0.00045413+0.00078309i,3.71e-05+0.00065237i,0.0004116+9.8447e-06i,-0.00010323-0.00046503i,-0.00051901-0.00049133i,-0.00015708-0.00057203i,-0.00059407-0.00060784i,-0.0004086-0.00020471i,0.00046146-0.00046193i,0.00037983-0.00054366i,-0.00028028-0.00062498i,-0.0010429-0.0013427i,-0.0010182-0.0012921i,-0.00042762-0.00055464i,-5.5231e-05+0.00043434i,-0.0001662+0.00075764i
-0.00078878-0.00030753i,-0.00092374-0.00068274i,-0.0024398-0.00023936i,-0.0029701+0.00099932i,-0.0023827+0.0021716i,-0.0014106+0.0015102i,-0.00066003+0.0003993i,2.1816e-05-0.00023416i,0.00043711+3.8938e-05i,0.00038551+0.00018408i,-0.00025221-0.00018941i,-0.0002947-0.00039688i,0.00020188-0.00051998i,-0.0003012+9.9755e-05i,-0.0012275+0.0002756i,-0.00076196-0.00047883i,-0.00034333-9.6602e-05i,-0.00059277+0.0011491i,-5.9208e-05+0.00091265i,0.00026059+0.00034673i,6.4055e-06-0.00018255i,0.00038685-0.00084255i,0.00050418-0.00020801i
0.00014365-0.00055925i,-0.00043529-0.00022138i,-0.00073788+0.00018347i,-0.0016875+4.2365e-05i,-0.0032362+0.00016809i,-0.0033795+0.00095481i,-0.0011986+0.00079804i,0.00042907+0.0003551i,0.00041779+0.00056941i,0.00021385+0.00072712i,0.00017862+0.00043233i,-0.00064111+0.00043184i,-0.0010973+0.00036752i,-0.00062427+0.00054958i,-0.00057575+0.0006894i,-0.00065194+0.0003289i,6.5938e-05+0.00036525i,0.00046083+0.0001367i,0.00017855-0.00023707i,0.00023762+0.00032439i,0.00026389+0.00037165i,0.00020219+0.00024542i,0.00038731+0.00041344i
-0.00033538+0.00069899i,-0.0013105+0.0018204i,-0.0011886+0.0025782i,-0.00064761+0.0024657i,-0.0010972+0.001669i,-0.0014675+0.0012593i,-0.0006966+0.00048298i,-0.00027752-0.00015951i,-0.00070329+0.00025144i,-0.00023238+0.00010417i,-0.00016912+0.00037318i,-0.00022672+0.00063925i,0.00076367+0.00076526i,0.0013276+0.0011213i,-0.00015636+0.0011962i,-0.00046565+0.00087542i,-0.0002022+0.00036081i,-0.00077232+8.895e-05i,-0.00065039+0.00044645i,-0.0010726+0.00067241i,-0.0010964+0.00045419i,-0.0006331+0.00056085i,3.2802e-05+0.00019809i
0.00080436-0.00026897i,-0.00026519-0.001903i,-6.6106e-05-0.0030693i,-0.00040537-0.0036193i,-0.0013624-0.0030029i,-0.0023556-0.0013034i,-0.0024527+0.00043223i,-0.0012201+0.00083752i,-0.00056919+0.00076532i,-0.00046668+5.922e-05i,0.0001183-0.00058388i,0.0001832-0.00041928i,-0.00025281+4.0674e-05i,-0.00054857+0.00037391i,-0.00096504+0.00017244i,-0.00062318+5.2779e-06i,0.00033394+7.5439e-06i,0.00029052+1.1288e-05i,-0.00030368+2.8107e-05i,4.3663e-05+0.00033715i,0.00046261+0.00044435i,1.7911e-05-0.00018574i,-0.00063767-0.00041404i
0.0004993-0.0013406i,-9.2134e-05-0.00035842i,0.00028245+0.00034502i,0.00026+0.00054045i,-0.00076741+0.00085406i,-0.0008172+0.00029634i,-0.00011827+0.00025972i,0.00019502-0.00013414i,0.00076031-0.00091625i,0.0012279-3.1506e-05i,0.0002088+0.00054207i,-9.5853e-06-0.00012789i,0.00068628-7.6526e-05i,0.00053268+0.00028392i,-0.00020585+0.00018938i,-0.00090553+0.00020642i,-0.00095144-0.00036764i,-0.00027851-0.0011146i,0.00042122-0.0014024i,0.00032532-0.00085658i,-9.2978e-05+4.7583e-05i,6.3553e-05+0.00064359i,0.00062111+0.0008833i
-0.00053606-0.00032088i,-0.001382-0.0010044i,-0.0025486-0.0014069i,-0.0034698+0.00022309i,-0.0043357+0.0013897i,-0.0036527+0.00066373i,-0.0013189+0.00048217i,-0.0010154+8.621e-05i,-0.001336+3.8911e-05i,-0.00068043+0.00042198i,-0.00010915+0.00010478i,0.00046445-0.0001095i,0.00044233+6.1975e-05i,4.2495e-05+8.703e-05i,-0.00037364-0.00038132i,-0.0013594-0.0010582i,-0.00087664-0.0011537i,-0.00023275-0.00074226i,-0.0008028-0.00040802i,-0.00061535-0.00020326i,9.1033e-05-0.00016984i,-0.0005458+0.00011605i,-0.00091708+0.00034514i
0.0002973+0.001017i,0.0019353+0.0015901i,0.001483+0.0013168i,0.00028332+0.00076943i,-0.00057506-0.0001057i,-0.0010587-0.00068537i,-0.0011715-0.00032385i,-0.001504+0.00054418i,-0.0012847+0.00086555i,-0.0004227+0.00041983i,0.00014487+0.00078675i,-0.00010702+0.00087473i,0.00025785+0.00046579i,0.00058966+0.00010284i,-0.00011273-0.00015386i,-0.00061148+0.00037079i,-0.00067428+0.00051259i,-0.00098328+0.00015459i,-0.00071253+2.7868e-05i,-0.00058334-0.00026036i,-0.00067655+2.9809e-05i,-1.0164e-06+0.00053838i,0.0004985+2.498e-05i
-0.00046116+0.0028073i,-0.00021443+0.0026932i,0.00074267+0.0024115i,8.1118e-05+0.00080473i,-0.0010328-0.0012421i,-0.0014589-0.0011169i,-0.0017123+0.00063611i,-0.0016418+0.0013666i,-0.0006204+0.0011141i,0.00038249+0.00082054i,0.00022937+0.00056702i,9.5759e-05+0.00029263i,-0.00038169+1.4275e-06i,-0.00045173-0.00059127i,-0.00057761-0.0014162i,-0.0012636-0.00065188i,-0.0012429+0.00080861i,-0.00080868+0.0013984i,-0.00028746+0.00087309i,0.00046693-0.00020258i,0.00028531-0.00030855i,-0.00013631-8.6373e-05i,8.2929e-05-0.00019393i
-0.003384-0.0016945i,-0.0025576-0.0014691i,-0.0016005-0.00026829i,-0.0011092+0.0002728i,-0.00097142+0.00087464i,-0.0013617+0.00093764i,-0.00087426+0.0010229i,4.9553e-05+0.00077518i,0.00046718+0.00039017i,0.00088022+0.00076037i,0.0014303+0.00016889i,0.001296+6.8664e-05i,0.00094438+0.00075674i,0.00035619-0.00033207i,-0.00016104-0.00071266i,-0.00074182+0.00024209i,0.00019445+0.00036306i,0.0003398+0.00022172i,-0.00040035-0.00035504i,8.78e-05-0.00039464i,0.00037452+0.00024056i,0.00067964+0.00038997i,0.00042719+0.00029136i
0.0015199+0.00095277i,0.0017409+0.00062067i,0.0023583+0.00039381i,0.00080589+0.00059163i,-0.0012246-2.4492e-05i,-0.0016624-0.00023167i,-0.0011743+0.00029675i,-0.00022287+0.00064053i,8.504e-05+0.00074667i,0.00057468+0.00085286i,0.00068371+0.00041872i,-0.00042698+0.00010974i,0.00024489-0.00011244i,0.00056724+0.00022849i,-0.00045836+0.00040824i,-0.00053075+0.0004054i,-0.00027823+0.00089839i,0.0001504-3.2618e-06i,-0.00022084-0.00081183i,-0.00044746-0.00010103i,-0.00021484+0.00023187i,-0.00019019-0.00039455i,0.00030509-0.00059849i
-0.0011004+0.0003365i,-0.0015079+0.00094612i,-0.0021512-0.00041231i,-0.0026074-0.0012589i,-0.0027803-0.00010924i,-0.0024769+0.001459i,-0.0021812+0.0010965i,-0.0011137+0.00072508i,-0.00019406+0.00107i,-5.8647e-05+0.00044259i,-0.00014531-0.00048868i,-0.00084281-0.00094631i,-0.0010808-0.0013234i,-0.0010696-0.0011023i,-0.00094467+3.1579e-06i,-0.00069424-0.00023059i,-3.7422e-05-0.0010054i,-1.5568e-05-0.0010465i,-0.00054863-0.00044246i,-0.0004625+5.247e-05i,-0.00043998-0.00038766i,0.0001479-0.00046245i,0.00070614+4.072e-05i
-0.0019654+0.0051459i,7.7041e-05+0.0055074i,0.0029669+0.0041079i,0.0035975+0.0018913i,0.0017284+0.00036265i,-0.00019385-0.00093659i,-0.00098295-0.00046768i,-0.00060482+0.00027787i,0.00027222+0.00011255i,0.00040717+0.00079686i,0.00033643+0.0010226i,-0.00052172+0.00030764i,-0.0020408-0.00073166i,-0.0021845-0.00085507i,-0.0016634+3.1931e-05i,-0.0011941+0.00042726i,-0.00025012-0.00015209i,0.00081202-0.000111i,0.0005605-0.00016733i,0.00015097-0.00072069i,0.00054211-0.00028338i,0.0013477-0.0005247i,0.00092243-0.0007399i
-0.0041585-0.0022237i,-0.0050457-8.6032e-05i,-0.0044156+0.0022189i,-0.0026751+0.0035418i,-0.0020528+0.0038477i,-0.0013456+0.0033264i,-0.0011094+0.0021877i,-0.00064583+0.0010254i,0.00044879+0.00066161i,0.00069996+0.00017277i,0.00017593-0.00033021i,0.00032961-0.00034589i,0.00039473-0.00075121i,-0.00029398-0.00097185i,-0.00049484-0.00042589i,0.0001247-0.00067764i,0.00040164-0.00060455i,0.00054496+0.00024086i,0.00048802+0.00040003i,-2.7883e-05-0.00010692i,1.5779e-05+7.2595e-05i,0.00022777-0.00011013i,0.00015223+6.4702e-05i
0.0020951+1.7378e-05i,0.001635+0.001155i,0.0011375+0.00062521i,0.00065656-0.00085121i,-0.00079187-0.00052807i,-0.0018512-0.00032258i,-0.0018206-0.00095206i,-0.0010605-0.00078497i,-0.00039169-0.00034794i,-3.1928e-05-0.00047661i,-0.00027543-0.00057537i,-0.00073843-0.0002805i,-0.0012638-0.00036646i,-0.0013347-0.00019982i,-0.0011259-0.00023499i,-0.00010313+0.00011453i,0.00062832+0.00013724i,0.00049861-0.00039191i,-0.00043416-0.0004719i,-0.00030431-6.7498e-07i,-0.00029149+0.00069917i,-0.0009184+0.00060032i,-0.00067034+0.00059443i
-0.0014179-5.863e-06i,-0.0010351+0.00152i,-0.001858+0.0024994i,-0.0028619+0.0023656i,-0.0027887+0.002031i,-0.0016761+0.0020252i,-0.00099725+0.00089908i,-0.0007912-0.0002022i,-0.00035694+0.000589i,-0.00036504+0.0013699i,-0.00050686+0.00079226i,-0.00034196-0.00034545i,-0.00071861-0.00089151i,-0.00021968-0.0013696i,4.0974e-05-0.0014572i,-0.00028982-0.00054076i,-0.00025465+0.00025504i,0.00031557-5.3437e-05i,0.00095221+1.5284e-05i,0.0012677+0.00014578i,0.0017449-0.00060829i,0.001155-0.0006725i,-0.00018012+2.7036e-06i
-0.0023121-0.00045114i,-0.0018023+4.6517e-07i,-0.0031181+0.001238i,-0.0041889+0.001055i,-0.0027677+0.0010519i,-0.0013403+0.0012687i,-0.00033944+0.0010408i,0.00084047+0.00044834i,0.00051003+0.00048119i,0.00017086+0.00098545i,0.00047923+0.0007387i,0.00025045-0.00023349i,0.0005424-0.00018044i,6.7765e-05-0.00019844i,-0.0010746-2.6298e-05i,-0.00087236+0.00013252i,7.5698e-05-0.00043098i,0.00045862-5.938e-05i,0.00018239+0.00084379i,-0.00033385+0.00078393i,4.7775e-05+0.00023171i,-0.00019423-0.0004551i,2.3468e-05-0.00087624i
-0.00064032-8.8949e-05i,-0.0013102-0.0013992i,-0.0017074-0.001455i,-0.00080088+7.806e-05i,-0.00087635+0.0012604i,-0.0013609+0.0011772i,-0.0011812+0.00019407i,-0.00091708-0.00013568i,-0.00024704+0.00019888i,0.00080929-0.00031505i,0.0013361-0.00091452i,0.00099377-0.001001i,0.00033146-0.00092141i,-2.0778e-05-0.00049823i,0.00018091-0.00037698i,0.00030205-0.0001145i,-0.00043672+0.00031002i,-0.00067475+0.00076081i,-0.00035448+0.00042501i,-0.00019306-0.0010499i,-0.0004492-0.0009796i,-0.00021884+4.194e-05i,0.00021786+0.00010403i
-4.7592e-05+0.00082187i,2.2737e-05+0.0010663i,-0.00044467+0.00086241i,-0.0012416+0.0008954i,-0.0026401-0.00036317i,-0.0025636-0.00031587i,-0.0012349+0.00051381i,-0.00046717+0.00093048i,0.00033004+0.00070069i,0.00063274+0.00024118i,0.00041765+0.00049112i,-0.00013813+0.0005148i,-0.00035794-0.00028492i,-0.00036552-0.00067161i,-0.00035739-0.00072906i,-0.00050632-0.00038176i,-0.0014474+6.3339e-05i,-0.0012455-0.00049035i,0.00015127-0.00071281i,0.00096655+0.00016177i,0.00069599+0.00044837i,-9.3253e-05+8.412e-05i,-0.00067338-7.3062e-05i
0.001691+0.0018633i,0.0012407+0.0022529i,0.00046416+0.0018923i,0.00032387+0.0016864i,-0.00025211+0.0012911i,-0.0017903+0.00097549i,-0.0019259+0.00059716i,-0.0007023+0.00059732i,-0.0001885+0.0010773i,-0.00044903+0.00070589i,-0.00049682-0.00032002i,-0.00010417-0.00037594i,0.00058499+0.00021422i,0.00039029+0.00023004i,-0.00042295-5.3453e-05i,-0.00075967+0.00029564i,-0.0001703+0.00071585i,0.00050422+0.00045867i,0.0003454-0.00030059i,5.4553e-05-0.00076428i,-0.00015899-0.00035881i,-0.00057316+6.3667e-06i,-0.00046058-0.00013429i
0.00031096-0.00041897i,-0.00029474-0.0013145i,-0.00015878-0.001707i,-0.00028805-0.00098513i,-0.0015248+0.00041851i,-0.0026298+0.0012502i,-0.0017514+0.00087384i,-0.00031117+1.8344e-05i,0.00035478-0.00020035i,0.0011016+0.0003045i,0.0013527+0.00066921i,9.6927e-05-8.3079e-05i,-0.0007692-0.00062851i,-0.00066228-8.5381e-05i,-0.00068258+0.00012784i,5.7455e-05+0.00028602i,0.00028019+0.00030222i,0.0002063+0.00019516i,-1.0791e-05-3.1147e-05i,-0.00026546-0.00032011i,-0.00053574+0.00017378i,-0.00033034+0.00010301i,0.000327-0.00045047i
0.00010976-0.0021102i,-0.00013596-0.0017829i,-0.0005671+0.00017319i,-0.0020754+0.00042456i,-0.0028273+0.00051375i,-0.0028877+0.0010491i,-0.0020372+0.00055576i,-0.00084454+0.00074009i,-0.00062015+0.0010413i,7.6447e-05+0.0017827i,0.00046924+0.0019033i,0.00042133+0.00078015i,0.00044254+0.00022694i,4.0639e-05+0.0004342i,-0.00041924-3.4658e-06i,-0.00094168-9.7995e-05i,-0.00099906+0.00032403i,-0.00075822+0.00031949i,-0.00047611+0.00077799i,-8.7714e-05+0.00088853i,-2.0093e-05+0.00030108i,3.2073e-05+0.00011727i,-4.4183e-05-0.00017576i
-0.00040564-0.0019178i,-0.0014735-0.0008327i,-0.0028694-0.0012645i,-0.0032252-0.00070635i,-0.0029126+1.4416e-05i,-0.0020287-0.0001572i,-0.0014931+7.6061e-05i,-0.0010286+0.00032573i,-0.00071284+0.00027134i,-0.00072077+0.00028191i,-0.0007166+0.00050663i,-3.9468e-05+7.4864e-05i,0.00069917-0.00039438i,0.00086462+6.1985e-05i,0.00057054+0.00044858i,0.00037353+1.1878e-05i,0.00016604-0.00030786i,0.00031607-0.00010001i,0.00057303+0.00012911i,-9.9396e-05-0.00013678i,-0.00031883-0.00094056i,-0.0001983-0.0010977i,-0.00069912-0.00044539i
-0.00154+0.0020381i,-0.00051462+0.0012152i,0.00042922+0.00018998i,-0.00011544+0.00032339i,-0.0011117+0.0002723i,-0.0020638+0.00038401i,-0.002309+0.00093474i,-0.00070694+0.00086997i,0.00093166+0.00041287i,0.0010892+0.00022978i,-2.9866e-05-0.00047962i,-0.00068221-0.00092486i,-0.00072526-0.0010667i,-0.00047638-0.00073112i,-0.00041527+3.4008e-05i,-2.7772e-05+0.00018514i,0.00019826-3.1286e-05i,-0.00011776+2.9323e-06i,-0.00019497+0.00015945i,0.00010767-8.3789e-06i,-7.2952e-05-0.00038734i,-0.00016497-0.0011187i,4.7262e-06-0.00073568i
-0.0028871-0.00082138i,-0.002-0.00081275i,-0.00056275+0.0008048i,0.00031601+0.0017371i,0.00028048+0.0016141i,-0.00031205+0.0013939i,-0.00050694+0.00042698i,0.00022376-0.00080513i,0.00030317-0.00075454i,0.00058137-5.5316e-05i,0.00061056+9.8461e-06i,-5.3996e-05-5.1348e-05i,-0.00036294+0.00055972i,-0.00019698+0.00072906i,-0.00030036+0.00017288i,-0.00083589-0.00057761i,-0.0011238-1.3726e-05i,-0.00077277-0.00020148i,-0.00038037-0.0012147i,-0.00031789-0.00026332i,0.00027+9.2984e-05i,0.0011809-0.00027083i,0.0011821+5.6479e-05i
0.001234-0.002608i,0.00044293-0.0039278i,2.445e-05-0.0034167i,-0.0009999-0.0023802i,-0.0026712-0.0015839i,-0.0031119-0.0010394i,-0.0021635-0.00037455i,-0.0003728+6.3217e-05i,0.00044776+0.00082418i,-4.3511e-05+0.0017562i,0.00018595+0.0011709i,-2.7564e-05+0.00017489i,-0.00040087-0.00034587i,-0.0003798-6.5886e-05i,-0.00029896+8.0955e-05i,0.00072553+1.6442e-05i,0.0010135+0.00040485i,0.00010437+0.0005816i,-7.377e-05+0.00031371i,0.00040666-0.0002923i,0.00032115-0.00076536i,-6.9102e-05-0.00056672i,-0.00056464-0.00013212i
0.00056026+0.0012514i,0.00077757+0.0019646i,0.00062183+0.0022287i,0.00017978+0.0014811i,-0.00080169+0.00075818i,-0.0016774-0.00041676i,-0.0011161-0.00094534i,-0.0003174-3.0464e-05i,0.0002447+0.00054665i,0.0004937+0.00043734i,0.0005707+0.00068089i,0.00049407+0.00041159i,0.00038679+0.00013365i,0.0003954-0.00013038i,0.00027847-0.00034597i,-0.00035352-0.00076041i,-0.00060647-0.0010088i,-0.00045601-0.00097563i,-0.00011868-0.00099183i,-0.00020931-0.00056173i,-0.0007195-0.00021979i,-0.00040416-0.00080076i,-0.00011222-0.0007079i
-0.00068231-4.9931e-05i,-0.0014928-0.0011592i,-0.0021056-0.0010443i,-0.0020469-0.00061915i,-0.0024436+4.4254e-05i,-0.0027611+0.00014375i,-0.0012053-0.00048174i,-0.0004017-0.00025576i,-5.6376e-05+0.00058403i,0.00071939+2.1112e-05i,0.00066871-0.001107i,-0.00023279-0.0010644i,-0.00028639-0.00014603i,0.00033515+0.00071824i,-0.00019143+0.0003278i,-0.00051434-0.00065662i,0.00081435-0.00079956i,0.0011955-0.00067163i,0.00042772+3.3802e-05i,-8.3609e-05-0.00012018i,0.00044236-0.00014777i,0.0004237-0.00041985i,-0.00028256-0.00041702i
0.00093455-0.0005016i,0.0010483-0.00035595i,0.0011989-0.00051777i,0.00046908-0.00055101i,-0.0014469+0.00015408i,-0.0025707+0.00074809i,-0.0026553+0.00052223i,-0.00081504+0.00038413i,0.00085745+0.00052993i,0.00066568+0.00025065i,0.0001281-0.00022129i,0.0001403-0.00011042i,0.00016293+2.6207e-05i,0.0004473+0.00013227i,0.00054866+0.00019297i,1.2162e-05-0.00080975i,-0.00022948-0.00079912i,-0.00070458-0.00032777i,-0.0014913-0.00031418i,-0.0009829-4.7551e-05i,-0.0003199+2.535e-05i,0.00032648-0.00019371i,0.0012783-0.00012768i
-0.0009952-0.00017733i,-0.0010301-0.00026584i,-0.0018712-0.00026146i,-0.0026849-0.00039235i,-0.002416+0.00015419i,-0.0015313+0.00063643i,-0.0016185+0.0005851i,-0.0018044+0.00066118i,-0.00070172+0.0010196i,8.2114e-05+0.0006199i,7.3142e-05-0.00034452i,0.00033804-0.00098206i,0.00023728-0.00076617i,0.00019555-0.00016422i,0.00035274+0.00033282i,-0.00026185-0.00062838i,-0.00043073-0.0011733i,0.00010919-0.00027084i,0.00065586-0.00029612i,0.00068833-0.00062366i,0.00046343-0.00028012i,0.0010302-0.00046384i,0.0011219-0.00025813i
0.00076875+3.0312e-05i,0.00054049+0.00082076i,0.00018291+3.2613e-05i,-0.00078718-3.1465e-05i,-0.0025289+0.00048457i,-0.0024036+0.00048751i,-0.0011068+8.4828e-05i,-0.00043865+0.00010273i,7.1862e-05+0.00042825i,0.00071832+0.00062506i,0.00054204+0.0010753i,-0.00017865+0.0012151i,-0.0002649+0.00038018i,-0.00010885+0.00034016i,-0.00033355+0.00092938i,-0.00028606+0.00081534i,-0.0003128+8.576e-05i,-0.00027015-0.0010362i,-0.00053242-0.0018901i,-0.00050144-0.0015559i,-1.6475e-05-0.00036015i,-2.4439e-05+0.00013601i,-0.00023943+0.000252i
-0.00022057+0.0033861i,-0.00054056+0.0027661i,6.6065e-05+0.0023604i,-0.00013596+0.00096838i,-0.00093783-0.00042679i,-0.0016703-0.00070913i,-0.0017234+0.00029653i,-0.0012159+0.0011338i,-0.00037786+0.00058046i,0.00050238+0.00026643i,0.00073924+0.00038219i,-0.00065711+0.00066154i,-0.0014328+0.00079133i,-0.00088554+0.0004604i,-0.00010669+0.00032821i,0.00026014+0.00025045i,-6.0043e-05-8.4048e-05i,-0.00061319+0.00024259i,-0.00090261+0.00029877i,-0.0004369-4.394e-05i,-0.00047746-0.00041163i,-0.00077404-0.00032601i,-0.00077381-0.00016134i
-0.0014813-0.0013315i,-0.00097021-0.0010031i,-0.0015203-0.00094591i,-0.0017386-0.00050874i,-0.0023732+0.00098352i,-0.0012984+0.0017365i,-0.00060447+0.001191i,-0.0010527+0.00047713i,-0.00035427+0.00049155i,0.00035452+0.00048986i,0.00036012-5.0556e-05i,-0.00035696-0.00061757i,-0.00087575+8.3672e-05i,-0.00080978+0.00074349i,-0.00076901+0.00028764i,-0.00028958+0.0003626i,8.2886e-05+0.00041897i,0.00078218-0.0004193i,0.0007033-0.0010479i,0.00011055-0.00076788i,0.00026997-0.0007484i,0.00088836-0.00095322i,0.00080016-0.00054318i
-0.00089893+0.00057388i,-0.00031075+0.0016246i,0.00050145+0.0017553i,-6.0072e-05+0.0014212i,-0.0010541+0.00086392i,-0.00157+0.00037489i,-0.0018478-0.00030399i,-0.00094594+0.00022298i,6.0109e-05+0.00089298i,0.00033429+0.0005487i,7.3221e-05+8.4627e-05i,0.00022996-0.0005879i,-0.00017824-0.00090071i,-0.00057615-0.00090004i,-0.00016023-0.0007108i,-0.00011-0.0005044i,-0.0005727+0.00027462i,-0.00082763+0.00062163i,-0.00067842+0.00059727i,4.9546e-05+0.00097086i,0.0005789+0.00066056i,0.00013562+8.8884e-05i,-0.00056259+0.00053336i
