-0.006924+0.0015745i,-0.0041603+0.0028662i,-0.0018621+0.0018952i,0.00017241-0.00055973i,0.0006462-0.0011425i,0.00014965-0.00068524i,-0.00013319-5.8668e-05i,0.00016708+0.00096741i,0.0010538+0.00069175i,0.00079755-0.00034015i,-0.00032806-0.0010625i,-0.00037866-0.00088436i,0.00034012-0.00079689i,0.00070378-0.00028309i,0.0003324+0.0005784i,-5.5982e-05+0.00078443i,-0.00047949+0.0013717i,-0.00045366+0.0012748i,8.505e-05+0.00027772i,8.5183e-05-0.00070946i,-0.00055775-0.00054773i,-0.0013726-0.0002562i,-0.0011602+9.9864e-05i
-0.0095138+0.0059593i,-0.0042708+0.0032862i,-0.002961+0.00010464i,-0.0016978-0.0022382i,0.0001077-0.0025258i,5.6863e-05-0.0025818i,-0.0005927-0.0018894i,-0.00072606-0.0013178i,-0.00028484-0.0014479i,0.00051558-0.00073629i,0.00029454+0.00016904i,0.00032659+0.00032468i,0.0010703+0.00060803i,0.0014011+1.2659e-05i,0.0010252-0.00057401i,0.00039282-0.00039568i,-0.00026235-0.0002991i,-0.00047967-0.0003695i,-0.00071995-0.0001238i,-0.0001733+0.00062789i,0.00040766+0.00068302i,-0.00016276+6.5675e-05i,-0.00083225-0.00018728i
-0.0032542+0.0083125i,0.0017865+0.0026969i,0.0026674-0.00097237i,0.0021102-0.0022656i,0.00098329-0.0030988i,-0.00020719-0.0034759i,-0.0005271-0.002668i,-0.00013035-0.0014662i,0.00038722-0.0015836i,-5.3451e-05-0.0014754i,-0.00074597-0.00048579i,-0.0010072+0.00071452i,-0.00099018+0.0015978i,-0.00033947+0.0012557i,0.0001501+0.00024127i,6.6896e-05-0.00060169i,0.00038505-0.0010322i,0.0008168-0.00077503i,0.00083621+0.00021955i,0.00046873+0.00078245i,-0.00017912+0.00023499i,-0.00012858+2.7604e-06i,-5.5233e-05-0.00017441i
-0.010461+0.010982i,-0.0036188+0.0078631i,-0.0012638+0.00494i,0.00015343+0.0026235i,0.0013695+0.0012744i,0.0021102-0.00079975i,0.0018463-0.0022843i,0.00083866-0.0013441i,-0.00051878-0.000709i,-0.0011047-0.00067938i,-0.0010532+0.00015906i,-0.0010502+0.00057632i,-0.001037+3.6046e-05i,-0.00044454-0.000208i,0.00029201-0.00041216i,0.0010866-0.00024066i,0.00071475+0.00058984i,-0.0001273-2.3126e-05i,-0.00031646-0.0010544i,-0.00032147-0.00069081i,2.8244e-06-0.00040079i,0.00075066+4.4313e-05i,0.00089752+0.00070703i
-0.011081+0.011382i,-0.0047876+0.0068317i,-0.001773+0.0028195i,-2.7163e-05+0.0016432i,0.0010484+0.00095017i,-0.00013131-0.00024904i,-0.00073422-0.00088566i,0.00046035-0.00072456i,0.00070783-7.2298e-05i,2.4129e-05+2.2245e-06i,-0.00021706+8.2777e-05i,0.00044585-9.7877e-05i,0.00012079-0.00049236i,-0.00047306-0.00028587i,-0.00028614-0.00015598i,-3.6282e-05-0.00030994i,0.0002043+0.00038461i,2.3775e-05+0.0009752i,-4.4306e-06+0.00045635i,0.00043437-9.2266e-05i,0.00018463-0.00065828i,-0.0001873-0.00024868i,3.2839e-05+0.00063188i
-0.010701+0.0079752i,-0.003031+0.0048961i,0.0018865+0.0030039i,0.0029362+0.0013718i,0.0017701-0.00045409i,0.0010263-0.0021402i,0.00044853-0.0024664i,-0.00025451-0.0021435i,3.6568e-05-0.0015146i,-7.1919e-05-0.00094303i,-0.00057584-2.6222e-05i,-0.00082273+0.00063392i,-0.00032323-0.00023244i,-0.00038203-0.00092841i,-0.00011973-0.00054606i,3.607e-05-0.0010176i,0.00046155-0.0014999i,0.00099446-0.0008458i,0.00046731-0.00014618i,-0.00012772-0.000115i,-0.00041331+1.6271e-05i,-0.00029432+0.00047899i,-0.00018875+0.00043775i
-0.0097511+0.0093614i,-0.0037883+0.0075419i,-0.0010032+0.0046246i,0.00061946+0.0022473i,0.00073722+0.00029523i,0.00025057-0.0020628i,0.00037187-0.0023683i,9.8829e-06-0.0014407i,0.00013095-0.001552i,-0.00024795-0.0010725i,-0.0012172-0.00031997i,-0.0007679-1.4958e-05i,0.00080547+0.0007552i,0.0015992+0.00061217i,0.0014555+0.00030266i,0.00088508+0.00038357i,-0.00016919+0.00044745i,-0.00097557+0.00026164i,-0.0015415-0.00042713i,-0.00078178-0.0011318i,-3.0869e-05-0.00051062i,-0.00042228+0.00041222i,-0.00073092+9.643e-05i
-0.0083177+0.0078417i,-0.0029336+0.0040216i,0.00028168+0.0015309i,0.001897-0.00041822i,0.0021129-0.0021768i,0.00089853-0.0027913i,-0.00072551-0.002018i,-0.0010189-0.00053189i,1.8384e-05-5.6421e-05i,0.00032744-0.00045933i,-1.1142e-05-0.00051999i,0.00013823-9.9151e-05i,5.0688e-05+0.00011584i,7.4567e-06-5.3209e-05i,0.0001101-0.00077693i,0.00034588-0.00051595i,0.00026863+0.00039494i,6.2393e-05+0.00043644i,0.00052068-0.00013306i,0.00058114+0.00021712i,1.2354e-05+0.00015162i,9.8741e-05-0.00093138i,0.00027015-0.001281i
-0.0059152+0.010049i,0.00037394+0.0069785i,0.002495+0.0032056i,0.0027494-0.00097984i,0.0024581-0.0033431i,0.0011069-0.0027884i,-9.7833e-05-0.0019753i,-0.00096117-0.0015688i,-0.00122-0.0010167i,-0.00049702-0.00069692i,5.1237e-05-0.00090971i,0.00022006-0.00076065i,0.00014396+0.00026525i,-0.00026872+0.0014858i,-0.0010658+0.0014626i,0.00010629+0.00034651i,0.0012816+0.00018448i,0.00081156+0.00052947i,0.00062753+0.00031539i,0.00072323-2.4113e-05i,0.00056718-0.00047798i,0.00044743-0.00076293i,0.00018371-0.00066532i
-0.00983+0.011562i,-0.0033171+0.008317i,-0.00057852+0.0042736i,0.0010395+0.0016515i,0.0020794-0.00043924i,0.0014095-0.0013854i,0.00023878-0.0012587i,-0.00016196-0.00064055i,0.0001192-0.00064071i,0.00038055-0.00074295i,-8.0118e-05-0.00038812i,-0.0006718-0.00027939i,-0.00080852-0.00019001i,-0.00071034-0.00023898i,-0.00017336+2.1396e-05i,0.00078788+0.00031494i,0.00013767-0.00045062i,-1.0505e-05-0.00082288i,0.00079733-0.00011228i,0.00065902-0.00012554i,0.00054932-4.8948e-05i,0.00065691+0.00029542i,0.00060031+2.1807e-06i
-0.0092512+0.0067714i,-0.0039902+0.0044899i,-0.0011041+0.0010317i,-0.00059292-0.00072181i,-0.0013091-0.0015348i,-0.001282-0.0022089i,-0.00071053-0.0021428i,-0.00088028-0.00081188i,-0.00055853+0.00034311i,-0.00019924+0.00077624i,-0.00010401+0.0012284i,0.00080328+0.0015375i,0.0012113+0.0011714i,0.00072728+0.00065318i,0.00022564+0.00054411i,-0.000209+0.00070279i,-0.00098401+0.00033651i,-0.00023825-0.00017082i,0.00061425+0.00012162i,-0.0003359+0.00045441i,-0.00040933+0.0001541i,0.00050403+7.8576e-05i,0.00095919+0.00018156i
-0.0088845+0.0060887i,-0.0029548+0.004431i,-0.0003134+0.0031693i,-0.00040226+0.0015719i,-0.00060774-0.00096733i,-0.00044612-0.0022092i,-0.00052435-0.0014584i,-0.00046516-0.00098574i,-0.00011121-0.0011065i,-9.5375e-06-0.00063939i,-0.0002272+0.00015702i,-0.00036761+9.7995e-05i,-0.00027958+1.8188e-07i,0.00017228+9.3573e-06i,0.00054199+5.7424e-05i,0.0005789-0.00028764i,0.00041577-0.00024389i,0.00036257+4.7262e-05i,8.3771e-05+0.00047673i,-0.00026866+0.00019775i,-0.00017081-0.00062129i,0.00024952-0.00011372i,0.00014814+0.00045663i
-0.009046+0.0091383i,-0.0031458+0.0067494i,-0.0012315+0.0051024i,0.00048754+0.0027342i,0.0021591-2.2949e-05i,0.0018066-0.0014089i,0.00061145-0.0015164i,-0.00023406-0.00097483i,-0.0010485-0.00027704i,-0.00076426-0.00018177i,0.00042391-6.1691e-05i,0.0010606+0.00043012i,0.00068066+0.00087861i,0.00027373+0.00060561i,0.0010086-0.00017874i,0.0010637-0.00037111i,1.146e-05-7.5255e-05i,5.0607e-05+0.00043218i,0.00030562+0.00090274i,0.00034866+0.00072288i,0.00045418+0.0001252i,0.00050645+0.00014158i,0.00075346+0.00016555i
-0.008541+0.0082516i,-0.0026391+0.0048702i,-0.00072691+0.0021597i,-0.0013917+0.00016541i,-0.00040524-0.0015176i,0.00064179-0.002917i,0.00021727-0.0031412i,-8.8814e-05-0.0017378i,-1.7169e-05-0.00012278i,9.6322e-06-0.00049009i,0.00015507-0.00087887i,0.00021917-0.00052956i,-0.00045868-0.00012673i,-0.00047173+2.0525e-05i,0.00024803-0.00017266i,0.00078166-0.00037198i,0.00082205-0.00015756i,-5.3987e-05+0.00038402i,-0.00066373-8.686e-05i,-5.8101e-05-0.00025263i,0.00010428+0.00036187i,-0.00020699+0.00036618i,-0.0001879-0.0001964i
-0.007722+0.0066197i,-0.00088509+0.0041886i,0.0016796+0.0020163i,0.0023618+0.00028434i,0.0024769-0.0015387i,0.0017542-0.0032313i,0.001227-0.0030061i,0.00065325-0.0016741i,0.00027426-0.0010795i,-0.00019912-0.00049234i,-0.00035696+0.0004753i,0.00010418+0.00074841i,-0.00041766+0.00041444i,-0.00083189+0.00026898i,-0.00023379+5.8985e-05i,0.0007416+0.00031075i,0.00094508+0.00072062i,0.00020513+5.0238e-05i,-0.00062573-0.00043046i,-0.00098581-9.0744e-05i,-0.00020432+7.0588e-05i,0.00077395-0.00037388i,0.00076135-0.00070824i
-0.0068887+0.010255i,-0.0018172+0.0070011i,0.00033006+0.0034627i,0.0019275+0.0014423i,0.0024914+4.6302e-05i,0.00067044-0.0015263i,-0.00041692-0.001981i,-0.00018219-0.0015217i,0.0006979-0.00088903i,0.00028942-0.00049052i,-0.00026906+0.00011628i,-0.00047076+0.00069939i,-0.00014394+0.00049715i,0.00059747+0.00037918i,0.00030233+0.00024532i,0.00047406+0.00052286i,0.00046103+0.0011065i,0.00058128+0.00053524i,0.00059484-0.00040375i,0.00028459-9.2957e-05i,7.2926e-05+0.00032286i,2.1605e-05+0.00026106i,-6.7452e-05-0.00063652i
-0.0082592+0.0095419i,-0.0024967+0.0052763i,-0.0003534+0.0023022i,0.00017922+0.00046989i,0.001097-0.0015392i,0.00082852-0.0026339i,0.00010744-0.0017047i,-0.00022119-0.00058092i,-0.00034289-0.00029262i,-0.00060388+0.00014294i,-0.00039904+0.00057935i,-0.00056162+0.00035149i,-0.0008172-0.00010138i,-4.9499e-05+0.0003843i,0.00033057+0.00049819i,4.898e-05-0.00069608i,0.0002467-0.0014323i,0.00063232-0.00049413i,0.00078429+0.00053155i,0.00028934+0.00060512i,-0.00026233+0.0008254i,0.0002608+0.00053882i,0.0011337-0.00039737i
-0.0052709+0.0084469i,-6.1626e-05+0.0048859i,0.0029379+0.00060957i,0.0021075-0.0029228i,0.001018-0.0036341i,-0.00031562-0.0030912i,-0.0015411-0.0027605i,-0.0016445-0.0015622i,-0.0010635-0.0011919i,-0.00032338-0.001109i,-0.00027022-0.0003171i,-0.00042624+7.1479e-05i,-0.0007245+0.00049973i,-0.00048024+0.00088322i,0.00070619+0.00057693i,0.001559+0.00010066i,0.0011797-0.00047585i,0.0011888-0.00035615i,0.0010301+0.00025695i,0.00037864+0.00023733i,0.00057568+0.00054153i,0.00093239+0.00031323i,0.00057747-0.00013738i
-0.0092161+0.0084592i,-0.003187+0.0068469i,-0.00062746+0.0042048i,0.00014837+0.0021133i,0.00037812-0.00015005i,0.00044073-0.00096221i,0.00053749-0.00052781i,0.00052158-0.0011104i,0.0006743-0.0019154i,0.00068117-0.001187i,0.00023647-0.00044006i,-0.00019975-0.00021024i,0.00037122+0.00016336i,0.00026594+0.0003509i,-0.00015979-3.6275e-05i,-6.1696e-05-0.00034681i,-0.00047326+0.00010507i,-0.00087166+0.00047031i,-0.00015253+1.9965e-05i,0.00079539-3.0344e-05i,0.00093117+0.00064041i,0.00031437+0.00062295i,-0.00031866+8.9973e-05i
-0.0071738+0.0085212i,-0.0033558+0.0044605i,-0.0018628+0.0015494i,-0.0010915-0.00021142i,-0.00034774-0.0020198i,0.00034731-0.0025932i,3.8211e-05-0.0018158i,-0.00088928-0.00093983i,-0.0012256-0.00087196i,-0.00088207-0.0011167i,-0.0006474-0.00061152i,-0.00086195+2.9119e-05i,-0.00083982+0.00010077i,4.0308e-05+0.00019183i,0.00082323+0.00018357i,0.0011521-0.00067206i,0.0013012-0.00085265i,0.00045516-7.0356e-05i,-0.00051661+0.00074657i,5.224e-05+0.0013889i,0.00050815+0.0012756i,0.00058648+2.5723e-05i,0.00053351+5.6674e-05i
-0.0074974+0.0074025i,-0.0016198+0.003572i,0.0011523+0.00077375i,0.0020786+8.7444e-05i,0.0019721-0.0017327i,0.0015407-0.0030753i,0.00037671-0.0025254i,-0.0003869-0.0012611i,-0.00023271-5.8633e-05i,-0.00037192+0.0011061i,-0.00083425+0.0015146i,-0.00097325+0.00056276i,-0.00049509-0.00010881i,-0.00064249-0.00026799i,-0.0005255-0.00045471i,0.00027426-0.00032549i,0.00038029-0.00045063i,0.00042192-0.00049007i,0.00022122+9.0114e-05i,-0.0003865+0.00034706i,-0.00022618+0.00072417i,0.00038283+0.00061939i,-5.161e-05-8.0406e-05i
-0.0072222+0.0089035i,-0.00080196+0.0062228i,0.0012128+0.0040041i,0.00079716+0.001669i,0.0010196-0.0019121i,0.0010923-0.0032648i,0.00068561-0.0019176i,0.00060151-0.00071252i,-8.6503e-05-0.0011149i,-0.001012-0.001014i,-0.0013027-0.00031207i,-0.00093384-0.00057255i,-0.00010926-0.00023592i,0.00063329+0.00017315i,0.00075168-0.00012395i,0.00036169+3.368e-05i,0.00049497+0.0009048i,0.00049869+0.0010274i,0.00054006+0.00041304i,-6.0544e-05+9.451e-05i,8.9134e-07+0.00011345i,0.00034212+4.9962e-05i,0.00059527+0.00024299i
-0.0084912+0.0095567i,-0.0016723+0.0069788i,0.00073993+0.0034701i,0.0011874+0.00084257i,0.0012743-0.0013533i,0.00052326-0.0029649i,-0.00013844-0.0020905i,-0.00053979-0.00102i,-0.00076283-0.0011848i,-0.0004407-0.00018778i,-0.0004604+0.00053735i,-0.00018223+0.00012414i,0.00050892+0.00034362i,0.000648-0.00017794i,0.00032373-0.00079683i,-0.00027902-0.00080584i,6.8672e-05-9.7083e-05i,0.0003937+0.00072287i,-7.4876e-05+0.00098717i,-9.6328e-05+0.00099971i,8.0432e-05+0.00017841i,5.3765e-05-0.0003048i,0.00049236+9.0107e-05i
-0.0063993+0.011161i,-0.00033138+0.0069821i,0.0019069+0.003754i,0.0029697+0.0010293i,0.0035378-0.0022829i,0.0021848-0.003604i,0.0009528-0.0027676i,0.0003597-0.001672i,-0.00021057-0.00034202i,-0.00057247-0.00021662i,-0.00042413-0.00070635i,2.2106e-05-0.00028055i,0.00010879-4.2077e-05i,0.00053253+0.00027459i,0.00031094+0.00064412i,-0.00011305+0.00057516i,0.00048121+0.00027439i,0.00049626+7.6164e-05i,-0.00041222+0.00055246i,-0.00052378+0.0010063i,-0.00034527+0.00076487i,0.00044501+0.0001447i,0.000706-0.00015956i
-0.0081435+0.0087109i,-0.0030217+0.0064067i,-0.00068062+0.0035644i,0.00020465+0.0013835i,0.00020365-0.00012991i,1.6316e-05-0.0010842i,4.353e-05-0.0015328i,-7.6859e-05-0.0010963i,-0.00018306-0.00048624i,0.00015183+6.5131e-05i,1.4513e-05+0.00055817i,-0.00083527+0.00054532i,-0.00085399+0.00042567i,-0.00016692+1.2564e-05i,0.00037953-0.0008806i,0.00085656-0.00053055i,0.0005207-5.0146e-05i,-3.7395e-05-0.00019018i,0.00029007-0.00021824i,0.00063217-0.00049914i,8.7028e-05-0.00022354i,-0.00028931+0.00034248i,-7.973e-05+0.00036667i
-0.011536+0.007873i,-0.0056175+0.0038844i,-0.0033968+0.0010303i,-0.0020706+0.0006989i,-0.00091184+0.00042495i,-0.00011406-4.3416e-05i,0.0002983-0.00070984i,-4.6733e-05-0.0012092i,-0.00048905-0.00078898i,-0.00037456+1.7881e-05i,-0.00063741-0.0001721i,-0.00066307-0.00075328i,0.0001927-0.00096868i,0.00038437-0.00059171i,0.00034364+0.0001342i,0.0008573-0.00017649i,0.00072224-0.00069065i,-2.2857e-05-0.00010599i,-0.0002648+0.00077149i,3.084e-05+0.0006765i,0.00043818-0.00018421i,0.0006033-0.0005174i,0.0011541-0.00024796i
-0.0063196+0.0070669i,0.00048897+0.003955i,0.002472+0.0010761i,0.00072018-0.00093593i,-0.00071824-0.0033417i,-0.00089414-0.0039979i,-0.00028071-0.0023253i,-0.00032111-0.00064913i,-0.00012625-0.00081877i,-8.6294e-05-0.001476i,-0.00048302-0.00027575i,-0.00043099+0.00093976i,-1.314e-05+0.001431i,8.3527e-05+0.0018685i,-0.00017326+0.00081559i,0.00035642-2.431e-05i,0.00099117+0.00037953i,0.0012084-0.0002145i,0.00071824-0.00026721i,-4.84e-05+0.00063609i,0.00036337+0.000955i,0.00044292+0.000151i,-7.9803e-05-0.00041542i
-0.0079968+0.0080783i,-0.00263+0.0061207i,-0.001377+0.0026774i,-0.00065791+0.00051062i,0.000778-0.0012713i,0.00082526-0.0021077i,0.00054547-0.0011194i,0.00014323-0.00074381i,-0.00068727+2.5127e-05i,-0.00091453+0.0005813i,-0.0002764+0.00046164i,0.00053017+0.00067742i,0.00051827+0.0014826i,0.00063918+0.0012839i,0.0012208+0.00057936i,0.0009491+0.00071547i,0.00039501+0.00082755i,0.00078277+0.00065261i,0.00079763+0.00076094i,0.00024766+0.0005119i,0.00050932-0.00023716i,0.00074064+0.00028717i,0.00056849+0.0003665i
-0.0078475+0.0071206i,-0.0026271+0.0045593i,-0.0007866+0.0021846i,-0.00058476+4.1296e-05i,0.0005569-0.0016525i,0.00048853-0.0017809i,-0.00053817-0.001396i,-0.00010801-0.0011838i,0.0006423-0.001226i,0.00013833-0.0012791i,-0.00065994-0.00030957i,9.5847e-05+7.8645e-05i,0.00059092+0.00051391i,0.00041071+0.00042384i,0.00051187+0.00013323i,4.6328e-05+0.00048952i,8.5932e-05+0.00025059i,0.00031025-7.7531e-05i,-0.00032404-8.048e-05i,-0.00051561+0.00024614i,-0.00052401+0.0001506i,-0.00073074-0.0005825i,-0.0008774-0.00057284i
-0.010516+0.0075059i,-0.005007+0.003996i,-0.0018008+0.0017664i,-0.00059996+0.00062146i,0.00020716-0.000814i,0.00029233-0.0020254i,-9.7973e-05-0.0023534i,-0.00023437-0.001367i,0.00042646-0.00032478i,0.00079348-0.00058076i,0.0002553-0.00054958i,-0.0004098-0.00019796i,-0.00088905-3.4968e-05i,-0.00046993+0.00034886i,6.5869e-05+0.00039511i,0.0001884+0.00053747i,0.00013652+0.00059873i,-8.3591e-05+0.00079922i,-0.00026124+0.00029782i,-0.00026269-0.0007797i,-0.00025541-0.00038449i,-0.00027692+0.00014089i,-0.00012973+9.0403e-06i
-0.0067505+0.0068285i,-0.00015943+0.0044095i,0.0016919+0.0026498i,0.0016013+0.00077358i,0.0011419-0.00085632i,0.00077532-0.0017403i,3.2238e-05-0.0018114i,-0.00054133-0.0014076i,0.0005207-0.00066491i,0.00061113-0.00072174i,2.5132e-06-0.00057493i,0.00020103+0.00034242i,0.00030488+0.00029576i,-2.8441e-05-0.00013684i,-0.00048151-2.5268e-05i,-0.00096408-0.00047758i,-0.00061634-0.00036345i,-4.4962e-05+0.00013148i,-0.00022834+0.00018792i,-0.00038474-9.182e-05i,-0.00063229-0.00020793i,-0.00030437-0.00023543i,0.00025323-0.00042273i
-0.0063074+0.0086045i,-0.00088593+0.0059322i,0.00099323+0.0030318i,0.00048889+0.0010491i,0.00080716-0.0015502i,0.0011398-0.0030499i,0.00058937-0.0025088i,6.5987e-05-0.00064772i,0.00017504-0.0001731i,-8.0034e-05-0.00036556i,-0.00033464-0.00064419i,-0.00055299-0.00030566i,-0.00031775+0.00011439i,-7.7213e-06-0.00084965i,-0.00027952-0.0012106i,0.0001005-0.00038252i,0.00046861+0.00021164i,0.00058672-0.00029452i,0.0010815-0.00095392i,0.0011421-0.00019022i,0.00074314+0.00028208i,0.00081291+0.00021009i,0.00044085+0.00074861i
-0.005854+0.0087164i,-9.7195e-05+0.006128i,0.0013538+0.003147i,0.0011164+0.00044713i,0.0012082-0.0010695i,0.00061607-0.002513i,-0.00037041-0.0024812i,-0.000933-0.0010173i,-0.00091788-0.0002907i,-0.00040052+0.00015099i,0.00021041+2.8564e-05i,3.1558e-06-0.00011143i,-6.4598e-05+0.00042804i,0.00062092+0.00080425i,0.00045675+0.00095467i,6.338e-05+0.00077153i,0.00036856-1.5596e-05i,0.0009145-0.00025477i,0.0006547+2.3088e-05i,0.00072584+1.4652e-05i,0.00054877+0.00025775i,-1.7762e-05+0.00074845i,1.2391e-05+0.00065679i
-0.0062376+0.0086074i,-0.0023036+0.006522i,-0.00064726+0.0034976i,0.00077278+0.00017074i,0.0011595-0.0017365i,0.00075043-0.0020416i,0.00028436-0.0014547i,-0.00042343-0.0010534i,-0.00047021-0.00034403i,9.9032e-05-0.0004258i,-5.5318e-05-0.0008614i,-0.00096262-0.0013097i,-0.0010638-0.001117i,-0.00025863-0.00036406i,0.00036039-0.00027139i,0.00083806+0.00023806i,0.0011534+0.0011162i,0.00064597+0.00059734i,0.00064098-0.00057219i,0.00088608-0.00013516i,0.001267+0.00048669i,0.0014407+0.00041558i,0.00060877+0.00086744i
-0.0045558+0.0052751i,-0.00058272+0.0024484i,0.00023974+4.8379e-05i,0.0002663-0.0014114i,0.00014938-0.0024301i,-0.00012284-0.0028597i,-0.00017795-0.0025065i,-0.00028554-0.0013911i,-0.0006262-0.00045309i,-0.00063542-0.0005078i,-0.00010653-0.00026117i,0.00046334-8.3834e-05i,0.0012765-6.36e-05i,0.0012011+0.00060429i,0.00028939+0.00075124i,-0.00012803-0.00013154i,0.00042099-0.0013267i,0.00064605-0.0011523i,0.00017162-0.00069983i,0.00032561+5.7802e-05i,0.00047617+0.0013775i,0.00016092+0.00091177i,2.6782e-06-0.00015041i
-0.0066025+0.006211i,-0.0021545+0.0037324i,-0.00053612+0.0016753i,0.00058763+0.00066162i,0.0014838-0.00059837i,0.0009983-0.00171i,0.00037642-0.0019081i,0.00016017-0.0010127i,6.8838e-06+0.00020884i,0.0002895+0.00017089i,3.4676e-05+0.00039653i,0.00015289+0.00032857i,0.00040848+0.00078262i,0.00050503+0.00011385i,0.001326-0.000993i,0.0013377-0.00018013i,0.00082983+7.4078e-05i,0.00046598-5.4348e-06i,-0.00021189-0.00042772i,-0.00035876-0.00068042i,0.000983+0.00026406i,0.0012912+0.0005866i,6.3571e-05-7.6995e-05i
-0.0064347+0.0090567i,-0.00044863+0.0070136i,0.00085091+0.0044536i,0.0012748+0.0018375i,0.0016153-0.00086677i,0.00070522-0.0020998i,-0.00045429-0.0016943i,9.429e-05-0.00016328i,0.00022427+0.00020397i,-0.00011557-0.00041152i,-0.00060456-0.00077205i,-0.00041797-0.00082854i,-0.00037356-5.8873e-05i,-0.00038871+0.0002774i,0.00019473+0.00071384i,-6.6919e-05+0.00051112i,-0.0003466+7.5561e-05i,0.00024143+0.00020882i,0.00070997+0.00071984i,0.00043739+0.00067621i,0.00055255-0.00025416i,0.00063081-0.0013958i,0.00018856-0.0012623i
-0.0079661+0.0086702i,-0.0034697+0.0070068i,-0.0011823+0.0041702i,0.0011103+0.0022289i,0.0026557+0.00029299i,0.0019797-0.0012048i,0.00036659-0.002003i,2.2881e-05-0.0015148i,0.00043205-0.00058244i,0.00014317-0.00015282i,-2.0834e-05-0.00051959i,0.00044293-6.7055e-05i,0.00061137+0.00043643i,0.00082751+0.00033389i,0.00096733-8.5916e-05i,0.00052048-0.00042878i,0.00023384-9.9923e-05i,0.000292+0.00012419i,-2.2669e-05+0.00079047i,-0.0005338+0.00075373i,-0.00070702+0.00046202i,-0.00065869+0.00037788i,2.8089e-05-7.366e-05i
-0.0084382+0.0065788i,-0.0044343+0.0044324i,-0.0016617+0.0018657i,-0.00033936+0.00012533i,0.00079005-0.0012214i,0.0010097-0.002247i,0.00030656-0.0024435i,-0.00095496-0.0010532i,-0.0015029+7.4595e-05i,-0.00098978+0.00028078i,-0.00087327+0.0011502i,-0.00016463+0.0011429i,0.00044441-0.00035945i,0.00056513-0.00077405i,0.00091566-0.00048476i,0.00082948-0.0003777i,0.00062711-0.00086652i,0.00033736-0.00080623i,-0.00044634+0.00035938i,-0.00049123+0.00069093i,-0.00034469+0.00038005i,0.00023382-0.00025963i,0.00058507-0.00022002i
-0.0056641+0.0060051i,-0.0003006+0.0035053i,0.00070715+0.0019389i,0.000536+0.00065676i,0.0012296-0.00098581i,0.00054914-0.0010898i,-0.00012466-0.00035892i,-0.00037166-0.00090355i,-6.2959e-05-0.0012458i,0.00012203-0.00057262i,-0.00059156+0.00031535i,-0.00040311+0.00073766i,0.00024425+0.0010322i,0.00029273+0.0011262i,0.00040748+0.00077622i,0.00080556+0.00069531i,0.00077913+0.00038386i,8.0715e-05+0.00017839i,-0.00031039+0.00031445i,0.00069149-0.00036809i,0.0010201-0.00080364i,-8.735e-05-0.00068982i,3.8905e-05-0.00076631i
-0.0084065+0.0058998i,-0.0040029+0.0038312i,-0.0015467+0.001856i,-0.00042202+2.7986e-05i,0.000441-0.00045423i,0.00065588-0.001038i,0.00038532-0.0018732i,-0.00058524-0.0019061i,-0.00092599-0.0011159i,-0.00049409-0.00048451i,-0.00043901+0.00014526i,-0.00089968+0.00011613i,1.0726e-05-0.00035374i,0.0010902-0.00056947i,0.00067502+0.00042019i,0.0001485+0.0010098i,0.0002908+0.00078159i,0.00035969+0.00019083i,0.00065172+5.8716e-05i,0.0006739+0.0005264i,-0.00040727+0.00071781i,-0.00095575+9.7486e-05i,-0.00028168-0.00028858i
-0.0069068+0.0037919i,-0.0028405+0.0021671i,-0.0011494-0.00036007i,-0.00072199-0.0013816i,-0.00043023-0.0019178i,-0.00055873-0.0025476i,-0.00058607-0.0023571i,-0.00040743-0.0012572i,-0.00050924-0.00056677i,-0.00072431-7.4772e-05i,-0.00022355+0.00025783i,7.0589e-05+0.00054405i,-0.00041637+0.00078728i,2.7191e-05+0.0010254i,0.00063273+0.0011343i,0.00018274+0.00042869i,0.00065071-0.00032435i,0.0006269-0.00021307i,0.0004758-7.9278e-05i,0.0006651-0.0002305i,-1.4192e-05+0.00036608i,-0.00028667-0.00055776i,-0.00011113-0.0014562i
-0.0074317+0.0058346i,-0.002535+0.0036568i,-3.0644e-05+0.0025369i,-0.00013282+0.00073716i,7.3718e-06-0.0012535i,0.00070576-0.0020757i,0.0001944-0.0017934i,-2.8294e-05-0.001153i,0.00049235-4.2744e-05i,0.00013628+0.00078309i,-0.00042277+0.00072433i,-0.00034497+0.00051031i,-0.0003081+0.00065608i,-0.00012729+0.00033526i,0.00063235-9.2518e-05i,0.0013599-0.00052215i,0.0014749-0.00055512i,0.000536-0.00028855i,-0.00032357-4.1482e-05i,-0.00084354+0.00023886i,-0.0007975+0.00015505i,-2.8882e-05-0.0002089i,0.00047464-0.00032172i
-0.0076746+0.0078062i,-0.0018588+0.0067086i,2.0168e-05+0.0041308i,0.00037518+0.0013872i,0.00060556-0.00021874i,0.000354-0.0010263i,0.00017378-0.0016571i,0.00019859-0.0012239i,-0.0001108-0.0007311i,4.9526e-06-0.00093592i,0.00056844-0.00091909i,0.00088867-0.00066828i,0.00082668+0.0003492i,0.00063075+0.0010416i,0.000163+0.00090681i,-0.00016024+0.00089155i,-5.35e-05+0.00098436i,-0.00010036+0.00043997i,0.00028425+0.00019391i,0.00026715+0.00051855i,-0.00018959+0.00055743i,-0.00071138+0.00027446i,-0.00024127-0.00028746i
