-0.0034466-0.00038376i,-0.0031415+0.00028835i,-0.0038286+0.0017346i,-0.0023098+0.0021398i,-0.0012653+0.0026841i,-0.00075411+0.0024675i,-0.00014684+0.0026164i,0.00057382+0.0023301i,0.00087715+0.00086516i,0.0013352+0.00029535i,0.0016114+0.00014821i,0.00085617-0.00033616i,0.00074017-0.0012336i,0.00196-0.0015016i,0.0021929-0.00048255i,0.00083057-0.0005434i,0.00040145-0.00098802i,0.00084802+7.3974e-05i,0.00062786+0.0010057i,-0.00072412+0.00034849i,-0.0011251-0.00025334i,-0.00039894-8.5357e-05i,-0.00024548-7.7591e-05i
-0.00033479-0.00097635i,0.00030464-0.0015216i,0.00060939-0.00098666i,0.00074462-0.00046006i,0.00081771-0.00025468i,0.00087798+0.00063494i,0.00056888+0.0016382i,4.0638e-05+0.0011827i,2.6765e-05-0.00016036i,0.00039714-0.00081094i,0.00078835-0.00085019i,0.0010819-0.00030528i,0.0012134+0.00036155i,0.0011942+0.0002741i,0.00069419+0.00085928i,-8.9968e-06+0.0011i,-0.00019334+0.00012656i,0.00016185-7.3654e-05i,0.00059296+0.00040255i,0.000923+0.0010485i,0.00092297+0.0010133i,0.00094847+6.2926e-05i,0.00029019-0.00014274i
-0.00064996-3.3571e-05i,0.0012792-0.00016954i,0.0010125-0.00069537i,-0.00073807-0.00034796i,-0.00083714+0.00013019i,-0.00052207+0.0011117i,-0.00098059+0.0010882i,-0.0009204+0.00069177i,-0.00086707+0.0005665i,-0.00029839+0.00034397i,0.00035821+0.0007426i,0.00038924+0.00042272i,0.00078009-0.00062065i,0.0010776-0.00046333i,0.00098194+0.00035614i,0.00016089+0.00038768i,-0.00045496+0.00017123i,-0.00013322+0.00037623i,-0.00010721+0.00038387i,-0.00079326-8.0263e-05i,-0.0014239-5.6038e-05i,-0.00092076+0.00024237i,-7.7864e-05-0.00017587i
0.0013003-0.0017948i,0.0010599-0.0019155i,0.00047485-0.00085196i,0.0010064-0.00016257i,0.0003249+0.00085424i,-0.0012013+0.0015486i,-0.0012702+0.0014882i,-0.0005932+0.0010856i,-0.00022225+0.0005286i,0.00034442+0.00086134i,0.00054606+0.0011287i,0.00046515+0.00057423i,0.00050434+0.0002163i,0.00071109+0.00030106i,0.00099606+0.0004456i,0.00069771+0.00028432i,0.00063472-3.3895e-05i,0.00029277-0.00023324i,-0.00034467-0.00020615i,-2.4199e-05-0.00041715i,0.0001365-0.00043371i,-0.00024096+3.964e-05i,-0.00021836+0.00028505i
0.0011454-0.0016204i,0.00066285-0.0017665i,4.7785e-05-0.0014598i,-0.00057794-0.0011294i,-0.00095458-0.00054453i,-0.0011957+0.00082237i,-0.00091913+0.0014318i,-0.00036723+0.001154i,0.00042176+0.00099875i,0.0011166+0.00024503i,0.00082995-0.00015988i,-4.3077e-05-0.00048706i,-0.00020323-0.00068403i,0.00010214-0.00037728i,0.00035378+0.00024158i,-0.00024518+0.00034485i,-0.00099621-0.00026503i,-0.0009848-0.00049683i,-0.0011566-0.00087528i,-0.00090982-0.0011339i,-0.00056296-0.001037i,-0.0003652-0.00076042i,0.00032521+2.0484e-05i
0.001507+0.0021298i,0.0022495+0.001261i,0.0025414+0.00028573i,0.00068632-0.00043376i,0.00012236-0.00047561i,-0.00024786+0.0005516i,-0.0010889+0.0021185i,-0.00064155+0.0026396i,0.00062302+0.0015565i,0.00091597+0.00037118i,0.00013354+0.00010843i,-0.0010305-0.00013064i,-0.0017981-0.00012883i,-0.0011807-0.00041733i,-0.00044911-0.00077504i,-4.4074e-05+6.4111e-05i,-4.164e-05+0.0006414i,-0.00021404-6.4441e-05i,-0.00073903-0.00015188i,-0.00019346+0.00090986i,0.00054352+0.0011053i,0.00041706+0.00089314i,7.7812e-05+0.00073274i
-0.00012045-0.00083709i,-9.4336e-05-0.0012807i,-7.1595e-05-0.0012084i,-0.00012731-0.00053016i,-0.0011093+0.00019759i,-0.0016406+0.00043813i,-0.0012262+0.0005781i,-0.00094984+0.00063859i,-0.0010587+7.5384e-05i,-0.0011152-0.00044934i,-8.3475e-05-0.0001262i,0.00076038+9.36e-05i,0.00067671-0.00010234i,-4.1922e-05-1.3552e-05i,-0.00031363-0.00033185i,0.00027008+0.00015017i,0.00026649+0.00075721i,-0.00013272+0.00091864i,-0.00011845+0.00095072i,0.00028949-2.5712e-05i,0.00033196+7.8542e-05i,-0.00017942-1.5793e-05i,-0.00010822+0.0003096i
0.00076702-0.0016164i,-0.00024872-0.0020365i,-0.0004697-0.0013731i,-0.00025638-0.0011873i,-0.00071376-0.0011896i,-0.0012006+9.7487e-05i,-0.0011607+0.0018467i,-0.00090664+0.0014684i,0.00025581+0.0001072i,0.0010421-0.00046943i,0.0011267-0.00035619i,0.00093633-0.00034734i,0.00074037-0.00015067i,0.00069058+0.00044092i,0.00049508+0.00061826i,0.00025482-0.00036105i,0.00019941-0.00086522i,0.00011784-0.00033624i,0.00011364-5.1736e-05i,0.00046549-0.00010778i,0.00018579+7.9703e-05i,-0.00049295-1.0836e-05i,-0.00070208-0.00016722i
0.0026553-0.0002878i,0.003226-0.00079735i,0.0027294+8.8237e-05i,0.0012519+0.00028031i,-0.00026373+0.00016601i,-0.0018123+0.0010863i,-0.0020617+0.0022376i,-0.0013468+0.0019713i,-0.00046136+0.00056898i,0.0004801-2.2091e-05i,0.00096413+0.00022745i,0.00061941+3.3638e-05i,0.000127-0.00071482i,-0.00077931-0.00049731i,-0.0013702+3.6889e-05i,-0.00054721-0.00053051i,0.00033506-0.001001i,0.00035978-6.8177e-05i,0.00010201+0.00041935i,0.00080724+0.0003981i,0.0011337+0.00035295i,0.00066809+9.6721e-06i,0.00032784-0.00018234i
0.0019885-0.00047564i,0.0022301-0.00086028i,0.0018817-0.0010752i,0.00077244-0.0013819i,-0.00028249-0.0011731i,-0.0010974+0.000593i,-0.0014075+0.0025156i,-0.00091056+0.0020202i,-3.4892e-05+0.00039249i,0.00030485-0.00094649i,0.00035874-0.001074i,7.7154e-05-0.00050137i,-0.00035131-0.00016637i,-0.00039304+0.00049554i,0.0001944+0.0010717i,-0.00010841+0.00063346i,-7.2387e-05-0.00018232i,-0.0001055-0.00012386i,-0.00030402+0.00038147i,0.00028195+0.00056819i,0.0010259+0.00062945i,0.0010462+0.00057423i,0.00070638+0.00048479i
0.0016453-0.0019559i,0.00022741-0.0027712i,-0.0005091-0.0030072i,-0.00059333-0.0013805i,-0.0010158+0.00017857i,-0.00098831+0.0010843i,-0.00079552+0.0012974i,-0.001047+0.00068313i,-0.00047386-0.00022703i,-0.00012643-0.00067974i,-0.00050779-0.00064866i,-7.2955e-05-0.0003613i,0.0002229+0.00029177i,-9.828e-05+0.0010709i,-0.00024324+0.00085007i,-5.364e-05+0.00034931i,0.00022031+0.00016327i,8.156e-05-5.5117e-05i,0.00041126-0.00022922i,0.0008437-0.00040489i,0.001108-0.00067744i,0.00085094-0.0006682i,0.00030986+0.00026328i
0.0010768+0.000926i,0.00085291-0.00035305i,0.0010109-0.0008645i,0.00098563-0.00015467i,0.00057602+0.00090549i,-0.00041246+0.0011976i,-0.0015825+0.001322i,-0.00097729+0.001235i,-0.00029702+9.8069e-05i,0.00023634-0.00092312i,0.00027032-0.00077365i,-0.00059095-0.00030466i,-0.001086+0.00016942i,-0.0012968+0.00026144i,-0.00055948+2.7774e-05i,0.00011446-0.00024471i,0.00015046-0.00091734i,-5.6137e-05-0.00013069i,3.3537e-05+0.0011219i,-3.4809e-05+0.0011524i,-0.00030155+0.00046181i,-0.00033225+0.00040154i,0.00026064+1.309e-05i
0.0014343+0.00054848i,0.0023148-9.6595e-05i,0.0029844-0.00068221i,0.0010834-0.0005191i,-0.0011848-0.00069293i,-0.0021629-0.00039966i,-0.0018154+0.00048978i,-0.00072941+0.00075567i,0.00040949+0.00070518i,0.0011287+0.0004219i,0.00016492-0.00010923i,-0.00061874+0.00028665i,-0.00035634+0.00026865i,-6.7447e-05+0.00045213i,-0.00035636+0.00040129i,-0.00081479+0.00029568i,-0.00049939+0.00083515i,-0.00046316+0.00036546i,-5.8449e-05+6.4604e-05i,0.00103+0.00035721i,0.00088843-0.00017172i,0.00022486-0.00075127i,-0.00039503-0.00064473i
0.0006243-0.00059972i,0.00068341-0.00057151i,0.0012422-0.00041088i,0.00085917-0.00026778i,0.00069666-1.4059e-05i,-0.00010582+0.0012413i,-0.0018877+0.0020762i,-0.001364+0.0017064i,0.00031825+0.0002162i,0.00080593-0.0006854i,0.0010814-0.00025375i,0.00095398-0.0003163i,0.0002278-0.00043236i,0.00020319-0.0001897i,0.00027058-0.0003265i,-1.7028e-05-0.00085665i,-0.00033888-0.00067608i,-0.00035552-0.00011286i,-0.00051364+0.00014657i,-0.0003167+0.00039783i,0.00044259+0.00087338i,0.00047489+0.00081406i,-0.00013212+0.00064574i
0.0023354+0.0016808i,0.0022818+0.00025637i,0.0018536-0.001253i,0.0015516-0.0016132i,0.00060886-0.0012248i,-0.00053105-0.00058061i,-0.00084572+0.0009177i,0.00036564+0.0015987i,0.00092666+0.00042171i,-0.00015318-0.0012692i,2.0366e-05-0.0015777i,-7.7172e-05-0.00061101i,-0.00042058+0.00015669i,-0.00035408+0.00020769i,8.4071e-05+0.00064199i,0.00026331+0.00097944i,0.00017019+0.00026358i,6.9323e-06+6.019e-05i,0.00031551+0.00028355i,0.00098935+0.00036234i,0.00064596-0.00021479i,0.00041852-0.00072179i,0.00059013-0.0001076i
0.002419+0.00075194i,0.0025195+0.00045039i,0.0015888-6.7713e-05i,0.00052648-0.0010957i,-8.9026e-05-0.0006224i,-0.0013347+0.00062812i,-0.0015834+0.0014229i,-0.00041482+0.0016459i,0.00055624+0.00064796i,0.00084739+0.00014159i,-0.00028087+0.00016467i,-0.00097778-0.00011533i,-0.00095017-3.7149e-05i,-0.00076602+0.00043101i,-0.00042989+5.2416e-05i,0.00010296+0.00019223i,0.000839+0.00045534i,0.00020422-0.0003202i,0.00010652-0.00073266i,0.00018798-0.00038248i,-0.0007988-0.00016479i,-0.0013712-0.00025686i,-0.0011122-9.2897e-06i
0.0017403+0.00085459i,0.001328+0.0018695i,0.00097134+0.0015444i,0.00123+0.0010746i,0.0014717+0.00095307i,0.00056751+0.0016874i,-0.00085553+0.0029028i,-0.00093572+0.0028141i,-0.00046002+0.0018257i,-0.00070403+0.00073298i,-0.00094938-2.4308e-05i,-0.00019066+0.00019001i,0.00075667+0.00058935i,0.00080904+0.00059729i,-0.00052088-0.00018137i,-0.00092329-0.00054881i,-0.00037163-0.00042792i,-0.00024581-0.00062742i,-0.00049515-3.404e-05i,-0.00024092+0.00063623i,0.00060228+0.00059325i,0.0012996+0.00044454i,0.0015023+0.00057423i
0.000331-0.0015147i,-0.00040008-0.0024902i,-0.00065709-0.0029502i,-0.00051431-0.0018024i,-0.0012538-0.0011849i,-0.0011698-0.00088638i,-0.00018834+0.00086698i,7.655e-05+0.0018837i,3.0155e-05+0.00076045i,3.4434e-06+0.00040376i,9.1886e-06+0.00050366i,0.00016309+0.00056731i,0.00026621+0.00021632i,0.00035735-0.00033672i,0.00060658-0.00037241i,0.0010025-0.00032296i,0.00041185-0.00018864i,0.00016029+0.00038474i,0.00026284+3.7976e-05i,-3.1855e-05-0.0011785i,0.00018796-0.0012963i,0.00019881-0.00052002i,0.00029406+0.00038819i
0.0015668+0.00025716i,0.0018972+0.00019847i,0.00102+0.00011857i,-6.5064e-05+0.00070103i,-0.00049887+0.00060497i,-0.0002509+0.0010334i,-0.0011346+0.001228i,-0.001278-2.321e-05i,6.8977e-05-0.00073536i,0.00032594-0.00080029i,-0.0003441-0.00088031i,-0.0005852-0.00098119i,9.6377e-05-0.00081905i,0.0003408+0.00018775i,-0.00035026+0.00041721i,-0.00094889-4.4017e-05i,-0.0013909-0.0005452i,-0.0014721-0.00090793i,-0.0011087-0.00070825i,-0.00013897+0.00016407i,0.00085745+0.0009066i,0.00036889+0.00016755i,-0.0003079-0.00018374i
0.0015665+8.2241e-05i,0.0014223-0.00071065i,0.00044751-0.0007594i,-0.00011439-0.00036975i,-7.527e-05-0.00014016i,-0.00028632+0.00063594i,-0.00010521+0.0018245i,0.00045199+0.001647i,0.00144+0.00096954i,0.0015237+0.00061715i,0.00051521+0.00039102i,5.412e-05+0.00073109i,-0.00044365+0.0011612i,-0.00036934+0.00044942i,0.00046011-0.00072644i,0.00056139-0.0006846i,0.00048378-0.00099848i,0.00015327-0.00082168i,-0.00071232-0.0003767i,-0.0005103-0.0011202i,0.00034337-0.0012839i,9.092e-05-0.0003059i,-0.00018772+0.0005926i
-0.0016047-0.00058353i,-0.00085033-0.00075827i,-0.00050257-0.00078788i,-0.000168-0.0002554i,-0.00028111-9.1637e-05i,-0.00090699+0.0003353i,-0.00086795+0.0018542i,-0.00028915+0.0023004i,0.00014567+0.0013995i,6.3366e-05+0.00038034i,-0.00030571-9.4874e-05i,-0.00041473-0.00045313i,-0.00051392+0.00022579i,-0.00028211+0.00085835i,0.00068181+0.00045931i,0.00049144+0.00020836i,-0.00029923-0.00051873i,-0.00053492-0.0014881i,-0.00052945-0.0014481i,-0.00068032-0.0013972i,-0.00085966-0.0010025i,-0.00091278+0.00012104i,-0.0010675+0.00063082i
0.0015166+0.0014422i,0.0024774+0.00089647i,0.0018488+0.0003429i,0.0013379+0.00023508i,0.0012809+0.00027248i,-0.00018282-0.00012411i,-0.00079097+0.00043335i,-0.0008678+0.0010762i,-0.00079813+0.00054734i,0.00013289-0.0004604i,0.00024373-0.0015859i,0.00042923-0.0020438i,0.00080661-0.0011703i,0.00066962+0.00037423i,0.00039895+0.0010724i,-0.00054101+0.00018861i,-0.0010887-0.00073886i,-0.00098376-0.00052457i,-0.00088494+0.00021617i,-0.00061118+0.0013703i,-0.00013742+0.001028i,-7.5809e-05+4.6681e-05i,-0.00019099-2.021e-05i
-0.00066648+0.0011984i,7.2572e-05+0.0014064i,0.00084131+0.0014665i,0.00096198+0.00038552i,0.0011118-0.00023327i,7.8917e-05-0.00036273i,-0.0015211-0.00072384i,-0.001123-0.00034745i,0.00012547+0.00037423i,1.6192e-05-0.00026132i,-0.00015958-0.00069217i,-5.0006e-05-0.0011347i,-0.0002817-0.0016281i,-0.00040118-0.0018168i,-4.2888e-05-0.0015908i,-0.00027922-0.00078444i,-0.00088885-0.00010651i,-0.00071074+1.9936e-05i,-6.9075e-05+4.1908e-05i,-1.5637e-05+0.00017344i,0.00065935-0.00035012i,0.00036147-9.7193e-05i,-0.00019147+0.00060857i
-0.0025408+0.0021371i,-0.00083558+0.0015826i,0.00054668+0.0025055i,0.0015403+0.0020254i,0.0019839+0.00036248i,0.0019418+3.8824e-05i,0.0013397+0.00052345i,2.7367e-06+0.00083922i,-0.00070394+0.0014705i,-0.00056932+0.00097992i,-6.6506e-05-0.00059995i,0.00057661-0.0012272i,0.00049463-0.0017599i,-0.00035019-0.0019423i,-0.0012759-0.002155i,-0.00091015-0.0018528i,-0.000291-0.00040263i,-0.0010828+0.00034119i,-0.0013482+0.00038523i,-0.0013211-0.00015807i,-0.00060897-6.6336e-05i,0.00018189+0.0003431i,0.00048545+4.8632e-05i
-0.00013363-0.00045263i,0.00042267-0.00049402i,0.0010582-0.00095469i,0.0013287-0.001267i,0.00078676-0.00068216i,-0.00047417+0.00059404i,-0.00094482+0.0021367i,-0.00066749+0.0025121i,-0.00073245+0.0011388i,-0.00084033-0.00033819i,-0.00074112-0.00026064i,0.00023694+0.001227i,0.00045329+0.0014935i,-0.00027301+0.00034921i,-0.00056031-0.00028827i,-0.00017083-0.00073345i,0.00053941-0.0011194i,0.00036143-0.0013095i,0.00038452-0.00077502i,0.00079474+0.00078953i,0.00062332+0.00042356i,0.00016887-0.0010251i,5.7251e-05-0.00087576i
0.0014714-0.00060069i,0.0014249+0.00018085i,0.0009947+0.00012769i,0.0008558-0.00032784i,0.0002141+0.00025389i,-0.00083879+0.0013843i,-0.00086151+0.0020263i,-0.00045484+0.0012732i,-0.00051718+0.00016191i,-0.00056465-0.00056636i,-0.00012691-0.0008907i,3.1835e-05-0.0010095i,-0.00044093-0.00031608i,-0.00044813+0.00047459i,-0.00012018+0.00059719i,0.00022086+0.00081519i,0.0007346+0.00067558i,0.00073228+0.00021521i,0.00058728+0.00027453i,0.00051756+0.000394i,-0.00023146-0.00014005i,-7.6309e-05-0.00060281i,0.00022811-0.00061418i
0.00058823-1.7751e-05i,0.001491-0.00046334i,0.00049312-0.00093416i,0.00042908-0.00017165i,0.00064747+0.00087622i,-0.00033841+0.0012249i,-0.001038+0.0015005i,-0.0012274+0.0010134i,-0.00047169+0.00025473i,9.3513e-06+0.00011038i,-0.00013808-0.00014367i,-6.3153e-05-8.6182e-05i,0.00023852+0.00033447i,0.00050471+0.00054969i,0.00024258+0.00010515i,-4.2163e-05-0.00027165i,0.0004062-6.1743e-05i,0.00060248+0.00039093i,4.3586e-05+0.00032879i,-0.00031894+0.00045739i,0.00025304+0.00065203i,0.00044089+0.00042701i,0.00041132+0.00011468i
0.00035454-0.0010165i,0.00064938-0.00076539i,0.00025857-0.0010188i,-2.6749e-05-0.0010258i,-0.0004705+0.0001895i,-0.0013468+0.001752i,-0.0014487+0.0021946i,-0.00054098+0.0012431i,-0.00033137-2.7725e-05i,-0.00072445-0.0010785i,-0.0003582-0.00097189i,-0.00026162-0.00021711i,-0.00045133+0.00065624i,0.00010241+0.0011548i,0.00020015+0.0012906i,-0.00020377+0.0015401i,0.00016112+0.00095273i,0.000829+0.00067881i,0.00090597+0.0006742i,6.881e-05+0.00094836i,-0.00067362+0.00086051i,-0.00044831+0.00031119i,0.00017835-0.00050305i
0.0039316-0.0020843i,0.0036333-0.0015558i,0.0021931-0.0011087i,0.00058558-0.00077863i,0.00027211-6.2061e-05i,0.00078695+0.00075663i,4.3807e-05+0.00087732i,-0.00050508+0.00028071i,0.0003175+1.201e-05i,0.0011229+0.00027007i,0.00047543+0.00048884i,0.00031967+0.0010882i,0.00025871+0.0016956i,0.00043967+0.00076942i,0.00059314-0.00026598i,-0.00014873-0.00013972i,-0.00049588+0.00010257i,-0.00041009+7.6229e-05i,-0.00047168+0.00022486i,-0.00027778+0.00031808i,-0.0002313-7.8152e-05i,-0.00033051-0.0002132i,-0.00035863+0.00018584i
0.00085935+0.0013443i,0.0003855-6.3592e-05i,0.0013288-0.0006117i,0.0012575-0.00031736i,8.0537e-05+6.824e-05i,-0.00042902+0.00045143i,-0.00084524+0.0011936i,-0.00055329+0.0011713i,6.4154e-05+0.00059599i,-6.9287e-05+0.0002016i,-0.00042692-0.00050946i,-7.2605e-05-0.0016027i,0.00052884-0.001595i,0.00070183-0.00082291i,0.00018139+0.0003282i,2.5004e-05+0.000432i,-0.00024781+7.8946e-05i,-0.00048819+0.00073692i,-0.00057267+0.001446i,-0.00036927+0.001145i,6.9948e-05+0.00050531i,-0.00047353-0.0001613i,-0.0006131+7.6526e-05i
0.001149-0.00052827i,0.0014113-0.00082704i,0.0011919-0.0017573i,0.00044757-0.0019293i,-0.00014972-0.0011404i,-0.0009211-0.00024869i,-0.00055592+0.00095995i,-5.5819e-05+0.0013699i,-5.6111e-05+0.0012276i,0.00030378+0.00079411i,0.00046544+0.00089568i,0.00021513+0.001692i,1.0748e-05+0.0015891i,-3.9389e-05+0.0012037i,-0.0005618+0.0013385i,-0.0003248+0.00097437i,-0.00024493+0.0002295i,-0.00057558+0.00043174i,-0.00023196+8.2344e-05i,-0.00020399-0.00046654i,-0.00048471-0.00012455i,-0.00068601+0.00063067i,-0.00036199+0.0012174i
-0.00016883-0.0014899i,-0.00026406-0.00028206i,0.0001674-5.0535e-05i,0.00057881+0.00031715i,-0.0012018+0.00089555i,-0.0017303+0.0016745i,-0.00086283+0.0019403i,-0.0003493+0.0020873i,-5.3804e-05+0.0019149i,-0.00065799+0.0012312i,-0.0010678+0.00072533i,-0.00053893+0.0011204i,0.00011861+0.0014516i,1.9971e-05+0.00098766i,-0.0006832+0.00021252i,-0.00043447-0.00061152i,-9.1361e-05-0.00084991i,6.5541e-06-0.00074754i,0.00022248-0.00033895i,0.00013687+2.2655e-05i,0.00022101-0.00013196i,0.00052315-0.00073648i,5.4888e-05-0.00095166i
1.6883e-05-0.00015977i,0.00043797-0.00091753i,-0.00021943-0.00067633i,-0.00075635+0.00056014i,-0.00039416+0.00084998i,-0.00070735+0.0010005i,-0.00081111+0.0017538i,-0.00015806+0.0011472i,-5.8436e-05-4.4421e-05i,-0.00032499-5.7876e-05i,-0.00059235+0.00011252i,-0.00031312-0.00028509i,0.00018477-0.000862i,0.00036705-0.0010442i,0.00069667-0.0009112i,0.0003355-0.0003567i,-0.00014671+0.00035329i,-9.4911e-06+0.00027592i,0.00049175+0.00020998i,0.00074735+0.00024894i,0.00017311-2.5604e-06i,-5.1551e-05-5.833e-06i,0.00015791-5.244e-05i
0.0022378-0.00046933i,0.0023941-0.00025172i,0.0030415-5.4594e-05i,0.0022329-0.00075599i,-0.0001134-0.0013323i,-0.0021121-0.00035872i,-0.00176+0.0015734i,-0.0001843+0.0018079i,0.00014871+0.00026363i,-0.00055467-0.0007381i,-0.00024284-0.0010418i,0.00057025-0.00070281i,9.3099e-05+0.00010816i,-0.0010108+0.0010938i,-0.00072166+0.00044898i,0.00058033-0.00058415i,0.00044006+0.0003003i,2.5811e-06+0.0010953i,0.00052812+0.0017311i,0.00034082+0.002046i,-4.6525e-05+0.0010632i,-0.00029143+0.00015615i,-0.0005233-0.00025088i
0.0014955-0.00084496i,0.00087198-0.00093062i,0.00080875-0.0012119i,-0.00040614-0.00078613i,-0.0010716-0.00016957i,-0.00050431+0.00057043i,-0.00031998+0.0017366i,-0.00023802+0.001527i,0.00011793+0.00055072i,0.00037131+0.00080835i,0.00073228+0.0010396i,0.0012671+0.0014519i,0.0010698+0.0019811i,0.00044216+0.00088147i,-2.0377e-07-0.00022707i,0.00019837-0.00018511i,0.00070516-0.00011778i,0.0011131-0.00055887i,0.0011862-4.6972e-06i,0.00045596+0.0002237i,-0.00040396-0.00061963i,-5.9052e-05-0.00093642i,-0.00029665-0.00051216i
-0.0005494-0.00055435i,7.5171e-05-0.00015654i,-0.00090268-0.00034162i,-0.0013865+0.00015615i,-0.00057572+0.00055257i,2.5346e-06+0.00097915i,6.0982e-05+0.0012381i,0.00043564+0.0012799i,0.00038136+0.00066131i,0.00017428+2.6362e-05i,0.00049761+0.00025793i,0.00032091-0.00026059i,3.7555e-05-0.00015166i,0.00011918+0.00029421i,3.8233e-05+0.00025906i,5.6261e-05-2.5702e-05i,0.00072582-0.00055338i,0.00043952-0.00041689i,0.00028236-0.00026727i,0.00073334+0.00019377i,0.00011944+0.00024162i,7.2912e-05-0.00022804i,0.00064024-0.00010582i
0.00026985+0.00044083i,0.00052557+0.00067795i,0.00097582+0.00072833i,0.00088976+7.8397e-05i,0.00012508+8.5352e-06i,-0.00079732+4.2299e-05i,-0.0015412+0.00098432i,-0.001949+0.0014269i,-0.001208+0.00064662i,-4.0936e-05+0.00019885i,0.00033806-0.00011905i,0.00022862-1.6732e-05i,0.00039604-0.00026458i,0.0011469-0.00022195i,0.00095746-0.00034571i,0.00049371-9.7927e-05i,0.00062548+0.00027126i,-3.4174e-05+0.00030273i,-6.8607e-05+0.00036586i,0.00099011+0.00031493i,0.0011502+0.00064297i,0.00059585+0.00017936i,-0.0001829-0.00060591i
0.0015514-0.0020265i,0.0021196-0.0016793i,0.0013788-0.0017893i,0.00067509-0.00099279i,9.933e-05+0.00087053i,0.00024615+0.0017279i,0.00042191+0.0016286i,0.00036959+0.0015204i,0.00044446+0.0011446i,0.00024702+0.00012423i,0.0003256-0.00029208i,0.00099534-0.00020866i,0.00079249-1.9063e-06i,-0.00011879+0.00042721i,-0.00017677+0.0006519i,-0.0003903+0.00044319i,-0.00076671+0.00022725i,-0.0006158+3.7448e-05i,-2.0951e-05-0.00034162i,0.00040464-0.00018278i,9.4319e-05+0.00024321i,-1.2607e-05+0.0002881i,-0.00014464+5.9056e-05i
0.00079652-0.000147i,0.00028336+0.00064689i,0.00077153+0.0006951i,9.6002e-05+0.00020671i,-0.0017041+0.00010417i,-0.0018009+0.00089141i,-0.001165+0.0015328i,-0.00044896+0.0010567i,-0.00010144+0.00087924i,-0.00056371+0.00085152i,-0.00097667+0.00070972i,-0.00071962+0.00042847i,0.00018806-0.00022143i,0.0005098-0.00069188i,0.00077702-0.00030089i,0.0010061+0.0002954i,0.00072412+0.0001932i,0.00022662-7.6368e-05i,9.8417e-05-0.00013707i,0.00033762-0.00013526i,0.00037355+0.00073462i,1.5589e-05+0.0012199i,4.5539e-05+0.00073019i
0.0012266+0.00080104i,0.00080052+0.00017894i,0.0001607-0.00076063i,0.00041025-0.0011027i,0.00040113-0.0011561i,-0.00036484-0.00076351i,-0.00086032+0.00015328i,-0.00049955+0.00031219i,0.00048794+0.00031312i,-4.1925e-05+0.00061184i,-0.0011738+0.00014095i,-0.00077145-0.00056359i,-3.6758e-05+1.9487e-05i,0.00014128+0.00061874i,0.0007063+0.00069805i,0.00097544+0.00024296i,-0.0002876-0.00059785i,-0.00053739-0.00054964i,7.5542e-05+0.00041611i,-1.635e-05+7.6896e-05i,-0.00030064-0.00016116i,8.9686e-05+0.0001868i,0.00069096-0.00023027i
0.0023809-0.0020328i,0.0023323-0.0031746i,0.0017202-0.0027073i,0.0012124-0.0011887i,0.00049254-0.00042208i,-0.00076566+0.00046118i,-0.0012693+0.0017286i,-0.0011539+0.0020071i,-0.00081527+0.0012023i,-0.0004696+0.000671i,-0.00024538+0.00038516i,-0.00012395-0.0002101i,0.00033258-0.0002604i,0.00055667+0.00045191i,0.00025576+0.00057695i,0.00018024+4.7402e-05i,0.00011131-0.00037229i,-9.1609e-05-0.00015257i,-0.00068468+0.00013245i,-0.00038654+0.00033867i,0.00027575+0.0001475i,-8.1695e-05-0.00029361i,-0.00042354-0.00021547i
0.00088793+0.0011302i,0.0011655+0.0013373i,0.0011136+0.00050956i,0.0013479-0.00018922i,0.0011491+0.00029851i,0.00025317+0.00093341i,-0.00045434+0.0014087i,-0.00010571+0.00078643i,0.0006742-3.6592e-05i,0.0011708-0.00060638i,0.00060535-0.0002431i,0.00048677-0.00052856i,0.0005963-0.0009257i,0.00040885-0.00023759i,-3.3099e-06+0.00045634i,-0.00028571+0.00066938i,-0.00029903+0.00019905i,-0.00024819-0.00074314i,-0.00036027-0.00061122i,-0.0005245-0.00020721i,0.00028965-0.00043876i,0.00099748-0.00054071i,0.00073598-0.00040941i
0.0019974-0.0018221i,0.0023563-0.0020829i,0.0012847-0.0016443i,0.00076495-0.0013017i,0.00084976-0.00026866i,0.00053401+0.0010006i,-0.00048883+0.0018581i,-0.00040991+0.0016657i,0.00087745+0.0007404i,0.0006726+0.00033997i,-0.00071117+0.0001002i,-0.00066372-0.0002225i,-0.00011871-0.00011044i,-2.7155e-05-8.4837e-05i,0.00012111+3.682e-06i,0.00022306-3.5676e-05i,0.00037823-0.00010201i,0.00055863+5.5125e-05i,0.00026217+5.8895e-05i,-0.00025916-7.3772e-05i,-0.00012101+0.00023182i,3.4725e-05+5.8849e-05i,0.00043649+0.00023231i
0.0016067+0.001414i,0.001725+0.0013484i,0.0019476-0.00041391i,0.00081566-0.0015589i,-0.00030104-0.00059997i,-0.0014638+0.0011241i,-0.0016331+0.0015671i,-0.00037947+0.0012426i,0.00040581+0.00048299i,0.00052022-0.00048046i,0.00084549-0.00011296i,0.00076854+0.00036704i,8.2978e-05+0.0006453i,-0.00074646+0.0011697i,-0.00052577+0.00068779i,0.00032134+1.6585e-06i,0.00031259-9.3846e-05i,-0.00033681-2.6457e-05i,-0.00059693-3.4537e-05i,-0.00069839-8.5191e-05i,-0.0008452+0.00018451i,-0.00055447+0.00049566i,-0.00025138+0.0002533i
