-0.005337+0.0016477i,-0.0042359+0.0023105i,-0.0035513+0.003149i,-0.001573+0.0027191i,-1.3733e-05+0.0018928i,0.000525+0.0020233i,0.0004011+0.0022004i,0.00098114+0.0025008i,0.0017281+0.0023383i,0.0023241+0.00052832i,0.002169-0.00073201i,0.0012665-0.0012644i,0.00090137-0.001853i,0.00043461-0.0019393i,-0.00081545-0.0014088i,-0.0017487-0.00050614i,-0.0013258-0.00052977i,-0.0003683-0.00063422i,0.00092629-5.824e-06i,0.0015071+0.00011029i,0.00058182-0.00033024i,-0.0001989-0.00054788i,-0.00016912+0.00056288i
0.0028705+2.0453e-05i,0.0031052-0.00074148i,0.0025561-0.0014571i,0.00097532-0.0022806i,-5.4337e-05-0.0028143i,-0.00042705-0.001685i,0.00020206+0.00014422i,0.0011525+0.001254i,0.0015503+0.00049583i,0.0012666-0.0001632i,0.00052676-0.00012502i,0.00021256-0.00048181i,0.00014252-0.00023663i,-0.00011646+0.00045895i,-0.00040119+0.00063995i,0.00038343+0.00031194i,0.00033829+0.00024285i,-0.00013417+0.00065824i,0.00042936+0.00075817i,0.00029028+0.00040422i,0.0007559+0.00035137i,0.0010706-0.00034834i,0.00029283-0.0011082i
0.00070292-0.00090476i,0.00015307+1.5386e-05i,-0.0013669-0.0004348i,-0.00164-0.00091597i,-0.00060335-0.0004298i,-0.00015524-0.00041646i,0.00024485+0.00019343i,0.00022689+0.00056553i,0.00017652-0.0007728i,0.00045921-0.0012863i,0.00076153-0.00041707i,0.00065209-0.00012315i,0.0010483-0.00051554i,0.0010211-0.00064176i,0.00053261-0.00013351i,0.00065321+0.00039586i,0.00029254-3.3875e-05i,-0.00029068-0.00036554i,0.00061887-0.00015225i,0.0012088-0.00034015i,0.0011941-0.00054347i,0.0011515-0.00051376i,0.00044177+0.00015765i
-0.00061854+0.0013123i,-0.00094452+0.002249i,-0.0004551+0.0021798i,0.00085663+0.00019658i,0.0013253-0.0019115i,0.00056186-0.0023661i,-0.00014892-0.0015522i,0.00034844-0.00030103i,0.00094752+0.00015444i,0.00017101-0.00018233i,-0.00061648-0.00062328i,-0.00024843-0.0013513i,-0.0001336-0.0015091i,0.00026477-0.0013822i,0.00090492-0.00039634i,0.00046266+7.4852e-05i,0.00013278-0.00080299i,0.00066425-0.00033961i,0.00050761+0.0001829i,-0.00013925-0.00024601i,-0.00016423-0.00033719i,6.0475e-05-9.3417e-05i,4.0111e-05+0.00010205i
0.0011247+0.0002978i,0.0018286-0.0012177i,0.0023526-0.0020698i,0.0019218-0.002111i,0.0012724-0.0016852i,0.00021351-0.00068591i,-0.00023034-0.00049753i,0.00055937-0.00047502i,0.00086402-7.3681e-05i,0.0003292+0.00028066i,-0.00032267+0.00021482i,-0.00047456+6.5428e-05i,0.00010256-0.00013198i,0.0010637+1.0603e-05i,0.0013866-0.00012574i,0.00084821+6.7112e-05i,0.00021532-0.00023571i,0.00016671-0.00087934i,-0.00025789-0.00026284i,-0.00051379+0.00046562i,-0.00077915+0.00057802i,-0.00084176+0.00037308i,-0.00021917-0.00056929i
0.0015483+0.0030331i,0.0018642+0.0029079i,0.0018763+0.0016964i,0.0015619-0.00043179i,0.0022166-0.0022066i,0.0016709-0.0018666i,0.00020229-0.00065733i,0.00075444+0.00058448i,0.0015753+0.0011796i,0.0014691+0.0010995i,0.00043669+0.00098628i,0.00015669+0.00048193i,0.00047132+8.7812e-05i,-0.00016877+0.00051056i,-0.00038696+0.00091623i,0.00012174+0.00050327i,0.00043086+0.0005241i,0.00050537+0.00086455i,0.0010676+0.00041729i,0.001294+0.00039155i,0.00083515+3.0104e-05i,0.00017422-0.00015523i,-0.00078107+0.00050661i
-0.00029608+0.00080218i,0.00076843+0.0012956i,0.0017868+0.001578i,0.0022804+0.00089634i,0.001603-0.00052935i,0.00021101-0.00081815i,-0.00044494-0.00059402i,0.00066858-0.00049294i,0.0012852-9.0378e-05i,0.00090036+8.3781e-05i,0.0011152-6.7826e-05i,0.0015053+0.00021182i,0.0006177+0.00037892i,0.000421+0.00015675i,0.0011011+0.00019656i,0.00081989-9.1253e-05i,0.00032457-0.00087424i,8.1829e-05-0.00016773i,0.00021303+0.00093293i,0.0003499+0.00083606i,-0.00010679+1.7528e-05i,-6.4269e-05-0.00096848i,4.5574e-05-0.0008777i
-5.7472e-05+0.00067104i,-0.00030708+0.0012094i,-5.8198e-05-2.6273e-06i,-0.00032357-0.0001263i,-0.001032+0.00017024i,-0.00069786-0.00083303i,-6.7885e-07-0.0012871i,0.0010702-0.00064796i,0.0009333-0.00018673i,0.00043934+1.1673e-05i,0.0010153-0.00053239i,0.00068678-0.0010147i,-0.00021282-0.00089944i,0.00027398-0.00059335i,0.00078454-0.00036891i,0.00071146-6.1209e-05i,0.00070536+0.00069524i,0.00032468+0.00088649i,0.00063988+0.00038905i,0.00077488+0.00013483i,0.00028189-0.00028084i,-0.00026567-0.00062759i,-0.00079728-0.00092647i
8.617e-05+0.0007282i,6.9757e-05+0.00065702i,0.00059366+0.0002906i,0.00080062-0.00010166i,0.00093144-0.00062345i,8.0734e-05-2.3169e-05i,-0.00091759+0.00022915i,-0.00061726+0.00015908i,0.00028853+3.904e-05i,0.0010011-6.1539e-05i,0.0011131+0.00032425i,0.001075-0.00011102i,0.00076325-0.00051198i,0.00072409-9.3114e-05i,0.001147-0.00036661i,0.00073044-0.00060196i,0.00017906-0.0003258i,-4.1677e-05-0.00014174i,0.00029632+0.00023382i,0.0010939+0.00022179i,0.00091288-0.00015629i,0.00034017+7.169e-05i,0.00037523+0.00046396i
-0.000177-0.00033643i,-0.00018221-0.001104i,0.00031278-0.0013307i,0.00022549-0.0013695i,-0.0001814-0.0016835i,-0.00017272-0.00097359i,0.000133-0.000917i,0.00038983-0.00076001i,0.00020236-0.00073445i,-0.00019216-0.00089799i,0.00034612-0.00092383i,0.00063186-0.00058258i,0.00084686-8.2706e-05i,0.0012457-0.00058941i,0.0012122-0.00062921i,0.0012076-0.00037136i,0.00079201-0.00039348i,0.00027383-0.00013511i,0.00026311-0.00016641i,0.00021559-0.00066142i,-2.6008e-05-0.0012217i,0.00054808-0.0010863i,0.00038014+0.00032116i
0.00039372+0.0022751i,0.00053692+0.00034145i,0.0014735-0.00042899i,0.0020231-0.0010692i,0.0013792-0.0018319i,8.7448e-05-0.0023392i,-0.00010354-0.0013117i,6.8994e-05+0.00035192i,0.00030729+0.00069142i,0.00080878+0.00058334i,0.00026128+0.00048006i,-0.00033619+0.00016082i,0.00015228-0.00023323i,0.00025837+0.00015639i,-0.0001648+0.00058514i,0.00028275-4.4502e-05i,0.00042754-0.00027557i,0.00010852+9.4912e-05i,2.6849e-05+0.00053606i,0.00041643+0.00071898i,0.0011977+0.00014669i,0.0011673-0.00042803i,0.00086672-8.7343e-05i
-0.00062291-0.0005815i,-0.0018226+0.00032528i,-0.0023123+0.0017986i,-0.0015875+0.00091872i,-0.00079832+0.00050817i,-0.00061488+0.00086378i,1.37e-05+0.0002425i,0.00030626-0.00037382i,0.00058047-0.00083627i,0.00091954-0.0017587i,0.0011812-0.0013683i,0.00070911-0.00027633i,-0.00034574-0.0002484i,-0.00022113-0.00028251i,-0.00030654+0.00026829i,9.6601e-05+0.0004714i,0.00086239+0.00011456i,0.0002114+0.00033053i,0.0001045+0.00092112i,0.00082157+0.00034794i,0.00055145-0.00060944i,-6.7429e-05-0.00034148i,-7.3943e-05+0.00012551i
-1.3579e-05-0.0012344i,-0.00089166+0.0002668i,-0.00099511-0.00036003i,-0.0011102-0.00089251i,-0.0015408-0.0016386i,-0.00060036-0.0016115i,0.00019862-0.00053119i,0.00028103-3.619e-05i,0.0012817-5.0478e-06i,0.0019497-0.00034386i,0.0014626-0.0013355i,-0.00010829-0.0019002i,-0.00037093-0.00095277i,0.00022182+0.00025061i,0.00043895+0.0004053i,2.1148e-05+0.00054182i,-0.00085148+1.6842e-05i,-0.00083074-0.00052739i,-0.00064128+0.00020513i,-0.00078037+0.00067766i,-0.0010066+0.0009005i,-0.00039743+0.0012201i,-0.00039239+0.00034406i
-0.0003748+0.00056463i,0.0011512+0.00049482i,0.0025143+0.00014513i,0.0033961-8.2802e-06i,0.0020438-0.00011894i,0.00062836-0.00024882i,0.0005361+0.00025625i,0.0003916+0.00054834i,0.00046972+0.00034325i,0.00013335-0.00010407i,-4.5478e-05+0.00023668i,0.00025059+0.00035392i,0.00056543-0.0010226i,0.00066708-0.00090786i,-1.3909e-05-3.8448e-05i,-0.00021635-0.00071259i,-0.00012744-0.00079745i,-0.00039882+0.0002723i,-0.00064049+0.00050852i,-0.00050409-0.00017292i,-4.1038e-05-0.00050757i,-7.0195e-05-6.2928e-05i,0.00026365+0.00048229i
-0.00013875+0.0013957i,-0.00055523+0.00028264i,-6.4168e-05-0.00082867i,0.00079104-0.00069695i,0.00081005-0.0017514i,-0.0003925-0.0021331i,-0.00052133-0.00088409i,0.0001644-0.00018993i,0.00059276-0.00027372i,0.00081446+2.4652e-05i,0.00065806-0.00018692i,0.00024328-0.00087435i,-0.00018956-0.00096092i,-0.0001748-0.00036091i,0.0001961-0.00020172i,-9.7536e-06-3.3055e-05i,-0.0011681+0.000297i,-0.001069+0.00024627i,0.0001162+0.00036333i,0.00025591+0.00013489i,6.7631e-05-0.00034698i,0.00049348-0.00049323i,0.00027664-3.8942e-05i
0.0010912+0.00013349i,0.00076733-0.00043085i,0.00022424-0.00053107i,3.6967e-05-0.0011032i,0.00071349-0.0017709i,0.00014764-0.0019742i,-0.00037676-0.0012187i,0.00031598+0.00017542i,0.0010328+0.00016633i,0.0013928+9.2215e-05i,0.0011342-9.6615e-05i,0.0019682+0.00022049i,0.0021451+0.00057587i,0.0010844+0.00025496i,0.0005788+2.6083e-05i,0.00056667-0.0004957i,0.00035566-0.00081838i,-0.00015979-0.00020666i,0.00046276+0.00069023i,0.00068429+0.00020805i,0.00025503-0.00069035i,0.00043313-0.00035336i,0.000985+0.00036472i
0.00069046-0.0011629i,2.3377e-06-0.00025899i,-0.00053375-0.00065995i,-0.00062511-0.0013797i,-0.00066958-0.0014554i,-0.00058164-0.00040989i,-0.00022049+0.00016588i,0.00070013+0.00023818i,0.0012217+0.00050662i,0.0006179+0.00019558i,-0.00015854-0.00041707i,0.00033684-0.00098102i,0.00011075-0.00025347i,-8.4213e-05+0.0011849i,0.00056547+0.0010196i,0.00051041-0.00023003i,-0.00033512-9.353e-05i,-0.00018431+0.00050306i,0.00037058+0.00017427i,0.00053656-0.00084541i,0.00067648-0.0013664i,0.0004062-0.000704i,0.00011733-0.00023616i
0.00043661-0.00047759i,-0.00065234-0.0020888i,-0.0022318-0.0024962i,-0.0017894-0.0014932i,-0.00046753-0.0012783i,-0.00018179-0.00053076i,0.0003903+0.00026073i,0.00074605-0.00055057i,0.00066924-0.0014316i,0.00052864-0.0004758i,9.0124e-05+0.00045182i,-0.00030323+0.00085919i,-0.00057832+0.0013276i,-0.00026983+0.0012958i,0.00076345+0.0011499i,0.0010709+0.00098271i,0.00076548+0.0011195i,0.0003051+0.00092402i,9.7595e-05+0.000478i,0.00038449-6.804e-05i,0.00015346-0.00033255i,-0.00040853+0.00033565i,-0.00062761+0.00069706i
-0.00041553-0.0018615i,0.00030265-0.0027576i,0.0012406-0.0029323i,0.00044179-0.0029445i,-7.7187e-05-0.0019755i,-0.00095878-0.0003357i,-0.001208-7.0214e-05i,-0.00041312-0.00056197i,0.00016082-0.00057614i,0.0010598-0.00055547i,0.0014574-0.00055759i,0.0011285-0.00014104i,0.00022008-2.9653e-06i,0.00029618+0.00022812i,0.00061194+0.00076303i,9.2118e-06+0.00077311i,-9.914e-05+0.00056095i,-7.996e-05+0.00046333i,6.556e-05+0.00047477i,0.00065584+5.955e-05i,0.0003966-0.00020829i,0.00019557-0.00062374i,0.00039915-0.00083895i
-2.2479e-05-0.00097531i,0.00036287-0.00018731i,-0.00062486+3.6409e-05i,-0.001125-0.00056322i,-0.00088587-0.00081884i,-0.00089593-0.00097033i,-0.00080073-0.00090932i,0.00012606-0.00039619i,0.00031645+0.00012474i,-0.00017622+0.00048777i,1.0641e-05+0.00035273i,0.00014722-0.00022013i,0.00050586-0.00059851i,0.00041603-0.00035248i,-0.00066488+7.4398e-05i,-0.0010381+4.2891e-05i,0.00042755-0.00028873i,0.0019134-0.0005354i,0.001341-0.00024885i,0.0001389+0.00010198i,-6.5612e-05-0.00027371i,-0.00020477-0.00083641i,-0.00067432-0.0014734i
-0.0019483-0.00058373i,-0.0019354-7.5399e-05i,-0.0019078+0.00019765i,-0.00055178-0.0002184i,0.00072412-0.0010485i,0.0011217-0.001091i,0.0016369-0.00048614i,0.0013513+0.00018593i,-7.765e-05+0.00046046i,-0.00012092+0.0002066i,1.3711e-05-0.00038464i,0.00042135-0.0010617i,0.0012468-0.00064442i,0.00092845+0.00013491i,0.00033519+0.00075384i,-9.4224e-06+0.00037939i,-0.00014277-0.0007757i,0.00031639-0.00097101i,0.00065302-0.00054546i,0.0004946-0.00010291i,0.00023469-3.8642e-05i,-7.74e-05+3.1366e-05i,-0.00011783+0.00016084i
-0.0015265+5.1265e-05i,-0.00067212-0.0005692i,-0.00039833-0.0011972i,-0.0010766-0.0014497i,-0.00093623-0.0014475i,-0.00046465-0.0019663i,2.0262e-05-0.0010427i,0.00070319+0.00028543i,0.00033215+0.00048278i,-0.00031356-3.0208e-05i,-0.00041454-0.00090838i,0.00016548-0.00050456i,0.0012691+0.00090451i,0.00065914+0.00084576i,0.00022669-0.00037936i,0.0002027-0.0010007i,-0.00012384-0.0008829i,-0.00014854-0.00051751i,0.00025522+5.4038e-05i,0.00023423+0.00015676i,-0.0002036-0.00061531i,-7.6048e-05-0.00037674i,-0.00027806+0.00018094i
-0.00089705+1.2075e-06i,-0.00038425-0.00056665i,0.00063408-0.00078213i,0.00076057-0.00012058i,0.00051698-0.00020529i,0.00025449-0.00054839i,-0.00023972-0.00071516i,-2.7668e-05-0.00015033i,0.00096288+0.00098177i,0.0013627+0.00099798i,0.00040375+1.8393e-05i,-0.00034708-0.00021457i,-0.0005098+0.00012961i,-0.00037017+0.00016605i,0.00011556+0.00012388i,0.00051483+0.0002678i,0.00055734+0.00030779i,0.00051945+0.00014178i,0.00040392+0.00043525i,0.00010769+0.00046184i,-7.8147e-07-0.00030275i,-0.00023528-0.00067034i,-0.00054513-0.0004947i
0.0019586+0.00039116i,0.0016591+0.00096839i,0.001408+0.00062701i,0.00068983-0.00085015i,0.00051288-0.0017132i,0.00081374-0.002041i,0.00018307-0.0016277i,2.414e-05-0.0010071i,0.0012431-0.0005262i,0.0019597-1.9333e-05i,0.00096518+0.00047748i,-2.184e-05+0.00031583i,-0.00023807+4.2221e-05i,-0.00084857-0.00023915i,-0.0012991-0.00014449i,-0.00079856-3.9348e-05i,-0.0002578+6.9364e-06i,-0.00035376+0.00021643i,0.00020592-0.00031348i,0.0014804-0.00069283i,0.0014998-0.00023828i,0.00042428+0.00014394i,0.00018197-0.0003175i
-0.0013617-3.4277e-05i,-0.0010607-7.3167e-05i,-0.00041083+0.0002312i,0.00083568+0.00028374i,0.0013458-0.00043236i,0.0012613-0.00061265i,0.00091908+0.00033331i,0.00051879-0.0001422i,0.0003297-0.00058807i,0.00031199-1.6112e-05i,0.00014375+0.00041508i,-0.00053772+0.00062696i,-7.1438e-05+0.00028113i,0.0012135-0.00047884i,0.00044721-0.00043882i,-0.00036589-0.00055823i,4.395e-05-0.00018642i,0.00049193+0.00036353i,0.00076771+0.00088852i,0.00070834+0.0003166i,0.00051629-0.00041715i,0.00037436-0.00011419i,0.00017925+2.0934e-05i
-0.00038303+0.00024905i,0.00076007+0.0003734i,0.0015923+0.0013152i,0.0024268+0.00079858i,0.0016403-0.00052373i,0.0010358-0.0012863i,0.00077677-0.0013122i,-0.00029943-0.00060614i,-6.2635e-05-5.1278e-05i,0.00085867+0.00013051i,0.0015882-7.4287e-05i,0.0013762+0.00026864i,0.00066685+0.00075183i,0.00048015+0.00093501i,0.00067301+0.0011854i,0.0004386+0.00032396i,-0.00055982-0.00015968i,-0.0010481+0.00022296i,-0.00075348-3.2421e-05i,-0.00029114+0.00054102i,-4.1756e-05+0.0003837i,-0.00053859-1.156e-05i,-0.00074172-1.9616e-05i
-0.00035019-0.0014818i,-0.00083046-0.00093962i,-0.00018103-0.0017653i,8.6986e-05-0.0019607i,-0.00022326-0.0011249i,-0.00061546-0.00083462i,-0.00029931-0.00065522i,0.00011975+0.00017271i,0.00060369+0.00016879i,0.00087314-0.00042848i,0.00053588-3.6682e-05i,-0.00022203+0.00081379i,-0.00049836+0.00083343i,8.6656e-05+0.00031196i,-0.00043842+0.00019537i,-0.0007443-8.3965e-05i,-0.00010355-0.00032194i,0.00015189-0.00070578i,0.00051128-0.00078611i,0.00051882-0.00026194i,-0.00048928+0.00033092i,-0.00067376-0.00012763i,-0.00071006-0.00079955i
0.00029396-0.00065617i,-0.00014292-0.001403i,-0.00091414-0.001425i,-0.00046504-0.0016538i,-0.00052716-0.0018405i,-0.00096703-0.00088605i,-0.0012262-9.5708e-05i,-0.00020793+0.00014137i,0.0012354+0.00030279i,0.00079054+0.00044312i,0.00049659+0.00048152i,0.00044129+0.00039153i,0.00011766+0.00010055i,5.4872e-05+0.00014565i,-0.00041536+6.2037e-05i,-0.0011028-9.1949e-05i,-0.0010775-0.00026105i,-0.00055405+8.1914e-05i,2.6276e-05+0.00049945i,0.00042915+0.00053316i,0.00094611+0.00031998i,0.00077185-0.00025369i,0.0010781-0.00049849i
0.0016652+0.00019016i,0.001346-0.00016188i,0.001302-0.0015688i,0.0013151-0.0027871i,0.0008282-0.0028995i,0.00040571-0.0013183i,0.00044915+0.00022798i,0.0004458-6.6412e-05i,0.00072479+3.281e-05i,0.0005301+0.00051119i,0.00036943-0.00012737i,-5.5256e-05-0.00083266i,-0.00061168-0.0012643i,-0.00025985-0.00070558i,0.00046655-0.00016943i,0.00024208+0.00016815i,-4.0626e-05+1.9923e-05i,0.00071211-0.00022944i,0.0014597+0.00021908i,0.0010275+9.1861e-05i,0.00051198+0.00016932i,0.00071978-6.137e-05i,0.00096185-0.00065497i
7.7513e-05+0.00062078i,-0.000343+0.00026276i,-0.00010243-0.00067137i,0.00063117-0.001332i,0.0012048-0.0013558i,0.00020739-0.00058108i,-0.00078055+0.00073569i,0.00016917+0.00060117i,0.0014977-8.2042e-05i,0.0013195-0.00032931i,0.00086243-0.00045893i,0.001125-0.00085991i,0.00070928-0.0010893i,-0.00033253-0.0012755i,-0.00071129-0.0015109i,-0.00050368-0.00075762i,-0.00080488+0.00017606i,-0.0008907+0.00045606i,0.00033102+0.00057121i,0.0013851+0.00055207i,0.00081512+0.00050397i,7.8923e-05+0.00038713i,-0.00060911+0.00021488i
0.0020457-0.0011374i,0.0014063-0.0010966i,0.0015609-0.0019388i,0.00065786-0.0019916i,-0.00087025-0.0010721i,-0.001745+0.0001772i,-0.0010776+0.0010627i,0.00014376+0.00071896i,0.0012403-9.1646e-06i,0.0018403-0.00012919i,0.0013218+0.00031946i,0.00066326-0.00062786i,0.00082721-0.00084678i,0.00094576+0.00012636i,0.00085153-0.00056551i,0.0011264-0.0010439i,0.0010041-0.00067364i,4.0821e-05-0.00093374i,-0.00010235-0.00058159i,0.0003625+0.00023024i,-0.00019068-0.00036928i,-0.00050384-0.00064046i,-0.00039118-0.00014685i
-0.000528-0.00016898i,-0.00016354-0.0020433i,-0.00029023-0.0026803i,0.0001548-0.0024272i,0.00057661-0.0027971i,-2.8438e-05-0.0028976i,-0.00018505-0.0016911i,0.00025611-0.00034329i,0.00017562-0.00029911i,0.00034388-0.00066563i,0.00083571-0.00063272i,0.00089991-0.00035308i,0.00066374-0.00043143i,0.00047483-8.9077e-05i,0.00040127+0.00032468i,-2.2545e-05+0.00059145i,-0.00022544+0.00062458i,0.00016297+0.0004993i,0.00068837+0.00033163i,0.00077874+0.00063217i,0.00030712+0.00044755i,0.00015463+0.00024378i,-0.00042388+0.00024944i
-0.00049013+0.00018785i,-0.00011552-0.00010026i,-0.00023407-0.00025542i,-0.00032144-0.00053897i,-0.0010279-0.00061083i,-0.00093037-9.8979e-05i,0.00047216+0.00046183i,0.00071689+0.00019784i,-2.5605e-05-0.00035673i,-0.00019067+0.00016779i,0.00032308+0.00053975i,0.00087053+0.00040593i,0.00072145+0.00033571i,0.00028754+0.00030522i,4.9379e-06+0.00094299i,-0.0001585+0.00085785i,0.00027366+0.0007126i,0.00070195+0.0012505i,0.00063875+0.001079i,0.00048465-0.0002641i,0.00037072-0.0010759i,0.00025514-0.0008232i,-6.9507e-05-2.6737e-05i
0.00085747+0.0015087i,0.0010371+0.0016505i,0.00049143+0.0011065i,0.00059561-0.000643i,0.00021529-0.0013862i,-0.00093038-0.00066792i,-0.00059417+0.00033622i,0.00087732+0.00036283i,0.0012208+7.636e-05i,0.00010072+3.3224e-06i,-0.00032361-5.9531e-05i,3.177e-05-9.9265e-06i,0.0001691+0.00023632i,-0.00026896+0.0006746i,-0.00066387+0.00035668i,-0.00045546-0.0004548i,8.5675e-05+4.8405e-05i,0.00043108+0.00087352i,3.2964e-05+0.00065237i,0.00049513-0.00038189i,0.001199-0.0006193i,0.00064917-0.00029595i,-0.00014012-0.00040211i
0.001247-0.00062826i,-0.00064283-0.0022239i,-0.00055302-0.0027145i,6.8325e-06-0.0025448i,3.7975e-06-0.0029279i,-0.00058997-0.0020336i,-0.00031748+0.00026755i,0.00082978+0.0012782i,0.0012382+0.0012442i,0.00073849+0.0011318i,0.00054658+0.00052376i,-0.00021275+3.4508e-05i,-0.00070342+1.8199e-05i,-0.00062735-7.8215e-06i,-0.00027677+1.5724e-05i,-0.0004659-0.00025126i,-0.00072137-0.00044519i,-0.00061168+0.0003344i,-0.00030425+0.00075365i,0.00029344+0.00038553i,0.00035035-0.00028343i,-0.00020646-0.00060582i,-0.00076118+0.00021643i
0.0011245+0.00029961i,0.0018883+0.00048818i,0.0021127+0.00036096i,0.0011224-0.00057118i,-0.00024777-0.0018153i,-9.3726e-05-0.0015676i,-0.00018771-0.00017542i,-0.00031422+0.00053236i,0.00093729+0.00045888i,0.001812-6.6249e-05i,0.0017563-0.00032714i,0.00157-0.00058526i,0.00099762-0.00097651i,0.00029906-0.0005966i,2.9149e-05+0.00044454i,-1.4731e-05+0.00081731i,-6.6424e-05-0.00018887i,5.6208e-06-0.00045822i,0.0010034+7.8602e-05i,0.0015136-6.3848e-05i,0.00069373+4.2698e-05i,-0.00021363+0.00011463i,0.00026487+8.9189e-05i
0.0013442+0.0002111i,0.00068823+0.00020092i,0.0011919-0.00030739i,0.001012-0.0014633i,0.0002489-0.0027532i,-0.0011406-0.0022325i,-0.00077871+7.1409e-06i,0.00087527+0.00093867i,0.0019733+0.00067913i,0.0020954+0.00010412i,0.0018217-2.6622e-05i,0.0013513+0.00067157i,0.00097155+0.00085095i,0.0011596+0.00070829i,0.00090906+0.00050295i,0.00047333+0.00056608i,-0.00030265+0.00070989i,-0.00049462-0.00010651i,-0.00057182-0.00079487i,-0.00037506-0.00047896i,0.00055371-0.0001661i,0.00096616-0.00056725i,0.0012213-0.00051203i
0.00060455-0.00070911i,0.0017-0.0011738i,0.00044185-0.0015973i,-1.2798e-05-0.0022784i,0.00046184-0.0021726i,0.00071244-0.0011021i,0.00074775-9.1514e-05i,0.00094297+0.00037751i,0.0010643+0.0006549i,0.0010514+0.00083012i,0.00084725+0.00068925i,0.00074655+0.00017041i,0.0010652+0.00012986i,0.0014125+0.001339i,0.0013039+0.00092117i,0.0016043-0.00045199i,0.0012438-0.00074657i,0.0001188-0.00035167i,3.8835e-05+0.00054283i,0.00057693+0.00033381i,0.00013848-4.8738e-05i,-0.00054734+0.00020773i,-0.00057838+0.00015143i
-0.000175+0.0011046i,0.00023999+0.0019948i,0.0005959+0.0018318i,0.00063178+0.0015208i,0.00062826+0.0007457i,0.00087627-0.00086187i,0.00061323-0.0015308i,-6.5224e-05-0.001073i,9.1564e-05-0.0011355i,7.2328e-05-0.00053188i,-0.00015512+6.622e-05i,-0.00069799-0.00037071i,-0.00078002-0.00019912i,-0.00019783+0.00011758i,-0.00032488-0.00052536i,-0.00075481-0.00094924i,-0.00029637-0.0006406i,0.00074754-9.4097e-05i,0.00089406+0.00045381i,0.00056574+0.00041585i,0.00067165+0.00010036i,6.5212e-06+2.8541e-05i,-0.00047825-3.3203e-05i
-0.0018575-8.4655e-05i,-0.0022824+0.00048277i,-0.0004287+0.00027817i,0.00085054+0.00014174i,0.00016676-0.00068014i,-0.00036198-0.00057127i,-0.00026314+0.00055745i,0.00075158+0.00067004i,0.00091569+0.00031349i,0.0002345-0.0001306i,0.00058001-0.00047621i,0.00087994-0.00025529i,-9.8836e-05+9.3147e-05i,-0.00013849+0.00049253i,0.00011375+0.00056275i,-0.00048262+4.3254e-05i,-1.9628e-05-7.437e-05i,0.00058281+0.00064307i,0.00084964+0.00045456i,0.00021595-0.00022128i,-0.00037028-0.00053652i,2.6426e-05+5.7449e-05i,0.00063987+0.00047724i
0.00076211-0.0019184i,-8.3965e-05-0.002178i,-0.00079195-0.0014384i,-0.00033148-0.00066538i,-2.4841e-05-0.00068145i,-0.00021161-0.00064434i,0.00027833+0.00015969i,0.00063046+0.00050916i,0.00021392+0.00048664i,0.00062273+0.00020036i,0.00091704+6.6906e-05i,0.00074621-8.1063e-05i,0.00030761-0.00058411i,-0.0002726-0.0005432i,-0.00044936-0.00012402i,-0.00056762-0.00033885i,-0.00044733-0.00087515i,-4.6651e-05-0.00062493i,0.00047221+0.00062042i,0.0006772+0.0013622i,0.00072203+0.00054116i,5.3123e-05-9.9504e-05i,-0.00088347+0.00016058i
0.001375+0.00077605i,0.0010306+0.0013164i,0.0014472+0.0017193i,0.0016344+0.00079453i,0.001096-0.00021964i,0.00045467-0.00036604i,0.00019386-0.00013481i,0.0010082+0.00045487i,0.0016568+0.0011349i,0.0012838+0.0010129i,0.0001885+0.00026787i,-3.0458e-05+0.00031657i,0.00049949+0.0003464i,0.00076896-0.00031097i,0.00050058-1.0913e-05i,-0.00043443+0.00085653i,-0.00079166+0.00050586i,-0.00036138+0.00019847i,-0.00050308+0.00063087i,-0.00063632+0.0010595i,-0.00026601+0.0004904i,-5.2157e-05+6.8006e-05i,-0.0006197+0.00028667i
-0.00094978+4.2182e-06i,-0.00067277-0.00067796i,0.00053137-0.0022034i,0.00080837-0.0024499i,-7.9486e-05-0.0022852i,-0.00047141-0.0014255i,-0.00045902-0.00011079i,8.5648e-05+0.00031147i,0.0011638+0.00013014i,0.0011864+0.00011023i,0.00031304+0.00034447i,0.0002122+2.1618e-05i,0.00056605+0.00017156i,0.00088467+0.00089429i,0.00072978+0.00096309i,0.00036928-3.2727e-05i,0.00056691-0.00023264i,0.0011189-3.0205e-05i,0.0017839+0.00013975i,0.0012418-0.00037924i,-0.00017751-0.0001261i,-0.00084127+0.0004i,-0.00073216+0.00036627i
-0.00063235+0.00010316i,0.00020793+0.00022496i,5.2078e-05+0.00036344i,0.00080273-4.8492e-06i,0.001322-0.0011825i,0.00081501-0.0019176i,0.00048249-0.001162i,0.00076463-0.00072482i,0.00098135+5.5281e-05i,0.0010248+0.00067562i,0.0015475+0.00024433i,0.0016945-0.00076062i,0.0003696-0.0010381i,3.3871e-05-0.00030482i,0.00092518+0.00015371i,0.00095298+0.00078488i,0.00052792+0.0011137i,0.00076018+0.00083885i,0.00083457-9.5318e-05i,0.0011119-0.00032734i,0.0012628+0.00025534i,7.9254e-08+0.00079251i,-0.00089569+0.00084905i
