0.0012176+0.0022256i,-0.000335+0.0011419i,-0.0018137+0.000153i,-0.00234-0.00066404i,-0.0021616-0.00042008i,-0.0016469+0.00040699i,-0.00099886+0.0012556i,-0.00027798+0.001586i,0.00075729+0.00087053i,0.0015559+2.4694e-05i,0.0012352-0.00030066i,0.00044437-0.00042227i,0.00014757-9.0298e-06i,0.00023531+0.00025688i,-0.00049352-9.5461e-05i,-0.0007454+5.1885e-05i,-0.00034519-2.7806e-05i,-0.00023364-0.00055901i,-0.00065571-0.00033037i,-0.00036295+0.00046165i,6.8189e-05+0.00037229i,-0.0001267-0.00017773i,-0.00022736-0.00063833i
0.00094846+0.00044782i,0.00087397+0.0011218i,-0.00028548+0.00039623i,-0.00026989+0.00012379i,2.232e-05+0.00029693i,-0.00022993-0.00097738i,-0.0013304-0.0018816i,-0.0017655-0.0013558i,-0.0011186-0.00088266i,-0.00032295-0.00046733i,0.00074134+0.00034227i,0.001087+0.00063767i,0.00094295+0.00033759i,0.00092912-0.00012074i,0.00089857+3.5978e-06i,0.00052121+0.00018316i,0.00058351+0.00024443i,0.00038096+5.3032e-05i,0.00012597-4.4294e-06i,9.3305e-05+0.00010166i,-0.0005915+0.00035343i,-0.0010235+0.00092863i,-0.00030412+0.0010048i
-0.0013468+1.8267e-05i,-0.00115+0.0001269i,-0.0010527+0.00024251i,-0.0013114-0.00038933i,-0.00055833-0.00027546i,0.00042504+9.9931e-05i,-0.00021433-0.00048926i,-0.0008298-0.00060973i,-0.00087609+4.0341e-05i,-0.0004424+9.3404e-05i,-0.00038887-0.00032877i,-0.00015154-7.9764e-05i,0.00047829-0.00042194i,0.000663-0.0005556i,0.00094523+0.00020455i,0.0008023-6.0612e-06i,-1.0407e-05-9.5798e-05i,-0.00061456-0.00012306i,-0.00061998-0.00039044i,-0.00067165-0.00051431i,9.3263e-05-0.00014867i,0.00069555+0.0005341i,0.00016895+0.00035918i
0.00041724-0.00035297i,0.00038375-0.00042573i,0.00011229-0.0015637i,0.00097116-0.0018612i,0.001624-0.0017711i,0.00083129-0.0014234i,-0.0006679-0.00039239i,-0.0012627+0.00044051i,-0.00045253+8.0265e-05i,0.0003128-0.00048324i,0.00042127-0.00058983i,0.00048421-0.00031744i,0.00043172+0.00019403i,0.00014136-7.5234e-05i,-0.0003912-0.00034894i,-0.00044216-0.00028335i,0.00010038-0.00016659i,0.00019138-0.00014994i,-5.591e-05-8.5794e-05i,-0.00054811-0.00012764i,-0.00081788-1.6114e-05i,-0.00016542+0.00070295i,0.00032485+0.00050967i
0.00022443-0.00093788i,-0.00036049-0.00016673i,-0.00072033-0.00087322i,-0.00039987-0.00015827i,-0.00028312+0.00079224i,-0.00024674+0.00021493i,-0.00083073-0.00085227i,-0.0013161-0.00074523i,-0.0012032+0.00040223i,-0.0003127+0.00088934i,0.00067376+0.00010177i,0.00058412-0.00012843i,0.00016386-0.00011141i,6.7298e-06-0.0009646i,-0.00012595-0.00085657i,-3.7243e-05+0.00014499i,5.988e-05+0.00044337i,-1.0501e-05+0.0002928i,-8.0123e-05+8.0839e-05i,-0.00053583-0.00018186i,-0.00054302+3.7697e-05i,-0.00037203+0.0002141i,-0.00020503-2.5521e-05i
0.00027363+0.0012563i,0.00079875+0.00051065i,0.00073749+0.00026917i,0.00059464+0.00025683i,0.0012424-0.00032025i,0.0011956-0.00065629i,0.00054507-0.001282i,0.00037989-0.001162i,0.00041989-0.00066302i,0.00098692-0.00050748i,0.0012091-0.00030761i,0.0006107-0.00034699i,0.00015746-0.00042592i,-7.5451e-05+0.00069148i,-0.00084921+0.0012854i,-0.00068597-0.00024543i,-0.00057072-0.00068711i,-0.00056385-0.00019097i,2.758e-05-0.00039241i,-0.00026135-1.3377e-05i,-0.0010167+0.00049516i,-0.00066311+0.00046225i,0.00010426+0.00021618i
0.0012736+0.00084486i,0.0023343+0.00024744i,0.0020574+0.00010013i,0.00049306-6.5347e-05i,-4.0249e-05-0.00034262i,-0.00011746+0.00021631i,-0.0011507+0.00092489i,-0.0016676+0.00095705i,-0.00084053+0.00063538i,0.00010435+0.00029626i,-0.00025926-0.00014606i,-0.00068901+0.0001395i,-0.00096477+0.00063684i,-0.0010554+0.00050936i,-0.00028718-4.577e-05i,0.00038195-1.1502e-05i,0.00047731+5.8294e-05i,-2.5542e-05+0.00014525i,-0.00036979+0.00060616i,9.4577e-05+0.00023409i,0.00037024-0.00058306i,-9.8626e-05-5.9182e-05i,-0.00067561+0.0003306i
0.00031239-9.2607e-05i,-0.00027383-0.00024685i,-0.00013465-0.00032318i,0.00035342-0.00037485i,0.00047845-0.00033646i,-0.00061595+0.00013816i,-0.0010174-0.00038688i,-0.00078673-0.00066748i,-0.00096542-0.00069604i,-0.0010224-0.00046885i,-0.00072716+0.00019197i,0.00013701-0.00018646i,0.00044016-0.00089333i,0.00022006-0.00027835i,-0.00021218+8.0708e-05i,0.00017592+6.3307e-05i,0.0003801+0.00068978i,0.00012307+0.0007464i,5.2969e-05-8.055e-05i,4.4885e-05-0.00047234i,0.00067749-0.00022535i,0.00049331-0.00017575i,0.00023329-0.00062608i
-0.00062223-0.0016217i,-0.00070571-0.0011827i,-0.001315-0.0008421i,-0.0013489+4.773e-05i,-0.0004479+0.00081806i,-0.00035867-0.00049184i,-0.00076314-0.00152i,-0.00036726-0.00077055i,0.00018839-3.9382e-05i,-0.00019613+0.00017574i,-0.00035242-0.00013217i,-0.00038146-0.00057568i,-0.00012745-0.00084528i,0.00062613-0.00070859i,0.00094254-0.00047745i,0.00074174-0.00037295i,0.00028744-0.00036806i,-0.00042942-0.00063207i,-0.00044445+0.00010607i,-0.00037853+0.00096163i,-0.00040045+0.00067652i,0.00012372+0.00052756i,0.00070211-4.6327e-05i
0.0001591+0.00086901i,0.00031889+0.0013095i,0.00080636+0.00050094i,0.0003488-0.00049429i,0.00021031-0.00097895i,0.00054108-0.0007777i,-0.00013718-0.00040396i,-0.00071634-0.00047234i,-0.00072707-0.00064212i,-2.9362e-05-0.00034659i,0.00072255+0.00014112i,0.0013583-0.00011129i,0.0012807-0.00093237i,-0.00039784-0.00098438i,-0.00095722-0.00026149i,0.00039149-6.3877e-05i,0.0010368+0.00029375i,0.00049872+0.00045414i,-7.9373e-05+2.6108e-05i,-0.00014511+0.00017472i,-0.00071204+5.2192e-05i,-0.0012455-5.2823e-05i,-0.00053822-0.00011639i
0.00037176-2.4381e-05i,0.00052037-0.0010737i,0.00047211-0.001491i,0.0004035+0.00022124i,0.0011696+0.001512i,0.0013752+0.00055025i,0.0004712-0.0009127i,-0.00040926-0.0014999i,4.0512e-05-0.00047184i,-0.00046981+0.00053474i,-0.0011331+0.00043575i,-0.00097731+0.00042199i,-0.00070887+0.00068806i,-0.00038186+0.00092979i,-0.00016442+0.00080391i,0.00028587+0.00096195i,0.00050404+0.00068513i,0.0001047-0.00015344i,-0.00012289-0.00022653i,-0.0002145+0.00034112i,-4.6282e-05+0.00039879i,7.4187e-05+0.00032294i,-0.00014705+0.00056327i
0.0016757+5.3426e-05i,0.00069825+0.00040348i,-0.00076054-0.00073388i,-0.0015272-0.0018471i,-0.0021124-0.00018516i,-0.0020329+0.00056512i,-0.0013538-0.00057521i,-0.00057368-0.0010335i,-0.00019531-0.00093728i,-0.00034083-0.00017192i,-0.00014201+3.9754e-05i,0.00010996-0.00025503i,0.00024387-4.3808e-05i,-0.00013462-0.00018846i,-0.0009091+0.00013259i,-0.001441+0.00083527i,-0.00167+0.00061647i,-0.0012301+1.6575e-05i,-0.00068031+0.00016703i,-0.00017085+0.00029074i,0.00016876-0.00023081i,-1.3568e-05-0.00057979i,0.00024714-0.00032907i
0.00097508+0.00019566i,0.0013345-0.00155i,0.0017087-0.0024092i,0.0017849-0.0018704i,0.001386-0.00048635i,0.00052677-0.00066948i,-0.00077259-0.0010526i,-0.001867-0.00080819i,-0.0013671-0.00051845i,-0.00066448+0.00013444i,-0.00031642+0.00079072i,-0.00027029+0.0012742i,-0.0004358+0.0013268i,-0.00020685+0.001077i,0.00058554+0.00080766i,0.00033233+0.00049205i,1.5527e-05+0.00028615i,-0.00023246+3.8622e-05i,-0.0004452-0.00044326i,-0.00017645-0.00039754i,-0.00042308+0.000405i,-0.0010596+0.00044004i,-0.00042377-3.9439e-05i
0.0011266+0.00030521i,0.0012127+0.00083215i,0.00090406+0.00055193i,-0.0009234+9.4348e-05i,-0.00042013+0.00015393i,0.0011001+0.0006834i,0.00061408+0.00062458i,-0.00015716-0.00073805i,-0.00032506-0.0010912i,-0.00021554-0.00057887i,-0.00054021-0.00077308i,-0.00062245-0.0010655i,-0.00036017-0.00074297i,-0.00044421-0.00069331i,0.00033203-0.00055678i,0.00027186-0.00026568i,-0.00031458-0.00090765i,-0.00010486-0.00089015i,-8.4163e-05-8.5845e-05i,-0.0006463-0.00017405i,-0.00098912-0.00066593i,-0.00084735-0.0009687i,-0.0011863-0.00065469i
-0.00040374+0.0012986i,-0.00042514+0.0011389i,0.00058374+0.0003025i,0.0021858-0.00074686i,0.0023806-0.00028783i,0.00077302-0.00013378i,-0.00053681-8.3831e-05i,-0.0012102-9.0043e-05i,-0.001312-0.00046161i,-5.6279e-05-0.00067599i,0.0011971-0.00025707i,0.00028352-0.0004802i,-0.00069326-0.00043384i,4.799e-05-0.00011564i,0.00020535-0.00059977i,-0.00011871-0.00043542i,-0.00013443+0.0002692i,6.875e-05+0.0001467i,0.00037607+0.00027928i,0.00029244+0.00099122i,0.00018275+0.0014315i,-6.0943e-05+0.00095497i,-0.00020932+0.00092221i
-0.00082459-0.0022309i,-0.0011092-0.0018578i,-0.0018428-0.00035007i,-0.0018469+0.0019236i,0.00045286+0.0027211i,0.0016784+0.0012796i,0.00090215-0.0001887i,-0.00028113-0.0009454i,-0.0010563-0.00052384i,-0.00036336-0.00011473i,0.00028747-0.00043048i,0.00077948-0.00030704i,0.0012137+0.00012423i,0.0011398-0.00030115i,0.00093527-0.00081461i,2.3856e-05+0.00010057i,-0.00024631+0.0006271i,-0.00049218+0.00061676i,-0.00062902-0.00019845i,0.00035116-0.00064708i,0.00023153-0.00030931i,0.00013502-0.00037654i,0.00046481-0.000197i
0.0016546+0.0023614i,0.00047061+0.0013767i,0.0006109-0.0001421i,0.0012488-0.0013526i,0.00026571-0.0020486i,-0.00024696-0.0014152i,-0.00066776-0.00052904i,-0.0012627-0.00039055i,-0.00053233+4.9553e-05i,-1.8977e-05-0.0005671i,8.6891e-05-0.001285i,0.00011298-0.0010483i,-0.00028184-0.00054622i,-0.0006334-0.00018275i,-0.00025971+0.00026724i,-0.00036167+0.00064047i,-0.00031649+0.00043194i,0.00023278+0.00012661i,-9.5354e-05-0.00042432i,-0.00028324-0.00049945i,-0.00016116-0.00032462i,-0.00017315-0.00082125i,8.3484e-05-0.0011734i
-0.0012405+0.00045059i,-0.0004179+0.00071609i,0.0003346+0.001077i,0.0011416+0.0014322i,0.0017313+0.0016077i,0.0010493+0.00049434i,-0.00026639-0.00084825i,-0.00015835-0.00047708i,2.4406e-05+5.5879e-06i,0.00031376+0.00027233i,0.00026049-0.00012021i,-9.6156e-05-8.7784e-05i,-0.00011152+0.00055589i,0.00024678+0.00023427i,0.00053033-0.00011743i,0.0001682+0.00038056i,-5.6084e-05+1.6515e-05i,-9.6413e-05-0.00080367i,0.00014537-0.00083763i,0.00035011-0.00076051i,0.0003078-0.00091382i,0.00034957-0.00069465i,0.00060421+0.00011499i
-0.00066126+0.0015712i,-0.00019136+0.0019911i,-0.00074047+0.0016329i,-0.00054336+0.00069227i,-0.00052703+0.00039642i,-0.00078444-0.00074809i,-0.00054043-0.0017679i,-0.00027634-0.0014782i,-0.00059569-0.00076902i,-0.00032972-0.00042387i,0.00013111-0.00045929i,0.00063452-0.00063924i,0.00027811-0.00032639i,-0.00095099-0.00020142i,-0.00092828-0.00067889i,-0.00026515-0.00039417i,-0.00011532+0.00039707i,4.3575e-05+0.00031275i,0.00026655-0.00049415i,0.00023379-0.00020049i,-0.00066917-1.0479e-05i,-0.0010812-0.0007238i,-0.00086277-0.00070742i
-0.00053579+0.0016927i,-0.00037659+0.0019022i,0.00035465+0.0010194i,0.00082195+0.00029962i,0.00073405+0.00073492i,2.0216e-05+0.00030566i,-0.001084-0.00053541i,-0.001984-0.00043364i,-0.001642+0.00041485i,-0.00043873+0.00067391i,1.0604e-05+0.00048075i,-0.00025859+0.00028969i,-0.00015559-0.00016673i,-0.00040507-0.00017573i,-0.00082945-0.00041802i,-0.00024818-1.2801e-05i,-0.00036198+0.00036582i,-0.0010882+7.6554e-05i,-0.00062285+0.00012443i,-0.00016111-9.0701e-06i,-1.3396e-05-5.9867e-05i,-0.00036566-3.8189e-05i,-0.00027241+0.00029791i
0.00045003-0.00020428i,0.00092328-0.00040747i,0.0017628-0.00094566i,0.0014636-0.0009554i,0.00086044-0.00091239i,0.00086865-0.0014701i,-6.4244e-05-0.0015143i,-0.00065288-0.00067169i,-0.00049338+6.7889e-05i,-0.0001499-0.00045556i,0.00022261-0.00086492i,0.00028654-0.00023216i,6.8026e-05-0.00046538i,0.00036255-0.001154i,0.00066838-0.00085578i,0.00026986-0.00040993i,0.00032033-0.00013182i,0.00024936+0.00018887i,-0.00041994-0.00030984i,-0.00047682-0.00070001i,0.00042839-0.00022133i,0.00084172+6.3144e-05i,0.00074766-0.00019799i
8.3808e-05-0.00075099i,0.0010516+0.00011665i,0.00086175+0.00049024i,6.2708e-05+0.00087691i,0.00042454+0.0012018i,0.00063457+0.00063727i,-0.00010772-0.00063247i,-0.00061643-0.0011433i,-8.247e-05-0.00084332i,0.00017782-0.00011841i,2.1674e-05+0.00030123i,0.00012782+0.0002346i,-5.0446e-05+4.2881e-05i,-0.00028307-0.00014283i,7.4764e-05+0.00027961i,0.00072057-0.0001435i,0.00083006-0.00090909i,0.00051416-0.0012156i,0.0018104-0.00088365i,0.0019248-0.0003893i,0.00047262-0.00029028i,-0.00044225-0.00046378i,-0.00067826-0.00032141i
-0.0013577-0.0012432i,-0.0016651-0.002157i,-0.0022875-0.0016224i,-0.001525+0.0001493i,-1.1978e-06+0.00077899i,0.0005902+0.00034805i,0.0004122-1.0188e-05i,-0.00023994+2.8798e-06i,-0.00048334+0.00061899i,-0.00016323+0.00083577i,0.00014954+0.0001282i,0.0010176-8.2305e-05i,0.0013196+0.00058962i,0.0012145-0.00040257i,0.0013373-0.0012786i,0.00087631-0.00036355i,0.00024525+0.0005155i,0.00049467+0.00024695i,0.00076355-0.00028988i,0.00074854-0.00050031i,-0.0001889-0.00053216i,-0.00077533-0.0003767i,-0.00062696-0.00063223i
0.00042924-0.00033895i,-0.00047272+0.00028099i,-0.00077049+2.6574e-05i,0.0001015-0.00063483i,0.0015015+0.00020276i,0.0015252-7.8715e-05i,0.0003642-0.0012225i,-0.0002517-0.0007766i,-0.00098383+0.00013832i,-0.00089201+0.00087912i,-0.00054337+0.00084499i,-0.00054406-0.00011836i,0.0006232+9.9888e-05i,0.00081405+0.00067061i,0.00046452+7.8073e-05i,0.00039175-0.00015268i,0.00069274+0.0002124i,0.0012826+0.00038353i,0.0012088+0.00024949i,0.00029991-0.00031142i,-0.00041408-0.0005474i,-0.0010529-0.00045103i,-0.001084-0.00038969i
0.00071371+0.00048878i,0.00090421+0.00031479i,0.00075555+0.00022046i,0.00034798+0.00013102i,0.00070143-2.4338e-05i,0.00020566-0.00023965i,-0.00055984-0.0012465i,-0.00010237-0.001373i,0.00049557-0.00040125i,0.0004563-0.00020147i,0.00023869-0.0002257i,8.1738e-05-0.00031211i,-0.00069228-0.00035711i,-0.0007241+0.00039152i,6.0489e-06+0.00070981i,0.0001625+0.00026159i,0.0003494+0.00025527i,0.00046585-0.0004825i,0.00011435-0.00013032i,-0.00012638+0.00030614i,3.208e-06-8.5347e-05i,-3.5929e-05+0.00068056i,-8.7613e-05+0.00064805i
-4.5449e-05+0.00093012i,-0.00093936+0.00099211i,-0.00037359+0.00095251i,0.00086814+0.00038572i,0.00056455-7.7489e-05i,-0.00063857-0.001303i,-0.0017262-0.0010944i,-0.0019601+0.00027106i,-0.00084671+0.00054117i,-0.0002403+0.00015551i,-0.00059193-0.00051558i,-0.00013926-0.0007703i,3.3896e-05-0.00073307i,-0.00060673-0.00031277i,-0.0012868-0.00010381i,-0.0010393-0.00030592i,-0.00015511-0.00019983i,-7.2005e-07+0.00021942i,0.00053877+0.00039302i,0.00081244+0.00033007i,0.000234-0.00021627i,0.00030881+0.00028461i,0.00063742+0.0012755i
0.0018259-0.00037761i,0.0030731-0.00072104i,0.0022497-0.00090006i,0.00069906-0.0013781i,5.5573e-05-0.00083616i,-3.4367e-05-0.0002918i,0.00030858-0.00054219i,0.00039411-0.00063959i,0.00024168-0.0003777i,0.00047076+4.1872e-05i,0.00053712-0.00017786i,0.00072852-0.0008677i,0.00082276-0.00012265i,0.00037775+0.0014367i,0.00017647+0.0016907i,0.00035188+0.0011111i,0.00037983+0.0010229i,-0.00046552+0.0013004i,-0.00027423+0.001336i,0.00058673+0.000172i,-0.00019369-0.00045292i,-0.00084621-0.00018083i,-0.00059002+0.00023587i
0.0015965+0.0017069i,0.0021309+0.0018806i,0.0014788+0.0012575i,0.00052463+0.00035762i,0.0010366-0.00087144i,3.4115e-06-0.0015398i,-0.0014367-0.0011524i,-0.00099442-0.00012071i,-0.0002586+0.00014529i,-0.00033617+8.6138e-05i,0.00011943+0.00038288i,0.00046645+0.00030231i,1.2972e-05+0.00033971i,0.00037144-7.8636e-05i,0.00099771-0.00050922i,0.00038324-0.00033054i,-0.00055861-0.00013021i,-0.00040542-6.833e-05i,-0.00039613+8.5432e-05i,-0.0009158+0.00036553i,-0.00026432+0.00026333i,-0.00037529-0.00052167i,0.00021965-0.00072052i
-0.0023979+0.001526i,-0.001662+0.0015768i,-0.00062074+0.0016582i,-0.00016343+0.0013944i,0.00032941+0.00071206i,0.0010595+0.00032824i,0.00075253-0.00081933i,-0.00066049-0.0011716i,-0.00096905-0.00061426i,0.00030569-0.00021834i,0.0012091+0.00021213i,0.0012443+0.00074304i,0.00083059+1.4966e-05i,0.00011885-0.0010739i,-0.00016745-0.0014355i,0.00019442-0.00072882i,0.00011376+8.7876e-05i,7.7253e-05+0.00052602i,0.00023946+0.00044663i,-0.0001541+0.00033622i,-0.00031155-0.00026012i,-0.00039558-1.2435e-05i,-0.00034269+0.00088465i
-0.00029165+0.0013952i,0.00035212+0.0011834i,0.00065925+0.00018224i,-0.00024101-0.00090462i,-0.00072399-0.00082192i,-0.00082866-0.00043129i,-0.0010022-0.00056894i,-0.00017828-0.00061469i,2.0261e-08-0.00029465i,-7.2996e-05-0.00047421i,0.0002686-0.00021577i,0.00076886+5.0291e-05i,0.0011435+0.00015881i,2.6182e-05+0.00015564i,-0.0015457-0.00033089i,-0.00095687-0.00038084i,-8.9851e-05-1.2827e-06i,-0.00024022-6.1823e-05i,-0.0006787+0.00035845i,-0.00052495+0.00022472i,0.00032706-0.0003977i,0.00077061-0.00031354i,0.00021769-0.00072066i
-0.00042087+0.0008103i,-0.0003758+0.0011924i,-0.0011631+0.0005344i,-0.00014368-0.00036071i,0.00051177-0.0009051i,-0.00018527-0.0010672i,-0.0013609-0.00091362i,-0.0023685-0.0012115i,-0.0017505-0.0012786i,-0.0005663-0.00090497i,-0.00041744-0.00073761i,6.593e-06-0.00040839i,-0.00034576-0.00053792i,-0.00089474-0.00057051i,-0.00068647-0.0010888i,-0.00050011-0.00071997i,-0.00038285-3.4431e-05i,-0.00040154+9.9882e-05i,-0.00040368-0.00034328i,-0.00022129-0.00081366i,-0.0002565-0.00027425i,-0.0001188-0.0002485i,5.2763e-05-0.00042115i
0.00074322-0.0003893i,0.0010404-0.00036076i,9.2705e-05-0.0013405i,-0.0014343-0.00060757i,-0.00097699+0.00075846i,0.00047402+0.00026951i,0.00011973-0.0011335i,-0.00054564-0.0013271i,-0.00072742-0.00027298i,-0.0010146+0.00030997i,-5.3286e-05+0.00017365i,0.00055789+0.00053887i,0.00087338+0.00083005i,0.00088954+0.00053347i,0.00039464+0.0005033i,0.00032494-4.3863e-05i,0.0005134-0.0007323i,0.00060261-0.00030045i,0.00014485-1.2842e-05i,-9.5478e-06-0.00030384i,0.00039684-0.00067045i,0.00012179-0.00064776i,-0.00026395-0.00081634i
-0.001285+0.00068824i,-0.00096985+0.0013165i,-0.00025041+0.0015633i,0.00063077+0.001153i,0.0015391+0.00032767i,0.0011206-0.0012317i,1.6668e-05-0.0017513i,-0.00058391-0.00067942i,-0.00087447+0.0003012i,-0.00041982+0.00013081i,0.00086833+0.00050172i,0.00097064+0.00083754i,0.00026918-2.3226e-05i,0.00045321-0.00070586i,0.0011915-0.0013906i,0.00045145-0.0011036i,-0.000211-0.0006124i,0.00044068-0.00098726i,0.00040172-0.00053674i,-0.00010108+7.4809e-05i,0.00017258-0.00058331i,0.00029006-0.0011652i,0.00023211-0.00094546i
0.00027608+0.0007196i,0.00073039+0.0011592i,0.00092685+0.0011953i,0.00081306+0.0011547i,0.00053777+0.001138i,0.00030283+0.00041427i,-0.00097989-0.0012037i,-0.0012761-0.0014598i,-9.658e-05-0.00050615i,0.00062784-0.00021694i,0.00045364+0.00027371i,0.00048998+0.00047072i,0.00052324+0.00027685i,-0.00016325+8.862e-05i,-0.0001502+0.00016489i,0.00023616+0.00033265i,0.00081652-0.0001417i,0.0008977-0.00049075i,0.00012568+2.2606e-05i,-0.0014927+0.00054659i,-0.0015057+0.0005849i,-0.00099497+0.00043067i,-0.0011223-0.00050394i
-0.00091414+0.00056142i,-0.0010115+0.00017275i,-0.0013791+0.00015129i,-0.0011009+7.4121e-05i,-0.0002049+0.00015382i,0.00062616-0.00025211i,7.6961e-05-0.0013718i,-0.0013871-0.0020844i,-0.0018009-0.0011756i,-0.00024746-0.00032471i,0.0011096+0.00012207i,0.00098186+0.00084499i,0.0003444+0.00017216i,-0.00028476-0.0011646i,0.00035481-0.0011815i,3.4159e-06+5.199e-05i,-0.0016113+0.00061427i,-0.0015725+0.00035388i,-0.00068169-0.0001594i,0.00035881-0.00044002i,0.00069834-0.00025039i,0.00038607-0.0003083i,0.00031073+0.00051471i
-0.00051903+0.00083938i,-5.4596e-05+0.0010465i,0.0010431+0.001764i,0.0024761+0.001576i,0.0021856+0.0011828i,0.00097662+0.00058795i,9.9365e-05-0.00057874i,-0.0006519-0.00081421i,-0.00068335-0.00071264i,-0.00030706+5.1735e-05i,-9.4784e-05+0.0008426i,-9.608e-06+0.00018455i,-2.5472e-05-0.00066388i,0.00011643-0.00054041i,0.00058168-0.00051791i,0.0011408-0.00015113i,0.00063813+0.0011475i,-6.9774e-05+0.0012115i,-0.00010813+0.00033137i,-0.00024906+0.00032881i,-5.7206e-05+0.00013489i,0.00013661-0.0001235i,-0.00025893-0.00027078i
0.00060026+0.00099085i,0.00053593-0.00020013i,1.2374e-06-0.00028434i,-0.00080607+0.00049426i,-0.00033563+0.00067801i,0.00032925+0.00019914i,-0.00060588-0.0010772i,-0.001117-0.0016754i,-0.00059289-0.00091942i,3.5085e-05-0.00035632i,-0.000214-0.00081504i,-0.00060799-0.00032101i,-0.00021948+0.00035344i,-0.0002574+3.2759e-06i,-0.00077414-0.00033297i,-0.00039275-5.1116e-06i,0.00027955+0.00051205i,-8.6353e-05+0.00049118i,-0.00025924+0.00016939i,-0.00024922-0.00041257i,-0.00039178-3.1204e-06i,0.00012896+0.00035297i,0.00034291-2.4092e-05i
-0.0019681-0.00030032i,-0.0013353+0.000685i,-0.00037159+0.00086368i,0.00040737+0.0007221i,0.00053995-0.00015551i,0.00038995-0.0010345i,-0.00014388-0.00098456i,-0.00044828-0.0011172i,-0.00076311-0.0010268i,-0.00068454-0.00033168i,-6.66e-05-4.1864e-05i,0.00014871+0.00036495i,6.0624e-05+8.5377e-05i,0.00037208-0.00055015i,0.0010363-0.0010165i,0.00069348-0.00079289i,2.048e-05+9.9277e-05i,-0.0006813+0.00020703i,-0.0013658-0.00034867i,-0.00082314+0.00023268i,0.00027453+0.0004539i,0.00023328+0.00053636i,0.0002085+0.0010405i
0.0015539+0.0011727i,0.0019646+0.00081445i,0.002846+0.0004117i,0.0028385+0.00028332i,0.0020199-0.00032051i,0.00068673-0.0017687i,-0.0013296-0.0020464i,-0.0024103-0.0010695i,-0.0017437-0.00016838i,-0.00057149-0.00027005i,-0.00018049-0.00047132i,-1.145e-06-1.2912e-05i,-0.00057467+0.00011526i,-0.00094844-0.00043926i,-0.00083241-0.00078372i,-0.000557-0.00037393i,0.00034399+0.00028509i,9.2716e-05+0.00018333i,-0.00068318-0.00054522i,-0.00038521+5.8425e-05i,-7.5872e-05+0.00083449i,-0.00023337+0.00055542i,-5.1828e-05-0.00012242i
0.00095311-0.00055669i,0.00082435+2.9078e-05i,0.0004988-0.00099603i,-0.00025562-0.00028126i,0.00074265+0.001902i,0.0010822+0.0025183i,-0.00072636+0.001593i,-0.0016408+0.00053471i,-0.0010474+1.6281e-05i,-0.0007411+0.00042991i,-0.0010629+0.00085262i,-0.00037234+0.00022817i,-0.00017618+0.00012902i,-0.0005015+0.0004848i,0.00053975+0.0016122i,0.0016304+0.0021778i,0.0010282+0.0012465i,-0.00012216+0.00020756i,-1.2582e-06-0.00025152i,-0.0001384-4.0971e-05i,-0.00074669+0.00025026i,-0.00057629+0.00027366i,-0.00043584+0.0003813i
-0.00090907+0.0017083i,0.00060617+0.0011476i,0.0019773+0.00065243i,0.0017621+5.5781e-06i,0.0018411-0.00035616i,0.0011055-0.001182i,-0.00081253-0.0017686i,-0.0013648-0.00096803i,0.00020478+0.00020297i,0.00082244+0.00043643i,0.00056972-0.00017119i,0.00024953-0.0007038i,-0.00054962-0.00068001i,-0.0015231-0.00068856i,-0.0014554-0.00087245i,-0.00045539+8.8633e-05i,3.0244e-05+0.00032629i,-0.00026956+0.00010388i,-0.00086458+0.00040712i,-0.00099933+0.00023613i,-0.00033231-0.0010695i,0.00034437-0.0012191i,0.00053738-0.00066525i
0.0017407-0.00068616i,0.001277-0.00084567i,0.00042038-0.0010114i,-0.00097034+3.5727e-05i,-0.0013343+0.00023663i,-0.00076198-0.0001118i,-0.00012047-0.00088806i,0.0004065-0.0011687i,4.9405e-05-0.00017363i,-0.00012433-0.00015464i,-0.00042812-0.00045069i,0.00012878+0.00022967i,0.00041997+0.00071648i,0.00028376+0.0001699i,0.00023048+0.00060034i,2.9482e-05+0.0007155i,0.00010344+0.00065967i,5.6491e-05+0.00055413i,4.5848e-05+0.00020676i,0.00062097+0.00015363i,0.0011416+0.00010754i,0.00058286+7.8166e-05i,0.00011501+0.00012269i
0.00088632+0.0014543i,0.00084531+0.00018178i,0.00086668-0.00064841i,0.00087006-0.0013929i,0.00099706-0.00089924i,0.00046714-8.7429e-05i,-0.00085379-0.00020035i,-0.0011813+0.00046913i,-0.0004335+0.00024971i,-4.051e-05-0.00020907i,0.00056654+0.00023364i,0.00058486-5.0558e-05i,-0.00021136-0.00025774i,-0.00045204+4.3975e-05i,-0.00017523+0.00017897i,-0.00015921-4.2956e-05i,-0.00056208+9.2365e-05i,-0.00057457+0.00033517i,-4.2797e-05+0.00041603i,-7.2178e-05+0.00059449i,-0.00060083+0.00015933i,-0.00043388-0.00023075i,0.00033495-0.00019683i
