4.622e-05-0.0023387i,0.00062736-0.0024963i,0.00015264-0.0013318i,-0.00025377-0.00081605i,-4.7498e-05-0.00024404i,0.0011082+0.00064699i,0.0013689+0.0013998i,0.00099345+0.0012378i,0.0012034+0.00069237i,0.0018386-0.00035271i,0.001675-0.0014724i,0.00051493-0.0013024i,4.3204e-05-0.00096853i,0.00049799-0.0012366i,0.00052739-0.0011533i,0.00019644-0.0002047i,-9.5994e-05-0.00054027i,2.9228e-05-0.00032029i,0.00082097+0.00071635i,0.00041448+0.00070321i,-0.00041234+0.00031603i,-0.00049699-0.00011059i,-0.00050462-0.00076028i
-0.21333-0.031312i,-0.23766-0.17642i,-0.080562-0.36517i,0.091145-0.39989i,0.097906-0.22165i,0.048333-0.018129i,0.025548+0.028495i,-0.013644+0.0046229i,-0.042227+0.030175i,-0.026291+0.071238i,0.00025069+0.081326i,0.011181+0.060269i,-0.0034539+0.030196i,-0.033559+0.02432i,-0.059278+0.035675i,-0.074654+0.04808i,-0.064358+0.060776i,-0.023795+0.055648i,0.015193+0.026376i,0.026485-0.0028004i,0.021418-0.01845i,0.014687-0.025676i,0.002785-0.024947i
0.011291+0.017293i,0.078288+0.20684i,0.127+0.42392i,0.12642+0.41643i,0.086146+0.18025i,0.021012-0.026501i,-0.0080621-0.074731i,0.010375-0.065614i,0.0076938-0.070817i,-0.027347-0.060724i,-0.050837-0.033426i,-0.046006-0.010785i,-0.027808-0.0060346i,-0.016379-0.023831i,-0.0067928-0.050326i,0.009652-0.067708i,0.015753-0.064678i,0.0031767-0.042736i,-0.0083183-0.015725i,-0.0050297-0.00081805i,0.0070344+0.0015648i,0.019389+0.0035102i,0.031434+0.004562i
-0.086413-0.16696i,-0.20947-0.26887i,-0.27972-0.31054i,-0.24192-0.21956i,-0.16005-0.059533i,-0.093593+0.038583i,-0.064392+0.044805i,-0.065559+0.039181i,-0.05154+0.047056i,-0.021199+0.019053i,-0.0099186-0.027481i,-0.0073211-0.042767i,0.0079362-0.037128i,0.022738-0.033384i,0.024901-0.019086i,0.015698+0.00561i,-0.0011424+0.024895i,-0.0085781+0.037118i,0.0027756+0.045879i,0.016982+0.048844i,0.017556+0.040926i,0.0036715+0.02464i,-0.013906+0.017978i
0.14045+0.0064089i,0.18565+0.012505i,0.17407+0.041085i,0.14063+0.01894i,0.11167-0.079085i,0.07598-0.14517i,0.051148-0.12907i,0.035729-0.10424i,0.012949-0.08654i,0.0066645-0.044125i,0.023241-0.0062592i,0.024147+0.011447i,0.011661+0.037929i,0.017608+0.06875i,0.033747+0.073243i,0.040799+0.047183i,0.038399+0.005629i,0.016988-0.028251i,-0.022256-0.03203i,-0.045515-0.015439i,-0.040344-0.00026823i,-0.024257+0.0084347i,-0.0088194+0.0075192i
-0.0081337-0.0017831i,0.002422-0.042277i,0.026062-0.056934i,0.046635+0.00041214i,0.070741+0.096264i,0.089722+0.13082i,0.075019+0.08846i,0.048068+0.045276i,0.029561+0.028696i,0.018464+0.024947i,0.010651+0.025827i,0.0021121+0.015495i,-0.018732-0.009179i,-0.049251-0.024676i,-0.071003-0.020321i,-0.074269-0.0014057i,-0.051871+0.023708i,-0.0075873+0.026207i,0.024536-0.0046011i,0.020159-0.028959i,0.0019111-0.026237i,-0.0068253-0.019881i,-0.014229-0.017536i
0.03517+0.086662i,0.038158+0.16872i,-0.016356+0.19473i,-0.08209+0.13673i,-0.095548+0.04336i,-0.066557-0.036097i,-0.025802-0.052122i,0.0096576-0.029662i,0.016707-0.02631i,-0.0083334-0.035401i,-0.028768-0.031619i,-0.021273-0.015626i,0.0024444-0.0052464i,0.023161-0.0070142i,0.036516-0.012743i,0.043199-0.020346i,0.033012-0.020859i,0.012168+0.0012947i,0.0047506+0.036093i,0.01399+0.050009i,0.020509+0.037285i,0.01941+0.026535i,0.022646+0.022048i
-0.12253+0.0041771i,-0.18742-0.053509i,-0.15911-0.13658i,-0.090096-0.16115i,-0.070319-0.075377i,-0.056412+0.051152i,-0.034894+0.082089i,-0.041544+0.052934i,-0.028653+0.047256i,0.01528+0.035494i,0.035919+0.0068871i,0.026725-0.0086946i,0.011209-0.0099607i,-0.003579-0.0085739i,-0.01683-0.0021016i,-0.021532+0.010821i,-0.019839+0.016758i,-0.02495+0.0096424i,-0.040034-0.0035277i,-0.049678-0.0078932i,-0.039722-0.0048511i,-0.024135-0.010357i,-0.020262-0.014584i
0.018445-0.082611i,0.061487-0.10502i,0.11016-0.0097607i,0.14674+0.098889i,0.13029+0.052706i,0.054812-0.051961i,0.0078017-0.068247i,0.0088105-0.047316i,-0.0027539-0.042232i,-0.020294-0.02265i,-0.017718+0.0017692i,-0.00971+0.0096691i,-0.004887+0.014274i,0.0054704+0.02581i,0.014893+0.030012i,0.01246+0.019327i,0.0081497-0.0012222i,0.0077962-0.023934i,0.012473-0.037787i,0.01916-0.040229i,0.015578-0.030399i,0.011918-0.011868i,0.014348-0.0045996i
0.025587+0.0025551i,0.029771+0.00064093i,-0.078595-0.059661i,-0.24765-0.079484i,-0.26523+0.028614i,-0.1358+0.11648i,-0.047395+0.090002i,-0.025534+0.049233i,-0.0020198+0.040769i,0.01952+0.028682i,0.022074+0.010877i,0.018097-0.0043789i,0.010175-0.019913i,-0.008183-0.034115i,-0.027471-0.043885i,-0.036093-0.041999i,-0.02713-0.023293i,-0.0031463-0.0028882i,0.013281+0.0042752i,0.011223+0.010409i,0.0010121+0.013563i,-0.009737+0.0073792i,-0.012998+0.0068722i
0.00028287+0.050009i,0.061434+0.12414i,0.213+0.1011i,0.3119-0.064068i,0.20192-0.21164i,0.036523-0.20497i,-0.0019153-0.12356i,0.0014142-0.076827i,-0.022956-0.049623i,-0.038882-0.021429i,-0.033845-0.00085313i,-0.015093+0.019381i,0.0088198+0.035811i,0.028155+0.041848i,0.045395+0.039817i,0.056785+0.026701i,0.048397+0.012192i,0.031934+0.012551i,0.024616+0.021661i,0.018629+0.019723i,0.013861+0.011253i,0.017815+0.0094847i,0.021948+0.0064029i
-0.12421-0.044392i,-0.29365-0.028932i,-0.40415+0.095506i,-0.3247+0.22545i,-0.15088+0.19735i,-0.053039+0.090552i,-0.030722+0.033041i,-0.0072978+0.0085584i,0.01705-0.0056911i,0.028983-0.0067109i,0.025393-0.0065963i,-0.00064157-0.0042915i,-0.02787-0.0024944i,-0.043589-0.011213i,-0.053317-0.017837i,-0.047555-0.011812i,-0.029358-0.0076253i,-0.026548-0.011714i,-0.046618-0.01258i,-0.057673-0.0055854i,-0.045459-0.00016896i,-0.032409-0.003479i,-0.024845-0.0017208i
0.10483-0.13698i,0.17853-0.29541i,0.17628-0.4066i,0.094758-0.36134i,0.037543-0.22498i,0.024823-0.13064i,0.0013301-0.070158i,-0.013544-0.014048i,-0.016718+0.0047449i,-0.027165+0.0033695i,-0.027399+2.1023e-05i,-0.015599-0.014965i,-0.0037973-0.021413i,0.01418-0.0089575i,0.032053+0.0064936i,0.034758+0.015997i,0.028668+0.016207i,0.032096+0.0043925i,0.0511-0.017075i,0.062191-0.033466i,0.050886-0.029254i,0.035399-0.010663i,0.025098+0.0011401i
0.072044+0.13162i,0.16409+0.23762i,0.2175+0.23169i,0.15209+0.10427i,0.042835+0.024374i,0.0077139+0.02235i,0.021152+0.00061887i,0.013954-0.021446i,0.0073515-0.010848i,0.014561-0.0037304i,0.022386-0.0022877i,0.028738-0.00052217i,0.022516-0.0055806i,0.0015862-0.013841i,-0.018415-0.023134i,-0.024275-0.028663i,-0.015733-0.021006i,-0.0071835+0.0026331i,-0.011178+0.035913i,-0.019856+0.058336i,-0.022921+0.052483i,-0.022399+0.031313i,-0.018169+0.017588i
-0.12533+0.063634i,-0.20712+0.15508i,-0.14828+0.25837i,0.058595+0.23827i,0.17029+0.079898i,0.10135-0.019658i,0.032429-0.004937i,0.013439+0.0063206i,-0.0075645-0.0013741i,-0.022261-6.7996e-05i,-0.025928+0.0064597i,-0.021938+0.020843i,-0.0108+0.031775i,0.00092248+0.036123i,0.015808+0.042631i,0.032152+0.048041i,0.036703+0.046536i,0.029518+0.029022i,0.016413-0.0048705i,-1.0397e-05-0.036122i,-0.0097001-0.041354i,-0.0062669-0.025028i,-0.0014753-0.012756i
-0.084538-0.13603i,-0.23146-0.28494i,-0.4334-0.31445i,-0.5011-0.12648i,-0.31903+0.051536i,-0.10122+0.037436i,-0.032078-0.019913i,-0.012734-0.012192i,0.017947-0.0016432i,0.029047-0.0086506i,0.015711-0.015247i,-0.011378-0.017609i,-0.028659-0.017479i,-0.035059-0.025307i,-0.046439-0.033072i,-0.054682-0.02499i,-0.049397-0.0099025i,-0.041466+0.0028403i,-0.034945+0.016011i,-0.0204+0.02552i,-0.007974+0.021533i,-0.013381+0.010844i,-0.021808+0.010086i
0.16359-0.050473i,0.42117-0.12693i,0.63472-0.28815i,0.54568-0.40742i,0.25598-0.30274i,0.073791-0.11199i,0.015494-0.04249i,-0.029382-0.029835i,-0.050739-0.00025153i,-0.038345+0.015495i,-0.014236+0.0058347i,0.010647-0.016587i,0.021874-0.027789i,0.0278-0.016452i,0.035039+0.00090082i,0.030053+0.015247i,0.016568+0.021022i,0.013958+0.0088155i,0.025998-0.014526i,0.035894-0.02637i,0.035015-0.020514i,0.031705-0.011058i,0.025202-0.011596i
-0.032203+0.16582i,-0.085286+0.4505i,-0.081091+0.71372i,0.0057735+0.68335i,0.063067+0.39688i,0.064272+0.15135i,0.081213+0.043524i,0.082597-0.012232i,0.050787-0.038531i,0.025162-0.035045i,0.016384-0.015139i,0.020057+0.0072398i,0.026997+0.0094928i,0.021409-0.0045574i,0.0026801-0.02065i,-0.018137-0.034215i,-0.030763-0.032809i,-0.033275-0.0045392i,-0.033725+0.038703i,-0.035255+0.064536i,-0.032535+0.05588i,-0.027567+0.0315i,-0.019837+0.014832i
-0.13778-0.091192i,-0.35778-0.22383i,-0.53971-0.29826i,-0.48968-0.2172i,-0.28885-0.082834i,-0.15374+0.0072859i,-0.098582+0.050279i,-0.054078+0.048882i,-0.027486+0.030497i,-0.017326+0.019601i,-0.013146+0.010341i,-0.01599+0.0069325i,-0.014553+0.017404i,-0.0047307+0.032066i,0.010778+0.03863i,0.025489+0.032525i,0.02591+0.017507i,0.012809-0.0083866i,-0.0029071-0.048931i,-0.013619-0.081329i,-0.014842-0.07763i,-0.0072239-0.051586i,0.00072408-0.030531i
0.092399-0.11143i,0.22416-0.27916i,0.28624-0.40258i,0.1862-0.33707i,0.069839-0.17792i,0.049513-0.1051i,0.039093-0.087037i,0.020047-0.043294i,0.023885-0.013366i,0.023011-0.0083661i,0.010466-0.0049291i,-0.0037463-0.0034961i,-0.016805-0.0043099i,-0.025913-0.011237i,-0.036056-0.021043i,-0.043962-0.025437i,-0.042696-0.025028i,-0.031889-0.011996i,-0.0074117+0.019822i,0.022415+0.04589i,0.0339+0.043047i,0.021791+0.024802i,0.0078648+0.013202i
0.086582+0.11494i,0.2483+0.28056i,0.40809+0.35911i,0.38529+0.22004i,0.19036+0.066446i,0.033075+0.05092i,0.00026937+0.041736i,-0.01201+0.0019109i,-0.031431+0.0017436i,-0.022718+0.01585i,-0.0011695+0.011175i,0.018385-0.0035824i,0.023967-0.016325i,0.022905-0.013538i,0.032647-0.0019547i,0.042415+0.004268i,0.040937+0.00233i,0.028176-0.010718i,0.0050985-0.02506i,-0.013365-0.023249i,-0.0082871-0.0068022i,0.01136+0.0052023i,0.019297+0.0044655i
-0.15625+0.059614i,-0.39686+0.18067i,-0.59023+0.34301i,-0.49422+0.40854i,-0.22541+0.28281i,-0.063938+0.10237i,-0.013013+0.038418i,0.021036+0.028197i,0.031591-0.00097692i,0.01585-0.017856i,-0.0010325-0.0066185i,-0.0037261+0.017365i,0.010236+0.027936i,0.01892+0.018688i,0.011339+0.0071438i,-0.0012066-0.0028957i,-0.00947-0.0099648i,-0.01167-0.002931i,-0.012725+0.014781i,-0.01708+0.026604i,-0.025819+0.025589i,-0.029324+0.023364i,-0.019695+0.022411i
-0.015721-0.16017i,-0.037113-0.43647i,-0.075115-0.70749i,-0.14338-0.69937i,-0.19001-0.42436i,-0.16391-0.16521i,-0.11264-0.055969i,-0.07379-0.019048i,-0.046077+0.0071472i,-0.02097+0.020878i,-0.0065885+0.013121i,-0.012627-0.0007932i,-0.027355+0.00333i,-0.033789+0.02109i,-0.022113+0.033064i,0.003935+0.029895i,0.024761+0.012843i,0.026948-0.018078i,0.01352-0.056342i,-0.00094884-0.077953i,-0.0028652-0.06987i,0.00022245-0.047753i,-0.0022152-0.028608i
0.12489+0.028939i,0.3417+0.10928i,0.55667+0.19961i,0.56222+0.19052i,0.38443+0.073645i,0.21778-0.036838i,0.11112-0.069564i,0.045041-0.04109i,0.019632-0.014758i,0.0015347-0.0088088i,-0.015209-0.0027181i,-0.018025+0.00097504i,-0.016731-0.0071011i,-0.020199-0.022081i,-0.029301-0.028902i,-0.035993-0.020151i,-0.026776-0.0056163i,-0.00049438+0.01185i,0.031602+0.035388i,0.049781+0.050555i,0.044495+0.044753i,0.027141+0.029165i,0.012193+0.016932i
-0.0673+0.09319i,-0.17725+0.24669i,-0.28394+0.3567i,-0.28393+0.28121i,-0.20278+0.13804i,-0.1181+0.093595i,-0.033473+0.076675i,0.0038312+0.023688i,-0.010962-0.00084372i,-0.013476+0.0024505i,0.0016096-0.005543i,0.014129-0.017874i,0.02023-0.022773i,0.022654-0.018358i,0.028389-0.0091652i,0.034762-6.6881e-05i,0.034382+0.007301i,0.019264+0.0070656i,-0.013655-0.0022071i,-0.040792-0.0075944i,-0.038301+0.0010949i,-0.020441+0.012513i,-0.010795+0.013762i
-0.079003-0.087654i,-0.21029-0.2076i,-0.30919-0.28071i,-0.23955-0.20286i,-0.083179-0.10777i,-0.019729-0.09965i,-0.039598-0.072112i,-0.031392-0.01787i,-0.00082345-0.012592i,0.0033228-0.02908i,-0.0051018-0.021263i,-0.0063576+0.003423i,0.0041305+0.021566i,0.014606+0.023336i,0.0089035+0.018294i,-0.0080119+0.015587i,-0.019001+0.01575i,-0.010902+0.014631i,0.0091323+0.0059826i,0.014915-0.0053934i,-0.0033543-0.011029i,-0.022977-0.0092778i,-0.023249-0.0047082i
0.096148-0.056666i,0.24629-0.16543i,0.3637-0.29194i,0.28738-0.32977i,0.11426-0.23604i,0.032763-0.10057i,0.024446-0.035113i,0.011593-0.023696i,-0.0025382-0.010482i,0.002002+0.0056853i,0.013012+0.0059611i,0.008973-0.0094414i,-0.013075-0.018642i,-0.034044-0.01246i,-0.0352-0.0054662i,-0.019292-0.0062957i,-0.0043542-0.010528i,0.00096413-0.0144i,0.0018442-0.018582i,0.00501-0.025109i,0.012353-0.031853i,0.016174-0.033811i,0.0095348-0.028903i
0.012341+0.095743i,0.058119+0.27822i,0.12669+0.46965i,0.19341+0.48178i,0.21402+0.30825i,0.15895+0.1069i,0.067386-0.0035076i,0.0077521-0.01815i,-0.0019653-0.0088485i,-0.0048345-0.012607i,-0.016157-0.0071269i,-0.013827+0.005123i,0.00049907+0.0015489i,0.0098118-0.014978i,0.0075426-0.025271i,-0.0013931-0.019202i,-0.0053303-0.0050027i,0.0030149+0.011283i,0.01981+0.030128i,0.031463+0.042512i,0.030718+0.03939i,0.023462+0.026272i,0.016185+0.013909i
-0.096334-0.019482i,-0.25417-0.047191i,-0.41215-0.091813i,-0.43204-0.1114i,-0.32288-0.058177i,-0.1815+0.032435i,-0.054265+0.070427i,0.011791+0.036825i,0.012659+0.0079759i,0.009539+0.0079337i,0.016841+0.0015389i,0.016395-0.0095639i,0.013368-0.010451i,0.014952-0.0040277i,0.020254+0.0037732i,0.024151+0.0057897i,0.020109+0.004944i,0.00033615+0.004413i,-0.031745+0.0012901i,-0.051464-0.0014709i,-0.045913+0.0032463i,-0.031083+0.011188i,-0.019846+0.01144i
0.028095-0.075077i,0.085619-0.17988i,0.16117-0.24141i,0.19988-0.18204i,0.17086-0.10755i,0.098741-0.11644i,0.015011-0.12419i,-0.023648-0.071645i,-0.0065865-0.026803i,0.0082497-0.018178i,0.002272-0.011115i,-0.0028513+0.0056147i,0.00078824+0.019661i,0.0063207+0.024898i,0.004284+0.025133i,-0.0074799+0.022829i,-0.016725+0.018597i,-0.0081536+0.0091569i,0.014828-0.0074907i,0.028095-0.022717i,0.017573-0.029867i,-7.0569e-05-0.029645i,-0.005138-0.021649i
0.041333+0.039775i,0.11155+0.098669i,0.15604+0.13424i,0.10678+0.09468i,0.030803+0.054718i,0.024539+0.079557i,0.059967+0.087123i,0.062306+0.046288i,0.030492+0.021453i,0.010247+0.024628i,0.010092+0.019394i,0.0085788-0.00047903i,-0.0041727-0.018105i,-0.021223-0.024363i,-0.028465-0.022973i,-0.020997-0.024467i,-0.011393-0.027291i,-0.010215-0.019744i,-0.012007-0.0017904i,-0.005002+0.0097273i,0.010053+0.0079445i,0.020263+0.0013862i,0.019852-0.0041355i
-0.052753+0.023202i,-0.12332+0.086212i,-0.16447+0.16873i,-0.11488+0.20674i,-0.038353+0.16071i,-0.016693+0.056039i,-0.028994-0.021811i,-0.035885-0.028791i,-0.0261-0.010544i,-0.016401-0.011439i,-0.018805-0.013736i,-0.015406-0.00097595i,0.0025311+0.010441i,0.020614+0.0087353i,0.026302+0.002964i,0.022371+0.0026492i,0.017072+0.0043387i,0.012932+0.0036243i,0.0091207+0.0053199i,0.0061797+0.012538i,0.004814+0.018148i,0.0049762+0.016642i,0.0054204+0.01247i
-0.013955-0.056075i,-0.055739-0.1441i,-0.11304-0.23688i,-0.15845-0.25721i,-0.16451-0.18326i,-0.11755-0.051577i,-0.039639+0.052487i,0.013052+0.063291i,0.012989+0.03371i,0.002958+0.021435i,0.010156+0.010047i,0.010772-0.0054878i,1.7595e-05-0.0091158i,-0.0069927-0.0025322i,-0.0076167+0.0039535i,-0.0034961+0.0040421i,0.00052217+0.00050341i,-0.003639-0.002772i,-0.016685-0.0063416i,-0.027415-0.0084291i,-0.028595-0.0040123i,-0.023564+0.0047146i,-0.014312+0.0089125i
0.048532+0.00092394i,0.12539+0.0042332i,0.20803+0.017529i,0.2338+0.032776i,0.19734+0.013537i,0.12575-0.052404i,0.038299-0.10086i,-0.018074-0.078103i,-0.017542-0.034712i,0.00022351-0.018658i,0.0047686-0.011096i,0.0048892+0.0017297i,0.006369+0.010986i,0.0068719+0.014143i,0.0046362+0.013253i,-0.0017508+0.01173i,-0.0076078+0.010088i,-0.0037278+0.0034661i,0.012756-0.0074522i,0.025416-0.015875i,0.02258-0.022614i,0.011462-0.026614i,0.002528-0.021586i
-0.01981+0.037586i,-0.048836+0.08447i,-0.076203+0.10844i,-0.090713+0.080056i,-0.082544+0.056587i,-0.053711+0.087009i,-0.011675+0.11144i,0.014486+0.07932i,0.0066297+0.036198i,-0.006387+0.022365i,-0.0035859+0.018708i,0.0015534+0.0073099i,0.00010227-0.0061891i,-0.0048109-0.016136i,-0.0093187-0.022211i,-0.0085961-0.025798i,-0.0042625-0.026476i,-0.002507-0.017911i,-0.0041725+0.0031046i,-0.004276+0.020607i,0.00092329+0.024883i,0.0083931+0.02198i,0.013547+0.016178i
-0.02916-0.029637i,-0.058575-0.050938i,-0.070842-0.045217i,-0.053532-0.010368i,-0.034939-0.00064247i,-0.029389-0.051452i,-0.033671-0.10221i,-0.039769-0.093247i,-0.029288-0.0522i,-0.012364-0.028539i,-0.009805-0.018952i,-0.011264-0.0036244i,-0.0031737+0.012493i,0.010317+0.019446i,0.021954+0.019235i,0.025863+0.01592i,0.022655+0.0088721i,0.014876-0.0012546i,0.00237-0.0091227i,-0.0074482-0.0083819i,-0.0092305-0.0027037i,-0.0085147+0.00052549i,-0.010693+0.0027757i
0.020043-0.020742i,0.038676-0.047335i,0.03887-0.081429i,0.015648-0.111i,-0.00017199-0.10071i,0.00099584-0.028868i,0.0081875+0.045937i,0.018697+0.056323i,0.013214+0.026371i,-0.0012352+0.010384i,-0.0014049+0.0067827i,-0.00064643-0.0034226i,-0.0091578-0.011938i,-0.016939-0.0099955i,-0.018311-0.0041172i,-0.012493-0.0011974i,-0.0016578-0.0019639i,0.007507-0.0028573i,0.010628-0.004934i,0.0053053-0.0091i,-0.0043972-0.008182i,-0.0093516-0.0018502i,-0.0065212+0.0022618i
0.0040482+0.021428i,0.017658+0.050923i,0.044986+0.081207i,0.071536+0.097571i,0.073988+0.085386i,0.056449+0.021145i,0.033613-0.057775i,0.010849-0.075524i,0.0045738-0.04302i,0.011676-0.019113i,0.011428-0.011122i,0.0076938-0.0027729i,0.0066961+0.0036978i,0.0057541+0.0060406i,0.0060535+0.0068203i,0.0047257+0.0091127i,0.0012878+0.013081i,-9.9015e-05+0.013133i,0.0028482+0.0090808i,0.0097698+0.004098i,0.01406-0.0051127i,0.011731-0.01544i,0.0030165-0.016699i
-0.028818-0.0089487i,-0.06216-0.012345i,-0.088472-0.010622i,-0.09422-0.0068319i,-0.086489+0.0057884i,-0.063944+0.044803i,-0.02866+0.086619i,0.00072102+0.082083i,0.0052152+0.043882i,-0.0055961+0.019714i,-0.0090731+0.01306i,-0.0056553+0.0043595i,-0.0044632-0.0053389i,-0.0056843-0.0091592i,-0.0071793-0.0085979i,-0.00758-0.0072616i,-0.0045347-0.005751i,0.00016723-0.0013123i,0.00037993+0.0068831i,-0.0044294+0.014881i,-0.0048351+0.019545i,0.00073067+0.020926i,0.0061989+0.016689i
0.0071266-0.023487i,0.018551-0.042284i,0.019429-0.045961i,0.0016265-0.039131i,-0.017322-0.045764i,-0.015805-0.072553i,-0.0045361-0.094542i,-0.0030583-0.080472i,-0.0026852-0.043076i,0.0034762-0.020759i,0.0039933-0.016289i,0.001135-0.010178i,0.0012842-0.0023376i,0.0017759+0.0032477i,0.0033494+0.0077643i,0.007054+0.00862i,0.0080958+0.0044072i,0.0024274-0.0027989i,-0.007631-0.011371i,-0.012792-0.017013i,-0.011829-0.01603i,-0.010419-0.013506i,-0.012006-0.009962i
0.0092179+0.011617i,0.016743+0.017003i,0.020881+0.0061026i,0.032574-0.020496i,0.047897-0.024889i,0.033672+0.014342i,0.0015993+0.062719i,-0.0077114+0.070496i,-0.0029239+0.039971i,-0.0032235+0.013192i,-0.0011136+0.0039457i,0.0033076-0.0033126i,0.0012155-0.010089i,-0.0054685-0.012564i,-0.010497-0.010768i,-0.0093425-0.0052636i,-0.00059324+0.00032688i,0.012705+0.0020679i,0.022798-0.0007487i,0.021269-0.0053018i,0.0111-0.0056148i,0.0052814+0.00017373i,0.0075298+0.003675i
-0.019236+0.0075505i,-0.027782+0.011803i,-0.019104+0.021134i,-0.011235+0.035841i,-0.026902+0.035583i,-0.032923-0.0037574i,-0.012401-0.053148i,-0.0011226-0.059904i,0.0011823-0.027125i,0.011928-0.0010105i,0.018364+0.0061863i,0.016066+0.0091326i,0.013508+0.0091137i,0.011651+0.0043575i,0.0095297-0.00016886i,0.0060649+4.822e-05i,-0.0012299+0.0058057i,-0.01002+0.013273i,-0.012676+0.01911i,-0.004436+0.019453i,0.0075773+0.012075i,0.011507+0.0018621i,0.0049941-0.0030345i
-0.0090661-0.016625i,-0.014423-0.028599i,-0.013703-0.02896i,-0.012068-0.02765i,-0.0074274-0.030747i,-0.0086388-0.0091229i,-0.022684+0.033321i,-0.027936+0.046751i,-0.020838+0.028743i,-0.018294+0.015752i,-0.017499+0.014117i,-0.012168+0.010058i,-0.0060694+0.0036654i,-0.0014042+0.0017966i,-0.00035312+0.0038329i,-0.0023392+0.0049734i,-0.0042658+0.0031381i,-0.0043867+8.967e-05i,-0.0053019-0.0015741i,-0.0091545+0.00055944i,-0.012886+0.0081368i,-0.01049+0.015485i,-0.0021663+0.015687i
0.012283-2.5826e-05i,0.01895+0.0015488i,0.016611-0.00046995i,0.0082676-0.018342i,0.0043197-0.044269i,0.0074971-0.071369i,0.016953-0.089536i,0.018186-0.078454i,0.0080119-0.043477i,0.0042401-0.017759i,0.0045048-0.0098403i,0.0029175-0.0050223i,0.0039251+0.00050081i,0.0049052+0.0033765i,0.004145+0.002326i,0.0023095-0.0012284i,-0.0001327-0.0049819i,-0.0031214-0.0087973i,-0.0063911-0.011465i,-0.0056719-0.013288i,-0.0035199-0.01493i,-0.0048369-0.014236i,-0.0072667-0.0090816i
-0.0091015+0.0077732i,-0.01612+0.012898i,-0.0051207+0.014681i,0.032596+0.021767i,0.065302+0.038873i,0.054359+0.053167i,0.013588+0.056417i,-0.010048+0.044118i,-0.0089963+0.020811i,-0.0073111+0.0040901i,-0.0078749+0.0015188i,-0.0054236+0.001953i,-0.0035725+0.00079614i,-0.0020743+0.0025218i,0.00027331+0.0048444i,0.0023643+0.0040708i,0.0069297+0.0028069i,0.014704+0.00087153i,0.020704-0.00087392i,0.018916-0.00098785i,0.010596+0.00070541i,0.0042173+0.0049135i,0.0035542+0.0078663i
-0.010247-0.012677i,-0.015143-0.019414i,-0.01832-0.012354i,-0.039337-0.00052495i,-0.069278-0.010032i,-0.057713-0.03858i,-0.0083628-0.058358i,0.016419-0.051818i,0.0073799-0.025572i,0.00040875-0.0018669i,0.0010202+0.0075455i,-0.00019632+0.0098075i,-0.00057987+0.0087334i,-0.00056442+0.0035369i,-0.0012161-0.00074285i,-0.0001605-0.00024344i,-0.00088001+0.0042941i,-0.0056969+0.011197i,-0.012171+0.018543i,-0.010253+0.021864i,-0.0011394+0.016847i,0.0016385+0.0079721i,-0.0027888+0.0023958i
0.0062232-0.011922i,0.01146-0.0099394i,0.010954-0.0036857i,0.017092-0.0013385i,0.038817+0.0059835i,0.041921+0.029073i,0.011717+0.044326i,-0.01172+0.034134i,-0.013585+0.010723i,-0.015578-0.0058953i,-0.020185-0.010465i,-0.018199-0.0096464i,-0.01216-0.0078747i,-0.0071963-0.0023177i,-0.004888+0.0056026i,-0.0053417+0.0096318i,-0.0078196+0.0075634i,-0.00801-4.6359e-06i,-0.0081297-0.010823i,-0.013036-0.015169i,-0.019164-0.0095648i,-0.018965-0.0024383i,-0.011658+0.00041811i
0.0020839+0.00079426i,-0.0038366+0.0064811i,-0.014672-0.0013035i,-0.02134-0.018346i,-0.026545-0.030386i,-0.018105-0.040127i,0.010652-0.046836i,0.026291-0.038971i,0.017489-0.02387i,0.0108-0.01544i,0.01079-0.013906i,0.0087679-0.010896i,0.0064567-0.0051912i,0.0025912-0.0043679i,-0.0025935-0.0083238i,-0.0051694-0.01152i,-0.0035648-0.012224i,0.00029735-0.010593i,0.0048325-0.0085954i,0.0094314-0.0093803i,0.010916-0.012872i,0.008106-0.014274i,0.0025302-0.010734i
-0.0080811+0.00014255i,-0.011262-0.0036127i,0.001205+0.0040578i,0.022664+0.031254i,0.030533+0.060557i,0.016202+0.069462i,-0.0098408+0.055822i,-0.022041+0.032075i,-0.011593+0.01267i,-0.00012809+0.0016153i,0.0016422-0.0018497i,5.0752e-05-0.0033642i,-0.0022951-0.0053343i,-0.0030199-0.0035789i,-8.5377e-06+8.4465e-05i,0.0056581+0.0016044i,0.010727+0.00087651i,0.012454-0.0004343i,0.012474-0.00068316i,0.0095103-0.0010316i,0.0028458+0.00012338i,-0.0018121+0.0028023i,-0.0017562+0.0024889i
-0.006197-0.010683i,-0.0075122-0.013767i,-0.016512-0.012429i,-0.04211-0.027407i,-0.062749-0.063875i,-0.044908-0.084168i,-0.0035-0.068355i,0.017483-0.039943i,0.010735-0.017529i,0.0034609-0.0018807i,0.0035302+0.005164i,0.0033814+0.0041897i,0.0021899+0.00016144i,0.00017501-0.0049449i,-0.0017706-0.0076223i,-0.0010386-0.0038762i,0.00030648+0.0039344i,-0.0010881+0.011619i,-0.0040913+0.017127i,-0.0026152+0.016627i,0.0035734+0.011671i,0.0047822+0.0058266i,0.0016138+0.0021078i
