-0.003532+0.00062947i,-0.0025818+0.0010761i,-0.001995+0.0013676i,-0.0016164+0.0016906i,-0.0013864+0.0026503i,-0.00046713+0.0018706i,-0.00015305+0.0014253i,0.00033546+0.0027815i,0.0016229+0.0030741i,0.0020481+0.0023721i,0.0011453+0.00084352i,0.0011352-0.00053731i,0.00039979-0.00039886i,-0.0002873+9.9118e-05i,-0.00015071+0.00028205i,-0.00034759+0.0004327i,-0.00039047+0.00013539i,-0.00035495-0.00088454i,-0.00027225-0.0012321i,-1.6609e-05-0.00053593i,0.00067179+0.00010365i,0.00048056+0.00032311i,0.00037952+3.4401e-05i
-0.0010182+0.00074285i,-0.00059362+0.00079565i,0.00020705+0.0015828i,0.0012752+0.0022796i,0.0013245+0.0012732i,0.00075518+0.00036327i,0.00046718+0.00077046i,-9.2355e-05+0.00052114i,0.0001504-0.0001919i,0.00022304-0.00048839i,-0.00044688+6.8581e-05i,-0.00095014-0.00023703i,-0.00063934-4.6779e-05i,-0.00038509+0.00081891i,-0.00048974+0.00050769i,-0.00016653+0.00048851i,0.00013159+0.00093201i,-8.6163e-05+0.00031551i,-0.00050977-8.9382e-06i,-0.00041187+0.00011377i,-0.00014267-2.0577e-05i,-0.00016252+0.00015718i,-0.00016052+9.6542e-05i
-0.0012175+0.00066792i,-0.00073773+0.0018447i,-0.00060996+0.0024895i,-0.0005247+0.0016224i,0.00019883+0.0014314i,0.00016639+0.00091937i,-0.00061723+0.00034497i,0.00042642+0.00088077i,0.0015822+0.0013584i,0.0017828+0.00075345i,0.001472+0.0004231i,0.00057354+7.2244e-05i,2.2136e-05-0.00061519i,0.0001815-0.00078067i,0.00017707-0.00022518i,-0.00045431+0.0002374i,-0.00061247-0.0006079i,-0.0005546-0.0012188i,-0.00080857-0.00089769i,-0.00071096-0.00091571i,-0.00084987-0.00059263i,-0.00087399-0.00024467i,-0.00033173-0.00033959i
-0.0007446-0.002934i,-0.00088334-0.0019836i,-0.0018385-0.00063026i,-0.0017251+0.00094159i,-0.0011646+0.0020129i,-0.00090214+0.0018387i,-0.00037938+0.0014527i,0.00022568+0.00027842i,0.00050839-0.00084672i,0.00059449-0.00093176i,0.00072748-3.0431e-05i,0.00049715+0.00060856i,0.0003959-1.001e-06i,0.00069651-9.4176e-05i,0.00033155+0.00029004i,-0.00053188+0.00013712i,-5.8085e-05-0.00060034i,0.00017582-0.00056464i,-6.8405e-05-0.00041515i,-0.00029272-0.00012861i,-0.00088002+4.3082e-05i,-0.00065105-0.00058691i,-0.00027089-0.00067343i
0.0015559+0.0016i,0.0020934+0.00085241i,0.0024748+0.00062826i,0.0017852-5.2818e-06i,0.00092438-0.00093944i,-0.00076258-0.00032209i,-0.0015631+0.00050921i,-0.00051805+0.00077784i,0.00089325+0.00094769i,0.0012383+0.00041021i,0.00084589+0.00035939i,7.9622e-05+0.00096687i,-9.8021e-05+0.00055491i,0.00021626-0.00013538i,0.00049706-8.1609e-05i,0.00026226+0.00012144i,0.00036729+2.2855e-05i,0.00078558-0.00026313i,3.513e-05-0.00024201i,-0.00087819-0.00040898i,-0.00048762-0.00053209i,-0.0003138-0.0006024i,-6.9996e-05-0.00050608i
0.00069283-0.00067906i,-0.00053632+0.00023981i,-0.0008114+0.00066185i,-0.0003146+0.0014425i,0.00015494+0.002747i,0.00033275+0.002012i,0.00021149+0.00091515i,0.00017901+0.00079338i,0.00041232+0.00045001i,0.0010564-8.7288e-05i,0.0013382-0.00031107i,0.0006244-0.00011875i,0.00028313+9.0947e-05i,0.00087645+0.00019401i,0.0012182-0.00029454i,0.00066541-0.0001788i,0.00047025-7.3682e-05i,0.00010103-0.0001816i,-0.00068802-0.00013104i,-0.00058349-0.00073761i,-0.00052745-0.00038868i,-0.0013899+0.00043409i,-0.0012987+0.00046847i
-0.00098364+0.0019775i,-0.0011357+0.0014443i,-2.7422e-05+0.00084892i,0.0021209+0.0012981i,0.0024637+0.0022286i,0.0011542+0.001942i,0.00038465+0.0012261i,0.00081992+0.00077637i,0.00043729+0.00080937i,-0.00052595+0.00089016i,-0.001224+0.00059328i,-0.00071688+0.0002689i,0.00013944+0.00037221i,0.00082775+0.00012839i,0.00096561-3.8574e-05i,0.00037753-0.00018965i,-0.00011229-0.0009408i,-7.1526e-05-0.0006213i,1.6876e-07+0.00022518i,-3.9231e-05+0.00091329i,-0.00046349+0.0012405i,-0.00082607+0.00034949i,-0.00073841-0.00038353i
-0.00026986+0.00080056i,0.00080443+3.1268e-05i,0.0012337-0.00020857i,0.00089903+0.00058318i,0.00019889+0.00087312i,-0.00051569+0.0012017i,-0.0004758+0.0016728i,0.00020028+0.0015397i,0.00025639+0.00093547i,4.9866e-05-0.00068959i,-0.00034882-0.0013616i,-0.0002498-0.00031107i,0.0003047+0.00057236i,-0.00033383+0.00054716i,-0.00048373+0.00017291i,0.00038052+0.00010525i,0.0004679+0.00025659i,0.00020369+0.00011614i,0.00017437-0.00010834i,-0.00018654+0.00032424i,-0.00053437+0.00029928i,-0.00047012-0.00018362i,-0.00029023-0.00046529i
0.0016387-0.0015035i,0.001513-0.00098363i,0.0013508-0.00044507i,0.00078419+0.00033743i,0.00038337+0.00086529i,-0.00010239+0.0008532i,-0.00019244+0.001187i,0.00056998+0.0013503i,0.0011716+0.00015005i,0.00088052-0.00093924i,0.00024785-0.00068278i,0.00026404-0.00030491i,0.00074549+3.1484e-05i,0.00090275+0.0013358i,0.0008809+0.0018064i,-1.3343e-05+0.00083828i,-0.00092712+0.00030234i,-3.0394e-05+0.00024528i,0.00055981+0.00017738i,0.00051806+0.00024061i,0.00095711+0.00054532i,0.00061452+0.00057044i,-0.00029892+0.00065884i
0.00049424+0.0012616i,0.0010287+0.0010857i,0.0015602+0.00073572i,0.0013792+0.0010818i,0.00079996+0.0021046i,0.0004724+0.0021094i,0.00049682+0.0012957i,8.0563e-06+0.00082214i,-0.00014072+0.00010521i,-0.0001027-0.00069987i,-4.7982e-06-0.00059074i,0.00038815+3.6929e-05i,0.00035167+0.00017229i,0.00040089-8.2044e-05i,0.00040114-0.0007579i,3.5201e-05-0.00037776i,-0.00019357-0.00022347i,-0.00027664-6.0006e-05i,-0.00033027-8.6915e-05i,0.00019727-0.00041174i,0.00047653-0.00024189i,0.00068483+0.00010355i,0.00022078+0.00041035i
-0.00025147-0.00078084i,-0.00074517+0.00011045i,-0.0014818+0.00051235i,-0.0013757+0.00055866i,0.00018967+0.00065194i,0.0016791+0.00062117i,0.0017908+0.0010347i,0.00089234+0.0016972i,0.0011741+0.0010229i,0.0015205-0.00036385i,0.00087471-0.00086043i,-0.00020701-0.00019794i,-0.00057626-0.00023759i,-0.00011367-0.00065095i,-0.00017925-0.00087171i,-0.00039226-0.00037208i,-0.00043336-0.00055499i,0.00072012-0.0012191i,0.0010837-0.00052059i,0.00015052+0.00032489i,-5.0266e-05+0.0010189i,-0.00029368+0.0015662i,-0.00043627+0.00063852i
-0.0013167-0.0015758i,-0.0025658-0.001149i,-0.0031923+0.00054717i,-0.0024947+0.0021931i,-0.0010784+0.0024699i,-0.00045067+0.0029189i,-0.00058068+0.0016055i,0.00023733-1.29e-05i,0.00078011-0.0005058i,0.00060985-0.00085524i,-0.00027495-0.00071232i,-0.00045271-0.00064442i,0.00027742-0.0002957i,0.00025488-0.00023982i,0.00010678-0.00074897i,0.00048001-0.00045135i,0.00013679-2.8227e-05i,-0.0004307+0.00046802i,-0.00041344+0.00041352i,-0.00046942-0.00019324i,-0.00010099-0.00076973i,-5.4564e-05-0.00078285i,-0.00024251-0.00014405i
-0.00014338-0.0010221i,5.2318e-05-0.0013013i,0.00012096-0.00099379i,0.0010573-0.00030541i,0.0016599+0.00075554i,0.00087652+0.0011184i,0.00036976+0.00015582i,0.00069504-0.0011009i,0.00096657-0.0011547i,0.000867-0.00043978i,0.00079227-0.00010849i,0.00024975+0.00045691i,-0.0004517+5.9629e-05i,9.5482e-05-0.00023825i,0.00060089+0.00054129i,0.0004048+0.00035582i,0.00017551-2.136e-05i,-0.00043272+0.00037773i,-0.00063743+0.00034423i,-0.00065935-8.2777e-06i,-0.00050026-0.00059169i,9.7943e-05-0.00076076i,0.00029978-0.00044384i
0.001289-0.0011584i,0.00058227+0.00042339i,6.9415e-05+0.0006692i,-0.00013225+0.0002535i,-0.00045911+0.00024225i,-0.00042903-0.00014024i,0.00016476+4.1023e-05i,0.00094062+0.00057268i,0.0010107+0.00071448i,0.00075351-8.9943e-05i,0.00092709-0.00068049i,0.00038665-0.00058228i,-9.4521e-05-0.00045719i,-6.2977e-05-0.00018864i,0.00039756-0.00023193i,0.00015979-0.0002886i,-0.00050262+0.00038818i,-0.0012032+0.00032091i,-0.0013105-0.00085371i,-0.000766-0.0010509i,-0.00012595-0.00035145i,0.00034833+0.00016876i,0.00083216+0.00069351i
-0.00054603+0.00097878i,-0.00040437+0.0012431i,0.0010907+0.0018333i,0.0020589+0.0016757i,0.0016601+0.000803i,0.00039515+0.00060959i,5.845e-05+0.00058336i,0.00096715+8.1892e-05i,0.001535-0.00044892i,0.0010028-0.00091996i,1.2447e-05-0.00062573i,-0.00084783-0.0006022i,-0.00072589-0.00023008i,-0.00050278+0.00011248i,-0.00033025-0.0006239i,0.00037456-0.00078727i,0.00056978-0.00015281i,6.5247e-05+4.0481e-05i,-0.00027717-0.00012782i,-0.00041038+0.0004305i,-0.00056329+0.00055447i,-0.00018238-0.00010101i,0.00031413-0.00080702i
0.00035918-0.00039612i,-0.00041495-0.00041218i,-3.9084e-05-0.00071857i,-0.00062599-0.00025771i,-0.0012058+0.0013357i,-0.00013651+0.0019937i,0.0005217+0.0015178i,0.00050857+0.0015073i,0.00089062+0.0014336i,0.0009958+0.00082001i,0.00026759+0.0001074i,-5.7647e-05-0.00082563i,0.0005432-0.00038755i,5.538e-05+0.0001778i,-0.00071545-0.00015318i,-0.00018991+1.9771e-05i,0.00062061+0.00035098i,-0.00031123-0.00016271i,-0.00080437-0.00094406i,-7.9567e-05-6.4779e-05i,0.00043271+0.00068962i,-3.0858e-06+0.00075195i,-0.00050058+0.00066082i
-0.0003673-0.0017365i,-0.0011192-0.0013153i,-0.0021239-0.0010707i,-0.0018795-1.7916e-05i,-0.0013587+0.001144i,-0.00018273+0.0016948i,-8.8967e-05+0.0010643i,-0.00022303-0.0001019i,0.00058532-0.00012983i,0.00040201+0.00072663i,-0.00016737+0.0011906i,-0.00016581+0.00041373i,0.00035076-0.0001235i,0.0002373+0.00031646i,0.00064684+0.00045539i,0.00055779+9.23e-05i,0.00014628-0.00044649i,0.00013218-0.00084671i,-0.00055117-0.00072108i,-0.00077764-0.00046084i,-8.034e-05-0.00024596i,0.00018384-0.00015967i,-5.2096e-05+0.00020629i
0.0013127-0.00011305i,0.0012669-0.00031898i,0.00049878-0.0010776i,-8.6067e-05-0.0010032i,0.0001656+0.00057259i,-1.3991e-05+0.0010935i,-0.00011468+0.00061083i,0.0003015+0.00067101i,-5.1589e-05+0.00069595i,-0.00038999+0.00010487i,0.00055358-7.0016e-05i,0.00067+0.00022662i,-0.00055572+0.00019402i,-0.00079967-0.00032263i,0.00018504-0.00029884i,0.00079707+0.00019931i,0.0004449+1.2681e-05i,0.00083188-1.7512e-06i,0.0010061+0.00012593i,0.00027378+0.0001227i,0.00031136-0.00012656i,0.00051277+9.0393e-05i,-0.00074121+0.00042747i
-0.00025596+1.3285e-05i,-0.0012901+0.0012015i,-0.00036305+0.0022927i,0.00038255+0.0021013i,0.00044607+0.0013277i,0.00064166+0.00076795i,9.1026e-05+0.00012049i,-0.0005903-0.00026656i,4.6518e-05+1.6614e-05i,0.00074845+0.00045028i,-0.00053269+0.00016058i,-0.0010065+0.00014401i,-0.00052698+0.00028856i,-0.00086414+0.00042653i,-0.0010725+0.00037753i,-0.0004873-0.00019874i,0.00020047+5.661e-05i,0.00095705+0.00041773i,0.00064707+0.00034686i,-0.00028785+0.00075103i,-0.00046291+0.00066776i,0.00034415+0.00040684i,0.00083435+8.0304e-05i
-0.00040271-0.0011623i,-0.0011235+0.00037089i,-0.0018338+0.0011659i,-0.0023454+0.0011408i,-0.0011638+0.0012405i,0.00045769+0.0015546i,0.00058014+0.0010004i,0.00032869+0.00054386i,0.00075463+0.0010024i,0.00094644+0.00022156i,0.00088885-0.00097794i,0.0005798-0.0011406i,0.00042762-0.00054655i,0.00081601+0.00019574i,0.00069374+0.00024064i,0.00069414-0.00012105i,0.00085233-0.00034922i,0.0004539-3.6318e-05i,-3.2773e-05+0.00033503i,5.1032e-05-0.00027937i,0.00038379-0.00040838i,0.00055629+0.0004374i,0.00013459+0.00022058i
0.00033173-0.00046899i,0.00079843-7.3485e-05i,0.00091613+0.00020809i,0.0002783+0.00048179i,-0.00033983+0.00069763i,3.9625e-05+0.0013535i,-0.00012797+0.0012904i,7.104e-05+0.00037954i,0.00044843-0.00044853i,0.0010296-0.0011371i,0.00070357-0.0010652i,0.00012204-6.9786e-05i,0.00048854+0.00038751i,0.00077743-0.00013793i,0.00018222-0.0006143i,-0.0001943-0.00054116i,0.0003973-0.00041429i,0.00053597-0.00022094i,6.0965e-05-0.00083142i,-0.00017219-0.00053111i,-0.00041341+0.0011327i,-0.00048023+0.0015592i,-0.00038536+0.00075078i
-0.00058913+0.0011261i,-0.00073657+0.00065977i,-0.00052924+0.00014318i,8.1926e-05+0.0011272i,0.00048319+0.0021436i,-0.00035273+0.0013978i,-0.0010292+0.00038364i,3.655e-05+0.0004853i,0.00088572+0.00091809i,0.00047678+7.7786e-05i,-0.00015349-0.00024974i,-0.00028583+0.00031766i,-6.7728e-05+0.00016309i,0.00014624+0.00031547i,5.3977e-05+0.00063122i,2.8722e-06+0.00023667i,0.00011833-0.00054569i,0.00018203-0.00076582i,0.0001708-0.00045489i,0.00021744-0.00029312i,0.00033807-0.00056361i,0.00015038-0.00050186i,8.7664e-05-0.00075616i
0.0013411-0.00077575i,0.001259-0.00093201i,0.00077498+0.00050415i,2.3314e-05+0.0018386i,0.00032892+0.0025395i,0.0004737+0.0018795i,-0.00010703+0.0011347i,-0.00047019+0.00071413i,-0.0001627-0.00075568i,0.00045113-0.0015084i,-7.9471e-05-0.00098053i,-0.00032984-0.00059288i,0.00014893-0.00039006i,-0.00014364-0.00042809i,-0.00020683+0.00038471i,0.00012934+0.00056999i,0.00046814-0.00032718i,0.00056721-0.00026825i,4.9118e-05+0.00025813i,-0.00066265-0.00046899i,-0.00037423-0.0010405i,0.00020743-0.00038797i,0.00089632-3.1783e-05i
-0.00073337+0.00063892i,-0.00031343+0.00076542i,-0.00021961+0.00038081i,0.00010479+0.00010913i,6.8769e-05-8.7847e-05i,0.00016429+0.00035008i,-0.00043437+0.0012286i,-0.00064997+0.0013471i,2.5499e-05+0.00089849i,3.8119e-05+0.00032867i,0.00013875-0.00057059i,0.00021481-0.00057323i,-2.016e-05-0.00055456i,-4.2397e-05-0.00037378i,-0.00043846+0.00015751i,-0.0004465+0.00027015i,0.00017953-0.00015026i,0.00053144-0.0005786i,0.00079207-0.0004778i,0.0012464-0.00037643i,0.00093167-0.00074251i,0.00027493-0.00029846i,0.00070459+0.0004012i
-0.00011597-0.00077936i,-0.00012888-0.0004799i,-0.00034936+0.00054335i,-0.0004706+0.0012591i,-0.00022647+0.00084217i,-4.3169e-05+0.0010499i,-9.2378e-05+0.0021039i,7.5396e-05+0.0014016i,0.00078795-0.00028351i,0.0013694-0.0011263i,0.00087631-0.00069017i,0.00014721+5.9209e-05i,0.00010966+0.00050326i,0.00071083+0.00066849i,0.000524+0.00063593i,-0.00010148+0.00043488i,0.00037936+8.1223e-05i,0.00075032+0.00052326i,0.00032031-1.1888e-05i,-9.7203e-05-0.00040239i,-7.7997e-05+6.9385e-05i,9.096e-05-0.00026288i,0.00043929-0.00041598i
-0.00099718+0.0017728i,0.00032949+0.0017584i,0.0013501+0.0011564i,0.0016126+0.00084783i,0.0010313+0.00087058i,-0.00078011+0.0002083i,-0.0015838-0.00030111i,-0.00054325-0.00055753i,0.00092199-0.00038664i,0.0016597-0.00044835i,0.00089468+4.4371e-05i,0.00046339-7.8767e-05i,0.0006924-0.00017787i,0.00029322+0.00036567i,-0.00028038+0.0004369i,-0.00055536-0.00012277i,-0.0010011-0.00037172i,-0.00105-0.00038066i,-0.00090541-0.00051478i,-0.00037106-0.00055412i,5.6305e-05+0.00045672i,0.00026691+0.00062482i,-0.00014545+0.0001216i
-0.00015589+0.0014914i,-0.00065949+0.00095581i,-0.00018834+0.0014178i,0.0009797+0.0025629i,0.00062791+0.0025656i,0.0001786+0.0021424i,-0.00025027+0.00069608i,-0.00018527+9.189e-05i,0.0001932+0.00047679i,0.00031618-1.497e-05i,-6.1076e-05-0.00050842i,-0.00057202-0.0003214i,-0.00031636-5.5373e-05i,-0.00017232-0.00028452i,0.00024234-0.00042844i,0.00050152-0.00068981i,0.00071402-0.00051223i,0.00058048+3.0037e-05i,-0.00059829-0.00062724i,-0.00026909-0.00098246i,0.00034147-0.00050341i,-0.00010085+3.6628e-06i,0.00017129+0.00019549i
0.0011287+0.00055548i,0.0014355+0.00027917i,0.0012717+0.00082094i,0.0012403+0.0012348i,0.0013233+0.0017126i,0.00062796+0.0018162i,-0.00039701+0.0011807i,-4.0883e-05+0.00063371i,0.00076405+0.00062925i,0.00084663+0.00033069i,-6.7727e-05-0.00042827i,-0.00068899-0.00063496i,-0.00033067-0.0004565i,-0.00017159-0.00034569i,-7.6512e-05-0.00064962i,0.0002166-0.00023753i,0.00025281+0.00076881i,0.00011678+0.00064202i,0.0003962-0.00026182i,9.3582e-05+0.00028568i,0.00018625+0.00073049i,0.00027992+6.4447e-07i,-0.0001633-9.9496e-07i
0.00026112-0.00014795i,-0.00069511+2.5594e-05i,-0.00059943-0.00060272i,-0.00017856-0.00019627i,-0.00025598+0.00066418i,-0.00097867+0.0019161i,-0.0014291+0.0023079i,-0.00045655+0.001774i,-7.6822e-05+0.0010727i,-2.1048e-05+0.00051199i,0.00095811-0.0003077i,0.0012592-0.00019552i,0.0010513+0.00052803i,0.00087334-7.9453e-05i,0.00049566-0.00063425i,4.9894e-05-0.00026782i,9.226e-05+2.8656e-05i,3.1333e-05+0.00012071i,-0.00026302-0.00016131i,-0.00042968-0.00050053i,-0.00020475+0.00055695i,0.00029562+0.00098394i,0.00012533+0.0005766i
-9.91e-06-0.00082399i,0.00089456-0.0013207i,0.00094716+0.00015062i,0.00054998+0.0010222i,0.00046165+0.0011535i,0.00062098+0.0012134i,0.00012049+0.00090498i,0.00035383+0.00071065i,0.00072811+0.00043986i,0.0007506+7.7668e-05i,0.00069412+0.00014866i,0.00042305+0.00088488i,0.00040347+0.00046199i,0.00092529-0.00045287i,0.0011103-0.00029621i,0.00011696-0.0005791i,-0.00029838-0.00060936i,3.8308e-05-0.00056219i,0.00031181-0.00041443i,-0.00025117-0.0003834i,-0.00066758-0.00047523i,-0.00038443-0.000234i,-0.00031612-0.00069502i
0.0014628+0.0011648i,0.0024234+0.00023377i,0.0020452-0.0010115i,-0.00027577-0.00028135i,-0.0015725+0.00041195i,-0.00071232+0.00028423i,-8.4197e-05+0.00041121i,-0.00019066+0.00017226i,0.00063315-0.00016165i,0.0015517-0.00013745i,0.00090474-0.00011383i,-0.00029126+0.00018367i,-0.00067602+0.00067298i,-0.00087174+7.5587e-05i,-0.0013073-0.0001802i,-0.00064291+0.00026049i,-4.2639e-05+0.00025407i,-0.00016247+4.4863e-05i,0.0002609+0.00026229i,0.00028046+0.00019572i,-0.00028398-0.00020418i,-0.00057663-0.00067493i,-0.001293-0.00069801i
-0.002216-0.00073864i,-0.0017984+0.0015567i,-0.0020569+0.0038354i,-0.0016546+0.0040685i,-0.000415+0.0020918i,0.0010388+0.0012041i,0.00071995+0.00093541i,0.00073956-0.00020708i,0.00066587-2.7979e-05i,-0.00019863+0.0010761i,-0.00019103+0.000862i,-0.00018622-0.0002529i,-0.00037301-0.00061138i,0.00012897-0.00021983i,-0.00014908-7.1691e-05i,-0.00023832-0.00034625i,-5.5356e-05-0.00066978i,-0.00071878-0.00036288i,-0.00061571-2.0007e-05i,0.00081146+0.00016193i,0.0011516+0.00036795i,0.00012537+3.9416e-05i,-0.00069949+0.00016278i
-0.00047594-0.0011106i,-0.00098942-0.0012323i,-0.0016463-0.0014368i,-0.0013649-0.00089009i,-0.00069437+0.00064429i,-0.00039787+0.0014161i,0.00010524+0.0018658i,0.00022652+0.0012437i,0.00010243+0.00015205i,0.00020154-0.00048734i,0.00011335-0.00076536i,0.00031905-0.00010681i,0.00027967+0.00014254i,1.1801e-05-0.00076006i,0.00039439-0.00099221i,0.00041841-0.00093558i,-0.0001216-0.001414i,-5.8882e-05-0.001212i,0.00043681-0.00094404i,-0.00011819-0.00058042i,-0.00080328+0.00035599i,-0.00049683+0.00015193i,-0.00010258-0.00021571i
0.00101+0.0016981i,1.156e-06+0.00092657i,0.0010212+0.00067195i,0.0010957+0.00087826i,0.0010464+0.00067399i,0.00067047+4.4777e-05i,-6.7964e-05-0.00077028i,0.00075191-0.00031404i,0.0015478+0.00038131i,0.0014799+0.00036993i,0.0005373+0.00071368i,-0.00076859+0.00099225i,-0.00060024+0.0005286i,-8.5801e-05-9.9135e-05i,-0.00035078-0.00026538i,-0.00041961-0.00025063i,-0.00011647-0.00025849i,-9.5996e-05-0.00026374i,1.6045e-05-0.00040087i,7.9018e-05-2.879e-05i,-0.00041899+0.00048743i,-0.00038105+0.00060108i,0.00039129+0.00084489i
-0.0021533+0.0014171i,0.00018516+0.0025326i,0.0016164+0.0026235i,0.00099678+0.0027933i,0.0005303+0.0019086i,0.00050393+0.00043845i,-0.00020879-0.00036199i,-0.00029404-0.00027532i,0.00015363-0.00045024i,0.00087808-0.00053367i,0.00063718+0.00042776i,-0.00023093+0.0005183i,-0.00025894+5.0045e-05i,0.00024012-0.00028386i,-0.00042969+0.00014005i,-0.00044166+0.0003805i,0.00016073+0.0006319i,0.00056018+0.00039578i,0.0001411-0.00093667i,-0.0003477-0.0012513i,8.5943e-05-0.00020868i,0.00055461+0.00021741i,0.00058667-0.00033558i
-0.0016852-0.00042454i,-0.0016551+0.00010797i,-0.00090645-0.00015521i,-0.00077318+0.0010884i,-0.00078149+0.0026471i,-0.00029093+0.0030575i,2.0096e-06+0.0022493i,0.00052249+0.0014611i,0.00094168+0.00053263i,0.00049731-0.00071971i,0.00042825-0.00098255i,0.00079931-0.0010171i,0.00054364-0.00094538i,-0.00011723-0.00057629i,-0.00013266-0.00066991i,0.00027008-0.00032544i,0.00033246+0.00035639i,0.00022795+0.0013467i,-0.00021829+0.00072803i,-0.00088722-0.00026377i,-0.0012408-0.00016657i,-0.00067295+0.00029777i,1.7882e-06+0.0005303i
-0.0013776-0.0012964i,-0.0014594-0.00067502i,-0.00082232+0.00093057i,-0.00037381+0.0025306i,-0.00041149+0.0022243i,-0.00074659+0.0011895i,-0.00086468+0.00056213i,-0.0002396+0.00014798i,-0.0003367-0.00020751i,-0.00055042+0.0003181i,0.00058685+0.00013934i,0.001139-0.00026751i,-0.00011906-0.00056357i,-7.4741e-05-0.0012791i,0.0002953-0.0011186i,-0.00013554-0.00036508i,9.4264e-05+8.2882e-05i,0.00020342+0.00013129i,-0.00026656-0.00011201i,-0.00063615-0.00022634i,-0.00036485-0.0001689i,-7.6534e-06-0.00071961i,0.00029267-0.0003559i
0.00098722+0.00025691i,0.00037521-0.0010237i,0.00091804-0.0018788i,0.0010436-0.00099293i,0.00087928-1.8953e-05i,0.00065394+0.00050694i,0.00018278+0.00052404i,0.00056392+0.00032066i,0.0010755+0.0005272i,0.0011644+6.5203e-05i,0.00085445-6.9232e-05i,0.00061192+0.00034258i,0.00055474+0.00044563i,-3.9979e-08+0.00038185i,-0.00024949+8.9298e-05i,-0.00044787-4.4959e-05i,-0.00048097+0.00012026i,-0.00049872-4.0303e-06i,-0.0012877-0.00081838i,-0.00036197-0.0010839i,0.0010656-0.00062769i,0.0011007-0.00022261i,0.0006433+3.876e-05i
0.00089292+0.0017382i,0.0017464+0.001351i,0.0016287+0.0012247i,0.0018092+0.0014356i,0.0021007+0.0015539i,0.00091487+0.00086683i,-0.00040058-0.00021378i,-0.00019267-0.00044215i,0.00074947+9.9264e-05i,0.0012404+0.00029782i,0.0013285-0.00024833i,0.0006879-0.00074874i,-0.00037886-0.0007272i,-0.00091568-0.00029535i,-0.00061632-0.00037002i,-0.00044069-0.0005977i,0.00045886-0.00021978i,0.00086268-1.5772e-05i,6.7878e-05-3.3706e-05i,-0.000495-0.00031702i,-0.0010744-0.0001427i,-0.0012247+0.00013938i,-0.00058866-0.00014843i
-0.00073759-0.0006947i,-0.0016165+0.0007571i,-0.0018745+0.0020124i,-0.00086673+0.0027106i,-3.6587e-05+0.0031274i,-0.00021945+0.0024422i,-0.00033647+0.0016443i,2.8417e-05+0.0017685i,0.0011159+0.0012463i,0.00064988+0.00064035i,-0.00084254+0.00033266i,-0.00079308+0.00024884i,0.00022961-0.00031858i,0.00049059-0.00087286i,-0.00021155-0.0011165i,-0.00014512-0.00081923i,-0.00011826-0.00038175i,0.00011274-0.0001794i,0.0003469-0.00062126i,-5.2135e-05-0.0011148i,-0.00054982-0.001104i,-0.00031458-0.00094376i,0.00027454-0.00062948i
0.00013469-0.0021846i,0.00014705-0.0023417i,0.0002469-0.0013445i,7.6631e-05+0.00018477i,-0.00055686+0.0021599i,-8.2082e-05+0.003059i,0.00042049+0.0023385i,0.00075023+0.00094186i,0.00070728+0.00063036i,0.00024579+0.00074517i,0.00053893+0.00013392i,0.0011175+0.0001976i,0.00084285+0.00062239i,0.00018679+9.3063e-06i,-3.6489e-05-0.00081585i,0.00020235-0.00062338i,0.00046903-0.00061325i,0.00039763-0.0011452i,0.00045732-0.0010451i,0.0010279-0.00073236i,0.0014555-0.001044i,0.00085329-0.00098489i,0.00013524+0.00065195i
-5.8909e-05-0.00051258i,0.00029815+0.00028582i,0.00049968+0.00073261i,-0.00022749+0.0012265i,-0.00055958+0.001771i,1.5002e-05+0.0016192i,0.00043321+0.0012435i,0.00060614+0.0005397i,0.00070686+0.00018406i,0.0010116+0.00049917i,0.00098295+0.00025743i,0.00067006-0.00021161i,0.00054742+2.1357e-05i,0.00069765+0.00027892i,0.00096597+0.00068034i,0.00052924+0.00040695i,8.833e-05-0.00046197i,-0.00013348-0.00077193i,-0.00097735-0.0010177i,-0.0016538-0.00085346i,-0.0014084-0.00073706i,-0.00082883-0.00046423i,-0.00097044+0.00046945i
0.0003232+0.001689i,0.00088052+0.0020698i,0.0024957+0.001795i,0.0022098+0.0013771i,0.0012223+0.0015858i,0.00065614+0.0015379i,0.00044755+0.0012938i,0.00064989+0.0013364i,0.00087312+0.0004248i,0.0012509-0.00083191i,0.00090257-0.00074196i,-0.00048344-0.0001214i,-0.00072314+0.00021334i,0.00025249-0.00022076i,0.00021747-1.5048e-05i,-0.00026038+0.00059326i,0.00053661+0.00076096i,0.0016685+0.00035553i,0.0011451+0.00017421i,-0.00021917-0.00032494i,0.00010078-0.0001314i,0.0003803+0.00066657i,-0.00025591+0.00018393i
-0.0017625+0.0012914i,-0.0013174+0.0019208i,-0.0002023+0.0027202i,-0.00048529+0.0020582i,-0.00067028+0.0015322i,-0.00059786+0.0011852i,-0.00056759-0.00026239i,-0.0003204-0.00056891i,0.00021309-0.00023457i,0.0017695+2.0967e-05i,0.0018779-5.95e-05i,0.00042184-0.00060582i,2.9001e-05-0.0011679i,0.00029092-0.00059682i,-0.00020155-0.00015895i,-0.00021183-3.9318e-05i,0.00022932+0.00053107i,0.00069285+9.8054e-05i,0.0004209-0.00042694i,8.61e-05-0.00033334i,0.000325-0.00066794i,0.00048923-0.00028201i,0.00086462+0.00044707i
