-0.001519+0.000942i,-0.0016679+0.00051039i,-0.0035252+0.00084416i,-0.0033229+0.000736i,-0.0012381+0.0010389i,0.00031436+0.0013705i,0.0006752+0.0012668i,0.00092158+0.00078218i,0.0013013+0.0001198i,0.0014362-0.00028272i,0.0010261-0.00077142i,0.00078677-0.00055806i,-0.00012361-0.00025499i,-0.00099292-4.1833e-05i,-0.00052372+0.00022055i,-9.1845e-05+0.00037447i,-5.4038e-05+6.6593e-05i,-7.4719e-05+0.00030026i,0.00048942+0.00059749i,0.00098618-7.6234e-05i,0.00095336+0.00032115i,0.00044646+3.0582e-06i,-2.8324e-05-0.00022652i
0.0019506+0.00014328i,0.0021852+0.00076113i,0.0017205+0.00068078i,0.00057206-0.00014757i,8.4287e-05-0.00027637i,0.00088067-0.00052579i,0.0012218-0.00036805i,0.0012495+0.00050782i,0.00067377+0.0006226i,0.00011665-0.00014066i,-0.00060742-0.00037037i,-0.001242-0.00088355i,-0.00082814-0.00098489i,-0.00059698-2.2123e-05i,-0.00090559+0.00061323i,-0.00061513+0.0003011i,0.00015302+0.00021353i,0.00084811-0.00010104i,0.00070323-0.00043508i,9.7324e-05-3.9667e-05i,-0.00059175-0.00036821i,-0.0012482-0.00075211i,-0.0016805-0.00022215i
-0.00036803-0.0033753i,-0.0013553-0.0031525i,-0.0026-0.0024517i,-0.0021293-0.00076817i,-0.00076936-7.6701e-06i,8.3398e-05+0.00020198i,0.00090245-0.00014711i,0.001312-0.00082187i,0.00046381-0.0010937i,-0.0012637-0.00087164i,-0.0018242+7.597e-05i,-0.0004009+0.00082558i,0.00067874+0.00064192i,0.00075568+0.00032599i,0.00031487+0.00012526i,-0.00013867-0.00019074i,4.473e-05-0.00023318i,0.00027365-0.00045054i,-0.0005093-0.00028893i,-0.00018751-0.00010669i,0.0005619+0.00023715i,0.00028826+4.561e-05i,-0.00040103-2.3722e-05i
0.0022367-0.00049396i,0.0026354+0.00072063i,0.0031203+0.00044633i,0.0013966-0.00077796i,0.00089549-0.0011424i,0.00089134-0.001458i,0.00020464-0.0019397i,-0.000233-0.0017776i,-0.00021658-0.00065659i,8.2381e-05-0.00087579i,0.00039869-0.0012999i,0.0001511-0.00072793i,-0.00079932-0.00043467i,-0.001022+0.00011606i,0.0002814+0.00058287i,0.0013935+0.00097627i,0.00090618+0.0010804i,0.00044753+0.00026014i,0.00055529-0.0003289i,9.0947e-06-0.00047297i,-0.00020156-0.0010948i,0.00021048-0.0010084i,1.6183e-06+7.8849e-05i
0.00088941+0.0032181i,0.0011184+0.0020009i,0.0017761+0.00048161i,0.0020045+7.984e-05i,0.0016918-0.00016722i,0.00054649-0.0011185i,-0.00069463-0.0011816i,-0.0006202-0.000888i,0.00072026-0.00017581i,0.0010597+0.0003136i,-1.693e-05-0.00024914i,-0.00019301-0.00061497i,0.00041159-0.00028106i,0.00080561-0.00040368i,0.00049293-0.00029758i,0.00012842+0.00082766i,0.00066923+0.0017115i,0.00054553+0.0014703i,0.00077725+0.00049404i,0.00095413+1.8417e-05i,8.1545e-05+0.0002816i,-0.00087312+0.00043786i,-0.0010371+0.00089475i
0.00075782-0.0028228i,0.00056795-0.0025668i,0.00023827-0.0029819i,-5.6764e-05-0.0014841i,-0.0012321-4.2634e-05i,-0.00042182+0.00011761i,0.0013445+6.3595e-05i,0.0014786-0.00055684i,0.00062484-0.001312i,-4.9003e-05-0.0010503i,-0.0001579-0.00054472i,0.00025658+3.4252e-05i,-0.00014398+0.00015355i,-0.00062685+5.3822e-05i,-0.00017272-0.00018451i,0.00050433-0.00035758i,0.0004411-0.00037867i,-9.4758e-05-0.00060334i,-0.00040395-0.00040167i,-0.00023369-0.00052391i,-6.7725e-05-0.00074159i,-0.00039973-0.0011094i,0.00024834-0.0013677i
-0.0014654-0.002255i,-0.0013033-0.0021789i,-0.0028463-0.0011427i,-0.0040519-0.00061291i,-0.002479-0.00022449i,0.00017311+0.00071511i,0.0015781+0.00031936i,0.0016088-0.00064826i,0.00031339+2.723e-05i,-0.0015572+0.00088476i,-0.0014309+0.00056833i,0.00017524+0.00079139i,0.00054252+0.00083249i,0.00052458-0.00040924i,0.00095964-0.0006315i,0.0014429+0.00018259i,0.0014249+0.00033877i,0.0010968-0.00052292i,0.00040441-0.00079415i,-8.591e-05-0.00015128i,0.00022349+0.00026859i,0.00025147+0.00030199i,-0.00019542+0.00058796i
0.00091671+0.0013178i,0.0010676+0.00067675i,6.0045e-05-9.6846e-05i,0.00023162+0.00021253i,0.00022882-0.00045612i,0.00030842-0.0015053i,0.00010851-0.0013029i,-0.00054733-0.0013134i,-0.00098631-0.0012127i,-0.00063028-0.00068707i,-0.00084275-0.00051931i,-0.0012368-0.00035494i,-0.00087961+0.00012467i,-0.00029607+0.00035224i,-0.00033494+0.00075832i,-0.00058419+0.0010317i,-0.00037735+0.00095415i,-8.6335e-07+0.001062i,0.00029801+0.0015082i,0.00090026+0.0016216i,0.0013195+0.00066446i,0.0010011-0.00061725i,0.00056875-0.00028219i
0.00051001+0.0018304i,0.0016324+0.0021685i,0.002504+0.0024782i,0.002805+0.001671i,0.0024714+0.00012319i,0.0017291-0.00083914i,0.00097666-0.00074875i,0.00023855+0.00016737i,-0.00038592+0.00057041i,-0.0001969-3.3596e-05i,0.00062774-0.00054331i,0.00025808-0.00070788i,-0.0004963-0.0008275i,-0.00016431-0.00076405i,0.00069364-0.0006389i,0.00067536+9.4425e-05i,0.001068+0.00059787i,0.0015099+0.00048762i,0.0014369-0.00029588i,0.00082152-0.0003071i,-2.1709e-05-2.5473e-05i,7.1663e-06-0.00059865i,8.3059e-05-0.00027631i
0.00091375-1.9551e-05i,0.00037342+0.00077363i,6.6839e-05-0.00022502i,-0.00046272-0.0016223i,-0.00089475-0.00057937i,0.00023279+0.00078225i,0.0014594+0.00054299i,0.0016447+0.00024567i,0.00074826-0.00015807i,-0.0005006-0.00035367i,-0.00077445-0.00015157i,-0.00064036+0.00062178i,-0.00046068+0.0010724i,0.00035655+0.00085107i,0.00051025+0.00015876i,0.0005152-9.252e-05i,0.00067012-5.4526e-06i,0.00030879-0.00028817i,0.00039994-0.00054432i,0.00060932-0.00034209i,-0.00014612-0.00045363i,-0.001018-0.00025911i,-0.0013255+7.706e-05i
-0.0026209+0.00029095i,-0.0022329+0.00062045i,-0.0020351+1.2861e-05i,-0.0013306+0.00022288i,-0.00028188+0.00077003i,0.00044966+0.00062352i,0.00061236-0.00078308i,0.00036779-0.0014744i,-6.9951e-05-0.0012795i,-0.00044371-0.0014107i,-0.00018403-0.0013684i,0.00045752+6.7053e-06i,0.00012391+0.00085236i,-8.3339e-05+0.00018564i,2.5218e-05-4.6265e-05i,0.00032241+0.0003174i,3.994e-05-5.9138e-05i,-2.6904e-05-0.001298i,0.00053944-0.0012877i,0.00071223-0.00011627i,0.00089356+0.00050341i,0.00026293+7.4886e-05i,-0.00022949-0.00036727i
-0.0032544-0.0022123i,-0.0036137-0.001502i,-0.0043224-2.455e-05i,-0.0030063+0.0010535i,-0.00094152+0.0016803i,0.00090019+0.00054031i,0.0014238-0.00081863i,9.1486e-05-0.0010697i,-0.00044735-0.0009669i,-0.00022655-2.4307e-05i,-0.00058151+0.0010029i,-0.00039678+0.0014i,8.6998e-05+0.0012176i,-0.00018648+0.0005295i,-0.00014256-6.658e-05i,0.00065232+6.8946e-05i,0.0010844-0.00041219i,0.00075206-0.0011658i,0.00084587-0.00098807i,0.0015255-0.00087532i,0.0011655-0.00020474i,0.00065412+0.0010127i,0.00021402+0.0011966i
-7.7633e-05+0.00089033i,0.00032819+0.00073327i,0.00081903+0.0016064i,0.0016269+0.0017831i,0.0014978+0.00092199i,0.00096385-0.00078127i,0.00086017-0.0014419i,0.00035966-0.0011518i,0.00015219-0.00072024i,0.00066429-0.00068574i,0.00058077-0.00074398i,-0.00014345-0.00033632i,-0.00063458+5.0597e-05i,-0.00010841-6.3345e-05i,0.0003622+0.00015569i,-0.00038645+0.00077694i,-0.00052673+0.001124i,-0.00028164+0.00099489i,-0.00027+0.0003872i,0.00048114-0.00036176i,0.00055008-0.00038326i,-0.00021668+0.00038287i,-0.0002894+0.00036693i
-0.0015164+8.4002e-05i,-0.0019631-0.0002622i,-0.0020669+0.00025692i,-0.0015045+0.00012083i,-0.0001499-0.00030244i,0.0010058-0.00036021i,0.00097791-0.00037413i,0.00045584-0.00036289i,0.0007516-9.7256e-05i,0.00067316-0.0001259i,1.5613e-05-0.00053069i,-1.8126e-05-0.00056954i,0.00016886-0.00057438i,0.00051567-0.00014682i,0.00091104-9.8648e-05i,0.00063426+0.00060737i,0.00051734+0.0011196i,0.00048337+0.00089875i,-0.00024241-0.00095561i,-0.00071449-0.00136i,-0.00034903-0.00014335i,0.00046558+0.00033424i,0.00045515+0.00057972i
-9.6024e-05+1.3568e-05i,0.00019846+0.00033153i,0.00012896+0.0012396i,-0.00049956+0.0014159i,-0.00041623+0.00028574i,0.00040683-0.00065672i,0.00084626-0.00035149i,0.0010319+3.7226e-05i,0.0014396-0.0001513i,0.0010279-0.00066704i,0.00046523-0.00086864i,-3.1573e-05-0.00049311i,-0.00070201-0.00031061i,-0.00016625-0.00036786i,-7.4083e-05+0.0001705i,-0.00065467+0.00112i,0.00017441+0.0013845i,0.00070546+0.00068978i,0.00016288-0.00024273i,4.1739e-05-0.00043274i,0.00023004-0.00026779i,0.00023976+0.00030876i,0.00026958+0.00010073i
0.00020864-0.001355i,4.7748e-05-0.00089882i,-0.0011846-0.00044068i,-0.0020427+0.00035155i,-0.0022162+0.00069335i,-0.0011708-6.8565e-06i,-0.0002739-0.00091687i,-6.2962e-05-0.00089058i,0.00023349+5.9056e-05i,4.6606e-05+0.00094596i,-0.00022572+0.00081717i,-0.00036613-5.92e-05i,-0.00021935-0.00033444i,0.00032301+0.00025152i,0.00022224+0.0011526i,-0.00026941+0.0019769i,0.00040955+0.0016673i,0.0010444+0.0011146i,0.00036465+0.00065959i,-0.00040654+0.00066771i,-0.00022536+0.00033243i,-0.00038531-0.00034606i,-0.0004712+9.5446e-05i
0.0029954+0.00045229i,0.0029324-0.00010513i,0.0036208-0.00087062i,0.0031133-0.0011853i,0.0022931-0.0018269i,0.001343-0.0021243i,0.0013096-0.0017645i,0.0011674-0.0011369i,0.00053982-0.00078667i,0.00011604-0.0010236i,-0.00064576-0.001276i,-0.00084574-0.00079674i,-0.00024555-0.00019665i,0.00014478+0.00039004i,0.00027557+0.00048452i,4.1326e-05+0.0003734i,0.00037505+0.00094245i,0.00089396+0.00087134i,0.00096021-9.7038e-05i,-0.00014934-0.00038528i,-0.00060313-0.00045248i,-0.00038555-0.00035957i,-0.00095179+0.00011464i
0.00072057+0.0014171i,0.00082801+0.0014184i,0.0012872+0.00011631i,0.00030242-0.00058798i,-0.00024144-0.00016456i,1.1041e-05-0.00046603i,0.00045813-0.00022475i,0.0005254-0.00013035i,0.00044624-0.00040744i,-0.00064163-0.000773i,-0.0016287-0.0012603i,-0.0010489-0.0012827i,-0.00048137-0.0003946i,-0.00011737-0.00027013i,2.6368e-06-0.00074574i,-3.4559e-05-0.00016415i,0.00080684+0.00021648i,0.0013702-0.00019394i,0.0014268-0.00074873i,0.00093085-0.00042598i,-0.00014094+0.00036673i,8.4704e-05+0.00055522i,0.00025129+0.00042358i
-0.0023154+0.001666i,-0.0023187+0.0026042i,-0.00054461+0.0029652i,0.00042554+0.0027475i,0.0010025+0.0014222i,0.0018196-0.00027153i,0.0015215-0.0010527i,0.00095782-0.00075496i,0.00062568+0.00011605i,0.00054897-0.00035175i,0.0014287-0.00062181i,0.00083797-0.00048162i,-0.00039964-0.00060923i,-0.00086857-0.00037864i,-0.00063409-0.00042241i,-3.1532e-06-0.00017506i,0.00081434+0.00074164i,0.00055872+0.0010453i,0.00014929+0.00089675i,0.00017558+0.00018768i,0.00020258-0.00032946i,0.00059318+0.00010619i,0.00074873+0.00025511i
-0.0017408+0.00048601i,-0.0024605+0.00017255i,-0.0027721-1.8445e-06i,-0.0020985+0.00036943i,-0.00094029+0.00079107i,-0.00012981+0.00014176i,0.00066717-0.00092768i,0.00046838-0.00092483i,0.00045789-0.00043408i,0.00074017+0.00016023i,0.00020138-0.00071194i,0.00033312-0.00095091i,0.00053133+0.00012537i,-0.00015671+0.00060909i,-0.00083051+0.00027213i,-0.00062445-0.00028426i,0.00018954-0.00016164i,0.00086799+0.00026257i,0.00086964-0.00025402i,0.00074961-0.00013419i,9.2538e-05+0.00046168i,-3.1159e-05-0.00025998i,0.00063469-0.00082092i
-0.00026176-0.0014611i,-6.9867e-05-0.0016437i,-0.0007577-0.0011271i,-0.0020243+0.0001234i,-0.0013738+0.00039348i,0.00018042-0.00021558i,0.00051298-0.0016658i,0.0005923-0.0025118i,0.00060655-0.0014366i,0.00070395-0.00032808i,0.00039455+7.946e-05i,-0.00047986+0.00028442i,-0.00081406+7.833e-05i,-0.00091371+0.00059215i,-0.00069501+0.00079199i,0.0002958+0.00041766i,0.00087022+0.00035598i,0.00095724-9.7068e-05i,0.00089513-0.00023091i,0.0003316+0.00048504i,0.00013911+0.0010501i,0.00051645+0.00045624i,0.00035392+0.00010238i
0.0017391-0.00085079i,0.00054225-0.00072874i,0.00018702-0.00092705i,-9.1129e-05-0.00055758i,-0.0005263-0.00033623i,-0.00044146-0.00038i,0.00024928-0.0010082i,0.00079575-0.0008244i,0.00055493-0.00038666i,-1.003e-06-0.0011393i,-0.0002104-0.001152i,-0.0006095-0.00021268i,-0.00025053+0.00099291i,-0.00029976+0.0014358i,-0.00042291+0.0010896i,0.000546+0.00046452i,0.0013336+0.00058638i,0.0014982+0.00053181i,0.00086027+9.6662e-05i,0.00013949-0.00022896i,9.9323e-05-0.00048412i,-0.00048083-0.00022967i,-0.0010003-0.00044779i
0.00067079+0.00013332i,-0.00023542-0.00061132i,-0.0011651-0.0014834i,-0.00084969-0.00054816i,-0.00086519+0.00041086i,-1.3303e-05+0.00015755i,0.0013552-0.00097235i,0.0016847-0.001196i,0.0012404-0.00076022i,0.00097595-0.0015047i,0.00092317-0.00089434i,3.3144e-06+0.00067129i,-0.0010185+0.00033003i,-0.00083996-9.3793e-05i,-0.00028486+0.00020906i,0.00033973+0.00051476i,0.00042562+0.00063362i,0.00065404+7.7159e-05i,0.00095394-7.5135e-05i,0.00040287-9.7515e-05i,-0.00067047-8.4794e-05i,-0.001224+0.0004472i,-0.00079091+0.00065978i
-0.00031205+0.0018176i,-0.00060052+0.0018025i,-0.00067661+0.0019836i,0.00038901+0.0026898i,0.0011221+0.0019559i,0.0018655+0.00012776i,0.0015078-0.00060564i,1.9241e-05-0.0012415i,0.00024525-0.00096262i,0.00074288-0.00035386i,0.0009825-0.00056496i,0.00034594-0.00030712i,6.8118e-05-0.00037131i,0.00064591-0.00032571i,-1.8224e-05+0.00070434i,-0.00049601+0.0010646i,0.00022753+0.001243i,0.00067347+0.00068466i,-0.00010121-0.00037994i,-0.00011469-0.00045483i,0.00058746+0.0004222i,4.9493e-05+0.00041044i,-8.1309e-05-0.0002388i
-0.00099826+0.00032502i,-0.0004644+4.4711e-05i,-0.00047243-0.00057819i,-0.00088752+0.00046949i,0.00020964+0.00080844i,0.0012193-0.00026574i,0.0010495-0.0012054i,-2.8477e-06-0.0010653i,-0.00069359-0.00082982i,-0.00016195-0.00087676i,-9.7208e-05-0.00052352i,-0.00092312+0.00016177i,-0.00090624-0.00012914i,0.00014189-0.00050089i,0.00086644-0.000108i,0.0012582-8.9739e-05i,0.0006619+0.00035389i,0.00015624+0.00044178i,0.00057269+0.00016357i,-0.00050198+4.718e-05i,-0.0019516-0.00024162i,-0.00094929-0.00071631i,0.00031949-0.00069375i
0.00024068-0.00049482i,-4.1554e-06+0.00050864i,-0.0014025+0.00045779i,-0.002209+0.00048401i,-0.00098425+0.00059955i,0.00030381+8.8025e-05i,0.00027101-0.00052907i,6.4319e-05-0.0012548i,0.00036026-0.00093722i,0.00029086-0.00049036i,7.0166e-05-0.00062382i,-0.00015231-0.00032913i,-0.00068056+0.00014457i,-0.00047298+0.00073728i,0.00031828+0.0013604i,0.00053562+0.00089585i,0.000527+0.00043254i,0.00083798+0.00084171i,0.00043172+0.00055865i,0.00015697-0.00014043i,1.1364e-05-0.00043536i,-0.00049719-0.00035804i,-0.00075911-0.00099049i
0.00077096+0.0016386i,0.00040026+0.00073498i,0.00074596+0.00016661i,0.00032021-0.00045581i,0.00016077-0.0013276i,0.00095389-0.0011372i,0.00076123-0.00016488i,-0.00039261+4.6586e-05i,-0.00032576-0.00084576i,0.00057919-0.0017538i,0.00057631-0.0015764i,-7.9146e-05-0.0015593i,-0.00048629-0.0011633i,-0.0004435-0.00012821i,6.525e-05+0.00062953i,7.9102e-05+0.00044708i,-3.5772e-05-0.00010511i,-0.00021724+0.00051294i,-0.00016277+0.00039069i,0.00028365+3.0878e-05i,0.00066986+0.00045039i,0.00023034+0.00081801i,0.00030307+0.00083538i
0.00049295-0.0009786i,0.00044003+0.00015923i,0.00024271-0.00011499i,-0.00045678-9.2619e-05i,-0.00016741+0.00029163i,0.00035005+0.00031364i,0.0005927-0.00028114i,0.00025395-0.00079131i,2.6337e-06-0.00042653i,0.00015139+3.3802e-05i,0.00020277-8.7413e-06i,0.00046621-0.00022224i,0.00089819-0.00051809i,0.00037764-9.973e-05i,-0.00010096+0.00012931i,0.00010214+0.00028627i,0.00024765+0.00078963i,0.00017462+0.0010088i,0.00037932+0.0012091i,0.00046413+0.00014016i,0.00013522-0.00069696i,-7.4921e-05-0.00014048i,0.00018075+0.00046591i
-0.0015739+0.00042622i,-0.00087642+0.00089732i,0.00045929+0.002606i,0.00097328+0.0021801i,0.00086051+0.00022632i,0.00097333-0.0012001i,0.00036927-0.0016945i,-0.00050471-0.0012725i,0.00010154-0.00017633i,0.00094894+0.00036262i,0.0010756+0.00010924i,0.000753+7.4224e-05i,0.0005232+5.2712e-05i,0.00044251-0.00027742i,0.00014736-0.00086979i,0.00019304-0.00090679i,0.00073664-0.00014715i,0.0011898-0.0003435i,0.0011536-2.0809e-05i,0.00050604+0.00069267i,1.6349e-06-4.8729e-05i,-0.00066172-0.000564i,-0.0011007+4.3422e-05i
-0.0012102-0.0013278i,-0.00032962-0.001658i,-0.00073806-0.0016501i,-0.00087469-0.00050897i,0.00046981+0.00080911i,0.0011419+0.00030037i,0.00087777-0.0012318i,0.00015528-0.0011872i,-0.00024754-0.0011262i,-0.00018046-0.0011804i,0.00061045-0.00015602i,0.0010846+0.00012551i,0.00091951-0.00041467i,0.0003386-0.0002292i,0.00030402-0.00040391i,0.0006009-0.00034605i,0.00059612+0.00017796i,9.889e-05+0.0008508i,0.0007961+0.0005727i,0.0012279-0.00018063i,0.00045055-0.00030825i,-5.8249e-05-8.2906e-05i,-0.00043814+0.00027826i
0.0012323-0.00070389i,0.00074518+0.00036548i,0.0012962+0.00026404i,0.00026837-0.00065446i,-0.00065303-0.00016612i,0.00040388-0.00019415i,0.0016175-0.00033072i,0.0015024-0.00025735i,0.00056788-0.00088072i,-0.00014072-0.0016335i,-0.00022675-0.0017533i,-0.00048358-0.00053431i,-0.0003124+0.0005741i,-0.00033513+0.00050132i,-0.00092627+0.00030488i,-0.00097724+0.00013381i,-0.00072803+0.00013172i,-0.0004018+0.00042236i,-5.5793e-05+0.00062851i,-0.00034338+0.00032197i,-0.00053833-0.00059772i,-0.00040002-0.00060732i,-3.5029e-05-0.00043877i
0.0002349+0.0036204i,-0.00026023+0.0034633i,-6.4647e-06+0.0034837i,0.00061228+0.001142i,0.0012186-0.0007293i,0.00091661-0.0009693i,0.0010188-0.00080862i,0.0016292-0.0009164i,0.0015428-0.00059482i,0.0012709-0.00043476i,0.00099574-0.00041694i,2.9955e-05-0.0010251i,-0.00052814-0.00087177i,-0.00096369+0.00038053i,-0.00058879+0.00040887i,0.00025459-8.9605e-05i,0.00036872-0.00012616i,0.00070058+3.4059e-05i,0.00017278+0.00027249i,5.6195e-06+0.00060876i,0.00032937+8.585e-05i,0.00065574-0.0006645i,0.00022426-0.0004602i
0.0026024-0.000596i,0.0026385-0.00044565i,0.0022088-0.0012596i,0.001209-0.001181i,-4.8357e-05-0.00034448i,7.5016e-05-0.00037972i,0.00084977-0.00096325i,0.00058015-0.0015347i,0.00025468-0.0011117i,0.0011384-0.00036726i,0.00070913-0.00011713i,-0.00010428-0.00030101i,-0.00034859-0.00072853i,-0.00097422-0.000365i,-0.0013059+0.00035901i,-0.00062734+0.0010122i,0.00036223+0.00075108i,0.0013129+0.00014241i,0.0014134+0.00029869i,0.00045455+0.00037836i,-2.1194e-05+0.00024077i,0.00011324+0.00059994i,0.00063371+0.00065311i
0.00010212-0.00050537i,0.00034429-0.0015569i,-9.2077e-05-0.0006974i,-0.00053223+4.7134e-05i,-0.00035315-0.00020291i,0.00047511-0.00024407i,0.0010361-0.00017832i,0.00061815+0.0001224i,0.00017338+0.00010946i,0.00052119-0.00020451i,0.00069088-0.00083319i,0.00074691-0.00084579i,0.00014442+0.0005326i,-0.00043008+0.00042968i,-0.0005499-4.781e-05i,-0.00069022+0.00049596i,0.0003803+0.00079773i,0.0012953+0.00041814i,0.00040251+0.00042474i,-0.00075885+0.00077157i,-0.0010057+0.00036008i,-0.00078549+0.00019783i,-0.00047406-0.00038781i
0.0015842-0.00043702i,0.0018988+0.00019222i,0.0014207-0.0013887i,0.00087504-0.0012885i,0.0010552+4.5023e-05i,0.00034811-1.6803e-05i,-0.00028574-0.00074345i,5.4676e-05-0.0013722i,0.00032282-0.0010392i,0.00017906-0.0012581i,-0.000251-0.0017283i,-0.00085193-0.0010571i,-0.00078562-0.00044703i,-0.000353+0.00032177i,-0.00038737+0.00022721i,0.00026558+0.0004626i,0.00071609+0.0011238i,0.00027052+0.00084988i,0.00018848+0.00019338i,0.00018998+0.00015879i,0.00025561+0.00044383i,-0.00011206-0.00039643i,-0.00045234-0.0003614i
0.001034+0.00024533i,-0.00025562+0.00078456i,-0.00053625+0.00085994i,-0.00086659-0.00025236i,-0.0012624-0.00090878i,-0.00068827-0.00035506i,-0.00019765+9.6375e-05i,0.00066514-0.000306i,0.001145-0.00077869i,0.00049151-0.0011989i,0.00029201-0.0006755i,9.6664e-05+0.00038428i,-0.00058625+0.00097503i,-0.0010164+0.0016147i,-0.00069894+0.0015923i,-0.00026602+0.0010708i,0.00059236+0.00084372i,0.001227+0.00058078i,0.001116+3.899e-05i,0.00041794-0.00032333i,-0.00043018-0.00095145i,-0.00074472-0.0011926i,-0.00080358-0.0006196i
0.0033383-0.00089822i,0.0036085-0.001406i,0.0025255-0.0020604i,0.00058327-0.0012924i,-0.00017579-0.00067006i,7.1966e-05-0.00037912i,0.0001799-4.7149e-05i,0.00051505-0.00017933i,0.00076576-0.00014652i,0.00034087+3.8737e-05i,-0.00025087+1.0051e-05i,-0.00065926+3.3107e-05i,-0.00053143+0.00055812i,-0.00088203+0.00093924i,-0.00043167+0.00038097i,0.00039024-8.5483e-05i,0.000271+0.00018262i,5.863e-05+0.00032762i,0.00080914-0.00068273i,0.0010055-0.00099069i,0.00061661-0.00057201i,0.00094778-0.0003415i,0.00026962-0.00042236i
0.0016658+0.0010623i,0.0019918+0.0017539i,0.0014775+0.0011266i,0.00047057+0.00026432i,-0.00041245-5.5356e-06i,-0.00024468-0.00044019i,0.00041613-0.00034696i,0.00075831-0.00061215i,0.0010822-0.0014856i,0.0012207-0.0016819i,0.00080691-0.00039299i,-0.00016124+0.00066782i,-0.00081588+0.00058512i,-0.00086844-9.8812e-05i,-0.00019567-0.00034846i,0.00050962+0.00036522i,0.00038438+0.001039i,0.00070653+0.00053266i,0.00089289+0.00021321i,0.00030441+0.00060433i,-0.00025491+0.00021497i,-0.0013492+0.00018764i,-0.0011038+0.00025259i
-0.00363-0.0030046i,-0.0044802-0.003335i,-0.0055533-0.0014653i,-0.0046435+0.00071757i,-0.001797+0.0017028i,0.00094282+0.0011497i,0.0013934+9.0017e-05i,0.00063681-0.00016209i,8.3929e-05-0.00016576i,-2.0001e-05-0.00018141i,0.00034624-0.00074109i,0.00085854-0.0012951i,0.00092-0.0011147i,0.00086019-0.00056988i,0.00020191-9.7477e-05i,-0.00012035+9.3703e-06i,0.00058626-0.00012789i,0.00092893+0.0006793i,0.00046679+0.00093843i,-0.00012318+8.7148e-05i,-0.00040819+0.00018758i,9.5796e-06+0.00033266i,0.00072765+0.0001646i
0.0024736-3.5084e-05i,0.001852-0.00075579i,0.0013621-0.0019022i,0.0010462-0.0018637i,6.2273e-05-0.0012619i,-0.00048879-0.00045353i,0.00025175-0.0005994i,0.00038291-0.00084206i,9.098e-05-0.00087778i,-0.00012672-0.0011579i,-0.00065886-0.0011341i,-0.0010137-6.9813e-05i,-0.0015321+0.00054907i,-0.0017167-0.0002925i,-0.0008736-0.00024798i,-0.00047503-0.00011115i,-0.00024596-6.5571e-05i,0.00045353+0.00026775i,0.0005158+0.00025057i,0.00059232-0.0004033i,-0.00022337-0.00013999i,-0.0013115+0.00092615i,-0.000433+0.0010278i
-0.00032596+0.001313i,-0.00047558+0.00027593i,-0.00077785-0.0001729i,-0.00069081-5.4503e-05i,-0.0002504+2.869e-05i,0.00063924-3.6899e-05i,0.0012028-0.00046891i,-0.00021231-0.000518i,2.3312e-05-0.00076369i,0.0012207-0.0010962i,0.0004862-0.00097277i,-0.00012731-0.0013401i,-0.00042284-0.00050096i,-0.00041044+5.5066e-05i,-0.00017847-0.00057127i,7.556e-05-0.00075294i,0.0004213+4.38e-06i,0.00030055-0.0006187i,0.00069322-0.0013876i,0.0011638-0.00048801i,0.00063408-0.00014146i,3.0592e-05-0.00075478i,-0.00064463-0.00084924i
0.0023565+0.0020629i,0.0019936+0.0017729i,0.0027288+0.00079974i,0.0018102-0.00029872i,0.00081537-0.0012546i,0.0014321-0.0016005i,0.0015062-0.0018086i,0.00059265-0.0014481i,0.000149-0.00060664i,0.00060685-0.00083182i,0.00022573-0.00088854i,-0.00066626-0.00050649i,-0.00064396+6.9075e-05i,-0.00043722+0.00065558i,-0.00035853+0.00071163i,-0.00047451+0.00058118i,2.5554e-05+0.0011472i,0.00088031+0.00020098i,0.001065-0.00094174i,0.00013775-0.00037083i,-0.00039722-0.00018065i,-0.00071519-0.00047113i,-0.0003806-0.00063635i
-0.001139-6.6068e-05i,-0.0021473+0.00073694i,-0.0020103+0.0012604i,-0.00053309+0.0016348i,0.00091052+0.00072992i,0.0019259-4.5368e-05i,0.00052985-0.00047764i,-0.00058362-0.0012025i,-0.0006696-0.00029876i,-0.00073769+0.00055347i,-0.00011274+0.00013023i,0.00067364+0.00037487i,0.00056492+0.0003669i,0.00012261-0.00055441i,0.00018914-0.0012384i,0.00018499-0.00076733i,7.1522e-05+0.00038428i,0.0007772+0.00020566i,0.0012005-5.8774e-05i,0.00047411+0.00070044i,-3.9816e-05+0.00067953i,-9.9319e-05+5.4348e-05i,0.00032061-0.00061904i
-0.00030731-0.0013493i,9.267e-06-0.0011249i,-0.0002554-0.0010021i,-0.00042908-0.00058263i,-0.00060365+0.00013715i,0.00044868+0.00010352i,0.00073991-0.00092196i,-0.00033245-0.0013667i,-0.0011339-0.0012438i,-0.00098396-0.00087947i,-0.00025687-0.0004479i,-5.7702e-05+0.00067157i,0.00056473+0.00066773i,0.00052157-0.00024418i,0.00023202-6.8522e-05i,0.0003518+0.00073569i,0.0009738+0.00091893i,0.0013167+1.3524e-05i,0.00074375-0.00092697i,0.00069856-0.00070707i,0.00056242-0.00031219i,8.8801e-05-1.7317e-06i,8.8488e-06+0.00021984i
