-0.00045186+0.0005624i,-0.0016493-0.00018516i,-0.0014814-0.0014716i,-0.00067198-0.0015096i,-0.0014375-0.00039794i,-0.0018109+0.00032088i,-0.0011464+0.00078621i,4.5969e-05+0.0012531i,0.00088223+0.00099811i,0.00096213+0.00070619i,0.00060615+0.00012522i,0.00036918-0.00078455i,0.00011046-0.0011246i,0.0002703-0.001289i,0.00046811-0.00077088i,0.0001824+0.00019344i,0.00015719+8.2298e-05i,9.8029e-05+0.0002265i,-0.00028809+0.00049639i,-0.00025929+4.5012e-05i,-5.9785e-05-0.0004039i,0.0003004-0.00046573i,7.5583e-05-0.00050351i
0.0015702-0.0011858i,0.0014511-0.0014553i,0.00090637-0.0021108i,0.00013718-0.0020401i,-0.00022362-0.00050883i,-0.00049625+0.00051592i,-0.0010268+0.00042957i,-0.00072447-9.1672e-05i,0.00014912-0.00046335i,-0.00011467-0.00018575i,-0.00057191+0.00039758i,-0.00021247+0.0002395i,-0.00041302-0.00065729i,-0.0012268-0.00088783i,-0.0014599-0.00039905i,-0.0012845+0.00013075i,-0.00074768+0.00056951i,-0.00012097+0.00057307i,-0.0001152+0.00045213i,-0.00061578+0.00072113i,-0.00046512+0.00086352i,0.00012875+0.0002347i,0.00032867-0.00052498i
0.0012778-0.00037547i,0.0012572-0.0013033i,0.00095617-0.0019398i,0.0007608-0.0011893i,2.1721e-05+0.0003588i,-0.0008915+0.0011738i,-0.001127+0.00040762i,-0.00087748-0.00019808i,-1.6912e-05+8.9213e-05i,2.4825e-05+0.00053914i,-0.00024629+0.00052413i,4.517e-05+0.00040636i,0.00049802+0.00058148i,0.00093731+0.00083781i,0.00047894+0.00091599i,-0.00018018+0.0011609i,-0.00029648+0.00032007i,-0.00011902-0.0004181i,0.0003343-0.00045263i,4.5849e-05-0.00021402i,-0.00071883+0.00026251i,-0.0012565+0.00010653i,-0.0012913-0.00010618i
0.00071688+0.00028592i,1.5544e-05-0.00076348i,-0.0010922-0.0010818i,-0.0014928-0.0011781i,-0.0011003-0.0016339i,-0.0010274-0.0014439i,-0.00078906-0.00088765i,-9.2022e-06-0.00013156i,-7.486e-05+0.00041843i,-0.00011136+5.5198e-05i,0.00026766-0.0006246i,5.2953e-05-0.00069482i,-0.00033365-0.00032596i,-0.00056224-0.00019578i,-0.00086017-0.00028661i,-0.001214-0.00082562i,-0.0004184-0.0010455i,0.00035375-0.0002164i,-6.907e-06+0.00047693i,-0.00022932+0.00031103i,-0.00011095-0.00041725i,1.7246e-05-0.00087306i,0.00039652-0.00039986i
-0.0013587+0.00091913i,-0.001335+5.5037e-06i,-0.00032893-0.00022774i,0.00072653-0.00011828i,0.0019136-0.0011067i,0.00092357-0.0024249i,-0.00064295-0.0024597i,-0.00093181-0.0014729i,-0.001126-0.00026562i,-0.00046863-3.0754e-05i,0.0004218+0.00027407i,0.00056755+0.00089633i,0.00034542-7.8105e-05i,0.00016896-0.0013198i,0.00035977-0.0011996i,2.9065e-05-0.00075691i,-0.00076101-0.0011007i,-0.00066646-0.001194i,-0.00060693-0.00041579i,-0.00081149+8.2556e-05i,-0.00061807+0.00043799i,-9.2519e-05+0.00018179i,0.00016379-0.00011219i
0.0013077-0.0022289i,0.00037826-0.001781i,-0.0022134-0.00033764i,-0.0031598+0.0012714i,-0.0013708+0.001574i,-0.00052789+0.00090776i,-0.00038726+0.00017309i,0.00045557-0.00010161i,-0.00012617-5.6252e-05i,-0.00092524+0.00049204i,-0.0011347+0.00049438i,-0.00045062-0.00048488i,0.00049786-0.00096897i,0.0005-0.00064239i,0.00038807+0.00015913i,-0.00022436-8.2108e-05i,-3.5427e-06-0.00070818i,0.00032483-0.00063348i,0.00018236-0.00055518i,1.6697e-05-0.00053647i,-0.00025082-2.8069e-06i,-0.00054312+0.00033717i,-0.00065442+0.00037477i
-0.00091298+0.0005486i,-0.0022474+0.0012709i,-0.0030938+0.0003312i,-0.0030727-0.00073347i,-0.001677-0.00060465i,-0.00042437+6.0971e-05i,-0.00060502-0.00031599i,-0.0010129-0.00074548i,-0.00094971-0.00027413i,-0.00090737+0.0004457i,-0.00098745+0.00072828i,-0.00064678+0.00061108i,7.3477e-05+0.0001883i,0.00082536-0.00021322i,-6.2447e-05+3.1964e-05i,-0.0010076+0.00033032i,-0.00027461+0.00014926i,0.00042341+0.00055605i,0.00030927+0.00033411i,0.00011597-0.00067622i,0.00040361-0.0017936i,0.00052978-0.0014904i,6.1325e-05-2.2512e-05i
-0.0002343+0.0010592i,1.9141e-05+0.00035008i,0.0001081-0.00047305i,-0.00024037-0.00040858i,-0.00026838-0.0011626i,-0.00045272-0.0024469i,-0.00076265-0.0023887i,-0.00085114-0.001422i,-0.0001367+0.00021711i,0.0011861+0.0012278i,0.0013475+0.0012618i,0.00093646+0.00051116i,0.00040395+7.7978e-05i,-0.00082942+0.00011344i,-0.0014254+0.0003852i,-0.0010224+0.00046373i,-0.00019393-0.00016227i,-9.7752e-05-0.00062086i,-0.00020858-0.0004967i,9.5283e-05-0.00018313i,0.00043215-0.00045837i,0.00026783+9.8874e-05i,0.00026688+0.00049464i
-0.00052414+0.00044751i,-0.00034693-0.00063856i,-0.00019208-0.0018191i,-0.00069689-0.0016934i,-8.8459e-05+0.00035143i,0.0005858+0.0008872i,-4.1821e-05+0.00094125i,-0.00039324+0.00089408i,-0.00022111+0.00097658i,-1.4064e-05+0.00067144i,8.4943e-05+0.00043021i,0.0002805+0.0004231i,0.00026247+0.00026638i,-0.0005574-0.00026613i,-0.00076086-0.00034337i,-0.0006713+3.9969e-05i,-0.00099028+0.00031405i,-0.0012346+0.00056157i,-0.00071518+0.00051052i,-0.00051017+0.00051816i,-0.00034698+0.00038624i,1.8382e-05+0.00017793i,0.00042189+0.00080317i
-0.0024217-0.0011189i,-0.0014655-0.0006624i,-0.00058766-0.00038313i,-0.00055673-0.00040827i,-0.00077039+3.5542e-05i,-0.0012845+6.2653e-05i,-0.0023683+5.3744e-05i,-0.0020242+0.00088411i,-0.00092935+0.0013833i,-0.00049063-8.5115e-05i,0.00019308-0.00059791i,0.00063212-0.0003444i,0.0002185-0.00096094i,-3.2415e-05-0.00062062i,0.00021445-5.2031e-05i,4.1304e-05+0.00043365i,-0.00088058-0.00021071i,-0.0010397-0.00082958i,-0.00027432+3.1792e-05i,-0.00023461+0.00036384i,-0.00069476+0.00024794i,-0.00034063+5.0851e-06i,-0.00028729-4.063e-05i
-0.00049976+0.0014177i,-0.00013116+0.0011602i,0.0017063+0.0013483i,0.0017603+0.00064956i,0.00075127-0.00083864i,-0.00026792-0.0023651i,-0.00084973-0.0026329i,-0.00079823-0.0014118i,-0.00039895-8.6667e-05i,-6.9356e-05+9.1384e-05i,-5.3268e-05+3.2344e-05i,0.000634+0.00034688i,0.00042693-0.00028323i,-0.0013149-0.0018471i,-0.002016-0.0018148i,-0.0012291-0.00071895i,-0.00094733-0.00049003i,-0.0012896-0.00078031i,-0.0007548-0.00045948i,-0.00030827+0.00087096i,-0.00067058+0.00075471i,-0.00021054-9.0903e-05i,0.00049705+0.00023098i
-0.0020434+0.0022322i,-0.00037682+0.0042493i,0.0020912+0.0056681i,0.0026962+0.0037361i,0.003095+0.0013077i,0.0015798-0.0010602i,-0.0016214-0.0025434i,-0.0025449-0.001581i,-0.0012613-2.6757e-05i,0.00089027+0.00021667i,0.0018651-0.00035522i,0.0015397-0.0010988i,0.0012769-0.0020104i,0.00079596-0.0028495i,-3.9029e-05-0.0027465i,-0.0002509-0.0013745i,-1.116e-05-7.4863e-05i,-0.00034729+0.00026605i,-0.00084058+3.873e-06i,-0.00053533-0.00019602i,0.00017091+9.8379e-05i,0.00062863+0.00083846i,0.00064722-3.7313e-05i
0.0037477-0.0061348i,7.4091e-05-0.007169i,-0.0052855-0.0083452i,-0.0063177-0.0053976i,-0.0053646-0.0009423i,-0.0032282+0.0022908i,-0.00040207+0.0017299i,0.00061891+0.0001601i,0.00017528-0.00056035i,-0.0013083+0.00020281i,-0.0021078+0.0008489i,-0.00090781+0.0010356i,0.00069065+0.0021322i,0.0010053+0.0032475i,0.000572+0.0037103i,-6.4464e-05+0.0024688i,-0.00061245+0.00029143i,-0.00055674-0.00037149i,4.3596e-05-7.9963e-06i,-1.9814e-06-0.0001271i,-0.0003477-0.00092981i,-0.00027217-0.0010143i,-0.00028475-6.6504e-05i
0.00097196-0.0012666i,4.4783e-05-0.0029929i,-0.0017183-0.0047229i,-0.0035195-0.0035075i,-0.0038533-0.0011726i,-0.0024335+0.00047388i,-0.0013975+0.00029676i,-0.0010197+0.00011116i,-0.00012095+0.00018407i,-0.00038705+0.00023801i,-0.0016034+0.00054908i,-0.00080221+0.00047784i,0.00028799+0.00083491i,4.3816e-06+0.0013801i,-8.7754e-05+0.0016602i,-0.00038514+0.0016379i,-0.00075266+0.00072348i,-0.00075357-0.00049419i,-0.00037347-0.00050219i,0.00050456-9.5392e-05i,0.0002593+8.516e-05i,-0.00061905+0.00012783i,-0.00062936+4.598e-05i
0.00074968-0.0013931i,0.00071747-0.0023931i,-0.0012104-0.0030458i,-0.0028922-0.0013406i,-0.00305+0.00095857i,-0.0018525+0.00074331i,-0.00068018-0.00022324i,0.00032735+0.0001624i,0.00010923-1.6697e-05i,-0.0011635+0.00017466i,-0.0014922+0.00048711i,0.00016424+0.00014274i,0.00072389+0.00095028i,0.00053908+0.0015068i,0.00058736+0.0009339i,2.1854e-05-0.00020251i,-0.00051126-0.00041002i,-0.0006683-0.000126i,0.00021068+0.00022827i,0.0001849+5.7399e-05i,-0.0012024-0.0005143i,-0.00071717-0.00048346i,6.4276e-06+0.00037521i
-1.5264e-06-0.0020643i,-0.00094003-0.0037922i,-0.0033281-0.0043711i,-0.0043065-0.0033223i,-0.003436-0.001783i,-0.0023506-0.0014995i,-0.0019447-0.0018673i,-0.0012783-0.0010905i,-0.00066278+0.00053045i,-0.00096609+0.00077008i,-0.00086729-1.7641e-06i,-0.00079843+2.016e-05i,-0.0011124+0.00037379i,-0.00063551+0.0013078i,0.00033078+0.0010877i,8.1282e-05-9.4591e-05i,-0.00046607-0.00016474i,-0.00038527+0.00010956i,-0.00058337-2.2676e-05i,-0.00048441-0.00010908i,0.00038168+4.2275e-05i,0.00014169+0.00049497i,-0.00014633+0.00095157i
0.00081555-0.0025146i,0.0017571-0.0031323i,0.00098459-0.0040934i,-0.00017484-0.0037059i,-0.00087067-0.0021019i,-0.0020294-0.00058667i,-0.0016001-0.00024119i,-0.00022082-1.9142e-05i,-0.00039478-0.00039401i,-0.00097713-0.00059823i,-0.0011147+7.6225e-05i,-0.00076766+0.00053454i,0.000277+0.00028227i,0.00015269+5.8067e-05i,-0.00095662+0.00041316i,-0.0014805+0.001001i,-0.00046643+0.00040424i,0.00075133-0.00019491i,-2.5822e-05+0.0001879i,-0.00052678+0.00017277i,0.00013405-6.2528e-05i,0.0004596+7.6675e-06i,0.00010922-0.00013815i
-0.00021567-0.0024976i,-0.00029721-0.0024319i,-0.00069512-0.0028467i,-0.00091279-0.0019795i,-0.00082881+0.00040431i,-5.684e-06+0.00053881i,0.00023443+0.00024809i,-6.6331e-05+0.00012266i,-0.00059424-0.00028241i,-0.00077714-0.00018968i,0.00013017-0.00039928i,0.00097844-0.0010373i,0.00091306-0.0010762i,0.00043041-0.00044811i,-0.00032255+6.8831e-05i,4.4038e-05+0.00030292i,0.00061908-7.0839e-05i,0.0003442-0.00026631i,0.00029812-0.00014731i,-0.00027344-0.00051773i,-0.00075354-0.00063308i,-0.0011866-0.00013594i,-0.0011092+2.4735e-05i
0.0009173+0.00070741i,0.0013281+0.00022805i,0.00068834-0.00080742i,-0.00092579-0.0017555i,-0.0019899-0.0015852i,-0.0022118-0.00088228i,-0.001431-0.000822i,-0.00072003-0.00024891i,-0.0006916-0.00012207i,-0.00061136-0.00023258i,-0.00055903+0.0003447i,0.00029217+0.00089901i,0.00063101+0.00083837i,-4.225e-05-0.00016372i,-0.0012131-0.00062766i,-0.0011382-0.00052752i,-0.00070826+0.00026105i,-0.00011636+0.0014317i,0.00043339+0.0012446i,-1.9221e-05+0.00085025i,-0.00076285+0.00028145i,-0.00031102-0.00079954i,0.00042408-0.00076712i
0.001751-6.7094e-05i,0.001739-0.0012146i,0.0025096-0.0032541i,0.0024989-0.0032736i,0.0010622-0.0016508i,-0.00074842-0.00057126i,-0.00052388-0.00022582i,0.0002409-0.00015393i,0.00048219+2.8693e-05i,0.00044637-0.00028672i,-0.00065325-0.00042944i,-0.0011518+0.00041547i,-0.00080914+0.00014806i,-0.00078905-0.0006097i,-0.00080334-2.8001e-05i,-0.00056746+0.00022965i,-0.00080442-0.00013104i,-0.00063859-0.00017364i,-4.0688e-05-0.00022189i,0.00025226-0.00055837i,8.8233e-05-0.00048174i,-0.00087472-0.00077864i,-0.0015451-0.0013383i
0.00057428-0.00037221i,0.00020161-0.00093216i,-0.0014704-0.0013703i,-0.0027624-0.00047747i,-0.0026508+0.00014248i,-0.0013826-0.00016376i,-0.00087541-0.00032677i,-0.00063274+0.00040991i,-0.00013877+0.0012964i,0.00033191+0.00040915i,0.00046444-0.00014934i,0.00039966+0.00034489i,0.00046772+6.4333e-05i,0.00079329+1.9348e-05i,0.00089462+5.3553e-05i,0.00086645+6.6298e-05i,0.00090571+0.00084232i,-0.00012087+0.00080564i,-0.00076585+0.00044421i,5.1857e-05+0.00071916i,0.00037086+0.00024658i,0.0002514-5.3583e-05i,0.00023834-0.00037829i
-0.0012633+9.284e-05i,-0.0011872-0.00022031i,-0.00086304-6.014e-05i,-0.0010308+0.00026515i,-0.00073379+0.00059266i,-0.00019533+0.00089836i,0.00011082+0.00025463i,0.00042483-0.00050216i,0.00046734-0.00043896i,-0.00019783+0.00061413i,-0.00038307+0.0011151i,9.4203e-05+0.00081313i,-7.4228e-05+0.00038983i,-0.0004032-7.7356e-05i,-0.00053721-0.00033116i,-0.00057478-0.00038513i,-0.00056644-0.00067477i,-0.00042804-0.00097555i,0.00036332-0.00029799i,0.000451-0.00026212i,4.3541e-05-0.00071322i,5.2148e-06+4.2321e-05i,0.00023564+0.00056553i
0.00079412-0.0011877i,4.0725e-05-0.0032651i,-0.00045038-0.0042449i,-0.0003222-0.003197i,-0.00041721-0.0018887i,-0.00048733-0.0014354i,-0.00084639-0.0015612i,-0.00023339-0.0016783i,0.00081167-0.001645i,0.00070303-0.00061028i,0.00036012+0.00037831i,0.0001572+0.00029696i,-0.00021452+0.00022579i,-0.00027838-0.00030081i,0.00010278-0.00085503i,-5.9332e-05-4.922e-05i,-0.00025654+0.00044397i,-0.00056038+0.00043389i,-0.00069677+0.00058333i,-0.00066232+7.25e-05i,-0.00072808-0.00036529i,-0.00082914-0.00061913i,-0.00045989+5.4602e-05i
0.0016703-0.0013842i,0.00020706-0.001141i,-0.0007137-0.0015879i,-0.0020448+6.1257e-05i,-0.0024668+0.00050284i,-0.00096829+2.948e-05i,1.5987e-05+0.0010728i,0.00050308+0.00080205i,0.00092367+0.00013043i,0.00046098-0.00010341i,0.00010107+0.00016653i,0.00087217+0.00064781i,0.00080264+0.00039659i,0.0003258+0.00039966i,0.00042564+0.00091903i,0.00097825+0.00021912i,0.0013814-0.00046177i,0.00029853-3.474e-05i,-0.00058289+9.7587e-05i,-0.00054279-0.00021557i,-0.00057195-8.2101e-05i,-0.00078838+0.00041618i,-0.0013055+0.00018068i
0.00059255-0.0011083i,0.00046136-0.0022136i,-0.00042958-0.0026502i,-0.00070094-0.0017788i,-0.00082911-0.00068488i,-0.00088836-0.0008044i,-0.00086506-0.00092591i,-0.0004541-0.0002812i,-0.0005627+0.00055201i,-0.00071048-1.5624e-05i,-0.00042892-0.00022077i,-6.8372e-05+0.00032736i,0.000462+0.00012053i,0.0006676-0.00042143i,0.00032108-0.00074623i,4.1868e-05-0.00021691i,-0.00017286+0.00079242i,-0.00024928+0.00087374i,0.00022274+0.00065177i,0.00077326+0.00020153i,0.00051914-0.0005733i,-0.00025158-0.00032047i,-0.00013906+3.8347e-05i
0.00032471+0.00056168i,-0.00029104-0.00096332i,-0.00033406-0.0025851i,-0.00033375-0.0021991i,9.2179e-05-0.00049919i,0.0014472+0.00050592i,0.0013872+0.00025471i,0.00062629-0.00011044i,0.00071079+0.00037581i,0.00031229+0.00054462i,2.0514e-05-4.758e-05i,-0.00027932+0.00011979i,-0.00089399+0.00071231i,-0.00055584+0.00030018i,-0.00018917+0.00011761i,-0.0002794-0.00028634i,0.00012465-0.00039622i,0.00066483+0.00036844i,0.00066686+0.00058835i,2.5183e-06+0.00058482i,0.00033143-0.00039442i,0.00097119-0.0013902i,0.0014415-0.0008589i
-0.0014071-0.0021199i,-0.0012954-0.0013061i,-0.00079257-0.00033276i,-0.00019586+1.2947e-06i,0.00065646-0.00016401i,0.00051972-0.00036671i,-0.00058536-0.00024591i,-0.0012525-0.00044121i,-0.00064221-0.00057675i,-0.00015935+0.0003853i,6.1891e-06+0.00098262i,0.00067823+0.00075687i,0.0010103+0.00014397i,0.00054004+4.68e-05i,0.0004551+0.00054173i,9.2796e-06+0.001007i,-0.00014624+0.00025103i,-0.00046541-0.00087206i,-0.00047374-0.00077446i,-5.3951e-05-0.00042725i,-0.00029829-0.00037976i,-0.00053016-0.00019855i,0.00010023-0.00060092i
0.0012621-0.0011539i,0.00025875-0.0022628i,-0.0016154-0.0015785i,-0.0028927-0.00035214i,-0.0029018+0.00096448i,-0.0021895+0.0019999i,-0.0014236+0.0013521i,-0.00034148+0.00092935i,0.00078461+0.00076832i,0.0010066+0.0004595i,0.00076506+0.00055082i,0.00038713-3.8652e-06i,-0.00030748-0.00030325i,-0.00038537-0.00021017i,-0.00042171-8.645e-05i,-0.0013297+0.00045171i,-0.001749+0.00028268i,-0.00097656+0.00016682i,0.00019547+0.00072633i,0.00069602+0.0010207i,0.00045571+0.00089846i,0.00040925+6.046e-05i,0.00021069-0.00073727i
-0.00075206+0.0002095i,0.00060713-0.00024841i,0.00088135-0.0010135i,-0.00028127-0.0011648i,-0.0014853+0.00015621i,-0.0012199+0.00011477i,-0.00054045-0.0010576i,-0.00061262-0.00080849i,-0.0013145+0.00011016i,-0.00039224+0.00090954i,0.00097463+0.00056378i,0.0013627-0.00023917i,0.00076219-0.00023716i,0.00049708-0.00024634i,0.0010867-0.00027499i,0.0010423-0.00051057i,0.00043736-0.00016879i,0.00024936+0.0008564i,0.0002853+0.00091697i,-0.00054475+0.00049897i,-0.00058029+0.00036824i,0.00019811+0.0007997i,0.00035678+0.00096162i
0.00073477-0.0021136i,-0.00036879-0.0033492i,-0.0024643-0.0030825i,-0.0033617-0.00090943i,-0.0022549+0.00053647i,-0.00040822-0.00013367i,0.00038643-0.0014123i,-0.00026698-0.0011757i,-0.00073147-0.00048278i,-0.00054854+0.00032932i,-0.00014759+0.00052594i,0.0010188+0.00045155i,0.0017201+0.00078516i,0.0016874+0.00079014i,0.00093888+0.00065833i,0.00023009+0.00016861i,-0.00030872-2.592e-05i,0.0004701-0.00016543i,0.0011248-0.00045308i,0.00035245-0.00043909i,-0.00039845-0.001006i,-0.00069588-0.001255i,-0.00090823-0.00083422i
0.0010486-0.00048284i,0.0016269-0.0025622i,0.00072818-0.0037193i,-0.0008105-0.0027374i,-0.00075066-0.0011571i,-0.00021443-0.00063406i,-0.00024072-0.00051612i,-0.00020588-0.00056855i,-0.00017019-0.0005814i,-0.00045855-8.7788e-05i,-0.00060213+0.0001777i,-1.9302e-05+0.00056924i,0.00021841+0.0014445i,-0.00015567+0.0015319i,-0.00052247+0.00091446i,-0.00064284+0.00033069i,-0.00059456-0.00011174i,-0.00054431+5.341e-05i,-0.0010657+0.00032367i,-0.00069057-0.00030743i,-0.0002677-9.9388e-05i,-0.00016961+0.00075758i,6.5931e-05+0.00095364i
0.00056632-0.00096841i,-0.00014498-0.0020319i,-0.0016124-0.0028931i,-0.002013-0.0019197i,-0.00097332-0.00015152i,-0.00038992+0.00042423i,-0.00043863-0.0003275i,-0.00036744-0.00073564i,1.1051e-05-0.00025606i,0.00012378+0.00021661i,-2.6633e-05+0.00037444i,-8.5004e-05+0.00041735i,0.00015071-1.8299e-05i,0.00032935+6.7132e-05i,0.00025688+0.00061465i,0.00054219+8.4238e-05i,0.00074368-0.00035599i,0.00074957-0.00042424i,0.00026861-0.00013154i,-0.00043239-0.00010849i,-0.00032842-0.00028957i,-0.00010198+8.5716e-05i,-5.0665e-05+0.00014559i
0.00072811+0.0006327i,-0.00059154+0.00010672i,-0.00090809-0.00032972i,-0.001046-0.000874i,-0.0016936-0.00070502i,-0.0022556-0.00018212i,-0.0017609-4.2368e-05i,-0.00074563-0.00052401i,0.00027424-6.2185e-05i,0.00046053+0.00050735i,-0.00014953+0.00036082i,-0.0003539-0.00013845i,0.00035097-3.0108e-05i,0.00023313+0.00011563i,-0.00072165-0.00043051i,-0.0010102-0.00030931i,-0.00065932+9.239e-05i,-0.00035501+0.00048289i,0.00022031+0.00033841i,0.001143-0.00047824i,0.00096629-0.00083745i,0.00051971-0.00037367i,-0.0002174+0.00020052i
-0.0018343-0.0030795i,-0.0013581-0.0032319i,-0.0013128-0.0029658i,-0.0012414-0.0020838i,0.0001177-0.00035624i,3.439e-05+6.7769e-05i,-0.00061888-0.00047438i,-0.00042381-0.00055025i,-1.6086e-05+6.6328e-05i,0.00027579+0.00036884i,0.00039031+6.256e-05i,0.0010335+5.3259e-06i,0.00096343-4.3788e-05i,0.00089763-0.00013041i,0.00086675-0.00024197i,0.00053574-0.00010532i,0.00015481+0.00047597i,0.00044166+0.00040517i,0.00021235-0.00023281i,-0.00015704-8.0888e-05i,-0.00045383+0.00034112i,-0.00063065-5.8093e-05i,-0.00026779-0.00043339i
-0.00037182-0.00049274i,-0.0005559-0.0012024i,-0.0019502-0.0015751i,-0.0027587-0.0010009i,-0.0019335-0.00019209i,-0.00044198-0.00011119i,-0.00065705-0.00028916i,-0.0011695+0.00056998i,-0.00012694+0.00079864i,0.00060721+0.00069071i,0.00056041+0.00060875i,0.0010199+0.00040634i,0.00082393-0.00043067i,8.1448e-05-0.0010728i,0.00012906-0.0013742i,-4.1184e-05-0.00080815i,-0.00062475+0.00070302i,-0.00060649+0.00087227i,-0.00014639+0.00080596i,-0.00036019+0.00052594i,-0.00054386-0.00022868i,-0.00079212-0.00023609i,-0.0011165-0.0002825i
0.00067716+0.00058487i,0.00099576-8.567e-05i,0.0013741-0.0025344i,0.0010796-0.0027426i,0.00013218-0.00099712i,-0.00045759-0.00018584i,-0.00048397-0.00037288i,-0.000794-0.00041198i,-0.0006053+7.3618e-05i,-6.7611e-05-0.00022035i,0.00017858-0.00050536i,0.00011744-0.00037266i,0.0003694-0.00027281i,0.00077064-0.0001285i,0.00083285-0.00062055i,0.00025248-0.00092553i,-0.00018878-0.00061299i,-0.00046865-0.00098036i,-0.00048209-0.0010414i,-0.00087817-0.0001553i,-0.0007016+0.00053967i,-0.00045922+0.00012068i,-3.1183e-05-0.00025698i
-0.00075386-0.00079733i,-0.00018585-0.00012877i,-0.00071781+0.00074706i,-0.0018504+0.0014654i,-0.0011924+0.001034i,-0.00034898-0.0003315i,-0.0008957-0.0010852i,-0.0010369-0.00088404i,-0.00039805-0.00059893i,6.1471e-05-0.00016335i,0.00022126-0.00062448i,0.00032565-0.00074765i,0.0007611-0.00047323i,0.00045822-0.00081163i,-0.00030569-0.0008256i,0.00012816-0.00019955i,0.00034696+0.00036626i,0.00035332-6.3039e-05i,0.00067071-0.00058707i,9.4e-05-0.00060689i,-0.00062754-0.00049306i,-0.00053246+2.5129e-05i,0.00027449+0.00019749i
-0.0010819-0.001799i,-0.0010745-0.0012004i,-0.0014264-0.0010518i,-0.0010419-0.0010588i,-6.2865e-05-0.0005106i,2.4505e-05-0.00069114i,-0.00091761-0.00066061i,-0.0014318-0.00039685i,-0.00091133-0.00066042i,0.00017658-0.00082323i,0.00046839+0.00011002i,0.00060273+0.00023816i,0.0010768-0.00055335i,0.00097339-0.00038793i,0.00060137+0.00039917i,0.00059738+0.00083838i,0.00061681+0.00051461i,6.1115e-05+4.9139e-05i,-0.00030366-8.0703e-05i,-0.0003802-0.00071644i,-0.00050792-0.00030685i,-0.00037735-0.00035459i,-0.00017341-0.0010904i
0.00067374-0.00031581i,-2.5025e-05-0.0019725i,-0.0014288-0.0031041i,-0.0022198-0.0025029i,-0.00098003-0.00087184i,0.00064687-0.00023865i,0.00086808-0.00094678i,0.00097355-0.0011456i,0.00092571-0.00036503i,-0.00019525-0.00036473i,-0.00032652-0.00065528i,0.00011198-0.00081416i,-0.00012714-0.00097972i,7.911e-05-0.00044117i,0.00025917+0.00019903i,-0.00024093+0.00062203i,-0.00024753+0.00018879i,0.00023921-9.4925e-05i,-0.00023429-0.00040364i,-0.00023568-0.00086173i,0.00015958-0.00047907i,0.00019075-2.3018e-05i,0.00039159+0.00016124i
-0.00037653-0.00036574i,0.00019592-0.00034342i,0.00037376-0.00128i,-0.00068205-0.0016411i,-0.0010271-0.0010962i,-0.00058627-2.6895e-05i,-0.00094738+0.00034143i,-0.00099069-0.00028677i,-0.0001493-0.00027411i,0.00037874+0.00050933i,1.3239e-05+0.0012355i,-0.0002923+0.0010074i,-6.0839e-06+0.00049869i,0.000229-0.00043154i,0.00073517-0.00097499i,0.00047836-0.00038651i,0.00065661-0.00023486i,0.0010114+0.00029277i,0.00026205+0.00071703i,0.00045001+0.00029743i,0.00029827-0.00016798i,-6.1698e-05-0.00072184i,0.00037734-0.0012445i
-0.00032788-0.0016702i,-0.0012611-0.0023636i,-0.0019025-0.0018845i,-0.00217-0.0011242i,-0.0015776-0.001572i,-0.00052596-0.0015944i,0.00011689-0.00085602i,9.4704e-05-0.00023828i,-0.00020473-6.4558e-05i,-0.00026071-2.9852e-05i,-0.0006627-8.4201e-05i,-0.00052506-0.00027559i,0.0007338+8.5222e-05i,0.0010121+0.00065606i,-0.00022163+0.00055677i,-0.00057911+0.00044908i,-0.00031428+0.00038116i,-0.00027521+0.00020226i,-0.00010133+0.00010619i,0.00034305-0.00016625i,0.00054872-0.00048135i,0.00020652-0.00056795i,-0.00036707-0.00014834i
-0.0001424-0.001673i,-0.00014556-0.0028097i,-0.0010726-0.0029132i,-0.00091187-0.0022911i,-0.00029047+0.00011097i,-0.00062529+0.00096375i,-0.00057318+8.5739e-05i,-0.00037469-0.00062913i,0.00079017-0.0010055i,0.00088163-0.0008336i,0.00041721+0.00012889i,0.00079983+0.00057796i,0.001717+0.00014252i,0.0010896-0.00019138i,0.00029188-7.0649e-05i,0.00049242-0.00022074i,0.0007158-0.00014999i,0.00061949+0.00026856i,-0.00014112-0.00016126i,-0.00057871-0.00045882i,-0.00027307-0.00082769i,0.00042522-0.00016945i,0.00030254+0.00080192i
0.00054447-0.0017896i,0.00057938-0.0020394i,-0.00023302-0.0021774i,-0.00012653-0.00078885i,0.00046939+0.00025874i,-0.00048469+4.7589e-06i,-0.00081638-0.0002766i,3.6261e-05-0.00022664i,5.5457e-05+0.00021561i,-0.00026775+7.634e-05i,0.00015224+0.00030586i,0.00056678+0.00075388i,0.0007852+0.00061297i,0.00045117+0.00037467i,-0.00028881+0.00082696i,-0.0006028+0.00095519i,-0.00040744-0.00020391i,0.00039603-0.00078438i,0.0010393-0.00038302i,0.0012478+6.3493e-05i,0.00071348+0.00046914i,-0.00030243+0.00028667i,-0.0003016+0.00023591i
