-0.0051126+0.00022693i,-0.0043813-0.00028067i,-0.0042449+0.00064217i,-0.0023238+0.0015866i,-0.00046761+0.0025253i,0.00025207+0.002045i,-0.00022664+0.0019694i,-0.00020388+0.0022386i,0.00061043+0.001504i,0.001147+0.0006439i,0.0010252+0.00042387i,0.00044318+0.0001259i,0.00067631-0.00064161i,0.00089066-0.00093687i,0.00022069-0.00058562i,-0.00030462+0.00047025i,0.00042495+0.0011277i,0.00084497+0.0011743i,0.00033024+0.00086932i,3.8124e-05+0.0010795i,-0.00051675+0.00079698i,-0.00056344-0.00042231i,0.00017348-0.00056719i
-0.00076688+0.00089793i,-0.00067825+0.0010283i,0.000187+0.00155i,0.00092727+0.0016872i,0.00027912+0.001037i,-0.00019557+0.00055521i,-0.00021405-0.00030055i,-0.00027316-0.00088329i,1.0218e-05-0.0001786i,0.00054338+0.00094791i,-0.00018953+0.0013833i,-0.00090206+0.00055512i,-0.00083479-0.00033718i,-0.00034511-0.00014673i,0.00027465+0.00063394i,0.00021075+0.00013724i,-0.00013361-0.00062229i,1.6761e-05-0.00042039i,0.00027726-0.00031181i,0.00043848+0.00031209i,0.00038855+0.00091179i,-0.00024073+0.0007i,-0.00068861+0.00071832i
9.225e-05-2.9488e-05i,-7.4897e-05-0.00030268i,8.4537e-06-0.00083889i,-0.00053541+0.00033259i,-0.00029959+0.0018927i,0.00034093+0.0012953i,0.00022873-0.00023669i,-0.00051205-0.0007828i,-0.00095419+0.00020138i,-0.00042372+0.00060926i,0.00031939+9.9679e-05i,0.00060558+8.8993e-05i,0.00030247+0.00075226i,-0.00032759+0.000655i,-9.3433e-06+7.0476e-05i,0.00064791-0.00039064i,0.00046969-0.00044219i,-8.5878e-05+0.00014198i,-0.00048863+0.00042843i,-0.00022381+0.00041025i,-3.46e-05+0.00021944i,0.00026328-5.939e-05i,0.00040355+0.00010495i
0.00055937+0.00052647i,0.00023483+0.00017272i,-0.00083606-0.00073964i,-0.0018149-0.00098313i,-0.0010093-0.00098047i,-0.00068154-0.00049772i,-0.00075648-0.00034326i,2.114e-05-0.00026035i,0.00067548-8.0246e-05i,0.00062422-3.2622e-05i,0.00022152-0.00020741i,-0.0001615-0.00021451i,-0.00042501+7.0601e-06i,-0.00044078-0.00037384i,0.00010181-0.00077933i,0.00063151-0.00051896i,0.00064663+0.00043436i,0.00033862+0.00023596i,-7.2622e-05-0.00066423i,1.9631e-05-0.00090141i,0.00027387+1.0017e-05i,0.00045438+0.00034049i,3.07e-05+6.3431e-05i
0.0024802+3.9622e-05i,0.0026992-7.4525e-05i,0.0023999-0.00082301i,0.00042445-0.0020687i,-0.0010901-0.001525i,-0.0010523-0.00056645i,-4.0333e-06-0.00054112i,0.00069681-0.0003714i,0.00080524-4.3396e-05i,6.8658e-06-0.00019316i,-0.00050955-0.00068598i,-0.00056508-0.00087555i,-0.00053433-0.00046642i,-0.00101-0.00027315i,-0.00082168-0.00056864i,8.6672e-05-0.00078324i,-3.3022e-05-0.0007494i,-0.00051904-0.00038697i,-0.00027996+4.1323e-05i,0.00021424-0.00024627i,-0.00019654+0.00042242i,-0.00045936+0.0010636i,-0.00016778+0.00076431i
0.00084734-0.0012047i,-0.0008023-0.0011755i,-0.0013074-0.00067791i,-0.00075268+0.00023814i,-0.00051528+0.00057673i,-0.00037598+0.00049535i,-0.00043424-0.00011432i,-0.00072826-7.0818e-05i,-0.00038295+0.00058649i,-0.0003523+0.00046715i,-0.00078805-0.00044222i,-0.001343-0.001046i,-0.0015851-0.00085199i,-0.0011681+2.3005e-05i,-0.00036481-5.2377e-05i,0.00079993-0.00039263i,0.00095501-0.00072453i,-7.0342e-05-0.0006385i,-0.00064272-5.2665e-05i,-6.9023e-05+0.00013193i,0.00067999+0.00034938i,0.00085927+0.00026518i,0.0006718+0.00024i
0.00067649+0.00051213i,0.00046058-0.0011662i,-0.00032795-0.0012525i,-0.00048273-0.00075464i,0.0003315+0.00042753i,0.00054182+0.0010208i,0.00010735+0.00092505i,-0.0010202+0.00056173i,-0.0012054-0.00021431i,-0.00044997-0.00092886i,-6.9659e-05-0.00064307i,-1.9827e-05+9.4327e-05i,7.5977e-05+0.00064038i,-0.00017214+0.00077976i,-0.00049203+0.0003373i,-0.00046637+0.00020725i,8.0549e-05-0.00049142i,0.00023501-0.00028574i,-0.00024655+0.00013766i,-1.3308e-05-0.00045928i,3.1135e-05-0.00017027i,-0.00048744-0.00043643i,-0.00017464-0.0012465i
-0.00083713+0.00046833i,-0.00021924-5.1706e-05i,0.00031093-0.00059917i,1.2961e-05+9.2617e-05i,-4.8413e-05+0.0011988i,0.00014787+0.0009409i,0.00066237+0.00012713i,0.001143-0.00014085i,0.001224-0.00085672i,0.00058454-0.0010728i,-0.00056957-0.00023919i,-0.00095946+0.00013711i,-0.00082117+0.00090137i,-0.00053766+0.0013952i,0.00030037+0.00026445i,0.00094249-0.00044884i,0.0011326-0.00034058i,0.00075471+0.00048789i,-0.0005379+0.0010832i,-0.00057861+0.00045245i,-0.00024316-0.00063903i,0.00010301-0.00073262i,0.00041924-0.00017608i
-0.0028788-0.0015876i,-0.0030405-0.0011883i,-0.0034358-0.00014757i,-0.0023286+0.0014781i,-4.1277e-05+0.0031636i,0.00081188+0.0022883i,9.499e-05+0.00085706i,0.00023647+0.00071559i,0.00019177+0.0005744i,-5.7394e-05+0.00053822i,0.00019688+0.00037931i,-0.00020746-0.00059688i,-0.0010284-0.00099538i,-0.0011009-0.00039405i,-0.00053272-0.00018577i,-0.00016308+8.1498e-05i,0.00070365+0.0004141i,0.00056305+0.00039001i,-0.00062234+0.0001991i,-0.00072862-0.00031763i,-0.0006347-0.0003755i,-0.00066319+0.00038901i,-0.00048533+0.00068346i
0.00025626-0.0010933i,0.0005661-0.00099143i,-0.00032747-0.00091894i,-0.00032386+7.711e-05i,-0.00047024+0.0012178i,-4.7143e-06+0.00040213i,0.00049503-0.00077522i,4.269e-05-0.00034387i,-0.00024334+0.00039782i,-0.0003702+0.00045795i,-0.00064864+0.00021426i,-0.00047967-0.00044711i,2.3905e-05-0.00051032i,-6.12e-05-0.00022333i,0.00039516-0.00021461i,0.0010435-2.0159e-05i,0.0012291+0.00031725i,0.00077335-0.00010547i,-0.00032432-0.00036006i,-0.00054827-0.00018636i,-0.0002425-0.00013864i,0.00016406+8.3794e-05i,0.00062436+0.00025756i
0.00011791+0.00041506i,-0.00031819+0.00013318i,-0.0014614-0.00012328i,-0.0015205+0.0013838i,-0.0009195+0.0021223i,-0.0003697+0.00094113i,-0.00031629+3.2766e-05i,-8.6022e-05+0.00020685i,0.00044455+0.0010917i,-5.7898e-05+0.00023624i,-0.00022285-0.00076917i,-0.0004699-0.00019018i,-0.00090481+0.00056686i,-0.00078583+0.00099598i,-0.00046173+0.00052563i,-0.00034977+1.1501e-05i,0.00029867-0.00058967i,0.00057861-0.00048021i,0.00036558+0.00018469i,-1.0329e-05-1.5908e-05i,-0.00029012-0.00053278i,0.0001339-0.00030736i,-0.00032434-9.7778e-05i
0.00085444-0.0047006i,-0.00020278-0.0041275i,-0.0024803-0.0034069i,-0.0033496-0.0013935i,-0.0026191+0.0012255i,-0.0013304+0.0023952i,-0.00055948+0.0013864i,-0.00056614+0.00016093i,-0.001027+0.00031127i,-0.0011888+0.00064226i,-0.0006453+0.00016542i,-0.00025918-0.00026033i,-0.00012303+0.00047582i,0.00038254+0.001402i,0.00028267+0.0013011i,-0.00017155+0.00090439i,-0.00029671+0.00040967i,0.00014945+0.00048567i,0.00034113+0.00046413i,0.00086941+0.00055494i,0.00035605+0.00082894i,0.00018702+0.00067099i,0.0006625+0.00035013i
-0.00066482-0.00092044i,-0.0015921-0.00085237i,-0.0024645-0.00044201i,-0.0026402+0.00042331i,-0.0016137+0.00054586i,0.00022794+0.00034077i,0.00095918+0.0010139i,0.00035284+0.0012622i,-0.0004066+0.0005177i,-0.00087134-0.00019871i,-0.00045251-0.00048542i,0.00023925-0.00051356i,0.00091612+0.0001541i,0.00078341+0.00077902i,-0.00055797+0.00047856i,-0.00082494+0.00056686i,-0.00022241+0.0013079i,-0.00036008+0.0011203i,-0.00064624+0.00033128i,-0.00062153-0.00021411i,-0.00028522-9.6182e-05i,-0.00027212-0.00075332i,1.4135e-05-0.0013425i
-0.0010135-0.00052897i,-0.0012296-0.0016255i,-0.00069995-0.00043483i,0.0002945+0.00072571i,0.00084956+0.00082219i,0.0008937+0.00088035i,0.00083605+0.00048618i,-0.00014017+0.00017039i,-0.00077039-9.3578e-05i,-0.00065731+0.000149i,-9.8148e-06+0.00027007i,9.8903e-05-0.00037183i,0.00037601-0.0010138i,0.00045041-0.00067257i,4.9129e-05-0.00077256i,-0.00059387-0.00058495i,-0.0012139-0.00039284i,-0.00095621-0.00094148i,-6.6136e-05-0.00056619i,0.00014913-4.4602e-05i,-0.00017083-8.3562e-05i,-0.00013366-6.4686e-05i,-0.00014415-0.00038974i
-0.00047334+0.00099028i,-0.00037778+0.001287i,-0.00038427+0.0015921i,-0.00015343+0.0016426i,-3.1248e-05+0.0015294i,0.00035136+0.00072326i,0.00036701+0.00062325i,-0.00049248+0.00072619i,-0.00066419+0.00080855i,-0.00012038+0.00016925i,5.5814e-05-0.00076581i,-5.4193e-05-0.0010827i,0.00026952-0.00062877i,0.00034837-2.4792e-05i,-9.2762e-05+0.00011561i,-0.00071481+0.00057462i,-0.00046462+0.0002986i,0.00024338+0.00010665i,0.0005002+6.1353e-05i,0.00032321+9.6535e-07i,-2.9443e-05-0.00048156i,7.4904e-05-0.00041754i,0.00043054-3.5895e-05i
0.00046707+0.0020572i,0.0016859+0.0012916i,0.0023158-0.00052397i,0.0011252-0.0020699i,0.00032589-0.0016287i,0.00052507-0.00067371i,1.5246e-05-0.00030358i,-0.00058614+0.00035428i,-0.00050979+0.00032725i,-0.00019116-0.0007952i,-0.00035644-0.0012009i,0.00014193-0.00060219i,0.00017773+0.00037253i,-0.00071956+0.00018205i,-0.00066901-0.00042366i,-0.00020758+0.00010459i,-0.00019959+3.1625e-05i,-0.00060365-0.0004775i,-0.00052195-3.9078e-05i,7.4002e-05+0.00043572i,0.00022366+5.3006e-05i,-0.00022394-0.00082319i,-0.00013172-0.00072386i
0.00063943-0.00040238i,0.00077192-0.00099572i,-0.00017682-0.0009162i,-0.0014143-6.1166e-06i,-0.0016711+0.0005392i,-0.0010188+0.00044995i,0.00016872-0.00015121i,-0.00026919+9.6901e-05i,-0.0011961+0.00054065i,-0.00074661-4.6317e-05i,-0.0001402-0.00082463i,6.2405e-05-0.00079054i,-0.00017881-0.0007175i,-2.7141e-05-0.00080832i,-8.1038e-05-0.00073272i,-0.00086931-0.00041634i,-0.0010634-0.00044124i,-0.00052659-0.00098442i,6.1702e-05-0.0013947i,-0.00026394-0.00089605i,-0.00048123-0.00021209i,6.8857e-05-0.00014652i,6.2399e-05+0.00012218i
0.001068-0.0018945i,0.00068895-0.001607i,-0.0010469-0.0012486i,-0.002672+0.00014249i,-0.0024163+0.002243i,-0.00091735+0.0021157i,-0.00014664+0.00020492i,-0.00076889-0.00019529i,-0.00096409-0.00046146i,-0.00043138-0.00098376i,-0.00039111-0.00053918i,0.00029825+0.00017204i,0.00084893+0.00021412i,0.00077192+0.0004609i,0.00085284+0.0013922i,0.0010183+0.0018931i,0.00051561+0.0011619i,-0.00014177+0.0003996i,-0.00065814-0.00034399i,-0.00027727-0.00028528i,4.3426e-05+0.00020498i,-0.00012542-3.8121e-05i,-0.00033465-0.00044125i
0.00051688-0.0016576i,-1.7724e-06-0.00088774i,0.00018603-0.00097652i,-0.00056865-0.00043204i,-0.0013411+0.00053214i,-0.00063813+0.00053474i,-0.00049126-0.00013761i,-0.0003116-0.00038039i,-0.00037969+0.00016601i,-0.00083868+0.00067041i,-0.00083851+0.0007283i,-0.00028529+0.00062594i,0.00042451+0.0006119i,0.00059754-2.3342e-05i,0.00032653+6.8262e-05i,0.00078127+0.00070589i,0.000568+0.00079826i,-0.00023696+0.00045698i,-5.1802e-05+0.00014501i,0.0004933-0.00019979i,0.00024555-0.0008372i,-0.00028453-0.00074846i,-9.9893e-05+0.00045817i
0.0015288-0.00026392i,0.0019683-0.0017151i,0.0012447-0.0016365i,-0.00080944+0.0002348i,-0.0010355+0.0016346i,-0.00038076+0.0018369i,0.00020826+0.00087767i,2.9307e-05+0.00021443i,-0.00059965+0.00024831i,-5.6582e-05+0.00029865i,0.00020023+0.00028988i,6.7738e-05-0.00021852i,0.00041276-0.00078442i,0.0012397-0.00070343i,0.0015801-0.00029313i,0.0010773+0.00069283i,0.00056319+0.0015744i,-2.6199e-06+0.00042529i,-0.00095767-0.00055817i,-0.00066327+0.00028273i,5.2243e-05+0.0007624i,0.00015821+0.00033387i,0.00025429-0.00047318i
0.00056517+0.0011483i,0.00040628+0.00087307i,0.0006397+4.8298e-05i,-0.00045347+0.00043749i,-0.0010123+0.0004745i,-0.00026749+0.00045514i,-0.00069098-0.00034563i,-0.00047168-0.0010407i,1.5766e-05-0.0005967i,0.0004077-0.00016157i,0.00028798+0.00015781i,4.1643e-05-0.00042367i,-5.6894e-05-0.00026573i,-3.0738e-05+0.00051628i,0.00030316+0.00084664i,0.00044634+0.00060777i,-3.5082e-05+0.00071082i,-0.00035054-8.9831e-05i,-7.1171e-05-0.00079241i,3.0658e-05-7.3945e-05i,-0.00077189+0.00043988i,-0.00082904+0.00050614i,-0.00027848+0.00026953i
0.0013728+0.0014746i,0.0022561+0.00094903i,0.0020354-0.00055763i,0.00062176-0.00091979i,-0.00080905-0.0002021i,-0.0014194+0.00044968i,-0.00078216+0.0006552i,-0.00032494+0.00048283i,-9.0471e-05-0.00022687i,0.00032673-0.00091257i,0.00015387-0.00067221i,-0.00054555+0.00015105i,-0.0012256+0.00056581i,-0.0011446+0.00053874i,-0.000931+0.00040343i,-0.00068052+0.00050994i,-0.0005553+0.00025727i,-0.00028166-7.168e-05i,-4.7761e-05-0.00034638i,5.7609e-06-0.0010411i,0.00087257-0.00065203i,0.0011009+0.00035567i,0.00025118+0.00026646i
-4.4291e-07+0.0013947i,0.00026616+0.00093787i,-5.4268e-05+0.00023523i,-0.0012508+0.00019267i,-0.0010274+0.00093631i,2.1107e-05+0.0012003i,-0.00017028+0.0010773i,-0.00082804+0.00040502i,-0.00094845-0.00061893i,-0.0011547-0.00099007i,-0.00029924-0.00094308i,0.00078803-0.00018775i,0.00022879+0.0001273i,-4.3894e-05-0.00045706i,0.00047176-0.00050136i,0.00019458+6.542e-05i,-0.00031513+0.00029038i,-8.9524e-05-7.5152e-05i,0.00049408-1.9106e-05i,0.0010654+0.00029579i,0.00082302+0.00015978i,-0.00020164-0.00020444i,-0.00016602-0.00048565i
-0.0013233+0.0038775i,-0.00089831+0.0045194i,0.0011202+0.0047089i,0.0015234+0.00368i,0.00055387+0.0020256i,0.0002316+0.0007438i,0.00032249+0.00010036i,0.00018208+0.00018649i,-0.00016556+0.00016819i,-0.00013518-0.00036337i,0.00040246-0.00018525i,0.00034473-0.00044764i,-0.00023295-0.00079288i,-0.0010392-0.00054143i,-0.0016642-0.00033785i,-0.00094477-2.6583e-05i,-0.00043358-0.00035213i,-0.00055159+0.0001243i,-0.00039765+0.00067249i,9.7297e-05+0.0006191i,-0.00017033+0.00047242i,-0.00075425-5.4536e-05i,-0.00046436-0.00031505i
-0.00069151-0.0013968i,-8.4606e-05-0.0019965i,-0.0010017-0.0011541i,-0.0015654+0.00096674i,-0.00084893+0.0024692i,-0.00017747+0.0022031i,-5.5362e-05+0.00023589i,0.00023099-0.00071279i,0.00065158-0.00057461i,4.2383e-05+0.00015589i,-0.00067881+0.00013135i,-0.00012617-0.00037449i,0.00028237-0.00048272i,0.00063785-0.00029405i,0.00056953-0.00030016i,-0.00014582+0.00015177i,7.5752e-05+0.00022454i,0.00015431+5.4166e-05i,-2.4208e-05+6.5206e-05i,-5.2039e-05-8.9306e-05i,0.00021791-0.00035141i,0.00022049-0.00046482i,-5.4643e-05-0.00026231i
0.00058336+0.0013411i,0.00015297+0.0020797i,0.00053028+0.001062i,0.0011067+0.00039615i,0.0011819+0.001012i,0.00050162+0.0012776i,0.00017342+0.0005103i,0.00067727-0.00053783i,0.00093072-0.00091289i,0.00090344-0.00042788i,0.00021349-6.3178e-05i,-0.00014238+0.0004222i,-0.00044833+0.00076352i,-0.00069804+0.00042728i,-0.00022361+0.00016481i,-9.2153e-06-0.0001558i,-0.00016637-0.00030484i,-0.00025662-0.00029834i,-0.00014071-0.00052342i,0.00017639-0.00029295i,0.00028011+0.00022815i,0.00074519-0.00018702i,0.0011049-0.00035847i
-0.0024414-0.00017773i,-0.0016809-0.00086844i,-0.00048465-0.00073731i,-0.00088117+0.00048277i,-0.0010353+0.0018754i,-0.00012528+0.001567i,-3.6112e-05-0.000199i,-0.00053935-8.0097e-05i,-0.00072149+0.00019953i,-0.00058041+7.8963e-05i,-0.00012382+0.00053846i,-0.00011065+0.0010617i,-0.00068496+0.00090749i,-0.00017686+6.1394e-05i,0.00063948+7.6353e-05i,0.00026965+0.00066137i,-0.00023241+0.0010961i,-0.00077654+0.0007158i,-0.00024207+0.00054849i,0.00034032+0.00015093i,-4.1581e-05-6.1081e-05i,0.00052068+0.00043864i,0.00067287+0.00096506i
0.0004389-0.00038224i,0.0008106-0.0010279i,-0.00061605-0.0017036i,-0.001721-0.00037438i,-0.0013566+0.00054582i,-0.00056391+0.00010164i,-0.00040327+0.00060109i,-0.00047251+0.00060239i,-0.00021792-1.8539e-05i,-0.00016924+0.00036731i,3.1082e-05+0.00038625i,5.4402e-05-0.00047175i,-0.00037969-0.000635i,-0.00058643-0.00049168i,-0.00031598-0.00020661i,-0.00098266-0.00014728i,-0.0010086-0.00015384i,-0.00017226+0.00034362i,0.00046541+0.00074933i,0.00047284+0.00078677i,9.3577e-05+0.00088166i,-0.00031432+0.00033548i,-0.00038786+0.00014016i
0.0010773-0.001843i,6.1624e-05-0.0019131i,-9.8186e-05-0.0019929i,-0.001792-0.00018543i,-0.0030785+0.0010524i,-0.001952+0.00059709i,-0.0007562-0.00036303i,-0.00014374-0.00031612i,-0.00034398-0.00035331i,-0.00025964-0.00023601i,-1.5648e-05-0.00013784i,-0.00045728-0.00027202i,-0.00030001+0.00011982i,8.1518e-05+0.00088858i,0.00034808+0.00089846i,0.00045974+0.00037408i,0.00022111+0.00011099i,-0.00038842-1.4335e-05i,-0.0002429+0.00046392i,-0.00024963+0.0013379i,-0.0001084+0.0011287i,0.00082124+0.00025056i,0.0012514-0.00027298i
-0.00056455+0.00075002i,-0.00070755+0.00054875i,-0.00083682+0.00041945i,-0.00073369+0.00011672i,-0.00052593+0.001117i,-0.00024505+0.0010254i,-6.4096e-05+2.2601e-05i,0.00055634+0.00044408i,0.00088334+0.00043423i,0.00074733+0.0001559i,0.00041113+0.00021978i,0.00030128-0.0002797i,0.00040939-0.00084863i,-0.00019818-0.0011129i,-0.00028132-0.00059099i,0.0002077-7.6813e-05i,0.00040741-0.00038686i,-0.00016054-0.00065876i,-0.00029083-0.00035196i,-0.00043928-0.00047901i,-0.00023413-0.00018122i,0.00038639+0.0006046i,0.00041617+0.00048178i
-0.00045291-0.0020389i,-0.0011733-0.0019968i,-0.0025858-0.0017364i,-0.0024336-0.00094694i,-0.0013812+0.00092557i,-0.00070404+0.0017961i,-0.00034187+0.001293i,-0.00062855+8.2788e-05i,-0.00050782-0.00064459i,0.00074696-0.00040009i,0.0011293-0.00052213i,0.00039769-0.00039666i,0.00020744-0.00018185i,0.00051343+0.00015975i,0.00021993+0.00066462i,-8.1856e-05+0.0007314i,-0.00012314+0.00066339i,-0.00054222-0.00025505i,0.00027225-0.0010189i,0.00083048-0.00024567i,0.00049697+0.00021336i,0.00040794-0.00032201i,4.7622e-06-0.00082955i
-0.0012751-0.0022051i,-0.0018656-0.0021337i,-0.0024771-0.00019672i,-0.0021499+0.0018469i,-0.0019555+0.0019949i,-0.0015653+0.00093055i,-0.00043985+2.7791e-05i,-2.0994e-05+0.00014658i,1.0615e-05+0.00030074i,6.8856e-05+0.00021814i,-0.00033744+0.00023478i,-0.00064661+0.00017556i,-0.00065874+0.00023587i,-0.00071191+0.00095662i,-0.00040389+0.0006762i,-0.00024589-0.00097615i,-0.00031823-0.0016651i,-0.00041365-0.00071753i,1.1194e-05+8.5391e-05i,0.00010407-5.2386e-05i,-0.00018276+0.00032778i,0.00011523+2.5173e-05i,0.00028334-0.00077152i
-0.00054949-0.0019295i,-0.001423-0.0023881i,-0.0017658-0.0013207i,-0.001022+0.00035798i,-0.00029438+0.0016988i,1.9258e-05+0.0013204i,0.00011949+0.00082927i,0.00015868+0.00029246i,-9.4286e-05+8.0338e-06i,-0.00033513+0.00054874i,-6.9962e-05+0.0011749i,0.00047342+0.00073483i,5.2633e-06+0.00045481i,-0.00074155-0.00011213i,-2.4827e-05-0.0010219i,0.00069192-0.0009961i,1.3332e-05-0.00042028i,-0.00061049-5.694e-05i,-0.00066797-0.00081139i,-0.00051906-0.0015498i,0.00010421-0.0012568i,0.00051276-0.0016368i,0.00053383-0.0015176i
-1.6039e-05-3.7011e-05i,-2.6886e-05-0.00062619i,-0.0010084+0.00050646i,-0.001619+0.0018774i,-0.0013321+0.0019597i,-0.00023753+0.0010401i,-8.9885e-05+0.00015814i,-0.00052629-9.1092e-05i,-0.00046643-0.00020257i,-0.00056587-0.00041108i,-0.0006613-0.00035958i,1.8777e-06+0.00031741i,0.0005049+5.8504e-05i,-0.0002546-0.00033834i,-0.00091737+2.1087e-05i,-0.00097846-0.00016907i,-0.00057547-0.00016079i,-0.00048372+0.00039225i,-0.00036448+0.0007858i,-2.9815e-05+5.943e-05i,-0.00016102-0.00027855i,-0.00063354-0.00023551i,-0.00042375-0.0003536i
0.00028033-0.00042085i,0.00067407-0.00074084i,0.00073767-0.00088646i,-8.2022e-06-0.00026034i,9.3655e-05+0.0010065i,0.00018998+0.0015223i,8.4187e-05+0.0010344i,7.4085e-05+0.00051161i,-0.00040174-0.00010817i,-0.00026467-0.00091347i,0.00017471-0.00047398i,0.0002929+0.00051291i,0.00032054+0.00092101i,-1.3192e-05+0.0007564i,-2.7045e-05+0.0010125i,-0.0002406+0.00085134i,-0.00010582-5.953e-05i,0.00011656-0.00057932i,-0.00018956-0.00035324i,0.00024911+0.00017407i,0.00064359-0.00028041i,4.5792e-05-0.00080533i,-2.9825e-05-0.0012067i
-0.0014925+8.9305e-05i,-0.0025829+0.00043374i,-0.0028242+0.0014074i,-0.0014137+0.0023451i,9.6208e-05+0.00258i,0.00064322+0.0016534i,0.00070178+0.00064398i,0.00032562+0.00092855i,-0.00014147+0.00064937i,-0.00036331-0.0002267i,-0.0004311+0.00010161i,-0.00014063-0.00028563i,0.00072423-0.00023955i,0.00068758+0.00030424i,7.0037e-05+9.132e-05i,-0.00033643-0.00044212i,-3.8639e-05-0.0001025i,-0.0001568+0.00064763i,-0.00070231+0.00016421i,-0.00021536-0.00053951i,1.0235e-05-0.00027387i,2.2937e-05-0.00064689i,-8.5815e-05-0.0011205i
0.001317-0.00076115i,0.00066334-0.0010093i,-0.00010179-6.5288e-05i,-0.0018055+1.7041e-05i,-0.002188+0.00052659i,-0.0012382+0.0010843i,-0.00061155-0.00042885i,-2.6716e-05-0.0011502i,-0.00048825-0.00031767i,-0.0012157-0.00012081i,-0.0010944+0.00012327i,-0.00046034+0.00024928i,0.000649-0.00025921i,0.0010104-0.00027866i,0.0011567+0.00067831i,0.0010107+0.00092208i,0.00048087+0.00053033i,0.00032475+0.00029977i,0.00032819-0.00013683i,0.00074806-0.00051195i,0.00043363-0.00057546i,0.00035899+0.0002597i,0.0010365+0.00091285i
-0.0014768-4.383e-05i,-0.0015835+0.00015941i,-0.0016822-0.00034666i,-0.0010394-0.00060975i,-0.00019008+0.00067356i,0.00044408+0.00060496i,0.00013921-7.4563e-05i,-0.00073581+6.1854e-05i,-0.0010822-0.0002936i,-0.00077185-0.0004706i,-0.00058841-0.00017002i,0.00033278+0.00085864i,0.00056675+0.00069644i,-0.00054832-0.0008491i,-0.00037334-0.0012432i,-2.2869e-05-0.00016235i,-3.8604e-05+6.2255e-05i,0.00026865-0.00032059i,0.00050263-1.8e-05i,0.00045755+0.00031987i,7.9091e-05+0.00069476i,-0.00028007+0.00076971i,-0.00018602-0.00061615i
8.5523e-05-0.00080021i,-0.00012802-0.0010145i,0.00058968-0.0012875i,-0.00012611-0.00031075i,-0.00088628+0.00076553i,-0.00071059+0.0012131i,-0.00017471+0.00073849i,0.00019228-0.00014268i,-1.0874e-05+5.0503e-05i,-0.00088817+0.00034916i,-0.0012734-0.00023719i,-0.00061986+0.00010764i,-0.00035885+0.00052619i,-0.00033539+0.00021552i,-7.9305e-05-2.2838e-05i,-0.0004051-0.00022955i,-0.00039048-0.00022943i,0.00016583-0.00014914i,0.00059856+8.1218e-05i,0.00010752+0.00034264i,-0.0001932+0.00089602i,-0.00032104+0.0007568i,0.00013162-8.5426e-08i
0.00073125-0.00075333i,9.0829e-05-0.00045282i,-0.00029438-0.00016289i,-0.00050967-0.0001198i,-8.8982e-05-9.3912e-05i,0.00018856+0.00031505i,0.00015905+2.1789e-06i,0.00011815-0.00092594i,-0.00021293-0.0015315i,-0.00056896-0.0012266i,-0.00029263-0.00072019i,-7.6294e-05-0.00034708i,0.0005239+0.00027582i,0.0013874+0.00012433i,0.0012825+0.0001741i,-4.0656e-05+0.00053799i,-0.00069561+4.9828e-05i,-0.00055337-0.00033155i,-1.2506e-05-0.00040227i,0.00092512-0.00014309i,0.00098683+0.00066442i,0.00026752+0.0010495i,-6.9044e-05+0.00022984i
-0.00097267+0.0015409i,-0.0012426+0.0013311i,0.00029926+0.0016094i,0.0012373+0.0015673i,0.00030637+0.0011045i,-0.00017753+0.00073179i,-0.00069296+0.00084968i,-0.0011079+0.00087401i,-0.00077449+0.00076715i,-0.00025123+0.0010878i,0.00027523+0.0006856i,0.00056036-0.00049156i,5.5869e-05-0.00049626i,-0.00066841+0.00018666i,-0.00012732-2.8234e-05i,-0.00012242-0.0008172i,-0.0010306-0.00061215i,-0.00069822-0.00057427i,0.00015119-0.0008116i,0.00031797+0.00017822i,-0.00016838+0.00069249i,-0.00052911+2.1771e-05i,-0.00025092-0.00037942i
-0.0019918+0.00016442i,-0.0021551-0.0010073i,-0.0015227-0.00069187i,-0.00070643+0.00049522i,-0.00049239+0.0015119i,-0.00014625+0.00082212i,8.309e-05-3.3984e-05i,-0.00030158-0.00015989i,-0.00011504+8.7033e-05i,-0.00015567+0.00023341i,-0.00026614+0.00031465i,0.00027495-4.7108e-06i,0.00083126+0.00024087i,0.00072737+0.00070612i,0.0006948+0.00056459i,2.5759e-05-0.00018251i,-0.00066273-0.00028198i,-0.00025257+0.00023447i,0.00020744+0.00063039i,-0.00017037+0.00040069i,-0.00031373-0.00033746i,0.00030167-0.00020644i,-9.6513e-05+0.00040375i
0.0020143-0.0018909i,0.00016541-0.0017277i,-0.00080316-0.0019211i,-0.0015003-0.0017808i,-0.0021589-0.00046922i,-0.0010007+0.00078973i,-0.00018416+0.00071188i,-0.00018181+0.00052137i,-0.00075467+0.00021434i,-0.00088694-0.0011013i,0.00010207-0.00098633i,0.00055343+0.00027523i,0.0008608+0.00081728i,0.0006317+0.00072761i,2.6285e-05+0.00044928i,0.00020954+3.5514e-05i,0.00062018-0.0007758i,-9.4578e-06-0.00096911i,-0.00047826-0.00043711i,-0.00034726+0.00023005i,0.00047179+0.0004022i,0.00065821-7.131e-05i,-0.00026945-0.00038215i
