-0.0038598-9.7256e-06i,-0.0033354+0.00015179i,-0.0035475-3.6759e-05i,-0.0044353+0.00078314i,-0.004852+0.0018571i,-0.0029923+0.0020954i,-0.0017538+0.0021203i,-0.0013972+0.0021065i,-0.00090561+0.00089615i,-0.00025455+0.00015371i,-4.005e-05+4.1514e-05i,1.7379e-05-0.0005421i,-0.00024833-2.5676e-05i,-0.00074684+0.0007046i,-0.00086566+0.00023916i,-0.00084552+8.8841e-05i,-0.00057724+0.00044137i,-0.00017983+0.00011468i,0.00040618+0.00016109i,0.00058522+0.00016237i,-0.00017763-0.00030233i,-0.00037443-0.00027298i,0.00017973+0.00014759i
-0.00018192-0.0020265i,0.00053385-0.0020199i,0.0010044-0.001773i,0.00024277-0.00063602i,0.00014746+0.0010478i,0.00058589+0.0020149i,0.0002069+0.001693i,0.00029279+0.0016617i,0.00053297+0.0015946i,0.00052966+0.0015338i,0.00014931+0.001333i,-0.00042529+0.00024871i,-0.00048604-9.8817e-05i,-0.00071335+3.5558e-05i,-0.00033331+0.00053513i,0.00012886+0.0013244i,0.00012802+0.0013659i,9.7273e-06+0.0008899i,0.00059268+0.001215i,0.00092176+0.0017278i,0.00056643+0.0015968i,0.00050579+0.00073512i,0.0008412+0.00045378i
-0.0024842+0.0001042i,-0.0019257+0.0013221i,-0.0015261+0.0018965i,-0.0017984+0.00249i,-0.0028494+0.0023728i,-0.0023984+0.0017311i,-0.0010264+0.0014812i,0.00036922+0.001326i,0.00023473+0.0020636i,-0.00045965+0.0025151i,-9.0528e-07+0.0013459i,0.00033156+0.000468i,1.9309e-05+0.00025481i,-0.00067549-0.00047123i,-0.00031026-0.00079391i,0.00018995-0.00013007i,0.00080957+0.00056633i,0.0011533+0.00081964i,0.00037161+0.001041i,-0.00023413+0.00090572i,-0.00036206+0.0011608i,-0.00029064+0.0011416i,-0.00031142+3.5728e-05i
0.00095852-0.0014148i,0.0010337-0.0020294i,0.00030626-0.0034128i,-0.001324-0.0029521i,-0.0021942-0.0014202i,-0.0012125-7.6762e-05i,0.00032898+0.00085488i,-6.1242e-05+0.0010721i,-0.00072137+0.0013618i,-0.00045294+0.00071372i,-0.00058619-0.00044815i,-0.00052248-0.00079701i,-0.00064931-0.00021322i,-0.0012516+0.00013209i,-0.00057424+0.00012229i,0.0003435+0.00040731i,0.00045491+0.00079058i,0.00028086+0.00081051i,-0.00014399+0.00024527i,-0.00032337-0.00011872i,-0.00052881+0.00024268i,-0.00079973+0.00016998i,-0.0010526-0.00020464i
0.0013923-0.0015187i,-7.626e-05-0.0019336i,-0.00079005-0.0021505i,-0.0021363-0.0010437i,-0.0032244+0.00027864i,-0.0019532+0.0016393i,-0.00081238+0.0025292i,0.00010687+0.0023711i,0.00035511+0.0015091i,-0.00091801+0.0011268i,-0.0021218+0.0010011i,-0.0019236+0.00097524i,-0.0014701+0.00155i,-0.0017172+0.00076355i,-0.00098179-0.00079105i,-0.00014119-0.00022288i,-0.00033072+0.00067223i,-0.00064349+0.00038273i,-0.0007007+0.00022782i,-0.00041337+0.00025572i,0.00014889+0.0001159i,0.00071005+0.00015024i,0.00036521-6.6919e-05i
0.00066787-0.00013071i,-0.00063182-8.9842e-05i,-0.0025459-0.00062472i,-0.0024249-0.00020477i,-0.0010881+0.00087665i,-0.00066444+0.0012222i,0.0004536+0.0015497i,0.00063007+0.0024281i,0.000309+0.0018872i,-0.00031137+0.00082223i,-0.0012316+0.00016962i,-0.0014164-7.4203e-05i,-0.0010361+6.7608e-05i,-0.00051764+0.00016407i,-0.0001667+0.00060133i,-0.00038692+0.00081812i,0.0001578+0.0006898i,0.00047623+0.00096768i,0.00062256+0.0012655i,0.00019171+0.00053093i,-0.00026721-0.00072801i,0.00020779-0.00080894i,0.00018385-0.0003585i
-0.0017557+0.00037533i,-0.0014038-0.0003485i,-0.00093577-0.00057497i,-0.00074961+0.00072671i,-0.00013689+0.0010434i,0.00067358+0.00058604i,0.00095935+0.00093417i,0.0010308+0.0014258i,0.00058896+0.0011261i,0.00055759-8.4456e-05i,0.00041735-0.00070534i,-0.0003741-5.6746e-05i,-0.0005008+0.00038382i,-0.00024098+0.00027354i,-0.00036652+0.00020902i,-0.00029689+0.00056131i,0.00014085+0.00032393i,-0.00014071-3.8854e-05i,-0.00061782+0.00059935i,-0.00064262+0.00088598i,-6.9113e-05+0.00091691i,0.00038781+0.00066182i,0.00032733-1.8342e-05i
-0.0013365-0.00058031i,-0.0015483+0.00024002i,-0.0018362-0.00010762i,-0.0023174+4.9255e-05i,-0.0017063+0.0011276i,-0.00013495+0.0018535i,-0.00036894+0.0022834i,-0.0014733+0.0021356i,-0.0010481+0.0017596i,-0.00041078+0.001363i,-0.0002338+0.0008114i,-0.00027898+0.00062754i,-0.00021318+0.00020835i,-0.0001075-0.00046871i,0.00076003-0.00035952i,0.0017466+4.5992e-05i,0.0009367+0.0002423i,-0.00047131+0.00046504i,-0.00030469+0.00078958i,0.0006559+0.0014311i,0.001168+0.0013389i,0.0012076+0.0005894i,0.00075675+0.00037779i
0.0017651+0.0019318i,0.0012814+0.000207i,0.0024309-0.0009479i,0.0018872-0.0011038i,-0.00012348-0.0012264i,-0.0010192-0.00017016i,-0.00075377+0.00051983i,0.00012778+0.00077855i,0.00054128+0.0011535i,0.0010551+0.0012824i,0.0012863+0.00022092i,0.00042253-0.00038225i,-0.00015705-0.00027288i,-9.6887e-06+0.00021921i,0.00037585+0.00056199i,0.00041989+0.00080593i,0.00069377+0.001165i,0.00092547+0.00072006i,0.00060654+0.00051995i,0.00014504+0.00047022i,-0.00061032-0.0006054i,0.00015236-0.00062071i,0.0011457+8.6453e-05i
0.0013091+0.0012117i,0.0017093+6.7244e-05i,0.0012021-0.00021099i,-0.00028605+0.00016285i,-0.0010103-0.00079835i,-0.00098948-0.00063143i,-0.0005631+0.00043891i,2.4635e-05+0.00054086i,-0.00026583+0.0004858i,0.0005897+0.0006766i,0.00046827+0.00068494i,-0.00037612+0.00044148i,-0.00025478+7.9895e-05i,4.6673e-06+2.9598e-06i,0.00018509-0.00014004i,0.00042221-0.00099836i,0.00058534-0.00073374i,0.00027558+0.00044322i,-0.00016554+0.00069694i,-0.00062764+0.00046722i,-0.00073255-0.0001341i,-0.00082089-0.0008072i,-0.00066294-0.00055388i
0.000406-0.00062529i,-6.9689e-05-0.00084127i,-0.00061666-0.0010687i,-0.001561-0.00075043i,-0.0015816+0.00023971i,-0.00083285+0.0014485i,-0.00028504+0.0016614i,-0.00020875+0.0014104i,-0.00047666+0.0013409i,-0.00043402+0.00098932i,4.1628e-05+0.00060811i,-0.00034402+0.00082402i,-0.00047122+0.00086795i,-0.00013387+0.0010806i,-0.00078923+0.00095391i,-0.00088852+0.00059814i,-5.304e-05+0.00073346i,0.0004702+0.00042274i,0.00011001+0.00056529i,-0.00016082+0.00080548i,-0.0006941+0.00028478i,-0.00083139-0.0002646i,-0.00060712-0.00074898i
0.00088487+0.0012633i,0.0010369+0.00052551i,0.0012631+0.00083669i,0.00082885+0.00097174i,0.00079223-3.6245e-05i,0.00070666-0.00081348i,0.00015898+5.1222e-05i,-0.00024285+0.001395i,-8.0202e-05+0.0014858i,-0.00025381+0.0013048i,-0.0010084+0.00123i,-0.00097535+0.00099633i,-0.0012289+0.00027684i,-0.0013212-7.4975e-05i,-0.00070818-0.00014623i,-0.00056014+0.00032032i,-4.8384e-06+0.0012285i,0.00018889+0.0012807i,-0.00018092+0.0013792i,-0.00023621+0.0014175i,-5.0953e-07+0.00083105i,0.00020694+0.0005573i,0.00034027+0.00028271i
0.00024984-0.00034043i,-0.00092687-0.00039191i,-0.0012582-0.00041939i,-0.00064963+0.00022521i,-0.00058018+0.0005365i,-0.00010932+0.00038108i,0.00014257+0.0011703i,-0.00016039+0.0016112i,-0.00041033+0.0015585i,-0.00049423+0.0015038i,-0.00080254+0.00048118i,-0.0010145-0.00053116i,-0.00070677-0.00061566i,-0.00076509-0.00015929i,-0.00037566+9.971e-05i,0.00012389+0.00069726i,0.00014509+0.00059606i,0.00068768+0.00039706i,0.00064194+0.0013589i,0.00060531+0.0012253i,0.00041653+0.00037248i,-1.131e-06-0.00018604i,-0.00037426-0.00052741i
-0.00038452-0.0021313i,-0.00059137-0.0023734i,-3.4711e-05-0.0021513i,-0.0004697-0.00094961i,-0.0012892-0.00032696i,-0.0009502+0.00051579i,-0.00017314+0.0015948i,0.00067211+0.0020251i,0.00079972+0.0017342i,-0.00033275+0.0011814i,-0.00094134+0.00046198i,-0.0010729-2.2043e-05i,-0.0014485-0.00017265i,-0.0013755+0.00018172i,-0.0012487+0.0002561i,-0.00060116-1.4698e-05i,-3.4982e-05+0.001205i,-0.00050686+0.0018455i,-0.00085487+0.00055165i,-0.00037815-0.00017657i,0.0003813-9.0099e-05i,0.00056908+0.00022549i,0.000502+0.00076786i
-0.0015268-0.0016295i,-0.003365-0.00079567i,-0.0044384-0.00057306i,-0.0034473-2.2589e-05i,-0.00228+0.001063i,-0.0012891+0.0014927i,-0.00089058+0.0019141i,-0.00041542+0.0011892i,-0.00011898+0.00023978i,-0.00052473+0.00029964i,-0.00094776+6.9439e-05i,-0.0013011+0.00069019i,-0.00096326+0.001024i,-0.00058427+0.00074879i,-0.00040825+0.00039147i,-0.00049825+0.00072892i,-0.00013689+0.00078705i,0.00061326+0.00039917i,0.00025561+0.00024645i,-0.00044479-6.5657e-05i,-0.00049953-0.00027776i,-0.00043936+0.00085035i,-0.00075327+0.001265i
9.9095e-05-0.00058721i,0.00046245-0.0012793i,0.00018508-0.0011945i,-0.00074278-0.0018741i,-0.00072774-0.0015598i,-0.00037784+7.7319e-05i,-0.00071404+0.0012623i,-0.00053882+0.0021175i,0.00030141+0.0018689i,0.00039939+0.0016502i,0.00030526+0.00079616i,0.00072088-0.00040337i,0.00062149-0.00039399i,-0.00046825-0.00023654i,-0.0011081-0.00080609i,-1.29e-05-0.0011454i,0.00034544+7.679e-05i,-8.8931e-05+0.00082748i,-1.0572e-05+0.00047122i,-0.00057143+2.2626e-05i,-0.00066309+0.00012421i,-0.00060193+5.0531e-05i,-0.00096133-0.00024216i
-0.00128+0.00080317i,-0.001132+0.00010633i,-0.0010889-0.00030776i,-0.00073065-0.00010609i,-0.0018087+0.001093i,-0.0021068+0.0010546i,-0.0010335+0.00024597i,0.00041824+0.00026146i,0.00096653+0.00066093i,0.00056418+0.00023106i,0.00077416+0.00043916i,0.00058191+0.0010966i,-0.0001843+0.00073804i,0.00024335+0.00068767i,0.00043449+0.00031256i,-5.8475e-05+0.00032215i,-6.7145e-05+0.00032928i,6.1578e-05-8.9737e-06i,-3.4627e-05+0.00082989i,0.00060054+0.00056509i,0.00097872+0.00026126i,9.6795e-05+0.00070015i,0.00024114-0.00022839i
0.0015719+0.00068551i,0.0022063+0.00072372i,0.0031833+3.9012e-05i,0.0017786-0.00072173i,3.5309e-06-0.0016437i,8.4916e-05-0.00076793i,0.00039418+0.0009227i,0.00068983+0.0018306i,0.00034332+0.0020123i,-0.00017513+0.0011711i,-0.00022783+2.937e-06i,4.0523e-06+1.9374e-05i,-0.00090594+0.00028499i,-0.0019383-0.00056931i,-0.0010099-0.00087015i,0.00019609+0.00010484i,0.00059726+0.00082609i,0.00040562+0.0010146i,0.0003892+0.00039449i,0.00033477-0.00027979i,0.00031724-0.00062355i,-0.00018792-0.00036392i,-0.0006262+0.00012588i
0.0015939+0.00094145i,0.0018872+0.00055451i,0.0012365+0.00030508i,0.00055164-5.4502e-05i,0.00033027-0.0006428i,0.00015556+0.00055894i,-6.3631e-06+0.0019457i,-0.0010188+0.001405i,-0.00087479+0.0011508i,-0.00054708+0.0016917i,-0.00069643+0.0014054i,-0.00016128+0.0012686i,-0.00042332+0.0018048i,-0.00092255+0.0010792i,-0.00028896+0.00017909i,0.0002477-0.00020469i,0.00028062+2.816e-05i,0.00016152+0.00083188i,-0.00041976+0.00069021i,0.00011902+0.00030826i,0.00079657+0.00059609i,0.00087326+0.00015958i,0.00045154-0.0001921i
-0.0010625+0.0012143i,-0.0011732+0.0019168i,-0.0012728+0.0012776i,-0.00025624+0.0010317i,0.00071066+0.0017958i,0.00070819+0.0012832i,-0.00011837+0.00064561i,-0.00037093+0.00083842i,0.00028567+0.0017113i,-0.00018466+0.0017942i,-0.00050924+0.00094936i,-0.00060855-0.00023168i,-0.0010563-0.0015572i,-0.00075476-0.0012438i,-0.00065487-0.00045086i,-0.00059515-0.00044536i,0.00017948+7.9707e-05i,0.0013524+0.00016667i,0.0011862-5.1237e-05i,0.00020884+9.5979e-05i,0.00043046+6.849e-06i,0.0012096-0.00051448i,0.00064712-0.00048537i
0.00019417-0.00040826i,0.00030014-0.00043206i,0.00023918-0.00077853i,-0.0010859-0.00087827i,-0.0010137+0.00027531i,-0.00028835+0.0011562i,-0.00066573+0.001272i,-0.001293+0.0012494i,-0.0017939+0.0010578i,-0.0012616+0.00080289i,-0.00073103+0.0009602i,-0.00068412+0.00078105i,0.00033692+0.00030078i,0.00075951+0.00065403i,0.00019663+0.000584i,-9.7013e-05+3.2373e-05i,0.00043654-0.00011289i,0.00092091-0.00068618i,0.00059457-0.00087461i,-4.4618e-05-0.00043499i,-0.00053416-0.00039543i,-0.00022372-6.8765e-05i,0.00067625+0.00011219i
-0.00018061-0.0013329i,0.00041418-0.00087263i,9.033e-05-0.00089196i,-0.0007172+0.00011437i,-0.00082681+0.0014941i,-0.00065342+0.00094687i,-6.1085e-05+0.00053152i,-0.00011109+0.0010807i,-0.00012829+0.0016849i,-0.00043227+0.0015908i,-0.0012547+0.0011181i,-0.0014283+0.00045539i,-0.00056963+0.00032731i,9.7816e-05+0.00073514i,0.00034319-0.00021562i,0.00037403-0.00081562i,0.00062315+0.00040645i,0.00050462+0.0013836i,0.00010277+0.0011243i,0.00034102+0.0005648i,-0.00017397+0.00041271i,-0.00038265+0.00079842i,-0.00065982+0.0012367i
0.0010984+0.00013462i,0.00035676-0.00022923i,0.00078311-0.00025748i,0.00032595+0.00033582i,-0.00093864+0.001174i,-0.00078335+0.00087068i,-0.00015939+0.00019077i,-0.00080657+0.00096541i,-0.0015257+0.00062545i,-0.00078892-0.00021554i,-0.00041068+0.00024832i,-0.00040403+0.0005173i,-0.00028188+0.00023446i,-0.00063299-9.4575e-05i,-0.00048207+1.1295e-05i,2.8149e-05+0.00018159i,1.4151e-05+0.0006276i,-0.00048116+0.00048203i,-0.00039641+6.4257e-05i,-0.00017652+0.00039996i,0.00020643+0.0004401i,0.00021804-0.00036239i,0.00035044-0.00045194i
-0.00043994-0.0022943i,-0.00061889-0.0020246i,-0.0016371-0.0018888i,-0.0029726-0.00129i,-0.0027597-0.00043635i,-0.0016268+0.00079775i,-0.00031027+0.0016097i,0.00066154+0.0021532i,0.0003419+0.0017539i,-0.0010299+0.00086289i,-0.0018107+0.00063966i,-0.0017064+0.00040197i,-0.00093773-3.9868e-05i,-0.0006374-1.3583e-05i,-0.00053964-0.00010623i,0.00032416+0.00015844i,0.0008302+0.00090886i,-0.00012624+0.0012879i,-0.0012457+0.0016061i,-0.001042+0.0011754i,-0.00044117+0.0006602i,-0.00026969+0.00029426i,-0.00059894-8.3981e-05i
-0.00021126-0.0015719i,-0.0010649-0.0014182i,-0.0025289-0.0018132i,-0.0036885-0.0016653i,-0.0028757-0.00079586i,-0.0011739+0.00093576i,-0.00055865+0.0013501i,-0.00078379+0.0003675i,-0.00096859+0.00060858i,-0.00096415+0.00088487i,-0.0014045+0.00050615i,-0.0022953+0.0011761i,-0.0021333+0.0014632i,-0.0011547+0.0011273i,1.5859e-05+0.0011594i,0.00093153+0.0020347i,0.0012055+0.0022073i,0.0010433+0.0010912i,0.00082276+0.00017446i,0.00070468+0.00064049i,0.00073882+0.00079336i,0.00062041-0.00017919i,0.0001572-0.00070674i
0.0010411+0.0012972i,0.00081143+0.0005954i,2.6717e-05+0.0001216i,-0.00094285+0.00035724i,-0.0012865+0.0012797i,-0.001733+0.0015623i,-0.0010787+0.0017907i,0.00038675+0.001262i,0.0002304+3.711e-05i,-0.00073676-0.0007249i,-0.0012371-0.00071205i,-0.0010631-3.0787e-06i,-0.00018229+0.00066642i,0.00027465+0.0012456i,0.00063739+0.00091647i,0.00061786+0.00042704i,0.00061686+0.00072274i,0.00043674+0.00084532i,0.00017456+0.00050689i,0.00038504+0.00022706i,0.00028929-3.3639e-05i,0.0002428-0.00036499i,-0.00030154-0.00073089i
-0.0026044-0.0014491i,-0.0015249-0.00123i,-0.0013795-8.5931e-05i,-0.0013893+0.00019159i,-0.001212+0.0008213i,-0.00027488+0.0019763i,0.00075043+0.0022044i,0.00078686+0.001718i,0.00097583+0.0010467i,0.00092049+0.0011919i,0.0004267+0.00069706i,4.6035e-05+0.00021932i,-0.0010321+0.00040974i,-0.002573+0.00048787i,-0.0024449+0.0011339i,-0.00068129+0.0016016i,0.00051869+0.0024151i,0.00066342+0.0019493i,8.8062e-05+0.00031692i,-0.00011973+8.5485e-05i,0.00046755-0.00041354i,0.00018631-0.00070572i,0.00025254-0.00052831i
0.00059872+0.00048036i,0.00016186+0.00053847i,0.0010139+0.00033636i,1.8693e-05+9.8448e-05i,-0.00045485+0.0002756i,-0.00069045+8.1501e-05i,-0.00020077+0.00067016i,0.00065203+0.0019842i,0.00087819+0.0021212i,0.00056659+0.00088795i,-5.6999e-05-0.00040766i,-0.00069954-0.0007463i,-0.0014197-0.00037221i,-0.0015497-0.00026692i,-0.0012294-0.00014225i,-0.00068235-0.00025275i,-5.2749e-05-0.00040098i,5.4425e-05+6.0245e-05i,0.00027913+0.00077278i,0.00041808+0.00077612i,-0.00019482-0.0002105i,-0.00031514-0.00072939i,0.00022982-0.00012912i
0.00032408-0.0023466i,-0.00071665-0.002776i,-0.00064133-0.0026672i,-0.0019137-0.0026773i,-0.0030366-0.0024249i,-0.0024108-0.00050472i,-0.0012665+0.00084565i,-0.00033811+0.0014204i,-0.00051731+0.002607i,-0.0009004+0.0024123i,-0.00069118+3.7704e-05i,-0.0010875-0.0014427i,-0.0012973-0.001608i,-0.0014436-0.0010743i,-0.0011321-0.00091i,-0.00037483-0.00030852i,-0.00016258+0.00076581i,2.7488e-05+0.0010459i,0.0002712+0.00071014i,-0.00014275+0.00058578i,0.00026883+0.00092124i,0.00040549+0.0012146i,0.00045344+0.00051671i
-0.00059727+0.00032113i,-0.00013265+0.00038211i,-0.00062228+0.0006624i,-0.00050729+0.0010713i,-0.00062774+0.0016016i,-0.00059515+0.0015959i,0.00055542+0.00088915i,0.00092197+0.0013672i,0.00024746+0.0019789i,-0.00023409+0.0015656i,0.00011385+0.0011369i,0.00050301+0.00069547i,0.00034194-0.00049528i,8.6558e-05-0.0015472i,-2.0514e-05-0.0012954i,-4.9336e-05-0.00066065i,0.00048185+0.00036543i,0.0012189+0.00076608i,0.0010226-0.00022418i,-0.00020098-0.00016038i,-0.00097207+0.00061087i,-0.00046019+0.000395i,-0.00019996+6.9927e-05i
0.00096804-0.00020508i,0.00064934-0.00055175i,0.00042885-0.00095902i,-0.00052214-0.0010709i,-0.0014053-0.00051833i,-0.0014125+0.00088832i,-0.00091568+0.0012046i,-0.0013445+0.0010455i,-0.0015495+0.0016294i,-0.001196+0.0014526i,-0.00072072+0.00062401i,-0.0001599-0.00055537i,-0.00045414-0.0016119i,-0.00032791-0.0018948i,0.00063064-0.0010129i,0.00061647-6.5395e-05i,0.00014753+0.00054134i,-0.00022901+0.0010097i,-0.00031545+0.00047032i,-0.00035588-0.0002273i,-0.00098241+0.00060398i,-0.00076007+0.00085746i,-1.0928e-05+0.00023532i
0.0019595-0.00048013i,0.0011484+0.00086495i,0.00012501+0.00067417i,-2.3661e-06-0.00034273i,-0.00014847+0.00027884i,0.00028074+0.0010277i,0.00021855+0.0014853i,-3.822e-05+0.0011414i,-4.0582e-06+0.0010945i,-0.00033088+0.0011557i,-0.00032026+0.00043398i,-0.00012491+0.00027315i,-0.0004974+0.00030393i,-0.00039511+0.0001175i,0.00070874+3.1194e-05i,0.0014207+0.00057916i,0.0009927+0.0015055i,0.00031236+0.0012891i,0.00037402+0.00050641i,0.00012127+0.00029692i,-0.00042119-0.00045928i,-0.00041112-0.00027456i,-0.00061255+0.00097634i
-0.0036488+0.00037528i,-0.0040605+0.00089083i,-0.0035501+0.00064733i,-0.0022837+0.001014i,-0.001271+0.0016423i,-0.00010158+0.0011918i,0.00039198+0.00051341i,0.00053522+0.00033152i,0.00053876+0.00030848i,-0.00044634+0.0011969i,-0.00070325+0.0018541i,0.00054496+0.0013846i,0.001483+0.0015815i,0.0014885+0.0016441i,0.0011857+0.0007923i,0.00165+0.00041246i,0.0023588+0.00056781i,0.002081+0.00066994i,0.0012797+0.00058193i,0.00034047-0.00042891i,-0.00058264-0.00082053i,-0.00028208+0.00043485i,-5.0064e-05+0.00070639i
-0.0012316-0.0012009i,-0.00085717-0.00064726i,-0.00072017-0.00021343i,-0.0017207+3.2863e-05i,-0.0013895+0.0012733i,-0.00069479+0.0014989i,-0.00069112+0.0012472i,-0.00025584+0.00097551i,6.303e-05+0.00055368i,-0.0005717+0.0013284i,-0.0011382+0.0016382i,-0.00062403+0.0016756i,-0.00053894+0.0013471i,-0.00029071+0.00091936i,0.00033087+0.0010901i,0.00045611+0.00096288i,0.00030995+0.00082307i,-0.00029786+0.0011003i,-0.0002472+0.00070281i,-0.00020946-0.00018913i,-0.00053255-6.3675e-05i,-0.00015569+0.00066377i,0.00019779+0.00052827i
0.00082839+0.0018214i,0.0016204+0.0013717i,0.0019697+0.0012281i,0.0011697+0.0015958i,-0.00025791+0.001358i,-0.0013468+0.00018896i,-0.0011905+0.00013189i,-0.0012526+0.00077092i,-0.0014395+0.00057978i,-0.0012339+0.00017477i,-0.0016726+0.00045226i,-0.0016493+0.00061432i,-0.00012322-0.0001469i,0.00041048-0.00045043i,-0.00022611+0.00038027i,-0.00037913+0.0015549i,-7.6058e-05+0.0015754i,-0.00042726+0.0013558i,-0.00058395+0.00087142i,-0.00091834-0.00028677i,-0.00091826-0.00054881i,-0.00056459-0.00047723i,-0.00024484-0.00075865i
-6.2347e-05-0.00042939i,0.00060015+0.00098435i,0.00031325+0.0017619i,0.00016682+0.0015104i,-7.1412e-06+0.00062665i,-0.00014104+0.00074504i,-0.00022689+0.0012533i,-0.00011656+0.00052279i,0.0002489+0.00067886i,0.00064882+0.00090152i,-0.00012001-0.00042977i,-0.0010437-0.0011392i,-0.0014532-0.00085146i,-0.001091-0.00057608i,-0.0010853-0.00045999i,-0.0015007-0.00047571i,-0.0011516-0.0002244i,-0.0004255+0.00010644i,-4.7827e-05+9.6168e-05i,0.00054841-9.0139e-05i,0.00012465-0.00023948i,-0.0006112-0.0004319i,-0.00076855-0.00063914i
-0.00016193-0.0016921i,-0.00066985-0.0013322i,-0.0018392-0.00059675i,-0.0020191-0.00022727i,-0.0015517-9.4425e-05i,-0.0011022+0.00030591i,-0.00011059+0.00022232i,0.00049329+0.00030456i,-0.00011724+0.00059052i,-0.00046005+0.00068607i,-0.00084946+0.00068332i,-0.0019199+0.00015414i,-0.0019107-0.00018165i,-0.00089639+8.9996e-05i,-0.001054-3.1702e-06i,-0.0012704-0.00029701i,-0.00048138-6.1035e-07i,0.0003234+0.00028517i,0.00012184+0.00017591i,-0.00012509+0.00016988i,-0.00021937+0.00012487i,-0.00010286+5.3941e-05i,0.00027403+0.00027804i
0.0031785-0.0026217i,0.0030953-0.0026127i,0.0015968-0.0031008i,-0.00094356-0.0039122i,-0.002491-0.0026448i,-0.0032234+0.00064829i,-0.0027028+0.0022314i,-0.00037114+0.0020864i,0.00049214+0.001606i,-0.00062117+0.0011405i,-0.0014306-7.88e-05i,-0.0013596-0.0011717i,-0.0016138-0.00093861i,-0.0019004-0.00081021i,-0.0011834-0.00027843i,-0.00039051+0.00052747i,3.0494e-05+0.0012588i,-4.6669e-05+0.0016484i,-0.00039318+0.00025027i,-0.00041652-0.00024701i,0.00011806+0.00058966i,0.0005067+0.00089857i,0.00037942-5.1579e-05i
0.00065703-0.00045841i,0.00039717-0.00068696i,-0.0018781-0.0013481i,-0.0023757-0.001204i,-0.0020279+0.00047168i,-0.0014624+0.0016159i,-0.00029081+0.0020376i,-2.7023e-05+0.0016835i,-0.00032728+0.0012468i,-0.00015359+0.00093335i,2.8241e-05-0.00037393i,-0.00017627-0.0014284i,-0.00041715-0.0015889i,-0.00093287-0.00095312i,-0.0013937-0.0011792i,-0.0010376-0.00078181i,-3.4907e-05+0.00069227i,0.00060059+0.0011462i,-0.00010783+0.0010486i,-0.00092085+0.00041289i,-0.00040434+0.00028702i,-0.00039877+2.8299e-05i,-0.00016344-0.00054532i
-0.0016318+0.00055676i,-1.0643e-05+0.00065805i,-0.00063847+0.0022999i,-0.0010515+0.0024263i,-1.4183e-05+0.0017683i,0.00050287+0.0014919i,0.00034449+0.0010904i,-0.00017974+0.0012418i,-9.1717e-05+0.0015869i,0.00093626+0.0012834i,0.0010645+0.0007461i,0.00071386+0.0010886i,0.0010298+0.00099956i,4.8362e-05-6.9581e-05i,-0.0010325-0.00060382i,-0.00089955+0.00018022i,-0.00070716+0.00081624i,0.00017617+0.00076812i,0.00073775+0.00060961i,0.00073776+2.5909e-05i,0.00069578-0.00017492i,0.00028409+0.00022343i,-0.00032169+0.00031599i
0.00071738+0.0014204i,0.00088851+0.0011252i,0.00047785+0.00079143i,-0.0006921+0.0002623i,-0.0012114-0.00033629i,-0.00068881+1.7577e-06i,0.00027284+0.00088061i,4.8892e-05+0.0010373i,-0.00051646+0.0013304i,-0.00047692+0.0021524i,-0.00018313+0.0019119i,0.00043415+0.00073797i,0.00086627+0.00026346i,0.00032195-6.4168e-05i,0.000285-0.00045474i,0.00043789-0.00043367i,-0.00024306+0.0004747i,-0.00023048+0.0010751i,0.00041529-7.031e-05i,0.00043233-0.0005554i,0.00040441+4.5386e-05i,-1.3112e-05-7.9552e-05i,-0.00073991-0.0011458i
-0.0017458+0.0013959i,-0.0013356+0.00087154i,-0.00083156+0.00028424i,-0.0015025-4.2119e-05i,-0.0019203+0.00041842i,-0.00082377-3.9675e-05i,-0.0004376-0.0011283i,-0.0010759-0.00041359i,-0.0010884+0.00067118i,-0.0008469+0.0007202i,-0.00055588+0.00069679i,0.0007428+0.00067574i,0.0014677+0.00083192i,0.00045347+0.0009219i,0.00027422+0.0007964i,6.9573e-05+0.0005923i,-0.00011115+0.00026433i,9.6915e-06+0.0004154i,-0.0005242+0.00047939i,-0.00049075+0.00077257i,9.8892e-05+0.0013608i,0.00039116+0.001124i,0.00058414+0.0011009i
-0.00049552+0.0014757i,-0.0012224+0.0018871i,-0.001148+0.0022091i,0.00010415+0.0022978i,0.00050917+0.0019087i,-0.00014054+0.0011461i,-0.00043817+0.0010228i,-0.00074479+0.0015678i,-0.0007218+0.0017893i,-0.00072444+0.0014767i,-0.00054347+0.0016155i,0.00036494+0.00096819i,0.0008543+0.00057861i,0.00071318+0.00072168i,0.00032406+0.00024741i,-1.2646e-05+0.00039529i,0.00020501+0.00041032i,0.00085283-0.00032513i,0.00081426+0.00059873i,-9.5134e-05+0.00042589i,-0.00034704-0.0005707i,-0.00065406-0.00036568i,-0.00050192+3.3667e-05i
