-0.00063821+0.00014117i,-0.0010357-0.0013852i,-0.002315-0.0010897i,-0.0018892-0.00089235i,-0.00082406+0.00025394i,-7.8056e-05+0.001446i,-0.00021137+0.0018039i,-0.00022406+0.0022283i,0.00064604+0.0018759i,0.00071971+0.00074712i,9.5968e-05-0.00055001i,4.8987e-05-0.0011211i,4.7272e-05-0.001295i,-0.00022834-0.001308i,3.0809e-05-0.0010356i,3.8549e-05-0.0007162i,0.00035811-0.00011188i,0.00045836-3.6621e-05i,0.00024439+6.9838e-05i,-0.00052033+0.0002916i,-0.00024257+0.00046155i,0.00010708+0.00032119i,-0.00012364+0.00030869i
0.0019176+6.2629e-06i,0.00091446-0.00084094i,-7.9444e-05-0.0010381i,-0.00033148-0.0011494i,0.00031635-0.0017423i,0.00070773-0.001658i,0.0014237-0.0012937i,0.0024036-0.00074097i,0.0023794-0.00015308i,0.0017172+0.00035456i,0.00091291+0.00049957i,0.00058531-4.9232e-05i,0.00066187+0.00049777i,0.0010251+0.00063585i,0.00030774-0.0002601i,-0.00080576-0.00014367i,-0.0011631+9.0088e-05i,-0.00062671+3.7428e-05i,-0.00048664+0.00018516i,-0.0011099+0.00020668i,-0.0006264+0.00036665i,0.00030406+0.00024351i,0.0006608-2.1228e-05i
-0.00058875+0.00062563i,-4.331e-05+7.7045e-05i,0.00078369-0.00026308i,0.0011039+1.8794e-05i,0.00074063-0.0007266i,-9.7347e-05-0.0012226i,-0.0001138-0.001127i,0.00031327-0.0017188i,0.00049123-0.0022236i,0.001179-0.0017291i,0.00099547-0.0012349i,0.00020932-0.00097635i,0.00043791-0.00011281i,0.00091725+0.00054773i,0.00016545+0.00060568i,0.00027269+0.00032516i,0.00034245+1.8895e-05i,-0.00029568+0.00029383i,0.00036498+0.00060819i,0.0010985+0.00058554i,0.0014246+0.00054277i,0.001+0.0010765i,-7.2167e-05+0.00059591i
0.00095008-0.0016711i,-0.00064163-0.0016594i,-0.00062548-0.00071706i,-0.00080314-0.0010743i,-0.00053054-0.0017536i,-0.00055379-0.0017453i,-0.00036385-0.0025638i,-0.0004647-0.0023071i,-0.0015724-0.0015059i,-0.0018396-0.0011959i,-0.0013109-0.00014224i,-0.0011805+0.00016484i,-0.00064904+0.00012538i,0.00032393+0.00029894i,-6.484e-05+0.00030855i,-0.00070881+0.00027938i,-0.00073873-8.376e-05i,-0.00091543-0.00057016i,-0.00017353-0.00026863i,0.00036393+0.00027376i,0.00015796+0.00047316i,-1.0486e-06+7.2119e-05i,-1.9896e-06-0.00028655i
0.0011609-0.00065158i,0.0009641+0.00052549i,0.00082547+0.0014001i,6.9082e-05+0.0016611i,-0.0002513+0.0010051i,0.00032971+0.00023187i,0.00030263+0.00028534i,-8.2678e-05+0.00086169i,-0.00020542+0.0016619i,-0.00018448+0.0019422i,-0.00052953+0.0018172i,-0.0006659+0.0015597i,1.2224e-05+0.00083357i,0.00063035+0.0007261i,0.00031245+0.00040416i,0.00045861-0.00051375i,0.00079788-0.00062072i,0.00028764+0.00014474i,-0.00044132+0.00056453i,-0.00099149+0.00039313i,-0.0010841+0.00041741i,-0.00049743+0.00032547i,-2.245e-05+0.00018586i
-0.00066689-0.0012147i,-0.0014812-0.00093129i,-0.00021358-0.00079866i,0.00085885-0.001441i,0.00044755-0.00096633i,0.00066007-0.00014638i,0.0015125-3.1237e-05i,0.0017229+0.00017344i,0.0016582+0.0010172i,0.0015982+0.0012978i,0.00089479+0.00049812i,7.0404e-06+0.00039303i,-0.00048422+0.00099121i,0.00046999+0.0010984i,0.0012217+0.0010931i,0.0013636+0.00050726i,0.00078656+5.0594e-05i,-9.6331e-05-0.00047728i,-1.9594e-05-0.0010606i,0.00027859-0.00089229i,-9.5286e-05-0.00033816i,-0.00045943+0.00020052i,-0.00045422+0.00048015i
-0.00059719-0.0014832i,-0.00074155-0.0019072i,-0.00085412-0.0014318i,-0.0010821-0.0010229i,-0.00025427-0.0014875i,0.00072859-0.00097747i,0.0014348-0.00088613i,0.0018035-0.0010844i,0.0011756-0.0008404i,0.00070895-0.00074557i,5.1357e-05-0.00071798i,2.8063e-05-0.00064654i,0.00066624-0.00026767i,0.00056991+4.0362e-05i,0.00055297+0.0006017i,-4.8073e-05+0.000591i,-0.000686+5.9576e-05i,-0.00051474+0.00032337i,-0.0002324+0.00051959i,-6.0352e-05+6.8555e-05i,0.00063156-0.00040349i,0.00074612-0.00086253i,0.00028457-0.0011767i
0.0029935-0.00070346i,0.0012111-0.0002826i,-0.00050309-0.00067272i,-0.001143-0.0012934i,-0.0018886-0.0012396i,-0.0016502-0.001438i,-0.00068936-0.0020818i,-0.00035476-0.0023394i,-0.00069213-0.0021821i,-0.0012745-0.0013961i,-0.0015365-0.00095405i,-0.00081858-0.00050514i,-5.7197e-05-0.00010928i,9.747e-06-0.00017534i,0.00019251+0.00025157i,-0.00010835+0.00081979i,-0.00044406+0.00086121i,0.00012462+0.00059839i,0.00041438+0.00077602i,0.00022393+0.00065448i,0.00013936+0.00038787i,-1.6219e-05-0.00041395i,-0.00040981-0.00066503i
0.0013678+0.00033297i,0.0019187-9.4396e-05i,0.0018974+0.00062518i,0.00051869+0.00084888i,-0.00065461+0.00039262i,-0.001194-0.00024896i,-0.00085996-0.00066935i,-0.0007691-8.637e-06i,-0.0017783+0.0012167i,-0.0016573+0.0014447i,-0.0013446+0.0013287i,-0.0006032+0.0011101i,0.00029796+0.00056256i,-0.00025181-1.6751e-05i,-0.00037569+0.0002351i,2.2488e-05+0.0004123i,0.00043189+0.00041935i,0.00021824+0.00079996i,-0.00044115+0.00050632i,-0.00087876-2.8104e-05i,-0.00082512-0.00031475i,-0.00013773-0.00065962i,-0.00028252-0.00050819i
2.6741e-05-0.00076364i,-0.00014599-0.0011449i,0.00015818-0.002104i,0.0007045-0.0017508i,0.001056-0.00039877i,0.001733+0.00086466i,0.0020453+0.00093085i,0.00080962+0.00071824i,-0.00031355+0.00074572i,0.000137+0.00099359i,0.00049697+0.00059066i,0.001039+0.00065618i,0.0010153+0.00082823i,0.00093318+0.00079719i,0.0016459+0.00093056i,0.00162+0.00033016i,0.00079886-0.00019079i,-0.0004629-5.8493e-05i,-0.0010481-0.00035063i,-0.00025105-0.00027141i,0.00057282-0.00013905i,0.00026667-0.00045155i,-5.1473e-06-0.00081885i
-0.00090352-0.00097374i,-0.0017605-0.00089792i,-0.0020034-0.001278i,-0.0018001-0.00033272i,-0.00027976+0.00035764i,0.0015857+0.00017357i,0.0022654-0.0002079i,0.0016787-0.00024002i,0.0013694-0.0004979i,0.0010424-0.001212i,0.00095525-0.00071711i,0.0014631+0.00065538i,0.0016919+0.0010003i,0.00090617+0.00080885i,-0.00027508+0.00029146i,-0.00036002-0.00025671i,0.00016426-0.00027222i,8.0428e-05-0.00019915i,-0.00020628+8.3547e-05i,-0.00072949+0.00022237i,-0.00072686+0.00011359i,-0.00014464+0.00093006i,0.00017888+0.00084707i
-0.0003922-0.00028643i,0.0010124-0.00070551i,0.00080705+0.00067015i,0.0007687+0.0013537i,0.0016989-5.8339e-05i,0.0013813-0.0011205i,0.00051337-0.0019295i,0.00080927-0.0026193i,0.00094549-0.0018268i,0.00039039-0.0012408i,-0.00015138-0.0013338i,-0.00021194-0.0012178i,0.00014172-0.0011465i,0.00086922-0.0013621i,0.0017792-0.0013528i,0.0018612-0.00082775i,0.0012668+0.00015385i,0.0005133+0.00074015i,0.00011038+0.00061154i,-6.2837e-05+0.0003242i,-0.0005539-9.1874e-05i,-0.00041597-5.3625e-05i,0.00010861-0.00021655i
-0.00044775-0.00086559i,-0.00047837-0.0001598i,-5.3538e-05+0.00049116i,-0.00045459+0.00071297i,2.7512e-05+0.00049023i,0.00020453-0.00031394i,-0.00078961-0.00064746i,-0.00094676-0.0013779i,-0.0012636-0.0017423i,-0.0015165-0.0010983i,-0.0012732-0.00020073i,-0.0010158+0.00066653i,-0.00081012+0.00098108i,-0.00029852+0.00072431i,0.00073896+4.8255e-06i,0.00048317-0.00014063i,-0.00046263-3.376e-05i,-0.00022192+9.7074e-05i,0.00017049+0.00041474i,0.00025764+0.00048991i,0.00046141+4.9479e-05i,0.00076862-0.00039175i,0.00085185-0.00076889i
-0.00010657+5.8706e-05i,-0.000548-0.00020976i,-0.0010973-5.8492e-05i,-8.6009e-05-5.3166e-05i,0.00030855-0.00033901i,-0.0006192-0.00076241i,-0.0014841-0.0015896i,-0.0022454-0.00094822i,-0.0015284+0.00038289i,-0.00098792+0.0017626i,-0.00069432+0.002728i,0.00035543+0.0017433i,0.00084769+0.00071221i,0.00020239+0.00038059i,-0.00033164-0.00020975i,0.00044392-7.9108e-05i,0.0001492-5.6729e-05i,-0.00080126-0.00011847i,-0.0005037+0.00066139i,-0.00091446+0.00025137i,-0.0012489-0.0010369i,-0.00040223-0.000694i,9.1281e-05-0.00032968i
0.00038097-0.00057904i,0.00041823-0.00050555i,-0.00019116-0.00018427i,-0.00046655+0.00015974i,-0.00029105-6.0974e-05i,-1.3148e-05-0.00012219i,0.00066572+0.00029867i,0.00066077+0.00080251i,0.00027048+0.00099841i,0.0003038+0.0010813i,0.0010963+0.00061477i,0.002236-0.00010146i,0.00223-0.00018329i,0.0015277+0.0002883i,0.0001804+3.1807e-05i,0.00018802-0.000764i,0.0010355-0.00054247i,0.001034-0.00064282i,0.00081567-3.6554e-06i,0.00022613+0.00042993i,0.00017305+0.00049067i,-8.8786e-06+0.00050895i,-0.00013108-0.00018669i
-0.00059581-0.00060072i,-0.00046895-0.00088523i,-0.00079091+0.00037345i,-0.00015459+0.0013796i,0.0008225+0.0012032i,0.0023922+7.294e-05i,0.00257-0.00040966i,0.0018702-0.00048851i,0.0010016+0.00014129i,0.00081123+0.00027697i,0.00078118-0.00062962i,0.0010338-0.001497i,0.0021547-0.0010256i,0.0020021-0.0005011i,0.0010988-0.00064549i,0.001145-0.00037973i,0.00097383+0.00017918i,0.00058281+7.612e-05i,0.00022695-0.00095522i,-0.00029053-0.0013389i,-0.00057143-0.00037738i,0.00016208+0.00014142i,0.0010206+0.00043985i
6.4248e-05+0.0015851i,-0.0010521+0.00067487i,0.00020535+0.00032766i,0.0012872+8.4064e-06i,0.0013118-0.001579i,0.0011583-0.0031268i,0.00092019-0.0036068i,0.00059929-0.0028405i,0.00012111-0.0020896i,-0.0009972-0.0020925i,-0.0019843-0.0014281i,-0.0015365-0.00072935i,-0.0015663-0.0011482i,-0.0013278-0.00034346i,-0.00037183+0.00059667i,0.00057708+0.00095163i,0.00046338+0.0011209i,-3.6063e-06+0.00085112i,0.00016501+7.2007e-05i,0.00012627-4.6925e-05i,0.00015589+0.00047387i,0.00076213+0.00021285i,0.001029-0.00029982i
2.1352e-06+0.0006502i,-0.0003111-0.00043344i,-0.00021964-0.00071104i,0.0001402-0.00034641i,0.00042382-0.0013961i,-0.00052086-0.002577i,-0.0017342-0.0023i,-0.0016323-0.0017212i,-0.00074222-0.00079438i,-0.00040404+0.00015207i,-0.0011016+0.00086793i,-0.0013089+0.0012256i,-0.00058224+0.0015576i,2.7696e-05+0.0014115i,5.1695e-06+0.00079556i,-0.00024735+0.0003853i,-0.00067744+0.000396i,-0.00075219+3.1184e-05i,0.00024556-0.00024392i,0.00088999+7.9151e-05i,0.00045303-0.00033892i,0.00042693-0.00026909i,0.00047486+0.0002936i
-0.00080737-0.001449i,-0.00088137-0.00036249i,-0.0006451+0.0004624i,-0.00066458+0.00044569i,-0.00098997+0.00026562i,-0.0011313+0.00049059i,-0.0011935+0.00054362i,-0.0016562+0.00014682i,-0.0014651+0.00014769i,-0.00062684+0.00055042i,0.00042867+0.0011219i,0.0010645+0.001463i,0.0010314+0.00087322i,0.00090498-0.00018754i,0.00091458-0.00058734i,0.0014168-0.0011796i,0.0020937-0.0011115i,0.00165-0.00032221i,0.00090581+0.00030067i,0.0003525+0.00094098i,0.00014023+0.00029175i,-0.00011454+0.00030336i,-1.02e-05+0.0012061i
0.0010677-0.0010647i,0.0012827-0.0008984i,0.00048104-9.2754e-05i,-1.3115e-05+0.0001893i,0.00094767-0.00012181i,0.0018182+0.00075853i,0.0017562+0.0017303i,0.0017404+0.0017223i,0.0013232+0.0015541i,0.00063251+0.00070225i,0.00053249-0.00078658i,0.0007307-0.00093911i,0.00093289-0.00020732i,0.00094474+0.00023445i,0.00066817+0.001141i,3.7642e-05+0.0010378i,-0.00080431+0.00059957i,-0.00071823-0.00038699i,-0.00061976-0.0016484i,-0.00082322-0.0014849i,-0.00053379-0.00069134i,-0.0004376+0.00016568i,-0.00080602+0.00017988i
-0.00098332+0.0011207i,0.00061942+0.00022897i,0.0014062+0.00090452i,0.0017693+0.0012612i,0.0024224-0.00024583i,0.0027035-0.0024285i,0.0027676-0.002744i,0.0029127-0.001776i,0.0013924-0.0011688i,-2.058e-05-0.0011533i,-0.00020799-0.00068412i,-0.00032168-0.0006522i,0.00017157-0.0013823i,1.6932e-05-0.0009006i,-7.5922e-06-0.00014579i,0.0003258+0.00024715i,0.00054425+0.00053828i,0.00052002+0.00050075i,-0.00017195+0.0003842i,-0.00028463+0.00040618i,-0.00026257+0.00065892i,-0.00024055-0.00016612i,0.00013331-0.0012525i
-8.246e-05-0.00023425i,0.00033471-0.00015753i,0.0017766-0.00039964i,0.0028845-0.0005722i,0.0015407-0.0010051i,-1.2335e-05-0.0021838i,0.00029434-0.0034204i,-5.3587e-06-0.0027066i,-0.00050852-0.00095947i,-0.00048614+0.00011886i,-5.4453e-05+0.00066243i,-0.00084166+0.00030931i,-0.0012948+0.00052489i,0.00016656+0.00041847i,0.00054203-0.00014542i,0.00026584+0.00028779i,0.00061733+0.00033413i,0.00017897+0.00034591i,-0.0010534+0.00086063i,-0.0010431+0.00079149i,-0.00046458+0.00018642i,0.00049308-0.00012066i,0.00092419-0.00048655i
-0.0025405+0.0019494i,-0.0024369+0.0024803i,-0.0012207+0.0033747i,0.0004885+0.0023006i,0.00024225-0.00020608i,-0.0016753-0.0029181i,-0.0023358-0.0030381i,-0.0025554-0.0016012i,-0.0024309-0.00052301i,-0.0011791+0.00047684i,9.2958e-05+0.0013664i,-0.0001585+0.0016004i,-0.00072369+0.00070448i,-0.00022418-0.00027047i,0.0012156-0.00062236i,0.0023371+3.8257e-06i,0.001897-0.00027346i,0.0011511-0.0003505i,0.00014952+0.00028256i,-0.0013326+7.1583e-05i,-0.00040309+0.00037758i,0.00070178+0.00088591i,0.00072201+1.6445e-05i
0.0019366+0.00032273i,0.0015184+0.00031627i,0.0012479+0.00013812i,0.0014051-0.00074868i,0.00045908-0.00077263i,-0.00017729+0.00033042i,-2.9442e-05+0.0018331i,-0.00023223+0.0020537i,0.00010022+0.0015378i,0.00074483+0.0014988i,0.00075335+0.000676i,0.0012825+6.0249e-05i,0.001561+0.00044362i,0.00027888+0.00057529i,-0.00041479+0.00016546i,0.00011777-0.00062057i,0.00018483-0.00042991i,0.00012467-0.00010477i,0.00060866-0.00020446i,0.00062475+0.00021283i,0.00036305+0.00065301i,0.00029392+0.00053803i,0.00019031+7.4907e-05i
-8.8195e-05+0.00027213i,0.00029118+0.00042224i,-0.00015045+0.0011931i,0.0007216+0.0015486i,0.0026779+0.0018186i,0.0026433+0.0016496i,0.0022875+0.00077443i,0.00216+0.00071813i,0.0015443+0.00066758i,0.0014966+0.00069249i,0.00079311+0.00020724i,-1.1197e-06-0.00070424i,0.00015543-0.00038921i,0.00049195-0.00078331i,0.00068397-0.0016603i,0.00030172-0.0011876i,0.00031157-0.00052817i,3.7366e-05-0.00054638i,-0.00080147-0.00057834i,-0.00086773-0.00057151i,-0.00080597-0.00027627i,-0.00083292+0.00010238i,-0.00091587+0.00083882i
-4.2625e-05-0.00096009i,0.00010928-0.001289i,0.00025233-0.00021886i,0.0010182+3.9975e-05i,0.0011201-0.0015739i,0.0012203-0.0027929i,0.0023814-0.0022593i,0.0028204-0.002057i,0.0016531-0.0016606i,0.00058478-0.00070154i,-0.00024642-8.7268e-06i,-0.0011378-0.0001881i,-0.0012009-0.00040884i,-0.00070456-0.00059837i,-0.00035995-0.00039538i,0.00032719+0.00019802i,0.00063692+0.0005975i,0.00013735-9.0078e-05i,-0.00020489-0.00020774i,-0.00011125+0.00042066i,0.00022069-3.713e-05i,0.00059869-0.00010209i,-0.00014114+0.00030274i
0.00026091-0.0011564i,0.00015771-0.00046886i,-5.8587e-06+0.00048004i,0.0001802+1.9104e-06i,0.0005765-0.0017915i,0.0006751-0.0032699i,-0.00017154-0.0039413i,-0.00080405-0.0025299i,-0.00094744-0.00058255i,-0.00065734+0.0010426i,-0.00058322+0.0024683i,-0.00022926+0.002186i,0.00058454+0.0015748i,0.00064963+0.001172i,-6.0386e-05+0.00044828i,9.0732e-05+0.00011262i,0.001066+0.00055242i,0.00080785+0.00096622i,-0.00014467+0.00077516i,0.00016175-0.00036412i,0.00070483-0.00039999i,0.0009499-2.9286e-05i,0.00050497-0.00044203i
0.0011853-0.0010456i,0.00078084-0.0010642i,-0.00073981-0.001379i,-0.0020836-0.0019902i,-0.0021576-0.0025337i,-0.0023578-0.0020977i,-0.002146-0.0014324i,-0.0012987-0.0011375i,-0.00089012-0.00035042i,-0.0011884-9.1505e-05i,-0.00058727+0.00063888i,0.00055376+0.0022711i,0.0014827+0.0016544i,0.0015304+0.00085329i,0.00063577+0.00035851i,0.00010972-0.00024472i,-2.824e-06-0.00047001i,0.00021495-0.00072087i,0.00037081-0.00081352i,0.00029629-0.00075439i,-8.0695e-05-0.00033183i,8.2004e-05-7.734e-05i,0.00021734+0.0001559i
0.0026318-0.00066592i,0.0024929-0.00085048i,0.0016569-0.0013736i,0.00012369-0.0022784i,-0.00042479-0.0012599i,-0.00035879+0.00055307i,0.00011235+0.0010295i,0.00037105+0.00095377i,0.00071236+0.00059966i,5.9398e-05-0.00023871i,-0.00092639-9.5729e-06i,-0.00010737+0.00073249i,0.00060682+0.00041647i,0.00023979-0.00026383i,-0.00047237-0.00051494i,-0.00036353-0.00072252i,-7.3168e-05-0.0008836i,-0.0003447-0.00041078i,-0.00041095-6.2124e-05i,0.00044382+8.0769e-05i,0.00059938+0.00020702i,-5.8497e-05+0.00021525i,-0.00014006-0.00018771i
0.00029194+3.1183e-05i,0.00076098-0.00026476i,0.0011026-0.00035408i,0.00072246-0.00079174i,0.00029918-0.00040812i,0.00029635+0.00048239i,0.00095047+0.00099037i,0.0015114+0.00058528i,0.0013465-0.00042054i,0.00054729-0.00051595i,-0.00028408-0.00092139i,-0.0010756-0.00089095i,-0.0015696-0.00020975i,-0.0010589-0.00035004i,-0.0001302-0.00024412i,1.8529e-05+0.00033933i,-0.0012353+0.00020961i,-0.0015475+0.00027666i,-0.00039455+0.00085146i,-0.00085411+0.0011154i,-0.0013843+0.0012453i,-0.00063101+0.00029992i,-0.00015704-0.00030909i
0.0016105-0.00093343i,0.0013791-0.00096395i,0.0011628-0.00094004i,0.00055476-0.00059813i,-0.00010958-0.00069788i,0.0010948-0.0015587i,0.0026648-0.0018821i,0.0013038-0.001745i,-0.00064181-0.0016164i,-0.0015032-0.00085147i,-0.0016616+0.0004072i,-0.0017804+0.0010639i,-0.0014825+0.00072044i,-0.00062993+0.0015731i,-0.00015116+0.0025133i,-4.4093e-05+0.0014857i,0.00020802+0.00085703i,0.00036541+0.00027099i,-0.00010257-0.00085407i,-0.0012125-0.0004698i,-0.0012458+0.00061565i,-0.00070177+0.0011001i,-0.00062687+0.00057441i
0.0018208+0.00056949i,0.002034-0.00018834i,0.0020736+8.715e-05i,0.001393-0.00028851i,0.00076705-0.0016978i,0.00024805-0.0023535i,0.00020614-0.0023997i,0.00086055-0.0017295i,0.00052012+0.00016234i,-0.00052005+0.00099682i,-0.0004707+0.00079759i,0.00026163+0.0012885i,0.00037805+0.0014949i,-4.0125e-05+0.001185i,0.00014346+0.0010484i,0.0010344+0.00033085i,0.00094704-0.00059744i,0.00091535-0.00054867i,0.0016173+0.00045599i,0.0010381+0.00041689i,-0.00012953-4.7047e-05i,-0.00035195+0.00091498i,0.00013652+0.0013127i
-0.0015769+0.00026623i,-0.0014699-0.00049782i,-0.0010639+0.00029351i,-0.00067204+0.00038371i,-0.0008917-0.0013685i,-0.0014859-0.0022637i,-0.0025336-0.00082391i,-0.002609+9.339e-05i,-0.0013273+0.00046285i,4.6346e-05+0.00046208i,0.00058219+0.00075719i,6.3749e-05+0.00044467i,9.4329e-05-0.0010255i,0.00069176-0.0013959i,0.001291-0.00058915i,0.0011581-0.00072331i,0.00036458-0.00076069i,-0.00047225-0.00054136i,-0.00048695-0.00015522i,-0.0001571-6.8942e-05i,-0.00016644-0.0010726i,-1.8652e-05-0.001065i,-8.8626e-06-0.00060447i
-0.00043607-0.0011988i,-0.0010155-0.00092843i,-0.00058091-0.0004266i,0.00010157+0.00028901i,0.00075572+0.001066i,0.00014568+0.0011022i,-0.00074275+0.0016962i,-0.00059776+0.001639i,4.0815e-06+0.00081258i,0.00020468-2.8167e-05i,-0.00026123-0.00088439i,-0.00018619-0.00084822i,-0.0001893-0.00040849i,-0.00045925-9.1441e-05i,-0.00051366+0.00015874i,-0.00021653-0.00076631i,-5.1648e-05-0.00070746i,-0.00038375+7.2341e-05i,-0.00073209+0.00013306i,-0.0011465-5.9838e-05i,-0.00074647-5.4351e-05i,6.7154e-05+0.00029071i,0.00053818-0.00030238i
0.0019528-0.00054029i,0.0015412+5.884e-05i,0.00033087-0.00052884i,0.00030596-0.0015449i,0.0015585+1.7208e-05i,0.00286+0.0013497i,0.0031274+0.00129i,0.0022541+0.00037951i,0.0012672-9.0008e-05i,0.00097224+0.00062687i,8.771e-05+0.0011757i,-0.00060187+0.00098178i,-0.0003713+0.00030797i,-0.00046625+0.0001475i,-0.00036717+0.00085113i,-3.4699e-05+0.00069785i,0.00045554+7.8578e-05i,0.00069585+7.0053e-05i,0.00061062-0.00025757i,0.00060895-7.7741e-05i,1.9986e-05+0.00055939i,-0.00015236+0.00042964i,-0.00063606-0.00024453i
0.0018997+0.0018876i,0.0017813+0.0015652i,0.00063838+0.00035631i,0.00014036-0.00062522i,0.0014496-0.0019638i,0.0021824-0.0018568i,0.0014247-0.00083031i,0.0009863-0.00060637i,0.00081355-0.00071176i,0.0003473+3.027e-05i,0.00052984+0.0010838i,0.00058966+0.0014313i,0.00058036+0.0012898i,0.0007036+0.00097756i,0.00046972-0.0002255i,0.00031263-0.0014099i,0.00016256-0.00087189i,0.00032634-9.048e-05i,3.9527e-05+3.2949e-05i,-0.000287+0.0006252i,-4.6518e-05+0.00014446i,-0.0002475+0.00021578i,-0.00038481+0.00073196i
-0.00076975+6.2796e-05i,-0.00018293+0.00013934i,-0.00082758-0.00033343i,-0.00077783-0.0010105i,-0.00065741-0.0019178i,-0.00028279-0.0035344i,-0.00047971-0.0042155i,-0.0013711-0.003037i,-0.00093531-0.0011035i,6.6163e-05+0.000149i,-5.349e-05+0.00085491i,-0.00043967+0.0011673i,-5.3886e-05+0.00063401i,0.00010557-4.2927e-05i,-0.000299+0.00016869i,-0.00061787-0.00040631i,-0.00031312-0.00072619i,-0.00032443-0.00041558i,-0.00048519-0.0010551i,0.0005894-0.00062034i,0.001479-0.00013678i,0.0012605-0.00016304i,0.00075646-0.00054464i
0.0013503-0.0018843i,0.00095321-0.0011555i,0.0010389-9.3975e-05i,0.0012852-0.00030202i,0.00020273-0.0011061i,-0.0014778-0.0012455i,-0.0027074-0.0016773i,-0.0025173-0.0016694i,-0.0011442-0.00060119i,-0.00011764+0.00024173i,0.00044822+0.00046859i,0.00054735+0.00038905i,0.00019787+0.00011992i,0.00032659-0.00042764i,0.00033905-0.00038946i,0.00014686+0.00017699i,0.00015638-4.8972e-05i,-5.36e-05-0.00017206i,2.5882e-05+0.00020211i,0.00034273+5.4848e-05i,0.00034869-9.5023e-05i,-0.0006348+0.00019817i,-0.00184+0.00033864i
0.0013834+0.0017968i,0.00099369+0.0020586i,0.00093392+0.001602i,0.00074846+5.6247e-05i,-0.00032051-0.0010873i,-0.0012395-0.00029001i,-0.00097521+0.00042126i,0.00011779+0.00047038i,0.00044173+0.00012791i,1.5812e-05-0.00040967i,-9.6826e-05-0.00031354i,-0.0002243+0.00013232i,-0.0005156-0.00022703i,-0.00032353-0.00081944i,0.00051668-0.0011103i,0.00046566-0.00076253i,0.00016047-0.00037596i,-8.2905e-05+0.0003333i,-0.00075366+0.00054046i,-0.0011631+9.4251e-05i,-0.00097275+0.00024646i,-2.8214e-05-0.00021373i,0.00042241-0.00051681i
0.00043916+0.0013324i,0.00033121+6.8646e-05i,-0.00024495-1.6293e-05i,0.00049435+0.00065484i,0.0010755+0.0011955i,0.0019577+0.00065675i,0.002302+0.00032307i,0.0013049+9.1162e-05i,0.00080389+0.00020199i,1.324e-05+0.00084224i,-0.00067377+0.00094255i,-0.00045921+0.00050065i,0.00013926-1.0066e-05i,0.00017823-0.00034527i,0.00010347-0.00056442i,7.7689e-05-0.00067283i,-0.00065718-0.00032291i,-0.00060217-6.6332e-05i,0.00034322-0.00071745i,0.0011186-0.00063914i,0.0005686-0.00018257i,0.00022286+1.9367e-05i,0.00072184+1.7013e-05i
-0.00043477-0.00032814i,-0.00088133-0.00037444i,-0.001029+3.3398e-06i,0.00028865+0.00065199i,0.0016247-1.293e-05i,0.0025476-0.0012707i,0.0025853-0.0022014i,0.0016076-0.0025757i,0.00026516-0.001764i,-0.0008043-5.362e-05i,-0.00058674+0.00051685i,-0.00015241+0.00025074i,-0.00010866+0.00036423i,-8.4566e-05+0.000622i,0.00044477+0.00069505i,0.00098044+0.00011621i,0.00069913-0.00036085i,0.00040073+1.7761e-05i,0.00056006+0.00082861i,0.00047625+0.0010757i,0.00042233+0.00012993i,0.00045714-0.00047572i,0.00020463+0.00019735i
0.0015921-0.0018997i,0.0011888-0.0019825i,0.0016473-0.0022186i,0.0011924-0.0032753i,7.3357e-05-0.0036388i,-0.00060501-0.0035473i,-0.00048251-0.0033821i,0.00024421-0.0027094i,-9.7922e-05-0.0017413i,-0.00062641-0.00046304i,-0.00053534+0.00041128i,0.0001712+0.0002796i,-5.7683e-05+0.00056566i,-0.00083261+0.000317i,-0.00060517-0.00063406i,0.00043667-0.00039899i,0.0006018-0.00019686i,6.3255e-06+0.00023709i,0.0001081+0.00011361i,-9.1456e-05-0.0010308i,-0.00038563-0.0013246i,0.00012827-0.0012621i,0.00021106-0.00070774i
0.0024996-0.00058728i,0.0014383-0.00088934i,0.00018231-0.00040408i,-0.00034041-0.00087432i,-0.00067892-0.001532i,-0.0011546-0.0016472i,-0.0017927-0.00108i,-0.0015049-0.00015518i,-0.00033499+0.00026667i,0.00069227-0.00042327i,0.00088809-0.00019126i,0.00090902+0.00066049i,0.00020275+0.00024014i,-0.00060885-0.00018161i,-0.00015687-0.00028011i,0.00020571-0.00011832i,-0.00020994+6.057e-05i,-0.00069563-0.00025436i,-0.00016657-0.00098888i,0.00042822-0.00095713i,0.00043027-0.0003381i,-0.00066828-0.00061829i,-0.00084782-0.00037565i
-8.6248e-05-0.00099204i,0.00087995-0.0014914i,5.2101e-05-0.001514i,-0.0011208-0.00053449i,-0.0010285+0.0002566i,0.00022108+0.0011258i,0.0011727+0.0018969i,0.00067397+0.0013941i,-6.1935e-05+0.00062418i,-0.00029288+0.00017784i,-7.04e-05+8.0501e-05i,0.00021981-0.00046701i,0.00058314-0.00083695i,0.0014206-0.00025949i,0.0018799+0.00056048i,0.00094183+0.00046886i,0.00039103+1.4366e-05i,8.7896e-05-0.00020751i,-0.00019513-8.398e-05i,-0.00038136-6.7747e-05i,-6.1304e-05-0.00049721i,-0.00030953-0.00012025i,-0.0010484+0.00023534i
