-0.0011227-0.0014012i,-0.0010504-0.0019248i,-0.0015334-0.0016672i,-0.0011415-0.00055193i,-0.00086859+0.00069636i,-0.00055087+0.0014586i,-0.00020397+0.0013452i,0.00056243+0.00065958i,0.0014882+4.6527e-06i,0.0016134-0.0010614i,0.00093343-0.0011358i,0.00018761-0.00057062i,0.00051453-0.00077848i,0.00067451-0.00089047i,0.00024881-0.00022162i,-0.00026548+0.00042084i,-0.00034536+0.00035172i,-0.00024862+0.0003324i,-0.001034+0.00029272i,-0.0010661-1.2899e-06i,-0.00022286-0.00045879i,0.00015692-0.00084985i,2.1289e-05-0.00060369i
0.0009734+0.001687i,1.8452e-06+0.0017062i,0.002126+0.00090156i,0.0033906-0.00041701i,0.0018485-0.0022256i,0.00018875-0.0024108i,-0.00042555-0.0012319i,-0.00014975-0.00018546i,0.00048002+0.00038614i,0.00035481+0.0003872i,-0.00066752-0.00017802i,-0.00088094-0.00038532i,5.1092e-05-0.00014137i,0.00032342-0.00049435i,-0.00014683-0.0008074i,-0.00025981-5.5781e-05i,-0.00023737+0.00090976i,-6.0689e-05+0.0009911i,1.0443e-05+0.0010864i,-0.00016772+0.0013041i,-0.00054997+0.00053031i,-0.00040777+0.00059926i,-0.00028008+0.0010272i
-0.0016678-0.001181i,-0.00097394-0.0016378i,-0.00057552-0.00016457i,0.00054245+0.00047103i,0.0012688-0.00026672i,0.0015767-0.0013181i,0.00096938-0.0021507i,8.6056e-06-0.0012185i,0.00015471-0.00046499i,-0.00026575-0.0004142i,-0.00067161+0.00016171i,-0.00036729+0.00013872i,2.8512e-05-0.000171i,-0.00065053-0.00067776i,-0.001226-0.00095415i,-0.00082375-0.0003911i,0.0002574+0.00017511i,0.00040769+5.5501e-05i,0.00060104-0.00016871i,0.00065654-0.00013006i,0.000334-0.00014593i,-0.00016174-0.00023865i,-0.00030061+0.00019012i
0.0021831+0.00083621i,0.0020101+0.00084315i,0.0024496+6.3786e-05i,0.0025988-0.00071945i,0.0035474-0.00097487i,0.003286-0.0010175i,0.001801-0.0012503i,0.0015189-0.00091258i,0.0014843-0.00051028i,0.00077082-0.00061476i,0.00016594-0.00050723i,-0.00022009-0.00031035i,-0.00024145-0.00013051i,-0.0002288+0.00039894i,-0.00031082-2.0198e-05i,-0.00078538-0.0002223i,-0.00083972-0.00026842i,-4.5836e-05-7.867e-05i,0.00082882+0.00055421i,0.0010696+0.0011326i,0.00034305+0.00079893i,0.00028946-0.00050513i,0.000136-0.00013856i
0.00033196-0.0017604i,-0.00048822-0.00072136i,-0.001738+0.00075498i,-0.0013047+0.001201i,0.00010781+0.0010386i,0.0004388+0.00063213i,0.0001427+0.00042866i,-0.00059522+0.00033568i,-0.00078383-0.00014767i,0.00012236+0.00017141i,0.00053117+0.00085122i,5.1689e-05+0.00048508i,-0.00039214-0.00015976i,-0.00022597+0.0003464i,0.00030016+0.000134i,0.00084294-0.00038275i,0.00027749+0.00018042i,0.00028599+0.0001257i,0.00061685-0.00047781i,1.9089e-05-0.00040673i,8.6661e-05+0.00020344i,-0.00016294+0.00037904i,-0.00045399+0.00039714i
-0.00055033-0.00063261i,-0.001455-0.0012022i,-0.00090184-0.0014829i,-0.00010136-0.0015427i,0.0011159-0.0017485i,0.0013836-0.0015653i,0.00045896-0.00094892i,-0.00014028-0.00061284i,8.306e-05-0.00034104i,0.00094243-0.00021986i,0.0011053-0.00041941i,0.0003198-0.0014321i,-0.00034252-0.0011325i,-0.00011979+0.0010088i,-0.0002612+0.0015266i,-0.000107+0.00050183i,-0.00032761+7.7626e-05i,-0.000792-0.00013649i,-0.00039411-0.00014454i,-0.0005701-0.00026095i,-0.00053856-0.00013616i,-7.8559e-05+0.00012931i,-9.1149e-05+0.00045806i
0.0020518-0.0014389i,0.0035784-0.0010748i,0.0036901-0.001433i,0.0018693-0.0015646i,0.0011677-0.0011733i,0.00016747-0.0009449i,-0.00044068-0.00052056i,-1.6776e-05-0.00017695i,0.00078924+6.3863e-05i,0.00041905+0.00044475i,-0.00044459+0.00064853i,-0.00021135+0.00028662i,-0.00021311-0.00032396i,-0.00037196-0.00035762i,6.4763e-05-0.00011558i,8.7363e-05+0.00011167i,-0.00039128-0.00040194i,0.00010839-0.00061105i,0.00056968-4.1014e-05i,0.00040827+4.748e-05i,5.2955e-05-0.00053379i,-0.00036349-0.00046985i,-0.00087451-8.9591e-05i
0.001052+0.0024697i,0.00034345+0.0024446i,0.00063727+0.0015675i,0.0010651+0.00014137i,0.00054246-0.00092527i,0.00052997-0.0009158i,0.00056953-0.0010492i,0.00026452-0.0010517i,0.00025638-0.00072326i,-0.00016859-0.00015426i,-4.1671e-05+0.00019419i,0.00023938+0.0001284i,-0.00067738-0.00047853i,-0.0012778-0.00041743i,-0.0005077-2.0956e-05i,5.5259e-05+0.00016099i,-0.0004544-0.00040047i,-0.00033239-0.00063511i,-0.00024914-0.00015743i,-0.00052669-0.00013984i,-0.00044285-7.9209e-05i,-7.139e-06+0.0008919i,-0.00026245+0.0010255i
0.00010165+0.0011363i,-0.00068791+0.0001778i,-7.951e-05+0.00017442i,0.0012648+0.00029597i,0.0024648-0.00042148i,0.0017525-0.0016625i,0.0003703-0.0014168i,0.0009279-0.00046146i,0.00081863+0.00010936i,-9.4714e-05-0.00049971i,7.1299e-05-0.00068473i,0.00027017-0.00069888i,-0.00020262-0.00079233i,-0.00068108+0.00012337i,-0.00063091+0.0011756i,0.00014732+0.0012304i,0.00043803+0.0006717i,0.00037089+0.00031181i,0.0007727+0.00015154i,0.00067679-0.00040806i,0.00018428-0.0007216i,-0.00026493+4.68e-05i,-1.5747e-06+9.0844e-05i
-0.0025407+0.00089508i,-0.0021208+0.0012221i,-0.0018549+0.0014811i,-3.2313e-05+0.00097548i,0.0023413+0.0006076i,0.0022342-0.00037179i,0.00063937-0.0015014i,-7.816e-05-0.0013844i,-0.00020806-0.00081048i,-0.00029672-0.0012481i,0.00015524-0.0016812i,0.00056419-0.0013963i,0.00022379-0.00041674i,6.6465e-05-0.00030513i,-0.00041461-0.00072377i,-0.00074946-0.00094861i,-0.00050504-0.00050649i,0.00021139-0.00013742i,0.00051043-5.8239e-05i,9.2879e-06-0.00055637i,-0.00041189-0.00078275i,-0.0002993-0.00025109i,-0.00024892+0.00015174i
-6.8542e-05+0.0010963i,-0.00015594+0.0014687i,0.00053226+0.0014604i,0.0012392+0.0011228i,0.0014199+0.00078991i,0.0021895-0.0007899i,0.0013798-0.0022779i,-0.00019844-0.0019516i,-1.4055e-05-0.00043462i,2.659e-05+0.00013694i,-4.5152e-05-0.00034686i,0.00060714-0.00039447i,0.0008159-0.00033255i,-0.0004537-0.00061321i,-0.00087372-0.0010048i,0.00013996-0.00051135i,0.00086966+0.00029389i,0.00039851-0.00038173i,-0.00016641-0.00029527i,-0.00034211+0.00021603i,-0.00035515+8.4224e-05i,-0.00037508-0.00025321i,-5.7794e-05-0.00027709i
-0.0011116+0.0017285i,-0.00043364+0.0013813i,0.0010087+0.0007447i,0.0024696+0.00035578i,0.0026989-0.00018376i,0.0014147-0.001552i,0.00018106-0.0011077i,-0.00030125+0.00010339i,-0.00087474+0.00037897i,-0.00014442+0.00065943i,0.00018277+0.00038155i,5.9639e-05-0.00032901i,0.00047945-0.00084527i,0.00023689-0.00058474i,-0.00023165+0.00076407i,-0.00026738+0.0012732i,0.00036721+0.0011198i,0.00077627+0.00074772i,1.7786e-05+0.00046188i,-0.0007164-0.00019172i,-0.00078701-0.00019283i,-0.001206+0.00082559i,-0.0010616+0.00030519i
-0.0020212-0.00035875i,-0.0030054+7.0967e-05i,-0.0029446-0.00014042i,-0.001653-4.9911e-06i,1.8499e-06-0.00077687i,0.00080489-0.0013722i,0.00044093-0.00086408i,0.00058524-6.4986e-05i,0.0004378+6.2338e-05i,-0.00029906-0.0004738i,-0.0012242-0.00078689i,-0.0019356-0.00070709i,-0.00083538+1.6054e-05i,1.1227e-05+0.00056677i,5.557e-05+3.8965e-05i,-0.00015952-0.00043336i,-0.00099646-0.00032528i,-0.00056775+0.00036229i,0.00011104+0.00082561i,-7.9482e-05+5.9978e-05i,-9.2499e-05+0.00036119i,0.0002945+0.00081781i,0.00036368+0.00038417i
-0.00069299-0.0021613i,-0.00037651-0.0021831i,-0.00192-0.0017604i,-0.0011865-0.00044358i,0.00079403+0.00054372i,0.0016123+0.00085014i,0.001349+0.00027617i,0.00091044-0.00022191i,-0.00020024+7.7591e-05i,-0.0016888+0.00017792i,-0.0016374-0.00035942i,-0.0007867-0.00035858i,-0.00029292+0.00074747i,0.00022483+0.00071159i,0.0007393-0.00017468i,0.0001421-0.00036396i,-0.00024674+8.8486e-05i,0.00068376+0.00016153i,0.00050327+0.00027726i,7.3488e-05+5.3883e-05i,-0.00015269-0.00036332i,-0.00026498-0.00018295i,-0.00059424+0.00036383i
0.00055941+0.00033628i,0.0016507+0.00037237i,0.0014902+0.00037778i,0.0010303+0.000309i,0.0011284+0.00011607i,0.00038807-0.00055335i,-0.00012272-0.00087318i,0.00021924-0.00073013i,0.00041322-0.000949i,0.00049553-0.0007897i,0.00068539-7.4399e-05i,0.00034977+6.2431e-05i,-0.00037888-0.00042246i,-0.00044922-6.4082e-05i,0.00020863-2.3353e-05i,-2.8984e-06-0.00077855i,-0.00063228-0.00082168i,-8.2773e-05-0.00031477i,0.00089395-0.00022138i,0.00090516-0.00033514i,0.00087545-0.00027378i,0.0011629+0.00013556i,0.0013803+0.0003213i
0.00011288+0.00055232i,-6.6267e-05+0.00083728i,0.00054081+0.001557i,0.0018693+0.0015496i,0.00282+7.1408e-05i,0.0018331-0.0013257i,0.00038578-0.00058861i,-0.00047361-0.00022832i,-0.00072641-0.000352i,-0.00018166-0.00053869i,0.00016733-0.00040695i,-0.00023778-0.00032087i,-0.00045383-0.00077137i,0.00020392-0.00077262i,0.00073052-9.3438e-05i,0.00020205+0.00091725i,-5.591e-05+0.00091005i,-0.00031164+0.00063147i,-0.00030465+0.00058561i,0.00044038-0.00017934i,0.00010084-0.00054695i,-0.00019527-0.00044287i,8.1287e-05-0.00028332i
-0.0018379-0.0014679i,-0.0031045-0.0016149i,-0.0040737-0.00070252i,-0.0022686+7.5839e-05i,0.00056652+0.00018015i,0.0011879-0.00058429i,0.00044407-0.0014334i,0.00053374-0.0010675i,0.00061981-0.00078315i,0.00027263-0.0003315i,7.0211e-06+0.00012319i,-0.00026737+0.00012633i,5.0887e-05-0.00016764i,0.00092774-0.00073721i,0.0009926-0.00088546i,0.00019449-0.00023089i,-0.00038045+0.00022264i,-0.00086545+0.00021305i,-0.0010453+0.00075822i,-0.0002885+0.0010402i,0.00024464+0.00055347i,0.00044228-5.4487e-05i,0.00024576+3.2723e-05i
-0.00099004+0.0024106i,-1.8989e-05+0.0029701i,0.0016764+0.003078i,0.0019598+0.001249i,0.002255-0.00088613i,0.0018634-0.00078279i,0.00096066-0.00027025i,-6.396e-05-0.00017724i,-0.00038691-0.00042674i,0.00027003-0.00072732i,7.7184e-05-0.0010385i,-0.00027279-0.00045572i,-0.00013486-5.0681e-05i,3.5709e-05+4.2653e-05i,0.00037399+2.2777e-05i,0.00013063-0.00071588i,-0.00010116-0.00065785i,0.00015447-0.00038552i,-1.3003e-06-2.4946e-05i,-0.00013927+4.1325e-05i,0.0002884-0.00057009i,-0.00017167-0.00046846i,-0.00074041+0.00027831i
-0.001496+0.00066672i,-0.0024315+0.00038967i,-0.0023321+0.00091284i,-0.0004817+0.001842i,0.0012659+0.00082613i,0.0018169-0.00092669i,0.0018742-0.001067i,0.0013014-0.00081093i,0.00055809-0.0006303i,-0.00048888+0.00059121i,-0.00064605+0.0008202i,8.6978e-05-0.00023638i,-0.00024961-7.6106e-05i,-0.0007229+0.00064019i,-0.00012892-0.00041177i,0.00023982-0.00094434i,-0.00054131-9.8074e-05i,-0.00065207+1.9429e-05i,0.00052535-0.0002897i,0.00038396+0.00062756i,-0.00024909+0.00036993i,-0.00043617-0.00064726i,-0.00041493-0.00064479i
-8.0218e-05+9.6509e-05i,-0.00021699-0.00013915i,-0.00012246-3.2048e-05i,0.00021584-0.00016285i,0.00077297-0.0011167i,0.0018103-0.0019317i,0.0017848-0.0017063i,0.00030376-0.0009182i,-0.00076891+0.00015657i,-0.0010294+0.00019767i,-0.0003748-8.7007e-05i,-0.0001322+0.0005823i,-0.00040785+0.00054813i,-0.00041498+0.00011707i,-2.6733e-05-0.00021907i,0.00032807-0.00023526i,0.00032834+0.00016589i,-6.8433e-05-3.0251e-05i,-0.00052962-0.00056526i,-0.00036662+0.00011516i,-0.00048557+0.00027293i,-0.00095477-0.00027619i,-0.00063792+8.5882e-05i
0.0004714+0.00029315i,0.0010337+0.00032926i,0.00048748+0.00062893i,0.00019144+0.00066464i,0.00040368+0.00035243i,0.00095009-0.00037232i,0.0010007-0.00091908i,0.00052143-0.0010162i,-0.00015619-6.9838e-05i,-0.00034248+0.0004075i,0.00010432+0.001001i,0.00045761+0.0011047i,0.00082379+0.00016464i,0.00059001+0.00069717i,-0.00016697+0.0010208i,-0.00028715+0.00080614i,-0.00052383+0.00045874i,0.00035142+0.00025268i,0.0010304+0.0005858i,-0.0002633+0.00049192i,-0.0012165+0.00045919i,-0.0010831+0.0001605i,-0.00027937+0.00020491i
-0.0012651-0.0004122i,-0.00039683+0.00059265i,4.0968e-06+0.00030031i,0.00039083+5.6382e-05i,0.00090717-0.00045693i,0.00070358-0.0013945i,-0.0006502-0.00034395i,-0.0012989+0.00013928i,-0.00056546-0.0001646i,8.3229e-05-0.00041767i,7.9575e-05-0.00065129i,6.5946e-05-0.00040068i,-0.00022783-0.00037116i,0.0001775-0.00050691i,0.00096472-0.00036696i,0.00098644+0.00025549i,0.00027518+0.00099818i,-0.0001815+0.00098927i,-0.00032838+0.0004373i,-0.00044107-0.00034914i,-0.00047757+0.00032451i,-0.00050065+0.0011946i,-0.00052513+0.00099375i
0.002781-9.6617e-05i,0.0021674+8.8897e-05i,0.0023835-0.00081291i,0.0017638-0.0014003i,0.0018503-0.0021148i,0.0013832-0.0014167i,0.00081922-0.00074562i,0.00092779-0.0011262i,0.00086714-0.0009454i,0.00094821-0.00057832i,0.00055579-5.5025e-05i,-0.00035852-1.5601e-05i,-0.0006569+8.1168e-05i,-0.00038601+0.00059439i,-0.00016965+0.00089911i,-0.00079602+0.00042857i,-0.00048439+0.00015473i,-0.00034214+0.00039853i,1.7972e-05+0.00020236i,0.0011113-0.00045958i,0.0012404-0.000522i,0.00082617+0.00010341i,0.00086764+0.00072405i
0.0016219-0.0010636i,0.0019446-0.0015272i,0.0018434-0.0015303i,0.0018598-0.0017411i,0.0014281-0.0014765i,0.0010606-0.00056125i,0.00024283-6.9868e-05i,-0.00026684+0.00021153i,-3.6863e-06+0.00028378i,4.6218e-05+0.00040798i,-0.00039087+0.00074876i,-0.0006016+0.00096167i,-0.00032799+0.0011327i,-0.00043414+0.00094171i,-0.00043376+0.00028921i,-9.4129e-06-0.00028419i,0.0003801+0.00014197i,0.00070342+0.00056784i,0.00057957+0.00017503i,0.00012938-0.00030643i,0.00044627-0.00016594i,0.0004674+6.923e-05i,4.1673e-05-0.00032713i
-0.00063477+0.0010971i,-0.00048974+0.00073497i,-0.0013917+0.00040901i,-0.001099+0.0008707i,0.00012969-0.00034324i,0.00058485-0.0013245i,0.0005424-0.00082162i,0.00015993-0.00037562i,0.00010053+0.00048201i,-0.00028334+0.0012562i,-0.0010027+0.00067812i,-0.0004852+0.00026872i,1.1162e-05+0.00085087i,-0.00019306+0.0010034i,-0.00011092+0.000315i,0.00041251-0.00055621i,0.00046142-0.0011697i,0.00051274-0.0015113i,0.00066928-0.0010117i,0.00077747-0.00031923i,0.0004349-0.00054856i,-0.00038489-0.0007348i,-0.0009691+0.00013971i
-0.0024081-0.00065952i,-0.0017343-0.0012858i,0.00037371+0.00016688i,0.00095459+0.00047449i,0.00051126-0.0005694i,0.00042643-0.00085249i,0.00027101-0.00078522i,0.00011816+0.00025404i,0.00020805+0.0011607i,0.00018046+0.00083097i,-1.7284e-05+9.9197e-05i,4.3771e-05-0.00033189i,0.00028162-0.00044243i,0.0003267-0.00043545i,-0.0001677-0.00037445i,-0.00054416-0.00029328i,-0.00013149-0.00025319i,3.325e-05+0.00012441i,-3.7327e-05+0.0011129i,0.00015465+0.0011426i,0.00016983+0.0008051i,-2.603e-05+0.0005464i,-0.00017187+0.00012604i
-0.00028434+2.591e-05i,0.00053002-0.00052276i,0.00035422-5.3694e-05i,0.00043968+0.00045184i,0.0010522+8.8639e-05i,0.00098612-0.00059442i,-0.00018735-0.0011415i,6.2083e-05-0.00084162i,0.0005675+0.00043709i,-0.0001392+0.0010328i,-0.0006438+0.00088843i,-0.00064122+0.00057549i,-0.00015154+0.00013149i,0.00026829+0.00056802i,5.0326e-05+0.00034969i,-6.8713e-06-0.00019877i,0.00040879-5.7057e-06i,0.00025413+0.00067575i,-0.00050627+0.00041051i,-0.00054202+0.00034098i,-0.00035149+0.00060704i,-0.00028622+0.00064235i,-0.00016339+0.00092169i
0.0010989+0.00098109i,0.00076008+0.00086844i,0.00049591+0.00064377i,0.00048692+0.00028988i,0.0010004-0.00035469i,0.0011004-0.00095538i,0.00059625-0.00046914i,0.00044995+0.00010767i,-0.00011945+0.0004069i,0.00017941+0.00018817i,0.00019864+0.00028239i,-0.00041475+0.00085605i,-0.00099679+0.00095519i,-0.00075708+0.00051625i,-0.00054741-0.00055627i,-0.0010197-0.0010841i,-0.00066085-0.00071048i,-0.00019991-0.00029569i,-3.4511e-05-0.0003702i,-0.00023859-0.00050388i,-0.0010661-0.00046113i,-0.00078751+5.0011e-05i,-0.00052498+0.00080093i
-0.0013517-0.00082644i,-0.000351-0.00064138i,0.00015681+6.4087e-05i,-0.00066005+0.00061292i,0.00031452-1.8621e-05i,0.0015026-0.00057092i,0.00070191-0.00061325i,0.00054676-0.00066646i,3.1904e-05+1.494e-05i,-0.00079471+0.00047645i,-0.0010295+0.00046295i,-0.00085291+0.0001872i,-0.00032995-0.00020885i,-0.0006253-0.00026914i,-0.00064262-0.00026094i,-0.00036229-0.0003564i,-0.00027474+0.00010274i,0.00025992+0.00046636i,-9.6687e-05+0.00016388i,-0.00011463+6.9208e-05i,0.0001849+0.00010607i,-9.2691e-07+0.00066319i,-0.00043517+0.00064078i
-0.00087737-0.0009655i,-7.4063e-05-0.0016518i,0.0010627-0.00062013i,0.0020315+0.00099845i,0.0026894+0.00076059i,0.0026225-0.0001896i,0.00097475-0.00059735i,-0.00054721-0.00044029i,-0.00071354-0.00052836i,-0.00033675+0.00031676i,-0.00035012+0.00090111i,-0.00067718+0.00038476i,-0.00091164-0.00058811i,-0.00033399-0.0011652i,-9.2997e-06-0.00022481i,8.3578e-05+0.00013341i,0.00012595+2.9461e-05i,8.8113e-05-4.9978e-05i,0.00052466-0.00026776i,-1.8632e-05+0.00012533i,-0.00047162+0.00014839i,0.00063833-0.00018077i,0.0013935-0.00034068i
0.00090854-0.0010253i,0.00039024-0.00015288i,-0.00072184-0.00037049i,-0.0016206-0.00077893i,-0.0006606+5.4801e-05i,0.00054922-2.3207e-05i,0.00078093-0.0010139i,0.00090526-0.0012059i,0.00013746-0.00097067i,-0.00066358-0.00085675i,0.00028428-0.00048066i,0.0014278-0.00015175i,0.0012248+0.00040893i,0.00074437+0.00091854i,0.00053556+0.001029i,8.1397e-05+0.00032329i,-0.0003665-0.00028793i,-0.00041586+0.00025115i,-0.00020728+0.00042483i,0.0001325+9.1323e-05i,0.00054446+0.00038084i,0.00018242+0.00064906i,-0.0007569+0.000143i
-0.0023534+0.0014154i,-0.0025445+0.00041283i,-0.00044748+0.0012918i,0.0011295+0.0014091i,0.0022368+2.4873e-06i,0.0022752-0.0013756i,0.00090032-0.0021422i,-0.00023778-0.00123i,-0.00028936-0.00048284i,0.00053254-0.00023137i,0.00058658-0.00018129i,-0.00024289-0.00018413i,-0.00039921-0.00020208i,5.859e-05-0.00058959i,-0.00040158-0.00045493i,-0.00052832-0.000129i,0.00038185-0.00032724i,0.00059656-6.2164e-05i,0.00025408+0.00049645i,-0.00016315-0.00023682i,-1.8383e-05-0.00048264i,-0.00038204-0.00017772i,-0.0010668-0.0005152i
0.0021242-0.0011118i,0.0016615-0.00060316i,0.0014114+0.00073635i,0.0012682+0.00089864i,0.0014817+0.00019046i,0.0012759+0.00062966i,0.0004996-0.00034725i,4.9472e-05-0.0010857i,-9.6338e-06-0.00048878i,-0.00043439-0.0002265i,-0.00042461+3.8873e-05i,-0.00024084+6.3693e-05i,-9.0483e-05+0.00014182i,0.00015755+0.00086176i,0.00051209+0.0010232i,0.00044631+0.00020411i,-2.8403e-05-0.00051304i,-0.00040042-0.00016522i,-7.4198e-05+0.0004607i,-4.9049e-05+0.00098099i,-0.0004022+0.0013717i,-0.00046408+0.00054514i,-0.00012771+0.00021934i
-0.0024516+0.00074798i,-0.0017838+0.001844i,-0.0016936+0.0029468i,-1.3312e-05+0.0028902i,0.002049+0.0014669i,0.002325-0.00021569i,0.0015021-1.303e-05i,6.2005e-05+0.00051276i,-0.00090182+0.00051347i,-0.00081175+6.4035e-05i,-0.0008162-0.00029141i,-0.00051233+0.00013298i,0.00059821+2.2059e-05i,0.00093365+4.1135e-05i,0.0012053+0.00047606i,0.0012793+0.00043926i,0.00023004+0.00056552i,-0.00055176+0.00026247i,-0.0003472-0.00032738i,0.00010481-0.00068201i,-7.4591e-05-0.00059627i,-0.00040631-0.00028679i,0.00015847-0.00032834i
0.0012977-0.0021847i,0.0001775-0.0022813i,-0.0010419-0.0026092i,-0.0013482-0.0023613i,-0.00094582-0.0024522i,-5.3217e-05-0.0022278i,0.00016749-0.00074117i,1.1895e-06+0.0005042i,9.3235e-05-8.5095e-05i,-0.00090653-0.0011074i,-0.0013579-0.00027562i,-0.00088874+0.00032218i,-0.00065845-0.0001547i,-0.000397+0.00028203i,-0.00018311+0.00063511i,0.00019615+0.00083164i,0.00023004+0.00097608i,4.0657e-05+0.0011946i,0.00068109+0.00039614i,0.0001944-0.00070119i,-0.00077464-0.00029089i,-0.00015378-0.00020353i,0.00042289-9.6565e-05i
0.0015426-0.00087434i,0.0010771-0.00098376i,-0.001315-4.4882e-05i,-0.0013-0.00024369i,1.4919e-05-0.00073157i,-3.886e-05-0.00078241i,-0.00020628-0.00092331i,0.00013014-0.00079035i,-0.000368-0.00025871i,-0.00096208+0.00044315i,-0.00047405+0.00039588i,-0.00039169+5.0732e-05i,-0.0002279+0.00024039i,0.00021614+0.0007119i,0.00012231+0.0006693i,0.00020142+0.00047681i,0.00012871-1.9418e-05i,-0.00032287-8.2418e-05i,-0.00087836+6.6989e-05i,-0.00071513-0.00020076i,-0.00035669-7.2666e-05i,-0.00061616-0.00016933i,-0.00077535-6.3214e-05i
-0.0025341+0.00034022i,-0.0014+0.0010302i,0.00012537+0.0018096i,0.0010794+0.0019287i,0.0010579+0.0010367i,0.0010512-0.0004312i,0.00054043-0.00098935i,-0.00017434-0.00067328i,0.0001409+3.6305e-05i,0.00075255+0.00060599i,0.0005745-7.5221e-05i,0.00052004-0.00044408i,0.00049887+9.7018e-05i,0.00059355+0.00038921i,0.00045215+0.00062174i,0.00016442+0.00038445i,0.00030773+0.00015045i,0.00016588-0.00033978i,-0.00044541-0.0005754i,-0.00038472-0.00012153i,-1.3373e-05-8.5539e-05i,-0.00014047-0.00026535i,-0.0005027-0.00010622i
0.0021552-0.00085732i,0.0017144-0.001389i,0.00064565-0.00066429i,4.3738e-05-0.00053353i,0.00041304-0.001059i,0.00055617-0.0013028i,0.00080262-0.0011682i,0.0002241-0.00070417i,-0.00077286-0.00035863i,-0.001289-0.00050496i,-0.0010204-0.00072226i,7.0797e-05-0.0012803i,0.0011288-0.0010317i,0.00093804-0.00032508i,0.00030224-3.1045e-05i,-0.00046241+0.00041476i,-0.0008975+0.0006415i,-0.0003731+0.00022081i,-0.00048151-0.00011027i,-6.8422e-05-0.00015114i,0.00028673+4.0188e-07i,0.00034833+0.0010386i,0.00027941+0.001151i
-0.00084268-0.0004038i,-0.0010489+0.00018804i,-0.0012661+0.001129i,-0.0013061+0.0014595i,-0.00056044+0.0011727i,0.0010988-0.00046927i,0.0021177-0.0011042i,0.0017617-0.00024106i,0.00049498-0.00016534i,-5.2414e-06-0.00028146i,0.00040239-0.00017725i,0.0014399-0.00025031i,0.0016382+0.00035401i,0.00083263+0.0008703i,0.00025242+0.00014614i,6.0575e-05-0.00042982i,0.0002664-5.5895e-05i,0.00046026-0.00052664i,0.00031104-0.00069046i,-0.0004114-0.00029766i,-0.00085615-0.00016862i,4.7842e-05-2.006e-05i,0.000673+0.00055884i
-0.0010108+0.00061576i,-0.00091803-0.00045275i,-0.00041461+4.6153e-05i,0.0010247+0.0010578i,0.0026571+0.00036254i,0.0016536-0.0011513i,0.00061024-0.0015588i,0.0011753-0.0012544i,0.0013774-1.9424e-05i,0.00078958+0.00092775i,-0.00022233-0.00017108i,-0.00044609-0.00042712i,-0.0001487-0.000108i,-3.6131e-05+0.00012172i,-0.00027952+8.4018e-05i,-0.00010131-0.00026293i,0.00041303-0.00039374i,0.00012798-0.00042839i,0.00021571-0.00073697i,0.00052767+7.9007e-05i,0.0007901+0.00062515i,0.0006159+5.731e-05i,0.00014387-0.00038372i
0.0012649+0.00024127i,0.00094993+0.00031563i,0.00051548+0.00054514i,0.0011656-0.00025751i,0.0016521-0.0011252i,0.00091953-0.0012242i,0.00023169-0.0013044i,2.4311e-05-0.00072781i,0.00044549-0.00063112i,0.00052844-0.00057175i,-0.00054675-0.00012643i,-0.0008332-0.00037963i,-0.00051419-0.00022552i,-0.00034263+0.00049479i,-0.00068114+0.00035097i,-0.0018498-3.0363e-05i,-0.0017486+0.00012974i,-0.00064829+0.00039795i,9.2699e-05+0.00073744i,0.001407+0.00075124i,0.00139-0.00022587i,-0.00027943-0.00032469i,-0.00083169-5.3732e-05i
-0.0023028+0.0010479i,-0.003313+0.0012695i,-0.0025765+0.00085771i,-2.0176e-05+0.00044636i,0.0016255+1.2128e-05i,0.0013465-0.00049206i,0.00075914-0.0006542i,2.6559e-05-0.00057764i,0.00011846-7.6434e-05i,0.00044911+0.00027618i,1.062e-05+5.5807e-05i,0.00046733+0.00033147i,0.001052+0.00089144i,0.000663+0.00028513i,0.00014314-0.00027784i,3.6032e-05-8.6439e-05i,0.00013844+0.00037142i,0.00029341+0.00047605i,0.00051281-8.8737e-05i,0.00063546-0.00057787i,0.00059427-0.00027558i,0.00052974+0.00046829i,9.2768e-05+0.00044227i
8.6471e-05-0.0042649i,-0.0017448-0.0043275i,-0.0019647-0.0026967i,-0.00083419-0.00036221i,0.00022994+0.00082838i,0.00028525+0.00070458i,0.00070574+0.00062082i,0.0008023+0.00050698i,4.467e-05-0.00049712i,-0.00083653-0.00046587i,-0.00084325+0.00023147i,-0.00044013+0.00033541i,0.00034779-0.0001838i,0.0004801-0.00039787i,-0.00023353-0.00040784i,-0.0009115-4.9203e-05i,-0.00059322+6.5206e-05i,0.00049024+0.00017215i,0.00026453+0.00016664i,-7.6098e-05+0.00028365i,0.00035753+0.00033566i,0.00030974+0.00016933i,0.00061453-0.00028383i
