-0.0037895+0.00041105i,-0.0018681+7.1483e-05i,-0.0028687+0.0012049i,-0.0032736+0.0024393i,-0.0026476+0.0035816i,-0.001178+0.0026861i,0.00027349+0.0017914i,0.0012318+0.0018728i,0.0013988+0.0013803i,0.001648+0.00028827i,0.001798-0.00085686i,0.0012568-0.00090113i,0.00057514-0.00083219i,-0.00015198-0.00050707i,-0.00050565+0.00012614i,-0.00083066-0.0003345i,-0.00066575-0.00049667i,-0.00019135-0.00055617i,0.00038125-0.00050301i,-0.00059463-0.00019771i,-0.001409-0.00019443i,-0.0008467-0.00023504i,-0.00019328-0.00057207i
-0.00076334-0.00097426i,0.00059384-0.001724i,-0.0012711-0.00090504i,-0.0029907+0.001214i,-0.0027804+0.0009611i,-0.0023821+0.0004127i,-0.0015011+0.0010642i,0.00029568+0.0023808i,0.0017078+0.0029877i,0.0017797+0.0011287i,0.0010142-0.0013091i,-0.00025732-0.0018088i,-0.0012178-0.0010435i,-0.001588-0.00034131i,-0.0017996-2.4718e-05i,-0.0015478-7.8053e-05i,-0.00063537+0.00022655i,-0.00018635+0.00090103i,-0.00010614+0.0010339i,-0.00035751+0.00040664i,-0.00075227-0.00040166i,-0.0012214-0.00034845i,-0.0016692-9.454e-05i
-0.0015334-0.0020372i,-0.0024635-0.0010772i,-0.0031703-8.5323e-05i,-0.0025804+0.00042922i,-0.0018417+0.00068737i,-0.0013524+0.00055641i,-0.0022876+0.00057063i,-0.0033868+0.0010048i,-0.0024415+0.0018335i,6.1568e-05+0.0017581i,0.0022488-0.00018064i,0.0022664-0.0022264i,0.00088062-0.0027049i,0.00052121-0.0015841i,0.00015964-0.0012022i,-0.00055949-0.0013891i,-0.00074657-0.00062927i,-0.0009511-0.00021494i,-0.00056767-0.00054513i,-0.00019086-0.00012879i,-0.00083888+9.7466e-06i,-0.00074922+1.4136e-05i,-0.00019659+0.00056389i
-2.8919e-06-0.00088512i,0.00023679-0.0009666i,0.0012568-0.00024642i,0.00094735+0.00064445i,-0.0012252+0.0016999i,-0.0023735+0.0010551i,-0.0030682-0.00012229i,-0.0033225-0.0019255i,-0.001775-0.0029115i,0.00043162-0.0016023i,0.0018328+0.00024451i,0.0022988+0.00066431i,0.0012419+0.0005856i,0.0012474+0.00060779i,0.0020819-0.00017045i,0.0015-0.00052534i,0.00094204-3.5666e-05i,0.0014885+0.00011981i,0.0011331-0.00032437i,0.00050785-0.00082927i,0.00072213-0.00076545i,0.00057592-0.00065235i,0.00040443-0.00072376i
-0.002333-0.0014588i,-0.0024541+0.0001897i,-0.0028312+0.0012223i,-0.0032414+0.002017i,-0.0034627+0.002748i,-0.0025247+0.0019143i,-0.00071909-0.0001887i,0.0013257-0.0023185i,0.0018155-0.0039934i,0.00093887-0.0028874i,0.00045441+0.00030564i,8.3297e-05+0.00088966i,-0.00016035+0.0007201i,-0.00011021+0.001424i,0.00049467+0.0014845i,0.0012855+0.0012508i,0.001594+0.00094664i,0.0010255+0.00043962i,0.00077848+0.0002694i,0.0011586-0.0003288i,0.001092-0.0001137i,0.00092581+0.00027044i,0.00084136-0.00019442i
-0.00092087-0.00037763i,-0.0014432+0.0010144i,-0.0022265+0.0010579i,-0.0031448+0.001684i,-0.0029957+0.0024164i,-0.0013222+0.0024126i,0.00089083+0.0027901i,0.0030218+0.0023026i,0.0040479+0.0012152i,0.0031872-0.00040537i,0.0016578-0.0012543i,0.00041828-0.00037267i,-2.9683e-05-9.5895e-05i,-5.1341e-05-0.0001148i,-0.00051676+0.0010106i,-0.00036632+0.0016455i,0.00023686+0.00070832i,0.00071465-0.00061373i,0.00084827-0.00049617i,0.00027294-7.0517e-05i,0.00020657-7.053e-05i,0.00024752-0.00026429i,0.00012053-0.00011579i
-0.00016328-0.0026855i,-0.0003902-0.0026398i,-0.0030517-0.0013242i,-0.0044933+0.00051489i,-0.0036723+0.00054947i,-0.0032154+3.1059e-05i,-0.001856+0.00073799i,0.00077589+0.0025289i,0.0021921+0.0025933i,0.0019928-0.00018795i,0.0013884-0.0021227i,0.00090874-0.0017734i,0.0011137-0.00099659i,0.00057259-0.00017732i,-0.00094242+0.00022888i,-0.0012177+0.00035636i,-0.0010876+0.00089347i,-0.00086173+0.0014186i,7.9878e-05+0.00064106i,0.00089626+9.9571e-06i,0.0014093-3.9957e-05i,0.0014957-0.0003408i,0.00097814-0.00051147i
0.0010694-0.00066024i,0.00052853-0.0017144i,0.00025142-0.0023648i,-0.0009554-0.0018293i,-0.0028497-0.0010037i,-0.0041303+7.9979e-05i,-0.0045197+0.0015075i,-0.0046778+0.0027937i,-0.0028952+0.003098i,0.00039037+0.0027842i,0.0019405+0.0019198i,0.00084917+0.00036765i,0.00039569-0.00091477i,0.0012087-0.0013696i,0.0015198-0.0017642i,0.001179-0.0019074i,3.2948e-06-0.00093939i,-0.00057275-0.00037094i,-0.00042026-0.00068876i,2.3434e-05-0.0010286i,-0.00019369-0.00043049i,-0.0011367+0.00022316i,-0.00083588+0.0007254i
-0.00093162-0.00048179i,-0.001922-0.00039187i,-0.001366+9.5176e-05i,-0.0020437+0.00048333i,-0.0037957+0.00018114i,-0.0033637-8.9657e-05i,-0.0025287-0.0014342i,-0.0024452-0.0026215i,-0.0022871-0.0018558i,-0.00090915-8.2981e-05i,0.00094259+0.0010141i,0.0016119+0.00087469i,0.0015498+0.00024136i,0.0012621+0.00038598i,0.0014553+0.0011481i,0.0018832+0.00075074i,0.0014963-0.00020518i,0.00078423+8.0255e-05i,0.00045253+0.00075287i,-0.00082052+0.00062289i,-0.0010751+4.7521e-05i,-0.00026112-6.7553e-05i,-0.00041851+0.00010116i
-0.0012981-0.0018933i,-0.001547-0.00060528i,-0.0027298+0.0011496i,-0.0030053+0.0013555i,-0.0019948+0.002229i,-0.0014654+0.0015681i,-5.7023e-05-0.0010177i,0.0014653-0.0030102i,0.0012997-0.0044274i,-0.00010646-0.0028895i,-0.00033383-0.00071494i,0.00021087-0.00028047i,0.00011086-0.00020085i,-0.00028017+0.00057568i,-9.5945e-05+0.0013928i,0.00056525+0.00096266i,0.0008898+9.9599e-05i,0.00070504+0.00052925i,0.00019644+0.00022467i,0.00028402-0.0006432i,0.00023978-0.00033655i,-2.4073e-05+0.00024471i,-0.00038334+0.00022254i
0.00045968-0.00064074i,-0.0012683-0.0011609i,-0.0013886-0.0019298i,-0.0015409-0.0014776i,-0.0020439-0.00024035i,-0.00081392+0.00099853i,0.00091676+0.0015803i,0.0035901+0.00093062i,0.0051481-0.00051468i,0.0034985-0.0020444i,0.0014722-0.0029589i,0.00034668-0.0027312i,-8.419e-05-0.001013i,-0.00048071+0.00057441i,-0.00037851+0.00089878i,-1.7861e-05+0.0011389i,0.00052541+0.0012525i,0.00067317+0.0014432i,0.00019973+0.00162i,-8.4167e-05+0.0013552i,0.00023111+0.00070623i,0.00020729-0.00031679i,5.7201e-05-0.00088349i
-0.002254+0.00085427i,-0.00086682+0.000913i,-7.8513e-05+0.00076993i,-0.00058116+0.0017567i,-0.00096799+0.0023644i,-0.0010696+0.0022264i,-0.0012226+0.0032212i,-0.00084144+0.0043341i,0.0010574+0.0034521i,0.0028729+0.00082427i,0.002901-0.00094451i,0.0017704-0.00093306i,0.0010044-0.00065257i,0.00017646-0.00097022i,-0.0013588-0.0007931i,-0.0015989-0.00040897i,-0.00094359-7.3145e-05i,-3.2383e-05+0.00032962i,0.00028274+0.00013336i,-0.00024001-0.00032961i,-0.00036808-0.00057604i,0.00052182+0.00010705i,0.0011171+0.00062092i
0.00083786-0.0014184i,0.00060321-0.0017148i,-0.00065185-0.0014242i,-0.0022384-0.00065657i,-0.0035901-0.0008961i,-0.0041497-3.9435e-05i,-0.0043006+0.0012651i,-0.0042874+0.0020525i,-0.0016605+0.0023168i,0.0017295+0.0026596i,0.0026614+0.0022495i,0.0022632+0.002026i,0.0014864+0.0018636i,0.00078939+0.0007527i,0.00031457-0.00025072i,-6.2705e-05-0.00062667i,-0.00014128+2.643e-05i,0.00014046+0.00056857i,0.00012869+0.00021789i,-0.00010255-0.00039294i,-0.00016122-0.0011406i,-3.2465e-05-0.0010457i,-3.2764e-05-0.00052001i
-5.2417e-05-0.0019579i,-0.00067215-0.0014669i,-0.00266-0.00035781i,-0.003999+0.00048392i,-0.0036173+0.0010407i,-0.0034565+0.00091155i,-0.0035519-0.0013919i,-0.0026673-0.0021922i,-0.0018531-0.00059628i,-0.0011305+0.00098438i,-0.00054515+0.0016182i,-0.00072386+0.0015586i,-6.9777e-05+0.0015916i,0.00099719+0.0013439i,0.0022139-6.6486e-05i,0.0017887-0.00095474i,0.00049473-0.00074855i,0.00057325+0.00017622i,0.00044213+0.00046786i,0.00043813-0.00056318i,0.00024818-0.0012653i,-0.00031846-0.00028748i,-0.00023006+0.00068506i
0.0013234+0.00055612i,0.00038947+0.00094174i,-0.00020262-0.00043042i,-0.0013556-0.0011679i,-0.0036373-0.00093936i,-0.0036567-0.0018338i,-0.0015035-0.0025795i,0.00013941-0.0035563i,0.00026274-0.0039037i,3.6665e-05-0.0028756i,-0.00024632-0.0018187i,-0.00068771-0.00036982i,-0.00094093+0.00030147i,-0.00056157+0.00051825i,0.00060586+0.00083199i,0.001056+0.001052i,0.00093003+0.00085008i,0.0011257+0.00057558i,0.00096152+0.00047529i,0.0012755+0.00059219i,0.0011481+0.0016279i,0.00025034+0.0012582i,6.0734e-05-8.8197e-05i
-3.0946e-05-0.00040665i,-0.0006563-0.00043216i,-0.00083636-0.00016852i,-0.000627-0.00063832i,0.00067933+3.2395e-05i,0.0013129+0.0010309i,0.00239+0.00062565i,0.0037929+8.9033e-05i,0.0035594-0.0013835i,0.0020297-0.0033483i,0.0010318-0.0032978i,0.0007623-0.002516i,0.00090612-0.0015731i,-0.00033408-0.0004895i,-0.0012271-2.1683e-05i,-0.00085216+0.00034027i,-0.00043351+0.00054067i,-0.0002751+0.00083438i,-0.00017906+0.0011158i,-0.00010343+0.00067639i,0.00045028+0.00023873i,0.00094176-4.5461e-05i,-0.00025969+2.313e-05i
-0.0024129+0.00060931i,-0.0014064+0.0021782i,-0.0013421+0.0022899i,-0.0016172+0.0016088i,-0.0009487+0.002059i,-0.00091448+0.0020871i,-0.00097803+0.0028408i,5.9173e-05+0.0034014i,0.0019569+0.0017813i,0.003257-0.00089582i,0.0031472-0.0021616i,0.0018912-0.0023336i,0.00075822-0.0018372i,1.3817e-05-0.0018068i,-0.00088666-0.0016962i,-0.0011643-0.00099704i,-0.00098015-0.00044745i,-0.00028966-0.00016388i,3.2198e-06-0.00037442i,-0.00039443-0.00063107i,-0.00044315-0.00063094i,-0.00023586-0.00041683i,0.00040072-0.00026248i
-0.0037283-0.0014399i,-0.0027014+0.00043639i,-0.002638+0.0018431i,-0.0024047+0.0023805i,-0.0015021+0.0023762i,-0.0011545+0.0024539i,-0.0019108+0.0024432i,-0.0022164+0.002474i,-0.00068032+0.0031388i,0.0014181+0.0032858i,0.002209+0.0022265i,0.0019663+0.00083153i,0.0012456-0.00035935i,0.00057052-0.00089578i,0.00053341-0.00063808i,0.00031353-0.0005701i,0.0001081+0.00012794i,0.00023479+0.00086445i,-0.00010139+0.00014879i,-0.00053447+3.0085e-05i,-0.0006487+9.6916e-06i,-0.00053244-0.00015053i,-0.00041021-0.00064014i
-0.0026977-0.0014959i,-0.0022046-8.5733e-05i,-0.0032031+0.0019795i,-0.0038435+0.0038033i,-0.0031366+0.0045006i,-0.0020066+0.0020425i,-0.001724-0.0011549i,-0.0018209-0.002093i,-0.0010864-0.00020095i,-0.00022923+0.0025927i,-0.00023612+0.0032893i,-0.00033937+0.0020635i,0.00019958+0.00064004i,0.00099918+6.2535e-05i,0.0010717+0.00023783i,0.0010266+0.0003143i,0.00090428-0.00022351i,0.00017331-0.00041895i,0.00015573-0.00049401i,9.6198e-05-0.00037551i,0.00054636+0.00011908i,0.0016493+0.00046985i,0.001478+0.00053635i
0.00042268-0.00076551i,0.00021372-0.0021655i,-0.0015965-0.002821i,-0.0034834-0.002643i,-0.0041232-0.0019294i,-0.0032942-0.0011025i,-0.0016594-0.0015533i,-0.00029827-0.0018959i,-0.0005519-0.0015069i,-0.0012228-0.00062567i,-0.0011879-0.00078333i,-0.00089824-0.00069008i,-0.00043449-0.0001543i,-0.00053467+0.00073872i,0.00023731+0.0014817i,0.0017027+0.00097673i,0.00085717+0.00033076i,-0.00013092-4.8655e-05i,0.00046494-5.5236e-05i,0.00070369+0.00024192i,0.00040745+0.00044155i,0.00089401+0.00048729i,0.00028611+6.554e-05i
0.0021946-0.0016163i,0.0013509-0.0011189i,0.00032176-0.00091029i,-0.00023475-0.0006513i,-0.00070499-0.00054076i,-0.0010036+0.00011445i,-0.00034159+0.00072953i,0.0014252-0.0005449i,0.0019751-0.0025022i,0.00083955-0.0025771i,0.00010771-0.0025749i,-0.00029386-0.0020877i,-0.00057639-0.00074286i,-0.0010191-0.00029302i,-0.0021179-4.529e-05i,-0.0019879+0.00075973i,-0.0012735+0.001079i,-0.00038843+0.00069874i,0.00043235-0.00014717i,0.00025299-0.0001073i,0.00045724-4.8227e-05i,0.00050186-0.00048055i,-7.9339e-05-0.00061675i
0.0017494-0.0012048i,0.00056412-0.00043417i,-0.0011827-0.0005728i,-0.0019526-0.00086041i,-0.0020385-0.00039551i,-0.0019962+0.00077553i,-0.0014142+0.0021399i,0.00046413+0.0020567i,0.0030696+0.0009886i,0.0040618-0.00094233i,0.0035207-0.0019962i,0.0018848-0.0013695i,-0.00027656-0.00099365i,-0.0010573-0.00077855i,-0.0012693-0.00012849i,-0.0012022-9.0568e-05i,-0.00070408-5.8629e-05i,-0.00025034+0.00056055i,-0.00015044+0.0005921i,-0.00048329+0.00023047i,-0.00011516-0.00013857i,0.00015477-0.0005231i,0.00046111-0.00068635i
-0.00018636-0.0011615i,-0.0016136-5.7005e-05i,-0.002822+0.0011027i,-0.003343+0.0010571i,-0.0035042+0.00076767i,-0.0029462+0.0015395i,-0.0019451+0.0016022i,-0.00070273+0.0013079i,0.00061273+0.0016704i,0.0020189+0.0017891i,0.001995+0.0009392i,0.0015597+0.00050104i,0.0021612+0.00035101i,0.002343-0.00058274i,0.001954-0.00069611i,0.0014851+0.00014198i,0.00069521+0.00055121i,0.00034899-0.00018913i,0.00055804-0.00039397i,0.00063326-0.00029167i,0.00024288-0.00021044i,-7.5462e-05+0.00047211i,-0.00030272+0.00039564i
-0.0033468-0.0011004i,-0.0028124+0.0016753i,-0.0020641+0.0039222i,-0.0020477+0.0037554i,-0.002215+0.0030479i,-0.0020194+0.0010442i,-0.0012553-0.00062981i,-0.0004653-8.6759e-05i,-9.0382e-05+0.0017446i,0.00071956+0.003298i,0.0012858+0.002261i,0.001159+0.00023552i,0.0013227-0.00039782i,0.0014411-0.0003723i,0.0011139+0.00030377i,0.00054747+0.00079555i,0.00083877+0.00059208i,0.0015063+0.00015131i,0.0016282-0.00052339i,0.0011051-5.9595e-05i,0.00017831+0.00031764i,-0.00011103-0.00028103i,-0.00037818-0.00037188i
-0.00011668-0.00012833i,0.0003464-0.00077655i,-0.00053074-0.0010108i,-0.0017286-0.00054147i,-0.002704+0.00029247i,-0.0020318-0.00029761i,-0.00097125-0.0011975i,-0.00075205-0.00065785i,-0.0008468-0.00013963i,-0.0012002+0.00027018i,-0.0011901+2.3546e-05i,-0.00080116-0.00037417i,-0.00033669+0.00089402i,-0.00012997+0.0013327i,-0.00033897+0.00050242i,-0.00031402+0.00047717i,-0.00030708+0.00055646i,-0.00017857+6.9329e-05i,0.0013041-0.0002487i,0.0018562+0.00034681i,0.0004623+0.00064297i,-0.00071988+0.00018424i,-0.00079761-0.00074533i
-7.5306e-05-0.00091279i,-0.00025407-0.0012952i,-0.0017784-0.00188i,-0.0026949-0.0020659i,-0.0019756-0.00065339i,-0.0015763+0.00044895i,-0.00045761-0.00013748i,0.00055725-0.00070931i,0.00068245-0.0019883i,0.00052253-0.0033242i,0.00019771-0.0032962i,-0.00092508-0.0021497i,-0.001891-0.002106i,-0.00098994-0.0014624i,-0.00039178+0.00031951i,-0.00043044+0.00060888i,5.7174e-05+0.00038139i,0.00070923+0.00070815i,0.00082709+0.0010882i,-0.00021468+0.00051139i,-0.00048668-0.00060045i,-0.00021406-0.0010226i,-0.00069128-0.00078065i
0.001165+1.6863e-06i,0.0010701-1.0197e-05i,0.00074604-0.000416i,-3.0283e-05-0.00055174i,-0.0006306-0.00071094i,-0.0012207-4.9157e-05i,-0.00068388+0.0012573i,0.00064582+0.00099699i,0.0025144-0.00055736i,0.0044556-0.0014611i,0.0029893-0.00086582i,0.0012093-0.00074326i,0.0007236-0.0007687i,-0.00015643-0.00090127i,-0.00058954-0.00048965i,-0.00037737+0.00050517i,-0.00023015+0.00042127i,2.0901e-06+0.00071082i,0.00013006+0.0016159i,-0.00014091+0.0012439i,0.00081549+0.00047287i,0.0011174+0.00063418i,-1.9213e-05+0.00027638i
0.00050157-0.00043198i,-0.00013012+2.8945e-05i,0.00045859+0.00038338i,-0.0002342+0.0013819i,-0.002373+0.0013829i,-0.0024458+0.0013348i,-0.0012569+0.00092393i,0.0008758+0.0010284i,0.0029623+0.0025131i,0.0033951+0.002312i,0.0026476+0.0011735i,0.0015968+0.00047787i,0.00081546-0.00011458i,0.00088829-0.00022167i,0.0016272+8.3199e-05i,0.00059639-3.768e-05i,-0.00024829-0.0010775i,0.00047493-0.00066386i,0.00052748-3.2235e-05i,0.00019215-0.0003439i,-0.0003906-0.00046821i,-0.0010098-0.00044316i,-0.00065256-0.00017411i
-0.0011906+0.0004386i,-0.0006004+0.00084486i,-8.9988e-06+0.001108i,-0.00026495+0.00091883i,-0.0016343+0.00027123i,-0.003018-0.00013291i,-0.0019174-0.00020038i,-0.00075222+0.00027501i,-0.00076493+0.0014331i,-0.00048272+0.0019227i,0.00053211+0.0014553i,0.00070308+0.00083108i,0.00040685-3.2972e-06i,0.00014646-2.4238e-05i,-0.00068357+0.00039068i,-0.00041062+0.0001203i,0.0007473-0.00032268i,0.00074355-0.00076131i,0.00043135-0.00078207i,0.00053986-0.00036655i,0.0012311-0.00044877i,0.0010531-0.00028941i,1.3766e-05-8.4703e-07i
-0.0016448+0.00035062i,-0.00087365+0.00034937i,-0.00036746+0.0011249i,-0.00059192+0.0018327i,-0.00069017+0.0018769i,-0.00114+0.00077288i,-0.0016631-0.00051935i,-0.0013068-0.00078935i,-0.00066901-0.00013655i,-0.00028206+0.00039354i,-0.00047011+3.1031e-05i,-0.0011944+0.00013669i,-0.0014027+0.00054305i,-0.0016166+0.00055629i,-0.001502+0.00058539i,-0.00090916+0.00086611i,-0.00080442+0.0011524i,-0.00057031+0.00044556i,-0.00030936-0.00038089i,-0.00020915-0.00013088i,-2.6814e-05+0.00017709i,0.00012571-0.00045371i,0.00016715-0.00026516i
-0.00093621-0.0013559i,-0.0014234-0.00026825i,-0.0018061+0.0003881i,-0.0026124+0.00067111i,-0.0030656+0.00033339i,-0.001906-0.00019208i,-0.00051031-0.00092728i,-3.007e-06-0.00081425i,-0.00041449-0.001191i,-0.00038772-0.0027778i,-8.9648e-05-0.0034651i,-0.00037623-0.0030868i,-0.00054557-0.0025444i,-0.0013042-0.0019527i,-0.0020323-0.0011435i,-0.0010657+0.00019631i,0.00013575+0.00058047i,0.00022359+0.0001647i,-0.00043315+0.00020476i,-0.00055404+0.0002311i,8.1695e-05+0.0001509i,0.0001815+0.00023206i,-0.00014719-0.00062268i
-0.0011961-0.001425i,-0.00063604-0.00091487i,-0.0011595+0.00060398i,-0.0019762+0.00099641i,-0.0015116+0.00054753i,-0.0015053+0.00081998i,-0.0010558+0.0004736i,0.0010833-0.00014608i,0.0032859-0.00012097i,0.003624-0.00055971i,0.0031714-0.0012046i,0.0023834-0.0018068i,0.0014046-0.0023291i,0.0010264-0.0022295i,0.00092724-0.001513i,0.00057016-0.0004131i,0.00020337+0.00042895i,8.8369e-06-2.841e-05i,-7.4478e-05-1.2839e-05i,0.00098589+0.00052618i,0.0010087+0.00023162i,0.00041571-0.00012217i,5.3042e-05+0.0011149i
0.00067452-0.0012137i,-0.0010098-0.001023i,-0.0021407-0.0012234i,-0.002358-0.00053831i,-0.0017322-0.00032311i,-0.0019628+0.00016527i,-0.0015349+0.00055105i,0.00093156+0.0013847i,0.0024867+0.0022427i,0.0029233+0.00106i,0.0025871+0.00020902i,0.0020542+0.00073668i,0.0013775+0.00036333i,0.00071235-1.6417e-05i,0.00069781+3.9448e-05i,0.00069945-0.00086483i,0.00014422-0.00049527i,-0.0010427+0.00027947i,-0.0014238+3.4542e-05i,-0.0003385+0.000336i,-7.6902e-06+0.00032944i,-0.00058686-0.00011357i,-0.00038725+3.3837e-05i
-0.0026452+0.00026735i,-0.0017593+0.0019251i,-0.0011422+0.0026841i,-0.00092211+0.0027847i,-0.00063126+0.0028806i,-0.00095383+0.0025533i,-0.0015057+0.0020597i,-0.0013298+0.0014942i,-0.00054983+0.0015373i,0.00026272+0.0019088i,4.2571e-05+0.0018796i,3.7306e-05+0.0011818i,0.00020872+0.00048893i,0.0001402+0.00036952i,7.0613e-05+0.00024691i,-0.00034397+0.00019907i,0.00017268-0.00030984i,0.00090915-0.00048667i,0.0012484-4.2523e-05i,0.00041563+0.00031485i,-0.000203+0.00058252i,-0.00011032+0.0004869i,-0.00034684+0.00070217i
0.00019578-0.0008114i,0.00035108+0.00043936i,0.0007945+0.00068776i,0.00023679+0.00023001i,-0.001579+0.00061077i,-0.0016536+0.00081844i,-0.00039782+0.00069282i,-0.00070184+0.00012013i,-0.0015155-0.00071171i,-0.00084591-0.0012887i,-0.00062915-0.0017459i,-0.00028273-0.0010619i,-0.00049768+0.0004052i,-0.0012004+0.00090938i,-0.00097316+0.00029184i,-0.00029463+0.0003837i,0.00027356+0.00054312i,0.00048385+0.00015264i,0.00036629-6.3839e-05i,-0.00039589-0.00045515i,-0.000465-0.00052383i,0.00026221-0.00048717i,0.00069466-0.00056918i
-0.00099101+0.0005548i,-0.00082921+0.00049645i,-0.0019601+0.00085542i,-0.0030609+0.00068083i,-0.0023487+0.00084431i,-0.0016991+0.00034158i,-0.0018171-0.0013924i,-0.00093968-0.0015875i,0.00046322-0.00083529i,0.00086905-0.0012297i,0.0011204-0.0019747i,0.00090675-0.0017868i,-0.00012224-0.0012128i,-0.00054495-0.00064813i,-0.00046446-0.0002549i,4.9364e-05+0.00017404i,0.00025499+0.0012671i,0.00011048+0.0011927i,0.00058991+0.00056291i,0.00044141+0.00053133i,-3.0636e-05-3.8211e-06i,0.00041457-1.3394e-05i,6.3774e-05-0.00035423i
-0.00046991-0.00018723i,-0.000118-0.00049241i,0.00011793-0.0013488i,-0.00099748-0.0013041i,-0.0023047-0.00069533i,-0.0024304-0.00010151i,-0.0016635+0.0004623i,0.00061956+0.00044727i,0.0026824+0.00065063i,0.0026884+0.000231i,0.0021488-0.00038984i,0.0025355-0.00020633i,0.0021729+0.0007629i,0.00063032+0.0013768i,-0.00083739+0.00027553i,-0.00097604-0.0003024i,-0.0007153-6.8124e-05i,-0.00075972+0.0001462i,-0.00072389+0.0001912i,-0.00069017-0.00025423i,-0.00072098-0.00021053i,-0.00051195-0.00010334i,0.00012127+0.00061232i
0.000402-0.0014779i,8.671e-05-0.0016487i,-0.0010359-0.00068298i,-0.0018309+0.0015135i,-0.0020225+0.0020802i,-0.0028268+0.0014404i,-0.0019135+0.0012301i,-0.00019324+0.0018239i,0.00066763+0.0022061i,0.001906+0.0016777i,0.0026181+0.00085359i,0.0019762+0.00028347i,0.0011073+0.00065017i,0.00036169+0.00074832i,0.00032677+0.00011193i,0.000146-2.1619e-05i,-0.0001677-0.00033385i,-0.00029255-0.00068382i,-0.00081511-0.00018363i,-0.00085166+6.1865e-05i,-0.00042364-0.00025641i,-8.9598e-06-0.00055711i,-4.4699e-05-0.00041945i
-0.0010658-0.0018215i,-0.0018345-0.00030702i,-0.0040126+6.3111e-05i,-0.0038685-0.00029274i,-0.003138+0.0008835i,-0.0023745+0.0014751i,-0.0010471+0.00083412i,-0.00085439+0.00088154i,-0.00079454+0.0010732i,-0.00048659+0.0010198i,0.00023847+0.00089232i,0.00022903+0.0011502i,-0.00081368+0.0010635i,-0.00068942+0.00045662i,-0.00012547+0.00017797i,0.00024357-6.5164e-05i,0.00013262-3.9956e-05i,-0.00021599+0.00063166i,-0.00044845+0.0012331i,-0.00016223+0.00085938i,8.5394e-05+0.0002848i,9.0137e-05-0.00023612i,-0.0004539-0.00086679i
-0.0018436+0.0013319i,-0.0012629+0.0015829i,-0.00092499+0.00065183i,-0.00086392-4.959e-05i,-0.0012216+0.00088332i,-0.0015492+0.0014439i,-0.0010385+0.00088836i,-0.000356+0.00042497i,-0.00016561+8.3389e-05i,-0.00021029-0.00047054i,-3.3118e-05-0.00084793i,-4.2722e-05-0.0011684i,-0.00062234-0.0015096i,-0.0006765-0.0012321i,-0.00088008-0.00055875i,-0.00047092-2.6781e-05i,0.00017365+0.0002676i,0.00040273+0.00039355i,0.0013947+0.00051475i,0.0015767-0.0001616i,0.00083367-0.00051449i,0.00028101+7.3062e-05i,-0.00022186+0.00032065i
0.00035033-0.0010941i,-0.00016815-0.00045816i,-0.00086809+0.00050218i,-0.0019111+0.0021084i,-0.0018585+0.0028177i,-0.0016452+0.0021519i,-0.00098277+0.00068512i,4.4031e-05-0.00065446i,0.00087277-0.00159i,0.0014032-0.0019858i,0.00044242-0.0018241i,-0.00039711-0.0017399i,0.00033804-0.0014414i,0.00058632-5.6492e-05i,0.000129+0.00070841i,9.7901e-05+0.00047328i,0.00024145+0.00024361i,0.00054215+0.00055657i,-0.00027943+0.0010231i,-0.00032383+0.0002972i,0.00025548-0.00129i,0.00012245-0.0017868i,0.00018394-0.0006332i
0.00019594+0.0017122i,0.00075464+0.00091497i,0.00058572-0.00080456i,-0.00056945-0.0017354i,-0.001479-0.0010697i,-0.0019769-0.00036247i,-0.0011495-0.00013024i,0.00073134+0.00028076i,0.0027248+0.0006209i,0.0035624+0.00011868i,0.0029352-0.00094665i,0.0022748-0.0015788i,0.0014307-0.0011641i,0.00054311+0.00033912i,0.00022392+0.00095463i,0.00054267+0.00082938i,0.00046769+0.00081415i,0.00015235-0.00031443i,-2.5946e-05-0.00059814i,-2.2473e-05-0.00061553i,0.00042107-0.00052568i,0.00086355-0.0007409i,0.00020422-0.00093863i
-0.0032113+0.00010503i,-0.0026551+0.0012996i,-0.0028082+0.0021716i,-0.0014416+0.0032227i,-0.00051437+0.0028673i,0.00012734+0.0014494i,0.00015352+0.00093456i,0.00046975+0.001211i,0.0014877+0.0016642i,0.0020051+0.0019334i,0.0016587+0.0016413i,0.0010525+0.0010538i,0.00030404+0.00069095i,-0.00039212+0.00015392i,-0.0010324+0.00024586i,-0.0008775-0.00013388i,-0.00045855-0.00022506i,-0.00025449+0.00023113i,3.0739e-05+0.00055778i,0.00026895+0.00088414i,0.00022772+0.00064832i,0.00066852-0.0001496i,0.00054288-0.00073426i
-0.0011967-0.0014755i,-0.0012868-0.00052106i,-0.0016544+0.00027344i,-0.0022767+0.0011383i,-0.0036464+0.00067954i,-0.0036399+0.00012511i,-0.0030614+0.0004832i,-0.0027179+0.00092347i,-0.0020323+0.0014841i,-0.0012462+0.0018516i,-0.0010064+0.0010068i,-0.00058763-0.00018575i,0.00039441+2.6091e-05i,0.00041644-4.2e-05i,0.00011696-0.00016834i,0.00035884+0.00034197i,0.00016064+0.00027304i,6.6922e-06-0.0001689i,0.00030917-0.0004804i,0.00027763-0.0010571i,0.00064586-0.0010785i,0.00092884-0.00037225i,0.00020752+8.9826e-05i
