0.003716-0.001279i,0.003185-0.0023568i,0.0012928-0.0026524i,-0.00033849-0.0015918i,-0.0021673-0.0012898i,-0.0034886-0.00080925i,-0.0022703+0.0005235i,-0.00071252+0.001103i,0.00051029+0.0007019i,0.00044102-0.00014212i,-0.00025382-0.00066177i,3.5863e-05-0.00071264i,0.00050037-0.00062231i,6.5515e-05-0.00048351i,-0.00072478-0.00010641i,-0.00060967-2.9068e-05i,-0.0007702-0.00044041i,-0.0011017-0.00055575i,-0.00037523+0.00030858i,3.5584e-05+0.0011858i,0.00041641+0.0011593i,0.00079027+3.8855e-05i,0.00049307-0.00054538i
0.00073538-0.0013475i,0.0010647-0.001435i,0.00083265-0.00085174i,-0.00033247+0.00027117i,-0.00035653+0.00014059i,-0.00036902-0.00044718i,-0.00052689-0.00092968i,-0.00017907-0.0012693i,0.00030922-0.00041998i,0.00031616+0.00040079i,-0.00014184+0.00032963i,-0.00046836-0.00018178i,-0.00033927-0.00029706i,3.2168e-05+0.00011884i,0.00021482+0.00043068i,0.00039913+0.00028714i,0.00039591+0.00012474i,0.00016419-0.00031573i,-1.1273e-05-0.00090141i,0.00033627-0.00074513i,0.00045785+0.00023249i,-0.00036797+1.5839e-05i,-7.3321e-05-0.00025784i
0.00095024-0.0037924i,0.00060937-0.0034429i,-0.00084942-0.001881i,-0.00051228-0.00024803i,-6.8474e-06+0.00028388i,0.00044205+0.00072985i,0.00023363-4.5381e-05i,-0.0002839-0.00093452i,-0.00036779-0.00059641i,-0.001099+5.7825e-05i,-0.0017841-0.00018174i,-0.0016246-0.00014774i,-0.0011034+0.00066549i,-0.00036039+0.00091367i,6.283e-05+0.00050255i,-0.00029484+0.00037525i,0.00031031+0.000174i,0.00094295+0.00041857i,0.001013+0.00031489i,0.00099133+0.00018192i,0.00043311+0.0002631i,5.0544e-05-7.4016e-05i,-4.0467e-05-0.00046318i
0.00033383-0.0033635i,0.00064059-0.0027406i,-0.00096706-0.0006679i,-0.0019803+0.0016876i,-0.0017115+0.0024184i,-0.0011395+0.0016993i,-0.0002547+0.00086911i,0.00014918+0.00044549i,-0.0002173+3.7236e-05i,-0.0010175-0.00027165i,-0.00095955-5.9804e-05i,-6.491e-05-0.00030169i,-0.00015182-0.0004189i,-0.00037681+0.00011477i,0.00018209+0.00018097i,0.00078702-0.00034534i,0.00079359-8.7698e-05i,0.00026586+0.00038792i,-0.00023459+0.00017516i,0.00033524-0.00020779i,0.00028879-0.00020452i,-0.00022536-6.7834e-05i,0.00024652-0.00024856i
0.0019418+0.00075998i,0.0015748-0.0006886i,7.4881e-05-0.0012121i,-0.001345-0.00066468i,-0.0017677-9.9748e-05i,-0.0013921+0.00023326i,-0.0015449-0.00028792i,-0.0011827-0.0010331i,-0.00026275-0.0005828i,-0.00055994-0.00028687i,-0.0014191-7.9985e-05i,-0.0016075+0.00028397i,-0.0012373+0.00043449i,-0.00042619+0.00054687i,-0.00034251+0.00051353i,-0.0010821-6.9592e-05i,-0.00063554-0.00067914i,-0.00017731-0.0008938i,-0.00068674-0.0010565i,-0.00039746-0.00066843i,0.00093884-0.00035341i,0.00090228-0.00035998i,0.00030858-0.00044845i
-0.0006353-0.0026162i,-0.00044215-0.0023367i,-0.00077085-0.0013128i,0.00028475-0.0003995i,0.00053041-0.0001093i,3.7702e-05-6.9213e-05i,0.00049554-0.00029078i,-7.5766e-05-0.00052488i,-0.00051291-0.00042693i,-0.00040161-5.7694e-05i,-0.00083096+0.00039702i,-0.00035942+0.00027806i,-5.4163e-05-0.00041637i,-0.0001685-0.0004299i,9.1592e-05-0.00025794i,0.00060087+0.00010132i,0.00088132-1.4653e-05i,0.00040797-0.00069005i,-0.00040823-0.00090623i,-0.00053932-0.00074191i,0.00021101-0.00011816i,0.00021578-0.00019826i,0.000335-0.00040871i
0.0010569-0.002031i,0.00051244-0.0021113i,-1.1115e-05-0.00025854i,-1.2115e-05+0.0012273i,0.00027199+0.00074418i,-7.038e-05+1.006e-05i,-0.00075607+0.00084359i,-0.001291+0.00073432i,-0.0012493+0.00018543i,-0.00071509-0.00020456i,-0.00045686-0.0009617i,-0.00041556-0.001534i,9.1103e-05-0.001309i,-4.8733e-05-0.00057058i,0.00018927-0.00041218i,0.00024423-8.9924e-05i,-0.00093527+0.00065422i,-0.00085474+0.00059852i,-8.0199e-05+0.00024209i,-0.00012383+0.00044346i,-0.00031223+0.00017117i,-0.0010239-0.00026532i,-0.00148+5.4011e-05i
0.00026682+0.00063455i,-0.00038694+0.0011427i,-0.00062276+0.0019315i,-0.00011283+0.0015818i,-0.00019441+0.00042289i,-0.001008-0.00062297i,-0.00144-0.001036i,-0.0014705-0.00070275i,-0.00091273-0.00017259i,-0.00035089-0.00023136i,-0.00044165-0.00019391i,-0.00014463-0.00020033i,-9.995e-05-4.6106e-05i,-0.00031073+0.00067509i,5.2939e-05+0.00036597i,0.00031377-0.00033123i,0.0006199+0.00022321i,0.00070618+0.00065257i,0.00027826+0.0001287i,-0.00034464+0.00036382i,-0.0005246+0.00072989i,-0.00075707+0.0009591i,-0.00084213+0.0004427i
0.00016751-0.0017515i,-0.0014483-0.0018271i,-0.0017994-0.0010964i,-0.00013974-0.00065715i,0.00034778-0.00096275i,-0.00075273-0.00095448i,-0.0012716-0.00034441i,-0.00073747+0.00038282i,-0.00026573-0.00028636i,-0.00022455-0.00082209i,-9.7417e-05+0.00038225i,0.00037974+0.0012671i,0.00043288+0.00071024i,0.00028648-2.0164e-05i,0.00041855-0.00055934i,0.0010244-0.00084155i,0.00061269-0.00037707i,-0.00054124+0.00051531i,-0.00080523+0.00057113i,-0.00066268-0.00055634i,-0.00017187-0.00056001i,0.00053341-8.6893e-05i,0.00029742-0.00058955i
-2.0444e-05-0.0038055i,-0.00050293-0.0031737i,-0.0010479-0.00054355i,-0.0011746+0.00086152i,-0.0010896+0.0007018i,-0.0010851+0.00024606i,-0.00091428+4.5368e-06i,-0.00079428+4.7558e-06i,-0.0010397-0.00034684i,-0.00075114-0.00034574i,-0.00056562+3.3533e-05i,0.00019691+0.00036215i,0.00076065+0.00025502i,0.00036119-0.00035843i,-7.4608e-05-0.0005183i,-0.00038552-0.0004588i,-0.00027109-0.00069544i,0.00022126-9.8118e-05i,0.0003044+0.00032604i,0.00019623+0.00016628i,0.00019006+0.00035167i,0.00021082+0.00039801i,0.00016671+6.6714e-05i
-0.00082486-0.0019785i,-0.00081978-0.0027423i,-0.0014242-0.00065687i,-0.00099352+0.0011604i,-0.00041042+0.0013552i,-0.00037218+0.00010663i,-0.00088069-0.00080651i,-0.0011238-0.0013525i,-0.00082971-0.0012233i,-0.00071974-0.00015504i,-0.0010217+0.00025509i,-0.0006992-2.5e-05i,-6.3683e-05-0.00054648i,0.00016551-0.00071421i,-0.00031065-0.00018959i,-0.00016028+0.00055206i,0.00060585+0.00055049i,0.0006633-0.0001373i,-6.0901e-06-0.00046308i,-0.00061211+0.00026083i,-0.00068624+0.00044259i,0.00020878+0.00025684i,0.00040533+6.6179e-06i
0.0026162-0.0025583i,0.0022116-0.002971i,0.0018596-0.00097787i,0.0017409+0.0009179i,0.00079219+0.0010675i,-0.00019068+0.0011547i,0.00016936+0.00032023i,0.0006951-0.0012155i,0.00062296-0.0013411i,2.7172e-05-0.00021323i,-0.00070138+0.00046543i,-0.00048125+0.00010513i,-1.8722e-05+0.00021775i,-0.00047157+0.00038188i,-0.00046906+0.00049765i,7.8559e-05+7.0184e-05i,0.00043015-0.00029244i,0.0012069+0.00042253i,0.00075001+0.00023017i,-0.00023788-0.00018711i,1.5166e-05-0.00016577i,0.00056919+0.00038382i,0.00045908+0.00087708i
0.0015823-0.00056206i,0.00028983-0.00097322i,-0.0010459+0.0002466i,-0.0016982+0.00091186i,-0.0016516+0.00096885i,-0.001393+0.0012055i,-0.0011492+0.001427i,-0.0011255+0.0013237i,-0.00081535+0.00027858i,-0.00073754-0.00071183i,-0.0010472-0.00053839i,-0.0011173+8.7341e-05i,-0.00083451-0.00028615i,-0.0001332-0.0011969i,0.00035971-0.00087722i,0.00036962+0.00011714i,-0.00036848+0.00013405i,-0.0009054-0.00016326i,-0.00073179-8.1266e-05i,-0.0002613-2.8559e-05i,0.00012583+6.8044e-05i,-3.8231e-05-0.00043069i,-9.5974e-05-0.0011204i
0.00054426-0.00013558i,0.00047807-0.00037131i,0.00065334-0.00073038i,0.00043112-0.00063153i,-0.00040661-0.00027434i,-0.0013173-0.00081883i,-0.0016145-0.0011417i,-0.0015906-0.00061018i,-0.0012458-0.00017207i,-4.863e-05-0.00081156i,-0.00032291-0.0010634i,-0.00041029-0.00037208i,0.00017646+0.00051176i,0.00068355+0.00059925i,0.00055515+0.00022078i,0.00029005-0.00045171i,0.00073261+0.00017988i,0.00024191+0.00025022i,-0.00081626-0.00057554i,-0.00048673-0.00029612i,0.00058527+0.00053088i,0.00059292+0.00092654i,0.00026336+0.00067577i
0.0013542-0.0020492i,0.00078598-0.0024521i,-0.00038807-0.0012895i,-0.00048624-5.8258e-05i,-0.00065487+0.0008065i,-0.0011165+0.00058936i,-0.001172-0.00019758i,-0.00095075-0.00036194i,-0.001066-0.00049035i,-0.0012204-0.00066903i,-0.0014029-0.00058487i,-0.00097971-0.0004597i,-0.0004443-3.1519e-05i,0.00017426-9.7632e-06i,3.9438e-05-0.00023016i,-0.00031174-0.00045964i,0.00012841-0.00024642i,0.00023523+0.00033064i,7.8133e-06+0.00043458i,9.8397e-05+3.1756e-05i,0.00039698-0.00016486i,0.00047589-0.00052986i,0.00019873-0.0008615i
0.0010253-0.001737i,0.00013657-0.0020382i,-0.00062331-0.00064439i,-0.00044849+0.00034624i,-0.00061519+0.00036239i,-0.0011303+0.00050623i,-0.0007486+0.00051542i,-0.00089398-0.00013162i,-0.0012831-9.0466e-05i,-0.00029758+0.00019911i,0.0003288+6.9512e-05i,-0.00012155+1.0443e-05i,-0.00025603+0.00023639i,-0.00039408+0.00042476i,-0.00037456+0.00048869i,-0.00059373-0.00016084i,-0.00036971-0.00033923i,9.1188e-05-0.00052528i,-0.00021296-0.00038995i,-0.00014686+0.0006325i,7.8472e-05+6.8381e-05i,-0.00012189-0.00033828i,9.3692e-06+1.9882e-05i
-4.5535e-05-0.0031356i,0.00058992-0.0023036i,-0.00033562-0.0015339i,-0.0011061-0.00059514i,-0.0018238+0.00042102i,-0.0018656+0.0012374i,-0.0012056+0.00031436i,-0.0010378-0.00075671i,-0.001379-0.00042491i,-0.0011813+0.00038242i,-0.00065756+0.0003451i,-0.00019111-0.00023071i,7.0974e-05-0.00010416i,-0.00025701-0.00046995i,-0.00032326-0.0010457i,0.00034772-0.00051093i,-2.6361e-05-0.0003332i,-0.00064558-0.00068128i,-0.00024262+9.2397e-06i,0.00042553+0.00031752i,0.00060222+0.0007206i,6.789e-05+0.00055358i,-0.00029171-0.00016491i
0.0024472-0.0017368i,0.0012958-0.0011401i,0.00016669+0.00029725i,0.00020587+0.0020342i,-0.00044147+0.0026172i,-0.0005567+0.0013351i,-0.00074129+9.6119e-05i,-0.00068896-0.00026715i,-4.3025e-05-0.00035258i,-0.00034595-5.7678e-05i,-0.00022537+0.00013194i,0.00073804+0.00036676i,0.00040896+0.00023566i,-0.00053936-0.00011435i,-0.00065947-0.00091976i,-0.00055353-0.0011434i,8.8001e-05-0.0011496i,0.0010468-0.0011561i,0.0012847-0.00024709i,0.00069042+0.00074789i,3.2165e-05+0.0002372i,-3.1816e-05+4.433e-05i,0.00013034+0.00085979i
0.00086834-0.00022855i,-0.00060769-0.00051973i,-0.0010563+3.1363e-05i,-0.0005951-0.00021976i,-0.00058484-0.00089499i,-0.0018723-0.0011963i,-0.0020533-0.00068174i,-0.0010715+0.00021375i,-0.0011981+0.00064568i,-0.0016802-0.00023013i,-0.0016481-0.00096685i,-0.0010506-0.001233i,-0.00030433-0.0017812i,-0.00022111-0.0010884i,-0.00018999-0.00022897i,-0.00018843+1.7e-05i,-0.0002988-0.00031456i,0.000186-0.00097633i,0.00037648-0.00072177i,0.00036119-0.00044892i,0.0011153-0.00011171i,0.00091532+0.00033089i,0.00026337+0.00059445i
-0.00048204-0.0028427i,0.00038143-0.0030914i,-0.00054728-0.0021263i,-0.00095416-0.00025476i,-0.00022009+0.00029657i,0.00040226+0.00025165i,-5.0696e-06+0.00057379i,-0.00073722+0.00044222i,-0.00102+0.00042858i,-0.0010316+0.00074527i,-0.0005576+0.00014562i,9.1694e-05-0.00060207i,0.00017293-0.0011619i,0.00023899-0.00070859i,-0.00049468+0.00024486i,-0.00095567+0.00011589i,6.7881e-05+0.00020119i,-3.8706e-05+0.00099614i,-0.00015404+0.0010853i,0.00052548+0.0011279i,0.00016196+0.0012266i,-0.00016545+0.00062818i,0.00033438+9.7225e-05i
0.0012905-0.00072664i,0.00018848-0.00079586i,-0.0010996+0.00031619i,-0.0015195+0.0014443i,-0.0013057+0.0016511i,-0.0018092+0.00032687i,-0.0016252-0.00049346i,-0.00096432-0.00010854i,-0.0011341-3.6632e-05i,-0.0013944-0.00054969i,-0.0011334-0.00099821i,-0.00074979-0.00094217i,-0.00057233-0.0004971i,-0.00031152-0.00041918i,0.00011777-0.00055571i,0.0002532-8.827e-05i,-0.00022818+0.00063346i,-0.00042658+0.00015351i,0.00015688-0.00018227i,0.00083845-0.00019776i,0.00039503-0.00056008i,-6.1243e-05-0.00061754i,0.00027577-0.00033957i
0.0018629-0.0016159i,0.0010533-0.0015158i,0.00017607-0.00077883i,-0.0007015-0.00040338i,-0.0012779-9.7232e-05i,-0.0015915-0.00021189i,-0.0011862-0.0013015i,-7.3697e-05-0.0013073i,0.00054995+0.00010497i,-2.9708e-05+0.0005599i,-0.0011148-0.00023348i,-0.0011905-0.00034797i,-0.00086562-0.0001408i,-0.00018553-0.0003594i,-0.00021678-0.00056744i,-0.00046159-0.00032027i,3.8978e-05-0.00013341i,0.00018183-0.00030953i,0.00041882-0.00010357i,0.00058451+0.00075903i,0.00047207+0.0011252i,0.00034272+0.00091138i,0.00022967+0.000519i
0.00051406-0.0024804i,0.00073275-0.0034677i,-0.0010577-0.0034158i,-0.0012086-0.0015313i,0.00031213+0.0004693i,0.00096409+0.0013295i,0.00051808+0.00068841i,-0.00030423-0.00036282i,-0.00081342-0.00021193i,-0.0013738-0.00020829i,-0.0010764-0.00098011i,-0.00048016-0.00058255i,-0.00060071-0.00017396i,-0.00073824-0.00065732i,-0.00064047-0.00062589i,-0.00077975+5.8946e-05i,-0.0008504+5.9366e-05i,-0.0008595-0.00014879i,-0.00059073-0.00012345i,0.00035736+2.0534e-05i,0.00056769-3.2481e-05i,0.00021725-0.00066843i,-0.00026079-0.000881i
0.0013158-0.0013564i,0.0003998-0.001231i,-0.00069643-0.00039651i,-0.00011839+0.00086745i,0.00032396+0.0016731i,-4.3907e-05+0.00092509i,-0.00031263-0.00011622i,-0.0001875-0.00057083i,0.00027029-0.00091068i,-0.00015645-0.00038616i,-0.00072649-3.5477e-05i,-0.00017133-0.00072689i,0.00086984-0.0013628i,0.00081428-0.0012523i,0.00010675-0.00062819i,0.00018498+0.00010675i,0.00012182-0.00033681i,-2.3795e-05-0.0012872i,-0.00042947-0.00077405i,-0.00044975+0.0001589i,-0.00024688-0.00038595i,7.1324e-05-0.0011646i,0.0005283-0.001019i
0.00035558-0.0026476i,0.00066224-0.0017386i,0.00092815-0.0013847i,0.00079075-0.0011941i,0.00018661-0.00083743i,0.00050729-0.00020797i,0.00063617+0.0003223i,-0.00021418+0.00036335i,-0.00033067+0.00011853i,-0.0005426-0.00027431i,-0.00050896-0.00011273i,5.86e-05+0.0001796i,0.00018521-0.00033258i,6.9139e-05-0.0010524i,-0.00078263-0.00059821i,-0.0011164-0.00049506i,-0.00073471-0.00069697i,-0.0004064-0.00041399i,0.00015041+0.00076505i,0.00022234+0.00092114i,0.00033724+0.0004137i,0.00053775-0.00019721i,0.00038398-0.00057543i
0.002487-0.0025458i,0.0014022-0.0016741i,0.00032705-0.00051384i,0.00026649+0.00068644i,-9.2189e-05+0.00047685i,-0.00073884-9.8469e-06i,-0.00048047-2.2767e-05i,-2.8882e-05-0.00039704i,0.00045427-0.0011035i,0.00048361-0.0012929i,6.6187e-05-0.00059974i,-0.00042041-0.00014885i,-0.00026578+6.9551e-06i,0.00025554+7.6049e-05i,0.00038388-0.00019123i,0.00017962-0.00035072i,9.5625e-05+0.00023476i,9.4621e-05+0.0002124i,-0.00030212+9.1892e-05i,-0.00035732+0.00079876i,-0.00027123+0.00079698i,-0.00043685-0.00023215i,3.9381e-06-0.00043334i
0.0014023+0.00084439i,0.00076822+0.00059584i,-0.00031525+0.00061699i,-0.00063024+0.00031314i,0.00034714-0.00043617i,-0.00020473-0.00094073i,-0.0018264-0.00086866i,-0.0010351-0.00082446i,9.8214e-05-0.00053091i,8.8076e-05-0.00045599i,-0.0005408-0.00064895i,-0.00041193-0.00035555i,0.00041978-3.8347e-05i,0.00034459+0.00034308i,-9.2448e-05+0.0011071i,-1.6218e-05+0.0011357i,-0.00012301+0.00073568i,-0.00074964+0.00033764i,-0.00049928-7.5425e-05i,-0.00031763-0.00029213i,-0.00041397-0.00030312i,-0.0001286-0.00032348i,0.000185-0.00034781i
-0.001901-0.0011459i,-0.0015833-0.0015224i,-0.0018026-0.0012117i,-0.0018943-0.00018753i,-0.0008062+0.00051092i,5.1531e-05-8.3362e-05i,-0.00048459-0.00042097i,-0.0010882-0.0003362i,-0.0013977+0.0003819i,-0.0012997+0.00054599i,-0.0005391-3.2546e-05i,-4.4668e-05-0.00045183i,-0.00053083-0.00026121i,-0.00093014+0.00032636i,-0.0010372+0.00044366i,-0.00079913-0.00031722i,-2.4343e-06-0.00085813i,0.00060085-0.00020914i,0.00081215-0.00021616i,0.00018487-0.00022153i,-0.00077105+0.00041501i,-0.0007225+0.00055476i,-0.00032504+0.00022683i
-0.00088207-0.0014722i,-0.00070149-0.0018349i,-0.00047319-0.00022645i,-0.00045924+0.00023651i,-0.00068389-0.00020215i,-0.001813-0.00084519i,-0.0020859-0.00058736i,-0.001337+0.00052962i,-0.00097083+0.00078259i,-0.00094666-6.9638e-05i,-0.00063318-0.00038328i,-0.00049805-0.00014197i,-0.0006065-0.00038799i,-0.00034152-0.0001179i,-0.00038673-0.00027183i,-0.0011931-7.8896e-05i,-0.0013581+0.00016803i,-0.00081549+0.00038212i,-7.9965e-05+0.00083672i,6.3446e-05+0.00044644i,-0.00042938-0.00041189i,-7.0493e-05-0.00055084i,0.0001334+5.7339e-05i
-5.948e-05-0.0020662i,0.00022015-0.002072i,0.0008199-0.0012458i,0.00048868-0.00010947i,-0.00024541+0.00085791i,-0.0014978+0.00087099i,-0.0017932-3.3615e-05i,-0.00081964+0.00019646i,-0.00029511+0.00031574i,-7.8458e-05-0.00022265i,0.00022997-0.00026309i,0.0005306-0.0005145i,0.00039131-0.0005859i,-1.8153e-05+6.1991e-05i,-0.00029428+6.4957e-05i,1.8896e-05-6.8443e-05i,0.0013269+3.8434e-05i,0.0020456+0.00014578i,0.0014624+0.00053157i,0.0005165+6.6076e-05i,-0.00015652-0.00063588i,-0.00032446-0.00050337i,-7.5362e-08-0.00067568i
0.0026828-0.0017091i,0.0013037-0.0016502i,-0.00027664-0.00061523i,0.00033839+0.00033182i,0.00063067+0.00072821i,-0.00028064+0.00080719i,-0.0012303+1.9632e-05i,-0.00045985-0.00036391i,3.3159e-05+0.0003346i,-0.00096447-1.3164e-05i,-0.0013789-0.00090955i,-0.00086144-0.00063379i,4.5141e-05+0.00047912i,-0.00027118+0.00082227i,-0.00060353+0.00016882i,-0.00022289-3.1563e-05i,-9.1241e-05+2.8779e-05i,-0.00030405-0.0001359i,-0.00050654-0.00029416i,-0.0001219-0.0002579i,0.00055958-0.0001713i,0.00082208-0.00023181i,0.00044567-0.00045001i
0.00091107+0.00068826i,0.0012471-0.00010111i,0.00029023+0.00016038i,0.0001085+0.00057227i,0.00012868-0.00013159i,-0.00084706-0.00056272i,-0.0012095-0.00053501i,-0.00067592-0.00034327i,-0.00047008+0.0002105i,-0.00098692+1.3635e-05i,-0.0007401-0.00073878i,-5.4821e-05-0.0010697i,0.00018194-0.00074814i,0.00096843-0.00027603i,0.0015852+7.2218e-05i,0.0010752-3.8045e-05i,0.00018223+0.00015066i,-0.0004732+0.00053427i,-0.00061671+0.00040587i,-0.00059635+0.00016008i,-0.0009728-2.6628e-06i,-0.00045787+0.00025007i,-6.4216e-05-0.0002017i
0.0016836-0.0014422i,0.00076057-0.00088583i,-0.00023889-0.00036038i,-0.00036616-1.1826e-05i,-0.0006635-0.00011823i,-0.0010861-0.00014109i,-0.0010048-6.6799e-05i,-0.00038267-0.00038007i,6.8147e-06-0.00032917i,-4.3709e-05+0.00031251i,-0.00050352+0.00077701i,-0.00088552+0.00034359i,-0.00028007-0.0006819i,0.00048687-0.00097871i,0.00033114-0.00060115i,-0.00031736-0.00040122i,-0.00093338-0.00044812i,-0.0011157-0.00048522i,-0.00084667-0.00027575i,-0.00011834-0.00024476i,-0.00054607-0.00033797i,-0.0007048-9.7621e-05i,-0.0007587-5.5902e-05i
0.0011289-0.00074682i,-0.00027564-0.00015343i,-0.0010787+0.00035274i,-0.00092818+0.00074453i,-0.00044947+0.00030496i,0.00021132-0.00017481i,-4.9359e-05+0.00039436i,0.00021161+0.00017025i,-2.6929e-05-0.00037705i,-0.0010733-0.00036706i,-0.0010952-0.00056707i,-0.00013213-0.00042143i,0.00029994+0.00021681i,-0.00027255+0.00042301i,-0.00073796+3.7131e-05i,-0.00064382-0.0001226i,-0.00095812-2.3011e-05i,-0.00085867-0.00044932i,0.0001343-0.00042785i,0.00034399-0.00046478i,0.00030259-0.00062348i,0.00057804-0.00015175i,0.00026632+0.0002919i
-6.3884e-05-0.0023789i,-0.00026093-0.0031279i,-0.00055125-0.001424i,-0.0012566+8.8812e-05i,-0.0013289+0.00064897i,-0.001084+0.00064534i,-0.00045999+0.00022943i,-0.0005432+6.6998e-05i,-0.0012553-8.9463e-05i,-0.0016674-3.7045e-05i,-0.0011622+0.00040746i,-0.00074929+0.00057261i,-0.00051461+0.00028717i,-0.00015956+0.00033417i,0.00015827+0.00052461i,-4.221e-05+0.00082409i,0.00044215+0.0010234i,0.00034209+0.0013434i,-0.0005082+0.0015554i,-9.0584e-05+0.0012921i,-1.9017e-05+0.00089704i,-0.00018973+6.2284e-06i,0.00022135-0.00061932i
0.00087383-0.002626i,0.00083123-0.0018416i,-0.0006325-0.0006872i,-0.0016316+0.00013266i,-0.0014029+0.00090488i,-0.0012787+0.00065586i,-0.0015954+6.5339e-05i,-0.0019758+0.00015372i,-0.0013376-0.00027503i,-0.00092112+9.9217e-05i,-0.0013367+0.00018045i,-0.00073602-0.00040317i,-9.9839e-05-0.00018029i,0.0007277+0.00010582i,0.0011647+0.00011965i,0.00056638-0.00011313i,0.00034674-0.00055051i,0.00075098-0.00090972i,0.00065357-0.00063354i,-0.00032531-6.736e-05i,-0.00032911+0.0006337i,0.00022061+0.00069973i,-2.2367e-05+9.1713e-05i
0.00097241-0.001444i,0.00024015-0.0014867i,0.00036049-0.0015912i,6.8289e-05-0.0018289i,-0.0006729-0.0019328i,-0.0015018-0.0010784i,-0.0011086-5.811e-05i,-0.00030019-0.0005648i,-0.00036009-0.0012597i,-0.00011235-0.00047979i,-0.00024149+0.00026129i,-0.00097896+5.2388e-05i,-0.00061508+1.5422e-05i,0.00034909-0.00048742i,0.00029967-0.0012835i,0.00011416-0.00062507i,-0.00030255+0.00013242i,-0.00024638-0.00027334i,0.00027207+0.0003169i,0.00030018+0.0011555i,3.0319e-05+0.0011127i,-0.00027572+0.00059539i,0.00050441+0.00065661i
0.0025685-0.00099668i,0.0022788-0.00094814i,0.0008531-0.00021677i,-0.00039297+0.00055827i,-0.00037342+0.00045258i,-0.00062665+5.5106e-05i,-0.0015712+0.00010729i,-0.0017498+0.00012711i,-0.0013315-0.00044686i,-0.00054388-0.00093811i,-0.00084659-0.00061632i,-0.00083243-0.00034295i,-0.00057891+0.00011157i,-0.00086435+0.00027172i,-0.00081854-8.7133e-06i,-0.0001514-5.497e-05i,-0.00028626-0.00011788i,-0.00025204+8.3074e-05i,-0.00010448+8.1045e-05i,-0.00035188-3.0779e-05i,-0.00034846-0.00029814i,-0.00039921-0.00051393i,-0.00034761-2.4048e-05i
0.00035343+0.00098011i,0.00032794+0.00093352i,-8.9791e-05+0.00022929i,0.00038608-7.1967e-05i,0.00023126+0.00019423i,-0.00080191-0.0002006i,-0.0010055-0.00087612i,-0.00033738-0.00058829i,-0.00021411+0.00017311i,-0.00065904-0.00026869i,-0.00076981-0.0013211i,-8.739e-06-0.0010786i,0.00030428+2.5634e-05i,0.00041594+0.00020081i,9.7558e-05+8.8676e-05i,-0.0001784+0.00045593i,0.00080395+0.00065581i,0.00076466+0.00014223i,3.6676e-05+5.3778e-05i,-0.00062448+0.00084746i,-0.0011407+0.001145i,-0.00058379+0.0012782i,-2.3769e-05+0.00087646i
0.00032308-0.00053665i,0.00010399-0.00092594i,-0.00059381-0.00039385i,-0.00050914-0.00042168i,-0.0008743-0.00048639i,-0.0012743-0.00014383i,-0.00091993+0.00022009i,-0.00046861+0.00028488i,-0.0005502-5.4421e-05i,-0.0013156-0.00059855i,-0.0015743-0.00049519i,-0.00098935+4.751e-05i,-9.4679e-05+0.00010314i,-0.00014718+9.5787e-05i,-3.5754e-05+0.00055137i,0.00035994+0.00061333i,0.00027242+9.7286e-05i,0.00061234+0.00015336i,0.00097341-9.6604e-05i,0.0010335+0.00029799i,0.0006424+0.0009539i,0.0003707+0.00010371i,0.00029999-0.00051827i
-0.00059306-0.0018075i,-0.0016264-0.00091539i,-0.0015385-0.00053923i,-0.0010778-6.8939e-05i,-0.0011952+0.00046231i,-0.0011902+0.00055605i,-0.0003905-0.00028778i,-0.00049994-0.0010316i,-0.0011239-0.00082106i,-0.0007983+1.6774e-05i,-0.00039007+0.0001486i,-7.4538e-05-0.00011999i,0.00076128+0.00030023i,0.0007469+0.00066218i,6.2e-05+0.00037241i,-3.4625e-06-3.9012e-05i,9.4346e-05-0.00038498i,0.00047737-0.00048487i,0.00032824-0.00068942i,-0.00015636-0.00075124i,-7.1599e-05-0.00021726i,0.00048485+0.00037516i,0.00049258+0.00021005i
0.0027666-0.0024341i,0.0020746-0.0030556i,0.00093519-0.00070874i,0.00065138+0.00067061i,0.00059193+0.00080307i,0.0003262+0.00049512i,-4.5782e-05+0.00072101i,-3.9846e-06+0.00038741i,0.00021453-0.00057447i,-0.00016967-0.0014349i,0.0003367-0.00139i,0.0010706-0.00035419i,0.00068771+2.1234e-05i,0.00030492+0.00042933i,-9.9332e-06+0.00057717i,0.00017544+9.8093e-05i,0.00060379-9.6102e-05i,0.00044349-0.0004515i,-8.6278e-05-2.2691e-06i,0.00017288+0.00016627i,-5.1536e-05-0.00068584i,-0.00051466-0.00064431i,-0.00032574-0.00057335i
0.0036263-0.00015994i,0.0023414-0.00036587i,-7.4152e-05-0.0008538i,-0.0015153-3.6535e-05i,-0.0021177+0.0005076i,-0.0019262-0.0001685i,-0.0019105-0.00055336i,-0.00090987+0.00012959i,-0.00039631-0.00020847i,-0.0010384-0.000729i,-0.00059186-0.00069905i,0.00033903-0.00093903i,0.0012711-0.00077534i,0.0012671-0.00015526i,0.00032861+0.00023862i,-1.7667e-05-0.00017963i,0.00022107-0.00044066i,0.00015395-0.00066479i,-6.1302e-05-0.00069538i,-0.00019197-4.7599e-05i,-0.00042587+0.0004165i,-0.00058478+0.00047595i,-0.0005039+0.00041204i
