0.0012134+0.00011999i,0.0013219-0.0021265i,0.00087989-0.0030589i,0.00053625-0.0025084i,-0.00026059-0.00084349i,-0.00064389+0.00047286i,-0.00063388+0.0013357i,0.00038535+0.0021593i,0.0016505+0.0015263i,0.0015794-0.0001205i,0.00076012-0.001078i,-4.2924e-05-0.0011296i,-0.0010215-0.00075335i,-0.00040864-0.00088641i,-0.00013667-0.0011017i,-0.001143-0.00060426i,-0.001014-6.8947e-05i,-5.0796e-05+1.2539e-05i,0.00065495+0.00058319i,3.5943e-05+0.0010467i,-0.00028909+0.00069931i,-0.00012086-0.00048151i,-0.0002587-0.00082937i
0.000106+6.3532e-05i,0.0009275+0.00023944i,0.0015723-0.00047158i,0.00087695-0.00084307i,-0.00035556-0.00058463i,-0.00021941-0.00063792i,0.00030367-0.0007344i,-8.3134e-05-0.00050469i,6.3107e-05-1.3368e-05i,0.00044928+2.5197e-05i,7.7601e-05-0.00023477i,0.00025393-0.00052351i,0.00016861-0.00068903i,-0.00049111-0.00041235i,-0.00043914-6.8175e-05i,0.00011421-0.0002841i,0.00042743-0.00074648i,0.00075506-0.00092565i,0.00059245-0.00078405i,0.00077233-0.00033106i,0.00063212+0.00019213i,-2.7956e-05+6.2978e-05i,-0.00012791-0.00036787i
3.5675e-05-0.0024021i,-0.0010297-0.0039218i,-0.0022595-0.0041024i,-0.0032808-0.003418i,-0.0032981-0.0019323i,-0.001638-3.27e-06i,-0.00010091+0.0008596i,-0.00021354+0.00092002i,3.1082e-05+0.00064102i,0.00072649+0.00019803i,0.00011231-0.00014484i,-0.00048347-1.0642e-06i,-0.00016298+0.0010075i,-0.00031423+0.0013913i,-0.00019779+0.00073472i,7.4966e-05+0.00040526i,0.00023716+0.00016834i,0.00061662+0.00034776i,8.4851e-05+0.00079919i,-0.00063612+0.0003681i,-0.00067271-0.00010027i,-0.00061127+0.00056132i,-0.00048898+0.00046442i
-0.00012235-0.002726i,0.00075514-0.0033906i,0.0023844-0.0037686i,0.0027354-0.0032177i,0.00082511-0.0025376i,-0.0010654-0.0019327i,-0.0013098-0.00068474i,-0.00075566+0.00028057i,3.3548e-05+0.0004058i,0.00091339+0.00019052i,0.0012848+0.00032743i,0.00063717+0.00040691i,-0.00034421+0.00054501i,-0.00022411+0.00066353i,0.00040258+0.00048044i,-5.5059e-05+0.00015264i,-0.00048223-5.0576e-05i,-3.198e-05-1.6767e-05i,5.4538e-05+0.00065102i,-0.00050959+0.00099308i,-0.00060477+0.00086099i,5.3715e-05+7.042e-05i,0.00049694+0.00012981i
0.0016447-0.0018199i,0.0025059-0.0013111i,0.0021065-5.6739e-05i,0.00095567-0.00025542i,8.21e-05-0.00045749i,0.00069851-0.0006455i,0.00051485-0.00080158i,-0.00066731+0.00042717i,0.0002944+0.00023288i,0.00096337-0.0010297i,0.00031992-0.00045147i,-0.00036386+0.00023297i,-0.00097448-7.5922e-05i,-0.0010349-0.00023109i,-0.0007655-0.00038246i,-0.00080475-5.3002e-05i,-0.00081574-0.00039302i,-0.00042117-0.00072847i,-4.8397e-05-0.0010477i,-0.00033667-0.00074694i,-0.00087572+0.00044915i,-0.00072236+0.00068597i,-0.00016023+8.5001e-05i
0.0016653-0.0024658i,0.00076557-0.0037932i,-0.00067045-0.0038559i,-0.0021923-0.0033855i,-0.0025627-0.0025841i,-0.0015702-0.00071502i,-0.0013842+0.00031892i,-0.00087455-4.0489e-05i,0.00052295-0.00040985i,0.00056979-0.00084954i,-1.2657e-05-0.0012896i,1.4867e-05-6.5879e-06i,-3.2656e-06+0.00088147i,-0.00018888+0.00037292i,-0.00080454+0.00023887i,-0.00087016+0.00091943i,0.00021806+0.00078889i,0.00051404-0.00058208i,-0.00049013-0.00058536i,-0.00051114-0.00014759i,0.00019338-0.00048542i,0.00040287-0.00051512i,-0.00039421-3.3516e-05i
0.0002678-0.002132i,0.00092843-0.0035245i,0.0013383-0.0034677i,0.0013059-0.0023937i,0.00041408-0.00029283i,0.00024134+0.00075472i,0.00036258+0.00026892i,-0.00017614+0.00030324i,9.3608e-05+0.00037675i,0.00025098+0.00049787i,-0.00030002+0.0002848i,-0.00010992+0.00011029i,-6.1942e-05-0.00013401i,-0.00010429-0.00017334i,0.00043061+3.7485e-05i,0.00060945+6.5531e-05i,0.00038749+0.00041759i,-6.0215e-05+0.00085673i,-0.00020416+0.00077756i,0.00011957+0.00064629i,-0.00018786+0.00062193i,-0.0007067+0.00031964i,-0.00027917+0.00020846i
0.00098004-0.0021244i,0.0016199-0.0038474i,0.0013338-0.0045106i,0.00062452-0.0022021i,-0.00060347+0.00012632i,-0.00089535+0.00028632i,2.4346e-05+0.00020212i,-0.0002143+0.00049473i,-0.0004031+0.00037257i,-0.00018944+0.0001249i,0.00016123+0.00020366i,-1.159e-05+0.00029389i,-0.00015695+0.00081781i,2.9341e-05+0.00073772i,0.00072077+0.00040947i,0.0008957+0.00011818i,0.00096169+6.5837e-05i,0.00085653+0.0002599i,0.00048535-0.00017537i,9.0864e-05-2.5262e-05i,-0.00022123-3.3578e-05i,-0.00020223-0.00025072i,-0.00069476+0.00011528i
0.0003139+0.00013463i,0.00092959-0.001186i,0.00027874-0.0015808i,-0.00067562-0.0015488i,-0.00011244-0.00072199i,-0.00030657-0.00028235i,-0.00042958-0.00033913i,0.00019721+0.00036691i,0.00045124+0.00072533i,-0.00016679+0.00016059i,-0.00066947-7.1816e-05i,-0.00072516+7.4282e-05i,-0.00073529-0.00011077i,-0.00057248+0.00020289i,-0.00078833-2.6262e-06i,-0.0008369-0.00028294i,-0.00019502-0.00047883i,-0.00046677-0.00027389i,-0.0009724+0.00013416i,-0.00024007+0.00030807i,0.0004127+0.00084094i,-8.4986e-05+0.0010412i,-0.00053661+0.00010587i
0.0004681-0.0008198i,0.001527-0.00091981i,0.0021772-0.0012353i,0.0012597-0.0022676i,-0.00051083-0.0021316i,-0.0015003-0.0016421i,-0.0013532-0.0016947i,-0.0010771-0.00081085i,-0.00050783-2.9854e-05i,-4.4311e-05-0.00066897i,0.00015103-0.00059645i,-0.00035509-0.00041003i,-0.00028088-0.00029522i,-3.0852e-05+6.7359e-05i,-0.00047103-0.0005173i,-7.6248e-05-0.00068673i,0.00046704+0.00026578i,0.00014523+0.0008579i,0.00020649-0.00019044i,0.00092396-0.0011744i,0.00054782-0.00035785i,-0.00013177+0.0007577i,0.00051502+0.00062885i
0.00061029-0.0020811i,0.00048432-0.0031332i,-0.00025455-0.0039678i,-0.00076206-0.0027769i,-0.00032811-0.0010289i,-4.4281e-05+2.772e-05i,0.00018367+0.0005896i,0.00063359+0.00082914i,0.00062728+0.00039432i,0.00053021+0.0003104i,0.00050623+0.00041516i,0.00014605+0.00055394i,-0.00021374+0.0010872i,-0.00049693+0.0012396i,-0.00085979+0.000738i,-0.00074283-5.0613e-05i,-0.00016192-0.00062666i,-0.00013019-0.00035588i,-0.00040722+3.6846e-05i,-0.00088336+0.00022876i,-0.00032593+0.00057504i,0.00034719+0.00032625i,0.00016052-0.00019314i
0.0013915-0.0028451i,0.0022754-0.0037256i,0.00093407-0.0036599i,-0.00046178-0.0019959i,-0.00074502-0.00053626i,-0.00086809-6.4147e-06i,-0.0006518-8.3634e-05i,-0.00025752-4.0444e-05i,-0.0005846+0.00024086i,-0.00067043-0.00033839i,-0.00022309-0.00056403i,0.00033147+0.00029247i,0.00043466+0.00011356i,0.00019607-0.00057304i,-8.3942e-05+0.00020485i,-0.00024368+0.00016449i,0.00036861-0.00061701i,0.00085439-0.00043997i,0.00016202-0.00016835i,-0.00038286+0.00011011i,-0.00039766+0.00034308i,-0.00034061+0.0001118i,-0.00034008-0.00067859i
0.00062633-0.0033626i,0.0010331-0.0034948i,0.00081984-0.0032031i,0.00033713-0.0021196i,0.000221-0.00039443i,0.00038836-0.00020985i,0.00016968+0.00022543i,0.00023743+0.00044969i,0.00055083-0.00045062i,0.00010364-0.00032394i,-0.00046353+0.00032096i,-0.00029902+7.4214e-05i,-0.00024041-0.00033368i,6.6869e-05-0.00036213i,0.00081064+3.2588e-05i,0.00059853+0.00025398i,-0.00025585-2.8678e-05i,-0.00047667-0.00046629i,-0.00023458-0.00075987i,7.7837e-06-0.00052241i,0.00018109-8.321e-05i,-3.4577e-05+0.00060589i,0.00034757+0.00084371i
0.0004568-0.0017147i,0.00058719-0.0013399i,6.658e-06-0.0022739i,-0.00046272-0.0017297i,-0.0012572-0.0004601i,-0.00069774-0.00080717i,-0.00080114-0.00071164i,-0.0016419+0.00018416i,-0.00063367+0.00056892i,-0.0002766+0.00055006i,-3.5407e-05+0.00048667i,0.00059276-3.6412e-05i,0.00046693+5.6054e-05i,5.0475e-05+0.00014929i,0.00036899+0.00013029i,0.00049928+0.00010347i,8.143e-05-0.00032356i,0.00030285-0.00028681i,0.00010043-0.00024183i,-0.00088881-0.00042554i,-0.00091467-0.00038944i,-0.00049241+0.00021814i,-0.00063965+0.00053749i
-0.00093229+0.00049613i,-0.0010113-0.001271i,-0.00010827-0.0019038i,0.0010278-0.0021142i,0.0011005-0.00065351i,0.00072313+0.00098755i,-4.0304e-05+0.0011445i,-0.00071254+0.0011173i,-0.00065217+0.00072981i,0.00045438-0.00012072i,0.00059778-0.00023594i,0.00032772+3.8291e-06i,8.4557e-05+2.8135e-06i,-0.00024255-0.00017398i,0.00059354-0.00022678i,0.00085273+0.0012041i,0.00053428+0.0011171i,0.00024492-9.8001e-05i,-7.1514e-05-0.0005573i,-5.9011e-05-6.7355e-05i,0.00041012+0.00096053i,0.000605+0.0010778i,0.00065831+0.00021828i
0.00016218-0.0005851i,-0.00031377-0.0024988i,8.47e-05-0.0026349i,0.00022717-0.0013259i,-6.3304e-05-0.00056494i,-0.00059295-0.00031815i,-0.0008429-7.192e-07i,-0.00073173+0.00083182i,-0.00071263+0.00059547i,-0.00092411-0.00043503i,-0.00060898-0.0011944i,8.3948e-05-0.00085991i,-8.7602e-05+0.00010118i,-0.000537+3.8254e-05i,-0.00094027-0.00013133i,-0.00043696-0.00055117i,0.00022847-0.00062645i,3.7154e-06+2.4761e-05i,-9.7169e-05-9.2968e-06i,-0.00027159-0.00054746i,-0.00036825-0.00043845i,-0.00025055-0.00032558i,-8.6744e-05+4.0793e-05i
0.0012249-0.0021179i,0.00087463-0.0037041i,-0.00035716-0.0039765i,-0.0018305-0.0023227i,-0.0019762-1.3799e-05i,-0.0011559+0.0011159i,-0.00030579+0.00064242i,-0.00018579+0.00039763i,-3.5875e-05+3.5647e-05i,0.00042348-0.00037343i,0.00043487-3.9e-05i,-0.00014668+0.00068622i,-0.00026031+0.00060694i,0.00027279+0.0006993i,0.00058157+0.00049262i,0.00066658-7.1364e-05i,0.00042573+0.00027545i,0.00052535+0.00022224i,0.0007537+0.00011307i,0.00064147-1.3386e-06i,-0.00016669+5.2551e-05i,-0.000637+0.00033821i,-0.00056689+0.00018711i
0.00067659-0.0023542i,0.00096836-0.0033498i,0.00094255-0.0033946i,0.00067606-0.0029479i,-0.00050291-0.0024496i,-0.00085347-0.00095764i,-0.00031584-0.00025716i,0.00011971-0.0006506i,0.00039321+3.4505e-05i,0.00050826+0.00032142i,0.00017324+0.00012305i,-0.00027734-0.00011074i,-0.00024167-0.00098093i,-0.00063392-0.0015232i,-0.0011572-0.00077689i,-0.0006808-0.00020318i,-0.00053044-0.00032161i,-0.00028841-0.00059691i,0.00016504-0.00049367i,0.00043419-0.00043632i,0.0010997+0.0001153i,0.00082449+0.00088547i,-0.00026657+0.00062917i
0.0017915-0.000726i,0.0019754-0.0012171i,0.00054677-0.00015975i,-4.877e-05+0.0004147i,0.00024376-0.00015265i,0.00042272-0.0010533i,-0.00010216-0.00037576i,-0.00073595-6.5272e-05i,-0.00029484-0.00057593i,0.00034175-0.00028991i,0.00014623+0.00043897i,-0.00029743+0.00077532i,-0.00068969+0.0005269i,-0.00046649-0.00055139i,-9.045e-05-0.0010735i,-0.00036068-0.00064551i,-0.00010102-0.00035659i,1.8551e-05-0.00044199i,-0.00043295-0.00052194i,-0.00064743-0.00037049i,-0.0005195-0.0006285i,-0.00062529+0.00010218i,-0.00083032+0.00023258i
0.0015627-0.00063634i,0.0017559-0.0017226i,0.00032117-0.0035234i,-0.00071345-0.002817i,-0.00060979-0.00069361i,-0.00011037+0.00073781i,-2.6329e-05+0.00099126i,0.00031612+0.00073081i,0.00038673+0.00079138i,0.00058085+0.00064643i,0.00028558+0.0001192i,-2.2911e-05+5.1407e-06i,0.00049909-8.562e-05i,0.00060283-0.00027741i,0.00038363+0.00027707i,9.742e-05+0.00013667i,-0.00020536+0.00019339i,-4.3478e-05+0.00070627i,0.00047642+0.00093172i,0.0006428+0.00087916i,-0.00014658+0.00050135i,0.00023049+0.00052932i,0.00060734+0.00042597i
0.00053834+0.0016086i,0.00084847-1.8977e-06i,0.0015659-0.0018045i,0.0016442-0.0029132i,0.00072834-0.0028545i,-0.0002028-0.0021864i,-0.00091997-0.0010531i,-0.0013896-9.0849e-05i,-0.00085365+5.385e-05i,-7.9237e-05+1.77e-05i,-0.00074184+0.00036218i,-0.00083528+0.00047469i,-0.00082936-0.00072543i,-0.0011936-0.0014914i,-0.00048322-0.0007365i,-4.8729e-05-0.00081971i,0.00012991-0.00040674i,-0.0001888+0.00024563i,-0.00073373-0.00024153i,-0.00060287-2.1379e-05i,-0.00042587+0.00057632i,-0.0004222+0.0010011i,-0.00015012+0.00088562i
0.00057315-0.0019695i,0.00083829-0.0015212i,0.00064007-0.0018549i,-0.00084369-0.0010005i,-0.00079692+0.000939i,0.00055287+0.0010349i,0.00046423+0.00041805i,0.00039861+1.0653e-05i,0.00033866+0.00029687i,-0.00057029+0.0011077i,-0.00063616+0.0014868i,-0.00017141+0.0011342i,0.00010841+0.00065384i,0.00012536-9.356e-05i,-0.0001118-7.189e-05i,-0.0004136+0.00035245i,-0.00062421+0.00075938i,-0.00070588+0.001015i,-0.00067982+0.00029797i,-0.00040819-0.00031499i,5.2689e-06-0.00025317i,-0.0004687-0.00020827i,-0.0010896-0.00065515i
0.001635-0.0037883i,0.00096557-0.0056882i,7.9509e-05-0.0066694i,-0.0014516-0.0051343i,-0.0021486-0.0014233i,-0.0009273+0.0011472i,1.188e-05+0.0013402i,0.00067731+0.00094943i,0.00084059+0.00056683i,6.1797e-06+0.00051299i,-0.00063135+0.0012101i,-0.00052617+0.0016594i,2.4768e-06+0.0015274i,0.00040986+0.00032427i,0.00034324+0.0001335i,0.00037169+0.00036197i,0.00038453+0.00018714i,-0.00026225+0.00078682i,0.00019014+0.0012213i,0.00040594+0.00019331i,-3.0704e-05-0.0011746i,0.00028449-0.00086905i,0.00033384-0.0002613i
-0.0011465-0.001878i,-0.00041801-0.0026615i,-0.00033449-0.0017872i,-0.00095664-0.0021127i,-0.00054861-0.0021844i,-0.00071691-0.0010835i,-0.0010056-0.0010105i,-0.00091511-0.00083697i,-0.00066038-0.00041477i,0.00011145-0.00036264i,0.00033454-0.00035014i,0.00030643-0.0006142i,1.7283e-05-0.00057626i,-0.00057532-0.00084155i,-0.00023844-0.00099365i,-6.127e-05-0.00031327i,0.00011329+0.00044834i,0.00053791-0.00013893i,7.6345e-05-0.00057552i,-0.00017966-0.00042384i,-0.00025644-0.00052246i,-0.00035165-0.00049263i,0.00051318-0.00023208i
0.00038441-0.00041076i,0.00053572-0.00046803i,0.0013311-0.00031824i,0.0010677-0.0006377i,0.00035036-0.0010033i,0.00060804-0.00073943i,0.00059405-0.00029281i,-0.00037021+0.00049903i,-0.00043573+0.00047874i,-7.5082e-05-7.2965e-05i,-0.00020306-0.00054193i,-0.00035257-0.00048356i,-6.8823e-05-0.00067423i,-0.00039214-0.0013568i,-0.00055533-0.0017403i,-0.0001914-0.00093948i,0.00037732-0.00062998i,0.00054757-0.001049i,0.00072173-0.00081367i,0.0013013+4.4945e-05i,0.00082468+0.00010665i,-5.2874e-05-0.00047516i,-0.0006413-0.00069823i
0.00027122-0.00049192i,0.00080839-0.00077924i,0.0017764-0.00047562i,0.002182-0.00086732i,0.0019753-0.0014038i,0.00095798-0.0020245i,-0.00018192-0.0012846i,-0.00056309-0.00015552i,-8.5833e-07+4.0717e-06i,0.00041174-0.0002264i,0.00018156+0.00031199i,0.00061089+7.7754e-05i,0.00090929-0.00059863i,0.00057633-0.00056139i,0.00048921-0.00010531i,-0.00013339+0.00020064i,-0.00083507-0.00025291i,-0.00021995-0.00088846i,-0.0003927-0.00060809i,-0.00065253+0.00022607i,6.345e-05+0.00050165i,-0.00043021+0.00058692i,-0.0005532+0.00034614i
0.003488-0.0011481i,0.0043589-0.0025602i,0.0028006-0.0044221i,0.0004857-0.0040794i,-0.00053906-0.0016372i,-0.001004+2.0864e-05i,-0.00064933+2.6018e-06i,0.00057383+0.00028981i,0.0014223+0.00097027i,0.00076506+0.00035957i,-2.4229e-05-0.00053878i,-2.2951e-05-0.00050157i,-0.00071809+2.7715e-06i,-0.00094986+0.00026925i,-0.00044331+0.00021696i,0.00016758-0.00033903i,0.00070114-0.0004874i,0.00076486-0.00040785i,0.00050402-0.00091996i,0.0005408-0.0011291i,-5.9922e-05-0.001212i,-0.00064483-0.00030012i,-8.0458e-05+0.00077409i
0.0011716-0.001737i,0.0012479-0.0020718i,0.00047639-0.0031624i,-0.00053297-0.00203i,-0.00040389-0.0012093i,0.00016238-0.00030842i,0.00015514+0.00065726i,0.00035473+0.00050415i,0.00064903-4.1296e-05i,-0.00023412-0.00084906i,-0.0012305-0.00065796i,-2.219e-05+0.0005257i,0.0011188+0.0013603i,0.0011415+0.0012932i,0.00032431+0.00077439i,-7.9111e-05+0.00046153i,0.00055187+0.00029902i,0.00089771-0.00031273i,0.00078006-0.0011368i,0.0005266-0.0007946i,0.0002896+1.0714e-05i,-0.00010316+0.00089458i,-0.00027231+0.0012484i
0.00064936-0.00033386i,0.0012594-0.00020416i,0.0013813-0.0012308i,0.00028611-0.0015631i,5.5541e-07-0.0010765i,-0.00058342-0.0012644i,-0.0012111-0.00061682i,-0.00088241+0.00059259i,-0.00025395+0.00064716i,-4.8246e-06+0.0004902i,-0.00053811-0.00031248i,-0.00056483-0.0005199i,-0.00068805+0.00072363i,-0.00089169+0.0010868i,-0.00029725-0.0003192i,0.0002219-0.00049851i,-0.00034596+0.00026179i,-0.00016741+0.00042198i,9.8606e-05+0.00061402i,-0.00039601+0.00085191i,-0.00040098+0.00046338i,-0.00059016-0.00029788i,-0.00027976-0.00061257i
-0.00038358-0.001008i,-9.8131e-05-0.0016408i,-0.00022021-0.0027799i,-0.0010992-0.0028561i,-0.0018168-0.0010434i,-0.0012286+0.00038066i,-0.00027755+2.4767e-05i,0.00031953+3.3772e-05i,0.00070309+0.00016026i,0.00090008+0.0004131i,0.00078438+0.00071246i,0.00014733+0.00025156i,-0.00064697-0.00046858i,-0.00039049-0.00028266i,8.8699e-05+0.00047791i,-0.00084567+0.00041764i,-0.00093318+5.5499e-05i,-7.1382e-05-0.00023983i,0.00051856-7.7248e-05i,-2.8321e-05+0.00060919i,-0.00021822+0.0010118i,-0.00020959+0.00049095i,3.217e-05+0.00018167i
-0.00016894-0.001968i,0.00068738-0.0026579i,0.00083515-0.0023961i,-0.00081401-0.0022473i,-0.0021955-0.0021037i,-0.0024237-0.00069372i,-0.0014031+0.00062968i,-0.0004053+0.00084905i,0.00049813+0.0010267i,0.00058637+0.0011284i,-0.00039277+0.00059709i,-0.00075593+0.00030659i,-0.00038718-0.00035245i,-8.2186e-05-0.00030647i,0.00010993+0.00082204i,0.00018254-0.00012111i,0.00018423-0.00059088i,-0.00025615+0.00021622i,-0.00061105+0.00043663i,-0.00072095+0.0010259i,-0.00042599+0.00051082i,0.00034877+0.00023299i,6.0612e-05+0.00041397i
0.0015807-0.0041955i,0.00016449-0.0046359i,-6.1897e-05-0.0050561i,0.00015777-0.0043959i,1.4256e-05-0.0024481i,-0.00043798-0.00060697i,-0.00078189-0.00015299i,-2.4908e-06-0.00020912i,0.0001849-0.00063109i,0.00027934+6.9738e-05i,0.00038276+0.0010525i,-0.0002179+0.00052521i,-1.5219e-05-0.0002413i,0.0011896+0.00034356i,0.0016475+0.00040444i,0.0012308-0.00020513i,0.00012286-0.0003152i,-0.00062822-0.00047037i,-0.0010308-0.00073869i,-0.00043009-9.7622e-05i,0.00040112+0.00085911i,-0.00021884+0.0016033i,-8.4622e-05+0.0015237i
0.0021535-0.0022865i,0.0024322-0.0034873i,0.0027462-0.0029642i,0.0017566-0.0026904i,0.00016179-0.001751i,-0.00097865-0.00075554i,-0.00045619+9.586e-06i,0.00059662+0.0012387i,0.00064246+0.0012767i,0.00016473+0.00036583i,-1.8503e-06-0.00030451i,0.00018551-0.00046716i,-0.0001697+0.00026643i,-0.00065264+0.00056215i,-0.00049726-0.00086895i,-7.7978e-05-0.001112i,0.00062254+2.9839e-05i,0.0011366+0.00064978i,0.00034704+0.00078711i,-0.0001909+0.00082228i,-0.0002396+0.00059845i,-0.00025162+0.00013227i,0.0003181-4.7121e-05i
0.0030738-0.0019492i,0.0029958-0.002692i,0.0006845-0.0033946i,-0.00084841-0.002889i,-0.0012682-0.00098314i,-0.0015306+0.00086203i,-0.0010242+0.0010832i,-0.00014284+0.0006054i,0.00072456+0.00049305i,0.00049759+0.00025389i,-0.00057292-0.00043434i,-0.0012136-0.00044779i,-0.00092051+0.00033255i,-0.00083779+0.0010459i,-0.0012018+0.00072132i,-0.0010335-6.9809e-06i,-0.00010468-0.00074688i,0.00063088-0.00077531i,0.00037302-0.00043818i,-0.00015662-0.00024977i,-0.00028787+0.00016722i,-7.2548e-05-0.00012053i,0.00026155-0.00047624i
0.0017543-0.00066148i,0.0016277-0.0020577i,0.0010431-0.0029165i,-4.5065e-05-0.0024465i,-0.0010334-0.0010685i,-0.0010683-0.00057432i,-0.00060026-0.00075716i,0.0001749+0.00012602i,0.00088327+0.00042549i,0.00066271+0.0002002i,9.304e-06+0.00019627i,-0.00033777+0.00026055i,-0.00068394-0.00010624i,-0.00030709-0.00019424i,0.00066785-0.00027956i,0.00034269+0.00034214i,5.6436e-05+0.00077118i,0.00024976+0.00018442i,0.00021433+6.4242e-05i,3.7039e-06+0.00029665i,0.00016999-0.00010278i,6.2487e-05-0.00016618i,-0.0006052+0.0001148i
0.0025234-0.0018418i,0.0015668-0.0028326i,0.00033285-0.0034677i,0.00024489-0.0032549i,-5.1499e-07-0.0015942i,-0.00082319-1.3973e-05i,-0.0010701+0.00072855i,-0.0010828+0.0013081i,-0.00022676+0.00096839i,0.00021306+0.00048973i,-0.00042126+0.00065776i,-0.00083223+0.00015989i,-0.00052165+0.00066523i,0.00017008+0.0012327i,0.00056498+0.00043583i,0.00086505-0.00012797i,0.0015124+0.00010193i,0.0011601-7.4824e-05i,-0.00011471-0.00025259i,-0.0003706-8.3291e-05i,7.6513e-05-0.00013447i,0.00023012+0.00032354i,0.00012016+0.00068796i
0.001878-0.00068296i,0.0023463-0.0010433i,0.0018214-0.001299i,0.00072507-0.0018105i,-0.00023476-0.0015944i,-0.00024732-0.00037995i,0.00012299+0.00058823i,4.7267e-06+0.0008239i,-3.1609e-05+0.00039539i,0.00053086-0.00030204i,0.00095641-0.0005822i,0.00082663-0.00055589i,-2.6637e-05-0.00055258i,-0.00018925-0.00060682i,0.00040587-0.00036466i,0.00045828+2.6642e-05i,0.00025763-0.00016417i,-0.00022351-0.00094102i,-0.00079243-0.00077405i,-0.00041209+0.00022913i,2.7003e-05+0.0006872i,-0.00017101+0.00045627i,-0.00012932+1.2442e-05i
0.00059924-0.00030398i,0.0012898-0.0012128i,0.0018602-0.001332i,0.001551-0.0012509i,0.00060562-0.0015523i,-0.00049283-0.0010239i,-0.001566-4.5507e-05i,-0.00098682+0.00041626i,0.00047434+0.00029797i,0.00048323+2.2548e-05i,5.1168e-05-0.00030481i,-0.00050132-0.0003415i,-0.0010394-0.00076703i,-0.0013807-0.00091785i,-0.0014558-0.00071979i,-0.00094696-0.0006356i,-0.00021578-5.6076e-05i,9.6238e-05+0.00056113i,-0.00032795-0.00022704i,-0.00080084-0.00024849i,-0.00088573+0.00059821i,-0.00077287+0.00072954i,-0.00093756+0.00045824i
0.0024476+0.00050155i,0.0019563-0.0011968i,0.001345-0.0021216i,0.00044999-0.00156i,-0.00045657-0.00065468i,-0.0011473+0.00015953i,-0.00072268+0.00011846i,0.0005231-0.00045997i,0.00072187-0.00037258i,0.00028019-0.00041949i,0.00010941-0.00048456i,-0.00021166-0.00043742i,-0.00031847-0.00069153i,-0.0001554-0.00034741i,-0.00056184+0.00020785i,-0.0005799+0.00039202i,-0.0003628+0.00022822i,-0.00030722+0.00033254i,-0.00027695+0.00057961i,-0.00033349+0.00019163i,-0.00035504+0.00011853i,-0.00031684+0.00039632i,-0.00011991+0.00049464i
0.0010263-0.0027237i,0.00093372-0.0033351i,0.00097802-0.0037679i,0.00070494-0.0032284i,0.00058659-0.0022471i,0.00062373-0.0020256i,0.00049259-0.001543i,9.1148e-05-0.00018976i,0.00031447+0.00087096i,0.00051038+0.00037035i,0.00016248-2.272e-05i,-2.1647e-05+0.00069763i,1.7506e-05+0.00058744i,0.00010009-0.00054868i,0.00071322-0.00051753i,0.00067804+2.2146e-05i,0.00022065-0.00051691i,0.00013511-0.0013991i,0.00032798-0.0012162i,0.00034657-8.6512e-05i,0.0002146+0.00039945i,-0.00028169+0.00014209i,-9.0497e-05-8.8711e-05i
-7.9325e-06-0.0014242i,9.8706e-05-0.0020292i,0.00098316-0.002259i,0.0014387-0.00069905i,0.0014852+0.00026798i,0.00086179-9.8798e-05i,-0.00050549-0.00017557i,-0.00053501+8.2706e-05i,3.6525e-05-0.00021786i,-0.00022015-0.00067564i,-0.00041121-0.00051184i,-9.0286e-05-0.00053986i,1.8429e-05-0.00044498i,-0.0003485+5.1556e-05i,0.00081537+0.00025416i,0.0016187+7.2308e-05i,0.0012838-4.2906e-05i,0.00034655-8.7692e-05i,7.6503e-05-0.0010432i,0.00043308-0.00074924i,0.00023253+0.00068642i,-0.00029437+0.00072668i,-0.00013963+0.0001543i
0.00050683-0.0024459i,-0.00045517-0.0036418i,-0.0020718-0.003133i,-0.0028509-0.0011789i,-0.0017259+0.00077042i,0.00023682+0.00085836i,0.00037445+0.00025674i,-0.00035854+0.00026478i,-0.0005472+0.00054777i,-5.0891e-05+0.0007382i,0.0004359+0.00059139i,0.00024527+0.00065731i,-0.00010334+0.00024522i,0.00054844+2.3263e-05i,0.0010811+0.00038877i,0.0010671+1.1103e-05i,0.0011269-0.00075041i,0.00094911-0.0012806i,0.00067867-0.00069265i,-0.00023501+0.00020442i,-0.00078656-0.00016561i,-0.00059804-0.00068627i,-0.00022504-0.00021813i
0.0015194+5.5593e-05i,0.0017743-0.00074218i,0.0009557-0.0016929i,0.00019721-0.0020142i,-0.00050539-0.0016079i,-0.0013428-0.00018286i,-0.0015538+0.00040145i,-0.00084314-0.00010748i,7.6586e-05-0.00026836i,-0.00010828+0.0002138i,-0.0005257+0.00028011i,-5.6526e-05-0.00023475i,0.00056021-0.00038189i,0.00024274-0.00028866i,-0.00017533+0.00052153i,0.0001066+0.00070762i,0.0001632-9.0481e-05i,-0.00056893-0.00074727i,-0.00051871-0.00094545i,4.1465e-05-0.0002359i,-0.00013093+0.0005597i,-0.00025453+0.001181i,-0.00038384+0.0012278i
