-0.0033688+0.0006394i,-0.0023932-0.00049523i,-0.0029293+5.283e-05i,-0.0017771+0.00049862i,-0.00072364+0.00096347i,-0.0011498+0.0011683i,-0.00075571+0.00081114i,0.00049783+0.00081963i,0.00073338+0.00038996i,9.4744e-05-9.8135e-05i,-0.00018637+6.8576e-05i,4.0984e-05-0.00033i,0.00036668-0.00079258i,-0.00037351-0.00085533i,-0.0011758-0.0011214i,-0.0010616-0.0011075i,-0.0011505+3.6701e-05i,-0.0013095+0.00092292i,-0.0010428+0.00091012i,-0.00073361+0.00077789i,-0.00015829+0.00041848i,0.00051783+0.00023748i,0.00034044+0.00010703i
0.0011399-0.00028823i,0.00061724-0.00029258i,0.00012747-0.0014087i,-0.00055294-0.0020103i,-0.00046492-0.0013787i,-0.0010607-0.0006761i,-0.0014751-0.00010826i,-0.00042096+0.00018466i,-0.0005494-0.00048646i,-0.0012303-0.00072043i,-0.00096894+0.00038029i,-0.00079064+0.00033239i,-0.00085685-0.00020924i,-0.0006252+0.00022597i,-0.00023615+0.00019903i,2.6506e-05-0.000493i,-0.00010024-0.00035575i,-0.00010024+0.00032684i,4.0356e-05+0.00070714i,0.00056011+0.00055071i,0.0012259-9.4689e-05i,0.001191-0.00040513i,0.00084918+0.00019919i
0.00064754+0.0011513i,0.00064601+0.00078828i,0.00029588+1.0222e-05i,-0.00045392-0.00046672i,-0.00092537-0.001267i,-0.00073339-0.0015921i,-0.0012291-0.0011465i,-0.0015465-0.0010762i,-0.00068744-0.0011949i,-0.0002132-0.00081681i,-0.0006629-0.00051535i,-0.00076763-0.0004695i,-0.0012799-7.7933e-05i,-0.0019427+0.0005854i,-0.0013487+0.00051092i,-0.0010409+3.2882e-05i,-0.00036957-4.7724e-05i,0.00016546+0.001052i,0.00031097+0.00075589i,3.7014e-05-0.0006265i,-0.00057226-0.00047228i,-0.00011884-0.00054183i,0.00019122-0.00056058i
0.00058214-0.0036922i,0.001748-0.0031829i,0.0023542-0.0031499i,0.0011543-0.002688i,-0.0010468-0.0019183i,-0.0011389-0.00097907i,-0.00040767-0.00026136i,-0.00081949+0.00017519i,-0.0010256+0.00019467i,-0.001148+3.731e-05i,-0.0010564+0.0009462i,-0.00087451+0.0014045i,-0.0013544+0.00034866i,-0.00094241-0.00064553i,-8.2926e-05-0.00061985i,0.00032101-5.7385e-05i,-1.2571e-05+0.00030618i,1.744e-05+0.00011954i,0.00076375-0.00043847i,8.2784e-05-0.00044004i,-0.00030717+5.5882e-05i,-0.00038975+0.00052977i,-0.00044899+0.00023633i
0.00032934-0.00031522i,-0.0014546-0.00052853i,-0.0029004+3.7894e-05i,-0.0024087+0.0002741i,-0.0019478+0.0002243i,-0.0020665+4.375e-05i,-0.001422-0.00024227i,-0.00059578-0.0003443i,-0.00033723-1.8903e-05i,-0.0006988+0.00088411i,-0.00082331+0.0017483i,-0.00082259+0.0012943i,-0.00089572+0.00043446i,-0.00089986+0.00031404i,-0.00057695+0.00041739i,-0.00031817+0.00017707i,1.2137e-05+7.7891e-05i,0.00026402-1.3567e-05i,0.00036718+4.7462e-06i,0.0002429+0.0001033i,0.00030031-0.00047106i,-0.00012924-0.00072363i,-0.00077313-0.0002045i
0.0007858+0.0026942i,0.0018804+0.0016609i,0.0026501+0.00079452i,0.0027927-1.8132e-05i,0.0018335-0.00081121i,0.00063657-0.0017569i,-4.1276e-05-0.0013908i,-0.0005257-8.5853e-05i,-6.0371e-05-0.00015617i,0.00059423-0.00027204i,0.00015257+0.00010041i,-3.0723e-05+0.00024301i,-0.00048325-0.00016793i,-0.0010367-0.00046481i,-0.0010035+0.00039412i,-0.00096149+0.000822i,-0.00047034+0.00075635i,-0.00057548+0.00025588i,-0.00010375-0.00013247i,0.00083861-0.00036483i,0.00098683-0.00094867i,0.00080527-0.00089609i,0.0003364-0.00038739i
0.00075105+0.00072914i,-0.00012271+0.0016807i,0.00047178+0.0013673i,0.0013846+0.00044266i,0.00090896-0.00030363i,0.00032893-0.00070046i,-0.0001833+0.00018556i,-0.00064946+0.00035989i,-0.00025844-0.00037299i,-0.00069592-0.00061446i,-0.0015205-0.00032316i,-0.00097387+0.00052615i,-0.00017681+0.00092353i,0.00037639-6.9394e-05i,0.00065871-0.00082904i,0.00084285-0.00072332i,0.00070716-0.00010353i,0.00044511+5.2738e-05i,-7.3464e-05-0.00046877i,-0.00049952-0.00073799i,-0.0003154-0.00032326i,7.2297e-05-0.00019807i,0.00045792-0.00076258i
-0.0011812-0.0015979i,-0.0018426-0.0016192i,-0.0024376-0.0021016i,-0.0016021-0.0020453i,-0.00083619-0.00059953i,-0.00098573-3.8977e-05i,-0.00070226-0.0010815i,-0.00084881-0.0012253i,-0.0013792-0.00061487i,-0.0019202-6.3816e-05i,-0.0012566+0.0002937i,-0.00038533+0.00023422i,-0.00065542+0.00015525i,-0.0011079+0.00043657i,-0.00058266+0.00065076i,-8.2901e-06-0.00014198i,7.603e-05-0.00041399i,7.7461e-05+0.00048111i,0.00046891+0.00087581i,0.00053541+0.0002201i,9.9562e-05+0.00027174i,9.4688e-05+0.00032728i,0.00049581+0.00054963i
0.0016243+0.00073756i,0.0020047+0.0016354i,0.0024128+0.0012169i,0.001983-0.00052661i,0.0012466-0.0018076i,0.00031365-0.0023032i,-9.5668e-05-0.0016579i,0.00012285-0.00074467i,5.2119e-05-0.00018538i,-0.00089435+0.00017459i,-0.0015211-0.00029584i,-0.0012734+0.0001263i,-0.00041812+0.00083245i,0.00027017+0.0011279i,-0.00017013+0.0013661i,-0.00049544+0.0013491i,-7.208e-05+0.0012405i,-0.00063763-4.0978e-05i,-0.00062534-0.00052258i,-8.444e-05-0.00072887i,-7.0503e-05-0.00096484i,0.00053104-0.00064653i,0.0009818-0.00031423i
0.00061121+0.0018179i,-0.0013431+0.0013284i,-0.00081964+1.7981e-05i,-5.7084e-05-0.00047002i,0.0002102-0.00078382i,1.8941e-05-0.00091652i,-0.00082749-8.8006e-06i,-0.00061318+0.00052513i,7.6461e-05-0.00031542i,-0.00045063-0.00086651i,-0.0006932-0.00045389i,-0.00094085-0.00020654i,-0.0010107-0.00013246i,-0.00069099-0.0001422i,-0.00083177-4.9249e-05i,-0.00054046+0.00070777i,-0.00061335+0.0010369i,-0.00082254+0.00095808i,-0.00039873+0.00064425i,8.2167e-05+9.9268e-05i,-2.3469e-05-9.2075e-05i,0.00025361+0.00023522i,0.00071186+1.9152e-05i
0.0018987+0.00037623i,0.0027267+0.00051002i,0.0024922+0.00022956i,0.0018709-0.0010569i,0.00076064-0.0015396i,-0.00052407-0.001117i,-7.7519e-05-0.00080167i,0.00096477-0.00054843i,0.00095428-0.00050923i,-5.9518e-05-0.00015817i,-0.00045605+0.00062884i,-0.00021646+0.00082146i,-0.00037654+0.00056678i,-0.00072833+0.00050929i,-0.00072944+0.00030626i,-0.00032689+0.00075977i,-0.00039115+0.001453i,-0.00051087+0.00060748i,-7.756e-05-0.00021343i,0.00015061+6.4078e-05i,-0.00038091+0.00018791i,-0.0006982+0.00037441i,-0.00026028+0.00046278i
-0.00066948-0.0020929i,-0.00064416-0.0018948i,-0.00084812-0.00068279i,-0.0010182-0.00038778i,-0.00060551-0.00065935i,-0.0010482-0.00029838i,-0.00097243-0.00013156i,-0.00011544+0.0001665i,-0.00052503+0.00049582i,-0.001204+6.8734e-05i,-0.0013401+6.545e-05i,-0.00099336-1.1493e-05i,-0.00097153-0.00024255i,-0.00028049+0.00032444i,0.00092382+0.00062431i,0.0010511+6.2292e-05i,0.00085444-0.00050935i,0.00067059-0.00072655i,0.00034512-0.00057268i,-0.00011336-8.1044e-05i,-0.00011796+2.9177e-05i,0.0003704-0.00027781i,-0.00032036-7.8047e-06i
0.0014329-0.00012869i,0.001191-0.0007146i,0.00040963-0.0012313i,-6.8687e-05-0.0015756i,-0.00066869-0.001695i,-0.00082309-0.0016599i,-0.00079984-0.0011466i,-0.00073215-0.00078399i,-0.00058992-0.0003743i,-0.0010856-0.00030669i,-0.00055802-0.00064905i,0.00064056+0.00028315i,0.0011986+0.00010688i,0.0007374-0.00027558i,2.112e-05+0.00015796i,-0.00021619+0.00050039i,-6.9186e-05+0.00058206i,-0.00030344+5.3082e-05i,-0.00025263-0.00020308i,0.00013074-0.00010456i,-0.00080665-0.00091309i,-0.00063264-0.00077687i,0.00032619+7.8063e-05i
0.00036516+0.0027302i,0.00091273+0.0029721i,0.0020467+0.0027894i,0.0023746+0.0020529i,0.001734-2.6958e-05i,0.00081801-0.00098685i,-0.00033785-0.00032656i,-0.0004843+0.00047952i,-3.099e-05+0.00038901i,-0.00033765+8.4987e-05i,-0.00081238+0.00012232i,-0.00010201+8.5443e-05i,-0.00092146-0.00030621i,-0.0015227-1.2643e-05i,-0.00044799+0.00040781i,0.00032954+0.00021607i,0.00060892-0.0006121i,0.00028294-0.0012706i,0.00056327-0.00061016i,0.00022885+7.9568e-05i,-0.00024269+0.0004515i,2.2168e-05+0.0002396i,-5.3377e-05-0.00025397i
-0.00078153-0.0013734i,-0.0018334-0.0015997i,-0.0026212-0.0012051i,-0.0024885-0.00040111i,-0.0013848+0.00013217i,-0.00098513-0.00020244i,-5.6476e-05+0.00033023i,-0.00015676+0.00095913i,-0.0010487-0.00010085i,-0.0015591-0.00080284i,-0.0012214-0.00029121i,-0.00064644+0.00077663i,-0.00052925+0.0012678i,-0.000512+0.00079618i,-0.00013227+0.00025208i,1.6297e-05-0.00024039i,-0.00051992-1.4817e-05i,-0.00021431+0.00097227i,0.00033146+0.0011169i,-5.0724e-05+0.00025679i,-0.00023324+0.00053254i,0.00029397+0.00082853i,0.00085376+0.00038098i
-0.00064393+0.0016677i,0.00032953+0.0012688i,0.0013165+0.0014402i,0.0022719+0.0016114i,0.0021114+0.00010479i,0.00070303-0.0010872i,-0.00090882-0.0015728i,-0.00073036-0.001697i,-0.00014082-0.0016161i,-0.0010474-0.0012612i,-0.0015282-0.0002005i,-0.00085388+0.00073205i,-0.00058298-0.00017164i,-0.00079216-0.00055434i,-0.00053013+0.00044167i,0.0003058+0.00081942i,0.00059208+0.000794i,-9.8963e-05+0.0004883i,-5.0169e-05+5.4196e-05i,0.00027755-0.00038526i,0.00039821-0.00057713i,0.00037799-0.00034645i,0.00023041-7.9316e-05i
-0.0030484+0.00060291i,-0.0027681+0.00061066i,-0.0026661+0.00074532i,-0.0018661+0.0011484i,-0.00097475+0.0015985i,-0.00051676+0.00054391i,-0.00020842-0.00042256i,-0.00030601+0.00014145i,-0.00029929+0.00054977i,-7.6689e-05+0.00071623i,-0.00049947+0.001683i,-0.00025264+0.0010875i,-4.1368e-05+0.00012733i,2.878e-05+0.00020168i,0.00044877-0.00030995i,0.00014591-0.00047252i,-0.000456-0.00027034i,-0.00028858-0.00051488i,0.0010676-0.00062881i,0.00081076-0.00070135i,-0.00038887-0.0010775i,8.8178e-05-0.001002i,0.00073043-0.0011344i
0.0010569+0.0021781i,0.0018142+0.0017802i,0.0036795+0.0017753i,0.0037473+0.00040682i,0.0025827-0.0015204i,0.0012325-0.0024718i,0.0002138-0.0019782i,-0.00051045-0.00046981i,-1.658e-05-0.00039466i,0.00079959-0.0012687i,0.0004641-0.00084282i,-0.00057417-0.00035223i,-0.0013425-7.3641e-05i,-0.0011397+0.00032008i,-0.00042589+0.00059053i,-0.00045065+0.0011524i,-0.00092005+0.00083608i,-0.00038815+0.00036823i,0.00012632-2.7567e-05i,-0.00011438-0.00085582i,-1.3884e-05-0.00059345i,0.00050231-0.00053897i,0.00082044-0.00082671i
0.001654+0.00040622i,0.0014335+0.0016228i,0.00088119+0.00069281i,0.00069841-0.00047048i,-0.00036985-6.045e-05i,-0.00028129+0.00030569i,0.0001097+7.8585e-05i,-3.9959e-05+0.00065395i,0.00024676-2.5239e-05i,-0.00038139-0.0010337i,-0.0010089-0.0004464i,-0.0012167+0.00049033i,-0.0015421+0.00039418i,-0.0013534-0.00082276i,-0.00041007-0.0012998i,5.3075e-05-0.00013384i,4.6892e-05+0.00063214i,-0.00019332+0.00049625i,-0.00053703-0.00092196i,0.00032917-0.0014904i,0.0010226-0.0002453i,0.00048453+5.8085e-05i,-0.00022684+2.4488e-05i
-0.0013467-0.00051614i,-0.0017561-0.00046864i,-0.0016936-0.00084695i,-0.00099283-0.00020119i,-0.00054509+0.00025983i,-0.00017084-0.00020436i,-0.00037219-9.8729e-05i,-0.00046425+0.00018277i,-0.00044592+0.00011845i,-0.00060348+9.7666e-06i,-0.00042614+0.00050211i,-0.00023573+0.00067943i,0.00020907-2.4501e-05i,0.00071985+0.00030497i,0.00017094+0.0011977i,7.5665e-05+0.00096903i,0.00012601+0.00090122i,-7.0075e-05+0.001071i,-0.00025523+0.00055005i,0.00010297+0.0001865i,-1.233e-05+0.00063054i,8.7525e-05+0.00072796i,0.00055858-0.00019854i
0.00022837+0.00080499i,0.00035035-0.00023758i,0.00063311-0.00010472i,0.00063181-0.00035762i,6.6087e-05-0.0011122i,-0.00027153-0.0010095i,-0.0004381-0.00064813i,-0.00078035-0.00073175i,-0.0013336-0.0005552i,-0.0018994-0.00062114i,-0.0015978-0.00027218i,-0.0013599-0.00021775i,-0.0012786-0.00073049i,-0.00082675-0.00075886i,-0.00025513-0.00039357i,-6.2375e-05-0.00025249i,0.00027196-3.9255e-05i,0.00055505+0.00033561i,0.00072057+0.00021567i,0.00076401+0.00019621i,0.00039927+0.0004488i,0.00030364+0.00043996i,-0.00014704-4.996e-05i
0.002458-0.00068954i,0.0011766-0.00014595i,0.00016309-0.0010736i,-0.00019852-0.0014287i,-0.00070535-0.00061294i,-0.0012014-0.0010179i,-0.00076216-0.001216i,-7.0742e-05-0.00028913i,-0.00029787+0.00024905i,-0.0013483-0.00035243i,-0.0015802-0.00070705i,-0.0016455+0.00041568i,-0.0013085+0.00066885i,-0.00029446-9.7655e-05i,0.00066921+9.624e-05i,0.00054064+0.00064338i,4.6939e-05+0.00089576i,0.000466+0.00056741i,0.00058448+0.0001726i,0.00069531+0.00017424i,0.00058393-1.1137e-05i,0.00073667-0.00024645i,0.00010298-0.00040934i
0.0013937+3.278e-05i,0.0020107-0.00032245i,0.0023719-0.0012561i,0.0015234-0.0018764i,-0.0002978-0.001985i,-0.000667-0.0017921i,0.00031812-0.00093334i,0.00081688-4.8557e-05i,0.00045635-0.00074491i,-0.00057964-0.00077999i,-0.0010249+0.0012336i,-0.0012061+0.001664i,-0.0013098+0.00064074i,-0.0011248+0.00025255i,-0.00038533+0.00072283i,-0.00015002+0.00063105i,-0.00044373+0.00049503i,-0.00026482+0.00058509i,-0.00013885+0.00036955i,0.00052042+0.00055011i,0.00094011+0.00045449i,0.00084356+0.00023237i,0.00063297+0.00027624i
-0.0023723-0.00062718i,-0.0023518-0.00036369i,-0.0028876+0.00098014i,-0.0019924+0.0015971i,-0.0015284+0.0010533i,-0.00059366-8.4932e-06i,0.00029333-0.00063459i,0.00019645-0.00033516i,-0.00049817-0.00037359i,-0.00097919-0.00074872i,-0.00063742+0.00011628i,0.000142+0.0010088i,0.00046545+8.97e-05i,0.0002594-0.00099815i,0.00024465-0.0011453i,-2.6689e-05-0.00052376i,-0.00023418+0.00010688i,-0.00024984+4.3208e-05i,-0.00049224+0.00045011i,-0.00054007+0.0007465i,-0.00030023+1.6123e-05i,-0.00041631-0.00042361i,-0.00059811-0.00014695i
-0.0002655+0.0015671i,0.0010454+0.00092957i,0.00041903+0.0011985i,0.0012456+0.0017748i,0.0021976+0.00073501i,0.0019064-0.001183i,0.00099029-0.0013932i,0.00012355-0.00099294i,-0.00032476-0.0008479i,-0.00063151-0.00035408i,-0.00055385+1.9738e-05i,-0.00065503-0.00062634i,-0.0007943-0.00089435i,-0.00056885-0.00041161i,-0.00040185-0.00020927i,-0.00040326-0.00033007i,6.5308e-06-6.8827e-05i,0.00022808+9.9585e-05i,0.00030946+0.00015519i,-0.00031154-9.0571e-05i,-0.00015589+0.00025909i,0.00031952+0.00064436i,0.00028449-0.00027581i
5.156e-05+0.0016429i,0.0002617+0.0018236i,-0.00055283+0.0023393i,-0.00033023+0.0014474i,-0.00022646+0.00022847i,-0.0005868-3.2985e-05i,-0.0011979+0.00019251i,-0.00076148+0.0010524i,-0.0002965+0.0010549i,-0.00063828+0.00035369i,-0.00094719-9.5412e-05i,-0.00045323-0.00068523i,-0.00027523-0.00099939i,-0.000557-0.0013352i,-0.00062942-0.00065492i,-0.0010486+0.00018011i,-0.0013722+0.00045414i,-0.0013008+0.0008242i,-0.00019385+0.0017761i,0.00085846+0.0017725i,0.0012424+0.00070854i,0.0010944+0.00031468i,0.00048786+0.00026178i
0.00142+0.00056755i,0.0010671+2.2521e-05i,0.00033775-2.1198e-05i,0.0010176-0.00022816i,0.00088835-0.00067399i,-0.00024698-0.00082075i,-0.0011801-0.00038609i,-0.00070212+0.00039353i,-0.00012384+0.00062627i,-0.00079782+0.00042069i,-0.0013517-0.00018827i,-0.00081177-0.0013469i,-0.00047773-0.0015212i,-0.00077502-0.00075492i,-0.00028658-6.9357e-05i,8.9953e-05+0.00031037i,0.00027206+0.00064016i,0.00069935+0.00034417i,0.00093218-3.8912e-05i,0.00035783-0.00048492i,-0.00032964-0.0006691i,-0.00023126-0.00016491i,0.00050532+0.00071552i
0.0013351+0.00028958i,0.0017842-0.00035778i,0.0029898-0.0010651i,0.0028301-0.0011092i,0.0012896-0.00073065i,8.2156e-05-0.000275i,-0.00034653+0.00022687i,-0.00054554+1.1512e-05i,-0.00062935-0.0013535i,-0.00073634-0.0014085i,-0.0011518-0.00053091i,-0.0015857+0.00014657i,-0.0016802-0.00022812i,-0.00098278-0.00012334i,-0.00049094+0.00054299i,3.6221e-05+0.00023659i,0.0010103-0.00032599i,0.0015716-0.00037716i,0.0012553+0.00012962i,0.0003491-0.0005312i,-0.00017103-0.00073217i,-0.00017489-2.3863e-05i,0.00037531-0.00020192i
0.00072909+0.0010505i,0.0010242+0.0012863i,0.0006389+0.00067955i,0.00043743-0.00046043i,0.0005659-0.0011613i,0.00014159-0.002122i,-0.00040939-0.0013782i,-0.00019212+9.4389e-05i,-0.00036291+0.00017156i,-0.0011829-0.00022445i,-0.001018-0.00015251i,-0.00034708+2.8717e-05i,-0.00098662+0.00055623i,-0.0013418+4.5318e-05i,-0.0003461-0.00055821i,0.00020681-0.00034598i,0.00021685-0.00032826i,0.0004796+0.00027893i,0.00053839+0.00095323i,0.00022225+0.00019925i,1.1036e-05-0.00042746i,-0.00039117-0.0002012i,-0.00028212+0.00024269i
0.0033144-0.003156i,0.0026879-0.0038956i,0.0024177-0.0051423i,0.00047037-0.004828i,-0.001911-0.0032782i,-0.0020811-0.0018369i,-0.0011806-0.00094102i,-0.000339-0.00050543i,-0.00021756-0.00065986i,-0.0010052-0.0012374i,-0.0016831-0.00022205i,-0.0017185+0.0011121i,-0.0011453+0.0012074i,-0.00040832+0.0010271i,0.00010057+0.00084651i,-0.00026438+0.0001674i,-0.00089221-0.0001965i,-0.00091117+2.936e-06i,-0.00022457+0.00045904i,0.00031279+0.00052688i,0.00011686+0.00057373i,-0.00016909+0.00078848i,-0.00035488+0.00093893i
-0.0015584-0.00056373i,-0.0027139-0.00036909i,-0.0033791-2.8925e-05i,-0.0026895-0.0003861i,-0.0019693-0.00018352i,-0.001462-0.0001995i,-0.0014579-0.0008367i,-0.0016122-0.00041599i,-0.0020178+0.00022519i,-0.0020741+0.00045124i,-0.0010925+0.00031058i,-0.00092739+0.00037201i,-0.0015409+0.00067648i,-0.0012361+0.00063539i,-0.00052728+8.9538e-05i,0.00045146-0.00021026i,0.00066824+6.7805e-05i,0.00037317+0.00079225i,0.00071837+0.00063022i,0.00027767+0.00012584i,-0.00058974-4.657e-05i,-0.00011243-0.00043922i,0.00034333-0.0004867i
0.00056492-0.0025624i,-0.00036173-0.0026781i,-0.00050684-0.0022399i,-0.00054703-0.0015942i,-0.0005697-0.0012494i,-0.0011498-0.001073i,-5.1427e-05-0.00037475i,0.0012914+0.00054152i,0.00035699+0.00071732i,-0.00053717+0.00064153i,-0.00087396+0.0010311i,-0.0013629+0.00069112i,-0.0012952+0.00047497i,-0.00084127+0.0011187i,-0.00042189+0.0010997i,6.7247e-06+0.00061915i,0.00031336+0.00097011i,0.00093519+0.00095581i,0.00091931+0.00074287i,-0.00021408+0.00049441i,-0.00018068+4.4081e-05i,0.00037219+0.00034021i,0.0005091+0.00087961i
-0.0016892+0.00051928i,-0.001089+0.00122i,-0.00094041+0.0011135i,-1.433e-05+0.0015784i,0.00025181+0.0010832i,-0.00028293-0.00037919i,-0.00063143-0.00047985i,-0.00045687-0.00074578i,-7.4791e-05-0.00088796i,-0.00032793-0.00010881i,-0.00026796+0.00068842i,0.00026118+0.00059291i,3.5493e-05+0.00031327i,-2.0651e-08-5.5563e-05i,0.0003197-0.0004846i,-0.00014991-0.00021175i,-6.4344e-05+0.00023365i,0.0003398+5.518e-05i,0.0006505-0.00058986i,0.0013806+0.00039679i,0.0013542+0.0013331i,0.00089424+0.0006907i,0.00059308-9.2352e-06i
-0.0018277-0.0010785i,-0.0017107-0.0008752i,-0.0024527-0.00042503i,-0.0029626+0.00025655i,-0.0023745+0.00049122i,-0.0015581-0.0003679i,-0.0009494-0.00020503i,-0.00047103+0.00080986i,9.7941e-05+0.00076159i,-0.00011259+0.00038083i,-0.0010536-8.7116e-05i,-0.00038935-0.00020181i,0.00042737+3.9736e-05i,0.0003924+0.00047195i,-6.9804e-05+0.00072631i,-0.0003154+0.00035822i,-0.00048803+0.00032524i,-8.6894e-06+0.0004103i,0.00091249+0.0007202i,0.0005958+0.00052627i,0.00028821-0.00015567i,0.000901-0.00067453i,0.0012679-0.00091603i
0.00092813-0.0016381i,0.00019539-0.00059912i,-0.00014483-0.0014205i,0.00055592-0.0014749i,0.00016961-0.00078996i,-0.00019722-0.00084927i,0.00013497-0.00049401i,-0.00018078+9.3364e-05i,-0.00078679-0.00061051i,-0.0017652-0.0011695i,-0.0018254-0.00041451i,-0.00061236+0.00048141i,-5.3995e-05+0.0004775i,4.2366e-06+0.00048024i,0.0001472+0.00063522i,0.00040762+0.00033936i,0.00032922-0.00016246i,0.00013788-8.0641e-05i,-0.00053199+0.00044958i,-0.00035143+0.0004188i,0.00042621+0.00025204i,0.00023917-0.00016001i,0.00031557-0.00064639i
-0.00011207-0.0002628i,-0.00047248-0.00068241i,-0.00081342-0.0011531i,-0.0010432-0.0010557i,-0.00049443-0.00027166i,6.8705e-05-0.00024694i,-0.00046584-0.0010533i,-0.0013596-0.0010106i,-0.0013869-0.00070641i,-0.0008793-0.001273i,-0.00079512-0.0011175i,-0.00093065-0.0004841i,-0.00025236-0.00078231i,0.00028409-0.00097489i,0.00041139+7.1848e-05i,0.00035028+0.00092551i,-0.0001754+0.0008287i,-0.00024737+0.00044955i,-1.4846e-05+0.00015257i,-0.00049378+0.00046329i,-0.00034854+0.0003299i,0.00016139+8.3585e-05i,-7.0511e-05-0.00024415i
-0.001083+0.002108i,-0.00034789+0.0019413i,0.00075474+0.0025711i,0.0013749+0.0021769i,0.0016089+0.0010087i,0.0010527-0.00023522i,-0.00087651-0.00059092i,-0.0016733+0.00064303i,-0.00023243+0.0010594i,-7.8344e-05+0.0003048i,-0.0006491-0.00023158i,8.4699e-05-0.00013196i,0.00037401-0.00026913i,0.00037823-0.00037014i,2.4683e-05-0.00031858i,-0.00050313-0.00030245i,-0.00092197-0.00022168i,-0.00063851+8.8084e-05i,0.00062173+0.00038447i,0.0010703-3.5028e-05i,0.00077744-5.2421e-05i,0.00050431+0.0003248i,0.0003911+5.7359e-05i
0.0016677+0.0015424i,0.0011465+0.00081172i,0.0008306+0.00069862i,0.0011973+0.00027914i,0.00094768-0.00033515i,0.0002129-0.00080322i,0.00021918-0.00048353i,-0.00038365+0.00023098i,-0.00092441+1.7838e-05i,-0.0011448-0.00050413i,-0.0012625-0.0002947i,-0.0009789+0.00015624i,-0.00053203+0.00040656i,-0.00020256-0.00037732i,-0.00081091-0.00116i,-0.0014835-0.00041037i,-0.0006703-1.9994e-05i,3.942e-05+0.00056893i,-0.00050759+0.0010858i,-0.00054779+0.00068698i,-4.7955e-06+0.0001788i,0.00047219-0.00064452i,0.00074958-0.00024946i
-0.00082905-0.00092363i,-0.00061085-0.00029482i,-0.0013031-0.0006112i,-0.0012646-0.00049342i,-0.00011207+0.00045046i,0.00053822+0.00037668i,-0.00020867-9.3808e-05i,-0.00064811+6.8716e-05i,-6.5925e-05-5.66e-05i,-0.0002961-0.00047763i,-0.00077144-0.0001826i,-0.00028554+4.2664e-05i,-0.0003494-0.00020538i,-0.00020708+0.00012944i,0.00027537+0.00039152i,8.0687e-06+0.0001844i,0.00058099+0.00017051i,0.0010499+0.0002623i,0.00039106-0.00061112i,0.00047105-0.0012349i,0.00020169-0.00041736i,-0.00017126-0.00031377i,0.00033829-0.00071637i
0.0012557-0.00096378i,0.0011694-0.0015886i,-0.00016871-0.0022709i,-0.00056093-0.0019978i,-8.4386e-05-0.001259i,-8.0549e-05-0.00065031i,-0.00046373-0.00047681i,0.00023025-0.00031496i,0.00041393-0.00073943i,-0.00092507-0.0013695i,-0.0019159-0.00060232i,-0.0019621-6.6432e-05i,-0.001472+0.00019572i,-0.0013822+0.00014886i,-0.0007199-0.00017983i,-0.00011327+0.00012249i,-0.00027211+0.00087664i,-5.45e-05+0.00089952i,-6.4591e-05+0.00036982i,-0.00040222-0.00029679i,-0.0003679-0.00044191i,-0.00031045+0.00026313i,-9.7692e-05+0.00093154i
-0.0022326-0.00064608i,-0.00060385-0.00036876i,-3.4117e-05+0.0013485i,-7.3005e-05+0.0024167i,-0.00093071+0.0014461i,-0.00080375-0.00010732i,-0.00014315-0.00016351i,-7.2675e-05+0.00023337i,-0.00030747-0.00037825i,-0.0011719-0.00080756i,-0.001232+1.7577e-05i,-0.0003655+0.00047699i,0.00016689-6.8619e-05i,0.00044725-0.0011342i,0.0006125-0.00095205i,0.00093673+9.6982e-05i,0.00036066+8.7142e-05i,-0.00030406-0.00051994i,-0.00021217-0.00054812i,-5.1514e-05-0.00038153i,0.00038802-0.00041375i,0.0010932+4.9596e-05i,0.00036353+5.1833e-05i
0.0011942+0.0014609i,0.00089637+0.0019977i,0.0012356+0.002364i,0.0025463+0.00099889i,0.0032915-0.0015609i,0.0017816-0.0021642i,2.9737e-05-0.0012354i,-0.0002403-0.00039787i,0.00052648+8.3715e-05i,0.00023339-0.00048503i,-0.00083322-0.00083353i,-0.0010844-0.00089913i,-0.0017478-0.001302i,-0.0021265-0.0007496i,-0.0010171-0.0004985i,0.00028455-0.00033689i,0.00048122+0.00089934i,0.00070214+0.0013739i,0.0012758+0.00038089i,0.0018774-0.00023845i,0.0017602-4.7217e-06i,0.00076801+0.00026157i,0.00030284+0.00064471i
-4.1614e-05+0.0015509i,-0.0014044+0.0014209i,-0.0017927+0.001215i,0.00031506+0.00049251i,0.001777-0.00045573i,0.00030886-0.00092219i,-0.0012589-0.00019738i,-0.0011569+0.00046407i,-0.0010035-0.00080339i,-0.0010261-0.001634i,-0.00065796-0.00074731i,-0.00018334-7.1162e-05i,4.0023e-05-0.00050879i,-0.0002078-0.00077592i,-0.00029244-0.0004343i,-0.00031664-0.00021682i,-0.00032379+0.00045443i,0.00031275+0.00099808i,0.0013526+0.00025843i,0.0015759-0.00016347i,0.00047496-7.332e-05i,0.00041128-8.0575e-05i,0.00045637+0.00059424i
