-1.318e-05-0.00033526i,-0.00067819-0.00063417i,-0.00071184+0.00026293i,-0.00061806+0.00018296i,-0.00064718-0.0011684i,-0.00097769-0.0008649i,-0.0010678+0.00010984i,-0.0001825+0.0010673i,0.0010269+0.00094684i,0.0016493+0.00030569i,0.0018722-0.00040751i,0.0008415-0.0010743i,-1.2128e-05-0.00082521i,0.0003494+0.00028778i,0.00061543+0.00081485i,0.00049306+0.00047914i,0.00032513+2.8655e-05i,-6.9093e-05-0.00030617i,8.3454e-05-0.00023044i,-0.00011121-0.00020518i,-0.00012744-0.00050139i,0.00047973-0.00017791i,0.00037742+0.00038783i
-0.001579+0.00010278i,-0.001508-0.00021366i,-0.0022456+0.00077487i,-0.0019638+0.0021504i,-0.00090686+0.0015953i,-0.00022557+0.0004872i,-0.00054695-0.00025046i,-0.0010885-0.00018589i,-0.00042803+0.00091185i,0.00049785+0.0012115i,0.00051727+0.0010281i,0.00023316+0.00052659i,-0.00039295-0.00021785i,-0.00040488-0.00082452i,0.00042212-0.00072449i,0.00098679-0.00027016i,0.00035654-0.00010027i,-0.00068566-0.00044727i,-0.00042878-0.00083459i,0.00035274-0.00081923i,0.0006108-0.00026943i,-0.00012917-0.00098899i,-0.00060188-0.0009782i
0.001226-0.0019017i,0.00074666-0.00067699i,-0.00027216-0.0006314i,-0.00043896-6.9988e-05i,-0.00044283+0.0011628i,0.00010037+0.0018349i,0.00031282+0.0012214i,-1.4067e-05-0.00025693i,-0.00089941-0.0003955i,-0.00081018+0.00019513i,-0.00033847+0.00070496i,-0.00032739+0.00085759i,0.00013372+0.00060387i,0.00077843+0.0011529i,0.000283+0.00099137i,-0.00022029-2.9727e-05i,0.00030785-0.00077198i,0.00015235-0.00020653i,-0.00030056+0.00019209i,-0.00041083+4.221e-05i,-0.0002993-0.00046926i,-0.00034752-0.00099278i,-0.00014448-0.00057781i
-0.0013086-0.00042019i,-0.0016556-0.0002425i,-0.0012511-1.1525e-05i,-0.0014856+8.3646e-05i,-0.001754-0.00044514i,-0.00073862-0.0012096i,0.00013184-0.0012173i,-0.00039262-0.0012949i,-0.0011354-0.0017232i,-0.0014934-0.0015488i,-0.00089309-0.00042918i,-0.00012086-0.00013275i,6.3165e-05-0.00053852i,0.00027448-0.0010328i,9.6587e-05-0.00043048i,-0.00026798-6.7649e-06i,-0.00042139+0.00037217i,-0.00073185+0.00072871i,-0.00068752+0.00024631i,-8.5075e-06-0.00016021i,0.00052404-0.00027745i,0.00096698+0.00016387i,7.9578e-05+0.00079519i
-0.00072469-0.00042417i,-0.00097433-0.00056433i,-0.00016059-0.00037551i,-0.0002476-0.00018633i,-0.00018376-2.7167e-05i,0.00028715+0.00034291i,0.00037395+5.4004e-05i,-0.00040846-4.3944e-05i,-0.00054404-2.7351e-05i,-0.0001761-0.00082647i,-0.00060578-0.0011776i,-0.0017406-0.00048347i,-0.0010967+0.00031864i,0.00017971+0.0011311i,0.00010179+0.0011603i,-0.00019646+3.1329e-05i,-0.00047134-0.00050302i,0.00026453-0.00035589i,0.00051873-0.00086519i,1.5883e-05-0.0010209i,-0.00017247-0.00036626i,-0.00016166-3.874e-05i,0.00046302-8.7999e-05i
0.00069248-0.00053191i,-0.00031185-0.0002734i,-0.00084966-0.0016645i,-0.0009408-0.0018232i,-0.00042389-0.00053225i,0.00045583+0.00035058i,0.0015628+0.0002408i,0.0015855+0.00015782i,0.0010709-3.9977e-05i,0.0014239-2.0257e-05i,0.0011179+0.0001096i,-9.6353e-05+0.00060565i,-8.6878e-05+0.0012583i,0.00017544+0.0013773i,0.00022863+0.00092661i,0.00019406+0.00052193i,0.00031397-0.00079393i,-1.7296e-05-0.00084778i,-0.000435-0.00073161i,-0.00085419-0.00088137i,-0.00044482-0.00085926i,0.00081093+8.5179e-05i,0.00084999+0.00043633i
-0.0013075-0.0010881i,-0.0023889-0.00026372i,-0.0033358-0.00022906i,-0.0035834-0.00013236i,-0.0026063-1.7993e-05i,-0.00089107+4.0147e-05i,-0.00030044-0.00039366i,-0.0010546-0.0009149i,-0.0010146-0.00048283i,-0.00043495+0.00020189i,-0.00010113+0.00011241i,0.00027625-0.00094429i,-7.2813e-05-0.0009264i,-0.00012664+0.00023482i,0.00062022-9.7085e-05i,0.00030947-0.00054298i,0.00025555+0.0002229i,0.00041429+0.0010087i,0.00073558+0.00058611i,0.00098768-0.00016247i,0.0010372-0.00064774i,0.00093021-0.00054576i,0.00068134-0.0001753i
0.001389-0.00014043i,0.0019427-0.0004246i,0.0020559-0.0011699i,0.0011234-0.00064634i,0.00021416+0.00056839i,0.0003012+0.001004i,0.00070762+0.00024699i,0.00086173-0.00022541i,0.0001154-0.00045183i,-0.00056039-0.00051848i,-0.00073743-0.00029498i,-0.00043157+2.4057e-06i,0.00053112+0.0001394i,0.0006724+0.00019909i,0.00061498+0.00067069i,0.00047193+0.000111i,8.4527e-05-0.00099049i,2.336e-05-0.00045063i,-0.00010024-0.00037478i,6.1976e-05-0.0012596i,0.00010948-0.0012404i,0.00018205-0.0011223i,0.00031282-0.001342i
-0.00078899-0.0013033i,-0.0021517-0.0016052i,-0.0027443-0.0011137i,-0.0023366-0.00075376i,-0.0014594-0.0011836i,-0.00084446-0.0012458i,0.0003314-0.0014749i,0.00085023-0.0016112i,2.6502e-06-0.001618i,-0.0008045-0.0010738i,-0.00053453+0.00012022i,0.00023346+0.001183i,0.0001633+0.0010003i,0.00031667+0.00041684i,0.0012322+0.00037024i,0.0012243+0.00013407i,0.00030542-1.0313e-05i,-0.00085955-0.00010302i,-0.0012843-0.00033018i,-0.00037555-0.00023727i,0.00078678-0.00021988i,0.001494-6.3253e-05i,0.0011293+0.00084855i
-0.00056067+0.0010206i,-0.0012125+0.00037532i,-0.00027491+8.4624e-05i,0.00096559+0.00052668i,0.001126+0.0005687i,0.0010429-0.00012109i,0.0006855-2.9702e-05i,0.00070321+0.00048485i,0.0010919+0.00022476i,0.0010478-8.0858e-06i,0.00043032+2.6966e-05i,0.00028306-0.00038829i,0.00031213-0.00028262i,0.00076356+4.3919e-05i,0.00054469+0.00055835i,-0.00026628+0.00021378i,-0.00079197-0.00087388i,-0.001089-0.001278i,-0.0003712-0.00063557i,0.00011097-0.00015266i,-0.00015691-0.00040261i,1.3273e-05-0.00022578i,0.00034886-5.1498e-05i
0.00055165-0.0010523i,0.00047042-0.0011776i,0.00058727-0.0015646i,0.00051024-0.0011227i,0.00059534-0.001305i,0.00088478-0.00085759i,0.000863-0.00021897i,0.0007371-6.06e-05i,0.00073259+0.00042048i,0.00041363+0.00055559i,7.4747e-05-3.9635e-05i,-0.00062065+0.00075504i,-0.0009832+0.0010383i,-7.5961e-05+0.00082461i,0.00048168+0.00072956i,0.00018182-0.00028649i,-0.00035723-0.00055062i,3.5403e-06-0.00029702i,0.00021786-0.00038082i,-0.00067611-0.00033062i,-0.00061679-0.00022072i,5.7449e-05+4.3349e-06i,0.0001588+0.00044678i
-0.0031438-0.0016753i,-0.0023399+0.00046664i,-0.0032573+0.0014726i,-0.0030945+0.0016245i,-0.002043+0.0016645i,-0.00056609+0.00060399i,-0.00030051-0.0012802i,-0.0011421-0.0015696i,-0.0015703-0.00048675i,-0.0014367+0.00044157i,-0.00072885+0.0010363i,0.00011435+0.00063345i,0.00056918+8.5735e-05i,0.00059568-8.9554e-05i,0.00036265-5.7845e-05i,0.00013179-0.00037287i,0.00039939-0.00054402i,0.00013217-0.00045007i,-9.6067e-05-0.00043714i,0.00052564-0.0004358i,0.0013492-6.9723e-05i,0.0014407-3.9498e-05i,0.00069732-8.6155e-05i
-0.002663-0.0022369i,-0.002867-0.0016605i,-0.0033861-0.00046301i,-0.0026639+0.0012056i,-0.001764+0.002574i,-0.00097776+0.0028747i,-0.0002609+0.0014767i,-0.00030841-0.00064891i,-0.0016419-0.0012808i,-0.0019461-0.00078102i,2.6787e-05+5.7512e-05i,0.0016773+0.00063021i,0.001771+0.00015543i,0.0020125-0.00032091i,0.0017003-0.00032012i,0.00079508-0.00041534i,0.00014317-0.00078439i,-1.9365e-05+3.8455e-05i,1.8849e-06+0.0011296i,5.6717e-05+0.00064461i,0.00036414-0.00030826i,0.00031823-0.00044851i,0.00029482-0.00091737i
0.00036074-0.0033433i,-0.00092038-0.003128i,-0.00098409-0.0021377i,-0.00036329-0.0012432i,0.00037551-0.0014752i,0.0003648-0.0018197i,0.00014172-0.0020267i,-0.00012562-0.0024504i,-0.00025495-0.002492i,-0.00039715-0.0011156i,-0.00078456-5.5079e-05i,-0.00092088-0.00038098i,-0.00054916-0.00030192i,-0.00027889+0.00047548i,-0.00019441+0.00043222i,-0.00075367+0.00028395i,-0.00063569+0.0003361i,-0.00019405-0.00016205i,-0.00066197-0.00079136i,-0.00041894-0.00088962i,-0.00043389-0.00033241i,-0.00043244-0.00025841i,-2.84e-05+0.00016184i
-0.00097832+0.0016595i,-0.00034177+0.0023793i,6.8532e-05+0.002334i,0.00023454+0.001397i,-0.00010456+0.001107i,0.00020889+0.00072849i,0.00059166+0.00029733i,0.0013346+0.00042476i,0.0022657+0.00068407i,0.0020536+0.00088405i,0.00088801+0.00073444i,-0.00060001-9.9916e-05i,-0.0013414-0.00038337i,-0.0011757-4.1183e-05i,1.1589e-05+0.00014641i,0.00094726+7.1273e-06i,0.00028631+0.00052746i,-0.00052004+0.00080559i,-0.00025849-0.00045216i,-0.00062211-0.0010373i,-0.00073979-0.00045339i,-1.187e-06+0.00012805i,-0.00023239-0.00023391i
-0.002173-0.00081165i,-0.0025091-0.0010488i,-0.0010137-0.0011488i,0.0002466-0.00091993i,0.00088891-0.0010008i,0.00055776-0.0014071i,-0.00050338-0.0010732i,-0.00080013+0.00064378i,4.6665e-05+0.0011646i,0.0016833+0.00074847i,0.0016802+0.00038963i,0.00037249+0.00050049i,-7.7245e-05+0.00061616i,0.00011249+0.00074082i,0.00037393+0.0010513i,0.00043906+0.001071i,-0.00030827+0.00067588i,-0.0011122-0.00037783i,-0.00073887-0.00079232i,-0.00021005-0.00035797i,9.1981e-05+0.00040846i,-0.00024693+0.00036909i,-0.00081901-8.5541e-05i
0.00067109-0.00053851i,0.00096715+0.00018497i,-0.00015458+0.00011472i,-0.0013609-0.0004226i,-0.00095882-0.00048024i,-0.00021812-0.00077327i,-0.00049814-0.00065501i,-0.001263-0.00021783i,-0.0013408+0.00048879i,-0.0010479+0.0008332i,-0.00088288+0.00069778i,-0.0010193+2.9236e-05i,-0.0010746-0.0006865i,-4.0085e-05-0.00019333i,0.00063456+0.00078015i,0.00067234+0.00045218i,0.00039528-0.0002248i,-0.0001238+0.00013347i,-0.00019624+8.2086e-05i,-0.00012969-0.00042128i,-0.00018673-0.0003796i,0.00017168+0.00016551i,0.00098681+0.00026108i
-0.00088634+0.00057425i,-0.00111+0.0005789i,-0.00097786-3.0752e-05i,-0.00021414-0.0002406i,-0.000148+0.00033933i,-0.00046158+0.0006936i,-0.00061063+0.00041025i,-0.00058475-8.9022e-06i,-0.00043993-7.0408e-05i,-0.00036147+0.00025063i,-0.001089+0.00050655i,-0.0012296+8.6965e-05i,-0.00030375+0.00013447i,0.00077928+0.00049712i,0.001529+0.00076258i,0.001104+0.001004i,0.00059775+0.00067882i,2.8641e-05-5.6541e-05i,-0.00019465+0.00028692i,-0.00059543+0.00097268i,-0.0012197+0.00023999i,-0.00073366-0.00037973i,4.549e-05+0.00044728i
-0.00051363+0.0003182i,-0.00022138+0.00015676i,0.00097912-0.00046791i,0.0011379-0.0014946i,0.00098931-0.0011154i,0.00036173-0.00079001i,0.00028199-0.00074091i,0.00060219-0.00098122i,0.00036512-0.0017572i,0.00025883-0.0011145i,0.00030076-0.00049487i,-0.00021305+0.00012179i,-0.00062336+0.0015414i,0.00010361+0.0016508i,0.00046107+0.00039724i,0.00077547+0.00065457i,0.00034321+0.0011467i,-0.00040856+0.00027177i,-0.00011074-0.00088641i,0.00023776-0.00094091i,0.00083725-0.00045016i,0.0010701-1.125e-05i,0.00076359+0.00030998i
0.0010094-0.00077356i,0.00018752-0.00053194i,-0.0013426-8.8919e-05i,-0.0017431+0.0015554i,-0.0015042+0.0019514i,-0.0013257+0.00067504i,1.9876e-05-0.00062606i,0.0014594-0.0013258i,0.0015246-0.0011366i,0.00066459-0.0012168i,-0.00055201-0.00078193i,-0.00067325-0.00017883i,0.0002455+0.00047813i,0.00066367+0.00014741i,0.00099203-0.00042339i,0.00052522-0.00024907i,9.7969e-05-0.00033356i,0.0010657-0.00029321i,0.0012596-3.4683e-06i,-1.1476e-05-0.00043357i,-0.00041832-0.0014651i,-0.00012904-0.0012181i,-0.0005432-0.00012503i
-0.0014878+0.0010233i,-0.00065594+0.0016677i,-0.0010585+0.00068267i,-0.0011545-0.00021671i,-0.00052133+0.00022788i,-0.00012489-0.00026239i,8.0727e-05-0.00083448i,0.00015523+0.00023086i,-0.00015497+0.0016789i,-0.0004389+0.0018437i,-9.0425e-05+0.00064274i,0.00038458-0.00010392i,0.00052274+0.00041937i,0.00052668+0.00081117i,0.00064063+0.00036248i,0.00015153+0.00023417i,-0.00020306+0.00084719i,-9.434e-05+0.00086853i,0.00042458+0.00016084i,0.00071329-0.00032439i,-0.00016793-0.00059763i,-0.0012277-0.00055732i,-0.00070298-0.0002909i
0.00022028-0.00052918i,0.00094444-0.00026721i,-0.00023745+0.00036131i,-0.0010262+0.00041454i,-0.00077339+0.00042887i,-0.00043689+0.00080225i,-0.00057249+0.0010098i,-0.0014016+0.00068697i,-0.0011355+0.00085091i,-0.00032426+0.0015278i,9.7596e-05+0.0014989i,-0.00036318+0.0010981i,-0.00067005-3.5698e-05i,0.0004927-2.0135e-05i,0.00075548+0.00038631i,0.00012464+0.00064549i,0.00030349+0.00036648i,-1.0244e-05-1.7351e-05i,-9.7982e-06-0.00065118i,-6.394e-05-0.00065244i,-0.00035161-0.00040934i,-0.00034077-0.00042047i,-0.00016496+3.3608e-05i
0.00019818-0.00099578i,-0.00020835-0.0016596i,-0.00078234-0.00205i,-0.0010576-0.0014677i,-0.00081476-0.0010441i,-2.2238e-05-0.00068234i,0.00018416-0.00091629i,-0.0011579-0.0014559i,-0.002177-0.0016209i,-0.0016598-0.00078193i,-0.0010415+0.000578i,-0.00088303+0.0015355i,-0.00037019+0.0017394i,0.00030758+0.00097251i,0.00055636-0.00042693i,0.00021549-0.0010965i,-0.00016076-0.0011769i,0.00073065-0.0012306i,0.0010283-0.00084337i,8.8934e-05-0.00038242i,-0.00040265-0.00035742i,0.0001585-0.00091479i,0.00052881-0.00034368i
-0.00037087+0.00036464i,9.0046e-05+0.0006432i,-0.00043488+0.00074167i,-0.0013572+7.9064e-05i,-0.0009554+8.9186e-05i,-0.00033612+0.00010022i,0.00038047-0.0004662i,0.00053866-0.00080552i,0.00010715-0.0010337i,-0.00061264-0.00051126i,-0.0014166+0.000239i,-0.00082948+0.00059066i,0.00090044+0.00086127i,0.0018302+0.00089268i,0.0013443+0.00087011i,0.00042009+0.00053119i,0.00049375+0.00036692i,0.00055321-0.00040959i,0.00062476-0.00066392i,0.00082369-0.0005083i,0.00065499-0.00030124i,0.00057907+0.00030922i,0.00044057+0.00042018i
0.00020894-0.0016385i,3.173e-06-0.002722i,-0.00030424-0.0024439i,-0.00030699-0.0012537i,0.00015511-0.00086042i,0.00031335-0.00025211i,0.00044092-0.00024273i,0.00070221-0.0012085i,0.00041717-0.0016457i,0.00055757-0.0010696i,0.00035369-0.0003604i,-0.00062053-0.00042321i,-3.3912e-05+0.0002249i,0.00092296+0.0010953i,0.0010341+0.0011664i,0.00083184+0.00077801i,0.0010926+0.00032071i,0.0012208+0.00036438i,0.00036508-0.00029486i,-2.9032e-05-0.00064108i,4.5804e-05-0.00011869i,0.00028873+0.00040042i,0.00026525-8.4617e-05i
-0.00055274-0.0017492i,-0.0012015-0.0013439i,-0.0016403-0.00089318i,-0.0013571-0.00056881i,0.00017718-0.0001546i,0.0013623-0.00072009i,0.00029428-0.00097675i,0.00011954-0.00038573i,0.00049813+0.00092425i,0.00056533+0.001529i,0.00088524+0.0009029i,2.7438e-05-0.00026922i,-0.00096791-0.0011876i,-0.00052677-0.00050533i,-6.5974e-05-7.1563e-05i,-7.6647e-05-0.00070111i,-0.00026002-0.00031251i,-0.00017331+0.00016113i,-0.00030174+0.00010554i,1.0416e-06+8.2134e-05i,0.00028204+5.5351e-05i,3.7762e-05-0.00021529i,-4.8536e-05-0.00075298i
-0.001851+0.0013041i,-0.0014455+0.0011931i,-0.00034379+0.0013869i,-0.0011902+0.0015946i,-0.0017465+0.001153i,-0.0018001+0.00051531i,-0.0017148+0.00026591i,-0.00087622+0.00066027i,-0.00018522+0.0014151i,-7.1551e-05+0.0022176i,0.00014433+0.0016268i,0.00076102+0.00032649i,0.0004864+8.8984e-05i,-0.00021399+0.00022045i,0.00048319+0.00080131i,0.0011825+0.0011663i,0.00055497+0.00042684i,-0.00032444-0.00014722i,-0.00059866-0.00017175i,-0.00034336-7.2965e-05i,-0.00027728-1.8682e-05i,-0.00046673+0.00024588i,-0.00030774+0.00085882i
-0.00029317-0.00091353i,-0.00018164-0.0010439i,-0.00024972-0.001006i,-0.00065456-0.0012979i,-0.00056653-0.0012926i,-6.7506e-05-0.00076953i,0.00019908-0.000631i,0.00032492-0.00083423i,-0.00059669-0.0010139i,-0.0013423-0.00023949i,-0.0010005+0.00041766i,-0.00054963+0.00078885i,-0.0001232+0.0011163i,0.00039223+0.00090177i,0.00019679+0.00016866i,-0.00032925+0.00025604i,-3.0485e-05+8.2756e-05i,0.00035741-0.00061315i,-3.0916e-05-0.0010661i,-0.00038937-0.001706i,-0.00010992-0.00064908i,0.00025847+0.00070068i,0.00017951+0.00092107i
0.00012864+0.001213i,-0.00062974+3.7385e-05i,-0.00095002+9.5536e-05i,-0.0011615+0.0013507i,-0.0016882+0.0015989i,-0.0013723+0.00071527i,-0.00096509-0.00050727i,-0.0012665-0.0013768i,-0.00075144-0.0013326i,0.0004406-0.0007372i,0.00062717-9.7306e-05i,4.3646e-05+0.00083077i,-0.00028072-0.0002965i,-0.00017981-0.00077345i,-9.0263e-05+0.00010776i,0.00019393+0.00071814i,7.2288e-05+0.0007945i,-0.00044916-2.0304e-05i,-0.00021713-0.000451i,2.4167e-05-0.0005609i,-0.00035495-0.00040145i,-0.00038067-0.00015007i,7.7683e-05+0.00026489i
0.00016394-0.0015224i,-0.0007684-0.0020939i,-0.00080822-0.0019923i,-0.00025199-0.0017118i,-0.00036648-0.0023791i,-0.00010143-0.0025615i,0.00042923-0.0013816i,0.00054664-5.2159e-05i,0.00076746-9.6457e-05i,0.00047946-0.00030366i,-0.00010484-0.00063911i,-0.00030026-0.00061799i,6.2571e-05-0.00021894i,4.2027e-05+0.00029098i,0.0002087+0.0011308i,0.00032494+0.0016049i,-0.00015417+0.00073353i,-0.00086435+5.6886e-05i,-0.00066437+7.7233e-05i,-0.00038293-0.00029959i,-0.00013816-8.0392e-05i,-4.4305e-05+0.00053068i,-0.0003522+0.00024562i
-0.00079912+0.0011939i,-0.0013275+0.0023405i,-0.0010159+0.0019262i,-0.0014202+0.00087301i,-0.0017164+0.00020994i,-0.0014347-0.0008631i,-0.001238-0.00078372i,5.401e-05+0.00080473i,0.00087609+0.0012598i,0.00099993+0.00075515i,0.00061053+0.0001466i,-0.00035026-0.000635i,-0.0010528-0.0008745i,-0.00049957+0.0002844i,2.5011e-05+0.0008209i,-1.694e-05-0.00054244i,0.00038563-0.00042023i,0.00015498+0.0010661i,-0.00023057+0.00097294i,0.00033693-3.2076e-05i,0.00024393-0.00016347i,-0.00035099+0.00050781i,-0.00018837+0.00067035i
-0.00048388+0.00034533i,-0.0010258-0.00082375i,-0.00043592-0.00059499i,0.0012655-0.00069067i,0.00159-0.0013355i,0.00064445-0.0015614i,0.00018393-0.00076518i,-0.00085244+0.00032941i,-0.0011646+0.0011657i,-0.00073818+0.0019018i,-7.7484e-05+0.0015569i,-4.451e-05+0.0010124i,-0.00030058+0.00072684i,-0.00046621+0.00076393i,-0.00072868+0.00039464i,-0.00041421-0.00031443i,-0.00022289-0.00071493i,-0.00045845-0.00041286i,-0.00015778-3.936e-05i,0.00022205+7.6177e-05i,-0.00047437+0.00041066i,-0.0011726+0.00089926i,-0.00056748+0.0003229i
0.00061901+0.00081727i,0.00012499+0.0015085i,-9.3237e-05+0.00088723i,-0.00043647-0.00034002i,-0.0003282-0.0012685i,-0.00095175-0.00080812i,-0.0016274+0.00010654i,-0.0013156+0.0001325i,-0.0013437-0.00041598i,-0.0017613-0.00013087i,-0.0010729+0.0004136i,-0.00011898+6.9548e-05i,0.0002732-0.00016342i,0.00067133-0.0002615i,0.001165-0.00021382i,0.0010695+0.00042096i,0.00080226+0.00024733i,-0.00032506-0.00040254i,-0.00080183-0.00066466i,0.00027407-0.00019544i,0.00077287-0.00024817i,0.00082758+0.00020883i,0.00061493+0.0010078i
0.00057691+0.0009453i,0.0011317-0.00034752i,0.00087536-0.00073988i,-0.00014043-8.4337e-05i,-0.00054162-3.4649e-05i,-0.0003039-0.00065974i,8.5859e-05-0.00062075i,0.00019928-0.0011171i,-3.1584e-05-0.0017929i,-0.00030164-0.0019321i,-0.00096949-0.0017992i,-0.0013891-0.0012235i,-0.0011869+1.2144e-05i,-0.00046707+0.00067879i,0.00020036+0.00083295i,7.3359e-05+0.00072121i,-0.00030901+0.00039339i,-0.00083671-0.00038816i,-0.00065795-0.0013283i,-0.00019413-0.0012388i,0.00022559-0.00038572i,0.00054869-5.7265e-05i,3.3728e-05-0.00037355i
-0.0019426+0.00057612i,-0.0011735+0.00065962i,-0.00041063-0.00010603i,0.00046705-0.00026684i,0.00050194-3.8759e-05i,0.00060125+0.00074517i,0.00062973+0.0012423i,0.00057797-8.6658e-05i,0.0013317-0.001129i,0.0010539-0.0010977i,2.4838e-05-0.000422i,-0.00044387+6.9384e-05i,-0.00036659+0.00057911i,0.00033688+0.00078018i,0.0008394+3.1654e-06i,0.00057036-0.00043501i,-0.00061899-0.00056487i,-0.0014685-0.00079544i,-0.0014531-0.00062653i,-0.0010901-0.00035801i,-0.00046039-0.00076906i,0.00029174-0.0010476i,0.00073043-0.0010542i
-0.00067961+0.00057364i,-0.00026053+0.00013981i,-0.0003259+0.00071047i,-0.00017141+0.0013558i,-0.00030801+0.00069046i,-0.00053299-0.0010579i,-0.00066039-0.0015145i,6.1259e-05-0.00043061i,0.0017868+0.0010938i,0.0025627+0.0010579i,0.0015726+0.0002115i,0.00044924-0.00014419i,-0.00022745+0.00079632i,-0.00074896+0.001553i,-0.0012063+0.00040478i,-0.0012674-0.00085706i,-0.00024601-0.0009274i,0.00020418-0.00036286i,-2.1656e-05-0.00032865i,8.7652e-05-0.00040587i,-0.00039922-0.00030533i,-0.00056258-0.00015812i,-0.00028292+2.1141e-05i
0.0011124-0.0002801i,0.0017924+0.00066814i,0.0019713+0.00070858i,0.002264+0.00078452i,0.0021386+0.0010903i,0.00067207+0.00025333i,-1.393e-05+0.00019798i,-0.0001052+0.00099927i,-0.00063028+0.0018834i,-0.00050146+0.0018123i,-0.00050191+0.00081666i,-0.00040765+3.6461e-05i,-0.00029639-0.00019761i,-2.2297e-05+3.1361e-05i,0.00090158+0.00078401i,0.00080058+0.0011199i,0.00064637+0.00091293i,0.00056415+0.0002707i,0.00018349-0.0001286i,0.00080479-0.00055968i,0.00034753-0.0010529i,1.6802e-06-0.00038147i,-0.00016228+0.00027966i
-0.0021898-0.00042988i,-0.0026598-8.7122e-06i,-0.0030531+0.00044139i,-0.0019266+0.00098862i,-0.00088089+0.0017726i,0.000301+0.0013758i,0.0013054-0.00013363i,0.00019189-0.0010447i,-0.0013304-0.00071894i,-0.0021876-0.00046856i,-0.0016723-0.00019313i,-0.00088864+0.00030715i,-0.00049875+0.00012252i,-0.00038859-0.00023814i,-0.00059749+0.00013311i,-0.00099576-0.00020776i,-0.00037819-0.0010121i,0.00068503-0.00039033i,0.00028689+0.0013804i,-0.0005622+0.0016207i,-0.00040213+0.00026942i,0.00029204-7.0055e-05i,0.00064289-0.00011875i
0.00033086+0.00011787i,0.0009423+0.00085318i,0.0015905-0.00012132i,0.0013844-0.0011585i,0.0009526-0.0022005i,0.00046609-0.0021779i,0.00023196-0.0017816i,0.00038988-0.0020156i,0.00017782-0.0022802i,-0.00021821-0.0019546i,-0.0011438-0.0014363i,-0.000834-0.00056916i,0.0003862+0.00057867i,0.0012538+0.00090088i,0.0013748+0.00074998i,0.00092153+0.00019447i,0.00024488+0.00035205i,-0.00056982+0.00020325i,-0.00027404-0.00064823i,0.00035529-0.00058931i,0.00017594+7.1774e-06i,0.0006284-0.0003494i,0.0009794-0.00088961i
0.00068315+0.0014306i,0.00067124+0.00036168i,-0.00013996+9.8321e-05i,0.00016828-0.00033823i,0.00017887-0.00076971i,-0.00053777-0.0010164i,-0.00040766-0.0012843i,0.00048539-0.00037014i,0.00089732+0.00016744i,0.0018119-9.8542e-05i,0.0013919-0.00078127i,-0.00012712-0.0015503i,-0.00066818-0.0005633i,-0.00051656+0.00084966i,0.00033509+0.001233i,0.00027083+0.00048773i,-0.00030176-0.00040797i,-0.00016655-0.00058055i,-0.00032542-0.00037967i,8.9228e-07-0.00024479i,0.00066706+0.0001781i,0.00038227+0.00073899i,2.2766e-05+0.00092888i
-0.002546+0.0012627i,-0.00262+0.00088605i,-0.0011426+1.1713e-05i,-0.0005617+0.00060797i,-0.0006311+0.00118i,-0.00030329+0.00091298i,0.00023923+0.00054126i,0.0013338+0.0011206i,0.0012311+0.0020616i,0.00015249+0.0017594i,-0.00041446+0.0011128i,-0.00077762+0.00075483i,-0.0012663+0.00024572i,-0.00075652+0.00014502i,-0.00015558+0.00069554i,-0.00040864+0.00032933i,-0.00040219-7.9571e-05i,-0.00055252-6.8073e-05i,-0.00063786-0.00018564i,-0.00016199-0.00071428i,-7.7532e-06-0.00063414i,-5.3727e-05+0.00035871i,-0.00037212+0.00035026i
-0.0024063-0.00078613i,-0.0021341-8.1473e-05i,-0.0013003+0.001997i,0.00031851+0.0025413i,0.0016689+0.0018553i,0.0013212+0.0010182i,0.00012326+0.00032086i,-0.0010363+0.00051479i,-0.001701+0.0010547i,-0.0012121+0.0015075i,-0.00092452+0.00082612i,-0.00095336-0.00017096i,-0.00091469+0.00014904i,-0.00043196+0.00022606i,0.00031647-0.00068613i,-8.1026e-05-0.0004105i,-0.001388+0.00019025i,-0.0010936-0.00029043i,0.00026266-0.0003528i,0.00076604+0.00024786i,0.00050238+0.00075095i,0.0002849+0.00045804i,0.0002874-0.00037494i
-0.00091474-0.00097349i,-0.0014449-0.00012184i,-0.0020546+0.00017503i,-0.0011927+0.00081303i,-0.00089821+0.00065049i,-0.00051673-0.00060464i,0.0003012-0.0009727i,8.0683e-06-0.0006814i,-0.0014538-0.00045784i,-0.0014038-3.6611e-05i,-0.00035069-0.00021482i,0.00028024-0.00041324i,0.00056246-0.00048788i,0.0010761-0.00048519i,0.0011055-0.00036373i,-2.1502e-07-5.2488e-05i,-0.00056408+0.00027401i,-0.00022719+0.00021866i,0.00028233-0.00017967i,0.00093412-0.0003859i,0.0012267-0.00018547i,0.0010161-0.00043897i,0.00024287-0.00062302i
