0.00041714+0.0020017i,0.0015889+0.0018974i,0.0011145+0.00030921i,-0.00018188-0.0014998i,-0.001608-0.0012687i,-0.0017998+0.00043692i,-0.00032044+0.0010736i,0.00089907+0.00039956i,0.0013655-0.00013726i,0.00092171-0.00087607i,0.00054958-0.00067899i,0.00039899+0.00051656i,-0.00010944+0.0014169i,-0.00055098+0.0015331i,-0.00059699+0.00074088i,5.0012e-05+0.00034531i,0.0011397+0.0007202i,0.0012443+0.00013087i,0.00015131+0.00010098i,3.0345e-05-1.7565e-05i,0.00043144-0.00037305i,0.00035336-0.00072938i,0.00063321-0.00017729i
0.00013704-0.0011976i,0.00019313-0.00081857i,-0.00029429-0.00099659i,-0.00061454-0.00054617i,0.00032601-0.00076313i,0.0012023-0.00087013i,0.00052124-0.0011534i,-0.00025733-0.0012319i,0.00013629-0.00085965i,-0.00043616-0.00025773i,-0.00085401+0.00082193i,-0.0002264+0.00052726i,0.00053405-0.00087226i,0.0011167-0.00093206i,0.00072696-0.00045147i,0.00070041-0.0006727i,0.00092627-0.00024963i,0.00041855+0.00052251i,-2.5094e-05+0.00075516i,-0.00039213+0.00022486i,-0.00040222-0.00030255i,-0.00023865-9.0659e-05i,-0.00017077+0.0002604i
0.0011755-0.00044524i,0.00063227+0.00032907i,-0.00038703+0.00046663i,-0.00098761+0.00074753i,-0.00089791+0.0011729i,-0.00030856+0.0016089i,0.00023638+0.0014259i,0.0006869+0.00057362i,0.00086525+8.5721e-05i,0.00025474-0.00031514i,-0.00013716-1.5233e-05i,-0.00023695-0.00030217i,-0.00049354-0.00059217i,-0.00028649-0.00037563i,-0.00011445-0.00050672i,2.3915e-05-0.00020843i,-0.0003534+2.1231e-05i,-0.00092715+0.00032068i,-0.00019949+0.00024187i,0.00077603-0.00011454i,0.00071696-0.00025784i,0.0003403-0.000118i,-0.00041045+0.00019731i
-0.00048392+0.0017145i,-0.0003735+0.0013127i,-7.6526e-05+0.00043439i,-0.0001372-0.00036016i,-0.0006911-0.0013265i,-0.00060625-0.0015599i,-0.00028614-0.0013404i,-3.1014e-05-0.0013576i,-0.00019011-0.00079123i,-0.00083723-0.0005828i,-0.00062675-0.00043579i,-6.6999e-05+4.5673e-05i,-0.00020645+0.00036658i,-0.00057831+0.00062376i,-0.00040436+0.00074074i,-0.00071577+0.00056623i,0.00016284-0.00033331i,0.00042182-0.00077544i,-0.00075407-0.00045873i,-0.0001084-0.00047104i,0.00022688+0.0001569i,-0.00069432+0.00039983i,-0.00078073-0.00029824i
-0.0015913-0.00037443i,-0.0011817+0.00026869i,-5.6317e-05+0.00022073i,0.00020063-0.0004066i,-8.9059e-05-0.00080355i,0.00033946-0.00061252i,0.00038938-0.00075705i,0.00055393-0.00023615i,0.00052494+8.1548e-06i,2.9075e-05-0.0007631i,-0.00056181-0.00072056i,-0.00066206-0.00051388i,-0.00037046-0.00041924i,0.00029479-0.00031082i,0.00055105-0.00059152i,0.0010186-0.0003868i,0.0015872-0.00066142i,0.00064996-0.00099797i,-9.1728e-05+7.955e-05i,0.00022081+0.00057936i,0.00084833-0.00015049i,0.00040816-0.00083355i,-0.00035206-0.0011377i
-0.00095208+0.00042299i,-0.00043651+0.00038741i,0.00077912-0.00021108i,0.00047361-0.00060437i,-0.00024485-0.0011755i,-0.00083914-0.00080503i,-0.00058663+0.0002681i,0.00010951+0.00066045i,-0.00023791+0.00057238i,-1.293e-05+0.00041764i,0.00081935+0.00015236i,0.00051836-5.6064e-05i,-0.00034772+2.2706e-05i,-0.00019842+0.00048706i,0.00048786+0.0010565i,0.00042238+0.0010023i,0.00019931+0.00058001i,0.00010513+0.00011978i,3.3465e-05-0.00078383i,0.00068769-0.00059446i,0.00094885-0.00036805i,0.000432-0.00072486i,0.00016222-0.00062761i
-0.0019542+0.0010845i,-0.00063452+0.00056802i,0.0017884+0.0011447i,0.003188+0.0011221i,0.0036474+0.00014515i,0.0031371-0.0006802i,0.0017256-0.00065687i,0.00079017-0.0003978i,0.00077469-0.00016927i,0.001043+7.1745e-05i,0.0010764+0.00099154i,0.00117+0.001672i,0.0011163+0.0016509i,0.00063037+0.0015729i,0.00042589+0.000596i,0.00018873+1.7604e-05i,-0.00073197-6.0053e-05i,-0.0008867-0.00036009i,-0.00042392-0.00025911i,0.00021729-0.00013801i,0.00068784-0.00071718i,0.00014008-0.00088133i,2.0847e-05-0.00024081i
-0.0014854+0.00052514i,-0.0018022+0.0010955i,-0.00059997+0.00081258i,0.00017746+0.00011559i,3.2404e-07-0.00043145i,0.00025+5.2611e-05i,0.00071455+0.00061969i,0.00054297+0.00042803i,0.00037894-0.00022062i,0.00045855-0.0007715i,0.00045487-0.00049989i,0.00058255+0.00028841i,0.00027326-6.4271e-05i,-0.00060868+0.00018718i,-0.00053442+0.00036918i,0.00039135-6.6092e-07i,0.00030129+2.8028e-05i,-0.00026201+0.00023521i,-0.0004434+0.00013426i,-5.7554e-05-1.1564e-05i,-7.7054e-05+0.00019687i,-0.00046448+0.00031972i,-0.00028701+4.6381e-05i
0.00080281+0.001472i,0.0003375+0.0017883i,0.00034964+0.00098127i,0.00033765-0.00025814i,0.00055823-0.00012554i,0.00097357-0.00017197i,0.0016218-0.00057908i,0.0013011-0.0011189i,0.00062085-0.0018069i,0.00017105-0.0012229i,0.00016795-0.00051728i,-5.0884e-05-0.00070985i,-0.00023448-0.00013116i,-5.3708e-05+0.00045926i,0.00057688+0.00021797i,0.0013541+0.00012518i,0.001044+0.00017725i,0.00039736+0.00027912i,2.5154e-05+0.00032839i,-0.00019536+0.00030999i,0.00029659-3.3178e-05i,0.000287-0.0002255i,0.0001376-0.00068556i
0.00069851+0.0014245i,-0.00035218+0.0012604i,-0.00077834+0.00064556i,-0.0011273-0.00030126i,-0.00074775-0.00069842i,0.00067209-6.2151e-05i,0.0011827+0.00095477i,0.00082922+0.00094923i,0.00063528-0.00024944i,0.00089756-0.00039988i,0.00080946+8.3079e-05i,0.00027056-0.00024743i,-6.1439e-05-5.7048e-05i,-0.00022312+0.00030352i,0.00021557+8.9155e-05i,0.00069696-0.00088358i,0.00039839-0.0011651i,0.0002928-0.00022295i,0.00010875+0.00021034i,-0.00030004-7.9528e-06i,-0.00043796-0.00036593i,-0.00088186-0.00014102i,-0.001249-4.9567e-06i
-0.0022474-0.00063273i,-0.00074773-0.00041149i,3.3554e-06+0.000743i,0.0010598+0.0010267i,0.0014017-0.00015047i,0.0012698-0.00082722i,0.00098511+0.00015576i,8.2253e-05+0.00064444i,-0.00026638+9.4265e-05i,-4.9029e-05+2.6734e-05i,3.2423e-05+0.00023661i,0.00039599+6.1588e-06i,0.0002912+0.00058121i,0.00021618+0.0012337i,0.00052883+0.00072304i,0.00070255+6.6178e-05i,0.00024481-6.3563e-05i,0.0003733-0.00042586i,0.00071038-0.00035728i,-0.00030874-0.00086786i,-0.00074784-0.0010064i,-6.7228e-05-0.00021993i,0.00056221+0.00019527i
-0.0010095+4.6234e-06i,-0.00099784+0.00049553i,2.1643e-05+0.00032899i,0.00071352+1.7153e-05i,0.0014799-0.00026935i,0.0011389-0.00037231i,0.00029309-6.3821e-05i,0.00016583+0.00045174i,0.00021643+0.00052536i,6.0717e-05+0.00024658i,0.00053797-0.00037489i,0.0010212-0.00044093i,0.00065868+0.00035982i,9.149e-05+0.0016761i,-0.00064753+0.0016604i,-0.0012181+0.00047918i,-0.0012977-0.00055584i,-0.0004112-0.00061964i,0.00094913-3.2904e-05i,0.00083681-2.4717e-05i,0.00035158-0.00040567i,5.8628e-05-0.00039716i,-6.7099e-06+0.00010887i
-0.00083539+0.0010487i,3.2331e-05+0.00054782i,0.00084391+0.00064518i,0.00089855+0.00038876i,0.00088398-0.00028853i,0.0014805-0.00062432i,0.001677-0.00013328i,0.001228+0.00068223i,0.00051393+0.0011772i,-0.00014316+0.00037666i,0.00016714-9.1005e-05i,0.00037825-0.00019088i,0.00036259-0.00033884i,0.0002118-0.00049965i,1.7936e-05-0.00045197i,-0.00018478-0.00015153i,-0.00039473-0.00039702i,-0.00077822-0.00041341i,-0.0010635+0.00042604i,-0.00056553+0.00074941i,9.0172e-05+0.00047106i,0.00034429-0.00027446i,0.00040962-0.00058322i
-0.0013509+0.0018834i,-0.00098541+0.002071i,0.00038248+0.0019521i,0.0015887+0.00030655i,0.0017345-0.0007487i,0.0008652-0.00091484i,7.17e-05-0.00038985i,0.00027133-0.00016348i,0.00037775-0.0004861i,0.00015546-0.00030983i,0.00033176-0.00024027i,0.00030207-0.00010076i,-0.00057913+0.00064626i,-0.0012667+0.00051873i,-0.00053516-0.00050097i,5.0419e-05-0.00072147i,-0.00031162+0.00025823i,0.00010256+0.00044138i,0.0010812-0.00051567i,0.00085417-0.0014294i,-0.00020936-0.0019813i,-0.00091344-0.001484i,-0.0010937-0.00054052i
-0.0013771-0.00042542i,-0.0013419-0.00087176i,-0.00054024-0.0015821i,0.00016253-0.001178i,0.00025331-0.00078267i,0.00089888-0.00090096i,0.0016412-0.00053044i,0.0011564+0.00019505i,0.00023082+0.00067772i,4.0326e-05+0.0001893i,-8.5869e-05-0.00029269i,-0.00055606+3.0126e-05i,-0.00026732+0.00011074i,-0.00047199+0.00015763i,-0.00039766+0.00053471i,0.00016517+0.00054244i,0.00044699+8.8218e-05i,0.00052012+0.00028689i,-0.00011773+0.00079701i,2.4398e-05+0.00053937i,0.00018228-0.00012789i,0.0001829-0.00031318i,0.00020343-0.00091163i
0.00030576-0.0014792i,-0.00060919+2.7957e-05i,-0.00096628+0.00027854i,0.00032004-0.00024412i,0.00035061+0.0002169i,0.00023562+0.00072206i,0.00039814+0.00090333i,0.00069275+0.00020963i,0.0010019-0.00033718i,0.0007196+0.00052732i,0.00045872+0.00043798i,0.00031142+0.00010535i,0.00015814-0.00019877i,-0.00042523-0.00035067i,-0.0008463-0.0002691i,-0.00018027-0.0008415i,0.00036515-0.00090208i,0.00059126-0.00044379i,0.00073775-0.00019111i,0.00026136+0.00016664i,2.2269e-05+0.00029157i,-0.00035936-0.00021211i,-0.00034038-0.00075053i
-0.00029611-0.0010259i,0.00017175-0.00071984i,0.00027068+9.49e-05i,0.00048542+0.00038462i,2.8071e-07+0.00083895i,0.00017541+0.00070023i,0.00071323-0.00010513i,0.00046452+0.000591i,0.00051388+0.00095657i,0.0010797+0.0007049i,0.00045597+0.00097084i,-0.00055684+0.00070533i,-0.00035817-6.3019e-05i,-0.00036085+2.7923e-05i,-0.00021621+2.2888e-05i,0.0001501-0.00043711i,0.00020322-0.00010983i,0.00063072+0.00016975i,0.00079886+0.00051607i,0.00089575+0.00022786i,0.00082824-0.00050117i,0.0003299-0.00061425i,0.00036182-0.00045415i
-0.00034731-0.00046732i,4.341e-05-0.00044128i,-0.00043894-0.0010445i,-0.0007013-0.00026585i,0.00017015+0.0004492i,0.0010272+4.8133e-05i,0.00045904+0.00020431i,0.00050947+0.00090298i,0.0012411+0.00081066i,0.0010003-8.6845e-05i,-5.1574e-05-0.00093583i,-0.00046265-0.0012578i,-0.0003619-0.00097676i,0.00050002+5.2372e-05i,0.0015811+0.0003684i,0.0014534+0.00061672i,0.0010327+0.00061978i,0.0006218-0.00018611i,-6.3983e-06-0.00018191i,-0.0002268-0.0001169i,-2.7659e-05-6.7766e-06i,0.00044629-3.9123e-06i,0.00041697-0.00025843i
-0.0013339+0.00015385i,-0.0010438+0.00076769i,0.00024233+8.0866e-05i,0.00057714-0.00041813i,0.00036202+0.00016367i,0.00065412+0.000147i,0.00082781-0.00023946i,0.00091953-0.00038003i,0.00083409-0.00047194i,0.0005217-0.00037411i,0.00014054+0.00031199i,0.0002981+0.00052676i,-7.589e-05-0.00021193i,-0.00043059-0.0001633i,-8.953e-05+9.4712e-05i,-0.00061879-7.1634e-05i,-0.0006756+0.00036499i,0.00013614+0.0005489i,0.00040733+0.00036308i,0.0010717+0.00059838i,0.0012404+0.00036557i,0.00031479-8.7327e-05i,-0.00010874-0.00042878i
-0.0004167+0.0018002i,-0.00087091+0.0016258i,0.00059411+0.0010522i,0.0014258+0.00016652i,0.0011377-0.00025576i,0.00020026-5.181e-05i,3.5811e-05+0.00017651i,0.0005945+6.4193e-05i,-0.00026948-3.8282e-05i,-0.0012221-6.8171e-05i,-0.00012528+0.00037294i,0.0002023+0.0010475i,-0.00012492+0.001098i,-0.00030759+0.00061608i,-0.00023547-0.00019963i,0.00036129-0.00029155i,0.00047054+0.00044322i,2.9761e-05+0.00033106i,-0.00020927+0.00033687i,-0.00070256+0.00056285i,-0.00028764+0.00053654i,8.6135e-05+0.00044062i,-0.00029308-0.00015157i
-0.00063792+0.00093587i,-0.00063047+0.00056189i,-0.000603-8.2845e-05i,-0.00022756-0.0005628i,0.00043233-0.00028251i,0.00090051-0.00034921i,0.0011698-0.00038122i,0.00052037-0.00033835i,-7.1526e-05-0.00010937i,0.00058242-0.00032799i,0.00084246-0.00044207i,-0.00063663-0.00014157i,-0.0011677+2.7071e-06i,0.00026324+0.00040892i,0.0011845-0.00019116i,0.00066481-0.00058411i,-0.00035085-0.00035405i,0.0001544-0.00017085i,0.00033999+0.00025247i,-0.00023452+0.00035059i,0.00068905+8.1408e-06i,0.0010271-7.0747e-05i,-6.5533e-05-0.00036282i
-0.00094185-0.00045753i,-0.0005735-0.00075052i,0.00035603-0.00083585i,0.00096917-0.0006459i,0.00079309+9.6758e-05i,0.00077731+4.8396e-05i,0.00062253-0.00038599i,0.00058946-0.00067239i,0.00067302-0.00076175i,0.00073926-0.00087762i,0.00045052+8.3418e-05i,-0.00016749+0.00085994i,-0.001243+2.1757e-05i,-0.0015118-0.00070577i,-0.00040746+0.00065225i,0.0002251+0.0017384i,0.0004486+0.00054486i,0.00045343+3.6658e-05i,-0.00043208+0.00060646i,-0.00038202+0.0004755i,-0.00047745-0.00013692i,-0.00097514-0.00024592i,-0.00019411+0.00052602i
-0.0002263+0.0020697i,-0.00034937+0.0018553i,0.00048504+0.0018423i,0.00015043+0.0009108i,3.8694e-05-0.00021656i,1.2056e-06-0.0010087i,0.00017405-0.00097307i,0.00013228-0.00054328i,-0.00077283-0.0003625i,-0.001312-0.00036857i,-0.0015904+4.0484e-05i,-0.0013905+9.252e-05i,-0.00055096-0.00023821i,-0.00028025-6.9527e-05i,-0.00047015-0.00012424i,0.00038776-8.8469e-05i,0.0012718+0.00060338i,0.0010627+0.00054107i,0.00020196+0.00039171i,-0.00036548+8.1447e-05i,-0.00044894-0.00024906i,5.0907e-05-0.00025832i,0.00044645+0.00023382i
-7.354e-05-0.00052227i,-8.9783e-05+0.00014142i,-0.0002302-3.7867e-05i,-0.00059888-0.00097079i,-4.0181e-06-0.0019953i,0.0012565-0.0013014i,0.0022496-0.00034242i,0.00077971+0.0002503i,-0.00077322+0.0004813i,-0.00066532+0.00024293i,-0.00034422-0.00031343i,0.00057702-6.4188e-05i,0.00043594+0.00035506i,-0.00026127-2.2097e-05i,-0.00027361+0.00017232i,-4.9767e-05+0.0005023i,-0.00019203+0.00060776i,0.00037818+0.00035361i,0.0015981+0.0003876i,0.0010241+0.00053714i,8.0408e-05-0.00026983i,-4.1069e-05-0.00087796i,1.1285e-05-0.0007889i
-0.0011963-0.00051254i,-0.00041664-0.00049683i,-0.00027649-0.0002081i,3.7178e-05-0.00015451i,0.00050911-0.00027001i,0.00042131-0.00039936i,0.00019817+6.158e-05i,0.00030469+0.00053345i,0.00051167-1.4211e-05i,0.00055167-0.00042354i,0.00038636+0.00024683i,-6.5568e-05+0.00037399i,-0.00023985+2.0057e-05i,-0.00032657+0.00023355i,0.00027113+0.00020821i,0.00065351+0.00019043i,0.00016936+0.00020632i,-5.1436e-05+0.00032554i,-0.00047103+0.00077635i,-0.00048641+0.00029404i,0.00021392-0.00049993i,0.00092737-3.8844e-05i,0.00093515+0.00024406i
0.0014693-0.00096158i,0.0011574+0.00025746i,4.3527e-05+0.00043059i,-0.00014606+6.7942e-05i,-0.00011547+0.00029529i,0.0001031+0.0011063i,0.00041125+0.00080206i,0.00047464+0.00021375i,3.3073e-05-0.00020033i,-0.00071951-0.00024156i,-0.0013316+0.0004145i,-0.0010764+0.00065777i,-0.00083695+0.00026253i,-0.00019229-0.00019441i,0.00020252+2.9668e-05i,5.7585e-05+0.00070393i,8.5507e-05+0.0005881i,0.0003742+0.00053189i,0.00017148+0.00061748i,-0.00030468+6.2803e-05i,-0.0002287-0.0007293i,0.00038392-0.001415i,0.00036978-0.00020373i
-0.00038189+0.00098087i,-0.0017058+0.00089946i,-0.00071353+0.00040538i,0.00033198-0.00030308i,0.00025817-0.00056102i,4.8224e-05-5.38e-05i,0.0002734+0.00033038i,0.00051245+0.00023766i,0.00072464+0.00015561i,0.00051994-0.00026546i,-0.00016226-0.00030466i,-0.00073125+3.544e-05i,-0.00018064+0.0002023i,0.00024721+0.00019469i,-0.00055517-1.2938e-05i,-0.00060559-0.00085277i,0.00011408-0.00098324i,0.00064216+6.4944e-05i,0.00029503+0.00060132i,-0.0001666+0.00046593i,0.00013501+0.00056315i,0.00052158+0.00014328i,0.00027488-0.00027138i
-0.0019117+0.0015931i,-0.001149+0.00020802i,0.00047519-0.00031624i,0.0010886-0.00084729i,0.00018407-0.0014594i,-0.00046927-0.0013233i,-0.00031313-0.0009628i,-0.00033538-0.00027643i,-7.1594e-05+0.00013644i,6.8119e-05-1.8858e-05i,3.8575e-05-0.00025298i,-3.1532e-05-0.00037444i,-0.00041263+0.00027001i,-0.00035106+0.00082334i,0.00023959+0.00043572i,0.00050013+0.00028112i,-5.6785e-05+5.6328e-05i,-0.00057813-0.0007284i,0.00015922-0.00073336i,0.00091014-0.00011366i,0.00031399+0.0005819i,-0.00012965+0.00060363i,0.00023279-0.00038862i
-0.002494-0.00074747i,-0.00079782-0.0013415i,0.00076875-0.0014144i,0.00089829-0.00075249i,0.00066189-0.00021137i,0.0011425-0.00014224i,0.0013593-0.00044214i,0.00088039-0.00057864i,0.00011872-0.00040279i,1.5077e-05-7.2604e-05i,-0.00019081-0.00022774i,-0.00033803-0.00072627i,-1.5134e-05-0.00064223i,-6.1199e-05-0.000209i,-0.00041282+7.689e-05i,-0.00021395-0.00033179i,-0.00019449+0.000156i,-0.00059226+0.001203i,-0.00058803+0.0011669i,-0.00016783+0.00056991i,0.00036199-0.00019174i,-0.00028184-0.00080467i,-0.00072968-7.7259e-05i
0.00059981-0.00058704i,-0.00018493-0.00027273i,-0.00014091-0.00019666i,0.00070652-0.00086944i,0.00072587-0.0012i,0.00051773-0.00030198i,0.00070496-0.00024599i,0.0010385+4.5606e-05i,0.00071258+0.00093566i,0.00037596+0.00036402i,-9.1554e-05-0.00024065i,-0.00077081-0.00033546i,-0.00047962-7.6831e-05i,6.317e-05+7.3438e-05i,0.00024936+0.00051612i,-1.1269e-05+0.00076661i,0.0002679+0.00011481i,0.00071112+0.0003052i,0.00065812+0.00040001i,0.0016593-0.00065311i,0.0013302-0.00092944i,-0.00047112-0.00032816i,-0.0013625+0.00015438i
-0.00077508+0.00053106i,-0.0014896+0.00096369i,-0.001031+0.00095169i,-0.00051562+3.8745e-05i,-0.00046326-0.00072198i,0.00039146-0.00024429i,0.00076253-0.00070613i,0.00010356-0.000838i,0.00014018-0.00012269i,-0.00051026+0.00020637i,-0.0012429-2.0915e-05i,-0.00033132-0.00039441i,0.00047616-0.00031531i,0.00050153+0.00030543i,-0.00019092+8.292e-05i,-0.00054476-0.00039668i,-0.00010824-0.00037521i,-3.108e-06-0.00048244i,-0.0002633-0.00035244i,0.00014107+0.0001997i,0.00070763+0.00058004i,-3.9318e-05+0.00054095i,-0.00063892-5.3716e-05i
-0.00094802-0.00074444i,-0.0011073+0.00079157i,-0.0013365+0.0014249i,-0.00061489+0.0013017i,1.2445e-05+0.0014818i,0.00042823+0.0013342i,0.0010778+0.00032232i,0.0012524-7.1408e-05i,0.0006203-0.00055238i,1.01e-05-0.0010228i,-0.00014416-0.00071565i,0.00037495-0.00036533i,-5.3872e-05+5.7507e-06i,-0.00040882+0.00016668i,-0.00052595+0.00013435i,-0.00083404+0.00016969i,-0.00031011+4.2231e-05i,0.00051664-7.2062e-05i,0.0010959-0.0006244i,0.00070723-0.00086277i,0.00010515-0.00010765i,0.00036572+0.00040772i,0.00052032+0.000368i
5.6619e-05+0.00023923i,-0.00049271-0.00013879i,-0.00070284-0.00021141i,-0.00032018-0.00054327i,0.0001503-5.3542e-05i,0.0014876-0.00033993i,0.0013905-0.0013333i,-0.00022172-0.00077152i,-0.00093088-0.00018128i,-0.00049502+1.6668e-05i,-0.00034081-7.5925e-05i,-0.00052699-0.00085003i,-0.00048041-0.0005423i,-0.00015081+0.00030547i,0.00086971+0.0004153i,0.0011477+0.00058168i,0.00054971+0.00033046i,0.00049267-7.3875e-06i,0.00067886-6.357e-06i,0.00082212-0.00057929i,0.0008401-0.00047416i,0.00039589-0.00030803i,0.00014327-0.00076147i
0.00018205-0.00134i,-0.00033102-0.0010074i,-0.00066904-0.00012141i,-0.00055154+0.00093809i,-5.2701e-05+0.00050368i,0.00075957-0.00010077i,0.0013788+2.7399e-05i,0.0012854+0.00012482i,0.00057735+0.00047426i,-0.00024436-2.7183e-05i,-0.00037208-0.00053596i,0.00017792-0.00020957i,0.00028899-0.00017658i,0.00034546-4.4554e-05i,0.00016555+0.00021162i,-4.4144e-05+5.55e-05i,-2.4229e-05+1.4146e-05i,2.3794e-05+0.00014701i,-0.000258-0.00030034i,8.792e-05-0.0001535i,0.00039781-0.00012383i,-0.00021053+4.2797e-05i,-0.0007873+0.00015766i
-0.00041843+0.0001843i,0.00039869+0.00061916i,0.0011538+0.00020145i,0.0018957-1.0668e-05i,0.0020591+2.4624e-05i,0.0012115+0.00026005i,0.00051201-9.1279e-05i,0.0001297-0.00031462i,0.00026628+3.1833e-05i,0.00040074+0.00043048i,0.0013578-8.6216e-05i,0.0017354-0.00057278i,0.00052951-0.00042083i,-0.0001624-8.3208e-05i,-0.00020565-0.00027003i,-0.00044179-0.00080565i,-0.00023684-0.00054803i,0.00023744+0.00016027i,0.00087136-9.154e-05i,0.00086231-0.00057816i,0.00052691-0.0010136i,7.7614e-05-0.00032946i,-0.00024603+0.00090045i
-0.0021408-0.00098774i,-0.0010902-0.00052197i,-0.00032741+0.00024134i,-0.00026314+0.0010707i,-0.0002505+0.0018941i,0.00052909+0.0016296i,0.0007973+0.00045002i,4.5741e-06-0.00014319i,-0.00021798-0.00037348i,-4.0523e-05-0.00049339i,-1.9289e-05+4.5011e-05i,0.00022554-0.00016249i,0.00011561-5.6015e-05i,-0.00069698+0.00027232i,-0.00045965-0.0001194i,0.00047276-0.00087816i,0.00038798-0.00081087i,-0.00017021+0.00011167i,-0.00021969+0.00016936i,-0.00039243-0.00017269i,-0.0007088-0.00042181i,-0.0010254-0.00079993i,-2.7277e-05-0.00056369i
-0.0015408-0.0012877i,-0.00017792-0.00041479i,0.00083877-6.2482e-05i,0.0003154+0.00016703i,0.00047863+0.00032129i,0.0013355-0.00014497i,0.0010858-9.8942e-05i,0.0003727+0.00055762i,-0.00019181-3.678e-05i,-0.00027517-0.00099317i,-1.9801e-05-0.0010858i,0.0003988-0.00069404i,0.00060734-7.4378e-05i,-0.0002057+0.00074821i,-0.00076846+0.00072244i,-0.00021997+0.00040143i,0.00083977+0.00046785i,0.0014167+0.00048974i,0.0015132+0.00037125i,0.0015662-0.00081041i,0.00082916-0.0012503i,-0.00029599-0.00078101i,-0.0010977+1.4361e-05i
-0.00088535+0.00065037i,-0.00052215+0.0008933i,-0.00028963+0.001223i,-0.00047958+0.0010516i,-1.8564e-05+0.00069829i,0.00077882+0.00063804i,0.00091941+4.2188e-05i,0.00018992-9.502e-05i,-1.5895e-05+0.00043663i,0.00021489+0.00022784i,0.00046025-0.00066598i,0.00060243-0.0013162i,0.00025283-0.0010163i,-0.00029477-0.00016589i,-0.0002775+0.00055653i,6.7907e-05+0.0004587i,0.000588-0.00042164i,0.00080216-0.00081839i,0.00038837+1.2439e-06i,-0.00014188+0.00013498i,0.00014471+0.00012323i,0.00020399+0.00044538i,-0.00017946+0.0005163i
-0.00087175+0.0013555i,-5.0659e-05+0.0012066i,0.0010313-0.0002576i,0.0010665-0.0014993i,0.00012111-0.0010038i,-0.00053384+0.00013955i,0.00018285+0.0011046i,0.00065614+0.00033509i,0.00040239-0.0003185i,1.6056e-05+0.00018678i,8.8246e-05+0.00027704i,4.4465e-05+0.00030234i,-0.00015328+0.00024742i,0.00064231-0.00021113i,0.001247-0.00029114i,0.00085793+0.00036828i,0.00070984+0.00091692i,0.00030854+0.00071263i,-7.1793e-05+0.00019574i,-0.00023766-0.00025051i,0.00011709-0.00040144i,0.00031416-0.00012448i,-0.00028804+0.0002599i
-0.0015222-0.0010761i,-0.0014487-0.00018799i,-0.0011862+0.0007576i,-0.00040047+0.00068834i,0.00082233+0.0002268i,0.0013471-4.7981e-05i,0.0016296+2.9396e-05i,0.0011936+0.00016459i,-0.00013356-0.00046572i,-0.00036796-0.00082317i,-0.00036142-0.00078994i,-0.00048794-0.00035395i,-0.0003193+0.00036844i,-8.2681e-05+0.00030521i,-0.0002364-2.946e-05i,-0.00017388+9.8338e-05i,-0.00030458+8.2852e-05i,-0.00031405+0.00027825i,4.453e-05+0.00057153i,0.00036818+0.0002529i,0.00028186-0.00022424i,-3.8102e-05-0.00088429i,-0.00015125-0.0010744i
-0.0010202-0.0012484i,-0.00015635-0.0014155i,-0.00030811-0.00059996i,-0.00079539+0.00024561i,-0.00076554+0.00092844i,-0.00012761+0.00055933i,-0.00027566+9.9044e-05i,-0.00035192-0.00028801i,0.00047408-0.001345i,0.000781-0.0016336i,0.00050469-0.00054156i,-0.00032116+0.00041925i,1.0383e-05+0.00028292i,0.00071271-0.00043352i,0.00029421-0.00035392i,-0.0002697+0.00074977i,-0.00031905+0.0011483i,1.1622e-05+0.00078137i,0.0008339+0.00037287i,0.00018403+0.00024904i,-0.00041429-0.00014339i,-0.00090291-0.00064706i,-0.0010047-0.00071165i
-0.00023803+0.001128i,-5.0754e-05+0.00087149i,-0.00035439+0.0011564i,0.00011477+0.00080252i,0.0014185-0.00011937i,0.0016262-0.00014407i,0.0013839-0.00081593i,0.0015641-0.0010784i,0.0011178-0.00076143i,0.00045519-0.0016501i,0.00033309-0.0016189i,0.00061868-0.00017349i,0.00060521+0.00095725i,0.0007922+0.0008982i,0.00038225+0.00074009i,-0.00010996+0.000457i,0.00025094+0.00013297i,0.00099518-0.00053368i,0.00097453-0.00076311i,0.00066188-0.00096637i,0.000586-0.0013635i,0.00014013-0.0010984i,6.1071e-05-0.00082703i
-0.0020748+0.0023923i,-0.0017464+0.0017325i,0.00022536+0.00063592i,0.00035532-0.0012152i,0.0010241-0.002011i,0.001562-0.0019305i,0.00051084-0.00089927i,-7.1392e-05+0.00020502i,0.00016665-9.301e-05i,0.00054382-0.00013185i,0.00038398+6.8463e-05i,0.00060164-4.1962e-05i,0.00059178+0.00046455i,-0.00017493+0.00043605i,0.00013581-6.7036e-05i,0.00056916-0.00037689i,0.00024949-0.00053513i,-0.00017914+6.7293e-06i,-0.00028556-9.7738e-05i,0.00049416-0.00066847i,0.00055107-0.0008002i,0.00027849-7.4523e-05i,0.00041455+0.00087542i
