-0.0028579+0.0027658i,-0.0029232+0.0019498i,-0.0037508+0.0022532i,-0.0020261+0.0022798i,-0.00057376+0.0016057i,-0.00032963+0.001433i,1.67e-05+0.0019282i,-0.00011103+0.0017706i,-0.0006378+0.00094743i,0.00022739+0.00056442i,0.0010066-4.8562e-05i,0.00070456-0.00038553i,-5.3452e-06-0.00084054i,-7.4438e-05-0.0014264i,6.3299e-05-0.000834i,-9.7749e-05-0.00016181i,-3.6249e-05+0.0001749i,-0.00011853+3.5611e-05i,-6.3289e-06-0.00090936i,0.00034381-0.0012735i,7.908e-05-0.00044719i,-0.0003718+0.00031686i,-0.00026245-4.2299e-05i
-0.0016358+0.0032018i,-0.0024459+0.0032022i,-0.0017153+0.0027186i,-0.0010532+0.00087519i,-0.0012191+0.00035522i,-0.0012585+0.00074334i,-0.00087382-4.4188e-05i,-0.00065745-0.00047093i,-0.0003443-0.0003471i,0.00037417-9.1317e-05i,0.00018509+6.9814e-05i,-0.00034054-0.00023976i,-0.00068551-0.00032427i,-0.0016679+0.00023263i,-0.001373-8.9412e-05i,-0.00085907-0.00035234i,-0.00087183-8.1631e-05i,-0.0010729+0.00041933i,-0.0014861+0.00023644i,-0.00096032-0.00075167i,0.00010645-0.0008284i,0.00026494-0.00054205i,-7.2277e-06-0.00016067i
-0.0022017-4.5767e-05i,-0.0017019+0.00060831i,-0.0007198+0.0001894i,2.626e-05-0.00063094i,0.00068262-8.9074e-05i,0.00060969+0.00027989i,-0.00011726+0.00079529i,-0.00071618+0.0011271i,-0.00052224-5.499e-05i,-7.1944e-05-0.00029856i,-9.1158e-05+0.00056702i,0.0004557+0.00051278i,0.00050894-0.00018241i,-6.8267e-05-0.00070304i,-0.00014185-0.00068219i,-0.00032913-8.3637e-05i,-0.00072626+0.00023472i,-0.00094936+0.00010169i,-0.00052575-0.00043497i,0.00034597-1.1467e-05i,0.0011154-2.1316e-06i,0.0015091-0.00079461i,0.00071319-0.00090953i
-0.0011985+0.0003603i,7.499e-05+0.00090741i,0.00089056+0.0019408i,0.00055085+0.001273i,0.00039261+0.00033811i,-0.00043782+4.2326e-05i,-0.00036949-0.00075015i,-2.9079e-05-0.0001983i,-0.0002078+0.00095566i,0.00052728+0.00067264i,0.0011202+3.1593e-05i,0.0011262-0.00059937i,0.0009534-0.00077257i,0.00027354-0.0001496i,0.00022153-0.00040059i,0.00014067-0.00051845i,0.00010049+0.00058334i,0.00015678+0.00050653i,0.00011708+0.00013285i,5.2165e-05+0.00039885i,8.3472e-05+0.00084318i,0.00037233+0.0015896i,-0.00013759+0.00083694i
-0.00052575+0.00016123i,-0.00011793+0.0012416i,-9.5823e-05+0.00095481i,0.00041026+0.00075969i,0.00039731+0.00055029i,-0.00057436-0.00038053i,-0.0011576-0.00021913i,-0.0010666+0.00035818i,-0.0014707+0.00041836i,-0.0011329-0.00017847i,4.1091e-06-0.00010747i,0.00036544+0.00014108i,-0.00022104+0.00018197i,-0.00085002+0.00022975i,-0.00044555-0.00021049i,-3.9277e-05-0.00066559i,-0.00055064-0.00064604i,-0.00043544-0.0002848i,7.5598e-05-2.436e-05i,-9.4857e-05-0.000214i,-0.00017313-0.00064472i,-0.0001988-0.00036721i,-0.00050744+0.00041193i
-0.0025708-0.00067594i,-0.003511-0.0012035i,-0.0038181-0.00095261i,-0.0030554+0.00097421i,-0.0019116+0.0013499i,8.2892e-05+0.00060594i,0.0012563+0.00053841i,-7.5905e-05+0.00048334i,-0.00091976+0.0002221i,-0.00042521+0.00050396i,0.00069666+0.00027953i,0.0014513-0.00017422i,0.0012868-0.00013815i,0.0012627+0.00042601i,0.0013627+0.00047294i,0.0011811-0.00047582i,0.00084849-0.00052097i,0.000498-0.00014493i,0.00020571-0.00053565i,0.00049475-0.00099697i,0.00074781-0.00068141i,0.00074159-0.00095278i,0.00060213-0.00079793i
-0.00018956+0.00068507i,-5.9078e-05-2.1304e-05i,0.0013062-0.00031001i,0.0015989-0.0013618i,0.00070085-0.0022453i,-0.00096835-0.0014751i,-0.0012384-0.0009687i,5.8962e-05-0.00081016i,-4.2261e-05-0.00018492i,-0.00041912-6.6066e-05i,-9.1043e-06+0.00011332i,-0.00027991+0.00013766i,-0.00074077+2.1628e-05i,-0.00067125+0.00045535i,-0.00029933+0.0010438i,-0.00074446+0.00067945i,-0.00066168+1.8101e-05i,-0.00027881-0.00053235i,-0.00067338-0.00025759i,-0.00035869+0.00039515i,5.1953e-05+0.0007199i,0.00063328+0.00055326i,0.00055671+0.00068876i
-0.00047854+0.0028622i,-6.594e-05+0.0038751i,0.00095356+0.0034345i,0.0011444+0.0015884i,-8.1128e-05-0.00050523i,-0.00098524-0.00059738i,-0.0012402-0.00019394i,-0.0012555-0.00041341i,-8.49e-05-0.00071883i,0.0006463-0.00095589i,0.00079445-0.00030938i,0.0006478+0.00013391i,-2.5553e-05-4.9522e-05i,-0.00037839-0.00033952i,-0.00030067-0.00039678i,-1.9137e-05+1.8672e-05i,-0.0004196+0.00037777i,-0.00078711-0.00060367i,-0.000491-0.0011312i,0.00035335-0.00073456i,0.00065955-0.00053456i,9.827e-05-7.2984e-05i,0.00021059-6.4745e-05i
-0.00083457+0.00088296i,-0.0013933+0.00069727i,-0.0026555+0.00035088i,-0.0029934+0.00041083i,-0.0015657+0.00023188i,-0.00012677+0.00030895i,0.00048279-2.1468e-05i,0.00044619-0.00035325i,0.00070354+0.00057347i,0.00025253+0.0011203i,-0.00040574+0.00018738i,-0.00046619-0.00046079i,-0.00030749-0.00063239i,-0.00019344-0.00034794i,0.00029425+0.00054527i,0.0007866+0.00069761i,0.00067693+0.00028608i,-0.00019758-4.1362e-05i,-0.00017311+3.9245e-05i,0.00054711-8.7377e-05i,0.00037497-0.00025844i,0.00045947-0.0002932i,0.00069004-0.00018998i
-0.00051428+0.00057373i,-0.00034008-0.00040562i,0.00075143-0.001112i,0.0010649-0.0012703i,-0.00015491-0.00096499i,-0.00074715-9.0974e-05i,7.7185e-05+5.6502e-05i,0.00047942+0.00034179i,0.00061246+0.00061508i,0.00085131+1.3436e-05i,0.00047792-0.00022526i,-7.9329e-05-0.00031564i,-7.7825e-05+0.00014291i,-0.00080652+0.00061345i,-0.00076082+0.0004524i,8.685e-05-6.1247e-05i,-8.4681e-05-0.00060117i,0.00025205-0.0001935i,0.00018194+0.00048757i,0.00011743+0.00047499i,0.000128+0.00059676i,-0.00014556+0.0010938i,-0.00047837+0.0011701i
0.00094734+0.0002877i,-0.00011528+0.00030566i,-0.00023303-0.00045338i,-4.0947e-05-0.00087245i,-0.00024526-0.00076333i,2.805e-05-0.00042576i,0.00036798-0.00050124i,0.00062083-0.00089016i,0.00056759-0.00081451i,-0.00032198-0.00079286i,-0.00079632-0.00051873i,-0.00065816-0.00098288i,-0.00038745-0.001383i,-0.00082644-0.00022534i,-0.0010446+0.00025358i,-0.00051885+0.00022115i,-0.00038285+0.00019579i,-0.00064727-0.00030698i,-0.00014141-0.00023125i,0.00056532-0.00021504i,0.00069774+0.00013328i,0.00043627+0.0011351i,0.00049011+0.00098694i
-0.0024003+0.0011542i,-0.0029428+0.0025205i,-0.0036652+0.0027449i,-0.0028425+0.0014612i,-0.0020604+0.00035542i,-0.0013129-4.5616e-05i,-0.00015639-0.0012672i,0.00050736-0.0015638i,-0.00025918-0.00045385i,4.9084e-05+0.00034506i,0.0010083-0.00013988i,0.00067868-0.00035109i,-0.00022905-0.00074461i,-0.00074904-0.0006974i,-0.00089282-5.5925e-05i,-0.00047003-0.00011741i,-0.00041808-0.00012934i,-0.00042838-2.9603e-05i,8.9357e-05-0.00067016i,0.00019679-0.00073475i,0.00014044-0.00047343i,8.46e-05+0.00020019i,-0.00040057+0.00052277i
-0.00071923-0.0026078i,-0.0010608-0.002057i,-0.00091024-0.0026401i,-0.0010309-0.0025347i,-0.00072079-0.00031474i,-0.00032642+0.00088373i,2.7294e-05-0.00020957i,0.00041711-0.00082387i,0.00026143-0.00093078i,1.8629e-05+2.7047e-05i,0.00037542+0.00050805i,0.00023724+0.00037993i,-0.00036362+0.00071268i,-7.1606e-06+0.00052772i,0.00058922+0.00086216i,-0.00030325+0.0013082i,-0.00051612+0.00044097i,0.00065479-0.00034434i,0.00058827-0.00025645i,0.00075016+9.9918e-06i,0.00089174-0.00041344i,0.00028989-0.00044696i,-8.562e-05+0.00017065i
0.0016509+0.0018627i,0.0015128+0.0014249i,0.0021222+0.00068485i,0.00079469-0.0012221i,-0.001112-0.0018435i,-0.0015801-0.00060267i,-0.0018309+0.00065324i,-0.0017849+0.00024726i,-0.0009699-0.00021428i,-0.00060469-4.3904e-05i,-6.4957e-05-0.00080756i,0.0005323-0.00034342i,-2.1965e-05+0.00055813i,-0.0011141-4.9364e-05i,-0.0013457-0.00041973i,-0.0010493-0.00067614i,-0.00028659-0.0010559i,0.00015864-0.00033415i,-0.00026351+0.00059054i,-0.00076902+0.00066179i,-0.00031471-0.00053884i,0.00057992-0.0013313i,0.00027477-0.00063087i
0.00017719+0.0012051i,-0.00044579+0.0014187i,-1.7099e-05+0.0014573i,0.00054396+0.00048568i,0.00021621-0.00040824i,-0.00010942-0.00034507i,-0.00038782+0.00039129i,-0.00016607-0.00014981i,0.00016196-0.0003761i,-0.00032586-9.2649e-05i,-0.00030216-0.00011397i,-0.00014365-0.0002457i,-0.0004426-0.00057131i,-0.00039438-0.00033i,0.00040428-1.0824e-05i,0.00064385+5.4522e-05i,-0.00041099-0.00064102i,-0.00071719-0.00060971i,-9.0156e-05-0.00073274i,-0.00035139-0.0010171i,-0.00066159-0.00042982i,-0.00024704+0.00013959i,0.00013222+0.00040159i
3.8638e-05+0.00064009i,0.00046677+0.0014468i,0.00031374+0.00087113i,-0.00034474+0.00020896i,3.9042e-05-0.00038249i,0.00021313-9.2655e-05i,-0.00031137-0.00013532i,-0.0001717-0.00057811i,0.00015807-0.00084873i,-0.00031683-0.00049702i,-0.0002869-3.0376e-05i,8.4896e-05-0.00016483i,0.00057804-0.00067541i,0.00018253-0.00073517i,-0.00087352-0.0002824i,-0.00019068-0.00029122i,0.00048041-0.00076819i,0.00057895-0.0010548i,0.00039357-0.00075729i,-0.00033593-0.00034349i,0.00015878-0.00044484i,0.00060289-0.00049107i,0.00019272+2.5577e-05i
-0.00064738-0.001143i,-0.001094-0.00030668i,-0.0012036+0.00024477i,-0.0017571+0.00016979i,-0.0013394+0.00027299i,-5.4489e-05+0.00098516i,-0.00046639+0.00032992i,-0.00042808-0.00029579i,-0.00021165-0.00036187i,-0.0011772-0.00083206i,-0.00092708-0.00084034i,-1.3323e-06-0.00057123i,-0.00017925-0.00091117i,-0.00056842-0.00015838i,-0.00027745+0.00066977i,-0.00014702+0.00053809i,-0.00033158+0.00015131i,-0.00095814+1.8445e-06i,-0.0012955-0.00021404i,-0.00092666+0.00014422i,-0.00019246+0.0006084i,0.00043253+0.00061604i,0.00051003+0.00049411i
0.00054306-0.00087015i,0.00033966+7.9256e-05i,0.00089795+0.00068288i,0.00094613-3.5249e-05i,-0.00010867-0.00067353i,-0.00066935+0.00049251i,-0.00046176+0.00050025i,-0.00041337-0.00067993i,-0.00055518-0.00065487i,-0.0004577+5.8461e-05i,8.1114e-05+0.0001686i,0.001118+0.00029174i,0.0017098+0.00052859i,0.001127+0.00062319i,0.00083807+0.0010651i,0.00033057+0.00046275i,-0.00086737-0.00096552i,-0.0006571-0.0011579i,-0.00027409-0.0007046i,-0.00010657-0.00018572i,-8.4057e-05-0.00039789i,-0.00010723-0.00068184i,-0.00028278-0.00018754i
-0.0015906+0.00077355i,-0.0021287+0.0012214i,-0.0022349+0.001481i,-0.0010531+0.0008623i,0.0001171+0.00032871i,0.00012615+0.00031821i,-3.3658e-07+0.0002699i,-0.00011951-0.00012632i,0.00032599+0.00011523i,0.00098681+0.0006632i,0.00040455+0.00072241i,-7.5816e-05+0.00031679i,-0.00028008+0.00039723i,-0.00056533+0.00031973i,-0.00054404+0.00044608i,-0.00047831+0.00033104i,-0.00031781-0.00012513i,-0.00034222+6.9364e-05i,-0.00029343+9.4727e-05i,-8.4091e-05-0.00013734i,6.4181e-05-0.00048575i,-8.0505e-05+9.3955e-06i,-0.00019711+0.00082505i
-6.3741e-06+0.001305i,-0.00057146+0.0010872i,-0.0010781+0.00024318i,-0.0012859-0.00085051i,-0.0013238-0.0011824i,-0.0010304-0.00038259i,-7.9402e-05-0.00042296i,0.00032269-0.00014089i,0.00030942+0.00048558i,0.00027225-0.00026958i,-0.00016406-0.00064968i,-0.00079571-0.00031686i,-0.0007125-0.00027183i,-0.00099725-0.00013347i,-0.0016492+0.00049936i,-0.0012333+0.0011916i,-0.00053937+0.0008226i,1.0933e-05+0.00016201i,7.8257e-05+0.00021681i,0.00049314+0.00013266i,0.00054076-0.00077798i,0.00064026-0.0011729i,0.00011228-0.00031391i
-0.00031036+0.00026537i,6.9781e-05+0.00034438i,0.0004989+0.0004412i,0.00037388+0.0003601i,-9.1501e-05+0.00040459i,-0.00037883-0.00048216i,-0.00055464-0.0012953i,-0.00074862-0.00068963i,-0.00039705-0.00032656i,0.00044859-0.00043607i,0.0010881+0.00037743i,0.00029535+0.0002937i,-0.00042018-0.0009747i,-0.00088562-0.00071678i,-0.00071109-0.00027251i,-0.00042364+5.3941e-05i,-0.00010728+0.00020528i,0.00041323-0.00064473i,-0.00035644-0.0010186i,-0.0012274-0.00032006i,-0.00063791+0.00058826i,0.00024351+0.00087213i,0.00081424+1.5229e-05i
0.00069425+0.0016309i,0.0011124+0.0020765i,0.00022737+0.0012681i,-0.00084633-0.00065727i,-0.0012662-0.0010466i,-0.00080204-0.00012957i,-2.2638e-05-0.00017821i,0.00025748+0.00016277i,0.00019132+0.0007591i,-0.00041177+0.00031155i,-0.0011972-0.00038896i,-0.00032851-0.0006291i,0.00078468-0.00078472i,0.00023167-0.0002918i,-0.00019657+0.00080815i,-0.00053817+0.00049072i,-0.00045758+0.00011213i,7.8189e-05+0.00041199i,0.00056984+0.00060364i,0.00076037+0.00074293i,0.00021756+0.00081966i,0.00034006-6.5516e-05i,0.00087292-0.00049413i
-8.8909e-05-0.00029884i,0.00052251+0.00037717i,0.00041261-0.00076799i,0.00061578-0.0010876i,0.00094533-0.00066738i,0.00064108-0.00016358i,0.0002604-0.0010767i,-0.00021254-0.0011633i,-0.00027227-8.1179e-05i,0.0001688-2.4074e-05i,0.00042759-5.5601e-05i,0.00014497-0.00064536i,-0.00066431-0.00090757i,-0.00086671-0.00084135i,-0.00010805-0.00090856i,0.00027612-0.0011204i,6.0823e-05-0.00082625i,-0.00036277-0.00032385i,-0.00032476+0.00045904i,3.0628e-05+0.0005545i,0.00021348-0.00056685i,0.00017493-0.00041254i,-7.3789e-05+0.00060906i
0.0020695+0.0013487i,0.0016358+0.00096989i,0.0022514-5.6285e-06i,0.0016704-0.0013142i,-0.00026475-0.0013987i,-0.00060605-2.783e-05i,-0.00011229+0.00072143i,0.00038954+0.00045699i,8.7107e-05-0.00018212i,-1.6883e-05-0.00030626i,0.00010932-0.00022144i,-0.00073595-0.00021766i,-0.00086087-0.00029242i,-0.00081605+0.0006445i,-0.0008267+0.0011336i,-5.7904e-05+0.00016329i,-6.6616e-05-0.00032841i,-0.00035223-0.0007295i,0.00016-0.00040102i,0.00015685+0.0004893i,0.00010695+1.3994e-05i,-0.00010052-0.00040631i,-0.00077759-0.00015084i
-0.0019968+0.0021282i,-0.0021881+0.0022088i,-0.0027203+0.0024648i,-0.0015623+0.002167i,-0.00075462+0.00050393i,-0.00061901-0.0010207i,-0.00048366-0.00077091i,-0.0003277-0.00041142i,-0.00037197-0.00022983i,0.0003723-0.00018477i,0.00061227-0.00074892i,0.00018272-0.0011955i,0.00028555-0.0010947i,0.00036901-0.0012082i,0.000462-0.0011487i,0.0006793-0.00049727i,0.00021991-0.00022139i,-0.00067319-0.00070313i,-0.0010418-0.0013358i,-0.00073392-0.001152i,-0.00053697-0.00046582i,-0.00053229-0.00051699i,0.00031249-0.00075754i
0.00034436+0.0012905i,1.7858e-05+0.0015267i,0.00071268+0.001295i,0.0011382-0.0003468i,0.0003311-0.0018107i,-0.00049295-0.0019676i,-0.00051855-0.0011167i,-0.001033+0.00013888i,-0.00081779+0.0011159i,7.4543e-05+0.00038287i,0.00036459-0.00030157i,-1.8985e-05-0.00023401i,-0.00014253+0.00065653i,-0.00066007+0.0018982i,-0.0013843+0.0020698i,-0.0014679+0.00083861i,-0.00085305-0.00065031i,7.2776e-05-0.0012583i,2.1845e-05-0.00061865i,0.00019965+0.00014415i,0.00015323+0.00012711i,-0.00017964+0.000146i,7.4724e-05+0.00034136i
-0.0010429+0.00035773i,-0.00032557+0.00057303i,-0.0006948+0.00059668i,-0.00054619+0.00024955i,0.00061145+0.00016328i,0.00093277+0.00025158i,0.0006433-0.00034135i,0.00021217-0.00063151i,-0.0001004+7.894e-05i,-0.00014105-0.00020982i,-0.00011656-0.0011712i,-0.00033095-0.00076771i,-0.00014398+0.00010594i,0.00020297-6.5097e-05i,-0.00014499+0.00015746i,-0.00010399+0.00088037i,-0.00019488+0.00077226i,-0.0002435+0.00042787i,0.00034909-0.00011659i,0.00050996+6.1471e-05i,0.00017797+2.3654e-05i,-6.6521e-05-0.00016867i,-0.00016062-0.00018715i
-0.0016263+0.001161i,-0.00091102+0.0014221i,-0.00041343+0.0015718i,-2.1268e-05+0.00044659i,4.6183e-05-0.00056409i,-4.7407e-05-0.00099169i,-0.00064345-0.00068282i,-0.00079089+0.00014612i,-0.00069248-6.4306e-05i,-0.00054387-0.00028276i,0.00042913+0.00020571i,0.001098-8.0556e-06i,0.0011831-0.00085504i,0.00099089-0.00045506i,0.00051438-0.00018125i,0.00011318+0.00036224i,-0.00051814+0.00080794i,-0.00094756+0.00031566i,-0.0010796-0.00038081i,-0.00093824-7.4303e-06i,-0.00038485+0.0011155i,0.00011257+0.00099216i,-0.00019087+0.0010771i
-4.2087e-05+0.00044398i,-0.0016191-8.031e-06i,-0.0012361+0.00015629i,-0.00082654+0.00024408i,-0.00053037+0.00042328i,0.00022297+0.00025237i,0.0010703-0.00045258i,0.0011058-0.00058053i,0.00038525-0.00054743i,0.00068884+0.00022374i,0.0010622+0.00052186i,0.000787+3.4909e-05i,-0.00024493+0.00013532i,-0.00064983+0.00038037i,-0.00061022+0.00012706i,-0.00029698-0.00022352i,-6.872e-06-0.00041281i,-4.2448e-05-0.00026585i,-0.00017375-8.9236e-05i,0.0001701+0.00025729i,0.00042545+0.00032402i,6.2497e-05-0.00019603i,0.00040436-0.00078851i
-0.0015733+0.00049219i,-0.0014708+0.0010817i,0.00032005+0.00095493i,0.0014358+0.00037138i,0.0011162-0.00048955i,0.0002171-0.00057894i,-0.00035323+0.00029339i,-0.00038018+0.00018694i,-0.00012435+3.8152e-05i,0.0003411-0.00017636i,0.00043994+0.00031057i,0.00034733+0.0010869i,-0.00020486+0.00092476i,0.00035424+0.00031954i,0.00075104-3.6253e-05i,0.00016908-0.00043827i,0.00045798-0.00090052i,0.00053996-0.00030352i,-0.00049541-3.4428e-05i,-0.00079171-0.00041839i,-0.00011163-0.00062402i,0.00049398+0.0004112i,0.00068749+0.00066019i
0.00015719+0.0016999i,3.7044e-05+0.0018537i,0.0010562+0.0015636i,0.0012424+2.8222e-05i,0.0003389-0.001057i,-0.0001028-5.305e-05i,-0.00028579+0.00078022i,-0.00065362+9.6325e-06i,-8.9727e-05-0.0004184i,0.00065656+5.1201e-05i,0.00019592+0.00013232i,-0.00070583-5.1038e-05i,-0.00091701-0.00013086i,-6.8203e-05+1.4448e-05i,0.00024349-0.00011198i,-7.7389e-05-0.00025233i,-0.00010017-9.9269e-07i,-0.00013998+0.00025381i,-0.0003262-3.0103e-05i,-0.00045577+0.00015787i,0.00037829+0.00049819i,0.00078196-8.7322e-05i,0.0003445+5.4919e-05i
0.0014792+0.00027168i,0.00018714+0.00037191i,-0.00032094-7.004e-05i,0.00063215-0.00081469i,0.001128-0.0010568i,0.00033362-9.4234e-05i,-0.00087045+0.00050046i,-0.00068017+0.00039215i,0.0001423+0.00034219i,0.00059017+0.00018807i,0.00068981-0.00082866i,0.00063952-0.00094605i,0.00061766+0.00017895i,0.00068791+0.00056622i,0.0002932+0.00097003i,-0.00036288+0.00065468i,-0.00046922-0.00035498i,2.7301e-05-0.00033308i,0.00018922-0.00027099i,-1.5361e-05-0.00026589i,0.00013722-0.00078568i,0.00032091-0.00046734i,4.7867e-05+0.00012512i
0.00035293-0.00043793i,0.00025711-0.00076217i,-0.00038134-0.00015271i,-0.0012204+0.00014471i,-0.0010446-0.00067051i,-9.7998e-07-0.00044594i,0.00057009+2.307e-05i,0.0012314+0.00015511i,0.0017308+0.00053826i,0.0012433-9.7243e-05i,0.00074793-0.00019082i,0.00045693+0.00058683i,0.00014622+0.00088497i,-0.00024824+0.00047963i,-0.00013695-0.00012031i,-0.0001225-0.00011576i,-3.7417e-05+9.5259e-05i,-9.5218e-05+0.00066846i,-0.00043507+0.00084685i,-0.00023618+0.00013765i,-0.00019496-0.00042281i,0.00024655-0.00066163i,0.00048258-0.00068417i
-0.00050235-0.00017232i,-0.00075101-0.0005952i,-0.00051833-0.0008225i,-0.00026247-0.0013496i,0.00015337-0.00065404i,0.00011104+0.00030643i,-6.367e-05+6.6117e-05i,-0.00058575+0.00031371i,-0.0013404+0.0010299i,-0.0010921+0.00062994i,-0.00071137+0.00010586i,-0.00054627+0.00035424i,-0.00019485-2.5882e-05i,-5.5266e-06+0.00023948i,0.00061466+0.00059071i,0.00053795+0.00058169i,-0.00047649+0.00014996i,-0.00072242-0.00062599i,-0.00039312-0.00045283i,-0.00050459-0.00046005i,-0.00047069-0.00064676i,0.00039306-0.00012439i,0.00080411+2.2855e-05i
-0.00058787+0.002596i,0.00038798+0.0027756i,0.0015604+0.0016208i,0.0014559+0.00012689i,0.00066497-0.00036055i,7.4691e-05-0.00032042i,0.00021885-2.824e-05i,4.4895e-05+0.00026245i,2.3243e-05+0.0008307i,0.00074498+0.00030082i,0.0011449-0.00050158i,0.00053572-0.00037303i,-0.00075097-0.00033137i,-0.00094729-0.00024133i,-0.0003285-0.00017725i,5.5645e-05-0.00034321i,5.1622e-05+4.2651e-06i,3.7058e-05+0.0012109i,-0.00074782+0.0016889i,-0.00041765+0.00083587i,0.001038+0.00069569i,0.00062227+0.0012477i,5.255e-05+0.00099757i
-0.00051729-5.2412e-05i,-0.0013066+4.4851e-06i,-0.0023125-9.6356e-05i,-0.0022388-0.00048546i,-0.0014165-0.0011937i,-0.0009103-0.0013021i,-0.0004286-0.00081196i,-0.00010312-0.00083506i,0.00021659-0.0008029i,0.00028444+0.00017698i,-0.00022853+0.00068986i,-0.00015626+0.00033293i,-0.00024936+0.00054142i,-8.3932e-05+0.00076321i,0.000458+0.00053369i,0.00049513+0.00027928i,5.3572e-05-0.00028385i,-0.0001984-0.0002186i,-0.00015325+0.00090923i,0.00023967+0.00067671i,0.00024045-0.00022152i,0.00010546+2.7421e-06i,-4.5733e-05+0.00069121i
-0.00097573+0.00072049i,-0.00046538+0.0018131i,0.00033352+0.0013125i,0.0002864+0.00080181i,-0.00021724+0.00084393i,-0.00034799+0.00062508i,-3.0306e-06-6.3468e-05i,0.00011524-0.00076909i,0.00064137-0.00059382i,0.00097068-0.00091797i,0.00034598-0.0014809i,-5.4673e-05-0.0014498i,-0.00017674-0.0011217i,0.00075673-0.00084364i,0.00083574-0.00019541i,0.00010401+0.00022465i,-2.7533e-05-9.0626e-05i,-5.3765e-05-0.00016368i,-0.00028063-9.2185e-05i,-0.00046829-0.00064338i,-0.0006405-0.0012434i,-0.00097067-0.0007566i,-0.00063266-2.9915e-05i
-0.0013693+0.0008403i,-0.0016029+0.0013667i,-0.00064306+0.0012725i,-0.00042254+0.0014729i,-0.00056351+0.0016897i,-0.00028143+0.0004069i,-0.0003224-0.00095857i,-5.2272e-05-0.00090625i,-0.00014467-0.00091004i,-0.00027861-0.00028859i,0.00014148+0.00053028i,0.00040265+0.00046552i,0.00036395-0.00069949i,0.00018205-0.00084816i,0.00016349-1.4945e-05i,-0.00025606+0.00012639i,-0.00058709-0.00079591i,0.00035603-0.00097271i,0.00081608-0.00036286i,0.00015849-0.00081836i,8.4225e-05-0.0011163i,3.8223e-05-0.00021149i,-0.00021971+0.00053702i
-0.0016398+7.6351e-05i,-0.0017926+0.00044299i,-0.0010363+0.00048652i,-0.00076891-0.00028152i,-0.00038021-0.0011742i,0.00045796-0.0017419i,0.0012233-0.00079812i,0.00057899+0.00066131i,-2.603e-05+0.00050861i,-1.3982e-05-0.000307i,0.00049749+4.6132e-05i,0.00096167+0.00077447i,0.00070929+0.0006387i,-6.7766e-05-8.1264e-05i,-0.00038299-0.00035639i,-0.00063172-0.00020206i,-0.0005552-4.9118e-05i,1.8096e-05-0.00026941i,-0.00025848-0.00034297i,-0.0011893-9.2e-05i,-0.001413+0.00065743i,-0.0010387+0.00053873i,-0.00036366-0.00011066i
-0.0025956+0.0010679i,-0.0019231+0.0018378i,0.00033977+0.0028251i,0.0010337+0.0022679i,0.00054831+0.0012663i,0.0002506+0.00012882i,0.0001186-0.00013433i,-3.2089e-05+0.00050111i,-0.00031279+0.00061586i,-0.00020658-0.00019807i,0.00042262-0.00068163i,0.00060244-8.2421e-05i,0.00032766-0.00015969i,0.00061361-0.00059561i,0.00099553-0.00078527i,0.00074415-0.0002672i,-0.0001538+7.9269e-05i,-7.4823e-05+0.00015478i,-0.00029727-0.00020011i,-0.00049203-0.00025992i,-0.00011934+7.2595e-05i,1.1206e-06-0.00041119i,0.00040759-0.0001093i
0.00026479+0.00040176i,0.00021764+0.0006926i,-0.0002404+0.0005471i,-0.00040922-5.3588e-05i,7.6114e-05+0.00046949i,0.0011479+0.00091008i,0.00078667+0.0012264i,-0.00032235+6.2045e-05i,-0.00029348-0.00085425i,6.9504e-06+0.0002518i,-0.00027716+0.0002513i,-0.00021957+0.0003804i,0.00020419+0.00081114i,0.00020578+5.716e-05i,0.00019486+0.00017807i,0.00014439+0.00013015i,0.00016265-0.00049647i,0.00063551+0.00031553i,0.00057745+4.1771e-05i,-8.019e-05-0.00078783i,-0.00031938-0.00047974i,0.00041673-0.00056649i,0.00034814-3.4362e-05i
0.00018718+0.0008048i,-0.00014726+0.00077805i,0.00016865+0.00031061i,-0.00029261-0.00023678i,-0.0010337-0.00026869i,-0.0011451+0.00019243i,-0.00089657-0.001094i,-0.00016568-0.0014691i,0.00011577-6.9106e-05i,-9.8635e-05+3.6994e-05i,-0.00042396-0.00084132i,-0.00049459-0.00024446i,-0.00022168+3.1875e-05i,-0.00064087+0.00023332i,-0.001221+0.0004338i,-0.00057738+0.0002851i,0.00061894+0.0012836i,0.00013646+0.0012166i,-0.00027068-0.00082197i,-6.0021e-05-0.00080139i,-0.00042892-5.8374e-05i,-0.00093098+9.9347e-06i,-0.00070741+0.00021415i
-0.0016014-0.00077054i,-0.0022542-0.00064079i,-0.0028525-0.00014695i,-0.0023265-0.00045341i,-0.0009177-0.00015031i,0.00067753+0.00095889i,0.00056658+0.0014326i,-0.00029745+0.00068298i,-0.00046399+0.00053263i,-0.00065943+0.00079092i,-0.0005025+0.00016086i,-0.00053704-0.00088974i,0.0001223-0.0014019i,0.00044992-0.00084169i,-3.0543e-05+0.00022818i,-0.00028511+0.0010542i,-0.0001611+0.00046807i,-0.00032001+0.00014762i,-8.624e-05+0.00018408i,0.00062286-0.00012708i,0.00060208-0.0012637i,0.00012348-0.0016034i,-0.0001074-0.0013717i
