-0.00036023+0.00099223i,0.00090388-0.00049874i,0.00017373-0.00040376i,-0.0011033+0.00039459i,-0.0022891+0.0015574i,-0.0017905+0.0015777i,-0.0013149+0.00051749i,-0.0006132+0.00043987i,0.00051591+0.00044586i,0.00069611+0.00029902i,0.00029443+7.0596e-05i,0.00031063-0.00043738i,1.7764e-05-0.00029159i,-0.0008513-0.00022681i,-0.0012007-0.0001962i,-0.00081872+0.00049505i,-0.00059628+0.00033236i,0.00055309-0.00012861i,0.00080636-0.00021817i,0.00043997-0.00048001i,0.00062676-0.00047408i,0.00047244-0.00042971i,0.00033021-0.0002484i
0.0017828+0.0020613i,0.002156+0.002014i,0.0036845+0.0012072i,0.0032205-0.00029165i,0.0021639-0.0006462i,0.0023159+0.00028636i,0.0018589+0.00067813i,0.0009914-1.5956e-05i,0.00069845-0.00090892i,0.0002506-0.0015749i,-0.00036647-0.0008017i,-0.0010545+0.00037003i,-0.0014443+0.00027294i,-0.0005559-0.0005818i,0.0001504-0.00048123i,0.00020679+0.00042279i,-0.00010107+0.0012413i,-2.1733e-05+0.0012178i,0.0004366+0.00010095i,0.00035189-0.00048413i,0.00019216-0.00040335i,-0.00014496+0.00016374i,-0.00037523+0.00066757i
0.0011947+0.00054117i,0.00087037+0.0019765i,0.00020278+0.0029601i,-0.00050222+0.0035412i,0.00045821+0.0036561i,0.0013401+0.0034338i,0.00099991+0.002279i,0.00061791+0.00042758i,0.00095526-0.00052968i,0.0010277-0.00071788i,-0.00010196+0.0004883i,-0.00016158+0.0020577i,0.00029596+0.0016894i,0.0004658+0.00071322i,0.00016911+0.00040967i,0.00039629+0.00030173i,0.00085952-0.00015194i,0.00082106-0.00031881i,0.00039773+0.00029144i,-0.00015303+0.00016859i,-0.00069959-0.00010718i,-0.0007003-0.00048416i,-0.00027784-0.00043094i
0.0013806-0.00016537i,0.00064727+0.00020025i,-0.00024308-0.00085515i,-0.00060668-0.0020633i,-0.00050377-0.0012712i,3.5136e-05+0.00043149i,0.00073837+0.00082223i,0.00071434+0.00056594i,0.00038423+0.00022774i,0.00031296-0.00046381i,0.00045538-0.00010634i,0.00016618+0.0011826i,-0.001031+0.0013067i,-0.00052533+0.0006233i,0.00033103+0.00075569i,-0.00030143+0.0009125i,-0.00038436+0.00092512i,-4.2074e-05+0.00086544i,-0.00011475-1.5169e-05i,-0.00028083-0.00065716i,-0.00021308-0.00039452i,0.00026068-0.00021113i,0.00024554-0.0008246i
0.00020848+0.0018112i,0.0014212+0.00086331i,0.0029666+0.00071804i,0.003821+0.0019683i,0.0028695+0.0022363i,0.001129+0.0011757i,0.00045844+0.00080585i,0.00095859+0.00062939i,0.00093998-9.2837e-05i,0.00024768-2.7316e-05i,-7.0019e-05-0.00021015i,-0.00069446-0.0001707i,-0.0013768+0.00026723i,-0.0016434+0.00041888i,-0.0014318+2.584e-05i,-0.00080562-8.5685e-05i,-0.00055963+0.00062567i,-0.00040217+0.0003615i,-0.00015755-0.00024863i,-0.00067391-0.00053879i,-0.00092105-0.00054189i,-0.0001094-0.00012897i,-1.2342e-05+6.7257e-05i
0.0019488-0.00099799i,0.002226+0.00030737i,0.00076269+0.00062316i,-0.001357+0.00065666i,-0.0017762+0.0013814i,-0.00077088+0.0015446i,-0.00038182+0.0012524i,-0.00044822+0.0013459i,-3.9894e-05+0.001512i,0.00011398+0.0010025i,-0.00016668+7.3738e-05i,0.00012966-0.00035035i,0.00043172-0.00010972i,-4.4493e-05+0.00052463i,-0.00043702+0.00069821i,-0.0006302+0.00084211i,-0.0002594+0.0015032i,0.0002185+0.0012199i,0.00051474-0.00017487i,0.00060526-0.00022681i,-0.00016782+0.00020062i,-0.00032152-0.00020805i,-0.00062401-0.0011341i
0.00056605-0.0010135i,0.0013166-0.0015136i,0.00063496-0.00056165i,0.0004388-0.00017379i,0.0016137+0.00035759i,0.0011195+0.0011129i,-0.00024094+0.00085699i,-0.00042156+0.00068323i,-0.00069919+0.00038166i,-0.0009759-0.00011487i,-0.00078418-0.00020169i,-0.00025237+6.0688e-05i,0.00015996-0.00036918i,0.00061249-0.00057992i,0.0014205+0.00019648i,0.00091148+0.00052475i,0.00031743+0.00050934i,0.00036825+0.00096379i,4.5454e-05+0.0010366i,-0.00026227+0.00024804i,0.00031297-0.00030647i,0.00027494-0.00019727i,-0.00017246-1.0631e-05i
0.00023012+0.00047548i,0.0013342+0.0011498i,0.001735+0.0016299i,0.0019474+0.0014176i,0.0014413+0.0015127i,0.00037268+0.0014725i,-0.00031056-2.9949e-05i,-0.0010523-0.00096118i,-0.0014194-0.00053583i,-0.0012425+0.0004635i,-0.00069325+0.0011711i,-0.00053363+0.00067585i,-0.00017354-0.00030404i,9.3636e-05-7.7761e-05i,-0.00037394+0.00019439i,-0.00069346-0.00017046i,-0.00054749-1.6612e-05i,-0.00092414+0.00040296i,-0.0010809-0.00021698i,-0.0009189-0.0012357i,-0.00039221-0.00063809i,0.00019775-0.0004413i,7.6285e-05-0.0009232i
-0.001282-0.00085414i,-0.00064453+4.3251e-05i,-5.1807e-05+0.00044868i,0.00066401+0.0016586i,0.00098055+0.0022041i,0.001421+0.0019743i,0.00039211+0.0020235i,-0.0013376+0.0014296i,-0.0016114+0.00055272i,-0.0019166+9.9496e-05i,-0.0015721+0.00050827i,-0.00061751+0.001113i,0.00019686+0.00061057i,0.0002749-0.00027661i,-0.00026702-0.00087818i,-0.00019816-0.0006286i,0.00025349-0.00016495i,0.0003833-0.00014794i,7.9412e-06+0.00015337i,-0.000243+2.8535e-05i,0.00042462-0.00049627i,0.00090512+0.00034128i,0.00046348+0.00074563i
-0.00034363-0.00039048i,-0.00062095-0.0011678i,-0.0024862-0.00087529i,-0.0035974+0.00023658i,-0.0028087+0.00097761i,-0.00092914+0.0007313i,0.00016812+0.00071959i,-0.00039351+0.00039294i,-0.00073931-0.00013406i,-0.00069861-0.0007531i,-0.00037409-0.00077992i,0.00054391+2.5731e-05i,0.00083977+0.00028825i,-0.0002397-0.00029601i,-0.00071956-0.00015032i,-0.00041145-8.5942e-05i,-0.00018922-0.00038114i,-2.6305e-05+0.00025748i,0.00048756+0.00042466i,0.00059536+0.00031365i,0.00014835+0.00088105i,-0.0004214+0.00025481i,-0.00061362-0.0003696i
4.846e-05+0.00042211i,0.0011816-0.00057386i,0.0020891-0.00035741i,0.0037924-0.00051938i,0.0045134-0.00056692i,0.002565-0.00036562i,-0.00049357-3.6625e-05i,-0.0019898+4.7949e-05i,-0.001587-0.00021726i,-0.0011193-9.1664e-05i,-0.00071699+0.00066852i,-0.00086236+0.0012763i,-0.0013052+0.0017373i,-0.0017636+0.001726i,-0.0019874+0.0011271i,-0.0014578+0.00077411i,-0.0010872+0.0015661i,-0.00038982+0.00085548i,6.6419e-05-0.00060712i,-1.8252e-05-0.000226i,-6.509e-05+0.00078955i,0.00038589+0.001118i,0.00055577+0.0009296i
-0.00042866+0.0016062i,0.0012663+0.0019555i,0.0021074+0.00382i,0.0016979+0.0049795i,0.0018598+0.0040371i,0.0011453+0.002567i,-2.6371e-05+0.0020843i,-0.00019356+0.00067215i,0.00011721-0.00080962i,0.00053241-0.0013077i,0.00038327-0.0014874i,-0.00030027-0.0014894i,-0.0010439-0.00049144i,-0.0014772+0.00059332i,-0.0014649+0.0009397i,-0.00086795+0.0010891i,0.00014662+0.0012406i,0.00021889-0.00022819i,-2.7282e-05-0.0011961i,-0.00023288-0.00029429i,-6.7434e-05+0.00015711i,0.00011129+0.00015629i,0.0003107-0.00045578i
0.00081569+0.0025021i,-0.00077896+0.001573i,-0.0014728-0.0001478i,-0.00092856-0.00040375i,0.00051769+0.00024864i,0.00037234+0.00018567i,-0.0012464+0.0001547i,-0.00092689+0.00074101i,0.0005976+0.00052263i,0.0010825-0.00062232i,0.00053727-0.00042253i,-0.00050409-0.00017611i,-0.0003217-0.00060723i,0.00050602-0.0004332i,0.00048073-0.0001973i,-0.0001754+0.00014176i,-0.00010774+0.00092467i,0.00029374+0.0010324i,-0.00012642+0.00035601i,5.6247e-05-0.00025729i,0.0014612-9.3246e-05i,0.0010563-0.00039049i,-6.0936e-05-0.0008718i
0.0013064-0.00016163i,0.001425+0.00023731i,0.0011452-1.041e-05i,0.00055839+0.00050579i,0.00039648+0.0016614i,0.00083638+0.0016629i,0.00091331+0.00063701i,0.00045775-0.00013811i,0.00022794+0.00024137i,0.00061886+0.00044797i,0.00054725+0.00045673i,0.00042736-2.8211e-05i,-4.2253e-05+0.00017118i,-0.00030938+0.00073484i,-0.00011918+0.00023734i,-0.00039585-9.0854e-06i,-0.00071727+0.00040929i,-0.00018467+0.00049643i,0.00082554-4.7144e-05i,0.00016414-0.00050739i,-0.00072853-4.8571e-05i,-0.00048153-2.5328e-05i,-1.8415e-05-0.00017824i
-5.8864e-05-0.00029607i,0.00044715-0.00015842i,0.00042926+0.00023051i,0.00067844+0.0010389i,0.00066966+0.0017198i,0.00060177+0.0016247i,2.6781e-05+0.00051322i,-0.00047344-0.00019677i,-0.0003251-0.00027538i,-0.00016219+0.00058493i,-0.00036104+0.0015068i,-0.00051659+0.0010426i,0.00079383+0.00069116i,0.0012919+0.00085932i,0.00029402+0.00045456i,5.7302e-05+0.00020072i,0.00034702+0.00072148i,0.00034662+0.0013954i,3.0307e-05+0.0012955i,0.00016811+0.00072973i,0.00026303-0.00042749i,-0.00019841-0.0003532i,-0.00020212+0.00033126i
7.4661e-05-0.00098997i,0.0009169-0.0015485i,0.00034238-0.0010779i,-0.00055798-4.8905e-05i,-0.00060019+0.0015083i,0.00034119+0.0017852i,0.00060379+0.0009058i,0.0004077+0.00092138i,0.00021568+0.0008639i,-0.00035401+0.00071732i,-0.0002331+0.0012194i,0.00015202+0.0016052i,0.00030441+0.00079785i,0.00055618-0.00058997i,0.00055995-0.00057274i,-0.00038393-0.00022157i,-0.001507+0.00092907i,-0.0012009+0.0017185i,-0.00034936+0.00089546i,-0.00051638+0.00017074i,-0.0011505-6.7083e-05i,-0.0011994+0.00027485i,-0.00059855+0.00070502i
0.0020825+0.0010803i,0.0020747+0.0013883i,0.0016635+0.00037584i,0.00099564-0.00037181i,0.00020765-0.00029365i,-0.0010258+8.1875e-05i,-0.0015672+0.00024112i,-0.0011175-0.00055256i,-0.00048019-0.00063168i,-0.00077499+0.00077535i,-0.00084333+0.0012397i,-0.00039038+0.0011609i,0.00015416+0.0011299i,0.00023014+0.0011368i,0.00048188+0.00070633i,0.00026933+5.798e-05i,-0.00025292-6.5784e-05i,-0.00042796+0.00021905i,-0.00074587+0.00043295i,-0.00091932+0.00019628i,0.00019235-4.4264e-05i,0.00063128-0.00031397i,0.00038699-0.00087114i
-0.00037138+0.0023962i,0.00089605+0.0018219i,0.002505+0.00062768i,0.0028133+0.00047124i,0.002649+0.0015014i,0.0014836+0.0016408i,0.00029139+0.0015384i,0.00036555+0.00086317i,0.00047028+0.0009477i,-0.00056556+0.0011891i,-0.0016159-0.00030022i,-0.0017391-0.00094288i,-0.00092482+0.00013728i,0.00025034+0.00068182i,0.00033414+0.00052599i,5.34e-05+0.0010498i,0.00026961+0.0013493i,0.0004875+0.00084331i,-0.00026701+0.00013435i,-0.00068433-0.00072462i,-0.00080217-0.0013602i,-0.00088637-0.00083838i,-0.00071236-0.00068578i
0.0025768+9.4859e-05i,0.0011574+0.00091352i,0.00046064-5.1481e-05i,0.00031639-0.00090955i,-0.00050016-0.00085677i,-0.0014635-0.00039762i,-0.0014573-0.00024316i,-0.0011923-0.00018817i,-0.0014031-0.00026148i,-0.0010971-0.00025372i,-0.00078537+0.00022019i,-0.00075697+0.00021935i,-0.00020788-0.00025108i,0.00085096+0.00035373i,0.00093778+0.00049077i,-0.00014584+0.00037984i,-0.00077604+0.00091337i,-0.00097174+0.0011708i,-0.00033739+0.00082422i,0.0001407+0.00037973i,-0.00013645+0.0005026i,0.00022821+0.00023892i,0.00048537-0.00043306i
-0.0013633+0.00025914i,-0.00016238+0.0014327i,0.0011202+0.002778i,0.0019206+0.0036676i,0.002288+0.0035583i,0.001853+0.0024345i,0.00085289+0.0027733i,0.00012611+0.0022259i,-0.00065912+0.00054992i,-0.0010523+7.3859e-05i,-0.00095531+0.0002596i,-0.00026288+0.00071532i,0.00013886+0.00068108i,-0.00028524+0.00057932i,-0.00039775+0.00061358i,-0.00040866+0.00073244i,-0.00066013+0.00092185i,0.00024857+0.00038944i,0.0015487+0.00062884i,0.0014545+0.00034665i,0.001029-0.00024546i,0.00096148-0.00025355i,0.00043293-0.00024535i
-0.00065146+0.0014977i,-0.00043704+0.00038962i,-0.00089392+0.00029594i,-8.7868e-05+0.00023603i,0.0010899+0.00099377i,0.0014184+0.00088792i,0.0001972+0.00015761i,-0.00060515-0.00030103i,-0.0006278-0.0010873i,-0.0011704-0.0011511i,-0.00048518-0.00095615i,0.00022176-5.5658e-05i,-0.00077099+0.00030113i,-0.0018216-0.00012707i,-0.001678+2.0163e-05i,-0.00072497+0.00080491i,-6.5466e-05+0.0012789i,0.00033942+0.00057986i,0.00039334-0.00034114i,0.00021871-0.00075871i,-9.8793e-06-0.00076398i,-9.2046e-06-0.00059126i,-0.0002951-0.00059214i
0.00072396+0.00028348i,0.0010307+0.00049563i,0.0017+0.00093637i,0.0015429+0.0012221i,0.001586+0.00093669i,0.0011644+0.00077802i,4.9425e-05+0.0012224i,-0.00051988+0.00084034i,-0.00028136+6.4273e-05i,0.00015885-0.00063791i,-0.00023072-0.00055555i,0.00012616-9.3387e-05i,0.00015803+0.00010756i,-0.00038293+0.00020595i,0.00022516+0.00047676i,0.00027296+0.00041495i,-0.00015639+0.0003004i,-1.2934e-06+0.00041762i,0.00011247-0.0002344i,9.9371e-05-0.00083374i,-0.0003493-0.00090828i,0.00020298-0.00014838i,0.00069276+0.00068413i
0.00080776+0.0012121i,-9.3448e-05+0.00089772i,-0.00049694+0.00087588i,-0.00028762+0.0018979i,0.00056255+0.0018443i,0.00073549+0.00030172i,6.8543e-05-0.00063742i,-0.00062186-0.00045669i,0.00017184-0.00051309i,0.00070451-0.0011292i,-6.0349e-05-0.0012381i,-0.00021933-0.00085807i,-8.9346e-05-0.00072048i,-0.0002873-0.00026429i,-0.00097608+0.00026082i,-0.0011258+0.00013132i,-0.0011573+0.00049312i,-0.0011528+0.0004841i,-0.00054411+0.00014635i,-0.00051295+0.00010157i,-7.4223e-05+9.611e-05i,0.00070989+7.9292e-05i,0.0007028+0.00064149i
0.00264-0.0012926i,0.002844-0.00081552i,0.0027226-0.0010251i,0.0019808-0.0014778i,0.0014781-0.00090727i,0.00095545+0.00057199i,0.00060022+0.0014249i,0.00042308+0.0012483i,0.00085325+0.000438i,0.0010168-0.00012564i,0.0010152+5.4149e-05i,0.00059997+0.00046159i,-2.1817e-05+0.00047454i,0.00052992+0.00022856i,0.00081437+0.00047264i,0.00015111+0.00065874i,-0.00048298-3.3381e-05i,-0.00031162+1.4659e-05i,0.00075323-8.2888e-05i,0.00096947-0.00012604i,0.00013769+0.00042035i,-0.00026758+0.0005926i,-3.0371e-05+0.00016356i
0.0017996+0.00098977i,0.0019756+0.0017603i,0.0017191+0.0010747i,0.00074985+0.001475i,0.0001605+0.0015567i,0.00064435+0.00082545i,0.00027539+0.00065635i,-0.00026981+9.6041e-06i,-0.0005586+9.6938e-05i,-0.00040189+0.00063251i,0.00020802+0.00079504i,0.0002454+0.00040502i,0.0003679+0.00015996i,6.4021e-05+0.00019303i,-0.00026105+0.000151i,-0.00067197+0.00078667i,-0.001253+0.00095743i,-0.0003852+0.00081712i,0.00081792+0.00050978i,0.00043665-0.00017441i,-0.00021417-7.3537e-05i,-0.00021521+0.0005034i,-0.0004437+0.00044189i
-0.00085695+0.001397i,-0.00022191+0.0012983i,-0.00078622+0.0018604i,-0.00034366+0.002288i,0.0013812+0.0025177i,0.0017006+0.0020583i,0.00074317+0.00072077i,0.00012637+0.0001511i,-0.00011658+0.00020489i,0.00027136+0.00043368i,9.4799e-05+0.00063867i,-0.00022081+0.0010243i,-0.00011761+0.00082735i,-0.00050762+0.00012524i,-0.0011474-1.7336e-05i,-0.001359+0.00026476i,-0.0011205+0.00076048i,-0.00075816+0.0010649i,-8.5293e-05+1.7618e-06i,0.00077644-0.0010518i,0.00072424-0.00084539i,-0.00016311-0.00096426i,-0.00063611-0.0012619i
0.00013613-0.00053864i,0.0012523-0.0020055i,-0.00015702-0.0019086i,-0.00063913+0.00056603i,0.00017786+0.0025476i,0.0011398+0.0024358i,0.0011464+0.0014055i,0.00050834+0.00071449i,8.2221e-05+0.00030872i,-0.001122+0.00050088i,-0.0013405+0.00087741i,-0.00086673+0.0006678i,-0.00080178+0.00027786i,-0.00071557-0.00025089i,-0.00037807-0.00029775i,-0.00046044+0.00040056i,-0.00025303+0.0010729i,0.00033299+0.00098046i,-9.8677e-05+0.00018263i,-0.00047169+0.00055909i,-0.00025425+0.0008998i,-0.00017304+0.00053435i,-0.00037865-0.00018032i
-0.00026431+0.0022136i,0.00057642+0.0018854i,0.0012168+0.0017567i,0.0010341+0.00095769i,0.00082765-0.00043779i,4.9837e-05-0.00048287i,-0.0017104-1.7876e-05i,-0.0022903+0.00039682i,-0.0014543+0.00015748i,-0.00030695-0.00011319i,0.00022297+0.00048552i,0.00034867+0.0011245i,-0.00052956+0.001539i,-0.0013077+0.0012616i,-0.0014393+0.00065751i,-0.00066547+0.00032887i,2.0836e-05+0.00026659i,-0.00044118+5.7832e-05i,-0.00090652-7.2563e-05i,-0.00056091-0.00044989i,0.00014388-0.00038876i,0.00051839-0.00031583i,0.00027609-0.00064235i
0.00043887-0.0010019i,0.0013657+6.1178e-05i,0.00087647+0.00061521i,0.00089321+0.0013088i,0.0018912+0.0016808i,0.001808+0.0015298i,0.00072593+0.00096376i,-0.00047889+3.3131e-06i,-0.0012077-0.00017585i,-0.0017196+0.00013787i,-0.0015698+0.0005311i,-0.00036908+0.00044963i,0.00048045+0.00015395i,2.9077e-05-9.8787e-05i,-0.0003166-0.000298i,-9.7108e-05+0.00023257i,-0.00010157+0.00047674i,0.00018812+0.00032605i,-0.00017026-0.00022919i,-0.0007333-0.0012385i,-0.00016049-0.00088072i,0.00014905+9.8394e-05i,-0.00015377-2.0798e-05i
0.0019681+0.0009106i,0.0013108+0.0015178i,0.0010022+0.00036131i,0.00042314-0.00040803i,0.00019943+6.2949e-05i,-9.8307e-05+0.00035661i,-0.00054724+0.00092309i,-0.00045046+0.001683i,-0.0010583+0.0013166i,-0.0021865-0.00032893i,-0.0011508-0.00024004i,-6.8251e-05+0.00037911i,0.00028718+0.00036789i,0.00064232+0.0010743i,0.00094651+0.0011293i,0.0013053+0.00080834i,0.00059375+0.00074421i,0.00015657+0.00012415i,-0.00029599-0.00026539i,-0.00045082-0.00011844i,0.00025184-0.00039458i,0.00030829-0.00054049i,-0.00042444+9.5099e-05i
0.0037162-0.0011787i,0.0031308+0.00011805i,0.0011087-0.0008187i,-0.00041294-0.0009931i,-0.0012469-9.4791e-05i,-0.0010715+0.00074654i,-0.00014044+0.0011958i,-0.00025109+0.0010968i,-0.00058201-0.0005304i,-0.0010522-0.0013593i,-0.0013778-0.00024038i,-0.00032368+0.00020835i,0.0010991-0.00020913i,0.0013575-0.00081425i,0.00084189-0.00094025i,0.00016666-1.0181e-05i,-5.8903e-05+0.0006346i,0.00021987+7.8273e-05i,-0.00027472-0.00026766i,-0.00053624-0.00013354i,-0.00041876+0.00032151i,3.7663e-07-0.00049702i,-0.00028952-0.0012857i
0.00079162+0.00080197i,0.0012095+0.0016257i,0.0010252+0.0018405i,0.0012469+0.0015286i,0.00060963+0.0011633i,0.00028901+0.0014305i,5.1624e-05+0.001794i,-0.00062264+0.000977i,-0.0010299-0.00042697i,-0.0012199-0.0012687i,-0.00075235-0.0011854i,-2.7852e-05-0.00050732i,0.00051031-7.2843e-05i,0.0011143-1.558e-05i,0.0012063+8.7536e-05i,0.00021361+0.0006478i,0.00049044+0.00068658i,0.0010233+0.00073257i,0.00045242+0.00094838i,-0.00026007+0.00011594i,-0.00053572-0.00076319i,0.00051205-0.00051006i,0.00073411-0.00027506i
0.002802+0.00085409i,0.0020412+0.00092202i,0.0010083+0.00037765i,0.0003759-0.00053207i,0.00028002+0.00013985i,0.00051827+0.0010627i,0.00045186+0.001066i,-4.3568e-05+0.00061075i,-0.00019055-0.00034321i,-0.00021653-0.0010153i,-0.00095314-0.00055803i,-0.001241+0.00042106i,-0.00039343+0.00053467i,0.000655+0.00074254i,0.00068436+0.00057337i,0.00019449-0.00021697i,-0.00023667-0.00016819i,-0.00082833+0.00079794i,-0.0010485+0.0011793i,-0.00047368+0.00091252i,-0.00035182+0.00036888i,-0.00035031+1.1447e-05i,3.1226e-05-3.2059e-05i
-0.0023749+5.575e-05i,-0.0011542+0.0010153i,-0.00073735+0.0011884i,-0.00043593+0.00085409i,0.00082977+0.0014328i,0.0019995+0.0010212i,0.00070608-0.00024365i,-0.00055516-0.00047253i,-2.5329e-05-9.489e-05i,0.0008002+0.00030815i,0.00075919+0.00017656i,-0.00031744+0.00039583i,-0.00098696+0.00084992i,-0.00050907+0.00037708i,-0.00067086-0.00036583i,-0.0010416-0.00072966i,-0.0002274-0.00015548i,0.00012091+0.00052347i,-0.00018535+0.00050646i,-0.00016664+6.3706e-05i,-0.00019087+2.4792e-05i,4.2989e-05+0.00024579i,0.00033082+0.00025147i
0.00084411-0.00045072i,0.001147-0.00010895i,0.0013159+0.00024203i,0.0011139+0.00078117i,0.0010164+0.0016193i,0.00049626+0.0023828i,-8.477e-05+0.001539i,-0.0004401+0.00052927i,-0.00018623-0.00071187i,0.00021893-0.0011154i,-0.00012481-0.00056466i,-0.00048705+0.00023314i,-0.00052013+0.00037206i,-0.0003845+0.00010516i,-0.0004777+0.00059384i,0.00024914+0.00096312i,0.00067136+0.0011515i,0.00075612+0.00058178i,0.00071419-0.00036312i,0.00014373-0.00045362i,-0.00037656+0.0003124i,-0.00027165+0.00074857i,-0.00034303+0.00077816i
0.00078004+3.3977e-05i,-2.9575e-05-0.00036221i,-0.00092839+0.00032654i,-0.00051446+0.001313i,0.00044248+0.0020918i,8.7017e-05+0.0018774i,-0.00053545+0.00078628i,-0.00067075+0.00038096i,-0.00065332+0.00066358i,-0.00073036+0.0004747i,-0.0005095+0.0012562i,-0.00038662+0.0016301i,-0.00050639+0.00017382i,-0.00094359+3.004e-05i,-0.00085569+0.00066963i,-0.00046197+0.00062742i,-0.00014203+0.00047513i,7.7923e-05+0.00068272i,-0.00045538+0.00017245i,-0.00030164-0.0002136i,0.00097329+9.8295e-05i,0.001161+6.4825e-05i,0.00080911+5.0131e-05i
0.00084543-0.00011272i,0.00077959+0.00026559i,0.0004757+0.00049306i,-5.0204e-06+0.00066967i,0.00042201+0.00066936i,0.00053019+0.00055948i,0.00018233+0.00037594i,-9.0742e-05-0.00015116i,-0.00055525-0.00035777i,-0.0008942-0.00017041i,-0.00046699+0.00033004i,0.00021057-3.8682e-05i,0.00039335+9.0549e-05i,0.00054636+0.00078862i,5.2429e-05+0.00095959i,-0.00066744+0.00078915i,-0.0003188+0.00044371i,0.00012081+0.00044269i,8.2756e-05+0.00059334i,-0.00032073+0.00055385i,-0.00019926+0.00055811i,-0.0003084-0.00025409i,-0.00059471-0.00086738i
0.00097542-0.0011301i,0.0020377-0.00038048i,0.0011928+3.8145e-05i,0.00029699+0.00057219i,0.00018429+0.0012178i,1.6092e-05+0.0018326i,0.00021208+0.0013957i,0.00014914+0.00031711i,3.685e-05+0.00033574i,-0.00050673+0.00042725i,-0.00053153-0.00014469i,-0.00039006-0.00031148i,-0.0001702+0.00027765i,0.00067684+0.00052864i,0.00068141-0.00017286i,0.00041588+4.4541e-05i,0.00063041+0.00088064i,-0.00010488+0.00035823i,-0.00069005-1.5616e-05i,0.00014116+0.0001871i,0.00094753+0.00088189i,0.00048428+0.00099408i,-8.8496e-05+2.7241e-05i
0.0013593+0.0013771i,0.00092763+0.0017176i,-4.4682e-05+0.00071583i,-0.0010643+0.0004445i,-0.0012228+0.0014851i,-0.00091836+0.0020958i,-0.00013619+0.0013753i,0.00031281+0.00041311i,0.0002158+0.0005753i,1.0586e-05+0.00055536i,-8.0207e-05+0.00042494i,-0.00013982+0.00032905i,-0.00031893-0.00050177i,-6.7701e-05-0.00094823i,0.00023028-0.00013763i,-0.00021276+0.00010647i,-0.00052655-0.00015441i,-0.00040763-0.00025971i,-0.00050833-0.00017847i,-0.0002849+0.00033006i,0.00044671+0.0010685i,0.0011351+0.0012149i,0.00080528+0.00075783i
0.0001889-6.282e-05i,0.0010555+0.00073491i,0.00091652+0.00052103i,0.00017625+0.00024933i,-0.00018835+0.0001121i,0.00029908+0.0010467i,-0.00021133+0.0008025i,-0.0012345+0.00043719i,-0.00064737+0.00036703i,-0.00058215+0.0003915i,-0.00061763+0.00053259i,0.00014285+0.00046577i,0.00042668+0.00032641i,0.00078359+8.1573e-06i,0.0010859-5.6014e-05i,0.00048333+0.0004341i,-0.00014321+0.00086612i,3.8327e-05+0.00062632i,0.00079259+2.86e-05i,0.0010443-0.00022357i,0.0007913+0.00044309i,0.00021066+0.00063293i,-0.00023115+9.6993e-05i
0.00093157+0.0030591i,0.0015452+0.0027641i,0.0026585+0.0015346i,0.0029779+0.00031153i,0.0026922-0.00018777i,0.0014794-8.5966e-05i,0.00021805+5.2746e-05i,-0.00019352+0.00014074i,-0.00024791+0.00015797i,-0.00032999-0.00067849i,-0.00015118-0.00065984i,0.00033609+0.00048177i,-0.00011067+0.0006692i,-0.00047141+0.00053243i,3.4354e-05+0.00060344i,0.00051126+0.00085891i,0.00058228+0.00077747i,-0.00062807+0.00063669i,-0.0010837+1.7772e-05i,-0.00055308-0.00038242i,4.6761e-05+6.7143e-05i,-0.00037407+0.00033755i,-0.00023366+3.8197e-05i
0.0022118+0.0012219i,0.00229+0.0015203i,0.002231+0.00034285i,0.0018967-0.001218i,0.0010026-0.00084944i,-0.0012764+0.00080348i,-0.0018765+0.0015213i,-0.000224+0.00077001i,0.00081627-0.00051813i,0.00058701-0.00072566i,-6.3525e-05+0.00032189i,-0.00066184+0.00081422i,-0.00049729+0.00020608i,-0.00022011+0.0001756i,0.0002148+0.0012372i,0.00074593+0.0014308i,0.00037353+0.0012102i,-0.00020999+0.00093735i,-0.00050592+0.00066331i,-0.00045164+0.00070248i,-0.00056556+0.00070532i,-0.00048435+0.00049454i,-0.0001078+0.00014574i
-0.0009676-0.00030339i,0.00021117+0.00012023i,0.0010795+0.00043632i,0.0011765+0.0017359i,0.00082741+0.0031212i,0.00084054+0.0033337i,0.00095698+0.0014943i,0.00026698-8.5064e-05i,-0.00044812-0.00062127i,-0.00059327-0.00086624i,-0.00038161+9.2628e-06i,0.00093034+0.00099427i,0.0012792+0.00022499i,0.000645-0.0009834i,0.00029079-0.0007257i,-0.00014809-0.0002219i,-0.00047802-0.00030132i,-0.00012144+0.00015904i,7.2447e-05+0.00093088i,-0.00011759+0.00064271i,-0.00033752-4.5125e-06i,-0.00013105-0.00029096i,-0.00050713-0.00064361i
0.00023159+0.0021385i,-0.0001845+0.0015793i,-0.00066254+0.0014969i,-0.00044063+0.0018785i,-0.0011713+0.0020397i,-0.0013966+0.0016602i,-0.0004028+0.0007201i,0.00039266-8.3489e-05i,0.00066139-0.00063077i,0.00046754-0.00092011i,0.00078376-0.00037968i,-6.0635e-05-0.00018405i,-0.00064303-0.00030432i,-0.00086102-0.00023491i,-0.00080612-0.00059732i,-0.00028056-0.00074921i,-0.00017589-0.00013833i,-0.0002634-0.00044221i,-0.00014274-0.0010373i,-0.00024454-0.00090246i,0.00020978-0.00038329i,0.00083031-0.00013569i,0.00063868+0.0005332i
