-0.0027485-0.00035506i,-0.0015708-0.00031519i,-0.0015823+0.0010623i,-0.0011437+0.0020506i,-0.00075701+0.0026093i,-5.3998e-05+0.0015073i,0.00076317+0.00035018i,0.0012693-0.00022076i,0.0015368-0.00011747i,0.0014691+0.00017962i,0.001445-0.0003697i,0.0012167-0.00097921i,0.00079274-0.0015597i,0.00067893-0.0016548i,0.0014955-0.0010858i,0.0015494-0.00061277i,4.9852e-05-0.00011133i,-0.0009024+0.00022828i,-0.00097074-0.00054781i,-0.00087351-0.00060628i,-0.00078515-0.0001584i,-0.00074075+0.00017341i,-5.42e-05-8.8853e-05i
-0.00054527-0.0020568i,-0.0014061-0.0010928i,-0.0016174-0.00034979i,-0.0011121+0.00042547i,-0.00024818+0.00033189i,-0.00015177+0.00032052i,-0.00045966+0.0004756i,-4.04e-05+0.00013433i,2.648e-05-0.00018049i,-0.00027249+0.00024935i,0.00025318+0.00098245i,0.0006236+0.00023151i,0.00015154-0.00082854i,-0.0002259-9.3713e-05i,0.00043584+0.00038641i,0.0010235+0.00017791i,3.7409e-05-0.00011279i,-0.00018049-0.00043751i,0.00032532-0.00022747i,0.00022105-2.0299e-05i,8.2387e-05-0.00013738i,0.0001516-0.00018197i,0.00079136+1.5072e-05i
-0.00085197-0.0014624i,-0.0011688-0.001176i,-0.00054654+4.2511e-05i,0.00054966+0.00017596i,0.00090141-7.174e-05i,-0.00041671+0.00023363i,-0.0016967+0.00045763i,-0.0014513+0.00010655i,-0.0011433+0.00020082i,-0.00085831+0.00038085i,-0.00033477+0.00057493i,8.9353e-05+0.0010447i,0.00043+0.00070309i,0.00043779+6.7877e-05i,-0.00014982-4.3353e-05i,-0.00052305+9.3227e-05i,-0.00057381+4.7608e-05i,-0.00079902-0.00046915i,-0.00075119-0.00075484i,-0.0006697+0.0002259i,-0.00028983+0.00042738i,-0.00042118+0.00051318i,-0.00079365+0.0007939i
0.00075871-0.0027465i,-0.00036821-0.0012986i,-0.0013765+0.000111i,-0.00060947+0.00032207i,-0.00011897+0.00051545i,-0.00028793+7.0913e-05i,0.00016469-0.00031929i,0.00052294-0.0007305i,0.0002809-0.00050997i,0.00030837+0.00036071i,0.00066297+0.00083826i,0.00019379+0.00042525i,-0.00082782-0.00035934i,-0.00051188-0.00036851i,0.00039369-0.00033568i,0.0006211-0.00049098i,0.0003446-0.00028978i,0.00082819+0.00069889i,0.00098529+0.00067412i,0.00037878-0.00011189i,0.00046093+0.00054296i,0.00075563+0.0012922i,0.00050594+0.00073777i
0.0020266-5.8491e-05i,0.00081345-0.0011473i,0.00031381-0.0008112i,0.00051862+3.1201e-05i,0.00067751+3.7228e-05i,0.0002767-4.647e-05i,-0.00066012-7.9881e-05i,-0.00037603-0.00032844i,0.0002353-0.00066741i,0.00040226-0.00037597i,9.3656e-05+0.00026071i,-0.00023047+0.00035254i,0.0002023+0.00075344i,-0.00024798+0.00064538i,-0.00056793-0.00064666i,-0.00047006-0.00124i,0.00020022-0.0011093i,0.0003234-0.00096981i,-0.00025493-0.00079002i,0.00022792+9.1286e-05i,0.00095373+0.00078603i,0.0005562+0.0012198i,-6.7355e-05+0.00074369i
0.00014121-0.0038028i,-0.00049729-0.003552i,-0.0015515-0.0023409i,-0.0014026-0.00056023i,-0.00054607+0.0010277i,-0.00086305+0.00087781i,-0.0009936-0.00028717i,-0.00019252-0.00024919i,0.00016862+0.00024936i,-0.00021393+0.00022415i,-9.6415e-06+0.00029212i,0.00060678+0.00084193i,0.00055863+0.00068889i,0.00071706-0.00040285i,0.00043266-0.00042078i,0.00024374-0.0003631i,0.00050613-0.00031418i,0.0015773-0.00023113i,0.0015006-0.00073097i,0.00044438-0.00097714i,0.00012393-0.0011598i,0.00013664-0.00076574i,0.000186-2.1265e-05i
-0.0030204-0.00075515i,-0.0029885+4.1735e-05i,-0.0018867+0.00085225i,-0.00056969+0.0020381i,0.00024335+0.0013961i,-0.00019116+8.6052e-05i,-0.00043028-0.00073411i,-0.00022589-0.001043i,-7.2007e-05-0.0002592i,-0.00054497+0.0005191i,-0.00061582-0.00019692i,-0.00044872-0.00047638i,-0.00027298+8.6575e-05i,0.00084961-0.00017372i,0.00088968-0.00054663i,0.00062925-0.00019158i,0.0005709+7.4353e-05i,1.8448e-05-0.00020134i,-0.00032002-0.0011487i,-0.00017193-0.0011603i,0.00018949+0.00028601i,-3.9862e-05+0.0011983i,-0.0004406+0.0004448i
0.00015127-0.0033387i,-0.00098379-0.0020817i,-0.0024078-0.00047907i,-0.0015212+0.0005103i,-0.00061542+0.0010742i,-0.00089417+0.00069184i,-0.00029275-0.00038255i,0.00020567-0.00098388i,-0.00013016-0.00095083i,-0.00068809-0.00039859i,-0.00052993+4.5628e-05i,0.00034817+0.0010756i,0.0013168+0.0010423i,0.00146+0.0002444i,0.00024848-0.00012741i,-0.00076304-0.00012096i,-0.00066786+3.3303e-05i,-0.00042582-0.00048426i,-0.00051439-0.00092936i,-0.00043084-0.00088445i,-0.00067855-0.00078359i,-0.00018802-0.00096975i,0.00015313-0.00084579i
0.0018564-0.00081042i,0.0010097-0.0010315i,0.001219-0.00072776i,0.001269-0.00035431i,-0.0003069-0.00048322i,-0.00062239-0.00059025i,0.00018808-0.00063653i,0.00036564-0.00022327i,-0.00017382-0.00035385i,1.5444e-05-0.00038978i,0.00069823+8.6489e-05i,0.00048832+0.0002252i,-0.00055082-0.00018998i,-0.0010748-0.00048464i,-0.001363-0.00084357i,-0.0015647-0.001172i,-0.00046749-0.00093828i,0.00083484-0.0010217i,0.00071131-0.0012069i,6.4406e-05-0.00041768i,9.9025e-05+0.00014374i,3.3841e-05+2.945e-05i,-0.0004154-5.5611e-05i
-0.00051009-0.00045657i,-0.0014921-0.0013078i,-0.0014628-0.0014862i,-0.00041017-0.00031262i,-0.00039648-0.00012205i,-0.0010966-0.00097149i,-0.001631-0.00012663i,-0.0019496+0.00061609i,-0.0018407+0.00050958i,-0.00078625+0.00076788i,0.00016602+0.00040571i,0.000652+0.00016445i,0.0016587-0.00017679i,0.0017306-0.00066689i,0.00056062-0.0011606i,3.6334e-05-0.00070498i,-5.6243e-05+0.00010562i,-2.0724e-05+0.00026326i,0.00045437+0.00026828i,0.00076993+0.00048744i,0.00083438+4.5287e-05i,0.00020608-1.7343e-06i,-0.00073797+0.00043168i
0.00042152-0.0013344i,0.00017739-0.00069885i,-0.00028564+0.00095072i,-0.000462+0.0015327i,0.0004833+0.00094553i,0.00080492-0.00020999i,7.352e-05-0.00064033i,-9.1793e-05-0.00082877i,6.6685e-05-0.0005335i,-0.00026498+0.00012574i,-0.00083213+0.0002577i,-0.00052349+0.00015899i,0.00022643-0.00020321i,0.00047709-0.00088011i,0.00066236-0.00068872i,0.00071586-1.9151e-05i,0.00056917-0.00051645i,0.00019617-0.00048534i,-0.00027933+9.4515e-05i,-0.00057844-0.00052006i,-0.00042343-0.00072473i,-0.00036131-0.0003676i,-0.00022269-0.00060869i
0.00088485-0.0025452i,-0.00069044-0.0034656i,-0.001991-0.0018726i,-0.0019163+0.00058813i,-0.0020526+0.00092885i,-0.0014869-0.00034616i,-4.5797e-05-0.0010901i,0.00036274-0.0010314i,0.00010652-0.00061579i,0.0001025-8.6089e-05i,0.00027873+0.00055382i,0.00014707+0.0010998i,0.00021917+0.00094262i,0.001121+0.00086115i,0.0014679+0.00089746i,0.00056331+0.00061742i,-0.00040735+0.0002436i,-0.00030901-0.00048415i,-0.00011168-0.00079665i,-0.00033197-0.00099577i,0.00017174-0.00078878i,0.00022953-0.00015125i,-0.00041842-0.00012224i
-0.0014265-0.00028176i,-0.0012056+0.00019649i,-0.00011128+0.0016004i,0.00020491+0.0011626i,0.00063078-0.00052054i,0.00059826-0.0014315i,0.00019211-0.0014067i,0.00064825-0.00076061i,0.00045694+0.00010714i,-0.00047731+0.00063003i,-0.0004125+0.00057574i,0.00040781+0.00089825i,0.00096108+0.00022618i,0.0004155-0.0014728i,-4.6792e-05-0.0023921i,-0.00036376-0.001826i,-0.00043434-0.00069082i,-0.00051902-0.00072899i,-0.00043375-0.00037996i,-0.00016407+0.00048005i,0.00012833-0.00012448i,0.00077469-0.0010187i,0.00099923-0.00047929i
0.0015697-0.00030481i,0.00047428-0.00055786i,1.6811e-06-0.00032388i,0.00043571+0.00010722i,0.00026409-8.1511e-05i,-0.00044704-0.00057359i,-0.00074781-0.00029551i,-6.3854e-05+0.00034815i,0.00034036-6.5596e-06i,0.00044883-0.00015214i,0.00066326-0.0001668i,0.00011281-0.00020021i,-0.00069605-6.9869e-05i,-0.00024725-0.00017826i,-0.00036287+0.0002759i,-0.00046419+0.00022655i,-9.9043e-05+0.00020394i,-0.00091115+0.00021386i,-0.00047908+1.8688e-05i,0.00016668+0.00015312i,-0.00028463+0.00014361i,-0.00047813-0.00033983i,-0.00044373-4.9448e-05i
0.00040932-0.0042749i,0.00066524-0.0038424i,-0.00012074-0.0016756i,-0.00074014+4.6112e-05i,-0.00035454+0.00018359i,-0.00039584+0.00020348i,-0.00063893+0.00055699i,0.00016044-8.9885e-05i,0.0011309-0.0012492i,0.0018644-0.0012974i,0.0012825-0.00032896i,0.0002849-1.4855e-05i,0.0008919-0.0001767i,0.0016836+0.00030119i,0.0011995+0.00048728i,0.00011768+0.00062181i,-0.00010013+0.0012481i,-3.0773e-05+0.0013467i,5.5549e-05+0.00072855i,-0.000322-0.00023541i,-0.00069172-0.001012i,-0.00065991-0.0010932i,-0.00056612-0.00018082i
0.0015916-0.0012219i,0.00082104-0.0014834i,0.00031038-0.00062437i,-0.00051366+8.043e-05i,0.00022301-0.00016913i,0.00040207-0.00046448i,-1.0718e-07-0.00070512i,-0.0001277-0.00037863i,-0.00059083+0.00052421i,-0.00035729+0.0011092i,-8.5163e-05+0.00071212i,6.9927e-05+0.0007961i,0.00022931+0.0012368i,-0.00040102+0.00070291i,-0.00055431+2.1269e-06i,-0.00057041+0.00019462i,-0.00071649+0.00056415i,-0.00037424+0.0002912i,2.1178e-05-4.1198e-05i,4.7629e-05-0.00048616i,-0.00036465-0.00018425i,-0.00058255-0.00026651i,-0.00028681-0.00041193i
0.0023922-0.0019115i,0.0022298-0.0011369i,0.00053452-0.0012349i,-0.0015768-0.00050225i,-0.001419+0.00060375i,-0.0012585+0.0016762i,-0.0012014+0.0014263i,-0.0005592+0.0001541i,-0.00039361-0.00027927i,-2.7004e-05+0.0002033i,0.0006066+0.00086575i,0.00045564+0.00043838i,0.00031889+0.0001276i,0.00040373-3.8348e-05i,-0.00019027-0.00018138i,-0.00030773-0.00041589i,-9.7071e-05-0.0002045i,0.00062789+0.00013882i,0.00065373+0.00058264i,-8.5923e-05+0.00102i,-0.00062465+0.00054621i,-0.00044318-3.8264e-05i,-0.00034432+0.00015612i
-0.0014779-0.0021784i,-0.0019081-0.00079974i,-0.0019495+0.00081909i,-0.0011095+0.0018387i,0.00020095+0.0011905i,0.0010103-2.2286e-05i,0.00069509-0.00046016i,0.00038092-0.00050687i,0.00028557-0.00037449i,0.00076753+9.7764e-05i,0.00033408+0.00012783i,-0.00038818-0.00014098i,0.00018519-0.00051255i,0.00044632-0.0015247i,-3.8564e-05-0.0012092i,-0.00022137-0.00078522i,0.00036374-0.00075175i,0.0012107-0.00045364i,0.00080933-8.6025e-05i,-0.00025945+0.00065938i,-0.00045848+0.00064041i,-0.00025925+0.0005286i,-0.00042802+0.00082301i
-8.3082e-05+0.0002553i,-0.0014387+0.0012382i,-0.0023613+0.00069946i,-0.0020403-7.9977e-05i,-0.0014721-0.00058309i,-0.0019778-0.0006865i,-0.0019237+6.7849e-05i,-0.0013215+0.0015079i,-0.0014472+0.0013641i,-0.001194+0.00015923i,-0.00012716-0.00027848i,0.00066988-2.8388e-05i,0.00038265+0.00010177i,-0.00043723-0.00012923i,2.8346e-05-0.00094447i,0.00072747-0.0014945i,0.00033611-0.00056701i,3.0378e-05+1.3292e-05i,-3.2974e-05-0.00018889i,-0.00062017-0.00011806i,-0.00064452-0.00031352i,1.0443e-05-0.00053753i,-2.1189e-06-0.00043764i
-0.00061987-0.00023746i,0.00060768+4.9144e-05i,0.0010255+0.00045988i,0.00080699+0.00032297i,-5.7583e-06-0.00047019i,-0.00079206-0.0012396i,-0.00023803-0.00043124i,-6.1902e-05+0.00024607i,-0.00069277+0.00027535i,-0.00093226+0.00096439i,0.00032431+0.0015925i,0.0009919+0.0015752i,0.00048324+0.00024435i,0.00024731-0.00084488i,6.8998e-05-0.0011126i,-0.00026315-0.001333i,-8.2669e-05-0.0011938i,0.00070314-0.0013437i,0.0010615-0.00060466i,0.00045547+0.00087787i,-0.00023155+0.0015876i,-0.00030198+0.0010616i,-0.000365+0.00052085i
-0.001012-0.0029156i,-0.0021823-0.0033024i,-0.002051-0.0016737i,-0.00035697-0.00046572i,0.00041467-0.00092384i,-0.0010646-0.0011293i,-0.0018569-0.00072419i,-0.00092141-0.00018509i,-5.7222e-05+0.0003298i,2.2053e-06+6.2812e-05i,0.00031838+0.00053373i,0.00044225+0.00096815i,0.00052791-0.00052406i,-0.00013598-0.0014512i,-0.00076436-0.0010183i,-0.00010301-0.00031796i,0.0002391-0.00011894i,2.7044e-05-0.00027824i,0.00041193-0.00026598i,0.00051862-0.00047423i,-0.0002139-0.0011738i,-0.00072114-0.0012347i,-0.00072243-0.00064492i
0.00011669-0.0030579i,-0.00071342-0.0030729i,-9.4089e-05-0.00097108i,0.0012119-0.00020981i,0.0014301-0.0008593i,0.0010081-0.00081425i,0.00013901-0.00071657i,5.0278e-05-0.00060547i,0.0004123-4.0554e-05i,0.00075406-0.00016909i,0.00089747-0.00047114i,0.0001482-0.0012254i,-0.00031129-0.001181i,3.3629e-06-0.00038591i,0.00043325-0.00020747i,-7.5612e-06-0.0011246i,-4.2927e-05-0.0012671i,0.00059339-0.00014214i,0.0010182+8.3548e-05i,0.0010377-0.00064849i,0.00046955-0.0011738i,0.00010474-0.00097425i,8.9404e-05-0.00021673i
0.0031491-0.00091758i,0.0029562-0.0019229i,0.0013691-0.0016642i,0.00068591+0.00052087i,4.5635e-05+0.0016024i,-0.00012922+0.00065534i,0.00096454+0.00022873i,0.0011662-0.00019872i,-3.4192e-05-0.00052952i,-0.00034111-7.4476e-05i,-1.6954e-05+0.00067816i,0.00035036+0.0010035i,0.00048673+0.00026528i,0.00045473+0.0001523i,0.00020513+0.0010003i,-0.00010215+0.001039i,-5.0127e-05+0.00097988i,-3.7965e-05+0.00072775i,-3.5366e-05-3.102e-05i,-0.00013615-0.00012366i,-0.00038473-0.00051243i,-2.1635e-05-0.00074172i,0.00056978-0.00051125i
-0.00025344-0.0001507i,5.9713e-05+4.0244e-05i,0.00016911+0.00019873i,-0.00034095+0.001282i,-0.001304+0.00038742i,-0.0015389+0.00017963i,-0.0010987+0.0010352i,-0.00019487+0.0003536i,0.0002198-0.00045164i,0.00049462-0.00060304i,0.0001148-0.00049481i,-0.00025527-9.8705e-06i,-0.00053896-0.00022026i,-0.00075686-0.001024i,-0.00055044-0.00084572i,-0.0004532-0.00082869i,-0.00032172-0.0011354i,-0.00031124-0.00038675i,-0.00028016+8.5005e-05i,-0.00030864-0.00014862i,-0.00047745-0.00016256i,-0.00056908+2.6687e-05i,-0.00057287-0.00025955i
-0.00071609-0.0016806i,0.00038816-0.00088653i,0.00016444+0.00043504i,-0.0004706+0.00091757i,-0.00017533+8.6121e-05i,0.00057982-0.00077282i,0.00053829-0.00023991i,-0.00024061+0.00016886i,-0.00084295-0.00018981i,-0.000521-2.2873e-05i,-3.3216e-05+0.000349i,-0.00077465+0.00025123i,-0.00098091-0.00015634i,0.00015586-0.00010198i,0.000853-0.00035733i,0.00068507-0.0014734i,0.00056476-0.0015334i,0.00061346-0.00035429i,0.0007933+0.00078255i,-0.00010757+0.00075803i,-0.00068165+0.00012715i,-0.00041491+0.00016499i,-0.00060975+0.00063745i
0.001534-0.0012997i,0.00050494-0.0010134i,-0.00042689-0.00089518i,-0.00079357-0.00042309i,-0.0010761+9.8243e-05i,-0.0020438-1.7784e-05i,-0.0025171+7.8457e-06i,-0.0020075-0.00026085i,-0.00080551-0.00031013i,0.00021136-2.5532e-05i,-0.0003234+0.00020408i,-0.0004831-8.0496e-07i,0.00019486+0.00035745i,0.00071017+0.00051828i,0.00050538+0.00012335i,-0.00029196+0.00018791i,-0.00011848-0.00021792i,0.00047725-0.00056749i,0.00033358+0.00022195i,-0.00040077+0.0003179i,-0.00018385+0.00032257i,0.0002319-8.0041e-05i,-0.00016032-0.00054573i
0.00084561+4.3033e-05i,-0.00017359+0.00083348i,-0.0013865-0.0003219i,-0.0010522-0.0013456i,-0.00011587-0.0017098i,-0.0012544-0.0012636i,-0.0016045+0.00019856i,-0.00031652+0.00070602i,-0.00016316+0.00021656i,-0.00031906-1.2967e-05i,-2.6795e-05-0.00026392i,0.00029562-0.00040818i,0.0003162+8.2356e-05i,-0.00019839+0.00079822i,-0.00096467+0.00078093i,-0.00088675+9.6081e-05i,-0.00055021+0.00014892i,0.00022671-0.00020016i,0.0010231-0.001268i,0.00056083-0.0009051i,0.00051646+0.00013909i,0.00046822+0.00024129i,0.00044773+0.00020085i
0.0003275-0.0023116i,0.00011467-0.0019064i,0.00022545+0.00040621i,0.00030109+0.00095269i,0.00031877-0.00010575i,3.9776e-05-0.00035701i,-0.00012457-0.00013401i,8.4938e-05-0.00011175i,0.00019872-0.0002155i,-0.0001573+0.00035366i,-0.00011752+0.00063611i,-0.00029603-0.00010297i,-0.00071587-0.0011631i,1.9099e-05-0.0013331i,0.00059989-0.00065213i,0.00054069-0.00066521i,0.00041812-0.00066733i,-0.00050105-0.00051812i,-0.00070939-0.00031567i,-0.00054061+9.5002e-05i,0.00027578-3.4767e-05i,0.00072319+2.0317e-05i,2.0487e-05+2.82e-06i
0.001122-0.001964i,0.00024347-0.0026792i,-0.0010851-0.0011919i,-9.7616e-05+0.0011742i,0.0010333+0.00099659i,0.0011686-0.00031892i,0.0005663-0.00064272i,-0.0001908-0.00075455i,0.00044288-0.00078056i,0.0012827-0.00012013i,0.0012136-9.3618e-05i,0.00057043-8.6468e-05i,-0.00042408-0.00013926i,-0.00034511-0.00027342i,0.00040355-4.2567e-05i,0.00053911-0.00023934i,0.00020682-0.00033612i,2.2157e-05+0.00026657i,9.3991e-07-7.8e-07i,0.00046115+0.00011186i,0.00081098-1.9096e-05i,-0.00018805-0.00019512i,-0.00095631+0.00015374i
0.00083889-0.0011865i,-0.00081541-0.0018108i,-0.0012527-0.00049138i,-0.0012062+0.0011426i,-0.0015511+0.0015325i,-0.0011513+0.00047396i,-0.00028441+0.00017929i,-0.00039878-0.00038766i,-0.00059482-0.0014684i,-0.00059098-0.00081091i,-0.00028734+0.0011236i,-0.00014955+0.0014925i,0.00033929+0.00070868i,0.00081034+0.0010902i,0.00071257+0.0017032i,0.00064113+0.0005451i,0.00022085-0.00097095i,-0.00019043-0.00095599i,-0.00028078-0.00045068i,-0.0003456+0.00014972i,-0.00048371+0.00029749i,-0.00074172+0.00017456i,-0.0012162+0.00028533i
-8.6934e-05-0.0020298i,-0.00063404-0.0022406i,-0.0016598-0.00058671i,-0.0019903+0.0017619i,-0.0013783+0.0023116i,-0.00032219+0.0017707i,-0.00033592+7.8248e-05i,-8.1191e-05-0.0011382i,-0.00042447-0.0014215i,-0.00037219-0.00083658i,0.00044559+0.00039222i,0.00072846+0.00036659i,0.0010423+4.6032e-05i,0.001145+4.2647e-05i,0.00069182-0.000499i,0.0005075-0.00076427i,0.00076-0.00022977i,8.4734e-05-0.00047374i,-0.00032127-0.0011897i,8.7383e-05-0.00088393i,0.00042754-0.0010316i,0.00037019-0.0010003i,-0.00043674-0.0010792i
0.00077732-0.0023853i,-0.00041275-0.0022423i,-0.0015146-0.00096418i,-0.0017252-7.3871e-06i,-0.0008337-2.6579e-05i,0.00020408+0.0004801i,0.00030844+0.00054646i,3.1671e-05-0.00014351i,0.0001225-0.00013378i,7.3472e-05+0.0010018i,0.00071687+0.0013846i,0.0014185+0.000483i,0.0014298-0.00049133i,0.0011467-0.00033115i,0.00086899-0.00018151i,0.00072117-0.00039414i,-3.1969e-06-0.00033887i,-0.00024906-0.00031385i,0.00036177-0.00051817i,0.00049507-0.00069706i,-8.4522e-05-0.00070746i,-0.0010016-0.00051886i,-0.00094649-3.3383e-05i
0.00076699-0.0011362i,-0.00059677-0.0017355i,-0.0010014-0.001445i,-0.00052347-0.00071024i,-0.0010755-0.00094689i,-0.0018851-0.00081413i,-0.0017711-2.0398e-05i,-0.0010336-0.00020855i,-0.00015921-0.00092765i,0.00023365+2.1214e-05i,0.00028846+0.00093205i,0.00014681+0.00061707i,8.0876e-05+0.00034966i,-0.00011022+0.00070738i,0.00016444+0.00084235i,-0.00024173+0.00084954i,-0.0012864-0.00011564i,-0.00057717-0.0010725i,0.00053503-0.00016442i,0.00091122+7.163e-05i,0.00071064-0.00045931i,-0.00010962+0.00022513i,-0.0010347+0.00028458i
0.00023481-0.0002094i,0.00014498+2.9634e-06i,4.163e-05+0.00030315i,0.00017478+0.00030288i,0.00067139-0.00038872i,-0.00027259-0.00080866i,-0.00053348+0.00014121i,9.9214e-05+0.00055727i,0.00019+0.00030655i,0.00050567-0.00037202i,0.00026082-0.00054018i,-0.00010151-0.0005437i,0.0002558-0.00069883i,0.00024101-0.00055178i,2.1082e-05-0.00080067i,-0.00035417-0.0010273i,-0.00056565-0.0012781i,-0.00026577-0.00094396i,5.9569e-05-0.00023409i,0.0002522+0.00014925i,-0.00013588+2.4307e-05i,-0.00052522-0.00031017i,-0.00017655-1.4846e-05i
0.0018157-0.002084i,0.00094693-0.0022016i,0.0002289-0.0011722i,-0.00059221-6.5276e-05i,-0.00015184-4.3595e-05i,-0.00099996-0.00046154i,-0.0019713-0.0011671i,-0.0015005-0.00089263i,-0.0013539+0.00054186i,-0.00050091+0.0011082i,0.00054642+0.00094239i,0.00075742+0.0006867i,-0.00028297+0.0006107i,-0.00072391+0.00033671i,-0.00025372+0.00011647i,1.3485e-05-0.00061564i,0.00027681-0.00086398i,0.00041288-0.00048511i,0.0002237-6.642e-05i,0.00018607-3.7938e-05i,-0.00036078+0.00036913i,-0.00050302+0.00041249i,-0.00038764+3.916e-05i
-0.00124-0.0010224i,-0.00062007-0.00068192i,-0.00048177+0.00017425i,0.00064771+0.0019023i,0.001448+0.001677i,0.00022704+7.1056e-05i,-0.00068269-0.00040971i,-0.00023118-0.00034956i,0.0005046-0.00034222i,0.00047629-0.00020826i,0.0006133+0.00032944i,0.00086861+0.00059807i,0.0007294+0.00015958i,0.0010785+3.4459e-05i,0.00088737-0.00031927i,7.1745e-05-0.00059669i,-0.00035008-0.00075304i,-0.00092308-0.00080393i,-0.00095243-0.00034062i,-0.00047837-0.00063811i,0.00033295-0.00097689i,0.0006937-0.00061546i,0.00076432-9.4977e-05i
-0.0012344+0.00018328i,-0.001627+0.00017035i,-0.00072942+0.00036365i,0.00027189+8.2324e-05i,0.00027408-0.00048701i,-0.00042939-0.00020714i,-0.00067265-0.00028447i,-0.0010183-0.00046164i,-0.0015356-0.00060951i,-0.00031202-0.00028767i,0.00074946+9.1662e-05i,0.00040952+0.00012959i,-0.00024475+0.00064258i,-0.00058744+5.3686e-05i,-0.00077781-0.00060571i,-0.00039471-0.00076603i,-0.00038372-0.00012038i,-0.0011253+0.00070215i,-0.001217+0.00064437i,-0.0008327+0.0006711i,-0.00057053+0.00048503i,-0.00051203-3.147e-05i,5.9667e-05+7.5765e-05i
-0.0014368-0.004079i,-0.0013087-0.0025807i,-0.0016498-0.00037595i,-0.0022421+0.0021799i,-0.0020064+0.0028296i,-0.0009677+0.0014433i,1.0119e-05+0.00074844i,0.00081248+0.00061235i,0.00098885+0.00088853i,0.00033647+0.00050216i,-0.00026373-2.9351e-05i,2.4208e-05+0.00084475i,0.00055313+0.0012715i,0.00093688+0.0006616i,0.00058268-0.00023146i,9.4613e-05-0.000641i,-0.00024191-0.0013119i,-0.00028475-0.0016546i,-0.00069113-0.0013059i,7.8295e-05-0.001079i,0.0011252-0.00021112i,0.00084964+0.00069357i,-3.7053e-05+0.00053292i
0.0016783-0.0016726i,0.0010307-0.00084435i,0.0010344+0.00051851i,0.00070592+0.00055141i,0.00026564-0.00047333i,-0.0008881-0.00083817i,-0.0012857-0.00061966i,-0.00047188-0.0012205i,0.00017053-0.00082746i,-0.00045093+0.00018768i,-0.00090632+0.00040409i,-4.5994e-05+0.00029597i,0.00017505+0.00079968i,-0.00066885+0.001027i,-0.00098468+0.00032899i,-0.0014528+8.4789e-05i,-0.0011515-0.00072564i,-0.00030061-0.0012306i,-0.0004115-0.00025435i,0.00036793+0.00031626i,0.0012024-9.916e-05i,0.00066811-0.00038986i,-0.00016737-0.0002684i
0.0032435-0.0026908i,0.00094708-0.0031881i,-0.00023633-0.0025324i,-9.3991e-05-0.0017271i,-0.00050952-0.00058897i,-0.0018054+2.7103e-05i,-0.0013341+0.00026102i,7.4931e-05+0.00073748i,0.00084677+0.00094449i,0.00076024+0.00028854i,0.00068111-0.0002883i,-0.00021056+0.00036689i,-0.00079821+0.00084877i,-0.00075844+0.00056028i,-0.00029389+0.00011932i,0.00066491-5.3826e-06i,0.00047767+0.00029142i,-0.00056596+0.00036609i,-0.00078444+5.147e-05i,-9.1172e-05-0.00049151i,-0.00016431-0.00058861i,-0.00086883-0.00043081i,-0.0012438-0.00032012i
0.0021873-0.00076997i,0.0011944-0.0012579i,0.00063341-0.0001974i,0.00099869+0.00061563i,0.0015847+0.00042943i,0.00087602+0.00053574i,0.00062382+0.00036505i,0.00085172-9.4198e-05i,-1.9454e-05+0.00011839i,-0.00042655+0.00051494i,0.00040914+0.00047229i,0.00085389+3.4031e-05i,0.00019682-0.00031901i,-0.00039197-0.0012337i,-0.00014397-0.0012043i,0.00027085-0.00025969i,0.00064883-0.00041407i,0.0010819-0.00070987i,0.0010786-0.00011295i,0.00044905+0.00030564i,0.00019676-1.4494e-05i,0.00018519+0.00011592i,0.0002612+0.00043166i
0.002207+0.0018394i,0.0021906+0.0007072i,0.00184+0.00082584i,0.00098406+0.0013462i,-0.00037011-4.7231e-05i,-0.0010068-0.0012899i,-0.00078838-0.0010717i,-0.00019309+6.0763e-05i,-0.00089329+0.00061899i,-0.001105+0.00018483i,-0.00018912+0.00030493i,0.00022548+0.00062967i,0.00019203-0.00011215i,0.00053294-0.0002999i,-0.00033992-1.1385e-05i,-0.00088501-0.00017636i,-0.00032524-0.00057499i,-0.00022787-0.00026218i,0.00013204+0.00088476i,0.00063597+0.0010958i,0.00038754+0.00045609i,-0.00044956+0.00044076i,-0.00062909+0.00040107i
-0.002148+0.00039084i,-0.0028022+0.00061042i,-0.0030311+0.0012727i,-0.0017314+0.0008916i,-0.00037236+0.00029393i,-0.00045873-0.00055598i,-0.00077181-0.0011794i,-0.00039162+9.8652e-05i,-3.8524e-05+0.001059i,8.0298e-05+0.00057369i,0.00037271-4.1398e-05i,3.8485e-05-0.00053959i,-0.00027874-0.0004411i,0.00065419+0.00010608i,0.0011881+0.00030466i,0.0011115+6.8396e-05i,0.00092418+0.00021388i,0.00032873+0.00019819i,1.342e-05-0.00030492i,-0.00034963+5.6645e-06i,-0.00011366-0.00039136i,-0.00022494-0.0013859i,-0.00036083-0.001189i
