-0.0019468-0.0006434i,-0.0020329-0.00062604i,-0.0022107+0.00038458i,-0.001278+0.0023288i,-0.00034304+0.0025549i,-0.00079155+0.0016756i,-0.0010272+0.00069737i,1.9761e-05+0.0014005i,0.0008931+0.0023305i,0.00074648+0.0020646i,0.0001536+0.0014592i,-0.00060018+0.00066611i,-0.00071571+0.00017839i,-0.00041303-7.1661e-05i,0.00067532-0.00015646i,0.000369-0.00028244i,-0.00034099-0.00047413i,-7.9838e-05-0.00055341i,-8.6034e-05-0.00029047i,0.00010103-0.00017257i,0.00034186-0.00077299i,0.00021132-0.00075607i,0.00032128-0.00087485i
0.0011643-0.00060093i,0.0013086+0.00059888i,0.0014486+0.0006325i,0.00041222-0.001049i,0.00019207-0.0012471i,0.00057142+8.8748e-05i,0.00038435+0.0012081i,0.00057724+0.00074772i,0.0012643-0.00050217i,0.00071574-0.00069841i,-0.0001661+0.00037439i,-0.00086811+0.00090171i,-0.0016932+0.00012714i,-0.0013861-0.00036025i,-0.0011811-0.00028627i,-0.0012288-0.00056786i,-0.0013004-0.00084525i,-0.0011228-0.00036245i,-3.8897e-05+0.00056556i,-0.00015452+0.00078694i,-0.0010921+0.00026123i,-0.00065311-0.00030591i,6.534e-06-0.00087719i
0.00065406+0.00096002i,0.00037024+0.00048096i,0.00035005+0.001814i,0.00048832+0.0013593i,0.0012346+0.00062854i,0.0010639+0.00056377i,-0.00025737+0.00014267i,-0.00028484-0.00073459i,0.0003604-0.00057644i,-0.00018188-3.0426e-05i,-0.00067301+0.00034059i,-0.00079304+0.00049387i,-0.00094912+0.00079409i,-0.0011627+0.0010017i,-0.0013869+0.00065912i,-0.00092377-0.00054155i,-0.0008841-0.00036789i,-0.00086115+0.00025021i,-0.00045272+0.00075404i,-2.2454e-06+0.0011117i,0.00048091+0.00041891i,4.1445e-05+6.2222e-05i,2.7882e-05+0.00080733i
-0.00040842-0.00075946i,0.00012213-0.00064438i,0.00014801-6.5335e-05i,-0.00026549+1.5611e-05i,-0.00066897+0.00062446i,-0.00093959+0.0014083i,-0.00068099+0.0010004i,-0.00022011+0.0001131i,0.00013959+0.00022967i,-0.00058983+0.00066528i,-0.0015133-0.00036972i,-0.00085262-0.00045271i,-0.00013935+0.00037328i,-0.00048632+0.00034133i,-0.0011089-0.00013384i,-0.00095443-0.00090274i,-3.5293e-05-0.0012599i,0.00044624-0.00067445i,-6.2662e-05+0.00030217i,6.5249e-05+9.2604e-05i,0.00058249-0.00033539i,-0.00010726+0.0003015i,3.5047e-05+0.00066705i
-4.1213e-05+0.00056397i,0.00039278+7.6443e-05i,0.00052447+0.00057583i,0.0016755+0.00056526i,0.0018912-0.00026484i,0.0011665-0.00013299i,0.00057887+0.00016066i,0.00061708+0.00045101i,0.00022736+0.00065516i,-0.00054348+0.0015238i,-9.5983e-05+0.0020414i,6.7676e-05+0.00083131i,0.00057799+0.00051201i,0.00063874+0.0012895i,0.00016161+0.0014627i,-0.0002107+0.001171i,6.6342e-05+0.00011094i,0.00023194-0.00064932i,-0.00049721-0.00085798i,-0.00081593-0.00039287i,-0.00022912+1.7164e-05i,7.734e-05+0.0004338i,-0.00055689+0.00052649i
-0.00065722-7.3699e-05i,-0.0005204+0.00020837i,0.0010766-0.00053399i,0.001863-0.001461i,0.00078858-0.00058089i,-4.6516e-05-0.00064087i,0.00053497-0.00083686i,0.0017808+4.594e-05i,0.001672+0.00038443i,0.00020325+0.00073806i,-0.00023749+0.0013219i,-3.0538e-05+0.001223i,-0.00016638+9.8868e-06i,-0.00042766-0.00079257i,-0.000255-0.00075998i,-0.00020871-0.00054774i,-0.00017843-0.00062249i,0.0003099-0.00089028i,0.00018391-0.00072165i,-0.00039198-7.9458e-05i,-0.00045429+2.893e-05i,0.00015097-0.00037588i,0.00033926-0.00039827i
0.00229+0.00044905i,0.0014755+0.00065073i,0.0016404+0.00092641i,0.0015549+0.00063665i,0.00069589+0.00019732i,0.00011688-0.00022765i,-8.706e-05-0.00051839i,0.0005303-0.0013241i,0.00080734-0.001558i,0.00047946-0.00061749i,-0.00054612+5.4366e-05i,-0.00057631-0.0002831i,0.00031027-0.00065944i,-0.00014253-0.00061227i,-0.00055918-0.00054183i,-0.00032988+0.00019159i,-0.00039554+0.00097623i,0.00033608+0.00070652i,0.00022767+0.00052326i,-0.00052672+0.0005335i,-0.00061088+0.00090722i,-0.0006631+0.001184i,-0.00045914+0.000722i
-0.00051584-8.0653e-05i,-0.00051543+0.00013338i,-0.00077925-6.2368e-05i,-0.0012268+0.0011648i,-0.0010153+0.0020804i,-0.00038562+0.00061679i,0.0001806-0.00046867i,-0.00013803-0.00083494i,0.00040583-0.0011382i,4.3086e-05-0.00068957i,-0.0014155-0.00044533i,-0.00088668+0.0002252i,9.5504e-05-6.7751e-05i,-6.1169e-05-0.00018076i,-5.2007e-05+0.00015369i,-0.00016918+3.7203e-05i,-4.7082e-05-0.00050371i,5.8365e-05-0.00055702i,2.2695e-05+0.00053076i,0.00031436+0.00083321i,-0.00036911+0.00011619i,-0.00043433-0.0006045i,0.00037059-0.00082933i
-0.00057288-0.0013287i,0.0015313-0.0014079i,0.0030139+0.00061522i,0.0028179+0.0017785i,0.0023316+0.0011462i,0.00088237+0.00036562i,-0.00060319+0.00027772i,-0.0011381+7.8717e-05i,-0.0013527-0.00020792i,-0.0013127-0.0001674i,-0.00084239+0.00021171i,-0.00087593+0.00073929i,-0.0012885+0.00098469i,-0.00066392+0.0003141i,-0.00010768-6.6522e-05i,-0.00067022-5.9514e-05i,-0.00098185-0.00016908i,-0.0005394-0.00067785i,0.00018132-0.00082254i,6.5675e-05-0.00041147i,-0.0003225-0.00060868i,0.00034485-0.00020508i,0.00060988+0.00033706i
-0.0014904-0.00056413i,-0.0010794-0.001356i,0.00023094-0.0012562i,0.00065054-0.0010267i,0.00094021-0.0011853i,0.00092373-0.00064024i,0.0004075+0.00051931i,0.00021079+0.0012087i,-4.789e-05+0.00091077i,-0.00049068+0.00080958i,-0.00079492+0.0014626i,-0.00062711+0.0013083i,4.6374e-05+0.00089716i,-0.00010006+0.00049101i,-4.297e-05+0.00013501i,0.00058524+0.00087389i,0.00066008+0.00088749i,-0.00037855-0.00033126i,-0.00095544-0.00056724i,-0.00047147-5.0923e-05i,-0.00026228+0.00012307i,-0.00014723+0.00050929i,0.00022356+0.00067842i
-0.0010908+0.001183i,-0.00026791+0.0016448i,-0.0010871+0.002013i,-0.0015005+0.0021705i,-0.00080451+0.0015496i,-0.00046692+0.00048448i,0.0002764+0.00024396i,0.0012396-0.00048825i,0.001493-0.00046488i,0.00044149+0.0001187i,-0.00040579+0.00067098i,-0.00076886+0.001208i,-0.0012353+0.00048278i,-0.0014426+4.4684e-05i,-0.00075327+0.0003603i,-0.00024744+0.00059111i,-0.00051569+0.00045815i,-0.00072065+0.00024482i,-0.00042265+8.4944e-05i,-1.0451e-05+0.00029351i,-0.00022416+0.00078164i,-0.00028788+0.0005148i,0.00038241+0.0001859i
0.0014628-0.0016783i,0.0012244-0.0013484i,0.00080036-0.002039i,0.00040756-0.0022962i,-0.00057608-0.00039352i,-0.00085318+0.0010512i,0.0001794+0.0010014i,0.0013152+1.9407e-05i,0.0012685-0.0014691i,0.00066341-0.0015029i,0.00026294+0.00031948i,0.00014772+0.00096648i,-0.00051223+8.3426e-08i,-0.0012767-0.00052063i,-0.00086062+0.00021782i,-0.0005758+0.00026679i,-0.0007227-2.3739e-06i,-0.0011169+6.2264e-05i,-0.00068018+0.0006108i,0.00012082+0.00094867i,0.00044574+0.0009328i,9.4031e-05+0.00064897i,-0.00045183+7.1069e-05i
0.00070555-0.0012925i,0.00090193-0.00094869i,-5.7231e-05+0.00034754i,-0.00013856+0.00096849i,0.00032213-0.00020255i,0.00011446-0.0001743i,-9.4968e-05+0.00065673i,0.00017773-0.00017726i,-1.6149e-05-0.00069562i,-0.00048929-0.00053813i,-0.00068095+0.00011666i,-0.001408+0.00039675i,-0.002063+0.00013624i,-0.0017288+0.0006237i,-0.0010914+0.00083169i,-0.00020391-0.00044846i,4.441e-05-0.0014191i,-0.0001876-0.001332i,-0.00013348-0.00069308i,0.00057149+0.00057085i,0.00087492+0.00095094i,0.00012768+0.00034499i,-5.2207e-05+0.00020995i
-0.0024072-0.0029525i,-0.0023524-0.0027554i,-0.0025176-0.0025246i,-0.0027591-0.0018107i,-0.0021735-0.00029792i,-0.00011337+0.00067002i,0.00063056+0.00017826i,-0.00058273-0.00062265i,-0.0018896-0.00053578i,-0.0019087-0.00017368i,-0.000832-5.7195e-06i,-0.00019221+0.0005641i,-0.00029002+0.00049328i,-0.001184+0.00054431i,-0.00095425+0.00016126i,-0.00038832-0.00050698i,-0.00052873-0.0010772i,-0.0007719-0.0011371i,-0.00042871-0.0010764i,0.00051681-0.00032261i,0.00050989+0.0005928i,1.5859e-05+0.00027003i,0.00032987-9.8888e-05i
-0.0015921+0.00080595i,-0.0010218+0.00093381i,0.00025847+0.0023337i,0.00085912+0.003365i,0.0010603+0.0019714i,0.001145+0.0002565i,0.00029303-0.0002201i,-0.0010644+0.00051624i,-0.0017619+0.0010886i,-0.0023352+0.00085885i,-0.0010948+0.00038316i,0.00033341+0.00054814i,0.00035222+0.0011535i,-0.00034647+0.0011808i,-0.00088401+0.00081184i,-0.0010073+0.00022353i,-0.00044923-0.00016634i,-0.00057638-0.00074682i,-0.0012646-0.00088368i,-0.0010228-0.00040736i,-0.00017729-0.0003593i,-0.00013311+0.00020447i,0.00040809+0.00056674i
-0.0003807-0.00056453i,-0.0012037+0.00013415i,-0.00083569-0.0012225i,0.00023903-0.0018343i,-0.00033528-0.00095838i,-0.00083548+6.5181e-05i,0.00077151+0.00075456i,0.0016709+0.0010128i,0.0013539+0.0015322i,0.00094108+0.001957i,0.00018846+0.0013291i,-0.00065867+0.00027487i,-0.00056685-0.00024124i,-2.3638e-05-0.00049489i,0.00016531-0.00055237i,-0.00040564-0.00010991i,-0.0012847+0.00018748i,-0.0015542+0.00052915i,-0.0013834+9.3457e-06i,-0.0011792-0.00025249i,-0.00092822-0.00010157i,-0.00042718-0.00011917i,0.00021448+0.00074837i
0.00064444+1.1572e-05i,-0.0010738+0.0014447i,-0.001905+0.001379i,-0.00027134+0.0014325i,0.00047163+0.0013519i,0.00068654+0.0013415i,0.0014759+0.0013436i,0.0019298+0.00030059i,0.0020672-0.00060145i,0.0017373-0.00111i,-0.00013238-0.0009798i,-0.0014275-0.00016996i,-0.00042952+0.00053854i,-0.00041439+0.00021682i,-0.0001127+0.00021683i,0.00028823+0.00089623i,-0.00053795+0.00085967i,-0.00070058-0.00022499i,-0.00016134-0.00036791i,0.00025329-0.00038774i,0.00055659+9.1886e-05i,0.00054791+6.8259e-05i,0.00028047-0.00010714i
-0.0010021+0.00091823i,-0.0010007+0.00074935i,-0.00082623+0.0015522i,0.00023493+0.00072208i,0.00044913-0.00081233i,-8.8006e-05-0.0016058i,9.5523e-05-0.0020818i,0.00052356-0.0015127i,0.00010763-0.00097649i,-0.00036119-0.00096523i,-0.00052841-0.0004615i,-0.00051311+5.0042e-05i,-0.0013112+4.1804e-05i,-0.0019374-3.4424e-05i,-0.0013719+0.0001597i,-0.00016946+0.00021155i,0.00037807+0.00022751i,0.0003579+3.486e-05i,0.0004095-0.00032817i,9.2814e-05-6.3914e-05i,0.00018937-0.00021176i,0.00031688-0.00011908i,-0.00060892-5.327e-05i
-0.00033589-0.001631i,0.00057766-0.00095862i,0.0015425+0.0010363i,0.0010528+0.0021815i,0.00065837+0.0015801i,-0.0001284+0.00020667i,-0.00043671-0.00056694i,-0.00057633-0.00077051i,-0.0017909-0.00090601i,-0.0022596-0.00073629i,-0.0013876-0.00060872i,-0.0012037-0.00012041i,-0.00069505+0.00021505i,0.00024954+0.0002798i,0.00015529+0.00023002i,-3.2136e-05-0.00023819i,-0.00022191-0.0005472i,-0.00030813-0.00068446i,0.00014933-0.00012889i,0.00057017+0.0008668i,0.0002639+0.00076533i,-0.00041094+0.00045314i,-0.0005664+0.00011533i
-0.00078895-2.3593e-05i,-0.0004714-0.00047454i,0.0010778-0.00051351i,0.0017037-0.00020728i,0.00078756+0.00055551i,-0.00029991+0.0013861i,-0.00041065+0.0016951i,-0.00055807+0.0011165i,-0.0017585+0.00052104i,-0.0024753+0.00057614i,-0.0025661+0.00061146i,-0.0026754+0.00032086i,-0.0022713-6.952e-05i,-0.0013808-0.00019501i,-0.0013679-0.00042782i,-0.0011066-0.00047513i,-0.00058038-0.00036865i,-0.00081407-0.00061203i,-0.00088374-0.00061563i,-0.00012518-0.00071374i,0.00050435-0.00092423i,7.2588e-05-0.00056283i,-0.00010914-0.00017716i
-0.00069614+0.00091873i,-0.001177+0.00033492i,-0.00039748-0.00059469i,4.6902e-05-0.0011127i,-2.9378e-05-0.00093707i,-0.00060923+0.00033609i,-0.00034218+0.0006564i,6.5399e-05+0.00095914i,-3.0645e-05+0.0017581i,-0.00080431+0.0012592i,-0.0012526+0.00051902i,-0.00051303+0.00080616i,-0.00031775+0.00091162i,-0.00049971+0.0005928i,-0.0005915-2.3408e-06i,-0.00059873-0.00090637i,-0.00067254-0.00034535i,-0.00031188+0.00040219i,-0.00041983+0.00022374i,-0.0012625-0.00076259i,-0.00067409-0.00057565i,-0.00013123+0.00048853i,-0.00039754+0.00025957i
-0.00057988+0.0007662i,-0.0010623+0.00163i,-0.0014382+0.0017808i,0.00017731+0.0013078i,0.0016654+0.0013471i,0.0017364+0.0012623i,0.0017842+0.00063368i,0.0013525+0.00041875i,0.00082127+0.00038263i,0.00047535-7.0169e-05i,0.00037429+0.00048537i,0.00053435+0.0014204i,0.00062285+0.0013243i,0.00016038+0.00059255i,5.8674e-05+0.00036837i,0.00076766+0.00033825i,0.00037796+0.00010668i,-0.00032075+0.0003311i,0.0001622+0.00071987i,0.00017494+0.0012187i,-0.00053715+0.0011485i,-0.00074337+0.00044789i,-0.00073982+0.0005269i
0.0021234-0.00085274i,0.0016074+0.00021751i,0.00087631+0.001022i,0.0004905+0.00039025i,-7.7934e-05-0.00052507i,0.00012245-2.7696e-05i,0.001333+0.00099736i,0.0015103-8.7498e-05i,0.0016108-0.0012588i,0.0015944-0.00099018i,0.00032898-0.00011076i,-0.00034162-0.00040995i,-1.0565e-05-0.00071223i,0.00054803-4.1863e-05i,0.0007822+0.00021107i,0.00039823+2.0017e-05i,0.00018371-0.0005757i,2.3581e-05-0.00053416i,0.00054949-4.3906e-05i,0.00052798+0.00097373i,-7.5894e-05+0.0011901i,-8.3498e-05+0.00025326i,-0.00019827-0.00035735i
-0.00093271-0.0033776i,2.9902e-05-0.0014733i,-0.00021052+0.00079018i,-0.0010194+0.0021195i,-0.0017615+0.0023031i,-0.00098906+0.0012054i,-0.00012121-1.0621e-05i,-0.00013692-0.0014322i,-0.00046988-0.0026248i,-0.0018361-0.0025195i,-0.002892-0.00087123i,-0.0019206-0.00021487i,-0.00095093-0.00099569i,-0.001128-0.00085887i,-0.00060019-0.001142i,0.0002621-0.0011668i,0.00049329-0.00082983i,3.4854e-05-0.0010063i,-0.00041815-0.00035592i,-0.00078775-0.00015446i,0.00010988-0.00027419i,0.00063113+0.00055856i,-0.00037506+0.00091757i
-0.0030345+0.0017203i,-0.0018507-0.00017682i,0.00047021+0.00046965i,0.00093846+0.0013893i,0.00043046+0.00075183i,7.8546e-05-0.00014134i,-0.00070921-0.00078837i,-0.0021819-0.00078722i,-0.0028945+2.3573e-05i,-0.001721+0.00020028i,-0.00041749+0.00014074i,-0.00063672+0.00026916i,-0.0011673-0.00025845i,-0.0011546-0.00046987i,-0.0010098-0.0002708i,-0.0012339-0.00028316i,-0.0014057-0.00089296i,-0.00064654-0.00094151i,-7.2502e-05-0.00030283i,-5.5107e-05-0.0001015i,-0.00047308-4.3449e-05i,-0.00056622+0.00041727i,-0.00060107+0.0010534i
-0.0005801+0.0022115i,-0.0011525+0.00073314i,-0.00042257-0.00022394i,3.2958e-05+0.00071682i,1.884e-06+0.0016898i,-0.00020643+0.0019121i,-0.00051549+0.0013337i,-9.0517e-05+0.0013452i,6.4601e-05+0.001847i,-0.00034296+0.0019324i,5.3137e-05+0.0012575i,0.00024534+0.00070149i,-0.00017663+0.00049985i,-0.00080474+0.00052805i,-0.0013687+0.00036889i,-0.00080084+0.00045537i,-0.00044141+0.00049238i,-0.000365+0.00061767i,-0.00017599+0.00076287i,-0.00033208+0.0009598i,0.00024244+0.00051448i,0.00079279+3.7481e-05i,0.00052909+7.0027e-05i
0.0010885+0.0014817i,-0.00034039+0.0021647i,-0.0013934+0.0014785i,-0.00023948+0.00017682i,0.00011733-0.00013952i,0.00040525+0.00010192i,0.00026974+0.00026388i,0.00080694+0.00085707i,0.0014435+0.00098418i,0.0011459+0.0010371i,0.00037437+0.0015042i,9.1944e-05+0.0019241i,0.00048604+0.0020151i,-0.00040574+0.0019636i,-0.00082615+0.0018242i,-0.00025202+0.00094554i,0.00048709+0.00089682i,0.00081584+0.0010559i,-0.00022861+0.00026749i,-0.00050386-0.0002827i,0.00014231+6.2775e-06i,0.00023209+9.8918e-05i,-6.528e-06-3.1393e-05i
0.0012304-0.00053049i,0.0012586+0.00070116i,-0.00056839+0.0020662i,-0.00071327+0.0017069i,0.00081261+0.00061547i,0.0010754-0.00055706i,0.00066592-0.00080309i,0.001122+0.00014442i,0.0018374+0.00075636i,0.0018548+0.00038354i,0.0012824+0.00022897i,0.0011765-9.4628e-05i,0.0011126-0.00065839i,0.00085474-0.00067768i,0.00047709-0.00013388i,0.0004196-0.00053061i,0.00063735-0.00090713i,0.00056906+3.6495e-05i,0.0002709+0.0006655i,0.00030155-0.00033091i,0.0012176-0.0012645i,0.0010356-0.00066492i,0.00047612+0.00057543i
0.0015018-0.0023146i,0.0014654-0.0013234i,-0.00018481+0.00024095i,-0.0010751+0.00020935i,-0.00028792-0.00042206i,3.7411e-05-0.00029075i,-0.00033057-0.00046406i,0.00021578-0.0016151i,0.00072839-0.0024875i,-0.00058125-0.0026736i,-0.0020394-0.00163i,-0.0023515-0.00055117i,-0.0018843-0.00070649i,-0.0014318-0.0012565i,-0.0010644-0.00097462i,-0.0010337-0.00063997i,-0.00084962-0.00097398i,-0.00028548-0.0014269i,-0.0003319-0.0013838i,-0.00041186-0.0013965i,-0.00078769-0.0013516i,-0.0013314-0.00096017i,-0.0012982-0.00044807i
-0.0011419-0.0013032i,5.7149e-06-0.0029358i,0.0019734-0.0022866i,0.0018085-0.00052581i,0.0010439+0.00060629i,0.00061101+0.00039265i,-0.00049448+0.00023835i,-0.0019284+0.00029661i,-0.0025491-0.0003134i,-0.0024988-0.0010987i,-0.0025607-0.00068705i,-0.0024686+0.00043619i,-0.0021265+0.00073818i,-0.0018731+0.000695i,-0.0018187+0.00026356i,-0.0016349-0.00064544i,-0.0010524-0.00086749i,-0.00024375-0.00057399i,-0.00042801-0.00018964i,-0.0011061+0.00010641i,-0.00067954+0.00011683i,0.00050682+0.00056614i,0.0011815+0.0012601i
-0.0012944+0.0012168i,-0.0013551+4.1262e-05i,-0.00059753-0.00043094i,-0.00028956-0.00098836i,1.5116e-05-0.00041208i,-0.00029314+0.00031854i,-0.00097544-0.00017969i,-0.0013271-0.00016326i,-0.0015371+0.00086772i,-0.0019172+0.0018775i,-0.0017518+0.0016543i,-0.0013246+0.00063153i,-0.0017293-4.0858e-05i,-0.0025126+0.00045091i,-0.0025067+0.0010441i,-0.001341+0.00087025i,-0.00093445+0.0002285i,-0.00058987+0.00017525i,-0.00014912+0.00053428i,0.00021004+0.00061593i,8.4337e-06+0.00079406i,-4.7274e-05+0.000714i,0.00028072+0.00056317i
0.001171+0.001606i,-0.00026442+0.0016652i,-0.0012529-0.00032839i,-0.00053351-0.0012817i,0.0002483-0.00015876i,0.00085671+0.00013114i,0.00093845+0.00096875i,0.00040383+0.0019835i,0.00051996+0.0021293i,0.00088852+0.0021562i,0.00017949+0.0018189i,-0.00070847+0.0015155i,-0.00047328+0.0013884i,0.00050945+0.0011655i,0.00029534+0.00082871i,-0.00031143+0.00076637i,-0.00027467+0.00058519i,-0.00087334+0.00071579i,-0.00078158+0.00078177i,0.00026914+0.0004245i,0.00071875-0.00017523i,0.0009594-0.0010971i,0.00074189-0.00083665i
0.0015774-0.00019857i,0.0019077+0.0016254i,-0.00056328+0.0027995i,-0.001586+0.0020381i,-0.0010634+0.00069791i,-0.00034053+0.00045179i,0.00067516+0.00040468i,0.0020202+0.00017836i,0.0030302+0.00036007i,0.0026372-0.00015605i,0.0011537-0.00054147i,0.00013411-0.00014289i,0.00060031-0.00013158i,0.001191-0.00053273i,0.00091451-0.00070561i,0.00060762-0.00043652i,-5.9928e-05-0.00032549i,-0.00046139-0.00045931i,-1.1796e-05-0.000103i,0.00041901+9.4519e-05i,0.00074037+0.00017593i,0.00093271+0.00013427i,0.00040292+0.0002631i
0.00057172-0.0037741i,0.0018089-0.0028546i,0.0013405-0.0015452i,-2.2971e-05-0.00075469i,-0.00082605-0.00035216i,-0.00069579-0.0011577i,-0.00012969-0.0015791i,0.00044167-0.0014261i,0.0012669-0.0022946i,0.00089649-0.0023178i,-1.43e-05-0.00098379i,-0.0008762-0.00028281i,-0.0013041-0.0009781i,-0.00097767-0.00096383i,-0.00030902-2.6267e-05i,9.0299e-05-0.00029631i,-0.00059262-0.0010689i,-0.0011526-0.0013315i,-0.0011162-0.00070869i,-0.00075062+0.00017305i,-0.00051574+0.00056517i,-0.00063337+0.00086149i,-0.00077189+0.00052027i
-0.0021662-0.0020596i,-0.0011142-0.0033701i,-0.00021026-0.0013812i,-0.00058447+0.00053508i,-0.00088189+0.00058901i,-0.00037011+0.00049824i,-0.00046804-0.00013822i,-0.0017644-0.001349i,-0.0023969-0.0022135i,-0.0028577-0.0020652i,-0.0030466-0.00056904i,-0.0022078+0.00043411i,-0.0017128+0.001208i,-0.001715+0.0014093i,-0.0016083+0.00060666i,-0.0015295+0.00045235i,-0.0015905-5.3382e-05i,-0.001691-0.0007956i,-0.00059066-0.00053412i,0.0004441-7.3311e-05i,3.543e-05-0.00065115i,-0.00022954-0.00056285i,0.00014961+0.00039137i
-0.0028961+0.0018736i,-0.0040298+0.00047635i,-0.0021683-0.001425i,-0.00061282-4.3956e-05i,-0.00031891+0.0016261i,-0.00065258+0.0015502i,-0.00064704+0.0014803i,-0.0014122+0.0016863i,-0.0023329+0.0012781i,-0.0025465+0.0013986i,-0.001758+0.0018923i,-0.0010951+0.00093291i,-0.00099917-0.00051146i,-0.00098257-3.1688e-05i,-0.00076555+0.00081651i,-0.00037168+0.00054816i,-0.00032497+0.0005051i,-0.00050722+0.00094316i,-0.00090381+0.00098385i,-0.00019885+0.0004895i,0.00032287-0.00033805i,0.00026561-0.00064485i,0.00018438-0.00028695i
0.00022959+0.0013925i,-0.0018218+0.0025643i,-0.0026454+8.3725e-05i,-0.002156-0.0015706i,-0.0010685-0.00038387i,-0.00025824+0.0011114i,0.00057685+0.0017431i,0.0008665+0.0019589i,0.0010105+0.0026277i,0.0010654+0.0028811i,0.00034769+0.0023258i,-0.00023283+0.0016097i,-5.7508e-05+0.001117i,0.00027829+0.0010891i,0.00086431+0.0011983i,0.001357+0.0016352i,0.001223+0.00097961i,0.00020567+0.00024264i,-0.00031155+0.00035424i,0.00050776+0.00010495i,0.00086894-0.00014324i,0.00038974+0.00054539i,-0.00035975+0.00053482i
0.0022924+0.00099921i,0.0016985+0.0018409i,0.0007466+0.0027177i,3.9648e-05+0.0015712i,-0.00022542+0.0003983i,0.00046049+0.00029254i,0.0012411+0.001037i,0.0022839+0.0016i,0.0028418+0.0013174i,0.0021781+0.00041386i,0.0012867-0.00095709i,0.00015757-0.0010101i,-0.00044037-0.00039806i,-0.00018571+0.00015045i,-0.00021533-0.00014374i,-0.00014462-0.00072544i,6.7926e-06-0.00090646i,0.00081882-0.00028441i,0.0010862-5.9019e-05i,0.001163-3.1978e-05i,0.00081201+0.00019107i,-0.0004833+0.00043518i,-0.00034175+0.00025508i
0.0022039-0.0013524i,0.0034175-0.00081943i,0.0031177+0.00055709i,0.0019936-1.4803e-05i,0.00085444-0.00070041i,-0.00018145-0.00062875i,0.00056528-0.001479i,0.002063-0.0022581i,0.0023257-0.0026647i,0.001256-0.0027402i,0.00026262-0.0016552i,-0.00058713-0.001344i,-0.0010938-0.0016404i,-0.00094233-0.00082841i,-0.00084289-0.00049921i,-0.00063089-0.0011259i,-0.001114-0.00063716i,-0.001473+0.00019923i,-0.0016584-9.4103e-05i,-0.0012086-6.8766e-05i,1.2254e-05+6.0957e-05i,0.00029613+7.1881e-05i,-6.9187e-05+0.00046455i
-0.0038283-0.001677i,-0.0029093-0.0026063i,-0.00029713-0.0010615i,-0.00026224+0.0014632i,-0.00083112+0.0026758i,-0.00025568+0.0015458i,-0.00052828+9.8509e-06i,-7.0395e-05-0.0018782i,-0.0010897-0.0023941i,-0.0019195-0.0013302i,-0.0016341-0.00031586i,-0.0015602+0.00019634i,-0.001516-4.3437e-05i,-0.0014189+0.00020316i,-0.0010648+0.00083668i,-0.00087395+0.00029532i,-0.00079295-0.00048184i,-0.00060352-0.00056326i,-0.00012219-0.00086682i,-0.00023888-0.00078343i,-0.00038925-0.00015226i,0.00036096+0.00073465i,-0.00011048+0.0015862i
-0.0015967+0.00064296i,-0.0023831-0.0020102i,-0.00070657-0.0042176i,0.0014029-0.0042646i,0.0018451-0.0021979i,0.00021738+0.00041859i,-0.0010174+0.0011181i,-0.001699+0.00028234i,-0.0021476+3.8762e-05i,-0.0021231+0.0011332i,-0.0021257+0.0016128i,-0.0015289+0.0016049i,-0.0014484+0.0010208i,-0.0013068+0.00052568i,-0.00034226+0.00041315i,0.00035844+0.00049761i,0.00018341+0.00072736i,5.6186e-05+5.3307e-05i,0.0002368+6.529e-06i,0.00029157+0.0015028i,-0.0001533+0.001679i,-4.275e-05+0.00024535i,0.00027105-0.00040702i
0.0021165+0.0025461i,0.00038301+0.0028574i,-0.0014284+0.0010473i,-0.00091512-0.00063615i,9.4561e-05-0.00022935i,0.00056675+0.00047868i,0.00037535+0.0014856i,-0.00020419+0.0024316i,-0.00057297+0.0025343i,-0.00042182+0.0028176i,-0.0007173+0.0023094i,-0.0012145+0.0013951i,-0.00063062+0.0013853i,-0.00012203+0.00046646i,-0.0004094-0.0006173i,-0.00086976-0.00070442i,-0.00045339-0.00039932i,-8.3884e-05-0.00050083i,-0.00060923-0.00025225i,0.00021251+0.00046277i,0.00075836+0.00043783i,-8.9414e-05+0.00053606i,-0.00039625+0.00077848i
0.0049295-0.00041501i,0.0034232+0.0019446i,-0.00010856+0.0014164i,-0.001128-0.00025037i,-0.00011614-0.00051448i,0.00071687-2.6892e-05i,0.001612+0.00099561i,0.0017285+0.0023028i,0.0013725+0.0023485i,0.0018692+0.0010705i,0.0019336-0.00058347i,0.00048761-0.0013755i,-0.00094773-0.00057613i,-0.0013206-0.00020523i,-0.00033693-0.00091668i,0.00028921-0.0012362i,-0.00020164-0.0010343i,9.5198e-05-0.00092169i,7.3714e-05-0.00064196i,0.00048933-2.5733e-05i,0.00042857+0.00013191i,-0.00056753+0.00016981i,-0.00049755+0.00019215i
