-0.00040081+0.00099509i,0.0014222-0.00063336i,0.00039007-0.00077571i,-0.0010725-0.00023971i,-0.0021919+0.00093139i,-0.0016695+0.00099338i,-0.00072783+0.00094735i,0.000105+0.0011265i,0.0011401+0.00051993i,0.0010212+0.00044635i,0.00024509-7.5689e-05i,0.00014599-0.00047947i,0.00075455+0.00021886i,0.00021717+0.0010643i,-0.00023442+0.0015046i,-0.00028845+0.00065126i,0.00075508-0.00065406i,0.0010681-0.0009367i,0.00015957-0.0011125i,0.00018509-0.00077593i,0.00061792-0.00021128i,0.0010093+0.00016159i,0.00047949+0.00021814i
-0.00025353-0.0022426i,-0.00015285-0.0010342i,-0.00039166+0.00019446i,-0.00029111+0.00040292i,0.00011167+0.00080827i,0.00072659+0.0012988i,0.0010512+0.0010265i,0.00079028+0.00040835i,0.0005457-0.00032796i,0.00016374-0.00030448i,0.00012985+0.00018585i,0.00075242+0.00063157i,0.0010975+0.00054231i,0.00057094-1.038e-05i,0.00023695+0.00031415i,0.00028525+7.4799e-05i,9.5654e-05-0.00036421i,0.00033745-3.1627e-05i,0.00053056-0.00057898i,-1.348e-05-0.00090751i,-0.00025995-0.0004641i,8.2541e-05-0.00031768i,-0.00055901-0.00061727i
-0.0013862-0.0017632i,-0.0022856-0.0017041i,-0.0047728-0.0011773i,-0.0049958+0.00069431i,-0.0035106+0.0016241i,-0.0011783+0.00059014i,0.00016968-0.00054998i,0.00027857-0.00039119i,-0.00016702+0.00037425i,-0.00037453+0.0010196i,-0.00016131+0.0011532i,-6.2537e-05+0.00070635i,0.00010113-2.7624e-06i,9.7181e-06-0.00032675i,0.0001504+7.446e-05i,0.00099023+0.00035621i,0.00056836+0.00041088i,-0.00070151+0.00018227i,-0.00092749+0.00044785i,-0.00049961+0.0012279i,0.00013629+0.00089998i,0.00071483+0.00035842i,0.00067082+0.00034623i
0.001619+0.0027111i,0.0019586+0.0035143i,0.0034418+0.0019069i,0.0030258+0.0004973i,0.0012046-0.00098134i,0.00015256-0.0017599i,0.00055405-0.00079282i,0.0003191-8.796e-05i,-0.00044813-0.00020355i,0.00053405-0.00072337i,0.00098733-0.0010891i,0.00012001-0.00083815i,-0.00047921-0.00087354i,-0.00031655-0.00083816i,0.00020539-0.00032488i,0.00063972+7.1385e-05i,-0.00030476-0.00017574i,-0.0007601-0.00034303i,0.00069317+0.00024271i,0.00099777+0.00048411i,-0.00011348+8.9229e-05i,2.6478e-05-0.00042691i,0.00046667-0.00058564i
-0.00070305-0.00060765i,-0.0011267-0.00017795i,-0.0015392+0.0007137i,-0.0018145+0.00095833i,-0.0010742+0.00023852i,-0.00011228-0.0002432i,0.00034634+3.1806e-05i,-0.00027257+0.00021941i,-0.00053563+0.00045914i,0.00048887+0.001397i,0.0010398+0.0013286i,0.00034458+0.00056665i,-0.00016426+0.00034077i,0.00026083+0.00059346i,0.00070581+0.00045434i,7.7506e-05-0.00038071i,-0.00020683-0.00087243i,0.0004623-0.00056092i,0.00045882-0.00045516i,0.00069786-0.00023626i,0.0012313-0.00018254i,0.00059081-0.00018662i,0.00018811+0.00037647i
2.2826e-05-0.00034441i,0.00086415+0.00020784i,0.001579+0.0017479i,0.002004+0.0011968i,0.0014189-0.00029192i,0.0007908-0.00084343i,0.00063871-0.00030712i,0.00049723-5.5104e-05i,-0.00018676+0.00025347i,-0.00060382+0.00022268i,0.00014661+0.00042153i,0.00051177+0.0013869i,0.00013535+0.0009095i,-0.00046654+0.00030826i,-0.00072111+0.00039367i,-2.6478e-05+7.4278e-05i,0.00050428+1.8379e-05i,0.00038396+0.00012523i,0.0002198+0.00029694i,0.00025114+0.0010219i,7.7386e-05+0.00062495i,1.5427e-05-0.00021414i,0.0002729-0.00044416i
0.001747+0.00096811i,0.0015525+0.0011562i,0.00089285+0.00040803i,0.00031793+0.00024049i,-0.00033849-0.00030235i,-0.0002464-0.0011262i,0.00042135-0.0020617i,0.00030626-0.0020115i,0.00013548-0.00056253i,-0.00061245+0.00045666i,-0.0012101+0.00050497i,-0.00043707-0.00027205i,0.00073424-0.00080844i,0.0012123+9.9008e-05i,0.00049464+0.00069043i,-4.968e-06+0.00035103i,-0.00037036+0.0001559i,-0.00019893-0.0001337i,-0.00014104+0.000302i,-0.00055779+0.00033435i,-0.00016703-0.0007787i,0.00023733-0.0004697i,0.00034327+0.00036937i
-0.0016859+0.0012585i,-0.0019932+0.0014733i,-0.00037698+0.00085853i,0.00022679-9.0365e-05i,6.7214e-05-0.00057997i,0.00073716-0.00054872i,0.000988-0.00037038i,0.0003076-0.0003695i,-0.00048733+8.0544e-05i,-0.0010473+0.00044733i,-0.0013264+0.00087255i,-0.00071316+0.0015114i,-0.00041745+0.0011387i,-0.00029579+0.000733i,5.5959e-05+0.00085302i,-8.8493e-05+0.0002316i,-0.00020107-0.00036287i,-0.00037783+0.00022549i,-0.00011865+0.00019875i,-0.00020949-0.00085599i,-0.00029695-1.7514e-05i,0.00046664+0.0012633i,0.00063071+0.00041002i
0.00052926-0.0015345i,0.00015826-0.0028279i,-0.00044854-0.0017016i,-0.00079543-0.0012053i,-0.0010463-0.0016769i,-0.0010548-0.0012236i,-0.00038481-0.00050362i,0.0004805-2.4123e-05i,0.00065791+8.4471e-05i,0.00039079-0.00010398i,0.00072687-0.00033657i,0.00061219-0.00028433i,-9.348e-05+8.0187e-05i,-9.4594e-05+0.00097521i,0.00038082+0.0011036i,0.00064731+0.00057841i,-0.00021501-0.00021799i,-0.00057973-0.00056419i,-0.00032172-0.00041003i,0.00036077-0.00046275i,0.0011223+1.779e-05i,0.00089982+0.00043956i,0.00022406+0.00037248i
0.0029461+0.0031491i,0.0039242+0.0025581i,0.0049095+0.0012491i,0.0037338+4.6262e-05i,0.0021706-0.001485i,0.0016331-0.0022621i,0.0010015-0.0015782i,8.4312e-05-0.0001128i,-0.00039192+0.0017691i,-0.00056965+0.0019605i,-0.00062189+0.00023629i,-0.00035458-0.00051333i,0.00010519+0.00030125i,0.00047992+0.0004859i,0.00091289-3.3455e-05i,0.0010085+0.00050429i,0.00058041+0.00061172i,0.00023326+0.00017378i,-0.00042575+0.00028724i,-0.00010465+0.00026227i,0.00041163-0.00047341i,0.00044545-0.00060735i,0.00074121-6.5254e-06i
-0.00015734+0.00086595i,-0.00061623+0.0015549i,-0.0010614+0.0013038i,0.00057394+0.0004691i,0.0020368+0.00014557i,0.0017825-4.2755e-05i,0.0009747-0.0012087i,-0.00013157-0.0014074i,-0.00064372-0.0003244i,-0.00056146+0.0001325i,-0.00066685-3.6728e-05i,-0.00027041-0.00034101i,0.00053938-0.00038629i,0.000644+0.00020154i,0.00040356+0.00069257i,-0.00019379+0.00023242i,-0.00064092-0.00034197i,-0.00076916-0.00064193i,-0.00073739-0.00085982i,-0.00018332-0.00033925i,0.00033413+0.00062054i,0.00025783+0.00057748i,0.00037653-0.00018415i
-0.0025086+0.0013935i,-0.0026422+0.00090581i,-0.0017712+0.001494i,-0.00033697+0.0025493i,-0.00011268+0.0015416i,-0.00079126-0.00084631i,-0.0013025-0.0013811i,-0.0012858-0.00079016i,-0.00071982-0.00013986i,-0.0006748+0.00045123i,-0.001034+0.00019023i,-0.0008159-9.9088e-05i,-0.00053191+0.00015504i,-0.00076259+0.00038622i,-0.00074518-4.9929e-05i,-0.00025719-0.00043182i,4.3956e-05-0.000529i,0.00010273-0.0013913i,0.00036738-0.00051636i,5.9213e-05+0.00085078i,-0.00017188+0.00068721i,0.00060868+0.0006649i,0.001197+0.00033344i
0.0013669+0.0010085i,0.0034454+0.0011983i,0.0046375+0.0012053i,0.0030033-0.00027246i,0.0014364-0.0019679i,0.00082991-0.0021016i,0.00071328-0.0017039i,0.00010176-0.00036842i,-0.00059538+0.00093636i,-2.3064e-05+0.00069619i,0.0003054-0.00012228i,-4.8017e-05+0.00060894i,0.00039716+0.0011963i,0.00065447+0.00078158i,-0.00052532-0.00033615i,-0.00073637-0.0012844i,-0.00032037-0.00084105i,-0.00033938+1.8258e-05i,0.00014994-0.00017032i,0.00082688-0.00066572i,0.00045961-0.0003741i,-0.00015416-7.7567e-05i,4.7757e-05+0.00056507i
-0.00032731-0.00069821i,-0.00065908+0.00066928i,-0.00037007+0.0010554i,-0.00054512+0.00054164i,-9.4789e-06+0.00015987i,0.0009913+0.00026096i,0.00095165+0.00016355i,8.6671e-05-0.00061463i,-0.00085959-0.00024316i,-0.0010577+0.00054737i,-0.00049508+0.00050097i,-0.00050292+0.00076363i,-0.00064622+0.0013319i,-0.00044208+0.0011294i,0.00014318+0.00060891i,0.001066+0.00040832i,0.00043448+0.00042254i,0.00012449+0.0010027i,0.00075284+0.001221i,0.0003935+0.00040307i,0.00011672+7.9222e-05i,0.00054948-1.9079e-05i,0.001363-1.844e-05i
-0.00092665-8.0996e-05i,0.0004119+0.0012916i,0.0020604+0.0025716i,0.0024744+0.0023173i,0.0022149+0.0012376i,0.0019599-0.00063343i,0.00067359-0.0019803i,5.0405e-05-0.0018615i,7.6985e-05-0.0012269i,-0.00010651-0.00033142i,-0.0002769-0.00024088i,0.00017884+0.00031645i,0.00075748+0.0011945i,0.00080874+0.00047407i,0.00085821+0.00010928i,-5.8542e-05+0.00012145i,-0.00074099-0.00029306i,-0.00041963+0.00033437i,3.5278e-05+0.00060057i,0.00024647-0.00011336i,-0.00010191-0.00090576i,-0.00025404-0.00046157i,1.3909e-05+0.00019391i
0.00056865-0.00053061i,-5.5499e-05+0.0001411i,-0.00074057-0.00041259i,-0.0019267-0.0011033i,-0.0026039-0.0011642i,-0.0019585-0.00048281i,-0.0011664-0.00037184i,-0.00091115-0.0006138i,-0.0011182-0.00071941i,-0.0010093-2.9867e-05i,0.00014955+0.00073187i,0.00071099+0.0013982i,0.00054839+0.0011729i,0.0001114+0.00016828i,-0.00050676-0.00074565i,-0.0010876-0.00082035i,-0.00077401-0.00099998i,-0.00029981-0.00093388i,-0.00052811-7.0139e-05i,-0.00059888+0.00028066i,1.4233e-05-0.00012141i,0.00068193-0.00014523i,0.001034+0.00024393i
-0.0023053+0.00049655i,-0.0022222+0.00097936i,-0.0011328+0.0019495i,-3.0979e-06+0.0014083i,-0.00037309+0.00072496i,-0.00044853+0.0011525i,-0.00051326+0.0010437i,-0.0011524+0.0006639i,-0.0014751+0.00088842i,-0.0014818+0.0010933i,-0.00079897+0.00063033i,8.0253e-05+0.00039984i,-6.7286e-05+0.00047272i,-0.00052769+0.00037885i,-0.00097179+0.00024513i,-0.00077153-0.00020391i,-0.0010667-0.00040001i,-0.0004513+4.0443e-05i,-4.1771e-05+0.0011361i,-0.00015174+0.0014309i,6.9357e-05+0.0010839i,0.00014149+0.00092678i,0.00073173+0.00023906i
3.8013e-05-0.00072213i,2.8494e-05-0.0017929i,0.00042442-0.0010368i,0.0014171-0.0010218i,0.0014383-0.0018483i,0.00022281-0.0016352i,-0.00050116-0.00070194i,-0.00018115-0.00019368i,-6.2418e-05+0.00066459i,-0.00060312+0.001022i,-0.00044148+0.0010228i,-0.0001723+0.00071268i,-0.00020831+0.00011796i,8.3841e-05+9.1226e-05i,9.3991e-05-0.00015194i,7.6592e-05-0.00014088i,0.0013002+0.00042219i,0.0013911+0.00070829i,0.00032927+0.00034327i,0.00022731-3.2726e-05i,0.00016043-0.00016132i,-0.00031027+0.00042891i,0.00021063+0.00087656i
0.00038717+0.00032963i,0.00014924+0.00099184i,2.857e-06+0.00051562i,0.00023324+0.00045409i,3.354e-05+0.00035337i,0.00013786-0.00015006i,0.00036785-0.00082708i,-0.00023259-0.00058219i,-0.0013255-8.071e-05i,-0.0015792+0.00022611i,-0.00051335+0.00087566i,0.00046701+0.0010412i,0.00047102+0.00065055i,-4.012e-05+0.00036132i,0.00019291+0.00011537i,0.0006447+0.00038029i,0.0004502+0.00073675i,0.0007983+0.0004384i,0.00022012+0.00038273i,-0.00079136-5.9071e-06i,-0.00021275-0.000547i,0.00055958-0.00014129i,0.00041985+0.00019136i
-0.00031508-0.00068456i,-0.0017861-0.0012511i,-0.0015001-0.0020025i,-4.673e-06-0.0022359i,0.00064183-0.0014243i,-0.00012284-0.00079332i,-0.00028139-0.00028522i,0.00023461-0.00020497i,0.00030287-0.00044693i,-0.00052503+3.2506e-05i,-0.001155+9.382e-05i,-0.00082166+0.00031808i,-0.00074747+0.0011054i,-0.00084439+0.00097157i,-0.00039342+0.00045108i,0.00054839-0.0002129i,0.00049969-5.3271e-05i,0.00030247+0.0008036i,0.00034257+0.00062986i,7.4933e-05-2.3963e-05i,-0.00011913-0.00073698i,0.00026141-0.00078854i,0.00093082+0.00014066i
-0.00026196-0.0017408i,0.00012186-0.0016077i,-0.00018221-0.00029119i,-0.0003055+0.00079143i,-0.00032392-9.8137e-05i,0.00091017-0.00083535i,0.0010214-0.00044338i,-0.00039931+1.1702e-05i,-0.00068633+2.0631e-05i,-0.00058933+0.00044337i,-0.00062407+0.00084838i,-0.00083388+7.6586e-05i,-0.00028112-0.00064306i,0.00092706-5.6077e-05i,0.0011926+3.1918e-05i,0.00086613-0.00026277i,0.00062195+0.00021409i,-2.8e-05-0.00015785i,-0.00028506-0.00078387i,0.00021862-0.0005814i,0.00043656+0.00033109i,0.00063057+0.00049898i,0.00068015+0.00021331i
0.0011675-0.00029866i,0.0031258-0.00057917i,0.0032393-0.0001351i,0.0018774+0.00030315i,0.00077161-0.00035297i,0.0012877-0.0012768i,0.00121-0.0011509i,-0.00025377-0.0014537i,-0.00093234-0.0015492i,-0.00048109-7.7712e-05i,0.00028716+0.00017651i,1.68e-05-0.00013144i,-0.0003334+4.6836e-05i,7.139e-05+0.00049032i,0.00067153+0.00027824i,0.00064027-0.00027199i,0.00082987-0.00034163i,0.00069778-1.6756e-05i,-5.1452e-06+0.00054557i,-0.00020125+0.00059534i,0.00010803-0.00032482i,6.9245e-05+6.9112e-05i,-0.00084223+0.00074757i
0.00051777-9.3099e-05i,-0.00076041+0.0012556i,-0.0021333+0.0013703i,-0.0022798+0.00081043i,-0.0017482-0.00066824i,-0.00088749-0.0010744i,-0.00011617-0.00049813i,-0.00037222-0.00085657i,-0.00076714-0.0012774i,-0.00060836-0.00068444i,0.00031479+0.00040301i,0.00078593+0.00058228i,0.00027767+0.00058706i,-0.00027627+0.00031751i,0.000625-0.00042152i,0.0010333-0.00039142i,0.0004801+3.4632e-05i,0.00055791-2.0028e-06i,0.00054799+5.1624e-05i,0.00066057+0.00049167i,0.00077321+0.0004633i,-7.4291e-05+0.00011499i,-0.00049804-0.00027218i
-0.00225-0.00028259i,-0.0014362-0.001181i,0.00027535-0.00022134i,0.0010211+0.00092641i,0.00048145+0.00013705i,-0.00011565-0.0010775i,0.00042937-0.0010789i,0.00059061-0.00033364i,0.00012756+0.00080735i,-0.00020615+0.00067159i,0.00020109-0.0004812i,0.00066377-0.00079427i,0.00055299-0.0007587i,0.00052886-0.00053645i,0.00053802-0.00029221i,3.2186e-05-0.00056925i,-0.00079084-0.00053373i,-0.0011479-0.00059429i,9.3151e-06-0.00043301i,0.00077093+0.00021897i,0.00059821+8.4469e-05i,0.00036551-5.4111e-05i,0.00050068+0.00060892i
-0.00024937-0.0024601i,-0.00072992-0.0013556i,-0.0016042+5.1061e-05i,-0.0018899+0.00039765i,-0.0011435-0.00019576i,0.0002009-0.00030905i,0.0012959-0.00085742i,0.0010618-0.0018757i,0.00025906-0.0011977i,-0.00023769+0.00022706i,-0.00063891+0.00055575i,-0.00069922+0.00039838i,-0.00066783+0.0003065i,0.00026014-0.00016904i,0.00064903+7.0959e-05i,-5.3544e-05-0.00014844i,-1.7875e-05-0.00079823i,-0.00020896-0.00078105i,-0.00017368-0.00038824i,0.0002354+0.00013282i,0.00041511+0.00024311i,0.00038514+0.00054313i,0.00062035+0.00080417i
0.0021519+0.0014264i,0.0014443+0.0013253i,0.00048701+0.0010217i,0.0002288-0.00049271i,0.00017456-0.0015618i,-0.00034195-0.0015747i,0.00026241-0.0012944i,0.00047912-0.0006875i,5.1594e-05+3.4638e-05i,0.00038148+0.00060047i,0.00025365+0.00068635i,0.00023488+0.00017632i,0.00049015-3.0725e-05i,0.00068782-0.00014025i,0.0011602-0.00027191i,0.0011118+6.3429e-05i,-0.00026631+0.00033156i,-0.00058524+0.0004406i,-5.3014e-05+0.00027607i,-0.00020735+0.00045368i,0.0004102+0.00033583i,0.00083052-0.00016323i,0.00081442+0.0005669i
0.0018456+1.626e-05i,0.00081045-0.00068529i,0.00025734-0.0017476i,0.00028968-0.002559i,-0.00023126-0.0022021i,-0.00068318-0.0014913i,0.00014226-0.00056866i,0.00013066-0.00062055i,-0.00052823-0.00044103i,-0.0011011+0.00059418i,-0.00060259+0.00051464i,0.00010986+2.8665e-05i,0.00017819-9.1405e-05i,-9.0975e-05+0.0001809i,-0.00044115+0.00016414i,0.00014105-9.7365e-05i,-0.00034308+0.0001331i,-0.0013084+0.00070758i,-0.00041459+0.00079106i,0.00014436-0.00053622i,-0.00023742-0.0011169i,-0.00018968-0.0006029i,8.9579e-05+0.00018498i
-0.0014879+0.0010914i,-0.00056239+0.0003705i,-0.00046778+0.0012013i,-0.0004008+0.0010476i,-0.00082815+8.8096e-05i,-0.0013554-0.00070114i,-0.0010895-0.0014054i,-0.0007227-0.00094239i,4.6822e-05-0.0001035i,0.00048527-6.8089e-05i,0.00081739-2.2952e-05i,0.00080828-0.00012931i,0.00067091+1.5141e-05i,0.00070744+0.0008331i,0.00017144+0.00041171i,-1.7159e-05-0.0004412i,-1.9979e-05-0.00037548i,-0.00060888-3.41e-06i,-0.00097811+0.00016865i,-0.00028895+0.00036181i,0.00041817+0.00029529i,0.000623+0.00030295i,0.00019113+0.00037375i
0.0021262+0.0019473i,0.0023558+0.0010689i,0.0030907+0.0013273i,0.0027974+0.0011137i,0.0025698-0.00070438i,0.0017787-0.0017639i,0.00092772-0.0010062i,0.00040134-0.00025744i,7.4623e-05+0.00056149i,-0.00037559+0.00069593i,-0.00064882+0.00037867i,-0.00057123+0.00041202i,-0.00049256+0.00025906i,-0.0004436+4.496e-05i,-0.00039918-0.00017419i,-0.00024512-0.0003949i,0.0003663-0.00051118i,0.00067274+2.2259e-05i,-0.00049827+0.00066321i,-0.00037076+0.0002321i,0.0005298-0.00053813i,0.00045462-0.00062579i,0.0002-0.00047726i
-1.7954e-05-0.00028112i,-0.000407-0.00057589i,-0.001131-0.0018411i,-0.0018725-0.0016901i,-0.0024526-0.0004988i,-0.00096346+0.00038681i,0.00045728-0.00041122i,-0.00014275-0.0010806i,-0.0012835-0.00037683i,-0.0013857+0.0004169i,-0.00069191+0.00085463i,-0.00027893+0.0014027i,-0.00032651+0.0011705i,0.00044718-7.4976e-05i,0.00042116+0.0001505i,3.7371e-05+0.00069215i,0.00032555+0.00055652i,0.00033384+8.6469e-05i,0.00057429-0.00039869i,0.00073668-4.1487e-05i,0.00078702+0.00065302i,0.0013237+0.00057921i,0.0014195+4.4632e-05i
-0.0021508+0.0011181i,-0.0010044+0.0016538i,0.00048496+0.0024447i,0.001221+0.0014534i,0.00144-0.00036447i,0.0014511-0.00081374i,0.00073607-0.0008188i,-9.3861e-05-0.00063643i,-0.00012803-4.9492e-05i,0.00043904-7.8567e-05i,0.00075349-0.00038693i,0.00082579+9.1711e-05i,0.00060251+0.00068787i,0.00052968+0.00039379i,0.00043998-0.00025457i,-0.00018371-0.00094313i,-2.6625e-06-0.0010433i,0.00053302-0.00031093i,0.00033884+0.00093477i,6.7272e-05+0.00079806i,3.4815e-05-0.00031258i,7.2173e-05-0.00033151i,-9.4865e-05-0.00015805i
0.00085842-0.0017859i,-0.00057716-0.002i,-0.002521-0.0018198i,-0.0017976-0.0020015i,-0.00023749-0.0016898i,-0.0005822-0.000857i,-0.00090318-0.00088056i,-0.0007039-0.00099654i,-0.0011278+0.00023435i,-0.001119+0.001803i,-5.9748e-05+0.0016145i,-7.2904e-05+0.00045165i,0.00017972-0.00037764i,0.0010661-5.0397e-05i,0.0013131+0.0001215i,0.00029261-2.3877e-05i,-0.00021156+0.0003341i,0.00038194+0.00046329i,-7.3467e-06+0.00025279i,-2.7136e-05-0.0004223i,0.00064289-0.000231i,0.00056377+0.00042801i,0.00020183-9.7191e-05i
0.0003749+0.00085178i,0.0012856+0.0014613i,0.0021859+0.0026606i,0.0022295+0.0023369i,0.001572+0.0014921i,0.0014677+0.00062036i,0.0020957-0.00029828i,0.0011723-0.00075136i,-0.00014361-0.0001809i,-0.00028804+0.00090424i,0.00022232+0.0010142i,-0.00031506+7.1166e-05i,-0.00089512-0.00079461i,-0.00057749-0.00075134i,-0.00045298+0.00011022i,-2.7902e-05-0.00053085i,0.00025293-0.00091242i,1.7983e-05-0.00023764i,0.0003268+0.00023275i,0.00057109+0.00067492i,0.00071877+0.00018585i,0.00050466-0.00054207i,0.00012383-0.00059322i
0.0017192+0.0011271i,0.0012889+0.002602i,0.0010719+0.0014911i,0.0014058-0.0016792i,0.00126-0.0026492i,-5.0537e-05-0.0025278i,-0.0011017-0.0022766i,-0.00090886-0.0014369i,-0.00023522-0.00035581i,-0.00017635+3.6205e-05i,-0.00066115+0.00051255i,-0.000509+0.001096i,-0.00012356+0.00077324i,0.00048151+0.00056382i,0.00056691+0.00075208i,0.00043329+0.00028379i,0.00091318-0.0006467i,0.00071741-0.00065603i,1.5837e-05-0.00055054i,0.00010887-0.001021i,0.0005914-0.0008785i,0.00070013-0.00017551i,0.00047873+2.0797e-05i
-0.0022574+0.00041046i,-0.0039002+0.00039786i,-0.0037734+0.0022563i,-0.0013971+0.0023017i,0.00026933+0.0012939i,0.00056782+0.00043983i,0.00053654-0.00021955i,8.0366e-05+0.00028812i,-0.00011473+0.0002259i,0.00017671-0.00015246i,0.00045653+0.00038025i,0.00053369-0.0001138i,6.4313e-06-0.0007242i,-0.0003318-0.0002591i,-8.8933e-05-0.00011359i,-0.00035038-0.000481i,-0.00079038-0.0015466i,-0.0003706-0.0015893i,0.00041859-0.00054387i,0.00012004-4.3328e-06i,0.00045529-0.00020404i,0.0012545-0.00065335i,0.00072566-0.00021662i
0.0011281-0.0034819i,0.0013174-0.0039556i,0.0014796-0.0039652i,0.00094643-0.0030996i,-1.7803e-05-0.0017932i,0.00041633-0.001113i,0.00086256-0.0003233i,0.00048222+5.191e-05i,-1.4062e-05-0.00029293i,0.00033943+0.0002916i,0.00055321+0.00086951i,0.00068252+0.0010076i,0.00065135+0.00098714i,0.0004424+0.00050765i,0.00020835+0.00050153i,-0.00014675+0.0001837i,-0.00019112-0.00095531i,8.4426e-05-0.0011449i,-0.000179-0.00034733i,-0.00010921+0.00046569i,0.00022177+5.0669e-05i,0.00015932-0.00026152i,0.00011808+0.00027693i
0.00018001+0.0020262i,0.00054803+0.0029716i,3.866e-05+0.002931i,-0.00025101+0.0016025i,-7.3858e-06-2.3173e-05i,0.00106-0.00076699i,0.0010295-0.00070277i,-0.00029153-0.0003574i,-0.00095107+0.00032892i,-3.4708e-05-0.00011188i,0.0002236-0.0011188i,-0.00034369-0.0010397i,-0.00021768-0.00078366i,8.9079e-05-0.00050032i,4.4681e-05-0.00068413i,0.00015944-0.00088187i,0.00058012-0.00048013i,0.00056456-0.00028615i,0.00074485-0.00035417i,0.00065793-0.00082205i,0.00098583-0.0006218i,0.0009592-0.00041695i,7.5242e-05+0.00010348i
-0.00041774+0.00093519i,0.00031038+0.00051508i,0.0015518+0.0002184i,0.002233-0.00014928i,0.0013547-0.00057528i,0.00043426-0.0013041i,0.00042115-0.001242i,0.00075438-0.001127i,0.00025172-0.00014112i,-9.8467e-05+0.00033977i,0.00011825-0.0005452i,-0.00025312-0.00040786i,0.0002781-0.00014956i,0.00027035-0.00038037i,-0.00037842-0.0003548i,-0.000319-0.0001044i,0.00028552-4.4124e-05i,0.00016324+0.00069606i,0.00015482+0.0010337i,-0.00022763+0.00054727i,-0.00068662+5.1491e-05i,0.00059847-0.0001493i,0.00099907-0.00030715i
-0.0021378-0.001488i,-0.0023673-0.0018232i,-0.0034556-0.0017599i,-0.0030291-0.00038751i,-0.0016314+0.00086816i,-1.7886e-05+0.00080429i,0.00095225-0.00012814i,0.00038767-0.00060338i,7.9528e-05-0.00021103i,0.00043312+0.00033565i,0.00072967+0.00049153i,0.00099986+0.00068479i,0.00099799+0.0011184i,0.00094638+0.001095i,0.00052948+0.00026255i,-4.3887e-05-0.00032107i,-0.00022231-0.00020878i,-0.0004376-0.00017505i,-0.00069966+0.00047964i,-0.00011205+0.00050258i,0.00025388-0.00059137i,0.0004326-0.00070917i,9.5969e-06-0.00010857i
0.00022604+0.001579i,0.00091633+0.00050391i,0.0013878+0.0011991i,0.001727+0.0013404i,0.0012597-0.00073492i,0.0002685-0.002232i,0.00019324-0.0019396i,-0.00016755-0.00086673i,-0.00041554-0.00022209i,-0.00024087+0.00025611i,-0.00112+0.00057509i,-0.0014224+0.00090175i,-0.00091748+0.00092542i,-0.00029962+0.0006822i,0.00022245+0.00058473i,0.00042778-0.00017519i,0.00032033+0.00021544i,0.00017913+0.0010473i,-1.6012e-05+0.00087178i,-2.7735e-05+0.00092362i,0.00044847+0.0011363i,-0.00020562+0.00060894i,-0.00090233+0.00028552i
0.00066087-0.00058263i,0.00054226-0.00079088i,0.0010667-0.00048992i,0.00053947-0.00017653i,-0.0004791+0.00027114i,-0.00066147-0.00018766i,-0.00054449-0.00046523i,-0.00059809-0.00020933i,-0.00068937+0.00014329i,-0.00019751+0.00032243i,-0.00057185+0.00063984i,-0.0014777+0.0010263i,-0.00054572+0.0008682i,-0.00026446+1.0567e-05i,-0.0011848-0.00062833i,-0.0010521-0.00030445i,-0.00044963+6.1093e-05i,0.0002999-0.00030563i,0.00065356-0.0004445i,0.00039944-0.00017605i,0.00016849-0.00016051i,0.00020447+0.00015096i,-2.7381e-05+0.00034637i
0.00080595+0.0006989i,0.00013354+0.0003311i,8.2174e-05+0.0013665i,0.00065394+0.0022215i,0.0013042+0.0017315i,0.0012095+0.00066766i,0.00045386-8.1472e-05i,9.9887e-06-0.00071507i,-4.0275e-06-0.00017834i,-0.00027947+0.00033806i,-0.00024801-0.00014166i,-0.00012767-0.00058722i,-0.00037654-0.00021115i,-0.00018976+7.097e-05i,0.00013207-0.00013493i,0.00021572-0.00057669i,0.00042394-0.00031331i,0.00046659+6.2535e-05i,0.00080312+0.00022395i,0.0010129+0.00036163i,0.00019813-0.00015166i,0.00021402-0.0005778i,0.00062083-0.00077383i
-0.00066793+0.0016813i,0.00011663+0.0017798i,0.00087611+0.00088043i,0.0013893-0.0010538i,0.0014872-0.0025098i,0.0010125-0.0016517i,0.00057772-0.00050475i,0.00022434-7.4751e-05i,7.7986e-05+0.00014467i,0.00053813+0.00025446i,0.00012071+0.00078372i,-0.00085243+0.00090766i,-0.00064885+0.00061844i,-3.7216e-05+0.00059561i,-3.5899e-05+0.00067078i,0.00046645+0.0002032i,0.00096622-0.00089792i,0.00060189-0.000814i,0.00050344+0.0005027i,0.00055885+0.0012247i,0.00042424+0.00054897i,0.00082549-6.7299e-05i,0.0010945+4.4574e-05i
0.001256-0.00047621i,-8.7849e-05-0.0021568i,-1.0293e-05-0.0025864i,-0.00025499-0.0014833i,-0.0013632-0.0013311i,-0.0016295-0.0012792i,-0.00049839-0.00067708i,-3.9969e-06-0.00032258i,-0.00097114+0.00031789i,-0.00063498+0.0013475i,-0.00060821+0.00095584i,-0.0013478+0.00043167i,-0.0011697+0.00075058i,-0.00039784+0.00036374i,0.0001982+0.00038363i,0.00048625+0.00063689i,0.00041423-0.00015274i,0.00013166-0.00034218i,-0.00058654+0.00044737i,-0.00030272+0.00048089i,0.00061709+0.00080408i,0.00047273+0.00085154i,0.00029416+0.00022434i
