-0.0020231+0.0010112i,-0.00024891+0.0002944i,-0.00085851-0.00013717i,-0.00053131+0.00019054i,2.9897e-07+0.001392i,-0.00039428+0.0012822i,-0.00077908+0.0013402i,-0.00036862+0.0020916i,-0.00010743+0.0015285i,-1.4107e-05+0.00058946i,4.9572e-05+8.9811e-05i,-0.00047339-0.0003308i,-0.00078549-0.00047057i,-0.00073999-0.00091869i,-0.00093672-0.00044912i,-0.0010625+0.00051683i,-0.0004665+0.00051107i,1.6981e-05+0.00018248i,-0.00021606-0.00035758i,-0.00060752-0.0010455i,0.00032732-0.00089174i,0.00089391-0.00020889i,-0.00021449+0.00022766i
0.00070586-0.00026421i,0.0022213-0.00088811i,0.0016253-0.00017223i,0.00080898+0.00060857i,0.00060946+0.00015608i,0.00017642-0.00089889i,0.00017282-0.00081017i,0.0008162+0.00030318i,0.00031077+0.0012868i,-0.00050281+0.00076477i,-0.00023791+0.00023429i,-2.9778e-05+0.00010095i,-0.00035342+0.00035769i,-0.00043291+0.0013643i,0.00014533+0.00093619i,0.00073271+0.00086326i,0.00057896+0.0010355i,0.00040111+8.1321e-05i,0.00035594-0.00022084i,-0.00020631-0.00052255i,-0.00080133-0.00072253i,-0.00022062-0.00043323i,-0.00011573-0.00040154i
0.0010054-0.00036706i,0.00050286-7.9721e-05i,0.00097089-0.00054567i,0.00045717-0.00095409i,-0.0009476-0.0013767i,-0.0010266-0.001061i,0.00034397+2.0861e-05i,7.2043e-05-4.5411e-06i,-0.00049906-0.0007293i,-1.9718e-05-0.00030944i,0.00022927-6.7388e-05i,0.00029125+0.00012689i,0.00037307+0.00068264i,0.00071711-5.9649e-05i,0.0012027-0.00060775i,0.00091514+0.00028301i,0.00036785+0.0011625i,0.00024157+0.00047223i,1.5086e-05-0.00016413i,-0.00014437+0.00051309i,0.00020469+0.00076231i,0.00043699+0.00041444i,-0.00026202+0.00044517i
-0.00043814+0.00015754i,-0.00090189-0.0012613i,-0.00052713-0.00046306i,0.0010066+0.0003134i,0.0018806+0.00021952i,0.0008757+0.0001684i,0.00040498+0.00075815i,0.00015717+0.00075291i,0.00016313+0.0012119i,0.0004792+0.0011962i,-0.00041091+0.0005087i,-0.00083123+0.00025589i,-0.00014592+6.2278e-05i,0.00026226-0.00059811i,0.00046925-0.00094512i,0.00029298-0.00046624i,0.00044416+0.00023574i,0.00063989+0.00060888i,0.00015098+0.00048512i,-0.00020718-1.0801e-05i,3.1229e-05-0.00031151i,0.00018785-8.4276e-05i,0.00040381-0.00024951i
0.00098974-0.00018918i,0.001821-0.00053878i,0.0027621+0.00032235i,0.0025195-0.00056017i,0.001457-0.0022325i,-0.00022784-0.001683i,-0.00055088-3.9111e-06i,-0.00046515+0.00059628i,-0.00078509+0.00069345i,-0.00028406-0.00017397i,0.00036616-0.00091072i,4.0121e-05-0.0003523i,-0.00081517+8.515e-05i,-0.00060733+0.0002492i,-0.00013938+0.00095954i,-0.0002762+0.00096423i,-0.00033351+0.00018067i,-0.00054171-0.00033068i,-0.001015+3.5856e-05i,-0.0010454+0.00011222i,-0.0007476-6.599e-05i,-0.00063664-0.00031176i,1.5234e-05-0.00051261i
-0.0010198-0.0013764i,-0.0011515-0.0015742i,-0.00081341-0.0019703i,-0.00051279-0.0014644i,-0.00090395-0.00086094i,-0.00088495-0.00092868i,-0.0011209-0.00043259i,-0.00092412+6.6639e-05i,-0.0011671+0.00030886i,-0.0015181-2.736e-05i,-0.00073387-9.076e-05i,0.00015413+0.0001876i,0.00071658+0.00047524i,0.00096667-0.00020414i,0.00059007-0.0008987i,0.00095449-0.00057841i,0.0010959-0.00026154i,0.00098236-4.7717e-05i,0.0007766-0.00010897i,-0.00014807-0.00036284i,-0.00088034-0.00039348i,-0.00051586-0.00087687i,0.0004749-0.0011608i
-0.00017903+0.00081464i,0.00062668+0.00049796i,0.00085631+0.00028983i,0.0018067+0.00012117i,0.0023152-0.00041056i,0.0015702-0.0014871i,0.00083201-0.0003442i,4.2025e-05+0.0010508i,-0.00024332+0.0005396i,-0.00043362+0.00029691i,-0.00052011+0.00058028i,-0.0001168+0.00023658i,-0.00017509+3.5169e-05i,-0.00044867+0.00016716i,-0.00043542+0.00076269i,-6.754e-05+0.0010003i,0.00043137+0.0010706i,0.00081333+0.00081976i,0.00013558+0.00046306i,-0.00028148+0.00044876i,-0.0003536+0.00049472i,-0.00052849-7.6636e-05i,-7.9318e-05-0.0010413i
0.00077314+0.00017135i,-0.00044467+0.0012405i,0.00024675+0.0016833i,0.0019298+0.0006483i,0.0015251-0.0013232i,0.00030122-0.00097954i,-0.00024414+0.0004331i,-0.00036698+0.00072135i,-0.00042867-8.0597e-05i,-2.602e-05-0.00095059i,-4.2329e-05-0.00022208i,-0.00033545-0.00038888i,-2.9928e-05-0.00065163i,2.6367e-05-0.000536i,1.4923e-05-0.00055177i,0.00017169+0.00028134i,0.00028658+0.00087495i,0.00056373-0.00010253i,0.00012033-0.00078083i,-0.00080003-0.00025324i,-0.00060651+0.00054354i,0.00086206+0.0010595i,0.0010773+0.00086624i
0.00092345-0.0006486i,0.00011947-0.00069803i,-0.00037249-0.00051519i,0.00016139-0.00038509i,0.00099461+2.7903e-06i,0.00058215+0.00079126i,-0.000344+0.0012124i,-0.00021596+0.0011237i,-0.00050293+0.0012323i,-0.001142+0.0012004i,-0.00092863+0.00021679i,-0.0010794-0.00047824i,-0.00074358-0.00043419i,0.00048899-5.7366e-05i,0.0013617-3.2898e-05i,0.0017437+0.00022194i,0.0016993+0.00044954i,0.00087831+9.0018e-05i,-0.00023677+0.00080429i,-0.00062093+0.0012784i,-0.00053467+5.2965e-05i,-8.0695e-05-0.00030859i,0.00072874-0.00016335i
-0.001281+0.0010891i,-0.00078268+0.0025047i,-8.0737e-05+0.0028013i,0.0013299+0.0017626i,0.0018688+0.00081306i,0.0014283-0.00056878i,0.00054821-0.0015559i,-0.0004936-0.0017812i,-0.00088444-0.00072625i,-0.00090177+8.8381e-05i,-0.00075268+2.5867e-05i,-0.00022841-0.0001663i,-0.00029311-0.00047358i,-0.00074171-8.7651e-05i,-0.00060488-1.4261e-05i,0.00024506-0.00013459i,0.000635+8.1047e-05i,0.00036379-0.000148i,0.00015364-0.00058516i,0.00024877-0.00061119i,-3.0277e-05+0.00010797i,-0.00070266+1.6804e-05i,-0.00083863-0.00029034i
-0.00090545+0.00088439i,-0.0011524+0.00057399i,-0.00030771+0.00054624i,0.0011228+0.00027196i,0.0021616-0.00069365i,0.0016346-0.0015566i,0.00017965-0.00090718i,-0.00083389+0.00014846i,-0.00027332-0.00013697i,0.00027872-0.00015183i,0.00020777-0.00013785i,0.00020756-0.00083464i,-0.00014482-0.00096591i,-0.00030606-0.00082241i,0.00019618-7.171e-05i,0.00016763+0.0005578i,0.00023055+0.00091324i,0.00032906+0.00083096i,-0.00042031+0.00048498i,-0.00079809-0.00030376i,-0.00031123-0.0004254i,0.00014049+0.00050744i,-9.0097e-05+0.00026811i
-0.0016832-0.00084057i,-0.0023211+0.00015822i,-0.0026597+0.0007412i,-0.0018798+0.0012214i,-0.00072272+0.0012973i,0.00014894+0.00060218i,0.0001444+0.00024396i,-0.0002296-0.00022751i,-0.00077005-0.0007489i,-0.0011124-0.00065633i,-0.0011552-5.7791e-05i,-0.00095188+0.00076896i,-0.00060141+0.00068653i,-0.00033885-0.000118i,-0.00019022-5.1686e-05i,0.00049283-0.00028101i,0.00067427-0.00079366i,0.0006253-0.00038873i,0.00055412+0.0003909i,-0.00038668+0.0006627i,-0.0006821-0.00014094i,0.00039869-0.0010913i,0.0011271-0.001314i
0.0017625-0.00051688i,0.0015324-0.0015415i,0.0008124-0.0023489i,0.00084971-0.002576i,0.00089023-0.0022397i,0.00016425-0.00066654i,-8.8837e-05+0.00028219i,-0.00015583+0.00066129i,-0.00062515+5.9488e-06i,-0.00097942-0.00069199i,-0.00066732-0.00013176i,0.00014832+0.00026708i,0.00083396-1.3248e-06i,0.0014215+0.00019995i,0.00099426+0.00045914i,0.00049633+0.00012136i,0.00060199-0.00056032i,0.00035301-0.00018i,-0.00046601-7.6838e-06i,-5.8036e-05-5.7535e-06i,0.00013431+0.00015629i,0.00027993+8.2364e-05i,0.00016762+0.00026352i
-0.00045766-0.00084158i,-0.0018199-0.00044486i,-0.0022966+0.00063822i,-0.00167+0.0010719i,-0.0014735+0.0009308i,-0.00091114+0.00028741i,-8.1149e-05-0.00011596i,0.00041261-0.00010938i,-9.3421e-05-2.6635e-05i,-0.00042916+0.00063865i,-0.00030654+0.00014715i,-0.00082986+1.2857e-05i,-0.00091254+0.00032582i,-0.00017085-3.9318e-05i,0.00053712+5.3599e-05i,0.00071734+7.5883e-05i,0.00025725+0.00017439i,0.00017935+0.00049735i,0.00032924-0.0002777i,0.00039831-0.00044638i,0.0010048-5.5657e-05i,0.00097915-0.00033584i,0.00042925-0.00036327i
0.00041799+0.00042903i,0.00041826-0.00016655i,0.0011501-0.00046701i,0.00066379-0.0011879i,0.00029095-0.0011312i,0.00016464-0.00051288i,0.00041955-8.8996e-05i,0.00041497-0.00013649i,-0.00011404-0.00054057i,-0.00016268-0.00075118i,-0.00029371-4.3952e-05i,-0.0004677+0.00019314i,-0.00044842+0.00030903i,0.00013604+0.00032553i,0.00048561+0.00059763i,0.00023716+0.00039488i,0.0002986-9.6562e-05i,0.00029318-7.5823e-05i,0.00081034+8.5359e-05i,0.00097613+0.00062434i,0.00012387+0.0011139i,-4.4861e-05+0.001142i,8.3552e-05-0.00011222i
-0.00098928+0.00034475i,-0.0012917+0.00038079i,-0.00072339+0.0010003i,0.0004211+0.00043482i,0.00096721-0.0016814i,0.00022836-0.002018i,-0.00017798-0.00097654i,-6.5197e-05-0.00025243i,-0.00015995+0.00037018i,-0.00088635+0.00072832i,-0.00093517+0.00035467i,-7.6271e-06+0.00025845i,0.00013611-0.00024256i,-0.00055777-0.00078303i,-0.00044891-0.00068356i,-2.6168e-05-0.00064431i,-0.00017726-0.00090976i,-0.00031681-0.00060537i,-0.00041128+0.00023644i,-0.0010961+0.00096292i,-0.0018558+0.00076357i,-0.0011839+0.00024992i,0.00060067+0.00015805i
0.00053308-0.0027865i,0.00014437-0.0022405i,-0.00082417-0.0015877i,-0.0010884-0.00093129i,-0.0014317+1.363e-05i,-0.0019951+0.00061764i,-0.0011489+0.00034283i,0.00022989-0.00040492i,0.00011002-0.00080316i,-0.00085156-0.00041297i,-0.0005451+0.00014414i,0.00028032+0.00084878i,0.00066223+0.001586i,0.0002192+0.00098906i,-0.00037066-0.00019848i,0.00016956+0.00010561i,0.00034603+0.0011647i,0.00034112+0.0010608i,0.00028206-0.00022832i,4.9496e-05-0.0003873i,0.0008139+0.00037884i,0.00071849+0.00059525i,-0.00065991+0.00030051i
-0.0019242+0.00081089i,-0.001338+0.0024899i,2.9318e-05+0.0038194i,0.0019927+0.003233i,0.0034907+0.0018727i,0.00242+0.00073923i,0.0005176+5.4773e-05i,-0.00073997+0.00039104i,-0.0010516+0.00094925i,-0.00072917+0.0011024i,-0.00027912+0.00072831i,-0.00054536+0.00033128i,-0.00068276-0.00026387i,-9.669e-05-0.0006429i,-0.00021805-0.00071568i,-0.00016653+3.1163e-05i,0.00025042+0.00070361i,0.00052199+0.00072072i,0.00052493+0.0011338i,0.00017151+0.00078154i,-9.5138e-06-0.000534i,5.7977e-05-0.00074053i,0.00043169-7.3115e-05i
-0.00081682-0.00084864i,-0.00052152-0.00018564i,0.00015047+0.00030225i,0.0014606-0.00016899i,0.0016638-0.00027485i,0.0012153-0.00019353i,0.00081816-0.00051032i,0.00060405-0.00047875i,0.00036019-0.00057872i,-0.00021858-0.00096773i,-0.00017028-0.00040083i,-0.00022796+0.00056689i,-0.00054454+0.00026824i,3.5942e-05-0.0002182i,0.00027651+9.2688e-05i,0.00017345-0.00032234i,-2.9228e-05-0.00039391i,-0.0006713-0.00030087i,-0.00042886-0.00050614i,4.6849e-05-0.00020372i,1.6521e-05+0.00015136i,-0.00028549+0.00062423i,-0.00042883+0.00053669i
0.00062268+0.00030836i,0.00071985+0.0017943i,0.00080744+0.00060801i,0.00074367-0.0004157i,-0.0002666-0.00026492i,-0.00092092+0.00020466i,-0.00024333+0.00039494i,0.00058538+0.00010078i,0.0001391-4.8665e-05i,-0.00015435-0.00014491i,0.0002024-0.00025352i,0.00048967+0.00030893i,0.00021738+0.00077676i,-0.00064519+0.00043458i,-0.00028276+0.0003619i,0.0008647+0.00058745i,0.0015226+0.00060284i,0.00085474+0.00045474i,0.00022971+0.00053265i,0.00043699+0.00074907i,0.00017981+0.00057113i,9.9968e-05-0.00025637i,0.0003802-0.00059288i
0.00011725+0.00011957i,0.00062286-0.00019102i,0.00083564+4.7632e-05i,0.0010747-1.0053e-05i,0.0017813-0.00065666i,0.0014236-0.00039096i,0.00012232+0.00082561i,-0.00022917+0.00081267i,-0.00043788-0.00058098i,-0.00082199-0.0013057i,-0.00079689-0.00038817i,-0.00075412+0.00050612i,-0.0006664+0.0001972i,-0.00044116-0.00029991i,-2.531e-06-0.00063608i,0.00023238-0.00028198i,0.00054378-0.00029528i,0.00041297+7.476e-05i,-0.00062724+0.00040956i,-0.0012246+0.00094233i,-0.00097146+0.00068007i,-0.00064893-0.00024701i,-0.00052279-0.00014088i
-0.00051596-0.00013744i,2.6449e-05+1.4655e-05i,0.00042137-0.00023224i,0.0017238-7.4199e-05i,0.0024938-0.00025532i,0.0010843-0.0009708i,-0.00015309-0.0010558i,-0.00014752-0.00096036i,0.00025174-0.0006162i,0.00020371-0.00052601i,-0.00027603-0.00050672i,-0.00047505+0.00029739i,-0.00021152+0.0010341i,0.00013289+0.00063378i,4.8692e-05+0.00043974i,0.00017404+0.00089403i,8.1222e-05+0.0009871i,-0.0001323+0.00066414i,-0.0002906+0.0008517i,-0.00010033+0.0009923i,0.0002788+0.0010981i,0.00021715+0.00058634i,-2.5076e-05+0.00012264i
-0.0010439-0.0012323i,-0.00083883+0.00060922i,-0.00052788+0.0015708i,-0.0010502+0.0022906i,-0.0012021+0.0021053i,-0.0011488+0.0010839i,-0.00058656+0.00047909i,0.00068335+2.6445e-05i,0.00076187-2.5002e-06i,7.2609e-05+0.00022453i,-0.00012574-0.00034687i,0.00019435-0.00026123i,0.00033065+0.0003182i,0.00046592+0.00015101i,0.00047542+0.00045459i,0.00012261+0.00023288i,-6.8657e-06-0.00046584i,0.00071472+0.00031361i,0.00085102+0.00030211i,-0.0002365-0.00046614i,-0.00050322-0.00017643i,-0.00034041-0.0003977i,6.7105e-05-0.00070573i
-0.00079016+0.00047738i,-0.0011279+0.00073033i,-0.00014216+0.00017684i,0.0014447-0.0011115i,0.0010916-0.0010751i,-5.1481e-05-0.00088972i,-1.3777e-05-0.00058301i,0.00043236-0.00049141i,0.00051928-0.00011972i,0.00011854+0.00014686i,6.6295e-05-0.00012457i,-0.00016737-0.00035336i,-0.00078217-0.0003741i,-0.00089344+0.00013967i,-0.00090002+0.00091641i,-0.00071955+0.0011655i,-0.00024004+0.0010517i,0.00031875+0.00031261i,-3.4232e-05-0.0003556i,-0.00051341-0.00019207i,-0.0002121-5.2057e-06i,-6.8354e-05+0.00010464i,-0.00019376+0.00075937i
-0.0030144+0.00056296i,-0.0023249+0.00070167i,-0.0018404+0.0008667i,7.6988e-05+0.00094701i,0.0023412+0.0011085i,0.0024037-0.00020776i,0.0012633-0.00093502i,0.00079407-2.7971e-05i,0.00015065-0.00036287i,-0.00095951-0.00070445i,-0.00082783-0.00072914i,-9.8392e-05-0.001181i,6.8527e-05-0.0012452i,-4.1337e-05-0.00086487i,1.0728e-05-0.00024937i,0.00023397+0.00018065i,0.00042608+0.00045539i,0.00088853+0.00042693i,0.00066227+0.00031397i,-0.0005282-3.9154e-05i,-0.00059736-0.00090766i,0.00010834-0.0012291i,6.6075e-05-0.0010325i
0.0011956+3.8578e-05i,0.0013889+0.00036759i,0.0022011+2.0474e-05i,0.0013355-0.00050988i,0.00022801-0.00072575i,0.00074257+0.0004709i,0.0035248+0.0018404i,0.0059869-0.0013806i,0.0057226-0.0057008i,0.0027468-0.0068788i,-0.00039879-0.0062174i,-0.0019598-0.0045089i,-0.0027047-0.0024872i,-0.0026693-0.00047784i,-0.0023141+0.00075726i,-0.00072015+0.0010301i,0.00098941+0.00078113i,0.0013007+0.00084398i,0.00066975+0.00080621i,0.00018097-7.0286e-05i,0.00037775-0.00020503i,0.00026171+0.00057638i,-0.00015758+0.00070221i
-0.00051911-0.00013734i,-0.00040222+0.00058181i,-0.00040884+0.0014876i,0.00057185+0.001068i,0.0023662+0.00042571i,0.0017716+8.5443e-05i,-0.00069591+0.00018874i,-0.0017056+0.00051164i,-0.0020166-2.7499e-05i,-0.0017023-0.0005341i,-0.00028455-0.00057844i,0.00045492+0.0002125i,3.6749e-05+0.0008679i,-0.00030926+0.00063306i,-0.00030192-3.173e-05i,0.00025338-0.00096524i,0.00071597-0.00086248i,-4.7288e-05+9.8184e-05i,-0.00063225+0.00012308i,-3.5107e-05-0.00061895i,0.00038988-0.00041467i,0.00034094-3.9077e-05i,0.0004261+7.8211e-05i
0.0005533+0.00091233i,0.0009268+0.00035289i,0.0018772+0.00012691i,0.0024994+0.0001746i,0.0013081+0.00053615i,0.00043112+0.00043867i,0.00021436-0.00039586i,9.4167e-05-0.0006095i,0.00032894-0.00041654i,0.00023459+0.00010823i,-0.00041647+0.00043078i,-0.00084185+0.00036483i,-0.00054131+0.00069257i,-9.4218e-05+0.00080299i,0.00017961+0.00074288i,0.00035048+0.0012618i,0.00064901+0.00087038i,0.0007879+0.00029648i,0.0001425+0.00028249i,-0.00029354+0.00030352i,0.00030932+0.00015863i,0.0003221-0.00055791i,-0.00069998-0.0010099i
5.1841e-05+0.00019294i,-0.0006176-0.00040413i,-0.00141-0.0019738i,-0.0011019-0.0019043i,-5.5919e-05-0.00040822i,-0.00031979+7.1351e-05i,-0.00059731-0.0002168i,-0.0011773-0.00020573i,-0.0016194-0.00049354i,-0.0019848-0.00075147i,-0.0020244-0.00067316i,-0.00093306-0.00014747i,0.00013903+0.00035254i,0.00011441+8.3272e-05i,0.00029776-0.0004864i,0.00048216-0.00014245i,0.00084289+0.0002983i,0.00096991+9.2049e-05i,0.00058106-0.00076623i,-0.00027278-0.00027103i,-0.00073155+0.0001029i,-0.00080315-0.00012098i,-0.00093891-0.0004249i
0.00020241-0.00012942i,-0.00048971-0.00080177i,-0.001224-0.0015173i,0.00028555-0.0024486i,0.0021099-0.0024175i,0.00099145-0.0018041i,-0.00070512-0.00086302i,-0.00041123+0.00014295i,-0.00048752+0.00033794i,-0.00026139+0.00047891i,0.00034209+0.00038614i,-0.00043885+0.00031114i,-0.0013739+0.00057316i,-0.00046815+0.00072951i,0.00017673+0.00025011i,0.00048824+8.4142e-05i,0.0013718+0.00044728i,0.0014148+0.00047024i,8.4544e-05+4.2677e-07i,-0.0007817-0.00025668i,-0.00029675-0.00049846i,0.00060352+0.00011026i,0.00096107+0.001193i
-0.00016275-0.00022873i,-0.00039187+0.0013691i,5.6675e-06+0.0014039i,0.00028086+0.00092016i,-0.00072559+0.00095307i,-0.00068394+0.00093132i,0.00024936+0.00056701i,-0.00021648-0.00019519i,-0.0011762-0.00074359i,-0.0016611-0.000335i,-0.0013616+0.00046146i,-0.00034819+0.00066686i,0.0002822+0.00097366i,-0.00020313+0.0015836i,-0.00082745+0.00095788i,-0.00046517-0.00040435i,-0.000137-0.00026789i,-3.8377e-05+0.00033936i,-0.00014645+0.00018384i,-0.00047213+0.00022369i,-0.00028836+0.0002499i,-0.00031341+0.00015885i,8.1303e-05+0.00036935i
-8.641e-06-0.0011436i,0.00096208-0.0016764i,0.00016455-0.0018829i,-0.00077528-0.0015403i,0.0002178-0.00040525i,0.00058306+6.7351e-05i,-2.3342e-05-0.00025192i,-0.0005735-0.001219i,-0.0011524-0.0017271i,-0.00051074-0.0011128i,0.00042584+1.1034e-06i,0.00044354+0.00042457i,0.00032748+0.00010719i,0.00028418+0.00019325i,0.00074352-4.977e-06i,0.0012853-0.00069055i,0.0016583-0.00060214i,0.0013338+0.00016059i,0.00059408+0.00075264i,0.00040074+0.00087547i,-3.3599e-05+0.001073i,-8.2521e-05+0.00094789i,0.00080952+0.00037385i
0.00064497-0.0002552i,0.0015508+0.0012258i,0.0015213+0.0011077i,0.0005953-0.00028591i,0.0001686-0.00098318i,-0.00045328-0.0006556i,-0.00080448+1.3955e-05i,-4.8593e-05-0.0001495i,-0.00036087-0.00092379i,-0.00046453-0.0010637i,0.00010337-0.00022539i,-0.00027198+0.00044492i,0.00014654+0.00057539i,0.0007247+0.00019989i,-8.9846e-05-0.00047032i,0.00016604-0.00043904i,0.001025+0.00011904i,0.00076815+0.00022632i,0.00048691+2.2308e-05i,-0.00022527+0.00017618i,-0.001071-0.00054857i,-0.00059296-0.00064676i,-0.00028103+0.00029529i
-0.0010614-0.00093588i,-0.00069455-0.0011605i,-2.5967e-05-0.0009094i,0.00055086-0.00061518i,2.1709e-06-0.00082905i,0.00012052-0.0011638i,0.00029521-0.00096124i,-0.00034261-0.00048437i,-0.00033468+0.00011034i,-0.00038688+0.00021457i,-0.0001931+0.00012959i,0.00023304+0.0002115i,0.0012562+0.00014668i,0.0015411+9.2549e-05i,0.00016488-0.00053244i,-0.00024596-0.00043497i,8.9863e-05+0.00038852i,0.00064977+0.00058185i,0.0010748+0.00082541i,9.3304e-05+0.00048575i,-0.00024929-0.00056508i,-0.00013706-0.00014174i,-0.0003757-0.00047559i
-0.0024914+9.2387e-05i,-0.0012062+0.0014622i,0.00015387+0.0029653i,0.00084341+0.0031691i,0.00093018+0.001739i,0.0001593-0.00043609i,-0.00047058-0.0016175i,-0.00062447-0.00081071i,-0.00053262+0.00017936i,-0.000745+0.00083898i,-0.0010819+0.0010799i,-0.00096587+0.00063934i,-0.00047717-0.00012498i,-0.00025005-0.00049658i,-0.00011578-0.0001212i,0.00057727-0.0003424i,0.001166+4.203e-05i,0.0013853+0.00068998i,0.00094005+0.00067706i,-0.00014824+0.00037721i,-0.00047041+0.00069546i,2.0593e-05+0.0005367i,-2.4444e-05-0.00012233i
-0.00013443+0.00049481i,-0.00072719+0.00059163i,0.00079196+0.00074625i,0.0014463+0.0013564i,0.0015518+0.00025723i,0.00099171-0.0012972i,-0.00074963-0.0013582i,-0.0011149-0.00050971i,-0.00095434-7.2746e-05i,-0.00070646-6.1792e-05i,-6.6697e-05-4.5116e-05i,0.0002515-0.00047786i,2.7407e-05-0.00032468i,-0.0006517+0.00042072i,-0.00042651+0.00026858i,0.00061832-0.00019984i,0.00049847-0.0002531i,0.0005783-5.511e-07i,-0.00024181-0.000285i,-0.00086276-0.00071961i,-2.6404e-07-0.00052707i,0.00043485-0.00028017i,0.00027502-0.0001357i
0.00071982+0.0010402i,0.00073999+0.00061688i,0.0012545+0.00013259i,0.0021079+0.0005601i,0.0027577-0.00030722i,0.0016453-0.00083747i,0.00037126-0.00031893i,4.4397e-05-0.00028993i,-0.00017931-0.00023065i,-0.00048025-7.4473e-05i,0.00021433-0.00035005i,0.00081205+0.00026664i,0.00015217+0.00091142i,0.00012598+0.00055392i,0.00026791-0.00012606i,0.00022369-3.7732e-05i,-0.00010403+0.00068814i,-0.00020495+9.2571e-05i,-0.00016658-0.00050952i,0.00040521+0.00047775i,0.00050584+0.001001i,-0.00014981+0.0008123i,-0.00064731+0.00042543i
0.00024549-0.00051688i,-0.00048629+0.00016843i,-0.00031992-4.0541e-05i,0.00097117-0.00094963i,0.0010061-0.0010516i,-0.00050825-0.0010635i,-0.0010463-0.00029718i,-0.00075295+0.00010829i,-0.00060108-0.00051905i,-0.00050629-0.00085838i,-0.00062724-0.00048676i,-0.00054848+0.00016447i,0.00015214+0.00032682i,0.00051117+0.00047918i,0.00057038-0.00017441i,0.00034858+0.00018395i,0.00018352+0.0010066i,0.00056661-0.00025745i,0.00041635-0.00027517i,0.00038001+0.00025072i,4.0935e-05-5.6583e-05i,-0.00028094+0.00011888i,0.00044725+0.0003938i
-0.0018222+0.00033896i,-0.00085391+0.00099293i,0.00013857+0.0014905i,0.0015432+0.001808i,0.0024686+0.00152i,0.0023583+0.00027663i,0.0016093+1.093e-05i,-0.00027801+0.00030147i,-0.0016593+2.3187e-05i,-0.0010246-0.00014727i,-0.00027607+7.329e-05i,-0.00045758-7.1174e-05i,-0.00034722-0.00020854i,-0.00062402+5.2081e-05i,-0.0007957+0.00039293i,-0.00034418+0.00019584i,-0.00023962+0.00052245i,-0.000136+0.00046694i,0.00028739-3.6243e-05i,0.00011421-0.00016332i,5.3283e-05-0.00016075i,-0.00035565+1.0584e-05i,-0.00072658+0.00086155i
-0.00093028+0.00067946i,-0.00011598+0.00077646i,0.00049656+0.0013104i,0.0014826+0.0018973i,0.0026692+0.0017377i,0.0025041+0.00080198i,0.00088495-0.00048999i,-2.2447e-05-0.00081524i,-0.00052768-0.00016207i,-0.00046618+0.00025793i,5.439e-05+0.001056i,0.00032059+0.00097239i,0.00039686-5.9507e-05i,0.00042755-5.6286e-06i,0.00011508+0.00010746i,0.0001935-0.00011441i,0.0011065+6.7612e-05i,0.0010453+0.00016004i,0.00024233+0.00028797i,-0.00059848+0.00086286i,-0.00082163+0.00087416i,-0.00045125+0.00044011i,0.0004125+0.00026075i
0.00058268-0.00064539i,0.00064597-0.00084309i,0.00063429-0.00054722i,0.0010074-1.5375e-05i,0.00033929+0.00023465i,-0.00060349+0.00051448i,-0.0010623+0.00045226i,-0.0006931+0.00025676i,-0.00024141+8.588e-05i,-0.00034039-4.2052e-05i,-0.00026595+0.00016737i,0.00020472+0.0007852i,0.00074251+0.00091549i,0.00053308+0.00088052i,0.00013961+0.00085197i,0.00069329+0.00057517i,0.0016624+0.00053023i,0.001262+0.00062095i,0.00044083-3.7217e-05i,-3.4697e-05-0.00038965i,-0.0002567-0.00018855i,1.5457e-05-0.00060309i,-0.00050981-7.2959e-05i
-0.0010869+1.6381e-05i,-0.0013775+0.0004506i,-0.001758+0.00072206i,-0.0012759+0.00097571i,-0.00029503+0.0012009i,0.00042573+0.0013317i,0.00017584+0.0012808i,-0.00021479+0.00050183i,-0.00035026-0.00068853i,-0.00094524-0.00051127i,-0.00039693+0.00040291i,0.00030447+0.00049709i,0.0006946-5.7544e-05i,0.00087969-0.00014039i,-7.5713e-05+0.00028667i,-0.00055772+0.00031294i,-0.00039862+0.0002362i,-3.9871e-05+0.00031816i,0.00037068-0.00014529i,-0.00027083-0.00032228i,-0.0005421+0.00015123i,-0.00037333+0.00059586i,-0.00059386+8.4704e-05i
-0.0002951-0.00076699i,-0.00089181-0.0011195i,-0.00052749-0.0010749i,1.5851e-05-0.00047174i,0.00091437-0.0005184i,0.0016079-0.00015357i,0.001014+0.00056816i,0.00014823+0.00041034i,-0.00045283+0.00047937i,-0.00085908+0.00077797i,-0.00059852+0.00096529i,-2.6546e-05+0.00095419i,-7.0701e-05+0.00023117i,-3.5821e-05-0.0010234i,0.0002836-0.001081i,0.0003898-0.00046232i,0.00025002+0.00031187i,0.00031894+0.00070508i,0.00010284+0.00058546i,-0.00065141+9.369e-05i,-0.00081819-0.00028419i,-0.00036589-0.00041798i,-0.00034935-0.00062521i
