0.0016597+0.0029531i,0.00032037+0.0017275i,-0.0017185-1.1922e-05i,-0.0021126-0.00019318i,-0.0024432-0.00016205i,-0.0033762+0.001553i,-0.0022707+0.0026704i,0.00010994+0.002201i,0.0010515+0.0011111i,0.0004761-0.00033326i,-0.00032764-0.00017846i,-0.0009197+0.00070705i,-0.0011222+0.0014216i,-0.001032+0.001331i,-0.0010134+0.00053095i,-0.0013048+0.00048105i,-0.0015648+0.0004721i,-0.00063604+0.00089565i,0.00060329+0.00093378i,0.00053481+0.0004086i,0.00010146-0.00027664i,0.00021587-0.00079844i,-0.00037279-0.0010951i
0.00082217+0.0014848i,0.0001151+0.0026191i,0.00015271+0.0015431i,0.00112-0.00054411i,0.00060789-0.0013989i,-0.00043104-0.0015542i,-0.00052237-0.0010511i,0.00013195-0.00017924i,0.00060381+0.00073002i,0.00029239+0.00033796i,0.00020446-9.1502e-05i,0.00021529-0.00037535i,0.00023866-0.00080004i,-0.00021393-0.00058578i,-0.00078884-0.00038457i,-0.00051887-0.00028891i,-0.00011604+0.00027113i,6.3428e-05+0.00080574i,-0.00033022+0.00061273i,-0.00095348-0.00040682i,-0.00074703-0.00016529i,-0.00038728+0.00037632i,-0.00058923+0.00035351i
0.00089647+1.6962e-06i,-0.00097345+0.0011072i,-0.00089947+0.0023205i,-0.00010381+0.0026007i,-0.00017946+0.0013158i,-4.8763e-05+0.00032206i,0.00031277-0.0004307i,0.00021766-0.00037961i,-0.00097968+0.00080253i,-0.00099801+0.00059181i,6.8295e-05+1.5194e-05i,0.00023782+0.00012289i,0.00015359-0.00011231i,0.00039755-0.00017052i,0.00078567-0.00044136i,0.00092683-0.00053695i,0.00083732-0.00038491i,0.0012208-5.0967e-05i,0.00029191+0.00010483i,-0.0010142-0.00018528i,-0.0015382-0.00023572i,-0.0012944+0.00036638i,-0.00060542+0.0006574i
0.00042735-0.00073622i,-0.00033571+0.00093324i,-0.0010152+0.0017407i,-0.0013591+0.0020938i,-0.00067331+0.002122i,-5.5615e-05+0.0013156i,-0.00063025+0.00026925i,-0.0011736+0.00023277i,-0.0007469+0.00047428i,-0.00040511+0.0011218i,-0.0001422+0.0013848i,8.3795e-05+0.00060007i,0.00054342-0.00022981i,0.00083429-0.00035295i,0.00070666-5.3833e-06i,3.8572e-05+0.00018351i,-0.00060366+0.00050374i,-0.00046618+0.00085793i,0.00015068+0.00012478i,-0.00029134-0.00014907i,-0.00084827-1.2575e-05i,-0.00050346+0.00025242i,-0.00072829+0.0005961i
0.0019324+0.0020215i,0.0013166+0.0027183i,0.00064051+0.0022583i,-0.00025237+0.00090654i,-0.00065653-0.00010766i,0.00031793-0.00017019i,0.00093693+0.00034637i,6.3299e-06+0.00062172i,-0.00027066+0.00046089i,0.00033897+0.00036829i,6.1027e-05+0.00081483i,-0.00072089+0.0011873i,-0.00061199+0.0010257i,0.00020126+0.00091431i,0.00021834+0.00063701i,0.00032297+3.6004e-05i,0.00091923+8.033e-05i,0.0004956+0.00044815i,-0.00023294+4.1239e-05i,-0.00057363-0.00024581i,-0.00080068+0.00045294i,-0.00044656+0.001661i,-2.5011e-05+0.0011895i
0.0032215+0.0046312i,0.0024507+0.0061019i,0.0018366+0.004728i,0.0014609+0.0023385i,4.186e-05+0.00093737i,-0.00077503+0.0006005i,-0.00073514+0.00065129i,-0.00099646-0.00026363i,-0.00055016-0.0012865i,-0.00011804-0.0011122i,-0.00026468-0.00017914i,-0.00071149+0.00024197i,-0.0013185+0.00054478i,-0.0010298+0.000274i,-0.00063794+0.00024968i,-0.00070349+0.00028519i,-4.4693e-05+0.00033029i,7.7093e-05+0.00028681i,0.00016905+8.995e-06i,2.8314e-05-0.00015187i,-7.2956e-05+0.00020791i,0.00021786+0.00042456i,-0.00049105-0.00015663i
-0.0008976+0.002332i,-0.00066043+0.0042683i,-0.0006271+0.0045043i,-0.00038233+0.0025732i,0.00036081+0.00045115i,0.00027716-0.00046943i,-0.00028598-0.00029451i,-0.00035139-0.00017687i,-0.00050095-0.00060677i,-0.00071442-0.00057015i,-0.00038043-0.00016667i,4.8361e-05+0.00052494i,0.00020731+0.000339i,-0.0005388-0.00099721i,-0.00061817-0.0011489i,-5.3952e-05-0.00016378i,0.0007601+0.00023345i,0.0014292+6.6001e-05i,0.00012668+0.0001813i,-0.00096178+0.00046145i,-0.0006296+0.00042732i,-0.00066573+0.00062595i,-0.00046198+0.00071179i
0.00075993+0.00081632i,0.00030237+0.0017708i,-0.00012019+0.0026189i,-0.00019014+0.0023333i,0.00043202+0.0013895i,-0.00022035+0.00076044i,-0.0006121+0.0001449i,-0.000504-0.00017421i,9.0172e-05-0.00035173i,0.00055683-0.00057126i,-0.00022484+0.00013337i,-0.0010344+0.0005833i,-0.00088706+0.00044396i,-0.00065516+9.3536e-05i,-0.00025681-0.00064774i,0.00058104-0.00062702i,0.00062441-0.00033306i,0.00035359+0.00025476i,0.0003021+0.00023039i,0.00045433-0.0001184i,-2.197e-05+0.0004579i,-0.00073933+0.00061287i,-0.00014591+0.00031847i
8.7032e-05+0.0025383i,0.0003536+0.0025692i,0.00050629+0.0028072i,0.00062594+0.0021941i,0.0010313+0.00073686i,0.0012505-1.8805e-05i,0.00057213-0.00067529i,3.883e-05-0.0012445i,9.2483e-05-7.4226e-05i,0.00024979+0.00091966i,0.00051871+0.00047095i,0.00097983+0.00012063i,0.00067521-0.00030589i,-0.00024507-0.00049996i,-0.00059611-8.0914e-05i,-0.0010325-0.00045071i,-0.00069764-0.00048075i,-1.7661e-05-0.00015587i,-3.6918e-05+5.1155e-05i,-0.00039257+0.00064199i,-0.0010097+0.00046763i,-0.00043522-0.00015818i,0.00076577-0.00026717i
0.0025965+0.0029144i,0.0032601+0.0043354i,0.0024315+0.0049192i,0.00094886+0.0038747i,0.00051405+0.0016897i,0.00065063+0.00074824i,5.4249e-06-0.00018833i,-0.00028026-0.00063729i,-0.00059521+0.00016638i,-0.00079257+0.0001013i,-0.00042322+5.3392e-05i,-0.0002997+0.00085688i,-0.00058943+0.00075186i,-0.0012804-0.00056964i,-0.00076231-0.0010339i,-0.00029782-0.00039433i,-0.00047185+0.00028733i,-0.00077644+0.00071673i,-0.00056138-5.2332e-05i,-0.00064704-0.00053064i,-0.00088925-0.00030343i,-3.3027e-05-0.00011284i,-4.2509e-05+5.937e-05i
0.0021574+0.0031388i,0.0026534+0.0033935i,0.0020111+0.0022256i,0.001379+0.00024679i,0.0017047-0.0012439i,0.0011797-0.00086643i,0.00058592+0.00017416i,0.00068885-0.00043508i,0.00010322-0.0010238i,0.00015741-0.00072874i,0.00069104-0.00082272i,-0.00038569-0.00062345i,-0.0016784+2.7276e-06i,-0.00096022-0.000113i,0.00011464-0.00013062i,2.1239e-05+0.0011249i,-0.00032271+0.0010277i,5.783e-05-3.1639e-05i,0.00043868-0.00033668i,0.00056258-0.0005659i,-0.00067961-0.00069008i,-0.001891-9.4941e-05i,-0.00098843+7.4084e-06i
0.00016375+0.003625i,0.00035877+0.003449i,0.0008576+0.0042511i,0.0015814+0.0024886i,0.00084463-0.00049141i,-0.0001913-0.0011905i,-0.0010814-0.0004136i,-0.0016162+0.00054006i,-0.0011827+0.00076527i,-0.00058897+0.00081831i,-7.352e-05+0.00092588i,-4.2766e-05+7.1986e-05i,-0.00043004-0.00053168i,-0.00031091-0.00057695i,-0.00018721-0.00072466i,-0.00069126-0.0014168i,-0.0011065-0.0012672i,-0.00032647+0.00011494i,0.00068986+0.0014441i,0.00089815+0.001496i,0.00025273+0.00064538i,-0.00048099-0.00027908i,-0.00038071-0.00038303i
0.0025336+0.0036056i,0.0022877+0.0041486i,0.002112+0.0034481i,0.0015672+0.0012922i,0.00029008-0.00023703i,0.00010766-0.00014518i,0.00047587+0.0010348i,0.00034132+0.0017918i,0.00049978+0.0012528i,0.00013279+0.00029143i,0.00018524+0.00013944i,-0.0001037+0.00021641i,-0.0013911-0.00043675i,-0.0018363-0.00051834i,-0.00097215-1.9482e-05i,-0.00013571-2.4025e-06i,9.3007e-05+0.00010879i,-0.00029341+9.7092e-05i,-0.00016885+0.00032664i,-0.00036351+0.0011178i,-0.00038293+0.00099084i,-0.00018835+0.00011085i,-0.00033476-9.582e-05i
0.0015818+0.00073945i,0.00076278+0.0017626i,-0.00083205+0.003527i,-0.0004819+0.0031747i,0.00010304+0.002017i,-0.00030148+0.00047643i,-0.0003341-0.00089249i,-0.00044154-0.00078841i,-0.00081072-0.00015138i,-0.00069164+5.6335e-05i,-0.00021076+0.00029268i,-1.6021e-05+0.00089058i,-0.00047071+0.00065563i,-0.0005403+0.00028738i,-0.00043853-0.00024931i,-0.00044925-0.00055981i,-0.00070026-0.00047728i,-0.00082749-0.00058775i,-0.00041104-0.00021804i,-0.00063897+0.00044872i,-0.00042499+0.00025404i,0.00040758+3.969e-05i,-8.1128e-05+0.0004785i
0.0026471+0.0013901i,0.0018342+0.0027296i,0.0001428+0.0037394i,-0.00039987+0.00218i,0.00049783+0.00060375i,0.00049736+0.000796i,3.2404e-05+0.0011068i,0.0002306+0.00072328i,0.00034683+0.00035679i,0.00016828+0.00042746i,5.0607e-05+0.00027073i,-0.00098364+0.00056206i,-0.0014917+0.00092612i,-0.0013359-5.1178e-05i,-0.0010772-0.00061536i,-0.0009961-0.00015728i,-0.00067288+6.3199e-05i,-0.00018877+0.00011743i,-0.00040174+1.2255e-05i,-0.00071186+0.00013411i,-0.00013263-0.00017673i,0.00070315+2.4004e-05i,0.00078567+0.0006951i
0.0013077+0.002009i,-0.00041671+0.0035016i,-0.0011632+0.003143i,-0.00067062+0.0019904i,-0.00048075+0.00098202i,-0.00024124+0.00019178i,2.7148e-06+0.00063156i,-0.00063023+0.00066281i,-0.00038101+0.00031546i,-8.1823e-05-0.00037009i,-0.00022535+0.00015673i,-0.00033645+0.0010454i,-0.000355+0.00024774i,-0.00022203-0.00066757i,-0.00018193-0.00039433i,0.00035563-0.00036549i,0.00077495-0.00065118i,0.00023301-0.00060744i,-0.00074693+6.042e-05i,-0.00069763+0.0005428i,-0.00088032+0.00031918i,-0.0010395-0.00065893i,-0.00029421-0.00053768i
-0.00081402+0.0033005i,-0.0018586+0.0041068i,-0.0010607+0.0042753i,0.00070345+0.0019147i,0.0013203-0.00061042i,-0.0007625-0.00099407i,-0.0020276-0.00020299i,-0.001023+0.00065027i,1.4035e-05+0.0011092i,5.3137e-06+1.218e-05i,-0.0002433-0.0011147i,-0.00054925-0.00082907i,-0.00051483-0.00059334i,-0.00053853-0.00031784i,-0.00048157-0.00027897i,0.00016285-3.2662e-05i,0.00069271+0.00066729i,0.00083239+0.00077843i,0.0011749+0.00026399i,0.00047114+0.0004983i,-0.00019427+0.0011633i,0.00094435+0.00069223i,0.0013799-6.8003e-05i
0.001891-0.00038081i,0.0017468+0.00024826i,0.0011549+0.00066764i,0.00052772+0.00084587i,-5.073e-05+0.0016755i,0.0001605+0.0019476i,8.3467e-05+0.0011789i,0.00026835+7.3193e-05i,-0.00044083-0.00047721i,-0.0010023-3.6486e-05i,5.7953e-05+0.00039291i,0.00043681+0.00051829i,-0.00044538+0.00075581i,-0.00098288+0.00068699i,-0.0015526+0.00023471i,-0.0010206+0.00025151i,0.00033132+0.00040919i,3.2588e-05-4.9139e-05i,0.00011452+0.000313i,0.00055568+0.00041404i,0.00016203+0.00024822i,0.00026423+0.00078238i,0.00063821+0.00078045i
0.0021769+0.0031682i,0.0029511+0.0035733i,0.0029503+0.0034646i,0.0014847+0.0016756i,0.0002312-0.00087454i,-0.0005843-0.00098452i,-0.001203+0.00048784i,-0.001213+0.001328i,-0.00071191+0.0012427i,0.00016075+0.0004601i,0.00011503-5.4599e-05i,-0.00058297-0.0010457i,-0.0005372-0.0011759i,-4.2731e-05-0.00023897i,-0.00027449-3.8378e-05i,-0.00029878-6.8241e-06i,2.3578e-06-0.000171i,0.00036574-0.00023392i,-0.00018141+0.00014761i,-0.001235+2.6634e-05i,-0.00077324-0.00046229i,9.1379e-05-0.0011986i,0.00034113-0.0014496i
0.0022737+0.0051351i,0.0021302+0.006018i,0.0015032+0.004486i,0.0016072+0.0026924i,0.0012957+0.001721i,0.00019065+0.00099245i,-0.00049637+0.00074827i,-0.00067872+0.00026713i,-0.0005489+5.4708e-05i,-0.00042381+8.3677e-05i,-0.00060248-0.0002797i,-0.00085306-0.00041803i,-0.00086976-0.000149i,-0.00090746-1.0914e-05i,-0.0012374-0.00014855i,-0.0011769-0.00062806i,-0.00073774-0.00063553i,4.6726e-06+0.00034773i,0.00063768+0.0015226i,0.00039262+0.0013671i,-6.0912e-05+0.00038383i,-7.7601e-05-0.00025475i,3.1761e-05-0.00022787i
0.00097275+0.0033593i,0.00070894+0.0032657i,-9.7947e-05+0.0024472i,-9.7436e-05+0.00090664i,0.00022898-0.00070032i,-0.00014504-0.001108i,-0.00072848-0.00034064i,-0.0014137-0.00052473i,-0.0014927-0.00080244i,-0.0012095+8.2781e-05i,-0.00090041+0.00054936i,-0.00066754+0.00014809i,-0.00089121-0.00046976i,-0.00065264+0.00038215i,-0.00097945-6.1222e-05i,-0.00065694-0.00056356i,5.1613e-05+0.00021758i,4.7905e-05+0.00020274i,5.2624e-05+0.00039137i,-0.00028457+0.0007837i,-0.00053496+0.00019257i,-0.00025764+2.9266e-05i,1.2889e-05+0.00030468i
0.0012709+0.0015541i,-0.00053077+0.00096446i,-0.00023003+0.00028558i,0.0018427-0.0005441i,0.0014076-0.00092249i,7.4316e-05-0.00052153i,-0.0005341+0.00019419i,-0.00039195-0.00033006i,8.9715e-05-0.00031962i,-0.00015058+0.00054479i,-0.00028338+0.00039799i,0.00033671-4.6338e-05i,-0.00017937-0.0005689i,-0.0012288-0.00064518i,-0.00065917-0.00066801i,0.00053698-0.00045447i,0.00035651-0.00076673i,0.0004095-0.00084416i,0.00097337-0.00017254i,0.00048908+0.0012098i,-0.00025704+0.0016739i,1.9897e-05+0.00078943i,0.00010932-0.00034812i
0.0010646+0.0025464i,0.0006529+0.0029689i,-0.00057387+0.003679i,0.00022583+0.0045898i,0.0016242+0.0032386i,0.001491+0.00050756i,0.0006133-0.0003368i,-0.00048505-0.00010648i,-0.00087802-0.0010199i,-0.00085396-0.0015258i,-0.00022831-0.0003016i,-0.00011022+0.0005827i,-0.00052337+0.00039417i,-0.00043188+0.00044445i,-0.00024891+8.6374e-05i,-0.000164-0.00069149i,-0.00049481-0.00041558i,-0.00096536-7.5172e-05i,-0.001113-0.0007449i,-0.00023743-0.0010996i,0.00036967-0.00032859i,-0.0002647-0.00014202i,-0.00073522-0.00036833i
0.001691+0.0042934i,0.0022519+0.0047316i,0.0020797+0.0030387i,0.00090874-0.00037371i,0.00021622-0.00089725i,-0.00048855+0.00084604i,-0.00086403+0.001423i,-0.00024825+0.00096922i,0.00012745+0.00029223i,0.00021113+2.8287e-06i,-0.00094097+0.0002069i,-0.0015144+0.00037913i,-0.0013026+0.00059055i,-0.0015165-1.0609e-05i,-0.0013983-0.00061695i,-0.00072437-0.00021521i,0.00024925+0.00021018i,0.0011816-0.00011915i,0.00095883-0.00053535i,2.5182e-06+7.5788e-05i,-0.00056223-5.4219e-05i,-0.00054741+0.00027465i,-0.0004254+0.0008487i
-0.00070648+0.0023342i,-0.00078824+0.0043739i,0.00048383+0.0051669i,0.0013031+0.0031778i,0.00090554+0.00060332i,0.00084006-0.00023635i,8.8206e-05-0.00068361i,-0.0011469-0.00062902i,-0.0010442+0.00058732i,-0.00058727+0.0010097i,-0.00030304+0.00071394i,-0.00036473+1.609e-06i,-0.00072139-0.00036172i,-0.00068178-0.00034535i,-0.00064187-0.00071536i,-9.8391e-05-0.00017657i,0.00065643+0.00072912i,0.00046831+0.0003779i,-0.00025629-0.0002286i,-0.00067889-8.631e-05i,-0.00078109+0.00033722i,-0.00059919+0.00015557i,-0.00016718-0.00031229i
0.001586+0.0024389i,0.0015891+0.003246i,0.0013574+0.0042168i,0.001127+0.0025565i,0.00039161+0.00034315i,-0.00053443-0.00047698i,-0.00095757+0.00029023i,-0.0014943+0.00049387i,-0.00075808-0.00021067i,-0.00024173+4.3571e-05i,-0.00060358+0.00013717i,-0.00071413-0.00053976i,-0.0010975-0.00071442i,-0.0019249-0.00048219i,-0.0012989-0.00049882i,-0.00060351-0.0004159i,-0.00050365+5.6222e-05i,-0.00038589+0.00023229i,-0.00064504-0.0001536i,-0.00089864-0.00036704i,-0.0010529-0.00023887i,-0.00017332-0.00023619i,0.00097113-0.00052491i
0.0026096+0.0028319i,0.0015942+0.0036128i,0.0012466+0.0032682i,0.0013583+0.001539i,0.00038427-0.00023107i,-0.00017747-0.0004626i,0.00047126-0.00020626i,0.00064145+0.00042172i,-0.00015571+0.00082342i,-0.00049542+0.00089708i,-0.00032454+0.0010713i,0.00034984+0.00072523i,0.00069453+0.00023498i,0.00039255-7.631e-05i,-0.00033681-0.00025003i,-0.00039778-1.9708e-05i,-0.00035278+0.00013633i,-0.00084593+4.4819e-05i,-0.00065466+0.00093692i,0.00025302+0.0006452i,0.00035607-0.0007524i,0.00016786-0.00081562i,0.00025701-0.00014089i
0.00055036+0.003548i,0.00090417+0.0045606i,0.0017581+0.0047974i,0.0013527+0.0031244i,0.00044469+0.0016573i,-0.00077585+0.0013718i,-0.0015362+0.00092965i,-0.00081149+0.00053469i,-0.00016315-0.00010395i,-0.00049284-0.00041031i,-0.0010992-0.00031601i,-0.0012932+0.00018818i,-0.00071112+0.00067533i,-0.0015641-2.0945e-05i,-0.0027049-0.00092235i,-0.0015066-0.00095625i,0.00031953-0.00036827i,0.0007885+0.00018328i,0.00040412+0.000544i,0.0001962+0.00025853i,-8.8838e-05-0.00056218i,0.0008315-0.00063516i,0.0013829+0.0002832i
-0.00067469+0.0023266i,-0.00077919+0.0031857i,-0.00048334+0.0035433i,0.00030971+0.0012197i,0.00021746+2.7366e-05i,-0.0008696-0.00013733i,-0.0015113-0.0006564i,-0.00093063-0.00026317i,0.00011798+0.00018673i,-0.00020475+0.0004269i,-0.00054736+0.00055856i,-0.00044617+0.00061467i,-0.00050806+5.5391e-05i,-0.0012104-0.00013747i,-0.0015968-0.00032088i,-0.00070329-0.0012415i,1.1945e-05-0.00098996i,-0.00037985-0.0001734i,-0.00052221+0.00082827i,0.00036497+0.00080535i,0.00077162+0.00016869i,5.0004e-05+0.00014453i,-0.00027303+0.00019785i
0.00056766+0.0022831i,-0.00054121+0.0034887i,-0.0001166+0.0037986i,0.0013661+0.0029623i,0.0016124+0.00074839i,1.7841e-05-0.0010058i,-0.00045433-2.6734e-05i,-0.00053499+0.00083591i,-0.00097206+0.00081998i,-0.00064991+0.00096895i,-0.00011352+0.00072877i,0.000123+0.00037619i,-0.0003167+0.0001333i,-0.0007127-0.00030858i,-0.00087012-0.00092213i,-0.00037209-0.00060788i,0.00047074+0.00033628i,0.0008294+0.00053104i,0.00046351+0.0002193i,-0.00035533+0.00026964i,-0.0013343+0.00031972i,-0.00091979-0.00019914i,0.00014594-0.00055615i
-0.0021443+0.0059431i,-0.0027533+0.0086959i,0.00058057+0.011771i,0.0028556+0.008317i,0.003253+0.0022795i,0.0013107-0.002476i,-0.0014744-0.0019512i,-0.0023594+4.0077e-05i,-0.0011577+0.00091449i,0.00077826+0.00086009i,0.001634-0.00061804i,0.0012321-0.001194i,-6.8874e-05-0.0015533i,-0.0016528-0.0035466i,-0.001622-0.0049457i,-0.00044758-0.0037004i,0.00042368-0.0011279i,2.2552e-05+1.0798e-05i,-0.0011892-0.0001345i,-0.00082685+0.00060524i,-0.00021468+0.0010833i,-0.00023114+0.00017326i,0.0005365-0.00074852i
0.0053341-0.00034232i,0.0041182-0.0021589i,0.0015688-0.0036037i,-0.00060411-0.0028929i,-0.0013294-0.00053501i,-0.0013013+0.001885i,-0.00043306+0.0021417i,-4.7494e-05+0.00089601i,-0.0006001-0.0004278i,-0.00070625-0.00049929i,-0.00070894+0.00079276i,-0.0010228+0.0014755i,-0.00058299+0.0018221i,-1.778e-06+0.0016914i,-0.00102+0.0015661i,-0.0010734+0.0011338i,6.6136e-05+2.6942e-05i,0.00064401-0.00059666i,0.00038275-9.3165e-05i,0.00035472-5.3959e-05i,0.00019905-0.00039027i,0.00033983-0.00020552i,0.00085118+0.00034409i
0.0036607+0.0022442i,0.0031478+0.0014602i,0.0017063+0.00061433i,8.729e-05+0.00081376i,-0.0017112+0.00030535i,-0.0018345+0.0005208i,-0.00043862+0.0014129i,0.00014321+0.0013983i,-0.00014962+0.00063391i,-6.5456e-05+0.00023397i,-7.9848e-06+0.00058898i,-0.00011317+0.00060194i,7.0005e-05+0.0007268i,0.00043765+0.0016828i,0.00088843+0.0017817i,0.00035868+0.0010457i,-1.4617e-05+0.00066541i,-0.00021842+0.00066321i,7.8564e-05+0.00081763i,0.00030683+0.0002054i,0.00094972-0.00038597i,0.0013604+0.0001304i,0.00083635+0.00065736i
0.0022398+0.0014437i,0.00059543+0.00094329i,-0.00089892+0.00044827i,-0.001116-0.00031603i,-0.00056037+2.1626e-05i,-0.00019006+0.0012169i,0.00074057+0.0011237i,0.0013114+0.0010009i,0.00025761+0.00051788i,-0.00024286+4.7723e-05i,-0.00086858+0.0001663i,-0.0010896+0.0005946i,8.8547e-05+0.0012489i,0.00079869+0.0015029i,0.00013009+0.0014587i,-0.00025645+0.00083939i,0.0001705-0.00017616i,0.0004389-0.00011388i,0.00045957+0.00067688i,0.00060326+0.0013528i,0.00059829+0.00072429i,0.00025362+0.00026165i,0.00024065+0.00017735i
-0.0009329+0.0018425i,-0.0011684+0.0031356i,-0.0010989+0.0027689i,0.00038873+0.00089559i,0.00065555+8.9872e-05i,-0.00035268-0.00040236i,-0.00064927-0.0013275i,-0.00056462-0.00047617i,-0.00052786+0.0011927i,-0.00070154+0.0014176i,-0.00061727+0.00061277i,-9.1591e-05+0.00053957i,0.00040942+0.00065171i,5.5691e-05+0.00065571i,-0.00070346+0.00044083i,-0.0005479+2.0394e-06i,-3.5266e-05+0.00012803i,3.3377e-05+0.00051602i,0.00020552+0.00033636i,0.00015586+8.356e-05i,-5.6961e-06+0.00043976i,-0.00050244+0.00048322i,-0.000718+0.00014711i
0.0010627+0.0002218i,0.0001606+0.0012198i,0.00046622+0.001706i,0.00085915-0.00020955i,0.00053958-0.0017411i,-0.00022659-0.0009772i,-0.00078664+0.00097298i,-0.00044553+0.0013529i,-0.00022511+0.00028895i,-0.0002579-0.00017516i,6.7983e-05-0.00037998i,0.00072163-0.00021405i,-9.5647e-06-0.000387i,-0.00021804-0.00052421i,-0.00053924-0.00075275i,-0.0013831-0.0007502i,-0.0016694-0.00056949i,-0.00114+0.00059539i,-0.00043941+0.0012231i,-0.00030674+0.00020714i,-0.00019964-0.00041745i,-0.00077263-0.00075631i,-0.00094679-0.0006064i
0.0028745+0.0026585i,0.0021647+0.0024508i,0.0012908+0.0022665i,0.00016569+0.0015955i,-3.9009e-05+0.0004593i,-0.00045038+0.0001431i,0.00011726+0.00017323i,0.00088745+0.00030928i,3.2957e-05+0.00062467i,-0.00091967+0.00033594i,-0.00076334+0.00010215i,-0.0003699+0.00029616i,-5.2776e-05+6.6679e-05i,0.0003842-0.0004317i,-9.2283e-05-0.00096476i,0.00027228-0.00067115i,0.00095622+0.00031992i,0.00056927+0.00031154i,0.00020506+5.2615e-05i,-0.00026533+0.00020384i,-0.00037389-2.5493e-05i,0.00058048-0.00023604i,0.00042903-0.00064674i
0.0029424+0.0026314i,0.0015134+0.0027051i,0.00028734+0.0018998i,-0.00015723+0.00085804i,-0.00049983-0.00020124i,-0.00028011-0.00050377i,-0.00024854+6.8653e-06i,0.00024995+0.00066996i,0.00055149+0.00083599i,-5.3293e-05+0.0010244i,-0.00051447-3.8931e-05i,-0.00059934-0.00060284i,-0.0010299+0.00043233i,-0.00069195+0.00040619i,2.3971e-05+0.00066133i,-9.3048e-05+0.00085555i,-0.00039024+0.00016944i,0.00016247+0.0007483i,0.00055283+0.0011906i,0.0003885+0.00022586i,0.00057354-0.00053532i,-0.00015416-0.00076911i,-0.00028962-0.00048642i
-0.00070418+0.0025364i,-0.0010088+0.0035543i,-0.0013321+0.0040854i,0.00021999+0.0031307i,0.0015191+0.0019403i,0.00045103+0.00067859i,-0.00044412-0.0002374i,-0.00055982-0.00024327i,-0.00081382+0.00027241i,-0.00034142+0.00042763i,0.00055641+0.00023826i,0.00022968+5.2554e-05i,2.4603e-05+0.0002823i,-0.00047451+0.00026251i,-0.00081841-5.1977e-05i,-0.00079129-0.00023983i,-0.00051099-0.00013322i,-0.00022481-0.00016282i,-0.00084114-9.3359e-05i,-0.0010807+0.00062133i,-1.3363e-05+0.00089215i,0.00056037-0.00016885i,-3.3417e-05-0.00073037i
0.0011505+0.0021973i,0.00039908+0.0019868i,0.00042931+0.0020764i,0.00053871+0.0016027i,-0.00044625+0.00098505i,-0.0011381+0.0010487i,-0.00066403+0.00096876i,0.00039113+0.00054577i,0.00064111+0.00042311i,0.0005983+0.00053397i,0.00020161+0.0006085i,-0.001147+0.0010595i,-0.0017968+0.00107i,-0.0013685-0.00030678i,-0.0012513-0.00082387i,-0.0010701+0.00022492i,-0.00043614+0.00073442i,-5.6896e-05+0.00076558i,-0.00035281+0.0013664i,0.00012329+0.0011685i,0.00076784+0.00067105i,3.6416e-05+0.00031244i,-0.00046415-0.00010291i
0.0016894-0.0011377i,0.0012634+0.001092i,0.00027894+0.0027388i,-1.9963e-05+0.0024104i,0.00038713+0.00098825i,0.00027849+0.00028494i,-0.0005614-0.00015702i,-0.00041812-0.00058156i,0.00016586-0.00013116i,0.00095092+0.00097387i,0.00093132+0.00115i,0.00016114+0.00055402i,0.00024101+0.00074914i,0.00050438+0.00019004i,0.00030369-0.00043526i,4.8494e-05-0.00016769i,0.00035912-0.00032596i,0.00028692-3.0084e-05i,-0.00054543+0.00059576i,-0.0013951+0.00062684i,-0.00091481+8.8136e-05i,-0.00072322-0.00026569i,-0.00046439-9.6858e-06i
0.0016745+0.002317i,0.0010705+0.0037616i,0.00089881+0.0045442i,0.00055413+0.0037167i,-0.00062277+0.0018874i,-0.0016094+0.00066311i,-0.0020295+0.00082472i,-0.0018053+0.00056848i,-0.00087454+0.00059124i,-0.00064501+0.00072535i,-0.00077257+0.00019494i,-0.0009657-1.7429e-05i,-0.0013495+0.00042864i,-0.00033791+0.00079796i,0.00019624+0.00041976i,-0.00042064-0.00068323i,-0.00014927+3.2348e-05i,0.00016987+0.0015456i,4.7001e-05+0.0014964i,0.00032007+0.00079833i,-0.00026372+0.00082333i,-0.00021794+0.00045478i,7.4543e-05-0.00055823i
0.00082262+0.0024246i,0.00057209+0.0027514i,0.00064751+0.0018746i,0.00031322-0.0001655i,-0.00022085-0.0007373i,0.00016529+0.0010379i,-5.1974e-05+0.0014563i,-0.0001541+0.00070428i,0.00051118+0.00035057i,0.00047928+0.00027343i,-6.1648e-05-0.00023067i,-0.00034181-0.00014187i,-0.00036224+0.00038169i,0.00017374+0.00060456i,0.0001889+0.00037001i,-0.00058815+0.00014761i,-1.1227e-05+7.7946e-05i,0.00029867+0.00022128i,0.00031673+8.8653e-05i,0.00010534-0.00032383i,-0.00059964-0.00013533i,-5.8273e-05+0.00014906i,0.00033676+0.00070943i
