-0.002622+0.001005i,-0.0013267+0.00063637i,-0.0016592+0.0011801i,-0.0006168+0.0014712i,0.00025601+0.0014263i,-0.00057221+0.0012298i,-0.0015191+0.00095594i,-0.00076257+0.001374i,0.00069131+0.00108i,0.001187+0.00020604i,0.00072213-6.9492e-05i,0.00075242-0.00027221i,0.00072495-0.0007275i,-0.00033426-0.0006084i,-0.0012912-0.00018385i,-0.0009949-0.00020123i,-0.00027296-0.00069443i,-3.0039e-05-0.0010692i,0.00022329-0.00088055i,-4.1261e-05-0.00027684i,-7.0304e-05-0.0002906i,0.00051325-0.00067988i,0.00047323-0.00067879i
-0.00098304+0.0017118i,0.00040617+0.0019576i,0.0027696+0.0025435i,0.0037028+0.00065456i,0.0035219-0.0015238i,0.0016644-0.0011981i,-0.00051885-0.00035815i,-0.00076114-9.5656e-05i,-0.00041992+0.00034696i,-0.0002157+0.00032318i,-9.8448e-05-0.00036921i,0.0006786-7.9261e-05i,0.00093256+0.0001162i,-0.00011105+9.9282e-05i,-0.0008034+0.00067822i,-0.0010053+0.0011532i,-0.00065073+0.00094262i,-0.00013639+0.00091542i,9.7404e-05+0.0011424i,0.0002859+0.0010292i,0.0002428+0.000323i,5.179e-06-0.000177i,-7.3886e-05-0.00030353i
0.00033547+0.00075442i,0.00092631+0.0015289i,0.0014512+0.0030945i,0.0019176+0.0023878i,0.0020381+0.00055366i,0.0011386-0.00067705i,7.7512e-05-0.00033204i,-0.00038601+0.00061672i,-0.00061876+0.00046485i,0.00030863-0.00042331i,0.0013982-0.00087559i,0.00097067-0.0006059i,0.00073768-0.00043782i,0.00071224-0.00025768i,0.00011873-0.00012235i,-0.00028369-0.00047578i,-0.00026795-0.00015231i,-4.3607e-05+0.00045715i,-0.00025575-0.0001177i,-0.00073395-0.00054273i,-0.00067997+8.94e-05i,-0.00049069+0.00048665i,-0.00013898-0.00018658i
0.0011316-0.0025076i,0.0010718-0.0022217i,6.8851e-06-0.0030861i,-0.00081497-0.0031106i,-0.0010029-0.0021976i,-0.00079432-0.00078912i,-0.00033164+0.00044395i,-0.00014197+0.00013146i,-0.00019606-0.00029355i,-0.00046192-0.00038797i,-0.00059475-0.00029571i,-0.00075211+4.2989e-05i,-0.00025757+0.00030391i,3.7361e-05+0.00014418i,-0.00024552+4.0393e-05i,-0.00021721+0.00053447i,0.00022155+0.00096134i,-4.7693e-05-3.1966e-05i,-0.00066251-0.0012189i,-0.00092736-0.0012261i,-0.00078395-0.00030121i,-0.00032663-4.7526e-05i,0.00014168+7.5559e-05i
0.00057204+0.00075328i,0.00068868+0.00050489i,0.0018163+0.00059865i,0.001828-0.00037052i,0.00047626-0.00088507i,-0.00057535-0.00097396i,-0.00047716-0.00027464i,-0.00021614+0.00029193i,-0.00052896+0.0003495i,-0.0007289+0.00062872i,-0.0008844+0.0011556i,-0.0010243+0.0008272i,-0.00049199+0.00020698i,-4.6098e-05-0.00067851i,-0.00031497-0.0011955i,2.3577e-05-0.00084966i,0.00022132-0.0013341i,-0.0002882-0.0014122i,-0.00035623-0.00088908i,-0.00031256-0.00051906i,-0.00037192-0.00010678i,-0.0001416+0.00012239i,0.00050511+3.4236e-05i
-0.0012465-0.0004207i,-0.0021461-0.00070839i,-0.0012827-0.00064364i,-0.00036739+0.00055657i,0.00034616+0.0010507i,0.00012929+0.00045076i,-0.00065027+0.00042987i,-0.00050688+0.00033371i,-2.1795e-06-1.1271e-05i,0.00033809-8.4555e-05i,6.5661e-05-2.9695e-05i,-0.0001849-0.00032966i,0.0011012-0.00024026i,0.0014887+0.00026331i,0.00049625+0.00080646i,0.00015816+0.0006655i,-0.00052731+9.7835e-05i,-0.00098344+0.00034791i,-0.00021418+0.00058303i,-4.1041e-05+0.00028332i,-0.00045932+0.00016725i,-0.00011387-1.8867e-07i,0.00011127+5.3888e-05i
-0.00090247-0.00092034i,-0.00055287-0.00086239i,-0.00069217-0.00068165i,-0.00044535-0.0012443i,1.0152e-05-0.00092259i,0.00041228-0.00011577i,0.00061742-0.00032033i,-0.00026068-0.00043384i,-0.0010365-0.00048414i,-0.00080681-0.00050341i,-0.00034697-1.2758e-05i,0.00029222+0.00074069i,0.00013641+0.00087745i,3.1452e-05+0.00035554i,-0.00030421+0.00034658i,-0.00034023+0.00057203i,-0.00024216+0.00032194i,-0.00084791-0.00010222i,-0.0010309-0.00049624i,-0.00056953-0.00016949i,-7.3302e-05-0.00017609i,-0.0002662-0.00041067i,-0.00056007+0.0001846i
-0.00086924+0.00011742i,-0.00076875+0.0011832i,0.00050124+0.00072529i,0.0017684-0.00011394i,0.0019792-4.2844e-05i,0.00070858+0.00028548i,-0.00036072+8.3837e-05i,-0.00047487+1.914e-05i,-0.00065844+0.00040682i,-0.00028871+0.00012989i,-0.0004341-0.00029548i,-0.00093115-0.00062722i,-0.00084597-0.00062317i,-0.0012762-0.00061955i,-0.0010441+0.00046473i,0.0001122+0.0016748i,0.00035481+0.0011618i,7.8894e-07-0.00032563i,-0.00080068-0.00051622i,-0.0014232+0.00026098i,-0.00088896+0.00038093i,-0.00010007-0.00036479i,-0.00016482-0.00041336i
0.00098396+0.0010355i,0.00069253+0.0015887i,0.0010373+0.0010493i,0.00095967-0.00082888i,0.00081555-0.0021651i,0.00027118-0.0013681i,0.00042343-0.00026507i,0.00066241-0.00014552i,0.00053188-0.00015956i,0.001113-0.00026265i,0.0015465-0.00044871i,0.00068089-0.00037199i,-9.8683e-05-0.00016986i,-0.00040611-8.5412e-05i,-0.0006989+0.00027814i,-0.0010622+0.0011604i,-0.0012736+0.001521i,-0.0014986+0.00098979i,-0.001626+0.00066974i,-0.0013868+0.00031565i,-0.0011378-0.00037012i,-0.00047138+0.00027633i,6.7744e-05+0.00098292i
-0.0018521-0.0003569i,-0.00051118+0.00032873i,4.138e-05+0.00032126i,0.00084505+0.00073711i,0.0012269+0.0011788i,0.0012375+0.00052136i,0.00085724+0.00018771i,0.00010464+0.00031423i,-0.0011906+4.6884e-05i,-0.0010908+2.1414e-05i,6.6345e-05+9.6207e-05i,0.00057252+0.00061998i,0.0014669-0.0001539i,0.0014991-0.00050034i,0.00046869-0.00014424i,-0.00055736-0.00061908i,-0.00081114+0.00045416i,-0.00031102+0.001328i,-0.00029659+0.00092606i,-0.00025776+0.00013373i,-0.00015635-0.00071476i,2.3889e-05-0.0002327i,3.0475e-05+0.00025409i
-0.0021553-0.00041601i,-0.0016394+0.00025984i,-0.0012608+0.0010356i,-0.00025231+0.00052123i,0.00032141-0.00030649i,-0.00027109-0.00074661i,-0.00070073-0.00023165i,-0.0011183+0.00025712i,-0.0013643+0.00024687i,-0.0010587-8.888e-06i,-0.00038568-0.00045394i,0.00042481-0.0013234i,0.00083826-0.0014404i,0.00045255-0.00018523i,-0.00072753+0.0005027i,-0.00054367+0.00043141i,0.00042292+0.00053739i,9.0146e-05+7.6415e-05i,-7.993e-05+0.00039141i,-0.00046598+0.00085053i,-0.00082417+0.00050339i,-0.00011321+0.0006499i,0.0003526+0.00067536i
0.0004103+0.0011574i,0.0018357+0.00046203i,0.0029135-0.00045672i,0.0032831-0.00078813i,0.002454-0.00079515i,0.0015184-0.00051683i,0.00018789+0.00039437i,-0.00025499+0.00094724i,0.00016656+0.00049038i,0.00062705-0.00022115i,0.000595-0.0010228i,-3.4676e-05-0.00068134i,-0.00092274+0.00012878i,-0.0014485+0.00066258i,-0.0011731+0.0005881i,-0.00062574-0.00025391i,0.00019729+0.0003725i,0.00066271+0.00080385i,-5.3223e-05-3.2211e-06i,-0.00066497-2.4254e-05i,-0.00039026+9.7636e-06i,-0.00042532-0.00075424i,-0.00063463-0.00017155i
0.00040482+0.0012553i,0.0010581+0.0019288i,0.0019324+0.0015885i,0.0027167+0.00099574i,0.0026186+0.00064678i,0.0012793+0.00036391i,-6.6168e-05+0.00085999i,-0.00032488+0.00077988i,0.00015586+0.00016685i,7.965e-05-0.00037763i,0.00063567-0.0010929i,0.00088832-0.001044i,0.00025878-0.00021592i,-0.00017945+0.00046897i,-3.3433e-05+0.00074202i,-0.00027615+0.0014345i,-0.00051185+0.0011669i,-0.00041023+0.00063347i,2.723e-05+0.00062025i,0.00021439+0.00014591i,6.5346e-05-0.00039187i,-0.00031743-0.00048047i,-0.00043746+0.0006584i
0.00051778-0.00070482i,0.00068779-0.00084447i,-0.00010572-0.001061i,0.00033877-0.0013177i,0.00077081-0.0014597i,0.00016892-0.00085917i,9.5621e-05+8.1893e-05i,0.00014699-0.00021838i,-0.00014953-0.00038798i,-4.1302e-05-0.00030127i,8.5897e-05-0.00044107i,-0.00036125-4.8921e-05i,-0.00069541+0.00027903i,-0.00034371+0.00021531i,0.00020422+0.00023495i,9.2516e-05+0.0005079i,-0.00076885+0.00032621i,-0.0010005-0.00046146i,-0.00056459-0.00076624i,-0.00081269-0.00078268i,-0.0004647-0.0006898i,2.6989e-05-0.00027776i,0.00027703+9.7032e-06i
-0.0034621-0.0012464i,-0.0023064-0.001709i,-0.0019876-0.00073265i,-0.00075522-0.00045636i,0.00087991-0.00048521i,0.0014084+0.00048521i,0.00064311+0.0010957i,-0.00030225-1.0179e-05i,-0.0011778-0.00033043i,-0.00061109+0.00044879i,0.00033402+0.00071643i,0.00098242+3.0452e-05i,0.0018052-0.00061689i,0.0017175-0.00098683i,0.00090738-0.00074124i,0.00027841+0.00078445i,-0.00031303+0.001199i,-0.00030426+0.00024557i,-0.00057576-0.00051925i,-0.0005151-0.00068774i,-0.00062481-0.00058647i,-0.0005116-0.00054093i,-6.7576e-05-0.00052205i
0.0025965-9.1426e-05i,0.0024171-0.00068372i,0.0022023-0.0012209i,0.002011-0.0014785i,0.00082066-0.0015128i,-0.00061071-0.0011798i,-0.00057746-0.0001127i,0.00035771-0.00012504i,0.0011874-0.00081179i,0.00079503-0.00083819i,-0.000196-0.0007881i,-0.0015369-0.00069771i,-0.001612-0.00015806i,-0.00063717+0.00032486i,-0.00042631-0.00012891i,-0.00087802-0.00032185i,-0.0003726+0.00056421i,0.00029196+0.0016696i,7.3907e-05+0.0013463i,-0.00012079+0.0004818i,-0.00053482+0.00059168i,-0.0010829+0.00062114i,-0.0012344+0.0002565i
0.0013526-0.0018986i,0.00075058-0.0021128i,-0.0006979-0.0036605i,-0.00055045-0.0032783i,-0.00032019-0.0018736i,-0.00073393-0.00025883i,-0.0010797+0.00036301i,-7.9647e-05-5.2165e-05i,0.00082974-4.0807e-05i,0.00049198-0.00015975i,0.00028242-0.00035171i,5.3314e-05+4.4816e-05i,-0.00023786+0.00049812i,-0.00028098+0.0011953i,0.00031793+0.0012018i,0.00073654+0.00076934i,0.00093172+0.00087335i,0.00083938+0.00047676i,0.00029374+0.00028729i,0.0001357+0.00076934i,-7.523e-05+0.00019751i,-0.00039451-0.00036302i,-0.00010645+0.00021518i
-0.0010302-0.00013751i,-6.9383e-05+0.0011729i,0.00063549+0.0021405i,0.00097152+0.00052265i,0.0016147-0.0010039i,0.00070773-0.00082706i,-0.00022235-0.0002548i,0.00026406-0.00076334i,0.00030358-0.001144i,9.8149e-05-0.0012323i,-2.5256e-05-0.00026498i,-0.00046678+0.00020426i,-0.00074801-0.00028047i,-8.1604e-05+0.00016155i,0.00043982+0.00010867i,0.00051619+0.00027999i,0.00045511+0.00058693i,0.0001302+0.00049911i,-0.00031421+0.00029098i,-0.00045999+0.00014938i,-0.00031078-0.00036437i,-0.00019546-0.00085024i,0.00048396+0.00011888i
-0.0047927+0.00015623i,-0.0046975+0.00037648i,-0.0041536+0.0010659i,-0.0018242+0.0012241i,-0.00012823+0.00063289i,0.00025372+0.000213i,0.00027131+6.9569e-05i,-5.4946e-06+0.00021974i,1.2206e-05+0.000573i,0.00030361+0.0005927i,0.001076+0.00020822i,0.0014475-0.00056684i,0.00084706-0.0010063i,-0.00015585-0.0010108i,-0.000959-0.00099225i,-0.00078409-0.00097958i,4.8629e-05-0.00078644i,0.00037664-0.00038317i,0.0002418-0.00044871i,0.00053563-0.00016684i,0.00042306+0.00020644i,0.00013953+0.00066276i,3.549e-05+0.0010889i
0.0034902-0.00060596i,0.0029671-0.0017139i,0.0025391-0.0032294i,0.0016372-0.0031671i,-0.00015269-0.0026694i,-0.0006925-0.0013486i,-0.00031276-0.00043916i,0.00024345-0.00016022i,0.00058932+0.00014045i,-8.785e-05-0.00028469i,-0.00061588-0.00044745i,-0.00060751-5.252e-05i,-0.0010965+0.00068996i,-0.0016152+0.00069891i,-0.0015095+0.00040401i,-0.00064188-0.00010464i,0.00052025-0.00025194i,0.00031706+0.00040894i,-0.00079516+0.00013858i,-0.0013887-0.00083194i,-0.0010947-0.00030665i,-0.00076447+0.00041184i,-0.0008574-0.00028841i
0.00084572-0.0005933i,0.0013942-0.00089475i,0.0011769-0.0013422i,0.00051274-0.0017946i,-0.0001882-0.0013263i,-0.00022567+0.00067709i,-9.4356e-05+0.0015838i,0.00020339+0.00084197i,0.00047259+1.3799e-06i,0.00058285-0.00036991i,-8.7439e-06-9.0423e-06i,-0.00081305+0.00012721i,-0.00098029+0.00087155i,-0.0009516+0.0010166i,-6.4485e-05+2.5343e-05i,0.00027645+7.8224e-05i,1.3067e-06+0.00043245i,0.00040261+0.00014588i,0.00021327+0.00066658i,-0.00051108+0.0011174i,-0.0012013-0.00021739i,-0.0010829-0.00024605i,-0.00075907+0.00048877i
-0.00059632-0.0006816i,-0.00097489-0.0019171i,-0.00047666+0.00044053i,0.00088832+0.0021614i,0.00037059+0.00088864i,-0.0007442-0.00044148i,-0.001054-0.00037535i,-0.0012177-0.0001942i,-0.001076+3.3636e-06i,-0.00071607-0.00020257i,-0.00033927-0.0004463i,0.00062335+0.00065079i,0.00097132+0.0010977i,0.00029564+0.00012853i,0.0002819+4.8352e-05i,0.00014666+0.00014375i,0.00020942-0.00078897i,0.00029705-0.00094131i,-0.00030694-0.00013393i,-0.00079784-0.00039915i,-0.0010641-0.00010079i,-0.00095369+0.00048845i,-0.00026094+0.00059873i
-0.0012072+0.0013693i,-0.00095826+0.0015508i,0.00019516+0.00086383i,0.0012179+5.4831e-05i,0.0014479-0.00042752i,0.00057105-0.0002585i,0.00022391+0.00061697i,0.00067596+0.0001678i,0.00049576-0.00075778i,4.5844e-05-0.00095839i,7.3595e-05-0.00022298i,-0.00033191+6.4321e-05i,-0.00091171-0.00054508i,-0.00085101-0.00078571i,-0.00051898-0.00027087i,-0.00010133-0.00033903i,0.00031442-0.00017631i,0.00023239-0.00046641i,-0.00033272-0.00061779i,-0.00049792-5.8017e-05i,-3.7525e-05-0.00016409i,1.4792e-05-0.00063456i,2.8695e-06-0.0003047i
-0.0012654+5.6537e-05i,-0.0018724+9.4185e-06i,-0.0013934-0.00063474i,0.0001804-0.00082447i,0.00077461+0.0002732i,0.00016457+0.0007192i,-0.00077527+0.00043726i,-0.0012291+0.00062061i,-0.0010246+0.00060094i,-0.00099968+0.0003065i,-0.0011141-9.6922e-05i,-0.00066951-0.00057251i,0.0005458-0.0005318i,0.00039292-0.0001843i,-3.3877e-05+1.1463e-05i,0.00053456+7.6304e-06i,0.00055253-0.00022934i,-0.00013352-0.00041262i,-0.00063598-9.0423e-05i,-0.00076748+0.00049915i,-0.0002395+0.00043621i,0.00028876+0.00015867i,0.00031626-0.00038156i
-0.0010805+1.6054e-05i,-0.0015299-0.0006045i,-0.00017946+0.00051171i,0.00086174+0.00087617i,0.00096464+0.00083314i,0.0005455+0.0003317i,-0.00019074+0.00042629i,-0.00041624+0.0010137i,-1.5911e-05+0.00053739i,0.0007212+7.6151e-05i,0.00090893+0.00018371i,0.00032492+0.00023622i,0.00018539-0.00030815i,-0.00028527-4.2407e-05i,-0.00081202+0.0005996i,7.2438e-05+0.00017932i,-0.00012169+0.000305i,-0.00086285+0.00033639i,-0.00080827-0.00026007i,-0.00056561-0.00077879i,-0.00041218-0.0011395i,-0.00036454-0.00044261i,-0.00033825-0.00044694i
0.00053981+0.00024852i,0.0012328-0.00018471i,0.0014398-0.00047436i,0.00085577-0.00089254i,4.0236e-06-0.0009724i,1.6557e-05-0.00066742i,9.279e-06-0.00077891i,-0.00070693-0.00098975i,-0.00073471-0.00093744i,-0.00050878-0.00039885i,1.8649e-05-7.0429e-05i,0.0011662-6.0439e-05i,0.00096863+0.00061961i,-3.7627e-05+0.0013486i,-0.00015536+0.0010945i,0.0005548+0.00056736i,0.0012701+9.1721e-05i,0.00086534-8.0186e-05i,-4.0648e-05-7.2855e-05i,-0.00015867+0.00011259i,0.00055244+3.0844e-05i,0.00090623+0.00025688i,0.00099253+0.00073636i
-0.0028833+0.00089579i,-0.0027493+0.001386i,-0.00091378+0.0013383i,0.00068389+0.0012417i,0.00077427+0.0001558i,0.00047667-0.00087614i,0.00084563-0.00049726i,0.00064776-0.00060953i,-0.00041633-0.00078183i,-0.00049918-0.00086994i,-0.0002352-0.00064476i,4.5261e-05-0.00029661i,0.00040377-0.0003043i,0.00025087+0.00016237i,9.4206e-05+0.00027511i,-0.00011035+0.00026223i,-0.00029873+0.00029666i,-0.00022645-0.00032926i,-1.5142e-06-0.0009723i,0.00018906-0.00057099i,-5.1556e-05-2.5796e-05i,0.00032213-1.5892e-05i,0.0015314-0.0002864i
-0.0024734+0.0017266i,-0.0010931+0.0012765i,0.00032037+0.00078648i,0.0015843+0.0016345i,0.0035466+0.0021634i,0.002696+0.0014008i,0.00071021+0.00049901i,0.00014906+4.1168e-05i,-0.00084587-0.00010624i,-2.6744e-05+0.00042056i,0.0010692+0.0006066i,0.00099668-0.00015573i,0.00059957-0.00023271i,0.00022625+1.141e-05i,8.5539e-05+3.6973e-05i,-0.00014651-3.3957e-05i,-0.0012272+0.00038763i,-0.0011644+0.0010185i,-0.00040559+0.0011573i,-0.00070266+0.0010206i,-0.00044654+0.00069048i,-0.0002604+0.00064829i,0.00023084+0.00027573i
0.0019246+0.00030804i,0.0018993-6.7227e-05i,0.000975-0.00049554i,0.00037344-0.0014194i,0.0003337-0.0016522i,-0.00034439-0.001158i,-0.00028177-0.00088664i,-0.00015884-0.00031986i,-0.00023037+0.00056468i,0.00023913+0.00042407i,-5.7031e-05-0.00022464i,-0.00064588-0.00033292i,-0.0006005-0.00065115i,3.16e-05-0.00014971i,0.00032463+0.00068157i,-0.00038324+0.00085832i,-0.00015194+0.00076069i,-3.2821e-05+0.00027505i,-0.00071354-0.00017499i,-0.0005007-0.00072515i,0.00021426-0.00035274i,0.00042773+0.00046931i,-7.1876e-07+0.00011182i
0.00056012+0.002796i,0.00053191+0.0029339i,0.0014486+0.0026494i,0.002608+0.00076685i,0.0026743-0.0010311i,0.0016253-0.00099236i,0.00071719+0.00041049i,0.00038125+0.00044148i,0.00055578+0.00022344i,0.00049232-0.00015484i,4.9779e-05-0.0013334i,0.00042133-0.00081244i,0.00071102+0.00033597i,0.00028298+7.4877e-05i,-0.00041045-0.00014648i,-0.00014247+4.0383e-05i,0.00082411-0.00064864i,0.0015627-0.00090138i,0.00097911-8.3268e-05i,-0.00017126+0.0002996i,-0.0003447-0.00017892i,-0.00018934-0.00012168i,0.000274-0.00036032i
0.00053009+0.00068981i,0.00011424-0.00050931i,0.0010037+0.00010846i,0.00312-0.00027952i,0.002822-0.0012484i,3.0069e-05-0.001061i,-0.00053835+3.7683e-05i,0.00048032-2.5851e-05i,0.00054499-0.00025013i,0.00049461-0.00034185i,0.00017743-0.00078101i,1.8735e-05-0.00037608i,0.00037007-0.00064129i,0.00068199-0.00033854i,0.00016073+0.00053504i,-0.00091004+0.0003035i,-0.00093694+0.0006704i,-0.0008888+0.00070086i,-0.0011711+0.00052368i,-0.001012+0.00053334i,-0.00040032-5.7004e-05i,0.00055354-0.00068072i,0.00021081+0.00016665i
-0.00046273-0.0020666i,0.00062878-0.0012008i,-0.00034478-0.00067917i,-0.00063213+0.00010266i,0.00032048+0.00017128i,0.0008126-0.00020771i,0.00065865+0.00014864i,0.00095303+0.00078641i,0.00046834+0.00093113i,8.6831e-05+0.00050486i,0.0001033+0.0003928i,0.00011685-0.00010772i,0.00072389-0.0003769i,0.00093707+0.00021749i,0.0010917+0.0003988i,0.00053099-7.7483e-05i,-0.00093848-0.00017852i,-0.00098552-2.4411e-05i,-0.00046524+0.00037894i,-9.6585e-06+0.00062845i,-5.1205e-05+0.00091382i,-0.00016553+0.00076156i,0.00011288+0.00038565i
0.0010592-0.00056228i,0.00091065-0.00035214i,0.00055347-0.00077865i,-0.00033679-0.00097753i,-0.00089021-0.0008867i,-0.00070887+0.00022003i,0.00046515+0.0013075i,0.00029023+0.0011064i,-0.00047882+0.00061272i,-0.00031601+0.00039152i,0.00017552+0.00016706i,0.00038339+0.00027806i,0.00034829+0.00015357i,0.00039873-7.1185e-05i,1.472e-05+0.00019659i,-0.00063196+0.00097218i,-0.00065918+0.0014849i,-0.00029486+0.0014828i,-0.00085755+0.00080572i,-0.0010233-0.00037977i,-0.00034691-0.00037603i,-0.00033499+6.4118e-05i,-0.0010606-0.00054275i
-0.0011759+0.00074225i,-0.0018253-0.00019466i,-0.0015366+0.00027912i,-6.3642e-06+0.00054355i,0.00059377+0.00027375i,0.00041214+0.00083455i,0.00029305+0.0010611i,0.00021546+0.0010019i,0.00034219+0.00096311i,0.00070283+0.00045783i,0.00088672-0.00018801i,0.00067918-0.00053036i,0.00092125-0.00027412i,0.00097023+0.00043148i,0.0006639+0.00050269i,8.4145e-05+0.00041937i,-0.00092678+0.00011991i,-0.0010696-0.00041341i,-0.00056453-0.00064961i,0.00038672-0.00037199i,0.001127+0.00049957i,-0.0001781+0.0011819i,-0.00079579+0.00071609i
0.0023756-0.00072982i,0.0023996-0.00073396i,0.0025932-0.00037213i,0.0019321-0.00017978i,0.0010977-0.00070252i,0.00078186-0.00060643i,-0.00017221+0.00073311i,-0.00071518+0.0009914i,0.00027745+0.00044945i,0.00082559-4.6266e-05i,0.00049609+3.6161e-05i,4.4771e-06-0.00019104i,0.00013609+0.00058567i,7.6527e-05+0.00095297i,-0.00035245+0.00018252i,-0.00042427+0.00028597i,-0.00057387+0.0012591i,-0.00098412+0.0010208i,-0.00070299+7.0072e-05i,-4.1924e-05-0.00045038i,-4.6915e-05-0.00023115i,-0.00022711+0.00015658i,-0.00046169+1.6164e-05i
0.0017677+0.0021733i,0.0020754+0.0028156i,0.0031581+0.0019249i,0.0029372-0.00050191i,0.0020276-0.0017339i,0.00096741-0.0011949i,8.0174e-05-0.00080315i,0.00096456-0.00052345i,0.0020601-0.00051879i,0.0012047-0.001322i,0.0003109-0.0014005i,-0.00058152-0.0008018i,-0.00073871-0.00029212i,-0.00034116-9.602e-05i,-0.00022661-0.00019535i,-0.00019391-7.0148e-05i,-0.00061304+0.00015795i,-0.0012008+0.00042574i,-0.00097072+0.0010438i,-0.0014889+0.0014136i,-0.0021783+0.00034727i,-0.0014946-0.00052826i,-0.00067178-0.0010543i
-0.0016212-0.00092438i,-0.0026956-0.0016173i,-0.0019365-0.0014592i,-0.00055887-0.00067678i,0.00021743-0.00037338i,7.5352e-05+0.00021413i,-0.00060687+0.00042803i,-0.001307+0.00062065i,-0.00134+0.00078686i,-0.00048131+0.00075719i,0.00027453+5.5783e-05i,0.00026454-0.00043076i,0.00018234+0.00012952i,-0.00010071+3.2761e-05i,-0.00018552-0.00021848i,-0.00032908-0.00020925i,-0.00087497+7.5846e-05i,-0.00081588+4.3324e-05i,3.0901e-05-0.00040668i,0.00024625-3.5821e-06i,0.00061374+0.00057016i,0.0012337+0.0015061i,0.0010173+0.0021122i
-0.00065757+0.00043812i,0.00040568+0.00024039i,0.00088254+0.00061644i,0.00063066+0.00041538i,0.00075696-0.00050775i,0.00028472-0.0002936i,-0.00092906+0.0001204i,-0.0015902+5.0699e-05i,-0.0011818+0.00033377i,-0.00023456+0.00029401i,0.00047972-0.0001102i,0.00025565-0.00065939i,-0.00013974-0.0010987i,-0.00012486-0.0006175i,-0.00010487+0.00023482i,0.00031247+0.00047744i,0.00027894+0.00077119i,-0.00028904+0.00080371i,-0.00069661-0.00033134i,-0.00019884-0.00065144i,-3.5905e-05-5.1209e-05i,-0.00030623+0.00055825i,-0.00015459+0.00077782i
0.0020644-0.0029558i,0.0015395-0.0031004i,0.00041224-0.0033681i,-0.00035558-0.002753i,-0.00043563-0.0015715i,-0.00046928-0.00037993i,-0.00054661-0.0001356i,-0.00026914-0.00052774i,9.4274e-05-0.00050703i,-0.00016125-0.00016617i,-0.00047969-0.00014188i,-0.00060724+0.00020822i,-0.00036964+0.00021948i,-0.0001335-9.414e-05i,0.00047371+0.00021492i,0.0015588+0.00014329i,0.0011477-0.00033963i,-0.00053986-3.9098e-05i,-0.0012479+0.00074373i,-0.00038756+0.0010983i,0.00033856+0.00072031i,-0.00057012+0.00019812i,-0.0012015-0.00041875i
-0.00069231+0.0003241i,-0.00041262+0.00016231i,0.0012395-0.00041112i,0.002082+1.2665e-06i,0.0015051+2.8599e-05i,0.00062018-0.00013339i,-5.5886e-05-0.00025873i,-5.3526e-05-0.0002474i,-1.1338e-06+0.00019805i,8.3979e-05+0.00031519i,9.6539e-05-5.4191e-06i,0.00038273-0.00063972i,-0.00011041-0.00094634i,-0.0010924-0.0002304i,-0.0014097+0.00035523i,-0.0012447+0.00049591i,-0.0013961+0.00018577i,-0.0017577-0.00044713i,-0.0014422-0.00037079i,-0.00051844-0.00028776i,0.00023895+0.00014055i,0.00049552+0.00057366i,0.00037024+0.00074509i
0.00055818-0.00061661i,0.0001682-6.6577e-05i,0.00074945-8.1935e-06i,0.001142-0.00050132i,0.0014324-0.00035067i,0.0011238+0.00033782i,2.9974e-05+0.0010487i,-0.0003719+0.00023578i,0.00017904-0.00024993i,0.00062285+0.00019387i,0.00043655-0.00010658i,7.8972e-05-4.0892e-05i,0.00032953+0.00048575i,0.00080998+0.00030141i,-4.6556e-05+0.00010168i,-0.00070707+0.00078655i,-0.00035608+0.00077493i,-0.00026502+0.00054774i,-0.00077483+0.00075285i,-0.0005523+0.00059699i,-0.00014287+0.00068134i,-0.00023299+0.00082967i,-0.00019802+0.00042274i
0.0011823-0.0017797i,8.975e-05-0.00096485i,0.00038678-0.0013827i,0.00053676-0.0015836i,-7.9414e-05-0.0013222i,1.7908e-05-0.00036081i,0.00027872+0.00032743i,-0.00066231-0.00011266i,-0.0011514-0.0005194i,-0.0004423-0.00092601i,0.00050302-0.00075284i,-7.0739e-05+0.00037086i,-0.00061478+0.0011995i,-0.000306+0.0014526i,-0.00049412+0.0014916i,-0.00046142+0.0014022i,-0.0001015+0.00077437i,5.4322e-05-3.3741e-05i,-0.00024784+0.00011437i,-0.00028811+0.0007349i,-0.00079863+0.00088893i,-0.00076247+0.00013719i,-0.00059478+0.00031887i
0.0012556-0.001639i,0.00051837-0.0006499i,0.00069631-0.0011113i,0.00059504-0.0018314i,-0.00033338-0.0016199i,-0.00082154-0.00047288i,-0.00030405-0.00012992i,0.00041511-0.00032499i,-0.00041951-0.00075423i,-0.0011023-0.00098312i,-0.00080172-0.00075445i,-0.0009361-0.00073488i,-0.00060642-5.2711e-05i,0.00029173+0.00019926i,0.00059035+0.00047278i,0.00066629+0.00096416i,0.00010072+0.00030121i,-0.00023629-0.00039293i,-0.00045445-0.00024568i,-0.00070624+1.0838e-05i,-0.0007557+0.00015115i,-0.00074254+9.6195e-05i,-0.00096756+0.00062436i
