-0.0014316+0.0003225i,-0.0012717-0.00016464i,-0.0016567+0.0009025i,-0.0019484+9.2794e-05i,-0.0012258-0.0010226i,-3.6917e-05-0.00011083i,-0.00040464+0.00062232i,-0.00053461+0.00049218i,9.6674e-06+0.00033391i,0.00066966-0.00013964i,0.0008078-0.0011302i,-2.0771e-05-0.0013295i,-0.00032669-0.00072093i,0.00045301+0.00033688i,0.00053039+0.00047428i,1.9201e-05+5.569e-05i,4.2416e-06-0.00018872i,0.00041562-0.00025869i,0.00023228-8.364e-05i,-0.00032754+0.00065176i,-0.00049276+0.0011698i,-0.0013379+0.00016825i,-0.0010689-0.00038973i
-0.034076-0.05065i,-0.067021+0.031147i,-0.072307+0.14694i,-0.02393+0.17629i,0.0095744+0.10662i,-0.0061443+0.02813i,-0.01666-0.0051965i,-0.0056697-0.0090085i,0.0033286-0.011243i,0.00099961-0.016626i,-0.0028552-0.013984i,0.00057199-0.0012515i,0.0054912+0.0076014i,0.0063888+0.00052475i,0.0066204-0.017901i,0.0052344-0.025722i,0.0015756-0.014283i,-0.011621+0.000162i,-0.030678+0.0038009i,-0.035502+0.00022258i,-0.026378-0.0017794i,-0.014274-0.0016319i,-0.0056231-0.00083819i
-0.096987+0.33912i,-0.065819+0.50164i,0.017786+0.39689i,0.052019+0.11118i,0.010804-0.066322i,-0.027549-0.080566i,-0.034792-0.056167i,-0.032723-0.040341i,-0.027316-0.027419i,-0.024565-0.015336i,-0.023103-0.0047455i,-0.019246-0.005338i,-0.018714-0.013279i,-0.024079-0.014693i,-0.031783-0.005374i,-0.036545-0.00068621i,-0.034668-0.0059262i,-0.021822-0.0049566i,-0.0036759+0.0088495i,0.0054364+0.025464i,0.0071631+0.027498i,0.0067636+0.015214i,0.0050544+0.0030261i
-0.061642+0.16628i,-0.019285+0.12302i,0.041245-0.029986i,0.016221-0.14268i,-0.048793-0.1172i,-0.045502-0.033767i,-0.011595+0.0079548i,-0.0056017+0.0084446i,-0.01363+0.0071342i,-0.012549+0.01262i,-0.0088341+0.010287i,-0.0060749-0.0006958i,-0.00073439-0.0094074i,0.0056039-0.00092914i,0.012466+0.020487i,0.018731+0.028792i,0.016997+0.014571i,0.0042924-0.0065029i,-0.0098387-0.019074i,-0.011645-0.019123i,-0.0020418-0.011435i,0.004586-0.0045465i,0.0051572-0.0015524i
0.067881-0.26952i,0.054523-0.43667i,-0.015127-0.37192i,-0.059886-0.11449i,-0.029967+0.065706i,0.014602+0.094827i,0.034595+0.063871i,0.03276+0.029892i,0.022177+0.014676i,0.021266+0.012336i,0.026655+0.0089806i,0.028227+0.011161i,0.030414+0.016519i,0.033936+0.015044i,0.038509+0.0070439i,0.040345-0.00059186i,0.037364-0.0066295i,0.034994-0.01184i,0.034496-0.015611i,0.026884-0.019041i,0.010065-0.016175i,-0.00060134-0.0071054i,-0.0017789-0.0015992i
0.14695-0.20731i,0.092693-0.19598i,-0.016176-0.039917i,-0.0050578+0.10787i,0.086655+0.12145i,0.096228+0.046081i,0.040846-0.0011183i,0.012653-0.0064042i,0.012861-0.00647i,0.015579-0.0088313i,0.016696-0.0071559i,0.0086328-0.0014605i,-0.0071701+0.0049391i,-0.017867-0.0020047i,-0.025587-0.024762i,-0.031526-0.037779i,-0.029251-0.024682i,-0.025103-0.00010374i,-0.026382+0.014564i,-0.024878+0.013941i,-0.019563+0.0044349i,-0.016196-0.0010127i,-0.012211+0.00084914i
-0.012405+0.2005i,-0.017807+0.34757i,0.005192+0.31229i,0.040565+0.098844i,0.036624-0.079124i,0.013464-0.11297i,-0.0021738-0.069139i,-0.012054-0.025205i,-0.01299-0.0071528i,-0.016593-0.0052349i,-0.02537-0.0050312i,-0.030707-0.0075734i,-0.033796-0.010018i,-0.035033-0.0054886i,-0.03499+0.0051213i,-0.036181+0.019816i,-0.032042+0.032725i,-0.01171+0.034423i,0.020846+0.026632i,0.040305+0.017608i,0.035346+0.010541i,0.021485+0.0061363i,0.012448+0.0030709i
-0.21701+0.18226i,-0.15173+0.20513i,-0.0032992+0.073772i,0.00091484-0.075476i,-0.10051-0.09026i,-0.10852-0.024257i,-0.039948+0.0037342i,-0.003847+0.005306i,-0.0043517+0.011047i,-0.0084242+0.013221i,-0.0070989+0.0088957i,0.0018342+0.00025793i,0.015905-0.01168i,0.026333-0.02096i,0.034697-0.016378i,0.041925-0.0059551i,0.032776-0.0037487i,0.0033203-0.0025843i,-0.030242+0.0012088i,-0.042918+0.0025858i,-0.026436+0.0013917i,-0.0042208-0.0011403i,0.0065516-0.0048212i
-0.082547-0.1573i,-0.066255-0.26531i,-0.03182-0.22815i,-0.036581-0.046468i,-0.045456+0.11277i,-0.031655+0.13676i,-0.016542+0.071448i,-0.0052898+0.012104i,0.00858-0.0065271i,0.022457-0.0069639i,0.028931-0.0037412i,0.031275+0.0040787i,0.031491+0.010385i,0.026707+0.011657i,0.013943+0.0076684i,0.00070076-0.0019383i,-0.00048837-0.012108i,0.010687-0.022516i,0.022081-0.033198i,0.016573-0.031957i,0.0024321-0.017806i,-0.001997-0.0073035i,-0.0033911-0.0047103i
0.20946-0.12654i,0.14833-0.15615i,-0.0090179-0.05196i,-0.013525+0.074332i,0.094368+0.071379i,0.097054+0.0082232i,0.01814-0.0003116i,-0.015496+0.0079207i,-0.007125-0.0081385i,-0.0039096-0.018336i,-0.0088075-0.0091273i,-0.013755+0.0071015i,-0.01896+0.024345i,-0.024511+0.038118i,-0.02791+0.04054i,-0.027895+0.031431i,-0.021271+0.017829i,-0.01689+0.010833i,-0.021225+0.015937i,-0.022464+0.020751i,-0.019773+0.015198i,-0.023301+0.010033i,-0.023554+0.011971i
0.17256+0.15436i,0.13834+0.22855i,0.044661+0.16079i,0.011454-0.024441i,0.023664-0.17392i,0.014423-0.17809i,0.0089321-0.075797i,0.01228+0.00056865i,-0.008366+0.011765i,-0.029909+0.0078727i,-0.031621+0.0037811i,-0.029831-0.0037279i,-0.024349-0.0069011i,-0.0080294-0.0054801i,0.016898+0.0032118i,0.037951+0.015043i,0.040976+0.017374i,0.038758+0.0044346i,0.046281-0.014501i,0.053635-0.025498i,0.045352-0.022401i,0.028725-0.011504i,0.018157-0.0032327i
-0.14714+0.10206i,-0.085603+0.10784i,0.054299+0.0072292i,0.044818-0.093814i,-0.076875-0.064466i,-0.083382+0.012663i,0.0018763+0.0073149i,0.029494-0.019881i,0.0082313-0.0039232i,0.003174+0.014676i,0.015545+0.0075554i,0.026586-0.015465i,0.027374-0.045299i,0.019689-0.075764i,0.011463-0.098073i,0.0082945-0.10033i,0.0040925-0.076162i,-0.014591-0.030812i,-0.040027+0.017517i,-0.048646+0.039953i,-0.031426+0.029372i,-0.0075403+0.0071434i,0.0057061-0.0075591i
-0.27189-0.19531i,-0.22538-0.22193i,-0.08121-0.11126i,-0.010777+0.070863i,-0.015861+0.20767i,-0.0024476+0.21003i,-2.8986e-05+0.094467i,-0.014272+0.002377i,0.0056841-0.015848i,0.033913-0.01559i,0.038246-0.013662i,0.033101-0.0075914i,0.021235-0.0022095i,-0.0017299+0.006133i,-0.029141+0.013178i,-0.051225+0.018584i,-0.052014+0.020907i,-0.022966+0.0070443i,0.0042429-0.02368i,0.0021984-0.038621i,-0.0087371-0.024252i,-0.0070983-0.0089676i,-0.0014976-0.0056807i
0.06408-0.15995i,-0.020375-0.1226i,-0.13854+0.011031i,-0.10182+0.12152i,0.042693+0.10852i,0.074988+0.051706i,0.012267+0.053964i,-0.0093432+0.062803i,0.007929+0.031976i,0.0060651+0.003885i,-0.012967+0.008026i,-0.024438+0.030458i,-0.018368+0.057621i,0.00089348+0.077573i,0.015945+0.082271i,0.014451+0.070359i,0.0028776+0.050003i,-0.0081192+0.040582i,-0.0075884+0.044895i,-0.00047672+0.041992i,-0.0030208+0.029973i,-0.012742+0.025761i,-0.016714+0.025848i
0.34118+0.25333i,0.29412+0.23766i,0.12334+0.074393i,0.015678-0.12292i,-0.0026862-0.23934i,-0.0034359-0.22606i,0.014117-0.11133i,0.034047-0.016064i,0.01151+0.012002i,-0.019021+0.018542i,-0.024+0.016626i,-0.025293+0.00926i,-0.022284+0.0077065i,-0.0024297+0.0088417i,0.025054+0.011825i,0.045895+0.011184i,0.048644-0.001412i,0.037409-0.025663i,0.030291-0.052852i,0.030244-0.065552i,0.027406-0.054484i,0.020759-0.032649i,0.011992-0.014974i
0.0074945+0.29712i,0.12592+0.2297i,0.23005+0.038524i,0.16257-0.10506i,-0.001412-0.12472i,-0.065298-0.090248i,-0.031608-0.087184i,-0.014062-0.088164i,-0.020145-0.051646i,-0.009885-0.018558i,0.0069021-0.017282i,0.012987-0.029923i,0.0035098-0.047409i,-0.022849-0.063636i,-0.046958-0.069951i,-0.05156-0.065481i,-0.044099-0.047969i,-0.039284-0.01224i,-0.034591+0.037924i,-0.018959+0.069812i,0.0017988+0.055119i,0.008963+0.019057i,0.0063323-0.001458i
-0.39828-0.2542i,-0.37631-0.21859i,-0.21258-0.052974i,-0.089066+0.11363i,-0.047091+0.19603i,-0.039859+0.17656i,-0.052557+0.096526i,-0.054062+0.028775i,-0.025456-0.015512i,-0.0036087-0.041858i,-0.00014544-0.03679i,0.0077434-0.017143i,0.019316-0.0069913i,0.022116-0.0032469i,0.016373+0.0058984i,0.0080984+0.025887i,0.0089746+0.037539i,0.014234+0.017191i,0.0049977-0.022988i,-0.0094646-0.039246i,-0.01078-0.025343i,-0.0020344-0.01314i,0.0043978-0.011422i
-0.064355-0.46259i,-0.21421-0.3853i,-0.29762-0.12112i,-0.18932+0.084358i,-0.022843+0.1458i,0.047065+0.14689i,0.044806+0.14444i,0.037498+0.12015i,0.035482+0.072446i,0.023468+0.038033i,0.0099054+0.0291i,0.0078227+0.0263i,0.016742+0.021827i,0.03333+0.010413i,0.047285-0.012661i,0.045963-0.034608i,0.030238-0.029484i,0.020648+0.0064632i,0.027211+0.035161i,0.025507+0.027756i,0.0034575+0.011288i,-0.011363+0.013789i,-0.0082063+0.018248i
0.42653+0.20089i,0.43324+0.17507i,0.29595+0.03343i,0.17522-0.11822i,0.1316-0.19551i,0.11862-0.18743i,0.099859-0.13677i,0.062401-0.073892i,0.026849-0.0054693i,0.021204+0.035206i,0.021961+0.029415i,0.0050019+0.0067448i,-0.020272-0.0011089i,-0.03701+0.009763i,-0.038413+0.02164i,-0.026149+0.015685i,-0.0102-0.0046543i,0.00018894-0.030033i,-0.008791-0.053507i,-0.035391-0.059245i,-0.044356-0.042916i,-0.029558-0.026134i,-0.017273-0.016062i
0.048909+0.58491i,0.23441+0.51808i,0.3531+0.22489i,0.25966-0.012306i,0.093627-0.090872i,0.0023201-0.1164i,-0.042386-0.13287i,-0.062857-0.11031i,-0.055757-0.062424i,-0.029887-0.02549i,-0.0071146-0.011949i,-0.0044908-0.0084354i,-0.021634-0.0025124i,-0.048916+0.015057i,-0.067627+0.044812i,-0.064231+0.061781i,-0.045084+0.049919i,-0.030054+0.036405i,-0.011776+0.049981i,0.021717+0.066741i,0.039378+0.053617i,0.026495+0.027014i,0.012406+0.0090248i
-0.43346-0.13774i,-0.47622-0.12419i,-0.38194-0.030518i,-0.27571+0.067413i,-0.21521+0.11525i,-0.17226+0.13277i,-0.11412+0.13904i,-0.052132+0.098261i,-0.02472+0.015172i,-0.035976-0.039152i,-0.042319-0.034172i,-0.022108-0.0040494i,0.017771+0.011787i,0.064597+0.0026726i,0.094163-0.0083397i,0.091594-0.0027203i,0.067418+0.00011812i,0.033927-0.021416i,-0.0027137-0.046169i,-0.019673-0.044788i,-0.007061-0.024568i,0.0069361-0.009584i,0.0048607-0.0042291i
0.057608-0.56381i,-0.14104-0.54727i,-0.31628-0.27709i,-0.27752-0.010516i,-0.14683+0.12304i,-0.059764+0.17198i,0.01751+0.1715i,0.076074+0.12525i,0.0759+0.069211i,0.046586+0.038523i,0.028834+0.026569i,0.03079+0.017448i,0.043026-0.00068299i,0.048039-0.036866i,0.035908-0.081861i,0.0084687-0.10584i,-0.017749-0.08179i,-0.015156-0.027197i,0.015833+0.0077716i,0.036159+0.0062858i,0.02291-0.001001i,0.0045536+0.0076559i,0.003994+0.016582i
0.38346+0.19304i,0.46273+0.19286i,0.39786+0.089816i,0.28939-0.046677i,0.21231-0.14786i,0.16218-0.18437i,0.10001-0.17763i,0.029456-0.12605i,0.0077353-0.039717i,0.026132+0.0075703i,0.028173-0.0010095i,0.007354-0.018736i,-0.021161-0.016371i,-0.046681+0.005423i,-0.055405+0.027979i,-0.046682+0.033798i,-0.034338+0.025903i,-0.027457+0.017078i,-0.030487+0.013886i,-0.0362+0.016069i,-0.025539+0.012542i,-0.0077095-0.0027825i,-0.0015844-0.012279i
-0.30256+0.41932i,-0.10575+0.49801i,0.18058+0.32679i,0.24176+0.099517i,0.13941-0.0069334i,0.051746-0.057368i,-0.025206-0.094591i,-0.077676-0.078211i,-0.07372-0.038735i,-0.04305-0.013904i,-0.019469-0.004357i,-0.018371-0.0088548i,-0.040071-0.0093066i,-0.065945+0.010586i,-0.070647+0.043223i,-0.045483+0.06318i,-0.014552+0.060309i,0.0043098+0.053591i,0.019543+0.045857i,0.029713+0.019054i,0.024786-0.0082341i,0.014249-0.015704i,0.0086268-0.018885i
-0.34513-0.39233i,-0.48199-0.40453i,-0.45073-0.24299i,-0.31568-0.063274i,-0.19142+0.04609i,-0.10201+0.10851i,-0.028064+0.12597i,0.018704+0.08526i,0.013054+0.015797i,-0.019644-0.021532i,-0.037025-0.01633i,-0.034847-0.0045088i,-0.013773-0.007012i,0.023279-0.021157i,0.050947-0.033936i,0.053295-0.029973i,0.042637-0.02479i,0.019565-0.038924i,-0.020659-0.048255i,-0.053151-0.028704i,-0.054305-0.0048655i,-0.038+0.0032892i,-0.025651+0.0094007i
0.55763-0.23297i,0.39966-0.36591i,0.051898-0.27194i,-0.086934-0.058541i,-0.030243+0.066338i,0.015593+0.10357i,0.050834+0.10267i,0.08084+0.058564i,0.082131+0.025221i,0.074526+0.015497i,0.060917+0.011833i,0.051042+0.019227i,0.050207+0.025115i,0.043146+0.017514i,0.024623+0.0024078i,0.0012177-0.013902i,-0.011643-0.019541i,-0.0047086-0.014483i,0.012142-0.010358i,0.019105-0.005751i,0.0083612+0.0051181i,-0.004696+0.020269i,-0.0035135+0.027014i
0.30967+0.68959i,0.48737+0.66582i,0.44802+0.37731i,0.28479+0.086845i,0.17452-0.096296i,0.10975-0.19418i,0.029979-0.18108i,-0.026251-0.094709i,-0.026538-0.03161i,-0.007742-0.015714i,0.0013599-0.014423i,0.010608+0.0039158i,0.02717+0.030195i,0.04165+0.04344i,0.048724+0.044138i,0.048224+0.03426i,0.037575+0.021219i,0.027534+0.011671i,0.032408+0.0092463i,0.046672+0.011561i,0.05516+0.0019261i,0.045913-0.014072i,0.02848-0.0215i
-0.73674+0.083243i,-0.5968+0.24846i,-0.19549+0.23371i,-0.010923+0.10581i,-0.071835+0.048517i,-0.1166+0.056729i,-0.10447+0.04989i,-0.085638+0.03928i,-0.078001+0.032876i,-0.068623+0.032259i,-0.036767+0.02761i,-0.012232+0.0043883i,-0.017824-0.012428i,-0.037126-0.015029i,-0.049438-0.014767i,-0.041413-0.012276i,-0.022166-0.010306i,-0.0074485-0.00015452i,-0.0013968+0.0030063i,-0.0079286-0.014422i,-0.015005-0.022296i,-0.010508-0.018259i,-0.0078434-0.021455i
-0.23978-0.90233i,-0.46614-0.84822i,-0.46598-0.51255i,-0.30644-0.24994i,-0.17849-0.089458i,-0.092569+0.031342i,-0.014223+0.064392i,0.020651+0.035739i,0.010524+0.01331i,-0.015874+0.010027i,-0.034736+0.0060685i,-0.043812-0.020538i,-0.05026-0.061818i,-0.050897-0.089529i,-0.042135-0.088683i,-0.036369-0.059321i,-0.036641-0.022362i,-0.035745-0.0062606i,-0.03588-0.0042646i,-0.030484+0.0034773i,-0.017074+0.01078i,-0.0054057+0.01024i,-0.0017342+0.012149i
0.75108+0.04357i,0.64503-0.095673i,0.30422-0.074852i,0.14499+0.038981i,0.13277+0.060173i,0.089132+0.033957i,0.05366+0.014088i,0.044955-0.014517i,0.057566-0.018054i,0.086684-0.01342i,0.086593-0.019625i,0.061401-0.018586i,0.035067-0.010092i,0.012625+0.014184i,0.00030036+0.041285i,-0.0062202+0.039415i,-0.0082846+0.019903i,-0.012553+0.0075592i,-0.023558+0.01007i,-0.032726+0.012678i,-0.037913+0.0088373i,-0.032606+0.015002i,-0.012011+0.022512i
0.0191+0.96219i,0.24083+0.9371i,0.29015+0.54165i,0.17289+0.17568i,0.11124-0.033909i,0.10483-0.15467i,0.062902-0.15236i,0.025696-0.084244i,0.016083-0.051024i,0.0069474-0.04503i,-0.0065403-0.024183i,-0.0098855+0.021603i,0.013739+0.063061i,0.049979+0.070334i,0.06834+0.054273i,0.066969+0.028651i,0.051506+0.0063537i,0.037347-0.0055484i,0.034207-0.010561i,0.033207-0.0071374i,0.031869-0.0092388i,0.023886-0.021234i,0.010747-0.025534i
-0.67123-0.18352i,-0.59003-0.12283i,-0.31016-0.079088i,-0.19018+0.0013281i,-0.20041+0.14507i,-0.1589+0.21115i,-0.088957+0.15161i,-0.044997+0.07896i,-0.03507+0.035958i,-0.040956+0.019517i,-0.034189+0.019774i,-0.024188+0.032326i,-0.012124+0.056857i,0.0048517+0.063835i,0.015426+0.043334i,0.020409+0.020241i,0.017956+0.0022346i,0.0033426-0.0015623i,-0.0057347+0.011364i,0.0026459+0.024795i,0.010335+0.031065i,0.0046053+0.026529i,-0.0048641+0.019258i
0.21393-0.83175i,0.0013937-0.84114i,-0.15364-0.54325i,-0.10704-0.2909i,-0.019308-0.16316i,0.0080289-0.059615i,0.002028+0.0039814i,-0.012077+0.014202i,-0.018979+0.0078894i,-0.029889+0.001483i,-0.040945+0.0019802i,-0.034881-0.014422i,-0.032055-0.057946i,-0.0378-0.099864i,-0.037603-0.11457i,-0.030562-0.087515i,-0.013487-0.038599i,0.013025-0.012989i,0.035026-0.03035i,0.038061-0.066456i,0.02707-0.076548i,0.020872-0.055641i,0.018005-0.035332i
0.57358+0.2705i,0.55966+0.27968i,0.38869+0.27711i,0.31389+0.23565i,0.26822+0.11618i,0.1487+0.030956i,0.06913+0.024484i,0.045692+0.013879i,0.028755-0.0040788i,0.041247-0.012936i,0.078428-0.031993i,0.097619-0.061396i,0.070224-0.079142i,0.010586-0.054919i,-0.036945-0.0073254i,-0.059073+0.015752i,-0.063761+0.011658i,-0.050725+0.0042042i,-0.041545+0.011383i,-0.054513+0.026415i,-0.067353+0.036538i,-0.052618+0.039903i,-0.023648+0.029286i
-0.3591+0.6088i,-0.23086+0.6521i,-0.068384+0.39978i,-0.039012+0.099634i,-0.01715-0.098255i,0.053334-0.18681i,0.077304-0.17014i,0.06075-0.099785i,0.036878-0.040098i,0.016503+0.0043636i,0.0051469+0.022173i,-0.0089416+0.020617i,-0.012589+0.024589i,-0.0027697+0.029659i,-0.0013412+0.033003i,-0.0052394+0.037591i,-0.0027006+0.039117i,-0.0002878+0.034672i,-0.0050927+0.030661i,0.0015144+0.035522i,0.024268+0.028535i,0.028277+0.0035987i,0.0073727-0.0044402i
-0.49018-0.3228i,-0.47986-0.36117i,-0.31104-0.32416i,-0.26403-0.18057i,-0.32276+0.070567i,-0.28827+0.22147i,-0.19679+0.18621i,-0.13464+0.1126i,-0.082806+0.081208i,-0.043912+0.055173i,-0.042009+0.029502i,-0.056291+0.03828i,-0.037638+0.072944i,0.015852+0.082749i,0.068965+0.060581i,0.092701+0.026328i,0.06726-0.0036646i,0.014172+0.00030088i,-0.0074289+0.029973i,0.012945+0.041417i,0.026377+0.031534i,0.018969+0.025414i,0.020101+0.024954i
0.34082-0.26474i,0.25827-0.32846i,0.060873-0.26846i,-0.010716-0.21596i,0.020009-0.20641i,0.028482-0.14232i,0.01723-0.05145i,0.0094862-0.0016121i,0.022043+0.0054657i,0.028866-0.0061182i,0.010439+0.0038917i,-0.00058177+0.016002i,-0.0046132-0.0087983i,-0.014024-0.047495i,-0.023528-0.074325i,-0.028351-0.076961i,-0.0081705-0.058705i,0.031498-0.055243i,0.044013-0.081811i,0.013389-0.10087i,-0.019174-0.089373i,-0.02243-0.070809i,-0.016272-0.062392i
0.28337+0.30687i,0.33559+0.41011i,0.33184+0.43958i,0.33783+0.39283i,0.28796+0.25789i,0.17592+0.11874i,0.12781+0.036053i,0.12327-0.031209i,0.078383-0.075655i,0.039945-0.081042i,0.049294-0.075723i,0.071474-0.06862i,0.068274-0.0516i,0.039334-0.014161i,0.013913+0.029212i,0.0041888+0.045372i,-0.0054875+0.031052i,-0.014983+0.0058038i,-0.017803-0.0071884i,-0.019867-0.0030951i,-0.024458+0.010297i,-0.025566+0.021538i,-0.020591+0.021382i
-0.18644+0.028385i,-0.22211+0.043996i,-0.18867+0.0013303i,-0.15536-0.071128i,-0.073341-0.14427i,0.013061-0.20037i,0.0061302-0.18825i,-0.019665-0.12125i,-0.011092-0.066963i,-0.015544-0.026488i,-0.036685+0.0075386i,-0.048895+0.024437i,-0.043928+0.030696i,-0.031842+0.023251i,-0.026819+0.0088522i,-0.020181+0.0031733i,-0.0045864+0.0053186i,0.0015341+0.012917i,-0.0064909+0.026618i,-0.0011375+0.030177i,0.021479+0.0086949i,0.029507-0.0065173i,0.020192+0.0080431i
-0.12445-0.35381i,-0.20322-0.4928i,-0.204-0.43117i,-0.18937-0.194i,-0.22699+0.10396i,-0.24108+0.28857i,-0.19836+0.28475i,-0.15334+0.20536i,-0.13061+0.14849i,-0.10448+0.11218i,-0.070458+0.074286i,-0.049013+0.039896i,-0.032015+0.021786i,-0.005709+0.0078443i,0.017206-0.0073634i,0.017872-0.018288i,-0.0097827-0.017179i,-0.038568+0.010434i,-0.029385+0.041664i,-0.00051041+0.043393i,0.0080037+0.035296i,0.013375+0.030106i,0.031609+0.010103i
0.12121+0.16132i,0.20443+0.18788i,0.17894+0.10192i,0.14882-0.093783i,0.17783-0.26398i,0.20232-0.27907i,0.17948-0.19268i,0.12331-0.11259i,0.088848-0.064769i,0.085837-0.048404i,0.079314-0.037986i,0.058542-0.030585i,0.025615-0.044914i,-0.005903-0.05329i,-0.026658-0.034536i,-0.037551-0.0028286i,-0.016492+0.010299i,0.028656-0.015719i,0.049132-0.046916i,0.038041-0.043352i,0.021696-0.031217i,0.0035028-0.034012i,-0.019163-0.033082i
-0.11238+0.24387i,0.034289+0.41324i,0.23741+0.46756i,0.31191+0.41365i,0.21747+0.29444i,0.090063+0.15641i,0.044135+0.052629i,0.04849-0.013622i,0.038594-0.044218i,0.022706-0.044139i,0.019379-0.041196i,0.025493-0.028533i,0.037021-0.0045263i,0.047171+0.010426i,0.06575+0.01049i,0.09016-0.0068565i,0.078897-0.029512i,0.0308-0.039614i,-0.019861-0.048674i,-0.058201-0.056836i,-0.075016-0.037928i,-0.068635-0.0017377i,-0.05134+0.020055i
0.020166-0.094516i,-0.089585-0.15827i,-0.24715-0.23919i,-0.35771-0.25372i,-0.2994-0.19224i,-0.17465-0.12192i,-0.12789-0.02778i,-0.07864+0.06382i,-0.0069181+0.071554i,0.0066088+0.045766i,-0.012293+0.04849i,-0.025815+0.060244i,-0.029756+0.076908i,-0.030343+0.088147i,-0.041122+0.074716i,-0.053146+0.049089i,-0.050286+0.037316i,-0.03391+0.044083i,-0.012987+0.057555i,0.013223+0.064063i,0.041896+0.049873i,0.055787+0.026807i,0.051256+0.015787i
0.0799-0.17409i,-0.10787-0.32221i,-0.21605-0.25802i,-0.14821-0.021099i,-0.074303+0.21284i,-0.025441+0.32428i,0.040995+0.25058i,0.027351+0.10783i,-0.043923+0.054817i,-0.044759+0.047148i,-0.0029854+0.014132i,0.015368-0.018642i,0.020087-0.033459i,0.030214-0.030678i,0.040164-0.016i,0.032439-0.0046666i,0.0073971+0.0031062i,-0.010745+0.018016i,-0.0067938+0.031651i,0.0020728+0.030951i,0.0027656+0.022947i,0.0034042+0.0089909i,0.0071729-0.01724i
0.15469+0.26906i,0.35191+0.34963i,0.40514+0.27735i,0.32053+0.0037966i,0.22479-0.29339i,0.15033-0.416i,0.08163-0.35768i,0.030111-0.23674i,0.018723-0.14488i,0.012159-0.099277i,0.0024009-0.073947i,0.013974-0.061206i,0.026029-0.072432i,0.022271-0.095781i,0.0048059-0.099769i,-0.012078-0.065364i,0.0080787-0.025949i,0.058942-0.023097i,0.096064-0.040868i,0.10005-0.051437i,0.07057-0.056068i,0.032214-0.047806i,0.010325-0.029613i
-0.38209-0.066017i,-0.28658+0.051523i,-0.031756+0.18296i,0.12473+0.30281i,0.06742+0.378i,-0.045984+0.37401i,-0.078238+0.28141i,-0.053306+0.16009i,-0.035448+0.080371i,-0.023216+0.049043i,-0.024393+0.036047i,-0.033427+0.028087i,-0.044561+0.010396i,-0.082486-0.010543i,-0.10876-0.010751i,-0.081-0.011417i,-0.04791-0.028524i,-0.054457-0.036643i,-0.091747-0.023292i,-0.12045+0.001495i,-0.10695+0.023897i,-0.071358+0.029479i,-0.040248+0.028489i
-0.0090334-0.21335i,-0.16683-0.21859i,-0.38488-0.29323i,-0.50659-0.32296i,-0.37432-0.21444i,-0.13122-0.080551i,0.011464+0.022738i,0.09492+0.069787i,0.14551+0.031072i,0.11549-0.0097046i,0.061579-0.0031284i,0.0093177+0.010595i,-0.034016+0.05026i,-0.03022+0.1249i,-0.0036624+0.18703i,0.01166+0.21142i,0.016034+0.19808i,0.017422+0.15926i,0.03236+0.10824i,0.058741+0.047855i,0.06691-0.0019888i,0.054376-0.017336i,0.045657-0.0099188i
0.097466+0.046589i,-0.047905-0.0063163i,0.0045482+0.072213i,0.20823+0.15032i,0.25945+0.1268i,0.16954+0.072249i,0.097595-0.015278i,0.0061131-0.089638i,-0.071101-0.079654i,-0.064956-0.055315i,-0.03027-0.049136i,-0.0017959-0.031962i,0.01937-0.027907i,0.045397-0.055578i,0.079814-0.10259i,0.079164-0.14153i,0.033937-0.13875i,-0.014671-0.092048i,-0.042958-0.034083i,-0.061073+0.0099012i,-0.072277+0.034385i,-0.06796+0.039874i,-0.053746+0.026525i
0.31115+0.44297i,0.62586+0.32294i,0.5906+0.075623i,0.28136-0.18542i,0.039734-0.37721i,-0.046708-0.42068i,-0.075353-0.29924i,-0.075939-0.14306i,-0.059386-0.042285i,-0.027671+0.029839i,0.013264+0.053602i,0.046015+0.03386i,0.085617+0.0052442i,0.1125-0.051058i,0.079726-0.12474i,0.010447-0.15406i,-0.02223-0.11518i,0.0042629-0.06448i,0.037621-0.045207i,0.045481-0.035592i,0.050104-0.022088i,0.062318-0.020175i,0.059745-0.022291i
-0.614-0.19703i,-0.68762-0.10564i,-0.53839+0.026576i,-0.24958+0.24974i,-0.0032066+0.44755i,0.099086+0.4606i,0.089657+0.30809i,0.050007+0.11868i,0.013309-0.022513i,-0.018851-0.091691i,-0.033845-0.065344i,-0.019752-0.00783i,-0.025825+0.0024151i,-0.077452+0.018389i,-0.098128+0.072707i,-0.055597+0.08378i,-0.019279+0.020197i,-0.027188-0.044139i,-0.045793-0.056701i,-0.030859-0.040015i,-0.0024849-0.028671i,-0.00073364-0.023392i,-0.011661-0.022032i
0.34252-0.32436i,0.22797-0.15277i,0.023243-0.10666i,-0.20591-0.26372i,-0.33082-0.34643i,-0.29906-0.22065i,-0.16455-0.0054021i,-0.017231+0.15161i,0.059004+0.22089i,0.073324+0.22277i,0.063253+0.1366i,0.0017059+0.041514i,-0.052943+0.033232i,-0.046526+0.052096i,-0.028953+0.066075i,-0.01492+0.11309i,0.01272+0.16533i,0.05132+0.15863i,0.076246+0.091354i,0.044005+0.02704i,-0.017172+0.0035876i,-0.051008+0.0068469i,-0.050634+0.019727i
