-0.0025401+0.00024132i,-0.0021168-0.00016973i,-0.0026092+0.0010311i,-0.0018582+0.0022805i,-0.00052916+0.0026983i,-0.00024801+0.0025312i,-0.00061542+0.0019915i,-0.00043024+0.0017556i,-2.1356e-05+0.0013748i,0.0006302+0.00098099i,0.00059514-0.00024189i,0.00037908-0.0012307i,0.00091332-0.0014057i,0.00064209-0.001346i,-0.0006499-0.00087324i,-0.0014661-0.00017877i,-0.0011729+0.00038134i,-0.0001567+0.00063171i,0.00071621+0.00075989i,0.00049196+0.00060079i,-0.00027713-5.3389e-05i,-0.00024523-0.00035887i,0.0004059-2.3736e-05i
0.0027817+0.00037893i,0.0031818-0.0010909i,0.0036438-0.0028722i,0.0036355-0.0039345i,0.0024041-0.0033335i,0.00030577-0.0030067i,-0.0004761-0.0026812i,0.00013728-0.0011149i,0.00069163+0.00010276i,0.00011369+1.7982e-05i,-0.00080329-6.2635e-05i,-0.00084372+0.00025296i,0.00019531+0.00071101i,0.00084971+0.00058989i,0.00075073+0.00036361i,0.00086963+0.00034752i,0.0011265+9.4436e-05i,0.0004211-0.00044548i,-0.00028066-0.00057621i,2.8992e-05-0.00035923i,0.00036359+0.00017645i,0.00030264+0.00033863i,-0.00027099+0.00031148i
-0.0027573-0.0016796i,-0.0036622-0.0017959i,-0.0034711-0.00053512i,-0.0023155+0.00057244i,-0.00015576-0.00017805i,0.00094063-0.0010721i,0.00099413-0.0013796i,0.00045486-0.00065057i,-0.00078505+1.4176e-05i,-0.0010531-0.00019428i,0.00024388-0.00072237i,0.0011265-0.00087534i,0.00060772-0.00046871i,0.00024584-0.00045523i,9.0267e-05-0.0011957i,-0.00050211-0.0010449i,-0.00051399-0.0005787i,-8.3025e-05-0.00028411i,0.00049568-0.00026206i,0.00047424-0.00030302i,3.398e-05+0.00026954i,0.00061343-4.4125e-05i,0.0011489-0.00042663i
0.0011356+0.0009429i,0.0012116+0.0019064i,0.0012053+0.0032646i,0.002009+0.0028339i,0.0021045+0.00078537i,0.00010118-0.00080057i,-0.0011616-0.0017795i,-0.00095342-0.0017302i,-0.00084055-0.00086812i,0.00034953-0.00016964i,0.0014085+0.00062508i,0.000555+0.00074811i,-0.0010818+0.00029246i,-0.0014292-0.00036193i,-0.00045059-0.00060786i,-2.5768e-05-0.00015605i,0.00018156+0.00033244i,0.00070564+0.00099119i,0.00040212+0.00068201i,-0.00020768+0.00025748i,-0.0007437+0.0006532i,-0.00036691-0.00022987i,0.00044063-0.0014187i
-0.00035067+0.0017016i,0.00071545+0.0027319i,0.0021123+0.0014355i,0.0025577+0.00018875i,0.0018557-0.00028702i,0.0016288-0.00094117i,0.0011179-0.0010665i,0.00026047-0.00094394i,-3.0584e-05+0.00041791i,0.00041208+0.0013989i,0.0010347+0.00086368i,0.00070749+0.00067217i,0.00018606+0.00022025i,0.00020169+8.9108e-05i,-0.00050359-0.00052807i,-0.00094834-0.00056813i,-0.00077939+0.00029664i,-0.00043188+0.000386i,0.00043351+0.00012504i,0.00069828+0.00069817i,0.00013342+0.0014433i,-0.00015691+0.00058602i,-0.00038095-0.00024002i
-0.00048188-0.00079218i,5.2423e-05-0.00060876i,0.0015866-0.00099226i,0.0026165-0.0011395i,0.0024995-0.0014531i,0.001372-0.0019398i,0.00029045-0.0019285i,-0.00039847-0.0010951i,-0.00014183+0.00014119i,0.00092094+0.00062446i,0.00078856+0.00068393i,0.00010943+0.00087131i,0.00074307+0.00076057i,0.0002518+0.00024483i,-0.00018791+0.00024712i,0.00028319+0.00086577i,-0.00012513+0.0007137i,-0.00048986+0.00044457i,-0.0010419+0.00055933i,-0.0016511+0.00027218i,-0.0014147+0.00014851i,-0.00077931+8.083e-05i,-0.0005963+0.00055947i
0.00023013+0.0017426i,0.00073815+0.0031593i,0.0010857+0.0033793i,0.00073364+0.0012719i,0.00082069-0.00045841i,0.00034457-0.00089786i,-0.00017225-0.0007056i,-0.00093879-0.00043092i,-0.00073526+0.00020741i,7.4431e-05+0.00084455i,0.00058251+0.00091859i,0.00048266+0.00047943i,0.00014021-0.0002787i,-7.8156e-05-0.00012851i,-0.00087364+0.00012538i,-0.0011916-0.00053074i,1.6554e-05-0.00018741i,0.00067627+0.00023142i,0.00048639+0.00028423i,0.00040247+0.00024328i,0.00018369-0.00046468i,0.0005446-0.00030447i,0.00049936+0.0001266i
0.00037784-0.0014015i,-0.00030652-0.0022978i,-0.00058958-0.0025835i,0.00033054-0.0014397i,0.00084871-0.00099582i,0.00043209-0.0010202i,-0.00035993-0.00071794i,-0.0011021-0.00034998i,-0.00067442+0.00032749i,-0.00016878+0.00095781i,0.00026874+0.00099247i,0.0004471+0.00072162i,0.00039982+8.4594e-05i,0.00063363-0.0005468i,0.00063944-0.0011651i,0.00038651-0.00033185i,0.00030472+0.001116i,0.00067133+0.0016843i,0.00036488+0.00057414i,-6.8488e-05-0.0012975i,-0.00028085-0.00073499i,-0.000264+0.00072337i,0.00015893+0.00040727i
0.0010835-0.00032222i,0.001988+0.0021263i,0.0016198+0.0033766i,0.00041579+0.002017i,0.00051551-3.7908e-05i,0.0010483-0.0018429i,-9.0308e-05-0.0024009i,-0.0010113-0.001701i,-0.0011759-0.00026998i,-0.0004434+0.00061505i,-7.5167e-05+0.00055284i,0.00026153-0.00011252i,0.00063447-0.00021063i,0.00036828+0.00031219i,0.0001776+0.00010981i,3.4666e-07+0.00019219i,0.00050217-0.00033888i,0.0010392-0.00080886i,0.00080978+2.161e-05i,0.00056233+0.00048175i,0.00020161+0.00075864i,-0.0005751+0.00076654i,-0.00096836+0.0006958i
-0.00066156+0.00084239i,-4.8546e-05+0.00061174i,0.00065955-0.00027494i,0.00095837-0.0012469i,0.0016647-0.0012741i,0.002037+1.9717e-05i,0.00099574+0.00041482i,0.00042201+0.00033258i,0.00013551+0.00072559i,0.00025561+0.0011336i,0.00046793+0.00089039i,0.00028864+8.0606e-05i,-0.00026722-0.00039357i,-0.00069294-0.00056137i,0.00012214-0.00080568i,0.0003464-0.0005801i,0.00051987-8.2365e-05i,0.00062502+0.00015979i,-0.00010796+0.00012853i,-0.0011047+6.856e-05i,-0.0014599+0.00070535i,-0.0012915+0.00083262i,-0.00057126+0.00021635i
-0.0016465+0.00066259i,-0.00060013+0.0012925i,0.00044618+0.0030073i,0.001265+0.0017828i,0.0020119-0.00067356i,0.001673-0.0020646i,0.00090442-0.0017379i,0.00054086-0.00049676i,-0.00025786+5.8685e-05i,-0.00057891+0.00063299i,-0.00011654+0.00093811i,9.3022e-05+0.00026376i,-0.00032478-0.00017861i,-0.0011957+0.00059126i,-0.0012161+0.0010071i,-0.00088868+0.00041993i,-0.00099189+0.00043353i,-0.00072572+0.00029007i,-1.6737e-05+0.00022521i,-0.00014718+0.00048805i,-0.00068251+0.00046169i,-0.00073282+7.3774e-05i,-0.00072452-0.00042982i
0.0010538-0.00010824i,0.00065043-0.00041965i,0.001148-0.00078187i,0.0014996-0.0013432i,0.00077643-0.0013432i,-2.4031e-06-0.0015973i,-0.0001218-0.0020042i,-0.00093724-0.0013133i,-0.0015331-0.0007166i,-0.0016843-0.00062963i,-0.0010054-0.00047399i,-0.0006128-0.00031151i,-0.00073879-0.0001291i,-0.00047919-0.00042408i,-4.6302e-05-0.00041504i,-8.5208e-05+0.00075539i,1.4627e-05+0.0015163i,0.00042633+0.00083791i,0.0012317-0.000774i,0.0011885-0.0006424i,0.00054591+0.00014619i,0.00029407+0.00012775i,0.00056135-0.00063584i
0.0003579-0.0010606i,-5.3601e-05-0.0011426i,-4.3812e-05-0.0011169i,0.00063138-0.00086528i,0.00070184-0.00096049i,0.00020671-0.0015675i,-4.5122e-06-0.001337i,-1.9508e-05-0.00045908i,-6.1264e-06-0.0002579i,0.00076584-0.0003554i,0.0005609+0.0002974i,-9.1563e-05+0.00038422i,-0.00042967-0.00019014i,-0.0010747-0.00043417i,-0.0015898+0.00030916i,-0.0016583+0.0008799i,-0.001397+0.00095603i,-0.00094562+0.00039603i,-0.00048364-0.00025456i,-0.0001652-0.0003846i,-0.00021932+4.975e-05i,-0.00060153+0.00063002i,-0.00051612+0.00086981i
-0.00044695-0.0018217i,-0.0011449-0.0007913i,-0.0013452-0.00018558i,-0.0010893+0.00024765i,-8.6511e-05+0.00051494i,0.00024793+0.00032092i,1.9458e-06+0.00041401i,-0.00023745-6.16e-05i,-0.00033311-6.3756e-05i,0.00027675+0.0010698i,0.00046716+0.0015505i,0.00045219+0.00053744i,-0.00046241-0.00096205i,-0.00028439-0.00047805i,0.0012628+0.00038787i,0.00096261-0.00019137i,0.00017556-0.00043254i,0.00034388+9.9881e-07i,0.00046297+0.00013931i,0.00024418-0.00021821i,-0.00035067-0.00062073i,6.2491e-05-0.00058697i,0.00051387-0.00020771i
-0.0018403+0.00098077i,-0.00025229+0.001996i,0.00069421+0.0022972i,0.0013315+0.0014008i,0.0017654+0.00020402i,0.0017661-0.0010269i,0.0012231-0.0017345i,0.00042132-0.00099515i,8.6341e-06+0.00038687i,0.00087045+0.00048389i,0.0012292+0.00035147i,0.000131+0.00034896i,-0.00066659-5.925e-05i,0.00015918+1.4578e-05i,0.00056217+0.00047971i,1.9639e-05+0.0010394i,-0.00013601+0.0013725i,0.00020901+0.00094994i,0.00075378-4.3059e-05i,0.00069374-0.00051646i,-0.00043327-0.00043687i,-9.7902e-07-0.00042447i,0.00071586-0.00026984i
0.00040536-0.0025993i,-1.2503e-05-0.0030368i,-0.0001417-0.0023849i,-0.00019948-0.0015691i,-0.00087362-0.001179i,-0.00019192-0.0019794i,-0.00010143-0.0017513i,-0.0004381-8.2042e-05i,-0.00037531-0.00015719i,-0.00085516-0.00038109i,-0.00058615-2.3306e-06i,-0.00011265-1.9954e-05i,0.0003777-2.4188e-05i,0.0004929-0.00036057i,0.00018587-0.00038431i,-0.00069103+0.0001657i,-0.00078135+0.00015028i,-0.00073774-0.00057209i,-0.00019084-0.0010396i,0.00087871-0.00060009i,0.00054671-0.00024683i,0.00039282-0.00014048i,0.000566+0.00014255i
0.0010201-0.00058884i,0.0013098+0.00014868i,0.00082747+0.0011771i,0.0010051+0.00054344i,0.0013526+3.9575e-05i,0.00082888-0.00026293i,-2.8578e-05-0.001155i,-0.0005963-0.0011825i,-0.00052576-0.00065851i,-0.0012462+0.00016517i,-0.0013827+0.001625i,-0.00061132+0.0019947i,-0.00019399+0.0013089i,-0.00060434-0.00014855i,-0.00071667-0.00062776i,-0.00011742-4.2155e-05i,6.8068e-05-9.6781e-05i,1.2174e-05-0.00032629i,0.00052289-0.0005911i,0.00093175-0.0010585i,0.00024255-0.00056431i,0.00010302+0.0001133i,-0.00017087+7.8169e-05i
-0.0020296-0.0018797i,-0.0030815-0.0017501i,-0.0044411-0.0011043i,-0.0030579+0.00078764i,-0.00083554+0.0015014i,0.00038868+2.1512e-05i,0.00095503-0.00058431i,0.00078034+5.3189e-05i,-0.00056347+0.00063032i,-0.0015783+0.00044244i,-0.00069213+0.00034605i,0.00013842+9.997e-06i,-2.0828e-05-0.00048001i,0.00024804-0.00073257i,-0.00025853-0.0005401i,-0.00064271+7.7239e-05i,-0.00044895+0.00072i,-0.00040673+0.00052453i,0.00022053+0.00021213i,0.00011259+0.000122i,-0.00035191+0.00039087i,-0.00058068+0.0006417i,-0.00076886+0.00043358i
0.0013311+0.00059664i,0.0020111+0.0012992i,0.001749+0.0017077i,0.00078185+0.0010076i,0.0004464-0.0011752i,-7.679e-05-0.0023965i,-0.00041777-0.0020395i,-0.00035802-0.001068i,-7.3351e-05+8.7015e-05i,0.00042609-0.00053623i,0.0013615-0.00076933i,0.0010432-0.0003717i,-2.4319e-05-0.00061696i,-0.00031594-0.00019744i,-5.7405e-05-0.00028674i,8.1155e-05-0.00038954i,-0.00023515+0.00038073i,5.675e-05+0.00091975i,0.00034086+0.00047421i,-0.00017417+0.00019147i,-0.00020999-0.00022131i,0.00030882-0.00041652i,0.00021985-2.7127e-05i
-0.0018392-0.0016847i,-0.0018146-0.0013404i,-0.0013841-0.00088095i,-0.0010833-0.00015981i,-0.00075903-4.9724e-05i,0.00047663-0.00060489i,0.00080366-0.00081071i,-0.0001096-0.00083435i,-0.00015442-0.00021727i,0.00057589+0.00060866i,0.00074502+0.0011071i,0.0012424+0.0011894i,0.001633+0.00030421i,0.00060483-0.00054857i,-7.5244e-05-9.8431e-05i,2.0919e-05+0.00079902i,0.00011361+0.00067275i,-0.00037465+0.000537i,-9.8532e-05+0.00042399i,0.00043426-0.00030262i,7.6283e-05-2.8717e-06i,-0.00063275+7.4958e-05i,-0.00027897+0.00016859i
0.0020906-0.00020633i,0.0025632-0.00034357i,0.003064-0.0012627i,0.0027608-0.0012131i,0.0012592-0.0017811i,0.00010578-0.0021721i,9.3302e-05-0.001386i,0.00023392-0.00011353i,9.7477e-05+0.00065454i,0.00018738+0.00026327i,0.00055419+0.00065431i,0.00036876+0.00073985i,0.00013933+0.00031006i,9.1511e-05+0.00033437i,-0.00015171+0.00022682i,-0.00052265+0.0006426i,-0.00034763+0.0011186i,-0.00015677+0.00021579i,4.1137e-05-0.00070336i,0.00032115-0.00012112i,0.00015221+7.7051e-05i,0.00025925-0.00013592i,-0.00026454-0.00068675i
-0.00071694+0.0027489i,-0.00029703+0.0031465i,0.00039998+0.0028119i,0.00099284+0.0014827i,0.0019807-0.00029068i,0.0022063-0.0016559i,0.0013301-0.0024295i,0.0010373-0.0018333i,0.00054787-0.00074488i,-0.00072897-9.8873e-05i,-0.0010959+0.00042421i,-0.00012913+0.0005876i,0.00049614+0.00010872i,7.7828e-05-0.0003509i,-0.00018551+0.00017295i,-9.2211e-05+0.0006068i,8.8079e-05+0.00010435i,0.00049597-0.00045275i,0.00016105-0.00010596i,-1.614e-05+0.00016489i,0.00028701-4.2899e-05i,0.00087087-7.0591e-05i,0.00094566-0.00035878i
0.00062762+0.00042691i,-0.00049488-0.00078641i,6.2374e-05-0.0013474i,0.0022616-0.0013789i,0.0025078-0.0013205i,0.00094646-0.00086673i,-0.00019297-0.0003281i,1.615e-05-0.00054384i,0.0012609-0.00038179i,0.00087587+0.00012106i,0.00050427+0.00013814i,0.00030621+0.00033985i,-0.00045516+0.00045795i,-0.00092942+0.0002032i,-0.00068571+0.00041381i,0.00012716+0.0005908i,0.00060303+0.00042576i,0.00032063+0.00068943i,0.00049496+0.0007782i,0.00032532+0.00022007i,-0.00050999+0.00012057i,-0.00096766+3.5245e-05i,-0.00087953-0.00026879i
0.00091572+0.00025007i,0.0015424+0.0003685i,0.0022555+3.9153e-06i,0.0023507-0.00023829i,0.0014722-0.00090102i,0.00019057-0.00088887i,-6.7338e-05+0.0003078i,3.5773e-05+0.00064427i,0.00043362+0.00027111i,0.0013564+0.00035385i,0.001591+0.00015731i,0.0004593-0.00033484i,-0.00017448-0.00073627i,-0.0002244-0.00054262i,-0.00010465-0.00028706i,-0.00014476-0.00036829i,-0.00013382-2.503e-05i,0.00030036+1.5275e-05i,0.0008047+0.00035594i,0.00060769+0.00074808i,0.00073292-2.4288e-05i,0.00089777-0.00082317i,-0.00032141-0.00060496i
0.00049688+0.0017283i,0.0011312+0.0016608i,0.0013647+0.0012294i,0.0013899-7.1737e-05i,0.0023915-0.0021139i,0.0020893-0.0032288i,0.00041954-0.0023349i,0.00013095-0.0010728i,0.00033279+0.00021454i,0.0011115+0.00084875i,0.001572+0.00023066i,0.00076346-0.0002839i,-0.00013782+0.00020609i,-0.0010172-0.00026914i,-0.00073129-0.000448i,-0.00050637+0.00041387i,-0.00030034+0.00018868i,5.0092e-05-0.00040498i,-9.3432e-07-0.0010391i,-0.00036195-0.0011863i,-0.00028629-0.00032793i,0.00089834+0.00066486i,0.0010394+0.00077393i
0.00020161+0.0014656i,-0.00048502+0.0014081i,-0.00027233+0.0023052i,0.00083987+0.001291i,0.0012328-0.00074012i,0.00084524-0.0017233i,0.0015232-0.0016567i,0.0013589-0.00070122i,0.00021944+0.0004021i,0.00025857+0.00041408i,0.00091358+0.00014791i,0.00092646-6.6619e-05i,-4.0776e-05-0.00029857i,-0.00082164-0.00064026i,0.00018564-0.00015388i,0.0010402+0.00014179i,0.00040377+0.00032688i,-1.0817e-05+0.00044624i,-0.00034676-0.00030738i,-0.00083999-0.0011741i,-0.00084001-0.00053612i,-0.00085592-0.00036508i,-0.0003976-0.00031213i
0.0015068+0.0013069i,0.0015439+0.00077457i,0.0018955+0.0013102i,0.0020957+0.0013235i,0.0012598-1.0744e-06i,-0.00085182-0.0012618i,-0.0016854-0.0014708i,-0.0012908-0.00063348i,-0.00094497+0.00087064i,-0.00082344+0.0016719i,-0.00061234+0.00098454i,-0.00018807+0.00069217i,3.168e-05+0.0011151i,-0.00039712+0.0008714i,-0.00069358+0.00044557i,-0.00050346+0.00099961i,-0.00037175+0.00068735i,0.00042802+0.00031662i,0.00067171+0.00054937i,-3.1075e-05+0.00066111i,0.00025765+1.164e-05i,0.0009648-0.00032309i,0.00097368-0.00026437i
-0.0011966-0.0014895i,-0.0016927-0.0010329i,-0.0019789-0.00023953i,-0.00046865+0.00027827i,0.00079591-0.00018127i,0.00095081-0.00069657i,-6.7846e-05-0.00097668i,-0.0011205-0.0010145i,-0.0010383-0.00099587i,-0.00028932-0.00060418i,0.00057413+0.00066508i,0.00029623+0.00077416i,0.00042799-0.00044998i,0.0012058-0.0011785i,0.00072951-0.0004445i,-0.00011436+9.9701e-05i,-0.00031885+0.0004301i,-0.00029619+0.00052108i,0.00047371+3.0249e-05i,0.00087568+0.00019406i,-0.00023965+0.00040255i,-0.00072866+0.00043274i,-0.00062746+0.00039111i
0.00028583+0.0011276i,0.00094074+0.0018784i,0.0020138+0.0032838i,0.0030874+0.0028346i,0.0031602+0.00073224i,0.0029013-0.0016423i,0.0019799-0.0019716i,0.00078612-0.00020776i,-4.6625e-05+0.0010029i,-0.00020383+0.0011451i,0.00028448+0.00014631i,8.3706e-05-0.00065475i,-0.00094559-0.00026231i,-0.0010232+7.4968e-05i,-0.00058884-0.00045032i,-0.00015849-0.00058768i,0.00073293+9.7608e-05i,0.0012819+0.00046414i,0.00091569+0.00038493i,0.00039818+5.8834e-05i,0.00056584+0.00019334i,0.00032047+0.0003395i,0.00032241+0.00025633i
-0.00041248+0.0011444i,0.00043742+0.00054647i,0.00081879+0.00042474i,0.00069819-0.000467i,0.0010495-0.0014409i,0.00088544-0.0020962i,0.00027874-0.0020573i,-0.00065979-0.0011913i,-0.0010819-0.00030115i,0.00022065+0.00050863i,0.00099551+0.00052664i,0.00059483-0.00084438i,-7.6126e-05-0.001905i,-0.00058115-0.0017265i,-0.00061557-0.0014581i,-0.00075327-0.00084681i,-0.00078386-6.4328e-05i,0.0003026+0.00048541i,1.8231e-05+0.0004285i,-0.0007602+6.7624e-05i,-0.00041605+0.00024594i,8.443e-05-9.9271e-06i,0.00026573-0.00050548i
-0.0011596-0.0001455i,-0.00028585-5.3989e-05i,-0.00051399+0.0011789i,2.5741e-05+0.0027721i,0.00046175+0.002196i,0.00093741+0.00075244i,0.00064985+0.00010668i,-0.00068569-0.00047782i,-0.0011805-0.00032398i,-0.00023312+0.00091141i,0.00052605+0.00144i,0.00054731+0.00015153i,0.00049745-0.00064477i,0.00070495-0.00071845i,7.3685e-05-0.00081124i,-0.00073924-0.00065067i,-0.00050314-0.00022382i,-8.917e-05+2.5741e-05i,0.00047955-0.00019035i,0.00046879-0.00033456i,6.3358e-05-0.00028539i,-0.00029213+0.00019707i,-0.00012247-0.00023675i
-0.0029377-0.00058869i,-0.0039865+0.0013603i,-0.004704+0.0029683i,-0.0033772+0.0025624i,-0.00087579+0.0018732i,0.00083186+0.00049402i,0.00081962-0.00073171i,-3.6694e-05-0.00087355i,-0.0014169+6.3962e-05i,-0.002551+0.00089577i,-0.001612+0.00097728i,-0.00050252+0.00011095i,0.00021703-0.00063978i,0.000709-0.00021469i,0.00064035-8.6918e-05i,0.00012066-0.00022709i,-1.1097e-05+0.00019529i,0.00050195+0.00057982i,0.00017492-0.00020767i,4.5768e-05-0.00093924i,0.00013229-0.00048168i,0.00060502-0.00013807i,0.00020672-0.00015972i
0.00029414-0.00025524i,0.00020858-0.0011422i,0.0013527-0.0006861i,0.0019256+0.00010651i,0.0014582-0.00078627i,0.00054387-0.0014688i,-0.00020349-0.0016502i,-0.00032987-0.001048i,1.0907e-05+5.6793e-05i,0.00036576+0.00036555i,-3.3683e-05+0.00072219i,-8.5982e-05+0.00065175i,2.1722e-05+0.00039979i,0.00040719+0.00031272i,0.00046028+0.00048555i,-0.00027554+0.00065477i,8.8545e-05+4.3047e-05i,0.00029957-0.00079508i,-9.8285e-05-0.00092098i,1.392e-05-0.0004793i,-0.00021612-3.2393e-05i,-0.00040264-0.00042918i,0.00024667-0.00050052i
6.0005e-05+0.00076575i,-0.00056743+0.002144i,-0.00070019+0.0021286i,0.00015884+0.0013153i,0.00097609+0.00055213i,0.00097077-0.0003762i,0.00064008-0.0014225i,0.00028508-0.00090276i,0.00036412+0.00021545i,0.0010138+0.00049445i,0.0010476+0.00055993i,0.00052175+0.00044788i,-0.00033599+0.00031819i,-0.00030776-0.00066289i,-0.00018726-0.0016879i,-0.00087845-0.0010162i,-0.00064211+0.00070965i,-0.0002507+0.00091359i,1.6441e-05-0.00036433i,-0.00034795-0.00043782i,-0.00072132+8.3371e-05i,-3.9729e-06-0.00053649i,0.00046299-0.00030102i
0.00045424-0.0020163i,0.00033641-0.0021062i,0.00024801-0.0023436i,0.00034561-0.0020736i,0.00098581-0.0018186i,0.0011356-0.00088368i,0.00010413-9.8668e-05i,-0.00035497-0.00037245i,-0.00047733-0.00053052i,0.0001008-0.00056487i,0.00087548-0.00037273i,0.0005292-8.435e-05i,0.00051762+0.0002043i,0.00098151+0.00017754i,0.00051875+9.8336e-05i,0.00050598+0.00020481i,0.00109+0.00024612i,0.0013218+0.00067081i,0.00073435+0.00060457i,-0.00044784-0.00022268i,-0.00055913-0.00053993i,-0.00059172-4.9131e-05i,-0.00076172-0.00013428i
-0.00095154+4.141e-05i,-7.5497e-06+0.00083103i,-0.0003466+0.0024489i,-0.00010945+0.0019793i,0.0016962+0.0002922i,0.001941-0.00093357i,0.0016683-0.0017407i,0.0010971-0.0012177i,-9.3062e-05-0.00020369i,-0.00056193+0.00082921i,-0.00017219+0.0010081i,0.00029598+0.00010129i,6.2552e-05-0.00072399i,-0.00096537-0.00094925i,-0.0012023-0.00053326i,-0.00074118-0.00081301i,-0.00043533-8.1257e-05i,-0.00054768+0.00081321i,-0.00052728-0.00032706i,-0.00087731-0.0010419i,-0.00067422-0.00093516i,-4.8472e-05-0.0008004i,-1.2181e-05-0.00045912i
0.0010402-0.0011864i,0.0007304-0.0010582i,0.00068437-0.0011691i,0.0014101-0.0009816i,0.00099043-0.0014145i,0.00060459-0.0017544i,0.00027105-0.00065914i,-0.00068739-5.241e-05i,-0.00096122+0.00029024i,-0.0010383+9.2795e-05i,-0.00072799-0.00023834i,0.00025954-3.0348e-07i,0.00061105+0.00064361i,0.00016441+0.00027482i,-0.00037182-0.00036414i,-0.00018886+0.00017879i,-9.9267e-06+0.00020853i,0.00047721-1.3297e-05i,0.0006222-0.00016626i,0.00022085-0.0007045i,-9.9342e-05-0.00053652i,-0.00017457-0.00012616i,-0.00033173-0.00037652i
0.00046514+0.00053246i,0.00018413-0.00029417i,0.00068949-0.00065339i,0.00058781-0.0010223i,0.0012137-0.0011187i,0.0020788-0.00099868i,0.0018705-0.0010997i,0.00089852+4.0467e-05i,0.000266+0.00055661i,0.00046219+0.00059444i,0.00033454+0.00086943i,-3.975e-05+0.00073772i,0.00032302+0.00063512i,0.00094348+0.0011276i,0.0014388+0.0010847i,0.00057588+0.00082613i,3.8755e-05+0.00061486i,0.00042072-0.00010396i,-2.6061e-05-0.00044036i,-0.00030331-0.0003454i,-0.0001507-0.00044455i,1.0807e-05-0.000554i,-1.0488e-05-0.00045916i
-0.00086859+0.00057044i,-0.0011651+0.0024002i,-0.00027185+0.0019929i,0.00050676+0.00030682i,0.00043369-0.00047434i,0.00073851-0.00047756i,0.00083568-0.00052447i,0.00037859-0.00057941i,-6.3419e-05-0.00040073i,-0.00033759+0.00039034i,-7.5125e-05+0.00018634i,-0.00018633-0.00051769i,-0.00042539-0.00048285i,-0.00056356-0.0002298i,-0.00014658-0.00013799i,-0.0002165-0.00022766i,-7.6891e-05-0.00016215i,0.00044795+0.00049661i,0.00018497+0.0011472i,-0.00046955+0.00058891i,-0.00056714+4.8855e-05i,4.748e-05-0.00028407i,-9.3388e-05-0.00047871i
-0.002454-0.0010998i,-0.0027786-0.0013627i,-0.0021002-0.00088686i,-0.00062491-0.00083763i,0.0014486-0.00099354i,0.0023431-0.0009508i,0.00088706-0.00077528i,-0.00017515-0.00046143i,-0.00017916+3.0552e-05i,-0.00039805+0.00019083i,4.567e-05+0.00017407i,0.0012278+0.00057613i,0.001429+0.00048403i,0.00065469-0.00031522i,-0.00039394+0.0001516i,-0.00066131+0.00088102i,-0.00034996+0.00078339i,-5.0281e-05+0.00034618i,0.00060659+0.00036386i,0.00073472+0.00045432i,0.00017168+0.00029991i,-0.00028048+0.0002286i,-0.00032275+4.8407e-05i
-0.00011768-0.00057002i,-0.00037775+0.00064733i,-0.00022725+0.0018716i,0.00086778+0.00021564i,0.0016381-0.00072221i,0.0013128-0.0016079i,0.00084302-0.0015881i,0.00051497-9.3547e-05i,-3.2985e-05+0.0008716i,0.00041803+0.0010636i,0.00087869+0.00032033i,0.00038409-0.00035061i,7.0346e-05-0.00060601i,0.00021733-0.00026145i,0.00055397+0.00014048i,0.0004624+0.00014962i,0.00082057-0.00014678i,0.00090844-0.00019304i,0.00086647-0.00079012i,-7.4786e-05-0.00067342i,-0.001251+0.00038845i,-0.00063804+0.00038889i,-0.00058247-0.00029577i
0.0002802-0.00040276i,0.00030538+9.5909e-05i,0.0007779+0.0004246i,0.0010811-0.00031576i,0.00030094-0.00099182i,6.4418e-05-0.00096245i,0.00070379-0.00072361i,-6.3245e-05+0.00013698i,-0.00038498+0.00054832i,8.9586e-05+0.00090593i,0.00053945+0.0011066i,0.00085406+0.00039537i,0.00083593-0.00092394i,0.00074975-0.0014928i,0.00099109-0.0013777i,0.00068668-0.00060485i,0.00036528-0.00060349i,0.00050016-0.0011688i,-4.1421e-05-0.00082973i,-0.00054213-0.00021407i,2.0008e-05+0.00011405i,0.00091804+0.00051922i,0.0014194+0.00049204i
0.00045962+0.0004358i,0.00016906+0.00013076i,0.00044527-0.00054756i,0.00055227-0.00027012i,0.00042736-0.00021851i,0.0006527-0.0015091i,3.8562e-05-0.0019327i,-0.00037048-0.0011947i,-0.00036824-0.00026076i,-0.00033344+0.00049456i,-6.682e-05+0.0005919i,0.00050097+0.00083728i,0.00039489+0.00103i,0.00034601+0.00063935i,-0.00011758-1.284e-05i,-0.00021916-0.00061909i,0.00039845-0.00048444i,0.00037796-9.0719e-05i,0.00066467+0.00029244i,0.0010659+0.00084474i,0.0004466+0.00094678i,0.00010986+0.00066286i,-1.1998e-06+0.00026757i
0.00076376-0.00043793i,0.00019369-0.0018853i,8.5435e-05-0.0026804i,0.00040166-0.001829i,0.0011459-0.0017398i,0.0016379-0.0018093i,0.0010329-0.0013095i,-7.2398e-05-0.00087115i,-0.00054701-0.00045924i,-0.00063466-1.5694e-05i,-0.00047586+0.00023461i,0.00015994+0.00067922i,0.00050681+0.00065017i,0.00051023+7.7089e-05i,0.00026315+0.00033692i,-0.00044279+0.00046259i,-0.00091046+0.00034872i,-0.00083774+0.00025566i,6.648e-05+0.00018132i,-5.795e-05-0.00020359i,-0.0006425-0.00057663i,-0.00021907-0.00025135i,0.0003122-0.00035726i
