-0.0018912+0.0016958i,-0.0012541+0.00024244i,-0.0011998-0.0004606i,-0.00019199-0.00086902i,3.9651e-05-0.00059833i,-0.00069996+0.00091162i,-0.0012628+0.0016665i,-0.000786+0.0013414i,0.00029567+0.00065781i,0.00090171-0.0001011i,0.00060533-0.00064366i,0.00016278-0.0012322i,-0.00031123-0.0010529i,-8.287e-05-0.0008056i,0.00024771-0.001162i,0.00018805-0.00077223i,0.00030285-7.0835e-05i,0.00025159+0.00011195i,-0.00020692+0.00024853i,0.00025342+0.0004992i,0.000539+0.00057284i,-0.00016868-0.0004802i,-9.4053e-05-0.0015263i
-0.00028838-0.0017996i,0.00056303-0.0013367i,0.001355-0.00029937i,0.0010699-0.00099455i,0.00021038-0.0021182i,-0.00020696-0.0013764i,-0.0002146+3.3099e-05i,-0.0005404-0.00013708i,-0.00076382-0.001052i,-0.00041886-0.00052408i,-8.8685e-05+0.00055665i,0.00016988+0.0010021i,-7.3695e-05+0.00047403i,-0.00026018-0.00035283i,8.513e-05-0.00015451i,0.00030596-0.00024169i,0.00028349-0.00058962i,3.19e-05+9.6591e-05i,-0.00010818+0.00080868i,-9.3403e-05-0.00015946i,-0.00014918-0.00055053i,8.6892e-05+0.00032505i,0.0002693+0.00098997i
0.0010277+0.0020093i,0.0002155+0.0011991i,0.00018901+0.000483i,0.00022027-9.7135e-05i,3.4475e-06-0.0015294i,-0.00022348-0.0013247i,-0.00078245-0.00010307i,-0.00087968-0.00021559i,-0.00081621-0.00055483i,-0.0013329+5.6401e-05i,-0.0013032+0.00033827i,-0.00063897-0.00027284i,-0.00045516+0.00022724i,-0.00071249+0.0012285i,0.00025065+0.0016889i,0.0011338+0.0015234i,0.00073781+0.0014916i,0.00037954+0.001464i,-0.00014637+0.00077077i,-0.00013679-0.00010892i,0.00030618-0.00046631i,0.00048383-0.00037872i,0.00014198-0.00015356i
0.00052195-6.7943e-05i,0.0012224-0.0017026i,0.0015487-0.0026932i,0.00077366-0.0038159i,-0.001163-0.003572i,-0.0011836-0.0013095i,-0.00054875+0.00058097i,-0.00047159+0.00065092i,-0.0010522+0.00032515i,-0.0013198+2.7804e-05i,-0.0013728-0.00057028i,-0.0011615-0.00088983i,-0.00050011+2.0085e-05i,-0.00064947+0.00041857i,-0.00022974+0.00040674i,0.00045609+0.00085492i,0.00074474+0.00091379i,0.00056307+0.00094579i,0.00014512+0.00042815i,-6.5378e-05+0.00054999i,-0.00037716+0.0011121i,-0.0004958+0.0013251i,-0.00035836+0.00086655i
-0.00044818+0.00042565i,0.00075776-0.00022023i,0.0028071+0.00096069i,0.0032958-4.0671e-05i,0.0019152-0.0019045i,0.00025783-0.0010934i,-0.00087691+0.00064989i,-0.0010065+0.0006917i,-0.00077714+0.00070178i,-0.00097184+0.00035964i,-0.00042171-0.00027202i,-0.00026615-0.00027267i,-0.00085266+0.00015761i,-0.00078465+0.0009453i,-0.00051723+0.00084737i,-0.00013971-9.806e-06i,0.00079744+0.00033202i,0.00071999+0.00076932i,0.00045489+0.00035447i,0.00024185+0.00030673i,-0.00023722+0.00034063i,0.00024315+0.00052245i,0.00053107+0.00042735i
0.0020126+0.002129i,0.0015284+0.0015249i,0.0018009+0.00067913i,0.0013117-0.00073771i,-0.00034023-0.0012151i,-0.00079396-0.00041691i,-0.0011263+0.00027088i,-0.0014019+0.00056531i,-0.0013142+0.0006777i,-0.0013864+0.00050767i,-0.0010447-6.6909e-06i,-0.00093911-0.00055593i,-0.0015908-0.00061165i,-0.0014227-0.00041459i,-0.00013752-3.374e-05i,0.00054774-0.00015044i,0.00078421-0.00045127i,0.0007129-0.0006872i,0.00067512+0.00020797i,0.00044706+0.001197i,-0.0001337+0.00095432i,-0.00054959+0.0010275i,6.0696e-05+0.00080134i
0.00057934-4.0139e-05i,-0.000419-0.00048671i,0.00099014-0.001814i,0.0013374-0.0037379i,-0.00081216-0.0041373i,-0.0014268-0.0018626i,-0.0003648+0.00014253i,0.00059389+0.00010452i,0.00017279-0.00062266i,4.4462e-05+0.00010761i,-9.6975e-05+0.0013504i,-0.0007114+0.0013594i,-0.00015915+0.00088024i,0.00045246+0.00086397i,0.00012687+0.00086706i,2.5137e-05+0.00060394i,3.8078e-05+0.00064559i,-0.00020176+0.00038041i,0.00014574+0.00021195i,0.00082869+4.7245e-06i,0.0006863-0.00078055i,-0.00010072-0.00042598i,-0.00010983-0.00024786i
0.00021037-0.00051171i,0.00032788-0.00075427i,0.0012969-0.00047612i,0.0016041-0.001234i,0.00040639-0.0016267i,-0.0014375-0.00092532i,-0.00094019-0.00085076i,-1.6758e-05-0.00089718i,0.00015551-0.00071676i,-0.0002298-9.5399e-05i,-0.00084487-0.00067632i,-0.00084502-0.001077i,-0.00078986-0.00020302i,0.00013095+0.00059384i,0.000707+0.00040591i,0.00031671+2.4094e-05i,0.0004155+0.00035678i,0.0013078+0.00038459i,0.0012702+0.00036738i,0.00097479+0.00065044i,0.00021451+0.00050148i,-0.00051977-0.00015954i,-0.00074908-0.00040612i
-0.00072809-0.00061856i,-0.00068926-0.00094644i,-0.0016195-0.001785i,-0.0014472-0.0024149i,-0.0013328-0.0023384i,-0.0015041-0.00078478i,-0.0013364-8.6702e-05i,-0.0014127-3.9469e-05i,-0.001409+0.00066219i,-0.0014457+0.00073585i,-0.00091846+2.1097e-05i,-0.00022523-0.00030751i,-0.00016013-0.00021553i,0.00026461+0.00019594i,0.0010915+0.00075687i,0.0010004+0.00085328i,0.00092674+0.00034412i,0.0011213-1.9571e-06i,0.000417-0.00040441i,0.00034066-0.00054754i,0.0005994-0.00026844i,-0.00044543+0.00042071i,-0.0012577+0.00086317i
0.00010688-0.0013461i,0.00042136-0.0020001i,0.0017288-0.0027351i,0.00069609-0.00225i,-0.00053835-0.0015658i,-0.00040179-0.0012374i,-8.7412e-05-0.00085488i,0.00024366-0.0012482i,6.052e-05-0.0010967i,-0.00048865-0.0001918i,-0.00044714+0.00063196i,-0.00046856+0.00011569i,-0.00063695-0.0010036i,-0.00097655-0.00036422i,-0.0004778+0.00060397i,0.00065767+0.00067469i,0.00073853+0.00047998i,0.00033396-0.00055007i,0.00025372-0.00073609i,0.00060497+8.8899e-05i,0.00060548+9.6201e-05i,3.8177e-05-0.00023238i,-0.00089931-0.00050509i
0.0011958+0.0012055i,0.0020173+0.0010703i,0.0019916+0.00017321i,0.0011007-0.00063814i,0.00024734-0.00080138i,0.00013944-0.00066735i,-0.0002519-0.00055721i,-0.00054699-0.00033035i,-0.00074915-0.00051453i,-0.001388-0.00022466i,-0.0013503-0.00039465i,-0.00078577+0.000191i,-0.00098828+0.00056658i,-2.2139e-05+0.00019619i,0.00054008+0.00027832i,-8.1673e-05+9.2537e-05i,-0.00061808-2.4128e-05i,-0.00025427+0.00020672i,0.00051786+0.00072441i,0.00011054+0.00090465i,1.7017e-06+0.00041741i,-0.00021442+9.6253e-05i,-0.00058555-0.00036805i
-0.00041973+0.0008699i,-0.00027244+2.5986e-05i,0.0015571-0.0014115i,0.002174-0.0023424i,0.0010934-0.0017446i,-0.00065822+5.6811e-05i,-0.00062162-9.8016e-05i,-0.00033365-0.00084679i,-0.001123-0.00053159i,-0.0010095-0.00018135i,-0.00052223-0.00050922i,-0.00032528-0.0010366i,-0.00087422-0.0011876i,-0.0016472-0.0005682i,-0.00088257-0.00023977i,0.00022526-0.00038053i,0.00039086+0.00010084i,0.00059312+0.00068534i,0.00092166+0.00078618i,0.00039735+0.00069175i,9.9549e-05+0.00029631i,-0.00021196+1.8152e-05i,-0.00034468-6.0613e-05i
0.00060495-0.0014295i,-0.00017761-0.0022664i,0.001186-0.0027337i,0.00062301-0.0027371i,-0.00061116-0.0027365i,-0.00075049-0.0010183i,-0.00026136-0.00012129i,0.00013513-0.00039383i,-0.00054059+0.00021065i,-0.0007105+0.00027718i,-0.00054798-9.503e-05i,-0.00038691-0.00043716i,-0.0003118-0.00038554i,-8.1165e-05-4.9126e-07i,0.00027649+8.4647e-05i,0.00075929-5.8598e-05i,0.00077146-0.00036865i,0.00067377-0.0004249i,0.00087777+0.0002051i,0.00090732+6.3563e-05i,0.00095037-0.00025194i,0.00054513+2.8632e-05i,-1.1989e-05+0.00012728i
0.00072005+0.00059514i,0.0013302+4.0702e-05i,0.0015608-0.0004502i,0.00025388-0.0011836i,-0.0007403-0.0016643i,-0.00047037-0.0010754i,-1.106e-05-0.00029965i,-0.00088428-0.00024037i,-0.00059317-0.00098478i,0.00042663-0.00080012i,-0.00027776-0.00034696i,-0.00058245-0.00094045i,-0.00054681-0.0013055i,-0.0013233-0.00072707i,-0.0014675+0.00010771i,-0.00041167+0.00053115i,0.00043118+0.00021258i,0.00042311-0.000185i,0.00046253+9.2154e-05i,0.00012089+0.00022259i,-0.00085101-0.00016471i,-0.00046733+0.00011139i,0.0008796+0.00037512i
0.0035146+0.00033239i,0.0033505-0.0011704i,0.0034032-0.0045701i,0.0011433-0.0056541i,-0.0020635-0.0047022i,-0.0028438-0.0026563i,-0.0010675-0.00020837i,9.4812e-06+0.0009997i,7.193e-05+0.00039825i,-0.00074274-0.00055573i,-0.0011049-0.00018539i,-0.0015695+0.00040728i,-0.001814-0.00028396i,-0.00071922-1.3997e-05i,2.5124e-05+0.00095557i,0.00042197+0.0009289i,-0.00026675+3.4769e-05i,-0.00063356-0.0005075i,-5.35e-05+0.00073162i,0.00024844+0.0014423i,0.00027491+0.00068186i,-3.1838e-05+1.6415e-06i,-0.0002006+0.00026866i
-0.0025552-0.0013256i,-0.0014997-0.0021164i,-0.00042828-0.00081352i,-0.00017638-0.00046483i,-0.00024659-0.00020093i,-8.7569e-06+0.00036182i,-0.00075166+0.00030369i,-0.00025785+0.00032013i,-0.00025477+0.00044958i,-0.00097745+0.0008864i,-0.00082735+0.0017713i,0.0001053+0.0022703i,0.00063626+0.0014898i,0.00057133+0.00014962i,0.0010907+0.00018774i,0.00093385+0.00037066i,0.00025546+9.3517e-05i,-3.2313e-05-0.00084122i,-0.0005803-0.00042126i,-0.00045573+0.00085232i,0.00034297+0.00034389i,0.0011535-0.00013943i,0.0013315-0.00017887i
0.0013552-0.0012711i,0.0017227-0.0017581i,0.0014843-0.0032529i,0.00064234-0.0040054i,-0.0007076-0.0033018i,-0.0011304-0.0016069i,-0.00073196-0.00025855i,-0.00040164-0.00021095i,-0.00089438-0.00058144i,-0.001517-0.00067724i,-0.0010128-0.00044722i,-0.00046021-0.00030855i,-0.00073937-0.00016212i,-0.00012733+0.00044647i,0.00029382+0.0011371i,0.00047418+0.00035028i,0.00060581-7.3236e-05i,-0.00012822+0.00011107i,-0.00019636+0.00017531i,-3.2937e-05+0.00025085i,-0.00037812-5.8019e-06i,9.4795e-05+0.00043629i,0.00045434+0.00046149i
-0.0010098+0.0012653i,-0.00096792+0.0010072i,0.00022078+0.0013252i,0.0010462+3.4982e-05i,0.00037511-0.0004922i,-0.00050413-0.00027251i,-0.00074708-0.00054011i,-0.0005205-0.0010307i,-7.3812e-05-0.00098897i,-2.8069e-05-5.9357e-05i,-0.00029726+0.00014589i,-0.00067809+5.1857e-05i,-0.0010448-0.00015885i,-0.0010505+0.00018233i,-1.9973e-05+0.0011837i,0.00018345+0.0011661i,-0.00034972+0.00066215i,-1.6742e-05+0.00021324i,0.00043375+0.00035623i,0.00062478+0.00027917i,0.00069925+0.00025995i,0.00071153+8.7373e-05i,0.00023616-9.3278e-05i
0.0018816-0.00072756i,0.001825-0.0013051i,0.0013413-0.0026209i,-0.00013842-0.0031289i,-0.00077139-0.0023203i,-0.00070439-0.00098098i,-0.00034983+0.00011098i,0.00012439-6.6144e-05i,-0.00070987-0.00062141i,-0.0021352-0.00071699i,-0.0016611-0.00065912i,-0.0011769-6.7645e-05i,-0.00095326+0.00018142i,-0.0011878+0.00027624i,-0.00095273+0.00049975i,0.00066884+0.00027196i,0.00099337+0.00010013i,0.00033234+0.00081785i,-0.00015774+0.0013377i,-3.1532e-06+0.0010404i,6.2873e-05+0.00044597i,1.5065e-05+0.00022479i,0.00024298+0.00059627i
0.001233-0.0022935i,0.0012392-0.0031089i,-0.00019045-0.0037466i,-0.00084853-0.0032967i,-0.00097726-0.0016839i,-0.0008308-0.00034852i,-0.00055524+8.7595e-05i,-0.00044897+0.00018893i,-0.0011114+0.00022031i,-0.00089415+1.1195e-05i,-0.00051395+0.00036992i,-0.00045134+0.00022131i,-0.00056948-0.00031971i,-0.00080728+4.021e-06i,-0.00040981+0.00091587i,0.00064299+0.0012339i,0.00053506+0.00098812i,-9.8104e-06+0.00065946i,0.00010738+0.0009629i,0.00027561+0.0008262i,0.00019913+0.00014118i,-2.4204e-05-0.00014539i,-0.00016295-0.00052032i
0.00080024+0.00098654i,0.0018788+0.00062686i,0.003253-0.0011705i,0.0023619-0.0016405i,0.00023011-0.0011615i,-0.0011466-0.00064398i,-0.00068596-0.00082047i,0.00075101-0.00097699i,0.00050153-0.00038692i,-0.00080498-1.2139e-05i,-0.00117+0.00020249i,-0.00064553+0.00024985i,-0.00011174+0.00049794i,6.1342e-06+0.00048941i,0.00017048+0.00032178i,0.00016765+7.4614e-05i,-0.00016611+0.00011846i,-0.00035321-8.6826e-05i,0.00017047-0.00022461i,0.00039446+0.00043453i,-0.00030048+0.00086003i,-0.00051668+0.00090362i,-0.00076018+0.00050087i
0.0027796+0.00049504i,0.002368-0.00035596i,0.002135-0.0025863i,0.0014052-0.0049648i,0.00047264-0.005012i,-0.00023292-0.0033897i,-0.00017212-0.0016096i,0.0001519-0.00026636i,0.00084372+0.00029486i,0.00029113-0.0002599i,-0.00059351-0.00042868i,-0.00095793-0.00024018i,-0.00099171+0.00016519i,-0.0008856+0.001233i,-0.00040233+0.0016317i,0.00032641+0.001386i,0.00020188+0.0011668i,5.8473e-05+0.00034023i,0.00049512-0.00026278i,0.00023454+0.00023339i,-0.00041733+0.00051736i,-0.00081206-0.00021282i,-0.00078858-0.00081159i
-0.001588-0.00086821i,-0.00082715-0.00015254i,-0.0005248-0.00018257i,7.2625e-05-0.00089388i,0.0003207-0.00087222i,-0.00027528-0.00063769i,-0.00022987-0.00081937i,0.00022273-0.00083876i,-0.00038215-0.00029424i,-0.00073244+0.00036923i,7.1812e-05+0.00044994i,0.00045957+0.0003153i,-8.603e-05-0.00047053i,0.00011073-0.00096642i,0.00092497-0.000563i,0.001005+0.00043001i,0.00073239+0.0009504i,0.00093241+0.00047459i,0.0010451+0.0003005i,0.00052878+0.00057436i,0.00061605+0.00015466i,0.000332-0.00012405i,5.9855e-05+0.00035778i
0.0021519-0.001223i,0.0023092-0.0012469i,0.0025592-0.0029289i,0.0012999-0.0039621i,-0.000774-0.00352i,-0.0015602-0.0011357i,-0.00074493+0.00031503i,-0.0001415-0.00018447i,-0.00024951-0.0010286i,-0.00066842-0.0013059i,-0.0013202-0.00083462i,-0.0011929-0.0006473i,-0.00089585-0.0006515i,-0.00050431-0.00068862i,0.00028454-0.00010514i,8.9248e-05+0.00071193i,7.6135e-05+1.8478e-06i,0.00039904-0.00058593i,0.0002378-0.00048483i,0.00044727-6.4073e-05i,-0.0001601+0.00020941i,-0.00080611-7.4994e-06i,-0.00046856-2.5778e-05i
0.00012317-0.0010604i,8.6603e-05-0.00017532i,-0.00073593-0.0017529i,-0.0013284-0.0026361i,-0.00094632-0.0020252i,0.00042043-0.0005022i,0.00042924+0.00066196i,-0.00049076+0.00030406i,-0.00038483+0.00038024i,-0.00030447+0.000685i,-0.00029967+0.00166i,-0.00038853+0.0016275i,-0.0010011+0.00039122i,-0.00082599+2.2779e-05i,-0.0004775+0.00022082i,-0.0006343+0.00013927i,0.00023948-0.00020338i,0.00088284-0.00027047i,0.00033584-3.3153e-06i,-0.00037385+0.00028158i,-0.00059744-0.00070282i,-0.00038225-0.0007737i,-0.00048259-0.00063185i
0.00012642+0.00060352i,0.00073315-0.00043274i,0.00063635-0.00058949i,0.0011795-0.0006802i,0.00091635-0.00062538i,-0.00044456-0.0005166i,-0.00039786-0.00032349i,-5.6761e-05-0.00015069i,-0.00033312-0.00078069i,-0.0010214-0.00047233i,-0.0013262-0.00012715i,-0.000533-0.00017067i,-0.00017877-0.00048925i,0.00037699-0.00082245i,0.00048061-0.00085298i,-2.0006e-05-0.00093431i,-0.00029274-0.00059702i,-0.00043108-5.1237e-05i,4.2218e-05+0.00023248i,0.00010412+0.00044536i,3.0162e-06+0.00032692i,0.00075643+1.0923e-05i,0.00070906+0.00039111i
0.00035608+0.0023797i,0.00063845+0.0019005i,0.0017674+0.00065785i,0.0018944-0.0012837i,0.00066203-0.0018687i,-0.00011067-0.00053386i,0.00059161+0.00090682i,0.00050723+0.0010183i,-0.00095436+0.00091676i,-0.00092049+0.00025335i,-0.00014095-0.0002141i,-0.00040452-0.00074602i,-0.0013822-0.00088935i,-0.0020697-0.00046676i,-0.0016237+5.996e-05i,-0.00118+0.00066567i,-9.1591e-05+0.0013269i,0.00042335+0.00098525i,0.00011754+0.00020652i,0.00032094-0.00020831i,0.00013733+0.00030853i,-8.96e-05+0.00080177i,1.5321e-05+0.00060939i
-0.00091502-0.0020529i,-0.00020621-0.0009086i,0.0003817-0.00060647i,0.0009091-0.00075712i,-3.5066e-05-0.00015674i,-0.00033462+0.00020479i,0.00061228+0.00069857i,0.00083577+0.00043193i,-0.00024829-0.00068669i,-0.001612-0.00023921i,-0.0015802+0.00041348i,-0.00056989+0.00015227i,-0.00028303-0.00040379i,-0.00036909-0.0011509i,0.00014697-0.00039039i,-0.00011938+0.00059937i,0.00040277+0.00039328i,0.0014231-0.00035092i,0.0016351-0.0012407i,0.0013182-0.0007922i,0.0012193-0.00023835i,0.0013004-0.00034258i,0.0010422-0.00047168i
-0.0010458-0.0023721i,-0.00074768-0.0021316i,-0.00036016-0.0025747i,-0.0016969-0.0030694i,-0.0025448-0.0028191i,-0.0016651-0.0015743i,-0.0011651-0.0009976i,-0.00090563-0.0010797i,-0.00070192-0.0010176i,-0.0012524-0.00056411i,-0.00061788-0.00012174i,-0.00031654-0.00028421i,-0.00051706-0.00026584i,-9.4001e-05+0.00023481i,-0.00014246+0.00052646i,0.00018529+0.00040891i,0.00055815+0.0002938i,0.00025686-0.0001537i,0.00036436+4.4778e-05i,0.00083172+0.00054613i,0.00025053+0.00081221i,-0.00052237+0.00072763i,-0.00048681-3.0133e-05i
0.00080052+0.0021275i,0.00076276+0.0014522i,0.0029097+7.3182e-05i,0.0036595-0.0012467i,0.0025864-0.0018942i,0.0010751-0.0019142i,0.00074684-0.0014249i,0.0010353-0.00061934i,0.00058885+1.645e-05i,0.00067759+7.2962e-05i,0.00021886-0.00037807i,-0.0005144-0.00091618i,-0.0008609-0.001237i,-0.0005255-0.000653i,0.00035154+0.00026929i,0.00019581+0.00010401i,-0.00013231-6.4969e-05i,-0.00023818+0.00029673i,0.00031182+0.00055195i,0.00055964+0.00022588i,0.00015751-0.0010328i,3.2873e-05-0.0016645i,-0.00014823-0.00065117i
0.002384+0.00072333i,0.0021041+0.00010127i,0.0020102-0.0022111i,0.00056702-0.0040084i,-0.00013647-0.0032057i,-0.00035884-0.0010527i,-0.0004502+0.00022487i,0.00025781+0.00030529i,0.0002855+0.00048971i,-0.00037717-1.9945e-05i,-0.0010233-0.00022231i,-0.0011902+0.00050872i,-0.00076619+0.0008614i,-0.00067515+0.00071815i,-0.000579+0.0012602i,-0.0002549+0.00086282i,0.00010189+5.0566e-05i,-0.00013738+0.00031136i,-0.00059458+0.000359i,-0.00014488-0.00019081i,0.00041056-0.00068126i,0.00034686-0.00065054i,-3.4051e-05+0.00030093i
-0.00099458-0.0006975i,-0.00066575-0.0013991i,9.2401e-05-0.0010787i,0.00042796-0.0013315i,-0.00025924-0.0013608i,-0.00048346-0.00091156i,-0.00044553-0.00059969i,-0.0012522-0.00019549i,-0.0019228-0.00080489i,-0.0019657-0.0011266i,-0.00071752-0.00049274i,-0.00023225-8.9197e-05i,-0.00070581-0.00040331i,-0.00047457-0.0002359i,-9.4174e-05+0.00075946i,0.00024218+0.00061885i,0.00036374+5.532e-05i,0.0005574+0.00038053i,0.00095192+0.00031014i,0.00087864-0.00018156i,0.00032111-0.00016882i,-4.4432e-05+0.00014334i,-0.00018429+0.00022796i
-0.0024769-0.00049174i,-0.00086667+0.00042344i,-0.0004019-0.00027669i,-0.0013273-0.0011814i,-0.0023867-0.001097i,-0.0018679+0.00029144i,-0.0010214+0.0009018i,-0.0011398-0.00033022i,-0.00088586-0.00041764i,-0.00067808-8.7263e-05i,-0.00055679+0.00038447i,-0.00024941+0.00067352i,-0.00041571+0.00013347i,-0.00096932-0.00035106i,-0.00031717+2.361e-05i,0.0009361+0.00079734i,0.0011319+0.0007616i,0.00070409+0.00056325i,0.00057131+0.00045594i,0.0005943+0.00029108i,0.00044279+0.00029116i,0.0001232-0.00019023i,-0.00014246+0.00010192i
-0.00085508-0.0002309i,-0.00016241-0.00032799i,0.00094618-0.00048648i,0.0010618-0.0015036i,0.00056131-0.0017575i,0.00032536-0.00062194i,-0.00016691+0.0012148i,-0.00075949+0.0012779i,-0.0007064-0.00019269i,0.00017961-0.00069078i,-5.4801e-05+1.2819e-05i,-0.00082277-6.6059e-05i,-0.0011517-8.4474e-05i,-0.0011806+0.00031266i,-0.0005399+0.00047089i,0.00014657+2.3103e-05i,0.00065525-0.00065906i,0.00091543-0.00026337i,-0.00011109+0.0008959i,-0.00097161+0.00076344i,-0.001703-8.4197e-05i,-0.0016422-0.00046197i,-0.00041352-0.00031384i
-0.00031021+0.00045282i,-0.00018107+6.9438e-06i,-7.7848e-05-0.00090143i,0.00013088-0.0010715i,0.00034543-0.00093784i,0.00035988-0.0010574i,9.0166e-05-0.00013458i,0.00024033-0.00034419i,-1.6438e-05-0.00065368i,-0.00078655+2.9286e-05i,-0.00058909+0.00031684i,-0.00045855+0.00022819i,-0.00048263+6.5066e-05i,0.00034319+0.00018509i,0.0010489+0.00096118i,0.0013971+0.0017456i,0.0014646+0.0015271i,0.0014277+0.0013858i,0.00072724+0.0012331i,0.00026445+0.00036777i,0.00073318-6.691e-05i,0.00063041-0.00015572i,0.00064704-5.5272e-05i
2.8371e-05-0.00053132i,-0.00020742-0.0013788i,0.00063723-0.0031614i,0.00070349-0.0039299i,-0.00040465-0.0030342i,-0.00079287-0.0012677i,-0.0002495-0.00026666i,5.3577e-05+1.0239e-09i,-0.00044139+0.0001981i,-0.0005988-0.00028479i,0.00078628-0.00020365i,0.0012897+0.00051143i,0.00025366+0.00070048i,-0.00022525+0.00036952i,0.0005371+0.00031703i,0.00095774+0.00020082i,0.00035747+0.0001124i,-0.0006171+0.0004777i,-0.00040068+0.00090205i,0.00052839+0.00095976i,8.3811e-05+0.00069454i,-0.00025854-0.00046241i,0.00045453-0.00067348i
-0.00017045+0.00038582i,1.0861e-05-0.00060409i,0.0010949-0.001608i,0.001624-0.0019751i,0.00077356-0.0014016i,-0.00016515-0.00057654i,-0.00020412+1.8495e-05i,-0.00021325-0.0002932i,-0.0011195-0.00075644i,-0.0013845-0.0012901i,-0.00089931-0.00086499i,-0.00067234-0.00055029i,-0.0011855-0.00026734i,-0.0011529-0.00021046i,-0.00035756-0.00038699i,0.00042651-9.7855e-05i,4.8354e-05-0.00015735i,-0.00022514-5.4097e-05i,0.00010694+0.0005618i,0.00017611+0.00080933i,4.1525e-05+0.00051783i,0.0002873+0.00048164i,0.0008088+4.8895e-06i
-0.00060273-0.00044177i,0.0014677-0.0013876i,0.0024085-0.0012348i,0.0019082-0.0020749i,0.00089781-0.0031725i,6.5198e-05-0.0021076i,3.2134e-05-0.00051271i,-0.00021435-0.00022753i,-0.00055699-0.0002799i,-0.0001485-0.00083074i,0.00034706-0.00098281i,-7.0759e-06-0.00081202i,-0.00017373-0.0014131i,-0.00027726-0.0011671i,-0.00076955-0.00029929i,-0.00035111+4.4637e-05i,0.00029999+0.00038968i,-3.823e-06+0.0009422i,-0.00028683+0.0009536i,0.00036937+0.00052775i,0.0012217+0.00055889i,0.00045668+5.2736e-05i,-0.00086373-0.00072715i
-0.00025966-0.0013906i,-0.00021167-0.00051937i,-0.0011271-0.0014129i,-0.0015766-0.0018686i,-0.0011769-0.00059882i,-0.00088446+0.00066925i,-0.00063959+0.00078395i,-5.0592e-05+0.0011068i,-0.00060356+0.00074731i,-0.001355+0.00051541i,-0.0010989+0.00067212i,-0.00073279+0.00051483i,-0.00027749+0.00025428i,-9.0966e-05-0.00054199i,0.00053793-0.00053321i,0.00088465+0.00020621i,0.00068427+0.00062979i,0.00090482+0.00077656i,0.001043+0.00074723i,2.6604e-05+0.00095426i,-0.00080358+0.00078795i,-0.00073497+0.00057863i,-0.00072408+0.00054406i
0.0013115+0.001452i,0.001181+0.0011336i,0.0008908-9.0461e-05i,0.00051732-0.0015819i,0.00072123-0.0019121i,-3.2791e-05-0.00084555i,-0.0003477-0.00025512i,0.00021247-0.00082915i,-0.00042221-0.00096436i,-0.0014665-0.0011757i,-0.00087164-0.0011662i,-0.00010444-0.00044632i,-0.00021051+8.2613e-06i,-0.00045107-5.8518e-05i,-0.00010936+0.00013811i,0.00057499+0.00039902i,0.00022165+0.00043266i,-0.00016637+0.00059513i,-1.7843e-05+0.00016728i,0.0006046-0.00036393i,0.00058077-0.00057495i,-0.00026589-0.00051996i,-0.00071987-0.00082626i
0.00038613-0.0015792i,9.0998e-05-0.0021011i,0.00076621-0.0033628i,0.00061159-0.0038102i,-0.00041219-0.0033634i,-0.0016836-0.0010904i,-0.0016689-0.00011907i,-0.00091213-0.00076829i,-0.00052648-0.00039344i,-0.00098533-0.00015867i,-0.001437-0.00039271i,-0.0015068-0.00040289i,-0.0015595-0.00072165i,-0.00091088-0.0005043i,-0.00026562-0.00014658i,-0.00021235+3.0492e-05i,9.2545e-05+0.00071122i,-0.00017541+0.00071985i,-0.00061244+0.0002999i,-0.00063644+0.00040741i,-0.00077821-0.0001307i,-0.0011254-0.00017616i,-0.0010344+0.00043587i
0.0030945-0.0022688i,0.0041584-0.0037455i,0.0034013-0.0041897i,0.0010284-0.0052561i,-0.0015276-0.0046439i,-0.0024962-0.0017295i,-0.0014848-0.00011374i,0.00012752-0.0004616i,2.2374e-05-5.919e-05i,-0.0010093+0.00011264i,-0.0016217+7.4488e-05i,-0.0019816+0.00023856i,-0.002089+0.00051294i,-0.0021054+0.0010257i,-0.00049704+0.0015148i,0.0011729+0.00089208i,0.00090652-0.00028363i,0.00019926-0.00046491i,0.00014124-0.00027439i,0.00019233+9.5928e-05i,9.7457e-05+0.0006093i,-0.00065254+0.00025067i,-0.0008315+0.0001963i
0.00065606+0.0024553i,0.0013521+0.0031904i,0.0017741+0.002463i,0.0015909+0.00093827i,0.0010569-0.00039932i,0.00035018-0.00089803i,-0.00036457-0.00046839i,-0.00088192-0.00078997i,-0.00047233-0.00080354i,-0.00024199-4.4187e-05i,-0.00061547-0.00024396i,-8.9459e-05-0.0011196i,9.6708e-05-0.0011351i,-0.00079863-0.00071706i,-7.0602e-05-0.0001541i,0.00083713+0.00045392i,0.0007199+0.00033841i,0.0003394-3.995e-05i,0.0007167+1.1511e-05i,0.0013056+0.00049677i,0.0014868+0.00025179i,0.0017267+0.00017902i,0.0013582+0.00027448i
