-0.0018726+0.00028385i,-0.0011713-0.0013042i,-0.0014943-0.00014624i,-0.0015829+0.0010482i,-0.0012952+0.001193i,-0.0006849+0.0019171i,-0.00034607+0.0027956i,-0.00034475+0.0028042i,0.0010816+0.0019771i,0.0024625+0.001207i,0.0014884+0.00047256i,-0.00034032+0.00020668i,-0.00035338+0.00034224i,0.00035267+0.00026059i,0.00026669-0.00068738i,-0.00019201-0.0014298i,-0.0001691-0.001014i,0.00012912-0.00025127i,0.00060864-0.00018664i,0.00040694+0.00010945i,-0.00032275+0.00030016i,-0.00065254+7.4998e-06i,-0.0010634+0.00035825i
-0.0010815+0.0035542i,0.00056124+0.0036208i,0.0012745+0.0032236i,0.0002955+0.0023675i,0.00016627+0.0011713i,-0.00026157-0.00069726i,-0.00077872-0.0013658i,0.00028854-0.00061433i,0.001325+0.0001419i,0.001273+0.00024894i,0.0005648-0.00058198i,0.00040657-0.00018682i,-1.6989e-05+0.00054862i,-0.00052657+0.00028449i,-0.00015842+0.00018163i,0.00039052-0.000132i,0.00042332-0.00063341i,-0.00022886-0.00044845i,-0.00045619-0.00059564i,-0.000655-0.00097064i,-0.0010027-0.00086846i,-0.00057807-0.00044559i,-0.00025245+0.00036073i
-0.0019226-0.0038078i,-0.0016226-0.0025261i,-0.0025798-0.00066073i,-0.0025718+0.000568i,-0.001353+0.0013007i,-0.00055377+0.00040008i,-0.00028239-0.0012141i,-0.00034237-0.0011761i,-3.4031e-05-0.00050406i,0.0004537+0.00055552i,0.00067366+0.00077274i,0.00093026-8.3415e-05i,0.0013094-8.4236e-05i,0.00046746-0.00019273i,-0.00081451-0.00075931i,-0.00083115-0.0011131i,0.0002128-0.0014159i,0.00040953-0.00098671i,-0.00030742-0.00048391i,-5.0089e-05-0.0002809i,0.00058851-0.00019111i,0.000521-7.8097e-05i,0.00012207+0.00036895i
0.0011322+0.0021896i,0.001486+0.0019476i,0.0012155+0.0022739i,0.00046123+0.0010816i,-0.00069706-0.0010066i,-0.00089484-0.0015158i,-0.00021385-0.0012133i,-0.00020737-0.00088818i,-0.00034957-0.00049089i,-0.00015539+0.00051268i,0.00015963+0.00090253i,0.00025746+0.00050946i,0.00065682+0.00012361i,0.00052603-0.00050222i,-0.00029405-0.0003051i,-0.0004037-0.00011696i,-0.00047873+0.00016941i,-0.00099042+0.00044126i,-0.0013316-0.00034127i,-0.00081987-0.00075479i,0.00023669-0.00016895i,0.00013931+0.00023052i,-0.000324-0.00069809i
-0.0028208+0.0022745i,-0.0014444+0.0013361i,-0.0012554+0.0014985i,-0.0019171+0.0019273i,-0.00084328+0.00072528i,0.0008129-0.0010051i,0.00095289-0.0010766i,0.00017052-0.00011049i,-9.3416e-05+0.00071429i,0.00025236+0.0012413i,-0.00013104+0.00055649i,-0.00055632-1.9215e-05i,-0.00057547+0.00010476i,3.2316e-05-0.00049496i,9.8142e-05-0.0008239i,-0.0009345-0.00013899i,-0.00062444-5.8115e-05i,-0.00041354-0.0004947i,-0.00057642+8.5611e-05i,5.1498e-05+0.00059909i,7.6586e-05+3.4924e-06i,-5.4257e-05-0.00029872i,-0.0006527+6.6967e-05i
0.00030177-0.00041573i,0.00034771+0.00015723i,0.00018673-1.0237e-05i,-0.00025668-8.5627e-05i,-0.00046137+0.00029831i,-0.00013686+0.00015455i,1.1334e-05-0.00082209i,0.00026703-0.00041641i,0.00033098+0.00085828i,0.00020579+0.00049524i,0.00074834-0.00030024i,0.0008332-0.00050239i,0.00065281-0.000525i,0.00053739-0.00028525i,0.00038053+0.00010186i,9.6159e-06-0.00021751i,0.00012959-0.00020961i,0.00068994+4.0754e-05i,0.00068146+0.00042462i,0.00012538+0.00028581i,2.9688e-05-0.00022958i,0.00018841-9.671e-05i,-0.00083857+0.00016985i
-0.0012413-0.00084215i,-0.0028557-0.00032679i,-0.0030005+0.0017997i,-0.0023325+0.0024587i,-0.0012155+0.0026813i,7.2736e-05+0.0025057i,0.00067197+0.0015809i,0.0005355+0.00087418i,0.0002932+0.00080137i,0.0006673+0.00018659i,0.001193-0.0009466i,0.0011504-0.0011288i,0.00085469-0.0005984i,0.00027119-0.00019609i,-0.00070984-0.00073378i,-0.00059641-0.00103i,-0.00030729-8.8302e-05i,-0.00025779+0.00020734i,-0.00013511+0.00019333i,0.00026131+0.0010561i,0.00042678+0.00094671i,0.00077405-0.00010981i,0.00051166-0.00050818i
0.0011892+0.00065934i,0.0013439+0.00025082i,0.00082664-0.00043665i,0.00031449-0.00054573i,-0.00040324-0.00093951i,-0.00079945-0.00099512i,-0.0012996-0.00036093i,-0.00071181+2.2467e-05i,0.00035754+0.0011084i,0.0003931+0.0010981i,0.00095875+0.00029594i,0.0010121-0.00026881i,0.0004746-0.00056735i,0.00070773-0.00044434i,0.00084376-0.00038605i,0.0012142+0.00018546i,0.00070919+0.00072544i,-1.6905e-05+0.00056913i,0.00040862+0.00012096i,0.00063495+6.009e-05i,0.0001362+0.00022762i,-0.00022742-0.00013167i,0.00019501-0.00059736i
0.00036985-0.00034961i,0.00010529-0.00012005i,-0.0002455+0.00012681i,-0.00079242+8.2852e-05i,-0.0015693+0.00016337i,-0.00070779+2.5491e-05i,-8.6337e-05-0.00078043i,-0.00033382-0.0010951i,-0.00079484-0.00099479i,-0.00065496-0.00036885i,-0.00032678+0.00019394i,-0.00021417+0.00010475i,0.00021452-0.00025694i,0.00044709-0.00015157i,0.00014692-0.00023726i,0.00026092-0.00067879i,4.4762e-06-0.00099291i,-0.00039165-0.00056829i,-0.00059311+0.00047006i,-0.0002949-4.4161e-05i,1.5055e-05-0.00056069i,-0.00041398-0.00026012i,-0.00010926-0.00073926i
0.00086392+0.00012177i,-0.00027696-0.0010688i,-0.00095739-0.0018284i,-0.0018303-0.0014343i,-0.0018448-0.0012266i,-0.0015879-0.0012895i,-0.00080714-0.0007512i,-5.8153e-05-0.00039709i,0.0003576+0.00045627i,0.00048442+0.0011182i,0.00042483+0.00059225i,0.00079863-0.0001062i,0.00071933-0.00016325i,0.00015268-0.00021206i,4.5483e-05-0.00076157i,0.00027668-0.00096216i,1.1138e-05-0.000717i,-0.00012921-0.00037832i,0.00042882+0.00038915i,3.9616e-05-6.4395e-05i,-0.00023625-0.00084196i,0.00014043-0.00076764i,0.00050131-0.00012224i
-3.1514e-05+0.0014615i,-7.0818e-05+0.0019703i,0.00073243+0.00082263i,0.00019908+0.00047489i,-0.00065804+0.00021037i,-6.5585e-05-0.00062558i,-0.00073079-0.00056256i,-0.00036254+0.00032944i,0.00076051+0.0010876i,0.00058362+0.0012941i,0.00052495+0.00099147i,1.3787e-05+0.00055249i,-0.00061038+0.00028772i,-0.00081031-0.00036251i,-0.0010547-0.00070705i,-0.00050918-0.00021612i,0.00033576+9.3087e-05i,1.371e-05-7.2033e-05i,-0.00035534-0.00053046i,-5.4373e-05-0.00029175i,2.1755e-05+0.00051491i,-0.00030415+0.00052727i,-6.2563e-05-1.5508e-05i
0.0020019-0.00045129i,0.0019713-0.00023243i,0.0018448-1.1318e-05i,0.0013176+0.00037155i,0.00036517-4.1434e-05i,-0.00056015-8.3426e-05i,-0.00051824+0.00054503i,-0.000431+0.0007816i,-0.00011335+0.00165i,0.00069882+0.0010336i,0.00083314-0.0006411i,0.00036042-0.00085275i,-1.1602e-05-0.0011999i,-0.00067662-0.0010744i,-0.00098062-0.00065578i,-0.00065613-0.0011488i,-0.00039345-0.0013139i,-0.00071527-0.0010505i,-0.00060988-0.00074795i,0.00017674-0.00074074i,-0.00023887-0.00060785i,-0.00010023-0.00063864i,0.00037932-0.00052846i
-0.0015695+0.0020175i,-0.0004302+0.0019119i,-0.00080212+0.0017572i,-0.00095799+0.0013434i,-0.00058173+0.0010704i,-0.00052834+0.00030374i,-0.00091523-0.00066033i,-0.0012867-0.00054625i,-0.00074969-8.6011e-05i,-1.9375e-05+0.00026882i,-0.00036075-6.4986e-05i,-0.00052747-0.000405i,-0.00013033-0.00060708i,-0.00074127-0.00011978i,-0.0012847+1.9183e-05i,-0.00086723-7.8435e-05i,-0.0006488+0.00057281i,-0.00060152+0.00064681i,-0.00022387+0.00026874i,-0.0001031-0.00018749i,-0.00064764-0.00010044i,-0.00070599+0.00020867i,3.4661e-05-1.3646e-05i
-0.0019092-0.0015183i,-0.0011802-0.00036043i,-0.0021394-3.0947e-05i,-0.0022529+0.0004212i,-0.0014358+0.00085512i,-0.00051411+0.0010585i,-7.0908e-05+0.00082791i,0.00031362+0.00015747i,-0.00047928-0.00016388i,-0.0012908+0.00029793i,-0.00044183+0.00046238i,0.00031285+0.0002983i,0.00037476+0.00077119i,-4.558e-05+0.00055658i,-0.00053677-0.0005246i,-0.00082356-0.00076626i,-0.0011276-0.00066421i,-0.00069112-0.00084359i,-0.0004223+0.00012297i,-0.00087229+0.0008075i,-0.00046091+0.00044402i,-9.6038e-05-0.00015742i,-9.1017e-06-0.00019518i
0.0011167-0.00062474i,0.00026616-0.00062458i,-0.0011731-0.00086734i,-0.0018589-0.00066434i,-0.0015026-0.00037602i,-0.0015187-0.00052938i,-0.0013349-0.00086179i,-0.000666-0.00026669i,-0.00011243+0.00010658i,0.0005927+0.00026997i,0.0016842+0.0013241i,0.001393+0.0013153i,0.00045295+0.00077861i,0.00042331-0.0005431i,0.00070858-0.0018212i,0.00056102-0.0013174i,0.00048697-0.00041445i,0.00010717-6.7316e-05i,-0.00012774-6.5444e-05i,0.00037164+0.0002901i,0.00018814+0.00063875i,-0.00013475+0.00017841i,-0.00031392-8.754e-05i
0.0006925-4.0475e-05i,0.00025723+0.0013625i,-0.00092214+0.0012975i,-0.0010248-1.8042e-06i,-7.4104e-05-0.0010114i,-0.0001845-0.00099159i,-0.00090117-0.00085983i,-0.00038175-0.00084293i,0.00010255-0.00030283i,0.00032972+0.00023849i,0.00064017-8.1359e-06i,0.00013497-0.00041425i,-0.0007334-0.00018477i,-0.00098433+7.9895e-05i,-0.00052592-5.6201e-05i,-0.00035716+7.9495e-05i,-0.00033596+6.2381e-05i,-0.00021712-0.00029593i,0.00017675-0.00035906i,0.00023583+5.0761e-05i,-0.0001064+0.00036125i,0.00014366+0.0005497i,-8.922e-05+0.00053863i
0.0023981+9.4937e-05i,0.00088395-0.0012484i,0.00014781-0.00063789i,-0.00062502-0.00039703i,-0.00066122-0.00098284i,-0.00020232-0.0013194i,-0.00034093-0.00081698i,-0.00055384-0.00031218i,-0.00027059-0.00031785i,5.9101e-05+0.00042024i,0.00057282+0.0015503i,0.00077657+0.0013902i,0.00028301+0.0012093i,-3.7145e-05+0.0010614i,-0.00022132+0.00062914i,-0.00026116+0.00040039i,-0.00012629+6.6474e-05i,-3.979e-05+4.596e-05i,0.0005106-0.00015472i,0.00018519-0.00066638i,-0.00030681-0.00018788i,0.00028764+0.00083949i,0.0010656+0.00054225i
-0.0030428+0.00026882i,-0.0031288+0.0015588i,-0.0025116+0.0010568i,-0.0024908+0.0013812i,-0.0016298+0.0021673i,0.00056932+0.00070711i,0.0003701-0.00045492i,-0.00085186+8.7332e-05i,-0.0007073-6.7527e-05i,-0.00012084-0.00016163i,0.00080201+0.00033912i,0.0012327+0.00022273i,-6.6229e-05+0.00052917i,-0.00076804+0.00066524i,-0.00065203+0.00024667i,-0.0009925-0.00041839i,-0.00061937-0.00080959i,-0.00052586+0.00021725i,-0.00032931+0.00048048i,4.4282e-05-0.00038306i,0.00059876-0.00065853i,0.00079859-0.00017363i,0.00035558+0.00029436i
-0.0010698-0.0021989i,-0.0010021-0.0011136i,-0.00153-7.9272e-05i,-0.0013695+0.00043483i,-0.0010894+0.00091475i,-0.00022067+0.0010432i,1.7716e-05-0.00041163i,-1.3698e-05-0.00092654i,0.00060582-6.4592e-05i,0.0004097+0.0007743i,0.00059515+0.00072134i,0.00096111+0.00023338i,0.00065125+0.00018113i,0.00086381+0.00023965i,0.00081135+0.00038384i,-9.2154e-05-0.00018164i,-0.00056488-0.00077008i,-0.00034837-0.000364i,0.00026121-0.00029888i,0.000431+0.00016174i,0.00061323+0.00075067i,0.00025337+0.0005549i,-0.00059372+0.00038675i
-0.00023255-0.00015602i,-0.00079371-0.00021664i,-0.0012821+6.2041e-05i,-0.0011846+0.00041097i,-0.00092824+0.0007571i,-0.00051365+0.00057565i,-0.00011156+0.00017596i,-0.0002787-0.00043643i,-0.0010597-0.00041615i,-0.0010717+0.00058863i,-0.00085712-9.3129e-05i,0.00030544-0.0010907i,0.0013846-0.001083i,0.00069621-0.00060943i,-0.00022031-0.00056862i,-0.00036056-0.0012299i,-0.00026863-0.00094644i,-0.0003085+0.00014034i,1.8814e-05+0.00093444i,9.4689e-05+0.00041306i,0.00024734-0.0005028i,0.00071272-0.00062226i,0.00047098-0.00018411i
0.0010984-0.00044842i,0.00028465-0.00083741i,-0.00032751-0.00091043i,-0.001148-0.00071621i,-0.0023172-0.00064837i,-0.002238+5.8866e-05i,-0.0012648+1.0191e-05i,-0.0001985-0.00063118i,5.8749e-05-0.00088707i,0.00043787-0.00056737i,0.0016056+0.00068332i,0.0022344+0.001207i,0.0020905+0.00070826i,0.0014764+0.00031253i,0.00036609+0.00010933i,-0.00031455-8.9601e-05i,-0.00038722-4.7072e-05i,-0.00053547-0.00038913i,-0.00019558-0.00052771i,-0.00010042-0.00013989i,-2.8666e-05-0.00037944i,0.00032537-0.00081813i,0.00011036-0.00056652i
-0.0012214-0.0010316i,-1.9072e-06-0.0020159i,-5.4928e-05-0.0011267i,-0.0011861+0.00037002i,-0.0010068+0.00055891i,-0.00028552-0.00043638i,-9.146e-05-0.00089895i,-0.00027795-0.0010153i,-0.00063754-0.00015318i,-0.00010785+0.0014775i,0.00036373+0.002025i,0.00040831+0.0010544i,0.00015859+0.00069298i,5.0193e-05+0.00056292i,-0.00022659+0.00021i,-0.00027297+5.297e-05i,0.00013935-0.00074311i,0.00034198-0.00077301i,-0.00025693-0.00036831i,0.00012187+0.00048844i,0.0010429+0.00063592i,0.00094961-0.00054477i,0.00035957-0.001104i
-0.00021615+0.00021497i,-0.00019558-0.000238i,0.00016591+0.00024089i,0.00027591+0.0011545i,9.982e-06+0.001279i,6.538e-05+0.00042689i,0.00060887-0.00045219i,0.00044327-0.00039571i,-0.00022518-0.00011594i,-0.00010382+0.00046133i,6.1482e-05+0.001202i,0.0003044+0.0010733i,0.0007106+0.00016897i,0.00051574-0.00055757i,-0.0002855-0.0010063i,-0.00031706-0.00093232i,-0.00023374-0.00082524i,-0.00046194-0.00074069i,-2.6026e-05+0.00032931i,0.00033177+0.0010078i,2.7693e-06+0.00044552i,-0.00048813+0.00019275i,-0.00040519+0.00032528i
-0.0015703+0.001524i,-0.00044989+0.0016182i,-0.00039664+0.002168i,-0.0012061+0.0024273i,-0.00062589+0.0017012i,0.00090973-0.0002052i,0.00067235-0.0014036i,-0.00063224-0.0010699i,-0.0012423-0.00056839i,-0.00055405-0.00057629i,0.0011128-0.00083155i,0.0011139-0.0003261i,-0.00015875-2.7053e-06i,-0.00031306+0.00018589i,-0.00022121+0.00047451i,-7.9361e-05+0.00010788i,-0.00026932-0.00023877i,-0.00048678+0.0001793i,-4.1727e-05+0.0008705i,0.00038691+0.00096581i,0.0003669+0.0008212i,0.00013691+0.0010366i,9.9118e-05+0.00061695i
-0.00012123-0.0032485i,-8.085e-05-0.0018464i,-0.00047667-0.0014162i,-0.0010679-0.0016918i,-0.0012286-0.0010187i,-0.0012621+0.00018441i,-0.00050894+0.00033324i,0.00022012+0.00027409i,0.00014032-0.00020254i,-0.00019141+0.00026964i,-0.00031575+0.0008024i,2.9417e-05+0.00017165i,0.00040634-0.00026958i,0.0012563-0.0005874i,0.0017582-0.00091977i,0.0012189-0.00021606i,-0.00017037+0.00081404i,-0.00079387+0.00081105i,2.1539e-05+0.00035975i,0.00012618+0.00023031i,-0.00019367-5.0182e-05i,4.0068e-05+0.00059255i,2.0999e-05+0.0017318i
0.00082033-0.00059025i,-0.00026043-0.00020674i,-0.00083034+0.0011425i,-2.1172e-05+0.0014284i,0.0010207+0.00092031i,0.00090574-0.00012911i,-0.00028925-0.00036314i,-0.00075157+4.0281e-05i,-0.00032682+0.00019743i,0.00051378+0.00047377i,0.001194+0.0005563i,0.0011519+0.00028839i,0.00026637+0.00034258i,-0.00089383+0.00085384i,-0.0010459+0.00048828i,-0.00056421-7.3726e-05i,-0.00075833-0.00042578i,-0.00036878-0.00036822i,0.00016733-0.00015185i,0.00066172-0.00012747i,0.0004479-0.00018934i,-0.00013667+0.00030792i,0.00045211+0.00096132i
-0.00075683+0.0018471i,-0.00058525+0.0013653i,0.00025106+0.00055334i,0.00066744+0.00026082i,-4.5521e-05-0.00014196i,-0.00048185-0.00026651i,-0.00014965-0.0009609i,-0.00028136-0.00092066i,-0.0001761-0.00022602i,-0.00043452+0.00041035i,-0.00097085+0.00013297i,-0.00041734+0.00011469i,0.00040774+0.00018227i,0.00045934-0.00016055i,-0.00048742-0.00010602i,-0.00028099-6.1349e-05i,0.00045828-0.00017039i,0.00041368-0.00074435i,0.00035284-0.00077341i,0.00047866+4.8541e-05i,-6.3558e-06+0.00037907i,-0.0005816-5.8534e-05i,-0.00025323-0.00042948i
0.0002272-0.00053239i,-0.0002479-0.00050418i,-0.00048275-0.00037808i,-0.00062061-0.0013005i,-0.00015775-0.0018546i,-0.00018235-0.0012i,-1.7073e-05-0.0008245i,0.00015032+0.0001336i,0.00033225+0.0015618i,0.00017684+0.0015332i,-0.0001328+0.0016233i,0.00039728+0.0013515i,0.00061986+0.00086307i,-4.5008e-05+0.0008974i,-0.00025537+0.00018226i,-0.00014902-0.00092233i,-0.00057266-0.00090551i,-0.0014021-0.00057889i,-0.0012824+7.1394e-05i,-0.00051326+0.00015788i,-0.00042461-0.00017049i,-0.00084613-3.1585e-05i,-0.0006335+1.7741e-05i
0.00024138-0.00032645i,-0.001109-0.00043985i,-0.0025337-1.7764e-05i,-0.00308+0.00031112i,-0.0025027+0.00087314i,-0.001391+0.0010398i,-0.00017272+0.00022196i,0.00025747+0.00020031i,-0.0003477+0.0011426i,-0.00061137+0.0008733i,-0.00065941+0.00066354i,-0.0001129+0.00027039i,0.0005591-0.00043554i,0.00028185-0.0010038i,0.00030673-0.0011915i,9.3398e-05-0.00098353i,-0.00038015-0.00077386i,-0.00052825-0.00021633i,-0.00013667+0.00058421i,-5.5715e-05+0.0011063i,0.0001454+0.00051609i,0.00020939-0.0001031i,8.714e-05-0.00033233i
-0.00116-0.00052281i,-0.001209-0.0008096i,-0.0017688-0.0012757i,-0.0011888-0.00011114i,-0.00037638+0.0011326i,-0.00025867+0.00056992i,-0.00026487-0.00011179i,0.00015641-0.00034254i,4.4796e-05-4.1107e-05i,-0.00039061+0.00049095i,-0.00019309+0.00016617i,-4.6323e-05+6.8171e-05i,-0.0004154+7.7429e-05i,5.746e-05-0.00033716i,0.00026822+0.00024963i,-0.00030252+0.00072287i,-0.00016533+0.00013802i,0.00040514-0.00027387i,0.00061048-0.00020833i,0.00029622-0.00019825i,0.00021283-0.00045295i,0.00023149-0.00057435i,1.0578e-05-0.000132i
-0.0017159+2.067e-06i,-0.0013963+0.00022107i,-0.00052124+0.00034213i,-0.00075601+0.00040771i,-0.00078032+0.00033794i,1.215e-05-0.00032512i,0.00035981-0.00074854i,0.00066969+0.00019718i,0.00097144+0.0010236i,0.00039896+0.00067855i,-0.00011917+0.00053044i,-0.00042125+0.00066709i,-0.00032879+0.00010063i,-0.00020233+0.00017981i,-0.00069632+0.00054497i,-0.00034039+0.00023669i,0.00097144+0.00070783i,0.00053175+0.0011118i,-0.00029879+0.0004358i,-2.6716e-05+0.00034268i,-8.181e-05+0.00016457i,-0.00011073-5.1422e-05i,-9.8732e-05+0.00056327i
-0.00037787+0.0011211i,-0.001338+0.0011753i,-0.0020517+0.0010681i,-0.0015772+0.00088936i,-0.00033526+0.0004641i,0.00081606-0.00076313i,0.00062129-0.0014532i,0.00030349-0.00068143i,0.00024687+0.00044446i,0.00030465+0.00083754i,0.00048296+0.00058428i,0.00094265+0.00035169i,0.00086438+0.00057618i,0.00011865+0.00041838i,-0.00032124-0.00010391i,-0.00048821+0.0001135i,-0.00074776-0.00033744i,-0.00041867-0.0010024i,-4.1755e-05-0.0007982i,0.00044284-0.00070906i,0.00063294-0.00038923i,-0.00028685+0.000341i,-0.00038797+0.00047923i
-0.00074385-0.00088168i,-0.0012751-0.00066349i,-0.0010112+0.00041302i,-0.00045697+0.0010761i,0.00019542+0.00027275i,0.00032813-0.00079785i,0.00024128-0.00049468i,0.00013056+8.1451e-05i,0.0005793-0.00019138i,0.0015062-0.00012388i,0.0014424+0.00088575i,0.0012306+0.0011524i,0.0005947+0.00044604i,-0.00078074+0.00057777i,-0.0014574+0.00075879i,-0.00097578-0.00057196i,0.00010648-0.0018945i,0.0005639-0.0011895i,0.00023223-0.00078851i,-0.00024156-0.00050917i,-0.00078169+0.00012448i,-0.0010141+0.00024197i,-0.0003784+0.00020867i
0.0007487+9.9654e-05i,0.00032125-0.00070205i,-0.00018111-0.00029877i,6.591e-05+0.0007483i,-7.4822e-05+0.00056646i,-0.00090209-9.8171e-06i,-0.00079778-0.00022046i,-0.00016219-0.00065942i,-0.0001022-0.00064526i,0.00045669-0.00014097i,0.00069374+9.921e-05i,0.00089982-0.00032727i,0.0008459-0.00039994i,0.00080606-0.0011912i,0.00082036-0.0010298i,2.0838e-06+0.00049695i,-0.00045107+0.00065512i,-0.00035055+0.00040824i,-0.00079838+0.00065575i,-0.00059198+0.00070448i,3.632e-05+0.00015855i,6.8593e-05-4.9283e-05i,-0.00020381+0.00019697i
0.0010552+0.0025736i,0.0013246+0.0023556i,0.0010341+0.0018337i,0.00061787+0.00014641i,0.00041956-0.0012351i,0.00011246-0.0016612i,-0.0002042-0.0011236i,0.000161-5.4984e-05i,0.00042443+0.00016738i,0.00044985+2.9878e-05i,0.00040376+0.00046964i,0.00091728+0.0008443i,0.0009938+0.00082299i,0.00061724+0.00052457i,5.3698e-05-0.00023894i,0.0003881-0.00076093i,0.00053042+0.0001188i,0.00024379+0.0011763i,5.6772e-05+0.0011017i,-0.00052493+0.0004362i,-0.00046785-0.00038257i,0.00018517+0.00029426i,3.0027e-05+0.0012716i
-0.0013801-2.7148e-05i,-0.00060838-0.00026198i,-0.00072542-0.00030685i,-0.0019548-0.00027286i,-0.0023819-0.00068851i,-0.0015522-0.0008056i,-1.7473e-05-0.00030117i,0.00013053+0.00010761i,-0.00049859+0.00025767i,-0.00035542+0.00012284i,9.7573e-05+6.0191e-05i,0.00079307-0.00024633i,0.00094815-0.00017132i,-0.00027047+0.00010327i,-0.0008071-0.00016195i,-0.00016736+0.00012393i,0.00053792-0.00032271i,0.00086197-0.0008197i,-3.5041e-05+0.00011201i,-0.00071205+0.00071697i,-0.00096347+0.00058597i,-0.00107+0.00025168i,-0.0011025-0.00014591i
0.0026662-0.0016161i,0.001446-0.0023879i,0.00054298-0.0031501i,-0.00075718-0.0022536i,-0.0016435-0.0010357i,-0.0022472+0.0001731i,-0.0021205+0.00023241i,-0.0010722-0.0005614i,-0.00046105-4.5161e-05i,-0.00022853+4.6748e-05i,-2.0481e-05-0.00024513i,0.00049922+0.00031937i,0.00031219+0.00049389i,0.0006688-0.00038378i,0.0012172+4.6878e-06i,0.00037237+0.00069671i,-0.00020009+0.00046041i,2.4738e-05-0.00028489i,-0.00015391-0.00051038i,-0.00033586+1.2248e-05i,0.00029544+0.00027271i,0.0004025+0.00031873i,-0.00030255+0.00013266i
0.00055194+0.0011887i,2.1097e-06+0.0018219i,-0.00041105+0.00081447i,-0.00095759-7.3254e-05i,-0.0018678+0.00031287i,-0.00074721+0.00027443i,0.00042766+0.00041387i,0.00046511+0.00076183i,0.00034834+0.0011077i,0.00046843+0.00098788i,0.00084423+0.00056118i,0.00042831+0.00020863i,-0.00011362+0.0002181i,-0.00039514-0.00030997i,0.00030135-0.00094012i,0.00061305-0.00036224i,-0.00018517+0.00058132i,-0.00082573+0.00048274i,-0.00046365+0.00040392i,1.3597e-05+0.00037205i,-8.2971e-05+0.00012607i,-0.00017789-0.00052603i,-0.00029479-0.0011803i
-0.0015211-0.0012277i,-0.001115-0.0012738i,-0.0013807-0.00065198i,-0.0016107+1.3508e-05i,-0.001691+0.00022412i,-0.00075806-0.00069428i,0.00054886-0.00091386i,0.00045484-0.00034593i,1.6944e-06+0.00027492i,0.00051903-0.00012343i,0.00058121-0.00067051i,9.3115e-05-0.00035435i,-0.00027342-7.3861e-05i,-0.00031165-0.00015157i,0.0004557-9.0288e-05i,0.00097792-0.0002762i,0.0011833-0.0011483i,0.0010616-0.0011233i,-0.00030751-0.0012457i,-0.00016154-0.00091674i,0.00037978-0.00024607i,-0.00033541-0.00048305i,-0.00067128-0.00042872i
0.0027346+0.0011535i,0.0018451+0.00046225i,0.00072799-0.00021406i,-0.00025968-0.0011407i,-0.00013547-0.002569i,0.00013477-0.0021624i,0.00016418-0.00042809i,0.00034475+0.00063122i,0.0005166+0.00081026i,5.5476e-05+9.4241e-05i,-0.00042104-0.00040692i,-0.00043347-0.00022654i,0.00018245+0.00029651i,0.00078664+0.00049501i,0.00028953-3.7984e-05i,-0.00046832-4.3499e-05i,-0.00080532+0.00014912i,1.8754e-06-0.00016929i,0.0013956+0.00072797i,0.00081169+0.00098955i,0.00021136-0.000168i,0.00057405-5.8377e-05i,0.0004009+0.00074138i
0.0029862+0.0015785i,0.0020779+7.209e-05i,0.00082105-0.0010336i,0.00020528-0.00081623i,-0.00023834-0.00084524i,-0.00069835-0.0010639i,-0.00059815-0.00094329i,-1.7209e-05-0.00098879i,0.00065253-0.00039823i,0.00078925+0.00042302i,0.00040923-9.6485e-05i,3.7616e-05-0.00060302i,-0.00044414-0.0008624i,-0.00083219-0.00080083i,0.00029669-0.0006007i,0.00076938-0.00061764i,-0.00027778-0.00056886i,-0.00061915-0.00038557i,-0.00043296-0.0002678i,-0.0012584-0.00026855i,-0.0016325-0.00042182i,-0.00088165-0.0002453i,-0.00077699+2.5976e-05i
0.0028055-0.0012744i,0.0021498-0.0023415i,0.0014394-0.0027809i,-0.00057997-0.0025085i,-0.0021239-0.0019817i,-0.0015954-0.0012659i,-0.0012274-0.00056115i,-0.00072962+0.00019993i,8.9689e-05+0.00067119i,0.0001938+0.00041908i,-0.00022551-0.00015388i,-8.086e-05-0.00036438i,-0.00023653-0.0001347i,-0.00043264-0.00010764i,0.00060611+4.8075e-05i,0.001292-0.00015224i,0.0003422-0.00035745i,-5.6479e-05-5.5229e-05i,-5.5389e-05-0.00077211i,-2.1279e-05-0.00099125i,-0.00017493-0.00010419i,-0.00072204+0.00017365i,-0.00032973+0.0004377i
-0.0016618-0.0021865i,-0.0019103-0.00073157i,-0.0022693-0.00017797i,-0.0020897+1.3936e-05i,-0.00099308+0.00062682i,-0.00041694+0.00061157i,-0.00018943+0.00050458i,2.0196e-05+0.00055223i,2.2912e-05+0.00020665i,-8.7444e-05+0.00077281i,0.00010949+0.00093455i,0.00066733+0.00048654i,0.00095368+0.00017412i,0.00083879+0.00020138i,0.00014235+0.00044078i,-0.00091613+0.00067016i,-0.0010146+0.00032069i,-0.0009526-0.00024248i,-0.00081322-0.00014328i,1.3767e-06-0.00015223i,0.00010915+0.00021475i,-0.00037566+0.00040788i,-0.00079159+0.000211i
