-0.0022362+0.00023333i,-0.0015734+0.00043094i,-0.0015637+0.00038113i,-0.00054966+0.0010249i,-0.00063067+0.0018278i,-0.00093738+0.0021225i,9.59e-05+0.0024482i,0.00063344+0.0019623i,0.00084427+0.0011542i,0.00052787+0.00010951i,8.227e-05-3.0012e-05i,0.00021463+0.00040464i,-0.00014485+0.00018643i,-0.00050788-0.00024171i,-0.0002053-0.00032395i,-0.00057235-0.000297i,-0.0010759-0.00032242i,-0.001073-0.00073303i,-0.0010485-0.00087064i,-0.00098023-0.00049893i,-0.00059259-0.00046205i,-0.00021455-0.00088711i,-0.00051836-0.00039618i
-0.00081033-0.00022536i,-0.00012687+0.00067375i,-0.00018302+0.00062675i,0.00020695-0.00044743i,0.00099794-0.00021203i,0.0010772+0.00058626i,0.00051397+0.0012511i,0.00059008+0.0017615i,0.00067543+0.0018637i,0.00081491+0.00088938i,0.00082129+0.00061227i,0.00022745+0.00031667i,0.00054899-0.00058115i,0.00082775-0.00074725i,0.00045257-9.3749e-05i,0.00028476+4.5796e-05i,-0.00058256-0.00097846i,-0.0011344-0.0013069i,0.00011688-0.001342i,0.00091996-0.00092663i,0.00030985-7.0153e-05i,0.00016093-0.00051582i,0.00051241-0.00052624i
-0.0019216-0.00065141i,-0.0020852+0.00058495i,-0.0019674+0.00067452i,-0.00033023+0.00075872i,0.0015317+0.0013036i,0.0018317+0.0011321i,0.00075332+0.00094465i,0.00037336+0.0010764i,0.00082301+0.00023925i,0.00092028-0.00021255i,0.0010143+0.00039972i,0.00090799+0.00052616i,0.00052054+0.00048082i,-0.00037603+0.00037539i,-0.00051014+0.00031205i,0.0003212+0.00024829i,0.00058828+0.00045571i,7.3332e-05+0.00064862i,-0.00024419+0.00020213i,-0.00076155+3.8335e-05i,-0.0013094-7.195e-05i,-6.2641e-05-0.00011547i,0.00063877-0.00025238i
-9.0522e-05-0.00055196i,0.00080502-0.00045699i,0.0011143-0.00033715i,0.0011289-0.00011786i,0.00094253+0.00038989i,0.00052157+0.00035204i,8.089e-05-0.00026815i,0.00060083-0.00011592i,0.0014845+0.00069035i,0.0010395+0.0010022i,0.00032243+0.00064518i,0.00032784+0.00012783i,0.00088443+0.00046807i,2.0805e-05+0.00099908i,-0.0012018+0.00088493i,-0.0011492+0.00058781i,-0.00045387+0.00072973i,-0.00027495+0.00067718i,-0.00080813+0.00017597i,-0.00046888-0.00053266i,0.00050798-0.00038415i,-4.8729e-05+0.0009367i,-0.0011358+0.0011856i
0.00035458+0.00022507i,0.00070929-0.00072984i,0.0011774-0.0011863i,0.00064741-0.00074776i,0.00021885+0.00019108i,7.559e-05+0.00073838i,3.5185e-05-0.00022638i,-0.00010563+0.00050055i,0.00027009+0.0020436i,0.00047049+0.0015248i,-0.00018894+0.00093273i,0.00015121+0.0012212i,0.0010975+0.0006672i,0.00018635-0.00045265i,-0.00090072-0.00064149i,-0.00072559-7.6428e-05i,-0.00054905-2.7196e-05i,-0.00021554+0.00017506i,0.00052782-0.00022511i,0.00023807-0.00061576i,-1.8155e-06-0.00038311i,-0.00019543-0.00021063i,-0.00078725-0.000382i
-0.00092067-0.0023824i,-0.00066633-0.0015543i,-0.00089523-0.00049833i,0.0001367-0.00029235i,0.0012775+0.0008553i,0.001319+0.0019402i,0.00065658+0.001695i,0.00020288+0.00097751i,0.00047091+0.00096205i,0.00022348+0.0013857i,0.00028184+0.00096071i,0.00030051+0.0005632i,-0.00055291+0.00049368i,-0.00125+0.00010257i,-0.0010511+1.6492e-05i,-0.00022048+0.00023379i,-0.00019024+0.00026587i,-0.00019749-0.00047331i,0.0004148-0.0013669i,0.00045567-0.0012811i,1.233e-05-0.00049753i,0.00014396-0.00034556i,0.00016453-0.00088918i
0.0010536-0.00043034i,0.0024762-0.0015347i,0.0030256-0.0027546i,0.0017097-0.002828i,0.00046245-0.00057637i,-0.00025235+0.0010508i,-0.00020361+0.0012043i,0.00010187+0.0017063i,0.00012151+0.0017288i,-0.00013303+0.000961i,-0.00025709+0.00067346i,0.00015353+0.00028212i,0.00032785+0.0001525i,0.00029554+0.00042623i,0.001062+0.00067138i,0.0011134+0.00055053i,0.00058829-0.00020738i,0.00037724+4.722e-05i,0.00043696+0.00044128i,0.00056009-4.1068e-05i,0.00028496-0.00057711i,0.00062627-0.0011591i,0.00069554-0.0010359i
-0.00010931+0.0026739i,0.0012303+0.0017468i,0.0018043+0.0016156i,0.001484+0.00095253i,0.0019441-0.00010478i,0.0019505-0.00039372i,0.00051049-0.00018845i,-0.00034086+0.00025358i,-0.00037321+1.2109e-05i,-0.00032262-0.00048716i,0.00015937+0.00043404i,0.0010278+0.0016269i,0.00058918+0.00080559i,-0.00072763-0.00015125i,-0.00093747+6.5352e-05i,0.00010661+0.00061063i,0.00071016+0.00086475i,0.00047248+0.00099228i,-0.00012759+0.0012531i,-0.00036782+0.000291i,-0.00051681-0.00031279i,-0.00039591-0.00047688i,-0.00053015-0.00056717i
-0.00059245+0.00045458i,0.00040301+0.00026574i,0.00099071+0.00022257i,0.00079142+0.00052089i,0.00073833+0.00088144i,0.00050056+0.0013376i,0.00018541+0.0017479i,3.2302e-05+0.0013711i,5.0409e-05+0.0013924i,-0.00028904+0.00069569i,-0.00033003-2.5675e-05i,0.00018801-0.00013244i,0.00046743+0.00035446i,0.00095689+0.00091382i,0.0015477+0.0010738i,0.001073+0.00075067i,0.00013591+0.00064517i,-0.00077836+0.00062608i,-0.00089357+0.00049731i,-0.00061264+0.00065351i,-0.00042603+0.0012887i,-0.00023178+0.00099549i,-0.00049275+0.0002177i
-0.00041556+0.00012594i,0.00021789+0.00022455i,0.0014042+0.0007659i,0.002877+0.00065734i,0.0028244+0.00021851i,0.00098977-8.5171e-05i,-0.00043172+0.0003348i,0.00021254+0.000662i,0.00079122+0.00057258i,0.00065258+0.00071581i,0.0010648+0.00033747i,0.0016661+0.0003464i,0.00122+0.00040109i,0.000366+0.00048524i,0.00031055+0.00084699i,0.00030503+0.00029908i,-6.8295e-05-0.0001362i,-0.00038078+1.85e-05i,-0.00028354+6.0689e-05i,-0.0002158+0.00057883i,2.1708e-05+0.00055016i,0.00023182+0.00035559i,-0.0001535+0.00049773i
0.001759+0.0023477i,0.0026865+0.0025995i,0.002762+0.0021344i,0.0020356+0.0016534i,0.0010207+0.00087061i,0.00023891-0.0002357i,0.00040228+0.00024744i,0.00074265+0.0018588i,0.00081985+0.0023841i,0.00072019+0.0011145i,0.00073714-0.00038967i,0.00041296-0.00040381i,0.00045851-0.00035611i,0.00083088-0.00036168i,0.00070351+0.00053622i,0.00092814+0.00058037i,0.001065-3.686e-05i,0.00045574-0.00020069i,-0.00030334-0.00045227i,-6.2362e-05-0.0010861i,0.00021507-0.00079594i,0.00047534-0.00042622i,0.00062932-0.00054902i
-0.0013903+0.0009567i,-0.00048495+0.00092082i,-0.00042203+0.00048638i,0.00013229-0.00037504i,0.00072976-0.00049976i,0.0011916-0.00031422i,0.0018476-0.0008342i,0.0010123-0.00026128i,0.0004236+0.00053902i,0.0010734+0.00072447i,0.00068051+0.00042293i,0.00031587+0.00057388i,0.0004157+0.00063955i,0.00074835+0.00015606i,0.00048118+0.0001029i,-4.3736e-05-0.000222i,0.00026234-0.00057388i,0.00064263-0.00045502i,0.00046707-0.00030224i,-0.0001866+2.8192e-05i,-0.00051723+3.9776e-05i,-9.9752e-05-2.176e-05i,8.8624e-05-0.00029086i
0.0014162-0.00085402i,0.0016955-0.0014922i,0.0015781-0.0021585i,0.0019554-0.0018119i,0.0024876-0.0001955i,0.0015743+0.00087515i,0.0010381+0.0012277i,0.00070298+0.0018926i,0.00063617+0.0018525i,0.00074778+0.00070553i,0.00061176+0.00044671i,0.00053835+0.00010509i,0.00036635-0.00051646i,-0.0004467-0.00037595i,-0.0011733+0.00088156i,-0.00053087+0.0011208i,0.00059708+0.00022203i,0.0014759-0.0002132i,0.0021858+0.00038681i,0.0013222+0.00093124i,-0.00031549+0.00077744i,-0.00016349+0.00085264i,0.00027161-0.00010015i
3.0929e-05-0.00016957i,-0.00022932+0.0011068i,0.00076765+0.0014687i,0.0014465+0.00012072i,0.0013772-6.6095e-05i,0.0016528+0.0018559i,0.0018985+0.0019856i,0.0013292+0.001291i,0.0010099+0.0012212i,0.00074328+0.00068716i,0.00045322-2.9682e-06i,0.00060007-0.0001347i,7.1407e-05-0.00019542i,-0.00031036-0.00037959i,-9.6772e-05+0.00024942i,-0.00035143+0.00050853i,-0.00039125+0.00010511i,0.00039833-0.0001288i,0.00043393-0.00038367i,-6.7907e-05-0.00061873i,-6.5761e-05-0.00093696i,0.00015331-0.00069464i,0.00013574+0.00041354i
0.00012931+0.0025157i,0.0014179+0.0030784i,0.0022488+0.0022156i,0.0019687+0.00075016i,0.0010467+0.00073077i,0.00067131+0.0011238i,0.00069354+0.0016744i,0.0006358+0.0020957i,0.00020536+0.0018795i,0.00043793+0.0018529i,0.00035244+0.0012782i,-0.0003922+0.0003047i,-0.00020436+8.8579e-05i,2.3097e-05+0.00085962i,-0.00019365+0.00059936i,-0.00015106-0.00055574i,-0.00037005-0.00039335i,1.915e-05-6.237e-05i,8.6511e-05-4.9663e-05i,-0.00010367+2.2573e-05i,0.00019249+0.00028389i,0.00023115+0.00038796i,-0.00062613+0.00033704i
-0.00086357+0.0012793i,-0.00046307+0.00076591i,0.0014337+2.8661e-06i,0.0024664-0.00026437i,0.001802+0.0004142i,0.00063145+0.00099252i,0.00026491+0.00095669i,0.00047404+0.00099312i,0.00027393+0.00052686i,0.00056109-9.9843e-05i,0.00083839+9.9255e-05i,0.00049437-6.4942e-05i,-0.00025258-0.00026096i,-0.00040698-9.2062e-05i,0.00031632+0.00042582i,0.00062288+0.00010958i,0.00045967-0.00038726i,0.00014994+0.00012449i,4.7699e-05+0.00017i,-0.00055367-0.00012486i,-0.0007275-0.00012334i,-0.0004059-0.00050171i,-0.00076385-0.00054231i
-0.0014944-0.00030314i,-0.00092597+0.00096123i,-0.00038353+0.0015436i,0.0011984+0.00093569i,0.0014196+0.0003886i,0.0011608-2.7178e-06i,0.00054858-8.6832e-05i,0.00068545+0.00085474i,0.0011456+0.001866i,0.0004662+0.0013608i,-0.00024317+0.000652i,1.9301e-05+0.0005426i,0.00026846+4.0503e-05i,-6.3701e-05-0.00046838i,-0.00036631+0.00022019i,-0.00042217+0.00071612i,-0.0001409+0.00024197i,-1.4319e-05+8.9912e-05i,-0.00038944-0.00046486i,-0.00051264-0.00063575i,-8.9705e-05-5.3994e-05i,0.00012583-0.00039887i,0.00010663-0.00081067i
-0.00038713+0.00055595i,0.00090944+0.0015546i,0.00054021+0.0019145i,0.00092948+0.0012849i,0.0010855+0.0004968i,0.0013587-4.09e-05i,0.0012795-0.00082358i,0.0013472-0.00036574i,0.0013165+0.00066991i,0.00063936+0.00093639i,-0.00047658+0.00079415i,-0.0011056+6.0518e-05i,-0.00083302+0.00040315i,-0.00031007+0.00061142i,2.1555e-05+0.00044589i,-0.00017099+0.00074424i,0.00012305+0.00051014i,0.00033618-0.00013739i,-0.00016853-0.00096342i,-0.00059158-0.0012875i,-0.00053951-0.0012005i,0.00034877-0.00064132i,5.7106e-05+0.00052611i
0.00065079+0.0014499i,0.00098103+0.0020234i,0.00097131+0.0010156i,0.0004904+0.00014686i,0.00091194+0.0003171i,0.0012098+0.0015402i,0.00098495+0.0012973i,0.0013764+0.0006754i,0.0013081+0.0013695i,0.00077421+0.0013345i,0.00021605+0.00079944i,-0.00011834+0.0003667i,-0.00066756-0.00038552i,-0.00077624-0.00039917i,-0.0004032-2.1607e-05i,-0.00070872+0.0009413i,-0.00017897+0.0010385i,0.00049439-9.2226e-05i,0.00079644-0.00038648i,0.00063663-2.3761e-05i,5.7685e-05+0.00050927i,3.3737e-05+0.00029865i,2.0141e-05+0.00028712i
-0.0013546-0.0023249i,-0.00067268-0.0023522i,0.00082565-0.0012151i,0.0016375-0.000445i,0.0015492+0.00033543i,0.0018977+0.00066713i,0.0016376+0.00065429i,0.00087701+0.0011251i,0.00066045+0.0017681i,0.00057786+0.0015277i,0.0004554+0.00066613i,-6.5127e-05+0.00019485i,-0.00039054+0.00021713i,-0.00041736+0.0005603i,-0.00070212+0.00026568i,-0.00075949+0.00043648i,-0.00075229+0.001986i,-0.00086399+0.0018318i,-0.00066182+0.0007272i,-0.00018247+0.00022118i,-0.00024503-0.00029218i,3.7079e-05+0.00018343i,-0.00015504+0.00027616i
0.00059382+0.00012296i,0.0022469+0.00065415i,0.0016238+0.0011021i,0.0013863+0.00046567i,0.00077926+0.0012858i,-0.00012753+0.0015046i,0.00058371+0.0011937i,0.00099808+0.0016868i,0.00026828+0.0015208i,-0.00023945+0.00049668i,0.00043516+2.4638e-05i,0.00063785+0.00041575i,-1.6088e-05+0.00099516i,-0.00023596+0.00095169i,-0.00032914-6.2879e-05i,0.0001181+0.00021012i,-1.8316e-05+0.0010978i,-9.0989e-05+0.0009223i,0.00017851+0.00055626i,-0.00022014+0.00012086i,-0.00074777-0.00041042i,-0.0010375+0.0001986i,-0.0006148+0.00027436i
0.0012015+0.001995i,0.0010801+0.0019163i,0.0018694+0.00032288i,0.0030762-4.4954e-05i,0.0025056+0.00053653i,0.0019405+0.00085781i,0.00048174+0.0014303i,-0.00049076+0.0014747i,0.00044203+0.00036046i,0.0012038+0.00023842i,0.00067516+0.00094743i,0.00062228+0.0012125i,0.00054805+0.00056857i,-0.00013587-0.00079668i,0.00023714-0.0011179i,-7.6774e-05-9.0507e-05i,-0.00038236+0.00071142i,0.00035389+0.00066105i,0.00072014+0.0014991i,0.00042601+0.0017559i,0.00026572+0.0011875i,-0.0002384+0.00089975i,-0.00030884+0.00072893i
-0.0015256+0.0028915i,-0.00037536+0.002016i,0.0013199+0.0020098i,0.0017112+0.00096352i,0.0014818+0.00012435i,-0.0001062+0.00034757i,-0.001075+0.00019687i,0.0001636+0.00073796i,0.00092627+0.0012012i,0.0007003+0.0010183i,-7.7858e-05+0.0015309i,-0.0004186+0.0013019i,-0.00057623+4.3985e-05i,-0.00019522+7.0948e-05i,0.00032345+0.00054012i,0.00055838+0.00053281i,0.0005804+0.00056146i,0.00069071+0.00027002i,-0.00012396+0.00041384i,-0.00065742+0.00031308i,0.00011367-0.00018006i,6.95e-05-1.5067e-05i,-0.0003497+0.00054354i
0.0015236-0.00053274i,0.0018851-0.00089188i,0.0025514-0.0015081i,0.0021489-0.0020575i,0.0013625-0.0013167i,0.00032816-0.00022697i,-0.00013555+0.0011104i,0.00023646+0.0017196i,0.0007299+0.00040481i,0.0002498-0.0010572i,-0.00027775-0.0015749i,2.0168e-05-0.0011437i,0.00025951-0.0010557i,6.6667e-05-0.00051032i,-0.00043181+0.00024842i,-0.00011556+0.0011427i,0.00020872+0.0014819i,-0.00021319+0.0004953i,-0.00042499-0.0003144i,6.6459e-05-0.00018968i,0.00017357+0.00019389i,3.1e-05+0.00049893i,7.6597e-05+0.00043543i
0.00099809+0.0014805i,0.0019957+0.001676i,0.0034098+0.0015493i,0.0031278+0.0012264i,0.0023326+0.00070346i,0.0013969-6.5842e-05i,0.00077059+0.0002799i,0.00057338+0.00079332i,0.00053333+0.00055121i,0.0010493+0.00041625i,0.0011392+0.00026649i,0.00045389+0.00022293i,-0.00047452-3.4229e-06i,-8.924e-05+0.00048956i,0.00047623+0.0011136i,-0.00024679-3.7535e-05i,-0.00094227-0.00076398i,-0.00042797-0.00031788i,6.2377e-05-0.00040392i,-0.00043219-0.00068586i,-0.00081696-0.00040581i,-0.00098492-0.00016949i,-0.00031814+0.00016379i
0.00011851+0.0025399i,0.0018824+0.0029139i,0.0031322+0.0024781i,0.0026671+0.0005531i,0.0020797-9.4627e-05i,0.0013205+0.00033886i,0.0004458-6.9346e-05i,0.00085157+0.00030124i,0.0012798+0.0015734i,0.00081279+0.0016352i,0.00072868+0.00052169i,0.00071046-0.00022311i,0.00022385-0.00017947i,-0.00043073-0.00039632i,-0.00094399-0.00062813i,-0.00031734-0.00057821i,4.1477e-05+0.00014017i,-0.00022956+0.00037526i,-0.00034612-8.0937e-06i,0.00058806-0.00033625i,0.001383-0.00065585i,0.00060651-0.0011373i,5.3248e-05-0.0011826i
-0.0008471-0.00044436i,-0.0001632+6.6805e-05i,0.00060059+0.0010529i,0.0010776+0.0010872i,0.0013649+0.0008677i,0.0014945+0.00096408i,0.0012553+0.0018306i,2.8869e-05+0.0026008i,1.1423e-05+0.0027704i,0.00099646+0.0018069i,0.00059895+0.00052077i,0.00063263-0.00074467i,0.00075367-0.001458i,0.00057309-0.00050077i,0.00049823+6.9547e-05i,0.00011941-0.00030961i,-0.00028742-8.984e-05i,-0.00034555+0.00012277i,-0.0004639+0.00020575i,-0.00042582+0.00022657i,-0.00041384-0.00041684i,-0.00015408-0.0008015i,0.00031384+0.00024607i
0.0015198-0.00025552i,0.0014238-0.0019785i,0.0017394-0.0019997i,0.0014573-0.00056346i,0.00072044+0.00018988i,0.00042611+0.00036487i,6.9815e-05+0.0012001i,-6.2877e-05+0.0024121i,0.00053958+0.0025908i,0.00083874+0.0020066i,0.00063198+0.0012296i,-0.00030111+0.0010209i,-0.0009878+0.00093953i,-0.00054661+0.00056293i,6.5625e-05+0.00035497i,7.8566e-05-0.00013513i,-1.5978e-05-0.00027668i,-0.00037186+2.4312e-05i,-0.00034211+0.00033815i,0.0001499+0.00030959i,0.000479+0.00012268i,-9.2359e-05-3.4331e-05i,-5.9671e-05+0.00010139i
0.0014098+0.00098922i,0.0019744+0.0018652i,0.0019097+0.0010305i,0.0019641-0.00098125i,0.0017253-0.00067447i,0.00047205+0.00094588i,-0.00019111+0.0010507i,0.00055568+0.00045475i,0.0014061+0.00052919i,-8.1699e-05+0.00085049i,-0.0011926+0.0012642i,-0.0008404+0.0020929i,-0.00065554+0.0018957i,-0.00013127+0.00068266i,0.00092707-0.00019301i,0.0011758-0.0010094i,0.00075625-0.0014148i,0.00068393-0.00077058i,0.0001084-0.00019443i,-0.00059004+0.00012628i,-0.00025287+0.00048862i,5.7367e-05-0.00036522i,0.00027645-0.00092567i
8.2382e-05-0.00072005i,-0.00027551-0.0012123i,0.00061304-0.0031975i,0.0012047-0.002439i,0.00043998+0.00016742i,-0.00034269+0.0012614i,-0.00048703+0.00063241i,0.00061062+0.00020584i,0.0011322+0.00014697i,0.001381-0.00013584i,0.0010536-3.9698e-05i,-8.5417e-05-0.0002494i,-0.00031902-0.00075598i,-0.00024536-0.001399i,-0.00015781-0.00077989i,-3.839e-05+0.00026407i,-0.00023816+0.00080124i,-0.00097358+0.00042875i,-0.0010806+2.1072e-05i,-0.00075958+8.8292e-05i,-0.00063968+0.00028121i,0.00010879+0.00038662i,0.00046975-0.00024173i
0.00076933-0.0021969i,0.0007693-0.0022588i,0.0011458-0.0015249i,0.0020142-0.0011584i,0.002111-0.00083672i,0.00081391-0.00024314i,0.00024986+0.0008978i,0.0013125+0.0015347i,0.0025598+0.00087101i,0.0014037+0.00030874i,-0.00060848+0.00091928i,-0.00033352+0.00081623i,0.00053481-0.00031052i,0.00060717+1.4325e-05i,0.000282+0.00088859i,-0.00011484+0.00094928i,-0.00017182-0.00022676i,-0.00031936-0.0014095i,-0.00013444-0.00093583i,6.2764e-06+0.00010376i,-0.00055486+0.00035522i,-0.00017476+0.00020546i,0.00013257-0.00027033i
0.0013316-0.00022209i,0.00062094-0.00031842i,-0.00033049-0.00068257i,-0.0010291-0.00099722i,-0.00073305-0.00054138i,0.0005373+0.00048212i,0.00085741+0.0007139i,0.0008614+0.0010028i,0.0013273+0.001058i,0.0012834+0.00075076i,0.00099568+0.00033288i,0.00062891+0.00016788i,0.00022199+0.00021262i,8.4348e-05-2.6666e-05i,8.5718e-05+0.00038698i,-0.00065874+0.0010288i,-0.0013569+0.0012366i,-0.0010028+0.0012151i,-0.00054103+0.00134i,-0.0005349+0.00051387i,-0.00055607-0.00050397i,-0.00049094-0.00036389i,-0.00083471-0.00032614i
0.0013585+0.00017295i,0.0026788+0.00023199i,0.0019904+8.38e-05i,0.00078797+6.739e-05i,0.0016692+0.00042002i,0.0019565+0.00078672i,0.000698+0.0012212i,0.00013619+0.0016092i,-0.00017795+0.0020871i,-0.00058326+0.0018843i,-3.4936e-05+0.0011991i,0.0004342+0.00073395i,-0.00024041+0.00082741i,-0.00093783+0.0010566i,-0.001605+0.00084963i,-0.0011915+0.00054165i,-0.00031737+0.00054701i,-0.00021195-2.3019e-05i,2.4524e-05-2.4152e-05i,-1.2897e-05+0.00010442i,-0.00050676+0.0001792i,0.00010285+0.00022215i,0.00050543+0.00029729i
3.69e-05+0.0002466i,-0.00040414+0.0011069i,0.0002472+0.0013556i,0.0017139+0.0013014i,0.0016333+0.0012218i,-8.4404e-05+0.0011437i,-0.0003239+0.000977i,0.00071145+0.0018031i,0.00081951+0.0025337i,0.00044469+0.0021215i,0.00048448+0.0009591i,2.0879e-05-0.0001317i,-0.00039383-0.00059175i,-0.00068087-6.9549e-05i,-2.5971e-05+0.00044001i,0.00027972+0.00021182i,-0.00072796-0.00033092i,-0.0010359-0.00067412i,-0.00037099-0.00069977i,-0.00058002-0.00037078i,-0.00029611-0.00026861i,0.00031727-8.7658e-05i,-0.00027131+0.00033974i
0.00051201-0.0011514i,0.0014798-0.00036285i,0.00085702+0.00012002i,-1.4632e-05-3.0904e-05i,0.00018489+0.00042807i,0.00079815+0.0011877i,0.001073+0.0014212i,0.0011976+0.0012983i,0.00087675+0.00068635i,0.0001508+0.00093399i,-0.0002028+0.0012351i,0.00029955+0.00041138i,0.00016783-0.00095349i,-0.00025108-0.00071499i,-0.00038076+0.00024978i,-0.00038067+2.094e-05i,0.0007011-0.0002284i,0.00060002-2.4106e-05i,-0.00041024+0.00020097i,-0.0005411+1.9253e-05i,0.00038224-5.0657e-06i,0.0010711-4.1396e-05i,0.00046712-0.00018597i
0.00085798+0.0014985i,0.0017073+0.00079595i,0.0017365+0.001045i,0.0015715+0.00094231i,0.0021258+0.00034011i,0.0016403+0.00012647i,0.00096505+0.0009933i,0.00093799+0.0018307i,0.00023304+0.0013514i,-0.00078879+0.00054444i,-0.00035662+0.00074366i,0.00028279+0.001026i,-0.00048957+0.00077417i,-0.00044897-0.00016861i,0.00040764-0.00028217i,0.00023767+0.00039474i,-0.00052474+4.8065e-05i,-0.00046416-0.00010236i,-0.00037869+0.00048026i,-0.00069287+0.00031024i,-0.0005243-0.0002372i,-0.00031351-0.00012817i,0.00015484+0.00014775i
-0.00011913+0.00064729i,0.0014079+0.00060825i,0.0019163+0.00032645i,0.0011633-1.4206e-05i,0.00048834+0.00038355i,-0.00018624+0.001005i,-3.9305e-05+0.0009619i,0.00082503+0.0018037i,0.0007651+0.0018932i,0.00069245+0.00043096i,0.00067389-0.00042386i,0.00045658-0.00040627i,0.00082093-6.0869e-05i,0.00039749+9.516e-05i,0.00014001+7.3015e-05i,0.00032002+0.00062047i,4.2803e-05+0.00088161i,-4.5379e-05+0.00051919i,-0.00056373+0.00061584i,-0.00067526+2.6375e-06i,-0.00046867-0.001016i,-0.00029724-0.0013154i,-5.986e-05-0.0010384i
-0.0013632+0.00028096i,-0.00025931+0.0014298i,0.00029001+0.00069081i,-0.0001193-0.00011244i,-6.8754e-05-0.00037605i,0.00011948-0.00030315i,0.00079647+0.00074736i,0.0016081+0.0012895i,0.0013135+0.00089828i,0.001023+9.0506e-05i,0.00078762-0.00084522i,7.1222e-05-0.00081036i,-0.00031935+0.00012265i,-0.00029866+0.00031346i,-0.00050425-0.00017512i,-0.00090717+0.00013991i,-0.00081295+0.00017212i,-0.00035501-1.4198e-05i,3.5211e-05-0.00010063i,-3.39e-05-8.3074e-05i,-0.00045097+0.00021335i,-0.00014948+0.00029471i,7.2244e-05+9.412e-05i
-0.00024264+0.00085098i,0.00014806+0.0016494i,0.00030928+0.00092857i,0.0011699+0.00025741i,0.0018199+0.00083518i,0.0019712+0.00025378i,0.0018505-0.00064437i,0.0011907+0.00043354i,0.0004993+0.0016267i,-5.1147e-05+0.0018477i,0.00047674+0.0016918i,0.00040151+0.0011625i,-2.5347e-05+0.00034773i,-2.2332e-05+0.00027918i,-0.00036913+0.00079401i,-0.00033198+0.0010856i,-0.0003596+0.00087093i,-0.00095184-5.6408e-05i,-0.00028545-0.00051639i,0.00066404-0.00016582i,0.00030021-0.00012882i,-0.00010034-0.00083035i,-0.00031859-0.00027942i
0.00072092+0.00084632i,0.0010141-2.9816e-05i,0.0024811+0.00057835i,0.00272+0.00068999i,0.0018574+0.00018323i,0.0013016+0.00058429i,0.00067863+0.00084685i,-0.00028011+0.0011181i,-0.00013127+0.0014352i,0.00021589+0.0013834i,-0.00027682+0.0014526i,-0.00034173+0.001464i,-0.00064612+0.0007076i,-0.00045542-0.00029363i,0.00049881-0.00064594i,0.00052063-0.00013475i,-0.00012579+0.00015494i,-0.00030758-0.00015462i,6.5131e-05-0.00078391i,0.00044358-0.0012558i,0.00040681-0.00094693i,-0.00040274-0.00032917i,-0.00092955-0.00027661i
0.00020221+0.0021442i,0.0008811+0.0019327i,0.0021491+0.0013403i,0.0023387+0.0017179i,0.0026801+0.0019036i,0.0030523+0.0013205i,0.0021494+0.00080758i,0.0010369+0.0013029i,0.00074047+0.0022332i,0.0016515+0.0012639i,0.001807-0.00015622i,0.0012198-0.00028626i,0.00042096-0.00020532i,-7.6783e-05-0.00013675i,-0.00044574-0.0001914i,-0.00040199-0.00023455i,0.0004251+8.6488e-05i,0.00083895+6.2107e-05i,0.00069508-0.00033714i,0.00095394-0.0001126i,0.00061058+0.00057571i,0.00025163+0.00059981i,0.00012885-0.00016838i
-0.00095613+0.00066154i,4.1841e-05+0.00068724i,0.00039347+0.00080594i,0.00077664+0.0011212i,0.0013435+0.0013921i,0.0019891+0.0014811i,0.0024118+0.0011093i,0.0020766+0.00087651i,0.0013535+0.0010912i,0.0010403+0.0012892i,0.00071741+0.0013627i,0.00078471+0.00072211i,0.00052836+0.00016415i,-0.00072034-0.00057432i,-0.00078003-0.00078667i,-0.00014041-0.00020173i,-9.086e-05-3.8857e-05i,0.00034601-0.00041385i,0.00098744-6.8113e-05i,0.00077511+0.00085267i,0.00050182+0.00054451i,-2.6513e-05-0.0002859i,-0.00040955-0.00011405i
0.0013918-0.0007819i,0.00030567-0.0014253i,0.00034097-0.0013993i,0.00098352-0.0015522i,0.0013148-0.0011705i,0.00052662+0.0001003i,-0.00016223+0.0012396i,0.00065757+0.0018051i,0.0011437+0.0016607i,0.0002083+0.00092354i,9.3968e-05+0.00071557i,0.00015664+0.0014372i,-4.9993e-05+0.001139i,-0.0003899+2.3144e-05i,-0.00010101-0.00028858i,0.00023238+0.0005925i,-0.00015932+0.00049424i,-7.5901e-05+0.00010202i,6.25e-05+0.00020219i,-0.00022499-0.0001349i,-0.00023156-0.0006668i,0.00030961-0.00052569i,0.00022147-0.00039698i
0.00037744-0.0021407i,0.00083572-0.0028467i,0.00042798-0.0022399i,0.00061414-0.0012086i,0.00067159-0.0010153i,8.9513e-05+0.00059654i,2.0396e-05+0.0016144i,0.00081391+0.0017852i,0.00079512+0.0018153i,0.00081667+0.00095601i,0.00071434+0.00051762i,-0.00051397+0.00042131i,-0.00057797+0.00050232i,0.00036021+0.00048159i,0.0010668+0.00055708i,0.0010697+0.00061537i,0.00069362-0.00016533i,0.00048153-0.001036i,0.00012094-0.0011976i,-0.00042055-0.00024283i,-0.0006311+0.0003177i,0.0005196+0.00031914i,0.0017456+0.00054019i
