0.00029968+0.00099141i,0.00071523-0.00023433i,-0.00095754-0.00013546i,-0.0018427+5.9771e-05i,-0.00070229+0.00052073i,-0.00027212+0.0011904i,-0.00087251+0.00088254i,0.0001591+0.0011642i,0.0019311+0.0013985i,0.0015842+0.0014218i,-0.00029651+0.00091877i,-0.00082474+0.00020697i,-0.00027318+0.00012496i,0.00020067+0.00043957i,0.00019701+0.00038347i,0.00043858+0.00032761i,0.00042377+0.00086869i,0.00029632+0.00020966i,0.00057293-0.00052645i,-4.0318e-05-0.00013609i,-0.0005732+0.00048992i,-0.00036562+0.00096606i,-0.00051198+0.0010357i
0.00074052-0.0027909i,-0.00088919-0.0029632i,-0.0026224-0.0031957i,-0.0025535-0.0023755i,-0.0020012-0.00071313i,-0.001779+0.00020076i,-0.0012049+0.00077976i,-0.00035279+0.0013545i,0.00013763+0.0013841i,0.00030782+0.00098211i,-0.00013452+0.00044705i,-0.00053048-0.00068605i,-0.00026896-0.0011332i,-0.00043505-0.0004323i,-0.00054671-0.00020487i,-0.0007885-0.00052982i,-0.00035089-4.0249e-05i,0.00030618+0.00039874i,0.00087925-0.00059959i,0.00050528-0.0010452i,-4.6852e-05-0.00012333i,7.7907e-05+0.00036597i,-1.1254e-06+0.0002436i
0.0016728+0.00054492i,0.002137-0.00107i,0.0030127-0.0010674i,0.0026921-0.0004768i,0.0020371-0.00012242i,0.00054786-0.00042565i,0.00017789+0.0001703i,0.00056106+0.00059786i,0.00053512+0.00045294i,0.0006111+0.00071473i,0.00063197+0.00059541i,0.00038756+0.00085066i,0.00052089+0.0011624i,0.00052819+0.0007721i,-9.8188e-05+6.0482e-05i,-0.00012226-0.00011896i,5.9712e-05+0.00037825i,0.00078152+0.0012403i,0.0010089+0.00185i,6.6265e-05+0.00056834i,-8.4394e-05-0.00022431i,2.0341e-06-0.00022245i,-0.00013414-0.00028602i
0.00082873-0.0025709i,-0.00074372-0.0022635i,-0.0027204-0.0020859i,-0.0022132-0.0020605i,-0.0017571-0.0020901i,-0.0011905-0.0020613i,-0.00054021-0.001315i,-0.00023934+0.00023052i,8.9949e-05+0.0010938i,-0.0005548+0.00097541i,-0.0013539+0.00030106i,-0.0016792-0.0002113i,-0.0021319-0.00023531i,-0.0021163-5.8261e-05i,-0.00085121-0.00043243i,-0.00039638-0.00017753i,-0.0004007+6.9294e-05i,0.0002185-0.00057726i,7.9209e-05-0.00053552i,-0.00029631-0.00013873i,0.00011214+0.00028768i,1.7087e-05+0.00033095i,-6.7292e-05+0.00058854i
-0.0010333-0.00053307i,-0.0019754-0.0010091i,-0.0033796-0.00097751i,-0.0036598+0.00017163i,-0.0018747+0.00083619i,-0.0003294-7.6564e-05i,0.00035843-0.00063399i,0.00051235+0.00032281i,0.00057816+0.0010725i,0.00054001+0.00091226i,0.00035274-0.00011363i,0.00051844-0.00027287i,0.00082232-0.0001146i,0.00040345+0.00017014i,-0.00083538+0.0004824i,-0.00099373+0.00039409i,0.00049901+0.00098569i,0.0016886+0.00084282i,0.0016599+0.00033231i,0.0012642+0.0005085i,0.0014962+0.00052797i,0.00078561+4.5686e-05i,-0.00031776-0.00033217i
0.0010884+0.0030861i,0.00072139+0.0011168i,0.00048471+0.00066882i,0.0011736+0.0011854i,0.0016316+0.00044989i,0.0003331-0.0017715i,-0.00095132-0.0024763i,-0.00023987-0.00099629i,0.000957+0.00079088i,0.00096819+0.0014187i,0.00076518+0.0010718i,0.0011303+0.00040199i,0.0010346+0.00031569i,4.7894e-05+0.00012986i,-0.0009639-0.00055888i,-0.00067445-0.00075769i,-0.00040427-0.00087467i,0.00036224-0.00035393i,0.0013667+0.00044357i,0.00092366+0.00078501i,0.00010648+0.00084585i,0.00043847+0.00059537i,0.00010905+0.00087038i
-0.00047361-0.0013017i,-0.00062328-0.0018924i,-0.00081378-0.0010008i,-0.0006705+0.0010014i,-0.00011604+0.0012932i,6.3202e-07+0.00026175i,0.00034262-4.1304e-05i,0.00062065+0.00076183i,-0.0004028+0.00098236i,-0.00028704+0.00056168i,0.00084042+0.00053019i,0.0012677+0.0010565i,0.00024947+0.001549i,-0.00064135+0.0011073i,-0.00027085+0.00027871i,0.00033268-0.00049078i,0.00074253+0.00031109i,0.00058332+0.00052842i,0.00043003-0.00013114i,0.00045783+0.00035869i,0.00048367+0.00054542i,0.00069731-0.00013545i,0.00056094-0.00030559i
-0.00094393+0.0020593i,-0.00012606+0.001134i,0.00053377+0.001637i,0.00096107+0.0021029i,0.00048245+0.0015257i,-0.0010474+6.3556e-05i,-0.0020918-0.00077631i,-0.0014647-0.00099784i,-0.00080446-0.00050453i,4.8102e-05-0.00016375i,0.0010934-0.00016584i,0.00046593+9.8142e-05i,-0.00083743+0.00021423i,-0.0011771+0.00024295i,-0.0010364-0.00049999i,-0.0010345-0.0010494i,-0.00033808-0.00051439i,0.00017385-0.00033646i,0.00015384-0.00057835i,2.8531e-05-0.00039899i,0.00043289+0.0004683i,0.00066453+0.00040783i,0.00068147-0.00053713i
-0.0013255-0.0016496i,-0.0012211-0.0029891i,-0.0011094-0.0023616i,-5.5577e-05-0.00091833i,0.0012353-0.00012182i,0.0012319-2.9259e-05i,0.00028682-5.6824e-05i,-0.00011323+0.00074644i,0.00034117+0.0016271i,0.0010431+0.0010205i,0.0010982-0.00017997i,0.001083-0.00020567i,0.0015328+0.00028601i,0.0010989+0.00086323i,0.00048829+0.00068319i,0.0013361-0.00016653i,0.0023042-0.00031067i,0.0014968+0.00090729i,0.00024868+0.0013327i,0.00019677+0.00034305i,0.00020101-0.00028662i,-0.00086772-0.00018609i,-0.00093322+0.00031439i
-0.0011982+0.0025939i,-0.00095874+0.0031644i,-0.0021463+0.0044527i,-0.0012778+0.003692i,0.00025443+0.00091617i,0.00052431-0.0012759i,-0.00026144-0.0017141i,-0.00069736-0.000449i,0.00023664+9.9824e-05i,0.00046964+0.00014868i,-0.00019944+0.00074642i,-0.00067136+0.001261i,-0.00081078+0.00085756i,-0.00053985+0.00052877i,-0.00078981-7.985e-05i,-0.00081588-0.00061761i,-9.5819e-05-0.00070011i,8.6818e-05-0.00027943i,-0.00026519-0.00017283i,-1.7262e-05-0.00035141i,-0.00023176-0.00047218i,-0.00016688-0.0006589i,0.00031101-9.562e-06i
-1.3668e-05-0.001509i,0.00028996-0.0026068i,8.1497e-05-0.0035971i,0.00031398-0.0026608i,0.00046507-0.0015045i,0.00039176-0.0017165i,0.00015402-0.0019292i,0.00046187-0.00095769i,0.00097352+0.00054979i,0.00058687+0.0012226i,-0.00038493+0.0010844i,-0.00029606+0.00083786i,-0.00015891+0.00061335i,-0.00075209-7.615e-05i,-0.00079778-0.00077111i,-0.00020011-0.00032209i,0.00039293-2.2607e-05i,0.00012898+0.00041032i,-0.00096545+0.0013879i,-0.0011253+0.00096125i,-0.00070681-2.0629e-05i,-0.00053481-0.00027445i,-0.00047817+0.00028496i
0.00030687+0.0005378i,0.00023776-8.4233e-05i,-0.0012572-0.00045142i,-0.0013361-0.00071258i,-0.00012232-0.0013116i,-0.00021506-0.00244i,-0.00079222-0.0020041i,0.00037448-0.00085259i,0.0019361-0.00059031i,0.0018395+0.00013378i,0.0011986+0.00084993i,0.00061294+0.00049848i,0.00026819+0.00036991i,9.5466e-05+0.00031299i,0.00048672-0.0010707i,0.00056711-0.0013364i,0.00019049-0.00037943i,0.00028331+0.00026712i,8.0316e-06+0.00044448i,-0.00025819+7.4954e-05i,-0.00049464+0.00014612i,-0.00023131+0.00033653i,0.000484+0.00049324i
-0.00025199-0.0017367i,-0.00020247-0.0003623i,-0.00022208+0.00038975i,6.7884e-05+0.00099509i,0.00032686+0.00039982i,0.00038313-0.00045545i,-8.257e-05-0.00066897i,-0.00047047-3.8841e-06i,-0.00026213+0.00092091i,-0.00081551+0.00097165i,-0.00057431+0.00093028i,0.00044659+0.0013013i,0.00040075+0.00077862i,-0.00016636-5.3633e-05i,-0.00059397+0.00021458i,-0.00078603+8.9664e-05i,-0.00059234+0.00020099i,0.00017806-0.00019558i,0.0010403-0.00039834i,0.00076674+0.00049811i,-0.00021341+0.0007762i,-0.00081992+0.00049621i,-0.00050458+0.00031747i
-0.0017534-0.00010605i,-0.0020592-0.0018192i,-0.0028011-0.0021975i,-0.002414-0.0012258i,-0.0014582-0.00079396i,-0.0011932-0.00067528i,-0.0014853-0.00065252i,-0.001016-0.00011735i,0.00013241+0.00051173i,0.00024827+0.0011476i,-0.00020215+0.0012966i,-0.00041272+0.0013037i,-3.6888e-05+0.0011783i,-0.00018805+0.00059562i,-0.00042121-6.9281e-05i,-2.9081e-05+0.00015333i,-9.2231e-05+0.00069158i,-0.00018635+0.0005669i,-0.00016071-0.0004162i,0.00035782-0.00031804i,0.00065888-0.00013788i,0.00032942-0.00066355i,-0.00042073-0.00045437i
-0.00064845+0.00099081i,0.0008696+0.0013331i,0.0019791+0.0020592i,0.0023015+0.0024604i,0.0019673+0.0009605i,0.0012717-0.00094681i,7.3132e-05-0.00092918i,0.00018126+0.00098443i,0.00042313+0.002355i,-0.00018137+0.0012872i,-0.00052555+3.8409e-05i,-0.00034815-0.0003533i,-0.00014327-0.00025276i,0.00021087-0.00045338i,0.00021909-0.00022288i,-6.7783e-05+3.2239e-06i,0.00011483-0.00034519i,0.00044302-0.00036191i,0.00093945+0.00019544i,0.001407+0.00024592i,0.0012177+3.8816e-05i,0.00078613-2.8849e-05i,0.00036795-0.00042363i
-0.00093312+0.003146i,0.00054739+0.0024048i,0.00012679+0.0020226i,0.00012112+0.0010054i,0.0011733-0.00014488i,0.0011635-0.001019i,0.00027416-0.00086642i,-0.00070523+0.00016955i,-0.0004287+0.0013043i,-0.00019725+0.0013662i,-0.0002686+0.0014229i,0.00018427+0.0013505i,4.2083e-05+0.00062245i,0.00016629-0.00012518i,-0.00027737-0.00046831i,-0.0007858-0.00035726i,-0.0005653-0.00010441i,-0.00034532-0.00027707i,-0.00056088-0.00011808i,-0.00055433-0.00040894i,8.1713e-05-0.0010864i,0.00038744-0.0014026i,0.00046362-0.0010763i
-0.0018944+0.0019849i,-0.0009358+0.0016829i,0.00080314+0.0016982i,0.0015457+0.0020939i,0.0015863+0.0013509i,0.00042562-0.00096624i,-0.00063654-0.0014299i,-0.00029351-0.00063828i,0.00085056+0.00029764i,0.00085927+0.0014853i,-0.00038804+0.001469i,-0.00033079+0.00060393i,0.00040491+0.00038497i,0.00065662+9.0059e-05i,0.00073208-0.00026909i,0.00038512-0.0001873i,-5.4183e-05-0.0003873i,2.9386e-05-3.691e-05i,0.00017485+4.6736e-06i,0.00030445-0.00016078i,0.00070747+0.00011522i,0.00013438+0.00052827i,-0.00067781+0.00076323i
0.0022511-0.0011134i,0.0019993-0.0012424i,0.0012517-0.0017554i,0.00159-0.0017585i,0.001546-0.001742i,0.00050303-0.001328i,-0.00069078-0.00078966i,-0.00064115+0.00010702i,0.00050369+0.00053288i,0.001348+0.00017116i,0.00098458+8.7874e-05i,0.00036801-2.6211e-05i,-0.00031119-0.00054208i,-0.00088619-0.00088526i,-0.00025565-0.00068947i,4.9954e-05-0.00017746i,-0.00010773-0.00041104i,-0.00012228-9.3135e-05i,-0.00026605+0.0003526i,5.6128e-06-0.00025668i,0.00048023-0.0012395i,0.00042358-0.0010753i,-1.9377e-05-2.8476e-05i
-0.001104+0.0012836i,-0.0026468+0.0016449i,-0.0027591+0.0014502i,-0.0012468+0.0019028i,-0.00081594+0.0020841i,-0.00083849+0.00066565i,-0.00055254-8.3788e-05i,9.7692e-05+0.00037355i,0.00096314+0.001023i,0.0011987+0.00134i,0.00067007+0.0017079i,-5.4878e-05+0.0012577i,-0.00045133+0.00083583i,-3.7821e-05+0.00043444i,0.00051426-0.00036505i,9.3934e-05-0.0010228i,-0.00011956-0.00024362i,-0.00019905+0.00045941i,-0.00026446+0.00041241i,0.00031233+0.00048337i,0.00021615+0.00020184i,0.00041388-0.00025008i,0.0007029+3.0858e-05i
0.00023526+0.00032225i,0.000141-0.00038209i,0.00038783-0.0016684i,0.00079222-0.0017183i,0.00080466-0.0011809i,-0.00012297-0.0011498i,-0.0013749-0.00063572i,-0.0011468-3.3101e-05i,0.00034368+0.00025221i,0.00025839-0.00035426i,-0.00028447-0.00023046i,0.00024635+0.00095086i,0.00030658+0.00013794i,-9.0507e-05-0.00072091i,-0.0003838-0.00019847i,-0.00064844+0.00027268i,-2.9384e-05+5.8242e-05i,0.00089375-8.2775e-05i,0.0008017+0.00019652i,0.0002026-0.00022526i,0.0002547+0.00013632i,0.00072263+0.00077312i,0.0005342+0.00067234i
5.5141e-05-0.00072124i,-0.00029732-0.0023265i,-0.0017382-0.0019813i,-0.0011962+0.00080683i,5.4109e-05+0.0010803i,-0.00029816+0.00035004i,-0.0009577+7.6474e-05i,-0.00063755+0.00067564i,0.00062326+0.0013424i,0.00066153+0.0016988i,0.00062093+0.0016083i,0.00032612+0.00054338i,-0.00093389-0.00041333i,-0.0012444-0.00088833i,-0.00069441-0.00076348i,-0.00029952+0.00029125i,-0.00044108+0.00063703i,-0.00048807+0.00012543i,-6.3871e-05+0.00030875i,0.00044409+0.00035335i,0.00057375-0.00012344i,0.00045011-2.6125e-06i,0.00019689+0.00011555i
-0.0032304+0.0001445i,-0.0035645+0.0008118i,-0.0024762+0.0021283i,-0.00034818+0.0027312i,0.001383+0.0017485i,0.002106-0.00027675i,0.00081939-0.0010445i,-0.00062684-0.00036052i,-0.0007575+0.00035653i,-6.2801e-05+0.00034023i,0.00049268+0.00010793i,0.00034177+0.00022692i,0.00057984+1.6379e-05i,0.00016656+0.00011212i,-0.00031122+0.00045223i,-0.00018305+6.4746e-05i,-0.00031456+0.00057399i,-0.00030776+0.00091397i,-0.00044355+0.0002195i,-0.00013293+0.00048093i,0.00071372+0.00020012i,0.00095829-0.00043948i,0.00039059+0.00035116i
0.0019739+0.00033988i,0.0022368-0.00046233i,0.0014995-0.0010958i,-0.00013051-0.00066037i,-0.0003704-0.00051628i,-0.0010129-0.0012491i,-0.0012713-0.0016407i,-0.00043243-0.00014443i,0.00034022+0.0010078i,0.00076619+0.00063053i,0.00041399+0.00026489i,0.00040842+0.00036545i,0.00074433+0.00043937i,-3.651e-05+0.00045294i,-0.00050185+7.6304e-05i,-0.00028828+0.00015532i,0.00025034-3.6732e-05i,0.00098193-0.00055259i,0.0010255-0.00070667i,-9.3136e-05-0.00060363i,-0.00098564-0.00025272i,-0.00043836-2.3804e-05i,-8.5918e-05-0.00011347i
0.00053728+0.0024594i,0.00096872+0.0020629i,0.0013019+0.0022217i,0.00134+0.0012818i,0.0019641-0.00014175i,0.0010465-0.0013143i,-0.0012869-0.0013985i,-0.0015728+0.0001645i,-0.00056926+0.0010098i,-0.00017391+0.00072866i,2.7027e-05+0.0004562i,0.00012145-0.00014667i,-3.3052e-05-0.00077226i,-8.8861e-05-0.00036708i,-0.00022244+0.00043088i,-0.0002045+0.00086994i,0.00090122+0.00089712i,0.0012062+0.00091555i,0.00079152+0.00074497i,0.00061977+0.00025737i,0.00053675+0.00039592i,3.1339e-05+0.00035395i,-0.00046171+7.1361e-05i
0.004103+0.0021258i,0.0031184-7.1449e-05i,0.0028795-0.0017763i,0.0025365-0.0018067i,0.0015407-0.0014542i,0.00024084-0.0016268i,-0.00062057-0.00088089i,-0.00079411+0.00061351i,-0.00046266+0.001211i,0.00027215+0.00060441i,0.00061197-0.0001715i,0.00087994-0.00033609i,0.00099566-0.0005479i,0.00089669-0.00037608i,0.0010172-0.00032184i,0.00063564-0.0010712i,-4.1037e-05-0.0016179i,-0.00012142-0.00097689i,0.00045228-0.00031923i,0.0006799+0.0001041i,0.00071994+0.00064915i,0.00066848+0.00040732i,0.00046285-0.0001803i
-0.00037913+0.0021456i,-0.00039909+0.00079232i,-0.00061646+0.00076844i,3.9411e-05+0.00109i,0.00051425+0.00060481i,-0.00070784-0.00013643i,-0.0016519-3.4876e-05i,-0.0011837+0.00083402i,4.5735e-05+0.00080549i,0.00049931+0.00015345i,0.00018605+0.00072367i,-0.00048178+0.00088802i,-0.00052585-0.0001835i,0.00012594-0.00049856i,0.00099606-0.00010472i,0.00074521+0.00018072i,3.9615e-05-5.0073e-05i,-0.00020933+0.00023088i,-0.00016122+0.00037595i,0.00067918-0.00047971i,0.00080432-0.0003151i,-0.00041801+0.0004899i,-0.00014249+0.0013283i
0.0012543+0.00029346i,0.0012155-0.0011619i,0.0019589-0.00023754i,0.0030249+0.0012804i,0.0027407+0.00049304i,0.00077709-0.0013282i,-0.0010432-0.0011701i,-0.0007194-7.3947e-05i,0.00040094-3.2927e-05i,0.00085525+0.00039248i,0.00094507+0.00079977i,0.00036672+0.00069009i,2.427e-05+0.00045262i,-0.00042987+0.00019436i,-0.00044298-0.00022583i,-4.4616e-06-0.00094338i,-0.00037594-0.00068857i,-6.1203e-06+0.00033153i,0.0010279+0.00050591i,0.0014756+0.00053061i,0.00036137+0.000243i,-0.00033591-0.00063407i,0.00025049-0.00069086i
-0.00033428-0.0016673i,-0.0013257-0.0025636i,-0.0028546-0.0031287i,-0.0028198-0.0029291i,-0.0013094-0.0015226i,-0.00071634+8.0402e-06i,-0.00053934+0.00035178i,-0.00010362+0.00030387i,0.000191+0.00057455i,-0.00025247+0.0012161i,-0.00054979+0.0010072i,-0.00067942+0.00067258i,-0.0014518+0.00030198i,-0.0018426-3.7618e-05i,-0.0013424+0.00014014i,-0.00047722+0.00061041i,2.7743e-05+0.0012253i,-8.0323e-05+0.0014721i,3.017e-05+0.00080431i,-0.00019262+0.00034406i,-7.8696e-05+0.00017175i,0.00056678-0.00012371i,0.00017293-0.00016059i
-0.0021524-0.00016486i,-0.0017036+0.00061487i,-0.0012578+0.0015445i,-0.0011421+0.0017578i,-0.00059339+0.0010987i,-0.0005662-0.00054567i,-0.0011656-0.00084638i,-0.0010677-6.3933e-05i,-0.00043571+0.00047929i,-0.00014996+0.0010445i,0.00035361+0.001183i,0.00084767+0.00038815i,0.00066359+0.00021311i,-0.00017536+0.00066571i,-0.00014065+0.00075364i,0.00093776+2.4733e-05i,0.0010588-0.00050902i,0.00088391-0.00029374i,0.00073149-0.00022554i,-0.00036964-1.0134e-05i,-0.00054503-0.00025805i,0.00017753-0.00053883i,-0.00023546+0.00081656i
0.0013162+0.0025935i,0.0012483+0.00037857i,0.0013101-0.00063438i,0.0013248-0.00066923i,0.0010541-0.00075709i,0.00011309-0.0008759i,-0.0013268-0.00017575i,-0.0016546+0.00022188i,-0.0009739+0.00039334i,-0.00013622+0.00088235i,0.00069118+0.00071653i,0.00081706-3.8262e-05i,-0.00010137-0.00084965i,-0.00067819-0.00087869i,-0.00014568-0.00015056i,0.00013234-0.00055627i,0.00017719-0.00087083i,0.00022276-4.8376e-06i,0.00062471+0.00020886i,0.0016095-0.00011981i,0.0012328+0.00020516i,0.00053814+0.00087144i,0.00052111+0.00083482i
-0.00034245+0.00043605i,-0.00056409-0.0001294i,-0.0013267+6.3521e-05i,-0.00075801+0.00031987i,0.00059115-0.00020125i,0.00019867-0.0013621i,-6.7649e-05-0.0015353i,0.00035891-0.00062746i,0.00040297+0.00071894i,0.0004561+0.0012725i,8.9247e-05+0.00045327i,1.951e-05+0.00044135i,0.00034171+0.00014797i,0.00060625-0.0009858i,0.00057394-0.00055158i,-0.00013297+0.00028346i,-0.00037307+4.9959e-05i,5.8007e-05-5.0277e-05i,0.0005237+0.00059817i,0.00017352+0.00089975i,-0.00032253+0.00028939i,-0.00033195-7.3515e-05i,-0.00074077-0.00042496i
0.00081673+0.00029612i,0.0010454-0.00057885i,0.0017099-0.00049194i,0.0012345+0.00045714i,0.0011184+0.00054862i,0.00029711+0.00029091i,-0.0011354+0.00049526i,-0.001519+0.00067298i,4.3665e-05+0.00084575i,0.00094585+0.0005539i,0.00053708-0.00042924i,0.00012588-0.0006404i,-0.00052824-0.00019077i,-0.00089216+7.4744e-05i,-0.00063419+0.0010033i,-0.0004898+0.0011068i,-0.00021236+0.00031303i,0.00023323-8.6585e-05i,-0.00020598-0.0006204i,-0.00050218-0.0012495i,-0.00043088-0.0013868i,-0.00037188-0.0013426i,-0.0005467-0.00093886i
0.00069581+0.00083292i,0.00061237+0.00093534i,0.00054474+0.00078045i,0.00042476+0.00051033i,0.00036964-0.0010116i,0.00021443-0.0018034i,0.00048984-0.00093516i,0.00097766+6.9782e-05i,0.0007054+0.0010721i,0.00034201+0.0016522i,-0.00019668+0.0012542i,-0.00014227+0.00057171i,-0.00012496+0.0002616i,2.4143e-05-5.8728e-05i,8.9344e-05+4.7408e-05i,-9.6699e-05+0.00012575i,-0.00011013-3.9395e-05i,-3.0895e-05-0.00056759i,0.00041998-0.00061617i,0.00075874-0.00043992i,0.00098093-0.00071404i,0.00083235-0.00059871i,0.00021369+0.00078266i
0.00045337-1.2424e-05i,0.0012373+0.00053091i,0.00045917+0.00011933i,-0.00022932+2.4208e-05i,0.00070553+0.0008914i,0.00047844-3.507e-05i,-0.00054337-0.00059859i,-0.00075971+0.00040425i,-0.00019995+0.00078168i,-0.00040649+0.00080504i,-0.0011978+0.00038284i,-0.0014785+7.1805e-05i,-0.001698-0.00024323i,-0.0014439-0.00031514i,-0.00079943+0.00092915i,0.00031809+0.00095795i,0.00092046+5.1218e-06i,0.00060972-0.00017315i,-0.00015409+8.1795e-05i,-0.00018573+0.00015845i,0.00028629+4.1262e-05i,-0.00018837-0.00019741i,-0.00051308-0.00013369i
-0.0021791+0.00097579i,-0.0013834+0.0011903i,0.00011716+0.0019375i,0.00091495+0.0011416i,0.0014531+1.2507e-05i,0.0008454-0.0010615i,-9.8389e-06-0.0021229i,-0.00030712-0.00048401i,0.00025961+0.0011394i,0.00020597+0.001066i,0.00014888+0.0010684i,0.00087712+0.00047192i,0.001096-0.00046437i,0.00057135-0.0010185i,0.00011668-0.00049917i,-0.00038421+0.00032152i,-0.00049229-0.00024515i,0.00036365-0.00055909i,0.00062906-0.00013673i,-0.00016575+3.3111e-06i,-0.0011408-7.6576e-05i,-0.00054167+0.00013295i,-0.00031363+0.0010367i
0.003016-0.00033853i,0.0027823-0.0011482i,0.0017098-0.0019992i,0.001091-0.0018165i,0.0007721-0.0017819i,-0.00062727-0.0010245i,-0.00090628-0.00023846i,-0.00035676+5.9013e-05i,-7.4175e-06-0.0001866i,0.00053846-0.00092565i,0.00056548-0.00046321i,0.00014463+9.6087e-05i,-0.00044551-0.00057897i,-0.00066801-0.00034201i,-0.00098058-7.646e-05i,-0.00089477-0.00070342i,-0.00045635-0.00063479i,-4.6411e-06-0.00035393i,0.00031701+8.5324e-05i,6.2566e-05+0.00027487i,0.00023613+0.00043991i,0.00032677+0.00046467i,-5.182e-05+0.00093306i
0.00084847-0.00056416i,0.00047284-0.0019013i,0.0003399-0.0017127i,0.00080772-0.0012645i,0.00012754-0.0016785i,-0.00078001-0.0020184i,-0.00055985-0.00067884i,0.00017715+0.0014469i,0.00047583+0.0021811i,0.00058302+0.0013551i,0.00082511+0.00065694i,0.00070479-6.4953e-05i,-3.4553e-05-7.8105e-05i,-0.00010096+0.00047577i,-0.00076225+0.00099174i,-0.0015201+0.0010449i,-0.0011061+0.0011387i,-0.00050776+0.00090629i,-0.00015099+7.0086e-05i,-0.00020925-0.00035098i,0.00013392+0.00050024i,0.00062849+0.0010096i,0.00071888+0.0005622i
-0.0010286-0.0019897i,-0.00074707-0.0014094i,-0.0010244-0.0011171i,-0.0022542-1.9616e-05i,-0.0015532+0.0012253i,-0.00084996+0.00060102i,-0.00090517-0.00021106i,-0.0011178+4.7197e-05i,-0.0012499+8.0706e-06i,-0.00054505+0.00012295i,0.00056966+0.00051586i,0.00086531+0.00024703i,-2.6989e-05-0.00073671i,-0.00025283-0.00071856i,0.00020997-0.00034538i,0.00078031-0.00059653i,0.00099001-0.00053344i,0.00043125+0.00025451i,9.5826e-05+0.00076561i,0.00043521+0.00029118i,0.00087183-0.0005427i,0.00039971-0.00091888i,-0.00013126-0.0011085i
-0.0011912-0.00051554i,-0.0016479-0.00099505i,-0.0018962-0.00051964i,-0.0017423+6.3484e-05i,-0.00051552-0.00039057i,-5.1939e-05-0.0005187i,-0.00068096-0.00013972i,0.00016205-0.00011216i,0.00098812-0.00018445i,0.0011721+0.00048627i,0.0010344+0.00085095i,0.00013934+0.00054131i,-0.00029044+0.00035748i,-0.00028743+0.00037361i,-0.00046116+0.00058067i,-0.00020651+0.00096312i,0.00017974+0.00092103i,0.00014155+1.1577e-05i,8.0937e-05-0.00027858i,0.00038099-0.00036169i,0.00085286+1.7609e-05i,0.0010351-2.5603e-05i,0.00026951-0.00080513i
0.00048568+0.0018167i,-0.00010723+0.0013889i,-0.00065353+0.001424i,-0.00044879+0.0020365i,0.00013468+0.0016075i,0.00042457+0.0004301i,-0.00076093-3.7733e-05i,-0.0015758-2.3865e-05i,-0.00081943+0.00031183i,0.00010236+0.00048638i,-4.1309e-05+0.0012543i,-0.00056796+0.00083561i,0.00012712-0.00010195i,0.00039477+9.9452e-05i,-0.0004903+0.00039157i,-0.00064316+0.0002832i,-0.00021281+0.00038697i,-8.1136e-05+0.00021333i,0.00025621-8.7059e-05i,0.00032643+0.00029165i,-0.000151+0.00022035i,-0.00024516+6.6296e-05i,2.6283e-05-0.00043702i
-0.0026486+0.0010402i,-0.0024534+0.00073942i,-0.0011243+0.00097577i,0.00069285+0.00076954i,0.0014227+4.5612e-05i,0.0009688-0.0014658i,0.00020447-0.001468i,0.00020328+0.00033565i,0.00079285+0.0012602i,0.00086238+0.00047581i,0.0006033-8.2557e-05i,0.00055191+0.00014112i,0.0001601-3.9995e-05i,-2.5806e-05-0.00036526i,4.5794e-05-0.00050876i,3.5291e-05-0.00020951i,0.00023598+2.8064e-05i,0.00043455-0.00035049i,0.0004968-0.00039242i,0.00024849-0.00034744i,0.00015283-0.00017614i,-7.1805e-05-0.00054501i,-0.00045204-0.0003327i
-0.00049982-0.00039555i,0.00072403-0.0011072i,0.00054607-0.00078881i,0.00082949-0.00036911i,0.00099837-0.00082525i,0.00047353-0.0017455i,-0.0003837-0.0015531i,-0.00042553-0.00038213i,-0.00021525-0.00024154i,7.3571e-05-0.0007273i,0.00015898-0.00069523i,-0.00017183-0.00037844i,-4.3864e-05-0.00049668i,0.00069759-0.00046596i,0.00068937-0.00040295i,-1.7701e-05-0.0011864i,-0.00057553-0.0015323i,-0.0006509-0.00056851i,-0.00049054-0.00043809i,0.00030612-0.00085605i,0.00060511-0.00087284i,-0.00011645-0.00031643i,-0.00075031-0.00030178i
-0.00061897+0.0037068i,-0.00066686+0.0037767i,0.00096027+0.0033696i,0.0026949+0.0022375i,0.0016606+0.00027468i,-0.00069372-0.0012928i,-0.0010611-0.00093275i,-0.00038966+0.00011228i,0.00018181+0.00075688i,0.00029791+0.0010163i,0.0002378+0.0010838i,0.00042607+2.1253e-05i,0.00066371-0.00098308i,0.00050808-0.00074128i,0.00054998+0.00014192i,0.00040939+0.00016104i,0.00010286-0.00013673i,-0.00028374+6.4204e-05i,-0.00047202+0.00050508i,-0.00025675+0.00068322i,-0.00036977+0.0005143i,-0.00050603+0.00076026i,-0.00046187+0.00047902i
-0.0018805-0.0007467i,-0.0011365-0.0014287i,-0.00077097-0.0022634i,-0.0003414-0.001923i,-7.3069e-05-0.00061727i,-0.00033362-0.00080516i,-0.0008768-0.0010278i,-0.000956-0.00059161i,-0.00051977+6.9495e-05i,-1.6603e-05+0.00067302i,0.00030822+0.0010838i,0.00011692+0.0010588i,-0.00016047+0.00045234i,-0.00010591+6.2266e-05i,-7.6409e-05+3.3771e-05i,-0.00040148+0.00053555i,-0.00026404+0.0010662i,-9.8521e-05+0.00087199i,-2.8019e-05+0.00015291i,9.2315e-05+0.00024117i,0.00018584+0.00025292i,0.00032962-0.00022703i,0.00032949-0.00019727i
