-0.00020649+0.00033112i,0.00036968+0.00048932i,0.000891-3.2558e-05i,-0.00015699-0.00073295i,-0.0019606-3.7484e-06i,-0.0024244+0.00089512i,-0.0012606+0.00079829i,3.6355e-05+0.00044395i,0.00091957+0.0004327i,0.0010311+0.00011107i,0.00095614-0.00032809i,0.00044729-0.00047547i,-0.00048857+7.8335e-05i,-0.0011708+0.00061156i,-0.0013239+0.00099312i,-0.00084101+0.00080973i,-0.00028687+0.0004523i,0.00016182+0.00074192i,-0.0002328+0.00088101i,-0.0004726+0.00049907i,0.00032649-0.00022239i,0.00029974-0.00017854i,-0.00061001-6.0504e-05i
-0.0023337-0.00068259i,-0.0019405-0.0016922i,-0.0011671-0.0014674i,-0.00038977-4.7397e-05i,0.0002391+3.3229e-05i,0.00078517-0.00065443i,0.0009697-0.0011882i,0.00091737-0.00086649i,0.00021025-0.00051116i,-0.00017694-0.00029177i,6.6379e-05-0.00018108i,4.0719e-05-0.00013534i,0.00096499-0.00031064i,0.0013482-0.00015809i,0.00052493+0.00018794i,-0.00057194-1.85e-05i,-0.00050173-0.00056338i,0.00034781-0.0004094i,0.00011062+0.00035942i,-5.9001e-05+0.00022636i,-0.00034195-0.00049538i,-0.00056315-0.00086117i,-2.6932e-05-0.00031129i
-0.002064-0.00013394i,-0.0010328-0.00034197i,-0.00050276+0.00094351i,0.00040033+0.00065815i,0.00042631-0.00099478i,0.0008882-0.0020522i,0.0013184-0.0020821i,0.00025705-0.0021577i,-0.00042956-0.0014909i,-2.0107e-05-0.00043019i,0.00065414-5.1209e-05i,0.0011335-0.00062282i,0.00070498-0.00055771i,5.4145e-07+0.00024508i,-0.00029679+0.0002098i,-0.00029207+0.00027315i,0.00041438+0.00034538i,0.00059312-7.6986e-05i,0.00038167-0.00013599i,0.00055219+0.00030759i,0.00058549+0.00015863i,0.00010295-3.4729e-05i,-0.00010643+0.00014733i
-0.0005342-0.00078586i,-0.00041837-0.00083158i,-0.00083721-1.5366e-05i,-0.0009932+0.00073506i,-4.9996e-05+0.00087761i,0.00085293+3.5742e-05i,-0.00022659-0.0011879i,-0.00071124-0.0015143i,-4.8343e-05-0.00073863i,-0.00017546-0.00051141i,-0.00018045-0.00059798i,0.00017502-0.00046671i,0.00046763-0.00032534i,0.0003316+5.012e-05i,0.00043416+0.00076523i,0.00043827+0.00084405i,0.00037804+0.0006292i,0.00047029+0.00042835i,9.1483e-05+0.00022329i,-0.00065564+0.00013592i,-0.00045128+0.00039231i,0.00025467+0.00018588i,0.00018929+9.1581e-05i
-0.00010229+0.0020652i,6.2105e-05+0.0016556i,0.00069538+0.0013985i,0.00049043+9.8938e-05i,0.00037974-0.0015619i,0.00069046-0.0026466i,3.6454e-05-0.0020951i,-0.00099571-0.00056252i,-0.0010261+0.00055075i,-0.00073699+0.00073227i,-0.00058648+0.00043147i,-0.00080289+0.00037089i,-0.0013778+0.00016999i,-0.001244-0.00045088i,-0.00053552-0.00074344i,-0.00054861-0.00066878i,-0.00031645+1.81e-05i,-0.00026746+0.0001847i,-0.00050595-0.00055571i,0.00045078-0.00061503i,0.00097216-0.00012832i,0.00048981+0.0002951i,0.00020645+0.00048258i
-0.00013516+0.00029158i,0.00034642+0.0010913i,0.0012456+0.0013089i,0.0014488+0.00085502i,0.0017069-9.3515e-05i,0.0015555-0.0013819i,0.00095804-0.0022083i,0.00014965-0.0017122i,-0.00051076+3.0558e-06i,-0.00028379+0.00061167i,-0.00014929-6.0362e-06i,-0.00031907-0.00041067i,-0.00075473-0.00018681i,-0.00034028-0.00025233i,0.0003078+3.9978e-05i,0.00066092+0.00020771i,0.001023-4.7612e-05i,0.00092415-0.00058466i,7.2665e-05-0.00052185i,-0.00030467-0.00024431i,-0.00053718+3.5429e-05i,-0.00079205+0.000184i,-0.0006719+6.9754e-05i
-0.00074632+0.0014398i,-0.0022537+0.0014948i,-0.0015592+0.0012309i,-0.00085985+0.0012686i,-0.00059707+0.00063922i,-0.00016713-0.00029526i,0.00021092-0.0016782i,1.7085e-05-0.0013232i,-0.0001762+0.00018663i,-0.00039187+5.2192e-05i,-0.00057159-8.5696e-05i,1.7107e-05+0.00014164i,0.00038374-0.00017013i,7.9306e-05-0.00085215i,0.0002805-0.00072371i,0.00089975+0.00022721i,0.0009968+0.00061478i,0.00017796+0.00046858i,-0.00049234+0.000419i,-0.0007422+0.00093941i,-0.00069128+0.00074389i,-0.00010605+0.00038347i,-3.612e-05+0.00014697i
-0.0032501+0.0007974i,-0.0024852+0.00058071i,-0.00042327+0.00077079i,0.00044364+0.0010466i,0.00030584-0.00044001i,5.7809e-05-0.00269i,-0.00047788-0.0029781i,-0.00053043-0.0012551i,-0.0003618+8.5068e-05i,-0.00043647+0.00074642i,-0.00073369+0.00032083i,-0.00016027-0.00071814i,0.00090222-0.000629i,0.00060748-0.00059612i,-0.00058415-0.0011317i,-0.0010896-0.00071338i,-0.00070323-0.00029142i,-0.00011105-0.00060201i,-0.0003595-0.0010642i,-0.00047385-0.0011204i,-0.00031406+7.7734e-05i,-0.00060185+0.0013851i,-0.00027654+0.00079926i
0.0019268+0.00045238i,0.0024375-0.0003925i,0.002304-0.00082687i,0.0012999-0.0010652i,0.00035825-0.0014806i,0.00021038-0.0017618i,0.00067152-0.0014025i,-0.00010272-0.00099198i,-0.00096499-0.00027745i,-0.0006937+0.0002211i,-0.00041839-5.1046e-07i,0.00017638-4.949e-05i,1.9619e-05+3.9048e-05i,-0.00096357-9.9891e-05i,-0.001277+0.00025572i,-0.00059675+0.0003715i,-7.5715e-05+0.0006913i,-0.00033495+0.00055947i,-0.00019139-0.00072319i,0.00028386-0.0001815i,0.00011274+0.00049351i,-0.00042855+0.00012339i,-0.00026364-8.4402e-05i
0.00011028+0.00065065i,0.00083029+0.00067069i,-0.00026523+0.00085428i,-0.0015809+0.0011968i,-0.00075986+0.0010127i,0.00086239-2.5684e-05i,0.0011631-0.0010397i,0.00036539-0.00097102i,-0.00056658-0.00043683i,-0.0014017-0.00029087i,-0.0011846+0.00026955i,-0.00045164+0.000806i,0.00032607-0.00010023i,0.00040817-0.00068313i,-0.00011805-0.00016492i,-0.00034499+2.9518e-06i,-2.2964e-05-0.0005081i,0.00023488+0.00025351i,3.1199e-05+0.0011963i,-3.5958e-05+0.00039114i,-9.1045e-06-0.00016067i,-2.4476e-05-0.00010229i,0.00039195-0.00042142i
-0.001301+0.00024785i,-0.0012676+0.00026266i,-0.00056251-0.00045235i,0.00019228-0.0014098i,0.00039371-0.0011828i,0.00022126-0.0012227i,-0.00064527-0.0016825i,-0.0012482-0.002049i,-0.00067096-0.00080569i,-0.00013351+0.00041092i,-8.573e-06+0.00050215i,0.00035792+0.00016109i,0.00074906-0.00051765i,0.001161-0.00024168i,0.00097479+0.00046819i,0.00051051+0.000641i,0.00035061+0.00030184i,2.1458e-05+1.4744e-05i,-0.00031227-0.00049957i,-0.00031776-0.00075492i,-3.7041e-05-0.00038602i,0.00069025+5.2067e-05i,0.00089194-0.00020559i
-0.0005565-0.0016167i,-0.0009376-9.8582e-05i,-0.0011139+0.00038275i,-0.0016581+0.00059289i,-0.00093788+0.00089444i,0.0004961+0.00024931i,0.0011271-0.00098386i,0.00043709-0.0013836i,0.00079515-0.0009384i,0.0011863-0.00028839i,0.00055295+0.0003086i,-0.0001414+0.00041645i,-0.00072932+0.0006725i,-0.00030424+0.00055924i,0.00036622+0.00085579i,-7.3765e-05+0.00050817i,-0.00046475-5.8001e-05i,-0.00099743+0.00015335i,-0.0012624+0.00064162i,-0.00035655+0.00022349i,-0.00036707-0.00019213i,-0.00070388+0.00031233i,-0.00055402+0.00058609i
0.002025+0.00043822i,0.0015878-0.00019913i,0.0013187-0.00088806i,0.0011574-0.0021512i,-1.4837e-05-0.0031691i,-0.00058583-0.0024057i,-0.00021286-0.0010632i,-0.00060142-0.00041715i,-0.00087102+0.00029633i,-0.00058107+0.00038514i,-0.00089192+0.00011659i,-0.00051614+0.00047275i,4.8964e-05+0.00064498i,8.6408e-05+0.0010298i,-0.00025484+0.00087544i,-0.00055704+0.00016239i,-0.00031681-0.00045083i,0.00033419-0.00023003i,6.7007e-05+0.00020267i,-0.00049453+0.00045622i,2.5326e-05+0.00018684i,0.00045059-0.00023524i,4.0879e-05-0.00019675i
-2.0391e-05+0.0020539i,-6.7882e-05+0.0012158i,-0.00021752+0.0012594i,-0.00017634+0.0016379i,-0.00017267-3.5029e-05i,-0.00057578-0.0021992i,-0.00061478-0.0024861i,-0.00020619-0.00093174i,-2.1735e-05+0.00077507i,-9.8714e-05+0.00086075i,0.00029801+0.00034514i,-0.00044479-4.4756e-05i,-0.00021765-0.00016376i,0.00059968-3.2637e-05i,0.00017576-0.00050484i,-0.00035763-0.00013313i,-0.00013628+6.017e-05i,-0.0006016-0.00017191i,-0.0011088-0.00039762i,0.00015226-0.00021651i,0.00078453+7.8471e-05i,0.00051231-0.00010436i,-9.0538e-06+0.00033855i
-0.00046585+0.00074398i,0.00080449-0.00017507i,0.00056512-0.00030792i,-0.000147+0.00018807i,0.00090569-0.00022376i,0.0015905-0.001324i,0.00019979-0.0011162i,-0.0012129-0.00075762i,-0.00069812-0.00063419i,-9.9693e-05-0.00019575i,-0.00061992-5.4814e-05i,1.7253e-05+0.00064316i,0.00064358+0.0010915i,0.00051267+0.00052832i,0.00014605+1.7926e-05i,-0.00053991+0.0011976i,-0.00064154+0.0017414i,-0.00027804+0.00073583i,8.7859e-05-4.2084e-05i,0.00016715+3.5306e-05i,0.00026439-0.00028133i,0.000179+4.3843e-06i,3.2945e-05+2.7154e-05i
-0.0030294+0.0022832i,-0.0013336+0.0010019i,-0.00026121+0.0012822i,0.00011907+0.00021125i,0.00037261-0.0011207i,-0.00037879-0.0017835i,-0.00044964-0.0022491i,-0.001079-0.0015922i,-0.0013359-9.7915e-05i,-0.00015179+0.00062526i,-6.6019e-06+0.00042546i,0.00019002+0.00026201i,0.00055757+5.0562e-05i,-0.00015616-0.00026888i,0.00033269-0.0006175i,0.00035727-0.00040081i,0.00024931-0.0003841i,0.00044093-0.00054663i,0.00020146-0.00033357i,0.00026137-0.00025106i,0.00017317+0.00028295i,0.000272+0.00010942i,0.00057565+0.00037595i
0.00027933-0.0025319i,0.00095576-0.0027679i,0.0018227-0.0033108i,0.0014889-0.0016554i,0.00018777-0.0001394i,0.00025503-0.00027237i,0.00033878-0.00076064i,8.4504e-05-0.00089338i,0.00013968-0.00048844i,-0.00035853-0.00040435i,-0.00036366-0.00095312i,-5.4017e-05-0.00023272i,-1.0553e-05+0.00074412i,-0.00017433+0.001296i,-0.00058355+0.0018077i,-0.00099646+0.0012877i,-0.00090567+0.00010422i,-0.00060614-0.00050948i,0.00050868-0.00038632i,0.00088688+3.4097e-05i,0.00038917+0.0001441i,0.00011961+0.00018226i,7.8672e-05+0.00025954i
-0.0018243-0.00015816i,-0.0020753+0.0010295i,-0.0025907+0.00073457i,-0.002043-0.00057179i,-0.00082584-0.00039467i,-0.0007496-0.00055822i,-0.00093363-0.001318i,-0.00021568-0.0013272i,0.00032076-0.00072995i,-5.2451e-05-0.00033106i,0.00022368+0.00057179i,0.00042409+0.0010155i,-8.5521e-05+3.626e-05i,-0.00050549-0.00048827i,0.00017109-0.00019422i,0.0011239+0.00035997i,0.0014967+9.5014e-05i,0.00078846-0.00014571i,-0.00020382+0.00057027i,-0.00041322+0.00070123i,-9.7731e-05-0.00010786i,0.00064206-0.00068666i,0.00033879-0.00011546i
-0.00022155+0.0015399i,-0.00073005+0.0022792i,-0.00080728+0.0014832i,0.00057083+0.00018095i,0.0012262-0.00084245i,0.00068192-0.000843i,0.00017055-0.00085511i,-0.00029676-0.00093632i,-0.00042498-0.00060779i,-0.00044342-0.00047717i,0.00017905-0.00021517i,0.00043299-0.00010469i,7.3386e-05-0.00035723i,0.00025853-0.00045269i,0.00085231-0.00070579i,0.00037982-0.00071386i,-0.00022494-0.00021724i,0.0005012+0.00017409i,-1.964e-05+0.00052584i,-0.00062979+0.00062249i,-5.6523e-05+0.00016271i,-0.00049997-8.327e-05i,-0.0011041+7.129e-05i
-0.00025923-0.00054782i,-0.00022532+0.00013836i,-0.00015103+0.00058608i,0.00090118+0.00054799i,0.0014652+0.00010517i,0.00058083-0.00050797i,-0.0001692-0.0007937i,-0.00027488-0.00049062i,-0.00077779+8.5419e-06i,-0.00038012+8.2866e-05i,0.00048461+9.3465e-05i,0.00066742+0.0003856i,0.0013372+0.00011625i,0.001379-0.00019908i,0.00058478+3.1037e-05i,0.00094086+0.00049934i,0.001183+0.0013754i,0.00047715+0.0012234i,0.00015495+0.0005969i,0.00039916-7.0167e-05i,0.00028459-0.00075589i,0.00024342-0.00077406i,0.00019983-0.00038374i
-0.0020395+0.00022442i,-0.0017462+0.00061355i,-0.00099731+0.00096912i,-0.00042046+0.0018055i,-0.00036451+0.0012069i,-0.00023117-0.00075812i,0.00036501-0.0019758i,2.6794e-05-0.0017522i,-0.00061769-0.000301i,-0.0010238+0.00033583i,-0.00072797+0.00015586i,-0.00033343+0.0010548i,-0.00044459+0.0012489i,-0.0005282+5.7054e-05i,-0.00024041-0.00016552i,-0.00019962+0.00030855i,-0.00097517+0.00053137i,-0.0009756+0.00040492i,-0.00045595+0.00025576i,-0.00039222+0.00022869i,5.1784e-05+0.00039029i,0.0005299+3.0574e-05i,-0.00024323+0.00013121i
-0.0019735-0.00044931i,-0.001165-0.00063922i,-0.0010032-0.00091607i,-0.0013622-0.00059634i,-0.00099583-0.00055404i,0.00011766-0.0014344i,0.00086331-0.0018313i,0.00076614-0.0012643i,-5.7747e-05-0.0006776i,-0.00049-0.00057943i,0.0001858-6.3624e-05i,0.00012591+0.00039454i,-0.00072559+0.00021674i,-0.00068748-5.4675e-05i,0.00016256-0.00010725i,0.00035676-0.00020283i,0.00027889+0.00022456i,3.1074e-05+0.00065301i,0.0001612+0.00048531i,0.00026087+0.00020829i,-8.5265e-06-0.00034115i,0.00038019-4.9872e-05i,0.00045427+0.00063035i
-4.5727e-05-0.0025984i,-0.00092486-0.0030791i,-0.0021732-0.0015778i,-0.0018109+0.0011142i,-0.00098436+0.0015931i,0.0001856+6.2318e-05i,0.0010757-0.001592i,0.00078685-0.0015845i,0.00019598-0.00058038i,-0.00016345-0.00030973i,-0.00061357-0.00023809i,-6.261e-05-6.7992e-05i,-4.1735e-05-0.00011399i,-0.00059326-0.00013553i,4.1569e-05+0.00048857i,0.0010707+0.00088002i,0.00070982+0.00081699i,0.00020848+0.00014366i,0.00048958-0.00096304i,0.00028544-0.00072153i,-0.00042191+3.5825e-05i,-0.0010616+2.6512e-05i,-0.00074799+0.00054291i
0.00030819-0.0007459i,0.00057339+0.00033714i,0.00012487-0.00048408i,1.6405e-05-0.0011513i,-0.0005076-0.0011555i,-0.00087745-0.0015372i,-0.00016099-0.0020055i,0.00051692-0.001158i,0.00046342-0.00062285i,0.00037264-9.3843e-05i,-0.00047317+0.00035153i,-0.0010997+3.3802e-05i,-0.00044495+0.00029253i,-0.00028242+0.0003022i,-0.00086971+0.00080321i,-0.00072697+0.0015533i,-0.0001952+0.00031336i,-0.00034735-0.00061102i,-0.00041864-0.00057885i,0.00066739-0.00036677i,0.0011652+0.00011761i,0.00057797+0.00056403i,0.00019198+0.00053955i
0.00027675+0.0014319i,0.00055558+0.00097622i,0.00090168+0.00076052i,0.0016669-0.00035127i,0.0013728-0.0005626i,0.00043086-0.0010511i,0.00014217-0.0019025i,0.00011388-0.0013324i,0.00055478-0.00021425i,0.00019052-0.00017699i,-0.00043039-0.00037135i,-0.00098452-0.00015189i,-0.0007702-0.00011684i,-2.5903e-05-0.00046905i,7.6331e-05-0.00044691i,-0.00022183+0.00012632i,-6.4537e-05+0.00019509i,8.5593e-05-0.00018037i,-0.00044195+0.00020996i,-0.00031017+0.00066243i,0.00015584-7.0119e-05i,0.00033029-0.00069445i,-5.0336e-05-0.00012941i
0.00043143+0.0009941i,0.00036609+0.0012557i,0.0011328+0.0011939i,0.0015229+0.0016934i,0.00063183+0.00075317i,0.0006209-0.0021368i,0.00080621-0.0032221i,0.00026071-0.0024114i,-0.00024334-0.00077469i,-0.00055768-0.00038334i,-0.00071757-0.00052881i,-0.00019551-0.00049155i,0.00038355-0.00046304i,-0.000306-0.00029345i,-0.0010613+0.00011414i,-0.00066474+0.00013504i,9.4304e-05+2.3008e-05i,-2.6435e-05-0.00042444i,-0.00055946-0.00070094i,-0.00058378-0.00042316i,-0.00029853+5.1066e-06i,-3.2962e-05+0.00025595i,-0.00048485-5.6872e-05i
-0.0010631+0.0025843i,-0.001397+0.0025878i,-0.0015742+0.00038961i,-0.0014582-0.00061801i,-0.00085024+0.00067056i,-2.4342e-07+0.00063395i,0.00022679-0.0011784i,-0.00016871-0.002013i,0.00011758-0.00089167i,0.00017363+0.00021629i,-0.00051387+0.00020478i,-0.00065778+0.00033528i,-0.00015856+0.00039934i,0.00042821+0.00025901i,0.00042124+0.00050799i,3.6877e-05+0.00049791i,-0.00078061-0.00019312i,-0.0012329-0.00049334i,-0.00090573-0.00033323i,-0.0011914-7.0501e-05i,-0.001137+0.00036987i,-0.00017572+0.00096367i,0.00057683+0.0006455i
-0.0046244-0.0012292i,-0.0041615-0.00019053i,-0.0017509+0.00063394i,0.00049364+0.0011278i,0.0019295+0.001186i,0.0023843+0.00097695i,0.0017894-0.00037699i,0.00090049-0.0008798i,0.0002458-4.4793e-05i,0.00014353+0.00016068i,0.00066248+0.00029566i,0.00074078+4.5285e-05i,0.00094007-0.00027597i,0.0009221+0.00012876i,0.00086061+0.00013065i,0.0010543-5.3763e-05i,0.00066588+0.0001401i,0.00039322-0.00027903i,0.00032548-0.0006087i,-8.3114e-05+3.376e-05i,4.2509e-05+0.00019848i,0.0003332+0.00043038i,6.3e-05+0.0003212i
-0.0014372-0.0021471i,-0.00087503-0.0016303i,-0.00058594-0.0011948i,-0.00024713-0.0003329i,-0.00023212-0.00036106i,-0.00047794-0.001013i,-0.00030188-0.0012982i,-0.00024126-0.0014736i,-0.00048601-0.001303i,-0.00062529-0.0004688i,-0.00059631+0.00031403i,-0.0008794+0.0006573i,0.00020563+0.00030425i,0.0013667-6.9185e-05i,0.0010566-0.00011725i,0.00030256+0.00022555i,-0.00020538+0.00090731i,-0.00029827+0.00060276i,4.6428e-05-0.00011146i,9.758e-05+1.5793e-05i,0.00019685+6.0478e-05i,1.6105e-05+2.5801e-05i,-0.00021089+0.00011406i
0.0014606-0.0019803i,0.00050114-0.0019822i,-0.00065216-0.00097663i,-0.0009307-0.00024262i,-0.00063901+0.00021338i,0.00051989+0.00039673i,0.0012927+4.0215e-05i,0.00088945-0.00053811i,-9.4825e-05-0.00053972i,-0.00043538-0.00047567i,-0.00016241+0.00012515i,-0.00013645+0.0011828i,-9.6976e-05+0.0012285i,-0.00053258+0.0014576i,-0.00090241+0.0018207i,0.00016955+0.0017526i,0.00093544+0.00092355i,0.00066072-0.00064671i,0.0002926-0.0016506i,0.00036575-0.00108i,0.00066845-1.86e-05i,0.00060067+0.00046154i,0.00020994+0.00067433i
-0.0013576+0.0028329i,-0.00074429+0.0023799i,-0.00011354+0.00078168i,0.001031+0.00033808i,0.0020035-0.00017658i,0.0014938-0.0020965i,0.00072217-0.0030188i,6.9976e-05-0.0021999i,-0.00043865-0.0011313i,-0.00026766-0.00050625i,0.00021327-0.00043303i,0.00042394-0.00074333i,0.00043163-0.00033502i,0.00051858-0.00014158i,0.00075105-0.00038098i,0.0010615-0.00056007i,0.00049853-0.0010403i,-0.00064104-0.00083002i,-0.0012354-0.00055355i,-0.0010173-0.00021772i,-0.00066098+0.00019761i,6.0338e-05-0.00036026i,0.00054391-0.00023521i
-0.00070575+0.0011901i,-0.0011974+0.0019947i,-0.0012212+0.0014341i,-0.001192+0.00039458i,-0.00079361-0.00079801i,-0.00031051-0.001019i,-0.00072546-0.0009359i,-0.00021677-0.0010137i,0.00024191-0.00037024i,3.0509e-06-0.00018096i,-0.00052842-0.00018135i,-0.001097+0.00042595i,-0.00078737+0.00039264i,-0.00040424+0.0003292i,-9.5333e-05+0.00081348i,-0.00030087+0.00062837i,-0.00047266+0.00030304i,-0.00042926+0.0003192i,-0.00026467-1.6014e-05i,-1.4223e-07-0.00014316i,-0.0002057-6.1933e-05i,8.6509e-05+0.00036249i,3.6724e-05+0.0013102i
-0.0036203-0.0011807i,-0.002373+0.00015802i,-0.0011346+0.0005974i,-0.00060325+0.00015444i,0.00041886-3.0163e-05i,0.00049412-0.0012318i,-0.0001074-0.0023445i,-0.00015693-0.0014424i,-0.00038795+1.8409e-06i,-0.00049722+0.00115i,-0.00024541+0.00075528i,0.00016013-0.00022723i,0.00088249-0.00049728i,0.0013767-0.00019193i,0.0017289-0.00053255i,0.0016476-0.00015094i,0.0010724+0.00064535i,0.00075289+0.00057668i,0.00013521+0.0004394i,0.00029032+7.6902e-05i,0.00068679-0.00060486i,0.00040331-0.00075854i,-8.4147e-05-0.0010208i
0.00021885-0.0019984i,0.00015931-0.0015854i,0.00085955-0.0010242i,-0.00010385-0.0012322i,-0.00039466-0.0010763i,0.00068899-0.00096415i,0.00079473-0.0012551i,0.00025041-0.00081475i,-0.00015214-4.9572e-05i,3.2122e-07+0.0012307i,2.4866e-05+0.0020004i,-0.00016387+0.00066863i,-0.00050185-0.00032564i,-2.2642e-05+0.00029139i,0.00013252+0.00096186i,6.803e-05+0.00053717i,1.7546e-05+0.00026524i,0.00015729+0.00078124i,0.00041562+0.00073981i,0.00019808+0.00059468i,0.00038695+0.00041097i,0.00030105+0.00012973i,-0.00025876-0.00016435i
0.0016575+0.0024888i,0.0026982+0.0027416i,0.0038525+0.0020676i,0.0023366+0.0012207i,0.00044621+0.00011129i,0.00042756-0.00078915i,0.00034811-0.0017744i,-0.00034317-0.0023357i,0.00021361-0.001239i,0.00078441-0.00023418i,0.00044143-1.0372e-05i,-0.00039992+0.00024359i,-0.00093996+0.00027307i,-0.00059555-2.4963e-05i,-0.00047682-1.1577e-05i,-0.00073609+0.00024663i,-0.00034211-0.00015438i,0.00031859-0.00036361i,0.00022568-0.00016907i,0.00039209-0.00048715i,0.00050969-0.0010366i,0.00019739-0.0014252i,-6.858e-05-0.00062162i
-0.0017762+0.0021747i,-0.0017895+0.0024055i,-0.00041929+0.00095277i,-0.00049394-0.00023458i,-0.00053284-0.0011009i,9.7372e-05-0.0026063i,-0.00029421-0.0021172i,-0.00064377-0.00092811i,-0.0010576+0.00018586i,-0.00075704+0.00046707i,0.00032382-0.00051377i,0.00036092-0.00081178i,0.00012257-0.00073597i,0.0002109-0.0008317i,-3.6813e-05-0.0011112i,0.00033468-0.0011192i,0.00094689-0.0004997i,0.00095519-0.00064682i,-2.8773e-05-0.0010163i,-0.0008771-0.00091858i,-0.00065334-0.00075941i,-0.00012392-0.0003999i,0.00054376+0.00014493i
-0.0015005+0.0016943i,-0.00045874+0.001335i,0.00070203+0.0011939i,0.0012031+0.0013631i,0.0010195+0.00097147i,0.0018549+1.5654e-05i,0.0019709-0.00086661i,0.00085597-0.0015804i,0.00045637-0.001428i,0.00070798-0.00051732i,0.00031721-7.2129e-05i,-0.00063451-0.00041289i,-0.0010839-2.7042e-06i,-0.00089004+0.0010947i,-0.00035257+0.00080428i,-2.9462e-05+0.00054703i,4.7295e-05+0.0012776i,-0.00045504+0.0013648i,2.1129e-05+0.00043003i,0.00081294-0.00012107i,0.00043053-8.584e-05i,0.00069013-0.00021676i,0.00066796-0.00030951i
-0.0026539+0.0016101i,-0.0015188+0.00303i,-0.00097865+0.0033787i,0.00023272+0.0021468i,0.0012019+9.7369e-05i,0.00085352-0.0026237i,-0.00047081-0.0038949i,-0.001285-0.0027184i,-0.0011529-0.0001696i,-0.00011514+0.0012299i,0.00064491+0.00078234i,0.00010488+0.00042337i,-0.00023021-0.00043141i,0.00023931-0.0012716i,0.00037757-0.0010123i,-0.00010481-0.0002412i,-0.00051579+2.7728e-05i,-0.00089516-0.0007729i,-0.00078015-0.0012554i,-0.00017797-0.00037556i,-0.00069863+0.0002369i,-0.00031694+0.00024393i,-0.00015993-0.00032593i
-0.00070928+3.8553e-05i,-0.00056221+0.00089153i,-0.00061066+0.0014725i,6.1128e-06+0.00091687i,0.00048428-0.00041562i,0.00092713-0.0014242i,0.00051609-0.0015083i,-0.00090656-0.0015984i,-0.0012882-0.0014857i,-0.00050946-0.00037359i,-0.00082911-7.572e-06i,-0.00083876-0.00076568i,0.00010964-0.0014871i,0.00047548-0.0010418i,0.00077992-0.00024888i,0.00026399-5.8897e-05i,-0.00031554-0.00016099i,-0.00074836-0.00026828i,-0.00076088-0.00035629i,0.00045168-0.00078925i,0.00076767-0.0010052i,-2.0046e-05-0.00019244i,-0.00093082+0.00089473i
-0.00012337+0.0024594i,0.00030295+0.002455i,0.00063979+0.0012433i,0.00072639-0.00016837i,0.00066362-0.001743i,0.00094177-0.0032567i,0.00038529-0.0036302i,-0.00085263-0.0020757i,-0.00028539-0.00081686i,-9.843e-05-0.00088262i,-0.00061718-0.0011729i,-0.00060118-0.00076688i,-0.00083823-0.00069152i,-0.00084514-0.00096145i,-0.00082612-0.00068715i,-0.00096812+1.9101e-05i,-0.00025174+0.0007246i,0.00018649+0.00068463i,-0.0006136+0.00049471i,-0.00068766+0.00020608i,0.00023958-0.00013525i,9.0834e-05-0.00023874i,-0.00043299-0.0004682i
-0.0014233+0.0027856i,-0.0013622+0.0024232i,0.00034152+0.0022753i,0.0013429+0.0014725i,0.00097244+0.00071043i,-6.215e-05-0.00087926i,-0.00089688-0.0019458i,-0.0012514-0.00053646i,-0.00043863+0.00028019i,-0.00039221-0.00083059i,-0.0014848-0.001925i,-0.0012596-0.00091039i,-0.00053656+0.00018262i,-0.00080716-0.00052594i,-0.0013694-0.00047411i,-0.00094849+0.00044439i,-0.00012268+0.00056199i,0.00056671-4.2798e-05i,0.0010064+0.00039447i,0.00060891+0.00099469i,-4.4494e-05+0.00050187i,-0.00018152+0.00075073i,-0.00023336+0.00065984i
0.00093272+0.00060692i,0.00079529+0.00093519i,0.00043447+0.00017033i,-0.00010407-0.00073606i,-0.00081989-0.0013128i,-0.0005739-0.001816i,-0.00015955-0.0022511i,-7.3661e-05-0.0014366i,0.00037213+0.00031411i,0.00020215+0.00022376i,-0.00049199+6.633e-06i,-0.0015218+0.00067669i,-0.0017819+0.0009549i,-0.0011877-0.00014467i,-0.00098449-0.0018691i,-0.00043562-0.0014448i,4.7844e-05+1.6791e-05i,-0.00052076+0.00019926i,-0.0010916-0.00045499i,3.6418e-05-0.00082896i,0.00050598-0.00044756i,-0.00024022+0.0002521i,-0.0001718+0.0002214i
0.00087713-0.00079359i,-0.00040689-0.0006177i,2.5248e-05-0.001016i,0.00067865-0.00058307i,0.00059946+1.8629e-05i,0.0010643-0.00065019i,0.00032794-0.0012678i,-0.00023123-0.0013403i,-0.00054885-0.00056661i,-0.0012294+0.00015066i,-0.00095856+9.2747e-06i,-1.9176e-06-0.00031244i,0.00073038+8.5166e-05i,0.00098527+0.0002459i,0.00061645+6.4976e-05i,0.00046918-0.00028739i,0.00056219-0.00059076i,0.00064334-0.00040976i,0.00077048+7.0215e-05i,0.0001284-0.00010048i,-0.00039161-0.00075043i,0.00027379-0.00083297i,0.00010378+0.00018728i
