-0.00075411+0.0010241i,-0.0010309+0.00025602i,-0.0022785-0.00041652i,-0.0020917-0.0002776i,-0.0020212+0.00098911i,-0.0022488+0.0019995i,-0.0012561+0.0024432i,0.00075798+0.0016118i,0.0018365+0.00035289i,0.0011001-0.00022022i,-7.0064e-05-0.00051711i,-0.0002951-0.0012422i,-0.00022195-0.00078755i,-0.00027794+0.00066637i,-0.00021901+0.0014319i,-0.00031161+0.001117i,-0.0001086+0.00049594i,-6.1171e-06+0.00041178i,-9.1047e-05+0.0010865i,-0.00044937+0.00096539i,-0.00018256+0.00021661i,-0.00023096-0.00067568i,-0.00057957-0.00039193i
0.0013245+0.0013785i,0.0020119+0.00094911i,0.0011982+0.0018039i,0.00084076+0.0023138i,0.0014086+0.0013097i,0.001443+0.0011021i,0.00074306+0.00085742i,0.00023082-0.00062212i,7.0439e-05-0.0014135i,-0.00018327-0.0021292i,-0.00093104-0.0016199i,-0.0010887-0.00020698i,-0.0010382+0.00054211i,-0.00026647+0.0010617i,0.00074639+0.0008903i,0.00021637+0.00065482i,-0.00077426+0.00016958i,-0.0009238-0.00039484i,-0.0004505+0.00026389i,0.00083688+0.00092751i,0.00056716+0.00068845i,-0.00012275+0.00046021i,5.1185e-05-0.0002914i
-0.0036919-0.0011826i,-0.0044835-0.00078503i,-0.0043436-0.00093879i,-0.0030229-7.6434e-05i,-0.0015267+0.001455i,0.00056271+0.0021859i,0.0010906+0.0015564i,0.00073445+0.00019196i,0.00030321-0.0013233i,-2.5453e-06-0.0011316i,-0.00029352-0.00033893i,-0.00091788-0.00015684i,-0.0012481+0.00028471i,-0.00068833+0.00047183i,-0.00014315+0.00030923i,-0.00026888+0.00032955i,-0.00030232+0.00022237i,-7.8102e-05-0.0003479i,0.00047391-0.00018349i,0.00049106+0.00023504i,0.00050718+0.00052263i,0.0002823-1.0849e-06i,-3.6253e-05-0.00020983i
-0.0004762-0.0011872i,9.4379e-05-0.0014188i,0.00038654-0.00090115i,0.00012791+0.00033172i,-5.1828e-05+0.0010715i,-0.00037837+0.0012991i,-0.00042011+0.0021766i,0.00042058+0.0016134i,0.00034861-0.00078274i,-0.00043804-0.0020045i,-0.0006181-0.0013357i,-0.0007779-0.0004329i,-0.0010155+2.638e-06i,-0.00098465+2.604e-05i,-0.00023813-0.00047383i,0.00056133-0.00053447i,0.00034149+0.00010867i,-0.00041964+0.00012828i,9.5752e-05-1.5716e-05i,0.0010352-0.0003094i,0.0014877-0.0010503i,0.00081427-0.00060349i,-0.00021911+0.00018336i
0.00085736+7.8466e-05i,0.0006021+0.00069868i,-0.00045441+0.00052015i,-0.00099695+0.00049476i,-0.00066037+0.00076042i,-0.00070619+0.0012177i,0.00040992+0.0013101i,0.0015394+0.00010906i,0.00083809-0.0013017i,-0.00028225-0.00097467i,-0.0012894-0.00028936i,-0.0013198-0.00069089i,-0.00088621-0.000802i,-0.00089277-0.00043505i,-0.00061009-0.00037583i,-0.00036241+0.00019519i,-0.00029212+0.0004942i,-0.00022793-0.00038127i,-0.00016281+7.928e-05i,-8.5666e-05+0.0006204i,-0.00045153-0.0002047i,-0.00076471-0.00030368i,-0.0013222-0.00037024i
-0.0019387+0.0025411i,-0.0018143+0.0036836i,-0.00079011+0.0032432i,-0.00063451+0.0017711i,-0.0010207+0.00093015i,-0.00043847+0.00091116i,0.00056063+0.00043447i,0.0010491-0.00023852i,0.00018698-0.00056676i,-0.0004791-0.00013113i,-0.00054775-0.00036593i,-0.00056398-0.00041887i,-0.00074297-0.00019953i,-0.00066488-8.2906e-05i,-0.00070341-0.00014275i,-0.00087009-0.00053389i,-0.0005492-0.00020044i,-0.00056702+0.00037804i,-0.0002518+0.00078781i,0.00026678+0.00061119i,1.0975e-05-0.00010167i,-0.00036923-0.00025171i,-0.00019556+7.9647e-05i
-0.0012856+0.00056019i,-0.0018347-0.00015091i,-0.0010036-0.00018709i,-0.00063758+0.00096751i,-0.0014196+0.0015254i,-0.0014131+0.00047156i,-0.00053043+0.00022687i,-7.3592e-05+0.00087898i,-7.1724e-05+0.00052241i,-0.00036407-0.00015813i,-0.00086684-8.3707e-05i,-0.0012579-0.0001581i,-0.00084424+0.00017957i,-3.1567e-05+0.00067974i,0.00047665+0.00019747i,0.00039122-0.00060579i,-9.8477e-05-0.00074385i,-0.00015305-0.00035777i,-5.318e-05-0.00023172i,4.5569e-05-0.00050144i,-0.00013444-0.00046042i,-3.0305e-06+0.00028011i,0.00027856+0.00073928i
-0.0010107+0.000723i,-0.0003246+0.00084969i,-0.00018114+0.0017908i,0.00039488+0.002313i,0.00093385+0.0027817i,0.00082138+0.003232i,0.0012821+0.0025701i,0.0010243+0.00091921i,0.0002636-0.0008457i,-0.00026814-0.0016253i,-0.0010396-0.0012303i,-0.0016211-0.00065833i,-0.0010983-0.00010006i,-0.00038879+0.00045486i,-0.00095524+0.00044268i,-0.0005062+0.00019353i,0.00035829+0.00017082i,0.00019358-0.0006182i,-0.0001512-0.00088689i,-7.765e-05+1.9576e-05i,1.6491e-05+0.00011772i,0.00017662-9.7156e-05i,0.0005172-0.00014457i
-0.0007833-0.0013381i,-0.0012103-0.0013693i,-0.0021804-0.0024061i,-0.0023587-0.0011318i,-0.0025632+0.00074887i,-0.00098905+0.001433i,0.00044509+0.0012801i,0.00033473+0.00010585i,0.00047967-0.00053334i,-3.9655e-05-0.00012147i,-0.0013883+0.00010698i,-0.0025869+6.9331e-06i,-0.0027311+0.00023044i,-0.0018568+0.00076058i,-0.00022955+0.00030292i,0.00073134-0.00093834i,4.0213e-05-0.00050279i,-0.00056134+0.0004573i,-8.2966e-05+0.00049037i,0.00036956-0.00024638i,0.00065418-0.00061855i,0.00039424+0.00039611i,-0.00023806+0.00079288i
0.0020151+0.0015717i,0.00050164+0.0011391i,-0.00011763+0.00081002i,0.0011773+0.00043105i,0.0011412+0.00077216i,-0.00034601+0.00086187i,-0.00053537+0.00017731i,0.00059456-0.00041014i,0.00072344-0.00074659i,-2.9288e-05-0.00063824i,-0.00083408-0.00093188i,-0.0014446-0.0011715i,-0.001241-0.00081592i,-0.00089728-0.00030132i,-0.00076615-0.00087535i,-0.00033757-0.0011686i,-0.0005849+3.1078e-05i,-0.0012014+0.00033974i,-0.0010843-0.00024532i,-0.00071189+6.1811e-05i,5.6245e-05+0.00067985i,0.00068658+0.00073261i,0.00058672+0.00079958i
0.00044489-0.0010382i,0.00066002-0.0017406i,0.0018846-0.0013291i,0.00081919+0.00010359i,-0.0005805+0.0014162i,-0.00050613+0.0014398i,0.00037866+0.00054725i,0.0011311-1.3761e-05i,0.00064442-0.0014561i,0.00012684-0.0020045i,1.6361e-05-0.00090041i,-0.00032727+0.00011816i,-0.0003342+0.00064352i,-0.00090312+0.00040202i,-0.0013691-0.00025892i,-0.00086639-3.2606e-05i,-0.00019594+0.00056798i,0.00033246+0.00012172i,0.00041933-6.222e-06i,-0.00037638+0.00076402i,-0.00071409+0.0012937i,-4.3773e-05+0.00021659i,-0.00025834-0.00042431i
0.0010368-0.0016794i,0.0014001-0.00098907i,0.0016407-0.0012448i,0.00044049-0.00082499i,-0.0004048+0.00021777i,0.00029588+0.00092284i,0.0012672+0.00015164i,0.0017306-0.0011169i,0.00085062-0.0014675i,-0.00043972-0.0013128i,-0.0012527-0.0010283i,-0.0020031-0.00075209i,-0.0018644-0.00020256i,-0.00069492+5.9877e-06i,-0.00023928-0.00032837i,-0.00027081-0.00044274i,-0.00012031+0.00045267i,0.00011536+0.00077374i,0.00025961+0.00059725i,0.00016629+0.0009117i,8.9422e-05+0.00060209i,-0.00038241-0.00015603i,-0.00072786-0.0001347i
-0.0014025+0.002297i,-0.0019055+0.0013903i,-0.0013608-0.00039438i,-1.6971e-05-0.0011377i,-0.00010354-0.00048432i,-8.459e-06+0.00054179i,0.0002259+0.0010744i,0.00013562-0.00035867i,5.58e-05-0.0015687i,-0.00059535-0.0016912i,-0.00091501-0.0015688i,-0.0011691-0.0014693i,-0.0013278-0.00079025i,-0.00076257-0.00017143i,-0.00036628+0.00011514i,-0.00038221+0.00020331i,-0.00038463+5.6248e-05i,-0.00057591+9.1217e-05i,-0.00023278+1.2984e-05i,0.00020453+0.00035656i,0.00019784+0.00095422i,-0.00038563+0.00090292i,-0.0008729+0.00042331i
0.001395+0.0016309i,0.00075221+0.0005087i,0.00045934+0.00069037i,-0.00047481+0.0017575i,-0.0013583+0.0021924i,-0.00040681+0.0021427i,0.00079024+0.0018732i,0.0010876-1.4205e-05i,0.00084888-0.0010589i,0.00012883-0.00038069i,-0.00084271-0.000356i,-0.0012002-0.00017076i,-0.001184+0.00039563i,-0.0013287+0.0001967i,-0.00079187+0.00013637i,-0.00043944+0.00020107i,-0.00057274-3.6962e-07i,5.0199e-05+0.00035365i,0.00054385+0.00088065i,0.00018117+0.0002145i,0.00018906-6.9673e-05i,0.00056459+8.138e-05i,0.0002989+0.00050128i
0.00093334-0.0012491i,0.0012032-0.00099489i,0.00026425-0.0008045i,-0.00011722+6.531e-05i,0.0002043+0.00090874i,-9.6762e-06+0.0012276i,1.6199e-05+0.0010772i,0.00057069-6.9908e-05i,0.00061679-0.00075667i,-0.0002528-0.00059303i,-0.0011571-0.0010426i,-0.0011057-0.0013497i,-0.00075934-0.00064478i,-0.00084877-0.00031518i,-0.00036178-0.00044053i,0.00058119-0.0011312i,0.00031624-0.00091416i,-0.00019204-0.00017768i,0.00032809-0.00026384i,0.0002099-0.0005841i,-0.00072295+0.00012686i,-0.0014111+0.00055414i,-0.001341-0.00013486i
0.0026798+0.00023728i,0.0027262+0.00035414i,0.0023556-0.00096557i,0.0016999-0.0021632i,0.0010048-0.0018213i,0.00038247+0.00037648i,0.00038064+0.00087736i,0.0011576-0.00078404i,0.0011875-0.0013877i,-0.0001225-0.0015142i,-0.0011577-0.001364i,-0.0019525-0.00056722i,-0.0021631-0.00018831i,-0.0010652-0.00019781i,-0.00030205-0.00043363i,-0.00026498-0.001039i,0.00013227-0.000949i,0.00017418-0.00027656i,-0.00032963-0.0003521i,0.00012864-0.00080245i,0.00051191-0.00043585i,-4.7463e-05-0.00045886i,-0.00041913-0.00048579i
-0.00023422-0.0021592i,5.543e-06-0.002847i,-0.00028336-0.0026336i,-0.0014229-0.0013253i,-0.001589-0.00014236i,-0.00061389+0.00089109i,8.3627e-05+0.00115i,1.8584e-05+0.00071746i,-0.00022386-0.00052565i,-0.00060523-0.0012722i,-0.00098147-0.0010157i,-0.0013763-0.0006968i,-0.0013061-0.00027773i,-0.0010247-0.00076883i,-0.0005524-0.00031449i,-0.00048381-0.00011822i,-0.00058087-0.00081315i,-0.00024197-0.00070876i,0.00017729-0.00027799i,0.00020762+0.00032651i,0.00060759+0.00045013i,0.00072541+0.00035508i,0.00063117+0.00027567i
0.0015011-0.00082872i,0.0016519-0.0001666i,0.0012457-0.00015994i,0.00020248+0.00042914i,-0.00067307+0.001906i,-0.00020613+0.002966i,0.0009773+0.0028562i,0.0011953+0.0018851i,0.00072828-0.00040643i,0.00044978-0.0010219i,-0.00033013+0.00010973i,-0.0010349+0.00046018i,-0.0009827+0.00067902i,-0.00099306+0.00036195i,-0.00084996-0.00017934i,-0.001035-0.00022075i,-0.00084367+0.00037902i,3.9383e-05+0.0013586i,9.2635e-05+0.0013107i,9.4849e-05+0.00073307i,0.00098141-0.00054569i,0.0011456-0.0018142i,0.00049977-0.001677i
0.00051781-0.0029679i,0.00021922-0.0010312i,0.00034515-0.00072915i,8.4047e-05-0.00069452i,-0.00025492+0.00050548i,-0.0001261+0.0016147i,0.0013742+0.0018691i,0.0021673+0.0011731i,0.0013416-0.00048113i,1.4763e-05-0.0011216i,-0.00067839-0.00068936i,-0.00069827-0.00021175i,-0.00066227+3.4225e-05i,-0.00052405-0.00017632i,-0.00053345-0.00051993i,-0.00051639-0.00063952i,-9.4558e-05-8.8818e-06i,0.00011579+0.00037693i,0.00089706+5.6243e-05i,0.0015559-0.00032071i,0.0012543-0.00058512i,0.00097712-0.0015552i,0.00088199-0.0013605i
0.001614-0.00025116i,0.0015093-0.00078965i,0.0016222-0.00029711i,0.0013354+0.00015136i,0.00067978+6.3295e-05i,5.4069e-05-0.00028817i,9.9912e-05-0.00012391i,0.00095494-0.00033907i,0.0011107-0.0013979i,9.2221e-05-0.0015709i,-0.0010656-0.00073209i,-0.0020069-0.00022567i,-0.0018772-0.00014474i,-0.0010911-0.00015666i,-0.00010276+0.00028237i,0.00036218+0.00065804i,9.7445e-05+0.00034392i,0.00080246-0.00046972i,0.0012449-0.00050802i,0.00015259-0.00049497i,-0.00044714-0.00087067i,-0.0005966-0.00047869i,-0.0008927-0.00029893i
-0.00014009+0.00065471i,-0.00032695+0.00096857i,-0.00088951+0.0012064i,-0.00089629+0.00029411i,-0.00023829-4.1201e-05i,-5.6885e-05+0.00076927i,0.00031108+0.00054309i,0.00077714-0.0012304i,0.00037617-0.0017441i,-0.00024478-0.00094221i,-0.00083392-0.00028904i,-0.0014271-0.00025763i,-0.0014103-0.00018265i,-0.00077241-0.00035159i,0.00010536-0.0011002i,-1.7114e-05-0.0011119i,-0.00041444-0.00068482i,-0.00035776-0.00022451i,-0.0004079+5.3057e-05i,-2.5819e-05+0.00023621i,0.0006154+0.00045264i,-2.7899e-05-3.7887e-05i,-8.2444e-05-0.00085316i
-0.000718-0.0012152i,0.00025632-0.001418i,0.00043673+0.00098435i,-0.001057+0.0026693i,-0.0014962+0.0025322i,-0.00079139+0.0026769i,0.0003493+0.0024803i,0.0011186+0.0015327i,0.00098927+4.0386e-05i,7.3444e-05-0.00091295i,-0.0010898-0.0012106i,-0.0021086-0.0012567i,-0.001245-0.0002201i,-0.00036372+0.00064137i,-0.00071835+0.00088588i,-0.00063642+0.00098803i,2.5919e-05+0.00068576i,-0.00016919+0.00038048i,-0.00059229+0.00011139i,-0.00029823-0.0002395i,-0.00044974-0.0002617i,-0.000408-6.1265e-05i,-0.00024629+2.1519e-06i
0.00017246+0.00072802i,-0.00076141+0.0015097i,-0.00059221+0.001371i,0.0004465+0.0010268i,0.00092671+0.00098427i,0.0013624+0.0015094i,0.0011292+0.0011345i,0.0017361-3.4804e-05i,0.0013462-0.0011018i,0.00026658-0.0014655i,-0.00094287-0.0012688i,-0.0017871-0.00072631i,-0.0016925-0.00037946i,-0.0011407+2.1914e-05i,-0.00038766+0.00052437i,-0.00046788-2.5093e-05i,-0.00038036+0.00020633i,0.00041731+0.00077608i,0.0010089+0.00062735i,0.00085679-8.8402e-05i,-0.00010999-1.473e-05i,-0.00089456+0.00018692i,-0.00075735-0.00019102i
-0.0020274+0.0026287i,-0.0026657+0.001856i,-0.0024655+0.0021675i,-0.001228+0.0024508i,-0.0003611+0.0024616i,0.00061811+0.001534i,0.00090579+0.0010275i,0.00067542+0.00046503i,0.00089568-0.00037692i,0.00047654-0.00073654i,0.00020114-0.00029667i,0.00019451+7.2118e-05i,-4.8436e-05-0.00013285i,-0.00029436-0.00016283i,-0.00055786-0.00046464i,-0.00041538-0.00074123i,3.9141e-05-0.00032476i,-0.00014248-0.00057415i,-0.00077848-0.00094926i,-0.00067386-0.00061747i,-0.00054046-0.00028283i,-6.3579e-05-0.00049658i,0.00033013-0.0011939i
0.0023873-0.00056058i,0.0023092-0.00064698i,0.0028829+0.00027583i,0.0015227+0.00071917i,-0.00052208+0.00070773i,-0.0001984+0.00061077i,0.0010311+0.00056678i,0.0014573+0.00037976i,0.0012548-0.00077863i,0.0010607-0.0014064i,-0.0002186-0.0012642i,-0.0015407-0.0012379i,-0.0018491-0.00033036i,-0.0008859+0.00059187i,0.00011501+0.00065562i,0.00046105+0.00026187i,0.0010363-8.2497e-05i,0.00097154-2.2614e-05i,0.00025251+0.00030567i,-0.00073589+0.00027598i,-0.0010323-0.00025597i,-0.00029485-0.0007176i,0.00039157-0.00019176i
-0.00090069+0.0018486i,0.00024782+0.0024869i,0.0010449+0.0031197i,0.0018811+0.0023501i,0.0019905+0.0017275i,0.0010847+0.0011208i,0.0011681+0.00023436i,0.0012668-0.00026476i,0.0011089-0.00027151i,0.00064323-6.0848e-05i,-0.000396+0.00072726i,-0.0013866+0.00058814i,-0.0016405+4.1094e-05i,-0.00052987+0.00026773i,0.0007394-1.4951e-05i,0.00067984-9.3452e-05i,9.8358e-05+0.00049763i,-0.00027197+0.00093072i,-0.0002056+0.00028699i,0.0001348-0.00021354i,-0.00018526+4.9839e-05i,-0.00027582-0.00040488i,0.00028077-0.00042932i
-9.1574e-05-0.0011239i,-0.0001237-0.0011768i,-0.00028668-0.001065i,-0.0003596-0.0012312i,-0.00031875-0.0010885i,0.00084118+0.00034816i,0.0018654+0.00091154i,0.001681-0.00012321i,0.00079422-0.00064197i,0.00016381-0.00016257i,-0.0010932-0.00010552i,-0.0016684-0.00059243i,-0.00080218-0.00013981i,-7.04e-05+0.00045427i,9.2625e-05+0.00021043i,-0.00045314-0.00032914i,-0.0010401-0.00026233i,-0.00057639+0.00025844i,0.00026508+0.00019802i,0.00041902-5.8045e-05i,0.00049723-0.00010743i,0.00026427-5.2801e-05i,-0.00017102-0.00052624i
0.0013885+0.00080534i,0.0015447-0.00039196i,0.00086316-0.00075786i,-0.00020053-0.00019054i,-0.00091518+0.00020562i,-0.0016836+0.00050924i,-0.00095681+0.00015149i,-0.00025526-0.00057488i,-0.00031488-0.00092526i,2.1493e-05-0.0012998i,-9.5844e-05-0.0012596i,-0.00044616-0.00049149i,-0.00081856+0.00045645i,-0.00054077+0.0012974i,0.00048822+0.000163i,0.00027001-0.0012696i,-0.00043905-0.00079517i,0.00023307-7.3785e-05i,0.00045895-0.00043235i,-0.00026899-0.0012656i,-0.00064569-0.0012428i,-0.00023598-0.001088i,5.789e-05-0.00058197i
0.0027069+0.0013785i,0.0020888+0.0030384i,0.0026127+0.003022i,0.0017588+0.0012252i,0.0006847+0.0011637i,0.00050763+0.0023279i,0.0008338+0.0026218i,0.0017638+0.0016321i,0.0016841-0.00024132i,0.00060126-0.0014375i,-0.0011065-0.001788i,-0.0012618-0.0020608i,-0.00043389-0.001419i,2.0979e-05-0.00039848i,0.00025134+0.00018028i,-0.00073387+0.00048101i,-0.00085473+0.00033443i,-0.00066717+0.00017875i,-0.00073823-3.9803e-05i,-0.00027742-7.672e-05i,-0.00027401-0.00018902i,3.2566e-05-0.00048295i,-1.1623e-05-0.00036939i
0.00012979-0.0023336i,-0.00018343-0.0017819i,-0.00033315-0.0013319i,-0.00093119-0.00060534i,-0.00054626+0.00048684i,0.00022963+0.001796i,0.0010896+0.0016796i,0.001604-0.00031965i,0.0010004-0.0017767i,0.00023844-0.0010442i,-0.00073867-0.00055078i,-0.0018179-0.00083689i,-0.0014737-0.0006302i,-0.00056953+0.00017212i,0.00018348+0.00067685i,0.00037335+0.00080435i,-0.0002893+0.00049962i,-0.00014962+1.2671e-05i,0.0001105+2.6462e-05i,0.0001398+2.4737e-05i,0.0003525-0.00061773i,0.0010102-0.00071821i,0.0011818-0.00017738i
0.00062886-0.0021065i,0.0011273-0.0030912i,0.00098365-0.0032932i,-0.00037492-0.002082i,-0.0013358-0.00072312i,-0.00015508+0.00084148i,0.00024071+0.0015213i,-0.00018302+1.1027e-05i,-0.00025988-0.001251i,-0.00084233-0.0012168i,-0.0017959-0.00089625i,-0.0020955-0.0009752i,-0.0015435-0.00093394i,-0.00013715-0.00016236i,0.00082708+0.00024093i,0.00016217+0.00015702i,-0.00022564+0.00033133i,0.00066709+0.0004459i,0.001245-0.00012361i,5.5338e-05-0.00024076i,-0.00074238+0.00017263i,-0.00072385-2.2939e-06i,-0.00056791-0.00017984i
0.00022957-0.0010465i,0.00037105-0.00090325i,-4.3904e-05-0.00076877i,-0.001548+0.00033985i,-0.0025482+0.0015963i,-0.0020791+0.0014727i,-6.7448e-05+0.00068257i,0.0016236+6.1142e-05i,0.001337-0.0011292i,-8.6896e-05-0.0013138i,-0.0012506-0.00070565i,-0.0017063-0.00038341i,-0.001514-0.00043096i,-0.00099934-0.00010651i,-0.00057492+5.1971e-05i,-0.00012216+8.7199e-05i,0.0003701+0.00032161i,-0.00026173-0.00022042i,-0.0011709-4.7043e-05i,-0.00060862+0.00046258i,-5.7391e-05+0.00023085i,-0.00024143+0.00057622i,-0.001155+0.00086909i
0.00062793-0.0017364i,-0.00028568-0.0022159i,0.00045314-0.0017905i,0.0023083-4.2533e-05i,0.0022605+0.0010526i,0.0011425+0.00045936i,0.00065525+0.00030901i,0.00069206-3.3676e-05i,0.00036938-0.00095126i,-0.00026482-0.0014165i,-0.0008496-0.00081535i,-0.0015351-0.00037192i,-0.0013087-0.00040498i,-0.0013881-0.00025536i,-0.001536-0.00028991i,-0.00030442-0.00051049i,0.001206-1.5966e-05i,0.0012684+0.00045266i,0.00053667+4.1533e-05i,0.00033782-0.00025029i,0.0002249-0.00022862i,0.00045503-0.00096517i,0.00054479-0.001003i
0.0015429-0.0002017i,0.0035027-0.0001761i,0.0039563-0.00066171i,0.0020666-0.0012285i,0.00011736-0.00084768i,-0.00037602+0.0011781i,-2.9224e-05+0.0012596i,0.00072581-0.00031124i,0.00080751-0.001172i,0.00031991-0.0015601i,-3.4665e-05-0.0019401i,3.9219e-05-0.0018333i,-0.00035157-0.00040222i,-0.00020761+0.00044865i,0.00072761+4.3529e-05i,9.1989e-05-0.00041113i,-0.0013622+0.00033561i,-0.0014035+0.00067667i,-0.00078667+0.00029854i,-0.00021719+0.00014616i,-0.00037574+0.00011028i,-0.00059689+0.00032204i,-0.00060072+0.00019122i
-0.00024041-0.0015028i,0.00064733-0.0019588i,0.00050236-0.0030171i,-0.00070796-0.0014936i,-0.0019094+0.00094393i,-0.0013778+0.0018743i,0.00059193+0.0021401i,0.00078991+0.0012938i,-0.00052509-0.0002196i,-0.0012356-0.0011503i,-0.0014728-0.00094756i,-0.0015672-0.00011282i,-0.0012339+0.00054969i,-0.00058333+0.0014737i,-0.00059889+0.0014259i,-0.0010753+0.00060628i,-0.00064088+0.00054156i,3.8929e-05+8.8093e-05i,0.00056081-0.00066186i,0.00071938-0.00026576i,0.00080923-7.7791e-06i,0.00060505-0.00015363i,0.0002305+0.00042448i
-0.0013545-0.0015616i,-0.0023851-0.0011178i,-0.0020432-0.0002281i,-0.0015586+0.00037297i,-0.0024013+0.00088956i,-0.0020754+0.0013378i,7.0317e-05+0.001356i,0.001617+0.00090755i,0.00083658+0.00018411i,-0.001123-0.00038253i,-0.0018145-0.00069001i,-0.0012075-0.00073291i,-0.00038439-0.00031294i,-5.3337e-05-0.00020324i,0.00014231-0.00056806i,9.6922e-05-0.00063537i,-0.0002078-0.00086772i,0.0001214-0.00107i,2.1026e-06-0.00091859i,0.00031702-0.00061687i,0.00039459-0.00023113i,-0.00011011+0.00019864i,-9.3731e-05+9.8679e-05i
0.00023072-7.6983e-05i,-0.00015052-0.0014401i,0.0004176-0.0012731i,0.0011524+0.00028821i,0.00091189+0.0010316i,0.00016393+0.0015405i,0.00049181+0.0017004i,0.0011733+0.00054188i,0.00061381-0.00079036i,-9.7981e-05-0.0005421i,-6.1616e-05-1.7847e-05i,-0.00059613-9.1127e-06i,-0.0009+6.9533e-05i,-0.0011723+0.00039391i,-0.0013257+0.00034888i,-0.0010175+0.00085319i,-0.00091386+0.0011468i,0.00047305+0.00062288i,0.0019238+0.00089318i,0.0012434+0.00054134i,0.00034987-0.0006998i,0.00022772-0.00070443i,-0.00058031+0.00035776i
0.0012716-0.00083064i,0.00032063-0.00042737i,-0.0004697-0.0020728i,-0.00016335-0.0021535i,-0.00038178-0.00063257i,-0.00061395+0.00013894i,8.3546e-06+0.00022867i,0.001248+0.00010257i,0.0013125-0.00029957i,0.00013476-0.00085677i,-0.00099858-0.0011113i,-0.001626-0.0011118i,-0.0019198-0.00078634i,-0.0017712-0.00076845i,-0.00083748-0.00057188i,-9.9481e-05-5.1963e-05i,3.6983e-06+3.9905e-05i,5.3459e-05-0.00034225i,-0.00047096-0.00029113i,-0.00093909-0.00035256i,-0.0002107-0.0009962i,0.00032001-0.00072513i,0.00023478-4.9157e-05i
0.00088143-0.0017434i,0.00023193-0.0011732i,-0.00020898-0.0014236i,-0.0011729-0.0011579i,-0.0021418+0.00011371i,-0.0015872+0.0016591i,0.00047525+0.0017854i,0.0018756+0.00013873i,0.00104-0.0013628i,0.00034531-0.0016179i,-0.00093833-0.0012224i,-0.0020038-0.00085961i,-0.0015911-0.00042258i,-0.0008557+3.6831e-05i,-0.0003521-6.3918e-05i,-0.0001445-0.00064335i,-4.405e-05-0.00051229i,0.00020333+0.00056431i,-6.9703e-05+0.00076378i,-0.00053922+0.0001995i,-0.00043166+0.00027714i,0.00028616+3.6961e-05i,0.00040837-0.00062906i
0.00013705-0.00027203i,0.0001439+0.00024145i,0.00066595+0.0016966i,0.0009765+0.0025121i,0.00013076+0.0024716i,-0.00041625+0.0020225i,0.00027346+0.0023461i,0.0014441+0.00090615i,0.0016412-0.00059652i,0.001121-0.0011272i,0.00061045-0.0012765i,-0.000232-0.00072243i,-0.00074494+0.00016348i,-0.0011497+0.00097878i,-0.0011308+0.00078283i,-0.00029611+0.00048911i,0.00016748+0.00037177i,4.6828e-05-0.00010093i,0.0004208-7.2133e-05i,0.00014293-0.00031183i,-0.00011773-0.00082501i,-0.00051719-0.00025028i,-0.00082472-2.0895e-05i
-0.00086186+0.0016489i,-0.00012732+0.0021405i,0.0013111+0.0019538i,0.0016085+0.00062587i,0.0012443-5.3832e-05i,0.00083792+0.00017145i,0.0005604+9.9084e-05i,0.0010431+0.00013785i,0.00078695+0.000105i,-0.00029787+3.7158e-05i,-0.0013446+5.2368e-05i,-0.0015572+3.8662e-06i,-0.0015612+0.00017615i,-0.0011378+0.00036485i,-0.0001344+0.00034453i,0.00030649-6.4422e-06i,2.7449e-05-0.00036918i,9.2026e-05-0.00060353i,9.7832e-05-0.00045175i,-0.00029275-0.00076168i,-7.9425e-05-0.00089037i,0.00037045-0.00019041i,0.00067798+0.00051926i
0.0010196+0.00076953i,0.00085867+0.0016418i,0.0012571+0.0021455i,0.00016995+0.0015682i,-0.00095774+0.0016985i,-0.0011508+0.0022271i,-0.0002867+0.0022792i,0.00084105+0.0013443i,0.00041596+0.00074883i,-0.00040484-0.00049399i,-0.00042148-0.0010234i,-0.00044194-0.00053103i,-0.00023541-0.00025259i,4.6225e-05+0.0001626i,0.00071828+0.00022125i,0.00075329+3.947e-05i,0.00057698+0.00030632i,0.00045907-7.9777e-05i,0.00027672-0.00055597i,0.0002956-0.00035861i,9.3169e-05+7.1211e-05i,0.00073384+0.00031318i,0.0014852+0.0002875i
0.00015684+0.00020175i,0.00047003-9.2641e-05i,0.00111-3.5522e-05i,0.0011773+0.00056976i,0.00055441+0.00096581i,0.00094459+0.00096344i,0.0016264+0.0012707i,0.0014884+0.00031452i,0.001009-0.0013641i,0.00012422-0.0016887i,-0.00049109-0.00098918i,-0.00094967-0.00041183i,-0.001236-4.2115e-05i,-0.00043888+0.00016434i,0.00037657-0.00010908i,0.00013273-0.00055412i,0.00014152-0.00089047i,0.00026985-0.00087541i,-2.2207e-06+0.00025721i,-0.00061515+0.00065369i,-0.00035829+4.8686e-05i,-3.7964e-05-0.0004677i,-0.00035903-0.00032302i
