0.0016075-0.00011194i,0.0022112-0.0014828i,0.0014859-0.0031476i,-0.00047904-0.0030658i,-0.0020896-0.0017635i,-0.0025894-3.3707e-05i,-0.0015994+0.001464i,-0.00065048+0.0013343i,8.0742e-05+0.0013427i,0.00013049+8.5902e-06i,-0.00030725-0.0013862i,0.00021368-0.0010533i,0.00068778-0.00045728i,0.0003124-5.4293e-05i,9.1739e-06+1.4613e-05i,-0.00033934+9.4478e-05i,-0.00078225+0.00018545i,-0.00075936-4.0571e-05i,0.00017103-0.00011263i,0.00067397-6.3402e-05i,0.00011125-0.00036293i,-1.6901e-05-3.9121e-05i,-0.00025461-0.00051407i
-0.0024222-0.00064158i,-0.0017106-0.0012252i,-7.5379e-05-0.001131i,0.0012523-0.00071842i,0.00077763-0.00039136i,-8.044e-05-0.00039768i,-0.00022478-0.00047882i,-0.00041812-0.00016724i,-0.00066333+0.00033896i,-4.929e-05+0.00055357i,0.00084004+0.0008522i,0.00081271+0.0004509i,0.00043849-0.00016105i,0.00044105+6.6419e-05i,-3.7442e-05+0.00029573i,-0.00031082+0.00069698i,1.1242e-05+0.00040476i,-0.00014191+7.719e-05i,-0.00029288+0.00023721i,-0.00031132-0.00013997i,-2.295e-05-0.0002608i,0.00035309-0.00033716i,0.00029609-0.00058962i
-0.00083253-0.00018095i,0.0005814+0.00022373i,-4.0227e-05-8.5763e-05i,-0.00022067-0.00071683i,-3.3539e-05-0.0011478i,-0.00029432-0.00086265i,-0.00028434-6.4511e-05i,-0.00058121+0.00043088i,-0.00062795+0.00074863i,-0.00036826+0.00063147i,0.0001477+0.00052759i,0.00053187+0.00091165i,3.177e-05+3.5422e-05i,0.00047279-0.0013074i,0.00098922-0.0008845i,0.00087316+3.2112e-05i,0.00060565-0.00035493i,2.8685e-05-0.00062453i,0.00039866+6.6761e-05i,0.0005799+0.00037417i,-8.4573e-05-0.00022278i,-0.00063142-0.00098326i,-4.6534e-05-0.00098935i
0.00022534+0.0014932i,0.00022901+0.0017035i,0.00071791+0.00026878i,0.00015605-0.0011679i,0.00023401-0.0017087i,0.00079056-0.0013453i,-9.6962e-05-0.00030752i,-0.00071964+0.00046559i,-0.00041149-0.00020999i,0.00025894+4.3849e-05i,0.0005003+0.00042835i,0.00025056+0.00010455i,-5.8089e-05+0.00033178i,-0.00010881+0.00031831i,-0.00011715+0.0001042i,-0.00053825-0.00036135i,-0.00018055-0.00054289i,0.00016525-0.00023857i,-0.00027704+6.1074e-05i,-0.00061104-0.00016144i,-0.00044993-0.00021422i,-0.00046604-0.00022205i,-0.00077829-0.00055073i
-0.00040663+0.00025725i,-0.0002295-0.00010472i,-0.00010261+6.9241e-05i,-9.4397e-05-0.00060043i,0.00049062-0.0010881i,0.00046023-0.00074356i,-0.00011611-3.7425e-05i,-0.00011315+0.00053689i,0.00025166+0.00022582i,0.00066665+0.00029196i,0.00064525-0.00017264i,0.00095754-0.00069128i,0.00086542+0.00017854i,0.00018084+0.00046536i,3.0396e-05-7.4482e-05i,-0.00056976+6.2726e-05i,-0.0013744+0.00021423i,-0.00082702+0.00055708i,-2.4125e-05+0.0004072i,-7.536e-05-0.00030344i,-4.8983e-05-0.0005468i,-0.00012299+9.5707e-06i,-0.00034863-0.00010483i
3.6257e-05+0.00041643i,5.1504e-05+0.00068589i,0.00028372+0.00033261i,0.00030552-0.00015298i,0.00025332-0.0008799i,4.6739e-05-0.00087457i,-0.00039844-0.00014085i,-0.00063408+0.00012273i,-0.0011193+0.00036101i,-0.00062555+6.3837e-05i,0.0006413-0.00030911i,0.00062684-6.2573e-05i,0.00095576-5.8782e-05i,0.00098075+1.6576e-05i,0.00027005+7.8228e-05i,-4.4346e-05-6.6268e-05i,-0.00060448+5.7353e-05i,-0.00063185+0.00012214i,-0.0003379-0.00063421i,-0.00069197-0.00077087i,-0.00042305-0.00048726i,3.335e-05+0.0003326i,2.9088e-05-1.9187e-05i
-0.0010319-0.0020391i,-0.0011212-0.00080425i,-0.00045197+2.9878e-05i,-0.00027233+0.00011119i,-0.00026014-0.00029754i,-2.7618e-05-0.00021103i,-0.00029719+0.00031672i,-0.00080104+0.00060668i,-0.00062585+0.00087501i,-0.00014294+0.00099105i,2.1378e-05+0.00068117i,-0.00024053+0.00018418i,-0.00034909+0.00013042i,0.0001287-0.00022081i,0.0003505-0.00030131i,0.00052375+5.3642e-05i,0.00036905-0.00034556i,2.7782e-05-5.4087e-06i,3.8748e-05+8.0268e-05i,0.00067149-0.00035176i,0.00071086+0.00029827i,1.0717e-05+0.00073814i,-0.00022904+0.00084661i
0.0011163+0.0010072i,0.0010548+0.0008379i,0.0012598+0.0008154i,0.0014779-5.8515e-05i,0.0011049-0.00083908i,0.00025391-0.00045467i,-0.00063915+0.00040352i,-0.00030445+0.00033877i,-5.2533e-05+0.00038326i,0.00059327+0.00016388i,0.0013024+0.00010914i,0.00080238+4.0096e-05i,-0.00032821+0.00035065i,-0.00035318+0.0006647i,-0.00019807+2.2833e-05i,-0.00033152-0.00055571i,-0.00027397-0.00046552i,-0.00018891+0.00014505i,-0.0001005+0.00028899i,9.1979e-05+0.00030787i,-0.00019708+0.00024834i,-0.0003633+3.2384e-05i,-0.00032559-2.22e-05i
-0.00037684+0.00048331i,0.00014497+0.00056879i,0.0012878+0.00038408i,0.0022021+0.0006571i,0.0021828+0.00029232i,0.00096875-0.00086439i,0.00099191-0.0011745i,0.0015005-2.1471e-05i,0.0012745+0.00068623i,0.00084422+0.00088704i,0.00013736+0.00096152i,-0.00045143+0.00053154i,-0.0010245-0.00020468i,-0.00059572-0.0008088i,0.00036809-0.001006i,0.00014389-0.00051736i,-0.00084967-0.00036549i,-0.0008073-0.00047749i,0.0002141+0.00017323i,0.00087694+1.5606e-05i,0.001059-0.00038034i,0.0004906-4.7859e-05i,0.00025857-0.00011092i
-0.0010218-0.00077454i,-0.00010543-0.0010605i,0.00043034-0.00074026i,-0.00017641-0.00092377i,-0.00099171-0.001143i,-0.00068849-0.00078286i,-1.9177e-05+0.00037257i,-0.00028077+0.0010112i,-0.00030216+0.00069669i,0.00038765+0.00094688i,0.00061502+0.0010646i,0.00074339+0.00033097i,0.0012722-0.00020988i,0.0011871-0.00029904i,0.00064377+6.2222e-05i,0.00024632+0.00036292i,-6.975e-06+0.00025997i,0.00035675+9.3722e-05i,0.00056568-0.00064488i,0.00032659-0.00095718i,0.00014018-0.00045727i,-0.00014938-4.2984e-05i,-0.00052674+0.00043441i
-0.00068497+0.00013086i,-0.0012481+0.00077002i,-0.00095304+0.0013479i,-0.00076753+0.00095356i,-0.0011797+0.001228i,-0.00078878+0.0011458i,-5.8441e-05-0.00017759i,0.00011101-0.00066213i,0.0011009-0.00025225i,0.0012669+0.00025176i,0.00085857+0.00027552i,0.00082966+0.00031548i,0.00030304-2.9272e-05i,-0.0001638-0.00077278i,-0.00041696-0.00036778i,-0.00045258+0.00012914i,-0.00016867-0.00039605i,0.00061422-0.00083995i,0.0010636-0.00071396i,0.00093074-0.00046778i,0.00035043-0.00039105i,-9.171e-05-0.00039348i,0.00045728+0.00037696i
0.00071443+2.9882e-05i,0.0007701-0.00033606i,0.00095169-0.0010892i,0.00035395-0.0016683i,-0.00039465-0.0012827i,-0.00053663-0.0011805i,-7.6537e-05-0.00068539i,-0.00069873-0.00027859i,-0.00089391-0.000222i,-0.00061174+0.00020566i,-0.00031429+0.00032954i,0.00016025+0.00035518i,0.00023557+0.00046591i,0.00026603+0.00016079i,7.606e-05-1.3356e-05i,-0.00021612-7.5453e-05i,-0.00042042+0.00049547i,-0.00049527+0.0011214i,-0.00019048+0.00044975i,-0.00037733+5.8228e-06i,-0.00081707-0.00043791i,-0.00034601-0.00085334i,-0.00050328-0.0007743i
-0.00074344+0.00069449i,-0.00033777-0.00037859i,5.8444e-05-0.00024788i,0.00082129-0.0012647i,0.0002345-0.0019301i,-0.00026854-0.0011672i,0.0001377-0.00069051i,0.00045117-0.00012127i,-1.2303e-05+0.00083524i,-0.00022093+0.00046635i,-6.2666e-05-0.00026445i,0.00050438-0.00051955i,0.0012308-0.00054312i,0.0011359-0.00058913i,0.00060489-8.0641e-05i,-7.2214e-05+4.3633e-05i,-9.4866e-05-0.00036696i,-0.00014846-0.00077749i,-0.00081098-0.00096983i,-0.00053291-0.0005795i,-0.0001385+0.00025075i,-6.1463e-05+0.00028702i,0.00028148+6.564e-05i
-0.0013391+0.0024303i,-0.00073861+0.0013325i,0.00073296+0.00061863i,0.0011845+0.00039693i,0.00033705+0.00029771i,0.00047225+0.00011296i,0.0010235-0.00012715i,0.0010928-0.00064894i,0.00033362-0.00029248i,0.0003426+0.00080924i,0.00080354+0.0010426i,0.00084638+0.00071681i,0.0010247+0.00063397i,0.00070433+0.00096434i,-0.00019485+0.0010098i,-0.00031545+0.00043457i,-0.00026893+0.000107i,-0.00017913+0.00041423i,-0.00052926+0.00019613i,-0.00065984-0.00041996i,-0.00013698-0.00050688i,0.00025422+1.9033e-05i,0.00010343+0.00050242i
0.0012235-0.00087255i,0.0017592+0.00024941i,0.0015458+0.00024308i,0.00116-0.00053444i,0.0012544+2.7845e-05i,0.00082773+0.00056603i,0.00013845+0.00066899i,-0.00042885+0.0007753i,-0.00068126+0.00078538i,-0.00046812+0.00010331i,-0.00045983-1.1974e-05i,-0.00079457+0.00020977i,-0.0011617-0.00043815i,-0.00053167-0.00011647i,-9.0785e-05+0.00065917i,-5.8286e-05+3.8982e-05i,3.109e-05-0.00075497i,0.00017734-0.0011259i,0.00064287-0.00099272i,0.0002329-0.00056695i,-0.00039425-0.0003511i,-0.0010362+0.00014275i,-0.0012981+0.00015582i
0.00077196-0.00069583i,-0.00051554-0.0010182i,-0.00055953-0.0021646i,-0.0007336-0.0022082i,-0.0010786-0.0012072i,-0.0010149+4.4611e-05i,-6.8249e-05+0.00060887i,0.00060467-1.8143e-05i,0.00070884-0.00040899i,0.00028761-5.5066e-05i,-9.703e-05+0.00037786i,-0.00063069-8.0899e-05i,-0.00017409-0.00013345i,0.00025696-0.00032271i,-0.00038296-0.00045522i,-0.0011235+1.6295e-05i,-0.00085555+0.00050422i,-0.00050863+0.00047967i,-0.00056775+8.8967e-06i,-0.000293-0.00046686i,-0.00020664-0.0011279i,-0.00074227-0.00074554i,-0.00096098-0.00016761i
-4.6696e-05+0.00054933i,0.00092969+0.00036689i,0.0015115+0.00039501i,0.0008243-5.389e-06i,-0.00019798-0.00051458i,-0.00022161-0.00065179i,0.00030433-0.00031514i,0.00051843-0.00043837i,0.0004521-0.00043712i,0.00032103+0.00014907i,0.00042096-0.00071371i,0.00028414-0.00089262i,0.00045366-0.0003896i,0.00089469-0.00010161i,0.00063522+0.00093616i,0.00062664+0.00088292i,0.00056976+0.00076789i,-5.6825e-05+0.0012702i,-0.00075601+0.00041235i,-0.00068697-0.00019179i,-0.00073805+0.00063747i,-0.00051432+0.00012799i,-0.0002122-0.00090439i
0.0015896+0.0011446i,0.0021295+0.0002068i,0.0025698-0.0005395i,0.0013789-0.000691i,0.00053518-0.00047255i,-0.000231-0.00092198i,-0.00049556-0.00058771i,9.2896e-05-6.7833e-05i,0.00037997-0.00029641i,0.00043524+0.0001742i,0.00090279+0.00052925i,0.00092013-8.1474e-05i,0.00033282-0.0007429i,-0.00014873-0.00062269i,-2.2475e-05-0.00025971i,8.5222e-05-0.00025536i,0.00027499+0.00023786i,0.00010901+4.0305e-05i,-0.00053897-0.00012751i,-0.00075408+0.00013322i,-9.7423e-05+0.00022548i,0.00069724-0.00024203i,0.0003857-0.00039485i
-0.0018605-4.107e-05i,-0.0025244+0.00051071i,-0.001658-7.1018e-05i,0.00045032-0.001022i,0.00068999-0.0011598i,-3.483e-05-0.00073641i,6.6967e-05-0.00021292i,0.00047568-0.00053991i,7.2534e-05-0.00082801i,0.00011903+0.00065014i,0.00069462+0.0010887i,0.00034607+0.00069705i,-0.00045068+0.00037106i,-0.00026349-0.00048806i,5.1626e-05-4.4802e-06i,0.00018051+0.00088245i,0.00028912+0.0009928i,3.4354e-05+0.00020043i,0.00011678+9.5121e-06i,0.00033184-9.5664e-05i,0.00037997-0.00090493i,0.00060312-9.0833e-05i,0.00042293+0.00055407i
-0.0016487-0.0018728i,4.7839e-05-0.00066245i,0.00081738+0.00079892i,0.00090096+0.0010414i,0.0007747+0.0001989i,0.00095537-0.0011721i,-6.3362e-05-0.00094147i,-0.0011093-0.00093228i,-0.00082815-0.0010654i,0.00021125-0.00057878i,0.0011914-0.0001397i,0.0015105+0.00075503i,0.00031147+0.00064654i,-0.00066552-2.1697e-05i,-0.00054127+3.0848e-05i,-0.00012321+6.6959e-05i,3.312e-05+0.00033101i,0.0001743+0.00017408i,0.00012236-0.00015181i,-0.00028059-0.00038023i,-0.00027691-0.00032203i,-0.0002221-0.00010851i,-0.00039057+0.00035335i
-0.001279-0.0011585i,-0.00018774-0.0016391i,0.00066518-9.1748e-05i,0.00042871+0.00055851i,2.777e-05+3.0587e-05i,-0.00039566+0.00014582i,-0.00041567+0.00017979i,-0.00010595+1.538e-05i,4.0984e-05+0.0001259i,-7.806e-05+0.00026592i,3.649e-05+0.00026731i,0.00064636-0.00034967i,0.0010113-0.0010602i,0.0007414-0.00044942i,-2.7292e-05-0.0005246i,2.3714e-05-0.0011067i,0.00017407-0.00027292i,0.00011957+0.00053897i,0.0007584+0.00033695i,0.0011398-0.00014818i,0.0006899+4.3291e-05i,0.00021043+0.00023459i,0.00019504-8.7827e-05i
-0.00073207+0.00062514i,-0.00078964+0.00064528i,0.0010025+0.0004579i,0.0017364-0.00048681i,-0.00032108-0.0012974i,-0.00098078-0.0014604i,-0.00024591-0.00068064i,-0.00048228+0.00053805i,-0.00084901+0.00054268i,-0.00050325+0.00045774i,-0.0001358+0.00031088i,-9.1215e-05-6.6975e-06i,-2.7702e-05+1.5264e-05i,-3.5916e-05-0.00031947i,-0.00028461-0.00017856i,-0.00049928+0.00032361i,0.00011324-0.0001206i,0.00015245-9.2635e-05i,5.6045e-05-0.00015118i,0.00040398-0.00072923i,-0.00014867-0.00071177i,-0.00010839-0.00042468i,0.00030581-0.00021386i
0.00062044+0.0014761i,0.0025694+0.0016801i,0.0031368+0.00043285i,0.0019539-0.00083929i,0.00051567-0.00032857i,-0.001045+0.00039069i,-0.001111-0.00011539i,-0.00091655-0.00086033i,-0.00046853-0.00046614i,-9.698e-05+7.3728e-05i,-0.00039321-0.00048905i,-0.0005367-0.0013119i,-0.00013623-0.00070891i,0.00045499-9.459e-05i,0.00060243+0.00020064i,0.00062708+0.00059875i,0.0011883+0.00035477i,0.00076307-7.2208e-05i,-0.00048558-0.00020016i,-0.00030596-0.0004416i,7.4773e-05-0.00091885i,2.2342e-05-0.0010234i,-0.00037287-0.00093166i
-0.0007263+0.00024123i,-9.8526e-05+0.00038365i,0.00094554+0.00026731i,0.00023256-0.00061811i,-0.00089137-0.00039827i,-0.00030742-0.00086231i,0.00047566-0.00058707i,0.00013143-0.00027116i,-0.00076965-0.00020317i,-0.00077564-7.9731e-05i,0.00031645-0.0005127i,0.001457-0.00033673i,0.00094027+0.00010546i,0.00054734-0.00011016i,0.0005336-0.00038198i,-0.00016581+7.9229e-06i,-0.00027335+0.0001645i,-8.7501e-05-3.0391e-06i,-0.00034111-0.00019931i,-0.0004365-0.00055912i,-0.00011473-0.00064415i,0.00020905-0.00044609i,0.00035707-0.0003679i
0.0011256-0.00087742i,0.00048039-0.0008068i,0.00017836-0.001025i,-0.00012936-0.0018825i,-0.00079885-0.0016356i,-0.0010387-0.00042824i,-0.00033015+0.00045809i,0.0003143+0.00031847i,-0.00011114-0.00023855i,-0.0002545-0.00032801i,-0.00039532-0.00033603i,-0.00058675-0.00072604i,-0.00064112-0.00077025i,-0.00050325-0.00077269i,-0.00026238-0.00084193i,-6.7806e-05-0.00016669i,-9.3123e-05+0.00015618i,-0.00021104+0.00038964i,-3.72e-05+0.00084552i,2.4706e-05+0.00012028i,-0.00010822-0.00011351i,-0.00044926+0.00044658i,1.0582e-05+0.00059664i
0.001241-0.00062817i,0.00069125-0.00028063i,0.00097712-0.00087911i,0.00092356-0.00090516i,0.0005607-0.00082328i,-0.00060105-0.00077791i,-0.0012444-0.00083287i,-0.00026996-0.0012405i,0.00037513-0.0010728i,0.00029645-0.00020752i,0.00019729+0.00042778i,-6.5213e-05+0.00074792i,-0.00028936+0.00084964i,-0.00035929+0.0003001i,-0.00024164-0.00021722i,-0.0003634-0.00031444i,-0.00043021+0.00038125i,-0.00044762-0.00014273i,-0.00072834-0.0002805i,-0.0001803+7.1469e-05i,0.00043874-0.000142i,0.00017049-0.00033429i,-0.00042394-0.00028094i
0.00076291-0.0022586i,0.00074824-0.0021524i,0.00030404-0.001988i,-0.00017657-0.0019524i,-0.00076237-0.00091783i,-0.00060519-0.0001943i,-0.00021396+0.00037042i,-0.00055569+1.3949e-05i,-0.00011546-0.00060419i,0.001105+9.1877e-05i,0.00054145+0.00030804i,-6.459e-05-0.00032717i,-0.00011067-0.00044395i,-0.00072079+3.9979e-05i,-0.00029279+0.00046753i,3.9649e-05+3.5859e-06i,-0.00037365+0.00011155i,-8.5916e-05+0.00014015i,-4.7908e-05-0.00040953i,-0.00039204-0.00075426i,-0.00011112-0.00065149i,0.00049017-0.00087332i,-0.00049147-0.00090234i
0.00030197-0.00048031i,0.00032604+3.0048e-05i,0.00046683+0.0001158i,0.0009792-0.000258i,0.0014672-0.00073167i,0.00032255-0.00019739i,-0.00063903+0.00028493i,-6.1918e-05-0.00050947i,0.00052978-0.00081007i,0.00038265+0.00028626i,0.00038042+0.001149i,0.00024219+0.00063624i,0.00015608-0.00068604i,0.00024636-0.0010105i,-0.00014383-0.0001742i,-0.00073056+0.00053507i,4.6389e-07+0.00030849i,0.00051373-0.00017348i,0.0001633+0.00046795i,1.8079e-05+0.00079362i,6.2357e-05+0.00037576i,0.00027529+0.00046052i,0.00011848+0.00052349i
-0.00081984-0.0016889i,-0.00014495-0.0005459i,-0.0005321-0.00030205i,-0.00061841-9.5051e-05i,-0.00013328+0.00026351i,-1.239e-05+0.00067863i,0.00067133+0.00039459i,0.00050036+2.628e-05i,-0.00041189-0.00023417i,-0.00048465+0.00018785i,-0.00036182+0.00082188i,-0.00034991+0.00066078i,-0.00056893-3.0163e-05i,-0.00034066-0.0003732i,0.00031478-0.00020535i,0.00067332+0.00049315i,0.00054238+0.00059253i,0.00013045-0.00032505i,-0.00044473-0.00037793i,-0.00079064+0.00040299i,-0.00061793+0.00042056i,-0.00020425+0.00029403i,2.4249e-05-0.00018201i
-0.00031368+0.0012595i,-0.00024457+0.0009637i,0.00098232-8.9094e-05i,0.0025672-0.0010521i,0.0027627-0.00089238i,0.000934-0.00059175i,-0.00020345+7.9218e-06i,-2.4857e-05+0.0006906i,-0.00013291+0.0013431i,-0.00013745+0.0010528i,0.00035362+0.00017323i,0.00018292-8.2181e-05i,0.00077662-0.00055024i,0.0012049-0.00084165i,0.00038368-0.00050894i,7.9424e-05-6.7664e-05i,0.00023228+0.00028932i,0.00069563+0.00016666i,0.00083973+1.5632e-05i,0.0004822+0.00031815i,0.00083848+0.00032621i,0.0013166-0.00017939i,0.0008139-0.00034854i
-0.0014712+0.0010036i,-0.0013042+0.0017103i,-8.0487e-05+0.0021938i,0.00075146+0.00041262i,5.9494e-05-0.0016521i,-0.00087739-0.0013456i,-0.001325-0.00041712i,-0.00057684-9.9237e-05i,-9.0813e-05-0.00011988i,0.000282-0.00053058i,0.00073036-0.00019064i,0.000244+0.00043214i,0.00036948-0.00021994i,0.00014991-0.00064725i,-0.0008274-0.00095709i,-0.00070652-0.0014454i,-0.00028942-0.001159i,-0.00054946-0.00017891i,-0.00064668+0.00083671i,-0.00069963+4.2369e-05i,-0.00061479-0.00051556i,-0.0002103-0.00038172i,-5.3239e-05-9.1013e-05i
0.00068301+4.8652e-05i,0.0015044+0.0001569i,0.0015592-0.00068908i,0.0012459-0.0013171i,0.00031804-0.00065728i,-0.00043044+0.0002964i,-6.9399e-05+0.00050393i,0.00058797+0.00092924i,0.00085853+0.0012936i,0.00064787+0.00074152i,-0.00025236+5.1986e-05i,-0.00096453+0.00021961i,-0.00085281+0.00031583i,-0.00071587-0.00037952i,-9.705e-05-0.0011074i,0.00060057-0.00040703i,0.0002927+0.00046125i,-0.00012181+0.00040418i,-0.00025936+0.00013856i,-0.00054358+0.00014036i,-0.00077685+0.00048457i,-0.00016485+0.00074402i,0.00023344+0.0007014i
0.00018876-0.0007878i,0.00039562-0.0010375i,0.00013377-0.001338i,0.00040779-0.00012424i,0.00012835+0.0010594i,-4.2452e-05+0.00099544i,-0.00025271-0.00018778i,-0.00098443-0.0013519i,-0.001043-0.0018122i,-0.00078157-0.00030453i,-0.00086982+0.00087096i,-0.0004788+0.00041718i,8.3728e-05+0.00057549i,0.0003117+0.00056154i,0.00015699+4.0044e-05i,-0.0006536-0.00058983i,-0.00072329-0.00079184i,-0.00018904-0.00031585i,0.00035676-0.00014227i,0.00074108+0.00042264i,0.00087353+0.00086316i,0.00047221+0.00055085i,-0.00019207-0.00014694i
0.0012546+0.00012089i,0.0014363+0.00018899i,0.0017189-0.00062574i,0.0010783-0.0020802i,0.00040072-0.0023961i,-0.00043338-0.00073537i,-0.0012694+0.00029158i,-0.00059555-0.00023522i,9.3645e-05-0.0004615i,0.00051841-0.00068469i,0.00016985-0.00059879i,-0.00028644-0.00068275i,0.00018522-0.00017992i,0.00014839+0.00020001i,-0.0001415-6.5853e-05i,-0.00048035-0.00018481i,-0.00067342-4.9854e-05i,0.00024597-4.8511e-05i,0.00088777-0.00014082i,0.00062868-0.00027214i,8.7911e-05+0.00051979i,-0.00014917+0.00070938i,-0.00053031-0.00021981i
-6.7525e-05-0.0013778i,0.00079065-0.0019166i,0.0010992-0.0018774i,0.00010928-0.0018913i,-7.0345e-05-0.0014323i,0.00036043-0.0011186i,0.00045741-0.00098236i,0.00041152-0.00079654i,0.00032278+0.00019639i,0.0012485+0.00058555i,0.0016953+0.00019403i,0.0011142+0.00047902i,0.00021507+0.0006306i,-8.5622e-05-7.8608e-05i,-0.00010351-0.00015149i,-0.00066622-0.00020629i,-0.00055943-0.00064026i,-0.00012186-0.00047509i,-0.00039093-0.001228i,-0.00047093-0.0015703i,-0.0002666-0.00080724i,0.00023195-0.0010402i,0.00063286-0.00096104i
0.00066808+0.0020879i,0.00034589+0.0017125i,0.00047026+8.6134e-05i,0.00072487-0.0013264i,0.00095455-0.0019159i,0.00044293-0.001471i,-0.00026221-0.00074338i,-0.0007301-0.00031556i,-0.00030447+0.00024764i,-0.00021518+0.00050178i,0.00013883-7.9527e-05i,0.00067474+5.1946e-05i,0.00051896-8.1771e-05i,0.00015214-0.00086334i,-0.00014671-0.0010918i,-0.00035849-0.00068961i,-1.4975e-05-0.00019992i,0.00031083+3.1193e-05i,-7.0923e-05+0.00063278i,-0.00096681+0.0010537i,-0.00061516+0.00019712i,0.00069599-0.0004653i,0.0009727-0.00031881i
-0.00019392-0.001701i,0.00050722-0.0012462i,0.00085142-0.00092457i,0.00039298-8.6965e-05i,-0.00070942+0.00030027i,-0.0012936+0.0007174i,-0.00083164+0.0010951i,-0.00036174+0.00049946i,-0.00044768-0.00030402i,-6.4877e-05-0.0010074i,0.00037355-0.00060053i,-8.998e-05-0.00051484i,-0.00020701-0.00066694i,1.6821e-05-0.00034869i,-0.00058189+0.00054889i,-0.00071118+0.00095056i,0.00019619+0.00039927i,0.00058728+0.00020085i,0.0003556+0.00029832i,0.0006929+0.00033844i,0.00062652+8.698e-05i,8.2807e-05+0.00017089i,3.151e-05-0.00015067i
2.6924e-05-0.0014208i,0.0004976-0.0023905i,0.00057238-0.0024065i,0.00033507-0.0018624i,0.00049677-0.0014131i,0.00022114-0.0003452i,-0.00010834+8.6326e-05i,-0.00037289-0.00069861i,8.7294e-05-0.0011044i,0.00022544-0.0010637i,-0.00044408-0.00030964i,-0.00098113+0.00054767i,-0.00094361+0.00046721i,-0.00035806+0.00019083i,-2.9657e-05+0.00014236i,0.00037252+0.00018256i,0.00055485+1.115e-05i,0.00013419+0.00029231i,-0.00033136+0.00057265i,-0.00045389+0.00046313i,-0.00012371+0.00031609i,-0.00036454-0.00050591i,-0.00082048-0.00083444i
0.00064441+0.0013138i,0.00033079+0.0014652i,0.0015591+0.00045351i,0.0014444-0.00035573i,0.00015855-0.00045111i,-0.00078384-0.00033962i,-0.00052161-0.0004309i,-0.00024542-0.00048937i,-7.544e-05-0.00038917i,0.00045336-0.00024138i,0.00064388+0.00010603i,0.00043701-0.00019008i,0.00058694+0.00014254i,0.00088628+0.00070008i,0.00053662+5.9422e-05i,-0.00016562+3.4319e-05i,-0.00051778+0.00017325i,-0.00056079-0.00019144i,-0.00044915-2.5601e-05i,-0.00021748+0.0001731i,-3.4564e-05-6.9687e-05i,-0.00068999-0.00035467i,-0.00091715+0.00033253i
0.002647-0.00062505i,0.0022423-0.00089933i,0.0025435-0.001456i,0.0020033-0.0019534i,0.00052943-0.00089419i,-0.00057771+0.00052558i,-0.00032061+0.00052679i,0.00054972+0.00016711i,0.00023795+0.00079036i,-0.00043424+0.00060986i,-4.0213e-05-0.00023993i,-0.00014924-0.0002622i,-0.00074287-0.00020939i,-0.00079617-0.00059066i,-0.00090122-0.00078767i,-0.00027652-0.00032267i,-0.00029189+0.00036119i,-0.00083347+0.0002819i,-0.00087554-0.00038602i,-0.00075627-0.0008642i,-0.00095244-0.0010788i,-4.4965e-05-0.00047276i,0.0005976+5.0736e-05i
-0.0020282+0.00056434i,-0.0017356-0.00013155i,-0.0015654-0.00017098i,-0.00089569-0.00061676i,-0.00065471-0.0018702i,-0.00095699-0.0017727i,-0.00076997-0.00065446i,-0.00031034+0.00016754i,0.00021862+0.00075855i,0.00096198+0.00020753i,0.0007233-0.00067737i,0.00024167-1.5263e-06i,5.5946e-05+0.00045396i,-0.00019308+0.00028071i,0.00028427+0.00037624i,0.00082528+0.00064329i,0.00026478+0.00032805i,0.00031526-0.00031682i,0.0008014-0.00098387i,0.00051379-0.00086635i,-5.1185e-06-0.00027744i,-0.00055848-0.00028364i,-0.00059224-0.00062787i
-0.0011567-0.00023499i,-0.00081382+0.00091721i,0.00087503+0.0018286i,0.0019652+0.0018418i,0.0016195+0.001249i,0.00067596+2.7809e-05i,-0.00027001-0.00022254i,-0.00046918-8.6991e-05i,0.00026619+0.00041934i,0.0004522+0.00059681i,0.00051377+0.00029637i,0.00087005+0.0002481i,0.00056882+6.7609e-05i,-0.00040528-2.7753e-05i,-0.00043484-0.00031433i,0.00067316-0.00037492i,0.00089518+0.00031358i,0.00026053+0.00046722i,-0.0003047-0.00015307i,-0.00064963-0.00017895i,-0.00073347-0.00066117i,-0.00047276-0.00047365i,-0.00043405+0.00011857i
0.0027654-0.0015886i,0.0034363-0.0017561i,0.0035463-0.0016995i,0.0028963-0.0011081i,0.00045421-0.00047944i,-0.00028314-0.00036064i,-0.00011063-0.00091272i,-0.0011467-0.0011278i,-0.0011186-0.00018385i,-0.00014337+0.00055714i,4.7888e-05+0.00025104i,-7.6999e-05-0.00072684i,-0.00045904-0.0009947i,-4.3067e-05-0.00085197i,0.0002597-0.00037569i,-1.1153e-05+0.00040268i,-0.00071958+6.5853e-05i,-0.00087177-0.00051621i,-0.00016997-5.933e-06i,-0.00035787+0.00071847i,-0.00042594+0.0012668i,4.2536e-05+0.0012967i,-7.544e-05+0.00062967i
