-0.0032377+0.00042889i,-0.0020541+0.00019174i,-0.0026382+0.0012835i,-0.0018914+0.0022175i,-0.00043769+0.0035321i,0.00016496+0.0032795i,0.00022938+0.0027787i,0.0002566+0.0025105i,0.00051493+0.0017451i,0.0010837+0.001119i,0.0007277+0.00063149i,-0.00043641-0.00021131i,-0.00071748-0.0010976i,-0.00015841-0.0011579i,-0.00015841-0.0012084i,-0.0010665-0.00072727i,-0.0012373+0.00021229i,-0.00041314+0.00022362i,0.00044756+0.0005207i,0.00071787-0.00027777i,0.00071334-0.0010524i,0.00049167+0.00032875i,0.00075774+0.00059945i
-0.00073268-0.0010322i,-0.0005736-0.0013376i,-0.0015783-0.00068872i,-0.001971+0.00076527i,-0.0014614+0.0018105i,1.9113e-06+0.0015888i,0.0017261+0.0011549i,0.00091862+0.00054566i,-0.00015062-0.0003391i,-0.00050249+0.00033422i,-0.00071989+0.00086469i,-0.00050955+0.00089544i,-0.00076991+0.00053645i,-0.0013576-0.00051844i,-0.001136-0.0012408i,-0.00013799-0.0011532i,2.3984e-05-0.0007992i,-0.00033998-7.4927e-05i,-0.00017633-2.0137e-05i,0.00038715-0.00012895i,4.7718e-05-0.00011111i,-0.00064861-0.00048269i,-0.00037166-0.00095526i
7.0116e-05+0.00052675i,0.00025908-0.00049238i,0.00065942-0.00038616i,0.0010556-0.00026065i,0.0011945+0.0002512i,0.00046362+0.00061226i,0.00015951+0.00080374i,0.00038495+0.00056092i,4.2959e-05+0.00050248i,-0.00065373+0.00049913i,-0.0013269+0.00040653i,-0.00091326-0.00015825i,-0.00012925-0.00028384i,0.00022694+0.00045926i,0.00015746+0.00093688i,4.3693e-06+0.00023403i,0.00016248-0.00062386i,0.00020335-0.00083815i,0.00012243-0.00039536i,0.00062191+4.7678e-05i,0.00066301-0.0001213i,0.00011092-0.00026479i,-0.00014544-0.00051823i
0.00027986+0.0011461i,0.00021084+0.00061088i,-0.00034168-0.00049853i,-0.00013851-0.00078371i,-0.00029951+0.00037085i,0.00010205+0.001087i,0.0007729+0.00060821i,0.00054015+0.00014437i,0.00011135-0.00025008i,-0.00020531-0.00057799i,-0.0008712-0.00054966i,-0.00060794+0.00011106i,-0.00026885+0.00016651i,-0.00052363-0.0007609i,-0.00083915-0.00067779i,-0.0010925-0.00019814i,-0.00064013-9.6002e-05i,-0.00048205+0.00044563i,-0.00052941-0.00021175i,-0.00041588-0.00063767i,-0.00039818-0.00041291i,0.00024197-0.00069025i,0.00038917-0.00030805i
0.0026482-0.0020559i,0.0016032-0.0022126i,0.00012766-0.0029614i,-0.001337-0.0026629i,-0.0017176-0.0017984i,-0.001394-0.00020568i,-0.0009834+0.00091349i,-0.00035542+0.00018452i,-0.00032144-2.7476e-05i,-0.00057674-0.00019377i,-0.00035197-0.00014595i,-0.00027971+0.00095779i,4.0349e-05+0.00076382i,0.0003991-0.00065583i,0.00069274-0.00083548i,0.00092496-0.00054436i,0.00024589+6.42e-05i,-0.00060554-9.9326e-05i,-0.00035002-0.0009417i,-0.00029072-0.0010435i,-0.0010853-0.00081938i,-0.0011906-0.0003277i,-0.0003782-2.734e-05i
0.0013375+0.00080511i,0.0014924+0.00043933i,0.00058753-0.00051393i,0.00047421-0.00031753i,0.0011864+0.00082923i,0.00090321+0.00070104i,0.00034093+0.00010425i,0.00054555-9.275e-05i,0.00021031-0.00060746i,-0.00024508-0.0010647i,6.3824e-05-0.00057483i,-0.00065369-0.00035635i,-0.00087082-0.00046376i,-0.00053265+0.00053307i,-0.00056249+0.00043581i,-0.00016305+0.00032011i,-0.00013233+0.00079044i,-0.00016631+0.00041036i,0.00023889-0.00017724i,0.00048644-0.00016493i,-1.7699e-05+0.00033236i,-0.00031679+0.00088708i,0.00025971+0.00093274i
-0.00091708+0.0003409i,-7.5628e-05-0.00078299i,9.1108e-05+0.00020381i,-0.0010405+0.00087294i,-0.00084057+0.0011471i,0.0010507+0.0012285i,0.0015034+0.00029562i,0.00074883-0.00047602i,0.00030536-0.00070182i,-0.00043759-0.00062861i,-0.00080124-0.00011908i,-2.0676e-05+5.3305e-06i,-9.4154e-05-0.00013069i,-0.0011341-0.00015351i,-0.0010825-0.00026171i,-0.00031178+0.00012118i,-0.0003415+0.00030105i,-0.00016662-0.00023623i,0.00028771+3.6806e-05i,0.00059405+0.00019324i,0.00090368-9.7906e-05i,0.00060728+0.00025754i,0.00022247+0.00043717i
-0.00069629-0.00091975i,-0.00056322+0.00070439i,0.00023108+0.0013888i,-0.00010305+0.0012822i,-0.00060174+0.0015657i,0.0011375+0.0025048i,0.0023091+0.0028671i,0.0017349+0.00078143i,0.0010308-0.0011172i,0.00017745-0.00034333i,-0.0005099+0.00011194i,-0.00042017-0.00046039i,-0.00052146-0.0002948i,-0.0007585-4.0773e-05i,-0.00080585+0.00014449i,-0.00065818+0.00016918i,-0.00054687+0.00027028i,-0.00065148+0.00016974i,-0.00043708+0.00011993i,4.8557e-05+0.00051042i,0.00050268+0.00017555i,0.001009-0.00028672i,0.0011251+0.00011745i
0.0001594+0.0011363i,-0.00011082+0.00090553i,-0.00040462+0.00018201i,-0.00019739+0.00040258i,0.00032058+0.00094949i,0.0011157+0.0015472i,0.0013924+0.0012927i,0.00072056+0.00026084i,-0.00055204-0.00029112i,-0.0014475-0.00051049i,-0.00062977+6.0162e-05i,0.00032666+0.00037737i,0.00029462-0.00076336i,0.00042214-0.00064004i,0.00054993+0.00055546i,0.00016982+0.00053489i,-0.00038318+0.00061014i,-0.00051213+0.00056382i,-0.00051491+7.8907e-06i,-4.3611e-05-0.0004777i,0.00068755-0.00099009i,0.00046386-0.00086269i,5.1538e-05-0.00040957i
-0.0014952-0.002406i,-0.0011345-0.00031532i,-0.0022428+0.00016419i,-0.0025523+0.00075992i,-0.0013104+0.0016272i,0.00020296+0.0012094i,0.00051153+0.00025058i,-0.00014417-0.00022129i,-0.00050501-0.0008533i,-0.00091743-0.00060627i,-0.00061903+0.00037423i,9.6895e-05+0.00069062i,0.0006985-0.00015432i,0.00082765-0.0015023i,-0.00037851-0.0018803i,-0.0010696-0.0013315i,-0.0004257-0.00099448i,0.00033155-0.00071739i,0.00062543-0.00010162i,0.00068021-9.4534e-05i,0.0012261-0.00018798i,0.00107-8.6726e-05i,-0.00041532+0.00033655i
0.00052322+0.00028822i,0.00066735+0.00018885i,0.00065337-0.0007711i,0.00041403-0.0004285i,6.2317e-06+0.00068096i,0.00031676+0.0012228i,0.00045489+0.00096858i,0.00047929+0.00049912i,0.00063237-0.00020516i,0.0004355-0.00033039i,-0.00035376-0.00013445i,-0.00063796-0.00036401i,-0.000164-0.00051434i,-0.00072866-0.00034925i,-0.0014049-0.00070471i,-0.00070456-0.00093764i,-0.0002166-0.0008309i,-0.00065459-0.00065476i,-0.00039853-0.00036026i,0.00023332-0.00048867i,0.0006106-0.00039486i,0.00030356-0.00042582i,-0.00011392-0.00074312i
0.00070445-0.0013708i,-0.0005712-0.00011686i,-0.00096978-0.00014086i,0.00014553-8.8849e-05i,0.00062831+7.0664e-05i,0.00045351+0.00048537i,-0.00025237+0.00129i,-0.0008693+0.00026981i,6.456e-07-0.00064596i,0.00065065-0.00033008i,0.00025332-0.0003457i,0.00020614-0.00033605i,-0.00033135-1.7455e-06i,-0.0012184+0.00018734i,-0.0014796-0.00029297i,-0.0012117-0.00017487i,-0.0002505+0.00020434i,0.00054627+0.00029093i,0.00097856-8.8452e-05i,0.00090108-0.00045505i,0.00031209-0.00019751i,-8.8347e-05-0.00024737i,-0.00035962-0.00018276i
-0.0001197-4.5245e-05i,0.00065394-0.00050144i,9.1694e-05-0.00051768i,-0.0011845-0.00055551i,-0.00013212-0.00038599i,0.0011377+0.0014096i,0.00051232+0.0024846i,-2.0086e-06+0.0015146i,9.8412e-05+0.00017379i,-0.00017636-0.00034959i,-0.00024119-8.3028e-05i,-0.00057333-4.7492e-05i,-0.0015076+2.5044e-05i,-0.0015146+0.00012771i,-0.00057431-0.00036901i,-0.00027726-0.00024368i,-7.5929e-05-0.00029739i,0.00061946-0.00089756i,0.0011868-0.00033809i,0.0012108+1.1619e-05i,0.00096934-0.00042104i,0.00088122-6.9428e-05i,0.00046888-9.0255e-05i
-0.00033554-0.00070892i,-0.00029018-0.00056439i,-0.00073562-0.00030503i,-0.0016003-0.00095559i,-0.0011614-0.000871i,0.00034219+0.00025266i,0.0013359+0.0008824i,0.00073867+0.0010921i,0.00013582+0.00049042i,-0.00011213-0.00078805i,-0.00038143-0.00064919i,5.3545e-05-0.00016629i,0.00011547+0.00081282i,-0.00081666+0.0011332i,-0.0011722+0.00066748i,-0.0010312+0.00046312i,-0.0012023-8.8004e-06i,-0.0013657+4.3091e-05i,-0.00030746+0.00033437i,0.0009551+0.00014861i,0.0011686+0.00087558i,0.0012517+0.0013868i,0.0011482+0.00048669i
-0.00024338-0.0001649i,-0.0010395+0.00028118i,-0.0013063-0.00017159i,-0.0015776-0.00029118i,-0.0010201+0.00027182i,-5.6439e-05+0.00097039i,0.00028043+0.0011304i,0.00047143+0.00061783i,0.00097057-0.00014523i,0.00049268-0.00020708i,-0.00042404+0.00051691i,-0.00022252+0.00020086i,0.00058377-0.00019325i,0.00010752+0.0007975i,-0.0010694+0.00074933i,-0.00062581-0.00013047i,0.0007024-0.00077981i,0.00049332-0.00072508i,0.00048927-0.00039341i,0.00038757-0.00033402i,-0.0010129+0.00015464i,-0.0012523+0.00064049i,-0.00031926+0.00037682i
0.00087362+0.00061028i,-0.00010973+0.0013799i,-0.00093898+0.0011108i,-0.0012701+0.00055919i,-0.0013225+0.00086661i,-0.00066656+0.0016079i,3.3677e-05+0.0014559i,0.00053754+0.0011925i,-3.6364e-05+6.8893e-05i,-0.00041864-0.0010345i,-0.00052292-0.00080181i,-0.00097553-0.00016115i,-0.00025479+0.0003669i,0.0002295+0.00092258i,0.00058039+0.00085435i,0.0010466-2.9403e-05i,0.00063813-0.00082852i,0.00020744-0.00028226i,-0.00010823+0.00057278i,-0.00016048+0.00032125i,-0.00013303-0.00026461i,-0.00043684-0.00011729i,-0.0001136+0.00026762i
0.00083883-0.00038638i,0.0011947-0.001295i,0.0008524-0.0015729i,0.00047585-0.00084213i,0.00059123-0.00042307i,0.00030331+0.00024624i,-0.00077068+0.00012282i,-0.0012213-0.00057351i,-0.00040647-0.00056091i,0.00014493-0.00072186i,-0.00011892-0.00033998i,-0.00026118-0.00036149i,-4.3401e-05-0.0010111i,-0.00015671-0.00094867i,-0.00092597-0.00050127i,-0.0014557+0.00018981i,-0.0013278+0.00074959i,-0.00066798+0.00030769i,0.00032308-0.00033977i,0.0006416-0.0003124i,0.00045119-0.0001126i,-9.6911e-05-0.00040411i,6.0414e-06-0.00034793i
8.3826e-05-6.6058e-05i,-0.00013528-0.00034791i,-0.00035576-0.0010833i,-0.00026533-0.00026333i,-0.00016502+0.00069424i,-0.00035339+0.001481i,-0.00027013+0.0015128i,0.00024817+0.00064099i,-0.00050637+1.8778e-05i,-0.0011699+0.00035977i,-0.00093288+0.00050108i,-0.00099656+0.00038907i,-0.00077376-0.00013819i,-0.0010233-0.00047431i,-0.0012663-2.6939e-05i,-0.00084163+0.00010488i,-0.00030277+1.8372e-05i,0.00022633-4.3936e-05i,-0.00049455+0.00059709i,-0.0012339+0.00073478i,-0.0013595-1.9757e-05i,-0.00049085+8.5727e-05i,0.00021016+0.00022666i
0.00044337+0.0011434i,0.00067632-0.00053733i,0.0012291-0.0010737i,0.0013278-0.00028497i,0.0018011+0.00063389i,0.0013547+0.0011174i,0.00058845+0.0012089i,-5.138e-07+0.00093841i,-0.00048023+0.00067847i,-9.7495e-05+0.00058346i,-0.00017476+0.0002505i,-0.00031896+0.00036781i,-0.00020021+0.00051276i,-0.00050937+0.00010201i,-0.0001896-0.00024024i,0.00041722-0.00035597i,0.00036805-0.0007279i,0.0001774-0.00080799i,0.00016446-0.0007387i,0.00033876-0.00053933i,0.00016869-0.00011815i,-0.00028092-0.00044244i,-2.6001e-05-0.0003887i
-0.0015928+0.00066372i,8.0672e-05+0.00061455i,0.00042198+0.0015732i,3.846e-05+0.0022199i,-0.00014324+0.0024212i,-5.8002e-05+0.0020921i,-0.00017396+0.001603i,-0.00054656+0.00030773i,-0.0010466-0.00092538i,-0.0013718-0.00083991i,-0.001136+3.2044e-05i,-0.00044128+0.00086471i,-0.00030666+0.00053298i,-0.00092105-0.00022823i,-0.0011404-0.00010828i,-0.0012667+0.0002305i,-0.0010551+0.0003617i,-0.00060152+0.00069768i,-0.00094922+0.00097962i,-0.0012044+0.00047734i,-0.00033196+4.7241e-05i,0.00023275+0.00011319i,-6.7906e-05-0.00022737i
-0.00070615-0.0014902i,-0.00083183-0.00046453i,-0.0012351-0.00039265i,-0.0008209+0.00029777i,-0.00049984+0.001568i,-0.00027724+0.0015044i,0.00054256+0.00068719i,0.0006105-0.00043923i,0.00026608-0.00057733i,0.00025042-0.00014704i,0.00011467+0.0002602i,0.00019494+0.00046342i,0.00042454-0.00029326i,-9.2047e-05-0.00061839i,-0.00071381-0.00029438i,-0.00067382-0.00062584i,-0.00073804-0.0013566i,-0.0011141-0.0011645i,-0.0012325-0.00032342i,-0.00046329+0.00038857i,-0.00011174+0.00057287i,-0.00050123+0.00022523i,-0.00064128+0.0001082i
0.00018151-0.00040801i,-0.00052842+0.00058601i,-0.0006804+0.0010541i,-0.0013976+0.00061686i,-0.0023306+0.0016399i,-0.0017855+0.0022601i,-0.0011908+0.002211i,-0.00034872+0.0016663i,0.00035722+0.00066813i,-0.00048458+0.00026238i,-0.00051776-0.00014108i,0.00034549-0.00035281i,0.00025825-0.00056886i,-0.00022203-0.00059878i,-0.00055565-2.7015e-05i,-0.00040126-0.00019425i,-0.00062896-4.9755e-05i,-0.00052026-0.00011292i,0.00054656-0.0002737i,0.0010591+0.00016762i,0.00078755+0.00068647i,0.00010745+0.00080005i,-0.00055982-2.7801e-06i
0.0014442-0.0013592i,0.0010776-0.0021517i,-0.00019953-0.002391i,-0.00085749-0.0019134i,-0.00045797-0.00060249i,0.00043534+0.0001676i,-8.7557e-05+0.0004079i,-0.001015-6.0944e-05i,-0.00038689-0.00058421i,0.00033591-0.00014107i,6.1907e-05+0.00033478i,-0.00025923+1.4206e-07i,-0.0001892-0.0001652i,0.00010612-0.00072362i,0.00026018-0.00011494i,0.00012326+2.2887e-05i,-0.00017855-0.0005977i,-0.00022709-0.00076048i,-1.8319e-05-0.00010313i,0.00013702+0.00038305i,-6.7153e-05-0.00011357i,-0.0003703-0.00046562i,-0.00080327-0.0003126i
-3.9535e-05+0.00080156i,-7.0264e-05+0.0015611i,-2.5786e-05+0.0010417i,0.0005291+0.00031504i,0.0004968+0.00077857i,0.0012025+0.0019638i,0.00033706+0.0018682i,0.0004538+0.000599i,0.0010582-0.00028433i,0.00031564-0.00022792i,-0.00023694-2.3862e-05i,0.00030977+0.00026878i,0.00017753+0.00030858i,-0.0007851-0.00015471i,-0.00043881-2.1583e-05i,-0.00014059-0.00027022i,0.00010432-0.00015168i,-9.7392e-05+0.00064658i,-0.0008601+0.00060966i,-0.00030492-0.00016292i,0.00024182-0.0002659i,-0.00042746+0.00028837i,-0.00066105+0.00086592i
-0.001382-0.0015493i,-0.0022461-0.002414i,-0.0020571-0.0013668i,-0.0015649-0.00037785i,-0.00086288+0.0001752i,-0.00023682+0.00094335i,0.00095689+0.0013271i,0.0013794+0.00080474i,0.00047809+0.00024156i,1.454e-06-0.00032221i,0.00039238-0.00054257i,0.0005805-0.00052041i,-0.00051468-0.00056278i,-0.0011235-0.00055514i,-0.00064689+0.00029067i,-0.00079682+0.0011439i,-0.00066235+0.00069587i,-4.3629e-06-0.00027903i,0.00071495-0.00061483i,0.00073313-0.000165i,0.00013616+0.00049963i,-0.00015123+0.00026121i,-6.2847e-05+0.00040916i
0.001075+9.952e-05i,0.00090433+0.00056647i,-0.00078312+0.00069018i,-0.0011107+0.0010265i,-0.00060104+0.0021187i,-0.00034636+0.0024355i,-0.00084599+0.0011583i,-0.0011228+0.00069349i,-0.00078288+0.0009891i,-0.00086543+0.00044403i,-0.0012492-0.00027339i,-0.00091478-0.00041942i,-0.0006692-0.00047004i,-0.0012074-0.00053759i,-0.0017597-0.00016041i,-0.0010203-0.00035737i,-0.00037245-0.00053874i,6.9585e-06-0.0003264i,0.00027571+8.9944e-05i,0.00031401+0.00061865i,0.00025032+0.00057735i,-0.00032065+0.00073098i,-0.00071003+0.00074694i
-0.0010618-7.7143e-05i,-0.0016596-0.00040086i,-0.0016487-0.00078744i,-0.0013522+0.00027446i,-0.00087819+0.0015465i,-0.00034741+0.0017105i,0.00028933+0.0014635i,0.00060736+0.0012949i,-0.00014908+0.00039308i,-0.00027018-0.00056762i,-6.5627e-05-0.00039401i,-0.00052084-0.00018955i,-0.0005605-0.00010249i,-0.0002791+0.00039927i,7.4996e-05+9.3395e-05i,0.00052348+3.5922e-05i,-0.00012646+0.00017811i,-0.00056864-0.00031517i,-0.00056419-0.00054308i,-0.00019296-0.00062832i,0.00041382-0.00045375i,0.00025131-0.00040872i,-2.9076e-05-0.00052818i
0.0014706-0.0018088i,0.0013269-0.0026017i,0.00025089-0.0018081i,-0.0011208+0.00022037i,-0.0010715+0.0015262i,-0.00074122+0.0013063i,-0.0010555+0.0010016i,-0.0008038+0.00065171i,-0.00075079-0.0002121i,-0.00035907-0.00062197i,-0.00037666-0.00016047i,-0.00059928-9.5693e-05i,1.5728e-05+9.0728e-05i,0.00011146-0.00053764i,-0.00020834-0.0015039i,-0.00040609-0.0012711i,-0.00048683-0.00084824i,-0.00080739-0.0001894i,-0.00089118+1.0515e-05i,-0.00050187-0.00043823i,-0.0010665-0.00068928i,-0.00077224-0.00085641i,-2.73e-05-0.00042557i
-0.00040825+0.00082936i,-3.9053e-06+0.00045584i,0.0008312+0.00026748i,0.0015728+0.00023863i,0.0014003+0.00060399i,0.00068457+0.0019395i,-0.00046034+0.0020075i,-0.0012228+0.00060741i,-0.00071942-7.7618e-05i,1.4916e-05-0.00012755i,-0.00028658+1.0744e-05i,-0.0014258-0.0003493i,-0.001656-0.00014773i,-0.00072352+0.00049354i,-0.00031193+0.0001041i,-0.00017178-0.0004467i,-7.2325e-05+8.5451e-06i,-0.00071062+0.00020814i,-0.00046224-0.00021074i,0.00048923+0.00018308i,0.00047497+0.00053318i,-0.00047715+0.00066174i,-0.0008496+0.00041705i
-0.0002871-0.00016234i,-0.00055268-0.00039879i,-0.00021659-0.0013004i,-5.8318e-06-0.00038056i,0.00021669+0.0006937i,0.00065665+0.00048345i,0.00085176+0.000346i,0.00044508+0.00052905i,-0.00012454+0.00017597i,-0.00023529-0.00036474i,-0.00049951-0.00037699i,-0.00021721-2.1992e-05i,-0.00042146+6.4783e-05i,-0.0012312-6.9366e-05i,-0.00064811-1.6124e-05i,0.00042019-0.00012845i,0.0004732-0.00085543i,0.00028832-0.0013057i,0.00030371-0.00058205i,0.00045128+1.092e-05i,0.00048134-0.0011093i,0.00034958-0.0015519i,-0.00019934-0.00044979i
0.0003061+0.0010945i,0.00089154+0.0024303i,0.00038904+0.0029475i,-0.00020956+0.0012243i,-0.00015898+0.00053437i,0.0010333+0.00090159i,0.0010119+0.00027356i,-9.6994e-05-0.00029613i,-0.00010231-0.00012223i,0.00019243-0.00014457i,-0.00013884-0.00011602i,-0.00030768-0.00010053i,-0.00049903+0.00011435i,-0.0005143+0.0004079i,-0.00056218-2.8945e-05i,-0.00025333-0.00080012i,0.00021074-0.00057484i,0.00013974-0.00013791i,-0.00017566-7.7671e-05i,-0.00041684-0.00058697i,-0.00011512-0.00084004i,0.00033844-0.00033334i,0.00081193-0.00017112i
0.00055494-0.00013554i,0.0015639-0.0010678i,0.00093793-0.0012833i,0.00085859-0.00067556i,0.0011347-6.8512e-05i,0.0010579-0.00047593i,0.00059103-0.00038774i,-0.00011661-0.0003555i,-0.00057084-6.6792e-05i,-0.00062283+0.00015426i,-0.00081016-0.00022411i,-0.00085162+0.00012355i,-0.00051378+7.8606e-05i,-0.00066864-0.00040916i,-0.00054178-0.00017109i,-0.0003412+0.00035219i,-0.00048805+0.00041977i,-0.000367+0.00045367i,0.00069693+0.00083379i,0.0011137+0.00036968i,0.0005747+0.00010255i,0.00041147+7.7721e-05i,-0.00013626-0.00029366i
-0.0010511+9.2919e-05i,-0.0013304-0.0012919i,0.00027783-0.00082317i,0.0015221-0.00020464i,0.0011647+0.00050319i,-0.00074928+0.00087078i,-0.0016756+0.00080637i,-0.0013218+0.00071272i,-0.00091332+0.0001581i,-0.00054431-0.00026832i,-0.00050775+1.0864e-05i,-0.00079261-8.1484e-06i,-0.00077948-0.00040501i,-0.00062955-0.00031324i,-0.0007724+0.00052447i,-0.0007727+0.00047836i,-0.00077945-0.00018332i,-0.0011716-0.00038833i,-0.00095993+6.829e-05i,-7.1527e-05-0.00012697i,0.00090477+6.1652e-05i,0.00073003+0.00061569i,0.0001307+0.00036513i
-0.00078979+1.5294e-05i,0.00031324-0.00081136i,-0.00049073-0.00051043i,-0.00085582+0.00075968i,5.9756e-05+0.0013995i,0.00043126+0.0011461i,0.00036053+0.0013477i,-4.8439e-05+0.00041525i,-0.0004347-0.00049508i,-0.00027994-0.00024308i,-0.00013544-0.00031573i,-0.00014623-0.00045213i,-7.3201e-05-0.0008558i,-0.00023064-0.0012748i,-6.4906e-05-0.00051289i,3.0475e-05+0.000449i,-0.00029875+0.00016555i,-0.00075673-0.00070655i,-0.00082025-0.00068022i,0.00023982-0.00031938i,0.00052755+0.00018348i,0.00017528+0.00049666i,-0.00022266+0.0003871i
-0.0012557+0.00071434i,-0.00095482+0.0016858i,-0.0009604+0.0012047i,-0.00065458+2.8134e-05i,0.0003768+0.00083766i,0.00054029+0.0017153i,0.00013368+0.001339i,0.00044623+0.00067974i,0.0003897-0.00012942i,-0.00017908-0.00080867i,-0.00074791-0.0007974i,-0.0010604-0.0010246i,-0.001649-0.00042564i,-0.0009551-0.00014495i,0.00019002-1.0143e-05i,-0.00097185+0.00041392i,-0.0014095-2.9399e-05i,-0.00098424-0.00050086i,-0.00098734-0.00017591i,-0.00052444+0.00039305i,0.0001082+0.00041628i,0.00021712+0.00027461i,8.4496e-05+0.00030912i
0.0001863-0.0020121i,0.0001035-0.0032589i,-0.00015836-0.0027701i,-0.0012235-0.0012823i,-0.0018079+9.7539e-05i,-0.00050956+0.0015663i,0.00061849+0.0021964i,0.00034566+0.0010793i,-7.8745e-06-0.00027302i,-3.7555e-05-0.0012036i,0.00019748-0.0004678i,0.00017171+0.00038221i,-0.00016198+0.00013342i,-0.00085285+0.00011867i,-0.00079841+0.00042744i,-0.0004242+0.00026945i,-3.1274e-05-0.00018084i,-0.00021182-0.00010544i,-0.0004571-1.4155e-05i,0.00014916+0.00059506i,0.00011154+0.00029934i,0.00012244-0.0010886i,0.00052633-0.0012235i
-0.00028439+0.00079203i,0.00025486+0.0010777i,-3.6732e-06+0.0010937i,-0.00030942+0.0019085i,0.00015274+0.0027837i,0.0010158+0.0021652i,0.00068144+0.0011866i,0.00021575+0.0002376i,0.00021707-0.00038097i,-0.00016778-0.00029022i,-0.0003892+3.313e-05i,1.7587e-06-6.4428e-06i,-0.00035517-0.00018284i,-0.00032128-0.00028054i,0.00014485-0.00038949i,-0.00018579-0.00072184i,-5.7374e-06-0.00099816i,-4.0782e-05+6.0171e-05i,2.9498e-06+0.00029347i,-4.4262e-06-0.00015901i,-0.00028626-1.2353e-05i,-0.00057229-0.00014637i,-0.00045803-0.00077918i
-0.00048687+0.00038816i,-0.00058084-0.00089701i,-0.00024439-0.0017092i,-0.00014738-0.0013907i,-0.00010559-0.0010305i,-0.00014496-0.00051172i,-0.00064815+0.00014319i,-0.00048435+1.233e-05i,6.5122e-05-0.00034849i,-0.00039052-0.00034092i,-0.00059864-0.00049756i,-0.00064218-0.00039281i,-0.00063002-0.00014285i,-0.0003937-0.00060813i,-0.00017766-0.00050502i,-0.00023158-4.6429e-05i,-0.00096178-0.00048567i,-0.00097342-0.00054573i,0.00017511-0.00027157i,0.00095495+0.00021966i,0.0011238+0.00035407i,0.00058773-0.00043742i,-0.00039097-0.00074513i
0.0015467+0.00069966i,0.0013225+0.0011982i,0.001629+0.0008365i,0.00082818+0.00090569i,-3.8503e-05+0.00058499i,-0.00051734+0.00049457i,-0.0013184+0.0009853i,-0.0016514+0.00082818i,-0.0012205+0.00042753i,-0.00040883+0.00013764i,-0.0006866+0.00018289i,-0.0005792+0.00035213i,-0.00023198+0.00010556i,-0.00074705-0.00037716i,-0.0010556+0.0001234i,-0.0013324+0.00040349i,-0.0011583-0.00023331i,-0.00077763-0.00024889i,-0.00055765+0.00037851i,-1.7837e-06+0.00087172i,-0.00040721+0.00055546i,-0.00084829-0.00019412i,0.00027159-1.3521e-05i
0.00063227+0.00026167i,0.00096851-0.00095041i,0.0011333-0.0012426i,0.00067188-0.00074306i,0.00016057-0.00018871i,-0.00033375+8.274e-05i,-0.00041661+0.00059045i,0.00025145+0.001571i,0.00065498+0.0016125i,-5.8512e-06+0.00085535i,-0.001411+2.8551e-05i,-0.0019809+4.0843e-05i,-0.0012276+0.00076615i,-0.00059962+0.0002218i,-0.00037746-0.00077639i,-0.00010729-0.0011819i,0.00059653-0.0008093i,0.00034441-0.00035261i,-0.00066533-0.00018367i,-0.00060835-0.00035439i,-0.00020062-0.0002512i,-0.00036433+0.00044591i,-0.00036463+0.00078796i
-0.00055368-0.00042716i,0.00062676+3.7234e-05i,0.00073387+0.00027702i,-0.00019201-3.6005e-05i,-0.00028247+0.00099076i,0.00015623+0.0021291i,0.0001055+0.001889i,-3.2165e-05+0.00077762i,-0.00025155-0.00025911i,-0.00028904-0.00020101i,-0.00027875+0.00050295i,-0.00056681+0.00030946i,-0.00054748-0.0003298i,-0.00025184-0.0010696i,0.00010062-0.00043835i,-1.3961e-05+0.00045306i,-0.00029202-0.00018178i,-0.00043191+6.0172e-06i,-0.00037571+0.00080423i,-0.00043649+0.00090567i,-0.00089804+0.00062139i,-0.00052692+4.8709e-05i,-1.8569e-05-0.00051093i
-0.0024189-0.0016397i,-0.0016661-0.0011632i,-0.0017959-0.0012609i,-0.0018815-0.00034447i,-0.0013821+0.00076109i,0.00021881+0.00099302i,0.0015971+0.00092974i,0.0015485+0.00038546i,0.00057356-0.00055903i,-0.000623-0.00016474i,-0.00084939+0.00088223i,-0.00061001+0.00031289i,-0.0010345-0.00046756i,-0.00077391-8.5803e-05i,-0.00035193+0.00018301i,-0.00028128-8.2286e-05i,-0.00033196+5.7414e-05i,-0.00064588+9.496e-05i,-0.0004723-8.9683e-05i,-0.00028257+7.9885e-05i,-0.00014319+0.00049412i,-0.00052377+0.00026256i,-0.0013124-0.00028254i
-9.2215e-05-0.00027339i,0.00070354-0.00049179i,0.00095721-0.00016368i,0.00066107+4.9256e-05i,-4.133e-05+0.00038143i,-0.00031025+0.00018866i,-0.00013153-0.00047291i,-7.9258e-05-0.00059776i,0.0001351-0.00076125i,-0.00060735-0.00089602i,-0.001197-0.00047016i,-0.00063003-0.00081634i,0.00062602-0.00067256i,0.001195-0.00053478i,0.00035036-0.00055203i,-0.00030833-0.00061387i,-0.00024018-0.00025013i,-0.00015886+0.00061938i,-0.00039762+0.00050363i,-0.00021479+0.00036725i,0.00043911+0.00052941i,9.6566e-05+0.00057289i,-0.00014352+0.00034983i
