-0.0020988-0.00035189i,-0.0036171-0.00089888i,-0.0046756-0.00053389i,-0.0036379-0.00033941i,-0.0033273+0.00031006i,-0.0026652+0.00089341i,-0.00067907+0.001179i,0.00058583+0.0013959i,0.00090182+0.0011432i,0.00051989+0.00046071i,-2.6456e-06-0.0003598i,-0.00034811-0.00014436i,-0.00090408+0.0006016i,-0.00057899+0.00071943i,-5.9531e-05+0.00052131i,9.1246e-05+0.00012446i,0.00023401-0.00040086i,-0.00015577+8.1792e-05i,-0.00039315+9.0827e-06i,-0.000266-0.00017422i,-0.00030458-0.00038017i,-0.00035697-0.00050492i,-9.2816e-05-0.00057006i
-0.00091579+0.00038089i,-0.00090891+0.0015451i,-8.7807e-06+0.00087745i,0.00010666+0.0003034i,-0.0004329+0.00088031i,0.00017917+0.00062898i,0.00063362-0.00028303i,6.8819e-05-0.00030102i,-0.00010225-0.00011003i,-0.00020042+0.00036468i,-0.00032777-6.4336e-05i,0.00027095-0.00070665i,0.00058846-0.00033485i,-7.1305e-05+3.3172e-05i,-0.00082133-0.00013764i,-0.00046461-0.00046445i,7.4669e-05-0.00014338i,0.00030064-0.00044754i,2.6643e-05-0.00083888i,-0.00013228-0.00043554i,0.00069266+5.069e-05i,0.0010079+0.00034857i,0.00052243+0.00024903i
0.00082943+0.0001116i,0.00017091-0.00062801i,0.00090714-0.0004388i,0.0013149-0.00064623i,0.0011365-0.00059342i,0.00071254-0.0008491i,0.00015992-0.00082116i,-0.00025826-0.000199i,-6.3728e-05-0.00041373i,0.00030541-0.0011604i,0.00042889-0.00071316i,5.5824e-06+0.00020642i,-0.00036379-0.00075179i,-0.00026936-0.0013575i,-0.00056677-0.00073495i,-0.00086162-0.00076752i,-0.00048301-0.0011404i,-0.00010514-0.00065572i,0.000164-0.00011186i,-0.00013133-0.00021776i,-0.00013041-0.00052272i,-0.00027304-0.00035568i,-0.00048414-0.00041714i
0.0018898+0.0020027i,0.0021103+0.0017428i,0.0020801+0.0017809i,0.0013826+0.00081385i,0.0011888-5.4152e-05i,0.00059536-0.000495i,-0.00014895-0.0006263i,9.2556e-05+0.00015634i,0.00026774+0.00092173i,-0.00035835+0.00076873i,-0.00062847-4.0608e-05i,1.5977e-05-0.00020066i,-0.0003239+0.00070115i,-0.0010804+0.00083218i,-0.00065603+0.00022896i,-0.00016694+2.4285e-05i,0.00011836+3.1459e-05i,0.00036148-2.6581e-06i,-0.00025914-0.00081491i,-0.00039008-0.0014271i,-9.3721e-05-0.0011754i,-0.00032917-0.0005107i,-0.00035438-0.00016575i
-0.0029305-1.1455e-06i,-0.0029906+0.0011592i,-0.0017027+0.0016893i,-0.00072285+0.0012677i,-0.00045459+0.00068257i,3.181e-05-0.00019555i,-8.4207e-05-0.00044957i,-0.00035136+3.8403e-05i,-0.00011097+4.2095e-05i,-1.2547e-05-8.7289e-05i,0.00013293-5.0275e-05i,0.00028871-0.00080612i,0.00013249-0.00038404i,-8.4474e-05+0.00024147i,-0.00026644+0.00017815i,0.00013122+8.2489e-05i,0.00047405-0.00018506i,0.00011097-0.00029444i,-0.0001667-0.00015186i,2.5477e-05-4.9463e-05i,-0.00036679-0.00024095i,-0.0016713-0.00013377i,-0.0019527-0.00013445i
0.00024649-0.0012071i,0.00051935-0.00079296i,-0.00043211-0.0011297i,-0.0008456-0.00083633i,-0.0010556-0.00063776i,-0.0014629+3.8043e-05i,-0.0011094+0.00067715i,-0.0002659+0.00033537i,0.00060927-0.00031006i,0.00036363-0.0007632i,-0.0001234-0.00022366i,-0.00047914+1.3643e-05i,-0.00017076-0.0007329i,0.00024919-0.00023356i,0.00036631-5.5044e-05i,0.00053075-0.00042186i,0.00015683-0.000931i,-0.00052697-0.0012914i,-0.00053488-0.00044811i,-0.00097514+0.00016805i,-0.0010076-0.00058885i,-0.00068854-0.00090782i,-0.00035644-0.00045889i
0.00037354-0.00025607i,0.0012599-6.1132e-05i,0.0011804-0.00051514i,0.00062834-0.00088183i,0.00021736-0.00049468i,-0.00010383+0.0001322i,0.0004309-3.6848e-05i,-2.5533e-05-0.00057789i,-0.0010801-0.000944i,-0.00095843-0.00072157i,-0.00041133+0.00050921i,0.00017098+0.00031216i,0.00018869-0.00046596i,-0.00034044-0.00045042i,-0.00050474-3.7042e-05i,-0.00047468+0.0002332i,-0.00041135+0.00019568i,-0.0010018+0.00032734i,-0.0011372-6.7898e-05i,-0.00030951-0.00015444i,0.00018835-0.00028569i,0.00031625-0.00050298i,0.00069526-0.0009585i
0.002103-0.00024358i,0.00069962+8.1408e-05i,0.0012857-0.00059017i,0.0011741-0.001352i,-0.00059089-0.00087426i,-0.00064809-0.00080992i,-0.00037275-0.00024653i,-0.0011248+8.6929e-05i,-0.00038383-0.00084268i,0.0009753-0.0013518i,0.00085501-0.0010132i,0.00045673-0.00093545i,0.000619-0.00097263i,0.00076343-0.0013684i,-2.7639e-06-0.0012653i,-0.00035099-0.00080409i,0.00015154-0.00089486i,0.00036327-0.00070487i,0.00022269+0.00068412i,-0.00010899+0.0008699i,-1.6693e-05-0.00065113i,7.109e-05-0.0012822i,5.8455e-05-0.00064883i
0.00078215-0.00087032i,0.0010174+0.00025043i,0.00053556+0.00057348i,-0.00026342+0.00081127i,-0.00037199+0.00020972i,-0.00057056-0.00038523i,-0.00049359+0.00019908i,-0.00017332+0.00085569i,-3.1476e-05+0.00046739i,-0.00030823+2.6457e-05i,-0.00074915+0.0006082i,-0.00023881+0.00078109i,0.00014949-9.7186e-05i,0.00012389-0.00037927i,0.00023194-6.755e-06i,0.00033482+7.4879e-05i,0.0003792-0.00053263i,0.00026046-0.00084572i,-0.00039085-0.00040822i,-0.0011637+0.00027385i,-0.0017107+0.00042826i,-0.0013978+0.00012143i,0.00025147+0.00021829i
-0.00051633+0.0024238i,-0.00076955+0.0017817i,-0.00054263+0.001065i,-0.0002746+0.0020151i,-0.0004928+0.0018415i,-0.00058339-6.9557e-05i,-0.00019312-0.00040378i,0.00032597-0.00019596i,0.00049407-0.0003058i,-0.00036552-5.4361e-05i,-0.00074801+1.121e-05i,9.8633e-05-0.00027598i,0.00043482-0.00050555i,0.00045114+0.00030588i,6.5123e-05+0.00053569i,-0.00048642+9.9092e-05i,-0.00062732-0.00024372i,-0.00025042-0.00057362i,0.00011997-0.00066194i,0.00037123+0.00028786i,0.00040621+0.00079928i,0.00042187+0.00061134i,0.00019161+0.00038163i
-0.0022777-0.0018347i,-0.0025777-0.002682i,-0.0021267-0.0013352i,-0.00084192-0.00020767i,-0.00046075-2.5025e-05i,-0.00065364+0.000413i,-0.00033482+8.7486e-05i,0.00057431-8.2808e-05i,0.00070717+1.6117e-05i,-3.5783e-05+0.0004529i,-0.00064576+0.0013257i,-0.00044555+0.0011229i,0.00027378+0.00018549i,0.00048539-5.2714e-06i,0.00081779+0.00062517i,0.00072327+0.0002033i,-0.00021895-0.00092292i,-0.00016113-0.00049605i,-0.00055643-0.00011454i,-0.00029466-0.00060291i,-0.00012922-0.00023155i,-0.00021049+0.00020535i,0.00022222+0.00075273i
0.0010136+1.7564e-05i,0.00088687+0.00034722i,0.00020836-0.00020268i,0.00012177-0.00070519i,0.00012082-0.0013868i,0.00035993-0.0012113i,0.00065446-0.00013322i,0.00015083-1.2222e-05i,0.00027594-0.0003259i,0.00045454-0.0007656i,0.00059013-0.0009159i,0.00053837-0.00057815i,0.00027233-0.00071476i,0.00052713-0.00067546i,0.00063866+2.1519e-05i,3.6955e-06+0.00023663i,-0.00039357-0.00039839i,-5.1285e-05-0.00057514i,-0.00023442+1.9989e-05i,-0.0011265+0.00059728i,-0.00079195+0.0002957i,0.00012849-0.00019393i,-0.00019181-0.00036803i
7.4411e-05+0.000539i,-0.000687+0.00062113i,-0.00092582-0.00036796i,-0.00056326-0.00080867i,-0.00073199-0.00011044i,-0.00084695+0.00077573i,-0.00032265+0.0016393i,-6.241e-05+0.001525i,-0.00028199+0.00074174i,-0.00038211-7.3291e-05i,-0.00012719+0.00010482i,0.00028777-0.00042239i,-0.00010715-0.00024782i,-0.00032428+0.0013099i,0.00023043+0.00084316i,0.00016582-0.00043237i,-0.00018046-0.00092237i,-0.00049733-0.0007073i,-0.00046078-0.00068564i,-5.1932e-05-0.00064328i,0.00047952-0.00034301i,0.00096691+0.0002659i,0.00038884+0.00049033i
-0.0012087-0.0016074i,-0.0020203-0.0027336i,-0.0013733-0.0026102i,-0.00064718-0.0014093i,-0.0012626-0.00019181i,-0.0015355+0.00079138i,-0.00071774+0.00062859i,0.00013932+0.00040407i,0.00058868-1.2979e-05i,-0.00030563-0.00052245i,-0.00063754-0.00046642i,2.8282e-05-0.00037891i,0.00073482-3.3449e-06i,0.00055582-7.9133e-05i,0.00032521+3.5203e-06i,0.00056003+0.00051918i,-0.00012147+6.1276e-05i,-0.00030219-0.00012395i,2.4172e-05+0.00045906i,0.00013424+0.00023442i,0.00042784+0.00020696i,-6.5785e-05+0.00012929i,-0.00024449-0.00030404i
-0.0010056-0.0012921i,-0.0010735-0.00070762i,-0.0013404-0.0018358i,-0.0011049-0.00085861i,-0.00068969+0.00040559i,0.00010163+0.00080506i,0.00079558+0.00090301i,0.00097722+0.00024499i,0.00094022+0.00018093i,0.00017941-0.00018383i,-0.00010086-0.00087696i,-0.00014217-0.0011159i,-0.00045383-0.00061498i,-0.000745-0.00040508i,-0.00011838-0.00045889i,0.00018593-0.00015398i,-6.1878e-05-0.00043307i,0.00026073-0.00056137i,-0.00028085-0.00045048i,-0.0008769-0.00071397i,-0.00059724-8.215e-05i,0.0002282+0.00061759i,0.00085472+0.00075844i
0.0010638-0.00014609i,0.00045806-0.00048473i,-4.8274e-05-0.0010194i,0.00024857-0.00072522i,0.00047468-0.00098975i,0.00033344-0.0010382i,-0.00018565-0.00020088i,-0.00027684+0.00011505i,-2.3619e-05-2.8345e-07i,-0.00026936-6.5245e-05i,8.3367e-05-0.00046287i,0.0009918-0.00095494i,0.0012607-0.00036646i,0.0007754+0.00091755i,-1.4734e-05+0.00098713i,-0.00093009+0.00019672i,-0.0012196+0.0005402i,-0.00029947+0.0011762i,7.1668e-06+0.0010722i,-0.00090124+0.00057139i,-0.0011595+0.00016371i,-0.00076531-0.00013673i,-0.00061278-0.00045811i
0.00016743-0.0017668i,-0.0006066-0.0016068i,-0.00051269-0.0014622i,9.3099e-05-0.00086749i,-0.00031049-0.0011191i,-0.0010547-0.00098224i,-0.0012493+6.6619e-05i,-0.00026835-0.00018262i,0.00068095-0.00011861i,0.00018661-0.0003677i,3.5471e-05-0.0010244i,0.00032907-0.00031395i,0.00034678+0.00021208i,-0.00046824+0.00030713i,-8.7765e-05+0.00060554i,0.00027869-9.0079e-05i,1.6322e-05-0.00046738i,0.00076843+0.00032567i,0.00086524+0.00045799i,-0.00018876+0.00069063i,-0.0011107+0.00079342i,-0.0013917+0.00095926i,-0.00082724+0.00084925i
0.0025853-6.0112e-05i,0.0032368-0.00049043i,0.0023856-0.0003605i,0.0015324-0.00019617i,0.0013743-0.00058947i,0.0003224-0.0013136i,-0.0003468-0.00081218i,0.00010577+9.9844e-05i,-0.00014747+0.00066083i,-0.00051038+0.00051488i,-0.00039864+0.00010286i,0.00050191-0.00041818i,0.0014344-0.001112i,0.00076146-0.001217i,-5.6194e-05-0.00078201i,0.00024517+3.9372e-05i,0.00019687+7.3645e-05i,-0.00027387-0.00048629i,-0.00062835-8.9432e-05i,-0.00083208-0.00021684i,-0.000636-0.00036986i,-0.00064408-0.00019044i,-6.1529e-05-0.00036917i
0.0013077+0.0014001i,0.0011894+0.0020702i,0.0021498+0.0012464i,0.0029301+0.0007532i,0.0020323+0.00039318i,0.00067429-0.00042831i,0.0002073+0.0001781i,0.00061157+0.00089133i,0.00095852+0.00069155i,0.00037189+0.00027135i,-0.00048996+8.4285e-05i,-0.00021612-0.0001042i,0.00069768-0.00054377i,0.0004644-0.00047622i,-0.00040107-0.00016626i,-0.0003292-0.00047219i,-0.00034247-0.00072113i,-0.00073495-7.4883e-05i,-0.00019382+3.5081e-05i,0.0002059-5.0334e-05i,-0.000613-3.1805e-05i,-0.0011247-0.00015572i,-6.6904e-05+0.00035931i
0.0019842+1.2558e-05i,0.0023966-0.00045804i,0.0014118-0.00063466i,0.00037568-0.0011238i,-0.00065695-0.0011263i,-0.00083739-0.001109i,-0.00025425-0.00019523i,0.00041143+0.0008489i,0.00085243+0.00040987i,0.0003317+9.4694e-05i,5.064e-05-0.00015655i,0.00058113-0.00069102i,0.00096177-0.0011191i,0.00026192-0.0015073i,-0.0005105-0.00097224i,-0.00064336-0.00080039i,-0.0005789-0.00069588i,-0.00099761-0.00010487i,-0.0015739+0.00025113i,-0.00070787+0.00029512i,4.1411e-06-0.00012342i,0.00042091+0.00027163i,4.1709e-05+0.00098226i
0.0015763+0.00083642i,0.0014074+0.00093428i,0.00046832+0.00062023i,0.00033006+0.00047519i,-2.3838e-05+0.00032439i,-0.001047+0.00094872i,2.7518e-05+0.0012469i,0.0014486+0.0008104i,0.00064697+0.00036773i,-0.00096168+0.00035122i,-0.0012296+0.00063808i,-0.00059498+0.00021484i,-0.00062083-0.00027003i,-0.0010574-0.00011855i,-0.00046499-0.0001809i,0.00020186-0.00026425i,-0.00040527+2.466e-05i,-0.00090143-0.00011595i,-0.00078967-0.00067942i,0.00015985-0.00069903i,0.00018471-0.00041697i,-0.00046187+2.535e-05i,-0.00029953-0.0002509i
-0.00060536-0.00055377i,-3.8151e-05-0.00013675i,0.00082855-2.2766e-06i,0.00072871-0.00079901i,-0.00073074-0.0010262i,-0.0012853+4.1961e-05i,-0.0008807+0.00058433i,-5.5638e-05+0.0006029i,0.0002738+3.3335e-05i,-0.00023155-0.00076646i,-0.00050689-0.0010403i,-0.00053302-0.0011614i,-0.0002185-0.0019596i,0.00081727-0.0020087i,0.00091577-0.00035894i,-0.00039276+0.00075527i,-0.00072168+0.00032674i,7.9919e-05+0.00067219i,0.00025422+0.00077065i,2.3334e-05+0.00043845i,-0.00015088+0.00014451i,0.00013327+0.00021729i,0.00048644+0.00030086i
-0.0011523+0.00076264i,-0.0011692+0.00033665i,-0.0035311+0.00038007i,-0.002856+0.00068646i,-0.00059476+0.00069708i,-3.8694e-05+0.00049837i,0.00020283+0.000595i,0.0011064+0.0010012i,0.0005919+0.0004581i,-0.00024804-0.0008342i,0.0001103-0.00080493i,0.00018524-0.00042368i,0.00018395-0.00084264i,1.6615e-05-0.0012148i,0.0001165-0.00094728i,0.00024717-0.00072967i,-0.00012127-0.0010128i,-0.00053842-0.0012191i,-0.00038754-0.0008152i,-0.00010924-0.00010594i,0.0002383+0.00040968i,-9.7247e-05-4.8789e-05i,-0.00030858-0.00059325i
0.0013464+0.0010947i,0.0023401+0.00029365i,0.00069441+3.8732e-05i,-0.00050906+0.00039428i,-0.0013528-0.00021575i,-0.0014079+0.0001146i,-0.00023522+0.00081461i,0.00091489+0.00041987i,0.0012991-0.00052766i,0.00093691-0.00028179i,-0.00015776+0.00052297i,-0.00085481-0.00034253i,-0.00017765-0.00087458i,0.0001593-0.00084402i,-0.00027369-0.00079425i,-0.00040008-0.00015432i,-0.00049372+2.4846e-05i,-0.00087975-0.00023164i,-0.00068876-0.00047937i,-0.00022596-0.001067i,0.00050599-0.0010888i,0.00076597-0.00041829i,0.00055817+0.00074645i
0.0028155-0.00041076i,0.0037451-0.00080899i,-0.0010489-0.0011639i,-0.0017996-0.0017928i,-0.00091541-0.0027171i,-0.0012852-0.0012061i,-0.00072358+0.00075798i,-0.00020474+0.00075673i,0.00011845-0.00076227i,-0.00024379-0.0014489i,-0.00094207-0.0010712i,-0.00114-0.0013335i,-0.00063657-0.0014921i,-0.00039921-0.00096541i,-0.00038213-0.00092284i,-0.00024448-0.000416i,-3.1615e-05+1.3197e-05i,-0.0001395-0.00048354i,-0.00041356-0.00078078i,-0.00047033-0.00049454i,-0.00092961-0.00041965i,-0.00098436-0.00048607i,-0.00027876+0.00014671i
-0.00094281-0.003287i,-0.0019417-0.0031412i,-0.0012694-0.0017354i,-0.0015996-0.00043655i,-0.002014+0.00043298i,-0.0014788+0.00070262i,-0.0010654+0.0010869i,-0.00026714+0.00058719i,0.00028165+0.00010595i,-0.00019217-7.3634e-05i,-0.00072-0.00065984i,0.00010449-0.00081965i,0.00042911-0.0005244i,0.00018384-0.00069967i,0.00062523-0.00066301i,0.00050853+2.3257e-05i,0.00047665+0.00031112i,0.00080577+0.00097649i,0.00045454+0.00025094i,6.7958e-05-0.00091436i,-1.915e-06-0.00037011i,0.00026953+0.00036764i,0.00012268+0.001135i
0.00014992-7.0511e-05i,-0.00087229-4.7693e-05i,-0.00043476-3.2518e-05i,-0.0011839+0.00079405i,-0.00098725+0.0013264i,0.00030406+0.0013308i,0.00072659+0.00049819i,0.0010263-4.1563e-05i,0.0010201-0.00032603i,0.00067402-0.00036427i,0.00032355-1.2182e-06i,0.00062144+0.00010393i,0.00091145+0.00035815i,0.00022563+0.00046321i,-0.00044932-0.00063001i,0.0002197-0.00071855i,-0.00024392-0.00029132i,-0.0012003-0.00057981i,-0.00074323-0.0005567i,-0.00054006-0.00050775i,-0.0002857-0.00017279i,0.00036963+0.0008663i,0.00015268+0.0008831i
0.00034501-1.6755e-05i,-0.00010556-7.313e-05i,0.0024223+0.00051571i,0.0024811-4.661e-06i,0.00049615-0.00056856i,-0.0004468-0.00091041i,-0.00015904-0.00031592i,0.00044965+0.00034167i,0.00042562+0.00042641i,-0.0001547+0.00019445i,-0.00047576-0.00027623i,-0.00035923-0.00067692i,-0.00012806-0.00096834i,-0.00031081-0.0010895i,-3.6334e-06-0.00083016i,0.00069338-0.00027164i,0.00050324+0.00018307i,0.0001854+0.00025561i,-0.00022592+9.2593e-05i,-0.00036824+0.00054141i,-9.2479e-05+0.00024899i,-0.00010289-0.00013692i,0.0001179+0.00028056i
0.0012827-0.00051799i,0.0012621+0.00044871i,0.00053271+0.0004912i,-0.00089307-6.7892e-07i,-0.0014553-0.00060381i,-0.0016097-0.00049988i,-0.001306+0.00014036i,-9.4934e-05+0.00053852i,0.00087588+0.00019541i,0.00034834+0.00017576i,-0.00088804+0.00085502i,-0.0016683+0.00037009i,-0.0012297-0.00047018i,-0.00024852-0.00062572i,0.00023015-0.00078552i,-0.00012942-0.00066683i,-0.00039431-0.00030691i,-0.00041595-0.00034894i,-0.00069402-0.00039851i,-0.00082987-9.1922e-05i,-0.0010691+5.235e-05i,-0.00080859-8.4695e-05i,-0.00012331-0.00041752i
-0.00024317+0.00032524i,-0.00075393-0.00061542i,-0.00061599-0.00030279i,-0.00090518-3.0974e-05i,-0.0015422-0.00054683i,-0.00061396+0.00024813i,0.00044621+0.001044i,0.00029435+0.00067203i,-8.2289e-05-0.00020492i,-4.5921e-05-0.00079638i,1.278e-05-0.00095091i,-0.00023132-0.00055643i,-0.00039989-0.00020343i,-0.00037437+2.5665e-05i,0.00055259+0.0008956i,0.00019377+0.00042725i,-0.00051072-0.00086489i,-6.0414e-05-0.0010073i,5.2897e-05+0.00024358i,-0.0003448+0.00026805i,-0.00039354-0.00027745i,-9.073e-05-8.2928e-05i,-4.0325e-05-0.00027445i
-0.0015266-0.0013243i,-0.0022423-0.00080835i,-0.0016796-0.00093775i,-0.0009458-0.00074933i,-0.00047551+0.00021177i,-2.7148e-05+0.00075682i,0.0010141+0.00030197i,0.0009293+0.00046055i,0.00010262+0.00013817i,-0.00022795-0.00034723i,-0.00077142-0.00023972i,-0.00085051+0.00011549i,-0.00064776-9.8683e-05i,-0.00052463-0.00023339i,-0.00028675+0.00014207i,-0.00030284+0.00044221i,-0.00035669+0.000111i,-0.0003122+0.00033247i,-1.8049e-05+0.0012288i,8.5318e-06+0.0014426i,-0.0002118+0.00017432i,-0.00044851-0.00046377i,0.00014737-0.00034108i
-0.0001883+0.0024076i,-0.00017481+0.0022694i,0.00036635+0.0019881i,0.00032569+0.0012113i,0.00023111+0.00091527i,0.00046814-7.4583e-05i,-0.0002745-0.00033594i,0.00041891+0.00061606i,0.001685+0.00088244i,0.0012254+0.00030944i,0.00051959-0.00038729i,0.00021268-0.00026438i,0.00017308+6.0742e-06i,3.3322e-05-0.00019298i,0.00011493-0.00068936i,0.00052776-0.00043831i,0.00057858-0.00065985i,-7.3771e-05-0.00081756i,1.8596e-05-0.00040981i,0.00037604-0.00045592i,-0.00011865-0.00053853i,0.00010591-0.00044081i,0.00063036+0.00028433i
0.0007011+0.00083876i,0.00098408+0.0015229i,0.0011677+0.00083804i,0.0012511+0.00040059i,0.0008361-0.00044554i,-0.00056158-0.00010566i,-0.00032103+0.0011885i,0.00051092+0.00073357i,0.0003554-0.00032063i,0.00018688-0.00087931i,8.4834e-05-0.00067652i,0.00014805-0.00052253i,0.00073353-0.0012195i,0.00097694-0.00071277i,0.00071869-0.00020432i,0.0008507-0.00014434i,0.00012204+0.00062742i,-0.00016357+0.00088063i,-0.00027449+0.00091359i,-0.00082318+0.0010257i,-0.00088401+0.00097576i,-0.00090762+0.00045539i,-0.00094132+0.00018132i
0.0014925+0.00019229i,0.0023275+6.5752e-05i,0.0025758-4.905e-05i,0.0015464-0.00036516i,-0.00012464-0.00085819i,-0.0012039+0.00012976i,-0.0014245+0.00049461i,-0.00089446+0.00017426i,-0.00020499+0.00011018i,-0.00046297-0.00026828i,-0.0004923-0.00021292i,-5.0546e-05-0.00026169i,0.00031955-0.0011664i,-0.00016131-0.0015182i,-0.00059993-0.0012703i,-0.00066558-0.00055345i,-0.00057016+0.0002228i,-0.0001303+0.00018802i,-7.7006e-05+0.00060222i,-0.00041872+0.00023605i,-0.00031568-2.8964e-05i,-0.00046018+0.00068578i,-0.0009692+0.00098287i
-0.00087663+0.00018908i,-0.0012958-0.00060006i,-0.00079755-0.00067197i,-0.0010265-0.00069309i,-0.0021717-0.00070246i,-0.0017937+9.6339e-05i,-0.00020085+0.0013463i,0.00071016+0.0015607i,0.00087638+0.0007564i,0.00056645+0.0005396i,0.00012697+0.00043422i,8.8821e-05-0.00013344i,0.00049739-0.00073778i,0.00012148-0.00025494i,-0.00068517+1.2216e-05i,-0.00035129-0.0002987i,0.00019579-0.0007169i,0.00026438-0.0010848i,-8.9091e-05-0.0005624i,-0.00019614+0.00025284i,4.6135e-05+0.00010078i,-0.00033723+0.00050275i,-0.0012849+0.00069048i
-0.0026543-0.0029444i,-0.0019634-0.0029799i,-0.0022666-0.0021379i,-0.0014112-0.0002457i,0.00020059+0.0010567i,0.00029947+0.0015647i,0.00018283+0.0014423i,0.0009568+0.00078964i,0.0010591+0.00018396i,-9.6315e-05-0.00031094i,-0.00064409+0.000122i,-0.00067197+3.4743e-05i,-0.00092878-0.0003357i,-0.00089245+9.7976e-05i,-0.00080138-7.4648e-05i,-0.00037277-0.00020337i,-0.0002599-0.00010954i,-0.00097248-0.00048331i,-0.00066082-0.00074811i,8.4308e-05-0.00057497i,-0.00054219-0.00037626i,-0.0015626-0.00036771i,-0.0011487-0.0010645i
0.0010347-0.00065102i,0.0018325-0.0017025i,0.0011298-0.0015169i,-0.00043679-0.001483i,-0.00090529-0.0013747i,-0.0011409-0.0004366i,-0.00028668+0.00068967i,0.0011529+0.00069839i,0.001512-0.00010464i,0.00059491-0.0011352i,-0.00035066-0.0011896i,-0.00041933-0.00083881i,0.00036727-0.00040751i,0.00060415+6.5737e-05i,0.00034394-0.00012061i,0.00035712-0.00045852i,-5.6149e-05-0.0006258i,-0.00045702+0.00036628i,-0.00090228+0.0016405i,-0.00053136+0.0014384i,0.00014955+0.00060815i,7.4728e-05-0.00016582i,-0.0002694-0.00033774i
0.0007921+0.0033529i,-0.00024923+0.002949i,-0.00026525+0.0030897i,-0.00020732+0.0021675i,-0.00024103+0.00018114i,-1.9081e-05+0.0002879i,2.2245e-05+0.0019048i,0.00045562+0.0020478i,0.0012345+0.0011363i,0.00073547+0.00016042i,0.0002841-0.00037452i,0.00048041-0.00031018i,0.00037493-0.00063646i,7.2464e-05-0.00051526i,0.00010359-0.00040222i,1.617e-05-0.00028894i,-0.00051375+0.0001531i,-0.00082307+0.00077056i,-0.0012531+0.0011435i,-0.00065621+0.0011992i,-0.00013796+0.0011521i,-0.00074657+0.0010333i,-0.00077318+0.00051276i
-0.00086715-0.00091954i,0.00018085-2.7312e-05i,0.0010876+0.00069509i,0.00035447+0.00039303i,-0.00096327-0.00024413i,-0.0014057-5.2619e-07i,-0.0007646+0.00023148i,0.00023931+0.0010045i,-8.2798e-05+0.0011353i,-0.00071716+0.00061262i,-0.00075443+0.00055516i,-0.00019229-0.00028783i,-6.0393e-05-0.00098532i,-0.0004876-0.00084579i,-0.0004114-0.00067762i,-0.00040769-0.00067164i,-0.00057446-0.00066854i,-0.00082249-0.00060731i,-0.00025707-0.00039192i,-0.0001575-0.00070778i,-0.00014287-0.0011636i,-0.00026299-0.0007844i,0.00018765-0.00031931i
0.0018766-0.0025639i,0.0013537-0.0022986i,0.001332-0.0015896i,0.00081009-0.0012384i,-3.2902e-05-0.00091578i,-0.00048803-0.00041179i,-0.00017061+0.00019897i,0.00053612+0.000525i,0.0010341-2.1693e-05i,0.00091118-0.00082532i,2.7858e-06-0.00091576i,-0.00059069-0.00089786i,-0.0006797-0.00067677i,-0.00055986-0.00065635i,-0.00020037-0.00035694i,3.7864e-05+1.4793e-05i,-0.00044653+0.00013955i,-0.00085262+0.00021222i,-0.00098463+3.664e-05i,-0.0004941-0.00037647i,0.00033021-0.00072334i,0.00035199+3.9696e-05i,-0.00025131+0.00040758i
0.0030203-0.0010245i,0.0026064-0.0014594i,0.0021561-0.0019812i,0.00062222-0.001732i,-0.00069269-0.00050507i,-0.00095033+0.00058732i,-0.00075727+0.00039734i,-0.00064205-0.00030235i,-0.00060257-0.00086464i,-0.00029329-0.0011576i,-0.00055706-0.00088629i,-0.0004656-0.0012157i,0.00017706-0.0019464i,0.00025374-0.0019667i,-0.0002014-0.0016849i,-0.00073258-0.00052407i,-0.00028259-4.2954e-05i,0.00035812-0.00021306i,0.00017544-0.00050633i,-0.00024444-0.00069027i,-0.0005518-0.0004088i,1.6055e-05-0.00027198i,0.00044409-0.00013587i
0.0004469-0.00038344i,0.00075723+0.00025474i,0.0014494-0.0001312i,0.00099357-0.0006959i,-0.00019429-0.00092705i,-0.00078015-0.00057469i,8.2706e-06+0.00039688i,0.00047333+0.00094894i,0.00063467+0.00063354i,0.00029286-0.00030719i,-0.00083823-0.00052598i,-0.00068229-0.00097375i,-1.4682e-05-0.0015477i,-0.00064215-0.0012624i,-0.0013863-0.00085476i,-0.00087824-0.00087789i,2.7339e-05-0.00089707i,0.0007587-0.00013384i,0.00029979+0.00087183i,-6.8649e-05+0.00068123i,-0.00020686-0.00035343i,7.2635e-05-0.00068083i,0.0003026-0.00018201i
0.0021175+0.0012801i,0.0016672+0.0011539i,0.00098717+0.00060563i,0.00086109-4.9925e-05i,0.0012257-0.00028919i,2.349e-05+0.0005159i,-0.000758+0.0011733i,-0.00022063+0.00098522i,0.0011111+0.00043653i,0.00079324-4.1825e-05i,-0.00039158-0.00052121i,-0.00036974-0.00065155i,0.00050384-0.00090743i,-5.0367e-05-0.00060424i,-0.00072106+0.0001786i,-0.0003571-0.00023246i,6.0254e-05-0.00059517i,0.00011201-0.00036273i,-0.00021138-0.00060339i,0.00021562-0.00055214i,0.00031933+0.0005243i,0.00065811+0.00083679i,0.00065512+0.0003636i
