-0.0021904+6.7555e-06i,-0.0020668+4.3503e-05i,-0.0031552+0.00022474i,-0.0039086+0.0003436i,-0.0036169+0.00098636i,-0.0020775+0.0013872i,-0.00079604+0.001359i,0.00045032+0.00091405i,0.00088647+0.00037384i,0.00085992+1.2033e-05i,0.00043451-0.00073715i,-0.0002511-0.00044499i,5.8988e-05-0.0001815i,9.6871e-05-0.00033079i,0.00035136+0.00067664i,0.00030682+0.00040922i,0.00011739-0.00022958i,0.00016018-2.2472e-05i,-0.00013392+0.00015375i,-0.00073458+0.00043437i,-0.00025062+0.00031541i,0.0002691-4.2577e-05i,-0.00011565-0.00041629i
0.00043244-0.00027716i,-0.00025876+0.0001731i,-0.00030393+0.00040064i,0.00043731+0.00039186i,0.0006715+0.0002512i,0.00085902-5.3115e-05i,0.00072881+0.00034278i,0.00053734-5.5045e-05i,0.0002578-0.00088132i,-0.00091621-0.00081871i,-0.00096963-0.00074653i,-0.00026712-0.00053632i,-0.0004327+4.1764e-05i,-0.00017728+0.00050813i,0.00040451+0.00092324i,0.00015123+0.00069067i,0.00010998+0.0003784i,0.00033323+0.00021418i,0.00017591+0.00017619i,-0.00012991+0.00039828i,6.7478e-05+0.00036026i,0.00021868+0.00060662i,0.00045551+0.0014666i
-0.0013489-0.00032731i,-0.0018788-0.0010074i,-0.0011116-0.00082255i,-0.00039004-0.00057808i,-0.00035419-0.00035592i,-0.00017216+0.00028651i,0.00018162+0.00020629i,0.00027241-0.00021128i,4.577e-05-0.00081384i,-0.00020617-0.0008526i,4.5965e-05-6.471e-05i,0.00030385-0.00058391i,0.00078485-0.00094892i,0.00083639-0.00044176i,0.0004309-0.00024714i,-4.2426e-05+0.00017636i,-0.00029422-0.00025686i,-0.00052723-0.00096196i,-0.00035414-0.00065956i,-0.00045197+0.00022996i,-0.00044909+0.00083883i,0.0007891-1.2103e-05i,0.00099084-0.00045295i
0.0013548+0.0026061i,0.00060325+0.0011235i,2.8695e-06-0.00058196i,2.2467e-06-0.00084979i,6.4734e-05-0.0006252i,-0.0004257-0.00055434i,-2.7358e-05-0.00053181i,-7.1152e-05-0.00027022i,-0.00019354-0.00017678i,0.00014769-0.00043977i,0.00066233-0.00093343i,0.001059-0.00073016i,0.00033593-0.00015512i,-0.00024048-0.00036786i,-0.00030727-0.00057564i,-0.00047275-5.9012e-05i,-0.00060536+0.00045783i,-0.00077788+0.00060846i,-0.00043246+0.00037865i,-1.2698e-05+8.6831e-06i,0.00049683-4.074e-05i,0.00067918+0.00018033i,9.453e-05+7.6021e-05i
-0.0017806+8.6875e-05i,-0.0010812-0.00091448i,-0.0013701-0.00056956i,-0.0019517-0.00058615i,-0.00034089-0.0015008i,0.00042017-0.0016975i,-8.2924e-05-0.0010161i,-0.00026306-0.00082172i,6.0599e-06-0.00043285i,0.00026185+0.00023202i,0.00028968-2.4469e-05i,1.7979e-05-0.00030367i,0.000388-0.00028732i,0.00057621-0.00010999i,0.000677+0.00034784i,0.00099004+0.00082064i,0.00062336+0.00059817i,0.000503+0.0001039i,0.00069986+0.00048773i,2.056e-05+0.0002859i,-0.00048955+0.00018027i,-0.00093677-0.00023311i,-0.00098274-0.00028553i
-0.00072473+0.0014719i,-2.1433e-05+0.00066711i,0.00033185+0.00073654i,0.00010382+0.00051935i,-0.00023823+0.00020491i,-0.00020402-0.00075915i,-0.00032085-0.0011986i,-0.00069511-0.00019967i,-0.00030658+0.00020483i,0.00020603-0.00032298i,0.00038384-0.00066737i,0.00078145-0.0010765i,0.00043398-0.0011712i,-4.7191e-06-0.0012197i,0.000497-0.00095823i,0.00033763-0.00027319i,0.00028862-0.00036924i,-0.00015227+0.00030929i,-0.00059755+0.00087639i,-0.00054119+0.00038288i,-0.00056586+0.00044599i,-0.00047574+0.0011295i,-0.00038994+0.00067864i
-0.00054063-0.00074398i,-0.00061231-0.00064642i,0.00016146-0.00041464i,0.00096467+6.1887e-05i,0.00097131-0.00016924i,0.00096471-8.1262e-05i,0.00064804+0.00024014i,0.0005991-0.00015666i,0.00012178-2.3274e-05i,-0.00043695-0.00025365i,-0.00047659-0.00017359i,2.631e-05-0.00013099i,0.00043262-0.00051298i,-0.00013966-9.732e-05i,-0.0003745-3.026e-05i,-0.00055805+6.8696e-05i,-0.00072208+0.00020168i,-0.00043844+0.00054064i,-0.00027581+0.00090654i,3.0476e-05+0.00096371i,0.00057106+0.0013642i,-8.5294e-05+0.0011637i,-0.00062546+0.00034234i
-0.00085854-0.00038661i,-0.0017792-0.00084552i,-0.0021337-0.0016461i,-0.0021722-0.0022919i,-0.0012606-0.0013109i,-0.00034386-0.00010392i,-0.00032477+0.00021495i,2.0585e-05-0.00047673i,0.00037724-0.0010744i,0.00015805-0.0005041i,-2.8989e-05+2.9823e-05i,-0.00017148-0.00053075i,0.00021087-0.00097092i,0.00015-0.00065891i,-0.00064959-9.7568e-05i,7.0931e-05+0.00026361i,0.00082353-0.00042595i,0.00032335-0.00094015i,9.4497e-05-0.00029801i,9.4731e-05+3.7309e-05i,-0.00012453+0.00047205i,-0.00014282+0.00083576i,-0.00013951+0.00025779i
-6.0446e-05+0.00041214i,0.00066473+5.0566e-05i,0.00097859+0.00026534i,0.00057505+0.0004079i,-7.8651e-06-0.00030629i,-9.9413e-05-0.00046452i,0.0001511+0.00046913i,0.00064685+0.00036608i,0.00028055+9.5422e-05i,-0.00092759+4.2394e-05i,-0.0011221+0.00016509i,-0.00011012+0.00034841i,-0.00035306-0.0002105i,3.7644e-05+9.7485e-05i,0.0010093+0.00044908i,0.00071342-0.00030536i,7.1782e-05-0.00013035i,-0.00011655-0.00039175i,-0.00017619-0.00098883i,0.00053057-0.00013361i,0.00086255+0.00077936i,0.00066489+0.00097536i,0.00029265+0.00095014i
-0.00057428+0.0011769i,-0.0011605+0.0002461i,-5.2352e-05+0.00019209i,0.00048587+0.00020959i,-0.00021968-0.0002556i,0.00011396+0.00036608i,0.0007336+0.00045103i,0.00054692+0.00037073i,-0.00030139+0.00029318i,-0.00040819-0.00014637i,0.00022937-0.0003498i,0.00029435-0.00044853i,-0.00078721+5.2413e-05i,-0.0012698+0.00015663i,-0.0006028-0.00066317i,-0.00032232-0.0013444i,-4.4448e-05-0.0018192i,0.00050468-0.0011625i,0.00062073-0.00058162i,0.00050222-0.00030259i,-4.6176e-05+0.0001157i,0.0001964+7.6882e-05i,0.00074721+0.00090815i
-0.00061437-0.0010503i,-0.00098596-0.0011288i,-0.0014241-0.00098679i,-0.0018997-0.00012813i,-0.0015701+8.7406e-05i,-0.0011319+0.00010305i,-0.00083827+0.00036212i,-0.00049076+7.8457e-05i,-0.00058539-0.0004522i,-0.00046298-0.00076422i,-0.00035407-0.00093821i,-3.5919e-05-0.00082141i,-0.00013885-0.00059995i,-0.00041817-0.00070511i,-0.00053618-0.0013062i,0.00057947-0.0013327i,0.0010112-0.00017343i,0.00044657+0.00050019i,0.00071684+0.0006533i,0.001168+0.00086191i,0.00088025+0.0010096i,0.00035657+0.00048903i,0.00060652-0.00035528i
0.0015934-0.00019346i,0.00019666-0.00031908i,0.0003288-0.00053765i,0.0003562-0.00066294i,0.00010158-0.0010019i,0.000266-0.0015561i,0.0006825-0.0015837i,0.0011627-0.00078084i,0.0011045-0.00062955i,5.4457e-05-7.778e-05i,-0.00099805+9.1092e-05i,-0.0010407+4.5573e-06i,-0.00050969-0.00032297i,-0.00023442-0.00094231i,-0.00067899-0.00078881i,-0.00030077+2.4994e-05i,-0.00019379+0.00067639i,-0.00091866+0.0001905i,-0.0012272-0.00023842i,-0.0007252+0.00022909i,-0.00013678+0.0001722i,0.00010693-0.00052881i,-0.00026387-0.00061066i
-0.00059139-0.00013267i,5.5813e-05+0.00044071i,-0.00063152+0.00097187i,-0.00090297-5.6799e-05i,-0.00057376-0.00029648i,-0.00049745+0.00064262i,-0.00033693+0.00076491i,-0.0005263+0.0004747i,-0.00046918+0.00019423i,-0.0002454+0.001051i,-4.2513e-05+0.0019267i,0.00021453+0.0013059i,0.00011608-0.00047794i,0.00034415-0.0014215i,-0.00040847-0.00077352i,-0.00030298-0.0004906i,0.000286-0.00042252i,6.6181e-05-0.00051495i,0.00042684-0.00056071i,0.00057085-0.00043426i,0.00052018-0.00069293i,0.0005081-0.00073697i,0.00043774+1.02e-05i
-0.0023232+0.0018865i,-0.0015427+0.00052891i,-0.0001326+0.00016592i,0.00036943-0.00044986i,0.00044092-0.00050548i,0.00083909-0.00041891i,0.00057808-0.00096383i,-3.238e-06-0.0011431i,-0.00017296-0.00096516i,-3.3192e-05-0.0012017i,-0.00026018-0.0013004i,-0.0009063-0.00032402i,-0.00081636+0.00097406i,-4.1665e-05+0.0011898i,-0.00029097+0.00026179i,-0.00077616-0.00049912i,-0.00056703-0.00017807i,-4.3038e-05+0.00059189i,0.00046223+0.00047424i,0.00023759+0.00017628i,-0.00068552+0.00055736i,-0.0010954+0.0011241i,-0.00090387+0.0011156i
-0.0015272+0.00070749i,-0.00059249+0.0016415i,-0.000163+0.0025432i,-0.00025911+0.0023241i,-0.00013765+0.00087612i,-0.00033593+6.7307e-05i,-0.00014226-0.00031793i,0.00035727-0.00083828i,6.2549e-05-0.00038239i,0.00076091+4.4898e-06i,0.0016674-0.00098501i,0.00095236-0.0012506i,0.00011029-0.0002781i,-0.00058463+0.00087578i,-0.0012301+0.0013363i,0.0001328+0.00030669i,0.00062274-0.00016346i,-0.00014695+0.00055002i,-0.00043586+0.00089571i,-0.00078596+0.00071748i,-0.0005776+0.0004295i,0.00035485+0.00038631i,0.00073653+0.00032979i
-0.0014884+0.0018875i,-0.0014439+0.00093088i,-0.00048937+0.0004984i,0.00078667+0.0010058i,0.0010996+0.0011836i,0.00078358-0.00018124i,0.0007865-0.001065i,0.00072163-0.00048511i,0.00036526-0.00015161i,0.00024171+0.00010404i,6.7521e-06-7.7107e-05i,-1.129e-05-0.0010038i,0.00010671-0.0011107i,0.00010521-0.00089223i,0.00023765-0.00059273i,0.00057995-0.00037795i,-6.7547e-05-0.00034309i,-0.001072+9.5315e-05i,-0.00048328+0.00058236i,0.00044283+0.00061619i,0.00058694+0.00044964i,0.00052597+0.00098294i,-0.0001492+0.00066137i
-0.0027801-0.00088154i,-0.0035073-0.00050696i,-0.0034978-0.00029189i,-0.0024754-0.0012418i,-0.001354-0.0018696i,-8.7304e-05-0.0008648i,0.0004196-0.00037492i,0.00055001-0.0011929i,0.00043246-0.00090335i,5.9543e-05+0.00032821i,-3.1927e-05+0.00096253i,-9.202e-06+0.00010473i,0.00015823-0.00061103i,0.00075381-0.00045536i,0.00078451-0.00064827i,3.7176e-05-0.00073744i,4.4999e-05-0.00052043i,0.00021372-0.00031506i,0.00021411+1.0041e-05i,0.00052868+0.0006929i,-7.322e-05+0.00041425i,-8.2396e-05-0.00034693i,0.00013264-0.00063578i
-0.0014122+0.0011646i,-0.0013389+0.0010855i,-0.0004509+0.0015992i,0.001016+0.0016235i,0.0011614+0.00087134i,-0.00048249+0.00015417i,-0.00076995-5.0653e-05i,-0.00010127-0.00028548i,-5.5555e-05-0.00021689i,3.8247e-05+0.00051548i,0.00034503+0.00039866i,0.00077882+1.2411e-07i,0.001082+9.7114e-05i,0.00022244+0.00015338i,-0.00016608-7.5786e-05i,-0.0002389-8.4873e-06i,0.00022027+8.3582e-05i,0.00012318-0.00051627i,-0.00022253-0.00068658i,-0.00012567-1.0483e-05i,-0.00094414+9.0829e-05i,-0.0012889-4.6429e-05i,-0.00019059+0.00016502i
-0.00037431+0.00010721i,-0.0002273-8.0819e-05i,0.00016958+0.00079733i,0.00021412+0.0001745i,0.00081916-0.00081628i,0.00081444-0.00025914i,8.0917e-05+4.4326e-05i,-0.0001055-0.00027327i,-8.6007e-05-0.00031452i,0.00060211-8.2181e-05i,0.0012582-0.0005283i,0.0012049-0.0012843i,0.00083685-0.0011575i,0.00061076-0.00031937i,-6.4503e-05+0.00032764i,-0.00015687+0.00024591i,-0.00020879+0.00014996i,-0.00051906-6.8576e-05i,8.6898e-05+3.0939e-06i,-0.00016381+0.00042974i,-0.00074117+0.00027743i,-7.6753e-05+0.0002187i,-0.00024057+0.00029647i
-0.00017262+0.00067484i,0.00044663+0.0011571i,-0.00039325+0.0011665i,-0.00083203+0.001029i,-0.00028711+0.00087753i,0.00016509+0.00077498i,0.00028445-0.00012016i,0.00038223-0.0011998i,-3.0056e-05-0.00085389i,-0.00016994+0.00045477i,-0.0001261+0.00041283i,-0.00023013-0.0003906i,-0.00028-0.00033373i,-0.00013966+0.00017368i,-4.0783e-05+0.00075886i,0.00040331+0.00033403i,0.00021994-0.00090273i,0.00029552-0.00091872i,-0.00015871-4.3068e-05i,-0.0011325+0.00041091i,-0.0007911+0.00041931i,3.7509e-05+0.00046186i,7.2612e-05+0.00043712i
2.9237e-05-0.0005251i,-0.00015438-0.00077351i,-0.00035261-0.0012448i,-0.00078056-0.0010098i,-0.00071149-0.00062578i,-0.00091226-0.00090253i,-0.00097678-0.00050838i,-0.00032856+0.00012657i,9.5812e-05-8.1603e-05i,0.0003643-0.00031352i,0.00080239-5.074e-05i,0.000527+0.00019911i,0.00040471+0.00010202i,0.00032435+2.6204e-05i,0.00061422+0.00037811i,0.00053054+0.00039896i,-0.00027973-6.9915e-06i,-0.0003025-2.9127e-05i,-0.00010298+0.00031371i,0.00010004-0.00033621i,0.00067038-0.0010669i,0.00090371-0.00021718i,0.00046573+9.9278e-05i
-0.00017582+0.00037178i,-0.00025189-0.0010207i,0.00015941-0.0016832i,0.00050557-0.0015126i,0.00074543-0.00086083i,6.5833e-05-0.00095558i,-0.0010047-0.00091291i,-0.00086191-0.0002514i,-0.00048274+0.00039497i,-0.00028799+5.381e-05i,0.00012971-0.00056901i,0.00095436-0.00027239i,0.00069419-8.7561e-05i,0.00069243-0.00039896i,0.00096959-0.00038068i,0.00038422-0.00025915i,0.00076112-0.00017603i,0.00071517+0.00030881i,0.00040336+0.00014202i,0.00047726-0.00037737i,0.00031026-0.00031868i,0.00038408-6.3417e-05i,0.00067598-1.8501e-05i
-0.00098378+0.00022386i,-0.0010865+0.0010995i,-0.0009946+0.0017651i,-0.001261+0.0014357i,-0.00085208+0.0015796i,-5.7539e-05+0.0011872i,0.00033913+0.00070196i,8.7932e-05+0.00033321i,-0.0002794-0.00012407i,-0.00035023+0.00022219i,5.8283e-05+5.6601e-05i,0.00013107-0.00048369i,0.00051916-0.0008526i,0.00053907-0.00038425i,0.00021952+0.00061146i,0.00011996+0.00087574i,-0.00048536+0.0010996i,-0.00070257+0.001424i,-0.00056592+0.0013233i,-0.00052162+0.00083276i,-0.00030766+0.00064427i,7.8917e-06+0.0013268i,-0.00014174+0.0009418i
-0.0023559+0.0019332i,-0.0029664+0.0021114i,-0.0016379+0.0031318i,0.00072217+0.0018733i,0.0014118-0.0004968i,8.2813e-05-0.0013121i,-0.00055142-0.0018285i,-2.6241e-05-0.0012409i,-0.0001651-0.00082528i,0.00045177-0.00067103i,0.00024166-0.00043393i,-0.00057117-0.00032889i,-0.0011832-0.00031677i,-0.0010704+0.00093357i,9.7304e-05+0.00076488i,0.00094278-0.00052856i,0.00039533-0.00063874i,-0.00010952-0.00014973i,0.00036504+0.00074465i,0.00033032+0.0014474i,-4.6908e-05+0.0011861i,0.00044197+0.0011468i,0.00099185+0.00089418i
-0.00088813-0.00072968i,-0.0015076+4.0205e-05i,-0.0020079-0.00027744i,-0.0016886-0.00033426i,-0.0010305+0.00023109i,-0.00041215-0.00021734i,0.00067092-0.00030025i,0.0011309-0.00092288i,0.00010503-0.0020883i,-0.00056298-0.00092754i,-7.1824e-05-0.0001012i,0.00055188-0.00027028i,0.0006754-0.00016555i,0.00038589+7.9518e-05i,-0.00017994+0.0005136i,-3.2717e-05+0.0008649i,0.00050484+0.00046015i,0.00013269-0.00014846i,-0.00012694+0.00037611i,8.2118e-05+0.00052882i,0.00031066+0.00056125i,0.00021109+0.00097839i,-0.00029067+0.00091405i
0.00096965-0.00043541i,0.0010855-0.00093012i,-0.00022739-0.0017453i,-0.0015411-0.0013479i,-0.00093862-0.0003498i,0.00017816+0.00072907i,0.00045743+0.00090202i,0.00052782-0.00017919i,0.00035265-0.0004868i,-0.00098096-0.00034199i,-0.0021057-0.00061608i,-0.001591-0.00060289i,-0.00073299-0.00047501i,-0.00083822-0.00053426i,-0.0005312+0.00035482i,0.0001148+0.00065945i,0.00041808-0.0001903i,1.7768e-05-0.001027i,0.00011685-0.00091187i,1.7586e-05-0.00023247i,-0.00063206-0.00042517i,-0.00053643-0.0010539i,-5.7955e-05-0.00037861i
-0.0010943-0.0017368i,-0.0015218-0.0015417i,-0.00081242-0.0013841i,-0.00080364-0.001571i,-0.0015488-0.0012656i,-0.0013775-0.0016621i,-0.00071105-0.001008i,-0.00014514-0.00019918i,-0.00027967-5.9952e-05i,-0.0013562-0.00034583i,-0.0013178-0.00077577i,-0.00026169-0.00011835i,0.00037549+0.00065437i,0.00013934+0.0004349i,0.00019424-0.00051867i,0.00072369-0.00056073i,0.00067771+0.00016606i,0.00050071-1.3526e-05i,0.00051638-0.00028013i,0.00087687+0.00013488i,0.00097803-0.0004034i,0.0010004-0.0013609i,0.00057793-0.0010687i
0.00033398+0.00011447i,-0.00019189-0.00046049i,-0.00049181-0.00084463i,-0.0003844-0.0011682i,-0.00013552-0.001179i,-0.00099159-0.00017261i,-0.0011108+0.00042301i,-0.0003049-1.8297e-05i,-0.00079757-0.00045838i,-0.0011317-0.00067288i,-0.0004827-0.00088647i,0.00048529-0.00088816i,0.0011211+5.5597e-05i,0.00064196+0.00067277i,-4.726e-05+0.00049308i,0.00014016-0.0006552i,0.0001501-0.0016418i,-0.00024557-0.0016881i,0.00027568-0.0011158i,0.0011578-0.00040136i,0.0006759-0.00033382i,-0.0003008-2.2248e-06i,-0.00028091+0.00010645i
-0.00054166+0.0019543i,-0.00066738+0.0012331i,-0.00069008+0.0015422i,-0.00044184+0.0013655i,-0.00031255+0.00024233i,0.00020566+0.00016961i,0.0010351+0.00030439i,0.00071553-0.00035278i,-0.00038559-0.00083353i,-0.00070779-0.0009101i,-0.00027858-0.00049496i,-7.0464e-05-0.00048521i,3.3734e-06-0.00010639i,-0.00042944+0.00011988i,-0.00030765-0.00024787i,3.9711e-05+0.00013101i,-0.00020385+0.0003042i,-0.00035125+0.00032603i,-0.00010659+0.00040539i,0.00045106+0.00040378i,-0.00030399+0.00014945i,-0.00059529-1.2689e-06i,-0.00038615+2.2181e-08i
-0.0021303-0.00027249i,-0.0022445+7.6068e-05i,-0.0031793+0.00058409i,-0.0023737+0.00087471i,-0.00085185+0.0016258i,4.0019e-05+0.0016265i,0.00047525+0.00062118i,0.00047036-0.00030353i,-1.2679e-08-0.00097395i,-0.001085-0.00084234i,-0.0014723-0.0006408i,-0.00080601-0.0007672i,-0.00010397-5.7963e-05i,-8.22e-05+0.00041416i,-0.00023531+7.1275e-05i,-0.00027252-3.4534e-05i,-0.00014455+0.00015794i,-0.00013221-0.00029249i,-0.0002116-0.00052503i,0.00047222-0.00072647i,0.00055714-0.00044705i,0.00012249+0.00075269i,-4.5294e-05+0.00066036i
-0.00016682-0.0015882i,0.00027641-0.0004712i,0.00025719-0.00036396i,-0.00040948-0.0017701i,-0.00094402-0.0024707i,-0.0015969-0.001428i,-0.0011561-0.00042071i,0.00027348-0.00012305i,-0.00036574-0.00012228i,-0.0010773-0.00029838i,-0.0008678-0.00014598i,-0.00046997-0.00032576i,-0.00029918-5.0603e-06i,-0.00072631+0.00027925i,-0.00040639+0.00020762i,9.2846e-05+5.4434e-05i,0.00032774-0.000298i,5.8167e-05-0.00033761i,-0.00031917-0.00032341i,0.00035058-0.00070661i,0.00067428+0.00031229i,-9.5649e-05+0.00097966i,-0.00065565+0.00039316i
-0.00074465+0.00063587i,-0.00090925-0.00030673i,-0.0010012-0.0010811i,-0.0007359-0.00036083i,-0.00032629+9.6644e-05i,-0.00068734+0.00058564i,-0.0005444+0.0010034i,0.00039325+0.00039397i,0.00046663+0.00017769i,-7.1271e-05+4.2943e-05i,-5.5765e-05+3.0024e-05i,3.1529e-05-1.8301e-06i,0.00068418-0.00065147i,0.00096972-0.00038661i,0.00025871+0.00042823i,0.00041876+0.00021747i,0.00036992+3.1611e-05i,-0.00032313+0.00061348i,-0.00057009+0.00010261i,-0.00017426-0.00057325i,0.00041942-0.00039578i,0.00016945-0.000401i,-0.0002159-0.00072358i
0.0010803-0.0015432i,0.00022032-0.0015831i,-0.00085571-0.0018064i,-0.00089041-0.0013581i,-0.0010225-0.00082028i,-0.00087686+0.0002171i,-0.00012787+0.0011203i,0.00012343+0.00038663i,-0.0004343-0.00058636i,-0.00078837-0.0011112i,-0.00026388-0.00099027i,0.00031326-0.00088334i,-0.00030353-0.00046508i,-0.00078374-0.00049129i,-0.00013672-0.00077768i,2.8778e-05-0.00082919i,-0.00011726-0.0010725i,-0.00042503-0.0002384i,-0.00048983+0.00046461i,-0.00018729+0.00089652i,-0.00053533+0.0014578i,-0.00031471+0.0010246i,5.1938e-05+0.00015716i
-0.00061607+0.0020956i,0.00054585+0.0012692i,0.0010244+0.0010571i,0.00080832+0.0014018i,-0.00010794+0.00083794i,-4.2679e-05-9.7184e-05i,0.00025425-6.9422e-05i,-2.753e-05+0.00015896i,-0.00031095-0.00032182i,-0.00015576-0.00099589i,0.0003382-0.0009517i,0.00074472-0.00030894i,0.00076006-0.00017982i,-0.00034059-0.00036454i,-0.00094025-0.0001146i,-0.00054234-6.553e-05i,-0.00040392-9.7606e-05i,-0.0010458+0.00027593i,-0.0013462-0.0002175i,-0.00077157-0.00054329i,-0.00021497-0.00084906i,7.8031e-05-0.00073328i,-0.00010776-0.00026308i
0.00097339+0.00067117i,0.00066092-0.0015694i,0.0016246-0.0023916i,0.0013069-0.0021175i,0.00070975-0.0005326i,0.00046403+0.00035189i,0.00020283-0.00024056i,0.00076412-0.0005433i,0.00086467-0.00060744i,-0.0001994-0.00098613i,-0.0006801-0.00099765i,-0.00023197-0.00027764i,0.0001472+0.00072601i,9.2187e-05+0.0011788i,8.7415e-05+0.001096i,0.00058017+0.00050818i,0.00076361+7.4549e-05i,0.00013572-0.00010092i,0.00063229+4.5731e-07i,0.0015531-5.2205e-05i,0.00091598-4.9172e-06i,0.0010292+6.7263e-05i,0.0016196-4.3644e-05i
-7.9348e-05+0.00074172i,1.5694e-05+0.00034578i,-0.00093103-0.00033574i,-0.0017249-0.00083184i,-0.0011675-0.00073821i,0.00049729-0.00025242i,0.00083709-0.00015441i,0.00033468-0.0013677i,-0.00070784-0.0017912i,-0.0005907-0.00038258i,-0.00024039+0.00066825i,-0.0004743-3.1158e-05i,0.00031775-0.000242i,0.00079571+0.00057611i,0.00064473+0.00063852i,0.00032164-1.6055e-05i,0.00030927-0.00039434i,0.00044659+0.0001871i,0.00050335+0.00024789i,0.00039685-0.00029028i,0.00032873-0.00016501i,0.00026809-0.00038567i,0.0004335-0.00082611i
-0.0019654-0.00086375i,-0.0024763+0.00017169i,-0.0036976+0.0007356i,-0.0031622+0.00058854i,-0.0013659+0.0005983i,-0.00049854+0.00082376i,-0.00039988+0.00083909i,-0.00065813-0.00016119i,-0.00093918-0.00091244i,-0.0010038-0.00066885i,-0.00062566-0.00042785i,0.00043751+2.2016e-05i,0.00072215-0.00060284i,4.7687e-05-0.0011007i,0.00028402+0.00012419i,0.00065685+0.00052854i,7.9103e-05+0.00075724i,-0.00033132+0.00069369i,-8.7589e-05-3.8255e-05i,0.00053397-0.0001841i,0.00048-0.00042266i,0.00021995-0.0001981i,-0.0001982+0.00060413i
6.3156e-05-0.0033499i,-0.0010017-0.0035511i,-0.0021477-0.0031834i,-0.0027513-0.001944i,-0.0022224-0.00023351i,-0.0004226+0.0013046i,0.00019161+0.0013175i,0.00018737+0.00057913i,0.00014168+0.00016631i,-0.00025715+0.00010252i,-0.00084746+0.00026607i,-0.00088364-0.00023323i,0.00044655-0.00049598i,0.00079974-0.00015898i,0.00058016-5.8739e-05i,0.00083292-0.00013121i,0.000552+0.00024723i,0.00070908+0.00039756i,0.0011208-0.00019179i,0.00052189-0.0007695i,-0.00021621-0.00046811i,8.531e-05-0.0001616i,0.00016786-4.5217e-05i
-0.00086101+0.0011406i,-0.00099727+0.00095176i,-0.0014046+0.00054365i,-0.00091461+0.00027009i,-0.0011929+0.00040545i,-0.00033077+0.00044699i,0.00051383-0.00040261i,0.00064883-0.00087831i,2.7291e-05-0.00065398i,-0.0009743-0.00094487i,-0.00077557-0.00085034i,8.5758e-05+7.0829e-05i,0.00030112+0.0010234i,5.5644e-05+0.00051233i,-0.00033006+1.3025e-05i,7.9522e-05-0.00027281i,0.00053451-0.00053733i,0.00038547-2.4654e-05i,0.00073093-0.0001774i,0.0010705-0.00038676i,0.0003903-0.00026436i,-0.0004133-0.00041795i,-0.00058654-9.0331e-05i
-0.00051887-0.001799i,0.00047291-0.0014228i,9.9304e-05-0.0023909i,-0.00047896-0.0018848i,-0.00046313-0.001018i,-2.802e-05-0.00042594i,8.08e-06-0.00087507i,8.6328e-06-0.0019694i,0.000327-0.0012742i,0.00037367-0.0002058i,5.9556e-07+0.00024105i,9.072e-05+0.000544i,0.00087168+0.00019047i,0.00073223-0.00059432i,-0.00011542-5.3674e-05i,1.1357e-05+0.00065257i,8.913e-05-0.00024007i,5.1031e-05-0.00073917i,0.00058136-0.001199i,0.00039136-0.0012152i,-3.2508e-05-0.0006878i,-0.00032725-0.00060527i,-0.0003862-0.00039789i
5.5638e-05+0.00030119i,4.9427e-05+0.00076157i,-0.00065334+0.0015278i,-0.00094015+0.0015143i,-0.00095042-4.0205e-05i,0.00014012-0.0011497i,0.00031092-0.0014374i,-0.0013234-0.0017321i,-0.0014795-0.0010908i,-0.00053168-0.00025148i,-4.5793e-05-1.8902e-05i,0.00016455-3.7485e-05i,0.00019707+0.00023005i,0.00040031+0.00026684i,-0.0001195-1.6223e-05i,-0.00027785+0.00039064i,-0.00022835+0.00028837i,-0.00050022-5.9343e-05i,-0.00044553+0.00058418i,4.2768e-05+0.00094282i,0.00013254+0.00059129i,0.00031037+0.0001606i,0.00053941-8.547e-06i
-5.9829e-05+0.0012992i,0.00056598+0.00056601i,0.00017425+0.0013438i,0.00028312+0.0019299i,-0.00037119+0.00097078i,-0.00079277-8.7631e-05i,0.00028511+0.00014565i,0.00018708+0.0011218i,-0.00068555+0.00088545i,-0.00028389-9.9864e-05i,-3.9754e-05-0.00040666i,-0.00038682+0.00010372i,-0.0012033+0.00049893i,-0.00043113+0.00013409i,0.00032116-0.00065425i,-0.0001334-0.00059582i,-0.00019259-0.0001652i,-3.3729e-05-0.00011763i,2.817e-05+0.00037384i,0.00020835+0.00072485i,0.00066102+0.00065263i,0.00059402+0.00018635i,0.00037683+4.2077e-05i
0.00087861-0.00089812i,0.00047034-0.002249i,1.5645e-05-0.0033593i,-0.00054319-0.0027283i,-0.00070721-0.0013115i,-0.00068856+0.00033884i,-0.00050046+0.0012156i,-6.108e-06+0.00061517i,-0.00065062+0.00043676i,-0.0011413+0.0002465i,-0.0009594-0.00059643i,-0.00022172-0.0002316i,-0.00010912+0.0011139i,-0.00075432+0.00032561i,-0.00082625-0.0011902i,-0.00043456-0.00054833i,-0.00037497-2.4454e-05i,-0.0003427-0.00018413i,-7.8643e-05+7.2373e-05i,0.0002817-0.00019565i,5.8392e-05-0.00048247i,-0.00016597+2.4191e-05i,-0.00014179+0.0004951i
