-0.0015718-0.0013915i,-0.001784-0.0016887i,-0.0023577-0.00085664i,-0.0024729-1.409e-05i,-0.0026947+0.0010286i,-0.0026483+0.0021951i,-0.0017879+0.0019996i,-0.00052892+0.0014615i,0.00043037+0.00080166i,0.0012519+0.00050226i,0.0017907+0.00069105i,0.0015709-0.00025601i,0.00067584-0.0013617i,-0.00017497-0.00097517i,-5.6223e-05-7.5132e-05i,0.00072589-0.00014336i,0.00045084+7.9691e-05i,-0.0008409+0.00031185i,-0.0011403+0.00048046i,-0.00090744+0.00088916i,-0.00084505+0.0008998i,-0.00029298+0.00051123i,-0.00013445+0.00025935i
0.0011243+0.00057757i,0.0014153-2.435e-05i,0.00094458-0.00028861i,0.00018615+0.00034026i,-0.00092804+0.00045087i,-0.0011984-0.00075013i,-0.00076576-0.00083607i,-0.00015146+0.0003291i,0.00047333+0.0007399i,0.0009674-0.0002319i,0.0010524-0.0012305i,-7.0908e-05-0.0014076i,-0.00049454-0.0012108i,-0.00037755-0.001329i,-0.00023904-0.0011381i,-9.4673e-06-0.00063034i,-0.00061663-2.3087e-05i,-0.00098831-6.6158e-05i,-0.0007439-0.00040094i,-0.00015816+2.5044e-05i,0.00014963+0.00014359i,0.0002976+0.00012636i,0.00056492+1.9949e-05i
0.00016354-0.00047082i,-0.00046371-0.00072004i,-0.0013255-0.0023162i,-0.0026836-0.0028721i,-0.0024984-0.0015814i,-0.0022596+7.445e-06i,-0.0020103+0.0010985i,-0.00060212+0.0010222i,-0.00038171+0.00034944i,-0.00080817-8.013e-05i,-0.00041545-0.00088047i,-6.8482e-05-0.00066355i,-5.115e-05-0.0003152i,0.00012868-0.0008378i,0.00036636-0.00096291i,0.00025106-0.00037012i,-0.00051538-0.00056667i,-0.00099664-0.00038857i,-0.00050655+0.00026974i,-3.7085e-05+0.00053043i,-0.0005077+0.00089621i,-0.0010573+0.0003786i,-0.00011516-0.00029716i
0.0011579-0.00056691i,0.00055247-0.00070809i,-0.00022147-8.4014e-05i,-0.00069128+0.00036732i,-0.00071892-9.0961e-05i,-0.0011387-0.00014591i,-0.0017895+0.00085138i,-0.0012592+0.0012935i,2.8352e-05+0.00078554i,0.00082594+1.758e-06i,0.0005222-0.00023996i,0.00035893-0.00026284i,6.7923e-05-0.00017952i,-5.5659e-05-1.5748e-05i,0.00068155-0.00030393i,0.0007006-0.00056668i,0.00013556-0.00033104i,-0.00055508-0.00013383i,-0.00094171-0.00012227i,-0.0013518+0.00015144i,-0.0011068+0.00022375i,-0.0005815+0.00080683i,-0.0004426+0.0012261i
-0.00099366+0.00016217i,-0.00092532-0.0012544i,-0.00083248-0.0032697i,-0.0014139-0.0030066i,-0.002157-0.0016512i,-0.0024259+0.00012989i,-0.0013461+0.0011913i,0.00088886+0.00077193i,0.0019228+7.414e-05i,0.0012472-0.00018641i,0.00022667+0.00012118i,-0.00012374+6.2172e-05i,0.00039482-0.00019505i,0.0010107-0.00018786i,0.0015564-0.00089428i,0.0014678-0.0014135i,0.00057619-0.00074073i,0.00028293-6.1268e-05i,0.00034069-0.0003675i,-0.00015728-0.00049017i,-0.0010029+0.00046596i,-0.001374+0.00088925i,-0.0011073+0.00071697i
0.00065106-0.0023909i,-0.00047743-0.0025085i,-0.0025128-0.0027426i,-0.002933-0.0021305i,-0.0026872-0.0015444i,-0.0021393-0.00021514i,-0.00068973+0.00092311i,0.00099316+0.00067579i,0.0012739+0.00019453i,9.092e-05+0.00043063i,-0.00043779-0.00046819i,-0.00014417-0.0011401i,0.00056768-0.0012808i,0.0014886-0.00096598i,0.0016038-0.00098116i,0.00091155-0.0010064i,-0.0001069-0.000529i,-0.00068866-0.0010217i,-0.00013286-0.00078975i,0.00018675+0.00091286i,-0.00023682+0.0016904i,-0.00060083+0.00091793i,-0.0004739+0.00034895i
0.00096434-0.0021927i,5.2265e-05-0.0024545i,-0.0003634-0.0021547i,-0.0013751-0.0026789i,-0.0016525-0.0016928i,-0.0020776-0.00019569i,-0.0014711-0.00028057i,-0.00059797-0.00035586i,-0.00021725-0.00036637i,0.00039528-0.00033745i,0.00059164-0.0001536i,0.0005633-0.00048339i,0.00059085-0.00072408i,0.00034206-0.0007651i,0.00015982-0.0010209i,-6.744e-05-0.00084528i,0.00017377-0.00049669i,0.00039525-0.00044422i,-4.9134e-05+1.2717e-05i,-0.00043287+0.00047967i,-6.4187e-05+0.00056703i,9.1191e-05+0.00074087i,0.00029757+0.00076826i
0.0011197-0.002227i,-0.00015369-0.0034442i,-0.00069646-0.0038372i,-0.0008938-0.0038185i,-0.0018694-0.0025894i,-0.0026796+9.3488e-05i,-0.001615+0.0016538i,-0.00013398+0.00083489i,0.00082649-0.00021621i,0.00043433-0.00025034i,-5.4391e-05-0.00036276i,0.00062315-0.0009889i,0.0010182-0.00082171i,0.00081567-1.6491e-05i,0.00054898+6.3775e-05i,0.00013815-0.00069949i,0.00020915-0.00085255i,0.00010099-0.00015183i,-0.00054512+0.00048689i,-0.00074271+0.00017822i,-0.0008411-0.0007593i,-0.00032973-0.00083301i,9.5901e-05-0.00043414i
6.6569e-05-0.0012488i,0.00059975-0.0025329i,0.00088237-0.0025464i,-0.00013116-0.0014191i,-0.0010549-0.0012202i,-0.0011228-0.00064587i,-0.0011751+0.00050539i,-0.00055068+0.00066291i,7.7573e-05+0.0011277i,-0.00049837+0.00076243i,-0.00056489-0.00073721i,-0.00027191-0.0010122i,0.00037404-0.00011078i,0.0010176+0.00027239i,0.0016263+0.00016953i,0.0014891+8.2966e-05i,0.00040655-0.00027473i,-0.00035815-0.0011212i,-3.2322e-05-0.00061174i,0.00016505+0.00067806i,-0.00039672+0.00075493i,-0.00063156+0.00034885i,-0.00079926+0.00042238i
0.00049081+0.00030058i,9.2988e-05+0.00021919i,-0.00064574-0.0010323i,-0.00080935-0.0015038i,4.9475e-06-0.0011152i,-0.00079935-0.00070891i,-0.0017634-0.00011595i,-0.0003149+0.00060016i,0.00054356+0.0011665i,0.00071861+0.00088356i,0.00098299+0.00058082i,0.00029704-0.00025363i,-1.1427e-05-0.001186i,0.00019249-0.00043746i,0.0004353+0.00026908i,0.00035041+0.00050961i,0.00032037+0.00032098i,0.00057687+9.6649e-05i,-1.1325e-05-1.1779e-06i,-0.00036251+0.0003224i,0.00015665+0.00055198i,-7.3213e-05+0.0008943i,-0.0010557+0.00086087i
0.0011534-0.00058362i,0.00050753-0.0013163i,-0.00051417-0.00079698i,-0.00088278-0.00086355i,-0.0010928-0.0006856i,-0.0010552-0.00051869i,-8.6672e-05-9.5145e-05i,0.00048483+8.3107e-06i,3.8907e-05+0.00020033i,-0.00020213+0.0004828i,-9.6761e-05+0.00040822i,0.00026487+0.00016279i,0.00083006-0.00017382i,0.0011514-0.00034523i,-0.00011932-0.0004351i,-0.00098963-0.00073798i,-6.1852e-05-0.00039583i,0.0001026-0.0001668i,0.00033921-0.00087476i,0.00024838-0.0007988i,-0.00069138-0.00041938i,-0.0010248-0.00055635i,-0.00017936-0.00043368i
-6.3449e-05-0.00039978i,-0.0011153-3.912e-06i,-0.0021632+7.9247e-05i,-0.0024828+0.00051409i,-0.0022799+0.00044724i,-0.0020839+0.00082021i,-0.0016251+0.0018305i,-0.00094948+0.0012985i,0.00011571+0.00013069i,0.00064029+0.00043946i,-0.00012722+0.00049073i,-0.00092184-0.00063206i,-0.0005035-0.0014965i,-3.6844e-06-0.00089066i,0.00046973-0.00037421i,0.00078412-0.0013714i,0.00051636-0.0010038i,0.00014029+0.00072019i,0.00020689+0.0013736i,0.00040422+0.00075446i,-4.2117e-05-0.00046151i,-9.4135e-05-0.00067455i,0.00012124-0.00031169i
0.0003249-0.00085i,-0.00056409-0.00087504i,-0.0008083-0.00039283i,-0.00055001-0.00079289i,-0.0012275-0.0010187i,-0.0019387-0.0006146i,-0.0005902+0.00039205i,0.00070508+0.00087136i,0.00037335+9.9242e-05i,0.00031335-0.00083539i,0.00048889-0.0010035i,-4.3366e-05-0.0010754i,-2.2823e-05-0.00070894i,0.00020608-0.00028296i,0.00016539-0.0002042i,0.00016447-0.00054936i,0.00017412-0.00030246i,0.00058858-0.00017985i,0.0011612+0.00033896i,0.00059016+0.001526i,-0.00010232+0.0012131i,0.00051644+0.00071233i,0.0003831+0.00027949i
0.0011332-0.0014161i,0.0014306-0.0018885i,0.00068529-0.0018759i,-0.0011604-0.0012388i,-0.0030567-0.0013458i,-0.0030924-0.00086875i,-0.0017246+1.1541e-05i,-0.00053962+9.2345e-05i,0.00011253+0.00041123i,0.00033047+0.00035575i,0.00072252+4.516e-05i,0.00028866-0.00048774i,-3.1266e-05-0.001169i,0.00064626-0.00091414i,0.00055118-0.00048676i,-0.0001229-0.0010716i,-0.00070742-0.0013269i,-3.1695e-05-0.00042558i,0.00044168+0.00038326i,-0.00061827-3.8791e-05i,-0.00051298-0.00040302i,0.00042377+0.00037745i,0.00029009+0.00077843i
-0.00064007-0.00053784i,-0.00083985-0.00062494i,-0.00049951-0.0014519i,-0.00054443-0.0016275i,-0.0010219-0.00096192i,-0.0011622+0.00061415i,-1.4404e-05+0.0011976i,0.00041458+0.00090552i,-0.00041053+0.001087i,-0.0003087+0.0009533i,0.00030406-0.00010262i,0.0005776-0.00038195i,0.00056081-0.0007038i,0.00050096-0.00049284i,0.00049917-0.00069397i,0.0010193-0.00051927i,0.0009689-0.00049221i,0.00078099-0.00055871i,0.00024624-1.9789e-05i,0.00047854+0.00036485i,0.00054758-1.8155e-05i,-1.4173e-05-0.00015244i,0.000139-0.00033212i
0.0029025-0.0023627i,0.002451-0.0030579i,0.0016482-0.0036258i,-0.00057601-0.0023937i,-0.0031006-0.0012565i,-0.0030814-0.00054757i,-0.0019697+0.00040885i,-0.00067338+0.0006856i,-0.00019212+0.0003403i,-0.00047117-0.00035543i,-0.00029494-0.00077572i,0.00054608-0.00065125i,0.0014556-6.3684e-05i,0.0014765+0.00023034i,0.00064468-0.00011792i,-5.4237e-05-0.00047573i,1.7757e-05-0.00011882i,0.00022712+0.0001264i,0.00029091-9.9845e-05i,0.00074255+9.338e-05i,0.0010226+0.00040855i,0.00015501+0.00029979i,0.00010116+0.00031461i
-0.0017757+0.0020659i,-0.00049446+0.0020091i,0.00045884+0.0021057i,0.00085579+0.0013587i,0.00092171+7.9564e-06i,0.00050333+4.7095e-05i,-0.00015341+0.00091038i,-0.00076956+0.001002i,-0.00049675+0.00045631i,0.00077026-0.00061378i,0.0017986-0.0011765i,0.0019403-0.0010183i,0.0014749-0.00088459i,0.00079058-0.00087266i,-0.00043775-0.00039664i,-0.00073366+0.00036019i,-2.2034e-05+0.00075593i,0.00023117+0.00080606i,-0.00022636+0.00033767i,-0.00086991+0.00010146i,-0.00047276-0.00012622i,0.00036406-5.3529e-05i,0.00059682+0.00042031i
0.0021126-0.003988i,0.0015295-0.0045643i,0.00053148-0.0043907i,-0.00027186-0.0035728i,-0.00092576-0.0022756i,-0.0015862-0.00034153i,-0.00081132+0.0010884i,0.0006234+0.00094429i,0.00093132-5.5143e-05i,0.00071578-0.0011227i,0.00043747-0.0015165i,0.00049237-0.00058891i,0.0010622+1.7783e-05i,0.0010802+0.00021811i,0.00033059-0.00012465i,9.4866e-05-0.00062139i,0.00035667-0.00041984i,0.0004026+0.00010602i,-0.00056885+0.00083179i,-0.0006375+0.00093611i,0.00018049+0.0003818i,0.00066257+6.4162e-05i,0.00055112-0.00043583i
-0.0019991-0.00018895i,-0.0024215+0.0001745i,-0.0026809+0.0007158i,-0.0027918+0.00080763i,-0.0027656+0.0013241i,-0.0017284+0.00079115i,-0.0012628+0.00019816i,-0.00060866+9.6446e-06i,0.00035826+0.00012151i,0.0004475+0.0007629i,-0.00042927+0.00027081i,-0.00060253-0.00055447i,0.00065022-0.00079774i,0.00061418-0.0014454i,-6.1775e-05-0.0020449i,0.00030682-0.0012799i,0.00048981-0.00038396i,0.00020834-0.00017663i,-0.00038284-0.00064532i,-8.7583e-05-0.00029438i,0.00086853+0.00058858i,0.00097135+0.00064781i,0.00060988+0.00017063i
0.00020664-0.003052i,-0.00059676-0.0029734i,-0.0016272-0.0022892i,-0.0019193-0.00094549i,-0.0025851+0.00062389i,-0.0030107+0.0014068i,-0.00094343+0.0017452i,0.00048613+0.00098535i,0.00046146+0.00025427i,0.00093208+0.00077684i,0.00088694-0.00024339i,0.00056001-0.0020404i,0.00088706-0.0024643i,0.00098141-0.0019688i,0.00099244-0.0013839i,0.00073983-0.0017845i,-9.9031e-05-0.0015068i,-0.00070344+8.259e-05i,-0.0007969+0.00099757i,-0.00063184+0.00094246i,-0.00032309+0.00082234i,0.00014333+0.00031405i,0.0003895+0.00016957i
-0.0020439-0.001347i,-0.0030081-0.0014479i,-0.0047044-0.00055596i,-0.0053395-0.00070223i,-0.0039985-0.0016657i,-0.0014454-0.0012067i,-0.00063556-3.2399e-06i,-0.0003037-0.0002156i,8.9791e-05-0.00037367i,-0.00026853-0.00018165i,-7.5086e-05-0.00038879i,0.00081664-0.00013069i,0.0013178-1.7184e-05i,0.001472+0.00020949i,0.0016144-0.00029815i,0.0012334-0.00074231i,0.00091347-1.0026e-07i,0.00057352+0.00042474i,0.00011918-5.4183e-06i,-0.0003482-0.00014658i,-0.00026016-0.00016109i,1.0043e-05+0.00013186i,0.00040828+0.00029256i
0.0010597-0.0035037i,0.00062411-0.0033621i,-0.00069906-0.002606i,-0.0021908-0.0017115i,-0.0034967-0.00077782i,-0.0030122+3.1048e-05i,-0.0012797-1.5296e-05i,4.9356e-05-0.00057654i,0.00066356-0.00054096i,0.00060187-0.00037921i,0.00084104-0.00061288i,0.0010599-0.00071512i,0.0010581-0.00083378i,0.0015709-0.0014218i,0.0011138-0.0010819i,0.00039682-0.00064415i,1.5772e-05-0.00018193i,-0.0004843-8.5923e-05i,-0.00048955-0.00029498i,-0.00077075+0.00033386i,-0.0010958+0.00069631i,-0.00092722+0.00083646i,-0.00075422+0.00055121i
-0.0015455-0.0015008i,-0.0021725-0.0012i,-0.0027746-0.0012208i,-0.0031601-0.0012681i,-0.0033094-0.00099067i,-0.0014853+8.9547e-05i,3.3104e-05+0.0010587i,0.00010557+0.00081514i,1.0295e-05+0.00027428i,0.00032437+0.00058376i,0.00074504+0.00035392i,0.0013875-0.00079837i,0.0010256-0.00079436i,0.00085132-0.00024404i,0.00060833-0.00043752i,0.00044592-0.00037967i,-1.5506e-05+5.6061e-05i,-0.00045726+0.00033007i,-0.000569+0.00026946i,-0.00060105-0.00041i,2.5071e-05-0.0011149i,0.00082062-0.00098683i,0.00028595-0.00054005i
0.00075869-0.0020555i,0.0011451-0.0024268i,0.0008419-0.0026001i,3.9033e-06-0.0024465i,-2.7461e-06-0.0028312i,-0.00081809-0.0019377i,-0.0013924+0.00031574i,-0.0011131+0.0004872i,-0.00037191-0.00057416i,0.0001189-0.00095344i,-5.4194e-05-0.00047462i,0.00061416+2.0455e-05i,0.0010113-6.0862e-05i,0.00086409-0.00042645i,0.0014762-0.00054335i,0.0016293-0.0006301i,0.0008198-0.00018756i,-0.0001547+0.00044721i,-0.00039742+0.00050842i,-0.00022213+0.00028042i,-0.00045583-6.5635e-05i,-0.00011662+0.0001675i,-0.00012701+0.00081912i
-0.00082362-0.00071854i,-0.00058921-0.0021434i,-0.0020752-0.0020244i,-0.0022659-0.0013681i,-0.0011387-0.00073681i,-0.0014091+0.00044922i,-0.0014837+0.001327i,-0.00053422+0.0012131i,-0.00030326+0.00097063i,-0.00066957+0.0011051i,-0.00027393+0.00021715i,0.00085112-0.0012134i,0.0012394-0.0015297i,0.00070631-0.0012444i,0.00052866-0.00099852i,0.001364-0.0010422i,0.0012223-0.00083915i,0.00021115-3.141e-06i,-0.00040243+0.00094535i,-0.00093741+0.00064439i,-0.0010053+0.00050064i,-0.00055153+0.00073176i,-0.00050508+0.00012056i
0.0025943-0.00073523i,0.0024766-0.0013148i,0.002621-0.0022549i,0.00063591-0.002491i,-0.0013364-0.0028947i,-0.0020017-0.002267i,-0.0015345-0.00023048i,-0.00051758+0.0005504i,0.00013+0.00019723i,0.00035864+7.2872e-05i,0.00079877-0.00037372i,0.00089908-0.00067057i,0.00020277-0.00023992i,0.00056145+0.00027587i,0.0013687+0.00040367i,0.0012829+0.00040961i,0.00086265+0.00044372i,-1.7928e-05+0.00053223i,-0.00048342+7.0634e-05i,-0.00058876-2.1144e-05i,1.7761e-05+0.00022433i,0.00070147+0.00020747i,0.00076188+0.00044871i
0.00042497+2.1336e-05i,-0.00025324-0.0014814i,0.00025645-0.0024383i,0.00035815-0.0022434i,-0.00039626-0.0018366i,-0.0012157-3.2282e-05i,-0.0013556+0.001558i,-0.0010304+0.0010099i,-0.00064446+0.00015611i,0.00012869-0.00024335i,0.00099341+1.6474e-05i,0.0010146+0.0001148i,5.6736e-05-0.00010403i,-4.271e-05-4.142e-05i,0.00063422-7.5858e-06i,0.00045229-0.00016015i,0.00021569-0.0005285i,0.00030177-0.00025155i,-0.00017505+9.0752e-05i,-0.00077093-0.00038575i,-0.00046077-3.5208e-05i,-9.024e-05+0.00066618i,-9.1389e-05+0.00045238i
-0.0017904-0.0017982i,-0.0020069-0.0018773i,-0.0028052-0.0012559i,-0.0026859-0.00029392i,-0.0023712+0.00077783i,-0.0017967+0.0011965i,-0.00080819+0.0012122i,0.00026049+0.00098144i,0.00099716+0.00042592i,0.0012112+0.00042742i,0.00053583+6.5291e-05i,1.5612e-05-0.00026292i,0.00020629-0.00092128i,0.00042378-0.0011899i,0.00094065-0.0013242i,0.0014164-0.00091634i,0.00090667-0.00030687i,-0.00017153-5.2331e-05i,-0.00061866+0.0003383i,-0.00035317-0.00057038i,-0.00035885-0.00047139i,-0.00084091-0.00047155i,-0.00055093-0.0012446i
-0.00044371-0.0015455i,-0.00047762-0.0014705i,-0.0016368-0.0015021i,-0.0014768-0.001234i,-0.0015696-0.00055077i,-0.0024788-0.00036668i,-0.0022592+0.00037721i,-0.00061598+0.00063206i,0.00079034+6.3834e-05i,0.00077342-0.00045211i,0.00099628-0.00077856i,0.0016302-0.00090689i,0.0017073-0.00019753i,0.0014043-0.00069749i,0.0013109-0.0012211i,0.001393-0.0008891i,0.0011427-0.00025323i,0.00035185+8.697e-05i,-0.00019355+9.3486e-05i,-0.00025441+0.00012701i,-0.00054437+0.00051064i,-0.00048993+0.00063215i,-0.00028538-0.0002675i
0.0024648-0.0020832i,0.0018834-0.0031695i,0.0016924-0.0040388i,-0.00027073-0.0043504i,-0.0027896-0.0041358i,-0.0037197-0.0022258i,-0.0022263+0.00061833i,-0.00080466+0.0016858i,0.00029647+0.000203i,0.00082634-0.0011547i,-5.1577e-05-0.0011999i,-8.7207e-05-0.00023335i,0.00057211+0.00017735i,0.00055256-0.00022756i,0.0007237-0.00018392i,0.00027895-0.00011778i,0.00022433-0.00024801i,0.00056295-0.00048887i,0.00050876+0.00029914i,0.00010956+0.0010481i,-0.00043655+7.8437e-05i,-0.00032644-0.00057847i,0.00020179-0.00037414i
-0.00042366+0.00055851i,-0.0003584-0.0010051i,-0.00058599-0.0013201i,-0.00066534-0.0010406i,-0.0001032-0.00032874i,-0.0007374+0.00017787i,-0.0016159+0.0014614i,-0.00092098+0.0013125i,0.00040629+0.00023921i,0.00068537+0.00021888i,0.00031853+0.00021323i,7.7215e-05-0.00032114i,0.0003627-0.001312i,0.00087252-0.0012953i,8.9508e-05-0.00026409i,-0.00078722-0.00034949i,-0.00071774-0.0003264i,-0.00050382+0.00059048i,1.6167e-05+0.00086288i,0.00036627+0.00046943i,0.00085815+0.00010602i,0.0014036+0.00019809i,0.00051548-0.00025707i
0.00050245+0.0007877i,0.0020203-0.00024772i,0.0019806+4.8625e-05i,0.0015579+0.00030575i,0.00069648-0.00081969i,-0.00058742-0.00082596i,-0.00073512+0.00017876i,0.00015017+0.00072381i,8.0958e-05+0.00020729i,-0.00032285-0.0007184i,-0.00028125-0.00073084i,-0.00032509-0.00063245i,3.7286e-05-0.0012659i,0.0001755-0.0015103i,0.00010004-0.00064805i,9.5981e-05-0.00072507i,-0.00027818-0.00049057i,-0.00037941+1.0095e-05i,-0.00078295+0.0007097i,-0.0010507+0.0010212i,-0.00018847-0.00021408i,-0.00011137-0.00036302i,-0.0005448+0.00017599i
0.0011426-0.00068349i,4.6942e-06-0.0014989i,-0.0013369-0.0020605i,-0.0013893-0.0019071i,-0.0020433-0.0014249i,-0.0033814+2.4906e-05i,-0.0018111+0.0014885i,-0.0004412+0.0011772i,-0.00066069-0.00050847i,-4.0582e-05-0.00081252i,0.00047044+0.00029237i,0.00048002+0.00082582i,0.00061645+0.00027428i,0.00045963-0.00077782i,0.00059714-0.00071153i,0.0010964-0.0001529i,5.2681e-05+3.57e-05i,-0.00063352+0.00013902i,-0.00065914-0.00037687i,-0.00071527-0.00028127i,-0.00020574+0.00077132i,0.00016221+0.00070614i,0.00030399-3.7108e-05i
0.00088313-0.00028046i,0.00035385-0.00088913i,4.5649e-05+0.00013216i,-0.00068588+0.0003432i,-0.00093158-0.001115i,-0.00023343-0.0013173i,0.00054196-7.5171e-05i,0.00062649+8.5089e-05i,5.8941e-05+0.00021865i,0.0003573+0.00025117i,0.00060243-0.00032235i,0.00028059-0.0010164i,-2.3541e-05-0.00063619i,0.0002203-0.0002781i,-0.00046827-0.00062698i,-0.0012051-0.00082281i,-0.00090124-0.00091195i,-0.0011108-0.00046312i,-0.0016116-0.0001552i,-0.0013786-0.00018988i,-0.0011199+5.4225e-05i,-0.0013077+0.00042339i,-0.00092902+0.0004124i
0.0013246+0.00041173i,0.00091002-0.00024659i,0.00078111+0.00048301i,-5.1887e-05+0.0006782i,-0.00032967-0.00047002i,-3.1006e-05-0.00079053i,-0.0003823-0.00017705i,-0.00086801+3.033e-05i,-0.00068189-0.00030086i,0.00044703-0.00083881i,0.00074238-0.001207i,-0.00012989-0.0013612i,-0.00049606-0.0014878i,-0.0002035-0.0011546i,0.00026854-0.0011142i,0.00012604-0.0010652i,3.203e-06-0.00048688i,-4.4844e-05-1.0062e-05i,-0.00022927+0.00046609i,0.00011701+0.00084727i,0.00060652+0.0007752i,0.0010137+0.00038528i,0.00043078-0.00030655i
-0.00041505-0.0010106i,-0.0016684-0.001877i,-0.0028107-0.001872i,-0.0030552-0.00053165i,-0.0024446-0.00035425i,-0.0015155+7.8783e-05i,-0.0012161+0.0008086i,-0.00067181+0.00058043i,0.00039845-5.4612e-05i,0.0012222-0.00045768i,0.0011371-0.00072302i,0.00064425-0.0010688i,0.00045256-0.0013607i,0.0005947-0.00075849i,0.00069723-5.8529e-05i,0.00077716-0.00072579i,0.00039009-0.00054033i,-0.00027379-0.00021974i,-0.0004076+0.00016186i,6.8677e-05+0.00092155i,0.00058287+0.0014964i,0.00040871+0.0010124i,0.00026541-0.00021255i
0.00071665-0.00088337i,-0.00012818-0.0016581i,-0.00048526-0.0020941i,-0.00089006-0.0015905i,-0.0018449-0.0010888i,-0.0024966-0.00018308i,-0.0017121+0.00015287i,-4.6841e-05-3.9843e-05i,0.00083226+0.00028539i,0.00063897+0.00028926i,4.5002e-05-0.000145i,-0.0001868-3.4371e-05i,-0.00010965-0.00042259i,0.0005439-0.0011433i,0.0010415-0.00090116i,0.00034173-0.00080895i,0.00022399-0.00042063i,0.00034681-9.1865e-05i,-8.1259e-05+0.00013638i,0.00017034+0.00023344i,0.00080473-0.00011156i,0.00084856+9.2985e-05i,0.000793+0.00076613i
0.0016292-0.00020602i,-0.00024571-0.0013294i,-0.0014619-0.0022775i,-0.0018962-0.001254i,-0.0021693-0.00065823i,-0.0026989-0.00072245i,-0.0020013+0.00023196i,-0.00082545+0.0011697i,0.00025858+0.00070614i,0.00059429-0.00042213i,0.00019858-0.00048579i,0.00034668-0.000801i,0.00071685-0.0014095i,0.0012008-0.00015232i,0.001613+0.00046875i,0.0013387-6.8288e-05i,0.00019188+5.8932e-05i,-0.0010037-0.00046065i,-0.0012931-0.00085995i,-0.00077639-0.00017904i,-0.00027399-3.1498e-05i,2.3189e-05-0.00062958i,0.0006617-0.00044323i
-8.3438e-05-0.0020482i,-0.0010103-0.0022293i,-0.0010553-0.0027361i,-0.0014132-0.0030769i,-0.0016711-0.0023228i,-0.0013436-0.00075011i,-0.0011988+0.00088812i,0.00041554+0.00062539i,0.0010254-0.00015416i,0.00014635-3.6299e-05i,0.00018279+3.8199e-05i,0.00045664+0.0003627i,9.026e-05-0.00021315i,0.00034616-0.0010102i,0.0010167-0.00083653i,0.00046368-0.0012256i,-0.00011226-0.0016404i,-0.00011154-0.00073795i,-0.00041751+1.8163e-05i,-0.0011441-0.0010184i,-0.00077681-0.0013806i,-9.688e-05-0.0011323i,-7.1997e-05-0.00076622i
0.00019077-0.0003882i,-0.0009722-0.00084468i,-0.0014468-0.00055427i,-0.0014156+0.00014301i,-0.0011431-4.4818e-05i,-0.00085187+7.2958e-05i,-0.00011888+0.00024987i,-0.0002472-0.00019121i,-0.0012533-0.00066935i,-0.00058654-0.000977i,0.0003307-0.0011636i,0.0011305-0.00086935i,0.0011847-0.00054914i,0.00079794-0.00037492i,0.00065664-0.00039029i,0.0005915-0.00054068i,0.00058601-0.00063905i,6.366e-05-0.00038034i,-0.00010531-6.4284e-05i,0.00035152-0.00022687i,0.00013632-8.4808e-05i,-2.3841e-05+4.7944e-05i,-0.00055509-0.00034574i
0.00088404+0.00022349i,-0.00029722-0.00044396i,-0.00032902-0.00088617i,-0.00063732-0.0012908i,-0.00077908-0.0012699i,-0.0010778+6.7488e-05i,-0.0016994+0.0011992i,-0.0015456+0.0011722i,-0.0015186+0.00081675i,-0.00094558+0.00048958i,0.00047635-0.00015243i,0.00086774-0.00082803i,0.00076717-0.0011717i,0.00020613-0.0010407i,-0.00041909-0.00013085i,8.4155e-05+0.001099i,0.00049061+0.00071214i,0.00019769-0.00072088i,0.00039353-0.0010536i,0.00056229-0.00019012i,0.00021547+0.00024717i,1.4188e-05-0.00014488i,-0.00029421-7.7414e-05i
-0.00092391+2.0465e-05i,2.9557e-05-0.00084125i,0.00039654-0.0002825i,0.0013008+0.00030243i,0.0010521+0.00051991i,-0.00050126-0.00016788i,-0.00051264+0.00041774i,-8.7498e-05+0.0013219i,0.00015105+0.0011028i,0.00032129+0.00062111i,0.00042202-0.00049263i,0.00029081-0.0011565i,0.00030888-0.00089448i,0.00042624-0.0006875i,-0.00010039-0.00099628i,8.353e-05-0.00064687i,-1.7929e-06+5.3812e-05i,-0.00024165-6.034e-05i,6.4092e-05-0.00034377i,0.0003216-0.00088366i,0.00038209-0.00030013i,9.4775e-05+0.00074815i,-0.00034931+0.00040853i
0.00087048-0.0011812i,0.00025303-0.002441i,-0.0010399-0.0029373i,-0.0015754-0.0028976i,-0.0016116-0.0026526i,-0.0018223-0.00083231i,-0.0014866+7.2287e-05i,-0.00046784+0.00065044i,0.00059036+0.00048357i,0.00028274-2.7371e-05i,0.00014976-0.00022069i,0.00078975+0.0005951i,0.00089391+0.0010383i,0.00066408-8.9681e-05i,0.00060508-0.00075208i,0.00072446-0.00070212i,0.00072003-0.00034321i,0.00012666+0.0004413i,-0.0001106+0.00094105i,-0.0004881+0.00079176i,-0.00060757+0.00040731i,-0.00040488-0.00050044i,0.0003854-0.0002007i
