0.00097527-0.00028338i,0.0015912-0.0019216i,0.00038542-0.0028795i,-0.0019233-0.0021212i,-0.0039612+3.2146e-06i,-0.0037963+0.001833i,-0.0017318+0.00099956i,-0.00063765+0.00048339i,8.1061e-05+0.00026568i,0.00040226-0.0006418i,5.2392e-05-0.0012714i,-0.00065394-0.001394i,-0.0011786-0.00054515i,-0.0010588+0.00011323i,-0.00060688+0.00055066i,2.4996e-06+0.00034023i,0.00017026-0.00098699i,0.00061615-0.0010282i,0.00095156-2.9228e-05i,0.0012575+0.00082108i,0.00078306+0.0017644i,-7.0676e-05+0.001769i,-0.00010958+0.00069514i
-0.0012982-0.0015632i,-0.0017508-0.00063703i,-0.0022625+0.0010502i,-0.0020355+0.0026199i,-0.0011443+0.0032169i,-0.00030113+0.0020529i,9.227e-05+0.00071006i,-0.00038465+0.00026369i,-0.00074945+0.00020053i,-0.00056892+0.00054121i,-0.00075682+0.00079674i,-0.00034969+0.00047083i,0.0004295+0.00067916i,0.00026354+0.00051118i,-0.00025015+0.00013782i,2.7136e-05+0.00055572i,0.0010741+0.00055842i,0.001065+0.00018692i,0.00015385+0.00022101i,-0.00024869-0.00035872i,-0.00019012-0.00052023i,0.00022724-0.00028092i,0.0003431-0.00044704i
0.0011644+0.001179i,0.00087009+0.0014845i,0.0013132+0.00089395i,0.00078258+0.00030758i,-3.4811e-05+0.00037727i,-0.00031551-3.8294e-05i,-7.3306e-05-0.00024381i,0.00023557+0.0002643i,-0.00042861+0.00018373i,-0.0011072-0.00064045i,-0.00019547-0.00051468i,0.00071366+0.00016467i,0.00032313+0.0004792i,-9.359e-05+0.00039088i,0.00032985+0.00035653i,0.00058351+0.00010612i,0.00059061-0.00025359i,0.00030243-0.0006932i,-0.00018733-0.00028058i,-0.00024738+0.00060834i,7.5143e-05+0.00040947i,-0.00012507-0.0002986i,-0.0006179-0.00011227i
0.0019588-0.0022018i,0.0035137-0.0027945i,0.0020745-0.0023024i,0.00017513-0.00098491i,0.00055569-0.0005844i,0.00034649+0.00013811i,-0.00099738+0.00096386i,-0.0011699+0.00096897i,-0.00021199+0.00035343i,5.8348e-05+0.00011115i,-0.00034615-4.2023e-05i,0.00028107-0.00057033i,0.00050027-0.00034766i,-1.7342e-05+0.00038913i,0.00026522+0.00084063i,0.00026089+0.00096047i,0.00033376+0.00061984i,0.00083279-0.00038322i,0.0003883-0.0011855i,0.00023816-0.0013247i,0.00071803-0.00012012i,0.00054539+0.0002374i,-0.00076106-0.00010138i
-0.0029978+0.0025334i,-0.0031626+0.0030216i,-0.0018584+0.0023841i,-0.00041637+0.0014259i,-0.00010011+0.0013477i,-0.00099736+0.00079645i,-0.0014855-0.0002544i,-0.0012188-0.00053944i,-0.00029527-0.00017554i,0.0005535-2.4245e-05i,0.00063036+0.00016488i,0.00025311-0.00034133i,0.00013181-0.0011381i,0.00026183-0.00086759i,0.0001721-0.00033659i,0.00014828-0.00028152i,0.000312+0.0002596i,-0.00011819+0.00053139i,-0.00041854-0.00032402i,-0.00029667-0.00078395i,5.9987e-05-0.00025437i,3.198e-05+0.0003616i,-3.089e-05+0.00067818i
0.0014312-0.00093258i,0.001443+0.00032806i,0.001079+0.00081074i,0.00029871+0.00082889i,0.00077996+0.00015367i,0.0010677-0.0011556i,-2.415e-05-0.0011276i,-0.00046752-0.00043323i,-0.00067206-0.00044503i,-0.00099435+0.00027228i,-0.0014485+0.00095602i,-0.0012993+0.00044854i,-0.0011394+0.00027238i,-0.00060727-0.00018759i,-0.00025408-0.00034119i,-0.00025655-4.1558e-05i,1.8384e-05+0.00013217i,0.0003571+0.00022157i,0.00010363+0.00085762i,-3.9444e-05+0.00071223i,0.00036895-0.00025397i,0.00043386+7.3563e-05i,0.0007879+0.00076398i
0.0031917+0.0008485i,0.0030488+6.566e-05i,0.0025815+2.3678e-05i,0.00202+0.00058941i,0.0019578+0.00071308i,0.0013412+0.00045685i,-0.00027773-0.00055827i,-0.0003085-0.00076512i,0.00024207+0.0001674i,8.3703e-05+0.00077449i,-2.0483e-05+0.00025184i,0.0001633-9.5094e-05i,0.00082376-2.4178e-05i,0.00056321-0.00059734i,-0.00010169-0.0010326i,0.00057888-0.000937i,0.0010225-0.0007136i,0.0010133-0.00030094i,0.00026563+0.00024069i,-0.00045262+0.00021398i,-0.0003547-0.00021695i,-0.00032963-0.00018341i,-0.0003654+0.00019633i
-0.0037315-0.0014621i,-0.0052778-0.0015728i,-0.005722+2.0522e-05i,-0.003233+0.0023261i,-0.00095715+0.0029974i,-0.00051585+0.0015043i,-0.0010166+0.00038399i,-0.00079336+0.00026856i,-0.0002404+0.0001581i,-6.7754e-06+0.0004457i,-0.00020532-3.076e-05i,-0.00012814-3.2376e-05i,-0.00021976+0.00025967i,0.00021046-0.00014072i,0.0011589+6.7693e-05i,0.0011241+0.00010221i,0.00023926+4.3811e-05i,-0.00010659+0.00022257i,-0.00017665-0.00039782i,-0.00028301-0.00056712i,-0.00035921-0.00036317i,-9.9875e-05-0.00015781i,0.00038943+0.00068399i
-0.0007853-0.0010061i,-0.0010831+0.00083649i,-0.00090637+0.0014696i,-0.00027496+0.0018127i,0.00013889+0.0018045i,5.9858e-06+0.00035456i,0.00049454-0.0010414i,0.00047953-0.00059258i,-0.00038784+0.00015063i,-0.00092051+0.000631i,-0.00034428+0.00092444i,0.00039919+0.00063835i,0.00066116-4.1365e-05i,0.00043793-0.00026052i,0.00038661-0.00024427i,0.00043147-0.00069524i,0.00021638-0.00046303i,-0.00031496+0.0001281i,-0.00068572-0.00031075i,-0.00066298-0.00010641i,-0.00040063-0.0001826i,-0.00024455-0.00044734i,-0.0002403+1.5051e-05i
0.0048465+0.00021949i,0.0054161+5.8387e-05i,0.0051145-0.00024267i,0.0033414-0.00030631i,0.0017381-0.000515i,0.0006593-0.00038639i,-0.00038822+0.00032902i,-0.00091849+0.00053439i,-0.000876+0.00032547i,-0.00023424-0.00011676i,-0.00020542-0.0003374i,-0.00027376-0.00037452i,-8.275e-05-0.00078937i,0.00020908-0.00096271i,0.00012364-0.00046627i,3.316e-05-0.00010217i,0.00044255-0.00054321i,0.00030822-0.0014177i,1.2028e-06-0.0013149i,0.00048393-0.0010265i,0.00072914-0.00039549i,0.0001217-4.6262e-05i,-0.00017745-0.00040796i
-0.0026186-0.0016919i,-0.0021902-0.0034794i,-0.0014333-0.003364i,-0.0010519-0.0010261i,-0.00026995+0.00062323i,-0.00013414-0.00012614i,-0.00045337-0.0012533i,-0.00014426-0.00068382i,0.00046371+0.00011236i,0.0015889+6.8715e-05i,0.0012556+8.5154e-07i,0.00018845+0.00067923i,-5.9463e-05+0.00070347i,0.00027405-0.00035926i,0.00013086-0.0003855i,-5.7505e-05+0.00013202i,-0.00028274+0.00021984i,-0.00016839+0.00043833i,0.00014384+0.00075111i,0.00016595+0.00060865i,0.00034164+0.0006856i,0.00047656+0.00028167i,-0.00013582-4.2655e-05i
0.00021684-0.0029855i,-0.0013191-0.002946i,-0.0029001-0.0013492i,-0.0030646+2.1538e-05i,-0.0018885+0.00075746i,-0.0015762+0.00041111i,-0.0011829-0.00010082i,1.3748e-05+0.00028231i,0.00024278+0.00064995i,-0.00040765+0.00010498i,-0.00089348+0.00011683i,-0.00054678+0.00030012i,-0.00029156+0.00060594i,0.00029951+0.00059592i,0.00050248-0.00014172i,-0.0003454-9.9539e-05i,-0.00057498+0.00015255i,0.00013834+7.7067e-05i,0.00015706+0.00042524i,-0.00022614+0.00027433i,-3.5223e-06+0.00027521i,-0.00017577+0.00061096i,-0.00026809-0.00049333i
0.00038637+0.0022575i,7.9548e-05+0.0028766i,0.0013436+0.0031863i,0.0017876+0.0027116i,0.00047601+0.0021257i,-0.00059673+0.0012481i,-0.00061695+0.00092496i,-0.00033572+0.00048564i,-0.00012081-0.00023057i,-2.0432e-05-4.9658e-05i,0.00020902+6.2959e-05i,-2.9068e-05+3.1474e-05i,0.00023463+0.00038927i,0.0003278+0.00045685i,0.00012465+0.00066109i,-0.00015912+0.0001371i,-0.0008592-0.0003496i,-0.0009481-0.00040715i,-0.00063788-0.00013048i,5.2416e-05+0.00055905i,0.00016814+0.0010141i,-0.00038247+0.0010476i,-0.0003908+0.00021251i
0.00071004-0.0030159i,0.0016907-0.0033785i,0.0017851-0.0039832i,0.00076995-0.0028762i,-0.00016961-0.0013277i,-2.1153e-05-0.00082391i,3.2222e-05-0.00021829i,-0.00023814+0.00010982i,-0.00048605+0.00016712i,-0.0013621+0.00035084i,-0.0014196-7.4455e-05i,-0.00050839-0.00061883i,-1.3469e-05+5.1188e-05i,0.00040352+0.00054589i,0.00019292+0.00021779i,-0.00079546-0.00015607i,-0.00047756-8.5266e-05i,0.00018536+1.2593e-05i,-3.743e-05+0.00011188i,-0.00022399+0.00010621i,-0.00027035-8.7627e-05i,-0.00012347-3.8954e-06i,-0.00015805+0.00020121i
0.0022007-0.0019792i,0.0011123-0.0026953i,-0.0010147-0.0026699i,-0.0021263-0.00089652i,-0.0019201+0.00046072i,-0.0018885+0.00057404i,-0.00073755+1.379e-05i,0.00054793+0.00037003i,0.00065912+0.0013314i,0.00041627+0.0011087i,0.0001617+0.00027465i,0.00054739-0.00013502i,0.0005224-8.008e-05i,0.00034691+0.00055669i,0.0010922+0.00057431i,0.0014472-0.00067253i,0.00086045-0.0016195i,0.00086372-0.001287i,0.00096004-0.00057766i,0.00038666+4.5739e-05i,-0.00031976+0.00022682i,-0.00016602-0.00022737i,0.00014923-0.00050812i
-0.0024637+0.0027033i,-0.0025684+0.0031517i,-0.0006267+0.0030981i,0.00015218+0.0020123i,0.00063072+0.00064318i,0.00047758+0.00012151i,-0.00017207+0.00011301i,-0.00072409+0.00022937i,-0.00072537+4.7624e-05i,-0.00046375+0.00032909i,-0.0002709+0.00062511i,-0.00010759-0.0005505i,-0.00040676-0.00086109i,-0.00050767+0.00013288i,-0.00039006+0.00055426i,-0.00025127+6.993e-05i,0.00030554-0.00063359i,0.0003356-8.4663e-05i,0.0003842+0.00026695i,-0.00012597-0.00056937i,5.4493e-05-0.00052814i,0.001117-0.00042163i,0.0016586-0.0001322i
-0.00074694-0.0029134i,0.00048477-0.0012113i,0.00072349+0.00079455i,0.0010165+0.0012653i,0.00093224+0.0016366i,0.00055986+0.00085801i,-0.00012954+0.00063948i,-0.00037959+0.00097487i,0.00038454+0.00086047i,0.00061242+0.00034517i,0.00047546+0.00034711i,0.00056874+0.00078279i,0.00031389+0.00016061i,0.00048284-9.0021e-05i,0.00041062-0.00023867i,-0.00058188+0.00011436i,-0.00074096+0.00069402i,-0.00067339+0.0003422i,-0.0004397-0.00064726i,-0.00010263-0.00075976i,0.00012089+0.00033567i,0.00029124+0.00045869i,-0.00014425-0.00012621i
-0.00058254+0.0013877i,-0.0012291+0.00087467i,-0.00038881+0.0003484i,0.00038233-0.00015645i,0.00026575-7.711e-05i,-0.00021997+0.00022465i,-0.00080967+0.00048134i,-0.0011013+0.00040733i,-0.00090495+9.2207e-05i,-0.00057053-0.00023752i,-0.00017078-0.000387i,3.5541e-05-0.00054419i,0.00016871-0.00014981i,-0.00013967+0.00014033i,-0.00034116+0.00027989i,5.4636e-05+0.00023735i,0.00038274+9.3076e-06i,0.00052515-0.00019137i,0.00021373-0.00045919i,-0.00026778-6.6173e-05i,-0.00033182-0.00041991i,0.00012579-0.00081799i,0.00031676-4.1734e-05i
-0.0017913-0.00016524i,-0.0020635+0.00069627i,-0.001868+0.0013658i,-0.0013963+0.0011286i,-0.00070277+0.00090557i,5.0626e-05+0.00037733i,2.1524e-06+4.5126e-05i,-0.00061565+0.00054839i,-0.0011382+0.00063158i,-0.00092396+0.00053607i,-0.00061375+0.00021575i,-0.00056106-0.00013555i,-6.9279e-06-0.00056722i,0.00067618-0.00079484i,0.00037904-0.0010311i,0.0001048-0.00044122i,0.00061669+0.00021511i,0.00063557-0.00042841i,0.00042459-0.00086496i,-0.00019041-0.00086665i,-0.00037307-0.00090194i,0.00044781-0.00067474i,0.00031046-0.00091168i
8.5655e-05-0.0017499i,0.00035591-0.0013112i,0.00039119-0.00083178i,0.00014871-0.00014415i,-0.00032606+0.00086327i,0.00040703+0.00076545i,0.0010689+7.6659e-05i,0.0005405+0.0008352i,0.00063294+0.00091037i,0.00048794+0.00028214i,3.0838e-05-0.00014973i,-0.0004168-0.00025506i,-0.00067534-0.00024172i,-9.9393e-05-0.00061708i,-0.00017026-0.00044136i,-0.00056178-5.2451e-05i,-0.0002662+0.00055298i,-6.3261e-05+0.00082135i,0.00040935+0.00034909i,0.00024803-0.00043722i,-0.00058237-0.00081798i,-0.00080159-0.00022553i,0.00015549+5.9147e-05i
-0.00056527-0.0012602i,-0.00071165-0.0011082i,-0.00057996+0.00033407i,-0.0007195+0.00032973i,-0.00018659+0.0001101i,2.5747e-05-0.00042022i,-0.00075493-0.0006215i,-0.00029028-8.5604e-05i,0.00018761-0.00010077i,-0.0001928-0.0004054i,-0.00067653-0.00010548i,-0.00059508-0.00031331i,0.00059123-0.00057781i,0.0010801-0.0005051i,0.00042323-0.00047946i,-0.00063615-5.6676e-06i,-0.0014489-0.00050104i,-0.0012892-0.00088213i,-0.0011128-0.00042843i,-0.00092467+0.0006569i,-0.00022158+0.0012119i,-0.00012523+0.00021249i,-0.00041448-0.00040167i
-0.0012664+0.0019659i,-0.0014678+0.0017068i,-0.0018179+0.0024315i,-0.0017286+0.0029431i,-3.0997e-05+0.0018916i,0.00066778+0.0006182i,0.00012935-0.00012536i,-0.00051471+0.00049226i,-0.0012063+0.0014158i,-0.00088368+0.0010528i,-5.7777e-05+0.00010028i,-9.1449e-05-0.0003194i,-0.0003141-9.2785e-05i,6.6718e-05-9.6119e-05i,0.00075443-0.00042044i,0.000487-0.00031238i,-1.7739e-05+2.1936e-05i,0.00051567+0.00071147i,0.00029317+0.00077819i,-0.00025607+0.0003259i,-0.00019894-5.1345e-05i,-8.1391e-05+0.00028673i,-0.00010423-3.7344e-05i
0.00049903+0.0010181i,0.0004304+0.0014594i,0.0016736+0.001036i,0.0024983+0.00011011i,0.0013582-0.00052763i,0.00013563-0.00078489i,0.00067513-0.00038906i,0.00067904+0.00030409i,-0.00015-0.00010721i,-9.4866e-07-0.00041778i,0.00020629-0.00057106i,0.00057589-0.0010091i,0.00041756-0.00093753i,-0.00037773-0.00082512i,-0.00048398-0.00043111i,0.00035997-0.00067362i,0.0010057-0.00082554i,0.00090189-5.8781e-05i,0.0010216+0.00063702i,0.00054134+0.00075065i,-0.0004031+7.3451e-05i,-6.7855e-06-0.00062312i,0.00036933-0.00028912i
-0.00034979-9.0242e-05i,-0.00024673+0.0002204i,-5.9651e-05-0.00066751i,-0.00018164-0.00095906i,0.00012713+9.3441e-05i,-0.00010823+0.00080462i,-0.00070625+0.00060714i,-0.00065462+0.00028016i,-0.00087919+0.00036579i,-0.00093696+0.00060999i,-0.00038699+0.00039155i,0.00054847+4.655e-05i,0.00049433+0.0006841i,-1.6432e-05+0.00081868i,0.00022602+0.00033311i,0.00033353+2.0022e-05i,0.00028982+0.00028804i,-0.0001905+0.0010209i,-0.00030453+0.0010983i,0.00013879+0.00023986i,0.00024498-8.0266e-05i,-0.00017669-8.8109e-05i,-0.00020947-0.0001624i
0.001245+4.3762e-06i,0.0022698-0.0012843i,0.002264-0.0025578i,0.0018492-0.0011958i,0.00096971-3.0641e-05i,0.00016588-0.00012862i,7.9306e-05+9.7052e-05i,0.00020056+0.00032796i,0.00063581+0.00051276i,0.0010076+0.00053933i,0.00085049+0.00050634i,0.00050134+0.00073809i,-0.00023957+0.00048614i,6.2726e-05+0.00015479i,0.00011139+0.0002897i,-0.00041102-9.6127e-05i,-0.00041909-0.00055317i,8.7032e-05-0.00029813i,0.0002731-7.5761e-05i,0.00020663-0.00015623i,0.00039041+0.00044567i,-5.5429e-05+0.00054587i,-5.4365e-05+0.00040803i
-0.0011281-0.00033937i,-0.0011696+0.00065135i,-0.0010472+0.0022349i,0.00028333+0.001947i,0.0013488+0.00033884i,0.00075779-0.0011291i,-0.00022622-0.001081i,-0.0011547+0.00014971i,-0.0012279+0.00046241i,-0.00083394+0.00022331i,-0.00078053-0.00010124i,-0.00045301-8.1687e-05i,-0.00039795+0.00054895i,-0.00028332+0.00051045i,-0.00037508+6.3763e-05i,-0.00028077+9.5602e-05i,-0.00012507+8.6063e-05i,-0.00058666-0.00038171i,0.00041028-0.00044547i,0.0015275+0.00013516i,0.0013407+0.00068966i,0.00038778-7.6862e-06i,-0.00019402-0.0006701i
0.0034353+0.0015049i,0.0033906+0.0013673i,0.0024159-9.5171e-05i,0.0017552-0.00022672i,0.00092726+6.5292e-05i,-8.242e-05+0.00026579i,-0.00013379+0.00064609i,-4.8767e-05+0.00096504i,6.6872e-05+0.00077878i,-0.00027334-1.0788e-05i,-0.00052442-0.00040607i,-0.00022427-0.0006511i,-0.00050421-0.00078083i,-0.0011151-0.00013417i,-0.0008377+0.00030753i,-0.00035811+3.7899e-05i,-0.00082969+0.00024392i,-0.0011164+0.0008254i,-0.00043337+0.00042934i,8.0252e-05-0.00029772i,0.00018642+7.128e-05i,0.00014688+0.00046143i,0.00026194-2.5643e-05i
0.00059538-0.0016113i,0.0005416-0.0022402i,0.00071847-0.0024789i,0.00023154-0.0013085i,-0.00024601-0.00041195i,-7.2206e-05+0.00039482i,-0.00016783+0.00069886i,-0.00090479+3.1445e-05i,-0.00067004-0.00056485i,-8.977e-06-0.00013491i,0.00037387-9.9461e-06i,0.00059085+0.00023701i,0.00062303+0.0010987i,0.00037776+0.00084359i,0.00020782+0.00090897i,-0.00017264+0.00088509i,-0.00079653-3.5774e-05i,-0.00073859-0.00043317i,-0.00064298-0.00034001i,-0.00082802+2.0455e-05i,-0.0010569+0.00030161i,-0.0010031+0.00041341i,-0.00057835-0.00011308i
0.00046073+0.00056936i,-0.00052094+0.00037654i,-0.00018635+0.00094772i,0.0015781+0.0018102i,0.0015474+0.0014646i,0.00038838+0.00059237i,-0.00021957+4.1432e-05i,-2.7318e-06+0.00031353i,1.729e-05+0.00080302i,-0.00020882+0.00075616i,0.00039324+0.00068754i,0.0011618+8.603e-06i,0.00072017-0.00038158i,0.00028035-0.00084269i,0.00085749-0.00081134i,0.0010852+0.00025803i,0.00029983+0.00031105i,0.00017195-8.32e-05i,-0.0001969-0.00072215i,-0.00060955-0.00080797i,-1.3272e-05+0.00010362i,0.00088488+0.0012755i,0.0010709+0.0014187i
5.9243e-05+0.0025823i,0.0005649+0.003218i,0.0013425+0.0018172i,0.0011843+0.0011528i,0.00027314+0.00096891i,-0.00029783+0.0001919i,-0.00020676+0.0002123i,-6.757e-05+0.00025559i,0.00015903-0.00061185i,8.5536e-05-0.00091195i,0.0001111-0.00015289i,-7.8107e-05+1.5052e-05i,-0.00017949-7.222e-07i,-0.00012798+0.00043759i,-0.00041216+0.00021739i,-0.00028806+0.00030137i,0.00051654+0.00055354i,0.00033383+0.00038067i,-0.00045269+0.00041054i,0.00028534+0.00038258i,0.00020073+0.00072517i,-0.00045825+0.00071519i,-0.0001668+0.00016415i
0.00020002-0.0014949i,-0.00015146-0.0010844i,-0.0006244-0.0010351i,-0.0012677-0.00089229i,-0.00064013-0.00026175i,-0.0004056+0.00043923i,-0.00053083+0.00045844i,0.0002322-8.2795e-05i,7.9281e-05+0.00046521i,-0.00059224+0.00063095i,-0.00042148+0.00089706i,0.00019656+0.0011614i,0.00024628+0.00024078i,3.0319e-05-0.0002865i,-1.091e-07+2.7278e-05i,0.00011162+0.00027331i,0.00017372+9.8252e-06i,-0.00014462-0.00038845i,-4.436e-05-0.00015753i,7.5795e-05-0.00015534i,8.6018e-05-0.00099395i,2.8646e-05-0.00036312i,-0.00042023+0.0005622i
0.0024001+0.0016017i,0.0030354+0.0018504i,0.0023115-0.00064839i,0.0021291-0.0015953i,0.0013163-0.0010462i,-9.8444e-05-0.0005409i,-0.00064236+0.00012065i,-0.00070804+0.00077386i,-0.00054818+0.0011487i,-0.00031356+0.00062536i,-6.0381e-05+0.00028348i,0.00052912+0.00068128i,0.00050066+0.00093873i,8.7634e-05+0.0008291i,-7.9047e-06+0.00065463i,0.00049567+0.00072192i,-0.00020077+0.00050368i,-0.00097869-0.00087365i,-0.00023447-0.00063417i,8.3713e-05+0.00019452i,0.00038962+4.9738e-05i,0.00010468+0.00024614i,-0.0002004+0.00025991i
-0.0016585-0.0014219i,-0.0026092-0.0016003i,-0.0021684-0.00065571i,-0.001396+0.0012646i,-0.0012634+0.001614i,-0.000864+0.001129i,-0.00064379+0.00084729i,-0.00035446+0.00038852i,-0.00059148-0.0008085i,-0.0010522-0.0010822i,-0.00092529-0.00068466i,-0.00079446-0.00025085i,-0.00039304+0.00065072i,0.00038314+0.0011786i,0.00042081+0.00047302i,0.00055854-4.1152e-05i,4.2004e-05-0.00039804i,-0.00082067-0.0009837i,-0.00087231-0.00081112i,-0.0012288-0.00040035i,-0.0013624+0.00057411i,-0.00050132+0.00040789i,-0.00012312-8.0306e-05i
-0.0003198+0.0012724i,-0.00011353+0.0019778i,0.00018768+0.0015841i,0.00043853+0.0012046i,0.000224+0.00034405i,-2.1287e-05-0.00052795i,-7.6843e-05-0.00050532i,-0.00031147+0.0005123i,-0.00016216+0.00059651i,-0.00011526+0.00021555i,8.8878e-05+0.00010757i,0.00026909+3.8855e-05i,4.9564e-05-0.00039042i,-0.00074623-0.00051416i,-0.0010444+1.0532e-05i,-0.0012038+0.00051347i,-0.0011327+0.00022936i,-0.00032386-0.00062735i,0.0002014-0.00058204i,0.00024561-0.00019218i,0.00036029+0.00026066i,0.00020337-8.1536e-05i,0.00096016-0.00061931i
0.00092397+0.00089366i,0.0012863+0.0014104i,0.00055751+0.0025941i,0.00089172+0.0032818i,0.0012116+0.0025357i,0.0008059+0.00083976i,0.00011703-0.00070819i,-0.00014056-0.00085191i,-0.00035716-0.00022702i,-0.00062387-7.7959e-05i,-0.00063132-0.00034037i,-0.00045691-0.00079151i,0.00076816-0.00093014i,0.00097014-0.00077958i,0.00020832-0.00021848i,-0.00010723+0.00023721i,0.00016636-1.1246e-05i,6.0031e-05+7.8817e-05i,0.00016151-3.468e-05i,0.00062316+0.0004919i,0.00032112+0.0011808i,0.00055172+0.00081891i,4.2558e-05+0.00097032i
0.0012978-0.0015671i,0.0017135-0.0030069i,0.00064422-0.0041002i,-0.00030124-0.0028263i,-0.00096647-0.00032918i,-0.0012279+0.00065598i,-0.00099645+0.00041467i,-3.7405e-06+0.00075709i,0.00036865+0.00065842i,-0.00055491-0.00014875i,-0.00045774-0.00021829i,3.9247e-05+0.00022767i,-0.00058708+0.00074769i,-0.0014003+0.001114i,-0.001044+0.00060841i,-0.00031743-8.4001e-05i,-0.00032278-0.00022851i,-0.00044447-0.00028516i,-0.000135+2.6269e-05i,-7.2282e-05+0.00043584i,-0.00014521+0.00012314i,-0.00027369+3.7012e-05i,-0.00019119+0.00034781i
-0.00073604-0.0004728i,0.00022399+0.00021517i,0.00068368+0.0011277i,0.00053879+0.0014627i,0.00053796+0.00061587i,0.0006346+0.0001808i,0.0004612+0.00043905i,0.00037281+0.00019714i,-0.00014488-0.00061312i,-0.00058366-0.0013089i,0.00010519-0.00068982i,0.00013418+0.0002694i,-4.7981e-05+0.00059673i,0.00014654+0.0012045i,8.9368e-05+0.0013385i,0.00031337+0.00072888i,-0.00019833+0.00056309i,-0.0012046+0.00084318i,-0.0007902+0.0013245i,-0.00064051+0.0010319i,-0.00076241+0.00011458i,-0.00043969-0.00090527i,3.6501e-05-0.00087372i
0.0040092-0.00025649i,0.0032444-0.0017123i,0.0022462-0.002128i,0.00094679-0.0011728i,-6.5606e-05+4.9043e-05i,9.7835e-05+0.00018328i,-0.00012958+0.0011331i,-0.00043035+0.0014818i,-6.6763e-05+0.00054234i,0.00011504-0.00010288i,0.00018182+7.1579e-05i,0.0001369-8.2764e-05i,-0.00051871-0.00024072i,-0.00030735+0.00043988i,0.00041144+0.00055131i,0.00082621+0.00023851i,0.00096957-0.0008789i,0.001422-0.00091108i,0.00083353+0.00047718i,0.00012884+0.00074103i,0.00021444+0.00012869i,3.5972e-05-0.00027482i,0.00026046-0.00041925i
-0.0014626+0.0015895i,-0.00066064+0.0018441i,-0.00016062+0.002191i,9.1657e-05+0.0020198i,0.00082955+0.0016271i,0.00038035+0.00066303i,-0.00033446-0.00065886i,-0.00013914-0.00067868i,0.00035635-0.00043792i,0.00058017-0.00092882i,-9.0663e-05-0.00031727i,-0.00047714+0.00059217i,-4.6583e-05+0.00040362i,-2.3279e-05+9.2328e-05i,1.421e-05+9.1729e-05i,-0.00011497+0.00043798i,0.00010503+0.0002053i,0.00077352-7.2986e-05i,0.00043677-0.0002623i,-0.00038382-0.00045044i,-0.00097653-0.00011859i,-0.00036538+6.5458e-05i,0.00053333-0.00045925i
0.00025164-0.0011203i,-0.00027531-0.00063124i,0.00016995-0.00090137i,0.00036366-0.0006607i,0.00064794+0.00065144i,0.00075947+0.00083015i,0.00043356+0.00047412i,-0.0002008+0.00035742i,-0.00058698-0.00018032i,-0.00084099-0.00011488i,-0.0011601+0.00013553i,-5.2084e-05+0.00017789i,0.00037545-6.8153e-05i,0.00048678+0.00011394i,0.0013875+0.000644i,0.00079537+0.00061232i,0.0005187+0.0002965i,0.00034715+0.00018431i,-0.00035828-4.0282e-05i,-0.00049126-0.00064326i,-0.00046324-0.0011441i,-0.00056708-0.00027947i,-0.00052454+0.00048787i
0.0014926-0.00074076i,0.001706-0.00068897i,0.0013976-0.0006829i,0.00059782+0.00077676i,0.0002702+0.0010461i,-0.00041914-0.00014268i,-0.0011184-0.00067254i,-0.00096519-0.00058613i,-0.00068166-0.00033214i,-0.00092887-0.00027092i,-0.00081253-0.00015956i,-5.6841e-06-0.00034764i,0.00045664-0.00036954i,0.00020856-8.8877e-06i,-9.4925e-05+0.00081019i,-0.00012655+0.00075594i,0.00023361+9.6789e-05i,0.00025281-0.00034044i,0.00053436-0.00063344i,-1.7145e-05-0.00057035i,-0.00051127+0.00014629i,-0.00023207+0.0011188i,-0.00058726+0.0011361i
-0.0012045+0.00086578i,-0.0013855+0.00026218i,-0.0011548+8.8619e-05i,-0.00077819-0.00055404i,-0.00025363-0.00068603i,-0.00053518-0.00035977i,-0.00043962+0.00048578i,0.00022925+0.00098382i,0.00039383+0.00082817i,0.00013339+0.00047169i,0.00048096+0.00022951i,0.0010308+0.00072564i,0.00073967+0.00078233i,0.00075194+0.00018141i,0.00072654+0.00015159i,-6.4156e-05-7.1795e-05i,-0.00022738-0.00043916i,-0.00044003-0.00017171i,-0.00056911+0.00077093i,-0.00040147+0.00086291i,-0.00016172-1.5316e-06i,6.3534e-06-0.00032593i,0.00027017-0.00068293i
0.0010626-0.002164i,0.0019534-0.00057076i,0.0017812+0.0007811i,0.0011731+0.0010221i,0.00020045+0.00075905i,-0.00042446+0.00073022i,-0.00070875+0.00064601i,-0.00053521-4.929e-06i,-0.00028435-0.00022247i,-0.00046695-0.00035525i,-0.00084251-0.00010317i,-0.0010302+0.00049955i,-0.00065732+0.00085606i,-0.00036282+0.0009607i,-0.0005168+0.00067995i,-0.0007968+0.00015054i,-0.00033696+0.00024187i,0.00050903+0.0007716i,0.0003416+0.00078326i,7.7497e-05+0.00024774i,-0.000333+0.00040244i,-0.00050858+0.0001024i,-0.00012812-0.00066707i
