-0.0015336+0.0011735i,-7.5732e-05+0.00067925i,-0.00067268-0.0006538i,-0.0012278-0.00088405i,-0.0015165+0.00019513i,-0.0021051+0.00055274i,-0.0017922+0.00098415i,-0.00010525+0.0013042i,0.0010901+0.0014421i,0.00079968+0.00086509i,-6.4359e-05-7.8069e-05i,-0.00066285-0.00067507i,-0.00060565-0.00064741i,-0.00051547-0.0001732i,0.00027471+8.6646e-05i,0.00026498+0.00094631i,-6.4107e-05+0.00088309i,0.00025967-0.00011819i,5.315e-05+0.00011117i,-0.0004499+0.00060252i,-0.00029067-0.00014191i,0.00016654-0.00068261i,0.00031359-4.0757e-05i
-0.00046537-0.0011075i,-8.5181e-05-0.0013289i,0.00067123-0.00058289i,0.0010005+0.00047915i,0.00070333+0.0011132i,0.00033563+0.0010284i,0.00046904+7.5588e-05i,0.00049424-0.00068709i,-0.00028179-0.00047985i,-0.00047042-0.00035803i,-0.00044171-0.00032914i,-0.00082616-0.00031973i,-0.00099194-0.00087877i,-0.00031997-0.00048254i,0.00058811+0.00030258i,-0.00033497+0.00023635i,-0.00070899-5.4557e-05i,0.0003426+0.00024656i,0.000133+0.00049193i,-0.00046421-2.609e-05i,-0.00059006-0.00029407i,-0.00010254-0.00021763i,0.00027663-0.00023887i
-0.00074186+0.0010975i,-0.00010551+0.0010833i,-6.4738e-05+0.0014601i,0.00033262+0.0021086i,0.0012446+0.0019398i,0.0017753+0.00099976i,0.0010485+0.00068773i,-0.00019113-0.00015982i,-0.00062008-0.0013694i,-0.00022018-0.0010501i,-8.1733e-05-0.00021715i,-0.00024021-0.0005435i,-0.00057781-0.00069254i,-0.00094513-0.00056124i,-0.00066253-0.00040492i,-0.00019548-0.00028775i,-0.00067412+5.4342e-05i,-0.00032674+0.00018495i,0.00017745-0.00021358i,-0.00020543-0.00055401i,-0.00023834+0.00012606i,0.0002615+0.00042168i,5.7117e-05-0.00053156i
0.0010954+0.0010654i,0.0011899+0.000818i,0.0018533+0.0012759i,0.0022715+0.0012334i,0.0020794-0.00029478i,0.00027679-0.00070991i,-0.00083401-0.00021505i,-0.00061718-0.00067537i,-0.0004795-0.0012964i,-0.00070694-0.0010914i,-0.0010502+0.00012018i,-0.0010005+0.00050021i,-0.00087332-2.9423e-05i,-0.00037675+5.2539e-06i,0.00010152-9.3858e-05i,0.00063305+6.7726e-05i,0.0011828+0.00091716i,0.00089889+0.00062971i,0.00052058+0.00015565i,0.00034959+0.00026865i,-0.00017788-0.00012255i,9.7394e-05-0.00070655i,0.00032588-0.0006039i
-0.00072952+0.00075536i,0.00037528+0.00066139i,0.0016165+0.0010754i,0.0029156+0.002202i,0.0029874+0.0016632i,0.0012878-5.1274e-05i,0.00057868-0.00067127i,0.00055123+0.00010713i,-0.00010155-0.00024904i,-0.00058139-0.00032951i,-0.0016562-0.00039762i,-0.0018585-0.00053847i,-0.00074805+0.00056689i,-0.00010689+0.00067509i,-0.00034822-0.00032444i,-0.00062118-0.00074156i,-0.00061838-0.00043579i,-0.00017036-0.00068641i,-0.00021678-0.00091452i,-0.00014811+0.0001197i,-0.00019548+0.00057624i,0.00013174+0.00050902i,0.00058504+0.0004957i
0.0024058+0.00066576i,0.0020109+0.0013392i,0.0016889+0.00023975i,0.0015235-0.00078639i,0.0010583-0.0012675i,0.00044903-0.00099591i,0.00021093-0.00023396i,0.00025297+0.00048941i,0.00023107+0.00026167i,-0.00063423-0.00023583i,-0.00093138-0.00065384i,-0.00050974-0.0005721i,-0.00074596-0.00011802i,-0.001135+0.00016733i,-0.00080746-0.00014066i,-3.4067e-05-0.00034039i,0.0002842+0.00012605i,0.00011392+0.00034801i,0.0002469-0.00018463i,0.00021286-0.00036231i,-0.00012855+2.6011e-05i,0.00025936+0.00019007i,0.00029772-0.00039679i
0.00011228+0.0015587i,0.00048631+0.00070589i,0.0012638+0.0016755i,0.0013525+0.0028549i,0.0014674+0.001857i,0.0013466+0.00038557i,0.00079144-0.00056729i,0.00040933-0.00078981i,-0.00010865-0.001039i,-5.7543e-05-0.0012434i,4.7211e-05-0.0016318i,-0.00044851-0.0016577i,-0.00066952-0.0010579i,-0.00052337-0.00057172i,-0.00056581-0.00063705i,-0.00056359-0.0009152i,-0.00071982-0.00084958i,-0.00099623-0.00065043i,-0.00030159-0.00060009i,1.6064e-05-0.0007676i,-4.9377e-05-0.00066267i,-6.295e-05+9.0223e-06i,-0.00043394+0.00015478i
-6.4978e-05-0.00038986i,-3.619e-05+0.00018204i,0.00033625+0.00069374i,0.001459+0.00010354i,0.0013706-3.7185e-05i,0.0017322+0.00055258i,0.0014929-7.0756e-05i,0.00027916-0.00085494i,-0.0005148-0.00046136i,-0.0012696+6.0846e-05i,-0.0014424-1.1647e-05i,-0.00098554-0.0002408i,-0.00042004-0.00029094i,0.00023818-0.00046717i,0.00049536+0.00063093i,0.00059216+0.0010262i,0.00051269+0.0001602i,4.7402e-05+0.00058693i,-2.7322e-06+0.00083461i,-0.00014415+3.7674e-05i,-0.00060877-0.00086203i,-0.0012175-0.0014972i,-0.0014335-0.00075896i
0.0013743+0.00084541i,0.0021324+0.0014832i,0.0016951+0.00092551i,0.0008228-0.00047915i,-1.2275e-05-0.00074562i,-0.00059477-0.00019261i,-0.00023974+0.00020383i,-9.4424e-05+0.0001953i,-0.0010612-0.00095474i,-0.0012261-0.0013061i,-0.00075098+0.00036838i,-0.00023157+0.00080347i,-0.00010224-0.0001059i,-0.00028506+0.00033091i,-0.00016712+0.00096049i,-0.00018174+0.0008706i,-0.0003877+0.00054942i,-0.00039587+0.00021692i,-0.00050867+0.00033539i,-4.2272e-06-0.00017546i,0.00028322-0.00078863i,0.00051247-0.0010902i,0.0012389-0.00094333i
0.0018212+0.00012518i,0.0013537-0.00027757i,0.0015487-0.00084357i,0.001768-0.00084423i,0.00090786-0.00064792i,-0.00034345-0.00049246i,-0.000158-0.00023656i,0.0014028+0.00042028i,0.0017215+0.0007205i,0.000355+0.00019012i,-0.00072185-0.00057439i,-0.0010025-8.6542e-05i,-0.00039372+0.00012412i,0.00047235-0.00076464i,0.0010907-0.00061099i,0.0012334+0.0006256i,0.00044715+0.00089619i,0.00035558+0.00051704i,0.00074771-1.9039e-05i,-0.00031366-0.00014798i,-0.00073228-1.9713e-05i,0.0006585+0.00030804i,0.00063394+0.00045514i
-0.00058817+0.001223i,7.72e-05+0.0014002i,0.0020177+0.0020763i,0.003265+0.001596i,0.0028967+0.00053755i,0.001281-0.00017378i,0.00014425-0.00034408i,0.00010458+0.00045875i,0.00060491+0.00053798i,0.00089797-0.00020703i,0.0010396-0.00037824i,5.1456e-06-0.00064274i,-0.0012559-0.00066654i,-0.00091601-1.3609e-05i,-8.7167e-05+0.0001425i,2.5397e-05+0.00020936i,0.00031304+0.00049344i,0.00028242+0.00024217i,-0.00060995-0.00035672i,-0.00073749-5.0215e-05i,0.00022772+0.00032207i,0.00078833+0.00023605i,2.4882e-05+0.00016487i
0.00021994+0.0007973i,0.00026022+0.0012257i,0.00047743+0.0015816i,0.0015135+0.0016918i,0.0014965+0.0010589i,0.00088064-0.0002319i,0.00044729-0.00042951i,-0.00011413-0.00036305i,-0.00076654-0.00062458i,-0.0013423-0.00071646i,-0.0011056-0.0006037i,-0.0010464-0.00080115i,-0.00072654-0.00088243i,-8.0622e-05+5.0426e-05i,-0.0008089+0.0007385i,-0.0010565+0.00057062i,-0.00031483-0.00014765i,-8.0975e-05-0.00046295i,0.00016183-0.00035522i,0.00026232+0.00011358i,-3.4157e-05+0.00027075i,-2.8347e-05+0.00035894i,0.00019428+0.00023936i
-0.0010269+0.00099059i,-0.00059599+0.00044391i,0.0009745+0.0011918i,0.0018917+0.0017403i,0.0016442+0.00082007i,0.0013756+5.7684e-05i,0.00073542-0.00021713i,0.00032537-0.00015504i,1.0018e-05-6.3986e-05i,-9.7844e-05-0.00064787i,0.00033811-0.0011611i,0.00018543-0.0010827i,-0.0007555-0.0010337i,-0.00091327-0.00088929i,-0.00057627-5.5864e-05i,0.00023622+0.0006307i,0.00045644+0.0010777i,-0.0006155+0.00090304i,-0.00081145+0.00037874i,-1.1896e-05+0.00016695i,0.00082445+0.00027218i,0.00099859+0.0005515i,0.00053064+0.00014641i
0.00038702-0.00088261i,-0.00013399-0.00039742i,0.00035651-0.00039892i,0.00042664-0.00096315i,-0.0002614-0.0011607i,-0.00032979-0.00089182i,4.1273e-05-0.00029004i,-0.00021845+7.5681e-05i,-0.00052799+0.00014758i,-0.00037726-0.000209i,-5.159e-05-0.00050549i,-0.00026982+0.00010326i,-0.00029517+2.3476e-05i,-6.9717e-05-0.0010892i,-7.2406e-05-0.0015701i,-0.00016585-0.0004678i,8.2176e-05+0.00052893i,-7.6485e-05+0.00054866i,-0.00046244+0.0002311i,-0.00044186-0.00023988i,-0.00039034+4.0701e-06i,-0.00056585-0.00014832i,2.9937e-05-0.00091586i
-0.00068328+0.00050498i,-0.00052426+0.0011106i,0.00033578+0.0017835i,0.0011638+0.0013782i,0.0017601+0.00096478i,0.0015724+0.00076405i,0.00093061+0.00026038i,0.00014454+0.00016749i,-0.00060892+0.00083985i,-0.00022274+0.00079781i,0.00011044-1.003e-05i,-3.6083e-05-0.00043525i,-0.00049656-0.00028723i,-0.00033508-0.00076329i,0.00036655-0.00072642i,-3.9186e-05-0.00011097i,-0.00080897+0.00043527i,-7.6651e-05+0.00096212i,0.00078999+0.00065896i,0.00038444+0.00073033i,0.00032524+0.00069385i,0.00032609-0.00041521i,-0.00089174-0.0014227i
-0.0003243-0.0010574i,-0.00069369-0.0012002i,0.00041232-0.001107i,0.00086328-0.00056765i,0.00052269-2.9535e-05i,8.3073e-05+7.657e-05i,-0.00018838-0.00083429i,-3.2079e-05-0.001717i,0.00013009-0.00163i,0.00011385-0.00086394i,1.0099e-05-0.00044934i,-0.00057019-1.8195e-05i,-0.00056891+0.0010589i,-0.00081437+0.0011731i,-0.00053586+0.00094791i,0.00034279+0.0012241i,-1.6381e-05+0.0008798i,-0.00035928+0.00083214i,-3.2339e-05+0.00097266i,0.00079832+0.001045i,0.00087939+0.00096707i,0.00034086+0.00014159i,0.00050584-0.00086274i
-0.0010657+0.00051535i,-0.0012779-0.00080162i,-0.001477-0.000753i,-0.0013481+0.00037341i,-0.00013348+0.0012339i,0.00094637+0.0017192i,0.0016805+0.0022316i,0.0016513+0.0020343i,0.0002046+0.00083136i,-0.0010494-0.00016198i,-0.00081956-0.00054161i,0.00011399-0.00015279i,0.00025078+0.00035156i,-0.00048919+0.00040563i,-0.00034183+0.00031029i,0.00033857+0.00029249i,0.00023025+0.0005659i,-0.00012038+0.00057874i,-0.00011312+0.00031516i,0.0005338+0.00028662i,0.00055744-0.00014031i,-0.00019142-0.00054669i,-0.00063322+4.8665e-05i
0.00057592-0.00037367i,-0.00063174+0.00047406i,0.00055056-0.00017058i,0.00086885-5.0099e-05i,-4.3403e-05+0.0002447i,-0.0003208+0.00018409i,0.00020404-0.00013218i,0.00017202-0.0005241i,-0.00031426-0.00050534i,-0.00054446-0.0010227i,0.00010363-0.0014883i,-0.00014655-0.00077009i,-0.00055137+0.0007532i,9.2929e-05+0.00088928i,0.00018026-2.2436e-05i,-0.00025421+0.00038286i,-0.00066494+0.00085636i,-0.000369+0.00066824i,-0.00027107+0.00075897i,-0.00063814+0.00066616i,-0.0003224+4.0007e-05i,-0.00024937-0.00046528i,9.9166e-05-0.00013367i
-0.00023457-0.0022066i,-0.00010128-0.0020102i,0.00027535-0.00085496i,-0.00033425+0.00060811i,0.00034455+0.0012681i,0.0013748+0.00057096i,0.0017854-0.00056479i,0.0013699-0.00047374i,2.1857e-05+0.00023296i,-0.00065657+0.00024501i,-0.00060805+0.00028592i,-0.0004849+3.5735e-05i,-0.00039865-0.00094281i,-0.00048328-0.00066241i,-0.00044868-0.0002544i,-0.00032666-4.2397e-05i,-3.2967e-05-4.2305e-05i,0.0004736+0.00014255i,0.00039094+0.00054155i,-7.6994e-05-6.3737e-05i,-0.00016437+8.5418e-05i,-0.00019036+0.00052618i,-0.00024997+0.00051225i
0.00018977-0.0018364i,0.00026232-0.0020821i,-0.0010356-0.0032921i,-0.00051388-0.0021617i,5.5121e-05-0.00040248i,-0.00085983+0.00028722i,-0.0013289+0.00073645i,-0.001224+0.00037751i,-0.00041157-0.00010869i,-0.00030694+6.1294e-05i,-0.00098695+0.00037821i,-0.00087376+0.00060965i,0.00019591+0.00066465i,0.00092885+4.8236e-05i,0.00036703-0.00025882i,-0.00024332-0.00010457i,-3.834e-05-0.00016754i,0.00031285+0.00038935i,0.00013702+0.00055753i,-0.00030466-0.00015063i,-0.00064003+1.5787e-05i,-0.00066335+0.00058903i,-0.00070863+0.00083127i
0.00050792+0.0014017i,0.0004582+0.0015076i,0.0018399+0.0010666i,0.0017883+0.0011417i,0.0014395+0.00092012i,0.0012909-0.00036844i,0.0005008-0.00031139i,6.9161e-05+0.00022546i,0.00011416-0.00026773i,1.3111e-05-0.0005198i,-0.00068655-0.00011606i,-0.0011409+4.8471e-05i,-0.00059784+0.00051873i,-0.00033613+0.00074636i,-0.00026663-2.8463e-06i,0.00023824-0.00022808i,7.8833e-05+0.00048921i,-7.0823e-05+0.00030761i,0.00023735-0.00027024i,0.00037641-0.00026523i,4.4678e-05+0.00012224i,-6.7521e-05+0.00012414i,0.00020004+2.8423e-05i
-0.00021493-0.00046992i,-0.00040339+0.0003009i,-0.00067881+0.00039415i,0.00031522+0.00046845i,0.0010876+0.00090975i,0.0004478+0.00085133i,8.3198e-05+0.00013396i,-0.00096561-0.00052218i,-0.0015317-0.00036835i,-0.001247+6.1315e-05i,-0.0010951+0.00032154i,-0.00085513+0.00028411i,-0.0011954+0.00062244i,-0.00063228+0.00069976i,0.00026373+0.00034397i,0.00049434+0.0001966i,7.3343e-06+0.00050519i,-0.00046924+0.00096703i,-0.00019818+0.00089721i,-8.7113e-05+8.5545e-05i,-0.00024223-0.00047964i,-0.00024945+0.00021748i,6.0791e-06+0.00099533i
0.00025802+0.0013795i,0.0010409+0.0014787i,0.0019759+0.0019856i,0.0020064+0.00063743i,0.0025558-0.00020052i,0.0024021-0.00025569i,0.001707+4.1256e-05i,0.0013899+6.9399e-05i,0.00075771-0.00034089i,2.5336e-05-0.00089147i,-0.00038882-0.00040873i,-0.00059901-0.00012735i,-0.00040356-0.0004505i,-0.00065512-0.00035928i,-0.00073226-0.00042624i,-0.0005727+0.00020257i,-0.00025945+0.00041827i,-0.00012735+0.00010019i,0.00030591-0.00015807i,0.00048974-0.00014311i,-3.067e-05+0.00047552i,0.0002487+0.0005087i,0.00065398+0.00014718i
-0.00070861-0.0019758i,-0.00082949-0.0023931i,-0.00086246-0.00086863i,-0.0014517+0.0013051i,-0.00095744+0.002038i,0.00047541+0.0015969i,0.00076638+0.00024766i,0.00020285-0.00043093i,-7.0033e-05-0.00026737i,-0.00038622-0.00045829i,-0.00041672-0.00067388i,-0.00051384-0.00062362i,-0.00029427-0.00068236i,0.00044371-0.00075516i,0.00068297-0.00062803i,8.8171e-05-0.00084377i,-0.00038833-0.00049699i,-0.00019344+0.00030405i,0.00053502+0.00025075i,0.00058952-0.00068999i,-0.00013054-0.00032751i,-0.00098457+9.0575e-05i,-0.00087437-0.00033555i
0.0016055+0.0020115i,0.0016618+0.0019313i,0.002151+0.0013142i,0.0026752+0.00021057i,0.002737-0.00026389i,0.001085-0.00059131i,-0.00011026-0.00099402i,0.0002453-0.0006763i,0.0004066+5.4338e-05i,-0.0003074+0.00030682i,-8.5299e-05+9.2796e-05i,0.00034473-9.7751e-05i,0.00013368-0.00048836i,-0.00053478-0.00029196i,-0.00099432+0.00048194i,-0.00038362+0.00067963i,0.0009311+7.912e-05i,0.0011774-0.00056495i,0.0007069-0.00026773i,0.00068743+6.4484e-06i,0.00010151-0.00037972i,-0.00014553+0.00010271i,1.524e-05+0.00058057i
0.00056064-0.00081005i,0.00043886-0.0004545i,0.00083599+2.6182e-05i,0.00017517+0.00093922i,-0.0002957+0.0014615i,-0.00050595+0.00028686i,-0.00014441-0.00049189i,-0.00014251-0.00056439i,-0.00047537-0.0010907i,-0.00012443-0.0011972i,0.00061844-0.00070425i,0.00078982-0.00064078i,-0.00025462-0.00069983i,-0.00083151-0.00033855i,-7.6555e-05-0.00024909i,0.00040101-0.00031747i,0.00031742-0.00027225i,0.00011916+0.00014787i,-0.00041806+0.0001743i,-0.00051926-0.00024469i,-0.00024322+0.00021325i,-0.00062766+0.00098579i,-0.00055847+0.00077856i
0.0015174-0.00022366i,0.0015878-0.00064118i,0.0021337-0.00060592i,0.0021697-0.00031961i,0.002404-0.00066471i,0.0016176-0.00062937i,0.00098749-0.00045918i,0.00074357-0.00025823i,0.00070468+0.00018714i,0.00058799-0.00025128i,0.0003885-0.00053718i,-0.00028295-2.4708e-05i,-0.00093108+0.00046526i,-0.00017368+0.00034688i,0.00061061+9.6904e-05i,0.00022123+0.00031068i,0.00019525+0.00070483i,0.00014794-0.00010263i,-0.00045674-0.00020899i,-0.00013103+0.00049641i,0.00050981-0.0003462i,0.00056479-0.00061852i,-7.3473e-05+5.6242e-05i
0.00076173+1.7572e-05i,0.00040027+0.0015611i,0.00094006+0.0016345i,0.00182+0.00097241i,0.0013282+0.00017249i,-0.00020217-0.00036206i,-0.00072505-0.00073508i,-0.00023582-0.00054922i,0.00012342-0.00019618i,0.00016789-0.00068093i,0.0006066-0.00090763i,0.00033865-0.00032523i,5.0026e-05+0.00066232i,-4.8797e-05+0.00087505i,-0.00026775+0.00063877i,3.5101e-05+0.00063956i,-4.3019e-05+0.00070277i,-0.00038949+0.0012056i,-0.000688+0.00068628i,-0.00039144+0.00029338i,8.154e-06+0.00017938i,0.00058663-0.00025281i,0.00097083-0.00044625i
0.0017379+0.00090094i,0.0029449+0.00095366i,0.0020867+0.00078213i,0.001093+0.00063779i,0.00041129+0.00019423i,-0.00013994-0.00068689i,0.0003539-0.00079993i,-1.3201e-05-0.00047935i,-0.00085771-0.00019067i,-0.0010474-0.00033401i,-0.0010689-0.00045633i,-0.00074202-0.00047036i,-0.00027208-0.00017569i,-0.00055442+0.00034638i,-0.0011202+0.00059396i,-0.0008519+0.00096805i,0.00027803+0.0012317i,0.00016882+0.00045032i,-0.00046386-9.7711e-05i,-0.00017728-6.0179e-05i,2.6464e-05+0.00025972i,0.0003552-1.9857e-06i,0.0008139-0.00039811i
-0.0016894-0.00062562i,-0.00023734-0.00044466i,0.00090264+0.00086361i,0.0013658+0.0020481i,0.0010819+0.0014099i,0.00047099-6.7405e-05i,0.00015259-2.544e-05i,-9.7277e-05-0.00017983i,-0.00034711-0.00036984i,0.00019711-0.00057516i,0.001044-0.0014143i,-0.00044315-0.0012591i,-0.00098551-0.00037551i,2.2654e-05-9.4134e-05i,-0.00015054+0.00021445i,-0.00042803+0.00022078i,0.00016543+7.8177e-05i,3.6977e-05+5.3627e-05i,-0.00016053+0.00023329i,0.00035876+0.00047818i,0.00055964+0.00036422i,0.00037249+0.00043083i,2.3211e-05+0.00057421i
0.0014375-7.9963e-05i,0.0009892-0.00027574i,0.00079755-0.00033316i,0.00069929-0.0011053i,5.4701e-05-0.001253i,-0.00011877-0.0013604i,0.000905-0.00125i,0.0012455-2.575e-05i,-0.0002073+0.00022342i,-0.00041101-4.2808e-05i,0.00010207-0.00018336i,1.812e-07-0.00043089i,0.00027234-0.00068573i,0.00067316-1.7089e-05i,0.0006048+0.00084416i,0.00013008+0.0010133i,-0.0007122+0.00028562i,-0.0011654-0.0004312i,-0.0009182-0.00041037i,-0.00029474-0.00037409i,-0.00025169-0.00047458i,-0.00027875-0.00052049i,-0.0003969-0.00021842i
-9.9983e-05+0.00058986i,0.00066764+0.0007437i,0.00059215+0.00047145i,0.00070792+0.00015004i,0.0010971+0.00048413i,0.00023749+0.00028268i,-0.0005459-0.00095322i,-0.001145-0.00097i,-0.0013398-0.0002955i,-0.00018665-0.00023383i,0.0005442+0.00025871i,-5.1326e-05+0.00067335i,-0.00079239+0.00020457i,-0.00073919-0.00020187i,-7.2152e-05+0.00035344i,0.00012085+0.00086184i,-0.00070997+0.00042696i,-0.00070183+0.00020099i,-0.00066311+0.00048452i,-0.00078854+0.00051142i,0.00012+0.00078105i,0.00036259+0.00078459i,0.00027825+0.00054097i
0.00011078+0.00043812i,-0.00035515+0.0010148i,-0.00018097+0.00097742i,0.00058963+0.0007221i,0.00070478+0.00029925i,0.00051295-0.00042843i,0.00031441-0.00022113i,-0.00049359+0.00022065i,-0.00043785-0.00013752i,0.00014137-0.00089511i,-0.00052167-0.0010434i,-0.00088025-0.00031769i,-0.0008346+0.00035714i,-0.00081883+0.00091408i,-0.00082863+0.00086921i,-0.00092396+8.2908e-05i,-0.0002823-0.00079325i,0.00050295-0.00071871i,0.00080731+0.00017859i,0.00040143+0.00058352i,-0.00025904+0.00013443i,0.0002882-0.00021505i,0.001158-0.00048862i
-0.00042794-0.00043226i,0.00021975-0.00045718i,6.2559e-05+0.00075362i,3.4948e-05+0.0017716i,4.2009e-05+0.001591i,0.00030399+0.00084445i,0.00041324+0.00039168i,8.1253e-06+0.00059699i,-0.0002244+0.0011103i,-0.00055704+0.00077639i,-5.6388e-05-0.00062392i,0.00024034-0.0011393i,-0.00078301-0.00040824i,-0.0013717-0.00024438i,-0.0011657-0.00056849i,-0.0010653-7.3953e-05i,-0.00091595-8.3478e-05i,-0.00021864-2.9309e-05i,0.00027241+0.00039603i,5.5555e-05+0.00037483i,8.6917e-05+0.00024233i,0.00012017+0.0003349i,1.1095e-05+0.00051723i
0.00060703+0.00052392i,0.00078338+0.00071768i,0.0019467+0.00049711i,0.001471+0.00034647i,0.00076779+0.00026877i,0.00066264-0.00050218i,0.00031328-0.0011588i,0.00058047-0.00092816i,0.00045729-0.00049793i,0.00014539-0.0005454i,0.00031116-0.0001249i,0.00022464+0.000285i,0.00019459-0.00026137i,-0.00021652-0.00050802i,-0.00052493+0.00032546i,-0.00055788+0.00099346i,-0.00023844+0.00098573i,0.00048103+0.00055967i,0.00046008+0.00015967i,-0.00024298+0.00040085i,-0.00034657+0.00080337i,0.00010545+0.00011108i,0.00028568-0.0005124i
-0.00059238+0.00073784i,4.8293e-05+0.00065968i,0.0010178+0.0016928i,0.0018611+0.0025047i,0.0015663+0.0016173i,0.00077975-0.00064293i,0.00088244-0.0013255i,0.00091426-0.00066465i,-7.7365e-05-0.00029388i,-0.0011084-0.00038575i,-0.0011971-0.00053728i,-0.00047525-0.00021209i,-0.00021271+7.2221e-05i,-0.0005125-0.00027484i,-0.00065832+9.7032e-06i,-0.0003123+0.0011273i,0.00022347+0.0014869i,0.00042381+0.0013123i,-4.1226e-07+0.0016068i,-0.00032218+0.00077407i,0.00020669-0.00029996i,0.00016936+8.2586e-05i,-6.8937e-05+0.00084782i
-0.00079747+0.0009448i,-0.00078279+0.0013288i,-0.00015882+0.0014034i,0.00084555+0.0017054i,0.0011534+0.000666i,0.0012513-0.00075635i,0.00097874-0.00072822i,0.00053055-3.6181e-05i,0.00033116-0.00014324i,0.00012331-0.00093867i,-0.00029571-0.00057771i,-0.00067419-0.0002119i,-0.00050091-0.00066014i,-0.00078558-0.00062528i,-0.0010271-0.00025095i,-0.00080788-7.4947e-05i,-0.00044438-7.2598e-05i,0.00076336+0.00037884i,0.00093317+0.00054927i,0.00056788+0.00032606i,0.00063595+0.00083027i,0.00029254+0.00069722i,-6.2167e-05+0.00054222i
-0.0007524-0.00054772i,-0.00068444-0.00072933i,-0.000258+0.00012217i,-0.00040188+0.0014513i,-0.00027049+0.0025676i,0.00063912+0.002005i,0.0003386-0.0001328i,-0.00070245-0.0013247i,-0.0012549-0.00076505i,-0.00060569+0.00034327i,9.2037e-05+0.00026491i,-0.00013595-0.00019134i,-0.00052105-2.5524e-05i,-0.00050783-0.00032647i,-0.00041266+0.00031449i,-0.00042336+0.00081475i,-0.00056247+0.00076441i,-0.0002206+0.00085333i,-0.00020662+0.00028187i,-0.00037338+0.00044324i,-0.00010618+0.0010644i,-9.1098e-05+0.001003i,-0.00042759+0.00019886i
0.0008308+0.00048202i,0.00071668+0.00044662i,0.0019313+0.0011102i,0.0033708+0.0017538i,0.0025616+0.0010549i,0.00040711+0.00070236i,-0.00019507+0.00036415i,0.00012197-0.00028394i,-0.00056036-0.00040526i,-0.00093455-0.00063666i,-0.00012224-0.00067017i,0.00014093-0.00023597i,0.0002355+2.7001e-05i,0.0004775+0.0010532i,0.00037167+0.0019321i,-0.000148+0.0013403i,-0.00052591+0.00046131i,-0.00069556-8.2698e-05i,-0.0004294-2.0837e-05i,0.00043149-1.1693e-05i,0.00073244-0.00039229i,0.00027524-0.00036124i,-2.894e-05-0.00055862i
-0.00025645-0.00021549i,-0.00023821-0.00028063i,0.00053203+0.00045759i,0.0011292+0.0012789i,0.00051235+0.0013925i,0.0007386+0.0011607i,0.00064185+0.0010423i,-0.00056547+0.00085494i,-0.00044106+0.00050949i,-0.00031283-0.00019404i,0.00043561-0.00041685i,0.00083743+7.95e-05i,7.7393e-05+7.089e-05i,0.00010148+0.00033041i,4.7018e-05+0.00051083i,-0.00026809-5.6939e-05i,0.00012048+1.9956e-05i,0.00042823+0.00040449i,0.00064589-0.00025598i,0.00091879-0.00035706i,0.00071363-0.00046284i,0.00042107-0.00093978i,0.00013424-0.00072336i
-0.0014657+0.00048737i,-0.002717+0.0010719i,-0.0029535+0.0016251i,-0.00071987+0.0020303i,0.0015304+0.001843i,0.0021881+0.0010926i,0.0018618+0.0004219i,0.00072825-0.00041938i,-0.00032826-0.00068025i,-8.4761e-05+0.00027279i,-0.00015004+0.00057115i,-4.2662e-05-0.00072532i,-0.0004061-0.0017548i,-0.0012767-0.0016499i,-0.0011464-0.00095003i,7.0556e-06-0.00051856i,0.00045481-0.00020752i,8.2137e-05+0.00036585i,7.9721e-05+0.00054009i,-5.029e-05+0.00037538i,-6.6527e-05+0.00011725i,2.0336e-05-0.00018546i,0.00022224-0.00092211i
0.00074704-0.00023669i,-0.00015666-0.0011384i,0.00021887-0.0012609i,0.00046904-0.00023903i,0.00026995-9.5794e-05i,0.00064851-0.00066182i,-0.00040197-0.0002763i,-0.0011282+8.8833e-05i,-0.00092691+0.00061593i,-0.0010934+0.00054346i,-0.00090605-0.00047561i,-0.00042716-0.00095353i,-0.00084436-0.00035886i,-0.00099326+0.00034124i,-0.00019028+0.00018892i,0.0010006+0.00027255i,0.00060231+0.00027912i,-0.00047501-0.00015254i,-6.249e-05-8.2927e-05i,0.00034086-0.00024463i,8.7189e-05-0.00027357i,-0.00060561+0.00041474i,-0.00076197+0.00065374i
-0.00014856-0.0011251i,0.00015183+0.00011911i,-0.00020213+0.000642i,-4.6824e-05+0.00070181i,0.00032577+0.0015906i,0.00044726+0.00028076i,0.00070488-0.001083i,-2.7458e-05-0.00089429i,-1.2902e-05-0.00035313i,-9.3825e-05-0.00026767i,-0.00063181+0.00018874i,-0.00084468+0.00037318i,-0.00058234-0.00035435i,-6.1848e-05-0.00010585i,-0.00017606+0.00042268i,-0.00048704+0.00036721i,-0.00055841+0.0002263i,-7.7196e-05+0.00027356i,0.0001317+0.00057158i,0.00015619+0.00011406i,0.00038017-0.00016481i,0.00029625+0.00044545i,-0.00045324+4.4224e-05i
