-7.4456e-06+0.00049666i,0.00045883+6.5533e-05i,0.00064047-0.00044965i,0.00023058-0.0013525i,-0.00050684-0.0012219i,-0.0013504+0.00032308i,-0.0012791+0.0021709i,-0.00061829+0.0022363i,0.0006647+0.0012099i,0.00083908+0.00057534i,0.00040391+4.5689e-05i,0.00057594-0.00078037i,0.00020064-0.0008451i,-0.00020156-0.00021524i,-0.00034592-8.0315e-06i,-0.00041659-0.00020144i,-8.7683e-05-0.00051988i,-0.00017285-0.0003594i,-0.00053518-0.00046194i,-0.00038708-0.0002841i,-2.8696e-05+0.00045824i,-0.00036178+0.00041344i,-0.00096059+0.00040701i
-0.0017023+0.0010462i,-0.0019708+0.0010993i,-0.00064362+0.0012369i,0.00072253+7.2592e-05i,0.00083048-0.000723i,0.00034892-0.00028585i,-0.00017644+0.00054841i,-0.00035812+0.00056044i,0.00026957-0.00091174i,0.00018136-0.0015725i,-0.0002944-0.00092247i,5.1695e-05-0.00062535i,0.00017702-0.00073594i,0.00039448-0.00020879i,0.00019638+0.0002749i,-0.0009772+0.00046583i,-0.00064981+0.00033945i,0.00047506+0.00024519i,0.00029686+0.00055975i,-0.00031908+0.00013333i,-0.00088322+0.00022199i,-0.00070816+0.000332i,9.5616e-05+6.4433e-05i
-0.0008788+0.00087213i,-2.5617e-05+0.00028245i,0.00083457+5.0645e-05i,0.00063606-0.00021264i,7.7037e-05-0.00074524i,-0.00041109-0.0010243i,-0.0007044-0.00028934i,-0.00022215+0.00066954i,0.00020318+0.0012838i,-0.00014181+0.00061001i,0.00010565-0.00045452i,0.00029168-0.00077781i,-0.00031439-0.0011107i,-0.0014567-0.0010173i,-0.0017616-0.00095645i,-0.00092842-0.00046527i,-0.00045737+0.00033921i,-0.00031638+0.00070459i,-0.00017801+0.00044434i,0.00017258+0.00031805i,-0.00036043+0.00071172i,-0.00072362+0.00073027i,-0.00058345-0.0002955i
0.00050763+0.0019384i,0.0011031+0.002132i,0.00036539+0.0020313i,-0.00043656+0.00041011i,-0.00064331-0.00085071i,-0.00069025-0.0006169i,-0.00046089+0.00039753i,-0.00019911+0.00027522i,0.00020042-0.00016249i,-0.00036833-0.00023559i,-0.00022835-0.00040136i,0.00028806-0.00016308i,0.00035672-0.00050487i,6.9222e-05-0.00049532i,-0.00024334-0.00078621i,0.00074255-0.00084366i,0.00079124+0.00034581i,-0.0003148+9.0519e-05i,-0.00041871-0.00051379i,-0.00094657+0.00025344i,-0.0012284+0.00039905i,-0.00050143-0.00030215i,0.00034592-0.00017542i
0.00023823+0.0020103i,0.00059275+0.0021673i,0.0016361+0.0030721i,0.0015916+0.0015665i,0.00038968-0.00019474i,-0.00099397-0.0005999i,-0.0017711-0.00012768i,-0.0017024+6.2565e-05i,-0.0015949-0.00025968i,-0.00016244-0.0007392i,0.0008086-0.00091648i,-0.0002128-0.00072965i,-0.00069396-0.0009021i,-0.00049973-0.0011095i,-0.00024099-0.0012818i,0.00029602-0.0012808i,0.00029061-0.00060882i,-6.0795e-06-0.00029782i,-0.00022843-0.00022497i,-0.00035263+0.00053862i,-5.2385e-05+0.00063471i,1.7807e-06+9.6863e-05i,3.4032e-05+0.00012208i
0.00088012+5.4409e-05i,-0.00021402-0.00027393i,-0.00071838-0.0013298i,-0.00065076-0.0014099i,-4.3823e-05-0.0004252i,0.00047184+0.00091171i,-4.681e-06+0.0013129i,-0.00050767+0.0012256i,9.5123e-05+0.001i,-0.00063968+0.00091891i,-0.0009466+0.00030023i,-0.00034548-0.00020417i,-0.00016113+0.00014521i,-0.00027219+0.0010131i,-0.000329+0.001421i,-0.0004836+0.0015624i,-2.9408e-05+0.00091873i,0.00054466-4.1665e-05i,4.4894e-05-0.00011671i,-0.00067808+1.6588e-05i,-0.00045237+5.7286e-05i,-0.00056766-0.00040108i,-0.0004176-0.00091771i
-0.00015353+0.0010402i,5.2039e-05+0.0018216i,0.00075025+0.0011685i,0.00072101+0.00057159i,-0.00067333+0.00015676i,-0.0011762+0.00039922i,-0.00070725+0.0009411i,-0.00036845+0.00031171i,-0.00018511-0.00034834i,-0.00049568-5.5766e-05i,-0.00084876+0.00041971i,-0.0009206+0.00043776i,0.00017407+0.00043078i,0.00079283+3.3123e-05i,3.8593e-05-0.00012112i,-0.00062148+0.00069546i,-4.3709e-05+0.00088939i,0.00036064+0.0007791i,0.00051704+0.00038169i,0.00044341+0.00017244i,0.00029503+0.00015964i,-0.00016853-0.00028041i,-0.0002643-0.0003903i
-0.0019016+0.00013728i,-0.0015392+0.00062225i,-0.0014111+0.00029931i,-0.0014293-7.4394e-05i,-0.0010648+1.7587e-05i,-0.00094463-1.1303e-05i,-0.0009325-1.4954e-05i,-0.00035781-0.00023327i,-8.6262e-05+0.00010451i,-0.00013783+0.00027126i,0.00023833+9.9935e-06i,6.1933e-05+0.00031432i,-2.7075e-05+0.00088014i,9.8784e-05+0.00083919i,6.4498e-05+0.00035674i,1.6985e-07-2.5741e-06i,-0.00011058-0.00058665i,-0.0001779-0.00056082i,-0.00010271-0.00017032i,3.4018e-05-0.00040868i,-6.2465e-05-0.00050667i,-0.00044294-0.00020733i,-0.00061239-0.00023496i
0.00067594-0.00153i,-6.7453e-05-0.001622i,-0.0010145-0.0007567i,-0.00076642-0.00049655i,-0.00055519-0.00064293i,-0.00095735-0.00041759i,-0.00056292+0.00027413i,-0.00041363+0.00083379i,-0.0007901+0.00062624i,-0.00066831+0.00068336i,-0.00020066+0.00070639i,0.00019009+0.00015018i,0.00068913-0.00056461i,0.00062806-0.0005814i,-2.2108e-05+0.00049541i,-0.0002381+0.00072454i,-0.00031525+0.00015172i,-0.00081858-0.00048979i,-0.00082867-0.00084062i,-0.00062551-0.00027464i,0.00051766-8.2819e-05i,0.001097-0.00013258i,0.00095268-0.00011913i
0.00090245-2.3565e-05i,0.0010354+0.00050435i,0.00041074+0.0010709i,-0.00059802+0.0011973i,-0.00088397+0.00066749i,-0.00049773+0.00087249i,-0.00018437+0.00089498i,-6.5243e-05+0.00074892i,-0.00048675+0.00056751i,-0.0012164+0.00054931i,-0.0013758+0.0011786i,-0.00075129+0.001105i,0.00039304+0.00036866i,0.00067007+0.00088547i,-0.00037605+0.00068427i,-0.00038406-0.00035702i,0.00012058-0.00018991i,0.00021692-0.00010063i,-3.9154e-05-0.00022002i,-0.00030648-0.00050671i,-5.0899e-05-0.0012941i,2.8324e-05-0.0017129i,3.1589e-05-0.00084889i
-0.0005053+0.0013691i,-0.00035609+0.0021566i,-0.00031372+0.002054i,-0.00035085+0.0015162i,0.00017469+0.0010725i,-0.00010192+0.00059913i,-0.0013865+0.00017695i,-0.0012979+0.00023746i,-0.0004324-0.00031391i,-8.7137e-05-0.00051088i,2.6612e-05+0.00038776i,5.8946e-05+0.00058594i,-0.00033752+6.4144e-05i,2.6553e-05+0.00039404i,0.00014684+0.00063495i,-0.00066996+0.00065576i,-0.00016903+0.0012194i,0.0010825+0.00079085i,0.00054733-0.00014617i,-0.00013165-0.00053556i,-4.2459e-05-4.6891e-05i,3.261e-05+0.00020037i,-0.00019652-2.6734e-05i
0.00045373-0.00061023i,-0.0018155-0.00082158i,-0.0018365-0.0015097i,-0.001158-0.0015599i,-0.0014352-0.00025429i,-0.00056226+0.0005059i,0.00071955+0.00046551i,0.00085617+0.00028615i,0.00071796-0.00078046i,0.00016732-0.0011835i,-0.00018108-0.00050005i,0.00028329-0.00010435i,0.00012648+0.0001765i,-0.00029682+0.00052649i,5.1459e-07+0.0010865i,-0.00018228+0.00083103i,-0.00029237-0.00017365i,-3.2175e-05-0.0002095i,-0.00033938+0.00038107i,-0.00036505+0.00050767i,0.00028108-0.00048929i,0.00067401-0.00057283i,-5.8585e-05+0.00064097i
-0.00049589+0.0020278i,4.6595e-05+0.0029613i,0.00069984+0.0026263i,0.0010942+0.0014203i,0.00075564+0.00057856i,-2.1814e-05+5.384e-05i,-0.0013888+9.6338e-05i,-0.001513+0.00063561i,-0.00026742+0.00043595i,0.00046269-0.0003773i,0.00034786-0.00078864i,0.00056933-0.00044862i,0.00055036-0.00020948i,0.00062568+6.199e-05i,0.00075831-0.00010285i,0.00040746-9.7005e-05i,0.00055978+0.0002646i,0.00015211+0.00022971i,-0.00042383+0.00025788i,-0.00028851+0.00035273i,0.00046431+0.00059544i,0.00080669+0.00076363i,0.00044892+0.00056314i
-0.0018023+0.00059478i,-0.0017168+0.0022643i,-0.00055054+0.0018253i,0.00097995+0.0012197i,0.0014016+0.0011562i,0.00037437+0.00031918i,-0.00075291-0.00014375i,-0.00096266-5.2751e-06i,-0.00086096-0.00024601i,-0.00065907-0.00026997i,-0.0002672-9.0437e-05i,0.00053783-5.8049e-05i,0.00039842-0.0002512i,8.4287e-05-0.00056794i,0.00070188-0.00075349i,0.0010976-0.00083431i,5.9933e-05-0.00031709i,-0.00079566+0.00040214i,1.3862e-05+0.00066416i,0.00075916-0.00029792i,0.00060897-8.3433e-05i,2.8443e-05+0.0010317i,-0.0001319+0.00075519i
-0.00088556-0.00022246i,-0.00088127+0.00054319i,-0.00071836+0.00070023i,-0.00089318+0.00028087i,-0.00044426+0.00053183i,-0.00013564+0.00055144i,-0.00074411-0.00012232i,-0.0016435-0.00030123i,-0.0011766-9.9771e-05i,-0.0003559+0.0001429i,-0.00024004+0.00023651i,0.00037267-7.4236e-05i,0.00039145-0.0001735i,-0.00014712-0.00027144i,6.7365e-05-0.00045275i,0.00020665-0.00013972i,-0.00037693+0.00055258i,-0.00026949+0.00052388i,-7.3657e-05+0.0004939i,-0.00025945+0.00088162i,-0.00069068+0.00058469i,-0.0013877+0.00067427i,-0.00069892+0.00085332i
-0.00018449-0.00049445i,1.5623e-05+0.00065104i,-0.00020613+0.001424i,-4.9104e-05+0.0014072i,0.00026455+0.00018261i,-0.00054963+0.00018759i,-0.00064414+0.00031635i,-0.00037273-7.7216e-05i,-0.00017216-0.00061616i,0.00011099-0.00071219i,0.00020235-0.00028927i,0.00018758-0.00031703i,0.00041631-0.00019714i,0.00039008-0.00063283i,0.00010041-0.00041979i,0.00037621-0.00051732i,0.00044197-0.00053478i,-0.00014366-0.00062769i,-0.00055655-0.0013612i,-0.00012962-0.00072315i,-0.0002987+0.00035093i,-0.00053363+0.00056515i,-0.00069677+0.0008887i
-0.00089511+0.0029864i,-0.00027332+0.0039519i,0.00033723+0.002876i,0.000879+0.001557i,-5.3049e-05+0.00081713i,-0.0011516+0.00068309i,-0.00062677+0.001391i,-0.00053291+0.001372i,-0.00038585+0.00064681i,-0.00023024+0.0007477i,-0.00041259+0.00065537i,-0.00056723+0.00012028i,-0.00028104-0.00063365i,-0.00018193-0.00085187i,-0.00062995-0.00028542i,-0.00062617+0.0001541i,-0.00018208+0.00050087i,0.00058877+0.00020739i,0.00010733-0.00071175i,-0.0010132-0.0015568i,-0.0004559-0.0012897i,0.00035299-0.0012069i,0.00033472-0.0015094i
-0.0009911+0.00090759i,-0.0014004+0.0015033i,-0.00057443+0.0010082i,-0.00042751+0.00020669i,-0.0014495+0.00013397i,-0.00102-0.00038757i,-0.00039384-0.00049607i,-0.00018606+0.00020466i,0.00032151+0.00022394i,-0.00012523-4.7772e-05i,-0.00067721+0.00025875i,-0.00012396-0.00016935i,0.0003825-0.00082644i,0.00012502-0.00036527i,8.0551e-05+0.00012121i,-2.0701e-05+0.0001486i,-0.00048909+0.00031595i,-0.00087273-3.2192e-05i,-0.00051304-0.00079707i,0.00031375-0.00083502i,0.00017043-0.00025876i,-0.00063093-1.1362e-05i,-0.00094635-0.00018614i
-0.0010744-0.00016935i,-0.0010475+0.00044933i,-0.00033037-1.0636e-05i,-0.00043281-0.00012597i,-0.0013699+0.00062028i,-0.0014909+0.00020679i,-0.00072985-0.00030773i,-0.00044155+0.00050724i,-0.00015963+0.00035766i,-0.00027992-0.00029424i,-0.00036931-0.00050001i,0.00040606-0.0011436i,0.00056715-0.0008809i,-0.00014988-0.00060512i,9.3428e-05-0.00042691i,0.00045167+0.00030498i,0.00084593-4.2433e-05i,0.00095135-0.00056451i,0.00013573-0.00044248i,-0.00034797-0.00042151i,-0.00016044-0.00022707i,0.00010666+0.00039936i,-0.00020752-0.00019461i
-0.00087704+0.00052449i,-0.00050101+0.0013801i,0.0001559+0.0026849i,0.00016372+0.0028686i,-0.00043805+0.001945i,-0.00048965+0.00058662i,-0.00061095-0.00050095i,-0.0010359-0.00016441i,-0.0010196+0.00022025i,-0.00073221+0.00010537i,-0.00063655+0.00027194i,-0.00072534+0.00046791i,-0.00032034+0.00039537i,0.00023036+0.00014605i,0.00018353-1.3088e-05i,0.00029916+3.018e-05i,0.00077286+0.00047123i,0.00050854+0.00041337i,0.00073413-7.0049e-06i,0.000918-9.9694e-05i,0.00052163+0.00047181i,-2.508e-05+0.00070149i,-0.00044708+0.00045692i
-0.00032928+0.00052624i,-9.6009e-05+0.0014725i,0.00042186+0.0015873i,-9.9597e-05-0.0004137i,-0.00076105-0.0012057i,-0.00011043+0.00016942i,0.00030671+0.00083698i,-0.00022463+0.00035098i,-0.00033701-0.0003152i,-0.00018207-0.0006833i,6.6718e-05-0.00016881i,0.00078846+0.00024538i,0.00077572-0.00062955i,0.00075443-0.00081633i,-0.00020878-0.00042i,-0.00031408-0.00028031i,0.00060877+0.00019464i,0.0008556+0.00064002i,0.00060441-0.00020426i,0.00018543-0.00041933i,-0.00019605+0.00037515i,-0.00024938+7.4875e-05i,0.00047977-0.00051203i
-0.0018907-0.00046029i,-0.00092765-0.00014929i,-0.00039029+0.0013688i,-9.8468e-06+0.0016669i,0.00038256+0.00085063i,-7.6453e-05+0.00011837i,-0.00084674+0.00016874i,-0.0011713+0.00041113i,-0.00036494+0.00042708i,0.00044944+1.0089e-05i,0.00048445-0.00019411i,0.00051415+8.7503e-05i,0.00071622-0.00023256i,0.00098205-0.00060071i,0.00027634-0.00054877i,-0.00028316-0.00029409i,-4.6928e-05-0.00019103i,0.00017352-0.00051956i,2.7386e-05-0.0008352i,-4.0411e-05-0.00098918i,0.00034794-0.0011294i,0.00096931-0.0010273i,0.0011702-0.00063308i
5.9969e-05-0.0011908i,-0.00055206+0.00022276i,-0.00082175+0.00085948i,-0.0013208+0.00050214i,-0.0024965+0.00032914i,-0.0020477+0.0013255i,-0.00064882+0.00075873i,0.00041181-0.00016199i,0.00024387-0.00076408i,2.2866e-05-0.001312i,0.000394-0.00036419i,0.00042582+0.00020444i,0.00046935+0.00028566i,0.00044801+0.00097931i,0.00019053+0.0012803i,0.00030908+0.0006682i,-0.0001501+0.00051616i,-0.0013464+0.00028018i,-0.0017927-0.0002407i,-0.0010871-6.0117e-05i,-0.00075585+4.4399e-05i,-0.00058814-0.0002971i,-0.00028359+0.00019479i
-0.00090141+9.1076e-05i,-0.00016472+0.0014239i,0.00060583+0.0014394i,0.00025779+0.0011615i,-0.00025027+0.0010253i,-0.00016307+0.00092461i,-5.7405e-05-0.00023047i,-0.00017862-0.0010038i,-0.0003756-0.00055112i,-2.6996e-06-0.0001156i,6.8246e-05+0.00035084i,8.0281e-05+0.00044079i,0.0011334-3.7764e-05i,0.00098165+4.597e-05i,0.00059631+0.00047839i,0.0010739+0.00013366i,0.00026108+0.00050352i,-0.00011698+0.00082048i,0.00036591-3.179e-05i,-4.4026e-05-0.00068945i,-0.0011864-0.00032206i,-0.00061553-0.00025569i,0.00020211-0.00018446i
-0.0014793+0.00091767i,-0.0014069+0.0017544i,-0.00073864+0.0012258i,-0.00020227+0.0005492i,0.00020624+0.00094411i,-1.777e-05+0.0010594i,-0.00040302+0.00095682i,-3.8561e-05+0.0010031i,0.00034801+0.00059322i,0.00048799-0.00030179i,0.00041807-0.0010012i,-0.00027182-0.00086532i,-0.00087307+0.00046897i,-0.00041963+0.00037259i,-0.00021035-0.00045215i,-0.00011192+3.6397e-05i,0.00073653+0.00063975i,0.00029361+0.00083834i,-0.00026245+0.0007195i,0.00024062+0.00052055i,0.00013597+0.00032812i,-0.00017934+0.00056339i,-0.00051466+0.00045087i
-0.0017092+0.0011881i,-0.0013741+0.00095866i,-0.00031219+0.00070085i,-6.9157e-05+0.00010672i,-0.00032328+0.00018471i,-0.00092585+0.00041658i,-0.00060495+0.00010268i,-0.00039499+0.00039837i,-0.00060504+0.00044842i,-4.5232e-05-1.7866e-05i,-0.00041772-0.00060804i,-0.00094096-0.0008333i,-0.00071741-0.00077717i,-0.00039497-0.00032952i,-4.9228e-05-0.00028977i,-0.00017955-0.00032926i,-0.00059532+0.00058476i,-0.00070867+0.00068523i,-0.00087507+0.00057966i,-0.00030937+0.0007073i,-0.00013968+0.00078043i,-0.00044103+0.00040715i,-0.00018777-0.00035742i
0.00066476+0.0013712i,-9.922e-05+0.0019772i,4.0409e-05+0.0025049i,-0.00021636+0.0011041i,-0.00060612-0.00095784i,-0.00047982-0.0014791i,-0.00040485-0.00038296i,-0.00038982+0.00057055i,-0.00019009+2.8527e-06i,0.00073967-0.00054485i,0.0013567+8.8374e-05i,0.00058178-8.027e-05i,-0.00051503-0.00043031i,-0.00079069-0.00082344i,-0.00055111-0.0017488i,-0.00070211-0.0013122i,-0.00034519-0.0011412i,-0.00030619-0.00087771i,-0.00069273-0.00014402i,-0.0005426-0.0002105i,2.1403e-05+0.00029132i,0.00046879+0.0004545i,0.00055375-0.0005282i
-0.00060963-0.0010213i,-0.0010586-0.00021659i,-0.0012569+0.00058766i,-0.00088594+0.00032372i,-0.00078062+0.00043832i,-0.0010356+0.00052009i,-0.0013079+0.00037836i,-0.0012688+0.00042879i,-0.00048706+9.3845e-05i,-0.00028169+0.00018936i,-6.3959e-05+0.00033369i,-0.00016959+0.00011954i,-0.00038291-0.00024405i,-0.00042575-0.00031537i,-0.00026911+0.00017364i,-0.00028742+0.00084662i,-3.4807e-05+0.00036793i,0.00017676-0.00052576i,-0.0001409-0.00017956i,-4.9919e-05+0.00015226i,0.00024462+0.00022856i,0.00048362+4.2164e-05i,0.00020907-0.00024814i
-0.00084701-0.00035976i,9.9816e-05+0.00040229i,0.0005142+0.00088013i,0.00052597+0.00065342i,-0.00037196-0.00016385i,-0.0015427-0.00063015i,-0.0015647-0.00019448i,-0.0004512-0.00023035i,-5.6049e-05-0.00072669i,-0.00010492-0.00048007i,-0.00015069+0.0001821i,2.9217e-05+0.00083735i,0.00055515+0.0015453i,0.00053582+0.000665i,-0.00018681-0.00035429i,-0.00038663-0.00036326i,-0.00017252-7.2894e-05i,-0.00047061-9.7356e-06i,-0.00020952-0.00032756i,0.00017573-5.429e-05i,-0.00013878+0.00023756i,0.00016221-0.00021302i,4.2081e-05-0.00069118i
0.0023904+0.0012073i,0.002062+0.00053807i,0.0013645-0.0010306i,0.00015187-0.00096863i,-0.0009611+0.0004064i,-0.00067039+0.0016091i,-0.0005298+0.0020306i,-0.00024466+0.0011845i,-0.00022019+0.00011614i,-0.00030019-0.0007408i,3.4521e-05-0.00083098i,7.0393e-06-5.2426e-05i,-0.00032105+0.001418i,-0.00073622+0.0021035i,-0.00012914+0.00081697i,0.00079075-8.4384e-05i,0.00050015-0.0005276i,-0.00086954-0.0003512i,-0.001466+0.0005314i,-0.00053834+0.00026048i,0.00016573-0.00061123i,8.188e-05-0.00068128i,-0.000213-0.00075335i
2.0564e-05-0.0011934i,-0.00039286+0.0002333i,-0.00060039-0.00022071i,-0.00071443-0.00055369i,-0.0006793+0.00042275i,-0.0010395+0.00083049i,-0.00073889+0.00092205i,-0.00051302+0.00081271i,-0.0008606+0.00074221i,-0.001352+0.00080191i,-0.001223+0.00072129i,-0.00074228+0.00037084i,-0.00052953+0.00030305i,0.00034938+0.00058344i,0.00092834+0.00068462i,0.00029021+0.0011064i,-0.00033109+0.00071859i,-0.00062558+0.00026578i,-0.00015371+0.0005445i,0.00020737+0.00054824i,-0.00020267+4.6232e-05i,-0.00066859+0.00033916i,-0.00062689+0.00081626i
-0.0012152+0.0006239i,7.523e-05+0.00084048i,0.0014117+0.00079981i,0.0017685+0.00044481i,0.00086273+1.8766e-05i,-0.00063452-0.00031762i,-0.0013024+0.00030293i,-0.00096532+0.00096531i,-0.00092872+0.001054i,-0.00092913+0.0006749i,-0.00046941+0.00010292i,0.00013108+0.00018213i,0.0011101+0.00031719i,0.00076092+0.00056701i,-7.4333e-06+0.00032964i,-0.00024679+0.00025592i,-1.5889e-05+0.00035329i,0.00040908+4.7851e-05i,0.00032324+0.00046715i,-4.4215e-05-5.9468e-05i,-3.0077e-05-0.00047764i,-0.00029413-0.00040667i,-0.0008139-0.00055495i
-0.00067626-0.00015181i,-0.0012459+6.3067e-05i,-0.0011618-0.00087999i,-0.00095234-0.00051341i,-0.00090704+0.00070581i,-0.0002376+0.0009502i,-0.00022655+0.00060252i,-0.0008925+0.00041756i,-0.00072794+0.00021709i,2.7077e-05-0.00022412i,0.00046417-0.00058501i,0.00056662-0.00010563i,0.00081963+0.00051512i,0.00043284+0.00034321i,-5.0523e-05+1.9582e-05i,5.4831e-06+1.0423e-05i,-2.1712e-05+0.00026251i,-0.00035946+0.00020826i,2.0248e-05-3.2866e-05i,-0.00010529-0.0002906i,-0.00070294-0.00027844i,-0.00047565+0.00027628i,-0.0002651+7.8488e-05i
-0.00028876+0.00039681i,-0.0011062-0.00043217i,-0.0014099-0.00013075i,-0.00057272-0.00023994i,0.00027828-0.00070814i,0.00067806-0.00032849i,-7.4515e-05+1.6252e-05i,-0.0013693+0.00042548i,-0.0011598+0.00062963i,-0.00057837+0.00064169i,-0.00042525+0.00051077i,-0.00019433+0.00016757i,0.00038073+8.9637e-05i,0.00052622+0.00071619i,-0.00018145+0.00037862i,-0.00026425-0.00032818i,0.00033001-0.000353i,0.00045213+1.3736e-05i,-0.00016708-0.00011197i,-0.00058696-0.00049158i,-0.00080538-0.00033041i,0.00019372+0.00012129i,0.00055332+0.00068254i
-0.00047252-0.00017198i,-0.0010412+0.00053678i,-0.0011504+0.0014363i,-0.0011455+0.0015609i,-0.0011479+0.00057359i,-0.0003123-0.00013568i,8.1628e-06-0.00030511i,-0.00077401-1.4131e-05i,-0.00091903-0.0003542i,-0.00037886-0.00041352i,-0.00042745+0.00012506i,-0.00082328-7.6607e-05i,-0.00019077-0.00036835i,0.00091175-0.00013987i,0.00093904+6.3271e-05i,0.00093147+0.00035037i,0.00095841+0.00050693i,0.00074103-0.00026119i,0.00034803-0.00046528i,0.00013086-2.6982e-05i,-0.00023575+0.00025259i,-0.00029011+0.000782i,-0.00036564+0.0011625i
0.0004954+0.0016018i,0.00099038+0.00026606i,0.00090029-0.0011127i,0.00039881-0.0017015i,-2.5545e-05-0.0011379i,-0.00034783-0.00087835i,-0.00053199-0.00095943i,-0.00046347-0.00077246i,-0.00086601+6.0664e-05i,-0.0012796+0.00065527i,-0.00069711-7.8988e-05i,-0.00045211-0.00058043i,-0.00068209-0.00065683i,-0.0005804-8.963e-05i,-0.00097053+0.00091145i,-0.0014016+0.00031916i,-0.00087171-0.00077294i,0.00027286-0.0002737i,0.00086853+0.00058174i,0.00036481+6.5544e-05i,-0.00059866-0.0010771i,-0.00049287-0.0011994i,0.00039545-0.00014604i
0.0013792+0.0019197i,-0.00019433+0.001338i,-0.00086934-0.00053539i,-0.00080717-0.0010062i,-0.001473-0.00035118i,-0.0016135+0.00045121i,-0.0010586+0.0011354i,-4.7481e-05+0.00087524i,0.00042586+0.00057562i,0.00028857+0.00045503i,0.0001678+0.00043808i,-5.0954e-05+0.00013049i,-0.00071946-0.00066914i,-0.00059627-0.00097948i,0.00010234+0.00019505i,0.00014924+0.00055417i,0.00038828-2.5714e-05i,0.00022388-0.00011871i,-0.00020959-0.00033841i,-0.00028352-0.00039041i,-0.00043115-0.00059391i,-0.00021086-0.00024917i,-0.00030747+0.00018116i
0.00011094+0.0010197i,0.00011018+0.0011939i,0.00061716+0.00089218i,-0.00021552+0.00062812i,-0.0013039+0.00046948i,-0.001015+0.0003766i,-0.00029014+0.00030779i,0.00019561+0.00044232i,0.00017351+7.7795e-05i,7.1772e-05-0.00021655i,0.00011775+0.00031904i,-8.9961e-05+0.00020326i,-0.00011687-0.0003876i,-0.00043355-3.4418e-05i,-0.0011588+0.00020672i,-0.00059792+0.00026816i,-0.00018866+0.0002364i,8.5447e-05+6.73e-05i,0.00055756+0.00084003i,7.5354e-06+1.4794e-05i,0.00028047-0.00091677i,0.0013771-0.00038967i,0.0010411-0.00025515i
9.5515e-05-0.00045116i,-0.00033146-0.00015458i,-0.0005449-0.0009001i,5.1588e-05-0.00051721i,-0.00030497+0.00065475i,-0.0010638+0.0013254i,-0.00094116+0.0010407i,-5.7641e-05+0.0002105i,0.00053894-0.00047011i,0.00049123-0.0006146i,0.00033532-0.00042438i,6.0922e-05-0.00075999i,-0.00033209-0.001136i,-0.00018358-0.00056923i,0.00033009+0.00010806i,9.0332e-05+0.00011832i,-0.00037806+0.00031567i,-0.00041755-0.00029996i,0.00019942-0.0013521i,0.0007062-0.0012971i,0.00071566-0.00033431i,-0.00035068+0.00021406i,-0.0010014+0.00080371i
-0.0010926-0.0012494i,-0.0014092-0.00073818i,-0.0024756-0.0004217i,-0.0022596+7.8248e-05i,-0.0014023+0.00088535i,-0.00094248+0.00019539i,-0.0004007-0.00032333i,0.00018459+0.00024521i,-0.00020502-0.00027657i,-0.00057083-0.0012213i,7.1848e-05-0.0010176i,0.00038902-0.00082017i,0.00031839-0.00066529i,0.00047484-0.00034728i,-0.00070676-0.00015272i,-0.0011275-0.00031292i,-0.00085338-1.6769e-05i,-0.0016112+0.00039527i,-0.0010398+9.4412e-05i,-0.00046565-0.00077509i,-0.00063763-0.0012532i,0.00015394-0.0008529i,7.6817e-05-0.00028311i
-0.00063268+7.3172e-05i,-0.00147+0.0008818i,-0.0012204+0.0017861i,-0.00097896+0.001714i,-0.00095017+0.0017718i,-0.00078152+0.0012831i,-0.00069049+0.00068652i,1.321e-05+0.00032876i,3.9028e-05-5.8257e-05i,-0.00018078+0.00023334i,6.5011e-05+0.00087291i,0.00052935+0.0004823i,0.0012513-8.3165e-05i,0.0011663+0.00029171i,0.00048881+0.00065937i,-0.00017829+0.0009264i,-0.00043798+0.00065611i,-0.00079037+1.7562e-05i,-0.0014589-0.00032021i,-0.0016007-0.00034808i,-0.00057861-0.00037231i,0.00030275+4.1457e-05i,2.2221e-05+0.00057058i
0.0006802+0.0028045i,0.00020422+0.0024972i,-0.00023714+0.0016579i,0.00071814+0.0010957i,0.00061857+0.00019267i,-0.00079264-0.0005524i,-0.0015897+8.3363e-05i,-0.0011141+0.00065036i,-0.00049303+0.00091733i,0.00053391+0.00036227i,0.00070931-0.00041859i,0.00046749-0.0007452i,0.00049773-0.00071014i,0.00023056-9.4869e-05i,0.00043516+0.00036902i,0.00015415+0.00021207i,-8.0667e-05+0.00011574i,-5.746e-05+0.00028188i,-0.00038719+0.00040128i,-9.7491e-05+5.7535e-05i,0.00042929-0.00058152i,0.00026368-0.0003485i,6.7096e-05-8.0432e-05i
0.00020447+0.00049275i,0.00082244+0.0011667i,0.00066831+0.001455i,0.00016355+0.00090041i,-0.00045687+0.00087541i,-0.00063033+0.0016115i,6.7032e-05+0.00084104i,0.00049076-0.00038603i,-0.00025331-0.00093327i,-0.00015251-0.0004135i,-7.7767e-05+0.00049871i,-1.9238e-05+0.00035595i,0.00093331-5.9292e-05i,0.0014674-0.00022758i,0.0012929-0.00015555i,0.00072798+0.00066841i,0.00035582+0.0014126i,0.00012543+0.00075296i,4.6686e-05-0.00014786i,0.00017383+3.171e-05i,0.00024484+0.00018879i,-4.2752e-05-4.7924e-05i,-0.00036193+0.00027968i
