0.00063045-7.0004e-05i,0.00099011-4.2222e-05i,0.00046223-0.0010401i,-0.00061818-0.0016269i,-0.00149-5.1328e-05i,-0.0014921+0.0022675i,-0.00040506+0.0037837i,0.0006999+0.0031733i,0.0017928+0.0013175i,0.0022166-0.00011581i,0.0014417-0.00098106i,0.00059553-0.001114i,0.00050404-6.5077e-05i,0.00033342+0.0010299i,-4.311e-05+0.00095268i,0.00027433+0.00089363i,2.464e-05+0.00055938i,-0.00013481+0.00040987i,-0.00046425+0.00071912i,-0.0010115+0.00017414i,-0.0010628-0.00053331i,-0.00030879-0.00018623i,0.00048437+0.0002581i
0.00036938-0.00046144i,0.0010122-0.00097825i,0.00071967-0.0014833i,0.00038106-0.0010596i,0.00085514+0.00021107i,0.00083063+0.00087162i,0.00051951+0.00099666i,0.00060914+0.00051836i,0.00060974+0.00036847i,-0.0001993-0.00011627i,-0.0006411-0.00080252i,-0.00034954-0.0010065i,-0.00018693-0.00061689i,0.00029827+0.00023937i,-1.1654e-05+0.0005372i,-0.00045929+8.6946e-05i,-0.00062864-0.00025809i,-0.00011988-0.00041377i,0.00045645-0.00028162i,0.00088943+0.0004824i,0.00074991+0.00063183i,0.00036932+0.00078479i,-0.00016537+0.00084718i
-0.0016409+0.0001232i,-0.00050361+0.00052783i,-0.0001603+0.00064392i,-0.00069659+0.00048285i,-0.00082595+0.0013859i,8.4584e-05+0.0019215i,0.00069922+0.0019681i,0.00094288+0.0011724i,-0.0002823-7.5693e-05i,-0.001115-0.00037189i,-0.00015905-0.00074494i,0.00052924-0.001451i,0.00035696-0.0012514i,6.0929e-05-0.00059742i,9.601e-05-0.00056766i,-9.9548e-05+0.00014091i,-0.00084015+0.00040809i,-0.00077724-0.00033293i,0.00050076-0.00016217i,0.0011133+4.2717e-06i,0.00039663-8.3448e-05i,-9.527e-05-3.5667e-05i,-0.00031258+0.0004162i
0.00047799+0.0012068i,0.0014047+0.001197i,0.0017121+0.00053254i,0.00090437-0.00017057i,0.00015399-0.00012472i,0.00051922+0.0014045i,0.00083562+0.0022728i,0.00071223+0.001086i,0.00079673-9.3451e-05i,0.00021347-0.00020201i,-0.00051723-0.00077523i,-0.00040087-0.00077483i,-0.00052647-0.00010927i,-0.0010754-0.00017502i,-0.0011397-0.00065856i,-0.00056084-0.00081135i,-0.00027921-0.00080333i,-0.00034702-0.00064974i,-0.00012512-0.00039179i,1.6731e-06-0.00067687i,0.00075785-0.00053099i,0.0013693+7.6614e-06i,0.0010608+0.00016598i
-0.00027601-0.0027961i,-3.7787e-06-0.0036231i,-0.0019743-0.0028295i,-0.0025755-0.00096475i,-0.0016991+0.00066269i,-0.00091536+0.0020321i,-0.00018449+0.0024168i,0.00040882+0.0013495i,0.00010464-2.358e-05i,-0.00020576-0.00033451i,0.00036759-0.00014685i,0.00085088+0.00052053i,0.00041075+0.0011795i,-0.00024024+0.0017878i,6.4784e-07+0.0021016i,0.00024421+0.0014785i,-8.5839e-05+0.00059803i,-0.00021732+0.00036262i,-0.0001218+0.00019415i,-0.0002433-0.00099814i,-0.00067559-0.00097444i,-0.0009141-0.00012115i,-0.00038263+0.00028159i
0.0017142-0.00037487i,0.0017089+0.00045697i,0.00099785-0.0011361i,6.9131e-05-0.0018072i,-0.00057491-0.00076153i,0.00064928+0.00098246i,0.001579+0.002578i,0.0013151+0.0019899i,0.0011212+0.0010494i,0.00041135+0.00046474i,0.00024816-0.00032705i,-5.4867e-05-0.00042019i,-0.00036355+0.00047003i,-0.00046875+0.0012176i,-0.0010453+0.0009008i,-0.0011534-0.00037921i,-0.00013332-0.0011055i,0.00068973-0.0011078i,0.00043708-0.00066432i,-0.00033199-0.00046008i,-0.00054593-0.0010434i,-0.00014624-0.00078848i,6.9251e-05+0.00045522i
5.539e-05+0.0023774i,0.0010126+0.0020451i,0.0021411+0.0012948i,0.0017239+0.0011894i,0.0010213+0.0009044i,7.0192e-06+0.00084701i,-0.00069875+0.00091218i,-0.00069935+9.9316e-05i,0.00024367-0.00087024i,0.00063169-0.001242i,0.00045319-0.00087009i,-7.5646e-05-0.00025375i,-0.00041511+8.7301e-05i,-0.00060915+0.00078492i,-0.00096231+0.00026001i,-0.00085032-0.00059779i,-0.00040563-0.0011517i,8.5939e-05-0.00074834i,0.00071619-0.0001976i,0.00099582-0.00027834i,0.00054045+0.00027738i,0.00026929+0.00079942i,-0.00040353+0.00041724i
-0.000971-0.0024624i,-0.0021212-0.003017i,-0.0022281-0.0022894i,-0.0019993-0.00073214i,-0.0014573+5.075e-05i,0.00021905+0.0011435i,0.0017753+0.0022444i,0.0023512+0.0011539i,0.0012217-0.00047872i,-0.00011175-0.0012482i,-0.0002908-0.00090618i,-3.1094e-05-0.00010998i,0.00029638-0.00027264i,0.00070797-0.00049356i,0.00054412-0.00070504i,0.00011697-0.00088012i,0.00045682-0.00084305i,0.00067987+0.00013212i,0.00073063+0.00070771i,0.00066965+0.0006433i,-0.00018482+0.00038348i,-0.00071071+9.6878e-05i,2.1103e-05+7.0588e-05i
0.0019274+0.00054456i,0.0031468-0.00055188i,0.0031312-0.0012767i,0.0022378-0.0010626i,0.00078172-0.00024673i,-0.00074136+0.0015204i,-0.0012467+0.0026315i,0.00030003+0.0024685i,0.0012494+0.0012131i,0.00098905-0.00012481i,0.00031597-0.00017434i,8.3989e-05+0.00023422i,0.00019057-0.00033491i,0.00015339-0.00010512i,-0.00038235+0.00055952i,-0.00065036+9.5129e-05i,0.0002721+0.00030582i,0.00056195+0.00048153i,0.0001943+0.00075946i,-0.00038704+0.00068268i,-0.00073516+0.00051137i,-3.252e-05+0.00044558i,-5.0338e-05-7.9565e-05i
-0.001464-0.0012097i,-0.0017741-0.00025682i,-0.0015481-0.00015311i,-0.0018651+0.00076719i,-0.0018918+0.0022148i,-0.0010745+0.002858i,0.00055212+0.0035004i,0.0017649+0.0026044i,0.0014865+0.00045658i,0.00075836-0.00025972i,0.00051002+0.00043309i,-0.00010491+0.0008735i,-0.00050565+0.00058815i,-0.00040791-0.00013442i,9.6128e-05-0.00021724i,0.0004686-0.0002164i,0.00037656-0.00072574i,8.9214e-05-0.00088884i,9.6923e-05-0.00067826i,-0.00029406-0.00079592i,-0.00064988-0.0005545i,-0.00033437-0.00051303i,-8.279e-05-8.6248e-05i
0.0015089+4.2061e-05i,0.00053875-0.00030173i,0.00021314-0.0010093i,0.0002714-0.0016415i,0.00033527-0.0013152i,-0.00071214+0.0010197i,-0.00015435+0.0021769i,0.00092214+0.00089343i,0.0009369+0.00017079i,0.00046811-0.00011204i,0.00031964-0.00096547i,0.00040686-0.0013076i,-0.00011551-0.00075904i,-0.00018338-0.00092899i,-0.0001915-0.0017278i,-0.0002823-0.0011954i,-0.00031548-4.8314e-05i,0.00024692+0.00073191i,0.00086994+0.00086635i,0.00021018+0.00054958i,-0.0004181+0.00056787i,-0.00028087+0.00070574i,7.335e-05+0.00084924i
0.0023425-0.0029092i,0.0020172-0.0028613i,6.379e-05-0.0031367i,-0.0010698-0.0022511i,-0.0010362-0.00091471i,-0.00091796+0.00067348i,-0.00030967+0.0020092i,-3.898e-05+0.0018535i,0.00019104+0.00068987i,0.00029216-0.0006437i,0.00018609-0.0014176i,0.00052929-0.0010037i,0.00016049+7.969e-06i,-0.00012822+0.00075163i,-2.4222e-05+0.0014199i,-0.00032604+0.00082099i,-0.00033233+0.00017633i,-0.00028793+0.0005013i,1.5665e-05+0.00071244i,0.00057299+1.2886e-05i,0.0002697-0.00044168i,-0.00029898-0.00015628i,-0.0002891-0.00055334i
0.00066404+0.00066501i,0.00071174+0.0011323i,0.00066639+0.0016237i,0.00063764+0.0010107i,0.00067644+0.00086322i,0.00066646+0.0012081i,0.00024049+0.0014153i,-0.00020914+0.0012326i,0.00010391+0.00032065i,0.00020054+0.00037525i,-0.00031411+0.00036121i,-9.0344e-05-3.2417e-05i,0.00028147+0.00079754i,0.00041097+0.0014822i,0.00014217+0.00095651i,-8.5144e-06+0.00036577i,0.00042193-3.6819e-05i,0.0011091-0.00038981i,0.00056193-0.00024431i,-9.7047e-05+0.00031865i,-0.00067146+2.6128e-05i,1.2945e-05-8.9988e-05i,0.00084695+0.00040817i
0.00042636-0.0017379i,0.0002587-0.0014676i,-0.00044461-0.0021953i,-0.00035136-0.0018998i,0.0001419-0.00035361i,-0.00053778+0.0013398i,-0.0010103+0.0020261i,-7.7586e-05+0.001865i,-5.0393e-05+0.0013815i,-0.00046056+0.00018873i,-0.00051252-0.00011331i,-0.00098168+0.00053473i,-0.00062431+0.00051448i,0.00010018-0.0003058i,0.00049565-7.8647e-05i,0.00046061+0.00068828i,0.00010351+0.00063021i,-0.00029221+4.389e-05i,-0.00021364+0.00014602i,0.00029984+3.5656e-05i,0.0004231+0.00012651i,-0.00017561+0.00044134i,-0.00058895+0.00011514i
0.0010789+0.00076002i,0.0011126+0.00089492i,0.0014021+0.00053175i,0.00068791-2.3617e-05i,-0.00052334+0.00048437i,-0.00097502+0.0019765i,5.4312e-05+0.00233i,0.001215+0.0011609i,0.0012682+0.0002402i,0.00044134+0.00034743i,-0.00027142+0.0009268i,-0.00029379+0.00041852i,-0.00024874+0.00030207i,-0.00038616+0.00020093i,-0.00012668-0.00029691i,-0.00028894+0.00031377i,-0.00019573+0.00027152i,-0.00056722-4.7339e-05i,-0.0009653+0.00089859i,-0.00074894+0.0013312i,-0.00024202+0.00054445i,0.00019666-0.00036841i,0.0003889-0.00044808i
-0.00078072+1.484e-05i,5.5758e-05+0.00010931i,0.0009581-0.00081487i,0.00052006-0.00080997i,0.0003967-0.00099147i,0.0011662-0.00018216i,0.001124+0.0010251i,0.0010384+0.00089882i,0.00073239-8.1302e-05i,3.364e-05-0.00077941i,-3.393e-07-0.0011247i,0.00073177-0.001033i,0.00035896-1.9385e-05i,-0.00025329+0.00015927i,-0.00026983+0.00022814i,-0.00061445-0.00011658i,-0.00014371-0.00084882i,0.00074786-0.0011674i,0.00029102+1.1606e-05i,-0.00051826+0.00083079i,-0.00010015+0.00025374i,0.00031202-0.0004561i,7.4414e-05-0.00071952i
0.0017654-0.0017075i,0.0023558-0.0012754i,0.0028589-0.0017485i,0.0022325-0.0019569i,0.00059443-0.00053182i,-0.0004289+0.0014452i,-0.00015997+0.0022261i,0.00053192+0.0016354i,0.00049848+0.00095919i,0.00026301+0.0007987i,0.0010428+0.00031079i,0.0011599-0.00073993i,-0.00024479-0.00095426i,-0.0010294+0.00029411i,-0.00057506+0.0011107i,-0.00020683+0.00035779i,-0.00030113-0.00060303i,-3.7251e-05-0.00074779i,4.2738e-05-0.00010686i,-0.00032887-0.00031194i,-0.00091491-0.00033717i,-0.00095001-5.823e-05i,-0.00062078-0.00053044i
0.00034733-0.00087739i,-6.806e-05-0.00081395i,-0.00078007+0.00030042i,-0.00078264+0.0012759i,-0.00024397+0.0013617i,0.0002846+0.0020052i,-0.0003628+0.0029762i,-0.00055513+0.0027279i,-0.00031958+0.001198i,-0.00043103+0.00010762i,0.00031201-0.00036184i,4.5044e-05-0.00043574i,-0.00067691-0.00018547i,-0.00049897+0.00073372i,-0.00034689+0.001328i,6.6623e-06+0.00071711i,0.00015746+0.00025899i,4.2166e-06-0.00029404i,0.0003331+0.00014036i,0.00054559+0.0012452i,4.0305e-05+0.0016318i,-0.00023959+0.0011458i,2.1274e-07+0.00025975i
-0.0017463+0.00079817i,-0.00052418+0.001115i,0.00029583+0.0013577i,0.00026681+0.00107i,0.00017695+5.8828e-05i,-0.00029954-0.00050127i,-4.042e-05+6.1389e-05i,0.00087903-0.00021638i,0.00065855-0.000811i,0.00020107-0.00039146i,0.00026394-0.00035496i,0.00075994-0.00048598i,0.00036761-5.1002e-05i,-0.00018146+0.0004392i,0.00062967+0.0002557i,0.00043544-0.00038067i,0.00016929-0.00069633i,0.0002727-0.00035334i,-0.00042781+0.00015845i,3.2618e-06+0.00029357i,0.00046424+0.00094049i,0.00030657+0.0014194i,0.00063887+0.00085879i
0.0011217+0.0024488i,0.0034123+0.002322i,0.0040206+0.0021691i,0.002112+0.0010852i,0.00026503+0.00090745i,-2.7701e-05+0.0017479i,0.00039612+0.0024235i,0.00054103+0.0016261i,0.00073799+0.0010791i,0.00022199+0.0010076i,-0.00019803+0.00040627i,0.00044765-0.00024954i,0.00075088-0.00070218i,0.00029815-0.0013365i,0.00033178-0.001489i,-8.8368e-05-0.00075265i,-0.00065655-0.00060662i,-0.0011741-0.00014092i,-0.0011537+9.369e-05i,0.00014093-0.00021871i,0.00096254+7.3652e-05i,0.00053259+0.0010373i,-8.9044e-05+0.00061297i
0.0012618+0.00011452i,0.0019172-0.00040097i,0.0014072-0.0012852i,-0.00022559-0.0011247i,-0.0012179-0.00059784i,-0.00074906+0.00029948i,0.00021108+0.0014392i,0.0011106+0.0013698i,0.0013656+0.00024219i,0.001004-0.00016662i,0.001008-9.0108e-05i,0.00062931-5.8809e-05i,-0.00050656+3.2643e-05i,-0.0010825-0.00034409i,-0.00063169-0.00028512i,-0.00019354+0.00037507i,-0.00061343+0.00074468i,-0.00055233+0.0005223i,-0.00010977+0.00053966i,-0.00042138+0.0010685i,-0.00020632+0.00064835i,-1.9747e-05+0.00018669i,-0.00028712-0.00028751i
-0.00058738+8.1679e-05i,-1.35e-05+0.00028727i,0.00092781+0.00080575i,0.00020513+0.00069798i,-0.00014598+0.00026787i,-8.1137e-06+0.00072179i,-5.6678e-05+0.0015135i,0.0001471+0.0022168i,-0.00025318+0.00088805i,-0.00072268-8.4141e-05i,-0.00036185-2.438e-05i,-0.00019132-0.0010476i,-0.00022298-0.0011642i,0.00073806-0.00095349i,0.0012906-0.0010726i,0.00029849-0.00064426i,-0.00043844-0.00040943i,0.00029851-0.00052845i,0.00066627-0.00056625i,-1.0545e-05-0.00059611i,-0.00028303-0.00050061i,0.00034949+6.8056e-05i,0.00030188+0.00089559i
0.0004381-0.0015741i,0.0015805-8.013e-05i,0.0023259+0.00038379i,0.0019005-0.00015816i,0.00080777+9.9852e-05i,-0.00032547+0.0011909i,-0.00082981+0.0019899i,-0.00027016+0.0012028i,0.00019587+0.00028879i,-8.6771e-05-0.00022696i,-0.00069873-0.00052759i,-0.00032468-0.0011519i,0.00019085-0.00071506i,-0.00015517+0.00075856i,-0.0003377+0.0010256i,-0.00010142+0.00046219i,3.8141e-05+7.2031e-05i,0.00012683-0.0002864i,0.00012056-0.00016616i,0.0002141-0.00027069i,-0.00011572-0.00085196i,-0.00022011-0.00090563i,-0.00027913-0.00055813i
-9.5313e-05-0.0018328i,-0.00028465-0.0016999i,-0.00025681-0.0012173i,0.00013464-6.5174e-05i,-0.0013553+0.00088959i,-0.000871+0.0018591i,0.00066335+0.0023005i,0.00080845+0.0011409i,0.0012034-0.00020588i,0.00088228+0.00082121i,2.756e-05+0.0014085i,0.00044949+0.00042622i,0.00086954+0.00040816i,0.00088545+0.00046462i,0.00076382+0.00020067i,0.00065174-0.00024877i,0.00092428-0.0005156i,0.0005434-0.00060766i,-0.0001582-0.00066735i,-0.00021278-0.00098904i,0.0001197-0.00074929i,0.00086593-0.00020507i,0.00094953+0.00038401i
0.00096029+0.00071472i,0.0012921+0.0005872i,0.0016561-0.00059291i,0.001701-0.0017138i,0.00045198-0.0016455i,-0.0013886+4.1624e-05i,-0.0011648+0.00098362i,0.00020838+0.00048259i,-1.7394e-05-0.00026932i,0.00014576-0.00078108i,0.0010018-0.0010461i,0.00054759-0.0012609i,7.9323e-05-0.00060618i,-6.6433e-05+3.9524e-05i,-0.00089444+6.9922e-05i,-0.00097607+0.00030559i,8.1223e-05-0.00047681i,0.00066044-0.0011815i,0.00016416-0.00021026i,-0.00025909+9.555e-05i,-0.00035258-0.00010102i,8.9665e-05+9.9988e-05i,0.00047796-0.00029474i
0.0011242+0.00059708i,0.0020947+0.00064782i,0.0020664+0.00047489i,0.00075128-1.8053e-05i,0.00048753-0.00012059i,0.0013679+0.0010351i,0.0016055+0.0022152i,0.0011682+0.0016363i,0.0004428+0.00066926i,-0.0002239+0.00010616i,-0.00020582-0.0003325i,-0.00060408-0.00088038i,-0.0005116-0.0011555i,0.0005117-0.0003383i,0.00075498-4.4254e-05i,0.00039599-8.6788e-05i,0.00044747+0.00023473i,0.00086504+0.00078237i,0.00031017+0.0011982i,-0.00024073+0.00061749i,0.00025426-0.00021878i,0.00057268+0.000259i,0.00019959+0.00046966i
0.0004816-9.1291e-05i,0.00061846+0.00012177i,0.00083692+0.0011231i,0.00065865-0.00010851i,0.00010114-0.00069878i,-0.0010267+0.0005849i,-0.00089845+0.0015757i,-0.00015269+0.001357i,-0.00020088-1.3812e-05i,-0.00017535-0.00035989i,0.0001689-0.00022707i,0.00042689-0.00064738i,4.0926e-05-0.00098726i,-7.3929e-05-0.00028761i,-0.00018554+9.285e-05i,0.00074108-0.00050357i,0.0011195-0.00021031i,0.00032267-0.00017463i,-7.8951e-05-0.00034815i,-0.0005075+0.00025964i,-0.00035474+0.00038645i,-9.0581e-05+0.00025896i,-7.0802e-05+0.00045575i
0.001072+0.0024416i,0.0029509+0.00068876i,0.0039166-0.0015228i,0.0029651-0.0022168i,0.0014121-0.0014839i,0.00027246+0.00067349i,0.00019058+0.00206i,0.00031429+0.0020956i,6.0909e-05+0.0014621i,5.4891e-05+0.00058526i,1.3475e-05-0.00018679i,-0.00026329-0.00044358i,-0.00034836-0.00078697i,-5.3534e-05-0.00085464i,-0.00022995-0.00053121i,-0.00030134-0.0011014i,-0.00083019-0.0009861i,-0.00042487-0.0003197i,9.4594e-05-0.00030042i,-0.00025104-0.00024295i,3.8915e-05+0.00014328i,0.00045727-0.0001165i,0.00047601-0.0008894i
-0.0016614-0.0016647i,-0.0012415-0.001473i,-0.0013086-0.00097658i,-0.0013969-0.00026218i,-0.00047677+0.00032789i,0.00043363+0.0016507i,0.00039765+0.0032094i,0.00058351+0.0021542i,0.00025523+0.00042961i,-0.00029096+0.00010554i,7.0929e-06+0.00014227i,0.0013325+4.5781e-05i,0.0020282+0.00011724i,0.0011501+0.00040575i,0.00072127+0.0004463i,0.00051393-0.00024601i,-0.00020714-0.00041807i,-0.00036524-0.00032344i,-0.00029833-0.00037192i,8.016e-06+0.00027029i,7.2651e-05+0.00064415i,0.00017647+0.00011574i,6.6415e-05-0.00075365i
-0.0013858-2.5742e-05i,-0.0017234-0.00079977i,-0.00081617-0.0014637i,-6.0661e-05-0.00078146i,9.2318e-05+0.000522i,0.00061771+0.0009595i,0.00099417+0.00052984i,0.00092896+0.00022027i,-0.00015237-0.00074969i,-0.00052883-0.00078707i,0.00040543+4.8444e-05i,0.00053622-2.1401e-05i,-0.00020744-0.00063483i,-0.00017803-0.00027593i,0.00067251+0.00055446i,0.00066418+0.0009477i,8.5191e-05-0.00029614i,0.00012254-0.0011026i,0.00016576-0.00023064i,-0.00063631-0.00022838i,-0.0011375-0.00043561i,-0.0008269+0.00027983i,-2.3544e-05+0.00023551i
0.00011628-0.0013725i,-0.00037057-0.0016269i,-0.00056035-0.0016733i,-0.00088821-0.0010116i,-0.00091523+0.00025085i,-0.00051349+0.0022668i,0.0007051+0.0030484i,0.0019826+0.0018434i,0.00091168+0.0010912i,-0.00084441+0.00091222i,-0.00077345+1.0949e-05i,0.00015887-1.3993e-06i,0.00035084+0.00114i,-0.00015126+0.0017852i,-0.00010775+0.0015667i,0.00068658+0.00057761i,0.00059609+3.9788e-05i,-0.00065564+0.00033764i,-0.00083496+0.00092469i,-0.00024506+0.00097068i,-0.00034436+0.00011766i,-0.00024081-0.00024432i,-0.00033408+2.6006e-05i
-0.0018107-0.0028826i,-0.0022147-0.0031337i,-0.002274-0.0012693i,-0.0017419+0.00071015i,-0.00062715+0.0013559i,0.00056618+0.0016261i,0.0016436+0.0018374i,0.0015234+0.0018324i,-9.858e-06+0.0013682i,-0.00085147+0.0011524i,-0.00082111+0.00070357i,-0.0001848-0.00013194i,0.00040156-0.00050862i,0.00064057+0.00015666i,0.00028738+0.00063356i,-0.00050333+0.00033576i,-0.00026519-8.3698e-05i,0.00041707-5.6344e-05i,0.00080322-0.00028997i,0.00024998-0.00053962i,-0.00035049+0.00032398i,-0.00040171+0.0010347i,-0.00066974+0.0010665i
0.00063041-0.00059956i,0.0011236-0.0010169i,0.00029702-0.0015278i,-0.00010544-0.00073712i,-0.00025722+0.0001462i,-0.00021001+0.0014896i,0.00047806+0.0022312i,0.0014733+0.0018825i,0.0014048+0.00086527i,0.00047414+0.00043466i,0.00048915+0.00066358i,0.00091757+0.00051481i,0.00018738+0.00082464i,-0.00024251+0.00084767i,1.8568e-05+0.0002356i,0.00011536+6.6326e-05i,0.00026755-0.00033587i,0.00035051-0.00028746i,0.0007508+0.00083958i,0.00025512+0.00063871i,-0.00044243-4.8639e-05i,-0.00022997+0.00026601i,5.8301e-05+0.00012589i
-0.00045258+0.00091918i,-0.00049043+0.00090209i,1.4346e-05+0.00022218i,0.00028144-0.00016919i,-0.00031906+7.3277e-05i,-0.0011557+0.0012977i,-0.00064035+0.0020813i,0.00034295+0.0014479i,0.00043071+0.00080864i,-1.1379e-05-8.5904e-05i,-0.00037562-0.0008642i,-5.4468e-05-0.00067292i,-6.8051e-06-0.00023856i,-0.0004863-0.00035522i,-0.00031928-0.00075427i,0.00015149-7.5633e-05i,1.9405e-05+0.00059027i,0.00043744+0.00062158i,0.00074782+0.00016704i,0.00080058-0.00038521i,0.0011942-0.00045551i,0.0011646+0.0002408i,0.00058155+0.00094724i
-0.0003569+0.00063329i,-0.00037585-0.0011727i,0.00059562-0.0014701i,0.00091985+0.00016154i,0.0007657+0.00059388i,0.00069971+0.00093528i,0.00080698+0.0014245i,0.00041366+0.0014023i,-9.6861e-05+0.0010006i,0.00041783+0.00061111i,0.00014246-9.9415e-05i,-0.00061931-0.00052359i,-0.00046025-0.00098145i,-0.00056211-0.0009365i,-0.00039225-0.00043862i,-0.00038514-0.00081069i,-0.0009635-0.00070276i,-0.00060738+3.3699e-05i,-0.00045061+0.00056471i,-0.00060466+0.00099654i,0.00014477+0.0011202i,-7.4794e-05+0.0011498i,-0.00048855+0.0013422i
0.001008+0.0024157i,0.0017682+0.0021756i,0.0031514+0.00032925i,0.0030939-0.00077074i,0.0012385-0.00015846i,-0.00015208-0.00028054i,0.00065349-2.7695e-05i,0.0018485+0.0011264i,0.0015123+0.00062997i,0.00064811-0.0012133i,7.7412e-05-0.0013518i,-9.4078e-05-0.00058371i,-0.00014644-0.00023745i,-0.00027549-0.00046293i,-0.00054387-0.00053731i,-0.0007677-0.00014128i,-0.00062049-0.00037903i,-0.00045627-0.00047444i,-0.00044459+1.2122e-05i,-0.00036684+0.00034712i,0.00084369-8.4549e-05i,0.0012673-0.00013231i,9.2414e-05+0.00064122i
0.001291+0.0007489i,0.0012331+0.00086654i,0.0027216-0.00024059i,0.0028863-0.0010628i,0.0014789-0.0004072i,0.00026893+0.0004326i,-4.3619e-05+0.0013943i,-9.0149e-05+0.0016267i,-0.00014264+0.00058113i,4.8338e-06+7.5789e-05i,0.00025033-9.2798e-05i,-0.00029615-0.00080313i,-0.00053666-0.00046693i,-2.6464e-06+0.00061165i,-0.00025069+0.00033369i,0.00011541-0.00050776i,0.00079504-0.00030004i,-0.00024511+0.00015024i,-0.0012024-0.00025279i,-0.00045921-0.00045685i,-0.00017706-0.00026325i,-0.00054853-0.00017786i,-2.2618e-05+0.00039458i
-0.00089271-0.00053907i,-0.00022159+0.00011721i,-0.00030915+0.0011199i,-0.00020393+0.0014014i,0.00010774+0.00097362i,-0.00025454+0.00052882i,-0.00089457+0.0011507i,-0.0013776+0.00086312i,-0.00020198-0.00071798i,0.0016482-0.00074051i,0.0014779+0.00022046i,0.00011857+0.00014319i,8.2459e-05+6.7509e-05i,0.00037072+0.00012647i,0.00022944+0.00018737i,0.00041205-3.9472e-05i,0.00074968-0.00041874i,0.0010569-0.0004736i,0.00075635-0.0006414i,9.5543e-05-0.00055191i,-4.6377e-05-0.00040363i,-0.00022811+0.00015517i,-0.00040399+0.00013059i
0.00086291+0.0015387i,0.0013068+0.00064285i,0.00086247+0.00015028i,0.0012755+0.00040405i,0.0019884+0.0011232i,0.0012901+0.0022104i,2.6854e-07+0.0021312i,0.00021778+0.0017183i,0.00019266+0.0014899i,9.3633e-05+0.00066403i,0.00037294-0.00070662i,0.00051971-0.0013707i,0.00066075-0.0014405i,0.00025551-0.0010001i,8.0133e-05-0.00068047i,0.00049786-8.666e-05i,0.00037518+2.1258e-05i,0.0001197-0.00013402i,-4.4857e-05+5.8067e-05i,0.00028103+0.00032638i,0.0003897-6.4616e-05i,0.00027497-0.0002726i,-0.0001353+0.0002894i
-0.00017528-0.0015283i,-0.00088068-0.00062087i,-0.00099389-0.00067042i,-0.00056056-0.0014395i,-0.00027941-0.00080092i,-0.00061001+0.00085979i,-0.00020179+0.0017978i,0.0010666+0.001798i,0.0012655+0.00065969i,0.0004747-0.00027414i,-0.0002306-4.5948e-06i,6.5294e-06+0.00013654i,0.00010684+0.00018193i,-0.00039004+0.00072798i,-0.00048711+0.00069992i,-0.00035402-0.00050544i,-0.00031389-0.00074898i,-1.1135e-05+6.9113e-05i,-0.00024909+7.9453e-05i,-0.00023153-0.00032987i,-0.00028279+0.00048876i,-0.00067914+0.00079413i,-0.00045966+6.1213e-05i
0.00028923+0.002043i,0.00062447+0.00096781i,0.00018978-0.00033043i,0.00049893-0.0013305i,0.0013633-0.0013466i,0.00034691+0.00037352i,-0.00080937+0.0023982i,-0.00032227+0.0018896i,0.0001757+0.00068077i,-0.00022874-3.0635e-05i,-8.1843e-05-0.00072295i,-6.9265e-05-0.00036766i,-0.0012603+7.3059e-05i,-0.0024265-9.9378e-05i,-0.0021612-0.0003488i,-0.0008484-0.00044925i,0.00013188-0.00047524i,-0.00014059-0.00073598i,-0.00040265-0.00072879i,-0.00023168-0.00018832i,-0.00072767+0.00050773i,-8.7568e-05+0.0008252i,0.00062675+0.00073917i
0.0007089-0.00036363i,0.0021307-0.00044739i,0.0027404-0.00062882i,0.0012327-0.0012248i,0.00052149-0.00095383i,0.00062948+0.00041638i,0.00062839+0.001046i,0.00064294+0.00042445i,0.0011358-0.00012547i,0.00089677-0.00027142i,-5.4159e-05-0.00093369i,-0.00033375-0.0013973i,-0.00033355-0.00074664i,-1.0113e-05-0.00013622i,0.00014983-0.00016524i,-0.00029139+0.00025969i,2.2752e-05+0.00011163i,0.00011168-2.5218e-06i,-0.00056502+0.0005381i,-0.00058082+0.00048894i,-0.00049115-0.00052146i,-0.0005073-0.00077278i,-0.00029481-0.00032299i
-0.00071022-0.0021662i,-0.0012097-0.0017734i,-0.0010729-0.0016563i,-0.00031331-0.0011241i,0.00045613+0.0002142i,0.00087207+0.0014689i,0.0013156+0.0020211i,0.0013327+0.0014085i,0.00044746+0.00040562i,0.00020264+0.00068345i,0.00072953+0.0005641i,0.0006716+0.00084179i,-0.00049575+0.00082009i,-0.00082552+8.2205e-05i,-0.00032394+0.00019185i,0.00082788+0.00055702i,0.00094027-7.4174e-05i,0.00033556-0.00089445i,0.00063677-0.0007698i,0.00066653-0.00015426i,0.00062107+0.00025759i,0.00098082+0.00031754i,0.0001875+0.00010964i
