-0.0014218+0.00070947i,0.00023762-7.8751e-05i,-0.00021218-0.00069261i,-0.00073623-0.00032582i,-0.0004762+0.00025435i,-0.00019995+0.0012277i,0.00019341+0.0017846i,0.0005638+0.001556i,0.0008628+0.0013888i,0.0013383+0.0014073i,0.0011757+0.00080088i,0.00043449+5.0743e-05i,-0.00019281+0.00062919i,-0.00054289-2.3258e-05i,-0.00097921-0.00084472i,-0.001433+0.00016538i,-0.0011382+0.00082461i,-0.00016659+0.00030178i,0.00064679+0.00069831i,0.00091075+0.0011676i,0.00026399+0.0002064i,-0.00012135-3.9613e-05i,0.00092469+0.0002745i
0.00029987-0.0019588i,-3.3763e-05-0.0021366i,-0.0012056-0.0023191i,-0.00053193-0.0010947i,-0.00034452+0.00014226i,0.00070944+0.0002043i,0.0018866-0.00044615i,0.0017294-0.0012003i,0.00016399-0.0012851i,-0.0010255-0.00013404i,-0.0012252+0.00060348i,-0.0013234+0.0010358i,-0.0011038+0.00091833i,-0.00064484+0.00094733i,-0.00022979+0.0012927i,0.00010807+0.00081014i,0.00020853+0.00026122i,-0.00050502-1.3266e-05i,-0.00046282+0.00013914i,3.6563e-05+2.9638e-05i,0.00056397-0.00033269i,0.00040157-0.0002079i,-0.00041256-2.4636e-05i
3.7937e-05-0.00029992i,0.00075987-0.00063798i,0.00035515-0.001003i,-5.6461e-05-0.00033564i,0.00056943+0.00022474i,0.0015054+0.00021625i,0.0015859-0.00017593i,0.00096623-0.0010484i,-9.1241e-05-0.00094494i,-0.00077015-0.00010977i,-0.00038234+0.00018158i,-1.5453e-05+0.00046699i,0.00015288+0.00012982i,1.1181e-05+0.00027608i,0.00017274+3.2707e-05i,0.00015711-0.00010243i,0.00041764-3.73e-05i,0.00081727-0.00090312i,-0.00028729-0.00066924i,-0.00047262+0.00019296i,-0.00022473+0.00042255i,-0.00029198+0.00025604i,-0.00013999+1.603e-05i
-0.0016918-0.0008531i,-0.0012348-0.00080948i,-0.00065475-0.00061059i,0.00010423+0.00037946i,0.00078589+0.0015329i,0.001002+0.0015138i,0.00056457+0.00018279i,-0.00018535-0.00043836i,-0.0005364-0.00026326i,-5.0165e-05+0.00036658i,0.0001439+0.00088356i,0.00022886+0.00038998i,-0.00018185+0.00048977i,-0.000543+0.00069415i,-0.00049798+0.00028428i,-0.00054494+0.00023398i,-0.00057807+0.00033917i,-6.6189e-05+0.00010173i,0.00012302+8.8228e-05i,0.00019748-3.2166e-05i,9.8461e-05-0.00031602i,-0.00022597-0.00020306i,0.00022947-0.00070978i
-0.0017516-0.0032999i,-0.00086089-0.0029189i,-0.0010771-0.0022812i,-0.00081348-0.00077899i,5.6868e-05+0.00029462i,0.0014375+0.0010021i,0.002122+0.00084469i,0.00055474-0.00035222i,-0.0009945-0.00053247i,-0.0011779+7.9805e-05i,-0.00077552+0.00036184i,-0.00024909+0.00045949i,-0.00023123+0.00080766i,-0.00079552+0.00067414i,-0.00059145+0.00010763i,1.5461e-05+0.00040759i,0.0002603+0.0010641i,-8.1779e-05+0.001384i,6.2427e-05+0.00097599i,0.00070472+1.9552e-05i,0.0010062+0.00053754i,0.00038594+0.0011097i,-0.0002759+3.6427e-05i
-0.00084685+0.0023535i,-0.002444+0.0020039i,-0.001398+0.002135i,0.00074953+0.0013116i,0.0012421+0.00022902i,0.00065188-9.809e-05i,0.00057274-0.0008034i,0.00044931-0.0011831i,0.00046615-0.00020023i,0.00098589+0.00030953i,0.00099758+0.00036305i,0.0010659+0.00094411i,0.00077304+0.0010373i,0.00031903+0.0006017i,0.00035174+0.00063627i,0.00052039+0.00031371i,0.00064203+0.00048854i,0.0003328+0.0008259i,0.00031279+0.00053925i,-0.0004529+0.00069348i,-0.00065607+0.00089642i,0.00042113+0.0011576i,0.00080866+0.00080476i
4.1279e-06+0.0025561i,0.0013299+0.0014783i,0.0013283+0.00076166i,0.00057687+0.00070758i,0.00031688+0.00073747i,0.00095049+0.00063934i,0.00016565+0.00040837i,-0.00031418+8.2062e-05i,0.00097037+0.00065748i,0.0009876+0.00048964i,8.8351e-05-0.00028007i,-0.00083447+0.00025i,-0.0012881+0.00036461i,-0.00091657-0.00031895i,-0.00034162-0.0012144i,-0.00014175-0.00088182i,-1.8474e-05-0.00019795i,0.00028223-0.00024268i,0.0001816+0.00030724i,0.00054827+0.00059954i,0.0012506+0.0008285i,0.0010561+0.00094277i,-3.3805e-07+0.00092195i
0.0014401+0.00070806i,0.002051+0.0012096i,0.0024697+0.0006405i,0.0018301-7.9862e-05i,0.001295-5.3846e-05i,0.0008759-0.00065242i,0.00044234-0.0018335i,0.0004036-0.0016441i,0.00011231-0.00073784i,-0.00010084+0.00019682i,-0.00034598+0.00020194i,-0.00078946-0.00025167i,-0.0011178-0.00011709i,-0.00069194-0.00034313i,-0.00018954-0.00048136i,1.6881e-05-0.00012959i,-0.00018291+0.00013316i,-0.00098163+0.00024215i,-0.0012925-1.4676e-05i,-0.00043297+7.4398e-05i,0.00050019-2.6415e-06i,0.00059895+0.0001381i,0.00055121+0.00086358i
-0.001123-0.001062i,-0.001176-0.0003004i,-0.0015159-0.00048017i,-0.0014546-0.00054924i,-0.00094506+0.00029377i,-2.0239e-05+0.0012775i,0.00079045+0.00082538i,0.00038682-0.00030069i,-0.00019607-0.0011879i,0.00060453-0.00081564i,0.00010512-0.00025253i,-0.00069517-2.7289e-05i,-0.00066934+0.00010788i,-0.00056963+0.00056971i,-0.00045733+0.00064661i,-0.00015107+0.00047955i,0.00044525+0.00062433i,0.0010171-0.00011187i,0.001404-0.00073981i,0.00084983-0.00080273i,0.00040021-0.00083187i,0.00039716-0.00094711i,-8.1654e-05-0.0011199i
0.0001841-0.0019364i,-0.00083258-0.0025301i,-0.00034185-0.0017944i,0.00083469-0.00050239i,0.0013324+0.00044141i,0.0011823+0.00067886i,0.00083778-0.00010999i,-5.8908e-05-0.0011918i,-0.00061367-0.0017701i,-7.5744e-05-0.0015944i,0.00053091-0.0011076i,0.00026849-5.5363e-06i,-0.00016181+0.0002713i,0.00037015+0.00045i,0.0011153+0.00063483i,0.00059017+0.00035737i,0.0001253+0.00025885i,0.0006246+0.00027325i,0.00064097+0.00063811i,0.00013962+0.0010201i,0.00022368+0.00086273i,-0.00023294+0.00013753i,-0.00016206+0.00052147i
0.00093038+0.0010386i,0.0011817+0.001879i,0.0010306+0.0017397i,0.00092508+0.00097749i,0.0007106+0.00025192i,0.0013921-0.00049882i,0.001495-0.00035794i,0.00038202-0.00014723i,-0.00055272-0.00031659i,-0.00013291-0.00037811i,-0.00036746-0.00036344i,-0.0008837-0.00039317i,-0.00057142+8.6342e-05i,-8.1709e-05+0.00036203i,0.00015247+0.00019877i,0.00070105+4.3834e-05i,0.00072246+0.00033581i,0.00028976+0.00062581i,-6.9828e-05+0.00070009i,-0.00071018+0.00073096i,-0.00081467+0.00023073i,-0.00032274-0.00043838i,-2.973e-05-0.00036395i
-0.00025236-0.00031262i,0.00039328-0.0011138i,0.00044485-0.00036687i,0.00043804+0.0009314i,0.0010638+0.00072771i,0.0023325-0.00017368i,0.0019216-0.00056862i,0.00033126-0.00084806i,-0.00059549-0.00086058i,-0.00063696-0.00026389i,-0.00013215-0.00026035i,-0.00024518-0.00027686i,-2.6449e-05-0.00039453i,-0.00041453-0.00032444i,-0.0012917+0.00024148i,-0.0011017+0.00035364i,-0.00024106+0.00021839i,0.00096034+0.0001388i,0.0012805+9.7783e-05i,0.00094587-0.0002362i,0.0010631-0.00018816i,0.0011593+0.00084479i,0.0003766+0.00098219i
-0.0025549+0.00061999i,-0.0032184+0.00057308i,-0.0022931+0.00052933i,-0.00072291+0.001016i,0.00023043+0.001457i,0.0012289+0.00056108i,0.0014774-0.00068639i,0.00026505-0.001067i,-0.00015204-0.00047636i,0.00012404+0.00061196i,0.00040309+0.00083677i,0.00056895+0.00010302i,-0.00010475+0.00025901i,-6.1061e-05+0.0011229i,0.00041629+0.0009649i,0.00014349+0.00045918i,-0.00039663+2.7197e-06i,-0.0003626+9.3903e-05i,-0.00065458+0.00084711i,-0.0010358+0.00071893i,-0.0010217+0.00034789i,-0.00047136+0.00077984i,0.00016946+0.00083918i
0.00098741-0.0028868i,0.00015053-0.0025555i,-0.0012099-0.0029842i,-0.001507-0.0026645i,-0.00088901-0.0012832i,-0.00017574-0.00024487i,0.0003095-0.00081838i,-5.5302e-05-0.00082829i,-0.0007107-0.00057457i,-0.00088008-0.00026146i,-0.00054647-0.00059917i,-0.00049118-0.00085666i,-0.00041984-2.793e-05i,0.00014735+0.00041299i,-0.00054726+0.0010245i,-0.0015084+0.001346i,-0.0013173+0.00061617i,-0.00037247+0.00063946i,4.0484e-05+0.000555i,-0.00039536+5.9462e-05i,-0.00052135+9.6866e-05i,-0.00029642+0.00026235i,-0.00071387+0.00073198i
0.00081827-0.00041856i,0.0014686-0.000947i,0.002615-0.001503i,0.0024108-0.00089009i,0.0013738+0.00070103i,0.0010975+0.00045472i,0.0011974-0.00061993i,0.00037375-0.0009681i,-0.00083483-0.00067814i,-0.00068666-4.0433e-05i,-0.00017579+0.00043779i,-0.00043563+6.8691e-05i,-0.00039951-0.00013842i,0.00013745+0.00079655i,-0.0002976+0.00095531i,-0.00022307+0.00030804i,0.00026236+0.00049368i,-0.0001961+0.00094661i,-0.0004035+0.00084948i,-0.0006382+0.0005717i,-6.2079e-05+0.00012717i,0.00072023+0.00024102i,0.0010403+0.00056792i
0.001669+0.00050185i,0.00182+0.00061785i,0.0015665+0.00033166i,0.00050773-0.00090887i,-0.00049325-0.001459i,0.00041361-0.00066937i,0.001748-0.00059305i,0.0013746-0.0008494i,0.00071353-0.0001356i,6.1605e-05+0.00017545i,0.00034252-0.00040266i,0.00046829+7.1545e-05i,4.7552e-06+0.00081503i,-0.00027145+0.00015217i,-0.0009744-0.00016079i,-0.00077139+0.00028036i,0.00027204-0.00015928i,0.00050776+0.00019908i,-0.00017705+0.00066629i,-0.00021847+0.0007338i,0.00056967+0.0011272i,0.00043528+0.00079046i,3.8145e-05-3.4429e-05i
-0.001746-0.00087774i,-0.0028352-0.0010324i,-0.0019934-0.0013263i,-0.00033879-0.00077684i,0.00086665+0.00078405i,0.00071466+0.0011526i,0.00025981+0.00017492i,-2.0899e-07-0.00060151i,-0.00020347-0.0011833i,0.0001829-0.0010037i,0.00068259-0.00025516i,0.00051764-0.00017191i,-2.983e-05-0.00032471i,-0.00070157-0.00026195i,-0.00093424+0.00019556i,-0.0006459+0.00067862i,-0.00042028+0.00049238i,-8.4547e-05-0.00039772i,-0.00036636-0.00021163i,-0.00050872+0.00062758i,4.887e-05+0.00011151i,0.00042371-0.00034182i,0.00022025-0.00045438i
-0.00068091-0.0041452i,-0.00077003-0.0046344i,-0.0014049-0.0039258i,-0.0014467-0.0024521i,-0.0008313-0.00080745i,-0.00021363+0.00060576i,0.00015769+5.6514e-05i,-0.00014053-0.00099178i,-0.00062805-0.000766i,-0.0002978-0.00049186i,9.9048e-05-0.00025907i,0.00019784-0.00046999i,0.00025417-0.00087429i,-6.6891e-05-0.00047902i,-0.00092893+0.00038652i,-0.00072309+0.00048551i,9.6105e-05+0.00060611i,9.653e-05+0.00027661i,8.8907e-05+0.0003318i,-5.495e-05+0.00087845i,-0.00014027+1.568e-06i,6.8454e-05+3.9757e-05i,0.00011935+0.0012305i
0.0012721+0.0009768i,0.001804+0.00047473i,0.0016097+2.0889e-05i,0.0013535+2.5978e-05i,0.0012881+7.6162e-06i,0.00063255+0.00039244i,0.00085826-0.00027334i,0.00080184-0.00052682i,-0.00028108+0.00032248i,-0.00074665+0.00030981i,-0.00093264-1.269e-05i,-0.00095421+0.00030169i,-0.00022148+0.00054575i,0.00037101-0.00010863i,0.00054615-0.00049254i,0.00064675-1.076e-05i,0.00021905+0.00036773i,-7.2098e-05-0.00038721i,-6.4837e-05-0.00042683i,-0.00023881+0.00027316i,-0.00033515+0.00044487i,-0.00043951+0.00078808i,-0.00041888+0.00032132i
-0.0015469+0.0024022i,-0.0018783+0.0027371i,-0.0023979+0.002107i,-0.0014133+0.0019053i,-0.00019783+0.0016426i,0.0010149+0.00099004i,0.0011529-0.00038095i,0.00057963-0.00059444i,0.00019983-0.00029307i,2.3293e-06-0.00039231i,0.00012756+0.00020939i,0.00063573+0.00055307i,0.00088656+0.00071618i,0.00019756+0.00039578i,-0.00010174+0.00022589i,-5.484e-05+0.00021416i,-0.00012876-0.00025803i,0.00012462-0.00072595i,0.00029004-0.00080709i,4.2274e-06-0.00037066i,-0.00012903-0.0001617i,-0.00014091+8.9753e-05i,0.00014672+0.00032379i
0.0010906-0.0010537i,0.00018985-0.00069405i,0.00033941+0.00012343i,0.00039574+0.0001529i,0.00041499-0.00045747i,0.00013579-0.00058294i,0.00011671-0.0009962i,0.00040538-0.0015642i,-3.714e-05-0.00057001i,-0.00026469-0.0001917i,9.7435e-05-0.0001255i,0.00054745+0.00036782i,0.00051873+0.00060529i,0.00048812+0.00039052i,-0.00024086-0.00044183i,-0.00037101-0.00065086i,-2.9422e-06-0.00073957i,-0.00045144-0.00082485i,-0.00076429+0.00018971i,-0.00065273+0.0012105i,-7.0029e-05+0.0010813i,0.00094444+0.00041117i,0.0011682+0.00036314i
0.0014162+0.00040661i,0.0019995+0.00021029i,0.0018758+0.00066476i,0.0022546+0.00044951i,0.0021698-0.00048668i,0.0019953-0.00049749i,0.0017725+0.00015465i,0.00074775+6.2144e-05i,0.00025354-0.00027333i,-0.00018368-0.00039792i,-0.00093806-0.00096616i,-0.00082326-0.0018279i,0.00023643-0.0013585i,-8.3997e-06+0.00020631i,-0.00090725+0.00080148i,-0.00051019-0.00029697i,-4.424e-05-0.00069474i,0.00029911-5.5097e-05i,0.00063226-0.00011066i,0.00014762-0.00057536i,-0.00019976-0.00047216i,-0.00037848-0.00060107i,-0.00029621-0.00044586i
0.0020201+0.0018802i,0.0016348+0.0022507i,0.0016605+0.0014892i,0.00063553-2.3997e-05i,-0.00012178-0.0005695i,0.00043939-0.0011632i,0.001412-0.0018351i,0.00099453-0.001921i,0.00020791-0.0015608i,0.00021938-0.00056211i,0.00029515-0.00018239i,-0.00016518-0.00064075i,-0.00084315-0.00065588i,-0.00085051-0.00078833i,0.00050967-0.00045524i,0.001124+0.00020437i,0.00086622+0.00032782i,-4.2909e-05+0.00024898i,-0.00046968-0.00023852i,0.0003074-0.0006351i,0.00049484-0.00065153i,0.00027591-0.00087654i,-9.0679e-05-0.00046059i
0.0031109+0.00094153i,0.0021192+0.00071729i,0.0023398-8.7676e-05i,0.0024515-0.00067357i,0.0021633-7.1958e-05i,0.0011219+0.00067874i,0.00060823+0.00064562i,0.00013733+1.6598e-05i,-0.0011166-0.00049831i,-0.00048207-0.00033299i,0.00059681-0.00010445i,0.00030845-0.00068121i,0.00011457-0.0011593i,-0.00015732-0.00042048i,-0.00024799-0.00021192i,-0.00048159-9.0252e-05i,-0.00078158+3.6991e-05i,-0.00060957-0.00054832i,-0.00016089-9.0288e-05i,0.00048501+0.00026618i,0.00091118-0.00016066i,0.0005601-0.00054507i,0.00063091-0.00027383i
-0.00049452+0.00070076i,-0.0005937+0.00072385i,-0.00034222+0.00039035i,-0.00016279-0.0004543i,0.000111-7.4804e-05i,0.00050234+0.00037258i,0.00035615-0.00037325i,0.00011276-0.00025453i,-8.5332e-05-0.00029729i,-0.00026321-0.0006716i,0.00032459-0.00044393i,0.00022391-0.000125i,3.92e-05+0.00041792i,0.00013918+0.0003741i,-5.8519e-05+0.00030986i,-0.00042375+0.00096343i,-0.0010427+0.0015153i,-0.00065575+0.00069323i,0.00070283+0.0001266i,0.00057642+0.00036577i,-0.00026822+0.00030263i,3.1753e-05-0.00036432i,0.00026651-0.0003287i
-0.00061864-0.0024994i,-0.0015048-0.0020295i,-0.00087646-0.0014958i,0.00013895-0.0010389i,0.0005912-0.00043887i,0.00046898-0.00024134i,0.00048077-0.0016199i,0.00035962-0.001937i,-0.00057959-0.001116i,-0.0010242-0.00055743i,-0.00062644-0.0004338i,-0.0001552-0.00013137i,-0.00064849-4.6886e-05i,-0.0013246-0.00073036i,-0.00049447-0.00050611i,0.00032316+0.00051452i,0.00023438+0.00020527i,6.3547e-05-0.00037024i,2.5552e-05+7.9882e-05i,-0.0010027+0.00034759i,-0.001442+4.6749e-05i,-0.0011295+0.00034611i,-0.0010377+0.00073376i
0.00067397+0.0010478i,0.00031538-8.03e-06i,0.0011896+0.00046444i,0.00097619+0.00025815i,0.00057105-0.00042728i,0.0014165-0.0007879i,0.0017618-0.0012852i,0.00070556-0.0012158i,-0.00027848-0.0011039i,-0.00034398+4.1886e-05i,-0.00010833+0.00076362i,-0.00068673+0.00029987i,-0.0010147-0.00040435i,-0.00048036-0.00073426i,-0.00059859-0.00076796i,-0.00071782-0.00010779i,-0.00028397+0.00074859i,0.00015077+0.00048587i,-0.00018021-0.00012842i,3.1107e-05+0.00022681i,0.00046448+0.00075152i,0.0010185+0.00036251i,0.0010906-0.00013768i
0.0011089+0.0015943i,0.0011228+0.0023245i,0.0017302+0.0029715i,0.0022364+0.0020924i,0.0024358+0.0010788i,0.0024095+0.00053641i,0.0014355-0.00015369i,-3.2325e-05-0.00021965i,-0.00054726-0.00012363i,0.00011887-0.00030297i,0.00035304-0.00060372i,0.00076766-0.0002891i,0.00047431+0.00070543i,6.1596e-05+0.0011757i,2.8321e-05+0.0013899i,-0.00052058+0.001519i,-0.0004674+0.0011724i,-6.6902e-05+0.0003784i,0.00036865+0.0001353i,0.00069718-0.00029366i,0.00076823-0.00016122i,0.00077384-4.1937e-05i,0.00023273-0.00013288i
-0.00079793+0.00034686i,-0.00068414-0.00014867i,0.00063021+0.00082945i,0.00090579+0.00052134i,0.0010442-0.00044252i,0.0009378-0.00087396i,0.00020039-0.0012754i,7.6308e-05-0.0010563i,0.00075737+2.5129e-05i,0.00095953-0.00010565i,0.00032259-0.001025i,-0.00038402-0.00075707i,-2.1526e-06+0.00021677i,0.00039674-0.00043029i,0.00052107-0.00034891i,0.00011565+0.0002812i,-0.00078186-0.00025061i,-4.6067e-05+0.00025644i,0.0011773+0.0013585i,0.00041482+0.00099256i,-0.00043626+0.00051969i,-0.00020882+0.00082872i,0.00020123+0.00055542i
0.00032629-0.00016251i,0.0003034-0.0021472i,-0.00011396-0.0029266i,-0.0011632-0.0021327i,-0.0021417-0.0009804i,-0.0013809-7.6894e-05i,-0.00078434-0.00011469i,-0.001052+6.0879e-05i,-0.0001944+0.00096478i,6.0748e-05+0.0015516i,-8.0619e-05+0.00059972i,0.00039566-0.0002689i,0.00013373-0.00036191i,-0.00069009-0.00022352i,-0.00038711-4.6299e-05i,-5.8151e-05-0.00025982i,-0.00077405-9.1496e-05i,-0.0016352+0.00013179i,-0.0014548-8.8742e-05i,-0.00071817-8.2804e-05i,-0.00074959+0.00022235i,-0.00032027+0.00062567i,0.00067282+0.0005083i
0.00071288+0.0019054i,0.00061758+0.002212i,0.0011572+0.0022764i,0.0023687+0.001964i,0.0019833+0.0012591i,0.00058807+0.00077736i,0.00028669+0.00061992i,0.00013674-0.00024926i,-0.00012101-0.0011758i,-0.00010313-0.0011412i,0.00044001-0.00090906i,0.00069786-0.00079633i,0.00027342-0.00027236i,0.00015616-0.00038829i,-0.00036438-0.00067882i,-0.0015356-0.00043974i,-0.0011716+0.00045011i,-8.5336e-05+0.0012773i,0.00030325+0.00081207i,0.00038067+0.00045838i,-0.00029982+5.0485e-05i,-0.0008428-0.0003137i,5.0364e-05-0.00092829i
0.00024899-0.00067372i,-4.2956e-05-0.00088381i,-0.00049564-0.002255i,-8.2383e-05-0.0025726i,1.3205e-05-0.0016007i,0.00030986-0.0007664i,0.00084905-0.0004669i,0.00042452-0.00092408i,-0.00032246-0.00060444i,-0.00077229+9.1048e-05i,0.00016925-4.7919e-05i,0.00096676+0.00035838i,0.00043809+0.0010874i,9.0978e-05+0.0012097i,0.00036878+0.00036228i,0.00069715+0.00018117i,0.00095151+0.00049718i,0.0015068+0.00026295i,0.0012977+0.00011686i,0.00023514+0.00024931i,0.00034564+0.00043596i,9.7031e-06+0.00042673i,-0.00072047+0.00038455i
-0.0010591+0.0001884i,-0.00065816-3.9833e-05i,-0.00046261-0.00053881i,0.00073556-0.00037137i,0.0013213+0.00030205i,0.0012932-0.0001626i,0.00090779-0.00029985i,0.00088943+0.00048832i,0.0005594+0.00075208i,-1.0266e-05+0.00072302i,-0.0001215-0.00010551i,-0.00038822-0.00015735i,-0.00022722+0.00081973i,-9.8211e-05+0.001171i,5.5977e-05+0.00095989i,-5.3909e-05+0.00041315i,-0.00044695-0.00022885i,3.4839e-05+0.0003522i,0.00056501+0.00066052i,0.0005574+0.00074227i,0.00039316+0.00059421i,0.00023667-0.00050098i,0.00014594-0.0010432i
0.001108+0.0015347i,0.0018922+0.00058982i,0.0012652+0.0019205i,-0.00027267+0.0021261i,-0.00020574+0.0014518i,1.8853e-05+0.00086229i,0.00032966+0.00020694i,0.00076838+0.00037897i,-8.426e-05-7.4291e-05i,-0.0004946-0.00072888i,0.00030979-0.00032325i,0.00048253+0.00011252i,0.00076281-0.00019851i,0.00096272-0.00048536i,0.00039351-5.2604e-05i,7.2147e-05+0.00013833i,0.00026624-0.00028899i,0.00027817-8.0942e-05i,0.00059576+0.00015423i,0.0008606+0.00028797i,0.00071249+0.00069735i,0.00069728+0.00047946i,0.00045553-0.00053587i
0.00072284+0.0015439i,0.0015288+0.0020055i,0.0010449+0.00065376i,0.001792-0.00079753i,0.0023447-0.00076462i,0.0017482+8.3093e-05i,0.0018153+0.00026271i,0.0016902-0.00012635i,0.00071034+0.00042149i,0.00060041-5.0503e-05i,0.00091051-0.0010681i,0.00053802-0.00063501i,0.00018475+4.9864e-05i,-8.5762e-05+0.00025406i,-0.0006865-0.00039634i,-0.0011597-0.00036948i,-0.0010657-0.0003023i,-0.00058939-0.0011986i,7.5481e-05-0.0012484i,0.00088227-0.00048929i,0.00082778+0.00011317i,0.0001221+0.00034182i,-0.00064928+0.00044201i
-0.0039199+0.00092011i,-0.0036521+0.0016286i,-0.0026484+0.0023143i,-0.0010467+0.001846i,0.0011016+0.0010101i,0.0022212-0.00017602i,0.0012515-0.0017774i,-0.00021876-0.0014946i,-0.00027246-0.00024281i,0.00069367-0.0005592i,0.0011931-0.00028973i,0.00059892+0.0012402i,-0.000149+0.0018545i,-3.1974e-06+0.0012177i,-4.6766e-05+0.00064987i,-0.00020193+0.00014251i,0.00020097-0.0001903i,-6.4672e-05-0.00027817i,-0.00035875-0.00040034i,5.6916e-05-0.00054062i,0.00026734-0.00042776i,0.00051801+0.00037491i,0.0011913+0.00044839i
-0.00042688+0.0014534i,-0.00014951+0.0012278i,-0.00092683+0.00085379i,-0.0012021+0.00015595i,0.00013742-0.00039067i,0.0010397+0.00021389i,0.00067034+0.00042476i,2.0707e-05+0.00016296i,-0.00028909+0.00022685i,-0.00025011+0.00017455i,-0.00034093-4.6301e-05i,0.00011528+0.00012702i,0.0010295+0.00038729i,0.00090167+0.00027624i,0.00052893+1.0343e-05i,-9.1307e-05-0.00026746i,-0.00047208+0.00011561i,-0.00018237+0.00086441i,-0.00014861+0.00055226i,8.3333e-05-4.4938e-05i,0.00022404-2.3263e-07i,5.121e-05-0.00032008i,0.00026689-0.00064471i
0.0020776+0.0013565i,0.0023954+0.0014096i,0.0026766+0.00010069i,0.0024196-0.00015436i,0.0025066+0.00042224i,0.00209+0.00026171i,0.0014294-0.00032757i,0.00046926-0.00089716i,-0.00048497-0.0012109i,-0.00068501-0.0011064i,-1.9621e-06-0.00089217i,0.00037857-0.00065065i,0.00066083-0.00028324i,0.00055973-0.00039054i,0.00017274-0.00049924i,-9.7194e-06-0.00029756i,-0.00011436-0.00042947i,-0.00028399-0.00033571i,0.00014776-0.00019755i,0.00021595-0.00022433i,0.00037792-0.00027104i,0.0010708-0.00074721i,0.00043871-0.0011788i
0.00070762+0.00019223i,0.0012286+0.001077i,0.0013434+0.0003582i,0.00058527+0.0004864i,-6.1789e-05+0.00039499i,-0.00027187-0.00027039i,-0.00043272-0.00030875i,-0.00076176-0.00026338i,-0.00029538-5.7989e-05i,0.000403-0.00012773i,0.00013174-0.00051228i,-5.116e-05-0.00019402i,-0.00021438+0.00017728i,-0.00038005+0.00020493i,-8.3408e-05+0.0006467i,-0.00023777+0.00092573i,-0.00046577+0.00056543i,-0.00014294+0.0004753i,-0.00019761+0.00028495i,-0.00024403+0.00016167i,-0.000285+0.00058847i,-0.00051365+0.00079674i,2.5496e-05+7.9381e-05i
0.0014902+0.00040616i,0.0012991-0.00018117i,0.0016065-0.00043333i,0.0010584-0.00052298i,0.00040845-0.00087177i,0.00033703-0.00075031i,0.00040283-0.00094278i,-0.00027432-0.0015171i,-0.00041575-0.001642i,0.00023518-0.00095181i,0.00083439-7.333e-05i,0.00048611+0.00016841i,-0.00048232-0.0003739i,-0.0004623-0.00067967i,-0.00052498+4.6961e-05i,-0.00041371+0.00095233i,0.00038913+0.0013202i,0.00071248+0.0011955i,0.00016963+0.0010742i,0.00020788+0.00074498i,0.00017663+0.00054622i,0.00021788+6.6976e-05i,0.00080306+2.0743e-06i
-0.0015009+0.0015494i,-0.0011619+0.0014795i,-0.00038088+0.002716i,-0.00027252+0.0026173i,6.4098e-05+0.0019359i,0.0011564+0.0013572i,0.0013616+0.00047825i,0.00050557-0.00032396i,0.00016672-0.00041686i,0.00045403-0.00015142i,0.00051246-0.00061867i,0.00054488-0.00014995i,3.3937e-05+0.0011727i,0.0002526+0.00081562i,0.00021011+9.1692e-05i,-0.00012284-0.00023085i,0.00042468-0.00037376i,0.00014449-0.00030229i,-0.00055834-0.00046097i,-0.00046825-0.00036414i,-1.9748e-05-0.00026387i,0.00027222-0.00058929i,-7.3394e-05-0.00082227i
0.00095047-0.0032236i,0.0019745-0.0025159i,0.0014787-0.0019953i,0.00066053-0.001831i,0.00044022-0.0014274i,0.00022766-0.0011328i,0.00050989-0.00064621i,0.00053695-0.00034719i,-7.0197e-05-0.00067404i,-0.00063714-0.00052498i,-0.00041482-0.00046033i,-0.00045888-0.00012846i,-0.00052939+0.00027707i,-0.00048934+0.00053295i,-0.00069588+0.00099286i,-0.00018902+0.00082964i,-0.00023413-9.4644e-06i,-0.00028501-6.2753e-05i,0.0003041+0.00043462i,0.00031483+0.00096101i,0.00028349+0.00098513i,0.00026904+0.00042025i,0.00026605-0.00012626i
0.0014787-7.1145e-05i,0.0012016+0.00043595i,-0.00028151+5.442e-05i,-0.00056905+9.4856e-05i,-0.0001388+0.00094156i,0.00067558+0.00091252i,0.001452-0.00024185i,0.00088642-0.00072571i,-0.00039292+0.00037675i,-0.00070765+0.00077138i,-0.00035446+7.673e-05i,-0.00015109-0.00044849i,0.00044686-0.00039947i,0.00095209-0.0002874i,0.00060443-7.8349e-05i,0.00076074+0.00026678i,0.00031353+0.00060332i,-0.00040038-9.1017e-05i,0.00044818-0.0011378i,0.0010956-0.0011598i,0.00048743-0.00016519i,0.00035858+0.0006638i,0.00055361+0.001183i
0.000638+0.0024762i,0.001746+0.0011813i,0.0026538+0.00041161i,0.0015307+0.00069691i,0.00082494+0.00092143i,0.00099978+0.00019458i,0.00084146-0.0011311i,-0.00016797-0.0017579i,-1.7841e-05-0.001083i,0.0009918-0.00020652i,0.00095368-0.00029786i,0.00023777-0.00021667i,-0.00029511-5.0371e-05i,-0.00042909-0.00056246i,-0.00023627-0.001169i,0.00036966-0.00082597i,0.00022748-0.00033446i,-0.00010319-0.00049098i,0.00018252-0.00024903i,0.00097636+0.00033645i,0.0011407+0.00069809i,0.00073161+0.00039454i,0.00047413+3.2529e-05i
