-0.0036294+0.001298i,-0.003574+0.0011378i,-0.0037773+0.00049081i,-0.0028018+0.00059462i,-0.0012772+0.0016383i,-0.000949+0.0018967i,-0.00022466+0.00078534i,0.00068959+5.6913e-05i,0.0010769-3.8284e-05i,0.0011876-0.00023737i,0.0010084-0.00071047i,0.00058449-0.00069986i,2.7407e-05+0.00029667i,-0.00020978+0.00062249i,-5.3868e-05+0.00055404i,0.0004661-1.2833e-05i,0.00054-0.0017256i,-2.0558e-05-0.0021237i,-0.00016801-0.0014358i,-0.00062084-0.00081971i,-0.00063603+2.585e-05i,-0.00046674+0.00032487i,-0.00066268+0.00055979i
0.1087-0.23413i,-0.0074189-0.30547i,-0.13107-0.25439i,-0.15581-0.21853i,-0.1974-0.24976i,-0.31116-0.23938i,-0.30686-0.16075i,-0.168-0.087608i,-0.067347-0.041836i,-0.03838-0.0061372i,-0.032168+0.0048901i,-0.041792+0.0054534i,-0.044263+0.020436i,-0.022039+0.028239i,-0.0051424+0.0093556i,-0.012061-0.02045i,-0.028273-0.042594i,-0.04344-0.043687i,-0.049413-0.027534i,-0.040458-0.017088i,-0.027825-0.018555i,-0.017144-0.02193i,-0.0064226-0.022506i
0.20914+0.25401i,0.33416+0.22277i,0.19703+0.060652i,-0.1673-0.023553i,-0.37676+0.087144i,-0.32753+0.25154i,-0.22383+0.29786i,-0.14013+0.23533i,-0.067197+0.15189i,-0.033109+0.084396i,-0.028166+0.046999i,-0.02522+0.026138i,-0.026686+0.0033748i,-0.027174-0.014579i,-0.020989-0.013165i,-0.014275+0.0033902i,-0.012304+0.021308i,-0.012244+0.036545i,-0.0065687+0.050604i,0.0019286+0.057726i,0.0042705+0.050925i,-0.0022779+0.03516i,-0.013965+0.017382i
-0.3206+0.014243i,-0.3508+0.13117i,-0.13654+0.26073i,0.19799+0.35888i,0.42298+0.36092i,0.50982+0.24442i,0.46226+0.10905i,0.30535+0.028185i,0.15799-0.0018304i,0.088006+0.0052376i,0.07562+0.026748i,0.084563+0.037076i,0.081871+0.02957i,0.053621+0.023501i,0.026473+0.031965i,0.013534+0.038593i,0.0083594+0.034698i,0.013944+0.022413i,0.024846+0.0018527i,0.029671-0.012512i,0.032022-0.0090017i,0.037605+0.00021581i,0.033179+0.0044527i
0.082823-0.27164i,-0.064032-0.35366i,-0.23902-0.29263i,-0.28435-0.24758i,-0.24707-0.32186i,-0.24622-0.38228i,-0.22633-0.30137i,-0.1387-0.14163i,-0.053029-0.043038i,-0.019864-0.031979i,-0.020129-0.051076i,-0.024902-0.060845i,-0.018076-0.050094i,0.00019764-0.037809i,0.01383-0.041939i,0.020832-0.045549i,0.023286-0.042869i,0.0095161-0.040224i,-0.015201-0.034533i,-0.028858-0.021957i,-0.026362-0.0090213i,-0.01707-0.0073006i,-0.005113-0.0091323i
0.25798+0.27113i,0.48245+0.27912i,0.56204+0.18182i,0.44431+0.10291i,0.24614+0.12628i,0.072074+0.19463i,-0.014509+0.17402i,-0.044342+0.081705i,-0.062098+0.049584i,-0.049572+0.065081i,-0.034956+0.046008i,-0.039537+0.015284i,-0.036441-0.001582i,-0.0439-0.0089473i,-0.066942+0.004809i,-0.071198+0.023192i,-0.055718+0.025939i,-0.029857+0.018558i,-0.0036564+0.0058321i,0.01095-0.0075844i,0.017528-0.017491i,0.014338-0.020256i,0.0037333-0.016195i
-0.3515+0.032458i,-0.43095+0.099178i,-0.36185+0.075554i,-0.25041+0.014805i,-0.12891+0.013868i,0.024699+0.021791i,0.081338+0.025964i,0.047097+0.037736i,0.038094+0.019538i,0.04048-0.0032593i,0.036158+0.020607i,0.039947+0.05208i,0.032291+0.05519i,0.028669+0.05807i,0.050384+0.063794i,0.073058+0.047966i,0.072347+0.012019i,0.042409-0.019112i,-0.0001531-0.026879i,-0.025091-0.018877i,-0.030203-0.011159i,-0.030699-0.0043534i,-0.028432+0.0018661i
0.085652-0.33032i,-0.0099774-0.42397i,-0.065687-0.34816i,0.0022162-0.25275i,0.043431-0.23595i,0.016863-0.20732i,0.049982-0.16119i,0.09042-0.14066i,0.068076-0.12135i,0.037827-0.10257i,0.017037-0.090053i,0.0086901-0.065137i,0.021467-0.039479i,0.040075-0.043125i,0.048036-0.074318i,0.027604-0.095595i,-0.0072736-0.077097i,-0.020231-0.037375i,-0.010016-0.0070138i,-0.0044818+0.0053006i,-0.012336+0.0066091i,-0.014755+0.0081209i,-0.0044752+0.012481i
0.25591+0.28913i,0.35883+0.29039i,0.19071+0.23339i,-0.12743+0.24836i,-0.25063+0.27627i,-0.20112+0.21122i,-0.17204+0.11829i,-0.13204+0.080802i,-0.070971+0.060394i,-0.052377+0.053178i,-0.043969+0.06101i,-0.026525+0.037957i,-0.029892-0.0080966i,-0.058465-0.036383i,-0.089551-0.034293i,-0.095345-0.016518i,-0.074953-0.0017948i,-0.047403+0.01347i,-0.013983+0.03031i,0.023806+0.033432i,0.047907+0.024302i,0.048099+0.014074i,0.034643+0.0026604i
-0.36682+0.063679i,-0.36749+0.18078i,-0.099838+0.18835i,0.22951+0.086813i,0.36086+0.022252i,0.33339+0.0027502i,0.24581-0.035572i,0.119-0.065091i,0.036132-0.0357i,0.031517+0.0011506i,0.036979+0.0094995i,0.030237+0.014808i,0.021774+0.024054i,0.011077+0.053432i,0.012599+0.10322i,0.027429+0.12802i,0.037239+0.10319i,0.031314+0.042917i,0.0054842-0.016498i,-0.02849-0.042185i,-0.049483-0.039093i,-0.049909-0.026909i,-0.035222-0.017101i
0.1042-0.35249i,-0.0034684-0.4158i,-0.11885-0.24874i,-0.11381-0.059267i,-0.076898-0.083052i,-0.13008-0.15995i,-0.16029-0.07364i,-0.088133+0.030838i,-0.03229+0.0070306i,-0.0404-0.050447i,-0.053727-0.069296i,-0.050324-0.054244i,-0.022678-0.022035i,0.027125-0.023077i,0.062314-0.065085i,0.056623-0.093458i,0.027475-0.079471i,0.0037421-0.036921i,7.713e-05-0.0014618i,0.00018399+0.0087188i,-0.0073942+0.017302i,-0.0048164+0.031542i,0.0015409+0.032553i
0.30675+0.28245i,0.49001+0.18206i,0.47245-0.13891i,0.19756-0.40821i,-0.089235-0.32881i,-0.14678-0.068906i,-0.071373+0.0047197i,-0.049608-0.030854i,-0.0686+0.0053179i,-0.067101+0.054268i,-0.057013+0.068982i,-0.042715+0.05914i,-0.038024+0.02211i,-0.061454-0.014268i,-0.091601-0.024769i,-0.092702-0.015147i,-0.064711-0.0064238i,-0.038611-0.0063069i,-0.028575-0.0017618i,-0.012549+0.015524i,0.02186+0.025833i,0.049073+0.01174i,0.046785-0.0077049i
-0.42905+0.086953i,-0.56181+0.25742i,-0.51272+0.45201i,-0.30015+0.57808i,-0.044121+0.51767i,0.09991+0.326i,0.10551+0.19485i,0.068735+0.12322i,0.044764+0.0586i,0.04026+0.037972i,0.064086+0.045725i,0.081885+0.040151i,0.064464+0.02669i,0.032387+0.033268i,0.016833+0.065548i,0.0195+0.085389i,0.021872+0.071416i,0.020089+0.045046i,0.015717+0.023875i,0.0088777+0.0037866i,-0.0015847-0.019492i,-0.014739-0.033422i,-0.018892-0.029877i
0.12951-0.38733i,0.074175-0.52661i,-0.034421-0.48671i,-0.093066-0.34082i,-0.058895-0.22534i,0.014282-0.19425i,0.048433-0.19931i,0.042886-0.14827i,0.064775-0.062347i,0.085361-0.043414i,0.047415-0.070825i,0.0022345-0.069932i,0.0011501-0.039307i,0.034106-0.015125i,0.069792-0.025387i,0.074968-0.049026i,0.051021-0.048321i,0.027318-0.032413i,0.018744-0.022905i,0.008798-0.0179i,-0.0083591-0.0080198i,-0.02167+0.0064365i,-0.02586+0.015537i
0.3039+0.34106i,0.50514+0.43054i,0.6392+0.36619i,0.60734+0.19245i,0.37329+0.050898i,0.080249+0.016207i,-0.070346+0.075057i,-0.05798+0.11524i,-0.038097+0.077683i,-0.055146+0.048768i,-0.0555+0.044885i,-0.048147+0.028623i,-0.047858+0.0031924i,-0.058062-0.023481i,-0.073943-0.035339i,-0.066287-0.030957i,-0.036011-0.028325i,-0.015217-0.029678i,-0.014545-0.019734i,-0.0091284+0.0035434i,0.013882+0.020993i,0.034058+0.023298i,0.038431+0.016286i
-0.45464+0.033809i,-0.64486+0.034333i,-0.70145+0.0025815i,-0.58758-0.010605i,-0.32443+0.01823i,-0.071575+0.047836i,0.028366+0.0015259i,0.015835-0.061757i,0.0054048-0.06047i,0.019557-0.038594i,0.036113-0.014996i,0.056301+0.010235i,0.069984+0.021155i,0.066162+0.038769i,0.047752+0.06481i,0.023269+0.068491i,0.0002527+0.045571i,-0.018454+0.019483i,-0.024304+0.0071207i,-0.018309-0.0052515i,-0.017131-0.02668i,-0.021997-0.039363i,-0.018938-0.033843i
0.19863-0.37594i,0.29046-0.46855i,0.3548-0.38634i,0.34282-0.26773i,0.20802-0.21773i,0.088079-0.14122i,0.095476-0.017445i,0.10497+0.029685i,0.044452+0.0096073i,-0.0014377-0.0047164i,-0.01318-0.024104i,-0.024052-0.034948i,-0.022154-0.028965i,-0.0015863-0.041637i,0.017835-0.070771i,0.014627-0.086145i,-0.0051811-0.069233i,-0.0095704-0.036324i,0.0099663-0.022647i,0.019976-0.028967i,0.0057159-0.029092i,-0.0063093-0.016246i,-0.010399-0.0077526i
0.22289+0.34753i,0.25445+0.43156i,0.090959+0.33056i,-0.16123+0.20598i,-0.2401+0.16424i,-0.18023+0.049277i,-0.17637-0.10859i,-0.17471-0.12124i,-0.099874-0.047254i,-0.043589-0.00582i,-0.038321+0.020559i,-0.034748+0.025169i,-0.039261-0.0017363i,-0.061171-0.020931i,-0.074048-0.010445i,-0.062007+0.015881i,-0.040342+0.032178i,-0.032926+0.031586i,-0.043253+0.029963i,-0.050826+0.041888i,-0.038991+0.060912i,-0.017276+0.065116i,-0.0015367+0.049256i
-0.42651-0.016649i,-0.54838-0.025121i,-0.39232-0.015861i,-0.087884-0.014114i,0.069363-0.0081107i,0.087596+0.062194i,0.1018+0.11531i,0.085994+0.077047i,0.029877+0.020736i,0.0024018+0.0064205i,0.015398+0.013584i,0.032385+0.018443i,0.030276+0.020996i,0.0092427+0.038315i,-0.0096988+0.064483i,-0.011422+0.075749i,0.0031378+0.067221i,0.022049+0.046324i,0.031999+0.02213i,0.031759+0.0037926i,0.029765-0.011602i,0.025622-0.024053i,0.016205-0.021422i
0.22841-0.33112i,0.28735-0.36351i,0.19427-0.14879i,0.069024+0.13691i,0.035672+0.20504i,-0.013719+0.09654i,-0.090768+0.042832i,-0.078273+0.043585i,-0.023359+0.01056i,-0.0086555-0.031984i,-0.01707-0.055986i,-0.023804-0.053229i,-0.012613-0.026546i,0.028546-0.0090185i,0.078657-0.01951i,0.099829-0.042239i,0.085887-0.052177i,0.057393-0.044793i,0.036458-0.032795i,0.028684-0.024232i,0.021744-0.015945i,0.012191-0.0048913i,0.0051516-0.00057182i
0.1933+0.36113i,0.31183+0.38915i,0.36887+0.084728i,0.29039-0.30992i,0.15348-0.39855i,0.11724-0.24867i,0.15067-0.13568i,0.11234-0.064241i,0.037108+0.018994i,-0.003187+0.070645i,-0.01998+0.082952i,-0.024734+0.071227i,-0.027356+0.042623i,-0.043335+0.014874i,-0.064841+0.0026129i,-0.065271-0.0018161i,-0.045002-0.014767i,-0.032184-0.03063i,-0.038283-0.030438i,-0.047255-0.01431i,-0.043236-0.0016353i,-0.029598+0.0011056i,-0.014575+0.0027423i
-0.43299-0.063935i,-0.63218-0.031533i,-0.591+0.14091i,-0.34065+0.31813i,-0.13488+0.32554i,-0.080544+0.23672i,-0.079831+0.15349i,-0.046182+0.056513i,-0.0071476-0.017601i,0.016456-0.031956i,0.031416-0.018366i,0.040712+0.0036151i,0.052175+0.014846i,0.05848-0.0021129i,0.045064-0.026948i,0.015267-0.03497i,-0.014512-0.027655i,-0.026418-0.009641i,-0.014613+0.0098362i,0.00793+0.017358i,0.020951+0.013853i,0.021155+0.0069112i,0.014806-0.00039877i
0.29422-0.29717i,0.3937-0.44557i,0.24027-0.48476i,-0.059155-0.40154i,-0.18021-0.2918i,-0.10092-0.2341i,-0.021052-0.17209i,0.0060634-0.067978i,0.022748+0.0053437i,0.037748+0.016629i,0.047299-0.00010125i,0.042209-0.020163i,0.022989-0.021516i,0.008272+6.9058e-05i,0.0056045+0.02175i,0.0039602+0.025619i,-0.0075172+0.021771i,-0.016796+0.015462i,-0.010943+0.0036265i,-0.0032443-0.0095163i,-0.0035714-0.017723i,-0.0085846-0.017312i,-0.0092537-0.012043i
0.096791+0.4208i,0.18291+0.62701i,0.34724+0.62295i,0.48091+0.43187i,0.41365+0.27585i,0.23527+0.21456i,0.094409+0.13664i,-0.0084151+0.050736i,-0.060427+0.01295i,-0.076097+0.0019092i,-0.085618-0.00078512i,-0.072496-0.0091539i,-0.052039-0.036344i,-0.060128-0.056276i,-0.08002-0.045599i,-0.073985-0.013722i,-0.042819+0.01763i,-0.014469+0.035084i,-0.00020231+0.033319i,0.0026468+0.019603i,0.0019755+0.0080181i,0.0065898+0.0041248i,0.010313+0.0021835i
-0.40767-0.17535i,-0.65473-0.29669i,-0.78733-0.27804i,-0.69659-0.13304i,-0.45366-0.073754i,-0.26877-0.10619i,-0.14447-0.073951i,-0.0080928-0.024811i,0.061383-0.027256i,0.063389-0.035044i,0.058376-0.031353i,0.042226-0.01978i,0.025342+0.0045826i,0.039353+0.032544i,0.075286+0.049598i,0.090689+0.044229i,0.076722+0.02407i,0.056558-0.0012954i,0.032786-0.024853i,0.0049544-0.02686i,-0.0151-0.0103i,-0.022961-0.00099247i,-0.023583-0.003511i
0.37609-0.18083i,0.66224-0.22473i,0.79342-0.24754i,0.64327-0.25401i,0.39756-0.15981i,0.26593-0.028746i,0.16873+0.0098936i,0.04794+0.0068991i,-0.0089846+0.01984i,-0.01643+0.0271i,-0.029707+0.031232i,-0.038284+0.035481i,-0.040666+0.030869i,-0.046348+0.019962i,-0.044587+0.0054275i,-0.027515-0.012161i,-0.0079967-0.02796i,-0.0050582-0.031398i,-0.014835-0.016568i,-0.012687+0.0034677i,0.0054209+0.010418i,0.016266+0.0054316i,0.012296+0.0040872i
-0.0691+0.37652i,-0.22315+0.578i,-0.31605+0.63496i,-0.25502+0.49329i,-0.19618+0.26305i,-0.18747+0.10411i,-0.11374+0.030394i,-0.024315-0.018195i,-0.0071002-0.03726i,-0.015875-0.026942i,-0.011405-0.019053i,-0.0014818-0.015608i,0.013749-0.014593i,0.026918-0.031862i,0.023076-0.058028i,0.0020006-0.064465i,-0.021034-0.048375i,-0.031534-0.019922i,-0.0243+0.010897i,-0.0053253+0.024143i,0.0056667+0.01947i,0.0046096+0.019764i,0.0072809+0.026292i
-0.2674-0.26202i,-0.33264-0.53193i,-0.33114-0.6765i,-0.25279-0.52485i,-0.064664-0.26887i,0.083974-0.14464i,0.055014-0.093184i,-0.016352-0.018502i,-0.012773+0.031007i,0.015835+0.035424i,0.03664+0.036625i,0.052911+0.039198i,0.05334+0.038814i,0.037672+0.050905i,0.018859+0.065514i,0.0055449+0.063069i,0.0011938+0.044699i,0.0099858+0.016123i,0.02036-0.017734i,0.011583-0.043078i,-0.0064072-0.047039i,-0.011036-0.040747i,-0.0068419-0.037603i
0.3316-0.037173i,0.55574+0.15295i,0.63872+0.34772i,0.46158+0.33898i,0.14919+0.22779i,-0.043885+0.17412i,-0.052261+0.12235i,-0.028553+0.042624i,-0.046727+0.00020133i,-0.058572-0.007243i,-0.053186-0.018659i,-0.044901-0.029414i,-0.034452-0.03789i,-0.036108-0.051067i,-0.047623-0.050895i,-0.046915-0.029574i,-0.037363-0.0053531i,-0.035867+0.008403i,-0.041286+0.017135i,-0.035929+0.02943i,-0.015481+0.038437i,0.0017301+0.036672i,0.0071638+0.027548i
-0.13379+0.23781i,-0.38024+0.24217i,-0.52715+0.13855i,-0.3569+0.029928i,-0.065604-0.062022i,0.05435-0.12814i,0.018271-0.095014i,-0.0016397-0.011802i,0.026121+0.013957i,0.032363+0.0002735i,0.019075+0.00094204i,0.010671+0.0041067i,0.0069113+0.00080313i,0.018268+0.0055011i,0.038142+0.013497i,0.046911+0.010831i,0.042908+0.0023288i,0.035388+0.0010937i,0.034458+0.0067738i,0.037312+0.004684i,0.030082-0.003818i,0.013604-0.005621i,0.0014758-0.002542i
-0.11177-0.21069i,0.026524-0.38876i,0.18154-0.45976i,0.13941-0.33373i,0.002259-0.11109i,-0.021444+0.051756i,0.040361+0.072279i,0.058533+0.018869i,0.024022+0.00504i,0.0059932+0.028809i,0.0063635+0.037152i,-0.0014136+0.030042i,-0.016179+0.022477i,-0.031216+0.020386i,-0.033385+0.025174i,-0.01928+0.026481i,0.00032551+0.018751i,0.017006+0.0033058i,0.018207-0.024421i,0.00038483-0.049081i,-0.01486-0.050725i,-0.010977-0.040708i,-0.0015857-0.034747i
0.20599+0.016381i,0.23616+0.24036i,0.16477+0.43608i,0.074576+0.35532i,0.0097124+0.11399i,-0.050749-0.027909i,-0.066664-0.033243i,-0.02577-0.016606i,0.0077054-0.033462i,0.0022006-0.049006i,-0.0035358-0.043795i,0.0051387-0.033594i,0.01553-0.02605i,0.023624-0.029293i,0.021411-0.045747i,0.0048015-0.058756i,-0.019508-0.05728i,-0.044891-0.041805i,-0.062636-0.0088528i,-0.057898+0.033399i,-0.034754+0.055768i,-0.017657+0.050186i,-0.013796+0.037821i
-0.071832+0.1298i,-0.21388-0.0059746i,-0.28135-0.19354i,-0.18316-0.17731i,-0.017498-0.01091i,0.11348+0.050803i,0.13948-0.01593i,0.066722-0.054111i,0.011342-0.011891i,0.017972+0.022925i,0.020839+0.021938i,0.008807+0.018366i,0.0024693+0.019246i,-0.00099871+0.028674i,0.0019385+0.041585i,0.0085252+0.042974i,0.012818+0.036195i,0.02112+0.032092i,0.037565+0.028512i,0.053527+0.016176i,0.050734-0.0017978i,0.032518-0.010894i,0.018123-0.0096336i
-0.081135-0.1063i,0.070912-0.12212i,0.22838-0.078015i,0.19098-0.053137i,0.042841-0.075872i,-0.079507-0.059555i,-0.12761+0.0022985i,-0.094066+0.030883i,-0.053405+0.003444i,-0.048993-0.017355i,-0.041999-0.0089113i,-0.020889+0.0014392i,-0.0024778-0.0031541i,-0.0028969-0.020229i,-0.020485-0.028496i,-0.033113-0.016093i,-0.03031+0.0015327i,-0.019078+0.0015487i,-0.011999-0.021067i,-0.013816-0.045198i,-0.016637-0.050922i,-0.014101-0.040195i,-0.0072309-0.024725i
0.12159-0.031277i,0.040946+0.082579i,-0.098572+0.18531i,-0.12498+0.16067i,-0.048142+0.067747i,0.015067-0.023561i,0.019762-0.073863i,-0.0059597-0.045519i,0.0027048+0.0017765i,0.028957-0.0045342i,0.027443-0.022583i,0.012489-0.015943i,0.004177-0.0035936i,0.01078+0.0031394i,0.025871+0.00039515i,0.035797-0.010851i,0.034264-0.02288i,0.013375-0.026025i,-0.02053-0.0066615i,-0.045688+0.028514i,-0.04984+0.052915i,-0.040125+0.053984i,-0.027536+0.041252i
-0.0027404+0.12121i,-0.018559+0.0029559i,0.0021957-0.15571i,0.035772-0.15415i,0.034025-0.031611i,0.016183+0.091105i,0.021945+0.16444i,0.041246+0.13425i,0.021815+0.062746i,-0.016266+0.048166i,-0.025485+0.054137i,-0.017561+0.030071i,-0.01695-0.00080588i,-0.027618-0.0096267i,-0.035631+0.0044556i,-0.031343+0.020996i,-0.019909+0.028334i,0.0021857+0.034624i,0.038962+0.03287i,0.072418+0.013229i,0.078032-0.0099278i,0.061962-0.015822i,0.046506-0.010386i
-0.12956-0.05613i,-0.065014+0.0075486i,0.018791+0.11156i,0.0056774+0.11578i,-0.048678+0.018326i,-0.069395-0.082826i,-0.052613-0.13491i,-0.017333-0.1134i,0.0073541-0.071039i,0.0057017-0.055461i,-0.001853-0.047478i,3.8084e-05-0.027115i,0.0064747-0.0058254i,0.014908-0.0026915i,0.018073-0.017079i,0.010668-0.030818i,0.00036113-0.036075i,-0.0096185-0.041291i,-0.022989-0.051133i,-0.038081-0.05298i,-0.03964-0.037391i,-0.023105-0.021375i,-0.010709-0.017064i
0.12963-0.086103i,0.073472-0.079401i,-0.017346-0.04851i,-0.0014622-0.022655i,0.072247+0.013734i,0.12386+0.062874i,0.13813+0.07541i,0.08737+0.029671i,0.02126+0.0034135i,0.011284+0.022499i,0.028424+0.035262i,0.026555+0.027761i,0.011823+0.019786i,-0.00047993+0.024051i,-0.0016059+0.036231i,0.0055911+0.039471i,0.0089083+0.029287i,0.0035891+0.017295i,-0.011201+0.015803i,-0.028633+0.02218i,-0.036212+0.022624i,-0.032898+0.014354i,-0.025487+0.0079766i
0.012043+0.16495i,0.056395+0.11479i,0.090619-0.0041784i,0.056799-0.033004i,-0.01618+0.013095i,-0.092283+0.012839i,-0.14909-0.021486i,-0.13812-0.01376i,-0.08337+0.013011i,-0.052638+0.014443i,-0.049916+0.0055502i,-0.037259+0.0025639i,-0.012976-0.0020703i,-0.0029599-0.013542i,-0.010513-0.023526i,-0.0219-0.024277i,-0.027631-0.01414i,-0.022952+0.0067154i,0.0019367+0.02894i,0.043688+0.039765i,0.069194+0.033146i,0.062543+0.018512i,0.042004+0.01026i
-0.17669-0.086296i,-0.19606-0.040314i,-0.14323+0.020002i,-0.076219-0.031231i,-0.0083177-0.13032i,0.071993-0.14355i,0.11596-0.08542i,0.087658-0.028917i,0.047447-0.003465i,0.04573-0.0068805i,0.055437-0.018809i,0.048825-0.019528i,0.034801-0.01064i,0.030777-0.0013489i,0.036181+0.0031514i,0.040255+0.0038977i,0.038123+0.00068363i,0.027903-0.015855i,0.00309-0.044895i,-0.03222-0.067442i,-0.054862-0.065071i,-0.053622-0.04582i,-0.039335-0.029746i
0.17619-0.093856i,0.15278-0.12559i,0.043394-0.077943i,-0.023301+0.053129i,-0.038019+0.17585i,-0.066843+0.20304i,-0.092672+0.1611i,-0.056955+0.10809i,-0.0013804+0.059465i,0.0048423+0.030989i,-0.015647+0.029171i,-0.022249+0.025796i,-0.020678+0.0083177i,-0.024737-0.0022978i,-0.031887+0.0006982i,-0.033784+0.0066327i,-0.026531+0.0092724i,-0.015772+0.017295i,-0.0024949+0.033562i,0.01287+0.044362i,0.021323+0.03919i,0.019065+0.027277i,0.013848+0.020469i
-0.025209+0.21829i,0.014602+0.2332i,0.05103+0.13384i,0.030297+0.0079434i,0.0027807-0.098616i,0.024379-0.15985i,0.064484-0.15172i,0.061736-0.10947i,0.022718-0.076779i,-0.0065925-0.060028i,-0.015423-0.05391i,-0.014594-0.045064i,-0.010737-0.033486i,-0.0048501-0.027746i,0.0039102-0.027551i,0.010658-0.030167i,0.0081335-0.030143i,-0.0010346-0.027187i,-0.0066346-0.019627i,-0.0072297-0.0034506i,-0.0053894+0.012589i,-0.0013348+0.0189i,0.003742+0.015599i
-0.16965-0.15354i,-0.20316-0.13025i,-0.12311-0.029926i,0.012952+0.04517i,0.092479+0.077022i,0.078346+0.090417i,0.032733+0.079924i,0.018626+0.041925i,0.021422+0.0040061i,0.016733-4.982e-05i,0.017888+0.021046i,0.017344+0.036485i,0.0088606+0.040523i,0.00098423+0.039962i,-0.0050406+0.039398i,-0.0059068+0.038616i,-0.00092142+0.031211i,0.0082292+0.014016i,0.011106-0.015371i,0.00032902-0.049669i,-0.01135-0.063938i,-0.013329-0.053637i,-0.010476-0.038923i
0.23984-0.051815i,0.26873-0.092771i,0.17099-0.11297i,0.0215-0.10023i,-0.10435-0.074827i,-0.15014-0.066364i,-0.11845-0.073752i,-0.090075-0.057548i,-0.081849-0.0070407i,-0.061961+0.025238i,-0.04647+0.018803i,-0.036778+0.0031007i,-0.021598-0.0047979i,-0.011188-0.0087353i,-0.0096049-0.014319i,-0.01212-0.018867i,-0.017407-0.017138i,-0.025665-0.0028226i,-0.02717+0.031896i,-0.015499+0.074085i,8.7177e-05+0.090374i,0.0073939+0.074413i,0.0064174+0.04975i
-0.099508+0.21993i,-0.096467+0.24911i,-0.032662+0.15493i,0.047932+0.029535i,0.11186-0.02649i,0.12285+0.0096824i,0.075887+0.06489i,0.031711+0.061808i,0.011673+0.022933i,0.007924+0.0036263i,0.020693+0.0013841i,0.034307+6.3672e-06i,0.038818-0.00026735i,0.036259+0.0015244i,0.032169+0.0063703i,0.028549+0.010755i,0.023335+0.0088675i,0.021389-0.0037413i,0.022679-0.027692i,0.019893-0.050147i,0.015318-0.055779i,0.013562-0.046087i,0.010527-0.031212i
-0.12904-0.21961i,-0.17706-0.24466i,-0.18971-0.14735i,-0.19595-0.013067i,-0.1768+0.074056i,-0.11048+0.073068i,-0.043563+0.020437i,-0.013476+0.0099634i,0.0087379+0.030942i,0.023659+0.027796i,0.014725+0.019218i,-0.00020573+0.016318i,-0.011494+0.008794i,-0.018736+0.003763i,-0.019855+0.0014774i,-0.017517+0.00072196i,-0.011899+0.0051477i,-0.0062883+0.012684i,-0.00094535+0.014505i,0.0086937+0.0056425i,0.013807-0.005298i,0.0088238-0.010808i,0.0020885-0.012091i
0.25971+0.033673i,0.31827+0.036732i,0.24807+0.028451i,0.15722+0.010937i,0.11645-0.02388i,0.090261-0.036167i,0.072099-0.0099688i,0.055595-0.0025019i,0.024854-0.014964i,-0.001081-0.019889i,-0.0098239-0.022915i,-0.0067222-0.02668i,0.0010657-0.029866i,0.005081-0.029608i,0.0091003-0.02326i,0.013112-0.018794i,0.010346-0.020436i,-0.0001788-0.023265i,-0.02025-0.012229i,-0.039966+0.013922i,-0.045089+0.028099i,-0.037451+0.025064i,-0.023452+0.020942i
-0.17821+0.18918i,-0.21266+0.23905i,-0.13607+0.19142i,-0.024815+0.12624i,0.046205+0.085159i,0.058033+0.01227i,0.015241-0.046621i,-0.0039223-0.034633i,0.015908-0.015769i,0.018906-0.015083i,0.0090401-0.0073512i,-6.056e-05+0.0043059i,-0.0085984+0.012575i,-0.011254+0.014744i,-0.01401+0.01193i,-0.016797+0.0080608i,-0.014303+0.0068114i,-0.0028556+0.0065189i,0.017579-0.0057614i,0.035558-0.029611i,0.039786-0.040212i,0.031314-0.02952i,0.020313-0.015873i
-0.041716-0.25915i,-0.048416-0.32298i,-0.019767-0.25524i,-0.0043475-0.18263i,-0.046414-0.14724i,-0.071661-0.075358i,-0.028894-0.018445i,0.00060006-0.018207i,-0.0066331-0.014327i,-0.010381+0.0037615i,-0.0091675+0.0099748i,-0.0069266+0.0053889i,-0.0040789-0.0016623i,-0.0030476-0.0063323i,-0.0029811-0.0091298i,-0.0030237-0.0080742i,-0.0038067-0.0036557i,-0.011958+0.0029454i,-0.024411+0.016596i,-0.034467+0.032286i,-0.037728+0.036616i,-0.031834+0.027043i,-0.021244+0.012414i
0.23643+0.12216i,0.2971+0.14283i,0.21373+0.10495i,0.10415+0.056874i,0.044823+0.0085322i,-0.023212-0.02452i,-0.074107-0.0093578i,-0.061688+0.0061026i,-0.037321-0.0052493i,-0.026597-0.010761i,-0.015602-0.0056277i,-0.0060927+0.0022267i,0.0042123+0.0087903i,0.0096733+0.012203i,0.0071781+0.016065i,0.0051567+0.016414i,0.0063906+0.0094608i,0.012035-0.0021749i,0.015967-0.013105i,0.011807-0.016279i,0.0080485-0.0087415i,0.0099434+0.0018888i,0.0091682+0.0067863i
-0.24636+0.11266i,-0.31273+0.13404i,-0.25924+0.062959i,-0.1919+0.0015538i,-0.11954+0.050489i,0.0013529+0.10379i,0.065069+0.067251i,0.033031+0.019646i,0.0021382+0.0095854i,0.0030453+0.0077649i,0.0061014+0.0079644i,0.0055028+0.0065452i,-0.00053428+0.0010256i,-0.0082687-0.003849i,-0.0096032-0.0056737i,-0.0056123-0.0061022i,-0.0042624-0.0065574i,-0.0059592-0.0041528i,0.0008177-0.00069691i,0.018208+8.4777e-05i,0.029681-0.0016494i,0.026295-0.0048614i,0.01642-0.0076125i
